نيبال	nepalu	نيبال	nepal		PROPN;NOM;MASC;SG
تصريف	sprzężone	تَصرِيف	sprzęzić	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
متحدة	united	مُتَّحِد	united	ADJ;NOM;INDF;FEM;SG	
متحدة	zjednoczeni	مُتَّحِد	zjednoczyć	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
متحدة	zjednoczonych	مُتَّحِد	zjednoczyć	ADJ;NOM;INDF;FEM;SG	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
تحكيم	arbitrażu	تَحكِيم	arbitraż	N;NOM;INDF;SG	N;GEN;MASC;SG
المقترح	wniosek	مُقتَرَح	wniosek	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
المقترح	propozycje	مُقتَرَح	propozycja	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;PL
المقترح	propozycja	مُقتَرَح	propozycja	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
المقترح	propozycję	مُقتَرَح	propozycja	ADJ;NOM;DEF;MASC;SG	N;ACC;FEM;SG
المقترح	oświadczyny	مُقتَرَح	oświadczyna	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;PL
مورغان	morgana	مَورِغ	morgany		N;NOM;FEM;SG
مورغان	morgan	مَورِغ	morgan		
غوستاف	gustav	غوستاف	gustav		PROPN;NOM;MASC;SG
تشرشل	churchill	تَشَرشَل	churchill		PROPN;NOM;MASC;SG
ابطال	bohaterami	بَطَل	bohater	N;NOM;INDF;PL	N;INS;MASC;PL
ابطال	bohaterów	بَطَل	bohater	N;NOM;INDF;PL	N;ACC;MASC;PL
ابطال	mistrzów	بَطَل	mistrz	N;NOM;INDF;PL	N;ACC;MASC;PL
مهنية	zawodowych	مِهنِيّ	zawodowy	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;MASC;PL
مهنية	profesjonalnie	مِهنِيّ	profesjonalnie	ADJ;NOM;INDF;FEM;SG	ADV
معسكرات	obozach	مُعَسكَر	obóz	N;NOM;INDF;PL	N;GEN;MASC;PL
نيكاراغوا	nikaragui	نيكاراغوا	nikaragua		PROPN;NOM;MASC;SG
العقدة	węzeł	العقدة	węzeć		N;ACC;MASC;SG
العقدة	węzła	العقدة	wązła		
العقدة	węzeł	العقدة	węzeć		N;ACC;MASC;SG
عطلة	wakacji	عُطلَة	wakacje	N;NOM;INDF;SG	N;GEN;NEUT;PL
المحامين	prawników	مُحَامِي	prawnik	N;NOM;DEF;PL	N;ACC;MASC;PL
المحامين	adwokatów	مُحَامِي	adwokat	N;NOM;DEF;PL	N;ACC;MASC;PL
ديانة	religie	دِيَانَة	religia	N;NOM;INDF;SG	N;NOM;FEM;PL
ديانة	religii	دِيَانَة	religia	N;NOM;INDF;SG	N;GEN;FEM;SG
فاعل	aktora	فَاعِل	aktor	ADJ;NOM;INDF;MASC;SG	N;ACC;MASC;SG
فاعل	aktor	فَاعِل	aktor	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
نفق	tunele	نَفَق	tunel	N;NOM;INDF;SG	N;NOM;MASC;PL
نفق	tunelu	نَفَق	tunel	N;NOM;INDF;SG	N;GEN;MASC;SG
كارولين	caroline	كارولين	caroliny		V;IPFV;IND;SG;PRS;FIN;ACT
كارولين	karolina	كارولين	karolin		PROPN;NOM;FEM;SG
لوكهيد	lockheed	لوكهيد	lockheed		
الديون	długi	دَين	długi	N;NOM;DEF;PL	
الديون	długi	دَين	długi	N;NOM;DEF;PL	
الديون	długu	دَين	dług	N;NOM;DEF;PL	N;GEN;MASC;SG
الديون	dług	دَين	dług	N;NOM;DEF;PL	N;NOM;MASC;SG
الديون	zadłużenie	دَين	zadłużenie	N;NOM;DEF;PL	N;NOM;NEUT;SG
مظاهرة	demonstracje	مُظَاهَرَة	demonstracja	N;NOM;INDF;SG	N;NOM;FEM;PL
مظاهرة	demonstracji	مُظَاهَرَة	demonstracja	N;NOM;INDF;SG	N;GEN;FEM;SG
طالبان	talibów	طَالِبَان	talib	N;NOM;INDF;SG	N;GEN;MASC;PL
مانهاتن	manhattanie	مانهاتن	manhattan		N;ACC;MASC;SG
مانهاتن	manhattanu	مانهاتن	manhattan		N;GEN;MASC;SG
مانهاتن	manhattan	مانهاتن	manhattan		
حار	gorąco	حَارّ	gorąco	N;NOM;INDF;SG	ADV
حار	hot	حَارّ	hot	N;NOM;INDF;SG	
حار	gorące	حَارّ	gorący	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
حار	gorąca	حَارّ	gorący	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
حار	gorący	حَارّ	gorący	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
رين	rin	رين	rina		
الولد	boy	وَلَد	boy	N;NOM;DEF;SG	
التين	fig	اَلَّذِي	figa	N;NOM;DEF;SG	
التين	figi	اَلَّذِي	figa	N;NOM;DEF;SG	V;IPFV;IND;SG;PRS;FIN;ACT
وولف	wolf	وولف	wolf		
وولف	wilka	وولف	wilka		N;ACC;MASC;SG
وولف	wilk	وولف	wilk		N;NOM;MASC;SG
تحفة	antyk	حَفَص	antyk	N;NOM;INDF;SG	
تحفة	antyki	حَفَص	antyka	N;NOM;INDF;SG	N;NOM;MASC;PL
الصعوبات	trudności	صُعُوبَة	trudność	N;NOM;DEF;PL	N;ACC;FEM;PL
الصعوبات	trudność	صُعُوبَة	trudność	N;NOM;DEF;PL	N;NOM;FEM;SG
الصعوبات	trudności	صُعُوبَة	trudność	N;NOM;DEF;PL	N;ACC;FEM;PL
توافر	dostępności	تَوَافُر	dostępność	N;NOM;INDF;SG	N;GEN;FEM;SG
خضر	zieleń	خضر	zieleń		
خضر	zielony	خضر	zielony		
خضر	zielono	خضر	zielono		
خضر	zielona	خضر	zielony		
خضر	zielone	خضر	zielony		
عقاب	kary	عَقَاب	kara	N;NOM;INDF;SG	N;ACC;FEM;PL
الراعي	shepherd	رَاعِي	shepherd	N;NOM;DEF;SG	
الراعي	pasterzem	رَاعِي	pasterz	N;NOM;DEF;SG	N;INS;MASC;SG
الراعي	sponsorem	رَاعِي	sponsor	N;NOM;DEF;SG	N;INS;MASC;SG
الراعي	sponsora	رَاعِي	sponsór	N;NOM;DEF;SG	
قياسات	pomiarów	قِيَاسَة	pomiar	N;NOM;INDF;PL	N;GEN;MASC;PL
نمساوي	austrii	نِمسَاوِيّ	austria	ADJ;NOM;INDF;MASC;SG	PROPN;GEN;FEM;SG
مسطح	mieszkanie	مَسطَح	mieszkanie	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
تحية	pozdrawiam	تَحِيَّة	pozdrawiać	N;NOM;INDF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
اطار	ramy	إِطَار	ramy	N;NOM;INDF;SG	N;ACC;NEUT;PL
اطار	rama	إِطَار	rama	N;NOM;INDF;SG	
اطار	ramy	إِطَار	ramy	N;NOM;INDF;SG	N;ACC;NEUT;PL
المشاهدين	widzów	مُشَاهِد	widz	N;NOM;DEF;PL	N;ACC;MASC;PL
خامس	piątej	خَامِس	piąty	ADJ;NOM;INDF;MASC;SG	ADJ;GEN;FEM;SG
خامس	piąte	خَامِس	piąty	ADJ;NOM;INDF;MASC;SG	
خامس	piąta	خَامِس	piąty	ADJ;NOM;INDF;MASC;SG	
تبريد	chłodzenia	تَبرِيد	chłodzić	N;NOM;INDF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
تبريد	chłodzenia	تَبرِيد	chłodzić	N;NOM;INDF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
اعلى	wyżej	اعلى	wysoko		ADV;CMPR
اعلى	wyższe	اعلى	wysoki		ADJ;NOM;CMPR;NEUT;SG
اعلى	wyższy	اعلى	wysoki		ADJ;NOM;CMPR;MASC;SG
اعلى	wyższa	اعلى	wysoki		ADJ;NOM;CMPR;FEM;SG
مليارات	miliardów	مِليَار	miliard	NUM;NOM;INDF;PL	N;GEN;MASC;PL
مليارات	miliardy	مِليَار	miliarda	NUM;NOM;INDF;PL	
عدو	wróg	عَدُوّ	wróg		N;NOM;MASC;SG
عدو	wrogowie	عَدُوّ	wróg		N;NOM;MASC;PL
عدو	wroga	عَدُوّ	wróg		
عدو	wróg	عَدُوّ	wróg		N;NOM;MASC;SG
باير	bayer	بَايِر	bayer		
باير	baer	بَايِر	baer		PROPN;NOM;MASC;SG
الجوع	głodu	جُوع	głód	N;NOM;DEF;SG	N;GEN;MASC;SG
القياسات	pomiarów	قِيَاسَة	pomiar	N;NOM;DEF;PL	N;GEN;MASC;PL
القياسات	wielkości	قِيَاسَة	wielkość	N;NOM;DEF;PL	N;GEN;FEM;SG
امتياز	przywileje	امتياز	przywilej	N;NOM;INDF;SG	N;NOM;MASC;PL
امتياز	przywilej	امتياز	przywilej	N;NOM;INDF;SG	N;ACC;MASC;SG
امتياز	franczyzy	امتياز	franczyza	N;NOM;INDF;SG	
امتياز	koncesji	امتياز	koncesja	N;NOM;INDF;SG	N;GEN;FEM;SG
رشاد	rashad	رشاد	rashad		
تحد	wyzwanie	أَحَدّ	wyzwanie	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
تحد	challenge	أَحَدّ	challenga	V;IPFV;FEM;IND;SG;3;FIN;ACT	
تحد	wyzwania	أَحَدّ	wyzwanie	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
الملونة	kolorowo	مُلَوَّن	kolorowo	ADJ;NOM;DEF;FEM;SG	ADV
الانتماء	należących	اِنتِمَاء	należeć	N;NOM;DEF;SG	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;ACT
مكي	mckay	مكي	mcka		
قادمة	przyjdzie	قَادِم	przyjść	ADJ;NOM;INDF;FEM;SG	V;PFV;IND;SG;3;FUT;FIN;ACT
البلاستيك	tworzyw	بلَاستِيك	tworzyw	N;NOM;DEF;SG	
البلاستيك	plastikowe	بلَاستِيك	plastikowy	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
البلاستيك	plastiku	بلَاستِيك	plastik	N;NOM;DEF;SG	N;GEN;MASC;SG
سيباستيان	sebastian	سِيبَاستِيَان	sebastianin		N;NOM;MASC;SG
سيباستيان	sebastiana	سِيبَاستِيَان	sebastiany		ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
قمم	szczytów	قِمَّة	szczyt	N;NOM;INDF;PL	N;GEN;MASC;PL
قمم	szczytów	قِمَّة	szczyt	N;NOM;INDF;PL	N;GEN;MASC;PL
قمم	peaks	قِمَّة	peaks	N;NOM;INDF;PL	
المحبة	kochać	مَحَبَّة	kochać	N;NOM;DEF;SG	V;IPFV;NFIN;ACT
المحبة	kochająca	مَحَبَّة	kochać	N;NOM;DEF;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT
المحبة	kochający	مَحَبَّة	kochać	N;NOM;DEF;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
بازل	basil	بَازِل	basil		
مصارعة	wrestling	مُصَارَعَة	wrestling	N;NOM;INDF;SG	
مصارعة	zapasy	مُصَارَعَة	zapas	N;NOM;INDF;SG	N;NOM;MASC;PL
تشكيلات	konfiguracji	تشكيلات	konfiguracja	N;NOM;INDF;PL	N;GEN;FEM;SG
متميز	odróżnić	مُتَمَيِّز	odróżnić	ADJ;NOM;INDF;MASC;SG	V;PFV;NFIN;ACT
المزارعين	rolników	مُزَارِع	rolnik	N;NOM;DEF;PL	N;ACC;MASC;PL
تماثيل	figurki	تِمثَال	figurka	N;NOM;INDF;PL	N;ACC;FEM;PL
لوي	louie	لوي	lou		N;VOC;MASC;SG
لوسي	lucy	لوسي	lucy		
المشاركات	udostępnienia	المشاركات	udostępnienie	N;NOM;DEF;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
عملاقة	gigant	عِملَاق	gigant	ADJ;NOM;INDF;FEM;SG	
عملاقة	olbrzymie	عِملَاق	olbrzymi	ADJ;NOM;INDF;FEM;SG	
عملاقة	olbrzym	عِملَاق	olbrzym	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
كامب	obozy	كَامب	obóz		N;NOM;MASC;PL
كامب	obozu	كَامب	obóz		N;GEN;MASC;SG
كامب	camp	كَامب	campa		
كامب	obóz	كَامب	obóz		N;NOM;MASC;SG
شرعي	legalnie	شَرعِيّ	legalnie	ADJ;NOM;INDF;MASC;SG	ADV
سنتيمتر	centymetry	سنتيمتر	centymetra		N;NOM;MASC;PL
سنتيمتر	centymetrów	سنتيمتر	centymetr		N;GEN;MASC;PL
سنتيمتر	centymetr	سنتيمتر	centymetr		N;NOM;MASC;SG
سنتيمتر	centymetr	سنتيمتر	centymetr		N;NOM;MASC;SG
الهندوسية	hinduizm	هَندُوسِيّ	hinduizm		N;NOM;MASC;SG
الغد	jutro	غَد	jutro	N;NOM;DEF;SG	ADV
القاري	continental	قَارِي	continental		
القاري	kontynentalne	قَارِي	kontynentalny		ADJ;NOM;NEUT;SG
ريم	obręczy	ريم	obręczyć		N;GEN;FEM;SG
يغلب	bity	غَلَّب	bit	V;IPFV;MASC;IND;SG;3;FIN;ACT	
ختم	znaczek	خَتَم	znaczek	V;PFV;MASC;SG;3;ACT	N;ACC;MASC;SG
ختم	pieczęć	خَتَم	pieczęć	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
ختم	pieczęć	خَتَم	pieczęć	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
المراهقة	nastolatków	مُرَاهَقَة	nastolatek	N;NOM;DEF;SG	N;ACC;MASC;PL
المراهقة	dojrzewania	مُرَاهَقَة	dojrzewanie	N;NOM;DEF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
يضيف	doda	أَضَاف	dodać	V;IPFV;MASC;IND;SG;3;FIN;ACT	
للسياحة	turystyka	للسياحة	turystyka	N;GEN;DEF;SG	N;NOM;FEM;SG
النقص	niedoskonałości	نَقص	niedoskonałość	N;NOM;DEF;SG	N;ACC;FEM;SG
ذكي	sprytne	ذَكَى	sprytny	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ذكي	sprytnie	ذَكَى	sprytnie	N;NOM;INDF;SG	ADV
ذكي	sprytny	ذَكَى	sprytny	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
ذكي	inteligentna	ذَكَى	inteligentny	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
ذكي	inteligentny	ذَكَى	inteligentny	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
ذكي	inteligentne	ذَكَى	inteligentny	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ذكي	mądrze	ذَكَى	mądrze	N;NOM;INDF;SG	
ذكي	inteligentne	ذَكَى	inteligentny	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ذكي	smart	ذَكَى	smart	N;NOM;INDF;SG	
شهري	miesięcznie	شَهرِيّ	miesięcznie	ADJ;NOM;INDF;MASC;SG	ADV
الدبلجة	dubbing	دُبلَج	dubbing	N;NOM;DEF;SG	
زحل	saturn	زَحل	saturny		
موحد	jednolitego	مُوَحَّد	jednolity	ADJ;NOM;INDF;MASC;SG	ADJ;GEN;MASC;SG
موحد	jednolite	مُوَحَّد	jednolity	ADJ;NOM;INDF;MASC;SG	
موحد	uniform	مُوَحَّد	uniforma	ADJ;NOM;INDF;MASC;SG	
موحد	mundur	مُوَحَّد	mundur	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
بانكوك	bangkoku	بَانكُوك	bangkok		N;GEN;MASC;SG
شهرية	miesięcznie	شَهرِيّ	miesięcznie	ADJ;NOM;INDF;FEM;SG	ADV
مولر	müller	مولر	müller		PROPN;NOM;MASC;SG
مولر	mueller	مولر	mueller		
مولر	muller	مولر	muller		PROPN;NOM;MASC;SG
مرشد	przewodniku	مُرشِد	przewodnik	N;NOM;INDF;SG	N;DAT;MASC;SG
مرشد	przewodnikiem	مُرشِد	przewodnik	N;NOM;INDF;SG	N;INS;MASC;SG
مرشد	przewodnika	مُرشِد	przewodnik	N;NOM;INDF;SG	N;ACC;MASC;SG
الوثائقية	dokumentalne	وَثَائِقِيّ	dokumentalny	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الوحش	bestii	وَحش	bestia	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
الوحش	bestie	وَحش	być	N;NOM;DEF;SG	N;NOM;MASC;PL
الوحش	monster	وَحش	monster	N;NOM;DEF;SG	
الوحش	potwory	وَحش	potwór	N;NOM;DEF;SG	N;NOM;MASC;PL
كورت	kurt	كُورت	kurt		PROPN;NOM;MASC;SG
كورت	kurta	كُورت	kurta		
المهبل	pochwy	مُهبِل	pochwa	N;NOM;DEF;SG	
المهبل	pochwa	مُهبِل	pochwać	N;NOM;DEF;SG	
عمالة	zatrudnienia	عَمَالَة	zatrudnienie	N;NOM;INDF;SG	N;GEN;NEUT;SG
جونيور	junior	جونيور	junior		
تلال	wzgórza	تَلَال	wzgórzać	N;NOM;INDF;PL	N;NOM;NEUT;SG
تلال	hills	تَلَال	hills	N;NOM;INDF;PL	
الجن	dżin	جُنّ	dżinina	N;NOM;DEF;SG	
الافتتاح	otwierające	اِفتِتَاح	otwierać	N;NOM;DEF;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
ضحية	ofiarą	ضَحِيَّة	ofiara	N;NOM;INDF;SG	N;INS;FEM;SG
ضحية	ofiary	ضَحِيَّة	ofiara	N;NOM;INDF;SG	N;NOM;FEM;PL
الشرط	warunek	شَرط	warunek	N;NOM;DEF;SG	N;ACC;MASC;SG
بنوك	banks	بَنك	banks	N;NOM;INDF;PL	
بنوك	bankami	بَنك	bank	N;NOM;INDF;PL	N;INS;MASC;PL
بنوك	banków	بَنك	bank	N;NOM;INDF;PL	N;GEN;MASC;PL
راتب	zarobki	رَاتِب	zarobek	N;NOM;INDF;SG	N;NOM;MASC;PL
اختلافات	diff	اِختِلَاف	diff	N;NOM;INDF;PL	
اختلافات	różnica	اِختِلَاف	różnica	N;NOM;INDF;PL	N;NOM;FEM;SG
باليرمو	palermo	بِ	palermo		PROPN;NOM;MASC;SG
هانوفر	hanover	هَانُوفِر	hanover		N;NOM;MASC;SG
الصخرة	skały	صُخرَة	skała	N;NOM;DEF;SG	N;ACC;FEM;PL
الصخرة	rock	صُخرَة	rock	N;NOM;DEF;SG	
اولاد	boys	اولاد	boys		
اولاد	chłopcy	اولاد	chłopiec		N;NOM;MASC;PL
اولاد	chłopaki	اولاد	chłopak		N;NOM;MASC;PL
الغزل	przędzenia	غَزل	przędzenie	N;NOM;DEF;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
الغزل	flirt	غَزل	flirt	N;NOM;DEF;SG	
الغزل	flirtuje	غَزل	flirtować	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
الغزل	przędzy	غَزل	prządzyć	N;NOM;DEF;SG	N;GEN;FEM;SG
برنارد	bernard	برنارد	bernard		PROPN;NOM;MASC;SG
كاري	curry	كاري	curra		
جينات	genów	جَينَة	gen	N;NOM;INDF;PL	N;GEN;MASC;PL
الماركسية	marksistowsko	مَاركِسِيّ	marksistowsko	N;NOM;DEF;SG	ADV
اعتقاد	wierzenia	اِعتِقَاد	wierzyć	N;NOM;INDF;SG	N;NOM;NEUT;PL
لفت	rzepa	لَفَت	rzepa	V;PFV;MASC;SG;3;ACT	
جوناثان	jonathan	جُونَاثَان	jonathan		N;NOM;MASC;SG
اعلن	oświadczam	أَعلَن	oświadczać	V;PFV;MASC;SG;3;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
اعلن	ogłoszone	أَعلَن	ogłosić	V;PFV;MASC;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اعلن	ogłosili	أَعلَن	ogłosić	V;PFV;MASC;SG;3;ACT	V;PFV;MASC;IND;PL;PST;FIN;ACT
اعلن	ogłoszono	أَعلَن	ogłosić	V;PFV;MASC;SG;3;ACT	V;PFV;IND;0;PST;FIN;ACT
المتوفي	zmarłego	مُتَوَفِّي	zmarły		N;ACC;MASC;SG
المتوفي	zmarły	مُتَوَفِّي	zemrzeć		V;PFV;MASC;IND;SG;PST;FIN;ACT
المتوفي	zmarli	مُتَوَفِّي	zemrzeć		V;PFV;MASC;IND;PL;PST;FIN;ACT
المتوفي	zmarła	مُتَوَفِّي	zemrzeć		V;PFV;FEM;IND;SG;PST;FIN;ACT
ملونة	kolorowych	مُلَوَّن	kolorowy	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;MASC;PL
ملونة	kolorowo	مُلَوَّن	kolorowo	ADJ;NOM;INDF;FEM;SG	ADV
صخرة	skały	صُخرَة	skała	N;NOM;INDF;SG	N;ACC;FEM;PL
صخرة	rock	صُخرَة	rock	N;NOM;INDF;SG	
ابناء	synów	اِبن	syn	N;NOM;INDF;PL	N;ACC;MASC;PL
المرصد	obserwatorium	مَرصَد	obserwatorium	N;NOM;DEF;SG	N;DAT;NEUT;SG
تين	tin	تين	tin		
تين	puszka	تين	puszka		N;NOM;FEM;SG
محاصيل	upraw	مَحصُول	uprawa	N;NOM;INDF;PL	
محاصيل	uprawy	مَحصُول	uprawa	N;NOM;INDF;PL	N;GEN;FEM;SG
صبغة	pigmentu	صُبغَة	pigment	N;NOM;INDF;SG	N;GEN;MASC;SG
دلهي	delhi	دِلهِي	delhi		PROPN;NOM;MASC;SG
شارون	sharon	شَارُون	sharon		PROPN;NOM;MASC;SG
جنسي	sexy	جِنسِيّ	sexa	ADJ;NOM;INDF;MASC;SG	
جنسي	seksualnie	جِنسِيّ	seksualnie	ADJ;NOM;INDF;MASC;SG	ADV
التوفيق	sukcesu	تَوفِيق	sukces	N;NOM;DEF;SG	N;GEN;MASC;SG
التوفيق	sukcesów	تَوفِيق	sukces	N;NOM;DEF;SG	N;GEN;MASC;PL
التوفيق	sukcesy	تَوفِيق	sukces	N;NOM;DEF;SG	N;NOM;MASC;PL
التجزئة	detalicznej	تَجزِئَة	detaliczny	N;NOM;DEF;SG	ADJ;GEN;FEM;SG
التجزئة	detaliczne	تَجزِئَة	detaliczny	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
مرج	łąki	مرج	łąki		N;ACC;MASC;SG
مرج	meadow	مرج	meadow		
الحزن	żal	حُزن	żal	N;NOM;DEF;SG	V;IND;PRS;FIN
الحزن	smutku	حُزن	smutek	N;NOM;DEF;SG	N;GEN;MASC;SG
الحزن	smutkiem	حُزن	smutek	N;NOM;DEF;SG	N;INS;MASC;SG
الحزن	smutku	حُزن	smutek	N;NOM;DEF;SG	N;GEN;MASC;SG
تلاميذ	uczniów	تِلمِيذ	uczeń	N;NOM;INDF;PL	N;ACC;MASC;PL
الرسل	posłańców	رَسُول	posłaniec	N;NOM;DEF;PL	N;ACC;MASC;PL
الرسل	posłańców	رَسُول	posłaniec	N;NOM;DEF;PL	N;ACC;MASC;PL
مختبرات	laboratoria	مُختَبَر	laboratoria	ADJ;NOM;INDF;FEM;PL	N;NOM;NEUT;PL
مختبرات	laboratoria	مُختَبَر	laboratoria	ADJ;NOM;INDF;FEM;PL	N;NOM;NEUT;PL
مختبرات	laboratoriów	مُختَبَر	laboratorie	ADJ;NOM;INDF;FEM;PL	
كمبوديا	kambodży	كَمبُودِيَا	kambodza		
بورتلاند	portland	بُورتلَاند	portland		N;NOM;MASC;SG
الوجبات	posiłków	وَجبَة	posiłek	N;NOM;DEF;PL	N;GEN;MASC;PL
ممارسات	praktyk	مُمَارَسَة	praktyk	N;NOM;INDF;PL	
ممارسات	praktyki	مُمَارَسَة	praktyka	N;NOM;INDF;PL	N;ACC;FEM;PL
خريجي	absolwentów	خِرِّيج	absolwent	N;NOM;INDF;PL	N;ACC;MASC;PL
راو	rao	راو	rao		PROPN;NOM;MASC;SG
مراسم	ceremonia	مَرسَم	ceremonia	N;NOM;INDF;PL	N;NOM;FEM;SG
مراسم	ceremonii	مَرسَم	ceremonia	N;NOM;INDF;PL	N;GEN;FEM;SG
مراسم	uroczystości	مَرسَم	uroczystość	N;NOM;INDF;PL	N;GEN;FEM;SG
مراسم	uroczystość	مَرسَم	uroczystość	N;NOM;INDF;PL	N;NOM;FEM;SG
شيدت	zbudowany	شَيَّد	zbudować	V;PFV;FEM;SG;3;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
شيدت	skonstruowane	شَيَّد	skonstruować	V;PFV;FEM;SG;3;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
شيدت	zbudowane	شَيَّد	zbudować	V;PFV;FEM;SG;3;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ناميبيا	mołdawia	نَامِيبِيَا	mołdawiać		N;NOM;FEM;SG
ناميبيا	namibii	نَامِيبِيَا	namibia		
القاموس	słownika	قَامُوس	słownik	N;NOM;DEF;SG	N;GEN;MASC;SG
كيبيك	quebec	كيبيك	quebec		N;NOM;MASC;SG
منتديات	forum	مُنتَدِي	forum	ADJ;NOM;INDF;FEM;PL	
مختلطة	zmieszane	مُختَلِط	zmieszać	ADJ;NOM;INDF;FEM;SG	
مختلطة	mieszany	مُختَلِط	mieszany	ADJ;NOM;INDF;FEM;SG	
مختلطة	mieszanej	مُختَلِط	mieszany	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;FEM;SG
فم	mouth	فَمّ	mouth	N;NOM;INDF;SG	
فم	usta	فَمّ	usta	N;NOM;INDF;SG	N;NOM;NEUT;PL
توتنهام	tottenham	تُوتِنهَام	tottenhać		N;NOM;MASC;SG
توتنهام	ostrogi	تُوتِنهَام	ostróg		
مجهود	wysiłek	مَجهُود	wysiłek	N;NOM;INDF;SG	N;ACC;MASC;SG
مجهود	wysiłki	مَجهُود	wysiłek	N;NOM;INDF;SG	N;NOM;MASC;PL
مجهود	wysiłku	مَجهُود	wysiłek	N;NOM;INDF;SG	N;GEN;MASC;SG
التشابه	podobieństwo	تَشَابُه	podobieństwo		N;NOM;NEUT;SG
التشابه	podobieństwo	تَشَابُه	podobieństwo		N;NOM;NEUT;SG
التشابه	podobieństwa	تَشَابُه	podobieństwo		N;NOM;NEUT;PL
التضخم	inflacji	تَضَخُّم	inflacja	N;NOM;DEF;SG	N;GEN;FEM;SG
فرانكو	franco	فرانكو	franca		
اضطهاد	prześladowania	اِضطِهَاد	prześladowanie	N;NOM;INDF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
اضطهاد	prześladowań	اِضطِهَاد	prześladowanie	N;NOM;INDF;SG	N;GEN;NEUT;PL
اضطهاد	ucisku	اِضطِهَاد	ucisk	N;NOM;INDF;SG	N;GEN;MASC;SG
المساهمات	składek	مُسَاهَمَة	składka	N;NOM;DEF;PL	N;ACC;FEM;PL
ترينيداد	trynidad	ترينيداد	trynidad		PROPN;NOM;MASC;SG
جاز	jazz	جَاز	jazz	V;PFV;MASC;SG;3;ACT	
جاز	jazzu	جَاز	jazzen	V;PFV;MASC;SG;3;ACT	
المطالب	wnioskodawca	مَطلَب	wnioskodawca	N;NOM;DEF;PL	N;NOM;MASC;SG
المطالب	powoda	مَطلَب	powoda	N;NOM;DEF;PL	
المطالب	żądań	مَطلَب	żądanie	N;NOM;DEF;PL	N;GEN;NEUT;PL
فتى	boy	فَتَى	boy	N;NOM;INDF;SG	
التشفير	szyfrowania	التشفير	szyfrować	N;NOM;DEF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
التشفير	kryptografii	التشفير	kryptografia	N;NOM;DEF;SG	N;GEN;FEM;SG
البروتستانت	protestanci	بِرُوتستَان	protestant		N;NOM;MASC;PL
