hovards	howard	hovards	howard	PROPN;NOM;MASC;SG	PROPN
ražoti	manufacturados	ražot	manufacturado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
medībās	caza	medības	caza	N;ESS;FEM	N;FEM;SG
medībās	cazar	medības	cazar	N;ESS;FEM	V;NFIN
medībās	caza	medības	caza	N;ESS;FEM	N;FEM;SG
medībās	cacería	medības	cacería	N;ESS;FEM	N;FEM;SG
medībās	cazando	medības	cazar	N;ESS;FEM	V;V.MSDR
abinieku	anfibios	abinieks	anfibio	N;ACC;MASC;SG	N;MASC;PL
abinieku	anfibio	abinieks	anfibio	N;ACC;MASC;SG	ADJ;MASC;SG
lūiss	lewis	lūiss	lewi	N;NOM;MASC;SG	PROPN
paaugstināta	aumentado	paaugstināt	aumentar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
paaugstināta	aumento	paaugstināt	aumento	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;MASC;SG
paaugstināta	incrementado	paaugstināt	incrementado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
paaugstināta	aumentada	paaugstināt	aumentar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
pieraksts	suscripciones	pieraksts	suscripción	N;NOM;MASC;SG	N;FEM;PL
locītavas	articulaciones	locītava	articulación	N;NOM;FEM;SG	N;FEM;PL
locītavas	porros	locītava	porro	N;NOM;FEM;SG	N;MASC;PL
mao	mao	maos	mao		N;MASC;SG
trīspadsmit	thirteen	trīspadsmit	thirtean	NUM;PL	N;PL
drošu	seguro	droša	seguro	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;SG
drošu	safe	droša	safir	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	N
drošu	segura	droša	seguro	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;FEM;SG
fantāzijas	fantasia	fantāzija	fantasia	N;NOM;FEM;PL	N;FEM;SG
fantāzijas	fantasía	fantāzija	fantasía	N;NOM;FEM;PL	N;FEM;SG
apzināti	sabiendas	apzināt	sabiendas	ADV	N;FEM
apzināti	intencional	apzināt	intencional	ADV	ADJ;SG
apzināti	intencionada	apzināt	intencionado	ADV	ADJ;FEM;SG;V.PTCP
apzināti	intencionado	apzināt	intencionado	ADV	ADJ;MASC;SG;V.PTCP
apzināti	intencionales	apzināt	intencional	ADV	ADJ;PL
čaulas	concha	čaula	concha	N;NOM;FEM;PL	N;FEM;SG
čaulas	caparazón	čaula	caparazón	N;NOM;FEM;PL	N;MASC;SG
čaulas	shell	čaula	shell	N;NOM;FEM;PL	N;SG
čaulas	cáscara	čaula	cáscara	N;NOM;FEM;PL	N;FEM;SG
laikus	oportunas	laikus	oportuno	ADV	ADJ;FEM;PL
laikus	oportuna	laikus	oportuno	ADV	ADJ;FEM;SG
laikus	oportuno	laikus	oportuno	ADV	ADJ;MASC;SG
dziļu	profundos	dziļu	profundo	ADJ;ACC;MASC;SG	ADJ;MASC;PL
ana	ana	ana	ana		N;FEM;SG
kopīgas	compartida	kopīga	compartido	ADJ;NOM;FEM;PL	ADJ;FEM;SG;V.PTCP
kopīgas	compartido	kopīga	compartido	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
senioru	ancianos	seniors	anciano	N;ACC;MASC;SG	N;MASC;PL
senioru	mayores	seniors	mayor	N;ACC;MASC;SG	ADJ;PL
milzīga	enormes	milzīga	enorme	ADJ;NOM;FEM;SG	ADJ;PL
milzīga	enormes	milzīga	enorme	ADJ;NOM;FEM;SG	ADJ;PL
milzīga	massive	milzīga	massivir	ADJ;NOM;FEM;SG	N
milzīga	inmensos	milzīga	inmenso	ADJ;NOM;FEM;SG	ADJ;MASC;PL
milzīga	inmensas	milzīga	inmenso	ADJ;NOM;FEM;SG	ADJ;FEM;PL
lāci	osos	lāce	ose	N;ACC;FEM;SG	N;MASC;PL
pagrīdes	boardwalk	pagrīde	boardwalk	N;NOM;FEM;PL	N;SG
radošo	creativa	radīt	creativo	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;FEM;SG
radošo	creative	radīt	creative	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	N;FEM;SG
radošo	creativos	radīt	creativo	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;PL
radošo	creativo	radīt	creativo	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;MASC;SG
uzplauka	prosperado	uzplaukt	prosperado	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
grīnbergs	grünberg	grīnbergs	grünberg	PROPN;NOM;MASC;SG	
pārtrauc	interrupciones	pārtraukt	interrupción	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
iekšējais	interior	iekšējs	interior	ADJ;NOM;MASC;SG	N;MASC;SG
iekšējais	interiores	iekšējs	interior	ADJ;NOM;MASC;SG	ADJ;PL
iekšējais	interior	iekšējs	interior	ADJ;NOM;MASC;SG	N;MASC;SG
sandra	sandra	sandra	sandra	PROPN;NOM;FEM;SG	N;FEM;SG
pārtraukums	romper	pārtraukums	romper	N;NOM;MASC;SG	V;NFIN
pārtraukums	interrumpir	pārtraukums	interrumpir	N;NOM;MASC;SG	V;NFIN
pārtraukums	interrumpa	pārtraukums	interrumpa	N;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
slēpjas	oculto	slēpties	oculto	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	ADJ;MASC;SG
slēpjas	escondido	slēpties	escondido	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
ķirurgs	cirujana	ķirurgs	cirujana	N;NOM;MASC;SG	ADJ;FEM;SG
cēlušies	descendido	celties	descender	V;PFV;NOM;INDF;MASC;PL;REFL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
cēlušies	descendió	celties	descender	V;PFV;NOM;INDF;MASC;PL;REFL;PST;V.PTCP	V;IND;SG;3;PST;FIN
dzeltenais	amarillos	dzeltens	amarillo	ADJ;NOM;MASC;SG	ADJ;MASC;PL
dzeltenais	amarillas	dzeltens	amarillo	ADJ;NOM;MASC;SG	ADJ;FEM;PL
silver	plata	silvēr	plata		N;FEM;SG
silver	plateado	silvēr	plateado		ADJ;MASC;SG;V.PTCP
oriģinālā	original	oriģināls	original	N;ESS;MASC;SG	ADJ;SG
oriģinālā	originales	oriģināls	original	N;ESS;MASC;SG	ADJ;PL
peldēšanas	nadando	peldēšana	nadar	N;NOM;FEM;PL	V;V.MSDR
peldēšanas	natación	peldēšana	natación	N;NOM;FEM;PL	N;FEM;SG
peldēšanas	nadar	peldēšana	nadar	N;NOM;FEM;PL	V;NFIN
kristāliska	cristalinas	kristāliska	cristalino	ADJ;NOM;FEM;SG	N;FEM;PL
rasu	raciales	rasa	racial	N;ACC;FEM;SG	ADJ;PL
rasu	racial	rasa	racial	N;ACC;FEM;SG	ADJ;SG
kritēriji	criterio	kritērijs	criterio	N;NOM;MASC;PL	N;MASC;SG
mareks	marek	mareks	marek	PROPN;NOM;MASC;SG	PROPN
svītras	galones	svītra	galón	ADJ;NOM;FEM;PL	N;MASC;PL
svītras	rayas	svītra	raya	ADJ;NOM;FEM;PL	N;FEM;PL
svītras	franjas	svītra	franja	ADJ;NOM;FEM;PL	N;FEM;PL
siltāks	calentador	silts	calentador	ADJ;NOM;CMPR;MASC;SG	N;MASC;SG
imperatore	imperatore	imperatore	imperatore	N;NOM;FEM;SG	PROPN
palestīniešu	palestino	palestīnietis	palestino	N;GEN;MASC;PL	N;MASC;SG
palestīniešu	palestina	palestīnietis	palestino	N;GEN;MASC;PL	ADJ;FEM;SG
palestīniešu	palestinas	palestīnietis	palestino	N;GEN;MASC;PL	ADJ;FEM;PL
paskaidrojumi	explicación	paskaidrojums	explicación	N;NOM;MASC;PL	N;FEM;SG
baltastes	bulwer	baltaste	bulwer	N;NOM;FEM;PL	
brīvs	vacantes	brīvs	vacante	ADJ;NOM;MASC;SG	N;PL
brīvs	libres	brīvs	libre	ADJ;NOM;MASC;SG	ADJ;PL
brīvs	gratis	brīvs	gratis	ADJ;NOM;MASC;SG	
brīvs	free	brīvs	freer	ADJ;NOM;MASC;SG	N
bagātīgi	abundante	bagātīgi	abundante	ADV	ADJ;SG
bagātīgi	abundantes	bagātīgi	abundante	ADV	ADJ;PL
bagātīgi	abundante	bagātīgi	abundante	ADV	ADJ;SG
bagātīgi	abundantes	bagātīgi	abundante	ADV	ADJ;PL
pazuda	desaparecido	pazust	desaparecido	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
pazuda	desaparecidos	pazust	desaparecido	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
pazuda	desaparecida	pazust	desaparecido	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
iegādāts	adquiridos	iegādāt	adquirido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
iegādāts	comprados	iegādāt	comprado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
iegādāts	adquiridas	iegādāt	adquirido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
iegādāts	comprada	iegādāt	comprado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
iegādāts	adquirido	iegādāt	adquirido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
iegādāts	comprado	iegādāt	comprar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
peldēšana	nadando	peldēšana	nadar	N;NOM;FEM;SG	V;V.MSDR
peldēšana	nadar	peldēšana	nadar	N;NOM;FEM;SG	V;NFIN
golden	oro	golden	oro		N;MASC;SG
golden	dorada	golden	dorado		ADJ;FEM;SG;V.PTCP
golden	golden	golden	golden		N;MASC;SG
golden	dorado	golden	dorado		ADJ;MASC;SG;V.PTCP
golden	dorados	golden	dorado		ADJ;MASC;PL;V.PTCP
alejas	galería	aleja	galería	N;NOM;FEM;PL	N;FEM;SG
līdakas	lucio	līdakas	lucio	N;NOM;FEM;PL	N;MASC;SG
izstrādāti	desarrollados	izstrādāt	desarrollado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
izstrādāti	desarrollado	izstrādāt	desarrollado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
izstrādāti	desarrollada	izstrādāt	desarrollado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
izstrādāti	desarrolladas	izstrādāt	desarrollado	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
pavēlnieks	señor	pavēlnieks	señor	N;NOM;MASC;SG	INTJ
eca	cepa	eca	cepa		N;FEM;SG
eca	eca	eca	eca		N;MASC;SG
sudānas	sudán	sudāna	sudán	N;NOM;FEM;PL	N;MASC;SG
sudānas	sudanesa	sudāna	sudanesa	N;NOM;FEM;PL	ADJ;FEM;SG
sudānas	sudanés	sudāna	sudanés	N;NOM;FEM;PL	N;MASC;SG
plānota	programados	plānot	programado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
plānota	programado	plānot	programado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
plānota	planeado	plānot	planeado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
plānota	planificado	plānot	planificado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
plānota	previsto	plānot	previsto	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
plānota	planificada	plānot	planificado	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
slēgt	lock	slēgt	lock	V;POS;NFIN	N
slēgt	bloqueo	slēgt	bloqueo	V;POS;NFIN	N;MASC;SG
slēgt	cerradura	slēgt	cerradura	V;POS;NFIN	N;FEM;SG
slēgt	candado	slēgt	candar	V;POS;NFIN	ADJ;MASC;SG;V.PTCP
#ff	#ff	#ff	#ff		INTJ
bayer	bayer	bayer	bayer	PROPN	N;MASC;SG
piepilsētas	suburbana	piepilsēta	suburbano	N;NOM;FEM;PL	ADJ;FEM;SG
sadalīšanas	disección	sadalīšana	disección	N;NOM;FEM;PL	N;FEM;SG
sadalīšanas	fraccionamiento	sadalīšana	fraccionamiento	N;NOM;FEM;PL	N;MASC;SG
kopija	copiar	kopija	copiar	N;NOM;FEM;SG	V;NFIN
kopija	copiado	kopija	copiado	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
kopija	copie	kopija	copie	N;NOM;FEM;SG	V;IMP;SG;3;FIN
kopija	ejemplar	kopija	ejemplar	N;NOM;FEM;SG	V;NFIN
balasta	varados	balasts	varado	N;GEN;MASC;SG	ADJ;MASC;PL;V.PTCP
balasta	varado	balasts	varado	N;GEN;MASC;SG	ADJ;MASC;SG;V.PTCP
pievienotas	adjunto	pievienot	adjunto	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	N;MASC;SG
pievienotas	adjunta	pievienot	adjunto	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;FEM;SG
vīrusu	viral	vīruss	viral	N;ACC;MASC;SG	ADJ;SG
vīrusu	virales	vīruss	viral	N;ACC;MASC;SG	ADJ;PL
būtiskas	imprescindible	būtiska	imprescindible	ADJ;NOM;FEM;PL	ADJ;SG
būtiskas	indispensable	būtiska	indispensable	ADJ;NOM;FEM;PL	ADJ;SG
būtiskas	esencial	būtiska	esencial	ADJ;NOM;FEM;PL	ADJ;SG
laikapstākļi	clima	laikapstāklis	clima	N;NOM;MASC;PL	N;MASC;SG
laikapstākļi	tiempo	laikapstāklis	tiempo	N;NOM;MASC;PL	N;MASC;SG
laikapstākļi	meteorología	laikapstāklis	meteorología	N;NOM;MASC;PL	N;FEM;SG
izpratni	entendiendo	izpratne	entender	N;ACC;FEM;SG	V;V.MSDR
izpratni	comprender	izpratne	comprender	N;ACC;FEM;SG	V;NFIN
izpratni	comprendiendo	izpratne	comprender	N;ACC;FEM;SG	V;V.MSDR
sulu	jugos	sula	jugo	N;ACC;FEM;SG	N;MASC;PL
sulu	zumos	sula	zumo	N;ACC;FEM;SG	N;MASC;PL
starptautisks	transnacionales	starptautisks	transnacional	ADJ;NOM;MASC;SG	ADJ;PL
asamblejas	ensamblaje	asambleja	ensamblaje	N;NOM;FEM;PL	N;MASC;SG
asamblejas	asamblea	asambleja	asamblea	N;NOM;FEM;PL	N;FEM;SG
asamblejas	montaje	asambleja	montaje	N;NOM;FEM;PL	N;MASC;SG
omx	omx	omx	omx	PROPN	
sēdes	sentado	sēde	sentado	N;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
sēdes	sentadas	sēde	sentada	N;NOM;FEM;PL	ADJ;FEM;PL;V.PTCP
sēdes	sentada	sēde	sentado	N;NOM;FEM;PL	ADJ;FEM;SG;V.PTCP
sēdes	sentados	sēde	sentado	N;NOM;FEM;PL	ADJ;MASC;PL;V.PTCP
bot	bots	bot	bot		N;FEM;PL
bot	robots	bot	robot		N;MASC;PL
pateikt	say	pateikt	saber	V;POS;NFIN	PROPN
pateikt	di	pateikt	di	V;POS;NFIN	N
mākslīgā	artificiales	mākslīga	artificial	ADJ;NOM;FEM;SG	ADJ;PL
akli	ciegos	akli	ciego	ADV	N;MASC;PL
akli	ciego	akli	ciego	ADV	ADJ;MASC;SG
akli	ciega	akli	ciego	ADV	ADJ;FEM;SG
akli	ciegas	akli	ciegas	ADV	N;FEM;PL
pierre	pierre	pierre	perre		PROPN
regulāra	regulares	regulāra	regular	ADJ;NOM;FEM;SG	ADJ;PL
regulāra	regular	regulāra	regular	ADJ;NOM;FEM;SG	V;NFIN
regulāra	regularidad	regulāra	regularidad	ADJ;NOM;FEM;SG	N;FEM;SG
uzlabo	mejoramiento	uzlabot	mejoramiento	V;IMP;SG;2;POS;FIN;ACT	N;MASC;SG
uzlabo	mejora	uzlabot	mejora	V;IMP;SG;2;POS;FIN;ACT	N;FEM;SG
uzlabo	mejora	uzlabot	mejora	V;IMP;SG;2;POS;FIN;ACT	N;FEM;SG
uzlabo	mejore	uzlabot	mejorar	V;IMP;SG;2;POS;FIN;ACT	V;IMP;SG;3;FIN
uzlabo	mejora	uzlabot	mejora	V;IMP;SG;2;POS;FIN;ACT	N;FEM;SG
plāksnes	placa	plāksne	placa	N;NOM;FEM;PL	N;FEM;SG
plāksnes	plato	plāksne	plato	N;NOM;FEM;PL	N;MASC;SG
kēnigsbergas	königsberg	kēnigsberga	königsberg	N;NOM;FEM;PL	N;FEM;SG
garīgais	espirituales	garīgs	espiritual	ADJ;NOM;MASC;SG	ADJ;PL
džonijs	jonny	džonijs	jonny	N;NOM;MASC;SG	PROPN
aptieka	farmacias	aptiekt	farmacia	N;NOM;FEM;SG	N;FEM;PL
ronis	sella	ronis	sella	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
cēzara	cesar	cēzars	cesar	N;GEN;MASC;SG	V;NFIN
cēzara	césar	cēzars	césar	N;GEN;MASC;SG	PROPN
oksīdu	óxidos	oksīde	óxido	N;ACC;MASC;SG	N;MASC;PL
cvk	cec	cvk	cec	PROPN	
cvk	cce	cvk	cce	PROPN	N;MASC;SG
cvk	cca	cvk	cca	PROPN	N;SG
civilā	civiles	civils	civil	ADJ;NOM;FEM;SG	ADJ;PL
masīva	macizo	masīva	macizo	ADJ;NOM;FEM;SG	N;MASC;SG
misisipi	mississippi	misisips	mississippi	ADV	N;MASC
misisipi	misisipi	misisips	misisipi	ADV	N;MASC;SG
atrisināt	resuelto	atrisināt	resolver	V;POS;NFIN	ADJ;MASC;SG;V.PTCP
atrisināt	resueltos	atrisināt	resolver	V;POS;NFIN	ADJ;MASC;PL;V.PTCP
atrisināt	solucionado	atrisināt	solucionado	V;POS;NFIN	ADJ;MASC;SG;V.PTCP
atrisināt	resuelta	atrisināt	resuelto	V;POS;NFIN	ADJ;FEM;SG;V.PTCP
atrisināt	resolverlo	atrisināt	resolverlo	V;POS;NFIN	PROPN
nvs	cis	nvs	cis	PROPN	N;MASC;SG
nvs	sic	nvs	sic	PROPN	
nvs	sia	nvs	sia	PROPN	N
nvs	cei	nvs	cei	PROPN	N;SG
datori	informática	dators	informática	N;NOM;MASC;PL	N;FEM;SG
reģistrētas	registrado	reģistrēt	registrado	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
reģistrētas	inscrito	reģistrēt	inscribir	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
reģistrētas	registrada	reģistrēt	registrado	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
reģistrētas	registrados	reģistrēt	registrado	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
reģistrētas	registradas	reģistrēt	registrado	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
ieiet	entra	ieiet	entrar	V;IMP;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
ieiet	entra	ieiet	entrar	V;IMP;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
ieiet	ingresa	ieiet	ingresar	V;IMP;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
ieiet	enter	ieiet	enter	V;IMP;2;POS;FIN;ACT	N
talantu	talentos	talants	talento	N;ACC;MASC;SG	N;MASC;PL
zīmēšanas	dibujar	zīmēšana	dibujar	N;NOM;FEM;SG	V;NFIN
zīmēšanas	dibujando	zīmēšana	dibujar	N;NOM;FEM;SG	V;V.MSDR
piens	leche	piens	leche	N;NOM;MASC	N;FEM;SG
avīzē	periódicos	avīze	periódico	N;ESS;FEM;SG	N;MASC;PL
tavu	tus	tava	tu	PRO;ACC;SG;3	PRO;SG;2
tavu	tu	tava	tu	PRO;ACC;SG;3	DET;SG;2
tavu	sus	tava	su	PRO;ACC;SG;3	DET;PL;3
tavu	su	tava	su	PRO;ACC;SG;3	DET;SG;3
civilās	civil	civila	civil	ADJ;NOM;FEM;PL	ADJ;SG
civilās	civil	civila	civil	ADJ;NOM;FEM;PL	ADJ;SG
precīzs	precisos	precīzs	preciso	ADJ;NOM;MASC;SG	ADJ;MASC;PL
precīzs	precisa	precīzs	precisar	ADJ;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
precīzs	precisa	precīzs	precisar	ADJ;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
precīzs	precisos	precīzs	preciso	ADJ;NOM;MASC;SG	ADJ;MASC;PL
precīzs	exactos	precīzs	exacto	ADJ;NOM;MASC;SG	ADJ;MASC;PL
diplomātiskās	diplomática	diplomātiska	diplomático	ADJ;NOM;FEM;PL	ADJ;FEM;SG
diplomātiskās	diplomático	diplomātiska	diplomático	ADJ;NOM;FEM;PL	N;MASC;SG
diplomātiskās	diplomacia	diplomātiska	diplomacia	ADJ;NOM;FEM;PL	N;FEM;SG
luna	luna	luna	luna	PROPN;NOM;FEM;SG	N;FEM;SG
lerijs	larry	lerijs	larry	PROPN;NOM;MASC;SG	PROPN
parakstīšanas	firmando	parakstīšana	firmar	N;NOM;FEM;SG	V;V.MSDR
parakstīšanas	firmar	parakstīšana	firmar	N;NOM;FEM;SG	V;NFIN
rīki	engranaje	rīki	engranaje	N;NOM;MASC;PL	N;MASC;SG
intervijā	entrevistas	intervija	entrevista	N;ESS;FEM;SG	N;FEM;PL
rīkles	garganta	rīkle	garganta	N;NOM;FEM;PL	N;FEM;SG
yesno	yesno	yesns	yesno	N	
toyota	toyota	tofot	toyoto		N;MASC;SG
apturēta	pausa	apturēt	pausa	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	N;FEM;SG
apturēta	suspendida	apturēt	suspendido	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
apturēta	suspendido	apturēt	suspendido	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
apturēta	suspendidos	apturēt	suspendido	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
atzīmē	apuntes	atzīmēt	apunte	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
atzīmē	notas	atzīmēt	nota	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
atzīmē	notes	atzīmēt	note	V;FH;IND;3;POS;PRS;FIN;ACT	N
aicina	vocación	aicināt	vocación	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;SG
aicina	invitaciones	aicināt	invitación	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
aizliegums	prohibir	aizliegums	prohibir	N;NOM;MASC;SG	V;NFIN
klārks	clarke	klārks	clarke	PROPN;NOM;MASC;SG	N;MASC;SG
klārks	clark	klārks	clark	PROPN;NOM;MASC;SG	N;MASC;SG
slepkavību	asesinatos	slepkavība	asesinato	N;ACC;FEM;SG	N;MASC;PL
gaga	gaga	gags	gaga		N;FEM;SG
samazinājies	caído	samazināties	caído	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
samazinājies	caido	samazināties	caido	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
samazinājies	caídos	samazināties	caído	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
samazinājies	rechazada	samazināties	rechazado	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
samazinājies	disminuido	samazināties	disminuido	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
grenlandes	groenlandia	grenlande	groenlandia	N;NOM;FEM;PL	N;FEM;SG
grenlandes	groenlandés	grenlande	groenlandés	N;NOM;FEM;PL	N;MASC;SG
normandijas	normandía	normandija	normandía	N;NOM;FEM;PL	N;FEM;SG
garšu	degustar	garša	degustar	N;ACC;FEM;SG	V;NFIN
garšu	gustos	garša	gusto	N;ACC;FEM;SG	N;MASC;PL
step	escalón	step	escalón		N;MASC;SG
step	step	step	step		N
step	paso	step	paso		N;MASC;SG
pašreizējie	actualidad	pašreizējs	actualidad	ADJ;NOM;MASC;PL	N;FEM;SG
pašreizējie	actual	pašreizējs	actual	ADJ;NOM;MASC;PL	ADJ;SG
pašreizējie	corriente	pašreizējs	corriente	ADJ;NOM;MASC;PL	N;MASC;SG
atlikušās	restante	atlikt	restante	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;SG
atlikušās	restantes	atlikt	restante	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;PL
ulrihs	ullrich	ulrihs	ullrich	PROPN;NOM;MASC;SG	N;SG
jostas	cinturón	josta	cinturón	N;NOM;FEM;PL	N;MASC;SG
porsche	porsche	porsche	porsche		N;MASC;SG
zināt	know	zināt	know	V;POS;NFIN	PROPN
dala	divididas	dala	dividido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;PL;V.PTCP
dala	dividida	dala	dividido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;SG;V.PTCP
dala	dividido	dala	dividido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
dala	divididos	dala	dividido	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;MASC;PL;V.PTCP
kurland	kurland	kurland	kurland	PROPN;NOM;FEM;SG	V;IND;PL;3;PRS;FIN
izšķilšanās	incubar	izšķilšanās	incubar	N;NOM;FEM;SG	V;NFIN
orientalis	orientalis	orientalis	orientalis	N;NOM;MASC;SG	ADJ;SG
izcili	brillante	izcils	brillante	ADV	ADJ;SG
izcili	brillantes	izcils	brillante	ADV	ADJ;PL
izcili	pendiente	izcils	pendiente	ADV	ADJ;SG
izcili	excepcional	izcils	excepcional	ADV	ADJ;SG
izcili	excelente	izcils	excelente	ADV	ADJ;SG
izcili	excelentes	izcils	excelente	ADV	ADJ;PL
apvienotais	fusionada	apvienot	fusionado	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
apvienotais	fusionado	apvienot	fusionado	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
joahims	joachim	joahims	joachim	PROPN;NOM;MASC;SG	N;MASC;SG
joahims	joaquín	joahims	joaquín	PROPN;NOM;MASC;SG	PROPN
konfederāciju	confederaciones	konfederācija	confederación	N;ACC;FEM;SG	N;FEM;PL
salīdzināt	comparación	salīdzināt	comparación	V;POS;NFIN	N;FEM;SG
rex	rex	rex	rex		N;MASC;SG
chrysolina	chrysolina	chrfsolināt	chrysolina	N;NOM;MASC;SG	ADJ;FEM;SG
romans	romana	romans	romano	PROPN;NOM;MASC;SG	ADJ;FEM;SG
romans	roman	romans	romar	PROPN;NOM;MASC;SG	N
