aires	айресе	aires	айрес	PROPN	N;INAN;NOM;MASC;SG
tehnologic	технологический	tehnologic	технологический	ADV	ADJ;NOM;MASC;SG
semnate	подпись	semnat	подпись	ADJ;INDF;FEM;PL	N;INAN;NOM;FEM;SG
semnate	подписано	semnat	подписать	ADJ;INDF;FEM;PL	V;PFV;NEUT;SG;PST;V.PTCP;PASS
semnate	подписан	semnat	подписать	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;PST;V.PTCP;PASS
semnate	подписана	semnat	подписать	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;PST;V.PTCP;PASS
semnate	подписаны	semnat	подписать	ADJ;INDF;FEM;PL	V;PFV;PL;PST;V.PTCP;PASS
vai	долины	vai	долина		N;INAN;NOM;FEM;PL
dallas	даллас	dallas	даллас	PROPN	N;INAN;NOM;MASC;SG
retezat	разорваны	reteza	разрыть	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
geometrie	геометрия	geometrie	геометрия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
calde	тепло	cald	теплый	ADJ;INDF;FEM;PL	ADJ;NEUT;SG
calde	теплая	cald	теплый	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
calde	тёплый	cald	тёплый	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
calde	теплый	cald	теплый	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
calul	лошадь	cal	лошадь	N;DEF;MASC;SG	N;ANIM;NOM;FEM;SG
calul	лошадка	cal	лошадка	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
calul	конь	cal	конь	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
abuz	злоупотребления	abuz	злоупотребление	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
piacenza	пьяченца	piacenză	пьяченец	PROPN	N;INAN;NOM;FEM;SG
relativa	родственник	relativa	родственник	ADJ;DEF;FEM;SG	N;ANIM;NOM;MASC;SG
relativa	относительной	relativa	относительный	ADJ;DEF;FEM;SG	ADJ;INS;FEM;SG
relativa	относительное	relativa	относительный	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
relativa	относительные	relativa	относительный	ADJ;DEF;FEM;SG	ADJ;NOM;PL
relativa	относительный	relativa	относительный	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
relativa	относительная	relativa	относительный	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
examenul	экзамен	examen	экзамен	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
permitand	позволяя	permita	позволять	N;INDF;MASC;SG	V;IPFV;PRS;V.CVB;ACT
operatie	эксплуатация	operatie	эксплуатация	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
operatie	операция	operatie	операция	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
operatie	хирургия	operatie	хирургия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
operatie	операция	operatie	операция	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
voivodina	воеводине	voivodină	воеводина	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
peisajul	ландшафт	peisaj	ландшафт	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
peisajul	ландшафта	peisaj	ландшафт	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
peisajul	пейзаж	peisaj	пейзаж	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
nina	нина	nină	нина	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
divortat	развелись	divorta	развестись	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;MID
divortat	развелась	divorta	развестись	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;MID
divortat	развелись	divorta	развестись	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;MID
divortat	развелась	divorta	развестись	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;MID
stratul	слоя	strat	слой	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
stratul	слой	strat	слой	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
plantele	растения	plantă	растение	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
orientala	восточной	orientală	восточный	ADJ;DEF;FEM;SG	ADJ;INS;FEM;SG
orientala	восточная	orientală	восточный	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
orientala	восточное	orientală	восточный	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
rick	рик	rick	рик	PROPN	N;ANIM;NOM;MASC;SG
rick	рика	rick	рик	PROPN	N;ANIM;NOM;FEM;SG
politist	cop	politist	cop	N;INDF;MASC;SG	PROPN
politist	полицейский	politist	полицейский	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
politist	кс	politist	кс	N;INDF;MASC;SG	
politist	полицейский	politist	полицейский	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
politist	cop	politist	cop	N;INDF;MASC;SG	PROPN
politist	полицейский	politist	полицейский	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
politist	кс	politist	кс	N;INDF;MASC;SG	
politist	полицейский	politist	полицейский	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
jeremy	джереми	jeremy	джерь	PROPN	N;ANIM;NOM;MASC;SG
locuitor	резиденты	locuitor	резидент	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
cafea	кофе	cafea	кофе	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
profesional	professional	profesional	professional	ADJ;INDF;MASC;SG	PROPN
profesional	профессионал	profesional	профессионал	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
profesional	профессионально	profesional	профессионально	ADJ;INDF;MASC;SG	ADV
weber	вебер	weber	вебер	PROPN	N;INAN;NOM;MASC;SG
guvernarea	управление	guvernare	управление	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
ascensiunea	восхождение	ascensiune	восхождение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
ascensiunea	вознесения	ascensiune	вознесение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
ofiterii	офицеры	ofiteriu	офицер	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
ferma	фермы	fermă	ферма	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
ferma	ферма	fermă	ферма	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
ferma	ферме	fermă	ферма	N;DEF;FEM;SG	N;INAN;DAT;FEM;SG
ferma	фермы	fermă	ферма	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
ferma	ферма	fermă	ферма	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
ferma	ферме	fermă	ферма	N;DEF;FEM;SG	N;INAN;DAT;FEM;SG
teoretice	теоретической	teoretic	теоретический	ADJ;INDF;FEM;PL	ADJ;INS;FEM;SG
urmate	последовало	urma	следовать	ADJ;INDF;FEM;PL	V;PFV;NEUT;IND;SG;PST;FIN;ACT
munchen	мюнхен	munchen	мюнхен	PROPN	N;INAN;NOM;MASC;SG
urmarirea	отслеживания	urmarire	отслеживание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
urmarirea	отслеживание	urmarire	отслеживание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
rachel	рэйчел	rachel	рэйчел	PROPN	N;ANIM;NOM;FEM;SG
rachel	рейчел	rachel	рейчел	PROPN	N;ANIM;NOM;FEM;SG
dosarul	папку	dosar	папка	N;DEF;MASC;SG	N;INAN;ACC;FEM;SG
dosarul	папка	dosar	папка	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
click	нажмите	click	нажмить	N;INDF;MASC;SG	V;PFV;IMP;PL;2;FIN;ACT
iris	айрис	iris	айрис		N;ANIM;NOM;FEM;SG
rama	рамку	ramă	рамка	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
rama	кадр	ramă	кадр	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
rama	рамки	ramă	рамка	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
rama	рама	ramă	рама	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
rama	рамку	ramă	рамка	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
rama	кадр	ramă	кадр	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
rama	рамки	ramă	рамка	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
interzise	запрещенные	interzice	запретить	V;IND;SG;3;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
interzise	запретный	interzice	запретный	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;SG
interzise	запрещается	interzice	запрещать	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
interzise	запрещенные	interzice	запретить	V;IND;SG;3;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
interzise	запрещается	interzice	запрещать	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
miles	майлс	miles	майлс	PROPN	N;ANIM;NOM;MASC;SG
miles	мили	miles	мили	PROPN	N;INAN;NOM;MASC;PL
miles	миль	miles	миля	PROPN	N;INAN;GEN;FEM;PL
miles	майлз	miles	майлз	PROPN	N;ANIM;NOM;MASC;SG
sfinte	святая	sfânt	святой		ADJ;NOM;FEM;SG
sfinte	святые	sfânt	святой		ADJ;NOM;PL
sfinte	святой	sfânt	святой		ADJ;NOM;MASC;SG
sfinte	святейший	sfânt	святой		ADJ;NOM;RL;MASC;SG
sfinte	святое	sfânt	святой		ADJ;NOM;NEUT;SG
tolstoi	толстая	tolstoi	толстый	PROPN	ADJ;NOM;FEM;SG
tolstoi	толстой	tolstoi	толстый	PROPN	ADJ;NOM;MASC;SG
tolstoi	толстого	tolstoi	толстой	PROPN	ADJ;ACC;MASC;SG
impactul	эффект	impact	эффект	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
impactul	влияние	impact	влияние	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
impactul	воздействие	impact	воздействие	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
impactul	результативность	impact	результативность	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
impactul	последствия	impact	последствие	N;DEF;MASC;SG	N;INAN;NOM;NEUT;PL
impactul	охват	impact	охват	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
abilitatea	умение	abilitate	умение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
abilitatea	способность	abilitate	способность	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
tango	танго	tango	танго	N;INDF;MASC;SG	
southern	южные	southern	южный	PROPN	ADJ;NOM;PL
southern	южная	southern	южный	PROPN	ADJ;NOM;FEM;SG
southern	южный	southern	южный	PROPN	ADJ;NOM;MASC;SG
southern	южной	southern	южный	PROPN	ADJ;INS;FEM;SG
southern	южное	southern	южный	PROPN	ADJ;NOM;NEUT;SG
cultivarea	культивирование	cultivare	культивирование	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
cultivarea	культивирования	cultivare	культивирование	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
cultivarea	выращивание	cultivare	выращивание	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
demografice	население	demografic	население	ADJ;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
inlocui	замена	inlocui	замена	V;IND;SG;3;IPFV;FIN	N;INAN;NOM;FEM;SG
botezat	крестили	boteza	крестить	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;PST;FIN;ACT
teoriile	теории	teorie	теория	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
walckenaeria	walckenaeria	walckenaeria	walckenaeria	PROPN	PROPN
living	живущие	living	жить	N;INDF;MASC;SG	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
living	живые	living	живой	N;INDF;MASC;SG	ADJ;NOM;PL
living	живое	living	живой	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
orientarea	ориентация	orientare	ориентация	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
orientarea	ориентации	orientare	ориентация	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
orientarea	направленность	orientare	направленность	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
metz	мец	metz	мец	PROPN	N;INAN;NOM;MASC;SG
stefano	стефано	stefano	стефано	PROPN	N;ANIM;NOM;MASC;SG
modificate	измененный	modificat	изменить	ADJ;INDF;FEM;PL	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
modificate	измененные	modificat	изменить	ADJ;INDF;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
modificate	изменена	modificat	изменить	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;PST;V.PTCP;PASS
modificate	изменено	modificat	изменить	ADJ;INDF;FEM;PL	V;PFV;NEUT;SG;PST;V.PTCP;PASS
remarcabila	замечательный	remarcabil	замечательный	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
remarcabila	замечательный	remarcabil	замечательный	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
incetarea	прекращение	incetare	прекращение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
incetarea	увольнение	incetare	увольнение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
incetarea	прекращение	incetare	прекращение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
incetarea	прекращения	incetare	прекращение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
variantele	варианты	variantă	вариант	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
vorbim	разговор	vorbi	разговор	V;IND;PL;1;PRS;FIN	N;INAN;NOM;MASC;SG
vorbim	разговоры	vorbi	разговор	V;IND;PL;1;PRS;FIN	N;INAN;NOM;MASC;PL
intarit	укреплена	intarit	укрепить	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
intarit	усилены	intarit	усилить	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
divizata	разделились	divizat	разделиться	ADJ;DEF;FEM;SG	V;PFV;IND;PL;PST;FIN;MID
princeton	принстон	princeton	принстон	PROPN	N;INAN;NOM;MASC;SG
presedintia	председательство	presedintie	председательство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
presedintia	председательство	presedintie	председательство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
presedintia	президиум	presedintie	президиум	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
navigatie	судоходства	navigatie	судоходство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
navigatie	навигации	navigatie	навигация	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
navigatie	судоходство	navigatie	судоходство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
navigatie	судоходства	navigatie	судоходство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
navigatie	навигации	navigatie	навигация	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
navigatie	судоходство	navigatie	судоходство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
navigatie	плавания	navigatie	плавание	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
bratul	рука	brat	рука	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
bratul	руку	brat	рука	N;DEF;MASC;SG	N;INAN;ACC;FEM;SG
aurul	золотой	aur	золотой	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
aurul	золотая	aur	золотой	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
aurul	gold	aur	gold	N;DEF;MASC;SG	PROPN
aurul	золото	aur	золото	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
aurul	золотые	aur	золотой	N;DEF;MASC;SG	ADJ;NOM;PL
litera	буква	literă	буква	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
litera	письмо	literă	письмо	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
australiei	австралия	australie	австралия	PROPN;DEF;FEM;SG	N;INAN;NOM;FEM;SG
australiei	австралии	australie	австралия	PROPN;DEF;FEM;SG	N;INAN;NOM;FEM;PL
violent	насильственные	violent	насильственный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
joyce	джойс	joycă	джойс	PROPN	N;ANIM;NOM;FEM;SG
regiunilor	регионы	regiune	регион	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
avantaj	преимущества	avantaj	преимущество	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
acceptate	принят	accepta	принять	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;PST;V.PTCP;PASS
acceptate	принята	accepta	принять	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;PST;V.PTCP;PASS
acceptate	приняты	accepta	принять	ADJ;INDF;FEM;PL	V;PFV;PL;PST;V.PTCP;PASS
acceptate	принято	accepta	принять	ADJ;INDF;FEM;PL	V;PFV;NEUT;SG;PST;V.PTCP;PASS
genetica	генетических	genetică	генетический	N;DEF;FEM;SG	ADJ;GEN;PL
genetica	генетические	genetică	генетический	N;DEF;FEM;SG	ADJ;NOM;PL
genetica	генетический	genetică	генетический	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
genetica	генетики	genetică	генетика	N;DEF;FEM;SG	N;ANIM;NOM;MASC;PL
genetica	генетики	genetică	генетика	N;DEF;FEM;SG	N;ANIM;NOM;MASC;PL
nucleu	core	nucleu	core	N;INDF;MASC;SG	PROPN
nucleu	ядра	nucleu	ядро	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
nopti	ночи	nopt	ночь		N;INAN;NOM;FEM;PL
nopti	ночами	nopt	ночь		N;INAN;INS;FEM;PL
nopti	ночей	nopt	ночь		N;INAN;GEN;FEM;PL
nopti	ночи	nopt	ночь		N;INAN;NOM;FEM;PL
nopti	ночами	nopt	ночь		N;INAN;INS;FEM;PL
nopti	ночей	nopt	ночь		N;INAN;GEN;FEM;PL
amiralul	адмирал	amiral	адмирал	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
konrad	конрад	konrad	конрад	PROPN	N;ANIM;NOM;MASC;SG
rezerve	резерв	rezervă	резерв	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
increderea	уверенность	incredere	уверенность	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
increderea	доверие	incredere	доверие	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
villeneuve	вильнёв	villeneuv	вильнуть	PROPN	N;INAN;NOM;MASC;SG
tommy	томми	tommy	то	PROPN	N;ANIM;NOM;MASC;SG
proiectata	разработан	proiectat	разработать	N;DEF;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
proiectata	разработано	proiectat	разработать	N;DEF;FEM;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
proiectata	предназначенные	proiectat	предназначить	N;DEF;FEM;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
supraveghere	надзор	supraveghere	надзор	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
supraveghere	надзора	supraveghere	надзор	N;INDF;FEM;SG	N;INAN;GEN;MASC;SG
supraveghere	наблюдение	supraveghere	наблюдение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
supraveghere	наблюдения	supraveghere	наблюдение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
popularitatea	популярность	popularitate	популярность	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
popularitatea	популярности	popularitate	популярность	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
brest	брест	brest	брест	PROPN	N;INAN;NOM;MASC;SG
surorile	сёстры	soră	сестра	N;DEF;FEM;PL	N;ANIM;NOM;MASC;PL
surorile	сестры	soră	сестра	N;DEF;FEM;PL	N;ANIM;NOM;FEM;PL
extindere	расширение	extindere	расширение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
extindere	расширение	extindere	расширение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
extindere	продление	extindere	продление	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
extindere	расширение	extindere	расширение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
dune	дюны	dune	дюна		N;INAN;NOM;FEM;PL
dune	дюна	dune	дюна		N;INAN;NOM;FEM;SG
fundamental	принципиально	fundamental	принципиально	ADJ;INDF;MASC;SG	ADV
fundamental	фундаментальные	fundamental	фундаментальный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
doamne	god	domn	god		PROPN
doamne	боже	domn	бог		INTJ
doamne	бог	domn	бог		N;ANIM;NOM;MASC;SG
indirect	косвенной	indirect	косвенный	ADV	ADJ;INS;FEM;SG
indirect	косвенные	indirect	косвенный	ADV	ADJ;NOM;PL
indirect	косвенное	indirect	косвенный	ADV	ADJ;NOM;NEUT;SG
pure	чистая	pur	чистый		ADJ;NOM;FEM;SG
pure	чистые	pur	чистый		ADJ;NOM;PL
pure	чисто	pur	чисто		ADV
pure	чистый	pur	чистый		ADJ;NOM;MASC;SG
pure	чистое	pur	чистый		ADJ;NOM;NEUT;SG
episoadele	эпизодов	episod	эпизод	N;DEF;FEM;PL	N;INAN;GEN;MASC;PL
episoadele	серий	episod	серия	N;DEF;FEM;PL	N;INAN;GEN;FEM;PL
ellen	эллен	ellen	эллен	PROPN	N;ANIM;NOM;FEM;SG
ellen	элен	ellen	элен	PROPN	N;ANIM;NOM;FEM;SG
floare	цветочек	floare	цветочек	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
floare	цветок	floare	цветок	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
murala	фреску	murală	фреск	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
miezul	core	miez	core	N;DEF;MASC;SG	PROPN
miezul	ядро	miez	ядро	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
concrete	бетон	concret	бетон	ADJ;INDF;FEM;PL	N;INAN;NOM;MASC;SG
concrete	конкретное	concret	конкретный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
concrete	конкретный	concret	конкретный	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
concrete	конкретная	concret	конкретный	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
parteneriat	партнерства	parteneriat	партнерство	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
mortal	смертельный	mortal	смертельный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
mortal	смертельно	mortal	смертельно	N;INDF;MASC;SG	ADV
mortal	смертельная	mortal	смертельный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
manuscrisul	рукопись	manuscris	рукопись	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
verificare	проверка	verificare	проверка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
verificare	проверьте	verificare	проверьт	N;INDF;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
verificare	чек	verificare	чек	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
verificare	проверка	verificare	проверка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
verificare	проверить	verificare	проверить	N;INDF;FEM;SG	V;PFV;NFIN;ACT
dresda	дрезден	dresda	дрездный	PROPN	N;INAN;NOM;MASC;SG
confruntat	столкнувшись	confrunta	столкнуться	ADJ;INDF;MASC;SG	V;PFV;PST;V.CVB;MID
car	колесница	car	колесница		N;INAN;NOM;FEM;SG
emisfera	полушария	emisfera	полушарие	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
emisfera	полушарие	emisfera	полушарие	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
emisfera	полушарии	emisfera	полушарие	N;DEF;FEM;SG	N;INAN;ESS;NEUT;SG
rai	рай	rai	рай		N;INAN;NOM;MASC;SG
rai	небеса	rai	небес		N;INAN;NOM;MASC;PL
rai	небо	rai	небо		N;INAN;NOM;NEUT;SG
rai	рай	rai	рай		N;INAN;NOM;MASC;SG
rai	rai	rai	rai		PROPN
teritorial	территориальное	teritorial	территориальный	ADV	ADJ;NOM;NEUT;SG
teritorial	территориальная	teritorial	территориальный	ADV	ADJ;NOM;FEM;SG
factorii	факторы	factor	фактор	N;DEF;MASC;PL	N;INAN;NOM;MASC;PL
bucata	кусочек	bucată	кусочек	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
bucata	кусок	bucată	кусок	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
bucata	кусочек	bucată	кусочек	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
bucata	кусок	bucată	кусок	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
ferrari	феррари	ferrare	феррарь	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
ferrari	ferrari	ferrare	ferrari	N;INDF;MASC;PL	PROPN
suplimentar	дополнительные	suplimentar	дополнительный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
suplimentar	дополнительно	suplimentar	дополнительно	ADJ;INDF;MASC;SG	ADV
suplimentar	дополнение	suplimentar	дополнение	ADJ;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
suplimentar	дополнительные	suplimentar	дополнительный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
brooklyn	бруклине	brooklyn	бруклина	PROPN	N;INAN;DAT;FEM;SG
brooklyn	бруклин	brooklyn	бруклина	PROPN	N;INAN;NOM;MASC;SG
oase	кость	os	кость	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
textile	текстильной	textile	текстильный	N;INDF;FEM;PL	ADJ;INS;FEM;SG
textile	текстиль	textile	текстиль	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
profesorii	учителя	profesor	учитель	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
profesorii	преподаватели	profesor	преподаватель	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
profesorii	учителей	profesor	учитель	N;DEF;MASC;PL	N;ANIM;GEN;MASC;PL
profesorii	преподавателей	profesor	преподаватель	N;DEF;MASC;PL	N;ANIM;GEN;MASC;PL
coordonarea	координация	coordonare	координация	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
craig	крейг	craig	крейг	PROPN	N;ANIM;NOM;MASC;SG
obiceiul	привычка	obicei	привычка	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
christine	кристин	christine	кристина	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
christine	кристина	christine	кристина	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
flancul	фланг	flanc	фланг	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
rain	дожди	rain	дождь		N;INAN;NOM;MASC;PL
rain	дождь	rain	дождь		N;INAN;NOM;MASC;SG
depozit	хранилища	depozit	хранилище	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
semnificatie	значение	semnificatie	значение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
semnificatie	смысл	semnificatie	смысл	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
semnificatie	значимость	semnificatie	значимость	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
semnificatie	значимость	semnificatie	значимость	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
oficiul	кабинет	oficiu	кабинет	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
oficiul	канцелярия	oficiu	канцелярия	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
oficiul	офис	oficiu	офис	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
traficul	пробки	trafic	пробка	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
traficul	движения	trafic	движение	N;DEF;MASC;SG	N;INAN;NOM;NEUT;PL
traficul	трафик	trafic	трафик	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
