din	no	din	no	ADP;ACC	
prelucrarea	apstrāde	prelucrare	apstrāde	N;DEF;FEM;SG	N;NOM;FEM;SG
wrestling	cīņas	wrestling	cīņa	PROPN	N;NOM;FEM;PL
merit	nopelni	merit	nopelne	N;INDF;MASC;SG	N;NOM;MASC;PL
merit	nopelniem	merit	nopelns	N;INDF;MASC;SG	N;DAT;MASC;PL
recenzie	pārskatīšana	recenzie	pārskatīšana	N;INDF;FEM;SG	N;NOM;FEM;SG
recenzie	pārskatīt	recenzie	pārskatīt	N;INDF;FEM;SG	V;POS;NFIN
recenzie	pārskats	recenzie	pārskats	N;INDF;FEM;SG	N;NOM;MASC;SG
pierduta	zaudēti	pierdut	zaudēt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
pierduta	pazaudēts	pierdut	pazaudēt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
pierduta	zaudēja	pierdut	zaudēt	ADJ;DEF;FEM;SG	V;FH;IND;3;POS;PST;FIN;ACT
pierduta	pazudis	pierdut	pazust	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
pierduta	zaudēts	pierdut	zaudēt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
stewart	stjuarts	stewart	stjuarts	PROPN	PROPN;NOM;MASC;SG
trimisa	nosūtīta	trimis	nosūtīt	N;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
trimisa	nosūtīja	trimis	nosūtīt	N;DEF;FEM;SG	V;FH;IND;3;POS;PST;FIN;ACT
trimisa	nosūtīti	trimis	nosūtīt	N;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
trimisa	nosūtīts	trimis	nosūtīt	N;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
obtinuta	iegūtie	obtinut	iegūt	ADJ;DEF;FEM;SG	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
obtinuta	iegūti	obtinut	iegūt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
obtinuta	iegūta	obtinut	iegūt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
obtinuta	iegūts	obtinut	iegūt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
obtinuta	iegūtā	obtinut	iegūt	ADJ;DEF;FEM;SG	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
adancimea	dziļums	adancime	dziļums	N;DEF;FEM;SG	N;NOM;MASC;SG
chelsea	chelsea	chelsea	chelties	N;DEF;FEM;SG	N;NOM;MASC;SG
unire	apvienojas	unire	apvienoties	N;INDF;FEM;SG	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
unire	apvienot	unire	apvienot	N;INDF;FEM;SG	V;POS;NFIN
unire	apvienoties	unire	apvienoties	N;INDF;FEM;SG	V;POS;REFL;NFIN
unire	savienošana	unire	savienošana	N;INDF;FEM;SG	N;NOM;FEM;SG
unire	savienošanas	unire	savienošana	N;INDF;FEM;SG	N;NOM;FEM;SG
intalnirea	sanāksme	intalnire	sanāksme	N;DEF;FEM;SG	N;NOM;FEM;SG
intalnirea	satikšanās	intalnire	satikšanās	N;DEF;FEM;SG	N;NOM;FEM;SG
intalnirea	sapulce	intalnire	sapulce	N;DEF;FEM;SG	N;NOM;FEM;SG
intalnirea	tikšanās	intalnire	tikšanās	N;DEF;FEM;SG	N;NOM;FEM;SG
doctoratul	doktora	doctorat	doktors	N;DEF;MASC;SG	N;GEN;MASC;SG
catalogul	katalogu	catalog	katalogs	N;DEF;MASC;SG	N;ACC;MASC;SG
catalogul	katalogs	catalog	katalogs	N;DEF;MASC;SG	N;NOM;MASC;SG
catalogul	katalogā	catalog	katalogs	N;DEF;MASC;SG	N;ESS;MASC;SG
publicitate	reklāma	publicitate	reklāma	N;INDF;FEM;SG	N;NOM;FEM;SG
vant	vēju	vant	vējš		N;ACC;MASC;SG
vant	vēja	vant	vējš		N;GEN;MASC;SG
vant	vējš	vant	vējš		N;NOM;MASC;SG
vant	vēju	vant	vējš		N;ACC;MASC;SG
vant	vēja	vant	vējš		N;GEN;MASC;SG
vant	vējš	vant	vējš		N;NOM;MASC;SG
blocarea	bloķē	blocare	bloķe	N;DEF;FEM;SG	V;FH;IND;3;POS;PRS;FIN;ACT
blocarea	bloķēšana	blocare	bloķēšana	N;DEF;FEM;SG	N;NOM;FEM;SG
blocarea	bloķējot	blocare	bloķēt	N;DEF;FEM;SG	V;V.CVB
obiectivul	mērķis	obiectiv	mērķis	N;DEF;MASC;SG	N;NOM;MASC;SG
regilor	karaļi	regilor	karalis	N;DEF;MASC;PL	N;NOM;MASC;PL
spirituale	garīgais	spiritual	garīgs	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
spirituale	garīgā	spiritual	garīga	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
ing	ing	ing	ing	N;INDF;MASC;SG	
elevii	studenti	elev	students	N;DEF;MASC;PL	N;NOM;MASC;PL
elevii	skolēni	elev	skolēns	N;DEF;MASC;PL	N;NOM;MASC;PL
elevii	studentiem	elev	students	N;DEF;MASC;PL	N;DAT;MASC;PL
elevii	skolēni	elev	skolēns	N;DEF;MASC;PL	N;NOM;MASC;PL
elevii	skolēniem	elev	skolēns	N;DEF;MASC;PL	N;DAT;MASC;PL
determinarea	apņēmība	determinare	apņēmība	N;DEF;FEM;SG	N;NOM;FEM;SG
determinarea	noteikšana	determinare	noteikšana	N;DEF;FEM;SG	N;NOM;FEM;SG
mobila	mobilo	mobilă	mobils	N;DEF;FEM;SG	ADJ;ACC;MASC;SG
mobila	mobilais	mobilă	mobils	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
mobila	mēbeles	mobilă	mēbele	N;DEF;FEM;SG	N;NOM;FEM;PL
mobila	mēbeles	mobilă	mēbele	N;DEF;FEM;SG	N;NOM;FEM;PL
potter	poters	potter	poters	PROPN	N;NOM;MASC;SG
potter	potera	potter	poteris	PROPN	N;GEN;MASC;SG
anonim	anonīmi	anonim	anonīmi		ADV
anonim	anonīma	anonim	anonīma		ADJ;NOM;FEM;SG
anonim	anonīmā	anonim	anonīma		ADJ;NOM;FEM;SG
anonim	anonīms	anonim	anonīms		ADJ;NOM;MASC;SG
plumb	svins	plumb	svins	N;INDF;MASC;SG	N;NOM;MASC
plumb	svinu	plumb	svins	N;INDF;MASC;SG	V;FH;IND;SG;1;POS;PRS;FIN;ACT
localizat	atrodas	localiza	atrasties	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
localizat	lokalizēta	localiza	lokalizēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
side	pusē	side	puse		N;ESS;FEM;SG
side	side	side	side		
efortul	pūles	efort	pūle	N;DEF;MASC;SG	N;NOM;FEM;PL
efortul	piepūle	efort	piepūle	N;DEF;MASC;SG	N;NOM;FEM;SG
efortul	centieni	efort	centieni	N;DEF;MASC;SG	N;NOM;MASC;PL
efortul	pūliņi	efort	pūliņš	N;DEF;MASC;SG	N;NOM;MASC;PL
efortul	piepūles	efort	piepūle	N;DEF;MASC;SG	N;NOM;FEM;PL
panza	audekls	panză	audekls	N;DEF;FEM;SG	N;NOM;MASC;SG
panza	audekls	panză	audekls	N;DEF;FEM;SG	N;NOM;MASC;SG
necunoscuta	nezināma	necunoscut	nezināt	ADJ;DEF;FEM;SG	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
necunoscuta	nezināms	necunoscut	nezināt	ADJ;DEF;FEM;SG	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
doctrina	doktrīnu	doctrină	doktrīns	N;DEF;FEM;SG	N;ACC;FEM;SG
senatul	senāta	senat	senāt	N;DEF;MASC;SG	N;NOM;MASC;SG
senatul	senāts	senat	senāts	N;DEF;MASC;SG	N;NOM;MASC;SG
concentrat	koncentrētas	concentrat	koncentrēta	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
concentrat	koncentrēti	concentrat	koncentrēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
concentrat	koncentrēta	concentrat	koncentrēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
concentrat	koncentrēts	concentrat	koncentrēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
concentrat	koncentrēts	concentrat	koncentrēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
concentrat	vērsta	concentrat	vērst	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
sali	domes	sal	dome	N;INDF;FEM;PL	N;NOM;FEM;SG
sali	sali	sal	sals	N;INDF;FEM;PL	
sali	domes	sal	dome	N;INDF;FEM;PL	N;NOM;FEM;SG
stars	zvaigznes	stars	zvaigzne	N;INDF;MASC;SG	N;NOM;FEM;PL
lipsesc	pazudusi	lipsi	pazust	V;IND;PL;3;PRS;FIN	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
lipsesc	pazudis	lipsi	pazust	V;IND;PL;3;PRS;FIN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
diesel	dīzeļdegvielas	diesel	dīzeļdegviela	N;INDF;MASC;SG	N;NOM;FEM;PL
toronto	toronto	toronto	toronto	PROPN	
darwin	darvins	darwin	darvins	PROPN	N;NOM;MASC;SG
rey	rey	rey	rey	PROPN	
asteptat	paredzamais	astepta	paredzēt	ADJ;INDF;MASC;SG	V;NOM;DEF;MASC;SG;PRS;V.PTCP;PASS
asteptat	gaidīts	astepta	gaidīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
asteptat	paredzamo	astepta	paredzēt	ADJ;INDF;MASC;SG	V;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS
asteptat	gaidīja	astepta	gaidīt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
asteptat	gaidīju	astepta	gaidīt	ADJ;INDF;MASC;SG	V;FH;IND;SG;1;POS;PST;FIN;ACT
copie	kopēt	copie	kopēt	N;INDF;FEM;SG	V;POS;NFIN
copie	kopiju	copie	kopija	N;INDF;FEM;SG	N;ACC;FEM;SG
copie	eksemplārs	copie	eksemplārs	N;INDF;FEM;SG	N;NOM;MASC;SG
copie	kopija	copie	kopija	N;INDF;FEM;SG	N;NOM;FEM;SG
conservatorul	konservatorijas	conservator	konservatorija	N;DEF;MASC;SG	N;NOM;FEM;PL
individ	individuāla	individ	individuāls	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
individ	individuālā	individ	individuāls	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
individ	individuāli	individ	individuāls	N;INDF;MASC;SG	ADV
posturi	amatu	post	amats	N;INDF;FEM;PL	N;ACC;MASC;SG
confluenta	satekas	confluenta	sateka	N;DEF;FEM;SG	N;NOM;FEM;PL
rosa	rosa	rosa	rosa	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
rosa	roza	rosa	roza	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
neil	nils	neil	nils	PROPN	PROPN;NOM;MASC;SG
neil	nīls	neil	nīls	PROPN	PROPN;NOM;MASC;SG
neil	nilu	neil	nils	PROPN	PROPN;ACC;MASC;SG
murray	murray	murray	murray	PROPN	
giorgio	giorgio	giorgio	giorgio	PROPN	
bloc	bloķēt	bloc	bloķēt	N;INDF;MASC;SG	V;POS;NFIN
extrema	ārkārtīgi	extrema	ārkārtīgi		ADV
extrema	ārkārtīgi	extrema	ārkārtīgi		ADV
sophie	sofija	sophie	sofija	PROPN	PROPN;NOM;FEM;SG
fundamentala	fundamentāli	fundamental	fundamentāls	ADJ;DEF;FEM;SG	ADV
democratice	demokrātisko	democratic	demokrātiska	ADJ;INDF;FEM;PL	ADJ;ACC;MASC;SG
democratice	demokrātiskā	democratic	demokrātiska	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
democratice	demokrātiska	democratic	demokrātiska	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
verii	brālēni	vară	brālēns	N;DEF;FEM;SG	N;NOM;MASC;PL
aventura	piedzīvojumu	aventură	piedzīvojums	N;DEF;FEM;SG	N;ACC;MASC;SG
aventura	piedzīvojums	aventură	piedzīvojums	N;DEF;FEM;SG	N;NOM;MASC;SG
aventura	piedzīvojumi	aventură	piedzīvojums	N;DEF;FEM;SG	N;NOM;MASC;PL
aventura	piedzīvojumu	aventură	piedzīvojums	N;DEF;FEM;SG	N;ACC;MASC;SG
aventura	piedzīvojums	aventură	piedzīvojums	N;DEF;FEM;SG	N;NOM;MASC;SG
aventura	piedzīvojumi	aventură	piedzīvojums	N;DEF;FEM;SG	N;NOM;MASC;PL
ciot	pusass	ciot	pusass	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
gri	pelēks	gri	pelēks		ADJ;NOM;MASC;SG
gri	pelēkā	gri	pelēks		ADJ;NOM;FEM;SG
gri	pelēks	gri	pelēks		ADJ;NOM;MASC;SG
gri	pelēkas	gri	pelēka		ADJ;NOM;FEM;PL
gri	pelēkais	gri	pelēks		ADJ;NOM;MASC;SG
gri	pelēkās	gri	pelēka		ADJ;NOM;FEM;PL
imdb	imdb	imdb	imdb	N;INDF;MASC;SG	
gratuit	bezmaksas	gratuit	bezmaksa	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
gratuit	free	gratuit	free	ADJ;INDF;MASC;SG	
proiectele	projekti	proiect	projekts	N;DEF;FEM;PL	N;NOM;MASC;PL
versailles	versaļas	versailles	versaļa	N;INDF;MASC;SG	N;NOM;FEM;PL
floarea	zieds	floare	zieds	N;DEF;FEM;SG	N;NOM;MASC;SG
floarea	ziedu	floare	zieds	N;DEF;FEM;SG	N;ACC;MASC;SG
nordice	ziemeļvalstu	nordic	ziemeļvalsts	ADJ;INDF;FEM;PL	N;ACC;MASC;SG
nordice	ziemeļu	nordic	ziemelis	ADJ;INDF;FEM;PL	N;GEN;MASC;PL
desemneaza	apzīmē	desemneaza	apzīmēt	V;IND;SG;3;IPFV;FIN	V;FH;IMP;2;POS;PRS;FIN;ACT
viziune	redzējums	viziune	redzējums	N;INDF;FEM;SG	N;NOM;MASC;SG
viziune	vīzija	viziune	vīzija	N;INDF;FEM;SG	N;NOM;FEM;SG
viziune	redze	viziune	redze	N;INDF;FEM;SG	N;NOM;FEM;SG
partidele	puses	partid	puse	N;DEF;FEM;PL	N;NOM;FEM;PL
catalonia	katalonijas	catalonie	katalonija	N;DEF;FEM;SG	N;NOM;FEM;SG
profesie	profesija	profesie	profesija	N;INDF;FEM;SG	N;NOM;FEM;SG
dean	dean	dean	dean	PROPN	
zagreb	zagreba	zagreb	zagrebis	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
exemplul	piemērs	exemplu	piemērs	N;DEF;MASC;SG	N;NOM;MASC;SG
magnolia	magnolia	magnolie	magnolis	N;DEF;FEM;SG	
bere	alu	bere	als	N;INDF;FEM;SG	N;ACC;FEM;SG
bere	alus	bere	ali	N;INDF;FEM;SG	N;NOM;MASC;SG
solicitat	pieprasīta	solicita	pieprasīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
solicitat	pieprasīti	solicita	pieprasīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
solicitat	prasīts	solicita	prasīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
solicitat	pieprasījis	solicita	pieprasīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
solicitat	pieprasīts	solicita	pieprasīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
solicitat	pieprasītais	solicita	pieprasīt	ADJ;INDF;MASC;SG	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
mandatul	orderi	mandat	orderis	N;DEF;MASC;SG	N;ACC;MASC;SG
mandatul	ordera	mandat	orderis	N;DEF;MASC;SG	N;NOM;MASC;SG
mandatul	orderis	mandat	orderis	N;DEF;MASC;SG	N;NOM;MASC;SG
mandatul	mandāts	mandat	mandāts	N;DEF;MASC;SG	N;NOM;MASC;SG
mandatul	pilnvaras	mandat	pilnvara	N;DEF;MASC;SG	N;NOM;FEM;PL
zahar	saharozes	zahar	saharoze	N;INDF;MASC;SG	N;NOM;FEM;PL
zahar	cukura	zahar	cukurs	N;INDF;MASC;SG	N;NOM;MASC
zahar	cukurs	zahar	cukurs	N;INDF;MASC;SG	N;NOM;MASC
zahar	cukuru	zahar	cukurs	N;INDF;MASC;SG	N;ACC;MASC
zahar	cukura	zahar	cukurs	N;INDF;MASC;SG	N;NOM;MASC
zahar	cukurs	zahar	cukurs	N;INDF;MASC;SG	N;NOM;MASC
zahar	cukuru	zahar	cukurs	N;INDF;MASC;SG	N;ACC;MASC
wagner	vāgners	wagner	vāgners	PROPN	N;NOM;MASC;SG
digitala	ciparu	digitală	cipars	N;DEF;FEM;SG	N;ACC;MASC;SG
digitala	digitālā	digitală	digitāls	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
digitala	digitālais	digitală	digitāls	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
mentiune	termins	mentiune	termins	N;INDF;FEM;SG	N;NOM;MASC;SG
mentiune	apzīmējums	mentiune	apzīmējums	N;INDF;FEM;SG	N;NOM;MASC;SG
fals	viltus	fals	vilti	ADJ;INDF;MASC;SG	N;ACC;MASC;PL
fals	kļūdaini	fals	kļūdaini	ADJ;INDF;MASC;SG	ADV
fals	viltus	fals	vilti	ADJ;INDF;MASC;SG	N;ACC;MASC;PL
fals	viltoti	fals	viltot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
fals	viltojums	fals	viltojums	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
ruta	maršruts	ruta	maršruts	N;DEF;FEM;SG	N;NOM;MASC;SG
ruta	maršruts	ruta	maršruts	N;DEF;FEM;SG	N;NOM;MASC;SG
clement	clément	clement	clément	PROPN	
clement	klementa	clement	klements	PROPN	N;NOM;MASC;SG
liberi	bezmaksas	liber	bezmaksa	ADJ;INDF;MASC;PL	N;NOM;FEM;PL
liberi	brīva	liber	brīva	ADJ;INDF;MASC;PL	ADJ;NOM;FEM;SG
liberi	free	liber	free	ADJ;INDF;MASC;PL	
liberi	brīvs	liber	brīvs	ADJ;INDF;MASC;PL	ADJ;NOM;MASC;SG
arhiducele	erchercoga	arhiduc	erchercogs	N;DEF;MASC;SG	N;GEN;MASC;SG
amintirea	atmiņa	amintire	atmiņa	N;DEF;FEM;SG	N;NOM;FEM;SG
amintirea	atmiņas	amintire	atmiņas	N;DEF;FEM;SG	N;NOM;FEM
intrebat	lūdza	intreba	lūgt	N;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
intrebat	lūdza	intreba	lūgt	N;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
stari	garastāvokli	stare	garastāvoklis	N;INDF;FEM;PL	N;ACC;MASC;SG
opiniile	viedokļi	opinie	viedoklis	N;DEF;FEM;PL	N;NOM;MASC;PL
opiniile	atzinumi	opinie	atzinums	N;DEF;FEM;PL	N;NOM;MASC;PL
opiniile	atzinumus	opinie	atzinums	N;DEF;FEM;PL	N;ACC;MASC;PL
lunar	ikmēneša	lunar	ikmēnetis	ADJ;INDF;MASC;SG	N;GEN;MASC;SG
lunar	mēneša	lunar	mēnesis	ADJ;INDF;MASC;SG	N;GEN;MASC;SG
omenirii	cilvēcei	omenire	cilvēce	N;DEF;FEM;SG	
omenirii	cilvēce	omenire	cilvēce	N;DEF;FEM;SG	N;NOM;FEM;SG
celulele	šūnām	celulă	šūna	N;DEF;FEM;PL	N;DAT;FEM;PL
celulele	elementi	celulă	elements	N;DEF;FEM;PL	N;NOM;MASC;PL
celulele	šūnas	celulă	šūna	N;DEF;FEM;PL	N;NOM;FEM;PL
percutie	sitamie	percutie	sitams	N;INDF;FEM;SG	N;NOM;MASC;PL
short	īsa	short	īsa	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
short	īsais	short	īss	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
short	īsā	short	īss	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
short	īsi	short	īsi	N;INDF;MASC;SG	ADV
short	īss	short	īss	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
suficienta	pietiekama	suficient	pietikt	ADJ;DEF;FEM;SG	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
suficienta	pietiekami	suficient	pietiekami	ADJ;DEF;FEM;SG	ADV
suficienta	pietiekams	suficient	pietiekams	ADJ;DEF;FEM;SG	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
suficienta	pietiekamas	suficient	pietiekama	ADJ;DEF;FEM;SG	V;NOM;INDF;FEM;PL;PRS;V.PTCP;PASS
barry	berijs	barry	berijs	PROPN	PROPN;NOM;MASC;SG
mercur	dzīvsudrabs	mercur	dzīvsudrabs	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
tun	tun	tun	tun	N;INDF;MASC;SG	
concluzie	noslēgšana	concluzie	noslēgšana	N;INDF;FEM;SG	N;NOM;FEM;SG
concluzie	secinājums	concluzie	secinājums	N;INDF;FEM;SG	N;NOM;MASC;SG
admis	uzņemts	admite	uzņemt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
astrofizica	astrofizika	astrofizică	astrofizika	N;DEF;FEM;SG	N;NOM;FEM;SG
egalitate	līdztiesība	egalitate	līdztiesība	N;INDF;FEM;SG	N;NOM;FEM;SG
egalitate	vienlīdzība	egalitate	vienlīdzība	N;INDF;FEM;SG	N;NOM;FEM;SG
identificare	identifikācijas	identificare	identifikācija	N;INDF;FEM;SG	N;NOM;FEM;PL
identificare	identifikācija	identificare	identifikācija	N;INDF;FEM;SG	N;NOM;FEM;SG
identificare	identificēšana	identificare	identificēšana	N;INDF;FEM;SG	N;NOM;FEM;SG
astronomic	astronomijas	astronomic	astronomija	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
ideal	ideāli	ideal	ideāli	ADJ;INDF;MASC;SG	ADV
gasita	atrasta	gasita	atrast	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gasita	atrastas	gasita	atrast	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
gasita	atrasts	gasita	atrast	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
haine	apģērbs	haină	apģērbs	N;INDF;FEM;PL	N;NOM;MASC;SG
structurii	struktūra	structură	struktūra	N;DEF;FEM;SG	N;NOM;FEM;SG
structurii	uzbūve	structură	uzbūve	N;DEF;FEM;SG	N;NOM;FEM;SG
repetat	atkārtota	repetat	atkārtot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
repetat	atkārtoti	repetat	atkārtoti	ADJ;INDF;MASC;SG	ADV
repetat	atkārtots	repetat	atkārtot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
repetat	atkārtoti	repetat	atkārtoti	ADJ;INDF;MASC;SG	ADV
gros	biezas	gros	bieza	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
gros	biezi	gros	biezs	ADJ;INDF;MASC;SG	ADV
vocale	vokālā	vocal	vokāls	N;INDF;FEM;PL	N;ESS;MASC;SG
donat	ziedoja	donat	ziedot	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
dakota	dakota	dakota	dakot	PROPN	PROPN;NOM;FEM;SG
valle	valle	vall	valle	PROPN	PROPN;NOM;FEM;SG
susan	žuža	susan	žuža	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
federala	federālā	federală	federāla	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
federala	federālais	federală	federāls	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
pont	pont	pont	pont	N;INDF;MASC;SG	
pont	tip	pont	tipēt	N;INDF;MASC;SG	
inlocuirea	nomainot	inlocuire	nomainot	N;DEF;FEM;SG	V;V.CVB
inlocuirea	nomaiņa	inlocuire	nomaiņa	N;DEF;FEM;SG	N;NOM;FEM;SG
inlocuirea	aizvietošana	inlocuire	aizvietošana	N;DEF;FEM;SG	N;NOM;FEM;SG
inlocuirea	aizstāšana	inlocuire	aizstāšana	N;DEF;FEM;SG	N;NOM;FEM;SG
apple	apple	appla	apple	N;INDF	
dame	dambreti	damă	dambrete	N;INDF;FEM;PL	N;NOM;MASC;SG
dame	dame	damă	dame	N;INDF;FEM;PL	
strasbourg	strasbūras	strasbourg	strasbūra	N;INDF;MASC;SG	N;NOM;FEM;PL
chateau	chateau	chati	chatea	V;IND;PL;3;IPFV;FIN	
chateau	chateau	chati	chatea	V;IND;PL;3;IPFV;FIN	
adaugarea	pievienošana	adaugare	pievienošana	N;DEF;FEM;SG	N;NOM;FEM;SG
adaugarea	pievienošana	adaugare	pievienošana	N;DEF;FEM;SG	N;NOM;FEM;SG
bois	bois	bois	bot	PROPN	
formularul	forma	formular	forma	N;DEF;MASC;SG	N;NOM;FEM;SG
grupate	grupēti	grupat	grupēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
crima	slepkavības	crimă	slepkavība	N;DEF;FEM;SG	N;NOM;FEM;PL
crima	slepkavība	crimă	slepkavība	N;DEF;FEM;SG	N;NOM;FEM;SG
crima	slepkavību	crimă	slepkavība	N;DEF;FEM;SG	N;ACC;FEM;SG
crima	noziedzību	crimă	noziedzība	N;DEF;FEM;SG	N;ACC;FEM;SG
crima	noziegumi	crimă	noziegums	N;DEF;FEM;SG	N;NOM;MASC;PL
crima	noziegums	crimă	noziegums	N;DEF;FEM;SG	N;NOM;MASC;SG
crima	noziedzība	crimă	noziedzība	N;DEF;FEM;SG	N;NOM;FEM;SG
crima	slepkavības	crimă	slepkavība	N;DEF;FEM;SG	N;NOM;FEM;PL
crima	slepkavība	crimă	slepkavība	N;DEF;FEM;SG	N;NOM;FEM;SG
crima	slepkavību	crimă	slepkavība	N;DEF;FEM;SG	N;ACC;FEM;SG
crima	noziedzību	crimă	noziedzība	N;DEF;FEM;SG	N;ACC;FEM;SG
crima	noziegumi	crimă	noziegums	N;DEF;FEM;SG	N;NOM;MASC;PL
crima	noziegums	crimă	noziegums	N;DEF;FEM;SG	N;NOM;MASC;SG
crima	noziedzība	crimă	noziedzība	N;DEF;FEM;SG	N;NOM;FEM;SG
gotic	gotiskais	gotic	gotisks	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
tre	tre	tre	tre		
roz	rozā	roz	rozā		N
ahmed	ahmed	ahmed	ahmest	PROPN	
latine	latīņu	latin	latīņa	ADJ;INDF;FEM;PL	N;GEN;FEM;PL
frunzele	lapas	frunză	lapa	N;DEF;FEM;PL	N;NOM;FEM;PL
moscovei	maskava	moscovă	maskava	PROPN;DEF;FEM;SG	PROPN;NOM;FEM;SG
moscovei	maskavas	moscovă	maskava	PROPN;DEF;FEM;SG	PROPN;NOM;FEM;SG
moscovei	maskavā	moscovă	maskava	PROPN;DEF;FEM;SG	PROPN;ESS;FEM;SG
