улицата	street	улица	street	N;DEF;FEM;SG	N;INDF;MASC;SG
преки	direct	преки	direct	ADJ;INDF;PL	ADV
ваня	vanya	ваня	vanyă	PROPN;INDF;FEM;SG	
шведска	suedeza	шведски	suedeză	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
шведска	suedezi	шведски	suedez	ADJ;INDF;FEM;SG	ADJ;INDF;MASC;PL
шведска	suedeza	шведски	suedeză	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
цин	qing	цин	qing	N;INDF;MASC;SG	PROPN
тотнъм	tottenham	тотнъм	tottenham	N;INDF;MASC;SG	PROPN
атланта	atlanta	атлант	atlanta	N;INDF;FEM;SG	PROPN
елит	elita	елит	elita	N;INDF;MASC;SG	N;DEF;FEM;SG
елит	elita	елит	elita	N;INDF;MASC;SG	N;DEF;FEM;SG
елит	elite	елит	elită	N;INDF;MASC;SG	N;INDF;FEM;PL
елит	elitele	елит	elită	N;INDF;MASC;SG	N;DEF;FEM;PL
бомбардировач	bombardier	бомбардировач	bombardier	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
рита	rita	ритам	rita	N;INDF;FEM;SG	N;DEF;FEM;SG
директорите	directori	директор	director	N;DEF;MASC;PL	N;INDF;MASC;PL
директорите	regizori	директор	regizor	N;DEF;MASC;PL	N;INDF;MASC;PL
рон	ron	рон	ron	PROPN;INDF;MASC;SG	
стратегическо	strategica	стратегически	strategica	ADV	ADJ;DEF;FEM;SG
стратегическо	strategice	стратегически	strategic	ADV	ADJ;INDF;FEM;PL
стратегическо	strategic	стратегически	strategic	ADV	ADJ;INDF;MASC;SG
темите	teme	тема	temă	N;DEF;FEM;PL	N;INDF;FEM;PL
темите	subiecte	тема	subiect	N;DEF;FEM;PL	N;INDF;FEM;PL
указания	instructiunile	указание	instructiune	N;INDF;NEUT;PL	N;DEF;FEM;PL
трагедията	tragedie	трагедия	tragedie	N;DEF;FEM;SG	N;INDF;FEM;SG
бунтовниците	rebelul	бунтовник	rebel	N;DEF;MASC;PL	N;DEF;MASC;SG
бунтовниците	rebel	бунтовник	rebel	N;DEF;MASC;PL	ADJ;INDF;MASC;SG
бунтовниците	rebela	бунтовник	rebela	N;DEF;MASC;PL	ADJ;DEF;FEM;SG
малцинства	minoritatilor	малцинство	minoritate	N;INDF;NEUT;PL	N;DEF;MASC;PL
фред	fred	фред	frede	PROPN;INDF;MASC;SG	PROPN
алеко	aleko	алеко	aleko	N;INDF;MASC;SG	
грозни	urat	грозен	urat	ADJ;INDF;PL	ADJ;INDF;MASC;SG
грозни	urat	грозен	urat	ADJ;INDF;PL	ADJ;INDF;MASC;SG
грозни	urata	грозен	urata	ADJ;INDF;PL	ADJ;DEF;FEM;SG
грозни	urata	грозен	urata	ADJ;INDF;PL	ADJ;DEF;FEM;SG
грозни	groznii	грозен	grozn	ADJ;INDF;PL	N;DEF;MASC;PL
железни	fier	железен	fier	ADJ;INDF;PL	N;INDF;MASC;SG
железни	fierul	железен	fier	ADJ;INDF;PL	N;DEF;MASC;SG
близнаци	geaman	близнак	geaman	N;INDF;MASC;PL	N;INDF;MASC;SG
близнаци	twin	близнак	twin	N;INDF;MASC;PL	N;INDF;MASC;SG
близнаци	gemini	близнак	gemină	N;INDF;MASC;PL	N;INDF;MASC;SG
близнаци	gemenele	близнак	gemenă	N;INDF;MASC;PL	N;DEF;FEM;PL
близнаци	gemenii	близнак	gemeniu	N;INDF;MASC;PL	N;DEF;MASC;PL
близнаци	gemeni	близнак	gemen	N;INDF;MASC;PL	
бомбардировачи	bombardierele	бомбардировач	bombardier	N;INDF;MASC;PL	N;DEF;FEM;PL
совалка	naveta	совалка	naveta	N;INDF;FEM;SG	N;DEF;FEM;SG
совалка	naveta	совалка	naveta	N;INDF;FEM;SG	N;DEF;FEM;SG
тигър	tigrul	тигър	tigru	N;INDF;MASC;SG	N;DEF;MASC;SG
видя	vezi	видя-(се)	vedea	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;2;PRS;FIN
имигранти	imigrant	имигрант	imigrant	N;INDF;MASC;PL	N;INDF;MASC;SG
вкъщи	acasa	вкъщи	acasa	ADV	
вкъщи	casa	вкъщи	casă	ADV	N;DEF;FEM;SG
вкъщи	acasa	вкъщи	acasa	ADV	
вкъщи	home	вкъщи	homă	ADV	
нарушаване	distorsiuni	нарушаване	distorsiune	N;INDF;NEUT;SG	N;INDF;FEM;PL
нарушаване	denaturarea	нарушаване	denaturare	N;INDF;NEUT;SG	N;DEF;FEM;SG
обсерватория	observatorul	обсерватор	observator	N;INDF;FEM;SG	N;DEF;MASC;SG
грама	grame	грама	gram	N;DEF;MASC;SG	N;INDF;FEM;PL
азаренка	azarenka	азаренка	azarenka	N;INDF;FEM;SG	N;DEF;FEM;SG
виолета	violetta	виолет	violetta	N;INDF;FEM;SG	N;DEF;FEM;SG
виолета	violeta	виолет	violeta	N;INDF;FEM;SG	N;DEF;FEM;SG
механик	mecanic	механик	mecanic	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
младост	tinerete	младост	tânera	N;INDF;FEM;SG	
младост	tineretul	младост	tineret	N;INDF;FEM;SG	N;DEF;MASC;SG
поддръжници	suporterii	поддръжник	suporter	N;INDF;MASC;PL	N;DEF;MASC;PL
познато	familiara	познато	familiar	ADV	ADJ;DEF;FEM;SG
познато	familiare	познато	familiar	ADV	ADJ;INDF;FEM;PL
изолация	izolarea	изолация	izolare	N;INDF;FEM;SG	N;DEF;FEM;SG
гробища	cimitirul	гробище	cimitir	N;INDF;NEUT;PL	N;DEF;MASC;SG
гробища	cimitir	гробище	cimitir	N;INDF;NEUT;PL	N;INDF;MASC;SG
унищожи	distruge	унищожа	distruge	V;PFV;IMP;SG;2;FIN	V;IND;SG;3;PRS;FIN
съвместни	joint	съвместен	joint	ADJ;INDF;PL	N;INDF;MASC;SG
момичетата	fete	момиче	fată	N;DEF;NEUT;PL	N;INDF;FEM;PL
момичетата	girls	момиче	girls	N;DEF;NEUT;PL	N;INDF;MASC;SG
заплашва	ameninta	заплашвам	ameninta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
придвижване	miscarea	придвижване	miscare	N;INDF;NEUT;SG	N;DEF;FEM;SG
придвижване	miscarea	придвижване	miscare	N;INDF;NEUT;SG	N;DEF;FEM;SG
придвижване	miscarea	придвижване	miscare	N;INDF;NEUT;SG	N;DEF;FEM;SG
далас	dallas	далас	dallas	N;INDF;FEM;SG	PROPN
съставна	compozit	съставен	compozit	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
съставна	compozite	съставен	compozit	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
съставна	agregate	съставен	agrega	ADJ;INDF;FEM;SG	N;INDF;FEM;PL
мода	moda	мода	moda	N;INDF;FEM;SG	N;DEF;FEM;SG
мода	modei	мода	modă	N;INDF;FEM;SG	N;DEF;FEM;SG
мода	moda	мода	moda	N;INDF;FEM;SG	N;DEF;FEM;SG
пие	baut	пия	baut	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
пие	bauturile	пия	baut	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;PL
пие	bauturi	пия	baut	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
пие	bauturi	пия	baut	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
управляващ	gestionarea	управлявам	gestionare	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;DEF;FEM;SG
смях	rade	смях	radă	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
смях	rade	смях	radă	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
смях	rasul	смях	ras	N;INDF;MASC;SG	N;DEF;MASC;SG
смях	ras	смях	rade	N;INDF;MASC;SG	
смях	rasete	смях	raset	N;INDF;MASC;SG	N;INDF;FEM;PL
смях	ras	смях	rade	N;INDF;MASC;SG	
смях	razi	смях	rad	N;INDF;MASC;SG	V;IND;SG;2;PRS;FIN
смях	rade	смях	radă	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
смях	rade	смях	radă	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
смях	razi	смях	rad	N;INDF;MASC;SG	V;IND;SG;2;PRS;FIN
компилация	compilarea	компилация	compilare	N;INDF;FEM;SG	N;DEF;FEM;SG
оттегляне	retrage	оттегляне	retrage	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
оттегляне	retragerea	оттегляне	retragere	N;INDF;NEUT;SG	N;DEF;FEM;SG
клане	masacrul	клане	masacru	N;INDF;NEUT;SG	N;DEF;MASC;SG
симпсън	simpsons	симпсън	simpsons	N;INDF;MASC;SG	PROPN
качва	incarcari	качвам-(се)	incarcar	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
детектив	detective	детектив	detectiv	N;INDF;MASC;SG	N;INDF;FEM;PL
албанско	albanezi	албански	albanez	ADV	ADJ;INDF;MASC;PL
албанско	albaneza	албански	albaneză	ADV	N;DEF;FEM;SG
албанско	albanez	албански	albanez	ADV	ADJ;INDF;MASC;SG
приключенията	aventuri	приключение	avent	N;DEF;NEUT;PL	N;INDF;FEM;PL
редове	liniile	ред	linie	N;INDF;MASC;PL	N;DEF;FEM;PL
предимства	beneficiile	предимство	beneficiu	N;INDF;NEUT;PL	N;DEF;FEM;PL
предимства	avantajele	предимство	avantaj	N;INDF;NEUT;PL	N;DEF;FEM;PL
еоод	srl	еоод	srl	N;INDF;MASC;SG	
формати	formate	формат	forma	N;INDF;FEM;PL	ADJ;INDF;FEM;PL
отворено	deschis	отворя	deschis	ADV	ADJ;INDF;MASC;SG
отворено	deschide	отворя	deschide	ADV	V;IND;SG;3;PRS;FIN
отворено	open	отворя	open	ADV	N;INDF;MASC;SG
квалификации	rating	квалификация	ratinge	N;INDF;FEM;PL	N;INDF;MASC;SG
квалификации	ratingurile	квалификация	rating	N;INDF;FEM;PL	N;DEF;FEM;PL
квалификации	calificarile	квалификация	calificare	N;INDF;FEM;PL	N;DEF;FEM;PL
квалификации	calificare	квалификация	calificare	N;INDF;FEM;PL	N;INDF;FEM;SG
квалификации	calificarea	квалификация	calificare	N;INDF;FEM;PL	N;DEF;FEM;SG
квалификации	calificare	квалификация	calificare	N;INDF;FEM;PL	N;INDF;FEM;SG
печалба	profitul	печалба	profit	N;INDF;FEM;SG	N;DEF;MASC;SG
печалба	profiturilor	печалба	profit	N;INDF;FEM;SG	N;DEF;FEM;PL
печалба	profituri	печалба	profit	N;INDF;FEM;SG	N;INDF;FEM;PL
печалба	profiturile	печалба	profit	N;INDF;FEM;SG	N;DEF;FEM;PL
одобрение	omologarea	одобрение	omologare	N;INDF;NEUT;SG	N;DEF;FEM;SG
одобрение	aprobarea	одобрение	aprobare	N;INDF;NEUT;SG	N;DEF;FEM;SG
демокрацията	democratie	демокрация	democratie	N;DEF;FEM;SG	N;INDF;FEM;SG
демокрацията	democratie	демокрация	democratie	N;DEF;FEM;SG	N;INDF;FEM;SG
блейк	blake	блейк	blakă	N;INDF;MASC;SG	PROPN
еврейско	evreica	еврейски	evreica	ADV	N;DEF;FEM;SG
еврейско	evreu	еврейски	evreu	ADV	N;INDF;MASC;SG
еврейско	evreiesc	еврейски	evreiesc	ADV	ADJ;INDF;MASC;SG
антична	antica	античен	antic	ADJ;INDF;FEM;SG	N;DEF;FEM;SG
антична	antichitate	античен	antichitate	ADJ;INDF;FEM;SG	N;INDF;FEM;SG
русо	russo	русо	russo	N;INDF;NEUT;SG	PROPN
русо	rousseau	русо	roussi	N;INDF;NEUT;SG	V;IND;PL;3;IPFV;FIN
памук	bumbacul	памук	bumbac	N;INDF;MASC;SG	N;DEF;MASC;SG
ахил	ahile	ахил	ahil	N;INDF;MASC;SG	N;DEF;MASC;SG
ахил	achille	ахил	achille	N;INDF;MASC;SG	PROPN
четвъртък	joi	четвъртък	joi	N;INDF;MASC;SG	
четвъртък	joia	четвъртък	joi	N;INDF;MASC;SG	N;DEF;FEM;SG
романтични	romantica	романтичен	romantică	ADJ;INDF;PL	ADJ;DEF;FEM;SG
романтични	romantic	романтичен	romantic	ADJ;INDF;PL	ADJ;INDF;MASC;SG
романтични	romantica	романтичен	romantică	ADJ;INDF;PL	ADJ;DEF;FEM;SG
батальона	batalion	батальон	batalion	N;DEF;MASC;SG	N;INDF;MASC;SG
алгоритъм	algoritmul	алгоритъм	algoritm	N;INDF;MASC;SG	N;DEF;MASC;SG
партньорство	parteneriatul	партньорство	parteneriat	N;INDF;NEUT;SG	N;DEF;MASC;SG
партньорство	parteneriate	партньорство	parteneriat	N;INDF;NEUT;SG	N;INDF;FEM;PL
партньорство	parteneriatele	партньорство	parteneriat	N;INDF;NEUT;SG	N;DEF;FEM;PL
стрийт	strada	стрийт	stradă	N;INDF;MASC;SG	N;DEF;FEM;SG
стрийт	strada	стрийт	stradă	N;INDF;MASC;SG	N;DEF;FEM;SG
наема	chirie	наем	chirie	N;DEF;MASC;SG	N;INDF;FEM;SG
албена	albena	албена	albena	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
конфедерация	confederatiei	конфедерация	confederatie	N;INDF;FEM;SG	N;DEF;FEM;SG
конфедерация	confederatia	конфедерация	confederatie	N;INDF;FEM;SG	N;DEF;FEM;SG
юнг	jung	юнг	jung	PROPN;INDF;FEM;SG	PROPN
юнг	yung	юнг	yung	PROPN;INDF;FEM;SG	PROPN
инвазия	invazia	инвазия	invazie	N;INDF;FEM;SG	N;DEF;FEM;SG
местообитания	habitatelor	местообитания	habitate	N;INDF;NEUT;PL	N;DEF;FEM;PL
местообитания	habitat	местообитания	habita	N;INDF;NEUT;PL	N;INDF;MASC;SG
местообитания	habitatul	местообитания	habitat	N;INDF;NEUT;PL	N;DEF;MASC;SG
строител	constructorul	строител	constructor	N;INDF;MASC;SG	N;DEF;MASC;SG
глина	argila	глина	argilă	N;INDF;FEM;SG	N;DEF;FEM;SG
глина	clay	глина	clay	N;INDF;FEM;SG	PROPN
чисти	curat	чистя	curat	ADJ;INDF;PL	ADJ;INDF;MASC;SG
чисти	curata	чистя	curată	ADJ;INDF;PL	V;IND;SG;3;IPFV;FIN
чисти	curata	чистя	curată	ADJ;INDF;PL	V;IND;SG;3;IPFV;FIN
чисти	clean	чистя	clean	ADJ;INDF;PL	N;INDF;MASC;SG
климатични	climatica	климатичен	climatică	ADJ;INDF;PL	N;DEF;FEM;SG
облаци	norilor	облак	noare	N;INDF;MASC;PL	N;DEF;MASC;PL
облаци	norii	облак	nor	N;INDF;MASC;PL	N;DEF;MASC;PL
облаци	cloud	облак	cloud	N;INDF;MASC;PL	
облаци	nor	облак	nor	N;INDF;MASC;PL	N;INDF;MASC;SG
олтар	altarul	олтар	altar	N;INDF;MASC;SG	N;DEF;MASC;SG
олтар	altarul	олтар	altar	N;INDF;MASC;SG	N;DEF;MASC;SG
биг	mare	биг	mare	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
биг	mari	биг	mare	N;INDF;MASC;SG	ADJ;INDF;PL
седма	sapte	седми	sapt	ADJ;INDF;FEM;SG	NUM;PL
седма	sapte	седми	sapt	ADJ;INDF;FEM;SG	NUM;PL
седма	sapte	седми	sapt	ADJ;INDF;FEM;SG	NUM;PL
седма	seven	седми	seven	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
вале	valle	вале	vall	N;INDF;NEUT;SG	PROPN
вале	jack	вале	jack	N;INDF;NEUT;SG	PROPN
вале	valetul	вале	valet	N;INDF;NEUT;SG	N;DEF;MASC;SG
свещена	sacre	свещен	sacru	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
свещена	sacra	свещен	sacră	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
свещена	sacra	свещен	sacră	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
смъртни	muritori	смъртен	muritor	ADJ;INDF;PL	N;INDF;MASC;PL
смъртни	muritor	смъртен	muritor	ADJ;INDF;PL	N;INDF;MASC;SG
смъртни	muritori	смъртен	muritor	ADJ;INDF;PL	N;INDF;MASC;PL
смъртни	muritorii	смъртен	muritor	ADJ;INDF;PL	N;DEF;MASC;PL
арменци	armenii	арменец	armean	N;INDF;MASC;PL	N;DEF;MASC;PL
арменци	armean	арменец	armean	N;INDF;MASC;PL	N;INDF;MASC;SG
предложен	sugerat	предложа	sugera	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
предложен	sugerate	предложа	sugera	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
предложен	oferit	предложа	oferit	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
предложен	oferita	предложа	oferita	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;FEM;SG
предложен	oferite	предложа	oferit	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
предложен	propus	предложа	propune	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
предложен	propusa	предложа	propus	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
предложен	propuse	предложа	propus	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
джън	zheng	джън	zheng	N;INDF;MASC;SG	PROPN
лил	lil	лил	lil	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
лил	lille	лил	lille	PROPN;INDF;MASC;SG	PROPN
торпеда	torpilele	торпед	torpil	N;INDF;NEUT;PL	N;DEF;FEM;PL
историография	istoriografia	историография	istoriografie	N;INDF;FEM;SG	N;DEF;FEM;SG
вилхелмина	wilhelmina	вилхелмина	wilhelmina	N;INDF;FEM;SG	PROPN
панаир	carnavalul	панаир	carnaval	N;INDF;MASC;SG	N;DEF;MASC;SG
панаир	echitabil	панаир	echitabil	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
панаир	corect	панаир	corect	N;INDF;MASC;SG	ADV
психиатър	psihiatrul	психиатър	psihiatr	N;INDF;MASC;SG	N;DEF;MASC;SG
мембрана	membrana	мембрана	membrană	N;INDF;FEM;SG	N;DEF;FEM;SG
мембрана	membrana	мембрана	membrană	N;INDF;FEM;SG	N;DEF;FEM;SG
конете	cai	кон	cal	N;DEF;MASC;PL	N;INDF;MASC;PL
травма	traume	травма	traume	N;INDF;FEM;SG	N;INDF;FEM;PL
травма	trauma	травма	traumă	N;INDF;FEM;SG	N;DEF;FEM;SG
травма	trauma	травма	traumă	N;INDF;FEM;SG	N;DEF;FEM;SG
последствия	consecinta	последствие	consecinta	N;INDF;NEUT;PL	N;DEF;FEM;SG
последствия	consecinta	последствие	consecinta	N;INDF;NEUT;PL	N;DEF;FEM;SG
последствия	consecintele	последствие	consecint	N;INDF;NEUT;PL	N;DEF;FEM;PL
последствия	consecinte	последствие	consecint	N;INDF;NEUT;PL	
последствия	consecinte	последствие	consecint	N;INDF;NEUT;PL	
намерението	intentie	намерение	intentie	N;DEF;NEUT;SG	N;INDF;FEM;SG
намерението	intentie	намерение	intentie	N;DEF;NEUT;SG	N;INDF;FEM;SG
сабин	sabine	сабин	sabin	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
смъртност	mortalitatea	смъртност	mortalitate	N;INDF;FEM;SG	N;DEF;FEM;SG
ленти	casetele	лента	caset	N;INDF;FEM;PL	N;DEF;FEM;PL
псевдоними	pseudonime	псевдоним	pseudonime	ADJ;INDF;PL	N;INDF;FEM;PL
сервий	servius	сервие	serviu	N;INDF;MASC;SG	PROPN
вратите	usi	врата	us	N;DEF;FEM;PL	N;INDF;FEM;PL
вратите	usi	врата	us	N;DEF;FEM;PL	N;INDF;FEM;PL
вратите	usi	врата	us	N;DEF;FEM;PL	N;INDF;FEM;PL
кабо	cape	кабо	cape	PROPN;SG	N;INDF;MASC;SG
кабо	pelerina	кабо	pelerină	PROPN;SG	N;DEF;FEM;SG
кабо	pelerina	кабо	pelerină	PROPN;SG	N;DEF;FEM;SG
кабо	cabo	кабо	cabo	PROPN;SG	N;INDF;MASC;SG
регулиране	regulamentul	регулиране	regulament	N;INDF;NEUT;SG	N;DEF;MASC;SG
регулиране	reglementarea	регулиране	reglementare	N;INDF;NEUT;SG	N;DEF;FEM;SG
регулиране	ajustarea	регулиране	ajustare	N;INDF;NEUT;SG	N;DEF;FEM;SG
регулиране	reglementa	регулиране	reglementa	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
регулиране	reglementeze	регулиране	reglementa	N;INDF;NEUT;SG	V;SBJV;3;PRS;FIN
регулиране	reglementeaza	регулиране	reglementeaza	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
скъпи	draga	скъп	dragă	ADJ;INDF;PL	N;DEF;FEM;SG
скъпи	draga	скъп	dragă	ADJ;INDF;PL	N;DEF;FEM;SG
потомък	descendent	потомък	descendent	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
потомък	descendenta	потомък	descendenta	N;INDF;MASC;SG	ADJ;DEF;FEM;SG
кавала	kavala	кавал	kavala	N;INDF;FEM;SG	N;DEF;FEM;SG
процесор	procesorul	процесор	procesor	N;INDF;MASC;SG	N;DEF;MASC;SG
трудни	dificil	труден	dificil	ADJ;INDF;PL	ADV
трудни	dificila	труден	dificila	ADJ;INDF;PL	ADJ;DEF;FEM;SG
справедливост	dreptatea	справедливост	dreptate	N;INDF;FEM;SG	N;DEF;FEM;SG
вар	var	вар	var	N;INDF;MASC;SG	
вар	var	вар	var	N;INDF;MASC;SG	
вар	tei	вар	tei	N;INDF;MASC;SG	
доставка	livrarea	доставка	livrare	N;INDF;FEM;SG	N;DEF;FEM;SG
бенд	indoi	бенд	indoi	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
бенд	indoaie	бенд	indoi	N;INDF;MASC;SG	
влага	umezeala	влага	umezeală	N;INDF;FEM;SG	N;DEF;FEM;SG
влага	umezeala	влага	umezeală	N;INDF;FEM;SG	N;DEF;FEM;SG
влага	umiditatea	влага	umiditate	N;INDF;FEM;SG	N;DEF;FEM;SG
уста	gura	уста	gură	N;INDF;FEM;SG	N;DEF;FEM;SG
уста	gura	уста	gură	N;INDF;FEM;SG	N;DEF;FEM;SG
уста	gurii	уста	gură	N;INDF;FEM;SG	N;DEF;FEM;SG
фил	phil	фил	phil	PROPN;INDF;MASC;SG	PROPN
хага	haga	хага	hagă	N;INDF;MASC;SG	PROPN
оцветяване	coloranti	оцветяване	colorant	N;INDF;NEUT;SG	N;INDF;MASC;PL
кит	balena	кит	balenă	N;INDF;MASC;SG	N;DEF;FEM;SG
кит	balena	кит	balenă	N;INDF;MASC;SG	N;DEF;FEM;SG
беневенто	benevento	беневенто	benevento	ADV	N;INDF;MASC;SG
форест	forrest	форест	forrest	N;INDF;MASC;SG	PROPN
форест	forest	форест	forest	N;INDF;MASC;SG	PROPN
форест	padurea	форест	padure	N;INDF;MASC;SG	N;DEF;FEM;SG
футуна	futuna	футуна	futună	N;INDF;FEM;PL	N;DEF;FEM;SG
клиника	clinica	клиника	clinică	N;INDF;FEM;SG	N;DEF;FEM;SG
клиника	clinica	клиника	clinică	N;INDF;FEM;SG	N;DEF;FEM;SG
пиза	pisa	пиза	pisa	N;INDF;FEM;SG	N;DEF;FEM;SG
бин	bin	бин	bin	PROPN;INDF;MASC;SG	PROPN
жълта	galben	жълт	galben	ADJ;INDF;FEM;SG	ADV
жълта	galbena	жълт	galbena	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
унищожен	distrusa	унищожен	distrus	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
унищожен	distrus	унищожен	distruge	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
унищожен	distrusa	унищожен	distrus	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
тито	tito	тито	tito	N;INDF;MASC;SG	PROPN
томе	tomé	томе	tomé	N;INDF;MASC;SG	PROPN
мил	mill	мил	mill	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
мил	moara	мил	moară	ADJ;INDF;MASC;SG	N;DEF;FEM;SG
мил	moara	мил	moară	ADJ;INDF;MASC;SG	N;DEF;FEM;SG
таланти	talentele	талант	talent	N;INDF;MASC;PL	N;DEF;FEM;PL
таланти	talent	талант	talent	N;INDF;MASC;PL	N;INDF;MASC;SG
таланти	talentul	талант	talent	N;INDF;MASC;PL	N;DEF;MASC;SG
дюселдорф	düsseldorf	дюселдорф	düsseldorf	PROPN;INDF;MASC;SG	PROPN
дюселдорф	dusseldorf	дюселдорф	dusseldorf	PROPN;INDF;MASC;SG	PROPN
обичай	personalizata	обичам	personalizat	V;IPFV;IMP;SG;2;FIN	ADJ;DEF;FEM;SG
обичай	personalizate	обичам	personalizat	V;IPFV;IMP;SG;2;FIN	ADJ;INDF;FEM;PL
обичай	personalizat	обичам	personaliza	V;IPFV;IMP;SG;2;FIN	ADJ;INDF;MASC;SG
констанций	constantius	констанций	constantius	N;INDF;MASC;SG	PROPN
сива	gray	сив	gray	ADJ;INDF;FEM;SG	PROPN
сива	gri	сив	gri	ADJ;INDF;FEM;SG	
сива	grey	сив	grey	ADJ;INDF;FEM;SG	PROPN
сива	gri	сив	gri	ADJ;INDF;FEM;SG	
изкопаеми	fosila	изкопаем	fosilă	N;INDF;MASC;PL	N;DEF;FEM;SG
рожден	aniversare	рожден	aniversare	ADJ;INDF;MASC;SG	N;INDF;FEM;SG
роджърс	rodgers	роджърс	rodgers	PROPN;INDF;MASC;SG	PROPN
роджърс	rogers	роджърс	rogers	PROPN;INDF;MASC;SG	PROPN
скрити	ascunsa	скрия-(се)	ascunsa	V;PFV;INDF;PL;V.PTCP;PASS	N;DEF;FEM;SG
скрити	ascuns	скрия-(се)	ascuns	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
скрити	ascunsa	скрия-(се)	ascunsa	V;PFV;INDF;PL;V.PTCP;PASS	N;DEF;FEM;SG
скрити	ascunse	скрия-(се)	ascuns	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
съхраняване	depozitarea	съхраняване	depozitare	N;INDF;NEUT;SG	N;DEF;FEM;SG
модула	lander	модул	lander	N;DEF;MASC;SG	N;INDF;MASC;SG
телескоп	telescopul	телескоп	telescop	N;INDF;MASC;SG	N;DEF;MASC;SG
отговорни	responsabil	отговорен	responsabil	ADJ;INDF;PL	ADJ;INDF;MASC;SG
отговорни	raspunzator	отговорен	raspunzator	ADJ;INDF;PL	ADJ;INDF;MASC;SG
отговорни	responsabila	отговорен	responsabil	ADJ;INDF;PL	ADJ;DEF;FEM;SG
осетия	osetia	осети	osetia	PROPN;INDF;FEM;SG	PROPN
ангели	ingerii	ангел	inger	N;INDF;MASC;PL	N;DEF;MASC;PL
ангели	angels	ангел	angels	N;INDF;MASC;PL	N;INDF;MASC;SG
ангели	ingerii	ангел	inger	N;INDF;MASC;PL	N;DEF;MASC;PL
толкин	tolkien	толкин	tolkien	N;INDF;MASC;SG	PROPN
кантон	cantonul	кантон	canton	N;INDF;MASC;SG	N;DEF;MASC;SG
насекомо	insecta	насекомо	insecta	N;INDF;NEUT;SG	N;DEF;FEM;SG
насекомо	insecta	насекомо	insecta	N;INDF;NEUT;SG	N;DEF;FEM;SG
адреси	adresele	адрес	adresă	N;INDF;MASC;PL	N;DEF;FEM;PL
благородници	nobililor	благородник	nobil	N;INDF;MASC;PL	N;DEF;MASC;PL
благородници	nobilii	благородник	nobil	N;INDF;MASC;PL	N;DEF;MASC;PL
