char	char	char	char	N;MASC;SG	
numériques	αριθμητική	numérique	αριθμητικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
numériques	αριθμητικό	numérique	αριθμητικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
numériques	ψηφιακό	numérique	ψηφιακός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
numériques	ψηφιακά	numérique	ψηφιακά	ADJ;MASC;PL	ADV
numériques	ψηφιακή	numérique	ψηφιακός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
numériques	digital	numérique	digital	ADJ;MASC;PL	
matrice	μάτριξ	matrice	μάτριξ	N;FEM;SG	
nfl	nfl	nfl	nfl	N;MASC;SG	
sardaigne	σαρδηνία	sardaigner	σαρδηνία	N;FEM;SG	PROPN;ACC;FEM;SG
escrime	ξιφασκία	escrime	ξιφασκία	N;FEM;SG	PROPN;NOM;FEM;SG
perception	αντιλήψεις	perception	αντίληψη	N;FEM;SG	N;NOM;FEM;PL
charleroi	charleroi	charleroi	charleroi	N;MASC;SG	
axes	άξονας	axe	άξονας	N;MASC;PL	N;NOM;MASC;SG
axes	άξονα	axe	άξονας	N;MASC;PL	N;ACC;MASC;SG
descendance	απόγονοι	descendance	απόγονος	N;FEM;SG	N;NOM;MASC;PL
descendance	απογόνους	descendance	απόγονος	N;FEM;SG	N;ACC;MASC;PL
descendance	απόγονοι	descendance	απόγονος	N;FEM;SG	N;NOM;MASC;PL
descendance	απογόνους	descendance	απόγονος	N;FEM;SG	N;ACC;MASC;PL
descendance	απόγονοι	descendance	απόγονος	N;FEM;SG	N;NOM;MASC;PL
mayer	μάγιερ	mayer	μάγιερ	PROPN	
mayer	mayer	mayer	mayer	PROPN	
électroniques	ηλεκτρονική	électronique	ηλεκτρονικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
électroniques	ηλεκτρονικό	électronique	ηλεκτρονικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
électroniques	ηλεκτρονικά	électronique	ηλεκτρονικά	ADJ;MASC;PL	ADV
retenue	συγκράτησης	retenir	συγκράτηση	V;FEM;SG;PST;V.PTCP	N;GEN;FEM;SG
retenue	συγκράτηση	retenir	συγκράτηση	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
retenue	διατηρήθηκαν	retenir	διατηρώ	V;FEM;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
gregory	γκρέγκορι	gregory	γκρέγκορι	PROPN	PROPN;NOM;MASC;SG
gregory	γκρέγκορυ	gregory	γκρέγκω	PROPN	N;VOC;MASC;SG
arménien	αρμενίων	arménien	αρμένιος	ADJ;MASC;SG	PROPN;GEN;MASC;PL
domestique	εγχώρια	domestique	εγχώριο	ADJ;MASC;SG	N;NOM;NEUT;PL
domestique	εγχώριο	domestique	εγχώριο	ADJ;MASC;SG	N;NOM;NEUT;SG
domestique	εγχώριες	domestique	εγχώριος	ADJ;MASC;SG	ADJ;NOM;FEM;PL
plongée	καταδύσεις	plonger	κατάδυση	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;PL
plongée	βουτιές	plonger	βουτιός	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;PL
plongée	βουτιά	plonger	βουτί	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
plongée	κατάδυση	plonger	κατάδυση	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
plongée	βουτιά	plonger	βουτί	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
plongée	κατάδυση	plonger	κατάδυση	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
rival	αντίπαλος	rival	αντίπαλος	N;MASC;SG	ADJ;NOM;MASC;SG
constituant	συστατικό	constituer	συστατικό	V;PRS;V.PTCP	N;NOM;NEUT;SG
dominant	δεσπόζουσα	dominer	δεσπόζων	V;PRS;V.PTCP	ADJ;NOM;FEM;SG
dominant	κυρίαρχο	dominer	κυρίαρχος	V;PRS;V.PTCP	N;NOM;NEUT;SG
dominant	κυρίαρχη	dominer	κυρίαρχη	V;PRS;V.PTCP	N;NOM;FEM;SG
julian	τζούλιαν	julian	τζούλιαν	PROPN	
julian	julian	julian	julian	PROPN	
carburant	καυσίμων	carburant	καύσιμος	N;MASC;SG	N;GEN;NEUT;PL
carburant	καύσιμα	carburant	καύσιμα	N;MASC;SG	N;NOM;NEUT;PL
téléchargement	κατεβάστε	téléchargement	κατεβάστε	N;MASC;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
téléchargement	λήψεις	téléchargement	λήψη	N;MASC;SG	N;NOM;FEM;PL
voler	πέτα	voler	πέτα	V;NFIN	N
voler	μύγα	voler	μύγα	V;NFIN	N;NOM;FEM;SG
voler	πέταγμα	voler	πέταγμα	V;NFIN	N;NOM;NEUT;SG
voler	ιπτάμενο	voler	ιπτάμενος	V;NFIN	N;NOM;NEUT;SG
kilomètre	χιλιόμετρα	kilomètre	χιλιόμετρο	N;MASC;SG	N;NOM;NEUT;PL
dubois	ντιμπουά	dubois	ντιμπούά	PROPN	N;NOM;MASC;SG
successives	διαδοχικά	successif	διαδοχικά	ADJ;FEM;PL	ADV
honneurs	τιμά	honneur	τιμά	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
capturé	αλιεύονται	capturer	αλιεύω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
capturé	αιχμάλωτος	capturer	αιχμάλωτος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
jet	τζετ	jet	τζετ	N;MASC;SG	
jet	jet	jet	jet	N;MASC;SG	
enterrée	θαμμένα	enterrer	θαμμένα	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;PL
riz	ράις	riz	ράις	N;MASC;SG	
constance	κόνστανς	constance	κόνστανς	N;FEM;SG	ADV
affichage	view	affichage	view	N;MASC;SG	
guatemala	γουατεμάλα	guatemala	γουατεμάλος	N;MASC;SG	PROPN;NOM;FEM;SG
extraordinaire	έκτακτα	extraordinaire	έκτακτα	ADJ;MASC;SG	ADV
extraordinaire	έκτακτη	extraordinaire	έκτακτος	ADJ;MASC;SG	N;NOM;FEM;SG
chan	τσαν	chan	τσαν	PROPN	
urbains	urban	urbain	urban	ADJ;MASC;PL	
urbains	αστική	urbain	αστικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
urbains	αστικός	urbain	αστικός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
urbains	αστικό	urbain	αστικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
médicis	mé	médicis	mé	PROPN	
doyen	ντιν	doyen	ντιν	N;MASC;SG	
doyen	ντην	doyen	ντην	N;MASC;SG	
extérieurs	υπαίθρια	extérieur	υπαίθριος	ADJ;MASC;PL	PROPN;NOM;FEM;SG
extérieurs	εξωτερική	extérieur	εξωτερικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
extérieurs	εξωτερικά	extérieur	εξωτερικά	ADJ;MASC;PL	ADV
extérieurs	εξωτερικό	extérieur	εξωτερικό	ADJ;MASC;PL	N;NOM;NEUT;SG
extérieurs	εξωτερικός	extérieur	εξωτερικός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
bridge	μπριτζ	bridge	μπριτζ	N;MASC;SG	
décédée	αποθανών	décéder	αποθανός	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
otan	νατο	otan	νατος	PROPN	N
otan	nato	otan	nato	PROPN	
patinage	πατινάζ	patinage	πατινάζ	N;MASC;SG	
patinage	σκέιτ	patinage	σκέιτ	N;MASC;SG	
patinage	πατινάζ	patinage	πατινάζ	N;MASC;SG	
patinage	σκέιτ	patinage	σκέιτ	N;MASC;SG	
perdent	χάνει	perdre	χάνω	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
indispensable	ουσιώδες	indispensable	ουσιώδης	ADJ;MASC;SG	ADV
const	const	const	const		
préliminaire	προκαταρκτικά	préliminaire	προκαταρκτικά	ADJ;MASC;SG	ADV
préliminaire	προκαταρκτικές	préliminaire	προκαταρκτικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
préliminaire	προκαταρκτικό	préliminaire	προκαταρκτικός	ADJ;MASC;SG	N;NOM;NEUT;SG
bulle	φυσαλίδες	bulle	φυσαλίδα	N;FEM;SG	N;NOM;FEM;PL
bulle	φούσκες	bulle	φούσκα	N;FEM;SG	N;NOM;FEM;PL
alessandro	αλεσάντρο	alessandro	αλεσάντρο	PROPN	PROPN;NOM;MASC;SG
israélien	ισραηλινοί	israélien	ισραηλινός	ADJ;MASC;SG	PROPN;NOM;MASC;PL
israélien	ισραηλινό	israélien	ισραηλινός	ADJ;MASC;SG	PROPN;NOM;NEUT;SG
israélien	ισραηλινοί	israélien	ισραηλινός	ADJ;MASC;SG	PROPN;NOM;MASC;PL
modifiée	τροποποιημένα	modifier	τροποποιώ	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
modifiée	τροποποιείται	modifier	τροποποιώ	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
modifiée	τροποποιημένα	modifier	τροποποιώ	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
pete	pete	pete	pete	PROPN	
pete	πητ	pete	πητ	PROPN	PROPN;NOM;MASC;SG
pete	πιτ	pete	πιτ	PROPN	
cricket	κρίκετ	cricket	κρίκετ	N;MASC;SG	
olga	όλγα	olga	όλγα	PROPN	PROPN;NOM;FEM;SG
développés	αναπτύχθηκε	développer	αναπτύσσω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
réédité	επανεκδίδονται	rééditer	επανεκδίδω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
terrible	απαίσια	terrible	απαίσιο	ADJ;MASC;SG	ADV
terrible	φρικτό	terrible	φρικτός	ADJ;MASC;SG	N;NOM;NEUT;SG
terrible	τρομερό	terrible	τρομερός	ADJ;MASC;SG	N;NOM;NEUT;SG
blood	αίμα	blood	αίμα	PROPN	N;NOM;NEUT;SG
blood	blood	blood	blood	PROPN	
indépendantes	ανεξάρτητο	indépendant	ανεξάρτητος	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
indépendantes	ανεξάρτητος	indépendant	ανεξάρτητος	ADJ;FEM;PL	ADJ;NOM;MASC;SG
indépendantes	ανεξάρτητη	indépendant	ανεξάρτητος	ADJ;FEM;PL	ADJ;NOM;FEM;SG
hilaire	hilaire	hilaire	hilaire	N;MASC;SG	
soie	μεταξωτά	soie	μεταξωτά	N;FEM;SG	N;NOM;NEUT;PL
essayé	απόπειρα	essayer	απόπειρα	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
acoustique	ακουστικό	acoustique	ακουστικός	ADJ;MASC;SG	N;NOM;NEUT;SG
acoustique	ήχου	acoustique	ήχου	ADJ;MASC;SG	N;GEN;NEUT;SG
acoustique	ήχο	acoustique	ήχο	ADJ;MASC;SG	N;ACC;MASC;SG
acoustique	ήχος	acoustique	ήχος	ADJ;MASC;SG	N;NOM;MASC;SG
marches	marche	marche	marche	N;FEM;PL	
composées	αποτελείται	composer	αποτελώ	V;FEM;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
biélorussie	λευκορωσία	biélorussie	λευκορωσία	PROPN	PROPN;NOM;FEM;SG
doc	doc	doc	doc	N;MASC;SG	
doc	ντοκ	doc	ντοκ	N;MASC;SG	
policière	αστυνομία	policier	αστυνομία	ADJ;FEM;SG	N;NOM;FEM;SG
citations	εισαγωγικά	citation	εισαγωγικά	N;FEM;PL	ADV
écho	έκο	écho	έκο	N;MASC;SG	
écho	echo	écho	echo	N;MASC;SG	
thématique	θεματικά	thématique	θεματικός	ADJ;MASC;SG	ADV
industrielles	βιομηχανική	industriel	βιομηχανικός	ADJ;FEM;PL	ADJ;NOM;FEM;SG
industrielles	βιομηχανικό	industriel	βιομηχανικός	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
industrielles	βιομηχανικός	industriel	βιομηχανικός	ADJ;FEM;PL	ADJ;NOM;MASC;SG
mozart	μότσαρτ	mozart	μότσαρτ	N;MASC;SG	
excellent	εξαιρετικά	excellent	εξαιρετικά	ADJ;MASC;SG	ADV
hart	χαρτ	hart	χαρτ	PROPN	
arras	αρράς	arras	αρρά	PROPN	PROPN;NOM;FEM;SG
diminution	μειώθηκε	diminution	μειώνω	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
diminution	μειωμένη	diminution	μειώνω	N;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
diminution	μειωμένος	diminution	μειωμένος	N;FEM;SG	V;PFV;NOM;MASC;PL;V.PTCP;PASS
horizon	ορίζοντας	horizon	ορίζω	N;MASC;SG	V;IPFV;V.CVB;ACT
horizon	horizon	horizon	horizon	N;MASC;SG	
silver	ασημί	silver	ασημί	PROPN	N;NOM;NEUT;PL
silver	ασημένια	silver	ασημένιος	PROPN	ADV
silver	σίλβερ	silver	σίλβερ	PROPN	
silver	ασήμι	silver	ασήμι	PROPN	N;NOM;NEUT;SG
silver	silver	silver	silver	PROPN	
hugh	χιου	hugh	χιος	PROPN	N
hugh	χιού	hugh	χιού	PROPN	
hugh	hugh	hugh	hugh	PROPN	
amphibiens	αμφίβιο	amphibien	αμφίβιο	N;MASC;PL	N;NOM;NEUT;SG
océanie	ωκεανία	océanie	ωκεανία	PROPN	PROPN;NOM;FEM;SG
kenya	κένυα	kenya	κένυα	PROPN	PROPN;NOM;FEM;SG
diamant	διαμάντια	diamant	διαμάντια	N;MASC;SG	N;NOM;NEUT;PL
quinzaine	δεκαπέντε	quinzaine	δεκαπέντε	N;FEM;SG	NUM;NOM;NEUT;PL
quinzaine	fifteen	quinzaine	fifteen	N;FEM;SG	
drogue	ναρκωτικά	drogue	ναρκωτικά	N;FEM;SG	ADV
drogue	ναρκωτικών	drogue	ναρκωτικός	N;FEM;SG	N;GEN;NEUT;PL
soutenue	δεκτή	soutenir	δεκτός	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
soutenue	υποστηρίζεται	soutenir	υποστηρίζω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
soutenue	υποστηρίζονται	soutenir	υποστηρίζω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
derby	ντέρμπι	derby	ντέρμπι	N;MASC;SG	
magazines	περιοδικά	magazine	περιοδικά	N;MASC;PL	ADV
tennessee	τενεσί	tennessee	τενεσί	N;FEM;SG	
chanter	τραγούδα	chanter	τραγούδα	V;NFIN	N;NOM;SG
chanter	τραγούδι	chanter	τραγούδι	V;NFIN	N;NOM;NEUT;SG
abrégé	συντομογραφία	abréger	συντομογραφία	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
abrégé	συνοπτικό	abréger	συνοπτικός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
serbes	σέρβος	serbe	σέρβος	ADJ;MASC;PL	PROPN;NOM;MASC;SG
serbes	σέρβο	serbe	σέρβος	ADJ;MASC;PL	N
serbes	σέρβων	serbe	σέρβων	ADJ;MASC;PL	N;GEN;NEUT;PL
serbes	σέρβους	serbe	σέρβος	ADJ;MASC;PL	PROPN;ACC;MASC;PL
serbes	σέρβοι	serbe	σέρβος	ADJ;MASC;PL	PROPN;NOM;MASC;PL
serbes	σερβικό	serbe	σερβικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
serbes	σερβική	serbe	σερβικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
serbes	σερβικά	serbe	σερβικά	ADJ;MASC;PL	ADV
serbes	σέρβος	serbe	σέρβος	ADJ;MASC;PL	PROPN;NOM;MASC;SG
marx	μαρξ	marx	μαρχ	PROPN	N;NOM;MASC;SG
couverte	καλύπτεται	couvrir	καλύπτω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
couverte	καλυμμένοι	couvrir	καλύμμινος	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL
couverte	καλύπτονται	couvrir	καλύπτω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
couverte	καλυμμένο	couvrir	καλύμμενος	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
reliques	λείψανα	relique	λείπανος	N;FEM;PL	V;PFV;IND;PL;3;PST;FIN;ACT
roberts	ρόμπερτς	robert	ρόμπερτς	PROPN	PROPN;NOM;MASC;SG
roumaine	ρουμάνος	roumain	ρουμάνος	ADJ;FEM;SG	N;NOM;MASC;SG
roumaine	ρουμάνοι	roumain	ρουμάνος	ADJ;FEM;SG	N;NOM;MASC;PL
broadway	μπρόντγουεϊ	broadway	μπρόντγουεϊ	PROPN	
législatif	νομοθετικά	législatif	νομοθετικός	ADJ;MASC;SG	ADV
rotterdam	ρότερνταμ	rotterdam	ρότερνταμα	PROPN	ADV;CMPR
salaire	μισθοί	salaire	μισθός	N;MASC;SG	N;NOM;MASC;PL
salaire	μισθούς	salaire	μισθός	N;MASC;SG	N;NOM;MASC;PL
salaire	έσοδα	salaire	έσοδο	N;MASC;SG	N;NOM;NEUT;PL
salaire	αποδοχές	salaire	αποδοχή	N;MASC;SG	N;NOM;FEM;PL
salaire	κέρδη	salaire	κέρδος	N;MASC;SG	N;NOM;NEUT;PL
rappeur	ράπερ	rappeur	ράπερ	N;MASC;SG	
rappeur	ραπ	rappeur	ραπ	N;MASC;SG	
watson	γουάτσον	watson	γουάτσον	PROPN	
watson	γουότσον	watson	γουότσον	PROPN	
watson	watson	watson	watson	PROPN	
préféré	αγαπημένα	préférer	αγαπημένος	V;MASC;SG;PST;V.PTCP	ADV
préféré	αγαπημένες	préférer	αγαπημένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
ingénierie	μηχανική	ingénierie	μηχανικός	N;FEM;SG	ADJ;NOM;FEM;SG
bayonne	μπαγιόν	bayonne	μπαγιόν	PROPN	PROPN;NOM;NEUT;SG
asiatiques	ασιάτης	asiatique	ασιάτης	ADJ;MASC;PL	N;NOM;MASC;SG
asiatiques	ασιάτες	asiatique	ασιάτης	ADJ;MASC;PL	N;NOM;MASC;PL
asiatiques	ασιατική	asiatique	ασιατικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
asiatiques	ασιατικό	asiatique	ασιατικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
asiatiques	ασιάτες	asiatique	ασιάτης	ADJ;MASC;PL	N;NOM;MASC;PL
clara	clara	clara	clara	PROPN	
clara	κλάρα	clara	κλάρα	PROPN	PROPN;NOM;FEM;SG
automobiles	αυτοκίνητα	automobile	αυτοκίνητο	ADJ;MASC;PL	N;NOM;NEUT;PL
admissible	επιλέξιμοι	admissible	επιλέξιμος	ADJ;MASC;SG	ADJ;NOM;MASC;PL
admissible	επιλέξιμες	admissible	επιλέξιμος	ADJ;MASC;SG	ADJ;NOM;FEM;PL
admissible	επιτρεπόμενο	admissible	επιτρεπόμενο	ADJ;MASC;SG	N;NOM;NEUT;SG
considérées	θεωρείται	considérer	θεωρώ	V;FEM;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
randonnée	πεζοπορία	randonnée	πεζοπορία	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
randonnée	πεζοπορία	randonnée	πεζοπορία	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
vignes	αμπελώνα	vigne	αμπελώνω	N;FEM;PL	PROPN;ACC;MASC;SG
contrainte	στρες	contraindre	στρες	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
contrainte	άγχος	contraindre	άγχος	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
contrainte	παρόρμηση	contraindre	παρόρμηση	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
contrainte	εξαναγκασμό	contraindre	εξανκαγκασμός	V;FEM;SG;PST;V.PTCP	N;ACC;MASC;SG
portails	γκέιτς	portail	γκέιτς	N;MASC;PL	PROPN;NOM;MASC;SG
conducteur	οδηγούς	conducteur	οδηγός	N;MASC;SG	N;ACC;MASC;PL
conducteur	οδηγοί	conducteur	οδηγός	N;MASC;SG	N;NOM;MASC;PL
étendu	εκτεταμένο	étendre	εκτεταμένος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
interdite	απαγορεύεται	interdire	απαγορεύω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
interdite	απαγορευμένα	interdire	απαγορεύω	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
interdite	απαγορεύονται	interdire	απαγορεύω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
interdite	απαγορεύεται	interdire	απαγορεύω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
lévy	lévy	lévy	lévy	PROPN	
libye	λιβύης	libye	λιβύη	N;FEM;SG	PROPN;GEN;FEM;SG
libye	λιβύη	libye	λιβύη	N;FEM;SG	PROPN;ACC;FEM;SG
libye	λιβύης	libye	λιβύη	N;FEM;SG	PROPN;GEN;FEM;SG
choisie	εκλεκτός	choisir	εκλεκτός	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
chirurgie	χειρουργική	chirurgie	χειρουργικός	N;FEM;SG	ADJ;NOM;FEM;SG
chirurgie	χειρουργική	chirurgie	χειρουργικός	N;FEM;SG	ADJ;NOM;FEM;SG
chirurgie	χειρουργικό	chirurgie	χειρουργικός	N;FEM;SG	ADJ;NOM;NEUT;SG
chirurgie	χειρουργικά	chirurgie	χειρουργικός	N;FEM;SG	ADV
chirurgie	χειρουργικές	chirurgie	χειρουργικός	N;FEM;SG	ADJ;NOM;FEM;PL
sent	μυρωδιές	sentir	μυρωδιά	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
oublié	ξεχάσαμε	oublier	ξεχάζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;1;PST;FIN;ACT
oublié	ξεχασμένο	oublier	ξεχασμένο	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
oublié	ξεχασμένα	oublier	ξεχάζω	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;PL
grammaire	γραμματική	grammaire	γραμματικός	N;FEM;SG	ADJ;NOM;FEM;SG
yann	ιαν	yann	ιαν	PROPN	
yann	jan	yann	jan	PROPN	
yann	γιαν	yann	γιαν	PROPN	
yann	τζαν	yann	τζαν	PROPN	
compromis	συμβιβασμοί	compromis	συμβιβασμός	N;MASC;SG	N;NOM;MASC;PL
compromis	συμβιβαστική	compromis	συμβιβαστικός	N;MASC;SG	ADJ;NOM;FEM;SG
middle	μεση	middle	μεσος	PROPN	N;NOM;FEM;SG
middle	μεσαία	middle	μεσαίος	PROPN	ADV
middle	μέση	middle	μέσο	PROPN	N;NOM;FEM;SG
middle	μεσαίο	middle	μεσαίος	PROPN	N;NOM;NEUT;SG
chaine	αλυσίδες	chaîne	αλυσίδα	N;FEM;SG	N;NOM;FEM;PL
séoul	σεούλ	séoul	σεούλ	PROPN	PROPN;NOM;FEM;SG
partager	share	partager	share	V;NFIN	
partager	κοινοποίηση	partager	κοινοποίηση	V;NFIN	N;NOM;FEM;SG
partager	μετοχή	partager	μετοχή	V;NFIN	N;NOM;FEM;SG
partager	μερίδιο	partager	μερίδιο	V;NFIN	N;NOM;NEUT;SG
pluriel	πληθυντικός	pluriel	πληθυντικός	N;MASC;SG	ADJ;NOM;MASC;SG
omar	ομάρ	omar	ομάρ	PROPN	
monica	μόνικα	monica	μόνικα	PROPN	ADJ;NOM;FEM;SG
josef	ιωσήφ	josef	ιωσήφ	PROPN	N;MASC;SG
josef	γιόζεφ	josef	γιόζεφ	PROPN	
josef	τζόζεφ	josef	τζόζεφ	PROPN	PROPN;NOM;MASC;SG
michèle	michelle	michèle	michelle	ADJ;FEM;SG	
michèle	μισέλ	michèle	μισέλ	ADJ;FEM;SG	
michèle	μιχάλη	michèle	μιχάλος	ADJ;FEM;SG	N
michèle	michèle	michèle	michèle	ADJ;FEM;SG	
pommes	μήλο	pomme	μήλος	N;FEM;PL	N;NOM;NEUT;SG
pommes	apple	pomme	apple	N;FEM;PL	
vannes	γκέιτς	vanne	γκέιτς	N;MASC;PL	PROPN;NOM;MASC;SG
haine	μισώ	haine	μισώ	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
motte	motte	motte	motte	N;FEM;SG	
poussée	ώθηση	poussée	ώθηση	V;FEM;SG;PST;V.PTCP	N;ACC;FEM;SG
giorgio	τζόρτζιο	giorgio	τζόρτζιος	PROPN	
nommer	ονομασία	nommer	ονομασία	V;NFIN	N;NOM;FEM;SG
nommer	όνομα	nommer	όνομα	V;NFIN	N;NOM;NEUT;SG
nommer	ονομα	nommer	ονομα	V;NFIN	N;NOM;NEUT;SG
lettonie	λεττονία	lettonie	λεττονία	N;FEM;SG	PROPN;ACC;FEM;SG
lettonie	λετονία	lettonie	λετονία	N;FEM;SG	PROPN;ACC;FEM;SG
lettonie	λετονίας	lettonie	λετονία	N;FEM;SG	PROPN;GEN;FEM;SG
lettonie	λετονική	lettonie	λετονικός	N;FEM;SG	ADJ;NOM;FEM;SG
fermes	αγρόκτημα	ferme	αγρόκτημα	ADJ;FEM;PL	N;NOM;NEUT;SG
fermes	farm	ferme	farm	ADJ;FEM;PL	
fermes	φάρμα	ferme	φάρμα	ADJ;FEM;PL	N;NOM;FEM;SG
fermes	φάρμες	ferme	φάρμος	ADJ;FEM;PL	N;NOM;FEM;PL
fermes	εκμεταλλεύσεις	ferme	εκμετάλλευση	ADJ;FEM;PL	N;NOM;FEM;PL
fermes	αγροκτήματα	ferme	αγρόκτημα	ADJ;FEM;PL	N;NOM;NEUT;PL
échappe	αποδράσεις	échapper	απόδραση	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
tunisienne	τυνησίας	tunisien	τυνησία	ADJ;FEM;SG	N;GEN;FEM;SG
tunisienne	τυνησία	tunisien	τυνησία	ADJ;FEM;SG	PROPN;ACC;FEM;SG
tunisienne	τυνησίας	tunisien	τυνησία	ADJ;FEM;SG	N;GEN;FEM;SG
restaurer	επαναφορά	restaurer	επαναφορά	V;NFIN	N;NOM;FEM;SG
annecy	annecy	annecy	annecy	PROPN	
edwards	έντουαρντς	edward	έντουαρντς	PROPN	PROPN;NOM;MASC;SG
distances	απόσταση	distance	απόσταση	N;FEM;PL	N;ACC;FEM;SG
donnés	δεδομένο	donner	δεδομένο	V;MASC;PL;PST;V.PTCP	N;NOM;NEUT;SG
donnés	δεδομένου	donner	δεδομένο	V;MASC;PL;PST;V.PTCP	ADV
donnés	δωρεά	donner	δωραός	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
ronald	ρόναλντ	ronald	ρόναλντ	PROPN	PROPN;NOM;MASC;SG
charité	φιλανθρωπικό	charité	φιλανθρωπικό	N;FEM;SG	ADJ;NOM;NEUT;SG
charité	φιλανθρωπική	charité	φιλανθρωπικός	N;FEM;SG	ADJ;NOM;FEM;SG
exceptionnelle	έκτακτα	exceptionnel	έκτακτα	ADJ;FEM;SG	ADV
exceptionnelle	εξαιρετικές	exceptionnel	εξαιρετικός	ADJ;FEM;SG	ADJ;NOM;FEM;PL
exceptionnelle	έκτακτη	exceptionnel	έκτακτος	ADJ;FEM;SG	N;NOM;FEM;SG
