der	os	der	o	DET;NOM;DEF;MASC;SG	PRO;ACC;MASC;PL;3
bedeckt	nublado	bedecken	nublar	ADJ;V.PTCP	V;MASC;SG;V.PTCP
echt	genuínas	echt	genuíno	ADJ	N;FEM;PL
echt	realmente	echt	realmente	ADJ	ADV
menschliche	humano	menschlich	humano	ADJ;NOM;FEM;PL	ADJ;MASC;SG
menschliche	humanas	menschlich	humano	ADJ;NOM;FEM;PL	N;FEM;PL
menschliche	humana	menschlich	humano	ADJ;NOM;FEM;PL	ADJ;FEM;SG
menschliche	human	menschlich	human	ADJ;NOM;FEM;PL	N;MASC;SG
erzbistum	arquidiocese	erzbistum	arquidiocese	PROPN	N;FEM;SG
erzbistum	arcebispado	erzbistum	arcebispado	PROPN	N;MASC;SG
kansas	kansas	kansas	kansa	PROPN;NOM;NEUT;SG	N;MASC;SG
führende	conduzindo	führend	conduzir	ADJ;NOM;FEM;PL	V;V.MSDR
führende	liderando	führend	liderar	ADJ;NOM;FEM;PL	V;V.MSDR
führende	liderar	führend	liderar	ADJ;NOM;FEM;PL	V;NFIN
dunkel	dark	dunkel	dark	ADJ	N;MASC;SG
dunkel	trevas	dunkel	treva	ADJ	N;FEM;PL
dunkel	escuridão	dunkel	escuridão	ADJ	N;FEM;SG
verbesserte	melhorados	verbessern	melhorar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
logik	lógico	logik	lógico		ADJ;MASC;SG
logik	lógica	logik	lógico		N;FEM;SG
jüngste	caçula	jung	caçula	ADJ;NOM;FEM;SG	N;MASC;SG
aufhebung	revogar	aufhebung	revogar	N;NOM;FEM;SG	V;NFIN
aufhebung	levantar	aufhebung	levantar	N;NOM;FEM;SG	V;NFIN
aufhebung	levantando	aufhebung	levantar	N;NOM;FEM;SG	V;V.MSDR
unabhängigen	independentes	unabhängig	independente	ADJ	N;MASC;PL
unabhängigen	independent	unabhängig	independent	ADJ	N;MASC;SG
unabhängigen	independentes	unabhängig	independente	ADJ	N;MASC;PL
partie	lot	partie	lot		N;MASC;SG
partie	lote	partie	lote		N;MASC;SG
partie	lote	partie	lote		N;MASC;SG
freigabe	solte	freigabe	soltar	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
freigabe	soltando	freigabe	soltar	N;NOM;FEM;SG	V;V.MSDR
freigabe	liberando	freigabe	liberar	N;NOM;FEM;SG	V;V.MSDR
freigabe	desbloquear	freigabe	desbloquear	N;NOM;FEM;SG	V;NFIN
mischung	mistura	mischung	mistura	ADJ	N;FEM;SG
mischung	misturando	mischung	misturar	ADJ	V;V.MSDR
mischung	mixagem	mischung	mixagem	ADJ	N;FEM;SG
mischung	misturar	mischung	misturar	ADJ	V;NFIN
mischung	mistura	mischung	mistura	ADJ	N;FEM;SG
mischung	mix	mischung	mix	ADJ	N;MASC;SG
mischung	mixagem	mischung	mixagem	ADJ	N;FEM;SG
mischung	misture	mischung	misture	ADJ	V;SBJV;SG;3;PRS;FIN
mischung	misturar	mischung	misturar	ADJ	V;NFIN
mischung	mistura	mischung	mistura	ADJ	N;FEM;SG
mischung	mistura	mischung	mistura	ADJ	N;FEM;SG
mischung	misturar	mischung	misturar	ADJ	V;NFIN
mischung	mistura	mischung	mistura	ADJ	N;FEM;SG
mischung	misturando	mischung	misturar	ADJ	V;V.MSDR
mischung	misturar	mischung	misturar	ADJ	V;NFIN
geschäft	lojas	schäfen	loja	N;NOM;NEUT;SG	N;FEM;PL
geschäft	conservar	schäfen	conservar	N;NOM;NEUT;SG	V;NFIN
geschäft	armazenar	schäfen	armazenar	N;NOM;NEUT;SG	V;NFIN
geschäft	negócios	schäfen	negócio	N;NOM;NEUT;SG	N;MASC;PL
angehörige	dependentes	angehörig	dependente	ADJ;NOM;FEM;PL	N;MASC;PL
angehörige	parentes	angehörig	parente	ADJ;NOM;FEM;PL	N;MASC;PL
angehörige	dependentes	angehörig	dependente	ADJ;NOM;FEM;PL	N;MASC;PL
pour	pour	pour	pour		N;MASC;SG
streng	estrito	streng	estrito	ADJ	V;MASC;SG;V.PTCP
streng	estrita	streng	estrita	ADJ	V;FEM;SG;V.PTCP
streng	rigorosamente	streng	rigorosamente	ADJ	ADV
streng	estritamente	streng	estritamente	ADJ	ADV
inc	inc	inc	inc		N;MASC;SG
claus	claus	claus	claus	PROPN;NOM;MASC;SG	N;MASC;SG
katholisch	católico	katholisch	católico	ADJ	N;MASC;SG
katholisch	católicas	katholisch	católico	ADJ	N;FEM;PL
katholisch	católicos	katholisch	católico	ADJ	N;MASC;PL
katholisch	catolicismo	katholisch	catolicismo	ADJ	N;MASC;SG
katholisch	católica	katholisch	católico	ADJ	N;FEM;SG
katholisch	católicos	katholisch	católico	ADJ	N;MASC;PL
colorado	colorado	colorado	colorar	PROPN;NOM;MASC;SG	V;MASC;SG;V.PTCP
botaniker	botânica	botaniker	botânica	ADJ	N;FEM;SG
botaniker	botânico	botaniker	botânico	ADJ	N;MASC;SG
übersetzungen	traduções	übersetzingen	tradução	V;NFIN	N;FEM;PL
übersetzungen	tradução	übersetzingen	tradução	V;NFIN	N;FEM;SG
übersetzungen	traduções	übersetzingen	tradução	V;NFIN	N;FEM;PL
letztendlich	eventualmente	letztendlich	eventualmente	ADJ	ADV
letztendlich	enfim	letztendlich	enfim	ADJ	ADV
letztendlich	finalmente	letztendlich	finalmente	ADJ	ADV
opera	opera	opera	operar	PROPN;NOM;SG	V;IND;SG;3;PRS;FIN
opera	ópera	opera	ópera	PROPN;NOM;SG	N;FEM;SG
opera	óperas	opera	óperas	PROPN;NOM;SG	N;FEM;PL
brasilianischer	brasileiros	brasilianisch	brasileiro	ADJ	N;MASC;PL
brasilianischer	brasileiras	brasilianisch	brasileira	ADJ	N;FEM;PL
brasilianischer	brasileiro	brasilianisch	brasileiro	ADJ	N;MASC;SG
brasilianischer	brasileira	brasilianisch	brasileira	ADJ	N;FEM;SG
dichte	densas	dicht	denso	ADJ;NOM;SG	ADJ;FEM;PL
dichte	densidade	dicht	densidade	ADJ;NOM;SG	N;FEM;SG
verursacht	causa	verursachen	causa	V;V.PTCP	N;FEM;SG
verursacht	causas	verursachen	causa	V;V.PTCP	N;FEM;PL
abfahrt	ascendência	abfahren	ascendência	PROPN	N;FEM;SG
abfahrt	descida	abfahren	descida	PROPN	N;FEM;SG
abfahrt	partidas	abfahren	partida	PROPN	N;FEM;PL
abfahrt	saídas	abfahren	saída	PROPN	N;FEM;PL
abfahrt	saida	abfahren	saida	PROPN	N;FEM;SG
abfahrt	saída	abfahren	saída	PROPN	N;FEM;SG
abfahrt	sair	abfahren	sair	PROPN	V;NFIN
abfahrt	partida	abfahren	partida	PROPN	N;FEM;SG
abfahrt	downhill	abfahren	downhill	PROPN	N;MASC;SG
male	vezes	malen	vez	ADJ	N;MASC;PL
male	tempos	malen	tempo	ADJ	N;MASC;PL
male	times	malen	time	ADJ	N;MASC;PL
spät	tarde	spät	tarde	ADJ	ADV
spät	atrasada	spät	atrasar	ADJ	V;FEM;SG;V.PTCP
spät	tardia	spät	tardio	ADJ	N;FEM;SG
spät	atrasados	spät	atrasar	ADJ	V;MASC;PL;V.PTCP
spät	atrasado	spät	atrasar	ADJ	V;MASC;SG;V.PTCP
gnu	gnu	gnu	gnu	PROPN;NOM;MASC;SG	N;MASC;SG
kopie	duplicado	kopie	duplicar		V;MASC;SG;V.PTCP
kopie	duplicados	kopie	duplicar		V;MASC;PL;V.PTCP
kopie	duplicar	kopie	duplicar		V;NFIN
kopie	copiar	kopie	copiar		V;NFIN
kopie	cópia	kopie	cópia		N;FEM;SG
kopie	copie	kopie	copie		V;SBJV;SG;3;PRS;FIN
kopie	réplicas	kopie	réplica		N;FEM;PL
kopie	réplica	kopie	réplica		N;FEM;SG
kopie	exemplares	kopie	exemplar		N;MASC;PL
kopie	cópias	kopie	cópia		N;FEM;PL
östliche	orientais	östlich	oriental	ADJ;NOM;FEM;PL	N;MASC;PL
östliche	oriental	östlich	oriental	ADJ;NOM;FEM;PL	ADJ;MASC;SG
östliche	leste	östlich	leste	ADJ;NOM;FEM;PL	N;MASC;SG
östliche	eastern	östlich	eastern	ADJ;NOM;FEM;PL	N;MASC;SG
zeichnete	drew	zeichnen	drew	V;IND;SG;3;PST;FIN	N;MASC;SG
enkel	netos	enkel	neto		N;MASC;PL
enkel	neto	enkel	neto		N;MASC;SG
enkel	netos	enkel	neto		N;MASC;PL
enkel	neto	enkel	neto		N;MASC;SG
danzig	gdansk	danzig	gdansk	PROPN;NOM;MASC;SG	N;MASC;SG
danzig	gdansk	danzig	gdansk	PROPN;NOM;MASC;SG	N;MASC;SG
danzig	danzig	danzig	danzig	PROPN;NOM;MASC;SG	N;MASC;SG
bevölkerungsdichte	densidade	bevölkerungsdichte	densidade	ADJ;NOM;FEM;SG	N;FEM;SG
experten	especialistas	expert	especialista	V;IND;PL;3;FIN	N;PL
experten	peritos	expert	perito	V;IND;PL;3;FIN	N;MASC;PL
experten	especialistas	expert	especialista	V;IND;PL;3;FIN	N;PL
experten	perito	expert	perito	V;IND;PL;3;FIN	N;MASC;SG
experten	expert	expert	expert	V;IND;PL;3;FIN	N;MASC;SG
experten	especialista	expert	especialista	V;IND;PL;3;FIN	N;MASC;SG
experten	profissionais	expert	profissional	V;IND;PL;3;FIN	N;MASC;PL
ralph	ralph	ralph	ralph	PROPN;SG	N;MASC;SG
liberalen	liberais	liberal	liberal	ADJ;PL	N;MASC;PL
liberalen	liberais	liberal	liberal	ADJ;PL	N;MASC;PL
liberalen	liberal	liberal	liberal	ADJ;PL	ADJ;MASC;SG
nachfrage	procura	nachfrage	procura		N;FEM;SG
nachfrage	exigir	nachfrage	exigir		V;NFIN
nachfrage	demanda	nachfrage	demanda		N;FEM;SG
normal	costume	normal	costume	ADJ	N;MASC;SG
besuchen	visita	besuchen	visita	V;NFIN	N;FEM;SG
besuchen	visitas	besuchen	visita	V;NFIN	N;FEM;PL
besuchen	visita	besuchen	visita	V;NFIN	N;FEM;SG
alternativ	alternativamente	alternativ	alternativamente	ADJ	ADV
alternativ	alternativas	alternativ	alternativa	ADJ	N;FEM;PL
alternativ	alternativa	alternativ	alternativa	ADJ	N;FEM;SG
vorübergehend	temporariamente	vorübergehend	temporariamente	ADJ	ADV
vorübergehend	temporários	vorübergehend	temporário	ADJ	N;MASC;PL
vorübergehend	temporariamente	vorübergehend	temporariamente	ADJ	ADV
reform	reformas	reform	reforma		N;FEM;PL
reform	reformar	reform	reformar		V;NFIN
reform	reformar	reform	reformar		V;NFIN
reform	reforma	reform	reforma		N;FEM;SG
reform	reformas	reform	reforma		N;FEM;PL
existierte	existiam	existieren	existir	V;IND;SG;3;PST;FIN	V;IND;PL;3;IPFV;FIN
existierte	existia	existieren	existir	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
existierte	existiram	existieren	existir	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
europäischer	europeu	europäisch	europeu	ADJ	N;MASC;SG
europäischer	europeia	europäisch	europeu	ADJ	N;FEM;SG
europäischer	europeias	europäisch	europeia	ADJ	N;FEM;PL
institution	instituição	institution	instituição		N;FEM;SG
paulo	paulo	paulo	paulo	PROPN;NOM;MASC;SG	N;MASC;SG
reiter	reiter	reiter	reiter	ADJ	N;MASC;SG
reiter	equestre	reiter	equestre	ADJ	N;MASC;SG
reiter	cavaleiros	reiter	cavaleiro	ADJ	N;MASC;PL
reiter	motociclista	reiter	motociclista	ADJ	N;MASC;SG
reiter	rider	reiter	rider	ADJ	N;MASC;SG
mond	lua	mond	lua	PROPN;NOM;SG	N;FEM;SG
mond	moon	mond	moon	PROPN;NOM;SG	N;MASC;SG
verfasser	escritora	verfasser	escritor		N;FEM;SG
verfasser	escritor	verfasser	escritor		N;MASC;SG
verfasser	autores	verfasser	autor		N;MASC;PL
verfasser	autor	verfasser	autor		N;MASC;SG
verfasser	autora	verfasser	autora		N;FEM;SG
gas	acelerador	gesen	acelerador		N;MASC;SG
gas	gas	gesen	gas		N;MASC;SG
gas	gás	gesen	gás		N;MASC;SG
gas	gases	gesen	gase		N;MASC;PL
dozent	docente	dozent	docente	ADJ	N;MASC;SG
dozent	instrutor	dozent	instrutor	ADJ	N;MASC;SG
dozent	instrutora	dozent	instrutora	ADJ	N;FEM;SG
dozent	professora	dozent	professora	ADJ	N;FEM;SG
dozent	professor	dozent	professor	ADJ	N;MASC;SG
verwaltet	gerencia	verwalten	gerencia	V;V.PTCP	N;FEM;SG
autos	automóveis	autos	automóvel		N;MASC;PL
autos	carros	autos	carro		N;MASC;PL
autos	automóveis	autos	automóvel		N;MASC;PL
austausch	intercâmbio	austausch	intercâmbio		N;MASC;SG
austausch	trocas	austausch	troca		N;FEM;PL
austausch	intercâmbios	austausch	intercâmbio		N;MASC;PL
austausch	intercâmbio	austausch	intercâmbio		N;MASC;SG
austausch	troca	austausch	troca		N;FEM;SG
austausch	câmbio	austausch	câmbio		N;MASC;SG
austausch	intercâmbio	austausch	intercâmbio		N;MASC;SG
finanzierung	financiamentos	finanzierung	financiamento	N;NOM;FEM;SG	N;MASC;PL
finanzierung	finanças	finanzierung	finanças	N;NOM;FEM;SG	N;FEM;PL
dringend	urgência	dringend	urgência	ADJ	N;FEM;SG
dringend	urgentes	dringend	urgente	ADJ	N;MASC;PL
dringend	urgentemente	dringend	urgentemente	ADJ	ADV
überzeugen	convincente	überzeugen	convincente	V;NFIN	ADJ;MASC;SG
überzeugen	convincentes	überzeugen	convincente	V;NFIN	ADJ;MASC;PL
kommandant	comandante	kommandant	comandante	ADJ	N;MASC;SG
kommandant	comandante	kommandant	comandante	ADJ	N;MASC;SG
äußere	exterior	äußer	exterior	ADJ;NOM;FEM;PL	N;MASC;SG
äußere	exteriores	äußer	exterior	ADJ;NOM;FEM;PL	N;MASC;PL
äußere	exterior	äußer	exterior	ADJ;NOM;FEM;PL	N;MASC;SG
century	século	century	século	PROPN	N;MASC;SG
century	century	century	century	PROPN	N;MASC;SG
stone	stone	stone	stone	PROPN;SG	N;MASC;SG
stone	pedra	stone	pedra	PROPN;SG	N;FEM;SG
stone	pedras	stone	pedra	PROPN;SG	N;FEM;PL
töten	matança	töten	matança	V;NFIN	N;FEM;SG
töten	kill	töten	kill	V;NFIN	N;MASC;SG
töten	mata	töten	matar	V;NFIN	N;FEM;SG
raymond	raymond	raymond	raymond	PROPN;NOM;MASC;SG	N;MASC;SG
raymond	raimundo	raymond	raimundo	PROPN;NOM;MASC;SG	N;MASC;SG
dna	adn	dna	adn		N;MASC;SG
dna	dna	dna	dna		N;MASC;SG
anbau	cultivo	anbau	cultivo		N;MASC;SG
hammer	hammer	Hammer	hammer	ADJ	N;MASC;SG
hammer	martelo	Hammer	martelo	ADJ	N;MASC;SG
tournee	excursionou	tournen	excursionar		V;IND;SG;3;PST;FIN
takt	beat	takt	beat	ADJ	N;MASC;SG
takt	batida	takt	bater	ADJ	V;FEM;SG;V.PTCP
takt	bater	takt	bater	ADJ	V;NFIN
takt	derrame	takt	derrame	ADJ	N;MASC;SG
takt	avc	takt	avc	ADJ	N;MASC;SG
takt	tacto	takt	tacto	ADJ	N;MASC;SG
takt	tato	takt	tato	ADJ	N;MASC;SG
glaubt	believe	glauben	believe	V;IND;SG;3;PRS;FIN	N;MASC;SG
glaubt	creia	glauben	crear	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
glaubt	acredite	glauben	acreditar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
genehmigung	autorização	genehmigung	autorização	ADJ	N;FEM;SG
genehmigung	autorizações	genehmigung	autorização	ADJ	N;FEM;PL
genehmigung	permissão	genehmigung	permissão	ADJ	N;FEM;SG
genehmigung	consentir	genehmigung	consentir	ADJ	V;NFIN
genehmigung	consentimento	genehmigung	consentimento	ADJ	N;MASC;SG
genehmigung	autorização	genehmigung	autorização	ADJ	N;FEM;SG
genehmigung	homologação	genehmigung	homologação	ADJ	N;FEM;SG
genehmigung	aprovação	genehmigung	aprovação	ADJ	N;FEM;SG
ausführlich	detalhado	ausführlich	detalhar	ADJ	V;MASC;SG;V.PTCP
ausführlich	pormenorizadas	ausführlich	pormenorizar	ADJ	V;FEM;PL;V.PTCP
ausführlich	detalhada	ausführlich	detalhar	ADJ	V;FEM;SG;V.PTCP
ausführlich	detalhadas	ausführlich	detalhar	ADJ	V;FEM;PL;V.PTCP
ausnahmen	excepções	ausnehmen	excepção	V;NFIN	N;FEM;PL
ausnahmen	exceções	ausnehmen	exceção	V;NFIN	N;FEM;PL
ausnahmen	exclusões	ausnehmen	exclusão	V;NFIN	N;FEM;PL
ausnahmen	isenções	ausnehmen	isenção	V;NFIN	N;FEM;PL
ausnahmen	excepções	ausnehmen	excepção	V;NFIN	N;FEM;PL
sitzt	sentados	sitzen	sentar	V;IND;SG;3;PRS;FIN	V;MASC;PL;V.PTCP
administrator	administrador	administrator	administrador	PROPN	N;MASC;SG
administrator	administradora	administrator	administradora	PROPN	N;FEM;SG
administrator	administrador	administrator	administrador	PROPN	N;MASC;SG
administrator	administradora	administrator	administradora	PROPN	N;FEM;SG
entwicklungen	desenvolvimento	entwicklung	desenvolvimento	V;NFIN	N;MASC;SG
entwicklungen	evolução	entwicklung	evolução	V;NFIN	N;FEM;SG
entwicklungen	tendências	entwicklung	tendência	V;NFIN	N;FEM;PL
entwicklungen	evolution	entwicklung	evolution	V;NFIN	N;MASC;SG
entwicklungen	evolução	entwicklung	evolução	V;NFIN	N;FEM;SG
entwicklungen	evoluções	entwicklung	evolução	V;NFIN	N;FEM;PL
entwicklungen	desenvolvimentos	entwicklung	desenvolvimento	V;NFIN	N;MASC;PL
verletzung	infrações	verletzung	infração	N;FEM;SG	N;FEM;PL
verletzung	infracções	verletzung	infracção	N;FEM;SG	N;FEM;PL
verletzung	lesões	verletzung	lesão	N;FEM;SG	N;FEM;PL
verletzung	lesões	verletzung	lesão	N;FEM;SG	N;FEM;PL
verletzung	ferimentos	verletzung	ferimento	N;FEM;SG	N;MASC;PL
eintritt	entrada	eintreten	entrada	V;IND;SG;3;PRS;FIN	N;FEM;SG
eintritt	entrada	eintreten	entrada	V;IND;SG;3;PRS;FIN	N;FEM;SG
eintritt	admissão	eintreten	admissão	V;IND;SG;3;PRS;FIN	N;FEM;SG
nationaler	national	national	national	ADJ	N;MASC;SG
nationaler	nacionais	national	nacional	ADJ	N;MASC;PL
verbundenen	afiliado	verbunden	afiliar	V;IND;PL;3;PST;FIN	V;MASC;SG;V.PTCP
verbundenen	afiliada	verbunden	afiliar	V;IND;PL;3;PST;FIN	V;FEM;SG;V.PTCP
verbundenen	afiliados	verbunden	afiliar	V;IND;PL;3;PST;FIN	N;MASC;PL
roy	roy	roy	roy	PROPN;NOM;MASC;SG	N;MASC;SG
gottlieb	gottlieb	gottlei	gottlieb	PROPN;NOM;SG	N;MASC;SG
girl	menina	gerlen	menina		N;FEM;SG
girl	moça	gerlen	moça		N;FEM;SG
girl	miúda	gerlen	miúda		N;FEM;SG
girl	rapariga	gerlen	rapaz		N;FEM;SG
girl	garota	gerlen	garota		N;FEM;SG
sozialistischen	socialistas	sozialistisch	socialista	ADJ;NOM;MASC;PL	N;MASC;PL
sozialistischen	socialista	sozialistisch	socialista	ADJ;NOM;MASC;PL	N;MASC;SG
spektrum	espectro	spektrum	espectro	ADJ	N;MASC;SG
erben	herdeiro	erben	herdeiro		N;MASC;SG
erben	herdeira	erben	herdeira		N;FEM;SG
erben	herdar	erben	herdar		V;NFIN
erben	herda	erben	herda		V;IND;SG;3;PRS;FIN
erben	herdeiros	erben	herdeiro		N;MASC;PL
erben	herança	erben	herança		N;FEM;SG
offiziere	oficiais	offizieren	oficial		N;MASC;PL
viktor	vítor	viktor	vítor	PROPN;NOM;MASC;SG	N;MASC;SG
viktor	victor	viktor	victor	PROPN;NOM;MASC;SG	N;MASC;SG
viktor	vitor	viktor	vitor	PROPN;NOM;MASC;SG	N;MASC;SG
viktor	vítor	viktor	vítor	PROPN;NOM;MASC;SG	N;MASC;SG
viktor	viktor	viktor	viktor	PROPN;NOM;MASC;SG	N;MASC;SG
installiert	instalações	installieren	instalação	V;V.PTCP	N;FEM;PL
installiert	instalação	installieren	instalação	V;V.PTCP	N;FEM;SG
round	redonda	round	redonda		N;FEM;SG
round	redondo	round	redonder		N;MASC;SG
round	ronda	round	ronda		N;FEM;SG
round	round	round	round		N;MASC;SG
round	rodada	round	rodada		N;FEM;SG
mobile	móvel	mobil	móvel	ADJ;NOM;FEM;PL	N;MASC;SG
mobile	telemóvel	mobil	telemóvel	ADJ;NOM;FEM;PL	N;MASC;SG
mobile	celular	mobil	celular	ADJ;NOM;FEM;PL	N;MASC;SG
mobile	móveis	mobil	móvel	ADJ;NOM;FEM;PL	N;MASC;PL
marketing	marketing	marketing	marketing	ADJ	N;MASC;SG
marketing	comercialização	marketing	comercialização	ADJ	N;FEM;SG
kap	cape	kopmen	cape		N;MASC;SG
kap	cabo	kopmen	cabo		N;MASC;SG
kap	capa	kopmen	capa		N;FEM;SG
projekten	projectos	projekt	projecto	V;IND;PL;3;PST;FIN	N;MASC;PL
projekten	projetos	projekt	projeto	V;IND;PL;3;PST;FIN	N;MASC;PL
stadium	estádio	stadium	estádio	ADJ	N;MASC;SG
stadium	stadium	stadium	stadium	ADJ	N;MASC;SG
wikipedianer	wikipedistas	wikipedianer	wikipedista	ADJ	N;MASC;PL
archäologischen	arqueológico	archäologisch	arqueológico	ADJ;NOM;MASC;PL	ADJ;MASC;SG
archäologischen	arqueológica	archäologisch	arqueológico	ADJ;NOM;MASC;PL	N;FEM;SG
archäologischen	arqueológico	archäologisch	arqueológico	ADJ;NOM;MASC;PL	ADJ;MASC;SG
archäologischen	arqueológicos	archäologisch	arqueológico	ADJ;NOM;MASC;PL	N;MASC;PL
archäologischen	arqueológicas	archäologisch	arqueológico	ADJ;NOM;MASC;PL	N;FEM;PL
archäologischen	arqueologia	archäologisch	arqueologia	ADJ;NOM;MASC;PL	N;FEM;SG
donald	donald	donald	donald	PROPN;NOM;MASC;SG	N;MASC;SG
regelmäßige	regularmente	regelmäßig	regularmente	ADJ;NOM;FEM;PL	ADV
regelmäßige	regular	regelmäßig	regular	ADJ;NOM;FEM;PL	ADJ;MASC;SG
regelmäßige	periódico	regelmäßig	periódico	ADJ;NOM;FEM;PL	N;MASC;SG
regelmäßige	periódica	regelmäßig	periódico	ADJ;NOM;FEM;PL	N;FEM;SG
regelmäßige	periódicos	regelmäßig	periódico	ADJ;NOM;FEM;PL	N;MASC;PL
doppelt	duplicar	doppelt	duplicar	ADJ	V;NFIN
doppelt	dupla	doppelt	dupla	ADJ	N;FEM;SG
doppelt	duplo	doppelt	duplo	ADJ	N;MASC;SG
doppelt	dobro	doppelt	dobro	ADJ	N;MASC;SG
humboldt	humboldt	humboldt	humboldt	PROPN;NOM;MASC;SG	N;MASC;SG
eier	ovos	eier	ovo		N;MASC;PL
eier	tomates	eier	tomate		N;MASC;PL
eier	bolas	eier	bola		N;FEM;PL
eier	bailes	eier	baile		N;MASC;PL
eier	egg	eier	egg		N;MASC;SG
eier	ovo	eier	ovo		N;MASC;SG
eier	ovos	eier	ovo		N;MASC;PL
oslo	oslo	oslo	oslo	PROPN;SG	N;MASC;SG
eingeladen	convidados	einladen	convidado	V;V.PTCP	N;MASC;PL
eingeladen	convites	einladen	convite	V;V.PTCP	N;MASC;PL
eingeladen	convite	einladen	convite	V;V.PTCP	N;MASC;SG
suchte	procurei	suchen	procorar	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
angrenzenden	adjacentes	angrenzend	adjacente	ADJ	N;MASC;PL
angrenzenden	adjacente	angrenzend	adjacente	ADJ	N;MASC;SG
angrenzenden	adjacentes	angrenzend	adjacente	ADJ	N;MASC;PL
angrenzenden	adjacente	angrenzend	adjacente	ADJ	N;MASC;SG
zeitgleich	simultaneamente	zeitgleich	simultaneamente	ADJ	ADV
zeitgleich	coincidindo	zeitgleich	coincidir	ADJ	V;V.MSDR
list	astúcia	lesen	astúcia	PROPN;NOM;SG	N;FEM;SG
list	astuta	lesen	astuta	PROPN;NOM;SG	ADJ;FEM;SG
list	astuto	lesen	astuto	PROPN;NOM;SG	ADJ;MASC;SG
list	estratagema	lesen	estratagema	PROPN;NOM;SG	N;MASC;SG
publizist	publicitário	publizist	publicitário	ADJ	N;MASC;SG
publizist	publicitária	publizist	publicitário	ADJ	N;FEM;SG
pädagoge	pedagogo	pädagoge	pedagogo	ADJ	N;MASC;SG
pädagoge	educadora	pädagoge	educadora	ADJ	N;FEM;SG
pädagoge	educador	pädagoge	educador	ADJ	N;MASC;SG
verbreitete	difundido	verbreitet	difundir	ADJ;SG	V;MASC;SG;V.PTCP
verbreitete	difundida	verbreitet	difundir	ADJ;SG	V;FEM;SG;V.PTCP
verbreitete	generalizada	verbreitet	generalizado	ADJ;SG	V;FEM;SG;V.PTCP
verbreitete	disseminada	verbreitet	disseminar	ADJ;SG	V;FEM;SG;V.PTCP
verbreitete	divulgados	verbreitet	divulgar	ADJ;SG	V;MASC;PL;V.PTCP
light	light	light	light	PROPN	N;MASC;SG
light	luz	light	luz	PROPN	N;FEM;SG
light	leve	light	levar	PROPN	V;SBJV;SG;3;PRS;FIN
ross	ross	roß	ross	PROPN;NOM	N;MASC;SG
thai	tailandesa	thai	tailandês		N;FEM;SG
thai	tailandês	thai	tailandês		N;MASC;SG
thai	thai	thai	thai		N;MASC;SG
thai	tailandeses	thai	tailandês		N;MASC;PL
antrieb	propulsão	antreiben	propulsão	V;IND;SG;3;PST;FIN	N;FEM;SG
antrieb	motores	antreiben	motor	V;IND;SG;3;PST;FIN	N;MASC;PL
antrieb	conduza	antreiben	conduzir	V;IND;SG;3;PST;FIN	V;SBJV;SG;3;PRS;FIN
antrieb	conduz	antreiben	conduzir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
antrieb	drive	antreiben	drive	V;IND;SG;3;PST;FIN	N;MASC;SG
antrieb	drives	antreiben	drive	V;IND;SG;3;PST;FIN	N;MASC;PL
antrieb	conduz	antreiben	conduzir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
urban	urban	urban	urban		N;MASC;SG
urban	urbano	urban	urbano		N;MASC;SG
urban	urbana	urban	urbano		N;FEM;SG
urban	urbanas	urban	urbano		N;FEM;PL
urban	urbanos	urban	urbano		N;MASC;PL
jonathan	jonathan	jonathan	jonathan	PROPN;NOM;MASC;SG	N;MASC;SG
memorial	memorial	memorial	memorial		N;MASC;SG
digitale	digitais	digital	digital	ADJ;NOM;FEM;PL	N;MASC;PL
digitale	digital	digital	digital	ADJ;NOM;FEM;PL	N;MASC;SG
archive	arquivo	archiv	arquivo	N;NOM;FEM;PL	N;MASC;SG
archive	arquivo	archiv	arquivo	N;NOM;FEM;PL	N;MASC;SG
archive	arquivar	archiv	arquivar	N;NOM;FEM;PL	V;NFIN
gegangen	gone	gehen	gone	V;V.PTCP	N;MASC;SG
nelson	nelson	nelson	nelson	PROPN;NOM;MASC;SG	N;MASC;SG
mittelalters	medievais	mittelalters	medieval		N;MASC;PL
mittelalters	medieval	mittelalters	medieval		ADJ;MASC;SG
speyer	speyer	speyer	speyer		N;MASC;SG
ungarische	húngaros	ungarisch	húngaro	ADJ;NOM;FEM;PL	N;MASC;PL
ungarische	húngaro	ungarisch	húngaro	ADJ;NOM;FEM;PL	N;MASC;SG
ungarische	húngara	ungarisch	húngaro	ADJ;NOM;FEM;PL	N;FEM;SG
iowa	iowa	iowa	iowa	PROPN;NOM;NEUT;SG	N;MASC;SG
reiche	reinos	reichen	reino	ADJ;NOM;FEM;PL	N;MASC;PL
bayerischer	baviera	bayerisch	baviera	ADJ	N;FEM;SG
