عنبر	ward	عُنبُر	ward		PROPN;ANIM;NOM;MASC;SG
باع	predané	بَاع	predaný	V;PFV;MASC;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
باع	predávané	بَاع	predávaný	V;PFV;MASC;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
روميو	romeo	رُومِيُو	romeo		N;INAN;NOM;MASC;SG
رسومات	grafiku	رَسم	grafik	N;NOM;INDF;PL	N;ACC;FEM;SG
رسومات	grafické	رَسم	grafický	N;NOM;INDF;PL	ADJ;NOM;NEUT;SG
رسومات	grafika	رَسم	grafika	N;NOM;INDF;PL	N;NOM;FEM;SG
مصباح	svietidlo	مِصبَاح	svietidlo		N;NOM;NEUT;SG
مصباح	žiarovka	مِصبَاح	žiarovka		N;NOM;FEM;SG
مصباح	lampa	مِصبَاح	lampa		N;NOM;FEM;SG
مايا	maya	مَاي	maya		PROPN;NOM;FEM;SG
الانقسام	rozdeliť	اِنقِسَام	rozdeliť	N;NOM;DEF;SG	V;PFV;POS;NFIN
الانقسام	deliť	اِنقِسَام	deliť	N;NOM;DEF;SG	V;IPFV;POS;NFIN
التغطية	pokrytia	تَغطِيَة	pokrytie	N;NOM;DEF;SG	N;NOM;NEUT;PL
التراجع	ustúpiť	تَرَاجُع	ustúpiť	N;NOM;DEF;SG	V;PFV;POS;NFIN
الزينة	dekorácie	زِينَة	dekorácia	N;NOM;DEF;SG	N;NOM;FEM;PL
الزينة	ozdoby	زِينَة	ozdob	N;NOM;DEF;SG	N;NOM;FEM;PL
الكلوي	obličky	كُلُوِيّ	oblička	N;NOM;DEF;SG	N;NOM;FEM;PL
الكلوي	renálna	كُلُوِيّ	renálny	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الكلوي	obličiek	كُلُوِيّ	oblička	N;NOM;DEF;SG	N;GEN;FEM;PL
السقف	streche	سَقف	strecha	N;NOM;DEF;SG	N;DAT;FEM;SG
السقف	strechy	سَقف	strecha	N;NOM;DEF;SG	N;NOM;FEM;PL
السقف	strešné	سَقف	strešný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
السقف	strechu	سَقف	strecha	N;NOM;DEF;SG	N;ACC;FEM;SG
فراغ	prázdnotu	فَرَاغ	prázdnota	N;NOM;INDF;SG	N;ACC;FEM;SG
فراغ	vákuové	فَرَاغ	vákuový	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
الطاولة	tabuľke	طَاوِلَة	tabuľka	N;NOM;DEF;SG	N;DAT;FEM;SG
بلاط	dlaždice	بَلَاط	dlaždica	N;NOM;INDF;SG	N;NOM;FEM;PL
بلاط	dlaždice	بَلَاط	dlaždica	N;NOM;INDF;SG	N;NOM;FEM;PL
متزوجة	manželia	مُتَزَوِّج	manželiť	ADJ;NOM;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
المرات	times	مَرَّة	times	N;NOM;DEF;PL	
تولد	narodená	تَوَلُّد	narodený	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
تولد	narodené	تَوَلُّد	narodený	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
تولد	narodený	تَوَلُّد	narodený	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
تولد	plemeno	تَوَلُّد	plemeno	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
تولد	plemena	تَوَلُّد	plemeno	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;NEUT;PL
تولد	generovanie	تَوَلُّد	generovanie	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
تمرير	stretávacie	تَمرِير	stretávací	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
تمرير	posúvať	تَمرِير	posúvať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
تمرير	posunúť	تَمرِير	posunúť	N;NOM;INDF;SG	V;PFV;POS;NFIN
تمرير	prejsť	تَمرِير	prejsť	N;NOM;INDF;SG	V;PFV;POS;NFIN
تمرير	pass	تَمرِير	pass	N;NOM;INDF;SG	INTJ
عجلة	kolesa	عَجَلَة	kolesa	N;NOM;INDF;SG	N;NOM;NEUT;PL
الطحالب	rias	طَحَالَب	rias	N;NOM;DEF;PL	N;GEN;FEM;PL
فاي	faye	فاي	fay		PROPN;NOM;FEM;SG
مطلقة	rozviedla	مُطلَق	rozviesť	ADJ;NOM;INDF;FEM;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
مطلقة	absolútnu	مُطلَق	absolútny	ADJ;NOM;INDF;FEM;SG	N;ACC;FEM;SG
مطلقة	absolútne	مُطلَق	absolútny	ADJ;NOM;INDF;FEM;SG	ADV
كروية	sférických	كُروِيّ	sférický	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;MASC;PL
ديربي	derby	ديربي	derba		N;INAN;NOM;MASC;PL
رون	ron	رُون	ron		PROPN;ANIM;NOM;MASC;SG
جيوفاني	giovanni	جيوفاني	giovanňa		PROPN;ANIM;NOM;MASC;SG
الكهرومغناطيسية	elektromagnetických	كَهرُومغَاطِيسِيَّة	elektromagnetický		ADJ;GEN;MASC;PL
الكهرومغناطيسية	elektromagnetickej	كَهرُومغَاطِيسِيَّة	elektromagnetický		ADJ;GEN;FEM;SG
الكهرومغناطيسية	elektromagnetické	كَهرُومغَاطِيسِيَّة	elektromagnetický		ADJ;NOM;NEUT;SG
الحائط	steny	حَائِط	stena	N;NOM;DEF;SG	N;NOM;FEM;PL
الحائط	wall	حَائِط	wall	N;NOM;DEF;SG	
الحائط	stenu	حَائِط	stena	N;NOM;DEF;SG	N;ACC;FEM;SG
الحائط	stene	حَائِط	stena	N;NOM;DEF;SG	N;DAT;FEM;SG
الكتل	blokov	كَتل	blok	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
الكتل	blokuje	كَتل	blokovať	N;NOM;DEF;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
زميل	kolega	زَمِيل	kolega		N;ANIM;NOM;MASC;SG
زميل	kolegu	زَمِيل	kolega		N;ANIM;ACC;MASC;SG
زميل	kolegyňa	زَمِيل	kolegyňa		N;NOM;FEM;SG
زميل	spolužiak	زَمِيل	spolužiak		N;ANIM;NOM;MASC;SG
معلقة	čaká	مُعَلَّق	čakať	ADJ;NOM;INDF;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
معلقة	čakajúce	مُعَلَّق	čakajúci	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
نورمان	norman	نُورَمَان	norman		N;NOM;FEM;SG
فعلت	hotová	فَعَل	hotový	V;PFV;FEM;SG;3;ACT	ADJ;NOM;FEM;SG
فعلت	urobené	فَعَل	urobený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
فعلت	hotové	فَعَل	hotový	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG
فعلت	hotovo	فَعَل	hotovo	V;PFV;FEM;SG;3;ACT	ADV
فعلت	vykonané	فَعَل	vykonaný	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ازدهرت	prekvitali	أَزدَه	prekvitať	V;PFV;FEM;SG;3;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
الشيشان	čečensku	شِيشَان	čečensko	N;NOM;DEF;SG	N;DAT;FEM;SG
الشيشان	čečenská	شِيشَان	čečenský	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
يفهم	pochopil	فَهِم	pochopiť	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
يفهم	pochopili	فَهِم	pochopiť	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
يفهم	pochopila	فَهِم	pochopiť	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;FEM;SG;POS;PST;V.PTCP
المناخية	klimatických	مُنَاخِيّ	klimatický	ADJ;NOM;DEF;FEM;SG	ADJ;GEN;MASC;PL
غسل	umyť	غُسل	umyť	N;NOM;INDF;SG	V;PFV;POS;NFIN
غسل	umývať	غُسل	umývať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
غسل	umývať	غُسل	umývať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
دمر	zničený	دَمَّر	zničený	V;PFV;MASC;SG;3;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
دمر	zničili	دَمَّر	zničiť	V;PFV;MASC;SG;3;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
دمر	zničené	دَمَّر	zničený	V;PFV;MASC;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
دمر	zničení	دَمَّر	zničenie	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;PL
دمر	zničená	دَمَّر	zničený	V;PFV;MASC;SG;3;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
دمر	ničiť	دَمَّر	ničiť	V;PFV;MASC;SG;3;ACT	V;IPFV;POS;NFIN
الاسكتلندي	škótska	إِسكُتلَندِيّ	škótsky	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
القادمين	prijatia	قَادِم	prijatie	ADJ;ACC;DEF;MASC;DU	N;NOM;NEUT;PL
تنفذ	vykoná	نَفَّذ	vykoný	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;PFV;IND;SG;3;POS;PRS;FIN
ميزان	stupnice	مِيزَان	stupnica	N;NOM;INDF;SG	N;NOM;FEM;PL
ميزان	váhy	مِيزَان	váha	N;NOM;INDF;SG	N;NOM;FEM;PL
العشاء	večera	عَشَاء	večer	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
التذكاري	pamätník	تَذَكَّار	pamätník		N;INAN;NOM;MASC;SG
التذكاري	memorial	تَذَكَّار	memoriať		PROPN;ANIM;NOM;MASC;SG
اهداف	gólov	هَدَف	gól	N;NOM;INDF;PL	N;INAN;GEN;MASC;PL
الضارة	škodlivý	ضَارّ	škodlivý	N;NOM;DEF;SG	ADJ;INAN;NOM;MASC;SG
الضارة	škodlivých	ضَارّ	škodlivý	N;NOM;DEF;SG	ADJ;GEN;MASC;PL
الضارة	škodlivé	ضَارّ	škodlivý	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
التميز	excelentnosti	تَمَيُّز	excelentnosť	N;NOM;DEF;SG	N;NOM;FEM;PL
امر	objednať	أَمر	objednať	N;NOM;INDF;SG	V;PFV;POS;NFIN
تعقد	zložitosť	عَقَد	zložitosť	V;IPFV;FEM;IND;SG;3;FIN;PASS	N;NOM;FEM;SG
تعقد	komplexnosť	عَقَد	komplexnosť	V;IPFV;FEM;IND;SG;3;FIN;PASS	N;NOM;FEM;SG
متحدة	united	مُتَّحِد	united	ADJ;NOM;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
متحدة	zjednotení	مُتَّحِد	zjednotenie	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;PL
المقترح	návrh	مُقتَرَح	návrh	ADJ;NOM;DEF;MASC;SG	N;INAN;NOM;MASC;SG
المقترح	navrhovaných	مُقتَرَح	navrhovaný	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
مورغان	morgan	مَورِغ	morgan		PROPN;ANIM;NOM;MASC;SG
غوستاف	gustav	غوستاف	gustaviť		PROPN;ANIM;NOM;MASC;SG
تشرشل	churchill	تَشَرشَل	churchill		PROPN;ANIM;NOM;MASC;SG
ابطال	hrdinov	بَطَل	hrdina	N;NOM;INDF;PL	N;ANIM;ACC;MASC;PL
ابطال	šampiónov	بَطَل	šampión	N;NOM;INDF;PL	N;ANIM;ACC;MASC;PL
مهنية	profesionálne	مِهنِيّ	profesionálny	ADJ;NOM;INDF;FEM;SG	ADV
مهنية	profesionál	مِهنِيّ	profesionál	ADJ;NOM;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
معسكرات	táboroch	مُعَسكَر	tábor	N;NOM;INDF;PL	N;INAN;ESS;MASC;PL
معسكرات	táborov	مُعَسكَر	tábor	N;NOM;INDF;PL	N;INAN;GEN;MASC;PL
نيكاراغوا	nikarague	نيكاراغوا	nikarage		N;INAN;GEN;MASC;SG
العقدة	uzol	العقدة	uzol		N;INAN;NOM;MASC;SG
العقدة	uzol	العقدة	uzol		N;INAN;NOM;MASC;SG
عطلة	sviatky	عُطلَة	sviatok	N;NOM;INDF;SG	N;INAN;NOM;MASC;PL
عطلة	prázdniny	عُطلَة	prázdniny	N;NOM;INDF;SG	N;NOM;FEM;PL
عطلة	dovolenku	عُطلَة	dovolenka	N;NOM;INDF;SG	N;ACC;FEM;SG
عطلة	prázdniny	عُطلَة	prázdniny	N;NOM;INDF;SG	N;NOM;FEM;PL
عطلة	dovolenky	عُطلَة	dovolenka	N;NOM;INDF;SG	N;NOM;FEM;PL
عطلة	dovolenku	عُطلَة	dovolenka	N;NOM;INDF;SG	N;ACC;FEM;SG
المحامين	právnikov	مُحَامِي	právnik	N;NOM;DEF;PL	N;ANIM;ACC;MASC;PL
ديانة	náboženstva	دِيَانَة	náboženstvo	N;NOM;INDF;SG	N;NOM;NEUT;PL
الحمى	horúčky	حَمَى	horúčka	N;NOM;DEF;SG	N;NOM;FEM;PL
فاعل	herec	فَاعِل	herec	ADJ;NOM;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
فاعل	herca	فَاعِل	herec	ADJ;NOM;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
كارولين	caroline	كارولين	carolina		N;NOM;FEM;SG
كارولين	karolína	كارولين	karolína		N;NOM;FEM;SG
لوكهيد	lockheed	لوكهيد	lockheed		ADV
الديون	dlhu	دَين	dlh	N;NOM;DEF;PL	N;INAN;GEN;MASC;SG
الديون	dlh	دَين	dlh	N;NOM;DEF;PL	N;INAN;NOM;MASC;SG
الديون	pohľadávka	دَين	pohľadávka	N;NOM;DEF;PL	N;NOM;FEM;SG
مظاهرة	ukážku	مُظَاهَرَة	ukážka	N;NOM;INDF;SG	N;ACC;FEM;SG
طالبان	talibanu	طَالِبَان	taliban	N;NOM;INDF;SG	N;ANIM;GEN;MASC;SG
طالبان	talibanom	طَالِبَان	taliban	N;NOM;INDF;SG	N;INAN;INS;MASC;SG
مانهاتن	manhattane	مانهاتن	manhattane		N;INAN;NOM;MASC;SG
مانهاتن	manhattan	مانهاتن	manhattan		N;ANIM;NOM;MASC;SG
حار	hot	حَارّ	hot	N;NOM;INDF;SG	
حار	horúca	حَارّ	horúci	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
حار	horúce	حَارّ	horúci	N;NOM;INDF;SG	ADJ;NOM;NEUT;PL
رين	rin	رين	rin		
الولد	boy	وَلَد	boy	N;NOM;DEF;SG	
التين	figy	اَلَّذِي	figa	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
وولف	vlk	وولف	vlk		N;ANIM;NOM;MASC;SG
وولف	wolf	وولف	wolf		PROPN;ANIM;NOM;MASC;SG
الصعوبات	ťažkostiach	صُعُوبَة	ťažkosť	N;NOM;DEF;PL	N;GEN;FEM;PL
الصعوبات	náročnosť	صُعُوبَة	náročnosť	N;NOM;DEF;PL	N;NOM;FEM;SG
الصعوبات	ťažkostí	صُعُوبَة	ťažkosť	N;NOM;DEF;PL	N;GEN;FEM;PL
خضر	green	خضر	green		PROPN;ANIM;NOM;MASC;SG
خضر	zelený	خضر	zelený		ADJ;ANIM;NOM;MASC;SG
خضر	zelené	خضر	zelený		ADJ;NOM;NEUT;SG
خضر	zelenú	خضر	zelený		N;ACC;FEM;SG
خضر	zelená	خضر	zelený		ADJ;NOM;FEM;SG
عقاب	trestom	عَقَاب	trest	N;NOM;INDF;SG	N;INAN;INS;MASC;SG
الراعي	sponzora	رَاعِي	sponzora	N;NOM;DEF;SG	N;ANIM;ACC;MASC;SG
الراعي	sponzorom	رَاعِي	sponzor	N;NOM;DEF;SG	N;ANIM;INS;MASC;SG
قياسات	meranie	قِيَاسَة	meranie	N;NOM;INDF;PL	N;NOM;NEUT;SG
نزيف	krvácania	نَزِيف	krvácanie	N;NOM;INDF;SG	N;NOM;NEUT;PL
نمساوي	rakúska	نِمسَاوِيّ	rakúska	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
نمساوي	rakúsky	نِمسَاوِيّ	rakúska	ADJ;NOM;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
نمساوي	rakúske	نِمسَاوِيّ	rakúska	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;PL
نمساوي	austrian	نِمسَاوِيّ	austrian	ADJ;NOM;INDF;MASC;SG	INTJ
مسطح	byt	مَسطَح	byt	ADJ;NOM;INDF;MASC;SG	N;INAN;NOM;MASC;SG
تحية	poctu	تَحِيَّة	poct	N;NOM;INDF;SG	N;INAN;ACC;MASC;SG
تحية	pozdravujem	تَحِيَّة	pozdravovať	N;NOM;INDF;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
تحية	pozdravy	تَحِيَّة	pozdrav	N;NOM;INDF;SG	N;NOM;FEM;PL
اطار	rámca	إِطَار	rámca	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
اطار	rámcom	إِطَار	rámec	N;NOM;INDF;SG	N;INAN;INS;MASC;SG
المشاهدين	divákov	مُشَاهِد	divák	N;NOM;DEF;PL	N;ANIM;ACC;MASC;PL
الوجوه	tvárí	وَجه	tvár	N;NOM;DEF;PL	N;GEN;FEM;PL
تبريد	chladiace	تَبرِيد	chladiaci	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
تبريد	chladenia	تَبرِيد	chladenie	N;NOM;INDF;SG	N;NOM;NEUT;PL
تبريد	chladiaci	تَبرِيد	chladiaci	N;NOM;INDF;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
تبريد	chladiace	تَبرِيد	chladiaci	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
اعلى	vyššia	اعلى	vysoký		ADJ;NOM;CMPR;FEM;SG
اعلى	vyšší	اعلى	vysoký		ADJ;ANIM;NOM;CMPR;MASC;SG
اعلى	vyššie	اعلى	vysoko		ADV;CMPR
اعلى	vyššiu	اعلى	vysoký		ADJ;ACC;CMPR;FEM;SG
اعلى	vyssie	اعلى	vyssieť		INTJ
مليارات	miliárd	مِليَار	miliárda	NUM;NOM;INDF;PL	N;NOM;FEM;SG
مليارات	miliardy	مِليَار	miliarda	NUM;NOM;INDF;PL	N;NOM;FEM;PL
عدو	nepriateľ	عَدُوّ	nepriateľ		N;ANIM;NOM;MASC;SG
عدو	nepriateľa	عَدُوّ	nepriateľ		N;ANIM;ACC;MASC;SG
عدو	nepriateľom	عَدُوّ	nepriateľ		N;ANIM;INS;MASC;SG
عدو	nepriateľ	عَدُوّ	nepriateľ		N;ANIM;NOM;MASC;SG
باير	bayer	بَايِر	bayer		PROPN;ANIM;NOM;MASC;SG
باير	baer	بَايِر	baer		PROPN;ANIM;NOM;MASC;SG
الجوع	hladu	جُوع	hlad	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
موثوق	spoľahlivo	مَوثُوق	spoľahlivo	ADJ;NOM;INDF;MASC;SG	ADV
القياسات	meranie	قِيَاسَة	meranie	N;NOM;DEF;PL	N;NOM;NEUT;SG
امتياز	koncesie	امتياز	koncesi	N;NOM;INDF;SG	N;NOM;FEM;PL
تحد	výzvu	أَحَدّ	výzva	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;ACC;FEM;SG
تحد	challenge	أَحَدّ	challenga	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;INAN;NOM;MASC;SG
تحد	výzva	أَحَدّ	výzva	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
تحد	vyzvať	أَحَدّ	vyzvať	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
الانتماء	patriace	اِنتِمَاء	patriaci	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
الانتماء	patriaci	اِنتِمَاء	patriaci	N;NOM;DEF;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
الانتماء	patriacich	اِنتِمَاء	patriaci	N;NOM;DEF;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
مكي	mckay	مكي	mckay		N;ANIM;NOM;MASC;SG
المحاولة	skúšam	مُحَاوَلَة	skúšať	N;NOM;DEF;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
قادمة	prichádza	قَادِم	prichádzať	ADJ;NOM;INDF;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
قادمة	príchod	قَادِم	príchod	ADJ;NOM;INDF;FEM;SG	N;INAN;NOM;MASC;SG
البلاستيك	plastov	بلَاستِيك	plast	N;NOM;DEF;SG	N;INAN;GEN;MASC;PL
البلاستيك	plasty	بلَاستِيك	plast	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
البلاستيك	plastové	بلَاستِيك	plastový	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
البلاستيك	plasty	بلَاستِيك	plast	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
سيباستيان	sebastian	سِيبَاستِيَان	sebastian		N;ANIM;NOM;MASC;SG
قمم	maximálne	قِمَّة	maximálne	N;NOM;INDF;PL	ADV
المحبة	milujúci	مَحَبَّة	milujúci	N;NOM;DEF;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
المحبة	milovať	مَحَبَّة	milovať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
بازل	bazalka	بَازِل	bazalka		N;NOM;FEM;SG
بازل	bazilej	بَازِل	bazilý		N;GEN;FEM;SG
متميز	odlíšiť	مُتَمَيِّز	odlíšiť	ADJ;NOM;INDF;MASC;SG	V;PFV;POS;NFIN
المزارعين	poľnohospodárov	مُزَارِع	poľnohospodár	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
الرصد	monitorovania	رَصد	monitorovanie	N;NOM;DEF;SG	N;NOM;NEUT;PL
الرصد	monitorovať	رَصد	monitorovať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
لوي	louie	لوي	louee		PROPN;ANIM;NOM;MASC;SG
لوسي	lucy	لوسي	luca		PROPN;NOM;FEM;SG
المشاركات	účasti	المشاركات	účasť	N;NOM;DEF;PL	N;NOM;FEM;SG
المشاركات	účastí	المشاركات	účastie	N;NOM;DEF;PL	N;GEN;FEM;PL
عملاقة	obor	عِملَاق	obor	ADJ;NOM;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
عملاقة	obrie	عِملَاق	obrí	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;PL
كامب	tábora	كَامب	tábor		N;INAN;GEN;MASC;SG
كامب	camp	كَامب	camp		N;INAN;NOM;MASC;SG
كامب	tábor	كَامب	tábor		N;INAN;NOM;MASC;SG
شرعي	legálne	شَرعِيّ	legálny	ADJ;NOM;INDF;MASC;SG	ADV
سنتيمتر	centimetrov	سنتيمتر	centimeter		N;INAN;GEN;MASC;PL
سنتيمتر	centimeter	سنتيمتر	centimeter		N;INAN;NOM;MASC;SG
سنتيمتر	centimeter	سنتيمتر	centimeter		N;INAN;NOM;MASC;SG
الهندوسية	hinduizmus	هَندُوسِيّ	hinduizmus		N;INAN;NOM;MASC;SG
الغد	zajtra	غَد	zajtra	N;NOM;DEF;SG	ADV
القاري	kontinentálne	قَارِي	kontinentálne		ADJ;NOM;NEUT;SG
يغلب	úderov	غَلَّب	úder	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INAN;GEN;MASC;PL
ختم	pečiatka	خَتَم	pečiatka	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
ختم	známka	خَتَم	známka	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
ختم	seal	خَتَم	seať	V;PFV;MASC;SG;3;ACT	PROPN;ANIM;NOM;MASC;SG
ختم	pečať	خَتَم	pečať	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
ختم	tesnenie	خَتَم	tesnenie	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
المراهقة	tínedžeri	مُرَاهَقَة	tínedžer	N;NOM;DEF;SG	N;ANIM;NOM;MASC;PL
يضيف	pridania	أَضَاف	pridanie	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;NEUT;PL
يضيف	pridá	أَضَاف	pridať	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
للسياحة	turistika	للسياحة	turistika	N;GEN;DEF;SG	N;NOM;FEM;SG
للسياحة	ruchu	للسياحة	rucho	N;GEN;DEF;SG	N;NOM;NEUT;SG
اتصل	volať	اِتَّصَل	volať		V;IPFV;POS;NFIN
اتصل	zavolať	اِتَّصَل	zavolať		V;PFV;POS;NFIN
اتصل	volajte	اِتَّصَل	volať		V;IPFV;IMP;PL;2;POS;FIN
اتصل	hovor	اِتَّصَل	hovor		ADV
النقص	nedokonalosti	نَقص	nedokonalosť	N;NOM;DEF;SG	N;NOM;FEM;PL
عبود	abbúd	عبود	abbúd		N;NOM;FEM;SG
ذكي	šikovné	ذَكَى	šikovný	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ذكي	múdry	ذَكَى	múdry	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
ذكي	šikovný	ذَكَى	šikovný	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
ذكي	múdra	ذَكَى	múdry	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
ذكي	inteligentné	ذَكَى	inteligentný	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ذكي	inteligentná	ذَكَى	inteligentný	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
ذكي	inteligentný	ذَكَى	inteligentný	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
ذكي	inteligentné	ذَكَى	inteligentný	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ذكي	múdry	ذَكَى	múdry	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
ذكي	šikovný	ذَكَى	šikovný	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
ذكي	múdra	ذَكَى	múdry	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
شهري	mesačne	شَهرِيّ	mesačne	ADJ;NOM;INDF;MASC;SG	ADV
شهري	mesačných	شَهرِيّ	mesačný	ADJ;NOM;INDF;MASC;SG	ADJ;GEN;MASC;PL
زحل	saturn	زَحل	saturn		N;INAN;NOM;MASC;SG
موحد	zjednotení	مُوَحَّد	zjednotenie	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;PL
موحد	uniformy	مُوَحَّد	uniforma	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;PL
موحد	uniforma	مُوَحَّد	uniforma	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
بانكوك	bangkoku	بَانكُوك	bangkok		N;INAN;GEN;MASC;SG
شهرية	mesačne	شَهرِيّ	mesačne	ADJ;NOM;INDF;FEM;SG	ADV
شهرية	mesačných	شَهرِيّ	mesačný	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;MASC;PL
مولر	müller	مولر	müller		PROPN;ANIM;NOM;MASC;SG
مولر	mueller	مولر	mueller		N;NOM;FEM;PL
مولر	muller	مولر	muller		PROPN;ANIM;NOM;MASC;SG
