الكرامة	αξιοπρέπεια	كَرَامَة	αξιοπρέπεια	N;NOM;DEF;SG	N;ACC;FEM;SG
المقترح	προτεινόμενος	مُقتَرَح	προτεινόμενος	ADJ;NOM;DEF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
المقترح	προτεινόμενες	مُقتَرَح	προτεινόμενος	ADJ;NOM;DEF;MASC;SG	V;PFV;NOM;FEM;PL;V.PTCP;PASS
مورغان	morgan	مَورِغ	morgan		
مورغان	μόργκαν	مَورِغ	μόργκαν		
غوستاف	γκούσταβ	غوستاف	γκούσταβ		
تشرشل	τσόρτσιλ	تَشَرشَل	τσόρτσιλ		
تشرشل	τσώρτσιλ	تَشَرشَل	τσώρτσιλ		
ابطال	ηρώων	بَطَل	ηρώ	N;NOM;INDF;PL	N;GEN;MASC;PL
مهنية	επαγγελματίας	مِهنِيّ	επαγγελματίας	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
مهنية	επαγγελματικά	مِهنِيّ	επαγγελματικά	ADJ;NOM;INDF;FEM;SG	ADV
نيكاراغوا	νικαράγουας	نيكاراغوا	νικαράγουος		N;GEN;FEM;SG
نيكاراغوا	νικαράγουα	نيكاراغوا	νικαράγουος		PROPN;NOM;FEM;SG
العقدة	κόμβος	العقدة	κόμβος		N;NOM;MASC;SG
العقدة	κόμπο	العقدة	κόμπος		N;ACC;MASC;SG
العقدة	κόμπος	العقدة	κόμπος		N;NOM;MASC;SG
عطلة	διακοπές	عُطلَة	διακοπή	N;NOM;INDF;SG	N;NOM;FEM;PL
عطلة	διακοπές	عُطلَة	διακοπή	N;NOM;INDF;SG	N;NOM;FEM;PL
المحامين	δικηγόρους	مُحَامِي	δικηγόρος	N;NOM;DEF;PL	N;ACC;MASC;PL
ديانة	θρησκευτικά	دِيَانَة	θρησκευτικά	N;NOM;INDF;SG	ADV
فاعل	ηθοποιός	فَاعِل	ηθοποιός	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
نفق	τούνελ	نَفَق	τούνελ	N;NOM;INDF;SG	N;NOM;NEUT;PL
كارولين	καρολάιν	كارولين	καρολάιν		
كارولين	κάρολιν	كارولين	κάρολιν		N
كارولين	caroline	كارولين	caroline		
كارولين	κάρολαϊν	كارولين	κάρω		
لوكهيد	lockheed	لوكهيد	lockheed		
الديون	χρέος	دَين	χρέος	N;NOM;DEF;PL	N;NOM;NEUT;SG
الديون	οφειλή	دَين	οφειλή	N;NOM;DEF;PL	N;ACC;FEM;SG
مظاهرة	διαδήλωση	مُظَاهَرَة	διαδήλωση	N;NOM;INDF;SG	N;ACC;FEM;SG
مظاهرة	επίδειξη	مُظَاهَرَة	επίδειξη	N;NOM;INDF;SG	N;ACC;FEM;SG
طالبان	ταλιμπάν	طَالِبَان	ταλιμπάν	N;NOM;INDF;SG	
مانهاتن	μανχάταν	مانهاتن	μανχά		V;IPFV;IND;SG;3;PST;FIN;PASS
حار	καυτός	حَارّ	καυτός	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
رين	ριν	رين	ριν		N
التين	σύκα	اَلَّذِي	σύκα	N;NOM;DEF;SG	N;NOM;NEUT;PL
وولف	λύκος	وولف	λύκος		N;NOM;MASC;SG
وولف	γουλφ	وولف	γουλφ		
وولف	wolf	وولف	wolf		
تحفة	αντίκα	حَفَص	αντίκα	N;NOM;INDF;SG	
تحفة	αντίκες	حَفَص	αντίκα	N;NOM;INDF;SG	N;NOM;FEM;PL
عقاقير	ναρκωτικά	عَقَّاقِير	ναρκωτικά	N;NOM;INDF;PL	ADV
الصعوبات	δυσχέρεια	صُعُوبَة	δυσχέρεια	N;NOM;DEF;PL	N;NOM;FEM;SG
الصعوبات	δυσκολία	صُعُوبَة	δυσκολία	N;NOM;DEF;PL	N;ACC;FEM;SG
الصعوبات	δυσκολίας	صُعُوبَة	δυσκολία	N;NOM;DEF;PL	N;GEN;FEM;SG
توافر	διαθεσιμότητα	تَوَافُر	διαθεσιμότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
خضر	πράσινη	خضر	πράσινος		ADJ;NOM;FEM;SG
خضر	πράσινα	خضر	πράσινος		ADV
خضر	πράσινος	خضر	πράσινος		ADJ;NOM;MASC;SG
خضر	πράσινο	خضر	πράσινο		PROPN;NOM;NEUT;SG
خضر	πρασινο	خضر	πρασινο		N;NOM;NEUT;SG
عقاب	τιμωρία	عَقَاب	τιμωρία	N;NOM;INDF;SG	N;ACC;FEM;SG
الراعي	βοσκός	رَاعِي	βοσκός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
نمساوي	αυστριακές	نِمسَاوِيّ	αυστριακός	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
مسطح	επίπεδη	مَسطَح	επίπεδο	ADJ;NOM;INDF;MASC;SG	NUM;NOM;FEM;SG
مسطح	διαμέρισμα	مَسطَح	διαμέρισμα	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
معقد	μπερδεμένο	مُعَقَّد	μπερδεμένο	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
تحية	χαιρετισμό	تَحِيَّة	χαιρετισμός	N;NOM;INDF;SG	N;ACC;MASC;SG
تحية	χαιρετισμό	تَحِيَّة	χαιρετισμός	N;NOM;INDF;SG	N;ACC;MASC;SG
تحية	χαίρετε	تَحِيَّة	χαίρω	N;NOM;INDF;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
تحية	χαιρετίσματα	تَحِيَّة	χαιρέτισμα	N;NOM;INDF;SG	N;NOM;NEUT;PL
تحية	χαιρετισμούς	تَحِيَّة	χαιρετισμός	N;NOM;INDF;SG	N;ACC;MASC;PL
خامس	πέμπτη	خَامِس	πέμπτη	ADJ;NOM;INDF;MASC;SG	N;ACC;FEM;SG
خامس	πέμπτο	خَامِس	πέμπτος	ADJ;NOM;INDF;MASC;SG	NUM;NOM;NEUT;SG
تبريد	ψύξης	تَبرِيد	ψύξη	N;NOM;INDF;SG	N;GEN;FEM;SG
تبريد	ψύξης	تَبرِيد	ψύξη	N;NOM;INDF;SG	N;GEN;FEM;SG
اعلى	υψηλότερη	اعلى	ψηλός		ADJ;NOM;CMPR;FEM;SG
اعلى	υψηλότερο	اعلى	ψηλός		ADJ;NOM;CMPR;NEUT;SG
اعلى	ψηλότερα	اعلى	ψηλά		ADV;CMPR
اعلى	υψηλότερα	اعلى	ψηλά		ADV;CMPR
مليارات	δισεκατομμύρια	مِليَار	δισεκατομμύριο	NUM;NOM;INDF;PL	N;NOM;NEUT;PL
عدو	εχθρός	عَدُوّ	εχθρός		N;NOM;MASC;SG
عدو	εχθρό	عَدُوّ	εχθρό		N;ACC;MASC;SG
عدو	εχθρός	عَدُوّ	εχθρός		N;NOM;MASC;SG
باير	bayer	بَايِر	bayer		
باير	μπερ	بَايِر	μπερ		N
الجوع	πείνα	جُوع	πείνα	N;NOM;DEF;SG	N;ACC;FEM;SG
خريج	απόφοιτος	خَرِيج	απόφοιτος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
موثوق	αξιόπιστα	مَوثُوق	αξιόπιστα	ADJ;NOM;INDF;MASC;SG	ADV
موثوق	αξιόπιστος	مَوثُوق	αξιόπιστος	ADJ;NOM;INDF;MASC;SG	N;NOM;MASC;SG
امتياز	franchise	امتياز	franchise	N;NOM;INDF;SG	
امتياز	παραχώρηση	امتياز	παραχώρηση	N;NOM;INDF;SG	N;ACC;FEM;SG
امتياز	παραχώρησης	امتياز	παραχώρηση	N;NOM;INDF;SG	N;GEN;FEM;SG
تحد	πρόκληση	أَحَدّ	πρόκληση	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;ACC;FEM;SG
الملونة	πολύχρωμα	مُلَوَّن	πολύχρωμα	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;PL
مكي	μακέι	مكي	μακέ		N
المحاولة	προσπαθώντας	مُحَاوَلَة	προσπαθώ	N;NOM;DEF;SG	V;IPFV;V.CVB;ACT
المحاولة	προσπαθεί	مُحَاوَلَة	προσπαθώ	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
قادمة	έρχομαι	قَادِم	έρχομαι	ADJ;NOM;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;PASS
قادمة	έρχεται	قَادِم	έρχομαι	ADJ;NOM;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
قادمة	έρχονται	قَادِم	έρχομαι	ADJ;NOM;INDF;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
البلاستيك	πλαστικές	بلَاستِيك	πλαστικός	N;NOM;DEF;SG	ADJ;NOM;FEM;PL
البلاستيك	πλαστικά	بلَاستِيك	πλαστικά	N;NOM;DEF;SG	ADV
البلاستيك	πλαστική	بلَاستِيك	πλαστικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
البلاستيك	πλαστικά	بلَاستِيك	πλαστικά	N;NOM;DEF;SG	ADV
البلاستيك	πλαστικό	بلَاستِيك	πλαστικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
البلاستيك	πλαστική	بلَاستِيك	πλαστικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
البلاستيك	πλαστικές	بلَاستِيك	πλαστικός	N;NOM;DEF;SG	ADJ;NOM;FEM;PL
سيباستيان	σεμπάστιαν	سِيبَاستِيَان	σεμπάστιαν		V;PFV;IND;SG;3;PST;FIN;PASS
سيباستيان	σεμπαστιάν	سِيبَاستِيَان	σεμπαστιάν		
بازل	βασιλικός	بَازِل	βασιλικός		ADJ;NOM;MASC;SG
بازل	βασιλικό	بَازِل	βασιλικός		ADJ;NOM;NEUT;SG
بازل	μπάζιλ	بَازِل	μπάζιλ		
بازل	βασιλείας	بَازِل	βασιλεία		N;GEN;FEM;SG
بازل	βασιλεία	بَازِل	βασίλεια		N;ACC;FEM;SG
تشكيلات	σχηματισμούς	تشكيلات	σχηματισμός	N;NOM;INDF;PL	N;ACC;MASC;PL
تشكيلات	συνθέσεων	تشكيلات	σύνθεση	N;NOM;INDF;PL	N;GEN;FEM;PL
المزارعين	γεωργούς	مُزَارِع	γεωργός	N;NOM;DEF;PL	N;ACC;MASC;PL
الرصد	παρακολούθησης	رَصد	παρακολούθηση	N;NOM;DEF;SG	N;GEN;FEM;SG
الرصد	παρακολούθηση	رَصد	παρακολούθηση	N;NOM;DEF;SG	N;ACC;FEM;SG
لوي	λούι	لوي	λούς		PROPN;NOM;MASC;SG
لوسي	λούση	لوسي	λούση		N;NOM;FEM;SG
لوسي	λούσυ	لوسي	λούσυ		PROPN;NOM;MASC;SG
لوسي	λούσι	لوسي	λούσι		PROPN;NOM;FEM;SG
عملاقة	γίγαντας	عِملَاق	γίγα	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
عملاقة	γιγάντια	عِملَاق	γιγάντια	ADJ;NOM;INDF;FEM;SG	ADV
عملاقة	γίγαντα	عِملَاق	γίγαντα	ADJ;NOM;INDF;FEM;SG	N;ACC;MASC;SG
كامب	καμπ	كَامب	καμπ		
كامب	κατασκήνωση	كَامب	κατασκήνωση		N;NOM;FEM;SG
كامب	καταυλισμός	كَامب	καταυλισμός		N;NOM;MASC;SG
كامب	στρατόπεδο	كَامب	στρατόπεδο		N;NOM;NEUT;SG
سنتيمتر	εκατοστά	سنتيمتر	εκατοστά		N;NOM;NEUT;PL
سنتيمتر	εκατοστό	سنتيمتر	εκατοστό		N;NOM;NEUT;SG
سنتيمتر	εκατοστό	سنتيمتر	εκατοστό		N;NOM;NEUT;SG
الهندوسية	ινδουισμό	هَندُوسِيّ	ινδουισμός		N;ACC;MASC;SG
الغد	αύριο	غَد	αύριο	N;NOM;DEF;SG	ADV
الغد	αυριο	غَد	αυριο	N;NOM;DEF;SG	N;VOC;FEM;SG
القاري	ηπειρωτική	قَارِي	ηπειρωτικός		ADJ;NOM;FEM;SG
ريم	ζάντα	ريم	ζάντα		
ختم	σφραγίδα	خَتَم	σφραγίδα	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
ختم	γραμματόσημο	خَتَم	γραμματόσημος	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
ختم	φώκια	خَتَم	φώκια	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
ختم	σφραγίδα	خَتَم	σφραγίδα	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
ختم	seal	خَتَم	seal	V;PFV;MASC;SG;3;ACT	
المراهقة	έφηβοι	مُرَاهَقَة	έφηβος	N;NOM;DEF;SG	N;NOM;MASC;PL
يضيف	προσθήκες	أَضَاف	προσθήκη	V;IPFV;MASC;IND;SG;3;FIN;ACT	ADJ;NOM;FEM;PL
للسياحة	τουρισμός	للسياحة	τουρισμός	N;GEN;DEF;SG	N;NOM;MASC;SG
اتصل	καλέστε	اِتَّصَل	καλώ		V;PFV;IMP;PL;2;FIN;ACT
اتصل	κλήση	اِتَّصَل	κλήση		N;NOM;FEM;SG
اتصل	κάλεσε	اِتَّصَل	καλώ		V;PFV;IND;SG;3;PST;FIN;ACT
ذكي	έξυπνο	ذَكَى	έξυπνο	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ذكي	έξυπνη	ذَكَى	έξυπνος	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
ذكي	έξυπνος	ذَكَى	έξυπνος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
ذكي	έξυπνη	ذَكَى	έξυπνος	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
ذكي	ευφυής	ذَكَى	ευφυής	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
ذكي	ευφυή	ذَكَى	ευφυή	N;NOM;INDF;SG	ADV
ذكي	έξυπνος	ذَكَى	έξυπνος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
ذكي	έξυπνο	ذَكَى	έξυπνο	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ذكي	έξυπνη	ذَكَى	έξυπνος	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
ذكي	smart	ذَكَى	smart	N;NOM;INDF;SG	
ذكي	έξυπνος	ذَكَى	έξυπνος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
شهري	μηνιαίως	شَهرِيّ	μηνιαίως	ADJ;NOM;INDF;MASC;SG	ADV
شهري	μηνιαίες	شَهرِيّ	μηνιαίος	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
شهري	μηνιαίο	شَهرِيّ	μηνιαίος	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
الدبلجة	μεταγλώττιση	دُبلَج	μεταγλώττιση	N;NOM;DEF;SG	N;ACC;FEM;SG
زحل	κρόνος	زَحل	κρόνος		N;NOM;MASC;SG
زحل	κρόνου	زَحل	κρόνος		N;GEN;MASC;SG
موحد	ενοποιημένο	مُوَحَّد	ενοποιώ	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
موحد	ενοποιημένη	مُوَحَّد	ενοποιώ	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
موحد	τυποποιημένο	مُوَحَّد	τυποποιώ	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
موحد	τυποποιημένα	مُوَحَّد	τυποποιώ	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
موحد	τυποποιημένη	مُوَحَّد	τυποποιώ	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
موحد	τυποποιημένες	مُوَحَّد	τυποποιώ	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;FEM;PL;V.PTCP;PASS
موحد	στολή	مُوَحَّد	στολή	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
بانكوك	μπανγκόκ	بَانكُوك	μπανγκόκ		
شهرية	μηνιαίως	شَهرِيّ	μηνιαίως	ADJ;NOM;INDF;FEM;SG	ADV
شهرية	μηνιαίες	شَهرِيّ	μηνιαίος	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
شهرية	μηνιαίο	شَهرِيّ	μηνιαίος	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
مولر	μιούλερ	مولر	μιούλερ		V;IPFV;IND;SG;1;PRS;FIN;ACT
مولر	μίλερ	مولر	μίλερ		
مرشد	οδηγό	مُرشِد	οδηγός	N;NOM;INDF;SG	N;ACC;MASC;SG
كورت	κουρτ	كُورت	κουρτ		N
كورت	κερτ	كُورت	κερτ		
جوز	καρύδια	جوز	καρύδιος		N;NOM;NEUT;PL
عمالة	απασχόληση	عَمَالَة	απασχόληση	N;NOM;INDF;SG	N;ACC;FEM;SG
عمالة	απασχόλησης	عَمَالَة	απασχόληση	N;NOM;INDF;SG	N;GEN;FEM;SG
جونيور	τζούνιορ	جونيور	τζούνιορ		PROPN;NOM;NEUT;PL
جونيور	junior	جونيور	junior		
تلال	χιλς	تَلَال	χιλς	N;NOM;INDF;PL	
تلال	hills	تَلَال	hills	N;NOM;INDF;PL	
تلال	λόφους	تَلَال	λόφος	N;NOM;INDF;PL	N;ACC;MASC;PL
الجن	jin	جُنّ	jin	N;NOM;DEF;SG	
الافتتاح	ανοίγω	اِفتِتَاح	ανοίγω	N;NOM;DEF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
الافتتاح	εγκαίνια	اِفتِتَاح	εγκαίνιος	N;NOM;DEF;SG	N;NOM;NEUT;PL
سلبي	αρνητικά	سَلبِيّ	αρνητικά	ADJ;NOM;INDF;MASC;SG	ADV
الشرط	απαίτηση	شَرط	απαίτηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الشرط	κατάσταση	شَرط	κατάσταση	N;NOM;DEF;SG	N;ACC;FEM;SG
بنوك	μπανκς	بَنك	μπανκς	N;NOM;INDF;PL	PROPN;NOM;MASC;SG
مرئية	ορατό	مَرئِيّ	ορατός	ADJ;NOM;INDF;FEM;SG	N;ACC;MASC;SG
مرئية	ορατά	مَرئِيّ	ορατός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;PL
مرئية	ορατές	مَرئِيّ	ορατός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
اختلافات	diff	اِختِلَاف	diff	N;NOM;INDF;PL	
باليرمو	παλέρμο	بِ	παλέρμο		PROPN;NOM;NEUT;SG
الصخرة	rock	صُخرَة	rock	N;NOM;DEF;SG	
الصخرة	ροκ	صُخرَة	ροκ	N;NOM;DEF;SG	
اولاد	αγόρια	اولاد	αγόρι		N;NOM;NEUT;PL
اولاد	παιδιά	اولاد	παιδί		N;NOM;NEUT;PL
الغزل	γυρίζει	غَزل	γυρίζω	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
الغزل	φλερτάρει	غَزل	φλερτάρω	N;NOM;DEF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
الغزل	νήματα	غَزل	νήμα	N;NOM;DEF;SG	N;NOM;NEUT;PL
برنارد	μπερνάρντ	برنارد	μπερνάρντ		ADV
برنارد	μπερνάρ	برنارد	μπερνάρ		
برنارد	μπέρναρντ	برنارد	μπέρναρντ		
برنارد	bernard	برنارد	bernard		
كاري	κάρι	كاري	κάρι		
كاري	κάρυ	كاري	κάρυ		N;NOM;NEUT;SG
جينات	γονιδίων	جَينَة	γονίδιο	N;NOM;INDF;PL	N;GEN;NEUT;PL
الماركسية	μαρξιστική	مَاركِسِيّ	μαρξιστικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
اعتقاد	πεποίθηση	اِعتِقَاد	πεποίθηση	N;NOM;INDF;SG	N;ACC;FEM;SG
جوناثان	τζόναθαν	جُونَاثَان	τζονείω		V;PFV;IND;SG;3;PST;FIN;PASS
اعلن	ανακοινώσω	أَعلَن	ανακοινώνω	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;1;FIN;ACT
اعلن	δηλώνω	أَعلَن	δηλώνω	V;PFV;MASC;SG;3;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
اعلن	ανακοινώθηκαν	أَعلَن	ανακοινώνω	V;PFV;MASC;SG;3;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
اعلن	ανακοίνωσαν	أَعلَن	ανακοινώνω	V;PFV;MASC;SG;3;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
اعلن	ανακοινώθηκε	أَعلَن	ανακοινώνω	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
المتوفي	απεβίωσε	مُتَوَفِّي	αποβιώνω		V;PFV;IND;SG;3;PST;FIN;ACT
المتوفي	αποθανών	مُتَوَفِّي	αποθανός		N;NOM;MASC;SG
ملونة	χρωματιστά	مُلَوَّن	χρωματιστώ	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;PL
ملونة	πολύχρωμα	مُلَوَّن	πολύχρωμα	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;PL
صخرة	rock	صُخرَة	rock	N;NOM;INDF;SG	
صخرة	ροκ	صُخرَة	ροκ	N;NOM;INDF;SG	
تين	τιν	تين	ο		N
تين	tin	تين	tin		
الكامنة	λανθάνουσα	كَامِن	λανθάνων	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
صبغة	βαφής	صُبغَة	βαφής	N;NOM;INDF;SG	N;GEN;FEM;SG
صبغة	χρωστική	صُبغَة	χρωστικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
صبغة	χρωστική	صُبغَة	χρωστικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
دلهي	δελχί	دِلهِي	δελχί		
شارون	sharon	شَارُون	sharon		
شارون	σάρον	شَارُون	σάρον		
جنسي	sexy	جِنسِيّ	sexy	ADJ;NOM;INDF;MASC;SG	
جنسي	σέξι	جِنسِيّ	σέξι	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
جنسي	σέξυ	جِنسِيّ	σέξυ	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
جنسي	σεξουαλικά	جِنسِيّ	σεξουαλικά	ADJ;NOM;INDF;MASC;SG	ADV
التوفيق	συνδιαλλαγής	تَوفِيق	συνδιαλλαγή	N;NOM;DEF;SG	N;GEN;FEM;SG
التوفيق	επιτυχής	تَوفِيق	επιτυχής	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
التجزئة	λιανική	تَجزِئَة	λιανικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
التجزئة	λιανικής	تَجزِئَة	λιανικός	N;NOM;DEF;SG	ADJ;GEN;FEM;SG
مرج	λιβάδι	مرج	λιβάδι		N;NOM;NEUT;SG
تلاميذ	μαθητών	تِلمِيذ	μαθητής	N;NOM;INDF;PL	N;GEN;MASC;PL
الرسل	αγγελιοφόροι	رَسُول	αγγελιάφορος	N;NOM;DEF;PL	ADJ;NOM;MASC;SG
مختبرات	εργαστήρια	مُختَبَر	εργαστήρια	ADJ;NOM;INDF;FEM;PL	N;NOM;NEUT;PL
كمبوديا	καμπότζη	كَمبُودِيَا	καμπότζη		
بورتلاند	πόρτλαντ	بُورتلَاند	πόρτλαντ		
راو	ράο	راو	ράος		
مراسم	τελετή	مَرسَم	τελετός	N;NOM;INDF;PL	N;ACC;FEM;SG
ناميبيا	ναμίμπια	نَامِيبِيَا	ναμίμπιο		PROPN;NOM;NEUT;SG
كيبيك	κεμπέκ	كيبيك	κεμπέκ		PROPN;NOM;FEM;SG
منتديات	φόρουμ	مُنتَدِي	φόρουμ	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;SG
مختلطة	μεικτή	مُختَلِط	μεικτός	ADJ;NOM;INDF;FEM;SG	PROPN;NOM;FEM;SG
مختلطة	μεικτό	مُختَلِط	μεικτός	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
مختلطة	μεικτά	مُختَلِط	μεικτός	ADJ;NOM;INDF;FEM;SG	ADV
مختلطة	μεικτές	مُختَلِط	μεικτός	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;PL
توتنهام	τότεναμ	تُوتِنهَام	τότεναμ		
توتنهام	σπιρούνια	تُوتِنهَام	σπιρούνια		N;NOM;NEUT;PL
مجهود	προσπαθεια	مَجهُود	προσπαθεια	N;NOM;INDF;SG	N;ACC;FEM;SG
التشابه	ομοιότητα	تَشَابُه	ομοιότητα		N;ACC;FEM;SG
التشابه	ομοιότητα	تَشَابُه	ομοιότητα		N;ACC;FEM;SG
التضخم	πληθωρισμού	تَضَخُّم	πληθωρισμός	N;NOM;DEF;SG	N;GEN;MASC;SG
فرانكو	φράνκο	فرانكو	φράνκο		
اضطهاد	δίωξη	اِضطِهَاد	δίωξη	N;NOM;INDF;SG	N;ACC;FEM;SG
اضطهاد	διώξεις	اِضطِهَاد	δίωξη	N;NOM;INDF;SG	N;NOM;FEM;PL
اضطهاد	καταπίεση	اِضطِهَاد	καταπίεση	N;NOM;INDF;SG	N;ACC;FEM;SG
ترينيداد	τρινιντάντ	ترينيداد	τρινιντάντ		
تجريبية	πειραματικά	تَجرِيبِيّ	πειραματικά	ADJ;NOM;INDF;FEM;SG	ADV
تجريبية	πειραματικές	تَجرِيبِيّ	πειραματικός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
جاز	τζαζ	جَاز	τζαζ	V;PFV;MASC;SG;3;ACT	
اعتراض	ένσταση	اِعتِرَاض	ένσταση	N;NOM;INDF;SG	N;ACC;FEM;SG
المطالب	αιτών	مَطلَب	αιτός	N;NOM;DEF;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
المطالب	ενάγων	مَطلَب	ενάγα	N;NOM;DEF;PL	N;NOM;MASC;SG
التشفير	κρυπτογράφησης	التشفير	κρυπτογράφηση	N;NOM;DEF;SG	N;GEN;FEM;SG
التشفير	cry	التشفير	cry	N;NOM;DEF;SG	
البروتستانت	προτεστάντες	بِرُوتستَان	προτεστάν		N;NOM;MASC;PL
المرشد	οδηγό	مُرشِد	οδηγός	N;NOM;DEF;SG	N;ACC;MASC;SG
فرانز	φρανς	فرانز	φρανς		
فرانز	φραντς	فرانز	φραντς		
التقليل	υποτιμήσει	تَقلِيل	υποτιμώ	N;NOM;DEF;SG	V;PFV;NFIN;ACT
كلي	φάτε	كُلِّيّ	φάτε	N;NOM;INDF;SG	V;IPFV;IMP;PL;2;PRS;FIN;ACT
كلي	φάε	كُلِّيّ	φάε	N;NOM;INDF;SG	V;PFV;IND;SG;1;PST;FIN;ACT
الدروز	δρούζων	دَرز	δρούζα	N;NOM;DEF;PL	N;GEN;NEUT;PL
رولز	ρολς	رُولز	ρολς		N
رولز	κυλίνδρους	رُولز	κύλινδρος		N;ACC;MASC;PL
رولز	ρολά	رُولز	ρολά		N;NOM;NEUT;PL
امتلاك	κατοχή	اِمتِلَاك	κατοχή	N;NOM;INDF;SG	N;ACC;FEM;SG
الحاسبات	κομπιούτερ	الحاسبات	κομπιούτερ	N;NOM;DEF;PL	N;NOM;NEUT;SG
ده	deh	دٰهٰ	deh		
الجيب	τσέπης	جَيب	τσέπης	N;NOM;DEF;SG	N;GEN;FEM;SG
الجيب	τσέπη	جَيب	τσέπη	N;NOM;DEF;SG	N;ACC;FEM;SG
الكؤوس	φλιτζάνια	كُؤُوس	φλιτζάνια	N;NOM;DEF;SG	N;NOM;NEUT;PL
الكؤوس	κούπες	كُؤُوس	κούπα	N;NOM;DEF;SG	N;NOM;FEM;PL
الكؤوس	κύπελλα	كُؤُوس	κύπελλος	N;NOM;DEF;SG	N;NOM;NEUT;PL
