から	fra	から	fra	CONJ	ADV
交互	alternativ	交互	alternativ	ADJ	N;INDF;NEUT;SG
交互	skiftevis	交互	skiftevis	ADJ	ADV
物流	logistisk	物流	logistisk	N	ADJ;INDF;SG
紳士	gentleman	紳士	gentleman	PROPN	N;INDF;MASC+FEM;SG
サハ	saha	サハ	saha	PROPN	
許容	tolerancen	許容	tolerance		N;DEF;MASC+FEM;SG
許容	tolerance	許容	tolerance		N;INDF;MASC+FEM;SG
許容	tilladt	許容	tillade		V;INDF;SG;PST;V.PTCP
許容	tilladelige	許容	tilladelig		ADJ;PL
許容	tilladte	許容	tillade		V;DEF;SG;PST;V.PTCP
杉田	sugita	杉田	sugita	PROPN	
益田	masuda	益田	masuda	PROPN	
リュウ	ryu	リュウ	ryu	PROPN	
調印	underskrift	調印	underskrift	V	N;INDF;MASC+FEM;SG
調印	undertegnelse	調印	undertegnelse	V	N;INDF;MASC+FEM;SG
調印	underskrivelse	調印	underskrivelse	V	N;INDF;MASC+FEM;SG
布告	proklamation	布告	proklamation	V	N;INDF;MASC+FEM;SG
布告	dekretet	布告	dekret	V	N;DEF;NEUT;SG
布告	dekret	布告	dekre	V	N;INDF;NEUT;SG
布告	bekendtgørelse	布告	bekendtgørelse	V	N;INDF;MASC+FEM;SG
布告	erklæring	布告	erklæring	V	N;INDF;MASC+FEM;SG
布告	angivelse	布告	angivelse	V	N;INDF;MASC+FEM;SG
宮沢	miyazawa	宮沢	miyazawa	PROPN	
キャンディ	candy	キャンディ	candy	N	
栄え	velstillede	栄える	velstillet	V	ADJ;PL
栄え	velstående	栄える	velstående	V	ADJ
フライト	flight	フライト	flight	N	
エディ	eddie	エディ	eddie	PROPN	
ビルマ	burma	ビルマ	burma	PROPN	
キャサリン	kathrine	キャサリン	kathrine	PROPN	N;INDF;MASC+FEM;SG
キャサリン	katherine	キャサリン	katherin	PROPN	N;INDF;MASC+FEM;SG
キャサリン	cathrine	キャサリン	cathrin	PROPN	N;INDF;MASC+FEM;SG
キャサリン	catherine	キャサリン	catherin	PROPN	N;INDF;MASC+FEM;SG
キャサリン	katarina	キャサリン	katarina	PROPN	
ウド	udo	ウド	udo	PROPN	PROPN
連発	spærreild	連発	spærreild	V	
置換	erstatter	置換	erstatte	N	V;IND;PRS;FIN;ACT
置換	erstatte	置換	erstatte	N	V;NFIN;ACT
置換	erstat	置換	erstat	N	V;IMP
置換	erstatte	置換	erstatte	N	V;NFIN;ACT
マクドナルド	mcdonald	マクドナルド	mcdonald	N	
エルサ	elsa	エルサ	elsa	PROPN	
ローリング	ruller	ローリング	rulle	PROPN	V;IND;PRS;FIN;ACT
ローリング	rulle	ローリング	rulle	PROPN	V;NFIN;ACT
ローリング	rullende	ローリング	rulle	PROPN	V;PRS;V.PTCP
ローリング	rolling	ローリング	rolling	PROPN	N;INDF;MASC+FEM;SG
ローリング	valsning	ローリング	valsning	PROPN	N;INDF;MASC+FEM;SG
同	alumni	同	alumni	ADJ	
同	réunion	同	réunion	ADJ	
同	genforening	同	genforening	ADJ	N;INDF;MASC+FEM;SG
同	gensyn	同	gensyn	ADJ	N;INDF;NEUT;SG
同	reunion	同	reunion	ADJ	
リフト	løfte	リフト	løfte	N	V;NFIN;ACT
窒素	kvælstof	窒素	kvælstof		N;INDF;NEUT;SG
窒素	nitrogen	窒素	nitrog		N;INDF;MASC+FEM;SG
クロード	claude	クロード	claude	PROPN	
アウグスト	august	アウグスト	august	PROPN	N;INDF;MASC+FEM;SG
きみ	kimi	きむ	kimi	N	
ゴッド	gud	ゴッド	gud	PROPN	N;INDF;MASC+FEM;SG
収束	konvergens	収束	konverg	V	N;GEN;DEF;MASC+FEM;SG
バート	burt	バート	burt	PROPN	
バート	bart	バート	bart	PROPN	N;INDF;MASC+FEM;SG
バート	bert	バート	bert	PROPN	
タール	tjære	タール	tjære	PROPN	N;INDF;MASC+FEM;SG
タール	tar	タール	tar	PROPN	V;IND;PRS;FIN;ACT
ひろみ	hiromi	ひろみ	hiromi	PROPN	
弾圧	undertrykt	弾圧	undertrykt	N	V;INDF;SG;PST;V.PTCP
弾圧	undertrykte	弾圧	undertrykte	N	ADJ;PL
弾圧	undertrykkende	弾圧	undertrykkende	N	ADJ
招聘	opfordring	招聘	opfordring	V	N;INDF;MASC+FEM;SG
招聘	invitationen	招聘	invitation	V	N;DEF;MASC+FEM;SG
招聘	indbydelse	招聘	indbydelse	V	N;INDF;MASC+FEM;SG
招聘	invitation	招聘	invitation	V	N;INDF;MASC+FEM;SG
ファンクラブ	fanclub	ファンクラブ	fanclub	PROPN	
転写	transskription	転写	transskription	V	N;INDF;MASC+FEM;SG
智子	tomoko	智子	tomoko	PROPN	
激怒	fury	激怒	fury	V	
激怒	raseri	激怒	raseri	V	N;INDF;NEUT;SG
激怒	rasende	激怒	rasende	V	ADJ
激怒	rasende	激怒	rasende	V	ADJ
テナント	tennant	テナント	tennant	N	
テナント	lejer	テナント	leje	N	V;IND;PRS;FIN;ACT
申し出	tilbuddet	申し出る	tilbud	V	N;DEF;NEUT;SG
申し出	tilbud	申し出る	tilbud	V	N;INDF;NEUT;PL
きちんと	nydeligt	きちんと	nydelig	ADV	ADJ;INDF;NEUT;SG
お	money	お	money	N	
バレンシア	valencia	バレンシア	valencia	PROPN	PROPN
凍結	iskoldt	凍結	iskoldt	N	ADJ;INDF;NEUT;SG
凍結	fryser	凍結	fryse	N	V;IND;PRS;FIN;ACT
ズーム	zoom	ズーム	zoom	N	V;IMP
サリー	sally	サリー	sally	PROPN	
バルト	barth	バルト	barth	PROPN	N;INDF;MASC+FEM;SG
書物	book	書物	book	N	V;IMP
甘い	sweet	甘い	swe	ADJ	
メルセデス	mercedes	メルセデス	mercede	PROPN	N;INDF;MASC+FEM;SG
スロベニア	slovenien	スロベニア	slovenie	PROPN	N;DEF;MASC+FEM;SG
スロベニア	slovenske	スロベニア	slovensk	PROPN	ADJ;PL
スロベニア	slovensk	スロベニア	slovensk	PROPN	N;INDF;NEUT;SG
理恵	rie	理恵	rie	PROPN	
ツイ	tsui	ツイ	tsui	PROPN	
オスカー	oscar	オスカー	oscar	PROPN	N;INDF;MASC+FEM;SG
バグ	bug	バグ	bug	N	
バグ	snurre	バグ	snurke	N	V;NFIN;ACT
ロビンソン	robinson	ロビンソン	robinson	PROPN	N;INDF;MASC+FEM;SG
つながり	tilslutninger	つながり	tilslutning	V	N;INDF;MASC+FEM;PL
つながり	forbindelser	つながり	forbindelse	V	N;INDF;MASC+FEM;PL
つながり	forbindelse	つながり	forbindelse	V	N;INDF;MASC+FEM;SG
つながり	tilslutning	つながり	tilslutning	V	N;INDF;MASC+FEM;SG
つながり	tilknytning	つながり	tilknytning	V	N;INDF;MASC+FEM;SG
分ける	split	分ける	split	V	
商用	kommerciel	商用	kommerciel	V	ADJ;INDF;MASC+FEM;SG
商用	kommercielt	商用	kommercielt	V	ADV
商用	kommercielle	商用	kommerciel	V	ADJ;PL
ひかる	hikaru	ひかる	hikaru	PROPN	
レナ	lena	レナ	lena	PROPN	
シンデレラ	askepot	シンデレラ	askepot	PROPN	N;INDF;MASC+FEM;SG
キリン	giraf	キリン	giraf	PROPN	N;INDF;MASC+FEM;SG
呼吸	åndedræt	呼吸	åndedræt	V	N;INDF;NEUT;SG
呼吸	vejrtrækning	呼吸	vejrtrækning	V	N;INDF;MASC+FEM;SG
呼吸	vejret	呼吸	vejr	V	N;DEF;NEUT;SG
慢性	kronisk	慢性	kronisk	N	ADJ;INDF;SG
慢性	kroniske	慢性	kronisk	N	ADJ;PL
メリーランド	maryland	メリーランド	maryland	PROPN	
インパクト	impact	インパクト	impact	N	
収穫	høst	収穫	høst	V	N;INDF;MASC+FEM;SG
収穫	høst	収穫	høst	V	N;INDF;MASC+FEM;SG
量子	quantum	量子	quantum	N	
追認	ratifikation	追認	ratifikation	V	N;INDF;MASC+FEM;SG
追認	ratificeringen	追認	ratificering	V	N;DEF;MASC+FEM;SG
追認	ratificering	追認	ratificering	V	N;INDF;MASC+FEM;SG
トリプル	tredobbelte	トリプル	tredobbelt	N	ADJ;PL
トリプル	triple	トリプル	triple	N	
トリプル	tredobbelt	トリプル	tredobbelt	N	ADJ;INDF;SG
ヒューマン	menneskeligt	ヒューマン	menneskelig	N	ADJ;INDF;NEUT;SG
ヒューマン	menneskelige	ヒューマン	menneskelig	N	ADJ;PL
ヒューマン	menneskelig	ヒューマン	menneskelig	N	ADJ;INDF;MASC+FEM;SG
ナッシュ	nash	ナッシュ	nash	PROPN	N;INDF;MASC+FEM;SG
レスラー	bryder	レスラー	bryde	N	V;IND;PRS;FIN;ACT
ルイジアナ	louisiana	ルイジアナ	louisiana	PROPN	N;INDF;MASC+FEM;SG
オーダー	order	オーダー	orde	N	
オーダー	bestil	オーダー	bestil	N	V;IMP
ツリー	tree	ツリー	tree	N	
三笠	mikasa	三笠	mikasa	PROPN	
虐待	mishandling	虐待	mishandling	V	N;INDF;MASC+FEM;SG
虐待	misbrug	虐待	misbrug	V	N;INDF;NEUT;SG
虐待	overgreb	虐待	overgreb	V	N;INDF;NEUT;SG
ブース	booth	ブース	booth	N	
長老	ældste	長老	gad	N	ADJ;DEF;RL
集計	sammenlægning	集計	sammenlægning	V	N;INDF;MASC+FEM;SG
応答	reaktion	応答	reaktion	V	N;INDF;MASC+FEM;SG
応答	svar	応答	svar	V	N;INDF;NEUT;SG
応答	respons	応答	respons	V	N;INDF;MASC+FEM;SG
クリーク	bæk	クリーク	bæk	PROPN	N;INDF;MASC+FEM;SG
クリーク	creek	クリーク	creek	PROPN	
振る	shake	振る	shake	V	N;INDF;MASC+FEM;SG
ハーツ	hjerter	ハーツ	hjerte	PROPN	N;INDF;NEUT;PL
ウマ	heste	ウマ	hest	PROPN	N;INDF;MASC+FEM;PL
ウマ	heste	ウマ	hest	PROPN	N;INDF;MASC+FEM;PL
ウマ	horse	ウマ	horse	PROPN	
ウマ	hest	ウマ	hest	PROPN	N;INDF;MASC+FEM;SG
スル	sul	スル	sul	PROPN	
固体	solid	固体	solid	N	ADJ;INDF;MASC+FEM;SG
固体	solidt	固体	solid	N	ADJ;INDF;NEUT;SG
固体	fast	固体	fast	N	ADV
秀雄	hideo	秀雄	hideo	PROPN	
サント	santo	サント	santo	PROPN	
サント	sainte	サント	saint	PROPN	
明子	akiko	明子	akiko	PROPN	
暴言	bander	暴言	bande	V	N;INDF;MASC+FEM;PL
武術	bujutsu	武術	bujutsu	N	
仁川	incheon	仁川	incheon	PROPN	N;INDF;NEUT;SG
ボビー	bobby	ボビー	bobby	PROPN	
集約	sammenlægning	集約	sammenlægning	V	N;INDF;MASC+FEM;SG
ブルックリン	brooklyn	ブルックリン	brooklyn	PROPN	N;INDF;MASC+FEM;SG
美容	beauty	美容	beauty	N	
補正	korrektioner	補正	korrektion	V	N;INDF;MASC+FEM;PL
補正	berigtigelser	補正	berigtigelse	V	N;INDF;MASC+FEM;PL
補正	rettelser	補正	rettelse	V	N;INDF;MASC+FEM;PL
補正	kompensere	補正	kompenser	V	N;INDF;MASC+FEM;PL
補正	korrektion	補正	korrektion	V	N;INDF;MASC+FEM;SG
補正	rettelse	補正	rettelse	V	N;INDF;MASC+FEM;SG
補正	berigtigelse	補正	berigtigelse	V	N;INDF;MASC+FEM;SG
補正	tilpasninger	補正	tilpasning	V	N;INDF;MASC+FEM;PL
補正	justeringer	補正	justering	V	N;INDF;MASC+FEM;PL
遅い	forsinket	遅い	forsinke	ADJ	V;INDF;SG;PST;V.PTCP
遅い	sent	遅い	sent	ADJ	ADV
遅い	langsomt	遅い	langsomt	ADJ	ADV
江口	eguchi	江口	eguchi	PROPN	
拒絶	afslag	拒絶	afslag	V	N;INDF;NEUT;SG
拒絶	nægtelse	拒絶	nægtelse	V	N;INDF;MASC+FEM;SG
拒絶	afvisning	拒絶	afvisning	V	N;INDF;MASC+FEM;SG
拒絶	forkastelse	拒絶	forkastelse	V	N;INDF;MASC+FEM;SG
拒絶	afslag	拒絶	afslag	V	N;INDF;NEUT;SG
拒絶	afvisning	拒絶	afvisning	V	N;INDF;MASC+FEM;SG
直子	naoko	直子	naoko	PROPN	
本州	honshu	本州	honshu	PROPN	
マニラ	manila	マニラ	manila	PROPN	
有明	ariake	有明	ariake	PROPN	
正明	masaaki	正明	masaaki	PROPN	
続行	videreførelse	続行	videreførelse	V	N;INDF;MASC+FEM;SG
続行	fortsættelse	続行	fortsættelse	V	N;INDF;MASC+FEM;SG
勝つ	win	勝つ	win	V	
勝つ	vind	勝つ	vind	V	N;INDF;MASC+FEM;SG
江南	gangnam	江南	gangnam	PROPN	
中毒	afhængige	中毒	afhængig	N	ADJ;PL
中毒	afhængig	中毒	afhængig	N	ADJ;INDF;MASC+FEM;SG
丹後	tango	丹後	tango	PROPN	N;INDF;MASC+FEM;SG
あす	asuka	あす	asuka	PROPN	
アドバイス	rådgivning	アドバイス	rådgivning	V	N;INDF;MASC+FEM;SG
アドバイス	råd	アドバイス	råd	V	N;INDF;NEUT;SG
留置	eftersidning	留置	eftersidning	V	N;INDF;MASC+FEM;SG
留置	frihedsberøvelse	留置	frihedsberøvelse	V	N;INDF;MASC+FEM;SG
留置	tilbageholdelse	留置	tilbageholdelse	V	N;INDF;MASC+FEM;SG
水木	mizuki	水木	mizuki	PROPN	
浸透	osmose	浸透	osmose	V	N;INDF;NEUT;SG
遺言	will	遺言	will	N	
遺言	vil	遺言	ville	N	V;IND;PRS;FIN;ACT
ウォーカー	walker	ウォーカー	walke	PROPN	N;INDF;MASC+FEM;SG
シェイクスピア	shakespeare	シェイクスピア	shakespeare	PROPN	N;INDF;NEUT;SG
メリット	merritt	メリット	merritt	N	
ハット	hutt	ハット	hutt	N	
尊重	respekt	尊重	respekt	V	N;INDF;MASC+FEM;SG
ギニア	guinea	ギニア	guinea	PROPN	N;INDF;MASC+FEM;SG
ギニア	guineas	ギニア	guineas	PROPN	N;INDF;MASC+FEM;SG
ギニア	guineas	ギニア	guineas	PROPN	N;INDF;MASC+FEM;SG
ウラジーミル	vladimir	ウラジーミル	vladimir	PROPN	
リサ	lisa	リサ	lisa	PROPN	
ライス	rice	ライス	rice	N	
カーニバル	karneval	カーニバル	karneval	PROPN	N;INDF;NEUT;SG
カーニバル	tivoli	カーニバル	tivoli	PROPN	N;INDF;MASC+FEM;SG
アフター	efter	アフター	efter	PROPN	ADV
拡散	spred	拡散	spred	N	V;IMP
拡散	diffus	拡散	diffus	N	ADJ;INDF;MASC+FEM;SG
拡散	diffuse	拡散	diffus	N	
メモ	bemærk	メモ	bemærke	N	V;IMP
モダン	moderne	モダン	moderne	N	ADJ
免除	undtagelse	免除	undtagelse	V	N;INDF;MASC+FEM;SG
免除	fritagelse	免除	fritagelse	V	N;INDF;MASC+FEM;SG
コスモス	kosmos	コスモス	kosmos	PROPN	N;INDF;NEUT;SG
異議	indvending	異議	indvending	V	N;INDF;MASC+FEM;SG
異議	indsigelser	異議	indsigelse	V	N;INDF;MASC+FEM;PL
異議	indsigelse	異議	indsigelse	V	N;INDF;MASC+FEM;SG
異議	protest	異議	protest	V	N;INDF;MASC+FEM;SG
異議	indvendinger	異議	indvending	V	N;INDF;MASC+FEM;PL
カルロ	carlo	カルロ	carlo	PROPN	
木星	jupiter	木星	jupiter	N	
規約	termer	規約	term	V	N;INDF;MASC+FEM;PL
規約	udtryk	規約	udtryk	V	N;INDF;NEUT;SG
規約	benævnelser	規約	benævnelse	V	N;INDF;MASC+FEM;PL
規約	vilkår	規約	vilkår	V	N;INDF;NEUT;PL
規約	vedtægter	規約	vedtægte	V	N;INDF;MASC+FEM;PL
恭子	kyoko	恭子	kyoko	PROPN	
リール	spole	リール	spole	N	V;NFIN;ACT
リール	rulle	リール	rulle	N	V;NFIN;ACT
正宗	masamune	正宗	masamune	PROPN	
喜び	fryd	喜び	fryd	V	N;INDF;MASC+FEM;SG
喜び	glæde	喜び	glæde	V	N;INDF;MASC+FEM;SG
喜び	livsglæde	喜び	livsglæde	V	N;INDF;MASC+FEM;SG
喜び	joy	喜び	joy	V	
喜び	nydelse	喜び	nydelse	V	N;INDF;MASC+FEM;SG
喜び	fornøjelse	喜び	fornøjelse	V	N;INDF;MASC+FEM;SG
スライド	dias	スライド	dias	N	
スライド	slide	スライド	slide	N	V;NFIN;ACT
スライド	dias	スライド	dias	N	
スライド	glide	スライド	glide	N	V;NFIN;ACT
歌曲	song	歌曲	song	N	
シュミット	schmidt	シュミット	schmidt	PROPN	N;INDF;MASC+FEM;SG
シュミット	schmitt	シュミット	schmitt	PROPN	N;INDF;MASC+FEM;SG
ノーフォーク	norfolk	ノーフォーク	norfolk	PROPN	N;INDF;NEUT;SG
補充	opfyldning	補充	opfyldning	V	N;INDF;MASC+FEM;SG
ストレス	understrege	ストレス	understrege	N	V;NFIN;ACT
ストレス	stresset	ストレス	stresse	N	V;INDF;SG;PST;V.PTCP
ストレス	understregede	ストレス	understrege	N	V;IND;PST;FIN;ACT
ストレス	stressede	ストレス	stresse	N	ADJ;PL
ストレス	understreget	ストレス	understrege	N	V;INDF;SG;PST;V.PTCP
ケベック	quebec	ケベック	quebec	PROPN	N;INDF;NEUT;SG
畠山	hatakeyama	畠山	hatakeyama		
丸	marunouchi	丸	marunouchi	N	
遅延	forsinkelse	遅延	forsinkelse	V	N;INDF;MASC+FEM;SG
遅延	forsinkelser	遅延	forsinkelse	V	N;INDF;MASC+FEM;PL
褐色	brun	褐色	brun	N	ADJ;INDF;MASC+FEM;SG
褐色	brune	褐色	brune	N	ADJ;PL
褐色	brunt	褐色	brun	N	ADJ;INDF;NEUT;SG
褐色	brown	褐色	brown	N	
非	uofficielt	非	uofficielt	N	ADV
非	uofficielle	非	uofficiel	N	ADJ;PL
非	uofficiel	非	uofficiel	N	ADJ;INDF;MASC+FEM;SG
非	uformelt	非	uformelt	N	ADJ;INDF;NEUT;SG
非	uformel	非	uformel	N	ADJ;INDF;MASC+FEM;SG
アトラス	atlas	アトラス	atlas	PROPN	N;INDF;NEUT;SG
巫女	miko	巫女	miko		
今村	imamura	今村	imamura	PROPN	
福原	fukuhara	福原	fukuhara	PROPN	
モナコ	monaco	モナコ	monaco	PROPN	N;INDF;MASC+FEM;SG
便利	belejligt	便利	belejligt	ADJ	ADV
便利	bekvemmelighed	便利	bekvemmelighed	ADJ	N;INDF;MASC+FEM;SG
便利	rentefri	便利	rentefri	ADJ	N;INDF;MASC+FEM;SG
赤松	akamatsu	赤松	akamatsu	PROPN	
腫瘍	tumor	腫瘍	tumor		N;INDF;MASC+FEM;SG
腫瘍	svulst	腫瘍	svulst		N;INDF;MASC+FEM;SG
腫瘍	tumor	腫瘍	tumor		N;INDF;MASC+FEM;SG
腫瘍	svulst	腫瘍	svulst		N;INDF;MASC+FEM;SG
ヒルズ	hills	ヒルズ	hills	PROPN	N;INDF;MASC+FEM;SG
ヒルズ	bakker	ヒルズ	bakke	PROPN	V;IND;PRS;FIN;ACT
ヒルズ	bakkerne	ヒルズ	bakke	PROPN	N;DEF;MASC+FEM;PL
大作	daisaku	大作	daisaku	N	
アリア	aria	アリア	aria	PROPN	
ハリケーン	orkanen	ハリケーン	orkan	PROPN	N;DEF;MASC+FEM;SG
ハリケーン	orkan	ハリケーン	orkan	PROPN	N;INDF;MASC+FEM;SG
二	dobbelt	二	dobbel	NUM	ADJ;INDF;NEUT;SG
ティッシュ	vævet	ティッシュ	væve	N	V;INDF;SG;PST;V.PTCP
円谷	tsuburaya	円谷	tsuburaya	PROPN	
アリー	ali	アリー	ali	PROPN	PROPN
アリー	allie	アリー	allie	PROPN	N;INDF;MASC+FEM;SG
アリー	allieret	アリー	alliere	PROPN	V;INDF;SG;PST;V.PTCP
アリー	allierede	アリー	alliere	PROPN	V;PL;PST;V.PTCP
アリー	forbundsfælle	アリー	forbundsfælle	PROPN	N;INDF;MASC+FEM;SG
アリー	ally	アリー	ally	PROPN	N;INDF;MASC+FEM;SG
アリー	arie	アリー	arie	PROPN	N;INDF;MASC+FEM;SG
ポルシェ	porsche	ポルシェ	porsche	PROPN	N;INDF;MASC+FEM;SG
原宿	harajuku	原宿	harajuku	PROPN	
無償	umotiveret	無償	umotiveret	ADJ	V;INDF;SG;PST;V.PTCP
フレンド	ven	フレンド	ven	PROPN	N;INDF;MASC+FEM;SG
フレンド	veninde	フレンド	veninde	PROPN	N;INDF;MASC+FEM;SG
デュエット	duet	デュエット	duet	PROPN	N;INDF;MASC+FEM;SG
支払う	løn	支払う	løn	V	N;INDF;MASC+FEM;SG
支払う	pay	支払う	pay	V	N;INDF;MASC+FEM;SG
支払う	tilbagebetale	支払う	tilbagebetal	V	N;INDF;MASC+FEM;SG
オクラホマ	oklahoma	オクラホマ	oklahoma	PROPN	
フレッド	fred	フレッド	fred	PROPN	N;INDF;MASC+FEM;SG
エリー	ellie	エリー	ellie	PROPN	
エリー	elly	エリー	elly	PROPN	
フィッシャー	fisher	フィッシャー	fishe	PROPN	N;INDF;MASC+FEM;SG
フィッシャー	fischer	フィッシャー	fische	PROPN	N;INDF;MASC+FEM;SG
集積	akkumulering	集積	akkumulering	V	N;INDF;MASC+FEM;SG
集積	akkumulation	集積	akkumulation	V	N;INDF;MASC+FEM;SG
集積	ophobning	集積	ophobning	V	N;INDF;MASC+FEM;SG
漏れ	lække	漏れ	lække		V;NFIN;ACT
漏れ	lækage	漏れ	lækage		N;INDF;MASC+FEM;SG
漏れ	læk	漏れ	læk		N;INDF;NEUT;SG
漏れ	utæthed	漏れ	utæthed		N;INDF;MASC+FEM;SG
狩猟	jage	狩猟	jage	N	V;NFIN;ACT
ミール	mir	ミール	mir	PROPN	
いたずら	ballade	いたずら	ballade	ADJ	N;INDF;MASC+FEM;SG
ジャム	bevarer	ジャム	bevare	N	V;IND;PRS;FIN;ACT
ジャム	jam	ジャム	jam	N	
ボルチモア	baltimore	ボルチモア	baltimor	PROPN	
チャック	chuck	チャック	chuck	N	
モリス	morris	モリス	morris	PROPN	
伸びる	strækninger	伸びる	strækning	V	N;INDF;MASC+FEM;PL
モロッコ	marokko	モロッコ	marokko	PROPN	
モロッコ	marokkos	モロッコ	marokkos	PROPN	N;GEN;INDF;MASC+FEM;SG
モロッコ	marokkansk	モロッコ	marokkansk	PROPN	ADJ;INDF;SG
モロッコ	marokkanske	モロッコ	marokkansk	PROPN	ADJ;PL
フレッシュ	fresh	フレッシュ	fresh	N	
フレッシュ	friske	フレッシュ	frisk	N	ADJ;PL
フレッシュ	friskt	フレッシュ	frisk	N	ADJ;INDF;NEUT;SG
フレッシュ	frisk	フレッシュ	frisk	N	ADJ;INDF;SG
パット	pat	パット	pat	PROPN	
ふた	låget	ふうだ	låg		N;DEF;NEUT;SG
ふた	låg	ふうだ	låg		N;INDF;NEUT;SG
まあ	jamen	まあ	jamen	CONJ	
メルボルン	melbourne	メルボルン	melbourn	PROPN	N;INDF;MASC+FEM;SG
完璧	perfect	完璧	perfect	ADJ	
完璧	perfektion	完璧	perfektion	ADJ	N;INDF;MASC+FEM;SG
コスタ	costa	コスタ	costa	PROPN	
五月	may	五月	may	N	
五月	kan	五月	kunne	N	V;IND;PRS;FIN;ACT
サンシャイン	solstråle	サンシャイン	solstrål	PROPN	N;INDF;MASC+FEM;SG
サンシャイン	solskin	サンシャイン	solskin	PROPN	N;INDF;NEUT;SG
サンシャイン	sunshine	サンシャイン	sunshin	PROPN	
ミカ	mika	ミカ	mika	PROPN	
ウサギ	rabbit	ウサギ	rabbit	N	
ダニー	danny	ダニー	danny	PROPN	
補完	udfyldelse	補完	udfyldelse	V	N;INDF;MASC+FEM;SG
補完	afslutning	補完	afslutning	V	N;INDF;MASC+FEM;SG
補完	færdiggørelse	補完	færdiggørelse	V	N;INDF;MASC+FEM;SG
補完	fuldførelse	補完	fuldførelse	V	N;INDF;MASC+FEM;SG
常時	konstant	常時	konstant	N	ADJ;INDF;SG
クック	cook	クック	cook	PROPN	
クック	kogning	クック	kogning	PROPN	N;INDF;MASC+FEM;SG
クック	kok	クック	kok	PROPN	N;INDF;MASC+FEM;SG
クック	kog	クック	koge	PROPN	V;IMP
クック	koge	クック	koge	PROPN	V;NFIN;ACT
娯楽	morskab	娯楽	morskab		N;INDF;MASC+FEM;SG
娯楽	underholdning	娯楽	underholdning		N;INDF;MASC+FEM;SG
ローザ	rosa	ローザ	rosa	PROPN	
追求	forfølgelsen	追求	forfølgelse	V	N;DEF;MASC+FEM;SG
ローリー	raleigh	ローリー	raleigh	PROPN	
ローリー	rory	ローリー	rory	PROPN	
加納	jigoro	加納	jigoro	PROPN	
サムライ	samurai	サムライ	samurai	PROPN	
エラ	ella	エラ	ella	N	
あおい	aoi	あおい	aoi	PROPN	
ベール	veil	ベール	veil	N	
レーシング	ræs	レーシング	ræs	PROPN	N;INDF;NEUT;SG
レーシング	racerløb	レーシング	racerløb	PROPN	N;INDF;MASC+FEM;SG
レーシング	racing	レーシング	racing	PROPN	
レーシング	væddeløb	レーシング	væddeløb	PROPN	N;INDF;NEUT;SG
レーシング	kapsejlads	レーシング	kapsejlads	PROPN	N;INDF;MASC+FEM;SG
チェリー	cherry	チェリー	cherry	N	
魚類	fiske	魚類	fisk	N	V;NFIN;ACT
警報	advarsel	警報	advarsel	V	N;INDF;MASC+FEM;SG
警報	varsling	警報	varsling	V	N;INDF;MASC+FEM;SG
炎上	flammerne	炎上	flamme	V	N;DEF;MASC+FEM;PL
炎上	flammer	炎上	flamme	V	N;INDF;MASC+FEM;PL
ロビー	robby	ロビー	robby	N	
ランディ	randy	ランディ	randy	PROPN	PROPN
ジョルジュ	georges	ジョルジュ	george	PROPN	N;GEN;INDF;MASC+FEM;SG
フォース	tving	フォース	tving	N	V;IMP
フォース	force	フォース	force	N	
知能	intelligente	知能	intelligent	N	ADJ;PL
知能	intelligent	知能	intelligent	N	ADJ;INDF;SG
リヨン	lyon	リヨン	lyon	PROPN	
オンタリオ	ontario	オンタリオ	ontario	PROPN	
美奈子	minako	美奈子	minako	PROPN	
通訳	tolk	通訳	tolk	V	N;INDF;MASC+FEM;SG
通訳	fortolkning	通訳	fortolkning	V	N;INDF;MASC+FEM;SG
通訳	tolkning	通訳	tolkning	V	N;INDF;MASC+FEM;SG
通訳	tolkning	通訳	tolkning	V	N;INDF;MASC+FEM;SG
通訳	tolkningen	通訳	tolkning	V	N;DEF;MASC+FEM;SG
ドロップ	falder	ドロップ	falde	N	V;IND;PRS;FIN;ACT
ドロップ	dropper	ドロップ	droppe	N	V;IND;PRS;FIN;ACT
ドロップ	drop	ドロップ	drop	N	V;IMP
ドロップ	slip	ドロップ	slip	N	V;IMP
ドロップ	smid	ドロップ	smid	N	V;IMP
カーター	carter	カーター	carter	PROPN	N;INDF;MASC+FEM;SG
まど	madoka	まど	madoka	PROPN	
サンプル	prøve	サンプル	prøve	N	V;NFIN;ACT
サンプル	prøver	サンプル	prøve	N	V;IND;PRS;FIN;ACT
配達	leverance	配達	leverance	V	N;INDF;MASC+FEM;SG
配達	udbringning	配達	udbringning	V	N;INDF;MASC+FEM;SG
配達	levering	配達	levering	V	N;INDF;MASC+FEM;SG
配達	omdeling	配達	omdeling	V	N;INDF;MASC+FEM;SG
婚姻	ægteskabet	婚姻	ægteskab	V	N;DEF;NEUT;SG
婚姻	ægteskab	婚姻	ægteskab	V	N;INDF;NEUT;SG
婚姻	ægteskaber	婚姻	ægteskab	V	N;INDF;NEUT;PL
レバノン	libanesiske	レバノン	libanesisk	PROPN	ADJ;PL
レバノン	libanon	レバノン	libanon	PROPN	PROPN
ジョナサン	jonathan	ジョナサン	jonathan	PROPN	
のぞみ	nozomi	のぞみ	nozomi	PROPN	
シカ	hjort	シカ	hjort	N	
ハンブルク	hamborg	ハンブルク	hamborg	PROPN	PROPN
