日	dia	日	dia	PROPN	N;MASC;SG
歧視	discriminatórios	歧視	discriminatório	V	ADJ;MASC;PL
跳舞	dançar	跳舞	dançar	N	V;NFIN
跳舞	dançando	跳舞	dançar	N	V;V.MSDR
跳舞	dançar	跳舞	dançar	N	V;NFIN
粘	pegajoso	粘	pegajoso	N	ADJ;MASC;SG
粘	pegajosa	粘	pegajoso	N	ADJ;FEM;SG
儒	confucionismo	儒	confucionismo	PROPN	N;MASC;SG
儒	confucionista	儒	confucionista	PROPN	ADJ;MASC;SG
追擊	perseguição	追擊	perseguição	V	N;FEM;SG
控制	controle	控制	controle	V	N;MASC;SG
控制	controladora	控制	controladora	V	N;FEM;SG
控制	controlador	控制	controlador	V	N;MASC;SG
限量	limitado	限量	limitar	N	V;MASC;SG;V.PTCP
限量	limitados	限量	limitar	N	V;MASC;PL;V.PTCP
限量	limitadas	限量	limitar	N	V;FEM;PL;V.PTCP
限量	limitada	限量	limitar	N	V;FEM;SG;V.PTCP
哭	choro	哭	choro	V	N;MASC;SG
哭	cry	哭	cry	V	N;MASC;SG
哭	choro	哭	choro	V	N;MASC;SG
參議	senador	參議	senador	V	N;MASC;SG
參議	senadora	參議	senadora	V	N;FEM;SG
一	janeiro	一	janeiro	NUM	N;MASC;SG
難民	refugiado	難民	refugiado	N	V;MASC;SG;V.PTCP
科威特	kuwait	科威特	kuwait	PROPN	N;MASC;SG
科威特	koweit	科威特	koweit	PROPN	N;MASC;SG
衰落	declínio	衰落	declínio	V	N;MASC;SG
衰落	declínio	衰落	declínio	V	N;MASC;SG
興起	emergência	興起	emergência	V	N;FEM;SG
興起	surgimento	興起	surgimento	V	N;MASC;SG
爭論	controvérsias	爭論	controvérsia	V	N;FEM;PL
爭論	controvérsia	爭論	controvérsia	V	N;FEM;SG
爭論	polêmica	爭論	polêmica	V	N;FEM;SG
爭論	argumento	爭論	argumento	V	N;MASC;SG
爭論	argumentação	爭論	argumentação	V	N;FEM;SG
爭論	argumentos	爭論	argumento	V	N;MASC;PL
爭論	argumentos	爭論	argumento	V	N;MASC;PL
爭論	argumentação	爭論	argumentação	V	N;FEM;SG
輔導	aconselhamento	輔導	aconselhamento	V	N;MASC;SG
輔導	aconselhamento	輔導	aconselhamento	V	N;MASC;SG
輔導	explicações	輔導	explicação	V	N;FEM;PL
轉變	transformações	轉變	transformação	V	N;FEM;PL
轉變	transformação	轉變	transformação	V	N;FEM;SG
實踐	praticar	實踐	praticar	N	V;NFIN
實踐	pratique	實踐	pratique	N	V;SBJV;SG;3;PRS;FIN
喝	bebe	喝	beber	V	N;MASC;SG
喝	bebida	喝	beber	V	N;FEM;SG
夢幻	sonhar	夢幻	sonhar	ADJ	V;NFIN
夢幻	dream	夢幻	dream	ADJ	N;MASC;SG
夢幻	sonho	夢幻	sonho	ADJ	N;MASC;SG
夢幻	sonhador	夢幻	sonhador	ADJ	N;MASC;SG
囚禁	encarceramento	囚禁	encarceramento	V	N;MASC;SG
囚禁	encarceramento	囚禁	encarceramento	V	N;MASC;SG
實用	práticos	實用	prático	N	ADJ;MASC;PL
實用	prático	實用	prático	N	ADJ;MASC;SG
實用	útil	實用	útil	N	ADJ;MASC;SG
上野	ueno	上野	ueno	PROPN	N;MASC;SG
剛果	congo	剛果	congo	PROPN	N;MASC;SG
喪失	perda	喪失	perda	V	N;FEM;SG
喪失	perdas	喪失	perda	V	N;FEM;PL
注射	injecções	注射	injecção	V	N;FEM;PL
注射	injeções	注射	injeção	V	N;FEM;PL
注射	injeção	注射	injeção	V	N;FEM;SG
注射	injecção	注射	injecção	V	N;FEM;SG
地底	subterrâneo	地底	subterrâneo	N	ADJ;MASC;SG
傳遞	revezamento	傳遞	revezamento	V	N;MASC;SG
傳遞	relé	傳遞	relé	V	N;MASC;SG
傳遞	retransmissão	傳遞	retransmissão	V	N;FEM;SG
曙光	twilight	曙光	twilight	PROPN	N;MASC;SG
曙光	crepúsculo	曙光	crepúsculo	PROPN	N;MASC;SG
研究	pesquisador	研究	pesquisador	V	N;MASC;SG
研究	investigadora	研究	investigadora	V	N;FEM;SG
研究	investigador	研究	investigador	V	N;MASC;SG
遺跡	remanescente	遺跡	remanescente	N	ADJ;MASC;SG
鸚鵡	papagaios	鸚鵡	papagaio	PROPN	N;MASC;PL
鸚鵡	periquito	鸚鵡	periquito	PROPN	N;MASC;SG
鸚鵡	papagaio	鸚鵡	papagaio	PROPN	N;MASC;SG
約會	namorando	約會	namorar	N	V;V.MSDR
約會	namorar	約會	namorar	N	V;NFIN
約會	namora	約會	namora	N	V;IND;SG;3;PRS;FIN
緊張	nervosa	緊張	nervoso	N	ADJ;FEM;SG
緊張	nervosos	緊張	nervoso	N	ADJ;MASC;PL
澄清	clarificar	澄清	clarificar	PROPN	V;NFIN
澄清	clarificação	澄清	clarificação	PROPN	N;FEM;SG
澄清	esclarecimentos	澄清	esclarecimento	PROPN	N;MASC;PL
澄清	esclarecimento	澄清	esclarecimento	PROPN	N;MASC;SG
壞	ruim	壞	ruim	N	ADJ;MASC;SG
壞	mau	壞	mau	N	ADJ;MASC;SG
壞	má	壞	má	N	ADJ;FEM;SG
滿意	satisfeito	滿意	satisfeito	N	V;MASC;SG;V.PTCP
滿意	satisfeitos	滿意	satisfeito	N	V;MASC;PL;V.PTCP
滿意	satisfeita	滿意	satisfazer	N	V;FEM;SG;V.PTCP
合計	agregação	合計	agregação	V	N;FEM;SG
合計	totalização	合計	totalização	V	N;FEM;SG
便	barato	便	barato	ADV	ADJ;MASC;SG
便	baratas	便	barata	ADV	N;FEM;PL
便	baratos	便	barato	ADV	N;MASC;PL
便	barata	便	barato	ADV	N;FEM;SG
第五	quinto	第五	quinto	NUM	ADJ;MASC;SG
第五	quinta	第五	quinta	NUM	N;FEM;SG
緩慢	slow	緩慢	slow	ADJ	N;MASC;SG
緩慢	devagar	緩慢	devagar	ADJ	ADV
緊	apertado	緊	apertar		V;MASC;SG;V.PTCP
緊	apertadas	緊	apertar		V;FEM;PL;V.PTCP
緊	apertada	緊	apertar		V;FEM;SG;V.PTCP
自衛	sdf	自衛	safer	V	N;MASC;SG
廣義	vasto	廣義	vasto	N	ADJ;MASC;SG
廣義	ampla	廣義	ampla	N	ADJ;FEM;SG
廣義	amplo	廣義	amplo	N	ADJ;MASC;SG
廣義	generalizadas	廣義	generalizado	N	V;FEM;PL;V.PTCP
廣義	generalizada	廣義	generalizado	N	V;FEM;SG;V.PTCP
廣義	generalizado	廣義	generalizar	N	V;MASC;SG;V.PTCP
廣義	generalizados	廣義	generalizar	N	V;MASC;PL;V.PTCP
摘要	abstrata	摘要	abstrato	N	ADJ;FEM;SG
讚	gostou	讚	gostar		V;IND;SG;3;PST;FIN
讚	curtido	讚	curtido		V;MASC;SG;V.PTCP
讚	gostei	讚	gostar		V;IND;SG;1;PST;FIN
讚	gostava	讚	gostar		V;IND;SG;3;IPFV;FIN
讚	like	讚	like		N;MASC;SG
讚	curta	讚	curto		ADJ;FEM;SG
讚	como	讚	como		ADV
讚	curtidas	讚	curtida		N;FEM;PL
讚	curte	讚	curte		V;IND;SG;3;PRS;FIN
讚	gosta	讚	gostar		V;IND;SG;3;PRS;FIN
讚	likes	讚	like		N;MASC;PL
讚	gostos	讚	gosto		N;MASC;PL
檢驗	testando	檢驗	testar	N	V;V.MSDR
麒麟	kirin	麒麟	kirin	PROPN	N;MASC;SG
椿	tsubaki	椿	tsubaki	PROPN	N;MASC;SG
多	múltipla	多	múltiplo	ADJ	N;FEM;SG
多	múltiplo	多	múltiplo	ADJ	N;MASC;SG
巴巴	baba	巴巴	baba	PROPN	N;FEM;SG
巴巴	babá	巴巴	babar	PROPN	N;FEM;SG
復出	retorno	復出	retorno	V	N;MASC;SG
復出	regresso	復出	regresso	V	N;MASC;SG
客人	convidado	客人	convidar	N	V;MASC;SG;V.PTCP
客人	convidada	客人	convidar	N	V;FEM;SG;V.PTCP
客人	convidadas	客人	convidar	N	V;FEM;PL;V.PTCP
精確	precisos	精確	preciso	N	ADJ;MASC;PL
精確	exata	精確	exato	N	ADJ;FEM;SG
諷刺	irônico	諷刺	irônico	V	ADJ;MASC;SG
諷刺	ironia	諷刺	ironia	V	N;FEM;SG
諷刺	irónico	諷刺	irónico	V	ADJ;MASC;SG
諷刺	sarcasmo	諷刺	sarcasmo	V	N;MASC;SG
諷刺	ironia	諷刺	ironia	V	N;FEM;SG
地板	andar	地板	andar	N	V;NFIN
冰島	islândia	冰島	islândia	PROPN	N;FEM;SG
排放	emissão	排放	emissão	V	N;FEM;SG
排放	emissões	排放	emissão	V	N;FEM;PL
排放	emissões	排放	emissão	V	N;FEM;PL
原生	nativa	原生	nativa	N	ADJ;FEM;SG
交響	symphony	交響	symphony	V	N;MASC;SG
交響	sinfonia	交響	sinfonia	V	N;FEM;SG
彎	dobre	彎	dobre	N	V;SBJV;SG;3;PRS;FIN
彎	dobrar	彎	dobrar	N	V;NFIN
彎	dobrado	彎	dobrar	N	V;MASC;SG;V.PTCP
梳	pentear	梳	pentear	N	V;NFIN
製片	produtores	製片	produtor	V	N;MASC;PL
製片	produtora	製片	produtor	V	N;FEM;SG
製片	produtor	製片	produtor	V	N;MASC;SG
臧	zang	臧	zang	PROPN	N;MASC;SG
受邀	convidados	受邀	convidado	V	N;MASC;PL
稍	levemente	稍	levemente	ADJ	ADV
稍	ligeiramente	稍	ligeiramente	ADJ	ADV
醛	aldeído	醛	aldeído	N	V;MASC;SG;V.PTCP
依賴	dependentes	依賴	dependente	V	N;MASC;PL
依賴	dependente	依賴	dependente	V	ADJ;MASC;SG
依賴	dependência	依賴	dependência	V	N;FEM;SG
依賴	dependências	依賴	dependência	V	N;FEM;PL
依賴	dependência	依賴	dependência	V	N;FEM;SG
共振	ressonante	共振	ressonante	N	ADJ;MASC;SG
緬	burma	緬	burma	PROPN	N;MASC;SG
緬	birmânia	緬	birmânia	PROPN	N;FEM;SG
緬	mianmar	緬	mianmar	PROPN	N;MASC;SG
投影	projeção	投影	projeção	V	N;FEM;SG
投影	projecção	投影	projecção	V	N;FEM;SG
龔	gong	龔	gong	PROPN	N;MASC;SG
龔	gongo	龔	gongo	PROPN	N;MASC;SG
洛陽	luoyang	洛陽	luoyang	PROPN	N;MASC;SG
統治	governantes	統治	governante	V	N;MASC;PL
統治	governante	統治	governante	V	N;MASC;SG
統治	régua	統治	régua	V	N;FEM;SG
豪華	luxuoso	豪華	luxuoso	N	ADJ;MASC;SG
豪華	luxuosa	豪華	luxuoso	N	ADJ;FEM;SG
豪華	luxuoso	豪華	luxuoso	N	ADJ;MASC;SG
認真	sério	認真	sério	N	ADJ;MASC;SG
認真	séria	認真	sério	N	ADJ;FEM;SG
認真	grave	認真	grave	N	ADJ;MASC;SG
認真	seriamente	認真	seriamente	N	ADV
認真	sério	認真	sério	N	ADJ;MASC;SG
簽證	vistos	簽證	ver	N	V;MASC;PL;V.PTCP
簽證	visa	簽證	visar	N	V;IND;SG;3;PRS;FIN
簽證	visto	簽證	ver	N	PROPN;MASC;SG;V.PTCP
簽證	vistos	簽證	ver	N	V;MASC;PL;V.PTCP
全能	poderoso	全能	poderoso	N	ADJ;MASC;SG
小野	ono	小野	ono	PROPN	N;MASC;SG
指派	cessão	指派	cessão	V	N;FEM;SG
指派	atribuição	指派	atribuição	V	N;FEM;SG
指派	atribuições	指派	atribuição	V	N;FEM;PL
毒性	tóxico	毒性	tóxico	N	ADJ;MASC;SG
毒性	tóxica	毒性	tóxica	N	ADJ;FEM;SG
賭	apostar	賭	apostar	N	V;NFIN
刷	pincel	刷	pincel	PROPN	N;MASC;SG
刷	escova	刷	escova	PROPN	N;FEM;SG
盟友	aliados	盟友	aliado	N	V;MASC;PL;V.PTCP
盟友	aliado	盟友	aliar	N	V;MASC;SG;V.PTCP
盟友	aliada	盟友	aliar	N	V;FEM;SG;V.PTCP
墨爾本	melbourne	墨爾本	melbourne	PROPN	N;MASC;SG
桶	barris	桶	barri	PROPN	N;MASC;PL
桶	barril	桶	barril	PROPN	N;MASC;SG
桶	balde	桶	balde	PROPN	N;MASC;SG
桶	baldes	桶	balde	PROPN	N;MASC;PL
對立	opostos	對立	oposto	V	N;MASC;PL
對立	antagonismo	對立	antagonismo	V	N;MASC;SG
對立	rivalidade	對立	rivalidade	V	N;FEM;SG
對立	rivalidades	對立	rivalidade	V	N;FEM;PL
對立	confrontação	對立	confrontação	V	N;FEM;SG
對立	confronto	對立	confronto	V	N;MASC;SG
對立	confrontos	對立	confronto	V	N;MASC;PL
對立	opostos	對立	oposto	V	N;MASC;PL
惡化	agravamento	惡化	agravamento	V	N;MASC;SG
休閒	informal	休閒	informal	N	ADJ;MASC;SG
休閒	casual	休閒	casual	N	ADJ;MASC;SG
同	companheiro	同	companheiro	DET	N;MASC;SG
同	companheira	同	companheiro	DET	N;FEM;SG
壓縮	compressa	壓縮	compressa	V	N;FEM;SG
壓縮	compressão	壓縮	compressão	V	N;FEM;SG
缺席	ausente	缺席	ausente	V	ADJ;MASC;SG
缺席	ausentes	缺席	ausente	V	ADJ;MASC;PL
缺席	ausência	缺席	ausência	V	N;FEM;SG
缺席	ausente	缺席	ausente	V	ADJ;MASC;SG
基輔	kiev	基輔	kiev	PROPN	N;MASC;SG
七	seven	七	seven	NUM	N;MASC;SG
綁	sequestro	綁	sequestro	V	N;MASC;SG
綁	rapto	綁	rapto	V	N;MASC;SG
綁	raptos	綁	rapto	V	N;MASC;PL
綁	sequestro	綁	sequestro	V	N;MASC;SG
綁	rapto	綁	rapto	V	N;MASC;SG
綁	seqüestro	綁	seqüestro	V	N;MASC;SG
反叛	insurgência	反叛	insurgência	V	N;FEM;SG
反叛	insurreição	反叛	insurreição	V	N;FEM;SG
反叛	rebeldes	反叛	rebelde	V	N;MASC;PL
反叛	rebelde	反叛	rebelde	V	N;MASC;SG
反叛	revolta	反叛	revolta	V	N;FEM;SG
反叛	rebeldia	反叛	rebeldia	V	N;FEM;SG
反叛	rebelião	反叛	rebelião	V	N;FEM;SG
西班牙	castelhano	西班牙	castelhano	PROPN	N;MASC;SG
西班牙	espanhola	西班牙	espanhola	PROPN	N;FEM;SG
西班牙	espanhóis	西班牙	espanhol	PROPN	N;MASC;PL
西班牙	espanhol	西班牙	espanhol	PROPN	N;MASC;SG
修理	conserto	修理	conserto	V	N;MASC;SG
修理	reparações	修理	reparação	V	N;FEM;PL
修理	reparo	修理	reparo	V	N;MASC;SG
修理	reparação	修理	reparação	V	N;FEM;SG
修理	reparação	修理	reparação	V	N;FEM;SG
修理	reparos	修理	reparo	V	N;MASC;PL
修理	reparações	修理	reparação	V	N;FEM;PL
丹佛	denver	丹佛	denver	PROPN	N;MASC;SG
阿部	abe	阿部	aber	PROPN	N;MASC;SG
衰退	recessão	衰退	recessão	V	N;FEM;SG
玻利維亞	bolívia	玻利維亞	bolívia	PROPN	N;FEM;SG
墜毀	crash	墜毀	crash	V	N;MASC;SG
墜毀	acidente	墜毀	acidente	V	N;MASC;SG
恐懼	temer	恐懼	temer	N	V;NFIN
數千	milhares	數千	milhar	NUM	N;MASC;PL
排版	disposição	排版	disposição	V	N;FEM;SG
排版	layout	排版	layout	V	N;MASC;SG
滿洲	manchúria	滿洲	manchúria	PROPN	N;FEM;SG
及	atempada	及	atempado	ADP	N;FEM;SG
及	oportuno	及	oportuno	ADP	ADJ;MASC;SG
及	oportuna	及	oportuna	ADP	ADJ;FEM;SG
瀏覽	navegue	瀏覽	navegue	V	ADJ;FEM;SG
瀏覽	visualização	瀏覽	visualização	V	N;FEM;SG
瀏覽	navegação	瀏覽	navegação	V	N;FEM;SG
瀏覽	vista	瀏覽	vista	V	N;FEM;SG
山崎	yamazaki	山崎	yamazaki	PROPN	N;MASC;SG
哈薩克	cazaquistão	哈薩克	cazaquistão	PROPN	N;MASC;SG
黑山	montenegro	黑山	montenegro	PROPN	N;MASC;SG
開心	feliz	開心	feliz	N	ADJ;MASC;SG
開心	felizes	開心	feliz	N	ADJ;MASC;PL
畢業	graduados	畢業	graduar	V	N;MASC;PL
畢業	licenciatura	畢業	licenciatura	V	N;FEM;SG
畢業	graduação	畢業	graduação	V	N;FEM;SG
骨骼	esquelético	骨骼	esquelético	N	ADJ;MASC;SG
孔	pavão	孔	pavão	PROPN	N;MASC;SG
跟	follow	跟	follow	V	N;MASC;SG
預設	padrão	預設	padrão	V	N;MASC;SG
預設	omissão	預設	omissão	V	N;FEM;SG
預設	predefinição	預設	predefinição	V	N;FEM;SG
雷霆	trovão	雷霆	trovão	PROPN	N;MASC;SG
雷霆	trovões	雷霆	trovão	PROPN	N;MASC;PL
雷霆	thunder	雷霆	thunder	PROPN	N;MASC;SG
變動	mudanças	變動	mudança	V	N;FEM;PL
變動	alterações	變動	alteração	V	N;FEM;PL
變動	modificações	變動	modificação	V	N;FEM;PL
爛	rotten	爛	rotten		N;MASC;SG
爛	podre	爛	podre		ADJ;MASC;SG
爛	podres	爛	podre		N;MASC;PL
鞍	selim	鞍	selim	PROPN	N;MASC;SG
鞍	sela	鞍	sela	PROPN	N;FEM;SG
北極	ártico	北極	ártico	PROPN	N;MASC;SG
北極	arctic	北極	arctic	PROPN	N;MASC;SG
北極	árctico	北極	árctico	PROPN	N;MASC;SG
變換	transformações	變換	transformação	V	N;FEM;PL
變換	transformações	變換	transformação	V	N;FEM;PL
變換	transformação	變換	transformação	V	N;FEM;SG
花費	gastos	花費	gasto	V	N;MASC;PL
花費	gastos	花費	gasto	V	N;MASC;PL
花費	gastos	花費	gasto	V	N;MASC;PL
岐阜	gifu	岐阜	gifar	PROPN	N;MASC;SG
戈爾	gore	戈爾	gore	PROPN	N;MASC;SG
瓦特	watt	瓦特	watt	PROPN	N;MASC;SG
瓦特	watts	瓦特	wata	PROPN	N;FEM;PL
聊天	conversar	聊天	conversar	N	V;NFIN
漂亮	linda	漂亮	linda	N	ADJ;FEM;SG
漂亮	bonito	漂亮	bonito	N	ADJ;MASC;SG
漂亮	bonita	漂亮	bonito	N	ADJ;FEM;SG
歡	huan	歡	huan		N;MASC;SG
與	entretanto	與	entretanto	ADP	ADV
三	delta	三	delta	NUM	N;MASC;SG
媒介	médio	媒介	médio	N	ADJ;MASC;SG
媒介	meio	媒介	meio	N	ADV
外星	alienígena	外星	alienígenal	N	ADJ;MASC;SG
宮城	miyagi	宮城	miyagi	PROPN	N;MASC;SG
邪惡	mal	邪惡	mal	N	ADV
邪惡	perversa	邪惡	perverso	N	ADJ;FEM;SG
邪惡	malvados	邪惡	malvar	N	V;MASC;PL;V.PTCP
邪惡	perverso	邪惡	perverso	N	ADJ;MASC;SG
邪惡	malvada	邪惡	malvado	N	V;FEM;SG;V.PTCP
預言	profecias	預言	profecia	V	N;FEM;PL
預言	profecia	預言	profecir	V	N;FEM;SG
預言	profecias	預言	profecia	V	N;FEM;PL
譴責	condenação	譴責	condenação	V	N;FEM;SG
譴責	repreensão	譴責	repreensão	V	N;FEM;SG
譴責	reprimenda	譴責	reprimenda	V	N;FEM;SG
石化	petroquímica	石化	petroquímica	V	N;FEM;SG
溫帶	temperado	溫帶	temperar	N	V;MASC;SG;V.PTCP
溫帶	temperada	溫帶	temperada	N	V;FEM;SG;V.PTCP
溫帶	temperadas	溫帶	temperar	N	V;FEM;PL;V.PTCP
製片	produtora	製片	produtor	V	N;FEM;SG
製片	produtor	製片	produtor	V	N;MASC;SG
極端	extremos	極端	extremo		N;MASC;PL
極端	extremos	極端	extremo		N;MASC;PL
極端	extrema	極端	extremo		ADJ;FEM;SG
極端	extremo	極端	extremo		N;MASC;SG
極端	extreme	極端	extremer		N;MASC;SG
閔	min	閔	min	PROPN	N;MASC;PL
斑點	malhado	斑點	malhar	N	V;MASC;SG;V.PTCP
斑點	visto	斑點	ver	N	PROPN;MASC;SG;V.PTCP
斑點	avistado	斑點	avistar	N	V;MASC;SG;V.PTCP
恨	odiar	恨	odiar	N	V;NFIN
恨	odeio	恨	odeio	N	V;IND;SG;1;PRS;FIN
恨	odeia	恨	odeia	N	V;IND;SG;3;PRS;FIN
降水	precipitação	降水	precipitação	V	N;FEM;SG
提取	extracção	提取	extracção	V	N;FEM;SG
提取	extração	提取	extração	V	N;FEM;SG
提取	extracto	提取	acto	V	N;MASC;SG
提取	extrato	提取	extrato	V	N;MASC;SG
革新	inovar	革新	inovar	N	V;NFIN
否決	veto	否決	veto	V	N;MASC;SG
瑪麗亞	maria	瑪麗亞	maria	PROPN	N;FEM;SG
喬治亞	georgia	喬治亞	georgia	PROPN	N;FEM;SG
喬治亞	geórgia	喬治亞	geórgia	PROPN	N;FEM;SG
手工	artesanal	手工	artesanal	N	ADJ;MASC;SG
破裂	ruptura	破裂	ruptura	V	N;FEM;SG
破裂	rotura	破裂	rotura	V	N;FEM;SG
中性	neutro	中性	neutro	N	ADJ;MASC;SG
中性	neutra	中性	neutro	N	ADJ;FEM;SG
天生	nascido	天生	nascer	N	V;MASC;SG;V.PTCP
天生	nascida	天生	nascer	N	V;FEM;SG;V.PTCP
天生	nasceu	天生	nascer	N	V;IND;SG;3;PST;FIN
陪同	escolta	陪同	escolta	V	N;FEM;SG
陪同	acompanhantes	陪同	acompanhante	V	N;MASC;PL
陪同	acompanhante	陪同	acompanhante	V	N;MASC;SG
微笑	sorrir	微笑	sorrir	N	V;NFIN
微笑	sorri	微笑	sorrir	N	V;IND;SG;3;PRS;FIN
微笑	sorrindo	微笑	sorrir	N	V;V.MSDR
微笑	sorridente	微笑	sorridente	N	ADJ;MASC;SG
有	orgânicas	有	orgânico	V	N;FEM;PL
有	orgânica	有	orgânico	V	N;FEM;SG
有	orgânico	有	orgânico	V	N;MASC;SG
有	orgânicos	有	orgânico	V	N;MASC;PL
泰坦	titan	泰坦	titan	PROPN	N;FEM;SG
泰坦	titã	泰坦	titã	PROPN	N;MASC;SG
啓	kai	啓	kai	V	N;MASC;SG
皇	delfim	皇	delfim	PROPN	N;MASC;SG
幾何	geométrico	幾何	geométrico	N	ADJ;MASC;SG
幾何	geométrica	幾何	geométrico	N	ADJ;FEM;SG
延遲	demora	延遲	demora	V	N;FEM;SG
延遲	atrasos	延遲	atraso	V	N;MASC;PL
延遲	atraso	延遲	atraso	V	N;MASC;SG
延遲	atrasos	延遲	atraso	V	N;MASC;PL
延遲	atraso	延遲	atraso	V	N;MASC;SG
署名	atribuição	署名	atribuição	V	N;FEM;SG
研討	seminários	研討	seminário	V	N;MASC;PL
研討	workshop	研討	workshop	V	N;MASC;SG
研討	oficina	研討	oficina	V	N;FEM;SG
研討	ateliê	研討	ateliê	V	N;MASC;SG
研討	seminário	研討	seminário	V	N;MASC;SG
露西	lúcia	露西	lúcia	PROPN	N;FEM;SG
露西	lucy	露西	lucy	PROPN	N;FEM;SG
露西	lucia	露西	lucia	PROPN	N;FEM;SG
引爆	detonação	引爆	detonação	V	N;FEM;SG
說服	convincente	說服	convincente	V	ADJ;MASC;SG
說服	convincentes	說服	convincente	V	ADJ;MASC;PL
專注	focus	專注	focu	V	N;MASC;SG
專注	foco	專注	foco	V	N;MASC;SG
實習	interno	實習	interno	N	ADJ;MASC;SG
耶和華	jeová	耶和華	jeová	PROPN	N;MASC;SG
懷孕	gravidez	懷孕	gravidez	V	N;FEM;SG
懷孕	gestação	懷孕	gestação	V	N;FEM;SG
懷孕	grávida	懷孕	grávida	V	N;FEM;SG
懷孕	grávidas	懷孕	grávido	V	N;FEM;PL
逃離	fuga	逃離	fuga	V	N;FEM;SG
逃離	escape	逃離	escape	V	N;MASC;SG
發掘	escavação	發掘	escavação	V	N;FEM;SG
發掘	escavações	發掘	escavação	V	N;FEM;PL
傾斜	inclinação	傾斜	inclinação	V	N;FEM;SG
傾斜	slant	傾斜	slant	V	N;MASC;SG
八	eight	八	eight	NUM	N;MASC;SG
最愛	preferida	最愛	preferir	N	V;FEM;SG;V.PTCP
最愛	preferido	最愛	preferir	N	V;MASC;SG;V.PTCP
猶太	judaica	猶太	judaica	PROPN	N;FEM;SG
猶太	judeus	猶太	judeu	PROPN	N;MASC;PL
猶太	judia	猶太	judia	PROPN	N;FEM;SG
猶太	judeu	猶太	judeu	PROPN	N;MASC;SG
猶太	judaico	猶太	judaico	PROPN	N;MASC;SG
猶太	judeus	猶太	judeu	PROPN	N;MASC;PL
蓮花	lotus	蓮花	lotus	PROPN	N;MASC;SG
蓮花	lótus	蓮花	lótu	PROPN	N;FEM;SG
拍賣	leilões	拍賣	leilão	V	N;MASC;PL
拍賣	leilão	拍賣	leilão	V	N;MASC;SG
拍賣	leilões	拍賣	leilão	V	N;MASC;PL
比	proporção	比	proporção	ADP	N;FEM;SG
比	proporções	比	proporção	ADP	N;FEM;PL
駕駛	condutor	駕駛	condutor	V	N;MASC;SG
駕駛	maquinista	駕駛	maquinista	V	N;MASC;SG
駕駛	driver	駕駛	driver	V	N;MASC;SG
駕駛	motorista	駕駛	motorista	V	N;MASC;SG
駕駛	pilot	駕駛	pilot	V	N;MASC;SG
駕駛	piloto	駕駛	piloto	V	N;MASC;SG
聚合	agregação	聚合	agregação	V	N;FEM;SG
聚合	totalização	聚合	totalização	V	N;FEM;SG
稀有	raros	稀有	raro	N	ADJ;MASC;PL
稀有	rara	稀有	raro	N	ADJ;FEM;SG
稀有	raras	稀有	raro	N	ADJ;FEM;PL
稀有	raro	稀有	raro	N	ADJ;MASC;SG
普爾	poole	普爾	poole	PROPN	N;MASC;SG
炸	sopra	炸	soprar	N	V;IND;SG;3;PRS;FIN
炸	soprar	炸	soprar	N	V;NFIN
炸	exploda	炸	explodar	N	V;SBJV;SG;3;PRS;FIN
上次	último	上次	último	N	ADJ;MASC;SG
上次	últimas	上次	último	N	ADJ;FEM;PL
上次	últimos	上次	último	N	ADJ;MASC;PL
上次	última	上次	último	N	ADJ;FEM;SG
診斷	diagnósticos	診斷	diagnóstico	V	N;MASC;PL
診斷	diagnósticos	診斷	diagnóstico	V	N;MASC;PL
診斷	diagnóstico	診斷	diagnóstico	V	N;MASC;SG
診斷	diagnóstico	診斷	diagnóstico	V	N;MASC;SG
診斷	diagnóstico	診斷	diagnóstico	V	N;MASC;SG
擲	atira	擲	atirar	N	V;IND;SG;3;PRS;FIN
近日	recentemente	近日	recentemente	N	ADV
世俗	mundano	世俗	mundano	N	ADJ;MASC;SG
世俗	secular	世俗	secular	N	ADJ;MASC;SG
世俗	mundanos	世俗	mundano	N	ADJ;MASC;PL
錄音	estudio	錄音	estudio	V	N;MASC;SG
錄音	ateliê	錄音	ateliê	V	N;MASC;SG
錄音	studio	錄音	studio	V	N;MASC;SG
錄音	estúdio	錄音	estúdio	V	N;MASC;SG
錄音	estúdios	錄音	estúdio	V	N;MASC;PL
偏向	viés	偏向	viés		N;MASC;SG
新星	nova	新星	novo	N	ADJ;FEM;SG
烏拉圭	uruguai	烏拉圭	urugual	PROPN	N;MASC;SG
夏日	verão	夏日	ver	N	V;IND;PL;3;FUT;FIN
夏日	verão	夏日	ver	N	V;IND;PL;3;FUT;FIN
微	microrganismos	微	microrganismo	PART	N;MASC;PL
微	microorganismos	微	microorganismo	PART	N;MASC;PL
微	microbiana	微	microbiano	PART	N;FEM;SG
強迫	forçadas	強迫	forçar		V;FEM;PL;V.PTCP
強迫	forçada	強迫	forçar		V;FEM;SG;V.PTCP
強迫	forçado	強迫	forçar		V;MASC;SG;V.PTCP
強迫	forçou	強迫	forçar		V;IND;SG;3;PST;FIN
強迫	forçados	強迫	forçar		V;MASC;PL;V.PTCP
強迫	coacção	強迫	coacção		N;FEM;SG
強迫	compulsão	強迫	compulsão		N;FEM;SG
強迫	coacção	強迫	coacção		N;FEM;SG
強迫	coerção	強迫	coerção		N;FEM;SG
俘虜	cativa	俘虜	cativa	N	V;IND;SG;3;PRS;FIN
殭屍	zombie	殭屍	zombir		N;MASC;SG
