το	the	ο	the	DET;NOM;DEF;NEUT;SG	PROPN
ισχυρίστηκε	mengklaim	ισχυρίζομαι	menklaim	V;PFV;IND;SG;3;PST;FIN;PASS	V;SG;ACT
στέγη	roof	στέγος	roof	N;NOM;FEM;SG	PROPN
αυστριακή	austria	αυστριακός	austria	ADJ;NOM;FEM;SG	PROPN
επεκταθεί	extended	επεκτείνω	extended	V;PFV;NFIN;PASS	PROPN
επεκταθεί	perluasan	επεκτείνω	perluasan	V;PFV;NFIN;PASS	N;SG
επεκταθεί	mengembang	επεκτείνω	menkembang	V;PFV;NFIN;PASS	PROPN;SG;ACT
επεκταθεί	memperluas	επεκτείνω	menperluas	V;PFV;NFIN;PASS	V;SG;ACT
συνταγματάρχης	colonel	συνταγματάρχης	colonel	N;NOM;MASC;SG	PROPN
αντιπροσωπεύουν	mewakili	αντιπροσωπεύω	menwakili	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SG;ACT
αντιπροσωπεύουν	wakili	αντιπροσωπεύω	wakili	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SG;ACT
νοτιοδυτική	southwest	νοτιοδυτικός	southwest	ADJ;NOM;FEM;SG	PROPN
πιθανότητες	kemungkinannya	πιθανότητα	kemungkinan	N;NOM;FEM;PL	N;SG
πιθανότητες	kemungkinan	πιθανότητα	kemungkinan	N;NOM;FEM;PL	N;SG
πιθανότητες	peluang	πιθανότητα	peluang	N;NOM;FEM;PL	N;SG
πιθανότητες	kemungkinannya	πιθανότητα	kemungkinan	N;NOM;FEM;PL	N;SG
πιθανότητες	kemungkinan	πιθανότητα	kemungkinan	N;NOM;FEM;PL	N;SG
συνηθισμένο	ordinary	συνηθίζω	ordinary	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	PROPN
διαδηλωτές	demonstran	διαδηλωτής	demonstran	N;NOM;MASC;PL	N;SG
διαδηλωτές	demonstran	διαδηλωτής	demonstran	N;NOM;MASC;PL	N;SG
διαδηλωτές	pemrotes	διαδηλωτής	penprotes	N;NOM;MASC;PL	N;SG
διαδηλωτές	pengunjuk	διαδηλωτής	penkunjuk	N;NOM;MASC;PL	N;SG
διαδηλωτές	demonstran	διαδηλωτής	demonstran	N;NOM;MASC;PL	N;SG
διαδηλωτές	pemrotes	διαδηλωτής	penprotes	N;NOM;MASC;PL	N;SG
λέσχη	club	λέσχω	club	N;NOM;FEM;SG	PROPN
κήπος	masya	κήπος	masya	N;NOM;MASC;SG	
κήπος	garden	κήπος	garden	N;NOM;MASC;SG	PROPN
στόχων	tujuan	στόχος	tujuan	N;GEN;MASC;PL	N;SG
στόχων	objektif	στόχος	objektif	N;GEN;MASC;PL	ADJ
μάλι	mali	μάλι	mali	PROPN;NOM;NEUT;SG	PROPN
παλαιστίνης	palestina	παλαιστίνος	palestina	PROPN;GEN;FEM;SG	N;SG
εξαφάνιση	menghilangnya	εξαφάνιση	menhilang	N;ACC;FEM;SG	V;SG;ACT
κριτικοί	kritikus	κριτικός	kritikus	N;NOM;MASC;PL	N;SG
μάρμαρο	marble	μάρμαρο	marble	N;NOM;NEUT;SG	PROPN
σύντομος	short	σύντομος	short	N;NOM;MASC;SG	PROPN
σύντομος	singkat	σύντομος	singkat	N;NOM;MASC;SG	ADJ;SG
σύντομος	pendek	σύντομος	pendek	N;NOM;MASC;SG	ADJ;SG
σύντομος	ringkas	σύντομος	ringkas	N;NOM;MASC;SG	PROPN;SG
σύντομος	singkat	σύντομος	singkat	N;NOM;MASC;SG	ADJ;SG
σύντομος	brief	σύντομος	brief	N;NOM;MASC;SG	PROPN
μάθησης	belajar	μάθηση	belajar	N;GEN;FEM;SG	V;SG
εμπόδια	rintangan	εμπόδιο	rintangan	N;NOM;NEUT;PL	N;SG
εμπόδια	hambatan	εμπόδιο	hambatan	N;NOM;NEUT;PL	N;SG
εμπόδια	rintangan	εμπόδιο	rintangan	N;NOM;NEUT;PL	N;SG
ηλεκτρονίων	elektron	ηλεκτρόνιος	elektron	N;GEN;NEUT;PL	N;SG
αρχικός	inisial	αρχικός	inisial	ADJ;NOM;MASC;SG	N
αρχικός	original	αρχικός	original	ADJ;NOM;MASC;SG	PROPN
αγαπητέ	dear	αγαπητός	dear	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
αγαπητέ	sayang	αγαπητός	sayang	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;SG
αγαπητέ	yth	αγαπητός	yth	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
βελτιώσεις	perbaikan	βελτίωση	perbaikan	N;NOM;FEM;PL	N;SG
βελτιώσεις	penyempurnaan	βελτίωση	pensempurnaan	N;NOM;FEM;PL	N;SG
ήπειρος	epiros	ήπειρος	epiros	PROPN;NOM;FEM;SG	PROPN
ήπειρος	benua	ήπειρος	benua	PROPN;NOM;FEM;SG	N;SG
χάρβαρντ	harvard	χάρβαρντ	harvard	N;NOM;NEUT;SG	PROPN
υγρασία	lembab	υγρασία	lembab	N;NOM;FEM;SG	ADJ;SG
άμεσο	direct	άμεσος	direct	ADJ;NOM;NEUT;SG	PROPN
άμεσο	langsung	άμεσος	langsung	ADJ;NOM;NEUT;SG	ADV
άμεσο	immediate	άμεσος	immediate	ADJ;NOM;NEUT;SG	PROPN
πακέτο	pack	πακέτος	pack	N;NOM;NEUT;SG	PROPN
μόνιμος	permanent	μόνιμος	permanent	ADJ;NOM;MASC;SG	PROPN
δισ	milyar	δίν	milyar	N	PROPN
βενεζουέλα	venezuela	βενεζουέλα	venezuela	PROPN;ACC;FEM;SG	PROPN
δοκίμια	esai	δοκίμιο	esai	N;NOM;NEUT;PL	N;SG;ACT
μάριο	mario	μάριο	mario		PROPN
πλεονεκτήματα	keuntungan	πλεονέκτημα	keuntungan	N;NOM;NEUT;PL	N;SG
πλεονεκτήματα	tunjangan	πλεονέκτημα	tunjangan	N;NOM;NEUT;PL	N;SG
πλεονεκτήματα	manfaatnya	πλεονέκτημα	manfaat	N;NOM;NEUT;PL	N;SG
πλεονεκτήματα	manfaat	πλεονέκτημα	manfaat	N;NOM;NEUT;PL	N;SG
πλεονεκτήματα	keuntungan	πλεονέκτημα	keuntungan	N;NOM;NEUT;PL	N;SG
πλεονεκτήματα	keunggulan	πλεονέκτημα	keunggulan	N;NOM;NEUT;PL	N;SG
πλεονεκτήματα	kelebihan	πλεονέκτημα	kelebihan	N;NOM;NEUT;PL	N;SG
επιτυχώς	sukses	επιτυχώς	sukses	ADV	ADJ;SG
επιτυχώς	berhasil	επιτυχώς	berhasil	ADV	V;SG
νομοθετική	legislatif	νομοθετικός	legislatif	ADJ;NOM;FEM;SG	N;SG
αλγερία	aljazair	αλγερία	aljazair	PROPN;ACC;FEM;SG	N
κάρλο	carlo	κάρλος	carlo		PROPN
σαντιάγο	santiago	σαντιάγος	santiago		PROPN
γιβραλτάρ	gibraltar	γιβραλτάρ	gibraltar		PROPN
παυσανία	pausanias	παυσανία	pausanias	PROPN;NOM;MASC;SG	N
κένεντι	kennedy	κένεντι	kennedy	PROPN;NOM;MASC;SG	PROPN
εκρήξεις	letusan	έκρηξη	letusan	N;NOM;FEM;PL	N;SG
εκρήξεις	ledakan	έκρηξη	ledakan	N;NOM;FEM;PL	N;SG
χιλιετία	millennium	χιλιετία	millennium	N;NOM;FEM;SG	PROPN
τείνουν	cenderung	τείνω	cenderung	V;IPFV;IND;PL;3;PRS;FIN;ACT	ADV
κινεζική	tionghoa	κινεζικός	tionghoa	ADJ;NOM;FEM;SG	N
κινεζική	china	κινεζικός	china	ADJ;NOM;FEM;SG	PROPN
κινεζική	cina	κινεζικός	cina	ADJ;NOM;FEM;SG	PROPN;SG
απαίτηση	menuntut	απαίτηση	mentuntut	N;ACC;FEM;SG	V;SG;ACT
απαίτηση	demand	απαίτηση	demand	N;ACC;FEM;SG	PROPN
όμηρος	homer	όμηρος	homer	N;NOM;MASC;SG	PROPN
έρωτας	love	έρωτο	love	N;NOM;MASC;SG	PROPN
έρωτας	cintai	έρωτο	cintai	N;NOM;MASC;SG	V;SG;ACT
λιοντάρι	lion	λιοντάρι	lion	N;NOM;NEUT;SG	PROPN
λιοντάρι	singa	λιοντάρι	singa	N;NOM;NEUT;SG	PROPN;SG
γενετική	genetik	γενετικός	genetik	ADJ;NOM;FEM;SG	N;SG
γενετική	genetis	γενετικός	genetis	ADJ;NOM;FEM;SG	N;SG
γενετική	genetika	γενετικός	genetika	ADJ;NOM;FEM;SG	N;SG
γενετική	genetik	γενετικός	genetik	ADJ;NOM;FEM;SG	N;SG
γενετική	genetika	γενετικός	genetika	ADJ;NOM;FEM;SG	N;SG
ενδιαφέροντα	minat	ενδιαφέρω	minat	ADV	N;SG
ενδιαφέροντα	menarik	ενδιαφέρω	menarik	ADV	V;SG
πολλαπλές	kelipatan	πολλαπλά	kelipatan	ADJ;NOM;FEM;PL	N;SG
πολλαπλές	beberapa	πολλαπλά	beberapa	ADJ;NOM;FEM;PL	DET
πολλαπλές	multiple	πολλαπλά	multiple	ADJ;NOM;FEM;PL	PROPN
πολλαπλές	berganda	πολλαπλά	berganda	ADJ;NOM;FEM;PL	PROPN;SG;ACT
ιατρικές	kedokteran	ιατρικός	kedokteran	ADJ;NOM;FEM;PL	N;SG
ιατρικές	medis	ιατρικός	medis	ADJ;NOM;FEM;PL	N;SG
ιατρικές	medical	ιατρικός	medical	ADJ;NOM;FEM;PL	PROPN
χτύπημα	blow	χτύπημα	blow	N;NOM;NEUT;SG	PROPN
χτύπημα	meniup	χτύπημα	mentiup	N;NOM;NEUT;SG	V;SG;ACT
χτύπημα	ramaikan	χτύπημα	ramaikan	N;NOM;NEUT;SG	V;SG;ACT
χτύπημα	memukul	χτύπημα	menpukul	N;NOM;NEUT;SG	V;SG;ACT
επίβλεψη	oversight	επίβλεψη	oversight	N;ACC;FEM;SG	PROPN
ενορία	parish	ενορία	parish	N;NOM;FEM;SG	PROPN
ιστού	tissue	ιστός	tissue	N;GEN;NEUT;SG	PROPN
ιστού	tisu	ιστός	tisu	N;GEN;NEUT;SG	PROPN
γιουβέντους	juventus	γιούβω	juventus	PROPN;NOM;MASC;PL	N
παράθυρα	windows	παράθυρα	windows	N;NOM;NEUT;PL	PROPN
παράθυρα	jendela	παράθυρα	jendela	N;NOM;NEUT;PL	N;SG
μόνα	mouna	μόνος	mouna	ADJ;NOM;NEUT;PL	PROPN
μόνα	mona	μόνος	mona	ADJ;NOM;NEUT;PL	PROPN
βαρσοβίας	warsawa	βαρσοβία	warsawa	N;GEN;FEM;SG	PROPN
πανηγύρι	adil	πανηγύρι	adil	N;NOM;NEUT;SG	ADJ;SG
πανηγύρι	fair	πανηγύρι	fair	N;NOM;NEUT;SG	PROPN
χριστίνα	christina	χριστίνα	christina	PROPN;NOM;FEM;SG	PROPN
χριστίνα	cristina	χριστίνα	cristina	PROPN;NOM;FEM;SG	PROPN
χριστίνα	christine	χριστίνα	christine	PROPN;NOM;FEM;SG	PROPN
στρατιώτης	soldier	στρατιώτης	soldier	N;NOM;MASC;SG	PROPN
κομήτης	comet	κόμητος	comet	N;NOM;MASC;SG	PROPN
ανάκτηση	recovery	ανάκτηση	recovery	N;ACC;FEM;SG	PROPN
ανάκτηση	kesembuhan	ανάκτηση	kesembuhan	N;ACC;FEM;SG	PROPN;SG
κομήτη	comet	κόμητος	comet	N;NOM;MASC;SG	PROPN
τελ	tel	τελ	tel		PROPN
διακοπές	libur	διακοπή	libur	N;NOM;FEM;PL	N;SG
διακοπές	holiday	διακοπή	holiday	N;NOM;FEM;PL	PROPN
διακοπές	liburan	διακοπή	liburan	N;NOM;FEM;PL	N;SG
διακοπές	liburan	διακοπή	liburan	N;NOM;FEM;PL	N;SG
διακοπές	libur	διακοπή	libur	N;NOM;FEM;PL	N;SG
διακοπές	liburan	διακοπή	liburan	N;NOM;FEM;PL	N;SG
μοχάμεντ	muhammad	μοχάμεντ	muhammad		PROPN;SG
μοχάμεντ	mohammed	μοχάμεντ	mohammed		PROPN
μοχάμεντ	muhammed	μοχάμεντ	muhammed		PROPN
ρώσους	rusia	Ρώσος	rusia	PROPN;ACC;MASC;PL	PROPN
γεράκι	hawk	γεράκι	hawk	N;NOM;NEUT;SG	PROPN
γεράκι	rajawali	γεράκι	rajawali	N;NOM;NEUT;SG	PROPN
εισόδημα	income	εισόδημα	income	N;NOM;NEUT;SG	PROPN
απαγορεύεται	terlarang	απαγορεύω	terlarang	V;IPFV;IND;SG;3;PRS;FIN;PASS	PROPN;SG;PASS
απαγορεύεται	terlarang	απαγορεύω	terlarang	V;IPFV;IND;SG;3;PRS;FIN;PASS	PROPN;SG;PASS
έπεισε	diyakinkan	πείθω	diyakinkan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
φώτα	lampu	φώτα	lampu	N;NOM;NEUT;PL	N;SG
φώτα	lights	φώτα	lights	N;NOM;NEUT;PL	PROPN
εύα	eva	εύμαι	eva	PROPN;NOM;FEM;SG	PROPN
εύα	hawa	εύμαι	hawa	PROPN;NOM;FEM;SG	PROPN;SG
εύα	eve	εύμαι	eve	PROPN;NOM;FEM;SG	PROPN
τζεφ	jeff	τζεφ	jeff		PROPN
λουξεμβούργο	luksemburg	λουξεμβούργο	luksemburg	PROPN;NOM;NEUT;SG	PROPN
λουξεμβούργο	luxembourg	λουξεμβούργο	luxembourg	PROPN;NOM;NEUT;SG	PROPN
αυξανόμενη	berkembang	αυξανόμενος	berkembang	ADJ;NOM;FEM;SG	V;SG;ACT
αυξανόμενη	tumbuh	αυξανόμενος	tumbuh	ADJ;NOM;FEM;SG	V;SG;ACT
αυξανόμενη	bertumbuh	αυξανόμενος	bertumbuh	ADJ;NOM;FEM;SG	V;SG;ACT
αυξανόμενη	menumbuhkan	αυξανόμενος	mentumbuhkan	ADJ;NOM;FEM;SG	V;SG;ACT
αυξανόμενη	meningkat	αυξανόμενος	mentingkat	ADJ;NOM;FEM;SG	V;SG;ACT
αυξανόμενη	meningkatkan	αυξανόμενος	mentingkatkan	ADJ;NOM;FEM;SG	V;SG;ACT
διαδρομές	path	διαδρομή	path	N;NOM;FEM;PL	PROPN
διαδρομές	rute	διαδρομή	rute	N;NOM;FEM;PL	N;SG
επιδρομή	raid	επιδρομή	raid	N;NOM;FEM;SG	PROPN
επιδρομή	serbuan	επιδρομή	serbuan	N;NOM;FEM;SG	
εγκαταλείφθηκε	menggugurkan	εγκαταλείπω	mengugurkan	V;PFV;IND;SG;3;PST;FIN;PASS	V;SG;ACT
εισιτήρια	tiket	εισιτήριο	tiket	N;NOM;NEUT;PL	N;SG
ακαδημαϊκή	akademik	ακαδημαϊκός	akademik	ADJ;NOM;FEM;SG	N;SG
ακαδημαϊκή	akademisi	ακαδημαϊκός	akademisi	ADJ;NOM;FEM;SG	N;SG
ενοποίηση	unifikasi	ενοποίηση	unifikasi	N;ACC;FEM;SG	PROPN
ισαάκ	isaac	ισαάκ	isaac	N	PROPN
ισαάκ	ishak	ισαάκ	ishak	N	PROPN
βροχή	rain	βροχή	rain	N;ACC;FEM;SG	PROPN
λόφος	bukit	λόφος	bukit	N;NOM;MASC;SG	PROPN;SG
λόφος	hill	λόφος	hill	N;NOM;MASC;SG	PROPN
φερνάντο	fernando	φερνάν	fernando		PROPN
δώρα	hadiah	δώρα	hadiah	N;NOM;NEUT;PL	N;SG
δώρα	kado	δώρα	kado	N;NOM;NEUT;PL	N;SG
δώρα	menyajikan	δώρα	mensajikan	N;NOM;NEUT;PL	V;SG;ACT
δώρα	kado	δώρα	kado	N;NOM;NEUT;PL	N;SG
ομοιότητες	kesamaan	ομοιότητα	kesamaan	N;NOM;FEM;PL	N;SG
ομοιότητες	persamaan	ομοιότητα	persamaan	N;NOM;FEM;PL	N;SG
τείνει	cenderung	τείμαι	cenderung	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
σπαθί	sword	σπαθί	sword	N;NOM;NEUT;SG	PROPN
χάινριχ	heinrich	χάινριχ	heinrich		PROPN
επένδυση	menginvestasikan	επένδυση	meninvestasikan	N;ACC;FEM;SG	V;SG;ACT
λιβάνου	lebanon	λίβανος	lebanon	PROPN;NOM;MASC;SG	PROPN
ροδόπης	rodopi	ροδόπη	rodopi	PROPN;GEN;FEM;SG	PROPN
συναντήσεις	rapat	συνάντηση	rapat	N;NOM;FEM;PL	N;SG
συναντήσεις	pertemuan	συνάντηση	pertemuan	N;NOM;FEM;PL	N;SG
ηθικό	beretika	ηθικός	beretika	N;NOM;NEUT;SG	V;SG;ACT
επιλέξει	dipilih	επιλέγω	dipilih	V;PFV;IND;SG;3;FIN;ACT	V;SG;PASS
επιλέξει	terpilih	επιλέγω	terpilih	V;PFV;IND;SG;3;FIN;ACT	V;SG;PASS
ερζεγοβίνη	herzegovina	ερζεγοβίνος	herzegovina	PROPN;ACC;FEM;SG	PROPN
υπεράσπιση	defense	υπεράσπιση	defense	N;ACC;FEM;SG	PROPN
εγχειρίδιο	handbook	εγχειρίδιο	handbook	N;NOM;NEUT;SG	PROPN
περιγραφές	deskripsi	περιγραφή	deskripsi	N;NOM;FEM;PL	N;SG
σημείωμα	note	σημείωμα	note	N;NOM;NEUT;SG	PROPN
οξεία	akut	οξεία	akut	ADJ;NOM;FEM;SG	N;SG
εισέβαλε	diserbu	εισβάλλω	diserbu	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
εκτελείται	eksekusi	εκτελώ	eksekusi	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
φίλη	friend	φίλος	friend	N;NOM;FEM;SG	PROPN
προστίθεται	menambahkan	προστίθεμαι	mentambahkan	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;SG;ACT
φρούτα	buah	φρούτα	buah	N;NOM;NEUT;PL	N;SG
φρούτα	buah	φρούτα	buah	N;NOM;NEUT;PL	N;SG
μόντρεαλ	montreal	μόντρεαλ	montreal	PROPN;NOM;FEM;SG	PROPN
ίσο	sama	ίσο	sama	N;NOM;NEUT;SG	ADJ;SG
ίσο	setara	ίσο	setara	N;NOM;NEUT;SG	ADJ;SG
ορατό	kelihatan	ορατός	kelihatan	N;ACC;MASC;SG	V;SG;PASS
ορατό	nampak	ορατός	nampak	N;ACC;MASC;SG	V
ορατό	terlihat	ορατός	terlihat	N;ACC;MASC;SG	V;SG;PASS
ορατό	tampak	ορατός	tampak	N;ACC;MASC;SG	ADJ;SG
γιορτές	libur	γιορτής	libur	N;NOM;FEM;PL	N;SG
γιορτές	liburan	γιορτής	liburan	N;NOM;FEM;PL	N;SG
αυτόματο	otomatis	αύτομα	otomatis	N;NOM;NEUT;SG	
αυτόματο	otomatis	αύτομα	otomatis	N;NOM;NEUT;SG	
αυτοκράτειρα	maharani	αυτοκράτειρα	maharani	N;NOM;FEM;SG	PROPN
εντυπωσιακό	mengesankan	εντυπωσιακός	menkesankan	ADJ;NOM;NEUT;SG	V;SG;ACT
σερβική	serbia	σερβικός	serbia	ADJ;NOM;FEM;SG	PROPN
ειδήσεις	news	είδηση	news	N;NOM;FEM;PL	
ειδήσεις	berita	είδηση	berita	N;NOM;FEM;PL	N;SG
αργή	slow	αργή	slow	ADJ;NOM;FEM;SG	PROPN
αργή	perlahan	αργή	perlahan	ADJ;NOM;FEM;SG	ADV
καυσίμων	bbm	καύσιμος	bbm	N;GEN;NEUT;PL	PROPN
μανουέλ	manuel	μανουέλ	manuel		PROPN
χάνουν	kalah	χάνω	kalah	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SG
αρνητικό	negative	αρνητικός	negative	ADJ;NOM;NEUT;SG	PROPN
άρμα	mengapung	άρμα	menkapung	N;NOM;NEUT;SG	V;SG;ACT
άρμα	float	άρμα	float	N;NOM;NEUT;SG	PROPN
άρμα	melayang	άρμα	menlayang	N;NOM;NEUT;SG	V;SG;ACT
άρμα	mengambang	άρμα	menambang	N;NOM;NEUT;SG	V;SG;ACT
προσαρμογή	beradaptasi	προσαρμογή	beradaptasi	N;NOM;FEM;SG	V;SG;ACT
προσαρμογή	menyesuaikan	προσαρμογή	mensesuaikan	N;NOM;FEM;SG	V;SG;ACT
προσαρμογή	sesuaikan	προσαρμογή	sesuaikan	N;NOM;FEM;SG	V;SG;ACT
προσαρμογή	beradaptasi	προσαρμογή	beradaptasi	N;NOM;FEM;SG	V;SG;ACT
νομούς	prefectures	νομός	prefectures	N;ACC;MASC;PL	PROPN
στερεό	solid	στερεό	solid	N;NOM;NEUT;SG	PROPN
στερεό	padat	στερεό	padat	N;NOM;NEUT;SG	ADJ;SG
περιπέτεια	bertualang	περιπέτεια	bertualang	N;NOM;FEM;SG	V;SG;ACT
μαντόνα	madonna	μαντόνα	madonna	PROPN;NOM;FEM;SG	PROPN
ευρωπαίοι	eropa	ευρωπαίος	eropa	ADJ;NOM;MASC;PL	N;SG
ναρκωτικών	obat	ναρκωτικός	obat	N;GEN;NEUT;PL	N;SG
ναρκωτικών	narkoba	ναρκωτικός	narkoba	N;GEN;NEUT;PL	N;SG
μαθηματικό	matematis	μαθηματικός	matematis	ADJ;NOM;NEUT;SG	N
μαθηματικό	matematika	μαθηματικός	matematika	ADJ;NOM;NEUT;SG	N;SG
θερμική	thermal	θερμικός	thermal	ADJ;NOM;FEM;SG	N
θερμική	termal	θερμικός	termal	ADJ;NOM;FEM;SG	N;SG
ιντιάνα	indiana	ιντιάνα	indiana		PROPN
εγκαίνια	pelantikan	εγκαίνιος	penlantikan	N;NOM;NEUT;PL	N;SG
εγκαίνια	peresmian	εγκαίνιος	peresmian	N;NOM;NEUT;PL	N;SG
εγκαίνια	opening	εγκαίνιος	opening	N;NOM;NEUT;PL	PROPN
εγκαίνια	pembukaan	εγκαίνιος	penbukaan	N;NOM;NEUT;PL	N;SG
εγκαίνια	membuka	εγκαίνιος	menbuka	N;NOM;NEUT;PL	V;SG;ACT
διάνυσμα	vector	διάνυσμα	vector	N;NOM;NEUT;SG	PROPN
δημοφιλείς	populer	δημοφιλέας	populer	ADJ;NOM;FEM;PL	ADJ;SG
δημοφιλείς	trending	δημοφιλέας	trending	ADJ;NOM;FEM;PL	PROPN
δημοφιλείς	tren	δημοφιλέας	tren	ADJ;NOM;FEM;PL	N;SG
λεία	lancar	λέγω	lancar	N;NOM;FEM;SG	ADJ;SG
λεία	smooth	λέγω	smooth	N;NOM;FEM;SG	PROPN
λεία	halus	λέγω	halus	N;NOM;FEM;SG	ADJ;SG
λεία	mulus	λέγω	mulus	N;NOM;FEM;SG	ADJ;SG
κρατώντας	holding	κρατώ	holding	V;IPFV;V.CVB;ACT	PROPN
κατευθύνσεις	arah	κατεύθυνση	arah	N;NOM;FEM;PL	N;SG
χαμηλότερο	terendah	χαμηλός	terrendah	ADJ;NOM;CMPR;NEUT;SG	ADJ;RL;SG
χαμηλότερο	turunkan	χαμηλός	turunkan	ADJ;NOM;CMPR;NEUT;SG	V;SG;ACT
χαμηλότερο	lower	χαμηλός	lower	ADJ;NOM;CMPR;NEUT;SG	PROPN
χαμηλότερο	rendahkan	χαμηλός	rendahkan	ADJ;NOM;CMPR;NEUT;SG	V;SG;ACT
λωρίδες	belang	λωρίδα	belang	N;NOM;FEM;PL	PROPN
λωρίδες	stripes	λωρίδα	stripes	N;NOM;FEM;PL	PROPN
σταδιακή	berangsur	σταδιακός	berangsur	ADJ;NOM;FEM;SG	V;SG;ACT
σταδιακή	bertahap	σταδιακός	bertahap	ADJ;NOM;FEM;SG	V;SG;ACT
σταδιακή	bertahap	σταδιακός	bertahap	ADJ;NOM;FEM;SG	V;SG;ACT
σταδιακή	phased	σταδιακός	phased	ADJ;NOM;FEM;SG	PROPN
πρι	prix	πρι	prix		N
πολιτιστικά	kebudayaan	πολιτιστικός	kebudayaan	ADV	N;SG
πολιτιστικά	budaya	πολιτιστικός	budaya	ADV	N;SG
πλάγια	miring	πλάγιο	miring	N;NOM;NEUT;PL	N;SG
πλάγια	iring	πλάγιο	iring	N;NOM;NEUT;PL	PROPN;SG
πλάγια	miring	πλάγιο	miring	N;NOM;NEUT;PL	N;SG
πλάγια	playa	πλάγιο	playa	N;NOM;NEUT;PL	PROPN
επιτάχυνση	mempercepat	επιτάχυνση	menpercepat	N;ACC;FEM;SG	V;SG;ACT
επιτάχυνση	mempercepat	επιτάχυνση	menpercepat	N;ACC;FEM;SG	V;SG;ACT
πότερ	potter	πότερ	potter		N
καλεί	undangan	καλώ	undangan	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
καλεί	panggilan	καλώ	panggilan	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
καλεί	pemanggilan	καλώ	penpanggilan	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
καλεί	calling	καλώ	calling	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
καταστολή	menekan	καταστολή	mentekan	N;ACC;FEM;SG	V;SG;ACT
οριζόντια	horisontal	οριζόντια	horisontal	ADV	N
οριζόντια	horizontal	οριζόντια	horizontal	ADV	N
οριζόντια	mendatar	οριζόντια	mendatar	ADV	PROPN;SG
πελάτες	pelanggan	πελάτης	penlanggan	N;NOM;MASC;PL	N;SG
πελάτες	klien	πελάτης	klien	N;NOM;MASC;PL	N;SG
δημοσιεύσεις	kiriman	δημοσίευση	kiriman	N;NOM;FEM;PL	N;SG
δημοσιεύσεις	posting	δημοσίευση	posting	N;NOM;FEM;PL	PROPN
ειδικοί	spesialis	ειδικός	spesialis	ADJ;NOM;MASC;PL	ADJ;SG
ειδικοί	ahli	ειδικός	ahli	ADJ;NOM;MASC;PL	N;SG
ειδικοί	pakar	ειδικός	pakar	ADJ;NOM;MASC;PL	N;SG
βορειοανατολική	northeastern	βορειοανατολικός	northeastern	ADJ;NOM;FEM;SG	PROPN
βορειοανατολική	northeast	βορειοανατολικός	northeast	ADJ;NOM;FEM;SG	PROPN
αγόρια	boys	αγόρι	boys	N;NOM;NEUT;PL	PROPN
επεξεργαστή	processor	επεξεργαστής	processor	N;ACC;MASC;SG	PROPN
σλοβακία	slowakia	σλοβακία	slowakia	PROPN;NOM;FEM;SG	PROPN
αλέξιος	alexius	αλέξιος	alexius	PROPN;NOM;MASC;SG	PROPN
ιδιωτικά	swasta	ιδιωτικός	swasta	ADV	ADJ;SG
ιδιωτικά	pribadi	ιδιωτικός	pribadi	ADV	ADJ;SG
ιδιωτικά	swasta	ιδιωτικός	swasta	ADV	ADJ;SG
ιδιωτικά	privat	ιδιωτικός	privat	ADV	N;SG
ιδιωτικά	private	ιδιωτικός	private	ADV	PROPN
ιδιωτικά	pribadi	ιδιωτικός	pribadi	ADV	ADJ;SG
θρίλερ	thriller	θρίλερ	thriller	N;NOM;NEUT;SG	PROPN
κοινός	common	κοινός	common	ADJ;NOM;MASC;SG	PROPN
θύελλα	badai	θύελλα	badai	N;NOM;FEM;SG	PROPN;SG
θύελλα	storm	θύελλα	storm	N;NOM;FEM;SG	PROPN
πραγματεία	treatise	πραγματείο	treatise	N;NOM;FEM;SG	PROPN
ξεπεράσει	diatasi	ξεπερνώ	diatasi	V;PFV;NFIN;ACT	V;SG;PASS
πορτογαλικά	portugis	πορτογαλικά	portugis	ADV	PROPN
ταϊβάν	taiwan	ταϊβάν	taiwan		PROPN;SG
περίμενε	wait	περίμενο	wait	V;IPFV;IND;SG;3;PST;FIN;ACT	PROPN
τιμ	tim	τιμα	tim		N;SG
θέρμανση	heat	θέρμανση	heat	N;NOM;FEM;SG	PROPN
θέρμανση	panas	θέρμανση	panas	N;NOM;FEM;SG	ADJ;SG
θέρμανση	memanaskan	θέρμανση	menmanaskan	N;NOM;FEM;SG	V;SG;ACT
μπουένος	buenos	μπουένος	buenos	PROPN;NOM;NEUT;SG	PROPN
άνταμ	adam	άνταμ	adam		PROPN;SG
