que	that	que	that	PRO;MASC;SG	PROPN
cabral	кабрал	cabral	кабрал	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
orlando	орландо	orlar	орландо	V;V.MSDR	N;INAN;NOM;MASC;SG
surgiram	возник	surgir	возникнуть	V;IND;PL;3;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
adolescente	teen	adolescente	teen	N;MASC;SG	PROPN
montreal	монреальского	montreal	монреальский	N;MASC;SG	ADJ;GEN;MASC;SG
notório	notorious	notório	notorious	ADJ;MASC;SG	PROPN
socos	бить	soco	бить	N;MASC;PL	V;IPFV;NFIN;ACT
sugere	предложите	sugerir	предложить	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
partiu	левой	partir	левый	V;IND;SG;3;PST;FIN	ADJ;INS;FEM;SG
partiu	слева	partir	слева	V;IND;SG;3;PST;FIN	ADV
partiu	налево	partir	налево	V;IND;SG;3;PST;FIN	ADV
den	ден	den	день	N;MASC;SG	
british	британское	british	британский	N;MASC;SG	ADJ;NOM;NEUT;SG
british	британская	british	британский	N;MASC;SG	ADJ;NOM;FEM;SG
british	британские	british	британский	N;MASC;SG	ADJ;NOM;PL
british	британцы	british	британец	N;MASC;SG	N;ANIM;NOM;MASC;PL
british	британский	british	британский	N;MASC;SG	ADJ;NOM;MASC;SG
botânica	ботанический	botânica	ботанический	N;FEM;SG	ADJ;NOM;MASC;SG
irão	иран	ir	иран	V;IND;PL;3;FUT;FIN	N;INAN;NOM;MASC;SG
elétrico	электрический	elétrico	электрический	N;MASC;SG	ADJ;NOM;MASC;SG
elétrico	электрические	elétrico	электрический	N;MASC;SG	ADJ;NOM;PL
elétrico	электрических	elétrico	электрический	N;MASC;SG	ADJ;GEN;PL
elétrico	электрическая	elétrico	электрический	N;MASC;SG	ADJ;NOM;FEM;SG
elétrico	электрический	elétrico	электрический	N;MASC;SG	ADJ;NOM;MASC;SG
elétrico	electric	elétrico	electric	N;MASC;SG	PROPN
elétrico	электрическая	elétrico	электрический	N;MASC;SG	ADJ;NOM;FEM;SG
espiral	спирали	espiral	спираль	N;FEM;SG	N;INAN;NOM;FEM;PL
vegas	вегасе	vega	вега	N;FEM;PL	N;INAN;NOM;MASC;SG
vegas	вегас	vega	вегас	N;FEM;PL	N;INAN;NOM;MASC;SG
transmitido	переданы	transmitir	передать	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
entregue	доставлены	entregar	доставить	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
experimental	экспериментальных	experimental	экспериментальный	ADJ;MASC;SG	ADJ;GEN;PL
experimental	экспериментальные	experimental	экспериментальный	ADJ;MASC;SG	ADJ;NOM;PL
pokémon	pokémon	pokémon	pokémon	N;MASC;SG	PROPN
una	уна	una	ун	N;FEM;SG	
vermelhos	красных	vermelho	красный	N;MASC;PL	ADJ;GEN;PL
vermelhos	красные	vermelho	красный	N;MASC;PL	ADJ;NOM;PL
vermelhos	красные	vermelho	красный	N;MASC;PL	ADJ;NOM;PL
vermelhos	красная	vermelho	красный	N;MASC;PL	ADJ;NOM;FEM;SG
vermelhos	красный	vermelho	красный	N;MASC;PL	ADJ;NOM;MASC;SG
vermelhos	красное	vermelho	красный	N;MASC;PL	ADJ;NOM;NEUT;SG
vermelhos	красного	vermelho	красный	N;MASC;PL	ADJ;GEN;MASC;SG
vermelhos	red	vermelho	red	N;MASC;PL	
classificados	оценил	classificar	оценить	V;MASC;PL;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
classificados	оценила	classificar	оценить	V;MASC;PL;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
classificados	объявления	classificar	объявление	V;MASC;PL;V.PTCP	N;INAN;NOM;NEUT;PL
cavalos	лошадь	cavalo	лошадь	N;MASC;PL	N;ANIM;NOM;FEM;SG
cavalos	лошадка	cavalo	лошадка	N;MASC;PL	N;INAN;NOM;FEM;SG
cavalos	конь	cavalo	конь	N;MASC;PL	N;ANIM;NOM;MASC;SG
observar	наблюдение	observar	наблюдение	V;NFIN	N;INAN;NOM;NEUT;SG
latitude	широты	latitude	широта	N;FEM;SG	N;INAN;NOM;FEM;PL
riqueza	богатства	riqueza	богатство	N;FEM;SG	N;INAN;NOM;NEUT;PL
riqueza	богатства	riqueza	богатство	N;FEM;SG	N;INAN;NOM;NEUT;PL
union	union	union	union	N;MASC;SG	PROPN
escapar	побег	escapar	побег	V;NFIN	N;INAN;NOM;MASC;SG
escapar	побег	escapar	побег	V;NFIN	N;INAN;NOM;MASC;SG
tomás	тома	tomás	том	N;MASC;SG	N;INAN;NOM;MASC;PL
aparições	внешность	aparição	внешность	N;FEM;PL	N;INAN;NOM;FEM;SG
administrativas	административные	administrativo	административный	N;FEM;PL	ADJ;NOM;PL
administrativas	административная	administrativo	административный	N;FEM;PL	ADJ;NOM;FEM;SG
rendimento	поступления	rendimento	поступление	N;MASC;SG	N;INAN;NOM;NEUT;PL
rendimento	доходы	rendimento	доход	N;MASC;SG	N;INAN;NOM;MASC;PL
históricas	историческое	histórico	исторический	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
históricas	историческая	histórico	исторический	ADJ;FEM;PL	ADJ;NOM;FEM;SG
históricas	исторический	histórico	исторический	ADJ;FEM;PL	ADJ;NOM;MASC;SG
históricas	исторической	histórico	исторический	ADJ;FEM;PL	ADJ;INS;FEM;SG
históricas	историческое	histórico	исторический	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
históricas	исторический	histórico	исторический	ADJ;FEM;PL	ADJ;NOM;MASC;SG
históricas	историческая	histórico	исторический	ADJ;FEM;PL	ADJ;NOM;FEM;SG
resolveu	решены	resolver	решить	V;IND;SG;3;PST;FIN	V;PFV;PL;PST;V.PTCP;PASS
historia	истории	historia	история	N;FEM;SG	N;INAN;NOM;FEM;PL
adequado	соответствующих	adequado	соответствовать	ADJ;MASC;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
adequado	подходящих	adequado	подходить	ADJ;MASC;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
adequado	подходящий	adequado	подходить	ADJ;MASC;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
adequado	подходящее	adequado	подходящий	ADJ;MASC;SG	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;ACT
adequado	подходит	adequado	подходить	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
adequado	подходящие	adequado	подходить	ADJ;MASC;SG	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
adequado	адекватных	adequado	адекватный	ADJ;MASC;SG	ADJ;GEN;PL
adequado	адекватные	adequado	адекватный	ADJ;MASC;SG	ADJ;NOM;PL
remover	удаление	remover	удаление	V;NFIN	N;INAN;NOM;NEUT;SG
talento	таланты	talento	талант	N;MASC;SG	N;INAN;NOM;MASC;PL
talento	таланты	talento	талант	N;MASC;SG	N;INAN;NOM;MASC;PL
ross	росс	ross	росс	N;MASC;SG	
aprender	обучения	aprender	обучение	V;NFIN	N;INAN;GEN;NEUT;SG
aprender	обучение	aprender	обучение	V;NFIN	N;INAN;NOM;NEUT;SG
goiânia	гояния	goiânia	гояние	N;FEM;SG	N;INAN;NOM;NEUT;PL
integrar	интеграция	integrar	интеграция	V;NFIN	N;INAN;NOM;FEM;SG
sério	серьезно	sério	серьезно	ADJ;MASC;SG	ADV
sério	серьёзные	sério	серьезный	ADJ;MASC;SG	ADJ;NOM;PL
sério	серьезные	sério	серьезный	ADJ;MASC;SG	ADJ;NOM;PL
sério	серьезно	sério	серьезно	ADJ;MASC;SG	ADV
sério	серьёзно	sério	серьёзно	ADJ;MASC;SG	ADV
vinha	виноградник	vir	виноградник	V;IND;SG;3;IPFV;FIN	N;INAN;NOM;MASC;SG
provar	вкус	provar	вкус	V;NFIN	N;INAN;NOM;MASC;SG
exércitos	армии	exército	армия	N;MASC;PL	N;INAN;NOM;FEM;SG
escultura	скульптуры	escultura	скульптура	N;FEM;SG	N;INAN;NOM;FEM;PL
quadrados	площадь	quadrados	площадь	N;MASC;PL	N;INAN;NOM;FEM;SG
quadrados	квадрат	quadrados	квадрат	N;MASC;PL	N;INAN;NOM;MASC;SG
quadrados	квадратный	quadrados	квадратный	N;MASC;PL	ADJ;NOM;MASC;SG
pesado	тяжелых	pesar	тяжелый	V;MASC;SG;V.PTCP	ADJ;GEN;PL
pesado	тяжелая	pesar	тяжелый	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
pesado	тяжелые	pesar	тяжелый	V;MASC;SG;V.PTCP	ADJ;NOM;PL
pesado	тяжёлая	pesar	тяжелый	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
pesado	тяжелый	pesar	тяжелый	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
pesado	тяжёлый	pesar	тяжёлый	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
shift	shift	shift	shift	N;MASC;SG	PROPN
construídos	построенный	construir	строить	V;MASC;PL;V.PTCP	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
construídos	построено	construir	строить	V;MASC;PL;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
construídos	построена	construir	строить	V;MASC;PL;V.PTCP	V;PFV;FEM;SG;PST;V.PTCP;PASS
construídos	построен	construir	строить	V;MASC;PL;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
construídos	построено	construir	строить	V;MASC;PL;V.PTCP	V;PFV;NEUT;SG;PST;V.PTCP;PASS
construídos	построен	construir	строить	V;MASC;PL;V.PTCP	V;PFV;MASC;SG;PST;V.PTCP;PASS
pio	пио	pio	пио	N;MASC;SG	PART
amazônia	амазонки	amazônia	амазонка	N;FEM;SG	N;INAN;NOM;FEM;PL
condenado	осужденные	condenar	осудить	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
condenado	осудили	condenar	осудить	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
condenado	обречены	condenar	обречь	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
condenado	обречен	condenar	обреченный	V;MASC;SG;V.PTCP	ADJ;MASC;SG
fechado	закрыты	fechar	закрыть	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
estatísticas	статистика	estatística	статистика	N;FEM;PL	N;INAN;NOM;FEM;SG
estatísticas	статистика	estatística	статистика	N;FEM;PL	N;INAN;NOM;FEM;SG
estatísticas	статистику	estatística	статистика	N;FEM;PL	N;INAN;ACC;FEM;SG
estatísticas	статистика	estatística	статистика	N;FEM;PL	N;INAN;NOM;FEM;SG
estatísticas	статистику	estatística	статистика	N;FEM;PL	N;INAN;ACC;FEM;SG
limitado	ограниченные	limitar	ограничить	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
mental	психического	mental	психический	N;MASC;SG	ADJ;GEN;MASC;SG
laterais	боковой	lateral	боковой	N;MASC;PL	ADJ;NOM;MASC;SG
mesquita	мечети	mesquita	мечеть	N;FEM;SG	N;INAN;NOM;FEM;PL
roupa	одежды	roupa	одежда	N;FEM;SG	N;INAN;NOM;FEM;PL
bolsa	стипендии	bolsa	стипендия	N;FEM;SG	N;INAN;NOM;FEM;PL
literário	литературных	literário	литературный	ADJ;MASC;SG	ADJ;GEN;PL
rossi	росси	rossi	росси	N;MASC;SG	PART
financeiro	финансовых	financeiro	финансовый	ADJ;MASC;SG	ADJ;GEN;PL
financeiro	финансы	financeiro	финансы	ADJ;MASC;SG	N;INAN;NOM;MASC;PL
financeiro	финансовые	financeiro	финансовый	ADJ;MASC;SG	ADJ;NOM;PL
sozinho	одна	sozinho	один	ADJ;MASC;SG	DET;NOM;FEM;SG
sozinho	одни	sozinho	один	ADJ;MASC;SG	DET;NOM;PL
sozinho	один	sozinho	один	ADJ;MASC;SG	NUM;NOM;MASC
explicação	пояснения	explicação	пояснение	N;FEM;SG	N;INAN;NOM;NEUT;PL
explicação	разъяснения	explicação	разъяснение	N;FEM;SG	N;INAN;NOM;NEUT;PL
mostrado	показаны	mostrar	показать	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
mostrado	выставлены	mostrar	выставить	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
infinito	бесконечной	infinito	бесконечный	N;MASC;SG	ADJ;INS;FEM;SG
infinito	бесконечное	infinito	бесконечный	N;MASC;SG	ADJ;NOM;NEUT;SG
infinito	бесконечности	infinito	бесконечность	N;MASC;SG	N;INAN;NOM;FEM;PL
infinito	бесконечные	infinito	бесконечный	N;MASC;SG	ADJ;NOM;PL
infinito	бесконечное	infinito	бесконечный	N;MASC;SG	ADJ;NOM;NEUT;SG
privado	частные	privado	частный	ADJ;MASC;SG	ADJ;NOM;PL
penal	преступные	penal	преступный	N;MASC;SG	ADJ;NOM;PL
penal	уголовное	penal	уголовный	N;MASC;SG	ADJ;NOM;NEUT;SG
penal	уголовного	penal	уголовный	N;MASC;SG	ADJ;GEN;MASC;SG
crédito	кредитная	crédito	кредитный	N;MASC;SG	ADJ;NOM;FEM;SG
bancos	бэнкс	banco	бэнкс	N;MASC;PL	N;ANIM;NOM;MASC;SG
eds	eds	eds	eds	N;MASC;SG	PROPN
thiago	тиаго	thiago	тиа	N;MASC;SG	
opcional	факультативно	opcional	факультативно	ADJ;MASC;SG	ADV
opcional	факультативные	opcional	факультативный	ADJ;MASC;SG	ADJ;NOM;PL
estágio	стажировки	estágio	стажировка	N;MASC;SG	N;INAN;NOM;FEM;PL
carneiro	рам	carneiro	рама	N;MASC;SG	
abandonou	оставленные	abandonar	оставить	V;IND;SG;3;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
dura	жестко	durar	жестко	V;IND;SG;3;PRS;FIN	ADV
dura	трудно	durar	трудный	V;IND;SG;3;PRS;FIN	ADJ;NEUT;SG
dura	жёсткий	durar	жёсткий	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
dura	сложно	durar	сложный	V;IND;SG;3;PRS;FIN	ADJ;NEUT;SG
dura	тяжело	durar	тяжелый	V;IND;SG;3;PRS;FIN	ADJ;NEUT;SG
dura	суровый	durar	суровый	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
dura	суровые	durar	суровый	V;IND;SG;3;PRS;FIN	ADJ;NOM;PL
dura	суровых	durar	суровый	V;IND;SG;3;PRS;FIN	ADJ;GEN;PL
marinho	морские	marinho	морской	N;MASC;SG	ADJ;NOM;PL
marinho	морской	marinho	морской	N;MASC;SG	ADJ;NOM;MASC;SG
marinho	морская	marinho	морской	N;MASC;SG	ADJ;NOM;FEM;SG
tornado	торнадо	tornar	торнадо	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
conhecimentos	знание	conhecimento	знание	N;MASC;PL	N;INAN;NOM;NEUT;SG
assassinado	убиты	assassinar	убить	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
linux	linux	linux	linux	N;MASC;SG	PROPN
colunas	колонна	coluna	колонна	N;FEM;PL	N;INAN;NOM;FEM;SG
colunas	колонка	coluna	колонка	N;FEM;PL	N;INAN;NOM;FEM;SG
colunas	колонке	coluna	колонка	N;FEM;PL	N;INAN;DAT;FEM;SG
colunas	столбец	coluna	столбец	N;FEM;PL	N;INAN;NOM;MASC;SG
party	party	party	party	N;MASC;SG	PROPN
verdes	зелёные	verdes	зеленый	N;MASC;PL	ADJ;NOM;PL
verdes	зелень	verdes	зелень	N;MASC;PL	N;INAN;NOM;FEM;SG
verdes	зелёный	verdes	зелёный	N;MASC;PL	ADJ;NOM;MASC;SG
verdes	зелёная	verdes	зеленый	N;MASC;PL	ADJ;NOM;FEM;SG
verdes	зеленый	verdes	зеленый	N;MASC;PL	ADJ;NOM;MASC;SG
verdes	зелень	verdes	зелень	N;MASC;PL	N;INAN;NOM;FEM;SG
verdes	зелёные	verdes	зеленый	N;MASC;PL	ADJ;NOM;PL
legend	легенды	legend	легенда	N;MASC;SG	N;INAN;NOM;FEM;PL
sofre	страдают	sofrer	страдать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
cai	фоллс	cair	фоллс	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
colorado	колорадо	colorar	колорадо	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
móveis	mobile	móvel	mobile	N;MASC;PL	PROPN
móveis	мобильные	móvel	мобильный	N;MASC;PL	ADJ;NOM;PL
móveis	мобильных	móvel	мобильный	N;MASC;PL	ADJ;GEN;PL
móveis	мобильный	móvel	мобильный	N;MASC;PL	ADJ;NOM;MASC;SG
móveis	мебель	móvel	мебель	N;MASC;PL	N;INAN;NOM;FEM;SG
compilação	компиляции	compilação	компиляция	N;FEM;SG	N;INAN;NOM;FEM;PL
pensilvânia	пенсильвания	pensilvânia	пенсильвание	N;FEM;SG	N;INAN;NOM;NEUT;PL
variáveis	переменная	variável	переменный	N;MASC;PL	ADJ;NOM;FEM;SG
variáveis	переменные	variável	переменная	N;MASC;PL	ADJ;NOM;PL
variáveis	переменной	variável	переменный	N;MASC;PL	ADJ;INS;FEM;SG
variáveis	переменных	variável	переменный	N;MASC;PL	ADJ;GEN;PL
variáveis	переменные	variável	переменная	N;MASC;PL	ADJ;NOM;PL
cérebro	мозги	cérebro	мозг	N;MASC;SG	N;INAN;NOM;MASC;PL
cérebro	мозги	cérebro	мозг	N;MASC;SG	N;INAN;NOM;MASC;PL
cérebro	мозгов	cérebro	мозг	N;MASC;SG	N;INAN;GEN;MASC;PL
secundária	среднее	secundário	средний	N;FEM;SG	ADJ;NOM;NEUT;SG
olá	привет	olá	привет	ADV	
olá	здравствуйте	olá	здравствовать	ADV	V;IPFV;IMP;PL;2;FIN;ACT
aliado	союзников	aliar	союзник	V;MASC;SG;V.PTCP	N;ANIM;GEN;MASC;PL
aliado	элли	aliar	элли	V;MASC;SG;V.PTCP	N;ANIM;NOM;FEM;SG
aliado	союзник	aliar	союзник	V;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;SG
amante	возлюбленный	amante	возлюбленный	N;MASC;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
químico	химического	químico	химический	N;MASC;SG	ADJ;GEN;MASC;SG
químico	химический	químico	химический	N;MASC;SG	ADJ;NOM;MASC;SG
químico	химическая	químico	химический	N;MASC;SG	ADJ;NOM;FEM;SG
aumenta	увеличение	aumentar	увеличение	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
conexão	связать	conexão	связать	N;FEM;SG	V;PFV;NFIN;ACT
conexão	подключиться	conexão	подключиться	N;FEM;SG	V;PFV;NFIN;MID
gene	джин	gene	джин	N;MASC;SG	PART
radiação	радиации	radiação	радиация	N;FEM;SG	N;INAN;NOM;FEM;PL
orientais	восточной	oriental	восточный	N;MASC;PL	ADJ;INS;FEM;SG
orientais	восточная	oriental	восточный	N;MASC;PL	ADJ;NOM;FEM;SG
orientais	восточное	oriental	восточный	N;MASC;PL	ADJ;NOM;NEUT;SG
orientais	восточные	oriental	восточный	N;MASC;PL	ADJ;NOM;PL
orientais	восточная	oriental	восточный	N;MASC;PL	ADJ;NOM;FEM;SG
orientais	восточной	oriental	восточный	N;MASC;PL	ADJ;INS;FEM;SG
orientais	восточное	oriental	восточный	N;MASC;PL	ADJ;NOM;NEUT;SG
ultimate	конечная	ultimate	конечный	N;MASC;SG	ADJ;NOM;FEM;SG
ultimate	конечной	ultimate	конечный	N;MASC;SG	ADJ;INS;FEM;SG
une	une	unir	une	V;IND;SG;3;PRS;FIN	PROPN
afro	афро	afro	афро	N;MASC;SG	
positivo	положительные	positivo	положительный	ADJ;MASC;SG	ADJ;NOM;PL
positivo	положительно	positivo	положительно	ADJ;MASC;SG	ADV
positivo	позитивные	positivo	позитивный	ADJ;MASC;SG	ADJ;NOM;PL
holandês	голландский	holandês	голландский	N;MASC;SG	ADJ;NOM;MASC;SG
legislativo	законодательная	legislativo	законодательный	N;MASC;SG	ADJ;NOM;FEM;SG
legislativo	законодательные	legislativo	законодательный	N;MASC;SG	ADJ;NOM;PL
federais	федеральное	federal	федеральный	N;MASC;PL	ADJ;NOM;NEUT;SG
federais	федеральные	federal	федеральный	N;MASC;PL	ADJ;NOM;PL
federais	федерального	federal	федеральный	N;MASC;PL	ADJ;GEN;MASC;SG
federais	федеральный	federal	федеральный	N;MASC;PL	ADJ;NOM;MASC;SG
federais	федеральная	federal	федеральный	N;MASC;PL	ADJ;NOM;FEM;SG
jun	чжун	jun	чжун	N;MASC;SG	PART
lula	лула	lula	луло	N;MASC;SG	
sant	sant	sant	sant	N;MASC;SG	PROPN
mínima	минимальный	pequeno	минимальный	N;FEM;SG	ADJ;NOM;MASC;SG
mínima	минимальное	pequeno	минимальный	N;FEM;SG	ADJ;NOM;NEUT;SG
mínima	минимальная	pequeno	минимальный	N;FEM;SG	ADJ;NOM;FEM;SG
mínima	минимальные	pequeno	минимальный	N;FEM;SG	ADJ;NOM;PL
mínima	минимальный	pequeno	минимальный	N;FEM;SG	ADJ;NOM;MASC;SG
mínima	минимальная	pequeno	минимальный	N;FEM;SG	ADJ;NOM;FEM;SG
mínima	минимальным	pequeno	минимальный	N;FEM;SG	ADJ;INS;NEUT;SG
mínima	минимальное	pequeno	минимальный	N;FEM;SG	ADJ;NOM;NEUT;SG
toma	тома	tomar	том	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
toma	возьми	tomar	брать	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
toma	бери	tomar	брать	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
toma	берите	tomar	брать	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN;ACT
toma	возьмите	tomar	брать	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
impostos	налогообложение	imposto	налогообложение	N;MASC;PL	N;INAN;NOM;NEUT;SG
impostos	налоговых	imposto	налоговый	N;MASC;PL	ADJ;GEN;PL
impostos	налог	imposto	налог	N;MASC;PL	N;INAN;NOM;MASC;SG
impostos	налоговая	imposto	налоговый	N;MASC;PL	ADJ;NOM;FEM;SG
never	никогда	never	никогда	N;MASC;SG	ADV
never	never	never	never	N;MASC;SG	PROPN
inferno	hell	inferno	hell	N;MASC;SG	PROPN
inferno	ад	inferno	ад	N;MASC;SG	
inferno	inferno	inferno	inferno	N;MASC;SG	PROPN
sugestão	рекомендуемые	sugestão	рекомендовать	N;FEM;SG	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
sugestão	предлагаемые	sugestão	предлагать	N;FEM;SG	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
sugestão	предложил	sugestão	предложить	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
sugestão	предложено	sugestão	предложить	N;FEM;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
abre	открытый	abrir	открыть	V;IND;SG;3;PRS;FIN	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
abre	открыто	abrir	открыто	V;IND;SG;3;PRS;FIN	ADV
abre	open	abrir	open	V;IND;SG;3;PRS;FIN	PROPN
abre	открытая	abrir	открыть	V;IND;SG;3;PRS;FIN	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
abre	откроется	abrir	открыться	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;MID
preferência	предпочтения	preferência	предпочтение	N;FEM;SG	N;INAN;NOM;NEUT;PL
preferência	предпочла	preferência	предпочесть	N;FEM;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
distante	отдаленных	distante	отдаленный	ADJ;MASC;SG	ADJ;GEN;PL
investimentos	инвестирование	investimento	инвестирование	N;MASC;PL	N;INAN;NOM;NEUT;SG
golden	золотая	golden	золотой	N;MASC;SG	ADJ;NOM;FEM;SG
golden	золотые	golden	золотой	N;MASC;SG	ADJ;NOM;PL
golden	золотой	golden	золотой	N;MASC;SG	ADJ;NOM;MASC;SG
golden	golden	golden	golden	N;MASC;SG	PROPN
pronto	готовы	pronto	готовый	ADJ;MASC;SG	ADJ;PL
confirmou	подтверждаю	confirmar	подтверждать	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
paisagem	пейзажи	paisagem	пейзаж	N;FEM;SG	N;INAN;NOM;MASC;PL
relacionada	связанные	relacionar	связать	V;FEM;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
comprar	покупки	comprar	покупка	V;NFIN	N;INAN;NOM;FEM;PL
comprar	покупка	comprar	покупка	V;NFIN	N;INAN;NOM;FEM;SG
comprar	закупка	comprar	закупка	V;NFIN	N;INAN;NOM;FEM;SG
comprar	покупка	comprar	покупка	V;NFIN	N;INAN;NOM;FEM;SG
forçado	принудительный	forçar	принудительный	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
forçado	принудительные	forçar	принудительный	V;MASC;SG;V.PTCP	ADJ;NOM;PL
forçado	принудительного	forçar	принудительный	V;MASC;SG;V.PTCP	ADJ;GEN;MASC;SG
pertencentes	принадлежащих	pertencente	принадлежать	N;MASC;PL	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
silent	молчать	silent	молчать	N;MASC;SG	V;IPFV;NFIN;ACT
correntes	текущий	corrente	текущий	N;MASC;PL	ADJ;NOM;MASC;SG
correntes	текущее	corrente	текущий	N;MASC;PL	ADJ;NOM;NEUT;SG
correntes	нынешней	corrente	нынешний	N;MASC;PL	ADJ;INS;FEM;SG
correntes	текущие	corrente	текущий	N;MASC;PL	ADJ;NOM;PL
correntes	текущая	corrente	текущий	N;MASC;PL	ADJ;NOM;FEM;SG
apresentadora	ведущая	apresentador	вести	N;FEM;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
cálculo	расчеты	cálculo	расчет	N;MASC;SG	N;INAN;NOM;MASC;PL
pobre	бедные	pobre	бедный	ADJ;MASC;SG	ADJ;NOM;PL
pobre	бедных	pobre	бедный	ADJ;MASC;SG	ADJ;GEN;PL
semifinais	полуфинале	semifinal	полуфинал	N;MASC;PL	N;INAN;ESS;MASC;SG
aéreas	воздушных	aéreo	воздушный	N;FEM;PL	ADJ;GEN;PL
aéreas	воздушная	aéreo	воздушный	N;FEM;PL	ADJ;NOM;FEM;SG
barreto	баррето	barreto	баррето	N;MASC;SG	
normandia	нормандии	normandia	нормандия	N;FEM;SG	N;INAN;NOM;FEM;PL
disposição	настроения	disposição	настроение	N;FEM;SG	N;INAN;NOM;NEUT;PL
disposição	отчуждения	disposição	отчуждение	N;FEM;SG	N;INAN;NOM;NEUT;PL
atlas	atlas	atlas	atlas	N;MASC;SG	PROPN
laranja	оранжевое	laranja	оранжевый	N;FEM;SG	ADJ;NOM;NEUT;SG
laranja	оранжевый	laranja	оранжевый	N;FEM;SG	ADJ;NOM;MASC;SG
iguais	равная	igual	равный	ADJ;MASC;PL	ADJ;NOM;FEM;SG
iguais	равный	igual	равный	ADJ;MASC;PL	ADJ;NOM;MASC;SG
iguais	равное	igual	равный	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
iguais	равен	igual	равный	ADJ;MASC;PL	ADJ;MASC;SG
iguais	равно	igual	равный	ADJ;MASC;PL	ADJ;NEUT;SG
registrado	зарегистрированные	registrar	регистрировать	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
registrado	зарегистрированных	registrar	регистрировать	V;MASC;SG;V.PTCP	V;PFV;GEN;PL;PST;V.PTCP;PASS
