van	uzvārds	van	uzvārds		N;NOM;MASC;SG
oorskry	pārsniegta	oorskry	pārsniegt	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
oorskry	pārsniegti	oorskry	pārsniegt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
oorskry	pārsniegts	oorskry	pārsniegt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
africana	africana	africana	africana	PROPN;SG	N;NOM;FEM;SG
slot	nišu	slot	niša		N;ACC;MASC;SG
slot	slēgt	slot	slēgt		V;POS;NFIN
slot	lock	slot	lock		
dom	stulba	dom	stulba	N;SG	ADJ;NOM;FEM;SG
dom	stulbs	dom	stulbs	N;SG	ADJ;NOM;MASC;SG
dom	stulbi	dom	stulbe	N;SG	ADV
dom	dom	dom	dom	N;SG	
bus	bus	bus	bus	V;PRS	
bus	autobuss	bus	autobuss	V;PRS	N;NOM;MASC;SG
ski	slēpošana	ski	slēpošana	N;PL	N;NOM;FEM;SG
gunsteling	mīļākie	gunsteling	mīļš	N;SG	ADJ;NOM;CMPR;MASC;PL
gunsteling	mīļākās	gunsteling	mīļa	N;SG	ADJ;NOM;CMPR;FEM;PL
gunsteling	mīļākais	gunsteling	mīļš	N;SG	ADJ;NOM;CMPR;MASC;SG
gunsteling	mīļākā	gunsteling	mīļākā	N;SG	ADJ;NOM;CMPR;FEM;SG
onwettige	nelegāli	onwettig	nelegāli	ADJ;NOM	ADV
onwettige	nelegālo	onwettig	nelegāla	ADJ;NOM	ADJ;ACC;MASC;SG
onwettige	nelikumīgi	onwettig	nelikumīgi	ADJ;NOM	ADV
interessant	interesanti	interessant	interesanti		ADV
interessant	interesants	interessant	interesants		ADJ;NOM;MASC;SG
interessant	interesantas	interessant	interesanta		ADJ;NOM;FEM;PL
interessant	interesanta	interessant	interesanta		ADJ;NOM;FEM;SG
sterrewag	observatorija	sterrewag	observatorija	N;PL	N;NOM;FEM;SG
vasgevang	iesprostoti	vasvang	iesprostoti	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
nogal	drīzāk	nogal	drīzi		ADV;CMPR
nice	patīkami	nice	patīkami		ADV
nice	smuka	nice	smuka		ADJ;NOM;FEM;SG
nice	jauki	nice	jauki		ADV
nice	jauka	nice	jauka		ADJ;NOM;FEM;SG
nice	nice	nice	nice		
kollegas	kolēģu	kollega	kolēģis	N;PL	N;ACC;FEM;SG
express	express	express	express		N;NOM;MASC;SG
express	ekspress	express	ekspress		N;NOM;MASC;SG
vlieënier	aviator	vlieënier	aviator	N;SG	
kameroen	kamerūnas	kameroen	kamerūna		PROPN;NOM;FEM;PL
walker	vokers	walker	vokers		N;NOM;MASC;SG
teheran	teherāna	teheran	teherāna		N;NOM;FEM;SG
teheran	teherānas	teheran	teherāna		PROPN;NOM;FEM;SG
bots	bot	bots	bot	V;PRS	
ghana	gana	ghana	gana	PROPN;SG	ADV
meeding	konkurējoši	meeding	konkurēt	V;PRS	ADV
jagter	orion	jagter	orion		
jagter	mednieks	jagter	mednieks		N;NOM;MASC;SG
jagter	mednieku	jagter	mednieks		N;ACC;MASC;SG
miv	hiv	miv	hiv		N
gevaarlik	bīstamas	gevaarlik	bīstama	ADV	ADJ;NOM;FEM;PL
gevaarlik	bīstams	gevaarlik	bīstams	ADV	ADJ;NOM;MASC;SG
gevaarlik	bīstama	gevaarlik	bīt	ADV	ADJ;NOM;FEM;SG
gevaarlik	bīstamā	gevaarlik	bīstams	ADV	ADJ;NOM;FEM;SG
kaïro	kairas	kaïro	kaira	PROPN;SG	PROPN;NOM;FEM;SG
michigan	mičiganā	michigan	mičigana	PROPN;SG	PROPN;ESS;FEM;SG
gemerk	karogi	merk	karogs	V;PST;V.PTCP	N;NOM;MASC;PL
franklin	frenklins	franklin	frenklins		N;NOM;MASC;SG
windsor	vindzoras	windsor	vindzora		N;NOM;FEM;PL
liber	liber	liber	libert		
kroasië	horvātija	kroasië	horvātija	PROPN;SG	N;NOM;FEM;SG
bose	ļauni	bose	ļauni	N;SG	ADJ;NOM;MASC;PL
bose	ļauns	bose	ļauns	N;SG	ADJ;NOM;MASC;SG
verhandeling	preces	verhandeling	prece	N;SG	N;NOM;FEM;PL
atletiek	vieglatlētika	atletiek	vieglatlētika	N;PL	N;NOM;FEM;SG
natuurskoon	skatus	natuurskoon	skats	N;SG	N;ACC;MASC;PL
natuurskoon	gleznainā	natuurskoon	gleznains	N;SG	ADJ;NOM;FEM;SG
spies	spiegi	spies	spiegi		N;NOM;MASC;PL
mislukking	neveiksmes	mislukking	neveiksme	N;SG	N;NOM;FEM;PL
fritz	fricis	fritz	fricis	N;SG	PROPN;NOM;MASC;SG
tour	ekskursija	tour	ekskursija		N;NOM;FEM;SG
tour	tūre	tour	tūre		N;NOM;FEM;SG
tour	tour	tour	tour		
columbus	kolumbs	columbus	kolumbs		N;NOM;MASC;SG
common	kopējo	common	kopēja		ADJ;ACC;MASC;SG
common	bieži	common	bieži		ADV
uitstaande	gaidot	uitstaan	gaidīt		V;V.CVB
uitstaande	izcils	uitstaan	izcils		ADJ;NOM;MASC;SG
uitstaande	izcili	uitstaan	izcils		ADV
tweeling	dvīņu	tweeling	dvīņa	N;SG	N;GEN;FEM;PL
tweeling	gemini	tweeling	gemināt	N;SG	
england	anglija	england	anglija		N;NOM;FEM;SG
england	england	england	england		
england	angliju	england	anglija		PROPN;ACC;FEM;SG
metro	metro	metro	metrs		N
gevonnis	notiesāts	gevonnis	notiesāt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gevonnis	notiesāja	gevonnis	notiesāt	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
ondervinding	pieredzes	ondervinding	pieredze	N;SG	N;NOM;FEM;PL
northern	ziemeļu	northern	ziemelis		N;GEN;MASC;PL
veelvuldige	vairāku	veelvuldig	vairākas	ADJ;NOM	PRO;ACC;MASC;SG
veelvuldige	vairāki	veelvuldig	vairāki	ADJ;NOM	PRO;NOM;MASC;PL
renault	renault	renault	renault		N
mitchell	mitchell	mitchell	mitchell	PROPN;SG	
geregtigheid	tieslietas	geregtigheid	tieslietas	N;SG	N;NOM;FEM;PL
rou	raw	rou	ran		
rou	neapstrādāts	rou	neapstrādāt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
besprekings	atrunas	bespreking	atruna	N;PL	N;NOM;FEM
blink	spožu	blink	spoža		ADJ;ACC;MASC;SG
blink	blink	blink	blinkt		
susan	žuža	susan	žuža		PROPN;NOM;FEM;SG
bot	robots	bot	robot		N;NOM;MASC;SG
fiktiewe	izdomāts	fiktief	izdomāt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
guyana	gviānas	guyana	gviāna	PROPN;SG	N;NOM;FEM;PL
hercules	hērakls	hercules	hērakls		N;NOM;MASC;SG
rudolph	rūdolfa	rudolph	rūdolfs		N;NOM;MASC;SG
dieretuin	zoo	dieretuin	zoo	N;SG	
invertebrates	bezmugurkaulniekiem	invertebrate	bezmugulkaulnieks	N;SG	N;DAT;MASC;PL
invertebrates	bezmugurkaulnieki	invertebrate	bezmugulkaulnieks	N;SG	N;NOM;MASC;PL
bystand	atbalstīt	bystand	atbalstīt	N;SG	V;POS;NFIN
bystand	atbalsta	bystand	atbalstīt	N;SG	V;FH;IND;3;POS;PRS;FIN;ACT
orkney	orkneju	orkney	orkneja	ADV	N;ACC;MASC;SG
jura	jurassic	jura	jurassicēt	N;SG	PROPN;NOM;FEM;SG
polinesië	polinēzijas	polinesië	polinēzija	N;SG	N;NOM;FEM;PL
bates	aktīvi	bate	aktīvi	N;PL	ADV
chaos	haoss	chaos	haoss		N;NOM;MASC;SG
herroep	atsaukšana	herroep	atsaukšana	V;PRS	N;NOM;FEM;SG
apart	atsevišķi	apart	atsevišķi		ADV
susanna	susanna	susanna	susanna		PROPN;NOM;FEM;SG
aristoteles	aristotelis	aristotele	aristotelis	ADJ;NOM	N;NOM;MASC;SG
wol	vilnas	wol	vilna	N;SG	N;NOM;FEM;PL
edgar	edgars	edgar	edgars	PROPN;SG	PROPN;NOM;MASC;SG
edgar	edgar	edgar	edgar	PROPN;SG	
voyager	voyager	voyager	voyager		N;NOM;FEM;SG
lancia	lancia	lancia	lancis		
coasts	krastiem	coasts	krasts		N;DAT;MASC;PL
army	armijas	army	armija	PROPN;SG	N;NOM;FEM;PL
army	armija	army	armija	PROPN;SG	N;NOM;FEM;SG
gelykop	kaklasaite	gelykop	kaklasaite	ADV	N;NOM;FEM;SG
gevlekte	pamanīja	gevlek	pamanīt	ADJ;NOM	V;FH;IND;3;POS;PST;FIN;ACT
henning	hennings	henning	hennings	N;SG	PROPN;NOM;MASC;SG
auto	auto	auto	auto		N
gestreepte	svītrainā	gestreep	svītraina	N;SG	ADJ;NOM;FEM;SG
trappe	kāpnes	trap	kāpnes	N;PL	N;NOM;FEM
vermeng	sajaukts	vermeng	sajaukt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verkeerde	nepareizi	verkeerd	nepareizi	PRO	ADV
verkeerde	nepareiza	verkeerd	nepareiza	PRO	ADJ;NOM;FEM;SG
verkeerde	nepareizs	verkeerd	nepareizs	PRO	ADJ;NOM;MASC;SG
darmstadt	darmštate	darmstadt	darmštate		N;NOM;FEM;SG
strook	lentes	strook	lente		N;NOM;FEM;PL
strook	sloksnes	strook	sloksne		N;NOM;FEM;PL
olive	olīvu	olive	olīvs	ADV	N;ACC;FEM;SG
hindi	hindi	hindi	hinde		
muis	peles	muis	pele	N;SG	N;NOM;FEM;PL
veldslag	kaujas	veldslag	kauja	N;SG	N;NOM;FEM;PL
tenks	tanku	tenks	tanka	N;PL	N;ACC;FEM;SG
voorkant	priekšējais	voorkant	priekšējs	N;SG	ADJ;NOM;MASC;SG
voorkant	priekšā	voorkant	priekšā	N;SG	ADV
voorkant	priekšējie	voorkant	priekšējs	N;SG	ADJ;NOM;MASC;PL
vals	aplams	vals	aplams		ADJ;NOM;MASC;SG
vals	viltus	vals	vilti		N;ACC;MASC;PL
vals	kļūdaini	vals	kļūdaini		ADV
kloof	kanjons	kloof	kanjons	V;PRS	N;NOM;MASC;SG
rust	rūsas	rust	rūsa		N;NOM;FEM;PL
berekening	aprēķini	berekening	aprēķināt	N;SG	N;NOM;MASC;PL
apostel	matejs	apostel	matejs	ADV	N;NOM;MASC;SG
wikipedias	wikipedias	wikipedias	wikipedias	N;SG	N;NOM;FEM;PL
spraak	runā	spraak	runāt	N;SG	V;FH;IND;2;POS;PRS;FIN;ACT
spraak	runas	spraak	runa	N;SG	N;NOM;FEM;PL
openlik	publiski	openlik	publiski	PRO;NOM;SG;3	ADV
kombuis	virtuves	kombuis	virtuve	N;SG	N;NOM;FEM;PL
kim	kim	kim	kim	PROPN;SG	
owen	ouens	owen	ouens		PROPN;NOM;MASC;SG
thai	taizemes	thai	taizeme		N;NOM;FEM;PL
thai	thai	thai	tha		
orange	oranžas	orang	oranža		ADJ;NOM;FEM;PL
orange	oranža	orang	oranža		ADJ;NOM;FEM;SG
orange	apelsīnu	orang	apelsīns		N;ACC;FEM;SG
orange	oranžā	orang	oranža		ADJ;NOM;FEM;SG
verlate	pamesti	verlaat	pamest		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
verlate	pamestas	verlaat	pamest		V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
verlate	pamesta	verlaat	pamest		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
portaal	vārti	portaal	vārti	N;SG	N;NOM;MASC
klomp	metiena	klomp	metiens		N;GEN;MASC;SG
klomp	metiens	klomp	metiens		N;NOM;MASC;SG
klomp	vairākas	klomp	vairākas		PRO;NOM;FEM;PL
klomp	vairāki	klomp	vairāki		PRO;NOM;MASC;PL
engel	eņģelis	engel	eņģelis	V;PRS	N;NOM;MASC;SG
omtrek	perimetrs	omtrek	perimetrs		N;NOM;MASC;SG
omtrek	perimetru	omtrek	perimetrs		N;ACC;MASC;SG
stewart	stjuarts	stewart	stjuarts		PROPN;NOM;MASC;SG
subspesie	pasugas	subspesie	pasugties	N;SG	N;NOM;FEM;PL
gedraai	uzacis	draai	uzacīt	V;PST;V.PTCP	N;NOM;FEM;PL
gedraai	uzacu	draai	uzaca	V;PST;V.PTCP	N;ACC;FEM;SG
fontein	strūklakas	fontein	strūklaka		N;NOM;FEM;PL
fontein	strūklaka	fontein	strūklaks		N;NOM;MASC;SG
inflasie	inflācijas	inflasie	inflācija	N;SG	N;NOM;FEM;PL
ferrari	ferrari	ferrari	ferraris	PROPN;SG	PROPN
logika	loģikas	logika	loģika	N;SG	N;NOM;FEM;PL
stukkie	gabaliņš	stukkie	gabaliņš		N;NOM;MASC;SG
stukkie	gabals	stukkie	gabals		N;NOM;MASC;SG
stukkie	gab	stukkie	gab		N
india	indija	india	indija		PROPN;NOM;FEM;SG
india	indijā	india	indija		PROPN;ESS;FEM;SG
india	indijas	india	indija		PROPN;NOM;FEM;PL
kurt	kurts	kurt	kurts		PROPN;NOM;MASC;SG
alex	aleksa	alex	alekss		N;NOM;FEM;SG
alex	alekss	alex	alekss		PROPN;NOM;MASC;SG
alex	aleks	alex	aleks		PROPN;NOM;MASC;SG
claude	claude	claude	claude		
claude	klods	claude	klods		PROPN;NOM;MASC;SG
virginië	virdžīnija	virginië	virdžīnija		N;NOM;FEM;SG
leeg	tukši	leeg	tukši		ADJ;NOM;MASC;PL
leeg	tukšs	leeg	tukšs		ADJ;NOM;MASC;SG
leeg	tukšas	leeg	tukša		ADJ;NOM;FEM;PL
leeg	tukša	leeg	tukša		ADJ;NOM;FEM;SG
hersien	pārskatīšana	hersien	pārskatīšana	V;PRS	N;NOM;FEM;SG
hersien	pārskats	hersien	pārskats	V;PRS	N;NOM;MASC;SG
genres	žanru	genres	žanra	N;PL	N;ACC;FEM;SG
giuseppe	giuseppe	giusep	giuseppe		
onderlinge	abpusēja	onderling	abpusēja	N;PL	ADJ;NOM;FEM;SG
onderlinge	savstarpēja	onderling	savstarpēja	N;PL	ADJ;NOM;FEM;SG
onderlinge	savstarpēju	onderling	savstarpēja	N;PL	ADJ;ACC;MASC;SG
opel	opel	opel	opelt		
koud	saaukstēšanās	koud	saaukstēšanās	V;PRS	N;NOM;FEM;SG
koud	auksts	koud	auksts	V;PRS	ADJ;NOM;MASC;SG
koud	auksti	koud	auksti	V;PRS	ADV
koud	aukstā	koud	auksts	V;PRS	ADJ;NOM;FEM;SG
koud	aukstums	koud	aukstums	V;PRS	N;NOM;MASC;SG
ronald	ronalds	ronald	ronalds		PROPN;NOM;MASC;SG
heuning	medu	heuning	medus	N;SG	N;ACC;MASC
heuning	mīļā	heuning	mīļa	N;SG	ADJ;NOM;FEM;SG
heuning	medus	heuning	medus	N;SG	N;NOM;MASC
rook	smēķēšana	rook	smēķēšana		N;NOM;FEM;SG
bologna	boloņas	bologna	boloņa		PROPN;NOM;FEM;SG
liewe	mīļie	lief	mīļs		ADJ;NOM;MASC;PL
liewe	dārgā	lief	dārga		ADJ;NOM;FEM;SG
liewe	mīļā	lief	mīļa		ADJ;NOM;FEM;SG
vinnigste	ātrākais	vinnigste	ātrs		ADJ;NOM;CMPR;MASC;SG
neil	nils	neil	nils		PROPN;NOM;MASC;SG
neil	nīls	neil	nīls		PROPN;NOM;MASC;SG
neil	nilu	neil	nils		PROPN;ACC;MASC;SG
mianmar	mjanmas	mianmar	mjanma	PROPN;SG	N;NOM;FEM;PL
basic	pamata	basic	pamats		N;NOM;MASC;SG
verbeterde	pastiprināta	verbeter	pastiprināt	ADJ;NOM	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
verbeterde	uzlabots	verbeter	uzlabot	ADJ;NOM	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aanvaarbaar	pieņemama	aanvaarbaar	pieņemt	CONJ	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
aanvaarbaar	pieņemami	aanvaarbaar	pieņemt	CONJ	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
aanvaarbaar	pieņemamas	aanvaarbaar	pieņemt	CONJ	V;NOM;INDF;FEM;PL;PRS;V.PTCP;PASS
aanvaarbaar	pieņemams	aanvaarbaar	pieņemt	CONJ	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
bediener	serveri	bediener	serveris	N;SG	N;NOM;MASC;PL
thomson	tomsona	thomson	tomsons		N;NOM;MASC;SG
langdurige	ilgstoša	langdurig	ilgt	ADJ;NOM	V;IPFV;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
langdurige	ilgstošs	langdurig	ilgt	ADJ;NOM	V;IPFV;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
langdurige	ilgstošu	langdurig	ilgt	ADJ;NOM	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS
twente	twente	twent	twente		
vergoeding	kompensācijas	vergoeding	kompensācija	N;SG	N;NOM;FEM;PL
haarself	pati	haarself	pati	PRO;ACC;SG;3	PRO;NOM;FEM;SG
evans	evans	evans	evans		
stefan	stefan	stefan	stefan		
opgewek	turbīnas	opwek	turbīna	V;PST;V.PTCP	N;NOM;FEM;PL
luis	utis	luis	utis		N;NOM;MASC;PL
luis	luiss	luis	luiss		N;NOM;MASC;SG
luis	luis	luis	luis		
luis	luís	luis	lēs		
franco	franko	franco	franka		PROPN
resensies	pārskatīšana	resensie	pārskatīšana	N;PL	N;NOM;FEM;SG
col	col	col	col		
boog	loks	boog	loks	V;PRS	N;NOM;MASC;SG
boog	loka	boog	loks	V;PRS	N;NOM;FEM;SG
enigiemand	ikviens	enigiemand	ikviens	PRO	PRO;NOM;MASC;SG
marseille	marseļas	marseil	marsela		N;NOM;FEM;PL
sarah	sāra	sarah	sāra		PROPN;NOM;FEM;SG
rouen	ruānas	rouen	ruāna		N;NOM;FEM;PL
python	python	python	python		
solomon	zālamana	solomon	zālamana		N;NOM;MASC;SG
managerclubs	managerclubs	managerclubs	managerclubs	N;PL	N;NOM;MASC;SG
watt	vatu	watt	vata		N;ACC;MASC;SG
onderbreek	pārtraukums	onderbreek	pārtraukums	V;PRS	N;NOM;MASC;SG
onderbreek	apturēts	onderbreek	apturēt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
onderbreek	apturēta	onderbreek	apturēt	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
onderbreek	apturēti	onderbreek	apturēt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
onderbreek	pauze	onderbreek	pauze	V;PRS	N;NOM;FEM;SG
montenegro	melnkalne	montenegro	melnkalne		N;NOM;FEM;SG
slagoffer	upuri	slagoffer	upuris	N;SG	N;NOM;MASC;PL
slagoffer	cietušais	slagoffer	ciest	N;SG	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
forte	forte	fort	forte	N;PL	N;NOM;FEM;SG
antoine	antuāns	antoin	antuāns		PROPN;NOM;MASC;SG
gabriel	gabriels	gabriel	gabriels		N;NOM;MASC;SG
before	pirms	before	pirms		ADP
catherine	katrīna	catherine	katrīns		PROPN;NOM;FEM;SG
bok	kazas	bok	kaza	N;SG	N;NOM;FEM;PL
laboratorium	laboratoriski	laboratorium	laboratoriski	N;SG	ADV
laboratorium	lab	laboratorium	lab	N;SG	PROPN
ewige	mūžīgs	ewige	mūžīgs	N;SG	ADJ;NOM;MASC;SG
ewige	mūžīgā	ewige	mūžīga	N;SG	ADJ;ESS;FEM;SG
watson	watson	watson	vatson		
egte	reāli	egte	reāli	N;PL	ADV
egte	īstais	egte	īsts	N;PL	ADJ;NOM;MASC;SG
egte	īsta	egte	īsta	N;PL	ADJ;NOM;FEM;SG
egte	reālā	egte	reāls	N;PL	ADJ;NOM;FEM;SG
egte	reālās	egte	reāla	N;PL	ADJ;NOM;FEM;PL
egte	īstas	egte	īsta	N;PL	ADJ;NOM;FEM;PL
teiken	mērķa	teiken	mērķis	N;PL	N;GEN;MASC;SG
teiken	target	teiken	target	N;PL	
teiken	mērķis	teiken	mērķis	N;PL	N;NOM;MASC;SG
deeltjie	daļiņa	deel	daļiņa		N;NOM;FEM;SG
elite	elite	elite	elite	N;PL	N;NOM;FEM;SG
ecuador	ekvadora	ecuador	ekvadors	PROPN;SG	N;NOM;MASC;SG
bes	bes	bes	bes	N;SG	
enigiets	jebkas	enigiets	jebkas	PRO	
enigiets	jebko	enigiets	jebkas	PRO	
zoo	zoo	zoo	zoo		
pens	pildspalvas	pens	pildspalva		N;NOM;FEM;PL
opsomming	sagremot	opsomming	sagremt	N;SG	V;POS;NFIN
roosevelt	rūzvelts	roosevelt	rūzvelts	V;PRS	PROPN;NOM;MASC;SG
verdubbel	dubultošanās	verdubbel	dubultošanās	V;PRS	N;NOM;FEM;SG
wraak	atriebība	wraak	atriebība	V;PRS	N;NOM;FEM;SG
icao	icao	icao	ica		N
terminaal	termināli	terminaal	termināli	N;SG	N;NOM;MASC;PL
dakar	dakāras	dakar	dakāra		N;NOM;FEM;PL
heers	noteikums	heers	noteikums	V;PRS	N;NOM;MASC;SG
ekwivalent	ekvivalents	ekwivalent	ekvivalents		N;NOM;MASC;SG
ekwivalent	līdzvērtīgs	ekwivalent	līdzvērtīgs		ADJ;NOM;MASC;SG
ekwivalent	līdzvērtīga	ekwivalent	līdzvērtīga		ADJ;NOM;FEM;SG
ekwivalent	līdzvērtīgi	ekwivalent	līdzvērtīgi		ADV
lirieke	lyrics	liriek	lyrics	N;PL	N;NOM;MASC;SG
optog	marta	optog	marts	V;PRS	N;GEN;MASC;SG
optog	martā	optog	marts	V;PRS	N;ESS;MASC;SG
optog	marts	optog	marts	V;PRS	N;NOM;MASC;SG
wins	uzvar	wins	uzvarēt	N;SG	V;FH;IND;3;POS;PRS;FIN;ACT
wins	uzvaras	wins	uzvara	N;SG	N;NOM;FEM;PL
wins	uzvarēs	wins	uzvarēt	N;SG	V;FH;IND;3;POS;FUT;FIN;ACT
düsseldorf	diseldorfas	düsseldorf	diseldorfa		PROPN;NOM;FEM;PL
manlik	saglabāt	manlik	saglabāt		V;POS;NFIN
campbell	campbell	campbell	campbell		
fauna	faunas	fauna	fauna	N;SG	N;NOM;FEM;PL
totius	totius	totius	totis		
california	kalifornijas	california	kalifornija		N;NOM;FEM;PL
haas	truši	haas	truši		N;NOM;MASC;PL
haas	trušu	haas	trusis		N;GEN;MASC;PL
ann	anna	ann	anna		PROPN;NOM;FEM;SG
kopieë	eksemplāri	kopie	eksemplāri	N;PL	ADJ;NOM;MASC;PL
soliede	cietais	soliede	ciets	N;PL	ADJ;NOM;MASC;SG
soliede	cietā	soliede	cieta	N;PL	ADJ;NOM;FEM;SG
soliede	cieta	soliede	ciest	N;PL	V;FH;IND;3;POS;PST;FIN;ACT
soliede	ciets	soliede	ciets	N;PL	ADJ;NOM;MASC;SG
colorado	kolorado	colorado	kolorado		
uefa	uefa	uefa	uefa		PROPN
vlaams	flāmu	vlaams	flāma		N;GEN;MASC;PL
ontslae	rid	ontslae	ridēt	N;PL	
pomp	sūknis	pomp	sūknis	V;PRS	N;NOM;MASC;SG
pomp	sūkņa	pomp	sūkņa	V;PRS	N;NOM;FEM;SG
justisie	tieslietas	justisie	tieslietas	N;SG	N;NOM;FEM;PL
arp	arapahu	arp	arapahs		N;NOM;MASC;SG
hallo	hei	hallo	heit		INTJ
hallo	hey	hallo	hey		
hallo	sveicināti	hallo	sveicināt		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
hallo	sveiks	hallo	sveiks		N;NOM;MASC;SG
hallo	hello	hallo	hella		
hallo	sveika	hallo	sveika		ADJ;NOM;FEM;SG
hallo	sveiki	hallo	sveike		N;NOM;MASC;SG
harmonie	saskaņas	harmonie	saskaņa		N;NOM;FEM;PL
positief	pozitīvas	positief	pozitīva	ADV	ADJ;NOM;FEM;PL
positief	pozitīvā	positief	pozitīvs	ADV	ADJ;NOM;FEM;SG
positief	pozitīva	positief	pozitīvs	ADV	ADJ;NOM;FEM;SG
positief	pozitīvais	positief	pozitīvs	ADV	ADJ;NOM;MASC;SG
positief	pozitīvs	positief	pozitīvs	ADV	ADJ;NOM;MASC;SG
anker	enkura	anker	enkura	V;PRS	N;NOM;MASC;SG
waartoe	mehānisms	waartoe	mehānisms	PRO	N;NOM;MASC;SG
waartoe	sarunas	waartoe	saruna	PRO	N;NOM;FEM;PL
paraguay	paragvajas	paraguay	paragvaja		PROPN;NOM;FEM;SG
valencia	valensijas	valencia	valensija		PROPN;NOM;FEM;SG
valencia	valensijas	valencia	valensija		PROPN;NOM;FEM;SG
rhône	rhône	rhône	rhône	N;SG	
mit	mit	mit	mit		
anatolië	anatolija	anatolië	anatolija	N;PL	N;NOM;FEM;SG
kliek	spied	kliek	spiest	V;PRS	INTJ
kliek	klikšķis	kliek	klikšķis	V;PRS	N;NOM;MASC;SG
fondament	foundation	fondament	foundation	N;SG	
braille	braila	braille	brails		N;NOM;MASC;SG
tonga	tonga	tonga	tonga	PROPN;SG	N;NOM;FEM;SG
gill	žaunu	gill	žauna	PROPN;SG	N;NOM;MASC;SG
advies	konsultācijas	advies	konsultācija		N;NOM;FEM;PL
advies	padoms	advies	padoms		N;NOM;MASC;SG
advies	ieteikumi	advies	ieteikums		N;NOM;MASC;PL
parallelle	paralēla	parallel	paralēls	N;PL	ADJ;NOM;FEM;SG
parallelle	paralēli	parallel	paralēli	N;PL	ADV
parallelle	paralēlā	parallel	paralēls	N;PL	ADJ;NOM;FEM;SG
voorrade	piegāde	voorrade	piegāde	N;PL	N;NOM;FEM;SG
voorrade	piedāvājums	voorrade	piedāvājums	N;PL	N;NOM;MASC;SG
voorrade	apgāde	voorrade	apgāde	N;PL	N;NOM;FEM;SG
oes	raža	oes	raža		N;NOM;FEM;SG
onderstaande	zemāk	onderstaande	zemi	V;PRS	ADV;CMPR
onderstaande	zem	onderstaande	zem	V;PRS	ADP
derby	derby	derby	derby		
waai	viļņu	waai	vilnis	V;PRS	N;ACC;MASC;SG
waai	vilnis	waai	vilnis	V;PRS	N;NOM;MASC;SG
waai	viļņa	waai	viļņa	V;PRS	N;NOM;FEM;SG
fantasie	fantāzijas	fantasie	fantāzija	V;PRS	N;NOM;FEM;PL
ret	ret	ret	ret		
koshuis	brālības	koshuis	brālība	N;SG	N;NOM;FEM;PL
koshuis	kopmītnēs	koshuis	kopmītne	N;SG	N;ESS;FEM;PL
agterste	aizmugure	agters	aizmugure	N;PL	N;NOM;FEM;SG
agterste	aizmugurē	agters	aizmugure	N;PL	N;ESS;FEM;SG
agterste	aizmugurējā	agters	aizmugurējs	N;PL	ADJ;ESS;FEM;SG
studio	studijā	studio	studija		N;ESS;FEM;SG
studio	studija	studio	studija		N;NOM;FEM;SG
studio	studio	studio	studio		
studio	studijas	studio	studija		N;NOM;FEM;PL
barbara	barbara	barbara	barbars		PROPN;NOM;FEM;SG
regop	vertikāli	regop	vertikāli		ADV
regop	stāvus	regop	stāvs		N;ACC;MASC;PL
palmyra	palmiras	palmyra	palmira		N;NOM;FEM
môre	rīt	môre	rīt		ADV
môre	rīts	môre	rīts		N;NOM;MASC;SG
keel	rīkles	keel	rīkle		N;NOM;FEM;PL
keel	rīklē	keel	rīkle		N;ESS;FEM;SG
nui	nui	nui	nui		
isabella	izabella	isabella	izabells		PROPN;NOM;FEM;SG
ferreira	ferreira	ferreira	ferreira		PROPN;NOM;FEM;SG
independent	neatkarīgais	independent	neatkarīgs		ADJ;NOM;MASC;SG
independent	neatkarīgi	independent	neatkarīgi		ADV
independent	neatkarīga	independent	neatkarīga		ADJ;NOM;FEM;SG
independent	neatkarīgs	independent	neatkarīgs		ADJ;NOM;MASC;SG
