les	на	le	на	DET;DEF;PL	ADP;ACC
décoration	декорації	décoration	декорація	N;FEM;SG	N;INAN;NOM;FEM;PL
décoration	тортів	décoration	торт	N;FEM;SG	N;INAN;GEN;MASC;PL
décoration	прикрашати	décoration	прикрашати	N;FEM;SG	V;IPFV;NFIN
fermé	закрита	fermer	закрита	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
fermé	закриті	fermer	закритий	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
développée	розробили	développer	розробити	V;FEM;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
développée	розроблений	développer	розроблений	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
jordan	йорданії	jordan	йорданія	PROPN	PROPN;INAN;GEN;FEM;SG
jordan	джордан	jordan	джордан	PROPN	PROPN;ANIM;NOM;MASC;SG
supplémentaire	додаткові	supplémentaire	додатковий	ADJ;MASC;SG	ADJ;NOM;PL
supplémentaire	зайві	supplémentaire	зайвий	ADJ;MASC;SG	ADJ;NOM;PL
supplémentaire	додаткові	supplémentaire	додатковий	ADJ;MASC;SG	ADJ;NOM;PL
supplémentaire	додаткові	supplémentaire	додатковий	ADJ;MASC;SG	ADJ;NOM;PL
schéma	схеми	schéma	схем	N;MASC;SG	N;INAN;NOM;FEM;PL
pie	пій	pie	пій	N;MASC;SG	
dis	say	dire	say	INTJ	
dis	скажуть	dire	сказати	INTJ	V;PFV;IND;PL;3;FUT;FIN
dis	кажу	dire	казати	INTJ	V;IPFV;IND;SG;1;PRS;FIN
dis	сказати	dire	сказати	INTJ	V;PFV;NFIN
dis	кажеш	dire	казати	INTJ	V;IPFV;IND;SG;2;PRS;FIN
dis	dis	dire	dis	INTJ	
vues	переглядів	voir	перегляд	V;FEM;PL;PST;V.PTCP	N;INAN;NOM;MASC;SG
vues	погляди	voir	погляд	V;FEM;PL;PST;V.PTCP	N;INAN;NOM;MASC;PL
vues	перегляди	voir	перегляд	V;FEM;PL;PST;V.PTCP	N;INAN;NOM;MASC;PL
philip	філіп	philip	філіп	PROPN	PROPN;ANIM;NOM;MASC;SG
fiat	fiat	fiat	fiat	PROPN	
charges	звинувачення	charge	звинувачення	N;FEM;PL	N;INAN;NOM;NEUT;SG
charges	завантажує	charge	завантажувати	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
bureaux	працевлаштування	bureau	працевлаштування	N;MASC;PL	N;INAN;NOM;NEUT;SG
bureaux	офіс	bureau	офіс	N;MASC;PL	N;INAN;NOM;MASC;SG
bureaux	office	bureau	office	N;MASC;PL	
réelle	реал	réel	реал	ADJ;FEM;SG	
réelle	справжні	réel	справжній	ADJ;FEM;SG	ADJ;NOM;PL
réelle	ям	réel	ям	ADJ;FEM;SG	
ajout	додавати	ajout	додавати	N;MASC;SG	V;IPFV;NFIN
ajout	додати	ajout	додати	N;MASC;SG	V;PFV;NFIN
ajout	додано	ajout	додати	N;MASC;SG	V;PFV;IND;0;FIN
ajout	додані	ajout	доданий	N;MASC;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
dave	дейв	dave	дейти	PROPN	PROPN;ANIM;NOM;MASC;SG
mourir	die	mourir	die	V;NFIN	
financier	фінанси	financier	фінанса	ADJ;MASC;SG	N;INAN;NOM;MASC;PL
financier	фінансові	financier	фінансовий	ADJ;MASC;SG	ADJ;NOM;PL
personnelles	особисте	personnel	особистий	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
personnelles	особистий	personnel	особистий	ADJ;FEM;PL	ADJ;NOM;MASC;SG
personnelles	персональний	personnel	персональний	ADJ;FEM;PL	ADJ;NOM;MASC;SG
nelson	нельсон	nelson	нельсон	PROPN	PROPN;ANIM;NOM;MASC;SG
conte	конте	conte	конти	N;MASC;SG	
règlement	постанов	règlement	постанова	N;MASC;SG	N;INAN;GEN;FEM;PL
horreur	жахи	horreur	жах	N;FEM;SG	N;INAN;NOM;MASC;PL
manifeste	manifest	manifeste	manifest	N;MASC;SG	
pirates	пірат	pirate	пірат	N;MASC;PL	N;ANIM;NOM;MASC;SG
occident	вест	occident	вест	N;MASC;SG	
délégation	делегації	délégation	делегація	N;FEM;SG	N;INAN;NOM;FEM;PL
inclut	включення	inclure	включення	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
inclut	включення	inclure	включення	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
défini	визначений	définir	визначений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
défini	визначена	définir	визначений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
défini	визначені	définir	визначений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
défini	визначається	définir	визначатися	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
clés	ключ	clé	ключ	N;FEM;PL	N;INAN;NOM;MASC;SG
clés	клавіша	clé	клавіший	N;FEM;PL	N;INAN;NOM;FEM;SG
morale	мораль	moral	мораль	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
morale	мораль	moral	мораль	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
morale	мораль	moral	мораль	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
préfère	перевагу	préférer	перевага	V;IND;SG;3;PRS;FIN	N;INAN;ACC;FEM;SG
nobel	нобелівської	nobel	нобелівський	N;MASC;SG	ADJ;GEN;FEM;SG
adultes	дорослі	adulte	дорослий	N;MASC;PL	ADJ;NOM;PL
adultes	дорослих	adulte	дорослий	N;MASC;PL	ADJ;ACC;PL
adultes	доросла	adulte	дорости	N;MASC;PL	ADJ;NOM;FEM;SG
adultes	дорослі	adulte	дорослий	N;MASC;PL	ADJ;NOM;PL
adultes	доросле	adulte	дорослий	N;MASC;PL	ADJ;NOM;NEUT;SG
adultes	дорослий	adulte	дорослий	N;MASC;PL	ADJ;NOM;MASC;SG
spectacles	показує	spectacle	показувати	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
voisine	сусід	voisin	сусід	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
voisine	сусід	voisin	сусід	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
alternative	альтернатива	alternative	альтернатива	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
alternative	варіант	alternative	варіант	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
alternative	альтернативні	alternative	альтернативний	ADJ;FEM;SG	ADJ;NOM;PL
trace	траси	trace	траси	N;FEM;SG	N;INAN;NOM;FEM;PL
ours	ведмедів	ours	ведмід	N;MASC;SG	N;ANIM;ACC;MASC;PL
ours	ведмеді	ours	ведмідь	N;MASC;SG	N;ANIM;NOM;MASC;PL
wild	дикі	wild	дикий	PROPN	ADJ;NOM;PL
wild	дикий	wild	дикий	PROPN	ADJ;NOM;MASC;SG
wild	wild	wild	wild	PROPN	
wild	диких	wild	дикий	PROPN	ADJ;ANIM;ACC;PL
limité	обмежені	limiter	обмежений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
limité	обмежений	limiter	обмежений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
limité	обмежена	limiter	обмежений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
limité	обмежений	limiter	обмежений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
chevaliers	лицар	chevalier	лицар	N;MASC;PL	N;ANIM;NOM;MASC;SG
loir	луар	loir	луар	N;MASC;SG	
navale	navale	naval	navale	ADJ;FEM;SG	
navale	суднобудування	naval	суднобудування	ADJ;FEM;SG	N;INAN;NOM;NEUT;SG
pauvres	бідна	pauvre	бідний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
pauvres	бідний	pauvre	бідний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
pauvres	бідні	pauvre	бідні	ADJ;MASC;PL	N;ANIM;NOM;PL
participant	участь	participer	участь	V;PRS;V.PTCP	N;INAN;ACC;FEM;SG
participant	учасник	participer	учасник	V;PRS;V.PTCP	N;ANIM;NOM;MASC;SG
participant	учасник	participer	учасник	V;PRS;V.PTCP	N;ANIM;NOM;MASC;SG
balle	постріли	balle	постріти	N;FEM;SG	N;INAN;NOM;MASC;PL
balle	позначки	balle	позначка	N;FEM;SG	N;INAN;NOM;FEM;PL
dynamique	динаміка	dynamique	динаміка	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
dynamique	динамічні	dynamique	динамічний	ADJ;MASC;SG	ADJ;NOM;PL
partenaire	партнерські	partenaire	партнерський	N;MASC;SG	ADJ;NOM;PL
ross	рос	ross	рос	PROPN	
ross	росс	ross	росс	PROPN	
boris	борис	boris	борис	PROPN	PROPN;ANIM;NOM;MASC;SG
démission	здалися	démission	здатися	N;FEM;SG	V;PFV;IND;PL;PST;FIN
démission	звільнився	démission	звільнитися	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN
aragon	арагон	aragon	арагон	PROPN	PROPN;INAN;NOM;MASC;SG
aragon	арагон	aragon	арагон	PROPN	PROPN;INAN;NOM;MASC;SG
assassiné	убитий	assassiner	убитий	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
alpin	alpine	alpin	alpine	N;MASC;SG	
illustré	illustrated	illustrer	illustrated	V;MASC;SG;PST;V.PTCP	
colin	колін	colin	коліно	N;MASC;SG	N;INAN;NOM;NEUT;PL
consulter	консультація	consulter	консультація	V;NFIN	N;INAN;NOM;FEM;SG
zéro	zero	zéro	zero	NUM	
zéro	нульовий	zéro	нульовий	NUM	ADJ;NOM;MASC;SG
zéro	нуль	zéro	нуль	NUM	
zéro	нулі	zéro	нуль	NUM	N;INAN;NOM;MASC;PL
atp	атп	atp	атп	N;MASC;SG	
intéressant	цікаво	intéressant	цікаво	ADJ;MASC;SG	ADV
remix	remix	remix	remix	PROPN	
remix	remixes	remix	remixes	PROPN	
fra	фра	fra	фра		
fra	укр	fra	укр		
identique	однакові	identique	однаковий	ADJ;MASC;SG	ADJ;NOM;PL
identique	збігається	identique	збігатися	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
identique	однакові	identique	однаковий	ADJ;MASC;SG	ADJ;NOM;PL
identique	same	identique	same	ADJ;MASC;SG	
identique	самий	identique	самий	ADJ;MASC;SG	DET;NOM;MASC;SG;REFL
cheveux	шерсть	cheveu	шерсть	N;MASC;PL	N;INAN;NOM;FEM;SG
cheveux	волосся	cheveu	волосся	N;MASC;PL	N;INAN;NOM;NEUT;SG
varie	вари	varier	вар	V;IND;SG;3;PRS;FIN	PROPN;INAN;NOM;MASC;SG
varie	різною	varier	різний	V;IND;SG;3;PRS;FIN	ADJ;INS;FEM;SG
fournit	закладено	fournir	закласти	V;IND;SG;3;PRS;FIN	V;PFV;IND;0;FIN
traités	договорах	traiter	договір	V;MASC;PL;PST;V.PTCP	N;INAN;ESS;MASC;PL
traités	договори	traiter	договори	V;MASC;PL;PST;V.PTCP	N;INAN;NOM;MASC;PL
traités	оброблені	traiter	оброблений	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
respecter	respect	respecter	respect	V;NFIN	
respecter	повага	respecter	повага	V;NFIN	N;INAN;NOM;FEM;SG
apparemment	виявляється	apparemment	виявлятися	ADV	V;IPFV;IND;SG;3;PRS;FIN
bbc	bbc	bbc	bbc	N;MASC;SG	
communistes	комуністичний	communiste	комуністичний	N;MASC;PL	ADJ;NOM;MASC;SG
communistes	комуністична	communiste	комуністичний	N;MASC;PL	ADJ;NOM;FEM;SG
lourd	heavy	lourd	heavy	ADJ;MASC;SG	
sérieux	серйозно	sérieux	серйозно	ADJ;MASC;SG	ADV
sérieux	серйозні	sérieux	серйозний	ADJ;MASC;SG	ADJ;NOM;PL
sérieux	серйозно	sérieux	серйозно	ADJ;MASC;SG	ADV
obligatoire	необхідні	obligatoire	необхідний	ADJ;MASC;SG	ADJ;NOM;PL
obligatoire	примусово	obligatoire	примусово	ADJ;MASC;SG	ADV
dordogne	дордонь	dordogne	дордонь	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
fermée	закрита	fermer	закрита	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
fermée	закриті	fermer	закритий	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
moore	мур	moore	мура	PROPN	
reconnue	впізнали	reconnaître	впізнати	V;FEM;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
reconnue	підтверджую	reconnaître	підтверджувати	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN
reconnue	визнана	reconnaître	визнаний	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
honoré	заслужений	honorer	заслужений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
honoré	заслужений	honorer	заслужений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
honoré	поважно	honorer	поважно	V;MASC;SG;PST;V.PTCP	ADV
honoré	оноре	honorer	оноре	V;MASC;SG;PST;V.PTCP	PROPN;ANIM;NOM;FEM;SG
existait	існував	exister	існувати	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN
existait	існували	exister	існувати	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;PL;PST;FIN
existait	існувало	exister	існувати	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;IND;SG;PST;FIN
esclaves	раб	esclave	раб	N;MASC;PL	N;ANIM;NOM;MASC;SG
esclaves	підлеглий	esclave	підлеглий	N;MASC;PL	ADJ;NOM;MASC;SG
esclaves	раба	esclave	раба	N;MASC;PL	N;ANIM;ACC;MASC;SG
nathalie	наталі	nathalie	наталі	PROPN	PROPN;ANIM;NOM;FEM;SG
nathalie	наталі	nathalie	наталі	PROPN	PROPN;ANIM;NOM;FEM;SG
quentin	кантен	quentin	кантен	PROPN	
désir	lust	désir	lust	N;MASC;SG	
grégoire	ґреґорі	grégoire	ґреґор	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
grégoire	григорій	grégoire	григорій	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
grégoire	грегорі	grégoire	грегір	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
grégoire	грегуар	grégoire	грегуар	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
physiques	фізична	physique	фізичний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
physiques	фізичне	physique	фізичний	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
culturels	культурний	culturel	культурний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
sec	сухо	sec	сухо	ADJ;MASC;SG	ADV
sec	сухі	sec	сухий	ADJ;MASC;SG	ADJ;NOM;PL
sec	сек	sec	сек	ADJ;MASC;SG	
divisé	розділена	diviser	розділений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
indice	index	indice	index	N;MASC;SG	
complexes	кластерами	complexe	кластер	ADJ;MASC;PL	N;INAN;INS;MASC;PL
complexes	комплекс	complexe	комплекс	ADJ;MASC;PL	N;INAN;NOM;MASC;SG
noyau	основний	noyau	основний	N;MASC;SG	ADJ;NOM;MASC;SG
noyau	core	noyau	core	N;MASC;SG	
germanique	германські	germanique	германський	ADJ;MASC;SG	ADJ;NOM;PL
mené	проводили	mener	проводити	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN
mené	провели	mener	провести	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
santiago	сантьяго	santiago	сантьяго	PROPN	PROPN;INAN;NOM;MASC;SG
flux	протікає	flux	протікати	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
flux	тече	flux	тече	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
courants	течії	courant	течія	ADJ;MASC;PL	N;INAN;NOM;FEM;PL
sportifs	спортсмени	sportif	спортсмен	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
forts	сильним	fort	сильний	ADJ;MASC;PL	ADJ;INS;NEUT;SG
forts	сильною	fort	сильний	ADJ;MASC;PL	ADJ;INS;FEM;SG
forts	сильний	fort	сильний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
forts	сильна	fort	сильний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
ohio	огайо	ohio	огайо	PROPN	PROPN;INAN;NOM;MASC;SG
familiale	сімейство	familial	сімейство	ADJ;FEM;SG	N;INAN;NOM;NEUT;SG
familiale	сімейні	familial	сімейний	ADJ;FEM;SG	ADJ;NOM;PL
familiale	родина	familial	родина	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
lisbonne	лісабон	lisbonne	лісабон	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
évidence	очевидно	évidence	очевидно	N;FEM;SG	ADV
évidence	очевидне	évidence	очевидний	N;FEM;SG	ADJ;NOM;NEUT;SG
évidence	банально	évidence	банально	N;FEM;SG	ADV
évidence	очевидна	évidence	очевидний	N;FEM;SG	ADJ;NOM;FEM;SG
fleur	квітки	fleur	квітка	N;FEM;SG	N;INAN;NOM;FEM;PL
fleur	fleur	fleur	fleur	N;FEM;SG	
dizaines	десяток	dizaine	десяток	N;FEM;PL	N;INAN;NOM;MASC;SG
séance	сесії	séance	сесія	N;FEM;SG	N;INAN;NOM;FEM;PL
turc	турецькі	turc	турецький	ADJ;MASC;SG	ADJ;NOM;PL
réserves	замовлення	réserve	замовлення	N;FEM;PL	N;INAN;NOM;NEUT;SG
tirer	shoot	tirer	shoot	V;NFIN	
tirer	виразно	tirer	виразно	V;NFIN	ADV
tirer	стрільби	tirer	стрільба	V;NFIN	N;INAN;NOM;FEM;PL
tirer	зйомки	tirer	зйомка	V;NFIN	N;INAN;NOM;FEM;PL
tirer	стрільба	tirer	стрільба	V;NFIN	N;INAN;NOM;FEM;SG
navarre	наварра	navarre	наварра	PROPN	PROPN;INAN;NOM;FEM;SG
navarre	navarra	navarre	navarra	PROPN	
hambourg	гамбург	hambourg	гамбург	PROPN	PROPN;INAN;NOM;MASC;SG
envoyer	надсилання	envoyer	надсилання	V;NFIN	N;INAN;NOM;NEUT;SG
morgan	морган	morgan	морган	PROPN	PROPN;ANIM;NOM;MASC;SG
définir	комплект	définir	комплект	V;NFIN	N;INAN;NOM;MASC;SG
définir	набір	définir	набір	V;NFIN	N;INAN;NOM;MASC;SG
définir	множина	définir	множина	V;NFIN	N;INAN;NOM;FEM;SG
définir	визначення	définir	визначення	V;NFIN	N;INAN;NOM;NEUT;SG
oblast	область	oblast	область	PROPN	N;INAN;NOM;FEM;SG
micro	мікро	micro	мікро	N;MASC;SG	
oriental	східних	oriental	східний	ADJ;MASC;SG	ADJ;GEN;PL
oriental	східні	oriental	східний	ADJ;MASC;SG	ADJ;NOM;PL
maría	марія	maría	марія	PROPN	PROPN;ANIM;NOM;FEM;SG
géant	giant	géant	giant	N;MASC;SG	
géant	велетенська	géant	велетенський	N;MASC;SG	ADJ;NOM;FEM;SG
logiciels	програмний	logiciel	програмний	N;MASC;PL	ADJ;NOM;MASC;SG
logiciels	застосунок	logiciel	застосунок	N;MASC;PL	N;INAN;NOM;MASC;SG
paradis	heaven	paradis	heaven	N;MASC;SG	
paradis	небеса	paradis	небес	N;MASC;SG	N;INAN;NOM;MASC;PL
paradis	небес	paradis	небий	N;MASC;SG	
paradis	небесне	paradis	небесний	N;MASC;SG	ADJ;NOM;NEUT;SG
paradis	paradise	paradis	paradise	N;MASC;SG	
ian	яном	ian	яний	PROPN	PROPN;ANIM;INS;MASC;SG
ian	ієн	ian	ієна	PROPN	
anjou	анжу	anjou	анжа	PROPN	PROPN;ANIM;NOM;MASC;SG
entendre	слух	entendre	слух	V;NFIN	N;INAN;NOM;MASC;SG
abréviations	скорочення	abréviation	скорочення	N;FEM;PL	N;INAN;NOM;NEUT;SG
constantin	константін	constantin	константін	PROPN	N;ANIM;NOM;MASC;SG
constantin	костянтин	constantin	костянтина	PROPN	N;ANIM;NOM;MASC;SG
constantin	костянтин	constantin	костянтина	PROPN	N;ANIM;NOM;MASC;SG
bonheur	bonheur	bonheur	bonheur	N;MASC;SG	
négociations	узгодження	négociation	узгодження	N;FEM;PL	N;INAN;NOM;NEUT;SG
négociations	переговори	négociation	переговори	N;FEM;PL	N;INAN;NOM
négociations	переговори	négociation	переговори	N;FEM;PL	N;INAN;NOM
oliver	олівер	oliver	олівер	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
congrégation	прихожан	congrégation	прихожан	N;FEM;SG	N;ANIM;ACC;MASC;PL
conclusion	висновки	conclusion	висновок	N;FEM;SG	N;INAN;NOM;MASC;PL
nîmes	нім	nîme	він	PROPN	
franck	франк	franck	франк	PROPN	PROPN;ANIM;NOM;MASC;SG
franck	френк	franck	френк	PROPN	PROPN;ANIM;NOM;MASC;SG
franck	френку	franck	френк	PROPN	N;ANIM;DAT;MASC;SG
franck	франк	franck	франк	PROPN	PROPN;ANIM;NOM;MASC;SG
stockholm	стокгольм	stockholm	стокголь	PROPN	PROPN;INAN;NOM;MASC;SG
cuivre	міді	cuivre	міди	N;MASC;SG	
cents	копійок	cents	копійка	NUM	N;INAN;GEN;FEM;PL
ferrari	феррарі	ferrari	феррар	PROPN	N;INAN;NOM;MASC;SG
ferrari	ferrari	ferrari	ferrari	PROPN	
considérés	вважається	considérer	вважатися	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
considérés	вважаються	considérer	вважатися	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
considérés	вважають	considérer	вважати	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
considérés	вважалося	considérer	вважатися	V;MASC;PL;PST;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN
grosse	великі	gros	великий	ADJ;FEM;SG	ADJ;NOM;PL
grosse	біг	gros	бігти	ADJ;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN
grosse	grosse	gros	grosse	ADJ;FEM;SG	
viande	meat	viande	meat	N;FEM;SG	
indiqué	вказали	indiquer	вказати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
ken	кен	ken	кено	PROPN	
escalier	сходи	escalier	сходити	N;MASC;SG	N;INAN;NOM;MASC;PL
escalier	сходи	escalier	сходити	N;MASC;SG	N;INAN;NOM;MASC;PL
diable	біс	diable	біс	N;MASC;SG	
diable	diable	diable	diable	N;MASC;SG	
argentin	аргентинець	argentin	аргентинець	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
argentin	аргентини	argentin	аргентина	ADJ;MASC;SG	PROPN;INAN;NOM;FEM;SG
récupérer	отримання	récupérer	отримання	V;NFIN	N;INAN;NOM;NEUT;SG
récupérer	відновлення	récupérer	відновлення	V;NFIN	N;INAN;NOM;NEUT;SG
herbert	герберт	herbert	герберт	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
berne	берн	berne	берн	N;MASC;SG	
roberto	роберто	roberto	роберто	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
chante	співають	chanter	співати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN
chante	співай	chanter	співати	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN
chante	співаю	chanter	співати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
jerry	джері	jerry	джері	PROPN	PROPN;ANIM;NOM;MASC;SG
jerry	джеррі	jerry	джерра	PROPN	PROPN;ANIM;NOM;MASC;SG
invités	гості	inviter	гість	V;MASC;PL;PST;V.PTCP	N;ANIM;NOM;MASC;PL
invités	гостя	inviter	гість	V;MASC;PL;PST;V.PTCP	N;ANIM;ACC;MASC;SG
invités	гість	inviter	гість	V;MASC;PL;PST;V.PTCP	N;ANIM;NOM;MASC;SG
invités	guest	inviter	guest	V;MASC;PL;PST;V.PTCP	
invités	гостем	inviter	гість	V;MASC;PL;PST;V.PTCP	N;ANIM;INS;MASC;SG
natation	плавати	natation	плавати	N;FEM;SG	V;IPFV;NFIN
apprendre	навчання	apprendre	навчання	V;NFIN	N;INAN;NOM;NEUT;SG
sols	ґрунту	sol	ґрунт	N;MASC;PL	N;INAN;GEN;MASC;SG
sols	ґрунт	sol	ґрунт	N;MASC;PL	N;INAN;NOM;MASC;SG
sols	земля	sol	земля	N;MASC;PL	N;INAN;NOM;FEM;SG
sols	виноробстві	sol	виноробство	N;MASC;PL	N;INAN;DAT;NEUT;SG
détruire	розірвання	détruire	розірвання	V;NFIN	N;INAN;NOM;NEUT;SG
détruire	знищення	détruire	знищення	V;NFIN	N;INAN;NOM;NEUT;SG
ardenne	арденни	ardenner	арденн	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
restes	залишається	reste	залишатися	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
elena	олена	elena	олена	PROPN	PROPN;ANIM;NOM;FEM;SG
elena	елена	elena	елена	PROPN	PROPN;ANIM;NOM;FEM;SG
elena	олена	elena	олена	PROPN	PROPN;ANIM;NOM;FEM;SG
passages	міграційних	passage	міграційний	N;MASC;PL	ADJ;GEN;PL
centaine	сто	centaine	сто	N;FEM;SG	
centaine	сотні	centaine	сотня	N;FEM;SG	N;INAN;NOM;FEM;PL
retiré	видалили	retirer	видалити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
retiré	вилучені	retirer	вилучений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
sombre	темні	sombre	темний	ADJ;MASC;SG	ADJ;NOM;PL
sombre	темно	sombre	темно	ADJ;MASC;SG	ADV
lourds	heavy	lourd	heavy	ADJ;MASC;PL	
lourds	важкий	lourd	важкий	ADJ;MASC;PL	ADJ;NOM;MASC;SG
lourds	сильний	lourd	сильний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
coordonnées	координати	coordonner	координати	V;FEM;PL;PST;V.PTCP	N;INAN;NOM;FEM;PL
dead	помер	dead	померти	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN
dead	померла	dead	померти	N;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN
dead	мертвий	dead	мертвий	N;MASC;SG	ADJ;NOM;MASC;SG
dead	dead	dead	dead	N;MASC;SG	
racine	root	racine	root	N;FEM;SG	
racine	расін	racine	расін	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
roux	ру	roux	ру	ADJ;MASC;SG	
roux	ред	roux	ред.	ADJ;MASC;SG	
roux	червоні	roux	червоний	ADJ;MASC;SG	ADJ;NOM;PL
roux	джинджер	roux	джинджер	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
illustration	ілюстрації	illustration	ілюстрація	N;FEM;SG	N;INAN;NOM;FEM;PL
intégrer	інтеграція	intégrer	інтеграція	V;NFIN	N;INAN;NOM;FEM;SG
ajouté	додані	ajouter	доданий	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
ultime	ultimate	ultime	ultimate	ADJ;MASC;SG	
pseudo	гасла	pseudo	гасло	N;MASC;SG	N;INAN;NOM;NEUT;PL
variations	варіант	variation	варіант	N;FEM;PL	N;INAN;NOM;MASC;SG
