van	vom	van	vom	ADP	
tijdschriften	magazin	tijdschrift	magazin	N;PL	ADJ
tijdschriften	zeitschriften	tijdschrift	zeitschreifen	N;PL	V;NFIN
heide	heide	heide	heiden	N;MASC+FEM;SG	PROPN;NOM;SG
heide	heather	heide	heather	N;MASC+FEM;SG	PROPN
heide	heide	heide	heiden	N;MASC+FEM;SG	PROPN;NOM;SG
ruzie	streiten	ruzie	streiten	N;MASC+FEM;SG	V;NFIN
ruzie	streit	ruzie	streit	N;MASC+FEM;SG	ADJ
sierra	sierra	sierra	sierra	N;MASC+FEM;SG	PROPN;NOM;SG
gewenste	gewünschten	wensen	gewünscht	V;V.PTCP	ADJ
gewenste	gewünschte	wensen	gewünscht	V;V.PTCP	ADJ;NOM;FEM;PL
gewenste	erwünscht	wensen	erwünscht	V;V.PTCP	ADJ
ondernemer	unternehmer	ondernemer	unternehmer	N;MASC+FEM;SG	ADJ
brothers	brüdern	brother	brüdern	N;PL	
brothers	brothers	brother	brothers	N;PL	PROPN;NOM;SG
varen	bootsfahrt	varen	bootsfahrt	V;NFIN	N;SG
varen	schifffahrt	varen	schifffahren	V;NFIN	ADJ
varen	segeln	varen	segeln	V;NFIN	
varen	segelboot	varen	segelboot	V;NFIN	
varen	segel	varen	segel	V;NFIN	
varen	segeln	varen	segeln	V;NFIN	
varen	segelboot	varen	segelboot	V;NFIN	
slaven	sklavin	slaven	sklavin	N;PL	N;NOM;SG
slaven	sklave	slaven	sklav	N;PL	
slaven	slave	slaven	slave	N;PL	PROPN;NOM;SG
rick	rick	rick	racken	N;MASC+FEM;SG	PROPN;NOM;SG
viii	viii	viii	viii	PROPN;MASC+FEM;SG	
lama	lama	lama	lama	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
verschijnsel	erscheinung	verschijnsel	Erscheinung	N;NEUT;SG	ADJ
verschijnsel	phänomen	verschijnsel	phänom	N;NEUT;SG	V;NFIN
componisten	komponisten	componist	komponist	N;PL	ADJ
laurent	laurent	laurent	laurent	N;MASC+FEM;SG	PROPN;NOM;SG
coalitie	bündnis	coalitie	bündnis	N;MASC+FEM;SG	
coalitie	koalition	coalitie	koalition	N;MASC+FEM;SG	
contacten	kontaktaufnahme	contact	kontaktaufnahme	N;PL	ADJ;SG
contacten	kontakte	contact	kontakt	N;PL	ADJ
contacten	kontakt	contact	kontakt	N;PL	N;NOM;SG
contacten	kontaktpersonen	contact	kontaktperson	N;PL	ADJ
contacten	ansprechpartner	contact	ansprechpartner	N;PL	ADJ
ine	ine	ine	ine	N;MASC+FEM;SG	
ecuador	ecuador	ecuador	ecuador	N;MASC+FEM;SG	PROPN;NOM;NEUT;SG
gonzález	gonzález	gonzález	gonzález	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
gonzález	gonzalez	gonzález	gonzalez	N;MASC+FEM;SG	ADJ
zusters	sisters	zuster	sisters	N;PL	PROPN;NOM;SG
zusters	krankenschwestern	zuster	krankenschwestern	N;PL	ADJ
zusters	krankenschwester	zuster	krankenschwester	N;PL	ADJ
zusters	pflegepersonal	zuster	pflegepersonal	N;PL	ADJ
zusters	krankenpfleger	zuster	krankenpfleger	N;PL	ADJ
dagelijkse	daily	dagelijks	daily	ADJ	PROPN
delta	delta	delta	delta	N;MASC+FEM;SG	
gesprek	konversation	gesprek	konversation	N;NEUT;SG	ADJ
gesprek	unterhaltungen	gesprek	unterhaltung	N;NEUT;SG	V;NFIN
ambassadeur	ambassador	ambassadeur	ambassador	N;MASC+FEM;SG	PROPN;NOM;SG
ambassadeur	botschafter	ambassadeur	botschafter	N;MASC+FEM;SG	ADJ
ambassadeur	botschafterin	ambassadeur	botschafterin	N;MASC+FEM;SG	ADJ;NOM;FEM
gemeten	gemessene	meten	gemessen	V;V.PTCP	ADJ;NOM
kennedy	kennedy	kennedy	kennedy	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
vlees	fleisch	vlees	fleisch	N;NEUT;SG	ADJ
vlees	fleisch	vlees	fleisch	N;NEUT;SG	ADJ
vlees	fleisch	vlees	fleisch	N;NEUT;SG	ADJ
vvd	vvd	vvd	vvd	PROPN;NEUT;SG	PROPN;NOM;MASC;SG
sankt	sankt	sanken	sanken	N;MASC+FEM;SG	
sankt	st	sanken	st	N;MASC+FEM;SG	;SG
herstel	instandsetzung	herstel	instandsetzung	N;NEUT;SG	
herstel	wiederherstellung	herstel	wiederherstellung	N;NEUT;SG	ADJ;NOM;FEM;SG
herstel	verwertung	herstel	verwertung	N;NEUT;SG	V;IND;SG;3;PRS;FIN
herstel	erholung	herstel	erholung	N;NEUT;SG	ADJ
herstel	rückforderung	herstel	Rückforderung	N;NEUT;SG	ADJ;NOM;FEM;SG
herstel	instandsetzung	herstel	instandsetzung	N;NEUT;SG	
herstel	rehabilitation	herstel	rehabilitation	N;NEUT;SG	PROPN
anonieme	anonymität	anoniem	anonymität	ADJ	
anonieme	anonym	anoniem	anonym	ADJ	
track	track	track	track	N;MASC+FEM;SG	
nek	hals	nek	hals	N;MASC+FEM;SG	
nek	genick	nek	genick	N;MASC+FEM;SG	ADJ
nek	nacken	nek	nacken	N;MASC+FEM;SG	V;NFIN
profvoetballer	fußballer	profvoetballer	fußballer	N;MASC+FEM;SG	ADJ
profvoetballer	fußballspieler	profvoetballer	fußballspieler	N;MASC+FEM;SG	ADJ
fractie	konzern	fractie	konzern	N;MASC+FEM;SG	
fractie	gruppen	fractie	grappen	N;MASC+FEM;SG	N;NOM;FEM;PL
fractie	bruchteil	fractie	bruchteil	N;MASC+FEM;SG	ADV
fractie	fraktion	fractie	fraktion	N;MASC+FEM;SG	PROPN
fractie	anteil	fractie	anteil	N;MASC+FEM;SG	ADV
holstein	holstein	holstein	holstein	N;MASC+FEM;SG	PROPN;NOM;SG
uitgenodigd	eingeladene	uitnodigen	eingeladen	V;V.PTCP	ADJ;NOM;FEM;PL
morgan	morgan	morgan	morgan	N;MASC+FEM;SG	PROPN;NOM;SG
conus	conus	conus	conus	N;MASC+FEM;SG	
tanks	behälter	tank	behälter	N;PL	ADJ
tanks	panzer	tank	panzer	N;PL	ADJ
tanks	tanks	tank	tanks	N;PL	
velden	fields	vellen	fields	N;PL	PROPN
velden	bereichen	vellen	bereichen	N;PL	V;NFIN
velden	felder	vellen	feld	N;PL	ADJ
interwiki	interwiki	interwiki	interwiki	N;MASC+FEM;SG	
katholieken	katholisch	katholiek	katholisch	N;PL	ADJ
katholieken	katholiken	katholiek	katholik	N;PL	ADJ;PL
match	streichholz	match	streichholz	N;MASC+FEM;SG	ADJ
match	treffer	match	treffer	N;MASC+FEM;SG	
match	match	match	match	N;MASC+FEM;SG	PROPN
borst	kommode	borst	kommode	N;MASC+FEM;SG	
borst	brust	borst	brusen	N;MASC+FEM;SG	PROPN
borst	brustkorb	borst	brustkorben	N;MASC+FEM;SG	PROPN
borst	truhe	borst	trehen	N;MASC+FEM;SG	
borst	brust	borst	brusen	N;MASC+FEM;SG	PROPN
borst	stillen	borst	still	N;MASC+FEM;SG	V;NFIN
borst	brüste	borst	brüsen	N;MASC+FEM;SG	ADJ
borst	busen	borst	busen	N;MASC+FEM;SG	
borst	muttermilch	borst	muttermilch	N;MASC+FEM;SG	PROPN
springen	jump	springen	jump	V;NFIN	ADJ
springen	spring	springen	springen	V;NFIN	PROPN
springen	sprünge	springen	sprüngen	V;NFIN	N;NOM;SG
kaas	käse	kaas	kassen	N;MASC+FEM;SG	
kaas	käsesorten	kaas	käsesorten	N;MASC+FEM;SG	V;FIN
kaas	käse	kaas	kassen	N;MASC+FEM;SG	
kaas	käsesorten	kaas	käsesorten	N;MASC+FEM;SG	V;FIN
design	planung	design	planung	N;MASC+FEM;SG	ADJ
ottomaanse	osmanischen	ottomaans	osmanischen	N;NEUT;SG	ADJ;NOM;MASC;PL
ottomaanse	osmanen	ottomaans	osmanen	N;NEUT;SG	N;NOM;PL
ottomaanse	osmanische	ottomaans	osmanische	N;NEUT;SG	ADJ;NOM;FEM;PL
valse	false	vals	falsen	ADJ	PROPN
concurrentie	wettbewerb	concurrentie	wettbewerb	N;MASC+FEM;SG	ADV
hubert	hubert	huberen	hubert	N;MASC+FEM;SG	PROPN;NOM;SG
marne	marne	marne	marnen	N;MASC+FEM;SG	PROPN;NOM;SG
sebastian	sebastian	sebastian	sebastian	N;MASC+FEM;SG	PROPN;NOM;SG
aanhangers	unterstützer	aanhanger	unterstützer	N;PL	ADJ
aanhangers	anhänger	aanhanger	anhänger	N;PL	
aanhangers	befürworter	aanhanger	befürworter	N;PL	
medisch	arzt	medisch	arzen	ADJ	N;SG
medisch	medizin	medisch	medizin	ADJ	N;NOM;SG
geallieerde	verbündeten	geallieerde	verbünden	N;MASC+FEM;SG	V;IND;PL;3;PST;FIN
geallieerde	alliierte	geallieerde	alliieren	N;MASC+FEM;SG	V;IND;SG;3;PST;FIN
geallieerde	allied	geallieerde	alleiden	N;MASC+FEM;SG	PROPN
geallieerde	alliierten	geallieerde	alliiert	N;MASC+FEM;SG	V;IND;PL;3;PST;FIN
geallieerde	verbündete	geallieerde	verbünden	N;MASC+FEM;SG	V;IND;SG;3;PST;FIN
visser	visser	visser	visser	N;MASC+FEM;SG	PROPN
visser	fischer	visser	fischer	N;MASC+FEM;SG	ADJ
visser	angler	visser	angleren	N;MASC+FEM;SG	
verdient	verdienst	verdienen	verdienst	V;SG;PRS;FIN	
kat	kat	kat	kaben	N;MASC+FEM;SG	
kat	katze	kat	katz	N;MASC+FEM;SG	
kat	kater	kat	Kater	N;MASC+FEM;SG	
kat	katzen	kat	katzen	N;MASC+FEM;SG	N;NOM;PL
kat	cat	kat	cat	N;MASC+FEM;SG	
perfect	perfect	perfect	perfecen	ADJ	PROPN
zocht	suchten	zoeken	suchen	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
grootvader	großvaters	grootvader	großvaters	N;MASC+FEM;SG	ADJ
grootvader	grandpa	grootvader	grandpa	N;MASC+FEM;SG	PROPN
grootvader	opa	grootvader	opa	N;MASC+FEM;SG	
grootvader	großvater	grootvader	großvat	N;MASC+FEM;SG	ADJ
grootvader	großvaters	grootvader	großvaters	N;MASC+FEM;SG	ADJ
grootvader	opa	grootvader	opa	N;MASC+FEM;SG	
grootvader	großvater	grootvader	großvat	N;MASC+FEM;SG	ADJ
primaire	grundschule	primair	grundschule	ADJ	N;NOM;FEM;SG
gekoppeld	paarweise	koppelen	paarweise	V;V.PTCP	ADJ
gekoppeld	gepaart	koppelen	paaren	V;V.PTCP	ADJ
gekoppeld	verbunden	koppelen	verbinden	V;V.PTCP	ADJ;V.PTCP
gekoppeld	verknüpfte	koppelen	verknüpfen	V;V.PTCP	ADJ;SG
gekoppeld	gepaart	koppelen	paaren	V;V.PTCP	ADJ
evolutie	evolution	evolutie	evolution	N;MASC+FEM;SG	PROPN
evolutie	entwicklungen	evolutie	entwicklung	N;MASC+FEM;SG	V;NFIN
helsinki	finnland	helsinki	finnlind	N;NEUT;SG	PROPN;NOM;NEUT;SG
helsinki	helsinki	helsinki	helsinki	N;NEUT;SG	PROPN;NOM;SG
mix	mix	mix	mixen	N;MASC+FEM;SG	
mix	gemischt	mix	mischen	N;MASC+FEM;SG	ADJ
mix	mischung	mix	mischung	N;MASC+FEM;SG	ADJ
mix	mischen	mix	mischen	N;MASC+FEM;SG	V;NFIN
mix	gemisch	mix	gemisch	N;MASC+FEM;SG	ADJ
toenemende	wachsende	toenemen	wachsend	V;V.PTCP	ADJ;NOM;FEM;PL
nos	nis	nos	nis	PROPN;MASC+FEM;SG	
nos	nus	nos	nus	PROPN;MASC+FEM;SG	
oeuvre	oeuvre	oeuvre	oeuvre	N;NEUT;SG	
jelena	jelena	jelena	jelena	N;MASC+FEM;SG	PROPN;NOM;SG
voorwerp	gegenstand	voorwerp	gegenstehen	N;NEUT;SG	ADJ
voorwerp	objekt	voorwerp	objekt	N;NEUT;SG	
voorwerp	objekte	voorwerp	objeken	N;NEUT;SG	N;NOM;NEUT;PL
captain	kapitän	captain	kapitän	N;MASC+FEM;SG	
captain	captain	captain	captain	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
captain	hauptmann	captain	hauptmann	N;MASC+FEM;SG	
captain	käpt	captain	kapen	N;MASC+FEM;SG	
vleugel	flügel	vleugel	flügeln	N;MASC+FEM;SG	ADJ
vleugel	wing	vleugel	wingen	N;MASC+FEM;SG	PROPN;NOM;SG
oever	ufer	oever	ufer	N;MASC+FEM;SG	ADJ
privé	privatleben	privé	privatleben	ADJ	V
eruit	aus	eruit	aus	ADV	ADP
eruit	ausgehen	eruit	ausgehen	ADV	V;NFIN
eruit	out	eruit	out	ADV	PROPN
belangen	interesse	belang	interesse	N;PL	
koper	einkäufer	koper	einkäufer	N;MASC+FEM;SG	ADJ
koper	abnehmer	koper	abnehmer	N;MASC+FEM;SG	ADJ
koper	käufer	koper	käuf	N;MASC+FEM;SG	ADJ
koper	besteller	koper	besteller	N;MASC+FEM;SG	ADJ
koper	kupfer	koper	küpfen	N;MASC+FEM;SG	ADJ
koper	einkäufer	koper	einkäufer	N;MASC+FEM;SG	ADJ
koper	käufer	koper	käuf	N;MASC+FEM;SG	ADJ
koper	besteller	koper	besteller	N;MASC+FEM;SG	ADJ
songwriter	songwriter	songwriter	songwriter	N;MASC+FEM;SG	ADJ
rekenen	arithmetik	rekenen	arithmetik	V;NFIN	PROPN
rekenen	arithmetische	rekenen	arithmetisch	V;NFIN	ADJ;NOM;FEM;PL
rekenen	arithmetischen	rekenen	arithmetisch	V;NFIN	ADJ
promo	promo	promo	promo	N;MASC+FEM;SG	PROPN
promo	promotion	promo	promotion	N;MASC+FEM;SG	ADJ
verdienen	verdienst	verdienen	verdienst	V;NFIN	
verdienen	verdienst	verdienen	verdienst	V;NFIN	
fonds	fonds	fonds	fonds	N;NEUT;SG	
fonds	finanzieren	fonds	finanzieren	N;NEUT;SG	V;NFIN
infobox	infobox	infobox	infobox	N;MASC+FEM;SG	
days	tage	days	tagen	N;MASC+FEM;SG	N;NOM;MASC;PL
days	tagen	days	tagen	N;MASC+FEM;SG	ADJ
ralph	ralph	ralph	ralph	N;MASC+FEM;SG	PROPN;SG
afghanistan	afghanistan	afghanistan	afghanistan	N;NEUT;SG	PROPN;NOM;SG
neil	neil	neil	neil	N;MASC+FEM;SG	PROPN;NOM;SG
neil	jutta	neil	jutta	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
geluk	glücklich	geluk	glücklich	N;NEUT;SG	ADJ
geluk	glücklichen	geluk	glücklich	N;NEUT;SG	ADJ
geluk	lucky	geluk	lucky	N;NEUT;SG	PROPN
geluk	zufriedenheit	geluk	zufriedenheit	N;NEUT;SG	
geluk	freude	geluk	freude	N;NEUT;SG	
geluk	glückseligkeit	geluk	glückseligkeit	N;NEUT;SG	
gevel	fassaden	gevel	fassaden	N;MASC+FEM;SG	N;PL
gevel	fassaden	gevel	fassaden	N;MASC+FEM;SG	N;PL
kaap	cape	kaap	cape	N;MASC+FEM;SG	PROPN;NOM;SG
kaap	kap	kaap	kopmen	N;MASC+FEM;SG	
kaap	kapstadt	kaap	kapstadt	N;MASC+FEM;SG	PROPN;NOM;SG
stil	schweig	stil	schweig	ADJ	PROPN
stil	ruhe	stil	ruhe	ADJ	
stil	stille	stil	still	ADJ	
stil	stillen	stil	still	ADJ	V;NFIN
stil	schweigen	stil	schweigen	ADJ	V;NFIN
openen	offene	openen	offen	V;NFIN	ADJ;NOM;FEM;PL
openen	offen	openen	offen	V;NFIN	ADJ
openen	open	openen	open	V;NFIN	
openen	öffnung	openen	öffnung	V;NFIN	ADJ;SG
openen	eröffnung	openen	Eröffnung	V;NFIN	
imdb	imdb	imdb	imdb	N;MASC+FEM;SG	PROPN;NOM;SG
zoons	söhnen	zoon	söhnen	N;PL	V;NFIN
zoons	söhne	zoon	sohnen	N;PL	
zoons	sons	zoon	sons	N;PL	PROPN;NOM;SG
onderzoekers	wissenschaftler	onderzoeker	wissenschaftl	N;PL	ADJ
onderzoekers	forscher	onderzoeker	forsch	N;PL	ADJ
onderzoekers	ermittler	onderzoeker	ermittler	N;PL	
onderzoekers	forscher	onderzoeker	forsch	N;PL	ADJ
haan	schwänze	haan	schwänzen	N;MASC+FEM;SG	N;NOM;PL
haan	hahn	haan	hahn	N;MASC+FEM;SG	
bohemen	böhmen	bohemen	böhmen	V;NFIN	PROPN;NOM;NEUT;SG
portretten	porträts	portret	porträts	N;PL	
portretten	portraits	portret	portraits	N;PL	PROPN;NOM
portretten	porträt	portret	porträt	N;PL	N;SG
toepassingen	bewerbungen	toepassing	bewerbungen	N;PL	V;V.PTCP
toepassingen	bewerbung	toepassing	bewerbung	N;PL	
toepassingen	anwendungsgebiete	toepassing	anwendungsgebiet	N;PL	ADJ
toepassingen	apps	toepassing	apps	N;PL	
cover	cover	cover	cover	N;MASC+FEM;SG	PROPN
cover	umschlag	cover	umschlagen	N;MASC+FEM;SG	
cover	decken	cover	decken	N;MASC+FEM;SG	V;NFIN
cover	deckung	cover	deckung	N;MASC+FEM;SG	ADV
banken	banks	bank	banks	N;PL	PROPN;NOM;SG
banken	kreditinstitute	bank	kreditinstitut	N;PL	ADJ;SG
ramp	katastrophen	ramp	katastrophen	N;MASC+FEM;SG	V;NFIN
ramp	desaster	ramp	desaster	N;MASC+FEM;SG	ADJ
ramp	katastrophenhilfe	ramp	katastrophenhilf	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
ramp	katastrophen	ramp	katastrophen	N;MASC+FEM;SG	V;NFIN
ramp	desaster	ramp	desaster	N;MASC+FEM;SG	ADJ
midi	midi	midi	midi	N;MASC+FEM;SG	
terugkeren	zurück	terugkeren	zurück	V;NFIN	ADV
terugkeren	rückkehr	terugkeren	rückkehr	V;NFIN	
terugkeren	rückgabe	terugkeren	rückgabe	V;NFIN	N;SG
terugkeren	return	terugkeren	return	V;NFIN	PROPN
lopende	laufende	lopen	laufend	V;V.PTCP	ADJ;NOM;FEM;SG
lopende	laufender	lopen	laufend	V;V.PTCP	ADJ
lopende	fortlaufende	lopen	fortlaufend	V;V.PTCP	ADJ;NOM;FEM;PL
lopende	fortlaufend	lopen	fortlaufend	V;V.PTCP	ADJ
harris	harris	harris	harris	N;MASC+FEM;SG	PROPN;SG
najaar	herbst	najaar	herbst	N;NEUT;SG	ADV
evenementen	ereignisse	evenement	ereignis	N;PL	ADJ;NOM;PL
anhalt	anhalt	anhalt	anhalt	N;NEUT;SG	PROPN;NOM;NEUT;SG
parallel	parallelen	parallel	parallel	ADJ	V;NFIN
kreis	kreis	kreis	kreis	ADJ	ADV
percussie	percussion	percussie	percussion	N;MASC+FEM;SG	PROPN
percussie	schlagzeug	percussie	schlagzeug	N;MASC+FEM;SG	ADJ
schieten	schieß	schieten	scheißen	V;NFIN	;SG
schieten	shooting	schieten	shooting	V;NFIN	PROPN
moslims	muslimen	moslims	musleimen	N;PL	PROPN;SG
moslims	muslime	moslims	muslim	N;PL	
moslims	moslems	moslims	moslems	N;PL	ADV
moslims	moslem	moslims	moslem	N;PL	
moslims	muslim	moslims	muslim	N;PL	PROPN;NOM;SG
moslims	muslimischen	moslims	muslimischen	N;PL	ADJ;NOM;PL
moslims	muslimische	moslims	muslimisch	N;PL	ADJ;NOM;FEM;PL
moslims	muslime	moslims	muslim	N;PL	
gekend	bekannter	kennen	bekannter	V;V.PTCP	ADJ
gekend	bekannt	kennen	bekennen	V;V.PTCP	ADJ
gekend	bekannte	kennen	bekannt	V;V.PTCP	ADJ;NOM;PL
gekend	bekannten	kennen	bekannt	V;V.PTCP	ADJ;PL
zeller	zeller	zel	zeller	N;MASC+FEM;SG	PROPN;SG
verhoogd	erhöhte	verhogen	erhöhen	V;V.PTCP	ADJ;NOM;SG
verhoogd	erhöhter	verhogen	erhöht	V;V.PTCP	ADJ
verhoogd	erhöhte	verhogen	erhöhen	V;V.PTCP	ADJ;NOM;SG
ondersteunen	unterstützende	ondersteunen	unterstützend	V;NFIN	ADJ;NOM;FEM;PL
ondersteunen	förderung	ondersteunen	förderung	V;NFIN	ADJ;NOM;FEM;SG
ondersteunen	unterstützung	ondersteunen	unterstützung	V;NFIN	ADJ
ondersteunen	betreuung	ondersteunen	betreuung	V;NFIN	N;SG
inkomsten	ertrag	inkomsten	ertragen	N;PL	
inkomsten	umsatz	inkomsten	umsatz	N;PL	N;NOM;MASC;SG
inkomsten	einnahmen	inkomsten	einnehmen	N;PL	V;NFIN
inkomsten	ertrag	inkomsten	ertragen	N;PL	
inkomsten	einnahmen	inkomsten	einnehmen	N;PL	V;NFIN
inkomsten	einkommen	inkomsten	einkommen	N;PL	V;NFIN
inkomsten	ergebnis	inkomsten	ergebnis	N;PL	ADJ
inkomsten	einkommen	inkomsten	einkommen	N;PL	V;NFIN
inkomsten	einnahmen	inkomsten	einnehmen	N;PL	V;NFIN
inkomsten	einkünfte	inkomsten	einkünfen	N;PL	;SG
inkomsten	einkünfte	inkomsten	einkünfen	N;PL	;SG
inkomsten	umsatz	inkomsten	umsatz	N;PL	N;NOM;MASC;SG
inkomsten	einnahmen	inkomsten	einnehmen	N;PL	V;NFIN
inkomsten	erlöse	inkomsten	erlösen	N;PL	
koloniale	colonial	koloniaal	colonial	ADJ	PROPN
minor	minderjährigen	minor	minderjährig	N;MASC+FEM;SG	ADJ;NOM;PL
minor	kleinere	minor	klein	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
minor	minderjährige	minor	minderjährig	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
minor	minor	minor	minor	N;MASC+FEM;SG	PROPN;SG
moon	mond	moon	mond	N;MASC+FEM;SG	PROPN;NOM;SG
moon	moon	moon	moon	N;MASC+FEM;SG	PROPN;NOM;SG
formaat	grösse	formaat	groß	N;NEUT;SG	
formaat	formatieren	formaat	formatieren	N;NEUT;SG	V;NFIN
formaat	formaten	formaat	formaten	N;NEUT;SG	V;NFIN
formaat	formatierung	formaat	formatierung	N;NEUT;SG	ADJ
sara	sara	sara	sara	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
schema	schemas	schema	schemas	N;NEUT;SG	ADJ
schema	schema	schema	schema	N;NEUT;SG	
schema	terminplan	schema	terminplan	N;NEUT;SG	ADJ
schema	terminkalender	schema	terminkalender	N;NEUT;SG	ADJ
schema	fahrplan	schema	fahrplan	N;NEUT;SG	
schema	zeitplan	schema	zeitplan	N;NEUT;SG	ADJ
schema	flugplan	schema	flugplan	N;NEUT;SG	ADJ
trams	straßenbahn	tram	straßenbahn	N;PL	ADJ
mode	mode	mode	mode	N;MASC+FEM;SG	
mode	modus	mode	modus	N;MASC+FEM;SG	
mode	mode	mode	mode	N;MASC+FEM;SG	
autoriteiten	behörden	autoriteit	behörden	N;PL	V;NFIN
autoriteiten	gebietskörperschaften	autoriteit	gebietskörperschaften	N;PL	ADJ
redacteur	editoren	redacteur	editor	N;MASC+FEM;SG	N;NOM;PL
redacteur	herausgeber	redacteur	herausgeber	N;MASC+FEM;SG	ADJ
redacteur	redakteur	redacteur	redakteur	N;MASC+FEM;SG	ADJ
redacteur	editor	redacteur	editor	N;MASC+FEM;SG	
spanjaarden	spaniern	spanjaard	spaniern	N;PL	
spanjaarden	spanier	spanjaard	spanier	N;PL	
warschau	warschau	warschau	warschau	N;NEUT;SG	PROPN;NOM;MASC;SG
wikipedianen	wikipedianer	wikipediaan	wikipedianer	N;PL	ADJ
genève	genf	genève	genf	N;NEUT;SG	PROPN;NOM;MASC;SG
vitesse	vitesse	vitesse	vitessen	N;NEUT;SG	PROPN;NOM;SG
aantallen	telefonnummern	aantal	telefonnummern	N;PL	V;NFIN
aantallen	zahlen	aantal	zahlen	N;PL	V;NFIN
bewezen	erwiesen	bewijzen	erweisen	V;V.PTCP	
bewezen	belegt	bewijzen	belegen	V;V.PTCP	ADJ;V.PTCP
abt	abt	abt	aben	N;MASC+FEM;SG	PROPN
organist	organist	organist	organist	N;MASC+FEM;SG	ADJ
diepe	tiefe	diep	tief	ADJ	
diepe	deep	diep	deep	ADJ	
diepe	tiefen	diep	tief	ADJ	V;NFIN
zutphen	zutphen	zutphen	zutphen	N;NEUT;SG	PROPN
verdieping	vertieft	verdieping	vertiefen	N;MASC+FEM;SG	V;V.PTCP
verdieping	vertiefen	verdieping	vertiefen	N;MASC+FEM;SG	V;NFIN
verdieping	vertiefung	verdieping	vertiefung	N;MASC+FEM;SG	
verdieping	fußboden	verdieping	fußboden	N;MASC+FEM;SG	V;NFIN
verdieping	stockwerk	verdieping	stockwerk	N;MASC+FEM;SG	ADJ
verdieping	boden	verdieping	boden	N;MASC+FEM;SG	ADV
verdieping	geschoss	verdieping	geschossen	N;MASC+FEM;SG	ADJ
león	león	león	león	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
anoniem	anonymität	anoniem	anonymität	ADJ	
anoniem	anonym	anoniem	anonym	ADJ	
aanbod	bieten	aanbod	bieten	N;NEUT;SG	V;NFIN
aanbod	biete	aanbod	bieten	N;NEUT;SG	V;SG;FIN
aanbod	anbieten	aanbod	anbieten	N;NEUT;SG	V;NFIN
gymnasium	turnhalle	gymnasium	turnhalle	N;NEUT;SG	ADJ;NOM;FEM;SG
gymnasium	sporthalle	gymnasium	sporthall	N;NEUT;SG	ADJ;NOM;FEM;SG
gymnasium	gymnasium	gymnasium	gymnasium	N;NEUT;SG	ADJ
pastoor	pfarrer	pastoor	pfarr	N;MASC+FEM;SG	ADJ
pastoor	pastor	pastoor	pastor	N;MASC+FEM;SG	PROPN;SG
nul	zero	nul	zero	NUM	
nul	null	nul	null	NUM	
nul	nil	nul	nil	NUM	PROPN;NOM;MASC;SG
nul	null	nul	null	NUM	
nul	entfällt	nul	entfallen	NUM	V;IND;SG;3;PRS;FIN
bundel	bündeln	bundel	bündeln	N;MASC+FEM;SG	V;NFIN
bundel	bundle	bundel	bundle	N;MASC+FEM;SG	
bundel	bündel	bundel	bündel	N;MASC+FEM;SG	
bundel	paket	bundel	paket	N;MASC+FEM;SG	
baai	bucht	baai	buchen	N;MASC+FEM;SG	ADJ
baai	cove	baai	cove	N;MASC+FEM;SG	PROPN;NOM;SG
baai	bucht	baai	buchen	N;MASC+FEM;SG	ADJ
baai	bay	baai	bay	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
tijdperk	era	tijdperk	era	N;NEUT;SG	
tijdperk	zeitalter	tijdperk	zeitalter	N;NEUT;SG	ADJ
vertalen	übersetzung	vertalen	übersetzung	V;NFIN	ADJ
vertalen	übersetzer	vertalen	übersetzer	V;NFIN	ADJ
vertalen	übersetzung	vertalen	übersetzung	V;NFIN	ADJ
politici	politikern	politicus	politikern	N;PL	ADJ
politici	politiker	politicus	politik	N;PL	ADJ
vrijwilligers	freiwilligenarbeit	vrijwilliger	freiwilligenarbeit	N;PL	ADJ;NOM;FEM;SG
vrijwilligers	helfer	vrijwilliger	helf	N;PL	ADJ
vrijwilligers	ehrenamtliche	vrijwilliger	ehrenamtlich	N;PL	ADJ;NOM;FEM;PL
vrijwilligers	freiwillige	vrijwilliger	freiwillig	N;PL	ADJ;NOM;FEM;PL
vrijwilligers	freiwilligen	vrijwilliger	freiwillig	N;PL	ADJ
vrijwilligers	ehrenamtlich	vrijwilliger	ehrenamtlich	N;PL	ADJ
vrijwilligers	freiwillig	vrijwilliger	freiwillig	N;PL	ADJ
vrijwilligers	freiwilliger	vrijwilliger	freiwillig	N;PL	ADJ
vrijwilligers	freiwillige	vrijwilliger	freiwillig	N;PL	ADJ;NOM;FEM;PL
vrijwilligers	freiwilligen	vrijwilliger	freiwillig	N;PL	ADJ
gronden	gründe	grond	gründen	N;PL	
linda	linda	linda	linda	N;MASC+FEM;SG	PROPN;NOM;SG
