tennessee	tennessee	tennessee	tennesse	PROPN	PROPN;NOM;MASC;SG
japonezi	japonec	japonez	japonec	N;INDF;MASC;PL	N;NOM;MASC;SG
japonezi	japonska	japonez	japonski	N;INDF;MASC;PL	ADJ;NOM;FEM;SG
inspirata	navdih	inspirat	navdih	ADJ;DEF;FEM;SG	N;NOM;MASC;SG
paraguay	paragvaj	paraguay	paragvaj	PROPN	N;NOM;FEM;SG
consacrat	posvečeni	consacra	posvečen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
jennifer	jennifer	jennifer	jennifer	PROPN	ADJ;NOM;FEM;SG
facto	facto	facto	facta		N;NOM;MASC;SG
cantal	cantal	cantal	cantal	N;INDF;FEM;SG	N;NOM;MASC;SG
izolat	izolirani	izolat	izoliran	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
izolat	izolirane	izolat	izoliran	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
izolat	izoliranih	izolat	izoliran	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL;V.PTCP
izolat	izolirane	izolat	izoliran	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
berg	berg	berg	berg	PROPN	N;NOM;MASC;SG
anulat	odpovedal	anula	odpovedati	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
precizeaza	določite	precizează	določiti	V;IND;SG;3;IPFV;FIN	V;PFV;IMP;PL;2;FIN
evaluare	rating	evaluare	rating	N;INDF;FEM;SG	N;NOM;MASC;SG
evaluare	evalvacija	evaluare	evalvacija	N;INDF;FEM;SG	N;NOM;FEM;SG
evaluare	ovrednotenje	evaluare	ovrednotenje	N;INDF;FEM;SG	N;NOM;NEUT;SG
evaluare	vrednotenje	evaluare	vrednotenje	N;INDF;FEM;SG	N;NOM;NEUT;SG
evaluare	ocena	evaluare	ocena	N;INDF;FEM;SG	N;NOM;FEM;SG
evaluare	ocenjevanje	evaluare	ocenjevanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
evaluare	ocena	evaluare	ocena	N;INDF;FEM;SG	N;NOM;FEM;SG
evaluare	ocenjevanje	evaluare	ocenjevanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
evaluare	presoja	evaluare	presoja	N;INDF;FEM;SG	N;NOM;FEM;SG
evaluare	vrednotenje	evaluare	vrednotenje	N;INDF;FEM;SG	N;NOM;NEUT;SG
divizat	razdeljene	diviza	razdeljen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
divizat	razdeljeni	diviza	razdeljen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
divizat	narazen	diviza	narazen	ADJ;INDF;MASC;SG	ADV
divizat	razdeli	diviza	razdeti	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
divizat	split	diviza	split	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
bergamo	bergamo	bergamo	bergati	PROPN	V;IPFV;IND;PL;1;PRS;FIN
novo	novo	novo	nov	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
enterprise	enterprise	enterpri	enterpris		N;NOM;MASC;SG
enterprise	podjetništvo	enterpri	podjetništvo		N;NOM;NEUT;SG
inamic	sovražniki	inamic	sovražnik	N;INDF;MASC;SG	N;NOM;MASC;PL
botanica	botanike	botanică	botanik	N;DEF;FEM;SG	N;NOM;FEM;PL
botanica	botanični	botanică	botaničen	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
botanica	botanike	botanică	botanik	N;DEF;FEM;SG	N;NOM;FEM;PL
botanica	botanični	botanică	botaničen	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
diferentele	razlik	diferent	razlika	N;DEF;FEM;PL	N;GEN;FEM;PL
diferentele	razlike	diferent	razlika	N;DEF;FEM;PL	N;NOM;FEM;PL
servi	servis	serv	servis	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
servi	služi	serv	služiti	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN
hanul	inn	han	inn	N;DEF;MASC;SG	
hanul	gostilna	han	gostilna	N;DEF;MASC;SG	N;NOM;FEM;SG
hanul	gostišče	han	gostišče	N;DEF;MASC;SG	N;NOM;NEUT;SG
presupus	predvideval	presupune	predvidevati	ADJ;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP
presupus	domnevno	presupune	domnevno	ADJ;INDF;MASC;SG	ADV
presupus	domnevni	presupune	domneven	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
presupus	domnevno	presupune	domnevno	ADJ;INDF;MASC;SG	ADV
nagy	nagy	nagy	nagy	PROPN	PROPN;NOM;MASC;SG
musulmane	muslimani	musulman	musliman	ADJ;INDF;FEM;PL	N;NOM;MASC;PL
musulmane	musliman	musulman	musliman	ADJ;INDF;FEM;PL	N;NOM;MASC;SG
modificata	spremenjena	modificat	spremenjen	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
modificata	spremenjen	modificat	spremenjen	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
modificata	spremenjene	modificat	spremenjen	N;DEF;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
modificata	spremenjeno	modificat	spremenjen	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
modificata	spremenjeno	modificat	spremenjen	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
modificata	spremenjena	modificat	spremenjen	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
modificata	spremenjen	modificat	spremenjen	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
arakan	arakan	arakan	arakan	PROPN	N;NOM;MASC;SG
definitiva	dokončni	definitivă	dokončen	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
definitiva	dokončna	definitivă	dokončen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
definitiva	dokončne	definitivă	dokončen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
definitiva	dokončno	definitivă	dokončno	ADJ;DEF;FEM;SG	ADV
restaurarea	obnovitev	restaurare	obnovitev	N;DEF;FEM;SG	N;NOM;FEM;SG
restaurarea	obnavljanje	restaurare	obnavljanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
restaurarea	obnova	restaurare	obnova	N;DEF;FEM;SG	N;NOM;FEM;SG
restaurarea	obnovo	restaurare	obnova	N;DEF;FEM;SG	N;ACC;FEM;SG
cafenea	kavarna	cafene	kavarna	N;DEF;FEM;SG	N;NOM;FEM;SG
cafenea	cafe	cafene	cafa	N;DEF;FEM;SG	N;NOM;MASC;SG
cafenea	kavarni	cafene	kavarna	N;DEF;FEM;SG	N;NOM;FEM;SG
cafenea	kavarna	cafene	kavarna	N;DEF;FEM;SG	N;NOM;FEM;SG
cafenea	kavarni	cafene	kavarna	N;DEF;FEM;SG	N;NOM;FEM;SG
permanente	trajni	permanent	trajen	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
permanente	trajen	permanent	trajen	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
permanente	trajna	permanent	trajen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
permanente	trajno	permanent	trajno	ADJ;INDF;FEM;PL	ADV
permanente	stalna	permanent	stalen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
vizibila	vidno	vizibil	vidno	ADJ;DEF;FEM;SG	ADV
vizibila	vidni	vizibil	viden	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
vizibila	viden	vizibil	viden	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
vizibila	vidna	vizibil	viden	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
asociatie	združenje	asociatie	združenje	N;INDF;FEM;SG	N;NOM;NEUT;SG
index	indeks	index	indeks		N;NOM;MASC;SG
index	kazalo	index	kazati		V;IPFV;NEUT;SG;V.PTCP
obisnuita	navadna	obisnuit	navaden	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
obisnuita	navadni	obisnuit	navaden	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
moral	nauk	moral	nauk	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
kenneth	kenneth	kenneth	kenen	PROPN	N;NOM;MASC;SG
asigurari	zavarovanje	asigurar	zavarovanje	N;INDF;MASC;PL	N;NOM;NEUT;SG
asigurari	zavarovanje	asigurar	zavarovanje	N;INDF;MASC;PL	N;NOM;NEUT;SG
portughez	portugalski	portughez	portugalski	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
haiti	haiti	haiti	haiti	PROPN	N;NOM;MASC;SG
haiti	haitiju	haiti	haiti	PROPN	N;DAT;MASC;SG
sindromul	sindroma	sindrom	sindrom	N;DEF;MASC;SG	N;GEN;MASC;SG
sindromul	sindrom	sindrom	sindrom	N;DEF;MASC;SG	N;NOM;MASC;SG
locatie	lokacija	locatie	lokacija	N;INDF;FEM;SG	N;NOM;FEM;SG
locatie	lokacijo	locatie	lokacija	N;INDF;FEM;SG	N;ACC;FEM;SG
eugene	eugene	eugen	eugen	PROPN	N;NOM;MASC;SG
imbunatatit	izboljšani	imbunatatit	izboljšan	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
atlantique	atlantique	atlantique	atlantique		N;NOM;MASC;SG
logic	logični	logic	logičen	ADV	ADJ;NOM;DEF;MASC;SG
logic	logičen	logic	logičen	ADV	ADJ;NOM;INDF;MASC;SG
logic	logično	logic	logičen	ADV	ADJ;NOM;NEUT;SG
logic	logika	logic	logika	ADV	N;NOM;FEM;SG
logic	logiko	logic	logika	ADV	N;ACC;FEM;SG
precizie	natančnosti	precizie	natančnost	N;INDF;FEM;SG	N;GEN;FEM;SG
precizie	natančnost	precizie	natančnost	N;INDF;FEM;SG	N;NOM;FEM;SG
precizie	točnost	precizie	točnost	N;INDF;FEM;SG	N;NOM;FEM;SG
precizie	natančnost	precizie	natančnost	N;INDF;FEM;SG	N;NOM;FEM;SG
meyer	meyer	meyer	meyero	PROPN	
masoara	ukrep	masoară	ukrep	N;DEF;FEM;SG	N;NOM;MASC;SG
masoara	merilo	masoară	merilo	N;DEF;FEM;SG	N;NOM;NEUT;SG
über	über	über	über	N;INDF;MASC;SG	
controlat	nadzorovanih	controla	nadzorovan	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL;V.PTCP
controlat	nadzorovani	controla	nadzorovan	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
actionat	ravnala	actiona	ravnati	ADJ;INDF;MASC;SG	V;IPFV;FEM;SG;V.PTCP
express	izraziti	express	izraziti	N;INDF;MASC;SG	V;PFV;NFIN
amt	amt	amt	amt		N;NOM;MASC;SG
nel	nel	nel	nelo	N;INDF;MASC;SG	
baltice	baltskem	baltic	baltski	ADJ;INDF;FEM;PL	ADJ;DAT;MASC;SG
mustafa	mustafa	mustafa	mustaf	PROPN	N;NOM;MASC;SG
ardere	zgorevanja	ardere	zgorevanje	N;INDF;FEM;SG	N;GEN;NEUT;SG
ardere	sežig	ardere	sežig	N;INDF;FEM;SG	N;NOM;MASC;SG
ardere	gori	ardere	goreti	N;INDF;FEM;SG	
ardere	gorenje	ardere	gorenje	N;INDF;FEM;SG	N;NOM;NEUT;SG
cost	stroški	cost	strošek	N;INDF;MASC;SG	N;NOM;MASC;PL
modifica	spremeni	modifica	spremeniti	V;IND;SG;3;IPFV;FIN	V;PFV;IND;SG;3;PRS;FIN
intoarcere	povratek	intoarcere	povratek	N;INDF;FEM;SG	N;NOM;MASC;SG
intoarcere	vrnitev	intoarcere	vrnitev	N;INDF;FEM;SG	N;NOM;FEM;SG
cercetatorii	raziskovalcem	cercetatoriu	raziskovalec	N;DEF;MASC;PL	N;DAT;MASC;PL
cercetatorii	raziskovalci	cercetatoriu	raziskovalec	N;DEF;MASC;PL	N;NOM;MASC;PL
cercetatorii	raziskovalca	cercetatoriu	raziskovalec	N;DEF;MASC;PL	N;ANIM;ACC;MASC;SG
cercetatorii	raziskovalce	cercetatoriu	raziskovalec	N;DEF;MASC;PL	N;ACC;MASC;PL
pestera	votlina	pestera	votlina	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	jamo	pestera	jama	N;DEF;FEM;SG	N;ACC;FEM;SG
pestera	jama	pestera	jama	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	jami	pestera	jama	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	votlina	pestera	votlina	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	jamo	pestera	jama	N;DEF;FEM;SG	N;ACC;FEM;SG
pestera	jama	pestera	jama	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	jami	pestera	jama	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	votlina	pestera	votlina	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	jamo	pestera	jama	N;DEF;FEM;SG	N;ACC;FEM;SG
pestera	jama	pestera	jama	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	jami	pestera	jama	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	votlina	pestera	votlina	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	jamo	pestera	jama	N;DEF;FEM;SG	N;ACC;FEM;SG
pestera	jama	pestera	jama	N;DEF;FEM;SG	N;NOM;FEM;SG
pestera	jami	pestera	jama	N;DEF;FEM;SG	N;NOM;FEM;SG
gay	geji	gay	gejeti	N;INDF;MASC;SG	N;NOM;MASC;PL
gay	gay	gay	gay	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
creta	kreta	creta	kret	N;DEF;FEM;SG	N;NOM;FEM;SG
creta	kredo	creta	kreda	N;DEF;FEM;SG	N;ACC;FEM;SG
creta	kredo	creta	kreda	N;DEF;FEM;SG	N;ACC;FEM;SG
creta	kreta	creta	kret	N;DEF;FEM;SG	N;NOM;FEM;SG
ming	ming	ming	ming	PROPN	PROPN;NOM;MASC;SG
montgomery	montgomery	montgomery	montgomery	PROPN	N;NOM;MASC;SG
variabile	spremenljivka	variabilă	spremenljivka	N;INDF;FEM;PL	N;NOM;FEM;SG
variabile	spremenljivo	variabilă	spremenljivo	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
variabile	spremenljiva	variabilă	spremenljiv	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
mediterana	sredozemski	mediteran	sredozemski	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
mediterana	sredozemlju	mediteran	sredozemlje	N;DEF;FEM;SG	N;DAT;NEUT;SG
mediterana	sredozemsko	mediteran	sredozemsko	N;DEF;FEM;SG	ADV
mediterana	sredozemlje	mediteran	sredozemlje	N;DEF;FEM;SG	N;NOM;NEUT;SG
mediterana	sredozemski	mediteran	sredozemski	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
mediterana	sredozemlju	mediteran	sredozemlje	N;DEF;FEM;SG	N;DAT;NEUT;SG
mediterana	sredozemsko	mediteran	sredozemsko	N;DEF;FEM;SG	ADV
mediterana	sredozemlje	mediteran	sredozemlje	N;DEF;FEM;SG	N;NOM;NEUT;SG
metale	kovinska	metal	kovinski	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
metale	kovina	metal	kovina	N;INDF;FEM;PL	N;NOM;FEM;SG
metale	kovinsko	metal	kovinski	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
metale	kovinski	metal	kovinski	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
bush	bush	bush	bush	PROPN	N;NOM;MASC;SG
bush	grmovje	bush	grmovje	PROPN	N;NOM;NEUT;SG
bush	grm	bush	grm	PROPN	N;NOM;MASC;SG
standardele	standarde	standard	standard	N;DEF;FEM;PL	N;ACC;MASC;PL
standardele	standardi	standard	standard	N;DEF;FEM;PL	N;NOM;MASC;PL
daneza	dansko	daneza	danski	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
daneza	danske	daneza	danski	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
daneza	danski	daneza	danski	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
verticala	navpična	verticală	navpičen	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
verticala	vertikalno	verticală	vertikalen	N;DEF;FEM;SG	ADV
verticala	navpični	verticală	navpičen	N;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
verticala	navpične	verticală	navpičen	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
verticala	navpično	verticală	navpičen	N;DEF;FEM;SG	ADV
renunta	preklic	renunta	preklic	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;SG
niveluri	ravni	nivel	raven	N;INDF;FEM;PL	N;NOM;FEM;SG
mitchell	mitchell	mitchell	mitchel	PROPN	N;NOM;MASC;SG
mantova	mantova	mantova	mantov	PROPN	ADJ;NOM;FEM;SG
strategica	strateško	strategica	strateški	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
strategica	strateški	strategica	strateški	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
strategica	strateška	strategica	strateški	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
cambodgia	kamboška	cambodgie	kamboški	PROPN	ADJ;NOM;FEM;SG
cambodgia	kambodži	cambodgie	kambodža	PROPN	N;NOM;FEM;SG
pablo	pablo	pablo	pabla	PROPN	PROPN;NOM;MASC;SG
morris	morris	morri	morris	PROPN	N;NOM;MASC;SG
lent	počasno	lent	počasen	ADV	ADJ;NOM;NEUT;SG
lent	počasen	lent	počasen	ADV	ADJ;NOM;INDF;MASC;SG
prevazuta	predvideno	prevazut	predviden	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
prevazuta	predvidena	prevazut	predviden	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
prevazuta	predvideni	prevazut	predviden	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
academice	akademsko	academic	akademski	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
academice	akademski	academic	akademski	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
ice	led	ice	led		N;NOM;MASC;SG
ice	ledom	ice	led		N;DAT;MASC;PL
kate	kate	kate	kata		PROPN;NOM;FEM;SG
aurora	aurora	aurora	auror	N;DEF;FEM;SG	N;NOM;MASC;SG
maría	maría	marga	maría	PROPN	N;NOM;FEM;SG
oregon	oregon	oregon	oregon	PROPN	PROPN;NOM;MASC;SG
banci	banks	bancă	banks	N;INDF;FEM;PL	
banci	klopi	bancă	klop	N;INDF;FEM;PL	N;NOM;FEM;SG
banci	banks	bancă	banks	N;INDF;FEM;PL	
banci	klopi	bancă	klop	N;INDF;FEM;PL	N;NOM;FEM;SG
afectate	prizadeta	afectat	prizadet	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;V.PTCP
afectate	prizadet	afectat	prizadet	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
afectate	prizadeto	afectat	prizadeto	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;V.PTCP
pavia	pavia	pavia	pavia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
structurile	konstrukcije	structură	konstrukcija	N;DEF;FEM;PL	N;NOM;FEM;PL
structurile	strukture	structură	struktura	N;DEF;FEM;PL	N;NOM;FEM;PL
impuse	uvedene	impune	uveden	V;IND;PL;3;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
impuse	naložene	impune	naložen	V;IND;PL;3;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
impuse	uvedeni	impune	uveden	V;IND;PL;3;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
silezia	šlezijske	silezie	šlezijski	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
silezia	šlezije	silezie	šlezija	N;DEF;FEM;SG	N;NOM;FEM;PL
urias	velikan	urias	velikan	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
urias	orjaški	urias	orjaški	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
alma	alma	alm	alma	PROPN	N;NOM;FEM;SG
kentucky	kentucky	kentucky	kentucky	PROPN	N;NOM;MASC;SG
marfuri	tovor	marfă	tovor	N;INDF;FEM;PL	N;NOM;MASC;SG
marfuri	blaga	marfă	blago	N;INDF;FEM;PL	N;GEN;NEUT;SG
marfuri	blago	marfă	blago	N;INDF;FEM;PL	N;NOM;NEUT;SG
marfuri	blago	marfă	blago	N;INDF;FEM;PL	N;NOM;NEUT;SG
marfuri	blaga	marfă	blago	N;INDF;FEM;PL	N;GEN;NEUT;SG
marfuri	blago	marfă	blago	N;INDF;FEM;PL	N;NOM;NEUT;SG
belle	belle	belle	belle	N;INDF;MASC;SG	
grau	pšenični	grau	pšeničen		ADJ;NOM;DEF;MASC;SG
grau	pšenica	grau	pšenica		N;NOM;FEM;SG
grau	pšenico	grau	pšenica		N;ACC;FEM;SG
grau	pšenice	grau	pšenica		N;NOM;FEM;PL
grau	pšenični	grau	pšeničen		ADJ;NOM;DEF;MASC;SG
grau	pšenica	grau	pšenica		N;NOM;FEM;SG
grau	pšenico	grau	pšenica		N;ACC;FEM;SG
grau	pšenice	grau	pšenica		N;NOM;FEM;PL
cuantica	kvantno	cuantică	kvanten	N;DEF;FEM;SG	ADV
cuantica	kvantni	cuantică	kvanten	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
vazute	videli	vazut	videti	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
vazute	videl	vazut	videti	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
vazute	viden	vazut	viden	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
vazute	videna	vazut	viden	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;V.PTCP
vazute	obravnavati	vazut	obravnavati	ADJ;INDF;FEM;PL	V;IPFV;NFIN
walt	walt	walt	walt	PROPN	N;NOM;MASC;SG
dublin	dublin	dublin	dublina	PROPN	N;NOM;MASC;SG
ball	žogo	ball	žoga	PROPN	N;ACC;FEM;SG
ball	žoga	ball	žoga	PROPN	N;NOM;FEM;SG
ball	žogica	ball	žogica	PROPN	N;NOM;FEM;SG
rusesc	ruska	rusesc	ruski	ADV	ADJ;NOM;FEM;SG
rusesc	rus	rusesc	rus	ADV	N;NOM;MASC;SG
rusesc	ruski	rusesc	ruski	ADV	ADJ;NOM;DEF;MASC;SG
rusesc	rusko	rusesc	ruski	ADV	ADJ;NOM;NEUT;SG
padova	padova	padova	padova	PROPN	N;NOM;MASC;SG
echivalentul	ekvivalent	echivalent	ekvivalent	N;DEF;MASC;SG	N;NOM;MASC;SG
echivalentul	enakovreden	echivalent	enakovreden	N;DEF;MASC;SG	DET;NOM;MASC;SG
echivalentul	enakovredna	echivalent	enakovreden	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
echivalentul	enakovredni	echivalent	enakovreden	N;DEF;MASC;SG	ADJ;NOM;MASC;PL
echivalentul	enakovredno	echivalent	enakovredno	N;DEF;MASC;SG	ADV
postum	posmrtne	postum	posmrten	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
postum	posmrtno	postum	posmrtno	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
plovdiv	plovdiv	plovdiv	plovdiv	PROPN	PROPN;NOM;MASC;SG
participantii	udeležence	participant	udeleženec	N;DEF;MASC;PL	N;ACC;MASC;PL
participantii	sodelujoči	participant	sodelujoč	N;DEF;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
participantii	udeleženci	participant	udeleženec	N;DEF;MASC;PL	N;NOM;MASC;PL
morminte	graves	mormânt	graves	N;INDF;FEM;PL	N;NOM;MASC;SG
potentialul	potencialno	potential	potencialen	N;DEF;MASC;SG	ADV
potentialul	potencial	potential	potencial	N;DEF;MASC;SG	N;NOM;MASC;SG
exacta	natančno	exacta	natančno	ADJ;DEF;FEM;SG	ADV
exacta	natančen	exacta	natančen	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
exacta	natančno	exacta	natančno	ADJ;DEF;FEM;SG	ADV
exacta	natančen	exacta	natančen	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
horror	grozljivke	horror	grozljivka	N;INDF;MASC;SG	N;NOM;FEM;PL
vizibile	vidno	vizibil	vidno	ADJ;INDF;FEM;PL	ADV
vizibile	viden	vizibil	viden	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
vizibile	vidna	vizibil	viden	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
uss	uss	uss	uss	PROPN	PROPN;NOM;MASC;SG
srl	srl	srl	srl		N;NOM;MASC;SG
srl	ltd	srl	ltd		PROPN;NOM;MASC;SG
persia	perzije	persie	perzija	N;DEF;FEM;SG	N;NOM;FEM;PL
elementare	osnovno	elementar	osnoven	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
christina	christina	christina	christina	N;DEF;FEM;SG	N;NOM;FEM;SG
arhipelagul	otočje	arhipelag	otočje	N;DEF;MASC;SG	N;NOM;NEUT;SG
datorat	dolgoval	datorat	dolgovati	ADJ;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP
succesiunea	dedovanje	succesiune	dedovanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
succesiunea	nasledstvo	succesiune	nasledstvo	N;DEF;FEM;SG	N;NOM;NEUT;SG
update	posodobi	upda	posodobiti	N;INDF;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
update	posodabljanje	upda	posodabljanje	N;INDF;FEM;PL	N;NOM;NEUT;SG
update	posodobitev	upda	posodobitev	N;INDF;FEM;PL	N;NOM;FEM;SG
executa	usmrtili	executa	usmrtiti	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;PL;V.PTCP
ecuador	ekvador	ecuador	ekvador	PROPN	N;NOM;MASC;SG
kenya	keniji	kenya	kenija	PROPN	N;DAT;FEM;SG
ntupdate	ntupdate	ntupdate	ntupdat	ADJ;INDF;FEM;PL	V;IPFV;IND;PL;2;PRS;FIN
ingropat	pokopani	ingropa	pokopan	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
ingropat	pokopani	ingropa	pokopan	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
biblie	biblija	biblie	biblija	N;INDF;FEM;SG	N;NOM;FEM;SG
biblie	biblijo	biblie	bibliti	N;INDF;FEM;SG	N;ACC;FEM;SG
fabricat	izdelane	fabrica	izdelan	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
fabricat	izdelani	fabrica	izdelan	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
durere	bolečine	durere	bolečina	N;INDF;FEM;SG	N;NOM;FEM;PL
durere	bolečino	durere	bolečina	N;INDF;FEM;SG	N;ACC;FEM;SG
durere	bolečina	durere	bolečina	N;INDF;FEM;SG	N;NOM;FEM;SG
intalniri	sej	intalnire	seja	N;INDF;FEM;PL	
intalniri	sej	intalnire	seja	N;INDF;FEM;PL	
recomandat	priporočamo	recomandat	priporočati	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN
recomandat	priporočeni	recomandat	priporočen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
lucrand	dela	lucrand	delo	N;INDF;MASC;SG	N;NOM;NEUT;PL
lucrand	delovna	lucrand	deloven	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
