月	قمر	月	قَمَر	N	
拓展	وسع	拓展	وُسع	V	
拓展	توسع	拓展	تَوَسُّع	V	N;NOM;INDF;SG
拓展	توسيع	拓展	تَوسِيع	V	N;NOM;INDF;SG
三	مستوى	三	مُستَوَى	NUM	N;NOM;INDF;SG
三	المستوى	三	مُستَوَى	NUM	N;NOM;DEF;SG
合唱	كورس	合唱	كُورس	N	
國防	دفاع	國防	دفاع	N	
國防	دفاع	國防	دفاع	N	
文書	الة	文書	آلَة	N	
容許	جائز	容許	جَائِز	ADP	ADJ;NOM;INDF;MASC;SG
容許	السماح	容許	سَمَاح	ADP	N;NOM;DEF;SG
容許	اسمح	容許	أَسمَح	ADP	PRO;NOM;MASC;SG;2
物件	كائن	物件	كَائِن	N	ADJ;NOM;INDF;MASC;SG
物件	اجسام	物件	إِجسَام	N	
背後	خلف	背後	خلف	N	
背後	وراء	背後	وَرَاءَ	N	ADP;ACC
培育	تربية	培育	تَربِيَة	V	N;NOM;INDF;SG
培育	التكاثر	培育	تَكَاثُر	V	N;NOM;DEF;SG
培育	التربية	培育	تَربِيَة	V	N;NOM;DEF;SG
物流	لوجستية	物流	لُوجِستِيّ	N	ADJ;NOM;INDF;FEM;SG
物流	السوقيات	物流	سُوقِيّ	N	ADJ;NOM;DEF;FEM;PL
味道	تذوق	味道	عَاق	N	
味道	شم	味道	شم	N	
招募	التجنيد	招募	تَجنِيد	V	N;NOM;DEF;SG
招募	التعيين	招募	تَعيِين	V	N;NOM;DEF;SG
招募	تجنيد	招募	تَجنِيد	V	N;NOM;INDF;SG
招募	التوظيف	招募	تَوظِيف	V	N;NOM;DEF;SG
招募	التجنيد	招募	تَجنِيد	V	N;NOM;DEF;SG
招募	تجنيد	招募	تَجنِيد	V	N;NOM;INDF;SG
對	مواجهة	對	مُوَاجَهَة	ADP	N;NOM;INDF;SG
對	المواجهة	對	مُوَاجَهَة	ADP	N;NOM;DEF;SG
河內	هانوي	河內	هَانُوي	PROPN	
裝飾	ديكور	裝飾	ديكور	N	
裝飾	زينة	裝飾	زينة	N	
裝飾	ديكور	裝飾	ديكور	N	
裝飾	ديكو	裝飾	دِيكُو	N	
裝飾	زينة	裝飾	زينة	N	
接待	استقبال	接待	اِستِقبَال	V	N;NOM;INDF;SG
接待	الاستقبال	接待	اِستِقبَال	V	N;NOM;DEF;SG
倒塌	ينهار	倒塌	نَهَر	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
倒塌	انهار	倒塌	انهار	N	
梅花	نوادي	梅花	نوادي	PROPN	N;NOM;INDF;PL
梅花	اندية	梅花	نَادِي	PROPN	N;NOM;INDF;PL
梅花	الاندية	梅花	نَادِي	PROPN	N;NOM;DEF;PL
梅花	النوادي	梅花	نَادِي	PROPN	N;NOM;DEF;PL
梅花	بلم	梅花	بَلم	PROPN	
明日	بكره	明日	بكره	N	PRO;ACC;MASC;SG;3
櫻花	ساكورا	櫻花	ساكورا		
王牌	الاس	王牌	أَسّ	N	
王牌	اس	王牌	إِس	N	
王牌	ايس	王牌	أَيسَ	N	
爪哇	جافا	爪哇	جَافّ	PROPN	ADJ;ACC;INDF;MASC;SG
縮短	الاقصر	縮短	أَقصَر	V	
縮短	اقصر	縮短	أَقصَر	V	
上限	كاب	上限	كَابّ	N	
研究	الباحث	研究	بَاحِث	V	N;NOM;DEF;SG
研究	باحثة	研究	بَاحِث	V	ADJ;NOM;INDF;FEM;SG
研究	باحث	研究	بَاحِث	V	N;NOM;INDF;SG
研究	الباحثون	研究	بَاحِث	V	N;NOM;DEF;PL
研究	باحثين	研究	بَاحِث	V	N;NOM;INDF;PL
研究	الباحثين	研究	بَاحِث	V	N;NOM;DEF;PL
合格	مؤهلة	合格	مُؤَهَّل	V	ADJ;NOM;INDF;FEM;SG
合格	مؤهل	合格	مُؤَهَّل	V	N;NOM;INDF;SG
合格	المؤهل	合格	مُؤَهَّل	V	N;NOM;DEF;SG
合格	المؤهلين	合格	مُؤَهَّل	V	ADJ;NOM;DEF;MASC;PL
水果	فواكه	水果	فَاكِه	N	
水果	فواكه	水果	فَاكِه	N	
句子	الجمل	句子	جَمَل	N	
議長	متكلم	議長	مُتَكَلِّم	N	ADJ;NOM;INDF;MASC;SG
使徒	الرسولية	使徒	رَسُولِيّ	N	
聖母	مادونا	聖母	مادونا	PROPN	
巴拉圭	باراغواي	巴拉圭	باراغواي	PROPN	
過往	الماضى	過往	الماضى	N	
過往	ماضي	過往	مَاضِي	N	
過往	الماضي	過往	مَاضِي	N	ADJ;NOM;DEF;MASC;SG
教導	التعاليم	教導	تَعلِيم	V	N;NOM;DEF;PL
教導	تعاليم	教導	تَعلِيم	V	N;NOM;INDF;PL
可	لطيف	可	لطيف	V	N;NOM;INDF;SG
可	كيوت	可	كَيوَت	V	
可	جميلة	可	جَمِيل	V	ADJ;NOM;INDF;FEM;SG
可	جميل	可	جَمِيل	V	N;NOM;INDF;SG
可	محبوب	可	مَحبُوب	V	ADJ;NOM;INDF;MASC;SG
兔子	باني	兔子	باني	N	
兔子	رابيت	兔子	رابيت	N	
較	اصغر	較	أَصغَر	ADV	ADJ;NOM;INDF;MASC;SG
針	ابر	針	أَبر	N	
丈	جو	丈	جُو	N	
蝙蝠	المضرب	蝙蝠	مِضرَب	PROPN	N;NOM;DEF;SG
蝙蝠	مضرب	蝙蝠	مُضرِب	PROPN	
褐	اسمر	褐	أَسمَر	N	
褐	براون	褐	براون	N	
綾	ايا	綾	أَيّ	PROPN	
綾	aya	綾	شَذَا	PROPN	
或	لربما	或	لربما	ADV	
或	ربما	或	رُبَّمَا	ADV	PART
蔬菜	الخضروات	蔬菜	الخضروات	N	
華麗	فاتنة	華麗	فَاتِن	N	ADJ;NOM;INDF;FEM;SG
華麗	رائعة	華麗	رَائِع	N	ADJ;NOM;INDF;FEM;SG
華麗	رائع	華麗	رَائِع	N	ADJ;NOM;INDF;MASC;SG
木材	وود	木材	وَودَ	N	
唱歌	غن	唱歌	غَن	N	
唱歌	اغني	唱歌	اغني	N	
唱歌	يغني	唱歌	غَنَّى	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
唱歌	غني	唱歌	غَنِّيّ	N	
唱歌	يغني	唱歌	غَنَّى	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
唱歌	اغني	唱歌	اغني	N	
唱歌	تغني	唱歌	غَنِيّ	N	V;IPFV;FEM;IND;SG;3;FIN;ACT
正	رسمي	正	رَسمِيّ	ADV	ADJ;NOM;INDF;MASC;SG
正	الرسمي	正	رَسمِيّ	ADV	ADJ;NOM;DEF;MASC;SG
正	رسمية	正	رَسمِيّ	ADV	ADJ;NOM;INDF;FEM;SG
模特	موديلات	模特	مُودِيل	N	
放射	الاشعاع	放射	شَعع	V	N;NOM;DEF;SG
放射	الاشعاعات	放射	إِشعَاع	V	N;NOM;DEF;PL
放射	اشعاع	放射	شَعع	V	N;NOM;INDF;SG
放射	الاشعاعية	放射	الاشعاعية	V	ADJ;NOM;DEF;FEM;SG
放射	مشع	放射	مَشع	V	
放射	المشع	放射	المشع	V	N;NOM;DEF;SG
放射	مشعة	放射	مَشعَة	V	ADJ;NOM;INDF;FEM;SG
放射	المشعة	放射	مُشعَة	V	N;NOM;DEF;SG
候選	الترشيحات	候選	تَرشِيح	V	N;NOM;DEF;PL
候選	المرشحة	候選	مُرَشَّحَة	V	N;NOM;DEF;SG
候選	مرشحة	候選	مُرَشَّحَة	V	N;NOM;INDF;SG
候選	مرشح	候選	مُرَشَّح	V	N;NOM;INDF;SG
候選	المرشح	候選	مُرَشَّح	V	N;NOM;DEF;SG
埋	دفنت	埋	دَفَن		V;PFV;FEM;SG;3;ACT
埋	دفن	埋	دَفَن		V;PFV;MASC;SG;3;ACT
埋	مدفون	埋	مَدفُون		ADJ;NOM;INDF;MASC;SG
埋	مدفونة	埋	مَدفُون		ADJ;NOM;INDF;FEM;SG
閃電	برق	閃電	برق	N	
零	اجزاء	零	جُزء	NUM	N;NOM;INDF;PL
零	الاجزاء	零	جُزء	NUM	N;NOM;DEF;SG
儀器	الة	儀器	آلَة	N	
抽象	مجردة	抽象	مُجَرَّد	N	ADJ;NOM;INDF;FEM;SG
魔術	تريك	魔術	تَرَيَّك	N	
中斷	كسر	中斷	كَسر	V	N;NOM;INDF;SG
中斷	استراحة	中斷	اِستِرَاحَة	V	N;NOM;INDF;SG
連線	ربط	連線	رَبط	V	N;NOM;INDF;SG
連線	تواصل	連線	تَوَاصُل	V	N;NOM;INDF;SG
連線	التواصل	連線	تَوَاصُل	V	N;NOM;DEF;SG
連線	للتواصل	連線	للتواصل	V	N;GEN;DEF;SG
煮	الطباخ	煮	طَبِيخ	V	N;NOM;DEF;SG
煮	طباخ	煮	طباخ	V	N;NOM;INDF;SG
煮	كوك	煮	كُوك	V	
煮	طبخ	煮	طَبخ	V	
煮	طهي	煮	طهي	V	N;NOM;INDF;SG
煮	الطهي	煮	طِهَىّ	V	N;NOM;DEF;SG
煮	الطبخ	煮	طَبخ	V	N;NOM;DEF;SG
專屬	الحصري	專屬	حَصرِيّ	N	
專屬	حصرية	專屬	حصرية	N	ADJ;NOM;INDF;FEM;SG
專屬	حصري	專屬	حِصرِيّ	N	
專屬	حصريا	專屬	حِصرِيّ	N	ADJ;ACC;INDF;MASC;SG
相機	كاميرا	相機	كَامِيرَا	N	
進化	التطور	進化	تَطَوُّر	V	N;NOM;DEF;SG
進化	تطور	進化	تَطَوُّر	V	N;NOM;INDF;SG
家鄉	مسقط	家鄉	مَسقَط	N	
聖誕	الكريسماس	聖誕	كُرَاس	PROPN	
聖誕	كريسماس	聖誕	كرِيسَمَاس	PROPN	
明亮	لامع	明亮	لَامِع	N	ADJ;NOM;INDF;MASC;SG
明亮	ساطع	明亮	سَاطَع	N	
幼稚	روضة	幼稚	رَوضَة	ADJ	N;NOM;INDF;SG
幼稚	الروضة	幼稚	رَوضَة	ADJ	N;NOM;DEF;SG
起草	صياغة	起草	صِيَاغَة	V	N;NOM;INDF;SG
起草	الصياغة	起草	صِيَاغَة	V	N;NOM;DEF;SG
巡航	كروز	巡航	كروز	N	
巧克	شوكولا	巧克	شُوكُولَا	PROPN	
巧克	شوكولاتة	巧克	شوكولاتة	PROPN	
巧克	الشوكولاتة	巧克	شُوكُولَات	PROPN	N;NOM;DEF;SG
巧克	شوكولاته	巧克	شوكولاته	PROPN	PRO;NOM;FEM;SG;3
雷諾	رينو	雷諾	رينو	PROPN	
欠	ادين	欠	أَدِين		
欠	مدين	欠	مَدِينَة		
講	محاضرات	講	مُحَاضِرَة	V	N;NOM;INDF;PL
講	المحاضرات	講	مُحَاضِرَة	V	N;NOM;DEF;PL
講	المحاضرة	講	مُحَاضَرَة	V	N;NOM;DEF;SG
講	محاضرة	講	مُحَاضَرَة	V	N;NOM;INDF;SG
外籍	اجنبي	外籍	أَجنَبِيّ	N	ADJ;NOM;INDF;MASC;SG
外籍	الاجنبي	外籍	أَجنَبِيّ	N	ADJ;NOM;DEF;MASC;SG
外籍	اجنبية	外籍	أَجنَبِيّ	N	ADJ;NOM;INDF;FEM;SG
海地	هاييتي	海地	هاييتي	PROPN	
海地	هايتي	海地	هَايَا	PROPN	
語音	صو	語音	صُو	N	
語音	خطاب	語音	خطاب	N	
染色	تلطيخ	染色	تَلطِيخ	V	N;NOM;INDF;SG
染色	بقعة	染色	بقعة	V	N;NOM;INDF;SG
染色	صبغة	染色	صُبغَة	V	N;NOM;INDF;SG
染色	الصبغة	染色	صِبغَة	V	N;NOM;DEF;SG
染色	صبغ	染色	صبغ	V	N;NOM;INDF;SG
派	فصائل	派	فَصِيلَة	V;CAUS	N;NOM;INDF;PL
派	الفصائل	派	فَصِيلَة	V;CAUS	N;NOM;DEF;PL
派	فصيل	派	فصيل	V;CAUS	N;NOM;INDF;SG
孤立	عزلة	孤立	عُزلَة	V	N;NOM;INDF;SG
孤立	العزل	孤立	عَزل	V	N;NOM;DEF;SG
孤立	العزلة	孤立	عُزلَة	V	N;NOM;DEF;SG
孤立	عزل	孤立	عزل	V	
孤立	معزول	孤立	مَعزُول	V	ADJ;NOM;INDF;MASC;SG
孤立	معزولة	孤立	مَعزُول	V	ADJ;NOM;INDF;FEM;SG
孤立	عزل	孤立	عزل	V	
孤立	منعزل	孤立	مُنعَزِل	V	
詞彙	المفردات	詞彙	مُفرَدَات	N	ADJ;NOM;DEF;FEM;PL
售出	بيع	售出	بَيع	V	N;NOM;INDF;SG
飯	رز	飯	رز	N	
飯	ارز	飯	ارز	N	
飯	رايس	飯	رَايس	N	
肖像	بورتريه	肖像	بُورترِيه	N	
憤怒	الغضب	憤怒	غَضَب	ADJ	N;NOM;DEF;SG
憤怒	غضب	憤怒	غَضَب	ADJ	
憤怒	زعل	憤怒	زَعل	ADJ	
憤怒	غاضب	憤怒	غَاضَب	ADJ	N;NOM;INDF;SG
憤怒	غاضبون	憤怒	غَاضِب	ADJ	N;NOM;INDF;PL
旗幟	علم	旗幟	عَلِم	N	V;PFV;MASC;SG;3;ACT
巡洋	كروزر	巡洋	كروزر	N	
長崎	ناغازاكي	長崎	ناغازاكي	PROPN	
負面	سلبية	負面	سَلبِيّ	N	ADJ;NOM;INDF;FEM;SG
負面	سلبي	負面	سَلبِيّ	N	ADJ;NOM;INDF;MASC;SG
負面	السلبية	負面	سَلبِيّ	N	ADJ;NOM;DEF;FEM;SG
適應	التكيف	適應	تَكَيُّف	V	N;NOM;DEF;SG
適應	تكيف	適應	كَاف	V	N;NOM;INDF;SG
適應	تكييف	適應	تكييف	V	N;NOM;INDF;SG
適應	التكيف	適應	تَكَيُّف	V	N;NOM;DEF;SG
適應	تكيف	適應	كَاف	V	N;NOM;INDF;SG
適應	تكييف	適應	تكييف	V	N;NOM;INDF;SG
關心	اهتم	關心	اِهتَمّ	N	V;PFV;MASC;SG;3;ACT
早晨	صباحك	早晨	صباحك	N	
現代	حديثة	現代	حَدِيث	N	ADJ;NOM;INDF;FEM;SG
現代	الحديثة	現代	حَدِيث	N	ADJ;NOM;DEF;FEM;SG
累計	المتراكم	累計	مُتَرَاكِم	V	ADJ;NOM;DEF;MASC;SG
累計	التراكمي	累計	التراكمي	V	
累計	التراكمية	累計	التراكمية	V	
堪薩斯	كنساس	堪薩斯	كنساس	PROPN	
堪薩斯	كانساس	堪薩斯	كانساس	PROPN	
樺	بيرش	樺	بِيرش	PROPN	
相互	تفاعل	相互	تَفَاعُل	ADJ	N;NOM;INDF;SG
相互	التفاعل	相互	تَفَاعُل	ADJ	N;NOM;DEF;SG
相互	التفاعلات	相互	تَفَاعُل	ADJ	N;NOM;DEF;PL
船舶	سفن	船舶	سَفِينَة	N	
漢堡	برجر	漢堡	برجر	N	
漢堡	برغر	漢堡	برغر	N	
漢堡	بيرجر	漢堡	بِيرجِر	N	
漢堡	هامبورج	漢堡	هَامبُورج	N	
漢堡	هامبورغ	漢堡	هامبورغ	N	
嬰兒	حبيبي	嬰兒	حبيبي	N	
嬰兒	حبيبتي	嬰兒	حبيبتي	N	
嬰兒	رضيع	嬰兒	رَضِيع	N	ADJ;NOM;INDF;MASC;SG
帆船	تبحر	帆船	بَحَر	N	V;IPFV;FEM;IND;SG;3;FIN;ACT
帆船	ابحر	帆船	بَحر	N	
毀滅	دمر	毀滅	دَمَّر	N	V;PFV;MASC;SG;3;ACT
毀滅	تدمر	毀滅	دَمَّر	N	
客棧	نزل	客棧	نَزَل	N	V;PFV;MASC;SG;3;ACT
讀書	يقرا	讀書	قَرَا	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
讀書	اقرا	讀書	أَقَرّ	N	
裘	تشيو	裘	تشيو	PROPN	
裘	كيو	裘	كيو	PROPN	
董事	لوح	董事	لَوح	N	
時常	غالبا	時常	غَالِب	ADV	ADJ;ACC;INDF;MASC;SG
赫爾	هيكل	赫爾	هَيكَل	PROPN	N;NOM;INDF;SG
赫爾	الهيكل	赫爾	هَيكَل	PROPN	N;NOM;DEF;SG
接力	تتابع	接力	تَابَع	N	V;IPFV;FEM;IND;SG;3;FIN;ACT
水庫	دام	水庫	دَام	N	V;PFV;MASC;SG;3;ACT
拉夫	لوف	拉夫	لوف	PROPN	
新興	ناشئة	新興	نَاشِئ	N	ADJ;NOM;INDF;FEM;SG
新興	ناشئ	新興	نَاشِئ	N	ADJ;NOM;INDF;MASC;SG
投訴	الشكاوى	投訴	شَكوَى	V	N;NOM;DEF;PL
投訴	شكاوى	投訴	شَكوَى	V	N;NOM;INDF;PL
投訴	الشكوى	投訴	شَكوَى	V	N;NOM;DEF;SG
投訴	شكوى	投訴	شَكوَى	V	N;NOM;INDF;SG
佔據	احتلال	佔據	اِحتِلَال	V	N;NOM;INDF;SG
準確	دقيقا	準確	دَقِيق	N	ADJ;ACC;INDF;MASC;SG
準確	دقيق	準確	دَقِيق	N	ADJ;NOM;INDF;MASC;SG
製造	المصنعين	製造	مُصَنِّع	V	N;NOM;DEF;PL
製造	الصانع	製造	صَانِع	V	N;NOM;DEF;SG
製造	مصنع	製造	مَصنَع	V	N;NOM;INDF;SG
製造	المصنع	製造	مَصنَع	V	N;NOM;DEF;SG
陸地	ارض	陸地	ارض	N	
金錢	فلوس	金錢	فِلم	N	
金錢	مال	金錢	مَال	N	
提早	المبكر	提早	مُبَكِّر	V	ADJ;NOM;DEF;MASC;SG
提早	باكرا	提早	بَاكِر	V	ADJ;ACC;INDF;MASC;SG
提早	اوائل	提早	أَوَّل	V	N;NOM;INDF;PL
提早	مبكرة	提早	مُبَكِّر	V	ADJ;NOM;INDF;FEM;SG
提早	مبكر	提早	مُبَكِّر	V	ADJ;NOM;INDF;MASC;SG
提早	مبكرا	提早	مُبَكِّر	V	ADJ;ACC;INDF;MASC;SG
會	المحاسبة	會	مُحَاسَبَة	V	N;NOM;DEF;SG
會	محاسبة	會	مُحَاسَبَة	V	N;NOM;INDF;SG
會	المحاسب	會	مُحَاسِب	V	N;NOM;DEF;SG
會	محاسب	會	مُحَاسِب	V	N;NOM;INDF;SG
會	محاسبة	會	مُحَاسَبَة	V	N;NOM;INDF;SG
派	حفلة	派	حَفلَة	V;CAUS	N;NOM;INDF;SG
派	الطرف	派	طَرَف	V;CAUS	N;NOM;DEF;SG
派	حزب	派	حِزب	V;CAUS	N;NOM;INDF;SG
派	حفل	派	حَفل	V;CAUS	N;NOM;INDF;SG
派	الحزب	派	حِزب	V;CAUS	N;NOM;DEF;SG
灌溉	ري	灌溉	رَيّ	N	
煙	سيجارة	煙	سيجارة	N	
情景	السيناريوهات	情景	السيناريوهات	N	
情景	السيناريو	情景	السيناريو	N	
想像	تخيلي	想像	تَخَيَّل	N	
想像	تخيلوا	想像	تَخَيَّل	N	V;PFV;MASC;PL;3;ACT
傳輸	ارسال	傳輸	ارسال	N	
揭露	فضح	揭露	فَضح	V	
醉	ثمل	醉	ثَمل	N	
醉	سكران	醉	سُكرَان	N	
中毒	التسمم	中毒	تَسَمُّم	V	N;NOM;DEF;SG
中毒	تسمم	中毒	سَمَّم	V	N;NOM;INDF;SG
瞬間	m	瞬間	فَ	N	
瞬間	فورية	瞬間	فَورِيّ	N	ADJ;NOM;INDF;FEM;SG
瞬間	الفوري	瞬間	فَورِيّ	N	ADJ;NOM;DEF;MASC;SG
瞬間	الفورية	瞬間	فَورِيّ	N	ADJ;NOM;DEF;FEM;SG
瞬間	فوري	瞬間	فَورِيّ	N	ADJ;NOM;INDF;MASC;SG
阿曼	عمان	阿曼	عَمَّان	PROPN	N;NOM;INDF;SG
阿曼	امان	阿曼	أَمَان	PROPN	
阿曼	عمان	阿曼	عَمَّان	PROPN	N;NOM;INDF;SG
郵政	بوست	郵政	بُوست	N	
解析	تحليلية	解析	تَحلِيلِيّ	N	ADJ;NOM;INDF;FEM;SG
繪製	ارسم	繪製	ارسم	V	
繪製	رسم	繪製	رَسم	V	N;NOM;INDF;SG
偵測	الكشف	偵測	كَشف	V	N;NOM;DEF;SG
籌備	اعداد	籌備	إِعدَاد	V	N;NOM;INDF;SG
籌備	تحضير	籌備	تَحضِير	V	N;NOM;INDF;SG
籌備	التحضير	籌備	تَحضِير	V	N;NOM;DEF;SG
籌備	الاعداد	籌備	إِعدَاد	V	N;NOM;DEF;SG
籌備	الاستعدادات	籌備	اِستِعدَاد	V	N;NOM;DEF;PL
籌備	التحضيرات	籌備	تَحضِير	V	N;NOM;DEF;PL
新	العروس	新	عَرس	PART	N;NOM;DEF;SG
新	العروسة	新	عُرُوسَة	PART	N;NOM;DEF;SG
新	عروس	新	عروس	PART	N;NOM;INDF;SG
新	عروسة	新	عُرُوسَة	PART	N;NOM;INDF;SG
疏散	اجلاء	疏散	إِجلَاء	V	N;NOM;INDF;SG
疏散	اخلاء	疏散	إِخلَاء	V	N;NOM;INDF;SG
隼	فالكون	隼	فالكون	PROPN	
隼	الصقر	隼	صَقر	PROPN	N;NOM;DEF;SG
隼	صقر	隼	صَقَر	PROPN	
化身	تجسيد	化身	تَجسِيد	V	N;NOM;INDF;SG
欣賞	نقدر	欣賞	نقدر	N	
欣賞	اقدر	欣賞	أَقدَر	N	
出版	منشورات	出版	مَنشُور	V	N;NOM;INDF;PL
出版	المطبوعات	出版	مَطبُوع	V	N;NOM;DEF;PL
出版	المنشورات	出版	مَنشُور	V	N;NOM;DEF;PL
出版	النشر	出版	نَشر	V	N;NOM;DEF;SG
表彰	الاعتراف	表彰	اِعتِرَاف	V	N;NOM;DEF;SG
鼓手	الطبال	鼓手	طَبِيل	N	
安哥拉	انغولا	安哥拉	أَنغُولَا	PROPN	
抵制	مقاومة	抵制	مُقَاوَمَة	V	N;NOM;INDF;SG
抵制	المقاومة	抵制	مُقَاوَمَة	V	N;NOM;DEF;SG
抵制	مقاطعة	抵制	مُقَاطَعَة	V	N;NOM;INDF;SG
抵制	المقاطعة	抵制	مُقَاطَعَة	V	N;NOM;DEF;SG
相應	مناظر	相應	مُنَاظِر		N;NOM;INDF;PL
芙蓉	فلو	芙蓉	فِلو	N	
和	المصالحة	和	مُصَالَحَة	ADP	N;NOM;DEF;SG
和	الوفاق	和	وِفَاق	ADP	N;NOM;DEF;SG
和	مصالحة	和	مُصَالَحَة	ADP	N;NOM;INDF;SG
白俄羅斯	بيلاروس	白俄羅斯	بِيلَارُوس	PROPN	
成份	المكون	成份	مُكَوِّن	N	ADJ;NOM;DEF;MASC;SG
成份	مكون	成份	مَكَّن	N	ADJ;NOM;INDF;MASC;SG
入學	القبول	入學	قُبُول	V	N;NOM;DEF;SG
入學	الالتحاق	入學	اِلتِحَاق	V	N;NOM;DEF;SG
入學	القيد	入學	قَيد	V	N;NOM;DEF;SG
入學	الالتحاق	入學	اِلتِحَاق	V	N;NOM;DEF;SG
詹姆士	جيمس	詹姆士	جِيمس	PROPN	
詹姆士	جايمس	詹姆士	جَايمس	PROPN	
詢問	استفسارات	詢問	اِستِفسَار	V	N;NOM;INDF;PL
詢問	الاستفسارات	詢問	اِستِفسَار	V	N;NOM;DEF;PL
詢問	استفسار	詢問	اِستِفسَار	V	N;NOM;INDF;SG
詢問	استفسارات	詢問	اِستِفسَار	V	N;NOM;INDF;PL
詢問	تحريات	詢問	تَحَرِّي	V	N;NOM;INDF;PL
詢問	للاستفسار	詢問	للاستفسار	V	N;NOM;DEF;SG
詢問	التحقيقات	詢問	تَحقِيق	V	N;NOM;DEF;PL
詢問	الاستفسارات	詢問	اِستِفسَار	V	N;NOM;DEF;PL
敢	تجرؤ	敢	جَرَأ		V;IPFV;MASC;IND;SG;2;FIN;ACT
敢	يجرؤ	敢	جَرُؤ		V;IPFV;MASC;IND;SG;3;FIN;ACT
披露	الكشف	披露	كَشف	V	N;NOM;DEF;SG
披露	الافصاح	披露	إِفصَاح	V	N;NOM;DEF;SG
識別	التعرف	識別	تَعَرُّف	V	N;NOM;DEF;SG
識別	التعريف	識別	تَعرِيف	V	N;NOM;DEF;SG
識別	الهوية	識別	هُوِيَّة	V	N;NOM;DEF;SG
識別	التحديد	識別	تَحدِيد	V	N;NOM;DEF;SG
自行	الدراجة	自行	دِرَاجَة	V	N;NOM;DEF;SG
自行	دراجة	自行	دَرَّاجَة	V	N;NOM;INDF;SG
自行	الدراجة	自行	دِرَاجَة	V	N;NOM;DEF;SG
自行	دراجة	自行	دَرَّاجَة	V	N;NOM;INDF;SG
賠償	جبر	賠償	جبر	N	
滑雪	تزلج	滑雪	زَلَّج	N	
滑雪	سكي	滑雪	سَكَى	N	
滑雪	تزلج	滑雪	زَلَّج	N	
摩托	موتو	摩托	مُوتُو	N	
罪犯	جنائية	罪犯	جِنَائِيّ	N	ADJ;NOM;INDF;FEM;SG
罪犯	مجرمين	罪犯	مُجرِم	N	ADJ;ACC;INDF;MASC;PL
協商	المشاورات	協商	مُشَاوَرَة	V	N;NOM;DEF;PL
協商	التشاور	協商	تَشَاوُر	V	N;NOM;DEF;SG
協商	مشاورة	協商	مُشَاوَرَة	V	N;NOM;INDF;SG
協商	استشارة	協商	اِستِشَارَة	V	N;NOM;INDF;SG
協商	الاستشارة	協商	اِستِشَارَة	V	N;NOM;DEF;SG
協商	المشاورات	協商	مُشَاوَرَة	V	N;NOM;DEF;PL
協商	مشاورات	協商	مُشَاوَرَة	V	N;NOM;INDF;PL
電梯	ارفع	電梯	أَرفَع	N	
操縱	التلاعب	操縱	تَلَاعُب	V	N;NOM;DEF;SG
操縱	تلاعب	操縱	تَلَاعُب	V	N;NOM;INDF;SG
蛾	عثة	蛾	عِثَّة	N	
蛾	عث	蛾	عث	N	
困	نعسان	困	نعسان	V	
困	بالنعاس	困	بِ	V	N;NOM;DEF;SG
王妃	الاميره	王妃	الاميره	N	
瀏覽	المتصفحات	瀏覽	مُتَصَفِّح	V	N;NOM;DEF;PL
瀏覽	المتصفح	瀏覽	مُتَصَفِّح	V	N;NOM;DEF;SG
瀏覽	متصفح	瀏覽	متصفح	V	N;NOM;INDF;SG
心情	مزاجي	心情	مِزَاج	N	
不丹	بوتان	不丹	بُوتَان	PROPN	
帥	وسيم	帥	وسيم	N	
橄欖	الرجبي	橄欖	رَجَبِيّ	N	
流放	المنفى	流放	مَنفَى	V	N;NOM;DEF;SG
流放	النفي	流放	نَفِيّ	V	N;NOM;DEF;SG
拿破崙	نابليون	拿破崙	نَابِلِيّ	PROPN	N;NOM;INDF;PL
拿破崙	نابوليون	拿破崙	نَابُولِيُون	PROPN	
存活	نجاة	存活	نجاة	V	N;NOM;INDF;SG
存活	البقاء	存活	بَقَاء	V	N;NOM;DEF;SG
存活	بقاء	存活	بَقَاء	V	N;NOM;INDF;SG
存活	النجاة	存活	النجاة	V	N;NOM;DEF;SG
生理	الفسيولوجية	生理	فسِيُولُوجِيّ	N	
生理	الفيزيولوجيا	生理	الفيزيولوجيا	N	
丹尼爾	دانيال	丹尼爾	دَانِيَال	PROPN	
丹尼爾	دانييل	丹尼爾	دَانِيِيل	PROPN	
丹尼爾	دانيل	丹尼爾	دانيل	PROPN	
現金	النقدية	現金	نَقدِيّ	N	ADJ;NOM;DEF;FEM;SG
現金	نقدية	現金	نقدية	N	ADJ;NOM;INDF;FEM;SG
現金	كاش	現金	كَاش	N	
咬	عضة	咬	عُضَّة	V	
火炬	الشعلة	火炬	شُعلَة	PROPN	N;NOM;DEF;SG
低	الباس	低	بَاس	PART	
低	باس	低	بَاس	PART	
八卦	ثرثرة	八卦	ثَرثَرَة	PROPN	N;NOM;INDF;SG
八卦	النميمة	八卦	نَمِيم	PROPN	N;NOM;DEF;SG
八卦	الثرثرة	八卦	الثرثرة	PROPN	N;NOM;DEF;SG
勸	اقناع	勸	إِقنَاع	V	N;NOM;INDF;SG
勸	الاقناع	勸	إِقنَاع	V	N;NOM;DEF;SG
跳水	الغوص	跳水	غَوص	V	N;NOM;DEF;SG
