procurar	für	procurar	für	V	ADP
seco	trocken	seco	trocken	N	ADJ
seco	trockene	seco	trocken	N	ADJ;NOM;FEM;PL
materias	roh	materia	roh	N	ADJ
materias	raw	materia	rawen	N	PROPN
materias	rohdaten	materia	rohdaten	N	V;NFIN
materias	rohstoffe	materia	rohstoff	N	PROPN
xesucristo	herrgott	xesucristo	herrgoten	N	
xesucristo	jesu	xesucristo	jesu	N	PROPN;NOM;MASC;SG
xesucristo	jesus	xesucristo	jesus	N	PROPN;NOM;MASC;SG
xesucristo	christ	xesucristo	christ	N	PROPN
xesucristo	christus	xesucristo	christus	N	
tradicións	tradition	tradición	tradition	N	ADJ
tradicións	traditionen	tradición	tradition	N	V;NFIN
tradicións	überlieferung	tradición	überlieferung	N	ADJ;SG
tradicións	tradition	tradición	tradition	N	ADJ
tradicións	traditionen	tradición	tradition	N	V;NFIN
alcohol	alkoholische	alcohol	alkoholisch	N	ADJ;NOM;FEM;PL
alcohol	alkoholgehalt	alcohol	alkoholgehalt	N	ADJ
alcohol	alkohole	alcohol	alkohol	N	ADJ;NOM;FEM;PL
alcohol	alkohol	alcohol	alkohol	N	
alivio	erleichterung	alivio	erleichterung	N	ADJ
alivio	entlastung	alivio	entlastung	N	ADJ
alivio	soforthilfe	alivio	soforthilf	N	ADJ;NOM;FEM;SG
alivio	relief	alivio	relaufen	N	
insectos	insekten	insecto	insekt	N	V;NFIN
túnel	tunnel	túnel	tunnel	N	
túnel	tunneln	túnel	tunneln	N	
túnel	tunnels	túnel	tunnels	N	ADV
mares	meer	mar	meer	N	ADJ
mares	meere	mar	meer	N	
vivas	leben	vivo	leben	ADJ	V;NFIN
vivas	wohnen	vivo	wohnen	ADJ	V;NFIN
vivas	living	vivo	living	ADJ	
artística	künstlerische	artístico	künstlerisch	N	ADJ;NOM;FEM;PL
artística	künstlerisch	artístico	künstlerisch	N	ADJ
artística	künstlerischen	artístico	künstlerisch	N	ADJ;NOM;MASC;SG
artística	richtung	artístico	richtung	N	V;V.PTCP
marxe	raum	marxe	raum	N	ADV
marxe	hotelzimmer	marxe	hotelzimmer	N	
sigamos	let	sigar	let	V	PROPN
cegos	blind	cego	blind	N	ADJ
cegos	blinder	cego	blind	N	ADJ
cegos	blinde	cego	blind	N	
cegos	blenden	cego	blenden	N	V;NFIN
cegos	blinden	cego	blind	N	V;NFIN
feixe	ablage	feixe	ablagen	N	ADJ;SG
feixe	haufen	feixe	haufen	N	
feixe	stapeln	feixe	stapeln	N	V;NFIN
feixe	stapel	feixe	stapel	N	ADJ
feixe	viel	feixe	viel	N	ADV
feixe	lot	feixe	lot	N	
feixe	partie	feixe	partie	N	
rexistros	platten	rexistro	platt	N	V;NFIN
rexistros	aufzeichnungen	rexistro	aufzeichnangen	N	V;NFIN
rexistros	rekorde	rexistro	rekord	N	
rexistros	records	rexistro	records	N	PROPN;NOM;SG
focas	robben	foca	robben	N	
focas	siegel	foca	siegel	N	
focas	dichtungen	foca	dichtung	N	V;NFIN
globo	ballons	globo	ballons	N	ADV
globo	ballon	globo	ballon	N	
continuou	weiter	continuar	weiter	V	ADV
continuou	fortsetzung	continuar	fortsetzung	V	
continuou	weiterhin	continuar	weiterhin	V	ADV
continuou	sowie	continuar	sowie	V	CONJ
continuou	und	continuar	und	V	CONJ
elefante	elefanten	elefante	elefant	N	ADJ
elefante	elefant	elefante	elefant	N	
elefante	elefanten	elefante	elefant	N	ADJ
golf	golfplatz	golf	golfplatz	N	
golf	golf	golf	golf	N	
golf	golfplätze	golf	golfplätzen	N	
creceu	dort	crecer	dort	V	ADV
creceu	dorthin	crecer	dorthin	V	ADV
creceu	da	crecer	da	V	ADV
venden	sie	vender	sie	V	PRO;NOM;FEM;SG;3
venden	verkauf	vender	verkaufen	V	N
empresarios	geschäftsleute	empresario	geschäftsleut	N	ADJ;NOM;FEM;PL
empresarios	geschäftsleuten	empresario	geschäftsleut	N	ADJ;PL
camas	betten	cama	betten	N	ADJ
camas	bett	cama	bett	N	
atopara	met	atopar	met	V	
dixestes	ihr	dicir	ihr	N	PRO;NOM;MASC;SG
dixestes	dich	dicir	du	N	
dixestes	du	dicir	du	N	PRO;NOM;SG;2
dixestes	dir	dicir	dur	N	
dixestes	sie	dicir	sie	N	PRO;NOM;FEM;SG;3
dixestes	sagten	dicir	sagen	N	V;IND;PL;3;PST;FIN
dixestes	sagte	dicir	sagen	N	V;IND;SG;3;PST;FIN
dixestes	meinte	dicir	meinen	N	V;IND;SG;3;PST;FIN
dixestes	sagt	dicir	sagen	N	V;IND;SG;3;PRS;FIN
dixestes	gesagt	dicir	sagen	N	V;V.PTCP
evento	ereignis	evento	ereignis	N	
evento	veranstaltung	evento	veranstaltung	N	ADJ
evento	event	evento	event	N	
festival	festival	festival	festival	N	PROPN;NOM;NEUT;SG
festival	festspiele	festival	festspiel	N	
determinación	feststellung	determinación	feststellung	N	ADJ
determinación	entschlossenheit	determinación	entschlossenheit	N	ADJ
chamaron	sie	chamar	sie	V	PRO;NOM;FEM;SG;3
brasil	brasilien	brasil	brasilien	N	PROPN;NOM;NEUT;SG
afeita	gebrauchte	afeitar	gebraucht	V	ADJ;NOM;FEM;PL
afeita	ihr	afeitar	ihr	V	PRO;NOM;MASC;SG
afeita	dich	afeitar	du	V	
afeita	du	afeitar	du	V	PRO;NOM;SG;2
afeita	dir	afeitar	dur	V	
afeita	sie	afeitar	sie	V	PRO;NOM;FEM;SG;3
ilusións	illusionen	ilusión	illusionen	N	V;NFIN
ilusións	illusion	ilusión	illusion	N	
tiran	wurf	ter	werfen	V	N;SG
tiran	sie	ter	sie	V	PRO;NOM;FEM;SG;3
separar	separat	separar	separat	V	ADV
separar	separate	separar	separat	V	PROPN;NOM
separar	getrennte	separar	getrennt	V	ADJ;NOM;FEM;PL
arriscar	gefahr	arriscar	gefahren	V	
arriscar	gefährdung	arriscar	gefährdung	V	N;FEM;SG
arriscar	risiko	arriscar	risiko	V	
pito	chicken	pito	chicke	N	
pito	hühner	pito	hühner	N	
pito	hühnchen	pito	hühnchen	N	V;NFIN
pito	hähnchen	pito	hähnchen	N	V;NFIN
pito	huhn	pito	huhn	N	
pito	zigaretten	pito	zigarett	N	V;NFIN
pito	zigarette	pito	zigarett	N	ADJ;NOM;FEM;SG
censura	zensur	censura	zensur	N	
montes	berge	monte	bergen	N	
montes	bergwelt	monte	bergwelen	N	V;IND;SG;3;PRS;FIN
proveito	einige	proveito	einige	N	PRO;NOM;INDF;PL
proveito	manche	proveito	manch	N	PRO;NOM;INDF;PL
proveito	einigen	proveito	einige	N	PRO;ACC;INDF;PL
cualificación	rating	cualificación	ratingen	N	
cualificación	einstufung	cualificación	einstufung	N	ADJ
cualificación	bewerten	cualificación	bewerten	N	V;NFIN
cualificación	bewertung	cualificación	bewertung	N	ADJ
cualificación	bewertungen	cualificación	bewertungen	N	V;NFIN
obstante	dennoch	obstante	dennoch	ADJ	ADV
obstante	allerdings	obstante	allerdings	ADJ	ADV
obstante	jedoch	obstante	jedoch	ADJ	ADV
insultar	beleidigung	insultar	beleidigung	V	ADJ
insultar	beleidigung	insultar	beleidigung	V	ADJ
insultar	beleidigend	insultar	beleidigend	V	ADJ
insultar	beleidigt	insultar	beleidigt	V	ADJ;V.PTCP
descoñecidos	fremden	descoñecido	fremd	N	ADJ
descoñecidos	fremd	descoñecido	fremd	N	ADJ
descoñecidos	fremder	descoñecido	fremd	N	ADJ
descoñecidos	fremde	descoñecido	fremd	N	ADJ;NOM;FEM;PL
stewart	stewart	stewart	stewart	V	PROPN
perdera	verlorene	perderar	verloren	V	ADJ;NOM;FEM;SG
perdera	lost	perderar	lossen	V	PROPN
escuros	tiefe	escuro	tief	ADJ	
escuros	deep	escuro	deep	ADJ	
escuros	tiefen	escuro	tief	ADJ	V;NFIN
socio	partner	socio	partner	N	ADJ
socio	gesellschafter	socio	gesellschaft	N	ADJ
socio	kooperationspartner	socio	kooperationspartner	N	ADJ
socio	assoziierte	socio	assoziieren	N	V;IND;SG;3;PST;FIN
socio	mitarbeiterin	socio	mitarbeiterin	N	ADJ
socio	verknüpfen	socio	verknüpfen	N	V;NFIN
extrema	extrem	extremo	extrem	N	ADJ
extrema	extremer	extremo	extremer	N	ADJ
extrema	extremen	extremo	extrem	N	ADJ
esquecido	vergessenen	esquecer	vergessen	V	ADJ
esquecido	vergessenheit	esquecer	vergessenheit	V	ADJ
esquecido	vergessene	esquecer	vergessen	V	ADJ;NOM;FEM;PL
rabia	ärger	rabia	ärger	N	ADJ
rabia	zorn	rabia	zorn	N	
rabia	wütend	rabia	wütend	N	ADJ
rabia	zornig	rabia	zornig	N	ADJ
rabia	wut	rabia	wut	N	
rabia	wütend	rabia	wütend	N	ADJ
rabia	zorn	rabia	zorn	N	
rabia	wut	rabia	wut	N	
rabia	rage	rabia	ragen	N	
rabia	aus	rabia	aus	N	ADP
rabia	ausgehen	rabia	ausgehen	N	V;NFIN
rabia	draußen	rabia	draußen	N	ADV
rabia	raus	rabia	raus	N	ADV
rabia	out	rabia	out	N	PROPN
sacrificar	opfer	sacrificar	opfer	V	ADJ
apropiado	angemessene	apropiar	angemessen	V	ADJ;NOM;FEM;PL
apropiado	geeignet	apropiar	geeignet	V	ADJ
apropiado	angemessen	apropiar	angemessen	V	ADJ
apropiado	angemessener	apropiar	angemessen	V	ADJ
apropiado	geeignete	apropiar	geeignet	V	ADJ;NOM;FEM;PL
apropiado	würden	apropiar	werden	V	V;SBJV;PL;3;PST;FIN
apropiado	wäre	apropiar	sein	V	V;SBJV;SG;3;PST;FIN
apropiado	hätte	apropiar	haben	V	V;SBJV;SG;3;PST;FIN
apropiado	würde	apropiar	werden	V	V;SBJV;SG;3;PST;FIN
carreta	phantom	carreta	phantom	N	PROPN
carreta	gespenst	carreta	spensen	N	
carreta	warenkorb	carreta	warenkorben	N	ADV
carreta	einkaufswagen	carreta	einkaufswagen	N	V;NFIN
carreta	karren	carreta	karren	N	V;NFIN
carreta	wagen	carreta	wagen	N	
deberá	muss	deber	müssen	V	V;IND;SG;3;PRS;FIN
deberá	muß	deber	müssen	V	V;IND;SG;3;PRS;FIN
deberá	mussen	deber	mussen	V	
deberá	müssen	deber	müssen	V	V;IND;PL;3;PRS;FIN
deberá	must	deber	müssen	V	PROPN
buscaba	war	buscar	sein	V	V;IND;SG;3;PST;FIN
buscaba	wurde	buscar	werden	V	V;IND;SG;3;PST;FIN;PASS
buscaba	für	buscar	für	V	ADP
dubido	zweifel	dober	zweifel	V	
suor	schwitzen	suor	schwitzen	N	V;NFIN
suor	schweiß	suor	schweiß	N	ADJ
merca	kaufen	merca	kaufen	N	V;NFIN
merca	buy	merca	buy	N	PROPN;NOM;SG
merca	kauft	merca	kaufen	N	V;IND;SG;3;PRS;FIN
atraso	late	atraso	late	N	PROPN
atraso	späte	atraso	spät	N	
atraso	spät	atraso	spät	N	ADJ
copas	getränke	copa	getränk	N	
copas	getränk	copa	getränk	N	
copas	getränkeindustrie	copa	getränkeindustrie	N	ADJ
recto	gerade	recto	gerade	N	ADV
recto	straight	recto	straight	N	ADJ
recto	hetero	recto	hetero	N	ADJ
recto	direkt	recto	direkt	N	ADJ
recto	geradeaus	recto	geradeaus	N	ADJ
saúda	say	saúda	seyen	N	PROPN
saúda	sagen	saúda	sagen	N	V;NFIN
saúda	sag	saúda	saugen	N	
saúda	sagt	saúda	sagen	N	V;IND;SG;3;PRS;FIN
saúda	hallo	saúda	hallo	N	
saúda	hello	saúda	hello	N	PROPN;SG
saúda	servus	saúda	servus	N	
prusianos	preußen	prusiano	preußen	ADJ	
caramba	komme	caramba	kommen	PROPN	V;IND;SG;3;PRS;FIN
caramba	come	caramba	come	PROPN	PROPN
caramba	kommt	caramba	kommen	PROPN	V;IND;SG;3;PRS;FIN
caramba	komm	caramba	komm	PROPN	V;IND;SG;2;PRS;FIN
caramba	kommen	caramba	kommen	PROPN	V;NFIN
falabamos	über	falabar	über	V	ADP
falabamos	etwa	falabar	etwa	V	ADV
abrazo	umarmt	abrazo	umarmen	N	V;V.PTCP
abrazo	umarmen	abrazo	umarmen	N	V;NFIN
contarllo	sag	contarllo	saugen	N	
contarllo	sagen	contarllo	sagen	N	V;NFIN
contarllo	tell	contarllo	tell	N	
contarllo	er	contarllo	er	N	PRO;NOM;MASC;SG;3
contarllo	ihn	contarllo	er	N	PRO;ACC;MASC;SG;3
contarllo	ihm	contarllo	er	N	PRO;DAT;MASC;SG;3
escríbeme	schreiben	escríbeme	schreiben	PROPN	V;NFIN
escríbeme	schreibe	escríbeme	schreibe	PROPN	V;IND;SG;3;PRS;FIN
escríbeme	verfassen	escríbeme	verfassen	PROPN	V;NFIN
escríbeme	schreib	escríbeme	schreib	PROPN	V;IND;SG;2;FIN
escríbeme	schreibt	escríbeme	schreiben	PROPN	V;IND;SG;3;PRS;FIN
dáma	geben	dáma	geben	PROPN	V;NFIN
dáma	gebe	dáma	geben	PROPN	V;SBJV;SG;3;PRS;FIN
dáma	give	dáma	giv	PROPN	
dáma	gib	dáma	gib	PROPN	V;IND;SG;2;PRS;FIN
dáma	schenken	dáma	schenken	PROPN	V;NFIN
dicircho	sag	dicircho	saugen	V	
dicircho	tell	dicircho	tell	V	
dicircho	ihr	dicircho	ihr	V	PRO;NOM;MASC;SG
dicircho	dich	dicircho	du	V	
dicircho	du	dicircho	du	V	PRO;NOM;SG;2
dicircho	dir	dicircho	dur	V	
dicircho	sie	dicircho	sie	V	PRO;NOM;FEM;SG;3
veo	schleier	veo	schlei	V	ADJ
veo	veil	veo	veil	V	PROPN;NOM;SG
chámao	aufruf	chámao	aufruf	PROPN	N;SG
chámao	anrufen	chámao	anrufen	PROPN	V;NFIN
chámao	rufen	chámao	rufen	PROPN	V;NFIN
chámao	call	chámao	call	PROPN	ADJ
chámao	nennen	chámao	nennen	PROPN	V;NFIN
chámao	anruf	chámao	anruf	PROPN	N
chámao	er	chámao	er	PROPN	PRO;NOM;MASC;SG;3
chámao	ihn	chámao	er	PROPN	PRO;ACC;MASC;SG;3
chámao	ihm	chámao	er	PROPN	PRO;DAT;MASC;SG;3
parécelle	ihr	parécelle	ihr	PROPN	PRO;NOM;MASC;SG
parécelle	dich	parécelle	du	PROPN	
parécelle	du	parécelle	du	PROPN	PRO;NOM;SG;2
parécelle	dir	parécelle	dur	PROPN	
parécelle	sie	parécelle	sie	PROPN	PRO;NOM;FEM;SG;3
parécelle	she	parécelle	she	PROPN	PROPN
parécelle	sie	parécelle	sie	PROPN	PRO;NOM;FEM;SG;3
tea	tuch	tea	tach	N	
tea	lappen	tea	lappen	N	V;NFIN
tea	stoff	tea	stoff	N	
prefires	ihr	prefer	ihr	V	PRO;NOM;MASC;SG
prefires	dich	prefer	du	V	
prefires	du	prefer	du	V	PRO;NOM;SG;2
prefires	dir	prefer	dur	V	
prefires	sie	prefer	sie	V	PRO;NOM;FEM;SG;3
prefires	vielmehr	prefer	vielmehr	V	ADV
prefires	eher	prefer	eher	V	ADV
bicar	kuss	bicar	küssen	V	PROPN;NOM;SG
bicar	küss	bicar	küssen	V	PROPN;SG
bicar	kiss	bicar	kessen	V	PROPN;NOM;SG
sirvo	aufschlag	sirvo	aufschlagen	ADV	ADJ
sirvo	servieren	sirvo	servieren	ADV	V;NFIN
sirvo	dienen	sirvo	dienen	ADV	V;NFIN
lotaría	verlosung	lotaría	verlosung	V	N;SG
lotaría	lotto	lotaría	lotto	V	
lotaría	lotterie	lotaría	lotterie	V	ADJ;NOM;SG
lotaría	gewinnspiel	lotaría	gewinnspiel	V	N;NOM;NEUT;SG
inspección	inspektionen	inspección	inspektion	N	V;NFIN
inspección	kontrolle	inspección	kontroll	N	ADJ;NOM;FEM;SG
inspección	wohnheim	inspección	wohnheim	N	
inspección	schlafsaal	inspección	schlafsaal	N	ADJ
máximo	maximum	máximo	maximum	ADJ	
cambiaches	ihr	cambiaches	ihr	V	PRO;NOM;MASC;SG
cambiaches	dich	cambiaches	du	V	
cambiaches	du	cambiaches	du	V	PRO;NOM;SG;2
cambiaches	dir	cambiaches	dur	V	
cambiaches	sie	cambiaches	sie	V	PRO;NOM;FEM;SG;3
cambiaches	haven	cambiaches	haven	V	PROPN
cambiaches	wechsel	cambiaches	wechsel	V	ADV
cambiaches	veränderung	cambiaches	veränderung	V	N;NOM;FEM;SG
cambiaches	änderung	cambiaches	änderung	V	N;NOM;FEM;SG
almorzar	frühstück	almorzar	frühstücken	V	N;NOM;NEUT;SG
almorzar	mittag	almorzar	mittag	V	ADV
almorzar	mittagspause	almorzar	mittagspause	V	
almorzar	mittags	almorzar	mittags	V	ADV
almorzar	mittagessen	almorzar	mittagessen	V	N;NOM;NEUT;SG
liscou	she	liscar	she	V	PROPN
liscou	sie	liscar	sie	V	PRO;NOM;FEM;SG;3
liscou	linke	liscar	linker	V	ADJ;NOM;FEM;PL
liscou	linker	liscar	link	V	ADJ
liscou	links	liscar	links	V	ADV
liscou	linken	liscar	link	V	ADJ;MASC;PL
interesan	zinssatz	interesar	zinssatz	V	N;SG
interesan	zinsen	interesar	zinsen	V	
interesan	interessen	interesar	interesse	V	N;NOM;PL
interesan	zins	interesar	zins	V	
interesan	interesse	interesar	interesse	V	
interesan	interessiert	interesar	interessieren	V	ADJ
interesan	interessenten	interesar	interessent	V	
interesan	interesse	interesar	interesse	V	
peitos	ihr	peito	ihr	N	PRO;NOM;MASC;SG
peitos	ihre	peito	ihr	N	DET;NOM;FEM;SG
peitos	brust	peito	brusen	N	PROPN
peitos	busen	peito	busen	N	
peitos	brüste	peito	brüsen	N	ADJ
peitos	brüsten	peito	brüsten	N	V;IND;PL;3;FIN
peitos	brust	peito	brusen	N	PROPN
peitos	stillen	peito	still	N	V;NFIN
peitos	brüste	peito	brüsen	N	ADJ
peitos	busen	peito	busen	N	
peitos	muttermilch	peito	muttermilch	N	PROPN
baleiras	leere	baleira	leer	ADJ	
baleiras	leeres	baleira	leer	ADJ	N;NOM;NEUT;SG
sacalo	holen	sacalo	holen	N	V;NFIN
sacalo	erhalte	sacalo	erhalten	N	V;SG;FIN
sacalo	erhalten	sacalo	erhalten	N	ADJ;V.PTCP
sacalo	bekommen	sacalo	bekommen	N	V;NFIN
sacalo	bekomme	sacalo	bekommen	N	V;IND;SG;3;PRS;FIN
sacalo	aus	sacalo	aus	N	ADP
sacalo	ausgehen	sacalo	ausgehen	N	V;NFIN
sacalo	draußen	sacalo	draußen	N	ADV
sacalo	raus	sacalo	raus	N	ADV
sacalo	out	sacalo	out	N	PROPN
sacalo	nehmen	sacalo	nehmen	N	V;NFIN
sacalo	übernehmen	sacalo	übernehmen	N	V;NFIN
sacalo	nimm	sacalo	nehmen	N	V;IND;SG;2;PRS;FIN
sacalo	nehme	sacalo	nehmen	N	V;IND;SG;3;PRS;FIN
vina	säge	vina	sägen	V	
vina	ihr	vina	ihr	V	PRO;NOM;MASC;SG
vina	ihre	vina	ihr	V	DET;NOM;FEM;SG
unida	zusammen	unir	zusammen	V	ADV
unida	gemeinsam	unir	gemeinsam	V	ADJ
retiro	rente	retiro	rent	N	PROPN;NOM;FEM;SG
retiro	ruhestand	retiro	ruhestehen	N	
retiro	emeritierung	retiro	Emeritierung	N	ADJ
retiro	pensionierung	retiro	pensionierung	N	ADJ
retiro	nehmen	retiro	nehmen	N	V;NFIN
retiro	übernehmen	retiro	übernehmen	N	V;NFIN
retiro	nimm	retiro	nehmen	N	V;IND;SG;2;PRS;FIN
retiro	nehme	retiro	nehmen	N	V;IND;SG;3;PRS;FIN
peles	fellen	pel	fell	N	
peles	häute	pel	hauen	N	
peles	felle	pel	fell	N	ADJ
peles	skins	pel	skinsen	N	
peles	fellen	pel	fell	N	
peles	fell	pel	fell	N	
peles	felle	pel	fell	N	ADJ
cranio	schädel	cranio	schädel	N	ADJ
fique	messestand	fique	messestehen	V	ADV
fique	ständer	fique	stand	V	
destruíron	sie	destruír	sie	V	PRO;NOM;FEM;SG;3
destruíron	zerstörte	destruír	zerstört	V	ADJ;NOM;FEM;SG
fitzgerald	fitzgerald	fitzgerald	fitzgerald	ADJ	PROPN
fitzgerald	fitzgeralds	fitzgerald	fitzgeralds	ADJ	ADV
batallóns	bataillone	batallón	bataillon	N	ADJ;NOM;FEM;PL
veteranos	veteranen	veterano	veteranen	N	ADJ
veteranos	veteranen	veterano	veteranen	N	ADJ
veteranos	tierärzte	veterano	tierarzt	N	V;IND;SG;3;PST;FIN
valentía	courage	valentía	courage	N	PROPN;NOM;SG
valentía	mutig	valentía	mutig	N	ADJ
valentía	tapferkeit	valentía	tapferkeit	N	
defende	für	defender	für	V	ADP
cecais	vllt	cecal	vllt	ADV	
cecais	womöglich	cecal	womöglich	ADV	ADJ
torna	wird	torna	werden	V	V;IND;SG;3;PRS;FIN;PASS
faiche	ihr	fache	ihr	PROPN	PRO;NOM;MASC;SG
faiche	dich	fache	du	PROPN	
faiche	du	fache	du	PROPN	PRO;NOM;SG;2
faiche	dir	fache	dur	PROPN	
faiche	sie	fache	sie	PROPN	PRO;NOM;FEM;SG;3
faiche	macht	fache	machen	PROPN	V;IND;SG;3;PRS;FIN
métete	verstand	métete	verstehen	PROPN	
métete	mind	métete	mind	PROPN	
métete	geist	métete	geisen	PROPN	
cheguemos	erhalten	cheguer	erhalten	V	ADJ;V.PTCP
tesouro	schätzen	tesouro	schätzen	N	V;NFIN
tesouro	schätze	tesouro	schätzen	N	
tesouro	schatz	tesouro	schatz	N	
tesouro	schatzkammer	tesouro	schatzkammer	N	
despedidos	geplündert	despedir	plündern	N	V;V.PTCP
despedidos	entlassen	despedir	entlassen	N	V;V.PTCP
véxote	sehen	véxote	sehen	PROPN	V;NFIN
véxote	schau	véxote	schau	PROPN	;SG
véxote	see	véxote	see	PROPN	
véxote	siehe	véxote	sehen	PROPN	V;IMP;SG;FIN
véxote	ansehen	véxote	ansehen	PROPN	V;NFIN
véxote	ihr	véxote	ihr	PROPN	PRO;NOM;MASC;SG
véxote	dich	véxote	du	PROPN	
véxote	du	véxote	du	PROPN	PRO;NOM;SG;2
véxote	dir	véxote	dur	PROPN	
véxote	sie	véxote	sie	PROPN	PRO;NOM;FEM;SG;3
destruído	zerstörte	destruír	zerstört	V	ADJ;NOM;FEM;SG
roubando	diebstahl	roubar	diebstahl	V	
chamarme	aufruf	chamarme	aufruf	V	N;SG
chamarme	call	chamarme	call	V	ADJ
chamarme	anruf	chamarme	anruf	V	N
coñeciches	tat	coñeciche	tun	N	V;IND;SG;3;PST;FIN
coñeciches	hast	coñeciche	haben	N	V;IND;SG;3;PRS;FIN
coñeciches	ihr	coñeciche	ihr	N	PRO;NOM;MASC;SG
coñeciches	dich	coñeciche	du	N	
coñeciches	du	coñeciche	du	N	PRO;NOM;SG;2
coñeciches	dir	coñeciche	dur	N	
coñeciches	sie	coñeciche	sie	N	PRO;NOM;FEM;SG;3
coñeciches	treffen	coñeciche	treffen	N	V;NFIN
coñeciches	kennenlernen	coñeciche	kennenlernen	N	V;NFIN
coñeciches	erfüllen	coñeciche	erfüllen	N	V;NFIN
coñeciches	begegnen	coñeciche	begegnen	N	V;NFIN
coñeciches	er	coñeciche	er	N	PRO;NOM;MASC;SG;3
coñeciches	ihn	coñeciche	er	N	PRO;ACC;MASC;SG;3
coñeciches	ihm	coñeciche	er	N	PRO;DAT;MASC;SG;3
pixamas	pyjama	pixar	pyjama	N	PROPN;NOM;SG
marion	marion	marion	marion	PROPN	PROPN;NOM;SG
pénsao	über	pénsao	über	PROPN	ADP
pénsao	etwa	pénsao	etwa	PROPN	ADV
pénsao	denk	pénsao	denk	PROPN	
pénsao	denken	pénsao	denken	PROPN	V;NFIN
pénsao	denke	pénsao	denken	PROPN	
blue	blaue	blue	blau	PROPN	ADJ;NOM;FEM;PL
blue	blue	blue	blue	PROPN	PROPN;NOM;SG
blue	blau	blue	blau	PROPN	ADJ
blue	blauen	blue	blau	PROPN	ADJ
andrews	andrews	andrews	andrews	PROPN	PROPN
andrews	vom	andrews	vom	PROPN	
andrews	von	andrews	von	PROPN	ADP
andrews	ab	andrews	ab	PROPN	ADP
andrews	aus	andrews	aus	PROPN	ADP
perdóeme	vergeben	perdóeme	vergeben	N	V;V.PTCP
perdóeme	verzeihen	perdóeme	verzeihen	N	V;NFIN
perdóeme	verzeih	perdóeme	verzeih	N	;SG
chalana	boote	chalanar	bioten	ADJ	N;NOM;NEUT;PL
chalana	segelboot	chalanar	segelboot	ADJ	
chalana	boot	chalanar	booen	ADJ	ADV
pau	bleib	pau	bleib	N	V;IND;SG;2;PRS;FIN
pau	stick	pau	stick	N	PROPN;SG
pau	stock	pau	stock	N	PROPN
filliña	schreiben	filliña	schreiben	N	V;NFIN
filliña	buchstaben	filliña	buchstaben	N	V;NFIN
filliña	brief	filliña	brufen	N	V;IND;SG;3;PST;FIN
filliña	buchstabe	filliña	buchstabe	N	
filliña	lieben	filliña	lieben	N	V;FIN
filliña	liebe	filliña	lieb	N	PROPN;NOM;SG
filliña	liebes	filliña	lieb	N	;NOM;SG
filliña	lieber	filliña	lieb	N	
filliña	girl	filliña	gerlen	N	
excusas	ausrede	excusa	ausrede	N	ADV
excusas	ausreden	excusa	ausreden	N	V;NFIN
sagrada	heilig	sagrar	heilig	V	ADJ
sagrada	heilige	sagrar	heilig	V	ADJ;NOM;FEM;PL
sagrada	heiligen	sagrar	heilig	V	ADJ
sagrada	heiliges	sagrar	heilig	V	ADJ;NOM;NEUT;SG
sagrada	heiliger	sagrar	heilig	V	ADJ
sagrada	heilig	sagrar	heilig	V	ADJ
sagrada	heilige	sagrar	heilig	V	ADJ;NOM;FEM;PL
sagrada	heiligen	sagrar	heilig	V	ADJ
sagrada	holy	sagrar	holy	V	PROPN
sagrada	heiliger	sagrar	heilig	V	ADJ
mineral	mineralische	mineral	mineralisch	N	ADJ;NOM;FEM;PL
mineral	mineralwasser	mineral	mineralwasser	N	ADJ
mineral	mineral	mineral	mineral	N	PROPN
mineral	eisenerz	mineral	eisenerz	N	
mineral	erze	mineral	erzen	N	
mineral	erzen	mineral	erzen	N	
mineral	erz	mineral	erz	N	
andabas	ihr	andaba	ihr	N	PRO;NOM;MASC;SG
andabas	dich	andaba	du	N	
andabas	du	andaba	du	N	PRO;NOM;SG;2
andabas	dir	andaba	dur	N	
andabas	sie	andaba	sie	N	PRO;NOM;FEM;SG;3
andabas	wurden	andaba	werden	N	V;IND;PL;3;PST;FIN;PASS
andabas	waren	andaba	sein	N	V;IND;PL;3;PST;FIN
andabas	haben	andaba	haben	N	V;IND;PL;3;FIN
andabas	habe	andaba	haben	N	V;SBJV;SG;3;PRS;FIN
geoffrey	geoffrey	geoffrey	geoffrey	PROPN	PROPN;NOM;SG
geoffrey	gottfried	geoffrey	gottfriede	PROPN	PROPN;SG
cantaba	sing	cantar	sein	V	
tróuxenche	gebracht	tróuxenche	bringen	PROPN	V;V.PTCP
tróuxenche	brachten	tróuxenche	bringen	PROPN	V;IND;PL;3;PST;FIN
tróuxenche	brachte	tróuxenche	bringen	PROPN	V;IND;SG;3;PST;FIN
tróuxenche	mitgebracht	tróuxenche	mitbringen	PROPN	V;V.PTCP
tróuxenche	ihr	tróuxenche	ihr	PROPN	PRO;NOM;MASC;SG
tróuxenche	dich	tróuxenche	du	PROPN	
tróuxenche	du	tróuxenche	du	PROPN	PRO;NOM;SG;2
tróuxenche	dir	tróuxenche	dur	PROPN	
tróuxenche	sie	tróuxenche	sie	PROPN	PRO;NOM;FEM;SG;3
gaspare	gaspare	gaspare	gaßpare	N	PROPN;NOM;MASC;SG
armadas	bewaffnete	armado	bewaffnet	N	ADJ;NOM;SG
armadas	bewaffnet	armado	bewaffnen	N	ADJ;V.PTCP
armadas	bewaffneten	armado	bewaffnet	N	V;IND;PL;3;PST;FIN
