que	той	que	той	PRO;MASC;SG	DET;NOM;MASC;SG
selvagens	дикий	selvagem	дикий	N;MASC;PL	ADJ;NOM;MASC;SG
selvagens	wild	selvagem	wild	N;MASC;PL	
selvagens	диких	selvagem	дикий	N;MASC;PL	ADJ;ANIM;ACC;PL
selvagens	здичавілих	selvagem	здичавілий	N;MASC;PL	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
selvagens	дикун	selvagem	дикун	N;MASC;PL	N;ANIM;NOM;MASC;SG
convocado	покликали	convocar	покликати	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
divididos	розділена	dividir	розділений	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
divididos	розділив	dividir	розділити	V;MASC;PL;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
australiano	австралійська	australiano	австралійський	N;MASC;SG	ADJ;NOM;FEM;SG
australiano	австралійський	australiano	австралійський	N;MASC;SG	ADJ;NOM;MASC;SG
empréstimo	кредитні	empréstimo	кредитний	N;MASC;SG	ADJ;NOM;PL
empréstimo	кредити	empréstimo	кредити	N;MASC;SG	N;INAN;NOM;MASC;PL
adams	адамс	adar	адамс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
nevada	невада	nevar	невада	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
prince	принца	prince	принца	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
arranjos	аранжування	arranjo	аранжування	N;MASC;PL	N;INAN;NOM;NEUT;SG
arranjos	домовленість	arranjo	домовленість	N;MASC;PL	N;INAN;NOM;FEM;SG
arranjos	аранжування	arranjo	аранжування	N;MASC;PL	N;INAN;NOM;NEUT;SG
arranjos	розташування	arranjo	розташування	N;MASC;PL	N;INAN;NOM;NEUT;SG
sobreviventes	survivors	sobrevivente	survivors	N;MASC;PL	
sobreviventes	вижили	sobrevivente	вижити	N;MASC;PL	V;PFV;IND;PL;PST;FIN
sobreviventes	survivor	sobrevivente	survivor	N;MASC;PL	
missa	mass	missa	mass	N;FEM;SG	
panamá	панами	panamá	пан	N;MASC;SG	N;ANIM;INS;MASC;PL
ótimo	чудово	bom	чудово	ADJ;MASC;SG	ADV
franca	франції	franca	франція	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
franca	франція	franca	франція	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
salvo	збережені	salvar	збережений	ADV	ADJ;PFV;NOM;PL;V.PTCP;PASS
salvo	збережених	salvar	збережений	ADV	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
salvo	збережено	salvar	збережити	ADV	V;PFV;IND;0;FIN
salvo	збережений	salvar	збережений	ADV	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
salvo	врятований	salvar	врятований	ADV	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
lópez	лопес	lópez	лопес	PROPN;MASC;SG	PROPN;ANIM;NOM;FEM;SG
lópez	лопес	lópez	лопес	PROPN;MASC;SG	PROPN;ANIM;NOM;FEM;SG
tailândia	таїланд	tailândia	таїланда	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
sergio	серхіо	sergio	серхіо	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
praias	пляжний	praia	пляжний	N;FEM;PL	ADJ;NOM;MASC;SG
praias	біч	praia	біч	N;FEM;PL	N;INAN;NOM;MASC;SG
praias	пляж	praia	пляж	N;FEM;PL	N;INAN;NOM;MASC;SG
cento	cento	cento	cento	NUM;MASC;SG	
apresentados	представлена	apresentar	представлений	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
apresentados	презентувала	apresentar	презентувати	V;MASC;PL;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN
non	non	non	non	N;MASC;SG	
non	нон	non	нона	N;MASC;SG	
instalada	встановлені	instalar	встановлений	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
instalada	встановлений	instalar	встановлений	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
processamento	обробки	processamento	обробка	N;MASC;SG	N;INAN;NOM;FEM;PL
esfera	сфери	esfera	сфера	N;FEM;SG	N;INAN;NOM;FEM;PL
vivia	жили	viver	жити	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;PL;PST;FIN
vivia	жила	viver	жити	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;IND;SG;PST;FIN
vivia	жив	viver	жити	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN
cabeças	head	cabeça	head	N;FEM;PL	
cabeças	голова	cabeça	голова	N;FEM;PL	N;ANIM;NOM;FEM;SG
cabeças	голівка	cabeça	голівка	N;FEM;PL	N;INAN;NOM;FEM;SG
justin	джастін	justin	джастін	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
flash	флеш	flash	флеш	N;MASC;SG	
flash	flash	flash	flash	N;MASC;SG	
after	після	after	після	N;MASC;SG	ADP;GEN
florença	кінгстон	florença	кінгстон	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
florença	флоренції	florença	флоренція	N;MASC;SG	PROPN;INAN;GEN;FEM;SG
pesados	heavy	pesar	heavy	V;MASC;PL;V.PTCP	
pesados	важкий	pesar	важкий	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;SG
pesados	сильний	pesar	сильний	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;SG
destacar	підсвічування	destacar	підсвічування	V;NFIN	N;INAN;NOM;NEUT;SG
evidência	докази	evidência	доказ	N;FEM;SG	N;INAN;NOM;MASC;PL
nomeada	названий	nomear	названий	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
nomeada	назвали	nomear	назвати	V;FEM;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
nomeada	nominee	nomear	nominee	V;FEM;SG;V.PTCP	
michigan	michigan	michigan	michigan	N;MASC;SG	
nigéria	нігерія	nigéria	нігерія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
nigéria	нігерії	nigéria	нігерія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
danny	данні	danny	данній	N;MASC;SG	N;INAN;NOM;NEUT;PL
danny	денні	danny	денний	N;MASC;SG	ADJ;NOM;PL
foundation	foundation	foundation	foundation	N;MASC;SG	
foundation	бази	foundation	база	N;MASC;SG	N;INAN;NOM;FEM;PL
mora	мора	morar	мора	V;IND;SG;3;PRS;FIN	
mora	життів	morar	життя	V;IND;SG;3;PRS;FIN	N;INAN;GEN;NEUT;PL
gen	ґен	gen	ґен	N;MASC;SG	
josh	джош	josh	джош	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
dourada	золотий	dourar	золотий	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
dourada	голден	dourar	голден	V;FEM;SG;V.PTCP	
dourada	золоті	dourar	золотий	V;FEM;SG;V.PTCP	ADJ;NOM;PL
dourada	золоте	dourar	золотий	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
rey	рей	rey	рей	N;MASC;SG	
mortal	смертельна	mortal	смертельний	N;MASC;SG	ADJ;NOM;FEM;SG
mortal	смертельно	mortal	смертельно	N;MASC;SG	ADV
mortal	смертний	mortal	смертний	N;MASC;SG	ADJ;NOM;MASC;SG
mortal	смертельні	mortal	смертельний	N;MASC;SG	ADJ;NOM;PL
mortal	mortal	mortal	mortal	N;MASC;SG	
escuro	темні	escuro	темний	ADJ;MASC;SG	ADJ;NOM;PL
escuro	темно	escuro	темно	ADJ;MASC;SG	ADV
falso	false	falso	false	ADJ;MASC;SG	
falso	підробка	falso	підробка	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
envolvimento	заручини	envolvimento	заручина	N;MASC;SG	N;INAN;NOM;FEM;PL
coreano	корейська	coreano	корейський	N;MASC;SG	ADJ;NOM;FEM;SG
afeganistão	афганістан	afeganistão	афганістан	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
afeganistão	афганський	afeganistão	афганський	N;MASC;SG	ADJ;NOM;MASC;SG
integra	бездоганна	integrar	бездоганний	V;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;SG
assassino	скоєні	assassino	скоєний	N;MASC;SG	N;ANIM;NOM;MASC;PL
entretenimento	розваги	entretenimento	розвага	N;MASC;SG	N;INAN;NOM;FEM;PL
entretenimento	entertainment	entretenimento	entertainment	N;MASC;SG	
senhores	панове	senhor	панове	N;MASC;PL	ADJ;VOC;NEUT;SG
senhores	lords	senhor	lords	N;MASC;PL	
garcía	гарсія	garcía	гарсія	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
twitter	twitter	twitter	twitter	N;MASC;SG	
evangelho	євангеліє	evangelho	євангеліє	N;MASC;SG	PROPN;INAN;NOM;NEUT;SG
eliminatórias	плей	eliminatório	плей	N;FEM;PL	
lincoln	лінкольн	lincoln	лінкольн	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
costumes	митниця	costume	митниця	N;MASC;PL	N;INAN;NOM;FEM;SG
considerou	вважається	considerar	вважатися	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN
considerou	вважаються	considerar	вважатися	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN
considerou	вважають	considerar	вважати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN
gay	геї	gay	гей	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
gay	голубий	gay	голубий	N;MASC;SG	ADJ;NOM;MASC;SG
gay	гей	gay	гей	N;MASC;SG	
bits	біт	bit	біт	N;MASC;PL	
bits	біт	bit	біт	N;MASC;PL	
marshall	маршалл	marshall	маршалл	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
reinos	realms	reino	realms	N;MASC;PL	
brigada	бригади	brigado	бригада	N;FEM;SG	N;INAN;NOM;FEM;PL
under	під	under	під	N;MASC;SG	ADP;ACC
under	under	under	under	N;MASC;SG	
turco	турка	turco	турка	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
turco	турецька	turco	турецький	N;MASC;SG	ADJ;NOM;FEM;SG
turco	турецький	turco	турецький	N;MASC;SG	ADJ;NOM;MASC;SG
turco	турецькою	turco	турецький	N;MASC;SG	ADJ;INS;FEM;SG
turco	турецькі	turco	турецький	N;MASC;SG	ADJ;NOM;PL
derivado	похідна	derivado	похідний	V;MASC;SG;V.PTCP	N;INAN;NOM;FEM;SG
derivado	похідний	derivado	похідний	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
tocando	зворушлива	tocar	зворушливий	V;V.MSDR	ADJ;NOM;FEM;SG
tocando	програвання	tocar	програвання	V;V.MSDR	N;INAN;NOM;NEUT;SG
tocando	відтворення	tocar	відтворення	V;V.MSDR	N;INAN;NOM;NEUT;SG
leopoldo	леопольд	leopolder	леопольд	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rosaceae	розові	rosaceae	розовий	N;FEM;SG	
peito	груди	peito	груди	N;MASC;SG	N;INAN;NOM
peito	грудне	peito	грудний	N;MASC;SG	ADJ;NOM;NEUT;SG
peito	груди	peito	груди	N;MASC;SG	N;INAN;NOM
peito	грудей	peito	груди	N;MASC;SG	N;INAN;GEN
into	into	into	into	N;MASC;SG	
abrange	обкладинки	abranger	обкладинка	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;PL
abrange	обкладинок	abranger	обкладинок	V;IND;SG;3;PRS;FIN	N;INAN;GEN;FEM;PL
kansas	канзасі	kansa	канзас	N;MASC;SG	ADV
kansas	канзас	kansa	канзас	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
frutos	фрукт	fruto	фрукт	N;MASC;PL	N;INAN;NOM;MASC;SG
frutos	плід	fruto	плід	N;MASC;PL	N;INAN;NOM;MASC;SG
frutos	фруктові	fruto	фруктовий	N;MASC;PL	ADJ;NOM;PL
matthew	матвія	matthew	матвія	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
matthew	матвій	matthew	матвій	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
matthew	метью	matthew	меть	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
selecção	вибране	selecção	вибраний	N;FEM;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
sicília	сицилії	sicília	сицилія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
special	особливий	special	особливий	N;MASC;SG	ADJ;NOM;MASC;SG
special	спеціальний	special	спеціальний	N;MASC;SG	ADJ;NOM;MASC;SG
special	особливі	special	особливий	N;MASC;SG	ADJ;NOM;PL
special	особливе	special	особливий	N;MASC;SG	ADJ;NOM;NEUT;SG
special	спеціальні	special	спеціальний	N;MASC;SG	ADJ;NOM;PL
special	особлива	special	особливий	N;MASC;SG	ADJ;NOM;FEM;SG
gov	gov	gov	gov	N;MASC;SG	
studio	студії	studio	студія	N;MASC;SG	N;INAN;NOM;FEM;PL
studio	studio	studio	studio	N;MASC;SG	
studio	майстерні	studio	майстерня	N;MASC;SG	N;INAN;NOM;FEM;PL
studio	денне	studio	денний	N;MASC;SG	ADJ;NOM;NEUT;SG
abu	абу	abu	абий	PROPN;MASC;SG	
gráficos	графіку	gráfico	графік	N;MASC;PL	N;INAN;GEN;MASC;SG
gráficos	графічні	gráfico	графічний	N;MASC;PL	ADJ;NOM;PL
gráficos	графіка	gráfico	графіка	N;MASC;PL	N;INAN;NOM;FEM;SG
gráficos	графічні	gráfico	графічний	N;MASC;PL	ADJ;NOM;PL
gráficos	графіку	gráfico	графік	N;MASC;PL	N;INAN;GEN;MASC;SG
arroz	рис	arroz	риса	N;MASC;SG	N;INAN;GEN;FEM;PL
she	вона	she	вона	N;MASC;SG	PRO;NOM;FEM;SG;3
she	she	she	she	N;MASC;SG	
stuttgart	stuttgart	stuttgart	stuttgart	N;MASC;SG	
intensa	інтенсивно	intenso	інтенсивно	ADJ;FEM;SG	ADV
sentir	feel	sentir	feel	V;NFIN	
centrais	central	central	central	N;MASC;PL	
centrais	центральний	central	центральний	N;MASC;PL	ADJ;NOM;MASC;SG
centrais	центральна	central	центральний	N;MASC;PL	ADJ;NOM;FEM;SG
únicos	унікальний	único	унікальний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
únicos	унікальне	único	унікальний	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
montagem	зборів	montagem	збір	N;FEM;SG	N;INAN;GEN;MASC;PL
montagem	збори	montagem	збори	N;FEM;SG	N;INAN;NOM
recusa	відмовлятися	recusa	відмовлятися	N;FEM;SG	V;IPFV;NFIN
recusa	заборонити	recusa	заборонити	N;FEM;SG	V;PFV;NFIN
félix	фелікс	félix	фелікс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
félix	фелікс	félix	фелікс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
emergência	спостерігали	emergência	спостерігати	N;FEM;SG	V;IPFV;IND;PL;PST;FIN
emergência	надзвичайні	emergência	надзвичайний	N;FEM;SG	ADJ;NOM;PL
emergência	аварійні	emergência	аварійний	N;FEM;SG	ADJ;NOM;PL
emergência	швидка	emergência	швидкий	N;FEM;SG	ADJ;NOM;FEM;SG
montenegro	чорногорії	montenegro	чорногорія	N;MASC;SG	PROPN;INAN;GEN;FEM;SG
sombra	тіней	sombra	тінь	N;FEM;SG	N;INAN;GEN;FEM;PL
sombra	shadow	sombra	shadow	N;FEM;SG	
sombra	тони	sombra	тони	N;FEM;SG	N;INAN;NOM;MASC;PL
sombra	згорнути	sombra	згорнути	N;FEM;SG	V;PFV;NFIN
matos	матос	mato	матос	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
baker	бейкер	baker	бейкер	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
escolheu	обрали	escolher	обрати	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
permitido	дозволили	permitir	дозволити	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
permitido	дозволені	permitir	дозволений	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
anastácio	анастасій	anastácio	анастасія	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sucedeu	успішне	suceder	успішний	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG
saxe	саксен	saber	саксен	N;MASC;SG	
informática	інформатики	informática	інформатика	N;FEM;SG	N;INAN;NOM;FEM;PL
dinâmica	динамічний	dinâmica	динамічний	N;FEM;SG	ADJ;NOM;MASC;SG
dinâmica	динамічні	dinâmica	динамічний	N;FEM;SG	ADJ;NOM;PL
dinâmica	динамічна	dinâmica	динамічний	N;FEM;SG	ADJ;NOM;FEM;SG
dinâmica	динамічне	dinâmica	динамічний	N;FEM;SG	ADJ;NOM;NEUT;SG
contagem	рахувати	contagem	рахувати	N;FEM;SG	V;IPFV;NFIN
contagem	порядковий	contagem	порядковий	N;FEM;SG	ADJ;NOM;MASC;SG
acessado	звернення	acessar	звернення	V;MASC;SG;V.PTCP	N;INAN;NOM;NEUT;SG
acessado	доступ	acessar	доступ	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
heinrich	генріх	heinrich	генрій	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
violino	скрипці	violino	скрипка	N;MASC;SG	N;INAN;NOM;MASC;PL
gráfica	графічні	gráfico	графічний	N;FEM;SG	ADJ;NOM;PL
ambientes	середовища	ambiente	середовище	N;MASC;PL	N;INAN;NOM;NEUT;SG
cristal	ясні	cristal	ясний	N;MASC;SG	ADJ;NOM;PL
cristal	крістал	cristal	крістал	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
granada	ґранада	granada	ґранада	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
assunção	асунсьйон	assunção	асунсьйон	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
transforma	повороти	transformar	повороти	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
transforma	перетворення	transformar	перетворення	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
cristóvão	крістофер	cristóvão	крістофер	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
distintos	точний	distinto	точний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
distintos	окремий	distinto	окремий	ADJ;MASC;PL	ADJ;NOM;MASC;SG
distintos	явний	distinto	явний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
distintos	бувають	distinto	бувати	ADJ;MASC;PL	V;IPFV;IND;PL;3;PRS;FIN
grant	грант	grant	грант	N;MASC;SG	
grant	надати	grant	надати	N;MASC;SG	V;PFV;NFIN
armênia	вірменська	armênia	вірменський	N;FEM;SG	ADJ;NOM;FEM;SG
armênia	вірменії	armênia	вірменія	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
armênia	вірменія	armênia	вірменія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
rendeu	здалися	render	здатися	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
rendeu	здалися	render	здатися	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
rendeu	дали	render	дати	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
genebra	женеві	genebra	женевий	N;FEM;SG	PROPN;INAN;DAT;FEM;SG
sementes	насіння	semente	насіння	N;FEM;PL	N;INAN;NOM;NEUT;SG
sementes	насіння	semente	насіння	N;FEM;PL	N;INAN;NOM;NEUT;SG
sementes	потомство	semente	потомство	N;FEM;PL	N;INAN;NOM;NEUT;SG
parker	паркер	parker	паркер	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
repertório	репертуарний	repertório	репертуарний	N;MASC;SG	ADJ;NOM;MASC;SG
separados	відокремлених	separar	відокремлений	V;MASC;PL;V.PTCP	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
separados	розділені	separar	розділений	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
separados	окреме	separar	окреме	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG
avisos	попередження	aviso	попередження	N;MASC;PL	N;INAN;NOM;NEUT;SG
certificado	сертифікований	certificar	сертифікований	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
certificado	сертифікат	certificar	сертифікат	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
chefes	chiefs	chefe	chiefs	N;MASC;PL	
produzidas	ролик	produzir	ролик	V;FEM;PL;V.PTCP	N;INAN;NOM;MASC;SG
parecia	подивився	parecer	подивитися	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;IND;SG;PST;FIN
parecia	глянув	parecer	глянути	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;IND;SG;PST;FIN
parecia	здалося	parecer	здатися	V;IND;SG;3;IPFV;FIN	V;PFV;NEUT;IND;SG;PST;FIN
parecia	здавалося	parecer	здаватися	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;IND;SG;PST;FIN
poderosa	міць	poderoso	міць	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
poderosa	могутні	poderoso	могутній	ADJ;FEM;SG	ADJ;NOM;PL
poderosa	потужно	poderoso	потужно	ADJ;FEM;SG	ADV
classificada	оголошення	classificar	оголошення	V;FEM;SG;V.PTCP	N;INAN;NOM;NEUT;SG
classificada	класифікованих	classificar	класифікований	V;FEM;SG;V.PTCP	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
escrevendo	написання	escrever	написання	V;V.MSDR	N;INAN;NOM;NEUT;SG
escrevendo	запис	escrever	запис	V;V.MSDR	N;INAN;NOM;MASC;SG
escrevendo	запису	escrever	запис	V;V.MSDR	N;INAN;GEN;MASC;SG
bobby	боббі	bobby	бобба	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
regulares	заплановану	regular	запланований	ADJ;MASC;PL	ADJ;PFV;ACC;FEM;SG;V.PTCP;PASS
regulares	заплановано	regular	заплановати	ADJ;MASC;PL	V;PFV;IND;0;FIN
regulares	запланований	regular	запланований	ADJ;MASC;PL	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
regulares	регулярний	regular	регулярний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
regulares	звичайний	regular	звичайний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
regulares	формальний	regular	формальний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
exteriores	зовнішня	exterior	зовнішній	N;MASC;PL	ADJ;NOM;FEM;SG
liderou	led	liderar	led	V;IND;SG;3;PST;FIN	
liderou	лампочка	liderar	лампочка	V;IND;SG;3;PST;FIN	N;INAN;NOM;FEM;SG
ocupada	зайнята	ocupar	зайнятий	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
ocupada	зайнятість	ocupar	зайнятість	V;FEM;SG;V.PTCP	N;INAN;NOM;FEM;SG
ocupada	зайнятий	ocupar	зайнятий	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
ocupada	зайнятого	ocupar	зайнятий	V;FEM;SG;V.PTCP	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
ocupada	зайняте	ocupar	зайнятий	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
cantou	співали	cantar	співати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
cantou	заспівали	cantar	заспівати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
perguntas	вопросы	pergunta	вопрос	N;FEM;PL	
perguntas	запитання	pergunta	запитання	N;FEM;PL	N;INAN;NOM;NEUT;SG
perguntas	питання	pergunta	питання	N;FEM;PL	N;INAN;NOM;NEUT;SG
diagnóstico	діагностики	diagnóstico	діагностика	N;MASC;SG	N;INAN;NOM;FEM;PL
diagnóstico	діагностичний	diagnóstico	діагностичний	N;MASC;SG	ADJ;NOM;MASC;SG
imediato	негайно	imediato	негайно	N;MASC;SG	ADV
imediato	одразу	imediato	одразу	N;MASC;SG	ADV
imediato	відразу	imediato	відразу	N;MASC;SG	ADV
imediato	негайно	imediato	негайно	N;MASC;SG	ADV
imediato	негайного	imediato	негайний	N;MASC;SG	ADJ;GEN;MASC;SG
imediato	безпосередній	imediato	безпосередній	N;MASC;SG	ADJ;NOM;MASC;SG
entendimento	розуміючи	entendimento	розуміти	N;MASC;SG	V;IPFV;PRS;V.CVB
feridos	поранений	ferir	поранений	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
feridos	поранених	ferir	поранений	V;MASC;PL;V.PTCP	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
feridos	поранені	ferir	поранений	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
feridos	поранений	ferir	поранений	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
edgar	едгар	edgar	едгар	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
baltimore	балтимор	baltimore	балтимор	N;MASC;SG	V;IPFV;IND;PL;1;FUT;FIN
descobertas	відкриттів	descobrir	відкриття	V;FEM;PL;V.PTCP	N;INAN;GEN;NEUT;PL
descobertas	відкриття	descobrir	відкриття	V;FEM;PL;V.PTCP	N;INAN;NOM;NEUT;SG
descobertas	знахідка	descobrir	знахідка	V;FEM;PL;V.PTCP	N;INAN;NOM;FEM;SG
participando	участь	participar	участь	V;V.MSDR	N;INAN;ACC;FEM;SG
seco	сухо	seco	сухо	ADJ;MASC;SG	ADV
seco	сухі	seco	сухий	ADJ;MASC;SG	ADJ;NOM;PL
harmonia	harmony	harmonia	harmony	N;FEM;SG	
substituiu	замінено	substituir	замінити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
substituiu	замінили	substituir	замінити	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
aposentado	закріплені	aposentar	закріплений	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
versos	вірш	verso	вірш	N;MASC;PL	N;INAN;NOM;MASC;SG
dedicar	важкий	dedicar	важкий	V;NFIN	ADJ;NOM;MASC;SG
externo	зовнішні	externo	зовнішній	ADJ;MASC;SG	ADJ;NOM;PL
outono	падати	outono	падати	N;MASC;SG	V;IPFV;NFIN
outono	fall	outono	fall	N;MASC;SG	
hamburgo	гамбург	hamburgo	гамбург	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
oração	молитовне	oração	молитовний	N;FEM;SG	ADJ;NOM;NEUT;SG
oração	молитви	oração	молитва	N;FEM;SG	N;INAN;NOM;FEM;PL
numerosas	безліч	numeroso	безліч	ADJ;FEM;PL	N;INAN;NOM;FEM;SG
fita	стрічки	fita	стрічка	N;FEM;SG	N;INAN;NOM;FEM;PL
divina	божественна	divino	божественний	N;FEM;SG	ADJ;NOM;FEM;SG
fotografias	photos	fotografia	photos	N;FEM;PL	
fotografias	фото	fotografia	фото	N;FEM;PL	
fotografias	зображення	fotografia	зображення	N;FEM;PL	N;INAN;NOM;NEUT;SG
mma	мма	mma	мма	N;MASC;SG	
férias	святкова	férias	святковий	N;FEM;PL	ADJ;NOM;FEM;SG
férias	свято	férias	свято	N;FEM;PL	N;INAN;NOM;NEUT;SG
férias	відпустка	férias	відпустка	N;FEM;PL	N;INAN;NOM;FEM;SG
férias	свята	férias	свято	N;FEM;PL	N;INAN;NOM;NEUT;SG
romena	румунська	romeno	румунський	N;FEM;SG	ADJ;NOM;FEM;SG
físicos	фізична	físico	фізичний	N;MASC;PL	ADJ;NOM;FEM;SG
físicos	фізичні	físico	фізичний	N;MASC;PL	ADJ;NOM;PL
