periferia	покрайнините	periferia	покрайнина	N;FEM;SG	N;DEF;FEM;PL
dolci	сладко	dolce	сладко	N;PL	ADV
dolci	сладка	dolce	сладка	N;PL	ADJ;INDF;FEM;SG
malcolm	малкълм	malcolm	малкълм	N;MASC;SG	PROPN;INDF;MASC;SG
espressa	експрес	espresso	експрес	ADJ;FEM;SG	N;INDF;MASC;SG
espressa	изразена	espresso	изразя-(се)	ADJ;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
espressa	изразено	espresso	изразя-(се)	ADJ;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
espressa	изразен	espresso	изразя-(се)	ADJ;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
espressa	изразени	espresso	изразя-(се)	ADJ;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
poggio	поджо	poggio	поджо	N;MASC;SG	PROPN;INDF;MASC;SG
false	невярно	falso	неверен	ADJ;FEM;PL	ADV
false	фалшиво	falso	фалшиво	ADJ;FEM;PL	ADV
false	фалшива	falso	фалшив	ADJ;FEM;PL	ADJ;INDF;FEM;SG
evil	зла	evile	зъл	N	ADJ;INDF;FEM;SG
evil	зъл	evile	зъл	N	ADJ;INDF;MASC;SG
operativi	оперативно	operativo	оперативно	N;MASC;PL	ADV
operativi	оперативен	operativo	оперативен	N;MASC;PL	ADJ;INDF;MASC;SG
operativi	оперативни	operativo	оперативен	N;MASC;PL	ADJ;INDF;PL
operativi	оперативна	operativo	оперативен	N;MASC;PL	ADJ;INDF;FEM;SG
improvviso	внезапно	improvviso	внезапно	ADJ;MASC;SG	ADV
ombre	сянката	ombra	сянка	N;FEM;PL	N;DEF;FEM;SG
ombre	сянка	ombra	сянка	N;FEM;PL	N;INDF;FEM;SG
nasa	наса	nasa	наса	N;FEM;SG	PROPN;INDF;MASC;SG
alonso	алонсо	alonso	алонсо	N;MASC;SG	PROPN;INDF;MASC;SG
sconosciuta	непозната	sconosciuto	непознат	V;FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
sconosciuta	неизвестен	sconosciuto	неизвестен	V;FEM;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
sconosciuta	неизвестни	sconosciuto	неизвестен	V;FEM;SG;PST;V.PTCP	ADJ;INDF;PL
sconosciuta	неизвестно	sconosciuto	неизвестен	V;FEM;SG;PST;V.PTCP	ADV
sconosciuta	непознат	sconosciuto	непознат	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
sconosciuta	неизвестна	sconosciuto	неизвестен	V;FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
ducale	ducale	ducale	ducale	ADJ;SG	N;INDF;MASC;SG
catturati	заловен	catturare	заловя-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
catturati	пленен	catturare	пленен	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
catturati	уловен	catturare	уловен	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
eastern	източна	eastern	източен	N;SG	ADJ;INDF;FEM;SG
eastern	източно	eastern	източно	N;SG	ADV
eastern	източни	eastern	източен	N;SG	ADJ;INDF;PL
eastern	източен	eastern	източа-(се)	N;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
stevens	стивънс	stevens	стивънс	N;FEM;SG	PROPN;INDF;MASC;SG
doug	дъг	doug	дъг	N	PROPN;INDF;MASC;SG
invisibile	невидими	invisibile	невидим	ADJ;SG	ADJ;INDF;PL
invisibile	невидимо	invisibile	невидимо	ADJ;SG	ADV
invisibile	невидимо	invisibile	невидимо	ADJ;SG	ADV
ltd	ltd	ltd	ltd	N;MASC;SG	ADV
unesco	юнеско	unesco	юнеско	N;MASC;SG	ADV
mammiferi	бозайник	mammifero	бозайник	N;MASC;PL	N;INDF;MASC;SG
superstiti	оцелели	superstite	оцелея	N;MASC;PL	V;PFV;INDF;PL;PST;V.PTCP;ACT
superstiti	оцелелите	superstite	оцелея	N;MASC;PL	ADJ;PFV;DEF;PL;PST;V.PTCP;ACT
sonata	sonata	sonato	sonata	N;FEM;SG	PROPN;INDF;MASC;SG
assia	хес	assia	хес	N;FEM;SG	PROPN;INDF;MASC;SG
esclusiva	изключително	esclusivo	изключително	ADJ;FEM;SG	ADV
esclusiva	ексклузивно	esclusivo	ексклузивно	ADJ;FEM;SG	ADV
esclusiva	изключителни	esclusivo	изключителен	ADJ;FEM;SG	ADJ;INDF;PL
cartone	картонена	cartone	картонен	N;MASC;SG	ADJ;INDF;FEM;SG
bando	забележи	bando	забележа-(се)	N;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
bando	забележете	bando	забележа-(се)	N;MASC;SG	V;PFV;IMP;PL;2;FIN
incredibile	удивително	incredibile	удивително	ADJ;SG	ADV
incredibile	изумително	incredibile	изумително	ADJ;SG	ADV
incredibile	невероятно	incredibile	невероятно	ADJ;SG	ADV
incredibile	невероятно	incredibile	невероятно	ADJ;SG	ADV
incredibile	невероятно	incredibile	невероятно	ADJ;SG	ADV
comunicare	общуване	comunicare	общуване	V;NFIN	N;INDF;NEUT;SG
comunicare	общуване	comunicare	общуване	V;NFIN	N;INDF;NEUT;SG
discreto	дискретни	discreto	дискретен	ADJ;MASC;SG	ADJ;INDF;PL
discreto	дискретни	discreto	дискретен	ADJ;MASC;SG	ADJ;INDF;PL
discreto	дискретно	discreto	дискретно	ADJ;MASC;SG	ADV
basilea	базел	basilea	базел	N;FEM;SG	PROPN;INDF;MASC;SG
sviluppati	разработена	sviluppato	разработя-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
sviluppati	развит	sviluppato	развит-(се)	V;MASC;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
sviluppati	разработен	sviluppato	разработя-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sviluppati	развитите	sviluppato	развия-(се)	V;MASC;PL;PST;V.PTCP	ADJ;PFV;DEF;PL;V.PTCP;PASS
sviluppati	развита	sviluppato	развитам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ana	ана	ana	ана	N;FEM;SG	PROPN;INDF;FEM;SG
cerchi	кръгове	cercare	кръг	V;IND;SG;2;PRS;FIN	N;INDF;MASC;PL
cerchi	джанти	cercare	джанта	V;IND;SG;2;PRS;FIN	N;INDF;FEM;PL
sparta	спарта	spartare	спарт	N;FEM;SG	PROPN;INDF;FEM;SG
six	шестима	six	шестима	N	NUM;INDF;PL
six	шест	six	шест	N	NUM;INDF;PL
visite	посещенията	visita	посещение	V;IND;PL;3;PRS;FIN	N;DEF;NEUT;PL
visite	посещения	visita	посещение	V;IND;PL;3;PRS;FIN	N;INDF;NEUT;PL
veronica	вероника	veronico	вероника	ADJ;FEM;SG	N;INDF;FEM;SG
generare	генериране	generare	генериране	V;NFIN	N;INDF;NEUT;SG
generare	генериране	generare	генериране	V;NFIN	N;INDF;NEUT;SG
valvole	клапан	valvola	клапан	N;FEM;PL	N;INDF;MASC;SG
valvole	клапа	valvola	клап	N;FEM;PL	N;INDF;FEM;SG
pink	розово	pink	розово	N	ADV
pink	розов	pink	розов	N	ADJ;INDF;MASC;SG
pink	розова	pink	розова	N	ADJ;INDF;FEM;SG
pink	розови	pink	розов	N	ADJ;INDF;PL
raggiungibile	постижимо	raggiungibile	постижим	ADJ;SG	ADV
acquistare	покупка	acquistare	покупка	V;NFIN	N;INDF;FEM;SG
acquistare	закупуване	acquistare	закупуване	V;NFIN	N;INDF;NEUT;SG
acquistare	купуване	acquistare	купуване	V;NFIN	N;INDF;NEUT;SG
decima	tenth	decimare	tenth	ADJ;FEM;SG	PROPN;INDF;MASC;SG
trascorso	изразходвани	trascorrere	изразходвам	V;MASC;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
trascorso	похарчени	trascorrere	похарча	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
wells	уелс	wells	уелс	N;MASC;SG	PROPN;INDF;MASC;SG
wells	кладенци	wells	кладенец	N;MASC;SG	N;INDF;MASC;PL
alejandro	алехандро	alejandro	алехандро	N;MASC;SG	PROPN;INDF;MASC;SG
pasqua	великденски	pasqua	великденски	N;FEM;SG	ADJ;INDF;MASC;SG
ordina	сортиране	ordinare	сортиране	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
ordina	ред	ordinare	ред	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
ordina	поръчка	ordinare	поръчка	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
made	направена	made	направя-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
made	направено	made	направя-(се)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
made	направен	made	направя-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
made	направени	made	направя-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
etica	етично	etica	етичен	N;FEM;SG	ADV
etica	етичен	etica	етичен	N;FEM;SG	ADJ;INDF;MASC;SG
etica	етични	etica	етичен	N;FEM;SG	ADJ;INDF;PL
cole	коул	cole	коул	N;MASC;SG	PROPN;INDF;MASC;SG
collaborazioni	сътрудничество	collaborazione	сътрудничество	N;FEM;PL	N;INDF;NEUT;SG
ribelle	бунтар	ribelle	бунтар	ADJ;SG	N;INDF;MASC;SG
ribelle	бунтовник	ribelle	бунтовник	ADJ;SG	N;INDF;MASC;SG
ribelle	бунтовниците	ribelle	бунтовник	ADJ;SG	N;DEF;MASC;PL
ribelle	ренегат	ribelle	ренегат	ADJ;SG	N;INDF;MASC;SG
dinamica	динамика	dinamica	динамика	ADJ;FEM;SG	N;INDF;FEM;SG
dinamica	динамични	dinamica	динамичен	ADJ;FEM;SG	ADJ;INDF;PL
dinamica	динамика	dinamica	динамика	ADJ;FEM;SG	N;INDF;FEM;SG
dinamica	динамично	dinamica	динамично	ADJ;FEM;SG	ADV
emi	еми	eme	еми	N;FEM;SG	PROPN;INDF;MASC;SG
emi	emi	eme	emi	N;FEM;SG	PROPN;INDF;NEUT;SG
montato	монтирани	montare	монтирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
plastica	пластмаси	plastica	пластмас	N;FEM;SG	N;INDF;MASC;PL
plastica	пластмасова	plastica	пластмасов	N;FEM;SG	ADJ;INDF;FEM;SG
plastica	пластмасови	plastica	пластмасов	N;FEM;SG	ADJ;INDF;PL
plastica	пластмасов	plastica	пластмасов	N;FEM;SG	ADJ;INDF;MASC;SG
vantaggi	предимство	vantaggio	предимство	N;MASC;PL	N;INDF;NEUT;SG
vantaggi	преимущество	vantaggio	преимущество	N;MASC;PL	N;INDF;NEUT;SG
risolto	решени	risolvere	реша	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
risolto	решени	risolvere	реша	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
risolto	фиксирани	risolvere	фиксирам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
clarke	кларк	clarko	кларк	N;MASC;SG	PROPN;INDF;MASC;SG
navrátilová	навратилова	navrátilová	навратилова	N;FEM	PROPN;INDF;FEM;SG
distribuiti	разпределена	distribuire	разпределя	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
distribuiti	разпределен	distribuire	разпределя	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
distribuiti	разпределено	distribuire	разпределя	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
fair	справедлив	fair	справедлив	N;MASC	ADJ;INDF;MASC;SG
fair	справедливо	fair	справедливо	N;MASC	ADV
fair	справедлива	fair	справедлив	N;MASC	ADJ;INDF;FEM;SG
original	оригинални	original	оригинален	N;SG	ADJ;INDF;PL
original	оригинално	original	оригинален	N;SG	ADV
original	оригинална	original	оригинален	N;SG	ADJ;INDF;FEM;SG
original	оригинален	original	оригинален	N;SG	ADJ;INDF;MASC;SG
diamante	диамантен	diamante	диамантен	N;MASC;SG	ADJ;INDF;MASC;SG
diamante	даймънд	diamante	даймънд	N;MASC;SG	PROPN;INDF;MASC;SG
divino	божествени	divino	божествен	ADJ;MASC;SG	ADJ;INDF;PL
divino	божествено	divino	божествено	ADJ;MASC;SG	ADV
ripeto	повторение	ripetere	повторение	V;IND;SG;1;PRS;FIN	N;INDF;NEUT;SG
imperatori	императорът	imperatore	император	N;MASC;PL	N;DEF;MASC;SG
imperatori	император	imperatore	император	N;MASC;PL	N;INDF;MASC;SG
imperatori	императора	imperatore	император	N;MASC;PL	N;DEF;MASC;SG
volontario	доброволни	volontario	доброволен	N;MASC;SG	ADJ;INDF;PL
volontario	доброволен	volontario	доброволен	N;MASC;SG	ADJ;INDF;MASC;SG
volontario	доброволна	volontario	доброволен	N;MASC;SG	ADJ;INDF;FEM;SG
volontario	доброволно	volontario	доброволно	N;MASC;SG	ADV
volontario	доброволци	volontario	доброволец	N;MASC;SG	N;INDF;MASC;PL
hughes	хюс	hughes	хюс	N;MASC	PROPN;INDF;MASC;SG
hughes	хюз	hughes	хюз	N;MASC	PROPN;INDF;MASC;SG
ivo	иво	ivo	иво	N;MASC;SG	PROPN;INDF;MASC;SG
riservata	запазени	riservare	запазя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
funzionale	функционално	funzionale	функционално	ADJ;SG	ADV
funzionale	функционални	funzionale	функционален	ADJ;SG	ADJ;INDF;PL
misteriosa	загадъчен	misterioso	загадъча	ADJ;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
misteriosa	загадъчно	misterioso	загадъчен	ADJ;FEM;SG	ADV
misteriosa	мистериозно	misterioso	мистериозно	ADJ;FEM;SG	ADV
attendere	изчакване	attendere	изчакване	V;NFIN	N;INDF;NEUT;SG
attendere	чакане	attendere	чакане	V;NFIN	N;INDF;NEUT;SG
impiegata	работник	impiegare	работник	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
impiegata	служител	impiegare	служител	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
impiegata	служителка	impiegare	служителка	V;FEM;SG;PST;V.PTCP	N;INDF;FEM;SG
curata	излекувани	curare	излекувам	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
appennino	апенините	appennere	апенини	N;MASC;SG	N;DEF;FEM;PL
applicato	приложени	applicare	приложа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
cara	скъпи	caro	скъп	ADJ;FEM;SG	ADJ;INDF;PL
cara	кара	caro	карам-се	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
esegue	изпълняване	eseguire	изпълняване	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
causata	причинени	causare	причиня	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
palatinato	пфалц	palatinare	пфалц	ADJ;MASC;SG	PROPN;INDF;MASC;SG
precipitazioni	утаяване	precipitazione	утаяване	N;FEM;PL	N;INDF;NEUT;SG
nikolaj	николай	nikolaj	николай	N;MASC;SG	PROPN;INDF;MASC;SG
nikolaj	николай	nikolaj	николай	N;MASC;SG	PROPN;INDF;MASC;SG
mann	ман	mann	ман	N;MASC	PROPN;INDF;MASC;SG
proteste	протест	protesta	протест	N;FEM;PL	N;INDF;MASC;SG
banche	бенкс	banca	бенкс	N;FEM;PL	PROPN;INDF;MASC;SG
banche	банкс	banca	банкс	N;FEM;PL	PROPN;INDF;MASC;SG
banche	банкиране	banca	банкиране	N;FEM;PL	N;INDF;NEUT;SG
banche	банкови	banca	банков	N;FEM;PL	ADJ;INDF;PL
validi	валидна	valido	валиден	ADJ;MASC;PL	ADJ;INDF;FEM;SG
validi	валиден	valido	валиден	ADJ;MASC;PL	ADJ;INDF;MASC;SG
validi	валидно	valido	валиден	ADJ;MASC;PL	ADV
piombo	води	piombo	водя	N;MASC;SG	V;IPFV;IMP;SG;2;FIN
nazisti	нацистки	nazista	нацистки	N;MASC;PL	ADJ;INDF;MASC;SG
nazisti	нацист	nazista	нацист	N;MASC;PL	N;INDF;MASC;SG
nazisti	нацистка	nazista	нацистка	N;MASC;PL	N;INDF;FEM;SG
sita	сита	sita	сита	N;FEM;SG	N;INDF;NEUT;PL
effettivi	действителна	effettivo	действителен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
effettivi	действителен	effettivo	действителен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
uovo	яйца	uovo	яйце	N;MASC;SG	N;INDF;NEUT;PL
rifiuti	отпадък	rifiuto	отпадък	N;MASC;PL	N;INDF;MASC;SG
entrate	приход	entrata	приход	N;FEM;PL	N;INDF;MASC;SG
primogenito	първородния	primogenito	първороден	N;MASC;SG	ADJ;DEF;MASC;SG
applicare	прилагане	applicare	прилагане	V;NFIN	N;INDF;NEUT;SG
finanze	финанси	finanza	финанси	N;FEM;PL	N;INDF
finanze	финансиране	finanza	финансиране	N;FEM;PL	N;INDF;NEUT;SG
finanze	финанси	finanza	финанси	N;FEM;PL	N;INDF
grasso	мастни	grasso	мастен	N;MASC;SG	N;INDF;FEM;PL
grasso	шишко	grasso	шишко	N;MASC;SG	ADV
grasso	дебел	grasso	дебел	N;MASC;SG	ADJ;INDF;MASC;SG
grasso	дебела	grasso	дебел	N;MASC;SG	ADJ;INDF;FEM;SG
grasso	мазнини	grasso	мазнин	N;MASC;SG	N;INDF;FEM;PL
grasso	дебели	grasso	дебел	N;MASC;SG	ADJ;INDF;PL
grasso	дебел	grasso	дебел	N;MASC;SG	ADJ;INDF;MASC;SG
innumerevoli	безброй	innumerevole	безброй	ADJ;PL	ADV
innumerevoli	безброй	innumerevole	безброй	ADJ;PL	ADV
aggregato	съставна	aggregare	съставен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
collettivo	колективни	collettivo	колективен	ADJ;MASC;SG	ADJ;INDF;PL
collettivo	колектив	collettivo	колектив	ADJ;MASC;SG	N;INDF;MASC;SG
collettivo	колективно	collettivo	колективен	ADJ;MASC;SG	ADV
cacciatore	хънтър	cacciatore	хънтър	N;MASC;SG	PROPN;INDF;MASC;SG
mattoni	тухла	mattone	тухла	N;MASC;PL	N;INDF;FEM;SG
mattoni	брик	mattone	брик	N;MASC;PL	N;INDF;MASC;SG
seta	копринена	seta	копринен	N;FEM;SG	ADJ;INDF;FEM;SG
ideali	идеали	ideale	идеа	ADJ;PL	N;INDF;MASC;PL
ideali	идеален	ideale	идеален	ADJ;PL	ADJ;INDF;MASC;SG
ideali	идеал	ideale	идея	ADJ;PL	N;INDF;MASC;SG
liberali	либерална	liberale	либерален	N;PL	ADJ;INDF;FEM;SG
liberali	либерални	liberale	либерален	N;PL	ADJ;INDF;PL
liberali	либерален	liberale	либерален	N;PL	ADJ;INDF;MASC;SG
liberali	либерал	liberale	либерам	N;PL	N;INDF;MASC;SG
elettronico	електронно	elettronico	електронен	ADJ;MASC;SG	ADV
elettronico	електронни	elettronico	електронен	ADJ;MASC;SG	ADJ;INDF;PL
animati	анимирани	animato	анимирам	N;MASC;PL	V;PFV;INDF;PL;V.PTCP;PASS
estetica	естетика	estetico	естетика	ADJ;FEM;SG	N;INDF;FEM;SG
sonno	спи	sonno	спи	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sonno	спя	sonno	спя	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
sonno	спим	sonno	спя	N;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
sonno	спи	sonno	спи	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sonno	спим	sonno	спя	N;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
sonno	спи	sonno	спи	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
eccezionale	изключителни	eccezionale	изключителен	ADJ;SG	ADJ;INDF;PL
incisioni	гравиране	incisione	гравиране	N;FEM;PL	N;INDF;NEUT;SG
lopez	лопез	lopez	лопез		PROPN;INDF;FEM;SG
lopez	лопес	lopez	лопес		PROPN;INDF;MASC;SG
progressivo	постепенно	progressivo	постепенно	ADJ;MASC;SG	ADV
progressivo	прогресивно	progressivo	прогресивно	ADJ;MASC;SG	ADV
rischi	риск	rischio	риск	N;MASC;PL	N;INDF;MASC;SG
rischi	риска	rischio	риск	N;MASC;PL	N;DEF;MASC;SG
fusto	стволови	fusto	стволов	N;MASC;SG	N;INDF;MASC;PL
specializzato	специализирана	specializzato	специализирам	ADJ;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
specializzato	специализирано	specializzato	специализирам	ADJ;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
specializzato	специализиран	specializzato	специализирам	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
specializzato	специализирани	specializzato	специализирам	ADJ;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
specializzato	специализирана	specializzato	специализирам	ADJ;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
specializzato	специализиран	specializzato	специализирам	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
specializzato	специализирани	specializzato	специализирам	ADJ;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
pompeo	помпей	pompeo	помпей	N;MASC;SG	PROPN;INDF;MASC;SG
kyle	кайл	kyle	кайл	N	PROPN;INDF;MASC;SG
arabia	арабия	arabia	арабия	N;FEM;SG	PROPN;INDF;FEM;SG
eccessiva	прекомерни	eccessivo	прекомерен	ADJ;FEM;SG	ADJ;INDF;PL
eccessiva	прекомерен	eccessivo	прекомеря-(се)	ADJ;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
eccessiva	прекомерно	eccessivo	прекомерно	ADJ;FEM;SG	ADV
osservata	наблюдавани	osservare	наблюдавам	V;FEM;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
divieto	забрани	divieto	забраня	N;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
divieto	бан	divieto	бан	N;MASC;SG	PROPN;INDF;MASC;SG
earl	ърл	earl	ърл	N;MASC	PROPN;INDF;MASC;SG
intelligente	умно	intelligente	умно	ADJ;SG	ADV
intelligente	интелигентно	intelligente	интелигентно	ADJ;SG	ADV
intelligente	интелигентни	intelligente	интелигентен	ADJ;SG	ADJ;INDF;PL
intelligente	интелигентно	intelligente	интелигентно	ADJ;SG	ADV
intelligente	умно	intelligente	умно	ADJ;SG	ADV
intelligente	умни	intelligente	умна	ADJ;SG	ADJ;INDF;PL
navarra	навара	navarra	навар	N;FEM;SG	PROPN;INDF;FEM;SG
navarra	памплона	navarra	памплона	N;FEM;SG	PROPN;INDF;FEM;SG
meriti	заслужават	merito	заслужавам	N;MASC;PL	V;IPFV;IND;PL;3;PRS;FIN;ACT
meriti	заслуга	merito	заслуга	N;MASC;PL	N;INDF;FEM;SG
michail	михаил	michail	михаил	N;MASC;SG	PROPN;INDF;MASC;SG
michelle	мишел	michella	мишел	N;FEM;SG	PROPN;INDF;MASC;SG
square	квадратна	square	квадратен	N;MASC	ADJ;INDF;FEM;SG
square	квадратни	square	квадратен	N;MASC	ADJ;INDF;PL
square	квадратен	square	квадратен	N;MASC	ADJ;INDF;MASC;SG
anversa	антверпен	anversare	антверпен	N;MASC;SG	PROPN;INDF;MASC;SG
steel	стоманен	steel	стоманен	N	ADJ;INDF;MASC;SG
magica	магии	magico	магия	ADJ;FEM;SG	N;INDF;FEM;PL
magica	вълшебство	magico	вълшебство	ADJ;FEM;SG	N;INDF;NEUT;SG
magica	магия	magico	магия	ADJ;FEM;SG	N;INDF;FEM;SG
magica	вълшебно	magico	вълшебен	ADJ;FEM;SG	ADV
magica	магическо	magico	магически	ADJ;FEM;SG	ADV
bompiani	bompiani	bompiano	bompiani	N;MASC;PL	N;MASC;SG
significative	значителен	significativo	значителен	ADJ;FEM;PL	ADJ;INDF;MASC;SG
significative	значително	significativo	значително	ADJ;FEM;PL	ADV
significative	значим	significativo	значим	ADJ;FEM;PL	ADJ;INDF;MASC;SG
significative	значителна	significativo	значителен	ADJ;FEM;PL	ADJ;INDF;FEM;SG
bacio	целувам	bacio	целувам	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
sensibile	чувствително	sensibile	чувствително	ADJ;SG	ADV
sensibile	чувствителни	sensibile	чувствителен	ADJ;SG	ADJ;INDF;PL
generico	общи	generico	общ	N;MASC;SG	ADJ;INDF;PL
cartoni	картон	cartone	картон	N;MASC;PL	N;INDF;MASC;SG
spade	спейд	spada	спейд	N;FEM;PL	N;INDF;MASC;SG
oliva	маслиново	oliva	маслинов	N;FEM;SG	ADV
oliva	олива	oliva	оливам-(си)	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
innocenzo	невинен	innocenzo	невинен	N;MASC;SG	ADJ;INDF;MASC;SG
innocenzo	невинно	innocenzo	невинно	N;MASC;SG	ADV
innocenzo	невинна	innocenzo	невинен	N;MASC;SG	ADJ;INDF;FEM;SG
innocenzo	невинни	innocenzo	невинен	N;MASC;SG	ADJ;INDF;PL
ramírez	рамирес	ramírez	рамирес	N;FEM;SG	PROPN;INDF;MASC;SG
medievali	средновековна	medievale	средновековен	ADJ;PL	ADJ;INDF;FEM;SG
diamond	диамантен	diamond	диамантен	N;MASC;SG	ADJ;INDF;MASC;SG
diamond	даймънд	diamond	даймънд	N;MASC;SG	PROPN;INDF;MASC;SG
chang	ченг	chang	ченг	N;MASC;SG	PROPN;INDF;MASC;SG
miniera	моите	miniera	мой	N;FEM;SG	DET;DEF;PL;1
miniera	мой	miniera	мой	N;FEM;SG	DET;INDF;MASC;SG;1
miniera	моята	miniera	мой	N;FEM;SG	DET;DEF;FEM;SG;1
miniera	мое	miniera	мой	N;FEM;SG	DET;INDF;NEUT;SG;1
miniera	моя	miniera	мой	N;FEM;SG	DET;INDF;FEM;SG;1
miniera	моят	miniera	мой	N;FEM;SG	DET;DEF;MASC;SG;1
onorario	почетен	onorario	почетен	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
onorario	почетни	onorario	почетен	ADJ;MASC;SG	ADJ;INDF;PL
onorario	почетна	onorario	почетен	ADJ;MASC;SG	N;INDF;FEM;SG
trovate	открийте	trovare	открия-(се)	V;IND;PL;2;PRS;FIN	V;PFV;IMP;PL;2;FIN
trovate	намиране	trovare	намиране	V;IND;PL;2;PRS;FIN	N;INDF;NEUT;SG
trovate	намерете	trovare	намеря-(се)	V;IND;PL;2;PRS;FIN	V;PFV;IMP;PL;2;FIN
trovate	намери	trovare	намеря-(се)	V;IND;PL;2;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
trovate	намеря	trovare	намеря-(се)	V;IND;PL;2;PRS;FIN	V;PFV;IND;SG;1;PRS;FIN;ACT
selezionato	избрани	selezionato	избера	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
ordinaria	обикновени	ordinario	обикновен	ADJ;FEM;SG	ADJ;INDF;PL
belli	прекрасна	bello	прекрасна	ADJ;MASC;PL	ADJ;INDF;FEM;SG
belli	красива	bello	красив	ADJ;MASC;PL	ADJ;INDF;FEM;SG
belli	прекрасен	bello	прекрасен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
belli	красиво	bello	красиво	ADJ;MASC;PL	ADV
