die	do	die	do	DET;DEF	PROPN
papa	papá	papa	papá		PROPN
ground	terreo	ground	terreo		N
ground	chan	ground	chan		N
ground	terra	ground	terra		N
mussolini	mussolini	mussolini	mussolini		PROPN
dinosourus	de	dinosourus	de	N;SG	ADP
skouer	ombro	skouer	ombro		N
skouer	ombreiro	skouer	ombreiro		N
angels	os	angels	o		DET
angels	anxos	angels	anxo		N
angels	inferno	angels	inferno		N
verpleegster	enfermeira	verpleegster	enfermeiro	N;SG	ADJ
buurman	veciño	buurman	veciño	N;SG	ADJ
rolling	rolling	rolling	rolling		PROPN
bath	baño	bath	baño		N
oefeninge	dirixe	oefening	dirixe	N;PL	V
oefeninge	un	oefening	un	N;PL	DET
edwards	edwards	edwards	edwar	PROPN;SG	PROPN
arbeider	traballador	arbeider	traballador		N
arbeider	social	arbeider	social		ADJ
arbeider	obreiro	arbeider	obreiro		N
arbeider	obreiros	arbeider	obreiro		N
arbeider	parado	arbeider	parado		N
gerald	gerald	rald	gerald		PROPN
verbaas	abraiado	verbaas	abraiar		V
verbaas	sorprendidos	verbaas	sorprender		V
verbaas	sorprendeuse	verbaas	sorprendeuse		N
verbaas	sorprendeume	verbaas	sorprendeume		V
verbaas	sorprende	verbaas	sorprender		V
verbaas	sorprendido	verbaas	sorprender		V
dronk	bébedo	dronk	bébedo	V;PRS	N
dronk	bébeda	dronk	bébeda	V;PRS	N
dronk	un	dronk	un	V;PRS	DET
dronk	emborracheime	dronk	emborracheime	V;PRS	N
dors	sede	dors	sede		N
professioneel	profesionais	professioneel	profesional		N
professioneel	profesional	professioneel	profesional		ADJ
professioneel	un	professioneel	un		DET
battery	batería	battery	bater		V
knoppie	botón	knop	botón		N
oortollige	exceso	oortollig	exceso		N
oortollige	de	oortollig	de		ADP
diefstal	un	diefstal	un	N;SG	DET
diefstal	roubar	diefstal	roubar	N;SG	V
diefstal	roubando	diefstal	roubar	N;SG	V
seksie	sección	seksie	sección		N
kosmos	cosmos	kosmos	cosmo		V
wêrelde	mundos	wêreld	mundo	ADJ;NOM	N
toevertrou	marabilloso	toevertrou	marabilloso		ADJ
toevertrou	estupendo	toevertrou	estuper		V
geregtig	dereito	geregtig	dereito		N
reich	reich	reich	reich		PROPN
gone	marchou	gon	marchar		V
sjoe	vaites	sjoe	vaite		N
sjoe	uau	sjoe	uau		PROPN
sjoe	guau	sjoe	guau		PROPN
sjoe	vaia	sjoe	ir		V
vanaand	esta	vanaand	este	V;PRS	DET
vanaand	noite	vanaand	noite	V;PRS	N
vanaand	hoxe	vanaand	hoxe	V;PRS	ADV
insigte	sobre	insigte	sobre	N;PL	ADP
sekretaresse	de	sekretares	de	N;PL	ADP
normal	normal	normal	normal		ADJ
normal	normais	normal	normal		N
lojaal	leal	lojaal	leal	V;PRS	ADJ
gebaar	xesto	gebaar	xesto		N
gebaar	aceno	gebaar	aceno		N
stoute	sucio	stout	sucio	N;PL	ADJ
kingston	kingston	kingston	kingston		PROPN
durf	se	durf	se	V;PRS	CONJ
durf	a	durf	o	V;PRS	DET
sop	sopa	sop	sopa	V;PRS	N
bien	bien	bien	bien		PROPN
goes	vai	goes	ir		V
shirley	shirley	shirley	shirley		PROPN
glukose	glicosa	glukos	glicosa	N;SG	ADJ
nottingham	nottingham	nottingham	nottingham	N;SG	PROPN
papers	papeis	paper	papel		N
papers	prensa	paper	prensa		N
papers	os	paper	o		DET
papers	xornal	paper	xornal		N
papers	xornais	paper	xornal		N
able	quen	able	quen		PRO
able	de	able	de		ADP
able	capaz	able	capaz		ADJ
able	capaces	able	capaz		ADJ
able	poder	able	poder		V
geskakel	volta	skakel	volta	V;PST;V.PTCP	N
clara	clara	clara	claro		ADJ
freddie	freddie	freddie	freddiae		PROPN
gustave	gustave	gustave	gustave		PROPN
problems	problemas	problem	problema		N
problems	os	problem	o		DET
problems	problema	problem	problema		N
inn	inn	inn	inn		PROPN
inn	hotel	inn	hotel		PROPN
optel	ademais	optel	ademais	V;PRS	ADV
optel	tamén	optel	tamén	V;PRS	ADV
garcia	garcía	garcia	garcía		PROPN
ervaringe	as	ervaring	o	N;PL	DET
peak	pico	peak	pico		N
fidel	fidel	fidel	fidel		PROPN
respekteer	respectos	respekteer	respecto	V;PRS	N
vaartuie	sanguíneos	vaartuig	sanguíneo	N;PL	ADJ
slaapkamer	cuarto	slaapkamer	cuarto	N;SG	ADJ
vreemdeling	estraño	vreemdeling	estraño	N;SG	ADJ
colony	colonia	colony	colonia		N
geskeur	chaqueta	skeur	chaqueta	V;PST;V.PTCP	N
norton	norton	norton	norton		PROPN
bevinding	atopar	bevinding	atopar	N;SG	V
bevinding	de	bevinding	de	N;SG	ADP
bevinding	que	bevinding	que	N;SG	PRO
bevinding	a	bevinding	o	N;SG	DET
con	con	con	con		ADP
vou	as	vou	o	V;PRS	DET
heaven	ceo	heaven	ceo		N
heaven	deus	heaven	daus		N
heaven	ceos	heaven	ceos		N
mill	fábrica	mill	fábrica		N
mill	mill	mill	mill		PROPN
mill	muíño	mill	muíño		N
vonds	de	vonds	de	N;SG	ADP
misdadigers	delincuentes	misdadiger	delincuente	N;PL	ADJ
skaam	mágoa	skaam	mágoa		ADJ
skaam	vergoña	skaam	vergoña		N
skaam	que	skaam	que		PRO
hamburger	hamburguesa	hamburger	hamburguesa		N
operator	operadora	operator	operador	N;SG	ADJ
saul	saúl	saul	saúl		PROPN
gehardloop	marcharon	gehardloop	marchar		V
gehardloop	sen	gehardloop	sen		ADP
offers	ofréceme	offer	ofréceme	N;PL	PROPN
emosioneel	emocional	emosioneel	emocional		N
emosioneel	emocionais	emosioneel	emocional		ADJ
emosioneel	emotivo	emosioneel	emotivo		ADJ
emosioneel	sentimentais	emosioneel	sentimental		ADJ
dies	morre	dies	morre		V
penny	a	penny	o		DET
penny	penique	penny	penique		N
penny	penny	penny	penny		PROPN
edge	do	edge	do		PROPN
agentskappe	de	agentskap	de	N;PL	ADP
gestry	contra	stry	contra	V;PST;V.PTCP	ADP
middernag	noite	middernag	noite		N
middernag	ano	middernag	ano		N
middernag	reloxo	middernag	reloxo		N
middernag	doce	middernag	doce		N
middernag	media	middernag	media		N
middernag	medianoite	middernag	medianoite		PROPN
middernag	da	middernag	da		V
middernag	á	middernag	á		N
absoluut	realmente	absoluut	real		ADV
absoluut	absolutamente	absoluut	absolutamente		ADV
absoluut	totalmente	absoluut	total		ADV
absoluut	é	absoluut	ser		V
uitgedaag	a	uitdaag	o	V;PST;V.PTCP	DET
bestellings	as	bestelling	o	N;PL	DET
seattle	seattle	seattle	seattle		PROPN
mynwese	minería	mynwes	minería	ADJ;NOM	N
rochester	rochester	rochester	rochester		PROPN
emile	emile	emile	emile		PROPN
elektronies	electrónica	elektronies	electrónico	ADV	ADJ
elektronies	electrónico	elektronies	electrónico	ADV	ADJ
drankie	beber	drankie	beber	N;SG	V
seal	foca	seal	foca		N
seal	selo	seal	selo		N
vyftiende	quince	vyftiende	quince		NUM
dienaar	criado	dienaar	criar	N;SG	V
tariewe	de	tarief	de	N;PL	ADP
fellow	compañeiros	fellow	compañeiro		N
fellow	compañeiro	fellow	compañeiro		N
fellow	teus	fellow	teus		DET
fellow	tipo	fellow	tipo		N
fellow	amigo	fellow	amigo		N
fellow	colega	fellow	colego		N
onsigbare	invisibles	onsigbaar	invisible		ADJ
onsigbare	invisible	onsigbaar	invisible		ADJ
horlosies	ve	horlosie	ver	N;PL	V
horlosies	mira	horlosie	miro	N;PL	V
shall	que	shall	que		PRO
lamp	lámpada	lamp	lámpada		N
geluister	escoitei	geluister	escoitar		V
phu	phu	phu	phu		PROPN
hok	gaiola	hok	gaiola	V;PRS	N
mia	mia	mia	mia		PROPN
irish	irlandés	irish	irlandés		PROPN
irish	irlandeses	irish	irlander		N
irish	irlandesa	irish	irlandesa		ADJ
bakker	baker	bakker	baker		PROPN
vuurwapens	as	vuurwapens	o	N;PL	DET
doesn	non	doesn	non		PART
doesn	ten	doesn	ter		V
practice	unha	practic	un		DET
practice	práctica	practic	práctica		N
practice	practicar	practic	practicar		V
practice	exercen	practic	exercer		V
mafia	mafia	mafia	mafia		PROPN
wreed	cruel	wreed	cruel		N
aangenaam	agradábel	aannaam	agradábel	ADV	ADJ
joods	xudeu	joods	xudar		N
joods	bebé	joods	bebé		N
joods	xudeo	joods	xudeo		N
geaffekteer	afectados	affekteer	afectado	V;PST;V.PTCP	N
eienaardige	curioso	eienaardig	curioso	N;SG	ADJ
omhulsel	a	omhulsel	o		DET
omhulsel	cubrir	omhulsel	cubrir		V
omhulsel	cuberto	omhulsel	cuberto		V
omhulsel	cuberta	omhulsel	cubrir		V
bakkies	camións	bakkies	camión		N
maer	no	maag	no	N;SG	V
verdagte	sospeitosos	verdag	sospeitoso	N;PL	ADJ
gertrude	gertrude	rtruag	gertrude	N;SG	PROPN
beamptes	oficiais	beampte	oficial	N;PL	ADJ
beamptes	os	beampte	o	N;PL	DET
beamptes	seus	beampte	seu	N;PL	DET
luisteraars	quen	luisteraar	quen	N;PL	PRO
luisteraars	escoita	luisteraar	escoita	N;PL	V
luisteraars	ouvintes	luisteraar	ouvinte	N;PL	ADJ
krediet	roubada	krediet	roubada	N;SG	V
ontbyt	almorzo	ontbyt	almorzo	V;PRS	N
bomaanval	do	bomaanval	do	N;SG	PROPN
bomaanval	o	bomaanval	o	N;SG	DET
sonskyn	sol	sonskyn	sol	V;PRS	N
sonskyn	luz	sonskyn	luz	V;PRS	N
sonskyn	do	sonskyn	do	V;PRS	PROPN
aandring	en	aandring	en	V;PRS	ADP
going	vou	going	var		V
going	vai	going	ir		V
going	imos	going	ir		V
going	vas	going	ir		V
betaalde	pagar	betaal	pagar		V
betaalde	pagou	betaal	pagar		V
moor	páramo	moor	páramo		N
soon	en	soon	en		ADP
soon	canto	soon	canto		PRO
soon	axiña	soon	axiña		ADV
soon	pronto	soon	pronto		ADV
tor	tor	tor	tor	N;SG	PROPN
verrassing	sorprenda	verrassing	sorprendar	N;SG	V
verrassing	unha	verrassing	un	N;SG	DET
arme	pobre	arm	pobre	N;PL	ADJ
dna	o	dna	o	N;PL	DET
auschwitz	auschwitz	auschwitz	auschwitz		PROPN
kuier	amigo	kuier	amigo	V;PRS	N
affair	asunto	affair	asunto		N
warfare	guerra	warfaar	guerra		N
warfare	guerras	warfaar	guerra		N
hormone	hormonal	hormoon	hormonal	N;PL	ADJ
ruik	cheiro	ruik	cheiro	V;PRS	N
ruik	a	ruik	o	V;PRS	DET
ruik	ules	ruik	ul	V;PRS	PROPN
dem	eses	dem	ese		DET
herberg	inn	herberg	inn		PROPN
herberg	hotel	herberg	hotel		PROPN
colombo	colombo	colombo	colombo	PROPN;SG	N
soen	bico	soen	bico	V;PRS	N
soen	bícame	soen	bícame	V;PRS	PROPN
soen	un	soen	un	V;PRS	DET
soen	biquiño	soen	biquiño	V;PRS	PROPN
harm	dano	harm	dano		N
harm	mal	harm	mal		ADV
rok	traxes	rok	traxe	V;PRS	N
rok	roupa	rok	roupa	V;PRS	N
giuliano	giuliano	giuliano	giuliano		N
giuliano	a	giuliano	o		DET
lynch	linchamento	lynch	linchamento		N
lelik	fea	lelik	fear	ADV	N
lelik	feo	lelik	feo	ADV	N
begaan	cometiches	begaan	cometiche	V;PRS	N
begaan	cometeses	begaan	cometer	V;PRS	N
begaan	compromiso	begaan	compromiso	V;PRS	N
deursigtige	transparentes	deursigtig	transparente	ADJ;NOM	N
onsigbaar	invisibles	onsigbaar	invisible		ADJ
onsigbaar	invisible	onsigbaar	invisible		ADJ
hôtel	hotel	hôtel	hotel		PROPN
amy	amy	amy	amy		PROPN
betekenisvol	significativo	betekenisvol	significativo		ADJ
higgs	higgs	higg	higgs		PROPN
higgs	de	higg	de		ADP
step	paso	step	paso		N
step	un	step	un		DET
step	escala	step	escala		N
faal	non	faal	non	V;PRS	PART
veiliger	seguro	veilig	seguro	ADV;CMPR	N
meul	mill	meul	mill	N;SG	PROPN
vasberade	decidido	vasberade	decidir	N;PL	V
vasberade	con	vasberade	con	N;PL	ADP
root	orixe	root	orixe		N
root	raíz	root	raíz		N
madame	señora	madam	señor		N
madame	madame	madam	madame		N
hindernisse	obstáculos	hindernis	obstáculo		N
hay	feo	hay	feo		N
interview	entrevista	interview	entrevista		N
interview	unha	interview	un		DET
interview	entrevisto	interview	entrevisto		N
enceladus	encélado	enceladus	encélar		V
drew	drew	drew	drew		PROPN
philosophical	filosófica	philosophical	filosófico		ADJ
verkoper	vendedor	verkoper	vendedor		N
verkoper	libro	verkoper	libro		N
verkoper	máis	verkoper	máis		ADV
verkoper	vendido	verkoper	vendido		V
legal	xudicial	legal	xudicial		ADJ
legal	legal	legal	legal		ADJ
legal	legais	legal	legal		ADJ
swakste	peores	swakste	peor		ADJ
swakste	peor	swakste	peor		N
illusie	a	illusie	o		DET
illusie	ilusión	illusie	ilusión		N
jenny	jenny	jenny	jenny		PROPN
welt	welt	welt	welt		PROPN
dio	cassius	dio	cassius		PROPN
indosjina	indochina	indosjina	indochina		N
troos	felicidade	troos	felicidade		N
bakterie	as	bakterie	o	N;SG	DET
singer	cantante	sink	cantante		N
stein	stein	stein	star		PROPN
kassie	peito	kassie	peito		N
shore	costa	shoor	costa		N
waardevol	valioso	waardevol	valioso	PRO	ADJ
doors	as	door	o	PROPN;SG	DET
doors	portas	door	porta	PROPN;SG	N
doors	porta	door	porta	PROPN;SG	N
towenaar	mago	towenaar	mago		N
huil	choro	huil	choro	V;PRS	N
huil	berra	huil	berra	V;PRS	N
huil	vergoña	huil	vergoña	V;PRS	N
huil	choras	huil	chora	V;PRS	N
superior	superior	superior	superior		ADJ
superior	superiores	superior	superior		ADJ
marilyn	marilyn	marilyn	marilyn	N;SG	PROPN
ingestuur	a	instuur	o	V;PST;V.PTCP	DET
hanoi	hanoi	hanoi	hanol	PROPN;SG	PROPN
gemis	de	mis	de	ADV	ADP
ontdekte	descubrimos	ontdekte	descubrir		V
ontdekte	descuberto	ontdekte	descuberto		V
ontdekte	descubriu	ontdekte	descubriu		V
ontdekte	descubrín	ontdekte	descubrín		V
flash	de	flash	de		ADP
menslik	humanos	menslik	humano		ADJ
menslik	humana	menslik	humano		ADJ
menslik	humano	menslik	humano		ADJ
lothar	lothar	lothar	lothar		PROPN
arkansas	arkansas	arkansas	arkanso	PROPN;SG	PROPN
laurie	laurie	laurie	laurie		PROPN
kontrole	control	kontrool	control		N
kontrole	controlar	kontrool	controlar		V
kontrole	controla	kontrool	controlar		V
vergewe	perdóame	vergewe	perdóame	V;PRS	PROPN
vergewe	desculpe	vergewe	desculpe	V;PRS	PROPN
vergewe	perdóeme	vergewe	perdóeme	V;PRS	N
vergewe	perdoe	vergewe	perdoar	V;PRS	PROPN
skree	berro	skree	berro	V;PRS	N
frontier	fronteira	frontier	fronteira		N
antibiotika	dos	antibiotika	dos	N;SG	PROPN
ego	ego	ego	ego	V;PRS	N
manipulasie	manipulación	manipulasie	manipulación		N
kenya	kenia	kenya	kenia	PROPN;SG	PROPN
luca	luca	luca	luca		N
stok	quedarei	stok	quedar	N;SG	V
races	razas	race	raza		N
beramings	estima	beraming	estimar	N;PL	V
beramings	que	beraming	que	N;PL	PRO
bride	noiva	bride	noiva		N
geforseer	a	forseer	o	V;PST;V.PTCP	DET
geforseer	todo	forseer	todo	V;PST;V.PTCP	DET
burns	queimaduras	burns	queimadura	PROPN;SG	N
burns	arde	burns	arde	PROPN;SG	N
bridges	bridges	bridges	bridge	N;PL	PROPN
kaak	exposto	kaak	expor	N;SG	V
aanvoer	a	aanvoer	o	V;PRS	DET
aanvoer	até	aanvoer	até	V;PRS	ADV
wyl	tan	wyl	tan		ADV
wyl	como	wyl	como		PRO
wyl	tal	wyl	tal		DET
cry	chorar	cry	chorar		V
cry	chores	cry	chores		V
cry	choro	cry	choro		N
cry	berra	cry	berra		N
aspirien	aspirina	aspirien	aspirina		N
oproepe	chama	oproep	chamar	N;PL	V
oproepe	chamadas	oproep	chamar	N;PL	V
oproepe	as	oproep	o	N;PL	DET
oproepe	chamada	oproep	chamar	N;PL	V
oproepe	ninguén	oproep	ninguén	N;PL	ADV
deursoek	procura	deursoek	procura	V;PRS	N
regmaak	a	regmaak	o	V;PRS	DET
rit	pantalóns	rit	pantalón	V;PRS	N
rit	volta	rit	volta	V;PRS	N
chief	xefe	chief	xefar		N
chief	o	chief	o		DET
synde	ser	synde	ser		V
synde	estar	synde	estar		V
synde	a	synde	o		DET
synde	se	synde	se		CONJ
hirosjima	hiroshima	hirosjima	hiroshima	PROPN;SG	N
rat	rata	rat	rata		N
industrial	industrial	industrial	industrial		N
lojale	leal	lojal	leal		ADJ
jenkins	jenkins	jenkins	jenkins		N
dong	dong	dong	dong	PROPN;SG	PROPN
desperate	desesperado	desperaat	desesperar	N;PL	V
desperate	e	desperaat	e	N;PL	CONJ
resies	carreira	resies	carreira		N
resies	raza	resies	raza		N
resies	a	resies	o		DET
resies	internacional	resies	internacional		ADJ
resies	de	resies	de		ADP
resies	carreiras	resies	carreira		N
spier	muscular	spier	muscular	N;SG	ADJ
combined	combinados	combined	combinar		V
combined	combinadas	combined	combinar		V
combined	deben	combined	deber		V
combined	as	combined	o		DET
soldier	soldado	soldier	soldar		V
soldier	soldados	soldier	soldar		V
uittreksel	extraer	uittreksel	extraer	N;SG	V
uittreksel	extraen	uittreksel	extraer	N;SG	V
alfabeties	alfabética	alfabeties	alfabético		ADJ
yukon	yukon	yukon	yukon		PROPN
jeannie	jeannie	jeannie	jeannie		PROPN
jeannie	e	jeannie	e		CONJ
zola	zola	zola	zola	PROPN;SG	N
wegkruip	agochados	wegkruip	agochar		V
wegkruip	escondida	wegkruip	esconder		V
omkeer	non	omkeer	non	V;PRS	PART
omkeer	nunca	omkeer	nunca	V;PRS	ADV
transparent	transparentes	transparent	transparente		N
transparent	transparente	transparent	transparente		ADJ
heining	perista	heining	perista		N
intern	interno	intern	interno		ADJ
intern	interna	intern	interno		ADJ
fascisme	o	fascisme	o	N;SG	DET
trail	rastro	trail	rastro		N
trail	pista	trail	pistar		N
lokval	trampa	lokval	trampa	V;PRS	N
lokval	boca	lokval	boca	V;PRS	N
eerlik	honestamente	eerlik	honestamente		ADV
koöperatiewe	cooperativas	koöperatief	cooperativa	ADJ;NOM	N
koöperatiewe	cooperativa	koöperatief	cooperativa	ADJ;NOM	N
koöperatiewe	dos	koöperatief	dos	ADJ;NOM	PROPN
lachlan	lachlan	lachlan	lachlar		V
growth	crecemento	growth	crecemento		N
vermis	a	vermis	o	V;PRS	DET
vermis	falta	vermis	falta	V;PRS	N
sorteer	unha	sorteer	un	V;PRS	DET
sorteer	como	sorteer	como	V;PRS	PRO
sorteer	de	sorteer	de	V;PRS	ADP
sorteer	tipo	sorteer	tipo	V;PRS	N
sorteer	especie	sorteer	especie	V;PRS	N
sorteer	pouco	sorteer	pouco	V;PRS	ADV
sorteer	curto	sorteer	curto	V;PRS	ADJ
sorteer	curta	sorteer	curto	V;PRS	ADJ
sorteer	curtas	sorteer	curto	V;PRS	N
hemp	camisa	hemp	camisa		N
hemp	camiseta	hemp	camiseta		N
beat	golpearon	beat	golper		V
mining	minería	mining	minería		N
mining	mineiro	mining	mineiro		ADJ
forseer	forza	forseer	forza	V;PRS	N
forseer	a	forseer	o	V;PRS	DET
forseer	policía	forseer	policía	V;PRS	N
forseer	exército	forseer	exército	V;PRS	N
blameer	culpa	blameer	culpa	V;PRS	N
blameer	a	blameer	o	V;PRS	DET
blameer	non	blameer	non	V;PRS	PART
glimlag	sorrir	glimlag	sorrir	N;SG	V
glimlag	sorrí	glimlag	sorrí	N;SG	V
glimlag	sorrindo	glimlag	sorrir	N;SG	V
vaarwel	deica	vaarwel	deica		ADV
vaarwel	bico	vaarwel	bico		N
vaarwel	adeus	vaarwel	adeus		PROPN
sinvolle	corda	sinvolle	corda		N
sinvolle	cordo	sinvolle	cordo		N
stukkend	roto	stukkend	roto		N
clan	clan	clan	clan	PROPN;SG	PROPN
clan	do	clan	do	PROPN;SG	PROPN
clan	dos	clan	dos	PROPN;SG	PROPN
clan	clans	clan	clan	PROPN;SG	N
mystery	misterio	mystery	misterio		N
marty	marty	marty	marty		PROPN
solar	solar	solar	solar		V
solar	noso	solar	noso		DET
noble	nobre	noble	nobre		N
environmental	ambientais	environmental	ambiental		ADJ
besiel	inspiroume	besiel	inspiroume	N;SG	V
liza	liza	liza	liza		PROPN
hero	heroe	hero	heroe		N
lucky	afortunada	lucky	afortunar		V
lucky	sorte	lucky	sorte		N
lucky	afortunado	lucky	afortunar		V
lucky	con	lucky	con		ADP
lucky	de	lucky	de		ADP
goeters	isto	goeter	isto		PRO
goeters	cousas	goeter	cousa		N
goeters	material	goeter	material		N
bevrees	medo	bevrees	medo	V;PRS	N
bevrees	que	bevrees	que	V;PRS	PRO
klassiek	clásico	klassiek	clásico		ADJ
speak	falo	speak	falar		N
speak	falar	speak	falar		V
speak	falamos	speak	falar		V
speak	fala	speak	falar		V
speak	fale	speak	fale		V
speak	con	speak	con		ADP
belt	cinto	belt	cinto	V;PRS	N
geweldadige	violencia	geweldadig	violencia	ADJ;NOM	N
wendy	wendy	wendy	wendy		PROPN
soektogte	as	soektogte	o	N;PL	DET
aanbiedinge	ofréceme	aanbieding	ofréceme	N;PL	PROPN
challenge	reto	challeng	reto		N
challenge	desafío	challeng	desafío		N
challenge	desafiar	challeng	desafiar		V
arsenal	arsenal	arsenal	arsenal		N
arsenal	o	arsenal	o		DET
katherine	katherine	katherine	katherine		N
odusseus	ulises	odusseu	ulir	PRO;NOM;SG;3	N
raaisel	crebacabezas	raaisel	crebacabezas		N
raaisel	puzzle	raaisel	puzzle		N
gearriveer	á	arriveer	á	V;PST;V.PTCP	N
gearriveer	a	arriveer	o	V;PST;V.PTCP	DET
lekkergoed	candy	lekkergoed	candy	N;SG	PROPN
mccarthy	mccarthy	mccarthy	mccarthy	PROPN;SG	PROPN
oppad	que	oppad	que	V;PRS	PRO
onwillig	non	onwillig	non	ADV	PART
tyler	tyler	tyler	tyler		PROPN
gap	distancia	gap	distancia		N
masker	máscara	masker	máscara		N
verskriklik	moi	verskriklik	moi		ADV
verskriklik	extremadamente	verskriklik	extremadamente		ADV
verskriklik	tremendamente	verskriklik	tremendamente		ADV
inherent	inherente	inherent	inherente		ADJ
donkerte	escuridade	donkerte	escuridade	ADJ;NOM	N
aanbreek	conferencia	aanbreek	conferencia	V;PRS	N
aanbreek	de	aanbreek	de	V;PRS	ADP
aanbreek	conferencias	aanbreek	conferencia	V;PRS	N
aanbreek	rolda	aanbreek	rolda	V;PRS	N
vice	vicepresidente	vice	vicepresidente		N
vice	vicio	vice	vicio		N
vice	iwabuchi	vice	iwabuchi		PROPN
vice	antivicio	vice	antivicio		PROPN
verdra	barullento	verdra	barullento	V;PRS	PROPN
verdra	ruidoso	verdra	ruidoso	V;PRS	ADJ
geassosieerde	asociados	assosieer	asociar	ADJ;NOM	V
geassosieerde	coa	assosieer	coar	ADJ;NOM	V
geassosieerde	asociado	assosieer	asociar	ADJ;NOM	V
isn	é	isn	ser		V
isn	non	isn	non		PART
isn	está	isn	estar		V
dominansie	dominación	dominansie	dominación		N
pretty	moi	pretty	moi		ADV
pretty	bastante	pretty	bastante		ADV
pretty	bonita	pretty	bonita		N
pretty	ben	pretty	ben		ADV
werkloos	no	werkloos	no		V
werkloos	paro	werkloos	paro		N
werkloos	parados	werkloos	parado		N
werkloos	aumento	werkloos	aumento		N
geteiken	obxectivo	teiken	obxectivo	V;PST;V.PTCP	N
pete	pete	pete	pete		PROPN
joey	joey	joey	joey		PROPN
joey	pío	joey	pío		PROPN
joey	joska	joey	joska		N
aanbiedings	ofréceme	aanbieding	ofréceme	N;PL	PROPN
vierkantig	cadrado	vierkantig	cadrado		ADJ
vierkantig	square	vierkantig	square		V
vierkantig	cadradas	vierkantig	cadrada		ADJ
vierkantig	praza	vierkantig	praza		N
vierkantig	limpo	vierkantig	limpo		ADJ
deskundige	especialista	deskundig	especialista	ADJ;NOM	N
dixie	dixie	dixie	dixie		PROPN
gewelddadig	violentos	gewelddadig	violento		ADJ
gewelddadig	violenta	gewelddadig	violento		ADJ
gewelddadig	violentas	gewelddadig	violento		ADJ
gewelddadig	violento	gewelddadig	violento		ADJ
gewelddadig	violencia	gewelddadig	violencia		N
edouard	edouard	edouard	edouard	PROPN;SG	V
villages	aldeas	village	aldea		N
villages	pobos	village	pobo		N
roses	rosas	roses	rosa		N
bravo	bravo	bravo	bravo		ADJ
jaloers	ciumento	jaloers	ciumento		N
jaloers	celosa	jaloers	celosar		ADJ
koeël	bala	koeël	bala	V;PRS	N
volunteers	voluntarios	volunteers	voluntario		N
schloss	o	schloss	o		DET
schloss	castelo	schloss	castelo		N
workers	os	worker	o	N;PL	DET
speech	charla	speech	charlar		N
speech	discurso	speech	discurso		N
speech	expresión	speech	expresión		N
speech	fala	speech	falar		V
pride	orgullo	pride	orgullo		N
pride	orgulloso	pride	orgulloso		ADJ
turing	test	turing	test		N
turing	turing	turing	turing		N
eureka	eureka	eureka	eureka	N;SG	PROPN
taliban	talibáns	taliban	talibán	PROPN;SG	N
verewig	para	verewig	para		ADP
verewig	sempre	verewig	sempre		ADV
verewig	eternamente	verewig	eternamente		ADV
besteding	gastar	besteding	gastar	N;SG	V
besteding	pasar	besteding	pasar	N;SG	V
deftige	bonitas	deftige	bonita	ADJ;NOM	N
vrot	horríbel	vrot	horríbel		ADJ
partytjies	dos	partytjie	dos	N;PL	PROPN
deursigtig	transparentes	deursigtig	transparente	V;PRS	N
deursigtig	transparente	deursigtig	transparente	V;PRS	ADJ
dok	doc	dok	doc	N;SG	PROPN
gevries	xeado	gevries	xear	V;PST;V.PTCP	N
princes	príncipes	princes	príncipe		N
sloan	sloan	sloan	sloar		PROPN
sloan	a	sloan	o		DET
sloan	matou	sloan	matar		V
aandete	cear	aandet	cear	N;SG	V
aandete	a	aandet	o	N;SG	DET
cool	xenial	cool	xenial		ADJ
cool	ben	cool	ben		ADV
cool	fresco	cool	fresco		N
memoir	declaración	memoir	declaración		N
druppel	lanzamento	druppel	lanzamento	V;PRS	N
kolf	a	kolf	o	N;SG	DET
middagete	xantar	middaget	xantar	N;PL	V
middagete	o	middaget	o	N;PL	DET
middagete	comer	middaget	comer	N;PL	V
grafika	gráficos	grafika	gráfico	N;SG	ADJ
punk	un	punk	un		DET
skuiwe	se	skuif	se	N;PL	CONJ
skuiwe	move	skuif	mover	N;PL	V
pocket	peto	pocket	peto		N
pocket	petos	pocket	peto		N
amen	amen	amen	amen	N;SG	PROPN
tech	tecnolóxica	tech	tecnolóxico		ADJ
tech	tecnolóxicas	tech	tecnolóxico		ADJ
graves	foxas	grave	foxa		N
graves	comúns	grave	común		ADJ
graves	tumbas	grave	tumba		N
omgee	igual	omgee	igual	V;PRS	ADV
omgee	me	omgee	me	V;PRS	PRO
ilse	llse	ilse	llse		PROPN
stamp	filatelia	stamp	filatelia		N
stamp	selo	stamp	selo		N
cuba	cuba	cuba	cuba		PROPN
cuba	cubana	cuba	cubano		ADJ
rabbi	rabino	rabbi	rabino		N
aandrywer	de	aandrywer	de	N;SG	ADP
aandrywer	o	aandrywer	o	N;SG	DET
aandrywer	conducir	aandrywer	conducir	N;SG	V
aandrywer	conduzo	aandrywer	conduzo	N;SG	PROPN
warrior	guerreiro	warrior	guerreiro	PROPN;SG	N
warrior	forte	warrior	forte	PROPN;SG	ADJ
gravitasie	a	gravitasie	o	N;SG	DET
partytjie	festa	partytjie	festa		N
partytjie	partido	partytjie	partido		N
pret	ben	pret	ben	N;SG	ADV
pret	divertido	pret	divertir	N;SG	V
pret	divertida	pret	diverter	N;SG	V
kleinletters	máis	kleinletter	máis	N;PL	ADV
