que	那	que	那	PRO	DET
pregunto	你	pregunto	你	V	PRO;2
evidencia	那	evidencia	那	N	DET
tecnoloxías	新	tecnoloxía	新	N	PART
tecnoloxías	新	tecnoloxía	新	N	ADJ
aposta	賭	apostar	賭	V	N
aposta	賭注	apostar	賭注	V	N
reunir	集合	reunir	集合	V	N
reunir	集會	reunir	集會	V	N
reunir	會議	reunir	會議	V	N
reunir	這裡	reunir	這裡	V	PRO
charlas	tedx	charla	tedx	N	
charlas	聊	charla	聊	N	V
evolución	演化	evolución	演化	N	V
evolución	演變	evolución	演變	N	V
evolución	進化	evolución	進化	N	V
evolución	演進	evolución	演進	N	V
evolución	演化	evolución	演化	N	V
evolución	進化	evolución	進化	N	V
déixenme	讓	déixenme	讓	PROPN	V;CAUS
déixenme	而且	déixenme	而且	PROPN	ADV
déixenme	和	déixenme	和	PROPN	ADP
déixenme	還	déixenme	還	PROPN	ADV
mañás	早晨	mañás	早晨	ADV	N
mañás	早上	mañás	早上	ADV	N
mañás	上午	mañás	上午	ADV	N
oportunidades	獲取	oportunidade	獲取	N	V
oportunidades	獲得	oportunidade	獲得	N	V
oportunidades	得到	oportunidade	得到	N	V
noutros	其他	noutro	其他	N	DET
fiscal	檢察	fiscal	檢察	ADJ	N
fiscal	區	fiscal	區	ADJ	N
fiscal	地區	fiscal	地區	ADJ	N
comprende	你	comprender	你	V	PRO;2
xogan	彈	xogar	彈	V	N
xogan	她們	xogar	她	V	PRO;PL;3
xogan	他們	xogar	他	V	PRO;PL;3
xogan	它們	xogar	它	V	PRO;PL;3
xogan	game	xogar	game	V	
xogan	比賽	xogar	比賽	V	N
xogan	遊戲	xogar	遊戲	V	N
xenética	遺傳	xenético	遺傳	ADJ	N
xenética	遺傳	xenético	遺傳	ADJ	N
xenética	遺傳	xenético	遺傳	ADJ	N
xenética	然而	xenético	然而	ADJ	ADV
credes	你	crede	你	V	PRO;2
quedaba	而且	quedar	而且	V	ADV
quedaba	和	quedar	和	V	ADP
quedaba	還	quedar	還	V	ADV
quedaba	左側	quedar	左側	V	N
quedaba	左	quedar	左	V	N
quedaba	左翼	quedar	左翼	V	N
quedaba	左邊	quedar	左邊	V	N
quedaba	她	quedar	她	V	PRO;3
mudou	更	mudar	更	V	ADV
directa	直接	directo	直接	ADJ	ADV
directa	直直	directo	直直	ADJ	ADV
directa	直	directo	直	ADJ	
colocar	站	colocar	站	V	N
colocar	地方	colocar	地方	V	N
colocar	地點	colocar	地點	V	N
entenden	她們	entender	她	V	PRO;PL;3
entenden	他們	entender	他	V	PRO;PL;3
entenden	它們	entender	它	V	PRO;PL;3
cós	互動	cós	互動	N	V
cós	相互	cós	相互	N	ADJ
800	關於	800	關於	NUM	ADP
acerca	關於	acercar	關於	V	ADP
acabas	你	acaba	你	N	PRO;2
acabas	結束	acaba	結束	N	V
acabas	只	acaba	只	N	ADV
acabas	只要	acaba	只要	N	ADP
xuntar	一起	xuntar	一起	V	N
xuntar	再次	xuntar	再次	V	ADV
xuntar	集合	xuntar	集合	V	N
deberiades	你	deberiade	你	N	PRO;2
deberiades	應	deberiade	應	N	V
vermes	蠕蟲	verme	蠕蟲	N	
aprendendo	學	aprender	學	V	N
aprendendo	如何	aprender	如何	V	
recoñecemento	承認	recoñecemento	承認	N	V
recoñecemento	表彰	recoñecemento	表彰	N	V
alternativa	候補	alternativa	候補	N	V
alternativa	選擇	alternativa	選擇	N	V
febre	發燒	febre	發燒	N	V
febre	發熱	febre	發熱	N	V
estábamos	而且	estábar	而且	V	ADV
estábamos	和	estábar	和	V	ADP
estábamos	還	estábar	還	V	ADV
estábamos	已經	estábar	已經	V	ADV
chegara	早	chegarar	早	V	N
chegara	先前	chegarar	先前	V	N
chegara	時光	chegarar	時光	V	N
chegara	時間	chegarar	時間	V	N
descrición	說明	descrición	說明	N	V
descrición	描述	descrición	描述	N	V
descrición	那	descrición	那	N	DET
córtex	皮層	córtex	皮層	PROPN	N
córtex	聽覺	córtex	聽覺	PROPN	N
jeff	jeff	jeff	jeff	PROPN	
efectivo	有效	efectivo	有效	ADJ	V
efectivo	現金	efectivo	現金	ADJ	N
efectivo	任何	efectivo	任何	ADJ	DET
camiña	步行	camiñar	步行	V	N
camiña	步行	camiñar	步行	V	N
camiña	現在	camiñar	現在	V	N
independente	獨立	independente	獨立	ADJ	N
pensade	關於	pensade	關於	V	ADP
millo	小	millo	小	N	PART
millo	麥子	millo	麥子	N	PROPN
noticia	檢舉	noticia	檢舉	N	V
universal	環球	universal	環球	ADJ	PROPN
universal	普及	universal	普及	ADJ	V
universal	普遍	universal	普遍	ADJ	ADV
universal	全球	universal	全球	ADJ	N
dise	她們	dise	她	N	PRO;PL;3
dise	他們	dise	他	N	PRO;PL;3
dise	它們	dise	它	N	PRO;PL;3
aburrido	無聊	aburrido	無聊	ADJ	V
aburrido	獲取	aburrido	獲取	ADJ	V
aburrido	獲得	aburrido	獲得	ADJ	V
aburrido	得到	aburrido	得到	ADJ	V
alcol	太	alcol	太	N	ADV
scott	scott	scott	scott	PROPN	
regra	統治	regra	統治	N	V
levanta	你	levantar	你	V	PRO;2
levanta	站	levantar	站	V	N
botón	按	botón	按	N	ADP
botón	推	botón	推	N	
botón	推推	botón	推推	N	V
botón	推動	botón	推動	N	V
botón	旋鈕	botón	旋鈕	N	
tubo	管	tubo	管	N	
tubo	餵食	tubo	餵食	N	
tubo	進食	tubo	進食	N	V
tubo	餵養	tubo	餵養	N	
escolla	選擇	escolla	選擇	N	V
aproximadamente	關於	aproximadamente	關於	ADV	ADP
voando	飛	voar	飛	V	N
voando	飛翔	voar	飛翔	V	N
voando	飛	voar	飛	V	N
voando	蒼蠅	voar	蒼蠅	V	N
voando	飛翔	voar	飛翔	V	N
tranquilos	向	tranquilo	向	N	ADP
morrendo	死神	morrer	死神	V	N
morrendo	挨餓	morrer	挨餓	V	
poderes	權力	poder	權力	V	N
poderes	當局	poder	當局	V	N
pregúntalle	問	pregúntalle	問	ADJ	
pregúntalle	她	pregúntalle	她	ADJ	PRO;3
pregúntalle	你	pregúntalle	你	ADJ	PRO;2
importar	護理	importar	護理	V	N
importar	關心	importar	關心	V	N
importar	關於	importar	關於	V	ADP
importar	頭腦	importar	頭腦	V	N
importar	心靈	importar	心靈	V	N
doentes	她們	doente	她	N	PRO;PL;3
doentes	他們	doente	他	N	PRO;PL;3
doentes	它們	doente	它	N	PRO;PL;3
doentes	生病	doente	生病	N	V
comeu	她	comer	她	V	PRO;3
comeu	你	comer	你	V	PRO;2
deixado	左側	deixado	左側	V	N
deixado	左	deixado	左	V	N
deixado	左翼	deixado	左翼	V	N
deixado	左邊	deixado	左邊	V	N
grego	希臘	grego	希臘	N	PROPN
grego	希臘	grego	希臘	N	PROPN
escura	黑	escurar	黑	ADJ	N
escura	暗	escurar	暗	ADJ	N
escura	黑暗	escurar	黑暗	ADJ	N
fulano	guy	fulano	guy	N	
fulano	man	fulano	man	N	
fulano	這	fulano	這	N	PRO
fulano	這	fulano	這	N	DET
copia	備用	copia	備用	N	V
copia	支援	copia	支援	N	V
copia	備份	copia	備份	N	V
copia	複製	copia	複製	N	V
copia	副	copia	副	N	PART
roca	rock	roca	rock	N	
cima	top	cima	top	N	
cima	最高	cima	最高	N	ADJ
cima	峰會	cima	峰會	N	PROPN
mexar	小便	mexar	小便	V	N
mexar	尿	mexar	尿	V	N
mexar	小便	mexar	小便	V	N
mexar	尿	mexar	尿	V	N
comendo	食	comer	食	V	N
comendo	當	comer	當	V	ADP
comen	她們	comer	她	V	PRO;PL;3
comen	他們	comer	他	V	PRO;PL;3
comen	它們	comer	它	V	PRO;PL;3
comen	食	comer	食	V	N
diversión	好	diversión	好	N	ADJ
daquel	那	daquel	那	ADV	DET
daquel	這	daquel	這	ADV	PRO
daquel	這	daquel	這	ADV	DET
daquel	來	daquel	來	ADV	V
daquel	從	daquel	從	ADV	ADP
roto	斷	roto	斷	N	
roto	因為	roto	因為	N	ADP
tomo	從	tomo	從	N	ADP
tomo	從	tomo	從	N	ADP
tomo	從來	tomo	從來	N	ADV
helicóptero	直升	helicóptero	直升	N	V
helicóptero	出局	helicóptero	出局	N	V
rebelde	反叛	rebeldar	反叛	N	V
face	表達	face	表達	N	V
pelotón	班	pelotón	班	N	PROPN
pelotón	領導	pelotón	領導	N	V
pelotón	領導	pelotón	領導	N	V
pelotón	守衛	pelotón	守衛	N	V
buscalo	尋找	buscalo	尋找	N	V
buscalo	見	buscalo	見	N	V
buscalo	獲取	buscalo	獲取	N	V
buscalo	獲得	buscalo	獲得	N	V
buscalo	得到	buscalo	得到	N	V
mataches	殺	matache	殺	N	V
mataches	被	matache	被	N	V;PASS
mataches	你	matache	你	N	PRO;2
volvede	背	volvede	背	N	
volvede	回	volvede	回	N	PROPN
volvede	獲取	volvede	獲取	N	V
volvede	獲得	volvede	獲得	N	V
volvede	得到	volvede	得到	N	V
catorce	fourteen	catorce	fourteen	N	
catorce	十四	catorce	十四	N	NUM
catorce	當	catorce	當	N	ADP
chames	電話	chame	電話	V	N
chames	通話	chame	通話	V	N
agarden	等	agardar	等	V	N
agarden	只	agardar	只	V	ADV
agarden	只要	agardar	只要	V	ADP
agarden	分鐘	agardar	分鐘	V	N
propietario	出局	propietario	出局	N	V
propietario	所有	propietario	所有	N	DET
billy	billy	billy	billy	PROPN	
cuns	現在	cun	現在	ADV	N
medianoite	半夜	medianoite	半夜	PROPN	N
medianoite	午夜	medianoite	午夜	PROPN	N
medianoite	圍繞	medianoite	圍繞	PROPN	V
medianoite	圍繞	medianoite	圍繞	PROPN	V
medianoite	周圍	medianoite	周圍	PROPN	N
soñar	夢	soñar	夢	V	N
soñar	夢幻	soñar	夢幻	V	ADJ
soñar	夢境	soñar	夢境	V	N
soñar	夢想	soñar	夢想	V	N
soñar	夢	soñar	夢	V	N
soñar	夢境	soñar	夢境	V	N
soñar	夢想	soñar	夢想	V	N
hill	希爾	hill	希爾	PROPN	PROPN
hill	山	hill	山	PROPN	N
encantador	可	encantador	可	ADJ	V
encantador	迷人	encantador	迷人	ADJ	N
responsábel	負責	responsábel	負責	N	V
responsábel	充電	responsábel	充電	N	V
groves	你	grove	你	PROPN	PRO;2
cliff	懸崖	cliff	懸崖	PROPN	N
cliff	崖	cliff	崖	PROPN	N
maldición	詛咒	maldición	詛咒	N	V
festas	派	festa	派	N	V;CAUS
macdonald	macdonald	macdonald	macdonald	ADJ	
carniceiro	屠夫	carniceiro	屠夫	N	V
carniceiro	boy	carniceiro	boy	N	
leal	忠心	leal	忠心	ADJ	N
leal	忠誠	leal	忠誠	ADJ	N
viets	她們	viets	她	PROPN	PRO;PL;3
viets	他們	viets	他	PROPN	PRO;PL;3
viets	它們	viets	它	PROPN	PRO;PL;3
zorra	那	zorra	那	N	DET
zorra	你	zorra	你	N	PRO;2
zorra	瘋	zorra	瘋	N	
zorra	瘋	zorra	瘋	N	V
winston	winston	winston	winston	PROPN	
winston	讓	winston	讓	PROPN	V;CAUS
marcel	marcel	marcel	marcel	PROPN	
invasión	入侵	invasión	入侵	N	V
fortaleza	堡壘	fortalezar	堡壘	N	
fortaleza	要	fortalezar	要	N	V
fortaleza	要	fortalezar	要	N	V
fortaleza	red	fortalezar	red	N	
marabillosas	可	marabilloso	可	ADJ	V
pacífico	太平	pacífico	太平	ADJ	PROPN
aumentar	而且	aumentar	而且	V	ADV
aumentar	和	aumentar	和	V	ADP
aumentar	還	aumentar	還	V	ADV
aves	伯德	ave	伯德	N	PROPN
estraños	奇怪	estraño	奇怪	ADJ	N
italiano	義大利	italiano	義大利	ADJ	PROPN
italiano	義大利	italiano	義大利	ADJ	PROPN
correos	詐騙	correo	詐騙	N	V
correos	張	correo	張	N	PROPN
correos	post	correo	post	N	
correos	辦公	correo	辦公	N	V
correos	辦公	correo	辦公	N	V
correos	辦事	correo	辦事	N	V
voluntarios	志願	voluntario	志願	N	V
voluntarios	志願	voluntario	志願	N	V
voluntarios	幫助	voluntario	幫助	N	V
voluntarios	幫忙	voluntario	幫忙	N	V
básica	基本	básico	基本	ADJ	N
sentados	周圍	sentar	周圍	V	N
sentados	只	sentar	只	V	ADV
sentados	只要	sentar	只要	V	ADP
sentados	週六	sentar	週六	V	N
sentados	sat	sentar	sat	V	
jack	jack	jack	jack	PROPN	
seguintes	下	seguinte	下	ADJ	DET
and	而且	and	而且	PROPN	ADV
and	和	and	和	PROPN	ADP
and	還	and	還	PROPN	ADV
cotiá	每天	cotián	每天	N	DET
cotiá	日	cotián	日	N	PROPN
cotiá	一	cotián	一	N	NUM
cotiá	day	cotián	day	N	
cotiá	普通	cotián	普通	N	ADJ
valentes	勇者	valente	勇者	ADJ	N
valentes	勇敢	valente	勇敢	ADJ	N
street	街頭	street	街頭	PROPN	N
street	街道	street	街道	PROPN	N
street	街	street	街	PROPN	N
darnos	洗澡	darno	洗澡	N	V
raios	雷	raio	雷	N	PROPN
raios	ray	raio	ray	N	
xene	gene	xenar	gene	N	
técnico	想要	técnico	想要	N	
falso	虛假	falso	虛假	ADJ	N
falso	假	falso	假	ADJ	N
falso	虛幻	falso	虛幻	ADJ	N
asistente	辦事	asistente	辦事	ADJ	V
asistente	書記	asistente	書記	ADJ	N
asistente	職員	asistente	職員	ADJ	N
asistente	助手	asistente	助手	ADJ	N
asistente	助理	asistente	助理	ADJ	N
moreas	負荷	morea	負荷	N	V
afrontar	臉	afrontar	臉	V	N
afrontar	臉部	afrontar	臉部	V	N
vouvos	show	vouvo	show	V	
vouvos	而且	vouvo	而且	V	ADV
vouvos	和	vouvo	和	V	ADP
vouvos	還	vouvo	還	V	ADV
lentamente	慢慢	lentamente	慢慢	ADV	ADJ
nocturno	夜晚	nocturno	夜晚	ADJ	N
nocturno	晚上	nocturno	晚上	ADJ	N
nocturno	夜	nocturno	夜	ADJ	N
nocturno	夜	nocturno	夜	ADJ	N
ocultar	隱藏	ocultar	隱藏	V	N
ocultar	隱藏	ocultar	隱藏	V	N
new	新	new	新	PROPN	PART
new	新	new	新	PROPN	ADJ
asumir	責任	asumir	責任	V	N
apostar	賭博	apostar	賭博	V	N
apostar	賭	apostar	賭	V	N
apostar	賭注	apostar	賭注	V	N
competencia	其他	competencia	其他	N	DET
amosan	她們	amosar	她	V	PRO;PL;3
amosan	他們	amosar	他	V	PRO;PL;3
amosan	它們	amosar	它	V	PRO;PL;3
amosan	show	amosar	show	V	
extra	額外	extra	額外	PROPN	N
extra	多餘	extra	多餘	PROPN	ADV
vih	hiv	vih	hiv	PROPN	
vih	愛滋	vih	愛滋	PROPN	N
vih	aids	vih	aids	PROPN	
quizáis	你	quizáis	你	ADV	PRO;2
lóxico	邏輯	lóxico	邏輯	ADJ	N
lóxico	那	lóxico	那	ADJ	DET
dígolle	說	dígolle	說	PROPN	V
dígolle	你	dígolle	你	PROPN	PRO;2
pouquiño	小	pouquiño	小	N	PART
pouquiño	bit	pouquiño	bit	N	
andando	步行	andar	步行	V	N
andando	步行	andar	步行	V	N
desapareceron	她們	desaparecer	她	V	PRO;PL;3
desapareceron	他們	desaparecer	他	V	PRO;PL;3
desapareceron	它們	desaparecer	它	V	PRO;PL;3
crean	而且	crear	而且	V	ADV
crean	和	crear	和	V	ADP
crean	還	crear	還	V	ADV
baixos	更低	baixo	更低	N	ADJ
baixos	較低	baixo	較低	N	ADJ
baixos	低	baixo	低	N	PART
baixos	低	baixo	低	N	PART
baixos	便	baixo	便	N	ADV
anthony	anthony	anthony	anthony	PROPN	
desaparece	那	desaparecer	那	V	PRO
desaparece	然後	desaparecer	然後	V	ADV
desaparece	那麼	desaparecer	那麼	V	ADV
fea	她	fear	她	N	PRO;3
fea	老	fear	老	N	PART
fea	舊	fear	舊	N	ADJ
fea	舊	fear	舊	N	PART
deseño	設計	deseño	設計	N	V
deseño	畫畫	deseño	畫畫	N	V
deseño	設計	deseño	設計	N	V
cristal	crystal	cristal	crystal	N	
helen	海倫	helar	海倫	PROPN	PROPN
helen	helen	helar	helen	PROPN	
alimentos	premium	alimento	premium	N	
atopas	你	atopa	你	V	PRO;2
púxose	她	púxose	她	V	PRO;3
púxose	往下	púxose	往下	V	N
púxose	向	púxose	向	V	ADP
púxose	她	púxose	她	V	PRO;3
consegues	你	conseguir	你	V	PRO;2
efectivamente	實際	efectivamente	實際	ADV	N
efectivamente	其	efectivamente	其	ADV	PRO;3
convidado	賓	convidar	賓	V	N
convidado	來賓	convidar	來賓	V	N
convidado	客人	convidar	客人	V	N
exposición	展示	exposición	展示	N	V
exposición	顯示	exposición	顯示	N	V
exposición	show	exposición	show	N	
exposición	暴露	exposición	暴露	N	
exposición	曝光	exposición	曝光	N	V
exposición	曝露	exposición	曝露	N	V
exposición	顯示	exposición	顯示	N	V
exposición	顯示	exposición	顯示	N	V
exposición	展示	exposición	展示	N	V
exposición	博覽	exposición	博覽	N	V
volvan	背	volver	背	V	
volvan	回	volver	回	V	PROPN
volvan	再次	volver	再次	V	ADV
molesta	你	molesta	你	V	PRO;2
dirixe	演習	dirixe	演習	V	N
guinea	幾內亞	guinea	幾內亞	N	PROPN
públicos	公眾	público	公眾	ADJ	N
públicos	公開	público	公開	ADJ	V
xigantes	巨人	xigante	巨人	ADJ	N
xigantes	巨	xigante	巨	ADJ	
xigantes	巨型	xigante	巨型	ADJ	N
xigantes	巨人	xigante	巨人	ADJ	N
eres	你	er	你	N	PRO;2
orixinais	原文	orixinal	原文	ADJ	N
orixinais	原件	orixinal	原件	ADJ	N
orixinais	原創	orixinal	原創	ADJ	N
orixinais	原始	orixinal	原始	ADJ	N
orixinais	原	orixinal	原	ADJ	PART
orixinais	原件	orixinal	原件	ADJ	N
test	逆	test	逆	N	
test	反轉	test	反轉	N	V
test	扭轉	test	扭轉	N	V
test	倒轉	test	倒轉	N	V
disque	她們	disque	她	ADV	PRO;PL;3
disque	他們	disque	他	ADV	PRO;PL;3
disque	它們	disque	它	ADV	PRO;PL;3
disque	說	disque	說	ADV	V
respirar	呼氣	respirar	呼氣	V	N
afortunado	幸運	afortunar	幸運	V	N
afortunado	幸	afortunar	幸	V	N
glicosa	葡萄	glicosa	葡萄	ADJ	N
glicosa	改變	glicosa	改變	ADJ	V
glicosa	更	glicosa	更	ADJ	ADV
glicosa	變更	glicosa	變更	ADJ	V
glicosa	變	glicosa	變	ADJ	V
traballou	工作	traballar	工作	V	N
obras	收集	obra	收集	N	V
dás	你	das	你	V	PRO;2
st	街頭	st	街頭	PROPN	N
st	街道	st	街道	PROPN	N
st	街	st	街	PROPN	N
afastado	遠	afastar	遠	V	
afastado	遙遠	afastar	遙遠	V	
afastado	遠方	afastar	遠方	V	N
afastado	從	afastar	從	V	ADP
afastado	非常	afastar	非常	V	ADV
afastado	東	afastar	東	V	N
afastado	東部	afastar	東部	V	N
afastado	東方	afastar	東方	V	N
afastado	東區	afastar	東區	V	N
suicidio	自殺	suicidio	自殺	N	V
carácter	多	carácter	多	N	
carácter	更多	carácter	更多	N	ADJ
carácter	更	carácter	更	N	ADV
carácter	大	carácter	大	N	ADJ
famosa	有	famor	有	ADJ	V
famosa	那	famor	那	ADJ	DET
condenado	目前	condenar	目前	V	N
condenado	划	condenar	划	V	N
condenado	排	condenar	排	V	N
gana	想要	gano	想要	PROPN	
gana	感受	gano	感受	PROPN	V
gana	感覺	gano	感覺	PROPN	N
gana	讚	gano	讚	PROPN	
gana	就	gano	就	PROPN	ADV
gana	像	gano	像	PROPN	ADP
gana	喜歡	gano	喜歡	PROPN	V
gana	你	gano	你	PROPN	PRO;2
reciclaxe	回收	reciclaxe	回收	N	V
reciclaxe	渲染	reciclaxe	渲染	N	V
deille	她	deillar	她	V	PRO;3
arde	燒錄	arde	燒錄	N	V
arde	燃燒	arde	燃燒	N	V
arde	燒死	arde	燒死	N	V
arde	你	arde	你	N	PRO;2
domingos	其他	domingo	其他	N	DET
medias	這	media	這	N	PRO
medias	這	media	這	N	DET
medias	一半	media	一半	N	NUM
medias	半	media	半	N	PART
ii	第二	ii	第二	PROPN	NUM
ii	秒	ii	秒	PROPN	N
ii	act	ii	act	PROPN	
roubou	誰	roubar	誰	V	PRO
aninovo	新	aninovo	新	N	PART
aninovo	新	aninovo	新	N	ADJ
aninovo	eve	aninovo	eve	N	
cóntame	你	cóntame	你	V	PRO;2
cheque	檢查	cheque	檢查	N	V
cheque	你	cheque	你	N	PRO;2
soubese	她	souber	她	V	PRO;3
baixe	往下	baixe	往下	V	N
baixe	向	baixe	向	V	ADP
baixe	你	baixe	你	V	PRO;2
cociñeira	做飯	cociñeiro	做飯	N	V
cociñeira	煮	cociñeiro	煮	N	V
madame	mae	madame	mae	N	
penses	唐	pense	唐	V	PROPN
penses	don	pense	don	V	
penses	關於	pense	關於	V	ADP
dóeme	內容	dóeme	內容	V	N
bien	右	bien	右	PROPN	N
deberas	你	deber	你	ADJ	PRO;2
deberas	應	deber	應	ADJ	V
deberas	必須	deber	必須	ADJ	V
besta	怪獸	besta	怪獸	N	PROPN
direillo	你	direillo	你	N	PRO;2
gastos	安排	gasto	安排	N	V
rata	你	rata	你	N	PRO;2
limpeza	清潔	limpeza	清潔	N	V
limpeza	打掃	limpeza	打掃	N	
limpeza	清潔	limpeza	清潔	N	V
limpeza	清洗	limpeza	清洗	N	V
salario	付費	salario	付費	N	V
salario	付款	salario	付款	N	V
salario	支付	salario	支付	N	V
salario	付費	salario	付費	N	V
saúdo	敬禮	saúdo	敬禮	N	V
roubaron	她們	roubar	她	V	PRO;PL;3
roubaron	他們	roubar	他	V	PRO;PL;3
roubaron	它們	roubar	它	V	PRO;PL;3
perdiches	你	perdiches	你	V	PRO;2
perdiches	miss	perdiches	miss	V	
perdiches	小	perdiches	小	V	PART
perdiches	你	perdiches	你	V	PRO;2
saias	你	saio	你	N	PRO;2
saias	獲取	saio	獲取	N	V
saias	獲得	saio	獲得	N	V
saias	得到	saio	得到	N	V
saias	出局	saio	出局	N	V
boto	miss	boto	miss	V	
boto	小	boto	小	V	PART
lava	洗洗	lavar	洗洗	N	V
lava	洗	lavar	洗	N	V
arresto	逮捕	arresto	逮捕	N	V
arresto	被	arresto	被	N	V;PASS
arresto	拘捕	arresto	拘捕	N	V
arresto	拘禁	arresto	拘禁	N	PROPN
bendito	保佑	bendito	保佑	N	V
bendito	祝	bendito	祝	N	V
bendito	有	bendito	有	N	V
derrota	擊潰	derrota	擊潰	N	V
andros	andros	andro	andros	N	
fódete	你	fódete	你	PROPN	PRO;2
fódete	關	fódete	關	PROPN	PROPN
fódete	關閉	fódete	關閉	PROPN	V
árabe	阿拉伯	árabar	阿拉伯	N	PROPN
árabe	阿拉伯	árabar	阿拉伯	N	PROPN
árabe	阿拉伯	árabar	阿拉伯	N	PROPN
séntese	感覺	séntese	感覺	V	N
séntese	往下	séntese	往下	V	N
séntese	向	séntese	向	V	ADP
séntese	座位	séntese	座位	V	N
séntese	你	séntese	你	V	PRO;2
séntese	只	séntese	只	V	ADV
séntese	只要	séntese	只要	V	ADP
fixérono	她們	fixérono	她	V	PRO;PL;3
fixérono	他們	fixérono	他	V	PRO;PL;3
fixérono	它們	fixérono	它	V	PRO;PL;3
profunda	更	profundo	更	ADJ	ADV
profunda	深	profundo	深	ADJ	PART
profunda	深層	profundo	深層	ADJ	N
levaban	她們	levar	她	V	PRO;PL;3
levaban	他們	levar	他	V	PRO;PL;3
levaban	它們	levar	它	V	PRO;PL;3
provoca	起因	provocar	起因	V	N
provoca	那	provocar	那	V	DET
aprendemos	學	aprender	學	V	N
xace	謊言	xacir	謊言	V	N
xace	謊言	xacir	謊言	V	N
gargalladas	笑聲	gargallar	笑聲	V	N
gargalladas	大笑	gargallar	大笑	V	N
gargalladas	總	gargallar	總	V	ADJ
gargalladas	不管	gargallar	不管	V	ADP
gargalladas	反正	gargallar	反正	V	
gargalladas	無論	gargallar	無論	V	ADP
dicirvos	你	dicirvo	你	V	PRO;2
contestar	答	contestar	答	V	N
contestar	答案	contestar	答案	V	N
dixital	數碼	dixital	數碼	ADJ	N
dixital	數位	dixital	數位	ADJ	N
bicicleta	自行	bicicleta	自行	N	V
bicicleta	自行	bicicleta	自行	N	V
bicicleta	她	bicicleta	她	N	PRO;3
endexamais	從	endexamais	從	ADV	ADP
endexamais	從	endexamais	從	ADV	ADP
forman	形式	formar	形式	V	N
forman	表格	formar	表格	V	N
forman	這些	formar	這些	V	DET
forman	那	formar	那	V	DET
perigosos	危險	perigoso	危險	ADJ	N
fanse	她們	fanse	她	PROPN	PRO;PL;3
fanse	他們	fanse	他	PROPN	PRO;PL;3
fanse	它們	fanse	它	PROPN	PRO;PL;3
fanse	那	fanse	那	PROPN	PRO
fanse	然後	fanse	然後	PROPN	ADV
fanse	那麼	fanse	那麼	PROPN	ADV
oración	判刑	oración	判刑	N	V
oración	祈	oración	祈	N	V
oración	祈	oración	祈	N	V
negativo	負面	negativo	負面	ADJ	N
negativo	負	negativo	負	ADJ	
negativo	否定	negativo	否定	ADJ	V
negativo	陰性	negativo	陰性	ADJ	N
negativo	消極	negativo	消極	ADJ	N
moverse	圍繞	moverse	圍繞	PROPN	V
moverse	圍繞	moverse	圍繞	PROPN	V
moverse	周圍	moverse	周圍	PROPN	N
moverse	動	moverse	動	PROPN	N
moverse	移動	moverse	移動	PROPN	V
moverse	搬家	moverse	搬家	PROPN	N
moverse	感動	moverse	感動	PROPN	V
nuns	關於	nun	關於	ADV	ADP
dominación	支配	dominación	支配	N	V
dominación	支配	dominación	支配	N	V
falarlle	你	falarlar	你	ADJ	PRO;2
falarlle	關於	falarlar	關於	ADJ	ADP
falarlle	詞	falarlar	詞	ADJ	N
falarlle	word	falarlar	word	ADJ	
falarlle	單詞	falarlar	單詞	ADJ	N
falarlle	字	falarlar	字	ADJ	N
falarlle	單字	falarlar	單字	ADJ	N
falarlle	聊	falarlar	聊	ADJ	V
falarlle	她	falarlar	她	ADJ	PRO;3
listas	列表	lista	列表	N	
cativa	小孩	cativa	小孩	ADJ	N
cativa	女生	cativa	女生	ADJ	N
cativa	姑娘	cativa	姑娘	ADJ	N
cativa	女孩	cativa	女孩	ADJ	N
cativa	girl	cativa	girl	ADJ	
cativa	小	cativa	小	ADJ	PART
únicos	只	único	只	ADJ	ADV
únicos	只有	único	只有	ADJ	ADP
aprende	學	aprender	學	V	N
lanza	長矛	lanzo	長矛	V	N
lanza	矛	lanzo	矛	V	N
lanza	lance	lanzo	lance	V	
lanza	長矛	lanzo	長矛	V	N
lanza	透過	lanzo	透過	V	ADP
lanza	通過	lanzo	通過	V	ADP
lanza	石膏	lanzo	石膏	V	
lanza	投	lanzo	投	V	N
lanza	演員	lanzo	演員	V	N
abertos	開	aberto	開	V	
comúns	墳	común	墳	ADJ	N
comúns	墓穴	común	墓穴	ADJ	N
comúns	常見	común	常見	ADJ	V
comúns	通用	común	通用	ADJ	N
comúns	共同	común	共同	ADJ	ADV
comúns	commons	común	commons	ADJ	
comúns	人	común	人	ADJ	N
comúns	人們	común	人	ADJ	N;PL
comúns	人民	común	人民	ADJ	N
bolsas	獎學	bolsa	獎學	N	V
compras	購買	compra	購買	N	V
compras	買	compra	買	N	V
compras	買東	compra	買東	N	V
compras	購買	compra	購買	N	V
escolle	你	escoller	你	V	PRO;2
embaixo	向	embaixo	向	N	ADP
embaixo	以下	embaixo	以下	N	DET
percepción	洞察	percepción	洞察	N	V
cega	她	cega	她	N	PRO;3
cega	瞎	cega	瞎	N	
cheas	滿	chea	滿	N	PROPN
ardendo	消防	arder	消防	V	N
ardendo	火	arder	火	V	N
ardendo	火焰	arder	火焰	V	PROPN
ardendo	火災	arder	火災	V	N
ardendo	燒	arder	燒	V	N
ardendo	燒傷	arder	燒傷	V	N
ardendo	燒	arder	燒	V	N
ardendo	往下	arder	往下	V	N
ardendo	向	arder	向	V	ADP
