heller	heller	hell	heller	ADJ	N;NOM;SG
bedingung	tingimustega	bedingung	tingimus		N;COM;PL
bedingung	seisukord	bedingung	seisu_kord		N;NOM;SG
bedingung	tingimus	bedingung	tingimus		N;NOM;SG
bedingung	seisund	bedingung	seisund		N;NOM;SG
bedingung	piirangu	bedingung	piirang		N;GEN;SG
bedingung	piirang	bedingung	piirang		N;NOM;SG
paolo	paolo	paolo	paolo	PROPN;NOM;MASC;SG	N;NOM;SG
tagebuch	päevik	tagebuch	päevik	ADJ	N;NOM;PL
tagebuch	päevik	tagebuch	päevik	ADJ	N;NOM;PL
ethik	eetiline	ethik	eetiline		ADJ;NOM;SG
ethik	eetika	ethik	eetika		N;NOM;SG
entdecken	discovery	entdecken	discovery	V;NFIN	N;NOM;SG
entdecken	avastus	entdecken	avastus	V;NFIN	N;NOM;SG
entdecken	avastamine	entdecken	avastamine	V;NFIN	N;NOM;SG
beginnend	algus	beginnend	algus	ADJ	N;NOM;SG
frequenz	esinemissagedus	frequenz	esinemis_sagedus	ADJ	N;NOM;SG
frequenz	sagedus	frequenz	sagedus	ADJ	N;NOM;SG
lit	valgustatud	lit	valgusta=tud		ADJ;PST;V.PTCP;PASS
auffällig	silmatorkavalt	auffällig	silma_torkavalt	ADJ	ADV
verlinkung	lingi	verlinkung	ling	ADJ	N;GEN;SG
verlinkung	link	verlinkung	link	ADJ	N;NOM;SG
verlinkung	seos	verlinkung	seos	ADJ	N;NOM;SG
seltene	harv	selten	harv	ADJ;NOM;PL	ADJ;NOM;SG
seltene	harva	selten	harva	ADJ;NOM;PL	ADV
seltene	haruldane	selten	haruldane	ADJ;NOM;PL	ADJ;NOM;SG
marshall	marshall	marshall	marshall	PROPN	N;NOM;SG
marshall	marshalli	marshall	marshall	PROPN	N;NOM;SG
marshall	marssal	marshall	marss	PROPN	N;NOM;SG
handwerk	käsitöö	handwerk	käsi_töö		N;NOM;SG
handwerk	käsitöö	handwerk	käsi_töö		N;NOM;SG
handwerk	käsitöö	handwerk	käsi_töö		N;NOM;SG
most	enamikul	most	enamik		N;AT+ESS
;SG
most	enamus	most	enamus		N;NOM;SG
most	enamik	most	enamik		N;NOM;SG
most	enim	most	enim		ADJ;NOM;CMPR;SG
grosse	suured	groß	suur	N;NOM;FEM;PL	ADJ;NOM;PL
grosse	suure	groß	suur	N;NOM;FEM;PL	ADJ;GEN;SG
grosse	suur	groß	suur	N;NOM;FEM;PL	ADJ;NOM;SG
gütersloh	gütersloh	güterslehen	gütersloh	PROPN;NOM;MASC;SG	N;NOM;SG
geeignete	sobiv	geeignet	sobiv	ADJ;NOM;FEM;PL	ADJ;NOM;SG;PRS;V.PTCP;ACT
geeignete	asjakohane	geeignet	asja_kohane	ADJ;NOM;FEM;PL	ADJ;NOM;SG
geeignete	kohane	geeignet	kohane	ADJ;NOM;FEM;PL	ADJ;NOM;SG
geeignete	sobilik	geeignet	sobilik	ADJ;NOM;FEM;PL	ADJ;NOM;SG
geeignete	sobiv	geeignet	sobiv	ADJ;NOM;FEM;PL	ADJ;NOM;SG;PRS;V.PTCP;ACT
geeignete	sobilik	geeignet	sobilik	ADJ;NOM;FEM;PL	ADJ;NOM;SG
geeignete	sobivad	geeignet	sobima	ADJ;NOM;FEM;PL	V;IND;PL;3;PRS;FIN;ACT
contest	võistlus	contest	võistlus	PROPN;NOM;SG	N;NOM;SG
contest	konkurss	contest	konkurss	PROPN;NOM;SG	N;NOM;SG
houston	houston	houston	houston	PROPN;NOM;SG	N;NOM;SG
adrian	adrian	adrian	adrian	PROPN;NOM;MASC;SG	N;NOM;SG
reichlich	külluslik	reichlich	külluslik	ADV	ADJ;NOM;SG
gefallenen	langenud	gefallen	langema	ADJ;PL	V;PST;V.PTCP;ACT
kaffee	kohvi	kaffee	kohv		N;PRT;SG
kaffee	kohv	kaffee	kohv		N;NOM;SG
kaffee	cafe	kaffee	cafe		N;NOM;SG
kaffee	kohvikus	kaffee	kohvik		N;IN+ESS;SG
kaffee	kohvik	kaffee	kohvik		N;NOM;SG
gedenkstätte	memorial	gedenkstätte	memorial	ADJ;NOM;FEM;SG	N;NOM;SG
agent	agent	agent	agent	PROPN;NOM;SG	N;NOM;SG
zagreb	zagreb	zagreb	zagreb	PROPN	N;NOM;SG
fokus	fookus	fokus	fookus	ADJ	N;NOM;SG
fokus	fookuses	fokus	fookus	ADJ	N;IN+ESS;SG
verbesserungen	parandused	verberseringen	parandus	V	N;NOM;PL
verbesserungen	täiustused	verberseringen	täiustus	V	N;NOM;PL
verbesserungen	täiustamine	verberseringen	täiustamine	V	N;NOM;SG
verbesserungen	paranemine	verberseringen	paranemine	V	N;NOM;SG
verbesserungen	parandamine	verberseringen	parandamine	V	N;NOM;SG
gegenseitig	vastastikku	gegenseitig	vastastikku	ADJ	N;PRT;SG
turnieren	turniiridel	turnieren	turniir	V;NFIN	N;AT+ESS
;PL
grey	hallid	grey	hall	PROPN;NOM;SG	ADJ;NOM;PL
grey	hall	grey	hall	PROPN;NOM;SG	ADJ;NOM;SG
grey	grey	grey	grey	PROPN;NOM;SG	N;NOM;SG
krakau	kraków	krakau	kraków	PROPN;NOM;SG	N;NOM;SG
gedenken	mälestus	gedenken	mälestus	V;NFIN	N;NOM;SG
gedenken	mälestamine	gedenken	mälestamine	V;NFIN	N;NOM;SG
gesendet	edastatud	senden	edasta=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
gesendet	kursis	senden	kurss	V;V.PTCP	N;IN+ESS;SG
gesendet	lähetatud	senden	lähetatud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
zypern	zimbabwe	zypern	zimbabwe		N;NOM;SG
zypern	küpros	zypern	küpros		N;NOM;SG
zypern	malta	zypern	malt		N;NOM;SG
anleitung	suunised	anleitung	suunis	N;NOM;FEM;SG	ADJ;NOM;PL
anleitung	juhised	anleitung	juhis	N;NOM;FEM;SG	N;NOM;PL
anleitung	käsitsi	anleitung	käsitsi	N;NOM;FEM;SG	ADV
anleitung	juhised	anleitung	juhis	N;NOM;FEM;SG	N;NOM;PL
anleitung	juhendid	anleitung	juhend	N;NOM;FEM;SG	N;NOM;PL
jeff	jeff	jeff	jeff	PROPN;NOM;MASC;SG	N;NOM;SG
staatsbürgerschaft	kodakondsus	staatsbürgerschaft	kodakondsus	ADJ	N;NOM;SG
staatsbürgerschaft	rahvus	staatsbürgerschaft	rahvus	ADJ	N;NOM;SG
staatsbürgerschaft	kodakondsus	staatsbürgerschaft	kodakondsus	ADJ	N;NOM;SG
zwang	lummus	zwingen	lummuma	V;SG;FIN	N;NOM;SG
zwang	sundimine	zwingen	sundimine	V;SG;FIN	N;NOM;SG
zwang	piirangu	zwingen	piirang	V;SG;FIN	N;GEN;SG
zwang	piirang	zwingen	piirang	V;SG;FIN	N;NOM;SG
unterart	alatüübi	unterart	ala_tüüp	ADJ	N;NOM;SG
unterart	alamliik	unterart	alamliik	ADJ	N;NOM;SG
komplexe	kompleksid	komplex	kompleks	ADJ;NOM;FEM;PL	N;NOM;PL
komplexe	keerukus	komplex	keerukus	ADJ;NOM;FEM;PL	N;NOM;SG
komplexe	keerukust	komplex	keerukus	ADJ;NOM;FEM;PL	N;PRT;SG
komplexe	keerukuse	komplex	keerukus	ADJ;NOM;FEM;PL	N;GEN;SG
komplexe	keerukas	komplex	keerukas	ADJ;NOM;FEM;PL	ADJ;NOM;SG
komplexe	kompleks	komplex	kompleks	ADJ;NOM;FEM;PL	N;NOM;SG
verbündeten	liitlaste	verbünden	liitlane	V;IND;PL;3;PST;FIN	N;GEN;PL
verbündeten	liitlased	verbünden	liitlane	V;IND;PL;3;PST;FIN	N;NOM;PL
verbündeten	liitlane	verbünden	liitlane	V;IND;PL;3;PST;FIN	N;NOM;SG
verbündeten	ally	verbünden	ally	V;IND;PL;3;PST;FIN	N;NOM;SG
monats	igakuine	monats	iga_kuine		N;NOM;SG
monats	kuu	monats	kuu		N;NOM;SG
türme	tower	türm	tower	N;NOM;PL	N;NOM;SG
türme	torn	türm	torn	N;NOM;PL	N;NOM;SG
hut	mütsid	hun	müts	N;SG	N;NOM;PL
verbleib	saatuse	verbleib	saatus		N;GEN;SG
verbleib	saatus	verbleib	saatus		N;NOM;SG
milch	dairy	milch	dairy		N;NOM;SG
milch	piima	milch	piim		N;PRT;SG
milch	piim	milch	piim		N;NOM;SG
langjährigen	kauaaegne	langjährig	kaua_aegne	ADJ;PL	ADJ;NOM;SG
kommerziellen	reklaam	kommerziell	reklaam	ADJ	N;NOM;SG
jon	jon	jon	jon	PROPN;NOM;MASC;SG	N;NOM;SG
schmitt	schmitt	schmein	schmitt	PROPN	N;NOM;SG
bestände	varude	beständen	varu	N;NOM	N;GEN;PL
bestände	inventuuri	beständen	inventuur	N;NOM	N;GEN;SG
hills	hills	hills	hills	PROPN	N;NOM;SG
baptist	baptist	baptist	baptist	PROPN;NOM;MASC;SG	N;IN+ABL;SG
anfänglich	esialgu	anfänglich	esi_algu	ADJ	ADV
anfänglich	algselt	anfänglich	algselt	ADJ	ADV
beeinflussen	mõju	beeinflussen	mõju	V;NFIN	N;NOM;SG
bug	putukas	bugen	putukas		N;NOM;SG
bug	vibu	bugen	vibu		N;NOM;SG
bug	kummardus	bugen	kummarduma		N;NOM;SG
meilen	miil	meilen	miil		N;NOM;SG
meilen	miili	meilen	miil		N;PRT;SG
meilen	miles	meilen	milema		N;NOM;SG
meilen	miili	meilen	miil		N;PRT;SG
meilen	läbisõit	meilen	läbi_sõit		N;NOM;SG
farm	talu	farm	talu	PROPN	N;NOM;SG
farm	farm	farm	farm	PROPN	N;NOM;SG
oberstleutnant	kolonel	oberstleutnant	kolonel	ADJ	N;NOM;SG
ermitteln	kindlaks	ermitteln	kindel	V;NFIN	ADJ;TRANS;SG
freizeit	vabaaja	freizeit	vaba_aeg		N;NOM;SG
freizeit	sport	freizeit	sport		N;NOM;SG
freizeit	spordi	freizeit	sport		N;PRT;SG
drum	trumm	drum	trumm	ADV	N;NOM;SG
drum	trummi	drum	trumm	ADV	N;NOM;SG
gera	gera	gera	gera	PROPN;NOM;MASC;SG	N;NOM;SG
motorrad	rattad	motorrad	ratas		N;NOM;PL
motorrad	mootorrattad	motorrad	mootor_ratas		N;NOM;PL
motorrad	ratas	motorrad	ratas		N;NOM;SG
motorrad	jalgratas	motorrad	jalg_ratas		N;NOM;SG
motorrad	ratta	motorrad	ratas		N;GEN;SG
motorrad	mootorratas	motorrad	mootor_ratas		N;NOM;SG
motorrad	mootorratta	motorrad	mootor_ratas		N;PRT;SG
lutherische	luterlane	lutherisch	luterlane	ADJ;NOM;FEM;PL	N;NOM;SG
peer	peer	peer	peer		N;NOM;SG
wellen	lained	wellen	laine		N;NOM;PL
wellen	laineid	wellen	laine		N;PRT;PL
maßstab	mõõdupuu	maßsteben	mõõdu_puu	ADV	N;NOM;SG
maßstab	mõõtkavas	maßsteben	mõõtmav	ADV	ADJ;IN+ESS;SG;PRS;V.PTCP;ACT
maßstab	skaala	maßsteben	skaala	ADV	N;NOM;SG
ständige	alalise	ständig	alaline	ADJ;NOM;FEM;PL	ADJ;GEN;SG
ständige	alaline	ständig	alaline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
ständige	püsiv	ständig	püsiv	ADJ;NOM;FEM;PL	ADJ;NOM;SG;PRS;V.PTCP;ACT
ständige	pidev	ständig	pidev	ADJ;NOM;FEM;PL	ADJ;NOM;SG
sopran	soprano	sopran	soprano		N;NOM;SG
schoss	sülle	schießen	süli	V;V.PTCP	N;IN+ALL;LGSPEC1;SG
schoss	lask	schießen	lask	V;V.PTCP	N;NOM;SG
schoss	tulistatud	schießen	tulistama	V;V.PTCP	ADJ;PST;V.PTCP;PASS
fachliteratur	kirjandus	fachliteratur	kirjandus	ADJ	N;NOM;SG
philosophische	filosoofiline	philosophisch	filosoofiline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
klassiker	klassika	klassik	klassika	ADJ	N;NOM;SG
klassiker	klassika	klassik	klassika	ADJ	N;NOM;SG
klassiker	klassika	klassik	klassika	ADJ	N;NOM;SG
klassiker	classic	klassik	classic	ADJ	N;NOM;SG
burgund	bourgogne	burgund	bourgogne	PROPN;NOM;MASC;SG	N;NOM;SG
burgund	burgundia	burgund	burgundia	PROPN;NOM;MASC;SG	N;NOM;SG
partnerschaft	partnerluse	partnerschaft	partnerlus	ADJ	N;GEN;SG
partnerschaft	partnerlus	partnerschaft	partnerlus	ADJ	N;NOM;SG
partnerschaft	partnerlus	partnerschaft	partnerlus	ADJ	N;NOM;SG
brot	päts	broten	päts		N;NOM;SG
brot	leib	broten	leib		N;NOM;SG
brot	leiba	broten	leib		N;PRT;SG
xiii	xiii	xiii	xiii		N;NOM;SG
lehren	tunnid	lehren	tund	V;NFIN	N;NOM;PL
lehren	õppetunnid	lehren	õppe_tund	V;NFIN	N;NOM;PL
lehren	õpetamine	lehren	õpetamine	V;NFIN	N;NOM;SG
lehren	õpetamise	lehren	õpetamine	V;NFIN	N;GEN;SG
lehren	õpetused	lehren	õpetus	V;NFIN	N;NOM;PL
marseille	marseille	marseill	marneillema	PROPN;NOM;NEUT;SG	N;PRT;PL
marseille	marseille	marseill	marneillema	PROPN;NOM;NEUT;SG	N;PRT;PL
hugh	hugh	hagh	hugh	PROPN;NOM;SG	N;NOM;SG
chen	chen	chen	chen	PROPN;NOM;MASC;SG	N;NOM;SG
leon	leon	leon	leon	PROPN;NOM;SG	N;NOM;SG
ostseite	idas	ostseite	ida	ADJ	N;IN+ESS;SG
ostseite	itta	ostseite	ida	ADJ	N;IN+ALL;LGSPEC1;SG
ostseite	ida	ostseite	ida	ADJ	N;NOM;SG
höfe	põllumajandusettevõtete	hofen	põllu_majandus_ette_võte	N;NOM;PL	N;GEN;PL
beethoven	beethoven	beethoven	beethoven		N;NOM;SG
mönche	mungad	mönch	munk		N;NOM;PL
krefeld	krefeld	krefeld	krefeld	PROPN	N;NOM;SG
tommy	tommy	tommy	tommy	PROPN;NOM;MASC;SG	N;NOM;SG
rgb	rgb	rgb	rgb		N
glatt	plain	glatt	plain	ADJ	N;NOM;SG
glatt	tõrgeteta	glatt	tõrge	ADJ	N;PRIV;PL
beauftragte	saadik	beauftragen	saadik	V;IND;SG;3;PST;FIN	N;NOM;SG
aussicht	väljavaade	aussechen	välja_vaade	PROPN	N;NOM;SG
aussicht	prospekt	aussechen	prospekt	PROPN	N;NOM;SG
aussicht	väljavaade	aussechen	välja_vaade	PROPN	N;NOM;SG
aussicht	väljavaated	aussechen	välja_vaade	PROPN	N;NOM;PL
aussicht	vaated	aussechen	vaade	PROPN	N;NOM;PL
aussicht	seisukohad	aussechen	seisu_koht	PROPN	N;NOM;PL
aussicht	vaade	aussechen	vaade	PROPN	N;NOM;SG
passage	läbipääsu	passage	läbi_pääs		N;NOM;SG
niedriger	madalamale	niedrig	madalamale	ADJ	ADV
run	jooks	run	jooks	PROPN	N;NOM;SG
saudi	saudi	saudi	saudi	PROPN	ADJ
bittet	anu	bitten	anu	V;IND;SG;3;PRS;FIN	N;NOM;SG
olaf	olaf	olaf	olaf	PROPN;NOM;MASC;SG	N;NOM;SG
bewusstsein	südametunnistus	bewußtsein	südame_tunnistus	V;IND;SG;3;PRS;FIN	N;NOM;SG
bewusstsein	teadlikkus	bewußtsein	teadlikkus	V;IND;SG;3;PRS;FIN	N;NOM;SG
bewusstsein	teadlikkust	bewußtsein	teadlikkus	V;IND;SG;3;PRS;FIN	N;PRT;SG
bewusstsein	teadvuse	bewußtsein	teadvus	V;IND;SG;3;PRS;FIN	N;GEN;SG
bewusstsein	teadvus	bewußtsein	teadvus	V;IND;SG;3;PRS;FIN	N;NOM;SG
bewusstsein	teadvusel	bewußtsein	teadvus	V;IND;SG;3;PRS;FIN	N;AT+ESS
;SG
berufliche	ametialane	beruflich	ametialane	ADJ;NOM;FEM;PL	ADJ;NOM;SG
apostolischen	apostellik	apostolisch	apostellik	ADJ;MASC;SG	N;NOM;SG
erlauben	lubamine	erlauben	lubamine	V;NFIN	N;NOM;SG
erlauben	luba	erlauben	luba	V;NFIN	N;NOM;SG
erlauben	luba	erlauben	luba	V;NFIN	N;NOM;SG
porträts	portreed	porträts	portree		N;NOM;PL
porträts	portree	porträts	portree		N;NOM;SG
ausgegangen	kuupäevaga	ausgehen	kuu_päev	V;V.PTCP	N;COM;SG
avenue	avenue	avenue	avenue	PROPN;SG	N;NOM;SG
avenue	avenüü	avenue	avenüü	PROPN;SG	N;NOM;SG
motors	motors	motors	motors	PROPN;NOM;SG	N;NOM;SG
motors	mootorid	motors	mootor	PROPN;NOM;SG	N;NOM;PL
schumann	schumann	schumann	schumann	PROPN;SG	N;NOM;SG
remix	remix	remix	remix	PROPN	N;NOM;SG
trikot	jersey	trikot	jersey	PROPN	N;NOM;SG
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;NOM;SG	N;NOM;SG
renate	renate	renat	rena	PROPN;NOM;SG	N;NOM;SG
künftig	edaspidi	künftig	edas_pidi	ADJ	ADV
masters	isandad	masters	isand	PROPN	N;NOM;PL
masters	meistrid	masters	meister	PROPN	N;NOM;PL
opern	ooper	opern	ooper		N;NOM;SG
opern	ooperi	opern	ooper		N;NOM;SG
opern	oopereid	opern	ooper		N;PRT;PL
angebote	pakkumised	angebit	pakkumine	ADJ;NOM;PL	N;NOM;PL
angebote	pakub	angebit	pakkuma	ADJ;NOM;PL	V;IND;SG;3;PRS;FIN;ACT
angebote	pakkumisi	angebit	pakkumine	ADJ;NOM;PL	N;PRT;PL
grundlegend	põhimõtteliselt	grundlegend	põhi_mõtteliselt	ADJ	ADV
kriegen	sõjad	kriegen	sõda	V;NFIN	N;NOM;PL
kriegen	sõdu	kriegen	sõda	V;NFIN	N;PRT;PL
reifen	rehvid	reif	rehv		N;NOM;PL
reifen	rehv	reif	rehv		N;NOM;SG
reifen	rehv	reif	rehv		N;NOM;SG
reifen	rehvi	reif	rehv		N;NOM;SG
reifen	küps	reif	küps		ADJ;NOM;SG
wolfram	volfram	wolfram	volfram		N;NOM;SG
roberts	roberts	roberts	roberts	PROPN	N;NOM;SG
komitee	komitee	komit	komitee		N;NOM;SG
komitee	comité	komit	comité		N;NOM;SG
hirsch	hirv	hirsch	hirv		N;NOM;SG
hirsch	hirve	hirsch	hirve		N;PRT;SG
hirsch	hirsch	hirsch	hirsch		N;NOM;SG
ludwigs	ludwig	ludwigs	ludwig		N;NOM;SG
umstand	asjaolud	umstand	asja_olu	ADV	N;NOM;PL
unterarten	alamliik	unterart	alamliik	ADJ	N;NOM;SG
ermittlungen	uurimised	ermittlung	uurimine	V;PL	N;NOM;PL
ermittlungen	uuringud	ermittlung	uuring	V;PL	N;NOM;PL
ermittlungen	uurimine	ermittlung	uurimine	V;PL	N;NOM;SG
speicher	hoidla	speich	hoidla	ADJ	N;NOM;SG
speicher	ladustamise	speich	ladustamine	ADJ	N;GEN;SG
speicher	säilitamine	speich	säilitamine	ADJ	N;NOM;SG
speicher	ladustamine	speich	ladustamine	ADJ	N;NOM;SG
speicher	memory	speich	memory	ADJ	N;NOM;SG
speicher	mälu	speich	mälu	ADJ	N;NOM;SG
speicher	mälestus	speich	mälestus	ADJ	N;NOM;SG
nancy	nancy	nancy	nancy	PROPN;NOM;SG	N;NOM;SG
hunter	kütt	hunter	kütt	PROPN	N;NOM;SG
hunter	hunter	hunter	hunter	PROPN	N;NOM;SG
hunter	jahimees	hunter	jahi_mees	PROPN	N;NOM;SG
verschieden	teistsugune	verschieden	teist_sugune	ADJ	PRO;NOM;SG
krieger	sõdalased	krieg	sõdalane		N;NOM;PL
krieger	krieger	krieg	krieger		N;NOM;SG
krieger	sõdalane	krieg	sõdalane		N;NOM;SG
systematisch	süstemaatiliselt	systematisch	süstemaatiliselt	ADJ	ADV
ehepaar	paar	ehepaar	paar	ADJ	NUM;NOM;SG
delta	delta	delta	deltama		N;NOM;SG
armin	armin	armin	armima	PROPN;NOM;MASC;SG	N;NOM;SG
ivan	ivan	ivan	ivan	PROPN;NOM;MASC;SG	N;NOM;SG
stichwort	võtmesõnad	stechworen	võtme_sõna	ADJ	N;NOM;PL
stichwort	märguanne	stechworen	märguanne	ADJ	N;NOM;SG
stichwort	võtmesõna	stechworen	võtme_sõna	ADJ	N;NOM;SG
erwünscht	hinnatud	erwünscht	hindama	ADJ	V;PST;V.PTCP;PASS
erwünscht	tahtis	erwünscht	tahtma	ADJ	V;IND;SG;3;PST;FIN;ACT
erwünscht	tahtsin	erwünscht	tahtma	ADJ	V;IND;SG;1;PST;FIN;ACT
konzentriert	kontsentreeritud	konzentrieren	kontsentreerima	V;V.PTCP	ADJ;PST;V.PTCP;PASS
edwin	edwin	edwin	edwin	PROPN;NOM;MASC;SG	N;NOM;SG
kent	kenti	kent	kent	PROPN	N;NOM;SG
kent	kent	kent	kent	PROPN	N;NOM;SG
matthäus	matthew	matthäus	matthew	PROPN	N;NOM;SG
bond	side	bond	side	PROPN;NOM;MASC;SG	N;NOM;SG
bond	bond	bond	bond	PROPN;NOM;MASC;SG	N;NOM;SG
aluminium	alumiiniumi	aluminium	alumiinium	ADJ	N;PRT;SG
aluminium	alumiinium	aluminium	alumiinium	ADJ	N;NOM;SG
aluminium	alumiiniumist	aluminium	alu_miinium	ADJ	N;IN+ABL;SG
aluminium	alumiinium	aluminium	alumiinium	ADJ	N;NOM;SG
dimension	mõõtmed	dimension	mõõde		N;NOM;PL
dimension	mõõde	dimension	mõõe		N;NOM;SG
schönheit	ilu	schönheit	ilu	ADJ;NOM;FEM;SG	N;NOM;SG
schönheit	iludus	schönheit	iludus	ADJ;NOM;FEM;SG	N;NOM;SG
schönheit	kaunitar	schönheit	kaunitar	ADJ;NOM;FEM;SG	N;NOM;SG
sauerstoff	hapnik	sauerstoff	hapnik	PROPN;SG	N;NOM;SG
sauerstoff	hapnikku	sauerstoff	hapnik	PROPN;SG	N;PRT;SG
erstellte	koostatud	erstellt	koosta=tud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
mitchell	mitchell	mitchell	mitchell	PROPN	N;NOM;SG
marion	marion	marion	marion	PROPN;NOM;SG	N;NOM;SG
rasse	rassilise	rassen	rassiline		ADJ;GEN;SG
rasse	tõug	rassen	tõug		N;NOM;SG
rasse	tõu	rassen	tõug		N;NOM;SG
rasse	ralli	rassen	ralli		N;NOM;SG
rasse	võidusõit	rassen	võidu_sõit		N;NOM;SG
rasse	rass	rassen	rass		N;NOM;SG
ingolstadt	ingolstadt	ingolstadt	ingolstama	PROPN;NOM;SG	N;NOM;SG
zähne	hambad	zähnen	hammas	N;NOM;SG	N;NOM;PL
cottbus	cottbus	cottbus	cottbus	PROPN;NOM;SG	N;NOM;SG
gültig	kehtib	gültig	kehtima	ADJ	V;IND;SG;3;PRS;FIN;ACT
statthalter	kuberner	statthalter	kuberner	ADJ	N;NOM;SG
sri	sri	sri	sri		N;NOM;SG
systematische	süstemaatiline	systematisch	süstemaatiline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
satelliten	satelliidid	satellit	satelliit	V;FIN	N;NOM;PL
satelliten	satelliit	satellit	satelliit	V;FIN	N;NOM;SG
symbole	tähised	symbol	tähine		N;NOM;PL
symbole	sümbolid	symbol	sümbol		N;NOM;PL
symbole	ikoonid	symbol	ikoon		N;NOM;PL
theo	theo	theo	theo	PROPN;NOM;MASC;SG	N;NOM;SG
medaillen	medal	medaill	medal	V;NFIN	N;NOM;SG
medaillen	medalid	medaill	medal	V;NFIN	N;NOM;PL
spannungen	pinge	spannungen	pinge	V;NFIN	N;NOM;SG
spannungen	pingeid	spannungen	pinge	V;NFIN	N;PRT;PL
spannungen	pinged	spannungen	pinge	V;NFIN	N;NOM;PL
spannungen	pingeid	spannungen	pinge	V;NFIN	N;PRT;PL
spannungen	pinged	spannungen	pinge	V;NFIN	N;NOM;PL
resultat	tulemus	resultat	tulemus	ADJ	N;NOM;SG
sony	sony	sony	sony	PROPN;NOM;SG	N;NOM;SG
sechste	kuuendaks	sechst	kuuendama	ADJ;NOM	ADJ;TRANS;SG
empfohlen	soovitatav	empfehlen	soovitatav	V;V.PTCP	ADJ;NOM;SG;PRS;V.PTCP;ACT
empfohlen	soovitatavad	empfehlen	soovita=tav	V;V.PTCP	ADJ;NOM;PL;PRS;V.PTCP;ACT
empfohlen	soovituslik	empfehlen	soovi=tuslik	V;V.PTCP	ADJ;NOM;SG
five	viis	fiv	viis	PROPN;NOM;SG	NUM;NOM;SG
vernichtet	hävitamine	vernichten	hävitamine	V;V.PTCP	N;NOM;SG
frühling	kevad	frühling	kevad	ADJ	N;NOM;SG
raf	raf	rafen	raf	PROPN;NOM;SG	N;NOM;SG
akzeptieren	nõus	akzeptieren	nõus	V;NFIN	ADV
gräber	hauakambrid	grab	haua_kamber		N;NOM;PL
renovierung	renoveeritud	renovierung	renoveerima	N;NOM;FEM;SG	ADJ;PST;V.PTCP;PASS
renovierung	renoveerimise	renovierung	renoveeri=mine	N;NOM;FEM;SG	N;GEN;SG
collins	collins	collins	collins	PROPN;NOM;MASC;SG	N;NOM;SG
collins	collin	collins	collin	PROPN;NOM;MASC;SG	N;NOM;SG
einander	vastastikku	einander	vastastikku		N;PRT;SG
wäldern	mets	wäldern	mets		N;NOM;SG
wäldern	woods	wäldern	woods		N;NOM;SG
wäldern	metsad	wäldern	mets		N;NOM;PL
analysis	algebra	analysis	algebra	PROPN;NOM;SG	N;NOM;SG
massiven	massiivne	massiv	massiivne	ADJ;PL	ADJ;NOM;SG
terry	terry	terry	terry	PROPN;NOM;MASC;SG	N;NOM;SG
sockel	cap	sockel	cap		N;NOM;SG
sockel	socket	sockel	socket		N;NOM;SG
erlaubte	lubatud	erlauben	lubatud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
erlaubte	lubatud	erlauben	lubatud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
mögen	nagu	mögen	nagu	V;FIN	CONJ
traditionen	traditsioonid	tradition	traditsioon	V;NFIN	N;NOM;PL
traditionen	traditsioon	tradition	traditsioon	V;NFIN	N;NOM;SG
traditionen	traditsioonid	tradition	traditsioon	V;NFIN	N;NOM;PL
behauptete	väidetud	behaupten	väide=tud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
behauptete	väidetava	behaupten	väidetav	V;IND;SG;3;PST;FIN	ADJ;GEN;SG;PRS;V.PTCP;ACT
behauptete	väidetav	behaupten	väidetav	V;IND;SG;3;PST;FIN	ADJ;NOM;SG;PRS;V.PTCP;ACT
six	kuus	six	kuus		NUM;NOM;SG
hunde	koerad	hund	koer		N;NOM;PL
hunde	koera	hund	koer		N;PRT;SG
hunde	koer	hund	koer		N;NOM;SG
krebs	vähid	krebs	vähk		N;NOM;PL
krebs	krebs	krebs	krebs		N;NOM;SG
krebs	vähk	krebs	vähk		N;NOM;SG
verfolgen	jälgimine	verfolgen	jälgimine	V;NFIN	N;NOM;SG
virus	viiruse	virus	viirus		N;GEN;SG
virus	viirus	virus	viirus		N;NOM;SG
girls	tüdrukud	girls	tüdruk	PROPN	N;NOM;PL
girls	girls	girls	girls	PROPN	N;NOM;SG
unit	ühik	unit	ühik		N;NOM;SG
unit	üksus	unit	üksus		N;NOM;SG
fett	rasvad	fett	rasv		N;NOM;PL
fett	rasv	fett	rasv		N;NOM;SG
fett	julge	fett	julge		ADJ;NOM;SG
fett	rasvane	fett	rasvane		ADJ;NOM;SG
fett	rasv	fett	rasv		N;NOM;SG
fett	rasva	fett	rasv		N;PRT;SG
fett	paksud	fett	paks		ADJ;NOM;PL
fett	paks	fett	paks		ADJ;NOM;SG
direkter	direct	direkt	direct	ADJ	N;NOM;SG
