категорія	kategória	категорія	kategória	N;INAN;NOM;FEM;SG	
літера	levélben	літера	levél	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
літера	levelet	літера	levél	N;INAN;NOM;FEM;SG	N;ACC;SG
продовжити	folytatás	продовжити	folytatás	V;PFV;NFIN	N;NOM;SG
продовжити	folytatás	продовжити	folytatás	V;PFV;NFIN	N;NOM;SG
драматичного	drámai	драматичний	drámai	ADJ;GEN;MASC;SG	ADJ;NOM;SG
льотчик	repülős	льотчик	repülős	N;ANIM;NOM;MASC;SG	
цвинтар	temetőben	цвинтар	temető	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
цвинтар	temetőben	цвинтар	temető	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
скупчення	klaszter	скупчення	klaszter	N;INAN;NOM;NEUT;SG	
скупчення	klaszterek	скупчення	klaszter	N;INAN;NOM;NEUT;SG	N;NOM;PL
мирного	békés	мирний	békés	ADJ;GEN;MASC;SG	
маленькі	kis	маленький	kis	ADJ;NOM;PL	ADJ;NOM;SG
маленькі	kicsik	маленький	kicsik	ADJ;NOM;PL	
маленькі	kicsi	маленький	kicsi	ADJ;NOM;PL	
маленькі	kis	маленький	kis	ADJ;NOM;PL	ADJ;NOM;SG
маленькі	kicsi	маленький	kicsi	ADJ;NOM;PL	
маленькі	kevés	маленький	kevés	ADJ;NOM;PL	
маленькі	kicsi	маленький	kicsi	ADJ;NOM;PL	
маленькі	pici	маленький	pici	ADJ;NOM;PL	
маленькі	apró	маленький	apró	ADJ;NOM;PL	
емблема	seal	емблема	seal	N;INAN;NOM;FEM;SG	
кафе	café	кафе	café	N;INAN;NOM;NEUT;SG	
кафе	cafe	кафе	caf	N;INAN;NOM;NEUT;SG	
кафе	café	кафе	café	N;INAN;NOM;NEUT;SG	
монголії	mongólia	монголія	mongólia	PROPN;INAN;GEN;FEM;SG	
колумбія	kolumbia	колумбія	kolumbia	N;INAN;NOM;FEM;SG	
колумбія	columbia	колумбія	columbia	N;INAN;NOM;FEM;SG	
колумбія	kolumbia	колумбія	kolumbia	N;INAN;NOM;FEM;SG	
традиційні	hagyományos	традиційний	hagyományos	ADJ;NOM;PL	
традиційні	tradicionális	традиційний	tradicionális	ADJ;NOM;PL	ADJ;NOM;SG
зменшується	csökkenő	зменшуватися	csökkenő	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;SG
ісландії	izlandi	ісландія	izlandi	PROPN;INAN;GEN;FEM;SG	
ісландії	izland	ісландія	izland	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;SG
єлизавета	elizabeth	єлизавета	elizabeth	N;ANIM;NOM;FEM;SG	
єлизавета	elisabeth	єлизавета	elisabeth	N;ANIM;NOM;FEM;SG	
джозеф	joseph	джозеф	joseph	PROPN;ANIM;NOM;MASC;SG	
джозеф	józsef	джозеф	józsef	PROPN;ANIM;NOM;MASC;SG	
прилади	készülék	прилад	készülék	N;INAN;NOM;MASC;PL	N;NOM;SG
керує	rendezés	керувати	rendezés	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
судно	hajóval	судно	hajó	N;INAN;NOM;NEUT;SG	N;INS;SG
судно	hajón	судно	hajó	N;INAN;NOM;NEUT;SG	
лас	las	лас	las		
заголовок	fejes	заголовок	fejes	N;INAN;NOM;MASC;SG	
дисциплін	tudományágak	дисципліна	tudományág	N;INAN;GEN;FEM;PL	N;NOM;PL
псевдонім	nick	псевдонім	nick	N;INAN;NOM;MASC;SG	
псевдонім	alias	псевдонім	alias	N;INAN;NOM;MASC;SG	
хліб	kenyeret	хліб	kenyér	N;INAN;NOM;MASC;SG	N;ACC;SG
франческо	francesco	франческо	francesco	PROPN;ANIM;NOM;FEM;SG	
містер	miszter	містрий	miszter	N;ANIM;NOM;MASC;SG	
розі	rózsa	роз	rózsa		
розі	rose	роз	rose		
розі	rosie	роз	rosie		
пошкодження	kár	пошкодження	kár	N;INAN;NOM;NEUT;SG	
пошкодження	kárt	пошкодження	kár	N;INAN;NOM;NEUT;SG	N;ACC;SG
нідерландах	hollandia	нідерланда	hollandia	N;INAN;ESS	
нідерландах	holland	нідерланда	holland	N;INAN;ESS	
альфред	alfred	альфред	alfred	PROPN;ANIM;NOM;MASC;SG	
лгбт	lmbt	лгбт	lmb	PROPN;INAN;NOM;FEM;SG	
дружби	barátság	дружба	barátság	N;INAN;NOM;FEM;PL	N;NOM;SG
рот	szád	рот	szád	N;INAN;NOM;MASC;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
рот	szájukat	рот	száj	N;INAN;NOM;MASC;SG	N;ACC;SG
рот	roth	рот	roth	N;INAN;NOM;MASC;SG	
популярний	népszerű	популярний	népszerű	ADJ;NOM;MASC;SG	
популярний	népszerűek	популярний	népszerű	ADJ;NOM;MASC;SG	ADJ;NOM;PL
повідомлень	üzenetek	повідомлення	üzenet	N;INAN;GEN;NEUT;PL	N;NOM;PL
повідомлень	üzeneteket	повідомлення	üzenet	N;INAN;GEN;NEUT;PL	N;ACC;PL
пушкіна	puskin	пушкіний	puskin	N;INAN;NOM;FEM;SG	
незалежні	független	незалежний	független	ADJ;NOM;PL	
незалежні	önálló	незалежний	önálló	ADJ;NOM;PL	
незалежні	függetlenek	незалежний	független	ADJ;NOM;PL	V;INDF;IND;PL;3;PRS;FIN;ACT
денис	denys	денис	denys	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
денис	dennis	денис	dennis	PROPN;ANIM;NOM;MASC;SG	
денис	denis	денис	denis	PROPN;ANIM;NOM;MASC;SG	
записів	bejegyzések	запис	bejegyzés	N;INAN;GEN;MASC;PL	N;NOM;PL
електроенергії	elektromosság	електроенергія	elektromosság	N;INAN;NOM;FEM;PL	N;NOM;SG
електроенергії	villamosenergia	електроенергія	villamosenergia	N;INAN;NOM;FEM;PL	N;NOM;SG
кожні	minden	кожний	minden	NUM;NOM	PRO;NOM;SG;3
відсутній	hiányzik	відсутній	hiányzik	ADJ;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
відсутній	eltűnt	відсутній	el+tűnik	ADJ;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
напруги	feszültség	напруга	feszültség	N;INAN;NOM;FEM;PL	N;NOM;SG
виділити	kiemelés	виділити	kiemelés	V;PFV;NFIN	N;NOM;SG
вдосконалення	javítások	вдосконалення	javítás	N;INAN;NOM;NEUT;SG	N;NOM;PL
вдосконалення	fejlesztések	вдосконалення	fejlesztés	N;INAN;NOM;NEUT;SG	N;NOM;PL
вдосконалення	javul	вдосконалення	javul	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
звичайні	közönséges	звичайний	közönséges	ADJ;NOM;PL	N;NOM;SG
звичайні	hétköznapi	звичайний	hétköznapi	ADJ;NOM;PL	ADJ;NOM;SG
звичайні	szokásos	звичайний	szokásos	ADJ;NOM;PL	ADJ;NOM;SG
межа	korlátozás	межа	korlátozás	N;INAN;NOM;FEM;SG	
межа	limit	межа	limi	N;INAN;NOM;FEM;SG	
межа	határon	межа	határ	N;INAN;NOM;FEM;SG	N;ON+ESS;SG
межа	határokon	межа	határ	N;INAN;NOM;FEM;SG	N;ON+ESS;PL
червоне	piros	червоний	piros	ADJ;NOM;NEUT;SG	
червоне	piroska	червоний	piroska	ADJ;NOM;NEUT;SG	
червоне	vörös	червоний	vörös	ADJ;NOM;NEUT;SG	
соціальний	szociális	соціальний	szociális	ADJ;NOM;MASC;SG	N;NOM;SG
тім	tim	той	tim		
програв	lost	програти	lost	V;PFV;MASC;IND;SG;PST;FIN	
меса	mesa	меса	mesa	N;INAN;NOM;FEM;SG	
майданчик	persze	майданчик	persze	N;INAN;NOM;MASC;SG	
мон	mont	мон	mont		
мон	mon	мон	mon		
перекладачі	translators	перекладач	translators	N;ANIM;NOM;MASC;PL	
частоти	frekvenciákat	частота	frekvencia	N;INAN;NOM;FEM;PL	N;ACC;PL
аргентина	argentína	аргентин	argentín	PROPN;INAN;NOM;FEM;SG	
передачу	továbbítja	передача	továbbít	N;INAN;ACC;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
виконавець	fellépő	виконавець	fellépő	N;ANIM;NOM;MASC;SG	
виконавець	végrehajtó	виконавець	végrehajtó	N;ANIM;NOM;MASC;SG	
виконавець	erőforrás	виконавець	erőforrás	N;ANIM;NOM;MASC;SG	
образу	támadók	образ	támadó	N;INAN;GEN;MASC;SG	N;NOM;PL
виправити	rendbe	виправити	rend	V;PFV;NFIN	N;IN+ALL;SG
виправити	fix	виправити	fix	V;PFV;NFIN	
виправити	helyes	виправити	helyes	V;PFV;NFIN	
виправити	korrekt	виправити	korrekt	V;PFV;NFIN	
виявилися	lakat	виявитися	lakat	V;PFV;IND;PL;PST;FIN	N;NOM;SG
корея	korea	корея	korea	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
корея	koreai	корея	koreai	PROPN;INAN;NOM;FEM;SG	
корея	koreából	корея	korea	PROPN;INAN;NOM;FEM;SG	N;IN+ABL;SG
визнано	felismert	визнати	felismert	V;PFV;IND;0;FIN	
визнано	elismert	визнати	elismer	V;PFV;IND;0;FIN	
юридичний	legális	юридичний	legális	ADJ;NOM;MASC;SG	
транспортування	szállítást	транспортування	szállítás	N;INAN;NOM;NEUT;SG	N;ACC;SG
визначні	kiváló	визначний	kiváló	ADJ;NOM;PL	ADJ;NOM;SG
визначні	kiemelkedő	визначний	kiemelkedő	ADJ;NOM;PL	
визначні	kimagasló	визначний	kimagasló	ADJ;NOM;PL	
щойно	újonnan	щойно	újonnan	ADV	
скоро	nemsokára	скоро	nemsoka	ADV	N;ON+ALL;SG
панк	punk	панк	punk	N;INAN;NOM;MASC;SG	
знищено	megsemmisült	знищено	megsemmisült	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
знищено	elpusztult	знищено	elpusztult	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
знищено	elpusztította	знищено	elpusztít	V;PFV;IND;0;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
відсотків	százalék	відсоток	százalék	N;INAN;GEN;MASC;PL	N;NOM;SG
франциско	francisco	франциско	francisco	PROPN;ANIM;NOM;MASC;SG	
їхнє	övék	їхній	övék	DET;NOM;NEUT;SG;3	N;NOM;SG
інформаційні	informatív	інформаційний	informatív	ADJ;NOM;PL	ADJ;NOM;SG
інформаційні	tájékoztató	інформаційний	tájékoztató	ADJ;NOM;PL	
домашніх	hazai	домашній	hazai	ADJ;ACC;PL	ADJ;NOM;SG
домашніх	belföldi	домашній	belföldi	ADJ;ACC;PL	
домашніх	háziállat	домашній	háziállat	ADJ;ACC;PL	N;NOM;SG
домашніх	háziállatok	домашній	háziállat	ADJ;ACC;PL	N;NOM;PL
латинської	latin	латинський	latin	ADJ;GEN;FEM;SG	
латинської	latinul	латинський	latinul	ADJ;GEN;FEM;SG	
московська	moszkvában	московський	moszkva	ADJ;NOM;FEM;SG	PROPN;IN+ESS;SG
московська	moszkva	московський	moszkva	ADJ;NOM;FEM;SG	
експозиції	expozíciós	експозиція	expozíciós	N;INAN;NOM;FEM;PL	N;NOM;SG
експозиції	kitettség	експозиція	kitettség	N;INAN;NOM;FEM;PL	N;NOM;SG
експозиції	expozíció	експозиція	expozíció	N;INAN;NOM;FEM;PL	N;NOM;SG
сербія	szerbia	сербія	szerbia	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
молока	tejet	молоко	téj	N;INAN;NOM;NEUT;SG	N;ACC;SG
голоду	éhínség	голод	éhínség	N;INAN;GEN;MASC;SG	N;NOM;SG
голоду	éhezés	голод	éhezés	N;INAN;GEN;MASC;SG	N;NOM;SG
голоду	éhen	голод	éh	N;INAN;GEN;MASC;SG	
координат	koordinálja	координат	koordinál	N;INAN;NOM;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
дозволили	engedélyezett	дозволити	engedélyezett	V;PFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
дозволили	megengedett	дозволити	megengedett	V;PFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
медицина	gyógyszert	медицина	gyógyszert	N;INAN;NOM;FEM;SG	N;ACC;SG
кнр	kína	кнр	kína		PROPN;NOM;SG
кнр	knk	кнр	knk		N;NOM;SG
представника	szóvivője	представник	szóvivő	N;ANIM;ACC;MASC;SG	N;NOM;SG
представника	reprezentatív	представник	reprezentatív	N;ANIM;ACC;MASC;SG	
представника	képviselő	представник	képviselő	N;ANIM;ACC;MASC;SG	N;NOM;SG
вказано	szolgáltatott	вказати	szolgáltatott	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
вказано	megadott	вказати	megadott	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
вказано	meghatározott	вказати	meghatározott	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
вказано	megadva	вказати	megadva	V;PFV;IND;0;FIN	ADV;V.CVB
приватні	magán	приватний	maga	ADJ;NOM;PL	
приватні	privát	приватний	priva	ADJ;NOM;PL	
угорський	magyarul	угорський	magyar	ADJ;NOM;MASC;SG	
угорський	magyarok	угорський	magyar	ADJ;NOM;MASC;SG	N;NOM;PL
угорський	hungarian	угорський	hungarian	ADJ;NOM;MASC;SG	
тон	tone	тон	tone	N;INAN;NOM;MASC;SG	
електронний	elektronikusan	електронний	elektronikus	ADJ;NOM;MASC;SG	ADJ;FRML;SG
електронний	elektronikus	електронний	elektronikus	ADJ;NOM;MASC;SG	N;NOM;SG
обіг	forgalomba	обіг	forgalom	N;INAN;NOM;MASC;SG	
небо	sky	небо	sky	N;INAN;NOM;NEUT;SG	
небо	ég	небо	ég	N;INAN;NOM;NEUT;SG	
небо	ég	небо	ég	N;INAN;NOM;NEUT;SG	
постійні	tartósan	постійний	tartós	ADJ;NOM;PL	ADJ;FRML;SG
постійні	kitartó	постійний	kitartó	ADJ;NOM;PL	
дитячої	csecsemő	дитячий	csecsemő	ADJ;GEN;FEM;SG	N;NOM;SG
балів	pont	бал	pont	N;INAN;GEN;MASC;PL	
балів	pontok	бал	pont	N;INAN;GEN;MASC;PL	N;NOM;PL
дискусії	vita	дискусія	vita	N;INAN;NOM;FEM;PL	N;NOM;SG
дискусії	megbeszélés	дискусія	megbeszélés	N;INAN;NOM;FEM;PL	N;NOM;SG
дискусії	beszélgetés	дискусія	beszélgetés	N;INAN;NOM;FEM;PL	N;NOM;SG
дискусії	vita	дискусія	vita	N;INAN;NOM;FEM;PL	N;NOM;SG
жертви	áldozat	жертва	áldozat	N;INAN;NOM;FEM;PL	N;NOM;SG
лежать	hazugság	лежати	hazugság	V;IPFV;IND;PL;3;PRS;FIN	N;NOM;SG
лежать	hazudj	лежати	hazud	V;IPFV;IND;PL;3;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
поема	verset	поема	vers	N;INAN;NOM;FEM;SG	N;ACC;SG
світовий	világ	світовий	világ	ADJ;NOM;MASC;SG	
світовий	world	світовий	world	ADJ;NOM;MASC;SG	
світовий	vilag	світовий	vilag	ADJ;NOM;MASC;SG	N;NOM;SG
комплексів	nemzedékek	комплекс	nemzedék	N;INAN;GEN;MASC;PL	N;NOM;PL
комплексів	generációk	комплекс	generáció	N;INAN;GEN;MASC;PL	N;NOM;PL
контакти	kapcsolattartás	контакт	kapcsolattartás	N;INAN;NOM;MASC;PL	N;NOM;SG
карло	carlo	карло	carlo	PROPN;ANIM;NOM;MASC;SG	
китайська	kínai	китайський	kínai	ADJ;NOM;FEM;SG	
китайська	kínaiak	китайський	kínai	ADJ;NOM;FEM;SG	N;NOM;PL
організаціями	szervezetek	організація	szervezet	N;INAN;INS;FEM;PL	N;NOM;PL
організаціями	hivatalok	організація	hivatal	N;INAN;INS;FEM;PL	N;NOM;PL
організаціями	ügynökségek	організація	ügynökség	N;INAN;INS;FEM;PL	N;NOM;PL
листі	levélben	лист	levél	N;INAN;DAT;MASC;SG	N;IN+ESS;SG
листі	betű	лист	betű	N;INAN;DAT;MASC;SG	N;NOM;SG
листі	levél	лист	levél	N;INAN;DAT;MASC;SG	N;NOM;SG
листі	levelet	лист	levél	N;INAN;DAT;MASC;SG	N;ACC;SG
листі	levele	лист	levél	N;INAN;DAT;MASC;SG	N;NOM;SG
подобається	mint	подобатися	mint	V;IPFV;IND;SG;3;PRS;FIN	CONJ
подобається	like	подобатися	lik	V;IPFV;IND;SG;3;PRS;FIN	
подобається	kedvel	подобатися	kedvel	V;IPFV;IND;SG;3;PRS;FIN	
мільйони	milliók	мільйон	millió	N;INAN;NOM;MASC;PL	
мільйони	millió	мільйон	millió	N;INAN;NOM;MASC;PL	NUM;NOM;SG
збірок	gyűjtemények	збірка	gyűjtemény	N;INAN;GEN;FEM;PL	N;NOM;PL
точку	pont	точка	pont	N;INAN;ACC;FEM;SG	
точку	point	точка	point	N;INAN;ACC;FEM;SG	
сон	aludni	сон	alsdik	N;INAN;NOM;MASC;SG	V;NFIN;ACT
сон	aludj	сон	alud	N;INAN;NOM;MASC;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
сон	álmodj	сон	álmodj	N;INAN;NOM;MASC;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
сон	álom	сон	álom	N;INAN;NOM;MASC;SG	
сон	sung	сон	sung	N;INAN;NOM;MASC;SG	
сон	álmodik	сон	álmodik	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
сон	álmodom	сон	álmod	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
міжнародне	international	міжнародний	international	ADJ;NOM;NEUT;SG	
студент	hallgató	студент	hallgató	N;ANIM;NOM;MASC;SG	
студент	tanuló	студент	tanuló	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
наполеона	napóleon	наполеона	napóleon	PROPN;INAN;NOM;FEM;SG	
наполеона	napoleon	наполеона	napoleon	PROPN;INAN;NOM;FEM;SG	
руку	kéz	рука	kéz	N;INAN;ACC;FEM;SG	N;NOM;SG
іванов	ivanov	іванов	ivanov	PROPN;ANIM;NOM;MASC;SG	
тими	azok	той	az	DET;INS;PL	PRO;NOM;PL;3
гілка	branch	гілка	branch	N;INAN;NOM;FEM;SG	
документальний	dokumentumfilm	документальний	dokumentumfilm	ADJ;NOM;MASC;SG	N;NOM;SG
йозеф	jozef	йозеф	jozef	PROPN;ANIM;NOM;MASC;SG	
йозеф	joseph	йозеф	joseph	PROPN;ANIM;NOM;MASC;SG	
йозеф	józsef	йозеф	józsef	PROPN;ANIM;NOM;MASC;SG	
йозеф	josef	йозеф	josef	PROPN;ANIM;NOM;MASC;SG	
труднощі	nehézségekkel	труднощі	nehézség	N;INAN;NOM;MASC;PL	N;INS;PL
труднощі	nehézség	труднощі	nehézség	N;INAN;NOM;MASC;PL	N;NOM;SG
ріка	folyó	ріка	folyó	N;INAN;NOM;FEM;SG	
справжній	real	справжній	real	ADJ;NOM;MASC;SG	
справжній	igazi	справжній	igazi	ADJ;NOM;MASC;SG	
справжній	valódi	справжній	valódi	ADJ;NOM;MASC;SG	
виступили	magam	виступити	maga	V;PFV;IND;PL;PST;FIN	
маленький	kicsi	маленький	kicsi	ADJ;NOM;MASC;SG	
маленький	kevés	маленький	kevés	ADJ;NOM;MASC;SG	
лариса	larissa	лариса	lariss	PROPN;ANIM;NOM;FEM;SG	
підготував	felkészült	підготувати	felkészült	V;PFV;MASC;IND;SG;PST;FIN	
підготував	elkészítve	підготувати	elkészítve	V;PFV;MASC;IND;SG;PST;FIN	ADV;V.CVB
підготував	előkészítve	підготувати	előkészítve	V;PFV;MASC;IND;SG;PST;FIN	ADV;V.CVB
калібру	kaliberű	калібра	kaliberű	N;INAN;GEN;MASC;SG	
співпрацю	együttműködés	співпраця	együttműködés	N;INAN;ACC;FEM;SG	N;NOM;SG
лісовий	buff	лісовий	buff	ADJ;NOM;MASC;SG	
хлопець	fickó	хлопець	fickó	N;ANIM;NOM;MASC;SG	
хлопець	guy	хлопець	guy	N;ANIM;NOM;MASC;SG	
грецькі	görög	грецький	görög	ADJ;NOM;PL	
мексика	mexikó	мексик	mexikó	PROPN;INAN;NOM;FEM;SG	
використано	használt	використати	használt	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
використано	felhasznált	використати	felhasznált	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
глибини	mélységben	глибина	mélység	N;INAN;NOM;FEM;PL	N;IN+ESS;SG
дату	dátum	дата	dátum	N;INAN;ACC;FEM;SG	N;NOM;SG
дату	időpont	дата	időpont	N;INAN;ACC;FEM;SG	N;NOM;SG
каплиці	rajzfilm	каплиця	rajzfilm	N;INAN;NOM;FEM;PL	N;NOM;SG
каплиці	rajzfilmeket	каплиця	rajzfilm	N;INAN;NOM;FEM;PL	N;ACC;PL
очей	szemed	око	szemed	N;INAN;GEN;NEUT;PL	N;NOM;SG
очей	szeme	око	szem	N;INAN;GEN;NEUT;PL	N;NOM;SG
очей	szem	око	szem	N;INAN;GEN;NEUT;PL	
очей	szemek	око	szem	N;INAN;GEN;NEUT;PL	N;NOM;PL
республік	köztársaságok	республіка	köztársaság	N;INAN;GEN;FEM;PL	N;NOM;PL
опубліковані	közzétette	опублікований	közzétet	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
опубліковані	kiküldött	опублікований	kiküldött	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
опубліковані	közzétett	опублікований	közzétett	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
заборону	tilalom	заборона	tilalom	N;INAN;ACC;FEM;SG	
глибоко	mély	глибоко	mély	ADV	
вірменія	örményország	вірменія	örményország	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
серйозно	komoly	серйозно	komoly	ADV	
серйозно	súlyos	серйозно	súlyos	ADV	
серйозно	komolyan	серйозно	komolyan	ADV	
словаччині	szlovákia	словаччина	szlovákia	PROPN;INAN;DAT;FEM;SG	N;NOM;SG
георг	george	георг	george	PROPN;ANIM;NOM;MASC;SG	
георг	györgy	георг	györgy	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
георг	georg	георг	georg	PROPN;ANIM;NOM;MASC;SG	
дивно	fura	дивно	fura	ADV	
дивно	furcsa	дивно	furcsa	ADV	
дивно	különös	дивно	különös	ADV	
дивно	furcsa	дивно	furcsa	ADV	
дивно	páratlan	дивно	páratlan	ADV	
дивно	furcsa	дивно	furcsa	ADV	
наявні	elérhető	наявний	elérhető	ADJ;NOM;PL	ADJ;NOM;SG
наявні	rendelhető	наявний	rendelhető	ADJ;NOM;PL	ADJ;NOM;SG
італійської	olasz	італійський	olasz	ADJ;GEN;FEM;SG	
італійської	olaszország	італійський	olaszország	ADJ;GEN;FEM;SG	
тепла	meleg	тепло	meleg	N;INAN;NOM;NEUT;SG	
тепла	melegen	тепло	meleg	N;INAN;NOM;NEUT;SG	
внутрішня	belső	внутрішній	belső	ADJ;NOM;FEM;SG	
кожну	mindegyik	кожний	mindegyik	DET;ACC;FEM;SG	
православний	ortodox	православний	ortodox	ADJ;NOM;MASC;SG	N;NOM;SG
відповідність	relevánsak	відповідність	releváns	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
відповідність	egyező	відповідність	egyező	N;INAN;NOM;FEM;SG	
відповідність	egyezik	відповідність	egyezik	N;INAN;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
відповідність	egyező	відповідність	egyező	N;INAN;NOM;FEM;SG	
показана	megjelenített	показаний	megjelenített	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
співпраця	együttműködni	співпраця	együtt+működik	N;INAN;NOM;FEM;SG	V;NFIN;ACT
венеція	velencei	венеція	velencei	PROPN;INAN;NOM;FEM;SG	
венеція	velence	венеція	velence	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
венеція	venezia	венеція	venezia	PROPN;INAN;NOM;FEM;SG	
конвенції	egyezmény	конвенція	egyezmény	N;INAN;NOM;FEM;PL	N;NOM;SG
конвенції	konvent	конвенція	konven	N;INAN;NOM;FEM;PL	N;NOM;SG
ендрю	andrás	ендрю	andrás	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
ендрю	andrew	ендрю	andrew	PROPN;ANIM;NOM;MASC;SG	
колорадо	colorado	колорадо	colorado	PROPN;INAN;NOM;MASC;SG	
буття	lenni	буття	lesz	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
буття	genesis	буття	genesis	N;INAN;NOM;NEUT;SG	
стів	steve	стова	steve	PROPN;ANIM;NOM;MASC;SG	
словника	szótár	словник	szótár	N;INAN;GEN;MASC;SG	N;NOM;SG
словника	szókincse	словник	szókincse	N;INAN;GEN;MASC;SG	N;NOM;SG
навіщо	miért	навіщо	miért		ADV
конкретних	specifikus	конкретний	specifikus	ADJ;GEN;PL	ADJ;NOM;SG
конкретних	konkrét	конкретний	konkrét	ADJ;GEN;PL	
затока	sinus	затока	sinus	N;INAN;NOM;FEM;SG	
затока	bay	затока	bay	N;INAN;NOM;FEM;SG	
цивільних	civilek	цивільний	civil	ADJ;ACC;PL	N;NOM;PL
цивільних	civil	цивільний	civil	ADJ;ACC;PL	
цивільних	polgári	цивільний	polgári	ADJ;ACC;PL	ADJ;NOM;SG
сходження	mászni	сходження	mász	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
сходження	mászik	сходження	mászik	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
сходження	mászni	сходження	mász	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
паулу	paulo	паула	paulo	N;INAN;ACC;FEM;SG	
дітям	gyerekek	дитина	gyerek	N;ANIM;DAT;FEM;PL	N;NOM;PL
дітям	kölykök	дитина	kölyk	N;ANIM;DAT;FEM;PL	N;NOM;PL
росту	növekedés	ростий	növekedés	N;INAN;GEN;MASC;SG	N;NOM;SG
обрали	választott	обрати	választott	V;PFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
обрали	választotta	обрати	választ	V;PFV;IND;PL;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
теодор	theodore	теодор	theodor	PROPN;ANIM;NOM;MASC;SG	
теодор	theodor	теодор	theodor	PROPN;ANIM;NOM;MASC;SG	
теодор	théodore	теодор	théodor	PROPN;ANIM;NOM;MASC;SG	
теодор	teodor	теодор	teodor	PROPN;ANIM;NOM;MASC;SG	
аналогічно	hasonlóképpen	аналогічно	hasonlóképpen	ADV	
аналогічно	hasonlóan	аналогічно	hasonló	ADV	ADJ;FRML;SG
воріт	kapuk	воріти	kap	N;INAN;GEN;FEM;PL	N;NOM;PL
воріт	gates	воріти	gates	N;INAN;GEN;FEM;PL	
воріт	kapu	воріти	kapu	N;INAN;GEN;FEM;PL	N;NOM;SG
лот	sok	лот	sok		
лот	tétel	лот	tétel		N;NOM;SG
відповідний	megfelelő	відповідний	megfelelő	ADJ;NOM;MASC;SG	
фунтів	font	фунт	font	N;INAN;GEN;MASC;PL	N;NOM;SG
вільямс	williams	вільямс	williams	PROPN;ANIM;NOM;FEM;SG	
алан	alan	алан	alan	PROPN;ANIM;NOM;MASC;SG	
сірий	ősz	сірий	ősz	ADJ;NOM;MASC;SG	
сірий	gray	сірий	gray	ADJ;NOM;MASC;SG	
сірий	szürke	сірий	szürke	ADJ;NOM;MASC;SG	
сірий	ősz	сірий	ősz	ADJ;NOM;MASC;SG	
