stregone	ساحر.	stregone	ساحر.	N;MASC;SG	PROPN;NOM;MASC;SG;3
umili	رتبہ	umile	رتبہ	ADJ;PL	N;NOM;MASC;SG;3
umili	وقعت	umile	وقعت	ADJ;PL	N;NOM;MASC;SG;3
umili	گرانا	umile	گرانا	ADJ;PL	V;MASC;SG;NFIN;ACT
umili	حقیر	umile	حقیر	ADJ;PL	N;NOM;MASC;SG;3
umili	کِہین	umile	کِہین	ADJ;PL	
umili	عاجزی	umile	عاجزی	ADJ;PL	PROPN;NOM;MASC;SG;3
umili	تحقیر	umile	تحقیر	ADJ;PL	N;NOM;MASC;SG;3
metti	off	mettere	off	V;IMP;SG;2;PRS;FIN	
metti	out	mettere	out	V;IMP;SG;2;PRS;FIN	
antagonisti	مخالفانہ	antagonista	مخالفانہ	N;MASC;PL	ADJ
antagonisti	معاندانہ	antagonista	معاندانہ	N;MASC;PL	ADJ
antagonisti	مخالف	antagonista	مخالف	N;MASC;PL	ADJ
antagonisti	حریف.	antagonista	حریف.	N;MASC;PL	PROPN;NOM;MASC;SG;3
congiunzione	مجمع.	congiunzione	مجمع.	N;FEM;SG	PROPN;NOM;MASC;SG;3
congiunzione	but	congiunzione	but	N;FEM;SG	
remote	idea	remotere	idea	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
remote	مدّھم	remotere	مدّھم	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
arredamento	لوازم	arredamento	لوازم	N;MASC;SG	
arredamento	کنڈی	arredamento	کنڈی	N;MASC;SG	PROPN;NOM;MASC;SG;3
arredamento	قبضے.	arredamento	قبضے.	N;MASC;SG	
arredamento	کرسی	arredamento	کرسی	N;MASC;SG	PROPN;NOM;MASC;SG;3
clip	فرّاٹا.	clip	فرّاٹا.	N;FEM	PROPN;NOM;MASC;SG;3
clip	(	clip	(	N;FEM	
clip	فرّاٹا.	clip	فرّاٹا.	N;FEM	PROPN;NOM;MASC;SG;3
clip	کاٹنا	clip	کاٹنا	N;FEM	V;MASC;SG;NFIN;ACT
clip	(	clip	(	N;FEM	
brutale	ظالم	brutale	ظالم	ADJ;SG	N;NOM;MASC;SG;3
brutale	درشت	brutale	درشت	ADJ;SG	PROPN;NOM;MASC;SG;3
brutale	وحشی.	brutale	وحشی.	ADJ;SG	PROPN;NOM;MASC;SG;3
colera	ہیضہ	colera	ہیضہ	N;FEM;SG	PROPN;NOM;MASC;SG;3
colera	تخمہ	colera	تخمہ	N;FEM;SG	
valorizzare	زور	valorizzare	زور	V;NFIN	N;NOM;MASC;SG;3
valorizzare	(	valorizzare	(	V;NFIN	
valorizzare	اثر	valorizzare	اثر	V;NFIN	N;NOM;MASC;SG;3
geloso	چوکنّا.	geloso	چوکنّا.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
geloso	(	geloso	(	ADJ;MASC;SG	
geloso	تحقیق	geloso	تحقیق	ADJ;MASC;SG	N;NOM;MASC;SG;3
venerabile	روابط	venerabile	ربط	N;SG	N;NOM;MASC;PL;3
venerabile	معزز	venerabile	معزز	N;SG	ADJ
venerabile	(	venerabile	(	N;SG	
fermentazione	برانگیختی	fermentazione	برانگیختی	N;FEM;SG	ADJ;NOM
fermentazione	ہلچل	fermentazione	ہلچل	N;FEM;SG	V;ACT
generoso	کثیر	generoso	کثیر	ADJ;MASC;SG	
generoso	مخیر	generoso	مخیر	ADJ;MASC;SG	
animate	زندہ	animare	زندہ	V;FEM;PL;PST;V.PTCP	ADJ
animate	نامی.	animare	نامی.	V;FEM;PL;PST;V.PTCP	PROPN;NOM;MASC;SG;3
clandestino	خُفیہ	clandestino	خُفیہ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
visivi	بصری	visivo	بصری	ADJ;MASC;PL	
visivi	نظری	visivo	نظری	ADJ;MASC;PL	N;NOM;MASC;SG;3
deviazione	معینہ	deviazione	معینہ	N;FEM;SG	ADJ
bean	منڈیا	bean	منڈیا	N	PROPN;NOM;MASC;SG;3
ascendente	حاوی.	ascendente	حاوی.	ADJ;SG	PROPN;NOM;MASC;SG;3
celtico	ویلز	celtico	ویلز	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
celtico	کیلٹی	celtico	کیلٹی	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
selvaggi	(	selvaggio	(	ADJ;MASC;PL	
selvaggi	ویرانہ	selvaggio	ویرانہ	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	چوکنّا.	selvaggio	چوکنّا.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	ہُوش	selvaggio	ہُوش	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	بیابان	selvaggio	بیابان	ADJ;MASC;PL	
selvaggi	بادیہ.	selvaggio	بادیہ.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	ویران.	selvaggio	ویران.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	اُجاڑ.	selvaggio	اُجاڑ.	ADJ;MASC;PL	
selvaggi	(	selvaggio	(	ADJ;MASC;PL	
selvaggi	ویرانہ	selvaggio	ویرانہ	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	چوکنّا.	selvaggio	چوکنّا.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	ہُوش	selvaggio	ہُوش	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	بیابان	selvaggio	بیابان	ADJ;MASC;PL	
selvaggi	بادیہ.	selvaggio	بادیہ.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	وحشی	selvaggio	وحشی	ADJ;MASC;PL	
selvaggi	ویران.	selvaggio	ویران.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	اُجاڑ.	selvaggio	اُجاڑ.	ADJ;MASC;PL	
selvaggi	اکّھڑ	selvaggio	اکّھڑ	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	ظالم	selvaggio	ظالم	ADJ;MASC;PL	N;NOM;MASC;SG;3
selvaggi	خونخوار	selvaggio	خونخوار	ADJ;MASC;PL	
selvaggi	ناآراستہ	selvaggio	ناآراستہ	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	اکّھڑ	selvaggio	اکّھڑ	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
selvaggi	ظالم	selvaggio	ظالم	ADJ;MASC;PL	N;NOM;MASC;SG;3
selvaggi	خونخوار	selvaggio	خونخوار	ADJ;MASC;PL	
selvaggi	ناآراستہ	selvaggio	ناآراستہ	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
rinvio	تعویق	rinvio	تعویق	N;MASC;SG	PROPN;NOM;MASC;SG;3
planetario	دنیوی.	planetario	دنیوی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
gatta	گربہ	gatta	گربہ	N;FEM;SG	PROPN;NOM;MASC;SG;3
gatta	بلاؤ	gatta	بلاؤ	N;FEM;SG	
gatta	cat-o'-nine-tails.	gatta	cat-o'-nine-tails.	N;FEM;SG	PROPN;NOM;MASC;SG;3
gatta	بلّی	gatta	بلّی	N;FEM;SG	PROPN;NOM;MASC;SG;3
gatta	جلنے	gatta	جل	N;FEM;SG	V;NFIN;ACT
brucia	داغ	bruciare	داغ	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
brucia	سگریٹ.	bruciare	سگریٹ.	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
brucia	چرکا	bruciare	چرکا	V;IND;SG;3;PRS;FIN	
brucia	گلانا.	bruciare	گلانا.	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
brucia	جْھلسا-	bruciare	جْھلسا-	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
marciapiede	گھیرا	marciapiedere	گھیرا	N;MASC;SG	V;SG;V.PTCP;ACT
marciapiede	جنگلا	marciapiedere	جنگلا	N;MASC;SG	PROPN;NOM;MASC;SG;3
marciapiede	کھینچنا.	marciapiedere	کھینچنا.	N;MASC;SG	
marciapiede	بندش.	marciapiedere	بندش.	N;MASC;SG	PROPN;NOM;MASC;SG;3
marciapiede	روکنا	marciapiedere	روک	N;MASC;SG	V;NFIN
oceani	بحرالکاہل	oceano	بحرالکاہل	N;MASC;PL	PROPN;NOM;MASC;SG;3
oceani	بحرہند	oceano	بحرہند	N;MASC;PL	PROPN;NOM;MASC;SG;3
oceani	ساگر	oceano	ساگر	N;MASC;PL	PROPN;NOM;MASC;SG;3
oceani	بحر	oceano	بحر	N;MASC;PL	PROPN;NOM;MASC;SG;3
oceani	بحرالکاہل	oceano	بحرالکاہل	N;MASC;PL	PROPN;NOM;MASC;SG;3
oceani	بحرہند	oceano	بحرہند	N;MASC;PL	PROPN;NOM;MASC;SG;3
culla	پنگورا	cullare	پنگورا	N;FEM;SG	PROPN;NOM;MASC;SG;3
culla	کٹیا	cullare	کٹیا	N;FEM;SG	
culla	چھتّا	cullare	چھتّا	N;FEM;SG	
culla	جھونپڑی.	cullare	جھونپڑی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
culla	بڑبڑانا	cullare	بڑبڑانا	N;FEM;SG	V;NFIN;ACT
culla	غرّانا	cullare	غرّانا	N;FEM;SG	PROPN;NOM;MASC;SG;3
culla	چرانا	cullare	چرانا	N;FEM;SG	V;MASC;SG;NFIN;ACT
culla	چربا.	cullare	چربا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
calcolata	دانستہ	calcolare	دانستہ	V;FEM;SG;PST;V.PTCP	ADJ
calcolata	مطلوبہ.	calcolare	مطلوبہ.	V;FEM;SG;PST;V.PTCP	ADJ
zeta	z	zeta	z	ADJ;FEM;SG	N;NOM;MASC;SG;3
illecito	حرام	illecito	حرام	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
zoologia	فعلیات	zoologia	فعلی	N;FEM;SG	N;NOM;MASC;PL;3
noci	سنکی.	noce	سنکی.	N;FEM;PL	PROPN;NOM;MASC;SG;3
colorato	رنگین	colorato	رنگین	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
colorato	رنگدار	colorato	رنگدار	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
colorato	رنگدار	colorato	رنگدار	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
colorato	رنگین	colorato	رنگین	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
ausiliario	کمک.	ausiliario	کمک.	ADJ;MASC;SG	
ausiliario	اضافی.	ausiliario	اضافیؤ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
destinatario	آخذ.	destinatario	آخذ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
psiche	نفس.	psico	نفس.	N;FEM;SG	PROPN;NOM;MASC;SG;3
psiche	جان.	psico	جان.	N;FEM;SG	
aggressiva	جارح	aggressivo	جارح	ADJ;FEM;SG	N;NOM;MASC;SG;3
aggressiva	جارحانہ(	aggressivo	جارحانہ(	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
aggressiva	اقدام	aggressivo	اقدام	ADJ;FEM;SG	N;NOM;MASC;SG;3
aggressiva	ظالم	aggressivo	ظالم	ADJ;FEM;SG	N;NOM;MASC;SG;3
aggressiva	جابر	aggressivo	جابر	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
aggressiva	جنگجو	aggressivo	جنگجو	ADJ;FEM;SG	N;NOM;MASC;SG;3
levin	صاعقہ	levin	صاعقہ	N;MASC	PROPN;NOM;MASC;SG;3
levin	بجلی.	levin	بجلی.	N;MASC	
timido	from	timido	from	ADJ;MASC;SG	
timido	(	timido	(	ADJ;MASC;SG	
timido	شرمیلا	timido	شرمیلا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
timido	بزدل	timido	بزدل	ADJ;MASC;SG	
timido	شرمیلا	timido	شرمیلا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
macerie	روڑی	maceria	روڑی	N;FEM;PL	PROPN;NOM;MASC;SG;3
macerie	روڑے.	maceria	روڑہ	N;FEM;PL	V;PL;FIN;ACT
locanda	سرائے	locanda	سرائے	N;FEM;SG	PROPN;NOM;MASC;SG;3
impostare	(	impostare	(	V;NFIN	
impostare	ٹکنا.	impostare	ٹکنا.	V;NFIN	
impostare	موج	impostare	موج	V;NFIN	N;NOM;MASC;SG;3
impostare	جماعت	impostare	جماعت	V;NFIN	N;NOM;FEM;SG;3
impostare	جمانا.	impostare	جمانا.	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	مستقل	impostare	مستقل	V;NFIN	ADJ
impostare	بہاؤ	impostare	بہاؤ	V;NFIN	N;NOM;MASC;SG;3
impostare	وضع	impostare	وضع	V;NFIN	N;NOM;MASC;SG;3
impostare	اٹکانا	impostare	اٹکا	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	کل	impostare	کل	V;NFIN	N;NOM;MASC;SG;3
impostare	گروہ	impostare	گروہ	V;NFIN	N;NOM;MASC;SG;3
impostare	طائفہ	impostare	طائفہ	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	(	impostare	(	V;NFIN	
impostare	ریڈیو	impostare	ریڈیو	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	بیر.	impostare	بیر.	V;NFIN	
impostare	(	impostare	(	V;NFIN	
impostare	(	impostare	(	V;NFIN	
impostare	بغض	impostare	بغض	V;NFIN	N;NOM;MASC;SG;3
impostare	محکم	impostare	محکم	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	رجحان	impostare	رجحان	V;NFIN	N;NOM;MASC;SG;3
impostare	باندھنا.	impostare	باندھنا.	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	منڈلی.	impostare	منڈلی	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	مشین	impostare	مشین	V;NFIN	N;NOM;MASC;SG;3
impostare	upon	impostare	upon	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	ٹولا	impostare	ٹولا	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	(	impostare	(	V;NFIN	
impostare	ٹکنا.	impostare	ٹکنا.	V;NFIN	
impostare	موج	impostare	موج	V;NFIN	N;NOM;MASC;SG;3
impostare	جماعت	impostare	جماعت	V;NFIN	N;NOM;FEM;SG;3
impostare	جمانا.	impostare	جمانا.	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	مستقل	impostare	مستقل	V;NFIN	ADJ
impostare	بہاؤ	impostare	بہاؤ	V;NFIN	N;NOM;MASC;SG;3
impostare	وضع	impostare	وضع	V;NFIN	N;NOM;MASC;SG;3
impostare	اٹکانا	impostare	اٹکا	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	کل	impostare	کل	V;NFIN	N;NOM;MASC;SG;3
impostare	گروہ	impostare	گروہ	V;NFIN	N;NOM;MASC;SG;3
impostare	طائفہ	impostare	طائفہ	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	(	impostare	(	V;NFIN	
impostare	ریڈیو	impostare	ریڈیو	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	بیر.	impostare	بیر.	V;NFIN	
impostare	(	impostare	(	V;NFIN	
impostare	(	impostare	(	V;NFIN	
impostare	بغض	impostare	بغض	V;NFIN	N;NOM;MASC;SG;3
impostare	محکم	impostare	محکم	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	رجحان	impostare	رجحان	V;NFIN	N;NOM;MASC;SG;3
impostare	باندھنا.	impostare	باندھنا.	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	منڈلی.	impostare	منڈلی	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	مشین	impostare	مشین	V;NFIN	N;NOM;MASC;SG;3
impostare	upon	impostare	upon	V;NFIN	PROPN;NOM;MASC;SG;3
impostare	ٹولا	impostare	ٹولا	V;NFIN	PROPN;NOM;MASC;SG;3
tredicesima	سیزدہم	tredicesimo	سیزدہم	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
tredicesima	تیرھواں	tredicesimo	تیرھواں	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
tredicesima	سیزدہم	tredicesimo	سیزدہم	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
slim	چھوٹا	slim	چھوٹا	N	ADJ;NOM;MASC;SG
slim	تیز	slim	تیز	N	ADJ
slim	عّیار.	slim	عّیار.	N	PROPN;NOM;MASC;SG;3
slim	مختصر	slim	مختصر	N	ADJ
scossa	شائق	scossa	شائق	N;FEM;SG	ADJ
maga	پھینکنے	mago	پھینک	N;FEM;SG	V;ACC;NFIN
maga	ڈالنے	mago	ڈال	N;FEM;SG	V;ACC;NFIN
gambo	تنا.	gambo	تنا.	N;MASC;SG	
gambo	دھاتو	gambo	دھاتو	N;MASC;SG	PROPN;NOM;MASC;SG;3
gambo	نکلنا	gambo	نکل	N;MASC;SG	V;MASC;SG;NFIN;ACT
gambo	تنکا	gambo	تنکا	N;MASC;SG	
gambo	(	gambo	(	N;MASC;SG	
gambo	روکنا	gambo	روک	N;MASC;SG	V;NFIN
cocktail	ملغوبہ	cocktail	ملغوبہ	N;MASC	PROPN;NOM;MASC;SG;3
cocktail	مخلوطہ.	cocktail	مخلوطہ.	N;MASC	ADJ
even	صاف.	eveno	صاف.		
even	مسطح	eveno	مسطح		
even	یکساں	eveno	یکساں		ADJ
even	بلکہ	eveno	بلکہ		CONJ
even	متحمل.	eveno	متحمل.		N
even	صاف.	eveno	صاف.		
even	مسطح	eveno	مسطح		
even	یکساں	eveno	یکساں		ADJ
even	بلکہ	eveno	بلکہ		CONJ
even	ہموار	eveno	ہموار		ADJ
even	متحمل.	eveno	متحمل.		N
quark	نادیدہ	quark	نادیدہ	N	ADJ
nuvola	تاریکی.	nuvolare	تاریکی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
nuvola	غول.	nuvolare	غول.	N;FEM;SG	PROPN;NOM;MASC;SG;3
nuvola	دُھندلانا	nuvolare	دُھندلانا	N;FEM;SG	V;SG;NFIN;ACT
nuvola	سایہ.	nuvolare	سایہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
nuvola	ابر	nuvolare	ابر	N;FEM;SG	V;ACT
nuvola	تاریکی.	nuvolare	تاریکی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
nuvola	غول.	nuvolare	غول.	N;FEM;SG	PROPN;NOM;MASC;SG;3
nuvola	دُھندلانا	nuvolare	دُھندلانا	N;FEM;SG	V;SG;NFIN;ACT
nuvola	سایہ.	nuvolare	سایہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
tie	کسنا.	tia	کسنا.	N;MASC	
tie	ڈوری	tia	ڈوری	N;MASC	PROPN;NOM;MASC;SG;3
gross	پھپّس-	gross	پھپّس-	N;MASC	PROPN;NOM;MASC;SG;3
gross	غبی	gross	غبی	N;MASC	
gross	گرس.	gross	گرس.	N;MASC	PROPN;NOM;MASC;SG;3
gross	ٹھوس.	gross	ٹھوس.	N;MASC	PROPN;NOM;MASC;SG;3
gross	مجموعی	gross	مجموعی	N;MASC	ADJ
gross	گاڑھا	gross	گاڑھا	N;MASC	V;PFV;MASC;SG;V.PTCP;ACT
gross	گرز	gross	گرز	N;MASC	
gross	موٹا	gross	موٹا	N;MASC	ADJ;NOM;MASC;SG
gross	پھپّس-	gross	پھپّس-	N;MASC	PROPN;NOM;MASC;SG;3
gross	غبی	gross	غبی	N;MASC	
gross	گرس.	gross	گرس.	N;MASC	PROPN;NOM;MASC;SG;3
gross	ٹھوس.	gross	ٹھوس.	N;MASC	PROPN;NOM;MASC;SG;3
gross	مجموعی	gross	مجموعی	N;MASC	ADJ
gross	گاڑھا	gross	گاڑھا	N;MASC	V;PFV;MASC;SG;V.PTCP;ACT
gross	گرز	gross	گرز	N;MASC	
impugnatura	تھئیٹر	impugnatura	تھئیٹر	N;FEM;SG	PROPN;NOM;MASC;SG;3
impugnatura	روزگار-	impugnatura	روزگار-	N;FEM;SG	PROPN;NOM;MASC;SG;3
impugnatura	کتّا	impugnatura	کتّا	N;FEM;SG	
impugnatura	پکڑ	impugnatura	پکڑ	N;FEM;SG	V;ACT
impugnatura	تھئیٹر	impugnatura	تھئیٹر	N;FEM;SG	PROPN;NOM;MASC;SG;3
impugnatura	روزگار-	impugnatura	روزگار-	N;FEM;SG	PROPN;NOM;MASC;SG;3
impugnatura	کتّا	impugnatura	کتّا	N;FEM;SG	
impugnatura	چلانا.	impugnatura	چلاناؤ	N;FEM;SG	V;MASC;SG;NFIN;ACT
impugnatura	ہلانا	impugnatura	ہلا	N;FEM;SG	V;MASC;SG;NFIN;ACT
spessa	دقیق	spesso	دقیق	ADJ;FEM;SG	N;NOM;MASC;SG;3
spessa	معمور.	spesso	معمور.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
spessa	بیوقوف	spesso	بیوقوف	ADJ;FEM;SG	
spessa	گدلا	spesso	گدلا	ADJ;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
spessa	دقیق	spesso	دقیق	ADJ;FEM;SG	N;NOM;MASC;SG;3
spessa	معمور.	spesso	معمور.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
spessa	دبیز	spesso	دبیز	ADJ;FEM;SG	
spessa	بیوقوف	spesso	بیوقوف	ADJ;FEM;SG	
spessa	گدلا	spesso	گدلا	ADJ;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
umida	بھیگا.	umido	بھیگا.	ADJ;FEM;SG	
umida	بھیگا.	umido	بھیگا.	ADJ;FEM;SG	
umida	نم	umido	نم	ADJ;FEM;SG	V;ACT
umida	بھیگا	umido	بھیگ	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
umida	شراب	umido	شراب	ADJ;FEM;SG	N;NOM;MASC;SG;3
umida	(	umido	(	ADJ;FEM;SG	
umida	تری	umido	تری	ADJ;FEM;SG	
umida	متوڑا	umido	متوڑا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
umida	برسات	umido	برسات	ADJ;FEM;SG	N;NOM;MASC;SG;3
umida	مریل	umido	مریل	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
umida	فضول.	umido	فضول.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
umida	(	umido	(	ADJ;FEM;SG	
umida	بھگونا	umido	بھگونا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
umida	رطوبت.	umido	رطوبت.	ADJ;FEM;SG	ADP
umida	مشروب.	umido	مشروب.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
umida	گیلا	umido	گیلا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
umida	نمی	umido	نمی	ADJ;FEM;SG	N;NOM;MASC;SG;3
redenzione	کفّارہ	redenzione	کفّارہ	N;FEM;SG	PROPN;NOM;MASC;SG;3
redenzione	چھڑانے	redenzione	چھڑا	N;FEM;SG	V;ACC;NFIN
redenzione	انفکاک	redenzione	انفکاک	N;FEM;SG	PROPN;NOM;MASC;SG;3
gentilmente	مقامی	gentilmente	مقامی	ADV	ADJ
gentilmente	خوشگوار	gentilmente	خوشگوار	ADV	ADJ
centrato	وسطی	centrare	وسطی	V;MASC;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
tat	جھالر	tate	جھالر	N	PROPN;NOM;MASC;SG;3
vieni	(	venire	(	V;IND;SG;2;PRS;FIN	
vieni	برتائو	venire	برتائو	V;IND;SG;2;PRS;FIN	
vieni	نزدیک	venire	نزدیک	V;IND;SG;2;PRS;FIN	ADP;NOM;MASC;SG;3
vieni	کردار	venire	کردار	V;IND;SG;2;PRS;FIN	N;NOM;MASC;SG;3
vieni	(	venire	(	V;IND;SG;2;PRS;FIN	
vieni	برتائو	venire	برتائو	V;IND;SG;2;PRS;FIN	
vieni	نزدیک	venire	نزدیک	V;IND;SG;2;PRS;FIN	ADP;NOM;MASC;SG;3
vieni	کردار	venire	کردار	V;IND;SG;2;PRS;FIN	N;NOM;MASC;SG;3
fumble	with	fumble	with	N;MASC	
fumble	for	fumble	for	N;MASC	
equivoco	مبہم	equivoco	مبہم	N;MASC;SG	ADJ
equivoco	مشکوک	equivoco	مشکوک	N;MASC;SG	ADJ
equivoco	مشتبہ	equivoco	مشتبہ	N;MASC;SG	ADJ
equivoco	مجہول.	equivoco	مجہول.	N;MASC;SG	PROPN;NOM;MASC;SG;3
equivoco	ناراضگی.	equivoco	ناراضگی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
casta	شائستہ	casta	شائستہ	N;FEM;SG	PROPN;NOM;MASC;SG;3
casta	عفیف	casta	عفیف	N;FEM;SG	PROPN;NOM;MASC;SG;3
casta	شائستہ	casta	شائستہ	N;FEM;SG	PROPN;NOM;MASC;SG;3
casta	پارسا	casta	پارسا	N;FEM;SG	PROPN;NOM;MASC;SG;3
casta	مقام.	casta	مقام.	N;FEM;SG	PROPN;NOM;MASC;SG;3
conquistatore	فاتح	conquistatore	فاتح	N;MASC;SG	ADJ
amara	کڑوا	amaro	کڑوا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
amara	کڑوا	amaro	کڑوا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
amara	تلخ	amaro	تلخ	ADJ;FEM;SG	
tristezza	الم	tristezza	الم	N;FEM;SG	
tristezza	الم	tristezza	الم	N;FEM;SG	
tristezza	المناک	tristezza	المناک	N;FEM;SG	PROPN;NOM;MASC;SG;3
tristezza	شرمناک	tristezza	شرمناک	N;FEM;SG	ADJ
tristezza	مدّھم	tristezza	مدّھم	N;FEM;SG	PROPN;NOM;MASC;SG;3
tristezza	رنجیدہ	tristezza	رنجیدہ	N;FEM;SG	ADJ
tristezza	المناک	tristezza	المناک	N;FEM;SG	PROPN;NOM;MASC;SG;3
tristezza	شرمناک	tristezza	شرمناک	N;FEM;SG	ADJ
tristezza	مدّھم	tristezza	مدّھم	N;FEM;SG	PROPN;NOM;MASC;SG;3
francobollo	بھانتی	francobollo	بھانتی	N;MASC;SG	V;IPFV;FEM;SG;V.PTCP;ACT
progressista	پنپتا	progressista	پنپتا	N;SG	PROPN;NOM;MASC;SG;3
costruttivo	متبادر	costruttivo	متبادر	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
costruttivo	ترکیب	costruttivo	ترکیب	ADJ;MASC;SG	N;NOM;FEM;SG;3
inusuale	نرالا.	inusuale	نرالاؤ	ADJ;SG	PROPN;NOM;MASC;SG;3
inusuale	امتیازی.	inusuale	امتیازی.	ADJ;SG	PROPN;NOM;MASC;SG;3
inusuale	استثنائی	inusuale	استثنائی	ADJ;SG	N;NOM;MASC;SG;3
vomito	ابکنا.	vomire	ابکنا.	N;MASC;SG	
vomito	ڈاکنا.	vomire	ڈاکنا.	N;MASC;SG	
vomito	ابکنا.	vomire	ابکنا.	N;MASC;SG	
vomito	ڈاکنا.	vomire	ڈاکنا.	N;MASC;SG	
vomito	اُلٹی	vomire	اُلٹی	N;MASC;SG	
gadget	چٹکلا	gadget	چٹکلا	N;MASC	PROPN;NOM;MASC;SG;3
gadget	ڈھب	gadget	ڈھب	N;MASC	;MASC
gadget	جنتر	gadget	جنتر	N;MASC	PROPN;NOM;MASC;SG;3
fagioli	سر	fagiolo	سر	N;MASC;PL	N;NOM;MASC;SG;3
fagioli	منڈیا	fagiolo	منڈیا	N;MASC;PL	PROPN;NOM;MASC;SG;3
forcella	پھاڑنا	forcella	پھاڑ	N;FEM;SG	V;SG;NFIN;ACT
idroelettrica	برقابی.	idroelettrico	برقابی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
puzzle	مشکل	puzzle	مشکل	N;MASC	ADJ
puzzle	معمّا	puzzle	معمّا	N;MASC	PROPN;NOM;MASC;SG;3
puzzle	چیستاں	puzzle	چیستاں	N;MASC	PROPN;NOM;MASC;SG;3
