категория	kategórie	категория	kategória	N;INDF;FEM;SG	N;NOM;FEM;PL
открие	objavovať	открия-(се)	objavovať	V;PFV;IMP;SG;2;PST;FIN	V;IPFV;POS;NFIN
раздели	oddiely	разделя-(се)	oddiel	V;PFV;IMP;SG;2;FIN	N;INAN;NOM;MASC;PL
раздели	úseky	разделя-(се)	úsek	V;PFV;IMP;SG;2;FIN	N;INAN;NOM;MASC;PL
раздели	sekcií	разделя-(се)	sekcia	V;PFV;IMP;SG;2;FIN	N;GEN;FEM;PL
раздели	sekcie	разделя-(се)	sekcia	V;PFV;IMP;SG;2;FIN	N;NOM;FEM;PL
раздели	delenie	разделя-(се)	delenie	V;PFV;IMP;SG;2;FIN	N;NOM;NEUT;SG
раздели	deliť	разделя-(се)	deliť	V;PFV;IMP;SG;2;FIN	V;IPFV;POS;NFIN
паул	pavol	паул	pavol	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
паул	paul	паул	paul	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
паул	pavla	паул	pavnúť	PROPN;INDF;MASC;SG	PROPN;ANIM;ACC;MASC;SG
китайска	číňan	китайски	číňan	ADJ;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
китайска	číňania	китайски	číňanie	ADJ;INDF;FEM;SG	N;ANIM;NOM;NEUT;PL
китайска	čínskych	китайски	čínsky	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
белиз	belize	белиз	beliza	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
ваймар	weimar	ваймар	weimar	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
нефт	oil	нефт	oil	N;INDF;MASC;SG	
нефт	ropné	нефт	ropný	N;INDF;MASC;SG	ADJ;NOM;NEUT;PL
нефт	ropný	нефт	ropný	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
фасо	faso	фасо	faso	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
хърватска	chorvátsku	хърватска	chorvátsky	ADJ;INDF;FEM;SG	N;ACC;FEM;SG
хърватска	chorvátsko	хърватска	chorvátsko	ADJ;INDF;FEM;SG	N;NOM;NEUT;SG
причинява	príčiny	причинявам	príčina	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
причинява	príčin	причинявам	príčina	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;GEN;FEM;PL
обслужване	služby	обслужване	služba	N;INDF;NEUT;SG	N;NOM;FEM;PL
издигната	postavené	издигна-(се)	postavený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
продажби	predaja	продажба	predaj	N;INDF;FEM;PL	N;INAN;GEN;MASC;SG
продажби	predaj	продажба	predaj	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
принадлежност	patriace	принадлежност	patriaci	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
принадлежност	patriaci	принадлежност	patriaci	N;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
принадлежност	patriacich	принадлежност	patriaci	N;INDF;FEM;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
паралелно	paralelné	паралелно	paralelný	ADV	ADJ;NOM;NEUT;SG
паралелно	paralelný	паралелно	paralelný	ADV	ADJ;ANIM;NOM;MASC;SG
паралелно	súbežné	паралелно	súbežný	ADV	ADJ;NOM;NEUT;SG
възстановен	zrekonštruovaného	възстановя-(се)	zrekonštruovaný	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;GEN;MASC;SG;POS;V.PTCP;PASS
възстановен	vrátené	възстановя-(се)	vrátený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
възстановен	vrátená	възстановя-(се)	vrátený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
възстановен	obnovené	възстановя-(се)	obnovený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
възстановен	obnovený	възстановя-(се)	obnovený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
възстановен	obnovená	възстановя-(се)	obnovený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
изкачване	liezť	изкачване	liezť	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
изкачване	stúpania	изкачване	stúpanie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
изкачване	vyliezť	изкачване	vyliezť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
тъмно	dark	тъмно	dark	ADV	
тъмно	temné	тъмно	temný	ADV	ADJ;NOM;NEUT;SG
тъмно	tmavá	тъмно	tmavý	ADV	ADJ;NOM;FEM;SG
тъмно	tmavé	тъмно	tmavý	ADV	ADJ;NOM;NEUT;SG
тъмно	tmavý	тъмно	tmavý	ADV	ADJ;ANIM;NOM;MASC;SG
ограничени	limited	огранича-(се)	limited	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;FEM;SG
ограничени	obmedzený	огранича-(се)	obmedzený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ограничени	limitované	огранича-(се)	limitovaný	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ограничени	obmedzené	огранича-(се)	obmedzený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ограничени	limitovaná	огранича-(се)	limitovaný	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ограничени	obmedzená	огранича-(се)	obmedzený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ограничени	obmedzený	огранича-(се)	obmedzený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ограничени	obmedzená	огранича-(се)	obmedzený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ограничени	obmedzené	огранича-(се)	obmedzený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
дойде	prišli	дойда	prísť	V;PFV;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
настояще	prítomná	настояще	prítomný	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
настояще	prezentovať	настояще	prezentovať	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
настояще	prítomný	настояще	prítomný	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
същност	esencie	същност	esencia	N;INDF;FEM;SG	N;NOM;FEM;PL
терапия	terapie	терапия	terapia	N;INDF;FEM;SG	N;NOM;FEM;PL
уважение	rešpektovať	уважение	rešpektovať	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
хоенцолерн	hohenzollernsko	хоенцолерн	hohenzollernsko	N;INDF;MASC;SG	ADV
иън	lan	иън	lan	PROPN;INDF;MASC;SG	
иън	ian	иън	ian	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
иън	ian	иън	ian	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
претенции	tvrdí	претенция	tvrdiť	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
изход	výstupný	изход	výstupný	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
изход	ukončiť	изход	ukončiť	N;INDF;MASC;SG	V;PFV;POS;NFIN
поръчка	objednať	поръчка	objednať	N;INDF;FEM;SG	V;PFV;POS;NFIN
ема	emmu	еми	emm	PROPN;INDF;FEM;SG	N;ACC;FEM;SG
ема	emma	еми	emma	PROPN;INDF;FEM;SG	PROPN;NOM;FEM;SG
греъм	graeme	греъм	griema	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
греъм	graham	греъм	graham	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
далечни	vzdialené	далечен	vzdialený	ADJ;INDF;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
далечни	vzdialený	далечен	vzdialený	ADJ;INDF;PL	ADJ;ANIM;NOM;MASC;SG
далечни	vzdialená	далечен	vzdialený	ADJ;INDF;PL	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
традиционни	tradičné	традиционен	tradičný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
традиционни	tradičná	традиционен	tradičný	ADJ;INDF;PL	ADJ;NOM;FEM;SG
традиционни	tradičný	традиционен	tradičný	ADJ;INDF;PL	ADJ;INAN;NOM;MASC;SG
спектър	specter	спектър	specter	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
спектър	spector	спектър	spector	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
дефиниция	definície	дефиниция	definícia	N;INDF;FEM;SG	N;NOM;FEM;PL
янко	janko	янко	janko	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
шлем	prilby	шлем	prilba	N;INDF;MASC;SG	N;NOM;FEM;PL
пещери	jaskyňa	пещеря	jaskyňa	N;INDF;FEM;PL	N;NOM;FEM;SG
плюс	navyše	плюс	navyše	ADV	PART
плюс	plus	плюс	plus	ADV	
франсиско	francisco	франсиско	francisco	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
франсиско	francisca	франсиско	francisca	PROPN;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
състезатели	súťažiaci	състезател	súťažiaci	N;INDF;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
състезатели	súťažiacich	състезател	súťažiaci	N;INDF;MASC;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
състезатели	vodičom	състезател	vodič	N;INDF;MASC;PL	N;ANIM;INS;MASC;SG
оман	omán	оман	omán	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG
звучи	zvuky	звуча	zvuk	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
ниш	nis	ниш	nis	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
зелено	green	зелено	green	ADV	PROPN;ANIM;NOM;MASC;SG
зелено	zelený	зелено	zelený	ADV	ADJ;ANIM;NOM;MASC;SG
зелено	zelené	зелено	zelený	ADV	ADJ;NOM;NEUT;SG
зелено	zelenú	зелено	zelený	ADV	N;ACC;FEM;SG
зелено	zelená	зелено	zelený	ADV	ADJ;NOM;FEM;SG
осло	oslo	осло	oslo	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
намали	zredukovať	намаля	zredukovať	V;PFV;IMP;SG;2;FIN	V;POS;NFIN
приятелство	priateľstva	приятелство	priateľstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
рико	rico	рико	rico	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
екран	obrazovky	екран	obrazovka	N;INDF;MASC;SG	N;NOM;FEM;PL
екран	screen	екран	screen	N;INDF;MASC;SG	
зеленчуци	rastlinné	зеленчук	rastlinný	N;INDF;MASC;PL	ADJ;NOM;NEUT;SG
зеленчуци	rastlinného	зеленчук	rastlinný	N;INDF;MASC;PL	ADJ;GEN;NEUT;SG
зеленчуци	zeleninové	зеленчук	zeleninový	N;INDF;MASC;PL	ADJ;NOM;NEUT;SG
зеленчуци	zelenina	зеленчук	zelenina	N;INDF;MASC;PL	N;NOM;FEM;SG
зеленчуци	zeleninu	зеленчук	zelenina	N;INDF;MASC;PL	N;ACC;FEM;SG
истина	true	истина	true	N;INDF;FEM;SG	
истина	pravdivé	истина	pravdivý	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
ансамбъл	komplet	ансамбъл	komplet	N;INDF;MASC;SG	
забранено	zakázané	забраня	zakázaný	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
забранено	zakázaná	забраня	zakázaný	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
забранено	zakázaný	забраня	zakázaný	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
забранено	zakázané	забраня	zakázaný	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
забранено	zakázaná	забраня	zakázaný	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
забранено	zakázaný	забраня	zakázaný	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
забранено	zakázaná	забраня	zakázaný	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
забранено	zakázané	забраня	zakázaný	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
забранено	zakázaný	забраня	zakázaný	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
крас	crassus	крас	crassus	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
попово	popovo	попово	popovo	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
сребро	strieborný	сребро	strieborný	N;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;SG
сребро	strieborná	сребро	strieborný	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
хасан	hasan	хасан	hasan	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
посочени	špecifikovaný	посоча	špecifikovaný	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
посочени	špecifikovaná	посоча	špecifikovaný	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
посочени	špecifikované	посоча	špecifikovaný	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
мур	moore	мур	moore	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
тенеси	tennessee	тенес	tennessa	PROPN;INDF;MASC;SG	ADV
хитове	zasiahne	хит	zasiahnuť	N;INDF;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN
дебелина	hrúbky	дебелина	hrúbka	N;INDF;FEM;SG	N;NOM;FEM;PL
едгар	edgar	едгар	edgar	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
дпс	dps	дпс	dps	PROPN;INDF;NEUT;SG	N;NOM;FEM;SG
дпс	dss	дпс	dss	PROPN;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
монте	monte	монте	mont	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
разговор	konverzácie	разговор	konverzácia	N;INDF;MASC;SG	N;NOM;FEM;PL
дисциплина	disciplíny	дисциплина	disciplína	N;INDF;FEM;SG	N;NOM;FEM;PL
жанейро	janeiro	жанейро	janeiro	PROPN;INDF;MASC;SG	
роберто	roberto	роберто	roberto	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
будистки	budhistických	будистки	budhistický	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
лас	las	лас	las	PROPN;INDF;MASC;SG	
джери	gerry	джеря	gerry	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
адаптация	prispôsobenia	адаптация	prispôsobenie	N;INDF;FEM;SG	N;NOM;NEUT;PL
периодични	pravidelné	периодичен	pravidelný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
периодични	periodické	периодичен	periodický	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
периодични	periodicky	периодичен	periodicky	ADJ;INDF;PL	ADV
преместване	presunúť	преместване	presunúť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
преместване	posunúť	преместване	posunúť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
депресия	depresie	депресия	depresie	N;INDF;FEM;SG	N;NOM;FEM;PL
якоб	jacob	якоб	jacob	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
якоб	jakub	якоб	jakub	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
якоб	jakob	якоб	jakob	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
предаде	zradili	предам-(се)	zradiť	V;PFV;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
обвинен	obvinená	обвиня	obvinený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
обвинен	obvinený	обвиня	obvinený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
обвинен	obvinili	обвиня	obviniť	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
обвинен	obvinených	обвиня	obvinený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
обвинен	obvinená	обвиня	obvinený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
обвинен	obvinený	обвиня	obvinený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
обвинен	nabitý	обвиня	nabitý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG
получени	získava	получа	získavať	V;PFV;INDF;PL;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN
получени	získané	получа	získaný	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
получени	získala	получа	získať	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
получени	získaná	получа	získaný	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
получени	získaný	получа	získaný	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
получени	prijatý	получа	prijatý	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
получени	dostala	получа	dostať	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
получени	získala	получа	získať	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;POS;PST;V.PTCP
получени	prijaté	получа	prijatý	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
получени	prijatá	получа	prijatý	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
изменения	modifikácia	изменение	modifikácia	N;INDF;NEUT;PL	N;NOM;FEM;SG
хановер	hannoveri	хановер	hannover	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
луна	moon	луна	moon	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
дер	der	дер	der	PROPN	PROPN;ANIM;NOM;MASC;SG
бурунди	burundi	бурунд	burundi	PROPN;INDF;FEM;PL	N;NOM;FEM;PL
премахване	odstrániť	премахване	odstrániť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
премахване	odobrať	премахване	odobrať	N;INDF;NEUT;SG	V;PFV;POS;NFIN
туркменистан	turkménsko	туркменистан	turkménsko	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
разширяване	rozšírenia	разширяване	rozšírenie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
разширяване	rozšíriť	разширяване	rozšíriť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
разширяване	rozvinúť	разширяване	rozvinúť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
растителни	rastlinné	растителен	rastlinný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
растителни	rastlinného	растителен	rastlinný	ADJ;INDF;PL	ADJ;GEN;NEUT;SG
растителни	zeleninové	растителен	zeleninový	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
трудности	náročnosť	трудност	náročnosť	N;INDF;FEM;PL	N;NOM;FEM;SG
съкратено	skrátený	съкратено	skrátený	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
съкратено	skrátené	съкратено	skrátený	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
хоп	hop	хоп	hop	N;INDF;MASC;SG	INTJ
аргументи	argumentácia	аргумент	argumentácia	N;INDF;MASC;PL	N;NOM;FEM;SG
аргументи	argument	аргумент	argument	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
аргументи	argumentácia	аргумент	argumentácia	N;INDF;MASC;PL	N;NOM;FEM;SG
лонг	dlhý	лонг	dlhý	PROPN;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
лонг	dlho	лонг	dlho	PROPN;INDF;MASC;SG	ADV
лонг	dlhé	лонг	dlhý	PROPN;INDF;MASC;SG	ADJ;NOM;NEUT;SG
лонг	long	лонг	long	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
лонг	dlhá	лонг	dlhý	PROPN;INDF;MASC;SG	ADJ;NOM;FEM;SG
грийн	greene	грийн	greena	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
грийн	green	грийн	green	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
грийн	zelený	грийн	zelený	PROPN;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
грийн	zelené	грийн	zelený	PROPN;INDF;MASC;SG	ADJ;NOM;NEUT;SG
грийн	zelenú	грийн	zelený	PROPN;INDF;MASC;SG	N;ACC;FEM;SG
грийн	zelená	грийн	zelený	PROPN;INDF;MASC;SG	ADJ;NOM;FEM;SG
парламентарни	parlamentné	парламентарен	parlamentný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
парламентарни	parlamentná	парламентарен	parlamentný	ADJ;INDF;PL	ADJ;NOM;FEM;SG
парламентарни	parlamentný	парламентарен	parlamentný	ADJ;INDF;PL	ADJ;ANIM;NOM;MASC;SG
отбелязани	označené	отбележа	označený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
отбелязани	označená	отбележа	označený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
отбелязани	označený	отбележа	označený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
отбелязани	označení	отбележа	označenie	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;NEUT;PL
маймуни	opica	маймун	opica	N;INDF;FEM;PL	N;NOM;FEM;SG
възстановена	obnovené	възстановя-(се)	obnovený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
възстановена	obnovený	възстановя-(се)	obnovený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
възстановена	obnovená	възстановя-(се)	obnovený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
възстановена	zrekonštruovaného	възстановя-(се)	zrekonštruovaný	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;ANIM;GEN;MASC;SG;POS;V.PTCP;PASS
възстановена	vrátené	възстановя-(се)	vrátený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
възстановена	vrátená	възстановя-(се)	vrátený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
слави	pochváliť	славя-(се)	pochváliť	PROPN;INDF;MASC;SG	V;PFV;POS;NFIN
слави	pochvalu	славя-(се)	pochval	PROPN;INDF;MASC;SG	N;ACC;FEM;SG
слави	chváliť	славя-(се)	chváliť	PROPN;INDF;MASC;SG	V;IPFV;POS;NFIN
слави	chvála	славя-(се)	chválať	PROPN;INDF;MASC;SG	N;NOM;FEM;SG
сюлейман	sulejman	сюлейман	sulejman	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
документални	dokumentárne	документален	dokumentárne	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
мигел	miguel	мигел	miguel	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
познания	poznanie	познание	poznanie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
познания	znalosť	познание	znalosť	N;INDF;NEUT;PL	N;NOM;FEM;SG
пътници	cestujúcich	пътник	cestujúci	N;INDF;MASC;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
пътници	cestujúci	пътник	cestujúci	N;INDF;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
пътници	cestujúcich	пътник	cestujúci	N;INDF;MASC;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
пътници	cestujúci	пътник	cestujúci	N;INDF;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
съдържащи	obsahujúce	съдържам-(се)	obsahujúci	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
съдържащи	obsahujúca	съдържам-(се)	obsahujúci	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
съдържащи	obsahujúci	съдържам-(се)	obsahujúci	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
прекъсва	prerušenia	прекъсвам-(се)	prerušenie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;PL
прекъсва	preruší	прекъсвам-(се)	prerušiť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
прекъсва	prerušená	прекъсвам-(се)	prerušený	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
прекъсва	prerušené	прекъсвам-(се)	prerušený	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
прекъсва	prerušený	прекъсвам-(се)	prerušený	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
преведени	preložené	преведа	preložený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
преведени	preložil	преведа	preložiť	V;PFV;INDF;PL;V.PTCP;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
