din	from	din	from	ADP;ACC	PROPN
atmosferă	атмосферу	atmosferă	атмосфера	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
andreas	андреас	andreas	андреас	PROPN	N;ANIM;NOM;MASC;SG
nil	ноль	nil	нуль		N;INAN;NOM;MASC;SG
nil	нил	nil	ниллима		N;ANIM;NOM;MASC;SG
nil	нила	nil	нило		N;INAN;GEN;MASC;SG
extreme	крайности	extremă	крайность		N;INAN;NOM;FEM;PL
extreme	крайней	extremă	крайний		ADJ;INS;FEM;SG
extreme	крайние	extremă	крайний		ADJ;NOM;PL
extreme	крайняя	extremă	крайний		ADJ;NOM;FEM;SG
extreme	крайний	extremă	крайний		ADJ;NOM;MASC;SG
stade	стад	stad	стад	PROPN	N;INAN;GEN;FEM;PL
acumulare	накопление	acumulare	накопление	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
acumulare	накопления	acumulare	накопление	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
laborator	лаборатории	laborator	лаборатория	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
laborator	lab	laborator	lab	N;INDF;MASC;SG	PROPN
htm	htm	htm	htm	N;INDF;MASC;SG	PROPN
egale	равная	egal	равный	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
egale	равный	egal	равный	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
egale	равное	egal	равный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
termenii	термины	termen	термин	N;DEF;MASC;PL	N;INAN;NOM;MASC;PL
termenii	условия	termen	условие	N;DEF;MASC;PL	N;INAN;NOM;NEUT;PL
precis	точная	precis	точный	ADV	ADJ;NOM;FEM;SG
precis	точные	precis	точный	ADV	ADJ;NOM;PL
precis	точный	precis	точный	ADV	ADJ;NOM;MASC;SG
precis	точное	precis	точный	ADV	ADJ;NOM;NEUT;SG
russell	расселл	russell	расселл	PROPN	N;INAN;NOM;MASC;SG
russell	рассел	russell	рассел	PROPN	N;ANIM;NOM;MASC;SG
plantă	растения	plantă	растение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
plantă	завод	plantă	завод	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
plantă	растение	plantă	растение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
plantă	растений	plantă	растение	N;INDF;FEM;SG	N;INAN;GEN;NEUT;PL
clară	клара	clar	клар	ADJ;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
vremuri	таймс	vreme	таймс	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
vremuri	times	vreme	times	N;INDF;FEM;PL	PROPN
magnitudinea	величина	magnitudine	величина	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
magnitudinea	масштабов	magnitudine	масштаб	N;DEF;FEM;SG	N;INAN;GEN;MASC;PL
motorul	мотор	motor	мотор	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
motorul	двигатель	motor	двигатель	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
motorul	движок	motor	движок	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
motorul	двигателя	motor	двигатель	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
vorbit	говорил	vorbi	говорить	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
vorbit	поговорил	vorbi	говорить	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
vorbit	поговорили	vorbi	говорить	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
perspectiva	перспективы	perspectivă	перспектива	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
perspectiva	перспектива	perspectivă	перспектива	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
kurt	курт	kurt	курт	PROPN	N;ANIM;NOM;MASC;SG
sumă	сумма	sumă	сумма	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
sumă	сумма	sumă	сумма	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
purtând	ношение	purta	ношение	V;V.MSDR	N;INAN;NOM;NEUT;SG
obligatoriu	требуемое	obligatoriu	требовать	ADV	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;PASS
obligatoriu	требуется	obligatoriu	требоваться	ADV	V;IPFV;IND;SG;3;PRS;FIN;MID
obligatoriu	требуются	obligatoriu	требоваться	ADV	V;IPFV;IND;PL;3;PRS;FIN;MID
obligatoriu	обязательных	obligatoriu	обязательный	ADV	ADJ;GEN;PL
obligatoriu	обязательное	obligatoriu	обязательный	ADV	ADJ;NOM;NEUT;SG
obligatoriu	обязательна	obligatoriu	обязательный	ADV	ADJ;FEM;SG
obligatoriu	обязательные	obligatoriu	обязательный	ADV	ADJ;NOM;PL
obligatoriu	обязательная	obligatoriu	обязательный	ADV	ADJ;NOM;FEM;SG
obligatoriu	обязательный	obligatoriu	обязательный	ADV	ADJ;NOM;MASC;SG
obligatoriu	обязательное	obligatoriu	обязательный	ADV	ADJ;NOM;NEUT;SG
obligatoriu	обязательный	obligatoriu	обязательный	ADV	ADJ;NOM;MASC;SG
obligatoriu	обязательные	obligatoriu	обязательный	ADV	ADJ;NOM;PL
obligatoriu	обязательная	obligatoriu	обязательный	ADV	ADJ;NOM;FEM;SG
înfrângere	поражение	înfrângere	поражение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
înfrângere	поражения	înfrângere	поражение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
înfrângere	победить	înfrângere	победить	N;INDF;FEM;SG	V;PFV;NFIN;ACT
bell	колокольчик	bell	колокольчик	PROPN	N;INAN;NOM;MASC;SG
bell	белл	bell	беллый	PROPN	N;ANIM;NOM;FEM;SG
bell	колокол	bell	колокол	PROPN	N;INAN;NOM;MASC;SG
bell	bell	bell	bell	PROPN	PROPN
donald	дональд	donald	дональд	PROPN	N;ANIM;NOM;MASC;SG
ferestre	windows	fereastră	windows	N;INDF;FEM;PL	PROPN
campaniei	кампании	campanie	кампания	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
campaniei	кампания	campanie	кампания	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
interpretată	толковать	interpreta	толковать	ADJ;INDF;FEM;SG	V;IPFV;NFIN;ACT
tim	тим	tim	тима	PROPN	N;ANIM;NOM;MASC;SG
tim	тима	tim	тима	PROPN	N;ANIM;ACC;MASC;SG
made	сделанные	made	делать		V;PFV;NOM;PL;PST;V.PTCP;PASS
made	сделано	made	делать		V;PFV;NEUT;SG;PST;V.PTCP;PASS
made	сделана	made	делать		V;PFV;FEM;SG;PST;V.PTCP;PASS
made	сделал	made	делать		V;PFV;MASC;IND;SG;PST;FIN;ACT
made	сделаны	made	делать		V;PFV;PL;PST;V.PTCP;PASS
uitat	забыли	uita	забыть	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
uitat	забыл	uita	забыть	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
uitat	забыла	uita	забыть	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
uitat	забыл	uita	забыть	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
uitat	забыли	uita	забыть	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
motivele	причины	motiv	причина	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
nuclear	ядерные	nuclear	ядерный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
magnus	магнус	magnus	магнус	PROPN	N;ANIM;NOM;MASC;SG
clarke	кларк	clarke	кларк	PROPN	N;ANIM;NOM;MASC;SG
iubire	baby	iubire	baby	N;INDF;FEM;SG	PROPN
iubire	ребёнок	iubire	ребёнок	N;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
iubire	малышка	iubire	малышка	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
iubire	детка	iubire	детка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
iubire	малыш	iubire	малыш	N;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
iubire	любить	iubire	любить	N;INDF;FEM;SG	V;IPFV;NFIN;ACT
iubire	love	iubire	love	N;INDF;FEM;SG	PROPN
iubire	люблю	iubire	любить	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
iubire	любовь	iubire	любовь	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
iubire	любим	iubire	любить	N;INDF;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
feat	подвиг	feat	подвиг		N;INAN;NOM;MASC;SG
romanele	романов	roman	роман	N;DEF;FEM;PL	N;INAN;GEN;MASC;PL
romanele	романы	roman	роман	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
diego	диего	diego	дие	PROPN	N;INAN;NOM;MASC;SG
oliver	оливер	oliver	оливер	PROPN	N;ANIM;NOM;MASC;SG
oliver	оливера	oliver	оливер	PROPN	N;ANIM;ACC;MASC;SG
klein	кляйн	klein	кляйн	PROPN	N;ANIM;NOM;MASC;SG
klein	клайн	klein	клайн	PROPN	N;INAN;NOM;FEM;SG
separată	отдельная	separa	отдельный	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
separată	отделить	separa	отделить	ADJ;INDF;FEM;SG	V;PFV;NFIN;ACT
separată	отдельный	separa	отдельный	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
separată	отдельное	separa	отдельный	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
înlocuită	заменили	înlocui	заменить	ADJ;INDF;FEM;SG	V;PFV;IND;PL;PST;FIN;ACT
înlocuită	заменены	înlocui	заменить	ADJ;INDF;FEM;SG	V;PFV;PL;PST;V.PTCP;PASS
înlocuită	заменена	înlocui	заменить	ADJ;INDF;FEM;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
mississippi	миссисипи	mississipp	миссисипи	PROPN	N;INAN;NOM;MASC;SG
financiară	финансовых	financiar	финансовый	ADJ;INDF;FEM;SG	ADJ;GEN;PL
financiară	финансы	financiar	финансы	ADJ;INDF;FEM;SG	N;INAN;NOM;MASC;PL
financiară	финансовая	financiar	финансовый	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
financiară	финансовые	financiar	финансовый	ADJ;INDF;FEM;SG	ADJ;NOM;PL
mtv	mtv	mtv	mtv	N	PROPN
profesionale	профессиональное	profesional	профессиональный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
profesionale	professional	profesional	professional	ADJ;INDF;FEM;PL	PROPN
profesionale	профессиональная	profesional	профессиональный	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
profesionale	профессионал	profesional	профессионал	ADJ;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
blues	blues	blues	blues	N;INDF;MASC;SG	PROPN
prețul	прайс	preț	прайс	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
prețul	цена	preț	цена	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
ltd	ltd	ltd	ltd	N	PROPN
colaborarea	сотрудничество	colaborare	сотрудничество	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
îndreptat	указывая	îndreptat	указывать	ADJ;INDF;MASC;SG	V;IPFV;PRS;V.CVB;ACT
îndreptat	указывает	îndreptat	указывать	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
linnaeus	линней	linnaeus	линня	PROPN	N;ANIM;NOM;MASC;SG
kărdjali	кырджали	kărdjali	кырджать	N;INDF;MASC;SG	V;IPFV;IND;PL;PST;FIN;ACT
galbenă	желтая	galben	желтый	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
galbenă	жёлтый	galben	жёлтый	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
galbenă	желтые	galben	желтый	ADJ;INDF;FEM;SG	ADJ;NOM;PL
galbenă	желтый	galben	желтый	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
identitate	идентичность	identitate	идентичность	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
identitate	идентификация	identitate	идентификация	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
identitate	самобытность	identitate	самобытность	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
identitate	личность	identitate	личность	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
expediție	экспедиция	expediție	экспедиция	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
expediție	экспедиции	expediție	экспедиция	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
adn	днк	adn	днк		N;INAN;NOM;FEM;SG
acordarea	предоставлении	acordare	предоставление	N;DEF;FEM;SG	N;INAN;ESS;NEUT;SG
acordarea	предоставление	acordare	предоставление	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
frecvente	общая	frecvent	общий	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
senatului	сенат	senat	сенат	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
senatului	сенате	senat	сенат	N;DEF;MASC;SG	N;INAN;ESS;MASC;SG
secretă	тайна	secret	тайна	ADJ;INDF;FEM;SG	N;INAN;NOM;FEM;SG
secretă	секрет	secret	секрет	ADJ;INDF;FEM;SG	N;INAN;NOM;MASC;SG
secretă	секретная	secret	секретный	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
secretă	секретный	secret	секретный	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
ocupate	занято	ocupat	занять	ADJ;INDF;FEM;PL	V;PFV;NEUT;SG;PST;V.PTCP;PASS
ocupate	занят	ocupat	занять	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;PST;V.PTCP;PASS
ocupate	занята	ocupat	занять	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;PST;V.PTCP;PASS
ocupate	заняты	ocupat	занять	ADJ;INDF;FEM;PL	V;PFV;PL;PST;V.PTCP;PASS
ocupate	оккупированные	ocupat	оккупировать	ADJ;INDF;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
ocupate	занято	ocupat	занять	ADJ;INDF;FEM;PL	V;PFV;NEUT;SG;PST;V.PTCP;PASS
ocupate	оккупированных	ocupat	оккупировать	ADJ;INDF;FEM;PL	V;PFV;GEN;PL;PST;V.PTCP;PASS
fizica	физика	fizică	физик	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
fizica	физики	fizică	физика	N;DEF;FEM;SG	N;ANIM;NOM;MASC;PL
comandat	заказу	comanda	заказ	ADJ;INDF;MASC;SG	N;INAN;DAT;MASC;SG
comandat	командовал	comanda	командовать	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
comandat	повелел	comanda	повелевать	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
comandat	заказали	comanda	заказать	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
comandat	приказал	comanda	приказать	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
comandat	заказал	comanda	заказать	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
cooperare	сотрудничество	cooperare	сотрудничество	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
tunisia	тунисе	tunisie	тунис	PROPN	N;INAN;DAT;MASC;SG
tunisia	тунис	tunisie	тунис	PROPN	N;INAN;NOM;MASC;SG
tunisia	туниса	tunisie	тунис	PROPN	N;INAN;GEN;MASC;SG
trimise	отправили	trimite	отправить	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
mountain	горы	mountain	гора	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
mountain	горный	mountain	горный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
mountain	горных	mountain	горный	N;INDF;MASC;SG	ADJ;GEN;PL
zilnic	ежедневная	zilnic	ежедневный	ADV	ADJ;NOM;FEM;SG
zilnic	daily	zilnic	daily	ADV	PROPN
zilnic	ежедневный	zilnic	ежедневный	ADV	ADJ;NOM;MASC;SG
altarul	алтарь	altar	алтарь	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
altarul	святилище	altar	святилище	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
constituție	конституция	constituție	конституция	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
decat	чем	decat	чем		CONJ
gotha	гота	gothă	гот	PROPN	N;INAN;NOM;FEM;SG
efort	усилия	efort	усилие	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
criteriile	критерии	criteriu	критерий	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
catherine	кэтрин	catherină	кэтрин	PROPN	N;ANIM;NOM;FEM;SG
catherine	катрин	catherină	катрин	PROPN	N;ANIM;NOM;FEM;SG
catherine	катерина	catherină	катерина	PROPN	N;ANIM;NOM;FEM;SG
catherine	екатерина	catherină	екатерина	PROPN	N;ANIM;NOM;FEM;SG
juniori	младшие	junior	младший	N;INDF;MASC;PL	ADJ;NOM;PL
juniori	джуниор	junior	джуниор	N;INDF;MASC;PL	N;ANIM;NOM;MASC;SG
juniori	младший	junior	младший	N;INDF;MASC;PL	ADJ;NOM;MASC;SG
turcilor	турки	turcă	турок	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
turcilor	тёркс	turcă	тёркс	N;DEF;MASC;PL	
turcilor	турок	turcă	турок	N;DEF;MASC;PL	N;ANIM;NOM;MASC;SG
churchill	черчилль	churchill	черчилль	PROPN	N;ANIM;NOM;MASC;SG
uciderea	убийства	ucidere	убийство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
uciderea	убийство	ucidere	убийство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
acordată	предоставлен	acordat	предоставить	ADJ;INDF;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
acordată	предоставлено	acordat	предоставить	ADJ;INDF;FEM;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
exploatarea	эксплуатация	exploatare	эксплуатация	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
maternă	материнской	matern	материнский	N;INDF;FEM;SG	ADJ;INS;FEM;SG
maternă	материнская	matern	материнский	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
academy	академии	academy	академия	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
animalele	животные	animal	животное	N;DEF;FEM;PL	N;ANIM;NOM;NEUT;PL
animalele	животных	animal	животное	N;DEF;FEM;PL	N;ANIM;GEN;NEUT;PL
animalele	звери	animal	зверь	N;DEF;FEM;PL	N;ANIM;NOM;MASC;PL
olandeză	голландский	olandez	голландский	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
drôme	дром	dr	дрома	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
instituțiile	учреждения	instituție	учреждение	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
instituțiile	институты	instituție	институт	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
echipamente	снаряжение	echipament	снаряжение	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
echipamente	аппаратура	echipament	аппаратура	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
echipamente	оборудование	echipament	оборудование	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
echipamente	оборудования	echipament	оборудование	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
succesorul	преемник	succesor	преемник	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
succesorul	преемника	succesor	преемник	N;DEF;MASC;SG	N;ANIM;ACC;MASC;SG
identificarea	идентификация	identificare	идентификация	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
identificarea	идентификации	identificare	идентификация	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
identificarea	выявление	identificare	выявление	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
scufundare	погружение	scufundare	погружение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
scufundare	дайвинг	scufundare	дайвинг	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
scufundare	dive	scufundare	dive	N;INDF;FEM;SG	PROPN
scufundare	погружение	scufundare	погружение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
vineri	пятницу	vineri	пятница		N;INAN;ACC;FEM;SG
vineri	пятница	vineri	пятница		N;INAN;NOM;FEM;SG
mixtă	смешанных	mixt	смешанный	ADJ;INDF;FEM;SG	ADJ;GEN;PL
mixtă	смешанная	mixt	смешанный	ADJ;INDF;FEM;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
mixtă	смешанные	mixt	смешанный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
mixtă	смешанный	mixt	смешанный	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
inginerie	инженерии	inginerie	инженерия	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
inginerie	инжиниринг	inginerie	инжиниринг	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
picioarele	ноги	picior	нога	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
picioarele	стопы	picior	стопа	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
picioarele	ступни	picior	ступня	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
picioarele	ножки	picior	ножка	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
picioarele	ноги	picior	нога	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
picioarele	лапки	picior	лапка	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
wayne	уэйн	waynă	уэйн	PROPN	N;ANIM;NOM;MASC;SG
ciobanu	чобану	ciobanu	чобан	PROPN	N;INAN;ACC;FEM;SG
înregistrează	регистра	înregistra	регистр	V;IND;3;PRS;FIN	N;INAN;GEN;MASC;SG
înregistrează	регистр	înregistra	регистр	V;IND;3;PRS;FIN	N;INAN;NOM;MASC;SG
înregistrează	реестр	înregistra	реестр	V;IND;3;PRS;FIN	N;INAN;NOM;MASC;SG
înregistrează	регистрация	înregistra	регистрация	V;IND;3;PRS;FIN	N;INAN;NOM;FEM;SG
înregistrează	запись	înregistra	запись	V;IND;3;PRS;FIN	N;INAN;NOM;FEM;SG
înregistrează	рекорд	înregistra	рекорд	V;IND;3;PRS;FIN	N;INAN;NOM;MASC;SG
suficiente	достаточное	suficient	достаточный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
suficiente	достаточный	suficient	достаточный	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
suficiente	достаточная	suficient	достаточный	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
restaurare	восстанавливать	restaurare	восстанавливать	N;INDF;FEM;SG	V;IPFV;NFIN;ACT
restaurare	восстановить	restaurare	восстановить	N;INDF;FEM;SG	V;PFV;NFIN;ACT
restaurare	восстановление	restaurare	восстановление	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
restaurare	восстановления	restaurare	восстановление	N;INDF;FEM;SG	N;INAN;GEN;NEUT;SG
reprezentarea	представительство	reprezentare	представительство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
alimente	питание	aliment	питание	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
alimente	продовольственной	aliment	продовольственный	N;INDF;FEM;PL	ADJ;INS;FEM;SG
alimente	пища	aliment	пища	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
alimente	еды	aliment	еда	N;INDF;FEM;PL	N;INAN;GEN;FEM;SG
alimente	продовольствие	aliment	продовольствие	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
alimente	еда	aliment	еда	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
acordate	предоставлен	acordat	предоставить	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;PST;V.PTCP;PASS
acordate	предоставлено	acordat	предоставить	ADJ;INDF;FEM;PL	V;PFV;NEUT;SG;PST;V.PTCP;PASS
ceară	воск	cere	воск	V;SBJV;3;PRS;FIN	N;INAN;NOM;MASC;SG
clima	климат	climă	климат	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
clima	климата	climă	климат	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
ucrainean	украинские	ucrainean	украинский	ADJ;INDF;MASC;SG	ADJ;NOM;PL
ucrainean	украинцы	ucrainean	украинец	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
diplomă	дипломы	diplomă	диплом	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
diplomă	диплом	diplomă	диплом	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
diplomă	аттестат	diplomă	аттестат	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
diplomă	степень	diplomă	степень	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
diplomă	степени	diplomă	степень	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
acidul	кислота	acid	кислота	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
acidul	кислоты	acid	кислота	N;DEF;MASC;SG	N;INAN;NOM;FEM;PL
austriece	австрийская	austriac	австрийский	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
austriece	австрии	austriac	австрия	ADJ;INDF;FEM;PL	N;INAN;NOM;FEM;SG
austriece	австрийский	austriac	австрийский	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
missouri	миссури	missou	миссури	PROPN	N;INAN;NOM;MASC;SG
playstation	playstation	playstation	playstation	N;INDF;MASC;SG	PROPN
nominalizare	назначение	nominalizare	назначение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
nominalizare	выдвижение	nominalizare	выдвижение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
nominalizare	номинации	nominalizare	номинация	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
antrenorul	тренер	antrenor	тренер	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
limită	лимит	limită	лимит	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
limită	ограничение	limită	ограничение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
limită	предел	limită	предел	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
limită	ограничить	limită	ограничить	N;INDF;FEM;SG	V;PFV;NFIN;ACT
sărbătoare	праздником	sărbător	праздник	N;INDF;FEM;SG	N;INAN;INS;MASC;SG
sărbătoare	праздник	sărbător	праздник	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
sărbătoare	отдых	sărbător	отдых	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
sărbătoare	праздник	sărbător	праздник	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
sărbătoare	пир	sărbător	пир	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
sărbătoare	праздник	sărbător	праздник	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
sărbătoare	празднование	sărbător	празднование	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
sărbătoare	торжество	sărbător	торжество	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
obiectele	объектов	obiect	объект	N;DEF;FEM;PL	N;INAN;GEN;MASC;PL
obiectele	предметы	obiect	предмет	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
obiectele	объекты	obiect	объект	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
origini	происхождение	origine	происхождение	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
origini	происхождения	origine	происхождение	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
erik	эрик	erik	эрик	PROPN	N;ANIM;NOM;MASC;SG
exploatare	эксплуатация	exploatare	эксплуатация	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
