категория	luokan	категория	luokka	N;INAN;NOM;FEM;SG	N;GEN;SG
опытный	kokeneet	опытный	kokea	ADJ;NOM;MASC;SG	V;NOM;PL;V.PTCP;ACT
опытный	koettu	опытный	kokea	ADJ;NOM;MASC;SG	V;NOM;SG;V.PTCP;PASS
вторжения	hyökkäys	вторжение	hyökkäys	N;INAN;NOM;NEUT;PL	N;NOM;SG
вторжения	hyökkäyksen	вторжение	hyökkäys	N;INAN;NOM;NEUT;PL	N;GEN;SG
исключение	poikkeuksen	исключение	poikkeus	N;INAN;NOM;NEUT;SG	N;GEN;SG
исключение	syrjäytymistä	исключение	syrjäytyminen	N;INAN;NOM;NEUT;SG	N;PRT;SG
исключение	syrjäytymisen	исключение	syrjäytyminen	N;INAN;NOM;NEUT;SG	N;GEN;SG
хор	kuoron	хор	kuoro	N;INAN;NOM;MASC;SG	N;GEN;SG
хор	glee	хор	glee	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
возражений	vastalauseita	возражение	vasta#lause	N;INAN;GEN;NEUT;PL	N;PRT;PL
возражений	vastaväitteitä	возражение	vasta#väite	N;INAN;GEN;NEUT;PL	N;PRT;PL
квартиры	huoneistoja	квартира	huoneisto	N;INAN;NOM;FEM;PL	N;PRT;PL
квартиры	huoneisto	квартира	huoneisto	N;INAN;NOM;FEM;PL	N;NOM;SG
квартиры	asuntoja	квартира	asunto	N;INAN;NOM;FEM;PL	N;PRT;PL
осетии	ossetian	осетия	ossetti	N;INAN;NOM;NEUT;PL	N;GEN;SG
джерри	gerry	джеррь	gerry	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
джерри	jerry	джеррь	jerry	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
пациентов	potilaat	пациент	potilas	N;ANIM;GEN;MASC;PL	N;NOM;PL
избирателей	äänestäjät	избиратель	äänestäjä	N;ANIM;GEN;MASC;PL	N;NOM;PL
избирателей	äänestäjiä	избиратель	äänestäjä	N;ANIM;GEN;MASC;PL	N;PRT;PL
избирателей	äänestäjät	избиратель	äänestäjä	N;ANIM;GEN;MASC;PL	N;NOM;PL
избирателей	äänestäjiä	избиратель	äänestäjä	N;ANIM;GEN;MASC;PL	N;PRT;PL
внешняя	ulompi	внешний	ulompi	ADJ;NOM;FEM;SG	N;NOM;SG
внешняя	ulkoisen	внешний	ulkoinen	ADJ;NOM;FEM;SG	ADJ;GEN;SG
внешняя	ulkoiset	внешний	ulkoinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
римская	roman	римский	roma	ADJ;NOM;FEM;SG	PROPN;NOM;SG
римская	rooman	римский	rooma	ADJ;NOM;FEM;SG	N;GEN;SG
сэм	samuli	сэм	samuli	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
сэм	sam	сэм	sam	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
сэм	samin	сэм	sami	N;ANIM;NOM;MASC;SG	N;GEN;SG
корма	syöte	корм	syöte	N;INAN;GEN;MASC;SG	N;NOM;SG
корма	rehua	корм	rehu	N;INAN;GEN;MASC;SG	N;PRT;SG
корма	rehu	корм	rehu	N;INAN;GEN;MASC;SG	N;NOM;SG
корма	rehu	корм	rehu	N;INAN;GEN;MASC;SG	N;NOM;SG
корма	rehua	корм	rehu	N;INAN;GEN;MASC;SG	N;PRT;SG
преобразования	muunnos	преобразование	muunnos	N;INAN;NOM;NEUT;PL	N;NOM;SG
преобразования	muuntaminen	преобразование	muuntaminen	N;INAN;NOM;NEUT;PL	N;NOM;SG
преобразования	muunnos	преобразование	muunnos	N;INAN;NOM;NEUT;PL	N;NOM;SG
календарь	kalenterin	календарь	kalenteri	N;INAN;NOM;MASC;SG	N;GEN;SG
календарь	kalenteriin	календарь	kalenteri	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
археологии	arkeologia	археология	arkeologi	N;INAN;GEN;FEM;SG	N;NOM;SG
археологии	arkeologia	археология	arkeologi	N;INAN;GEN;FEM;SG	N;NOM;SG
освещения	valaistus	освещение	valaistus	N;INAN;NOM;NEUT;PL	N;NOM;SG
освещения	valaistuksen	освещение	valaistus	N;INAN;NOM;NEUT;PL	N;GEN;SG
освещения	valaistus	освещение	valaistus	N;INAN;NOM;NEUT;PL	N;NOM;SG
келли	kelly	келль	kelly	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
келли	kellyn	келль	kelly	N;ANIM;NOM;FEM;SG	N;GEN;SG
сформирован	muodostunut	сформировать	muodostua	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
сформирован	muodostivat	сформировать	muodostaa	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN;ACT
удалены	poistettu	удалить	poistaa	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
административные	hallinnollinen	административный	hallinnollinen	ADJ;NOM;PL	ADJ;NOM;SG
графики	grafiikka	график	grafiikka	N;INAN;NOM;MASC;PL	N;NOM;SG
карточки	cards	карточка	cards	N;INAN;NOM;FEM;PL	
карточки	kortteja	карточка	kortti	N;INAN;NOM;FEM;PL	N;PRT;PL
карточки	korttia	карточка	kortti	N;INAN;NOM;FEM;PL	N;PRT;SG
листьев	lehtiä	лист	lehti	N;INAN;GEN;MASC;PL	N;PRT;PL
листьев	lähtee	лист	lähteä	N;INAN;GEN;MASC;PL	V;IND;SG;3;PRS;FIN;ACT
листьев	lehdet	лист	lehti	N;INAN;GEN;MASC;PL	N;NOM;PL
замена	korvataan	замена	korvata	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;PASS
замена	korvata	замена	korvata	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
замена	korvataan	замена	korvata	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;PASS
замена	korvaa	замена	korva	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
замена	korvaava	замена	korvata	N;INAN;NOM;FEM;SG	V;NOM;SG;V.PTCP;ACT
замена	korvaamista	замена	korvaaminen	N;INAN;NOM;FEM;SG	N;PRT;SG
замена	korvaava	замена	korvata	N;INAN;NOM;FEM;SG	V;NOM;SG;V.PTCP;ACT
возможна	mahdollisia	возможный	mahdollinen	ADJ;FEM;SG	ADJ;PRT;PL
возможна	mahdolliset	возможный	mahdollinen	ADJ;FEM;SG	ADJ;NOM;PL
коммун	kunnat	коммун	kunta	N;INAN;GEN;FEM;PL	N;NOM;PL
коммун	kuntaa	коммун	kunta	N;INAN;GEN;FEM;PL	N;PRT;SG
уроки	oppitunteja	урок	oppi#tunti	N;INAN;NOM;MASC;PL	N;PRT;PL
штаты	valtioiden	штат	valtio	N;INAN;NOM;MASC;PL	N;GEN;PL
советника	neuvonantaja	советник	neuvon#antaja	N;ANIM;ACC;MASC;SG	N;NOM;SG
советника	neuvos	советник	neuvos	N;ANIM;ACC;MASC;SG	N;NOM;SG
ответить	vastaus	ответить	vastaus	V;PFV;NFIN;ACT	N;NOM;SG
ответить	vastaus	ответить	vastaus	V;PFV;NFIN;ACT	N;NOM;SG
ответить	vastauksen	ответить	vastaus	V;PFV;NFIN;ACT	N;GEN;SG
ядро	ytimen	ядро	ydin	N;INAN;NOM;NEUT;SG	N;GEN;SG
ядро	ytimessä	ядро	ydin	N;INAN;NOM;NEUT;SG	N;IN+ESS;SG
ядро	ytimen	ядро	ydin	N;INAN;NOM;NEUT;SG	N;GEN;SG
ядро	ydintä	ядро	ydin	N;INAN;NOM;NEUT;SG	N;PRT;SG
стене	wall	стена	wall	N;INAN;DAT;FEM;SG	PROPN;NOM;SG
стене	seinä	стена	seinä	N;INAN;DAT;FEM;SG	N;NOM;SG
стене	muuri	стена	muuri	N;INAN;DAT;FEM;SG	N;NOM;SG
стене	seinän	стена	seinä	N;INAN;DAT;FEM;SG	N;GEN;SG
стене	seinää	стена	seinä	N;INAN;DAT;FEM;SG	N;PRT;SG
редактирования	muokkaaminen	редактирование	muokkaaminen	N;INAN;NOM;NEUT;PL	N;NOM;SG
редактирования	muokkaus	редактирование	muokkaus	N;INAN;NOM;NEUT;PL	N;NOM;SG
газет	sanomalehdet	газета	sanoma#lehti	N;INAN;GEN;FEM;PL	N;NOM;PL
газет	lehdet	газета	lehti	N;INAN;GEN;FEM;PL	N;NOM;PL
газет	sanomalehtiä	газета	sanoma#lehti	N;INAN;GEN;FEM;PL	N;PRT;PL
согласие	suostumuksen	согласие	suostumus	N;INAN;NOM;NEUT;SG	N;GEN;SG
согласие	suostumusta	согласие	suostumus	N;INAN;NOM;NEUT;SG	N;PRT;SG
собственность	omaisuutta	собственность	omaisuus	N;INAN;NOM;FEM;SG	N;PRT;SG
собственность	kiinteistöt	собственность	kiinteistö	N;INAN;NOM;FEM;SG	N;NOM;PL
собственность	omistuksen	собственность	omistus	N;INAN;NOM;FEM;SG	N;GEN;SG
разрушения	tuho	разрушение	tuho	N;INAN;NOM;NEUT;PL	N;NOM;SG
разрушения	hävittäminen	разрушение	hävittäminen	N;INAN;NOM;NEUT;PL	N;NOM;SG
разрушения	tuho	разрушение	tuho	N;INAN;NOM;NEUT;PL	N;NOM;SG
разрушения	tuhoa	разрушение	tuho	N;INAN;NOM;NEUT;PL	N;PRT;SG
разрушения	tuhoaminen	разрушение	tuhoaminen	N;INAN;NOM;NEUT;PL	N;NOM;SG
автоматический	automaattisesti	автоматический	automaattisesti	ADJ;NOM;MASC;SG	ADV
автоматический	automaattiset	автоматический	automaattinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
автоматический	automaatti	автоматический	automaatti	ADJ;NOM;MASC;SG	N;NOM;SG
симон	simone	симон	simoa	N;ANIM;NOM;MASC;SG	
симон	simon	симон	simo	N;ANIM;NOM;MASC;SG	N;GEN;SG
симон	simo	симон	simo	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
образцы	yksilöiden	образец	yksilö	N;INAN;NOM;MASC;PL	N;GEN;PL
образцы	näytteiden	образец	näyte	N;INAN;NOM;MASC;PL	N;GEN;PL
образцы	näytteitä	образец	näyte	N;INAN;NOM;MASC;PL	N;PRT;PL
перспективы	näkökulma	перспектива	näkö#kulma	N;INAN;NOM;FEM;PL	N;NOM;SG
перспективы	näkymiä	перспектива	näkymä	N;INAN;NOM;FEM;PL	N;PRT;PL
перспективы	näkymiä	перспектива	näkymä	N;INAN;NOM;FEM;PL	N;PRT;PL
перспективы	näkymiä	перспектива	näkymä	N;INAN;NOM;FEM;PL	N;PRT;PL
небо	taivaaseen	небо	taivas	N;INAN;NOM;NEUT;SG	N;IN+ALL;SG
небо	taivaan	небо	taivas	N;INAN;NOM;NEUT;SG	N;GEN;SG
небо	taivaan	небо	taivas	N;INAN;NOM;NEUT;SG	N;GEN;SG
небо	sky	небо	sky	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
квартире	kämppä	квартира	kämppä	N;INAN;DAT;FEM;SG	N;NOM;SG
квартире	asunnon	квартира	asunto	N;INAN;DAT;FEM;SG	N;GEN;SG
квартире	asunto	квартира	asunto	N;INAN;DAT;FEM;SG	N;NOM;SG
квартире	huoneisto	квартира	huoneisto	N;INAN;DAT;FEM;SG	N;NOM;SG
молодежи	nuoret	молодежь	nuori	N;INAN;GEN;FEM;SG	N;NOM;PL
молодежи	nuorisoa	молодежь	nuoriso	N;INAN;GEN;FEM;SG	N;PRT;SG
молодежи	nuoriso	молодежь	nuoriso	N;INAN;GEN;FEM;SG	N;NOM;SG
молодежи	nuoruus	молодежь	nuoruus	N;INAN;GEN;FEM;SG	N;NOM;SG
имущество	omaisuutta	имущество	omaisuus	N;INAN;NOM;NEUT;SG	N;PRT;SG
имущество	kiinteistöt	имущество	kiinteistö	N;INAN;NOM;NEUT;SG	N;NOM;PL
завтра	huominen	завтра	huominen	ADV	N;NOM;SG
поддержал	tuettu	поддержать	tukea	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
поддержал	tuettiin	поддержать	tukea	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;PASS
годовой	vuosittain	годовой	vuosittain	ADJ;NOM;MASC;SG	ADV
годовой	vuosittaiset	годовой	vuosittainen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
чья	jonka	чей	joka	DET;NOM;FEM;SG	PRO;GEN;SG
чья	joiden	чей	joka	DET;NOM;FEM;SG	PRO;GEN;PL
чья	kenen	чей	kuka	DET;NOM;FEM;SG	PRO;GEN;SG
кара	cara	кара	cara	N;INAN;NOM;FEM;SG	
чешский	tsekin	чешский	tse	ADJ;NOM;MASC;SG	N;GEN;SG
чешский	tšekin	чешский	tše	ADJ;NOM;MASC;SG	N;GEN;SG
закрыть	lähellä	закрыть	lähellä	V;PFV;NFIN;ACT	ADV
культурные	kulttuurinen	культурный	kulttuurinen	ADJ;NOM;PL	ADJ;NOM;SG
встретил	tapasivat	встретить	tavata	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
встретил	met	встретить	metni	V;PFV;MASC;IND;SG;PST;FIN;ACT	INTJ
встретил	tavattiin	встретить	tavata	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PST;FIN;PASS
встретил	tavanneet	встретить	tavata	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;PL;V.PTCP;ACT
доклад	mietinnön	доклад	mietintö	N;INAN;NOM;MASC;SG	N;GEN;SG
доклад	raportin	доклад	raportti	N;INAN;NOM;MASC;SG	N;GEN;SG
пенсию	eläkkeen	пенсия	eläke	N;INAN;ACC;FEM;SG	N;GEN;SG
пенсию	eläke	пенсия	eläke	N;INAN;ACC;FEM;SG	N;NOM;SG
пилоты	lentäjiä	пилот	lentäjä	N;ANIM;NOM;MASC;PL	N;PRT;PL
математика	matematiikkaa	математика	matematiikka	N;INAN;NOM;FEM;SG	N;PRT;SG
математика	matematiikan	математика	matematiikka	N;INAN;NOM;FEM;SG	N;GEN;SG
математика	matematiikkaa	математика	matematiikka	N;INAN;NOM;FEM;SG	N;PRT;SG
математика	matematiikan	математика	matematiikka	N;INAN;NOM;FEM;SG	N;GEN;SG
математика	matematiikkaa	математика	matematiikka	N;INAN;NOM;FEM;SG	N;PRT;SG
математика	matematiikan	математика	matematiikka	N;INAN;NOM;FEM;SG	N;GEN;SG
католическая	katolilainen	католический	katolilainen	ADJ;NOM;FEM;SG	N;NOM;SG
корни	juuria	корень	juuri	N;INAN;NOM;MASC;PL	N;PRT;PL
выиграть	win	выиграть	win	V;PFV;NFIN;ACT	N;NOM;SG
выиграть	voitto	выиграть	voitto	V;PFV;NFIN;ACT	N;NOM;SG
восточные	itä	восточный	itä	ADJ;NOM;PL	N;NOM;SG
восточные	itäinen	восточный	itäinen	ADJ;NOM;PL	ADJ;NOM;SG
двойной	tupla	двойной	tupla	ADJ;NOM;MASC;SG	N;NOM;SG
сетей	verkostot	сеть	verkosto	N;INAN;GEN;FEM;PL	N;NOM;PL
сетей	verkostot	сеть	verkosto	N;INAN;GEN;FEM;PL	N;NOM;PL
сетей	verkot	сеть	verkko	N;INAN;GEN;FEM;PL	N;NOM;PL
слой	kerroksen	слой	kerros	N;INAN;NOM;MASC;SG	N;GEN;SG
объявлен	julisti	объявить	julistaa	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
расследование	tutkimukset	расследование	tutkimus	N;INAN;NOM;NEUT;SG	N;NOM;PL
мечети	moskeija	мечеть	moskeija	N;INAN;NOM;FEM;PL	N;NOM;SG
плавание	uimassa	плавание	uida	N;INAN;NOM;NEUT;SG	V;IN+ESS;SG;NFIN;ACT
плавание	uimaan	плавание	uimaan	N;INAN;NOM;NEUT;SG	V;IN+ALL;SG;NFIN;ACT
хроника	aikajanalla	хроника	aika#jana	N;INAN;NOM;FEM;SG	N;AT+ESS
;SG
хроника	aikajanan	хроника	aika#jana	N;INAN;NOM;FEM;SG	N;GEN;SG
хроника	aikajana	хроника	aikaja	N;INAN;NOM;FEM;SG	N;FRML;SG
маленькая	pienet	маленький	pieni	ADJ;NOM;FEM;SG	ADJ;NOM;PL
маленькая	vähä	маленький	vähän	ADJ;NOM;FEM;SG	ADV
независимый	itsenäiset	независимый	itsenäinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
майя	maia	май	maia	N;INAN;NOM;FEM;SG	
майя	mayan	май	mayan	N;INAN;NOM;FEM;SG	N;GEN;SG
византии	bysantin	византия	bysantti	N;INAN;NOM;FEM;PL	N;GEN;SG
вена	laskimoon	вена	laskimo	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
вена	wien	вена	wien	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
вена	wienin	вена	wien	N;INAN;NOM;FEM;SG	PROPN;GEN;SG
вена	wienissä	вена	wieni	N;INAN;NOM;FEM;SG	PROPN;IN+ESS;SG
стихотворение	runon	стихотворение	runo	N;INAN;NOM;NEUT;SG	N;GEN;SG
кислота	hapan	кислота	happa	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
кислота	happoa	кислота	happo	N;INAN;NOM;FEM;SG	N;PRT;SG
указывается	määrittelee	указывать	määritellä	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN;ACT
указывается	määrittää	указывать	määrittää	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN;ACT
тщательно	huolellinen	тщательно	huolellinen	ADV	ADJ;NOM;SG
кристина	christinen	кристина	christinen	N;ANIM;NOM;FEM;SG	ADJ;NOM;SG
внутренняя	sisäistä	внутренний	sisäinen	ADJ;NOM;FEM;SG	ADJ;PRT;SG
внутренняя	sisäisen	внутренний	sisäinen	ADJ;NOM;FEM;SG	ADJ;GEN;SG
внутренняя	sisäiset	внутренний	sisäinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
психология	psykologian	психология	psykologia	N;INAN;NOM;FEM;SG	N;GEN;SG
психология	psykologiaa	психология	psykologia	N;INAN;NOM;FEM;SG	N;PRT;SG
разработчиков	kehittäjät	разработчик	kehittäjä	N;ANIM;GEN;MASC;PL	N;NOM;PL
цена	hinnan	цена	hinta	N;INAN;NOM;FEM;SG	N;GEN;SG
цена	hintaa	цена	hinta	N;INAN;NOM;FEM;SG	N;PRT;SG
цена	kustannukset	цена	kustannus	N;INAN;NOM;FEM;SG	N;NOM;PL
цена	maksaa	цена	maksaa	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
цена	kulut	цена	kulu	N;INAN;NOM;FEM;SG	N;NOM;PL
широкого	laaja	широкий	laaja	ADJ;GEN;MASC;SG	ADJ;NOM;SG
широкого	leveä	широкий	leveä	ADJ;GEN;MASC;SG	ADJ;NOM;SG
пожар	tuli	пожар	tulla	N;INAN;NOM;MASC;SG	V;IND;SG;0;PST;FIN;ACT
бор	bohr	бор	bohr	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
сомнений	epäilys	сомнение	epäilys	N;INAN;GEN;NEUT;PL	N;NOM;SG
сомнений	epäilykset	сомнение	epäilys	N;INAN;GEN;NEUT;PL	N;NOM;PL
сомнений	epäile	сомнение	epäillä	N;INAN;GEN;NEUT;PL	V;IMP;SG;2;FIN;ACT
сомнений	epäilystä	сомнение	epäily	N;INAN;GEN;NEUT;PL	N;PRT;SG
оригинальный	alkuperäiset	оригинальный	alku#peräinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
химия	kemian	химия	kemia	N;INAN;NOM;FEM;SG	N;GEN;SG
химия	kemiaa	химия	kemia	N;INAN;NOM;FEM;SG	N;PRT;SG
бедности	köyhyyden	бедность	köyhyys	N;INAN;NOM;FEM;SG	N;GEN;SG
бедности	köyhyyteen	бедность	köyhyys	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
бедности	köyhyyttä	бедность	köyhyys	N;INAN;NOM;FEM;SG	N;PRT;SG
размещение	majoitusta	размещение	majoitus	N;INAN;NOM;NEUT;SG	N;PRT;SG
размещение	majoituksen	размещение	majoitus	N;INAN;NOM;NEUT;SG	N;GEN;SG
итальянская	italialaiset	итальянский	italia#lainen	ADJ;NOM;FEM;SG	N;NOM;PL
итальянская	italiaksi	итальянский	italia	ADJ;NOM;FEM;SG	N;TRANS;SG
итальянская	italia	итальянский	itali	ADJ;NOM;FEM;SG	N;NOM;SG
итальянская	italian	итальянский	italia	ADJ;NOM;FEM;SG	N;GEN;SG
прогресс	edistystä	прогресс	edistys	N;INAN;NOM;MASC;SG	N;PRT;SG
наказание	rankaisee	наказание	rankaista	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
наказание	rangaistuksen	наказание	rangaistus	N;INAN;NOM;NEUT;SG	N;GEN;SG
наказание	rangaistusta	наказание	rangaistus	N;INAN;NOM;NEUT;SG	N;PRT;SG
автомобильная	autoteollisuus	автомобильный	autoteollisuus	ADJ;NOM;FEM;SG	N;NOM;SG
автомобильная	autojen	автомобильный	auto	ADJ;NOM;FEM;SG	N;GEN;PL
разновидность	lajikkeen	разновидность	lajike	N;INAN;NOM;FEM;SG	N;GEN;SG
учиться	oppia	учиться	oppia	V;IPFV;NFIN;MID	V;SG;NFIN;ACT
учиться	opi	учиться	oppia	V;IPFV;NFIN;MID	V;IMP;SG;2;FIN;ACT
полей	fields	поле	fields	N;INAN;GEN;NEUT;PL	N;NOM;SG
полей	kentät	поле	kenttä	N;INAN;GEN;NEUT;PL	N;NOM;PL
полей	kenttiä	поле	kentti	N;INAN;GEN;NEUT;PL	N;PRT;PL
кевин	kevin	кевин	kevin	N;ANIM;NOM;MASC;SG	
сибирский	siperian	сибирский	siperi	ADJ;NOM;MASC;SG	N;GEN;SG
турецкий	turkin	турецкий	turkki	ADJ;NOM;MASC;SG	N;GEN;SG
турецкий	turkki	турецкий	turkki	ADJ;NOM;MASC;SG	N;NOM;SG
британские	britti	британский	britti	ADJ;NOM;PL	N;NOM;SG
британские	brittiläiset	британский	brittiläinen	ADJ;NOM;PL	N;NOM;PL
британские	brittiläinen	британский	brittiläinen	ADJ;NOM;PL	ADJ;NOM;SG
британские	britit	британский	britti	ADJ;NOM;PL	N;NOM;PL
британские	britannian	британский	britannia	ADJ;NOM;PL	N;GEN;SG
веса	painot	вес	paino	N;INAN;GEN;MASC;SG	N;NOM;PL
йозеф	jozef	йозеф	jozef	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
йозеф	josef	йозеф	josef	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
черногории	montenegro	черногория	montenegto	N;INAN;NOM;FEM;PL	
черногории	montenegron	черногория	montenegto	N;INAN;NOM;FEM;PL	N;GEN;SG
черногории	montenegro	черногория	montenegto	N;INAN;NOM;FEM;PL	
черногории	montenegron	черногория	montenegto	N;INAN;NOM;FEM;PL	N;GEN;SG
эмир	emir	эмир	emir	N;ANIM;NOM;MASC;SG	
опасность	vaaraa	опасность	vaara	N;INAN;NOM;FEM;SG	N;PRT;SG
сомнение	epäilykset	сомнение	epäilys	N;INAN;NOM;NEUT;SG	N;NOM;PL
сомнение	epäile	сомнение	epäillä	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
сомнение	epäilystä	сомнение	epäily	N;INAN;NOM;NEUT;SG	N;PRT;SG
выполнены	täyttänyt	выполнить	täyttää	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
статуя	patsaan	статуя	patsas	N;INAN;NOM;FEM;SG	N;GEN;SG
прямые	suoraan	прямой	suoraan	ADJ;NOM;PL	ADV
прямые	suoraa	прямой	suora	ADJ;NOM;PL	ADJ;PRT;SG
прямые	suora	прямой	suora	ADJ;NOM;PL	ADJ;NOM;SG
прямые	direct	прямой	direct	ADJ;NOM;PL	N;NOM;SG
поэзия	runoutta	поэзия	runous	N;INAN;NOM;FEM;SG	N;PRT;SG
поэзия	runoja	поэзия	runo	N;INAN;NOM;FEM;SG	N;PRT;PL
навсегда	ikuinen	навсегда	ikuinen	ADV	ADJ;NOM;SG
собраны	kokoontunut	собрать	kokoontua	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
собраны	kokoontuneet	собрать	kokoontua	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;ACT
такси	taksia	такси	taksi	N;INAN;NOM;NEUT;SG	N;PRT;SG
такси	taksin	такси	taksi	N;INAN;NOM;NEUT;SG	N;GEN;SG
такси	taksilla	такси	taksi	N;INAN;NOM;NEUT;SG	N;AT+ESS
;SG
такси	ohjaamon	такси	ohjata	N;INAN;NOM;NEUT;SG	N;GEN;SG
франсиско	francisco	франсиский	francisco	ADV	PROPN;NOM;SG
производителей	tuottajia	производитель	tuottaja	N;ANIM;ACC;MASC;PL	N;PRT;PL
производителей	valmistajat	производитель	valmistaja	N;ANIM;ACC;MASC;PL	N;NOM;PL
производителей	tuottajat	производитель	tuottaja	N;ANIM;ACC;MASC;PL	N;NOM;PL
производителей	valmistajien	производитель	valmistaja	N;ANIM;ACC;MASC;PL	N;GEN;PL
производителей	valmistajat	производитель	valmistaja	N;ANIM;ACC;MASC;PL	N;NOM;PL
перенесено	muutti	перенести	muuttaa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
аналогичные	samanlaisia	аналогичный	samanlainen	ADJ;NOM;PL	ADJ;PRT;PL
аналогичные	samankaltaista	аналогичный	samankaltainen	ADJ;NOM;PL	ADJ;PRT;SG
аналогичные	samanlainen	аналогичный	samanlainen	ADJ;NOM;PL	ADJ;NOM;SG
аналогичные	samankaltainen	аналогичный	samankaltainen	ADJ;NOM;PL	ADJ;NOM;SG
напряжения	jännitettä	напряжение	jännite	N;INAN;NOM;NEUT;PL	N;PRT;SG
напряжения	jännite	напряжение	jännite	N;INAN;NOM;NEUT;PL	N;NOM;SG
риск	riskiä	риск	riski	N;INAN;NOM;MASC;SG	N;PRT;SG
риск	riskit	риск	riski	N;INAN;NOM;MASC;SG	N;NOM;PL
специальная	erityiset	специальный	erityinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
специальная	erityistä	специальный	erityinen	ADJ;NOM;FEM;SG	ADJ;PRT;SG
специальная	special	специальный	special	ADJ;NOM;FEM;SG	N;NOM;SG
периоды	kuukautiset	период	kuukautinen	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
джим	jim	джим	jim	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
джим	jukka	джим	jukka	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
управлять	hallinnoi	управлять	hallinnoida	V;IPFV;NFIN;ACT	N;NOM;SG
привлечь	tasapeli	привлечь	tasa#peli	V;PFV;NFIN;ACT	N;NOM;SG
прекратил	pysäytetty	прекратить	pysäyttää	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
обзоры	arvostelu	обзор	arvostelu	N;INAN;NOM;MASC;PL	N;NOM;SG
пунктах	kappaleet	пункт	kappale	N;INAN;ESS;MASC;PL	N;NOM;PL
ивано	ivano	ивано	ivano	ADV	N;NOM;SG
уничтожение	tuhoavat	уничтожение	tuhota	N;INAN;NOM;NEUT;SG	V;IND;PL;3;PRS;FIN;ACT
уничтожение	tuhoaa	уничтожение	tuhota	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
уничтожение	tuhoa	уничтожение	tuho	N;INAN;NOM;NEUT;SG	N;PRT;SG
учителей	opettajat	учитель	opettaja	N;ANIM;GEN;MASC;PL	N;NOM;PL
учителей	opettajille	учитель	opettaja	N;ANIM;GEN;MASC;PL	N;AT+ALL;PL
учителей	opettajia	учитель	opettaja	N;ANIM;GEN;MASC;PL	N;PRT;PL
