το	do	ο	do	DET;NOM;DEF;NEUT;SG	PROPN
καύση	queiman	καύση	queimar	N;NOM;FEM;SG	V
καύση	queimar	καύση	queimar	N;NOM;FEM;SG	V
ίντερνετ	internet	ίντερνετ	internet		PROPN
ψηφοφόροι	votantes	ψηφοφόρος	votante	ADJ;NOM;MASC;PL	N
φορώντας	con	φορώ	con	V;IPFV;V.CVB;ACT	ADP
φορώντας	pantalóns	φορώ	pantalón	V;IPFV;V.CVB;ACT	N
φορώντας	levas	φορώ	leva	V;IPFV;V.CVB;ACT	N
σάιμον	simon	σάιμον	ser	PROPN;NOM;MASC;SG	PROPN
χαλκό	cobre	χαλκός	cubrir	N;NOM;NEUT;SG	V
κλειδιά	as	κλειδιά	o	N;NOM;NEUT;PL	DET
δικαστής	xulgar	δικαστής	xulgar	N;NOM;MASC;SG	V
δυνατά	forte	δυνατός	forte	ADV	ADJ
δυνατά	alto	δυνατός	alto	ADV	ADJ
δυνατά	alta	δυνατός	alto	ADV	ADJ
δυνατά	voz	δυνατός	voz	ADV	N
κάθετη	verticais	κάθετος	vertical	ADJ;NOM;FEM;SG	N
κάθετη	vertical	κάθετος	vertical	ADJ;NOM;FEM;SG	N
πράσινα	verde	πράσινος	verde	ADV	N
πράσινα	verdes	πράσινος	verde	ADV	N
πράσινα	green	πράσινος	grear	ADV	PROPN
υποσχέθηκε	prometín	υπόσχομαι	prometín	V;PFV;IND;SG;3;PST;FIN;PASS	PROPN
υποσχέθηκε	prometinlle	υπόσχομαι	prometinlle	V;PFV;IND;SG;3;PST;FIN;PASS	PROPN
υποσχέθηκε	prometéronme	υπόσχομαι	prometéronme	V;PFV;IND;SG;3;PST;FIN;PASS	PROPN
υποσχέθηκε	prometíchesme	υπόσχομαι	prometíchesme	V;PFV;IND;SG;3;PST;FIN;PASS	N
καλλιτεχνικές	artística	καλλιτεχνικός	artístico	ADJ;NOM;FEM;PL	N
προσωπικός	persoal	προσωπικός	persoal	ADJ;NOM;MASC;SG	N
ακριβές	exacto	ακριβής	exacto	ADV	N
ακριβές	preciso	ακριβής	preciso	ADV	ADJ
ακριβές	precisa	ακριβής	preciso	ADV	ADJ
ακριβές	exacto	ακριβής	exacto	ADV	N
ακριβές	exacta	ακριβής	exactar	ADV	ADJ
ακριβές	mesmas	ακριβής	mesmo	ADV	DET
ακριβές	mesma	ακριβής	mesmo	ADV	DET
νοσοκομεία	os	νοσοκομείο	o	N;NOM;NEUT;PL	DET
τσώρτσιλ	churchill	τσώρτσιλ	churchill		PROPN
εξυπηρέτηση	de	εξυπηρέτηση	de	N;ACC;FEM;SG	ADP
κανόνια	sobre	κανόνι	sobre	N;NOM;NEUT;PL	ADP
κανόνια	os	κανόνι	o	N;NOM;NEUT;PL	DET
κανόνια	artillaría	κανόνι	artillar	N;NOM;NEUT;PL	V
γλυκά	candy	γλυκά	candy	N;NOM;NEUT;PL	PROPN
γλυκά	sweet	γλυκά	sweet	N;NOM;NEUT;PL	PROPN
ολόκληρα	todo	ολόκληρα	todo	ADV	DET
ολόκληρα	toda	ολόκληρα	todo	ADV	DET
ολόκληρα	a	ολόκληρα	o	ADV	DET
ολόκληρα	enteiro	ολόκληρα	enteiro	ADV	N
ολόκληρα	enteira	ολόκληρα	enteiro	ADV	ADJ
ολόκληρα	toda	ολόκληρα	todo	ADV	DET
ολόκληρα	todo	ολόκληρα	todo	ADV	DET
ολόκληρα	enteiro	ολόκληρα	enteiro	ADV	N
ολόκληρα	a	ολόκληρα	o	ADV	DET
φλοιό	córtex	φλοιός	córtex	N;NOM;NEUT;SG	PROPN
ανώνυμη	anónimos	ανώνυμη	anónir	ADJ;NOM;FEM;SG	N
εισοδήματος	os	εισόδημα	o	N;GEN;NEUT;SG	DET
εισοδήματος	do	εισόδημα	do	N;GEN;NEUT;SG	PROPN
μεγαλώνει	de	μεγαλώνω	de	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADP
μεγαλώνει	crecemento	μεγαλώνω	crecemento	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
μεγαλώνει	medra	μεγαλώνω	medra	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
μεγαλώνει	medra	μεγαλώνω	medra	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
δραματικά	forma	δραματικά	forma	ADV	N
δραματικά	ao	δραματικά	ao	ADV	PROPN
δραματικά	radical	δραματικά	radical	ADV	ADJ
σουτ	disparou	σουτ	disparar		V
θεμελιώδεις	fundamental	θεμελίωδη	fundamental	N;NOM;FEM;PL	ADJ
επιτυχής	éxito	επιτυχής	éxito	ADJ;NOM;FEM;SG	N
επιτυχής	éxito	επιτυχής	éxito	ADJ;NOM;FEM;SG	N
φρεντ	fred	φρεντ	fred		PROPN
έλεν	ellen	έλεν	ellen		PROPN
έλεν	helen	έλεν	helar		PROPN
ψάχνει	a	ψάχνω	o	V;IPFV;IND;SG;3;PRS;FIN;ACT	DET
χαμ	xamón	χαμ	xamón		N
διάσωσης	de	διάσωση	de	N;GEN;FEM;SG	ADP
σιγκαπούρη	singapur	σιγκαπούρης	singapur	PROPN;NOM;FEM;SG	PROPN
δασκάλους	os	δάσκαλος	o	N;ACC;MASC;PL	DET
ευτυχία	a	ευτυχία	o	N;NOM;FEM;SG	DET
συνδεδεμένο	conectados	συνδεδεμένος	conectar	ADJ;NOM;NEUT;SG	V
συνδεδεμένο	conectada	συνδεδεμένος	conectar	ADJ;NOM;NEUT;SG	V
συνδεδεμένο	conectado	συνδεδεμένος	conectar	ADJ;NOM;NEUT;SG	V
συνδεδεμένο	con	συνδεδεμένος	con	ADJ;NOM;NEUT;SG	ADP
συνδεδεμένο	conectadas	συνδεδεμένος	conectar	ADJ;NOM;NEUT;SG	V
συνδεδεμένο	conectan	συνδεδεμένος	conectar	ADJ;NOM;NEUT;SG	V
συνδεδεμένο	conectadas	συνδεδεμένος	conectar	ADJ;NOM;NEUT;SG	V
ξύλινα	de	ξυλένα	de	ADJ;NOM;NEUT;PL	ADP
ξύλινα	madeira	ξυλένα	madeira	ADJ;NOM;NEUT;PL	N
μαγεία	máxico	μαγείο	máxico	N;ACC;FEM;SG	ADJ
μαγεία	máxica	μαγείο	máxica	N;ACC;FEM;SG	ADJ
αστυνομικός	poli	αστυνομικός	poli	ADJ;NOM;MASC;SG	PROPN
αστυνομικός	policía	αστυνομικός	policía	ADJ;NOM;MASC;SG	N
αστυνομικός	policía	αστυνομικός	policía	ADJ;NOM;MASC;SG	N
μήνας	ao	μήνας	ao	N;NOM;MASC;SG	PROPN
στέλλα	stella	στέλλα	stellar	PROPN;NOM;FEM;SG	N
σπουδαστές	os	σπουδαστής	o	N;NOM;MASC;PL	DET
σπουδαστές	aos	σπουδαστής	aos	N;NOM;MASC;PL	PROPN
εισαγγελέας	fiscal	εισαγγελέας	fiscal	N;NOM;MASC;SG	ADJ
νταβίντ	david	νταβίντ	david		PROPN
χένρυ	henry	χένρυ	henry	PROPN;NOM;MASC;SG	PROPN
χένρυ	de	χένρυ	de	PROPN;NOM;MASC;SG	ADP
κλειστά	pechada	κλειστώ	pechada	ADV	V
κλειστά	pechado	κλειστώ	pechado	ADV	N
κλειστά	pechou	κλειστώ	pechar	ADV	V
κλειστά	pechados	κλειστώ	pechar	ADV	V
κλειστά	sondaxes	κλειστώ	sondaxe	ADV	N
ρύζι	de	ρύζι	de	N;NOM;NEUT;SG	ADP
πρόσφατο	recente	πρόσφατος	recente	N;NOM;NEUT;SG	ADJ
πρόσφατο	recentes	πρόσφατος	recente	N;NOM;NEUT;SG	ADJ
πρόσφατο	últimos	πρόσφατος	último	N;NOM;NEUT;SG	ADJ
πρίγκηπας	o	πρίγκηπας	o	N;NOM;MASC;SG	DET
καλησπέρα	tarde	καλησπέρα	tarde	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
καλησπέρα	noite	καλησπέρα	noite	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
καλησπέρα	noites	καλησπέρα	noite	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
καλησπέρα	tardes	καλησπέρα	tarde	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
μάη	poden	μάη	poder	ADP	V
μάη	pode	μάη	poder	ADP	V
μάη	maio	μάη	maio	ADP	N
μάη	que	μάη	que	ADP	PRO
μάη	podo	μάη	podar	ADP	V
μίτσελ	mitchell	μίτσελ	mitchell		PROPN
βορειοδυτικό	noroeste	βορειοδυτικό	noroeste	ADJ;NOM;NEUT;SG	N
χρήσιμα	para	χρήσιμα	para	ADJ;NOM;NEUT;PL	ADP
λίβανο	líbano	λίβανο	líbano	PROPN;NOM;MASC;SG	N
οσμή	a	οσμή	o	N;NOM;FEM;SG	DET
οσμή	ulir	οσμή	ulir	N;NOM;FEM;SG	V
οσμή	cheira	οσμή	cheira	N;NOM;FEM;SG	V
οσμή	ules	οσμή	ul	N;NOM;FEM;SG	PROPN
καίσαρ	césar	καίσαρ	césar	PROPN;NOM;MASC;SG	V
μπιπ	beep	μπιπ	beep		PROPN
επέζησε	á	επιζώ	á	V;PFV;IND;SG;3;PST;FIN;ACT	N
επέζησε	sobreviva	επιζώ	sobrevivo	V;PFV;IND;SG;3;PST;FIN;ACT	N
επέζησε	humano	επιζώ	humano	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
σκοτεινό	escuras	σκοτεινός	escura	N;NOM;NEUT;SG	ADJ
σκοτεινό	escuro	σκοτεινός	escuro	N;NOM;NEUT;SG	ADJ
σκοτεινό	escura	σκοτεινός	escurar	N;NOM;NEUT;SG	ADJ
τζέι	jay	τζέι	jay		PROPN
ενθουσιασμό	a	ενθουσιασμός	o	N;ACC;MASC;SG	DET
ανακατασκευή	reedificar	ανακατασκευή	reedificar	N;NOM;FEM;SG	V
ανακατασκευή	reconstruír	ανακατασκευή	reconstruír	N;NOM;FEM;SG	V
καλημέρα	mañá	καλημέρα	mañá	N;VOC;FEM;SG	ADV
καλημέρα	bo	καλημέρα	bo	N;VOC;FEM;SG	ADJ
κρατούμενοι	os	κρατούμενος	o	N;NOM;MASC;PL	DET
σύνθετο	complexo	σύνθετος	complexo	ADJ;NOM;NEUT;SG	N
σύνθετο	complexas	σύνθετος	complexo	ADJ;NOM;NEUT;SG	N
σύνθετο	complexos	σύνθετος	complexo	ADJ;NOM;NEUT;SG	N
ήπια	bebía	ήπιος	beber	ADJ;NOM;FEM;SG	V
χειμώνας	no	χειμώνας	no	N;NOM;MASC;SG	V
χειμώνας	o	χειμώνας	o	N;NOM;MASC;SG	DET
όνειρα	con	όνειρα	con	N;NOM;NEUT;PL	ADP
βασικού	as	βασικός	o	ADJ;GEN;NEUT;SG	DET
χωριστά	separado	χωριστώ	separado	ADV	N
χωριστά	separar	χωριστώ	separar	ADV	V
πολωνικά	polaca	πολωνικός	polacar	ADV	ADJ
φτώχεια	a	φτώχεια	o	N;NOM;FEM;SG	DET
φτωχή	pobres	φτωχή	pobre	ADJ;NOM;FEM;SG	N
καταδίκασε	a	καταδικάζω	o	V;PFV;IND;SG;3;PST;FIN;ACT	DET
ανθρωπότητα	a	ανθρωπότητα	o	N;ACC;FEM;SG	DET
παπά	sacerdote	παπά	sacerdote	PROPN;NOM;MASC;SG	N
παπά	cura	παπά	curo	PROPN;NOM;MASC;SG	N
συγνώμη	sinto	συγνώμη	sinto	N;VOC;FEM;SG	V
συγνώμη	síntoo	συγνώμη	síntoo	N;VOC;FEM;SG	V
συγνώμη	desculpe	συγνώμη	desculpe	N;VOC;FEM;SG	PROPN
στέψη	da	στέψη	da	N;ACC;FEM;SG	V
βομβαρδισμό	do	βομβαρδισμός	do	N;ACC;MASC;SG	PROPN
βομβαρδισμό	o	βομβαρδισμός	o	N;ACC;MASC;SG	DET
βίαιη	violentos	βίαιη	violento	N;NOM;FEM;SG	ADJ
βίαιη	violenta	βίαιη	violento	N;NOM;FEM;SG	ADJ
βίαιη	violentas	βίαιη	violento	N;NOM;FEM;SG	ADJ
βίαιη	violento	βίαιη	violento	N;NOM;FEM;SG	ADJ
καπετάνιος	capitán	καπετάνιος	capitán	ADJ;NOM;MASC;SG	N
καπετάνιος	meu	καπετάνιος	meu	ADJ;NOM;MASC;SG	DET
φίλε	home	φίλομαι	home	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
φίλε	meu	φίλομαι	meu	V;IPFV;IND;SG;1;PRS;FIN;ACT	DET
παπούτσια	os	παπούτσι	o	N;NOM;NEUT;PL	DET
προσεκτικά	con	προσεκτικά	con	ADV	ADP
προσεκτικά	coidado	προσεκτικά	coidado	ADV	N
γουίλσον	wilson	γουίλσον	wilson	PROPN;NOM;MASC;SG	PROPN
υποψηφίων	candidatos	υποψήφιος	candidato	ADJ;GEN;FEM;PL	N
στηβ	steve	στηβ	stavar		PROPN
φυσιολογική	normais	φυσιολογικός	normal	ADJ;NOM;FEM;SG	N
γουόλτερ	walter	γουόλτερ	walter	PROPN;NOM;MASC;SG	PROPN
άνετα	cómodo	άνετα	cómodo	ADV	ADJ
πληροί	se	πληρώ	se	V;IPFV;IND;SG;3;PRS;FIN;ACT	CONJ
εμίλ	emile	εγίλος	emile	PROPN;NOM;MASC;SG	PROPN
τηλέφωνο	ao	τηλέφωνος	ao	N;NOM;NEUT;SG	PROPN
τηλέφωνο	telefonar	τηλέφωνος	telefonar	N;NOM;NEUT;SG	V
έγκυος	embarazada	έγκυος	embarazar	N;NOM;MASC;SG	V
μπέιζμπολ	béisbol	μπέιζμπολ	béisbol		N
φεγγάρι	moon	φεγγάρι	moon	N;NOM;NEUT;SG	PROPN
συνήθης	de	συνήθης	de	ADJ;NOM;FEM;SG	ADP
συνήθης	sempre	συνήθης	sempre	ADJ;NOM;FEM;SG	ADV
συνήθης	normalidade	συνήθης	normalidade	ADJ;NOM;FEM;SG	N
συνήθης	costume	συνήθης	costume	ADJ;NOM;FEM;SG	N
μότσαρτ	mozart	μότσαρτ	mozart		N
πληρωμή	paga	πληρωμή	pagar	N;NOM;FEM;SG	V
πληρωμή	pagar	πληρωμή	pagar	N;NOM;FEM;SG	V
πληρωμή	pagalo	πληρωμή	pagalo	N;NOM;FEM;SG	PROPN
υπόσχεση	prometer	υπόσχεση	prometer	N;ACC;FEM;SG	V
υπόσχεση	prométolle	υπόσχεση	prométolle	N;ACC;FEM;SG	PROPN
υπόσχεση	prometo	υπόσχεση	prometo	N;ACC;FEM;SG	V
μπροστινό	diante	μπροστινός	diante	N;NOM;NEUT;SG	ADV
πάρκερ	parker	πάρκερ	parker	PROPN;NOM;MASC;SG	PROPN
ενωμένη	dos	ενώνω	dos	V;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN
ενωμένη	nos	ενώνω	nos	V;PFV;NOM;FEM;SG;V.PTCP;PASS	PRO
ενωμένη	ficade	ενώνω	ficade	V;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN
ενωμένη	ee	ενώνω	ee	V;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN
ενωμένη	eua	ενώνω	eua	V;PFV;NOM;FEM;SG;V.PTCP;PASS	PROPN
κινητά	móbil	κινητός	móbil	N;NOM;NEUT;PL	ADJ
διάβασε	leo	διαβάζω	lear	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
διάβασε	le	διαβάζω	le	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
στάλθηκαν	a	στάλλω	o	V;PFV;IND;PL;3;PST;FIN;PASS	DET
αρχίζοντας	a	αρχίζω	o	V;IPFV;V.CVB;ACT	DET
μετράει	conta	μετρώ	conta	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
μετράει	o	μετρώ	o	V;IPFV;IND;SG;3;PRS;FIN;ACT	DET
μετράει	contigo	μετρώ	contigo	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
συναισθηματική	emocional	συναισθηματικός	emocional	ADJ;NOM;FEM;SG	N
ενδιαφέρονται	me	ενδιαφέρω	me	V;IPFV;IND;PL;3;PRS;FIN;PASS	PRO
ενδιαφέρονται	interesábame	ενδιαφέρω	interesábame	V;IPFV;IND;PL;3;PRS;FIN;PASS	PROPN
ενδιαφέρονται	interesados	ενδιαφέρω	interesado	V;IPFV;IND;PL;3;PRS;FIN;PASS	N
ενδιαφέρονται	interesado	ενδιαφέρω	interesado	V;IPFV;IND;PL;3;PRS;FIN;PASS	N
ενδιαφέρονται	interese	ενδιαφέρω	interese	V;IPFV;IND;PL;3;PRS;FIN;PASS	N
ενδιαφέρονται	interesada	ενδιαφέρω	interesado	V;IPFV;IND;PL;3;PRS;FIN;PASS	N
μπόμπι	bobby	μπόμπι	bobby		PROPN
απόφοιτος	estudante	απόφοιτος	estudante	ADJ;NOM;MASC;SG	N
οχτώ	oito	οχτώ	oito	NUM;NOM;MASC;PL	N
αγοράστηκε	merqueino	αγοράζω	merqueino	V;PFV;IND;SG;3;PST;FIN;PASS	N
αγοράστηκε	merqueille	αγοράζω	merqueille	V;PFV;IND;SG;3;PST;FIN;PASS	PROPN
μεταλλικά	de	μεταλλικά	de	ADJ;NOM;NEUT;PL	ADP
μεταλλικά	metal	μεταλλικά	metal	ADJ;NOM;NEUT;PL	N
γονίδια	os	γονίδι	o	N;NOM;NEUT;PL	DET
έτοιμο	listos	έτοιμο	listo	ADJ;NOM;NEUT;SG	V
έτοιμο	lista	έτοιμο	lista	ADJ;NOM;NEUT;SG	N
έτοιμο	preparados	έτοιμο	preparar	ADJ;NOM;NEUT;SG	N
έτοιμο	listo	έτοιμο	listo	ADJ;NOM;NEUT;SG	N
έτοιμο	preparado	έτοιμο	preparado	ADJ;NOM;NEUT;SG	N
μπερνάρ	bernard	μπερνάρ	bernard		V
ψυχική	mentais	ψυχικός	mental	ADJ;NOM;FEM;SG	N
ενήλικα	adultos	ενήλικος	adulto	ADV	N
ενήλικα	adulta	ενήλικος	adulto	ADV	ADJ
ενήλικα	adulto	ενήλικος	adulto	ADV	N
ενήλικα	dun	ενήλικος	dun	ADV	PROPN
διέλευση	cruzar	διέλευση	cruzar	N;ACC;FEM;SG	V
διέλευση	cruzando	διέλευση	cruzar	N;ACC;FEM;SG	V
μερίδιο	compartir	μερίδιο	compartir	N;NOM;NEUT;SG	V
μερίδιο	comparten	μερίδιο	compartir	N;NOM;NEUT;SG	V
μερίδιο	compartimos	μερίδιο	compartir	N;NOM;NEUT;SG	V
μερίδιο	a	μερίδιο	o	N;NOM;NEUT;SG	DET
χρησιμοποίηση	usamos	χρησιμοποίηση	usar	N;ACC;FEM;SG	V
χρησιμοποίηση	usar	χρησιμοποίηση	usar	N;ACC;FEM;SG	V
χρησιμοποίηση	usan	χρησιμοποίηση	usar	N;ACC;FEM;SG	V
δικαστές	os	δικαστής	o	N;NOM;MASC;PL	DET
τζουζέπε	giuseppe	τζουζέπω	giuseppe		PROPN
μπρούνο	bruno	μπρούνο	bruno		N
άλλως	contrario	άλλως	contrario	ADV	N
άλλως	ou	άλλως	ou	ADV	CONJ
άλλως	doutro	άλλως	doutro	ADV	N
άλλως	xeito	άλλως	xeito	ADV	N
άλλως	se	άλλως	se	ADV	CONJ
άλλως	non	άλλως	non	ADV	PART
άλλως	senón	άλλως	senón	ADV	CONJ
ποινικό	criminais	ποινικός	criminal	ADJ;NOM;NEUT;SG	N
ποινικό	crime	ποινικός	crime	ADJ;NOM;NEUT;SG	N
λεφτά	cartos	λεφτό	carto	ADV	N
λεφτά	diñeiro	λεφτό	diñeiro	ADV	N
λεφτά	os	λεφτό	o	ADV	DET
λεφτά	xiro	λεφτό	xiro	ADV	N
δείχνοντας	para	δείχνω	para	V;IPFV;V.CVB;ACT	ADP
δείχνοντας	a	δείχνω	o	V;IPFV;V.CVB;ACT	DET
δείχνοντας	esas	δείχνω	ese	V;IPFV;V.CVB;ACT	DET
δείχνοντας	mostra	δείχνω	mostra	V;IPFV;V.CVB;ACT	N
δείχνοντας	que	δείχνω	que	V;IPFV;V.CVB;ACT	PRO
υγρή	líquido	υγρή	líquido	ADJ;NOM;FEM;SG	N
μηχανικά	mecánica	μηχανικά	mecánica	ADV	N
μηχανικά	mecánico	μηχανικά	mecánico	ADV	N
σεπτέμβρη	setembro	σεπτέμβρομαι	setembro	ADV	N
σεπτέμβρη	de	σεπτέμβρομαι	de	ADV	ADP
διαβάστε	lin	διαβάζω	lin	N	V
διαβάστε	ler	διαβάζω	ler	N	V
διαβάστε	leo	διαβάζω	lear	N	PROPN
διαβάστε	le	διαβάζω	le	N	PROPN
καλλιεργούνται	grande	καλλιεργώ	grande	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ
καλλιεργούνται	xa	καλλιεργώ	xa	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADV
καλλιεργούνται	es	καλλιεργώ	e	V;IPFV;IND;PL;3;PRS;FIN;PASS	N
καλλιεργούνται	adulto	καλλιεργώ	adulto	V;IPFV;IND;PL;3;PRS;FIN;PASS	N
καλλιεργούνται	maior	καλλιεργώ	maior	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ
έσωσε	se	σώνω	se	V;PFV;IND;SG;3;PST;FIN;ACT	CONJ
έσωσε	a	σώνω	o	V;PFV;IND;SG;3;PST;FIN;ACT	DET
έσωσε	salvei	σώνω	salvar	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
έσωσε	salvaches	σώνω	salvache	V;PFV;IND;SG;3;PST;FIN;ACT	N
παράδεισο	o	παράδεισος	o	N;ACC;MASC;SG	DET
διάσημοι	famoso	διάσημος	famoso	N;NOM;MASC;PL	ADJ
διάσημοι	famosos	διάσημος	famoso	N;NOM;MASC;PL	ADJ
διάσημοι	famosa	διάσημος	famor	N;NOM;MASC;PL	ADJ
ψηλότερη	máis	ψηλός	máis	ADJ;NOM;CMPR;FEM;SG	ADV
ψηλότερη	altos	ψηλός	alto	ADJ;NOM;CMPR;FEM;SG	N
ψηλότερη	máis	ψηλός	máis	ADJ;NOM;CMPR;FEM;SG	ADV
χειρότερο	peor	κακός	peor	ADJ;NOM;CMPR;NEUT;SG	N
χειρότερο	peor	κακός	peor	ADJ;NOM;CMPR;NEUT;SG	N
χειρότερο	empeora	κακός	empeorar	ADJ;NOM;CMPR;NEUT;SG	N
βάθη	interior	βάθη	interior	N;NOM;NEUT;PL	ADJ
οπίσθια	última	οπίσθια	último	N;NOM;NEUT;PL	ADJ
ισχυρότερη	máis	ισχύρος	máis	ADJ;NOM;CMPR;FEM;SG	ADV
άουσβιτς	auschwitz	άουσβιτς	auschwitz	N;NOM;NEUT;SG	PROPN
μαχαίρι	mackie	μαχαίρι	mackie	N;NOM;NEUT;SG	PROPN
τραγουδά	canta	τραγουδά	canta	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
παράκτια	costeiras	παράκτιος	costeiro	ADJ;NOM;NEUT;PL	N
παράκτια	costa	παράκτιος	costa	ADJ;NOM;NEUT;PL	N
σκυλιά	os	σκυλιά	o	N;NOM;NEUT;PL	DET
σκυλιά	aos	σκυλιά	aos	N;NOM;NEUT;PL	PROPN
κακός	malos	κακός	malo	ADJ;NOM;MASC;SG	N
κακός	mal	κακός	mal	ADJ;NOM;MASC;SG	ADV
κακός	malo	κακός	malo	ADJ;NOM;MASC;SG	PROPN
ξένος	descoñecido	ξένος	descoñecido	ADJ;NOM;MASC;SG	N
ρόουζ	rose	ρόουζ	rose	PROPN;NOM;MASC;SG	N
προστατεύεται	protexido	προστατεύω	protexido	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
σύνθετη	complexo	σύνθετος	complexo	ADV	N
σύνθετη	complexas	σύνθετος	complexo	ADV	N
σύνθετη	complexa	σύνθετος	complexo	ADV	ADJ
σύνθετη	complexos	σύνθετος	complexo	ADV	N
εχθροί	inimigos	εχθρός	inimigo	N;NOM;MASC;PL	ADJ
αναψυχής	libre	αναψυχή	libre	N;GEN;FEM;SG	ADJ
νεα	novo	νέος	novo	N;NOM;FEM;SG	ADJ
νεα	novas	νέος	novo	N;NOM;FEM;SG	ADJ
νεα	nova	νέος	novo	N;NOM;FEM;SG	ADJ
νεα	novos	νέος	novo	N;NOM;FEM;SG	ADJ
νεα	novas	νέος	novo	N;NOM;FEM;SG	ADJ
σταματά	paradas	σταματός	parado	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
σταματά	se	σταματός	se	V;IPFV;IND;SG;3;PRS;FIN;ACT	CONJ
νόρμαν	norman	νόρμαν	normar		V
περιμένω	a	περιμένω	o	V;IPFV;IND;SG;1;PRS;FIN;ACT	DET
στέκεται	de	στέκω	de	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADP
στέκεται	pé	στέκω	pé	V;IPFV;IND;SG;3;PRS;FIN;PASS	N
στέκεται	estaba	στέκω	estar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
στέκεται	parados	στέκω	parado	V;IPFV;IND;SG;3;PRS;FIN;PASS	N
στέκεται	está	στέκω	estar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
στέκεται	entre	στέκω	entre	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADP
υπηρετεί	e	υπηρώ	e	V;IPFV;IND;SG;3;PRS;FIN;ACT	CONJ
εργαζόμενοι	os	εργαζόμενος	o	N;NOM;MASC;PL	DET
εργαζόμενοι	os	εργαζόμενος	o	N;NOM;MASC;PL	DET
λούκα	luca	λούκα	luca		N
φρέντερικ	frederick	φρέντερικ	frederick	PROPN;NOM;MASC;SG	PROPN
κίτρινη	amarelos	κίτρινος	amarelo	ADJ;NOM;FEM;SG	N
κίτρινη	amarelas	κίτρινος	amarela	ADJ;NOM;FEM;SG	N
κίτρινη	amarela	κίτρινος	amarelar	ADJ;NOM;FEM;SG	N
κίτρινη	marelo	κίτρινος	marelo	ADJ;NOM;FEM;SG	N
κίτρινη	taxi	κίτρινος	taxi	ADJ;NOM;FEM;SG	N
γρήγορο	rápido	γρήγορος	rápido	N;NOM;NEUT;SG	ADJ
μέλι	meu	μέλι	meu	N;NOM;NEUT;SG	DET
μέλι	ben	μέλι	ben	N;NOM;NEUT;SG	ADV
ναρκωτικά	medicamentos	ναρκωτικά	medicamento	ADV	N
ναρκωτικά	fármacos	ναρκωτικά	fármaco	ADV	N
ναρκωτικά	drogas	ναρκωτικά	droga	ADV	N
τζόρτζια	georgia	τζόρτζια	georgia		PROPN
άλας	salgado	άλος	salgar	N;NOM;NEUT;SG	V
καθολικοί	catholic	καθολικός	catholic	ADJ;NOM;MASC;PL	PROPN
ισοδύναμο	equivalente	ισοδύναμος	equivalente	N;NOM;NEUT;SG	ADJ
σώθηκε	se	σώνω	se	V;PFV;IND;SG;3;PST;FIN;PASS	CONJ
σώθηκε	a	σώνω	o	V;PFV;IND;SG;3;PST;FIN;PASS	DET
σώθηκε	salvei	σώνω	salvar	V;PFV;IND;SG;3;PST;FIN;PASS	PROPN
σώθηκε	salvaches	σώνω	salvache	V;PFV;IND;SG;3;PST;FIN;PASS	N
μάργκαρετ	margaret	μάργκαρμα	margaret		V
αγιος	santo	αγιος	santo	DET;NOM;DEF;MASC;SG	ADJ
αγιος	san	αγιος	ser	DET;NOM;DEF;MASC;SG	ADJ
χρήμα	os	χρήμα	o	N;NOM;NEUT;SG	DET
μόδα	a	μόδα	o	N;NOM;FEM;SG	DET
δολοφόνος	asasino	δολοφόνος	asasino	ADJ;NOM;MASC;SG	N
δολοφόνος	do	δολοφόνος	do	ADJ;NOM;MASC;SG	PROPN
δολοφόνος	asasino	δολοφόνος	asasino	ADJ;NOM;MASC;SG	N
ωραίο	bonito	ωραίος	bonito	ADJ;NOM;NEUT;SG	N
ωραίο	ben	ωραίος	ben	ADJ;NOM;NEUT;SG	ADV
ωραίο	bonita	ωραίος	bonita	ADJ;NOM;NEUT;SG	N
αργό	lento	αργό	lento	N;NOM;NEUT;SG	ADJ
