sandstein	arenisca	sandstein	arenisca		N;FEM;SG
vernichtet	destruidos	vernichten	destruido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
vernichtet	destruido	vernichten	destruido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vernichtet	aniquilado	vernichten	aniquilado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vernichtet	exterminados	vernichten	exterminado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
frühling	manantial	frühling	manantial	ADJ	N;MASC;SG
frühling	primavera	frühling	primavera	ADJ	N;FEM;SG
frühling	resorte	frühling	resorte	ADJ	N;MASC;SG
frühling	primavera	frühling	primavera	ADJ	N;FEM;SG
raf	raf	rafen	raf	PROPN;NOM;SG	N;FEM;SG
akzeptieren	aceptación	akzeptieren	aceptación	V;NFIN	N;FEM;SG
gräber	tumbas	grab	tumba		N;FEM;PL
gräber	fosas	grab	fosa		N;FEM;PL
gräber	graves	grab	grave		ADJ;PL
gräber	tumba	grab	tumba		N;FEM;SG
gräber	tumbas	grab	tumba		N;FEM;PL
ansbach	ansbach	ansbechen	ansbach	PROPN;NOM;MASC;SG	N;MASC;SG
renovierung	reformado	renovierung	reformado	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
renovierung	renovados	renovierung	renovado	N;NOM;FEM;SG	ADJ;MASC;PL;V.PTCP
renovierung	renovado	renovierung	renovado	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
renovierung	renovada	renovierung	renovado	N;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
renovierung	renovaciones	renovierung	renovación	N;NOM;FEM;SG	N;FEM;PL
renovierung	reformas	renovierung	reforma	N;NOM;FEM;SG	N;FEM;PL
renovierung	renovaciones	renovierung	renovación	N;NOM;FEM;SG	N;FEM;PL
collins	collins	collins	collin	PROPN;NOM;MASC;SG	N;MASC;SG
collins	collin	collins	collin	PROPN;NOM;MASC;SG	N;MASC;SG
einander	mutuamente	einander	mutuamente		ADV
übersehen	perdido	übersehen	perdido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
wäldern	maderas	wäldern	madera		N;FEM;PL
wäldern	bosque	wäldern	bosque		N;MASC;SG
wäldern	woods	wäldern	woods		N
wäldern	bosques	wäldern	bosque		N;MASC;PL
wäldern	bosques	wäldern	bosque		N;MASC;PL
wäldern	selva	wäldern	selva		N;FEM;SG
wäldern	bosque	wäldern	bosque		N;MASC;SG
analysis	cálculo	analysis	cálculo	PROPN;NOM;SG	N;MASC;SG
massiven	masivo	massiv	masivo	ADJ;PL	ADJ;MASC;SG
massiven	massive	massiv	massivir	ADJ;PL	N
massiven	masiva	massiv	masivo	ADJ;PL	ADJ;FEM;SG
terry	rizo	terry	rezo	PROPN;NOM;MASC;SG	N;MASC;SG
terry	terry	terry	terry	PROPN;NOM;MASC;SG	PROPN
sockel	pedestal	sockel	pedestal		N;MASC;SG
sockel	tapa	sockel	tapa		N;FEM;SG
sockel	pac	sockel	pac		N;MASC;SG
sockel	gorra	sockel	gorra		N;FEM;SG
sockel	zócalo	sockel	zócalo		N;MASC;SG
sockel	enchufe	sockel	enchufe		N;MASC;SG
sockel	socket	sockel	socket		N;MASC;SG
sockel	lga	sockel	lga		N
sockel	enchufes	sockel	enchuf		N;MASC;PL
erlaubte	permitida	erlauben	permitido	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
erlaubte	permitidos	erlauben	permitido	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
erlaubte	permitido	erlauben	permitido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
erlaubte	permitida	erlauben	permitido	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
erlaubte	permitidos	erlauben	permitido	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
erlaubte	permitido	erlauben	permitido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
vergeblich	vanos	vergeblich	vano	ADJ	N;MASC;PL
mögen	like	mögen	like	V;FIN	N
mögen	como	mögen	como	V;FIN	CONJ
mögen	likes	mögen	lik	V;FIN	N;MASC;PL
mögen	gustos	mögen	gusto	V;FIN	N;MASC;PL
schulze	schulze	schulz	schulze		N;SG
traditionen	tradiciones	tradition	tradición	V;NFIN	N;FEM;PL
traditionen	tradición	tradition	tradición	V;NFIN	N;FEM;SG
traditionen	tradiciones	tradition	tradición	V;NFIN	N;FEM;PL
behauptete	reclamado	behaupten	reclamado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
behauptete	reclamadas	behaupten	reclamado	V;IND;SG;3;PST;FIN	ADJ;FEM;PL
behauptete	reclamada	behaupten	reclamado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
behauptete	afirmado	behaupten	afirmar	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
behauptete	supuesta	behaupten	supuesto	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
behauptete	presuntos	behaupten	presunto	V;IND;SG;3;PST;FIN	ADJ;MASC;PL
behauptete	presunta	behaupten	presunto	V;IND;SG;3;PST;FIN	ADJ;FEM;SG
behauptete	alegado	behaupten	alegado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
behauptete	presunto	behaupten	presunto	V;IND;SG;3;PST;FIN	ADJ;MASC;SG
six	seis	six	seis		NUM;PL
six	six	six	six		N
hunde	perros	hund	perro		N;MASC;PL
hunde	canina	hund	canina		ADJ;FEM;SG
hunde	canino	hund	canino		N;MASC;SG
hunde	perrita	hund	perrita		N;FEM;SG
hunde	perro	hund	perro		N;MASC;SG
hunde	perros	hund	perro		N;MASC;PL
krebs	cánceres	krebs	cáncer		N;MASC;PL
krebs	krebs	krebs	kreb		N;MASC;SG
krebs	cancer	krebs	cancer		N
krebs	cáncer	krebs	cáncer		N;MASC;SG
verfolgen	seguimiento	verfolgen	seguimiento	V;NFIN	N;MASC;SG
verfolgen	rastreo	verfolgen	rastreo	V;NFIN	N;MASC;SG
virus	virus	virus	virus		N;MASC
girls	muchachas	girls	muchacha	PROPN	N;FEM;PL
girls	girls	girls	girls	PROPN	N
girls	niñas	girls	niña	PROPN	N;FEM;PL
girls	chicas	girls	chica	PROPN	N;FEM;PL
unit	unit	unit	unit		N
unit	unidad	unit	unidad		N;FEM;SG
fett	grasas	fett	grasa		N;FEM;PL
fett	grasa	fett	grasa		N;FEM;SG
fett	grasas	fett	grasa		N;FEM;PL
fett	atrevido	fett	atreverse		ADJ;MASC;SG;V.PTCP
fett	audaz	fett	audaz		ADJ;SG
fett	negrita	fett	negrito		N;FEM;SG
fett	gordos	fett	gordo		ADJ;MASC;PL
fett	grasa	fett	grasa		N;FEM;SG
fett	gordo	fett	gordo		ADJ;MASC;SG
fett	gorda	fett	gordo		ADJ;FEM;SG
fett	gordas	fett	gorda		N;FEM;PL
direkter	directamente	direkt	directamente	ADJ	ADV
direkter	direct	direkt	directo	ADJ	N
anzeigen	clasificados	anzeigen	clasificado	V;NFIN	ADJ;MASC;PL;V.PTCP
anzeigen	pantalla	anzeigen	pantalla	V;NFIN	N;FEM;SG
anzeigen	display	anzeigen	display	V;NFIN	N
anzeigen	visualización	anzeigen	visualización	V;NFIN	N;FEM;SG
anzeigen	vistas	anzeigen	visto	V;NFIN	ADJ;FEM;PL;V.PTCP
anzeigen	vista	anzeigen	visto	V;NFIN	ADJ;FEM;SG;V.PTCP
anzeigen	view	anzeigen	view	V;NFIN	PROPN
anzeigen	anuncios	anzeigen	anuncio	V;NFIN	N;MASC;PL
anzeigen	espectáculo	anzeigen	espectáculo	V;NFIN	N;MASC;SG
anzeigen	show	anzeigen	show	V;NFIN	N;MASC;SG
alain	alain	alain	alain	PROPN;NOM;MASC;SG	PROPN
blättern	hoja	blättern	hoja	V;NFIN	N;FEM;SG
blättern	hojas	blättern	hoja	V;NFIN	N;FEM;PL
blättern	leaf	blättern	leaf	V;NFIN	N;MASC;SG
blättern	hojas	blättern	hoja	V;NFIN	N;FEM;PL
blättern	pergamino	blättern	pergamino	V;NFIN	N;MASC;SG
angetrieben	conducidos	antreiben	conducir	V;V.PTCP	ADJ;MASC;PL;V.PTCP
angetrieben	impulsado	antreiben	impulsado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
angetrieben	conducido	antreiben	conducir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
angetrieben	impulsado	antreiben	impulsado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
angetrieben	potenciado	antreiben	potenciado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
angetrieben	impulsado	antreiben	impulsado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
wiederholen	repetido	wiederholen	repetido	V;NFIN	ADJ;MASC;SG;V.PTCP
wiederholen	repetidos	wiederholen	repetido	V;NFIN	ADJ;MASC;PL;V.PTCP
wiederholen	repetidas	wiederholen	repetido	V;NFIN	ADJ;FEM;PL;V.PTCP
wiederholen	repetida	wiederholen	repetido	V;NFIN	ADJ;FEM;SG;V.PTCP
wiederholen	repetición	wiederholen	repetición	V;NFIN	N;FEM;SG
wiederholen	repetición	wiederholen	repetición	V;NFIN	N;FEM;SG
historique	historique	historique	historique	ADJ	PROPN
astronomie	astronomía	astronomie	astronomía		N;FEM;SG
stadtzentrum	downtown	stadtzentrum	downtown	V;V.PTCP	N;MASC;SG
stadtzentrum	centro	stadtzentrum	centro	V;V.PTCP	N;MASC;SG
stadtzentrum	céntrico	stadtzentrum	céntrico	V;V.PTCP	ADJ;MASC;SG
stadtzentrum	centro	stadtzentrum	centro	V;V.PTCP	N;MASC;SG
stadtzentrum	centre	stadtzentrum	centre	V;V.PTCP	N;MASC;SG
decke	techos	decken	techo		N;MASC;PL
decke	cobija	decken	cobijar		N;FEM;SG
decke	manta	decken	manta		N;FEM;SG
decke	mantas	decken	manta		N;FEM;PL
decke	azotea	decken	azotea		N;FEM;SG
decke	techo	decken	techo		N;MASC;SG
decke	tejados	decken	tejado		N;MASC;PL
decke	tejado	decken	tejado		ADJ;MASC;SG;V.PTCP
achim	achim	achim	achim	PROPN;NOM;MASC;SG	N;MASC;SG
wohnt	vidas	wohnen	vida	V;IND;SG;3;PRS;FIN	N;FEM;PL
wohnt	resida	wohnen	residir	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
schritte	pisadas	schritt	pisado		N;FEM;PL
schritte	pasos	schritt	paso		N;MASC;PL
schritte	peldaños	schritt	peldaño		N;MASC;PL
schritte	pasos	schritt	paso		N;MASC;PL
schritte	escalones	schritt	escalón		N;MASC;PL
wachsenden	creciente	wachsend	creciente	V;PL;FIN	ADJ;SG
dominiert	dominado	dominieren	dominado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
dominiert	dominados	dominieren	dominado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
dominiert	dominada	dominieren	dominado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
dominiert	dominadas	dominieren	dominado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
dominiert	dominante	dominieren	dominante	V;V.PTCP	ADJ;SG
dominiert	dominantes	dominieren	dominante	V;V.PTCP	ADJ;PL
geschafft	administrado	schaffen	administrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geschafft	gestionada	schaffen	gestionado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
geschafft	gestionado	schaffen	gestionado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geschafft	logrado	schaffen	logrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geschafft	gestionados	schaffen	gestionado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geschafft	cumplida	schaffen	cumplidar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
geschafft	logrado	schaffen	logrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geschafft	hecha	schaffen	hecho	V;V.PTCP	ADJ;FEM;SG;V.PTCP
geschafft	made	schaffen	mader	V;V.PTCP	N
geschafft	hecho	schaffen	hecho	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geschafft	hecho	schaffen	hecho	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geschafft	sucedido	schaffen	sucedido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
michail	mijaíl	michail	mijaíl	PROPN;NOM;MASC;SG	N;MASC;SG
michail	mikhail	michail	mikhail	PROPN;NOM;MASC;SG	N;MASC;SG
linden	linden	linden	lindir		N
globe	globo	glob	globo	PROPN;NOM;SG	N;MASC;SG
globe	globe	glob	globe	PROPN;NOM;SG	N;SG
ulrike	sarah	ulrike	sarah	PROPN;NOM;FEM;SG	N;FEM;SG
ulrike	sara	ulrike	sara	PROPN;NOM;FEM;SG	N;FEM;SG
ulrike	ulrike	ulrike	ulrike	PROPN;NOM;FEM;SG	N;FEM;SG
ulrike	julia	ulrike	julia	PROPN;NOM;FEM;SG	N;FEM;SG
nicholas	nicolás	nicholas	nicolás	PROPN;NOM;SG	N;MASC;SG
nicholas	nicholas	nicholas	nichola	PROPN;NOM;SG	N;SG
jubiläum	aniversarios	jubiläum	aniversario	N;NOM;NEUT;SG	N;MASC;PL
française	française	française	française	PROPN;NOM;SG	N;FEM;SG
schriftlich	escritos	schriftlich	escrito	ADJ	N;MASC;PL
schriftlich	redacción	schriftlich	redacción	ADJ	N;FEM;SG
schriftlich	escribiendo	schriftlich	escribir	ADJ	V;V.MSDR
schriftlich	escribir	schriftlich	escribir	ADJ	V;NFIN
schriftlich	escritura	schriftlich	escritura	ADJ	N;FEM;SG
palästina	palestinos	palästina	palestino	PROPN;NOM;SG	N;MASC;PL
palästina	palestino	palästina	palestino	PROPN;NOM;SG	N;MASC;SG
palästina	palestina	palästina	palestino	PROPN;NOM;SG	ADJ;FEM;SG
palästina	palestinos	palästina	palestino	PROPN;NOM;SG	N;MASC;PL
palästina	palestino	palästina	palestino	PROPN;NOM;SG	N;MASC;SG
palästina	palestina	palästina	palestino	PROPN;NOM;SG	ADJ;FEM;SG
palästina	palestinas	palästina	palestino	PROPN;NOM;SG	ADJ;FEM;PL
klärung	clarificación	klärung	clarificación	ADJ	N;FEM;SG
klärung	aclaración	klärung	aclaración	ADJ	N;FEM;SG
klärung	clarificar	klärung	clarificar	ADJ	V;NFIN
klärung	aclarando	klärung	aclarar	ADJ	V;V.MSDR
klärung	aclarar	klärung	aclarar	ADJ	V;NFIN
klärung	clarificar	klärung	clarificar	ADJ	V;NFIN
klärung	aclarar	klärung	aclarar	ADJ	V;NFIN
klärung	clarificación	klärung	clarificación	ADJ	N;FEM;SG
klärung	aclaraciones	klärung	aclaración	ADJ	N;FEM;PL
klärung	aclaración	klärung	aclaración	ADJ	N;FEM;SG
klärung	esclarecimiento	klärung	esclarecimiento	ADJ	N;MASC;SG
wilfried	wilfred	wilfrieden	wilfred	PROPN;NOM;MASC;SG	N;SG
wilfried	wilfried	wilfrieden	wilfried	PROPN;NOM;MASC;SG	N;MASC;SG
verfolgte	rastreado	verfolgen	rastreado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
verfolgte	perseguido	verfolgen	perseguir	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
verfolgte	embrujada	verfolgen	embrujada	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
verfolgte	perseguido	verfolgen	perseguir	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
verfolgte	embrujado	verfolgen	embrujado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
verfolgte	perseguido	verfolgen	perseguir	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
verfolgte	perseguidos	verfolgen	perseguido	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
verfolgte	perseguida	verfolgen	perseguido	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
angewandt	aplicados	anwenden	aplicado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
angewandt	aplicado	anwenden	aplicado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
angewandt	aplicadas	anwenden	aplicado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
angewandt	aplicada	anwenden	aplicado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
zehnten	décima	zehnt	décima	ADJ	N;FEM;SG
still	silencio	still	silencio	ADJ	N;MASC;SG
still	calla	still	callar	ADJ	V;IND;SG;3;PRS;FIN
still	todavia	still	todavia	ADJ	INTJ
still	still	still	still	ADJ	N
still	todavía	still	todavía	ADJ	ADV
still	aún	still	aún	ADJ	ADV
eingeleitet	iniciadas	einleiten	iniciado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
eingeleitet	iniciada	einleiten	iniciado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
eingeleitet	iniciado	einleiten	iniciado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
eingeleitet	iniciados	einleiten	iniciado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
eingeleitet	instituido	einleiten	instituir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vorgaben	predeterminadas	vorgeben	predeterminado	V;NFIN	ADJ;FEM;PL;V.PTCP
vorgaben	predeterminados	vorgeben	predeterminado	V;NFIN	ADJ;MASC;PL;V.PTCP
vorgaben	incumplimientos	vorgeben	incumplimiento	V;NFIN	N;MASC;PL
vorgaben	impagos	vorgeben	impago	V;NFIN	N;MASC;PL
beobachter	observadores	beobachter	observador	ADJ	N;MASC;PL
beobachter	monitores	beobachter	monitor	ADJ	N;MASC;PL
beobachter	observador	beobachter	observador	ADJ	N;MASC;SG
bilanz	balanza	bilanz	balanza		N;FEM;SG
bilanz	balance	bilanz	balance		N;MASC;SG
bilanz	saldo	bilanz	saldo		N;MASC;SG
bilanz	equilibrio	bilanz	equilibrio		N;MASC;SG
produkten	productos	produkt	producto	V;IND;PL;3;FIN	N;MASC;PL
fürth	fürth	fürth	fürth	PROPN;SG	N;MASC;SG
indirekt	indirectamente	indirekt	indirectamente	ADJ	ADV
mtv	mtv	mtv	mtv	PROPN;NOM	N
alias	alias	alias	alias	PROPN;NOM;SG	N;MASC;SG
alias	alias	alias	alias	PROPN;NOM;SG	N;MASC;SG
alias	aka	alias	aka	PROPN;NOM;SG	N
bestätigung	confirmar	Bestätigung	confirmar	N;NOM;FEM;SG	V;NFIN
bestätigung	confirma	Bestätigung	confirmar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
bestätigung	confirme	Bestätigung	confirmar	N;NOM;FEM;SG	V;IMP;SG;3;FIN
bestätigung	confirmo	Bestätigung	confirmar	N;NOM;FEM;SG	V;IND;SG;1;PRS;FIN
mühlen	molino	mühlen	molino	V;NFIN	N;MASC;SG
mühlen	mill	mühlen	mill	V;NFIN	
mühlen	molinos	mühlen	molino	V;NFIN	N;MASC;PL
mühlen	molinos	mühlen	molino	V;NFIN	N;MASC;PL
mühlen	fresas	mühlen	fresa	V;NFIN	N;FEM;PL
mühlen	fábricas	mühlen	fábrica	V;NFIN	N;FEM;PL
mühlen	mills	mühlen	mills	V;NFIN	N;MASC
mühlen	molinos	mühlen	molino	V;NFIN	N;MASC;PL
libretto	libreto	libretto	libreto	PROPN;NOM;SG	N;MASC;SG
massaker	masacres	massaker	masacre	ADJ	N;FEM;PL
massaker	matanza	massaker	matanza	ADJ	N;FEM;SG
massaker	masacre	massaker	masacre	ADJ	N;FEM;SG
massaker	matanzas	massaker	matanza	ADJ	N;FEM;PL
massaker	masacres	massaker	masacre	ADJ	N;FEM;PL
massaker	matanzas	massaker	matanza	ADJ	N;FEM;PL
suffix	sufijo	suffix	sufijo	ADJ	N;MASC;SG
rudolph	rodolfo	rudolph	rodolfo	PROPN;NOM;MASC;SG	N;MASC;SG
umgangssprachlich	coloquialmente	umgangssprachlich	coloquialmente	ADJ	ADV
umgangssprachlich	jerga	umgangssprachlich	jerga	ADJ	N;FEM;SG
rennfahrer	corredores	rennfahrer	corredor	ADJ	N;MASC;PL
rennfahrer	racer	rennfahrer	racer	ADJ	N;MASC;SG
beseitigt	resuelto	beseitigen	resolver	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beseitigt	resueltos	beseitigen	resolver	V;V.PTCP	ADJ;MASC;PL;V.PTCP
beseitigt	solucionado	beseitigen	solucionado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beseitigt	resuelta	beseitigen	resuelto	V;V.PTCP	ADJ;FEM;SG;V.PTCP
beseitigt	eliminada	beseitigen	eliminado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
beseitigt	eliminados	beseitigen	eliminado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
beseitigt	eliminado	beseitigen	eliminado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beseitigt	abolida	beseitigen	abolida	V;V.PTCP	ADJ;FEM;SG;V.PTCP
beseitigt	abolido	beseitigen	abolido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beseitigt	suprimido	beseitigen	suprimir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beseitigt	eliminados	beseitigen	eliminado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
matrix	array	matrix	array	PROPN	N;MASC;SG
matrix	matriz	matrix	matriz	PROPN	N;FEM;SG
matrix	matrices	matrix	matriz	PROPN	N;FEM;PL
matrix	matrix	matrix	matrix	PROPN	INTJ
matrix	matriz	matrix	matriz	PROPN	N;FEM;SG
ähnlichkeit	similitudes	ähnlichkeit	similitud	ADJ	N;FEM;PL
ähnlichkeit	semejanzas	ähnlichkeit	semejanza	ADJ	N;FEM;PL
ähnlichkeit	semejanza	ähnlichkeit	semejanza	ADJ	N;FEM;SG
ähnlichkeit	semejanza	ähnlichkeit	semejanza	ADJ	N;FEM;SG
ähnlichkeit	similitud	ähnlichkeit	similitud	ADJ	N;FEM;SG
ähnlichkeit	semejanza	ähnlichkeit	semejanza	ADJ	N;FEM;SG
verteidigte	defendida	verteidigen	defendido	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
verteidigte	defendido	verteidigen	defendido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
empfehlung	recomienda	empfehlung	recomendar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
empfehlung	recomendado	empfehlung	recomendado	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
empfehlung	recomendada	empfehlung	recomendado	N;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
empfehlung	recomendable	empfehlung	recomendable	N;NOM;FEM;SG	ADJ;SG
empfehlung	recomendados	empfehlung	recomendado	N;NOM;FEM;SG	ADJ;MASC;PL;V.PTCP
empfehlung	recomendó	empfehlung	recomendar	N;NOM;FEM;SG	V;IND;SG;3;PST;FIN
empfehlung	sugerencias	empfehlung	sugerencia	N;NOM;FEM;SG	N;FEM;PL
bedrohung	amenazas	bedrohung	amenaza	N;FEM;SG	N;FEM;PL
eindeutige	inequívoca	eindeutig	inequívoco	ADJ;NOM;FEM;PL	ADJ;FEM;SG
eindeutige	inequívoco	eindeutig	inequívoco	ADJ;NOM;FEM;PL	ADJ;MASC;SG
eindeutige	inequívoca	eindeutig	inequívoco	ADJ;NOM;FEM;PL	ADJ;FEM;SG
landkreise	barrios	landkreise	barrio	PROPN	N;MASC;PL
landkreise	distritos	landkreise	distrito	PROPN	N;MASC;PL
landkreise	condados	landkreise	condado	PROPN	N;MASC;PL
landkreise	comarcas	landkreise	comarca	PROPN	N;FEM;PL
landung	aterrizando	landung	aterrizar	N;NOM;FEM;SG	V;V.MSDR
landung	aterrizar	landung	aterrizar	N;NOM;FEM;SG	V;NFIN
saniert	rehabilitado	sanieren	rehabilitar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
statistischen	estadística	statistisch	estadístico	ADJ;NOM	N;FEM;SG
dallas	dallas	dallas	dalla	PROPN;NOM;MASC;SG	N;FEM;PL
offensive	ofensivo	offensiv	ofensivo	ADJ;NOM;FEM;PL	ADJ;MASC;SG
offensive	ofensiva	offensiv	ofensiva	ADJ;NOM;FEM;PL	N;FEM;SG
fein	finamente	fein	finamente	ADJ	ADV
fein	bien	fein	bien	ADJ	ADV
fein	fine	fein	fine	ADJ	N
fein	fein	fein	fein	ADJ	N;SG
pole	polo	polen	polo		N;MASC;SG
pole	caña	polen	caña		N;FEM;SG
pole	pole	polen	pole		N;FEM;SG
pole	poste	polen	poste		N;MASC;SG
pole	postes	polen	poste		N;MASC;PL
pole	polos	polen	polo		N;MASC;PL
pole	polacos	polen	polaco		N;MASC;PL
herman	herman	herman	herman	PROPN;NOM;MASC;SG	PROPN
besiegt	conquistado	besiegen	conquistado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
besiegt	conquistada	besiegen	conquistado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
besiegt	golpeados	besiegen	golpeado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
besiegt	vencido	besiegen	vencido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
besiegt	golpeado	besiegen	golpear	V;V.PTCP	ADJ;MASC;SG;V.PTCP
besiegt	vencido	besiegen	vencido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
besiegt	vencidos	besiegen	vencido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
besiegt	vencido	besiegen	vencido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
besiegt	derrotada	besiegen	derrotado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
besiegt	derrotado	besiegen	derrotado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
besiegt	vencidos	besiegen	vencido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
besiegt	derrotados	besiegen	derrotado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
krause	krause	kraus	krause	PROPN;NOM;SG	N;SG
bindung	ataduras	bindung	atadura	N;NOM;FEM;SG	N;FEM;PL
bindung	vinculante	bindung	vinculante	N;NOM;FEM;SG	ADJ;SG
bindung	bonos	bindung	bono	N;NOM;FEM;SG	N;MASC;PL
entwürfe	borrador	entwürfen	borrador	N;NOM;MASC;PL	N;MASC;SG
schwimmen	natación	schwimmen	natación	V;NFIN	N;FEM;SG
schwimmen	nado	schwimmen	nado	V;NFIN	
schwimmen	natación	schwimmen	natación	V;NFIN	N;FEM;SG
early	early	early	early	PROPN	N
early	primeros	early	primero	PROPN	ADJ;MASC;PL
early	temprano	early	temprano	PROPN	ADV
abkürzungen	atajos	abkürzingen	atajo	V;NFIN	N;MASC;PL
abkürzungen	abreviatura	abkürzingen	abreviatura	V;NFIN	N;FEM;SG
abkürzungen	abreviaturas	abkürzingen	abreviatura	V;NFIN	N;FEM;PL
abkürzungen	siglas	abkürzingen	sigla	V;NFIN	N;FEM;PL
abkürzungen	acrónimos	abkürzingen	acrónimo	V;NFIN	N;MASC;PL
abkürzungen	siglas	abkürzingen	sigla	V;NFIN	N;FEM;PL
protest	protestar	protest	protestar	N	V;NFIN
messina	messina	messina	messina	PROPN	N;MASC;SG
organisierten	organizada	organisieren	organizado	V;IND;PL;3;PST;FIN	ADJ;FEM;SG;V.PTCP
organisierten	organizados	organisieren	organizado	V;IND;PL;3;PST;FIN	ADJ;MASC;PL;V.PTCP
organisierten	organizadas	organisieren	organizado	V;IND;PL;3;PST;FIN	ADJ;FEM;PL;V.PTCP
organisierten	organizado	organisieren	organizado	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
organisierten	organizada	organisieren	organizado	V;IND;PL;3;PST;FIN	ADJ;FEM;SG;V.PTCP
organisierten	organizados	organisieren	organizado	V;IND;PL;3;PST;FIN	ADJ;MASC;PL;V.PTCP
