les	la	le	el	DET;DEF;PL	DET;DEF;FEM;SG
schéma	patró	schéma	patró	N;MASC;SG	
contribué	contribuït	contribuer	contribuir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
campus	campus	campus	campu	N;MASC;SG	
représentée	representada	représenter	representat	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
représentée	representats	représenter	representat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
représentée	representades	représenter	representat	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
représentée	representat	représenter	representat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dis	say	dire	say	INTJ	PROPN
dis	dis	dire	dis	INTJ	
vues	visualitzacions	voir	visualització	V;FEM;PL;PST;V.PTCP	N;FEM;PL
philip	felip	philip	felip	PROPN	
bureaux	despatx	bureau	despatx	N;MASC;PL	N;MASC;SG
bureaux	office	bureau	office	N;MASC;PL	
bureaux	oficina	bureau	oficina	N;MASC;PL	N;FEM;SG
ajout	sumant	ajout	sumar	N;MASC;SG	V;V.MSDR
ajout	afegir	ajout	afegir	N;MASC;SG	V;NFIN
ajout	afegeix	ajout	afegir	N;MASC;SG	V;IND;SG;3;PRS;FIN
ajout	afegits	ajout	afegit	N;MASC;SG	ADJ;MASC;PL;V.PTCP
ajout	afegit	ajout	afegit	N;MASC;SG	ADJ;MASC;SG;V.PTCP
dave	dave	dave	dave	PROPN	PROPN
mourir	die	mourir	die	V;NFIN	
mourir	morint	mourir	morir	V;NFIN	V;V.MSDR
nelson	nelson	nelson	nelson	PROPN	PROPN
règlement	reglaments	règlement	reglament	N;MASC;SG	N;MASC;PL
horreur	horror	horreur	horror	N;FEM;SG	
manifeste	manifest	manifeste	manifest	N;MASC;SG	
pirates	pirates	pirate	pirata	N;MASC;PL	
pirates	pirata	pirate	pirat	N;MASC;PL	
fenêtre	finestra	fenêtre	finestra	N;FEM;SG	V;IND;SG;3;PRS;FIN
occident	oest	occident	oest	N;MASC;SG	
reich	reich	reich	reich	N;MASC;SG	PROPN
assaut	assalt	assaut	assalt	N;MASC;SG	
acquisition	adquisicions	acquisition	adquisició	N;FEM;SG	N;FEM;PL
défini	definides	définir	definit	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
défini	definit	définir	definit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
défini	definits	définir	definit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
clés	tecla	clé	tecla	N;FEM;PL	
clés	clau	clé	clau	N;FEM;PL	
morale	moralitat	moral	moralitat	ADJ;FEM;SG	N;FEM;SG
préfère	preferim	préférer	preferir	V;IND;SG;3;PRS;FIN	V;IND;PL;1;PRS;FIN
préfère	prefereixen	préférer	preferir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
natale	natale	natal	natale	ADJ;FEM;SG	PROPN
adultes	adult	adulte	adult	N;MASC;PL	ADJ;MASC;SG
voisine	veí	voisin	veí	ADJ;FEM;SG	N;MASC;SG
voisine	veí	voisin	veí	ADJ;FEM;SG	N;MASC;SG
emblème	emblema	emblème	emblema	N;MASC;SG	
alternative	alternativa	alternative	alternativa	ADJ;FEM;SG	N;FEM;SG
trace	traça	trace	traça	N;FEM;SG	
ours	óssos	ours	ós	N;MASC;SG	N;MASC;PL
wild	wild	wild	wild	PROPN	PROPN
wild	salvatge	wild	salvatge	PROPN	
limité	limitades	limiter	limitat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
limité	limitat	limiter	limitat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
limité	limitats	limiter	limitat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
limité	restringits	limiter	restringit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
limité	restringida	limiter	restringit	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
limité	restringeix	limiter	restringir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
limité	restringit	limiter	restringir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
chevaliers	cavaller	chevalier	cavaller	N;MASC;PL	
bla	bla	bla	bla		PROPN
loir	loir	loir	loir	N;MASC;SG	ADJ;MASC;SG
navale	navale	naval	navale	ADJ;FEM;SG	
récits	tales	récit	tala	N;MASC;PL	
pauvres	pobre	pauvre	pobre	ADJ;MASC;PL	ADJ;MASC;SG
pauvres	pauvres	pauvre	pauvre	ADJ;MASC;PL	
nourriture	menjar	nourriture	menjar	N;FEM;SG	V;NFIN
participant	concursant	participer	concursant	V;PRS;V.PTCP	N;SG
concerné	afectat	concerner	afectat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
balle	pilota	balle	pilotar	N;FEM;SG	V;IND;SG;3;PRS;FIN
balle	bala	balle	bala	N;FEM;SG	
dynamique	dinàmica	dynamique	dinàmica	ADJ;MASC;SG	N;FEM;SG
ross	ross	ross	ros	PROPN	PROPN
boris	boris	boris	bori	PROPN	
boris	borís	boris	borís	PROPN	ADJ;MASC;SG
démission	renunciat	démission	renunciar	N;FEM;SG	ADJ;MASC;SG;V.PTCP
démission	dimitit	démission	dimitir	N;FEM;SG	ADJ;MASC;SG;V.PTCP
démission	dimitir	démission	dimitir	N;FEM;SG	V;NFIN
démission	renunciar	démission	renunciar	N;FEM;SG	V;NFIN
aragon	aragó	aragon	aragó	PROPN	
alpin	alpin	alpin	alpar	N;MASC;SG	
alpin	alpí	alpin	alpí	N;MASC;SG	ADJ;MASC;SG
colin	colin	colin	coldre	N;MASC;SG	PROPN
zéro	zero	zéro	zero	NUM	
gironde	gironde	girond	gironde	N;FEM;SG	
remix	remix	remix	remix	PROPN	PROPN
remix	remixes	remix	remixa	PROPN	N;MASC;PL
fra	fra	fra	fra		
fra	eng	fra	eng		
identique	idèntiques	identique	idèntic	ADJ;MASC;SG	ADJ;FEM;PL
identique	mateixa	identique	mateix	ADJ;MASC;SG	PRO;FEM;SG
identique	mateix	identique	mateix	ADJ;MASC;SG	PRO;MASC;SG
clôture	tanca	clôture	tancar	N;FEM;SG	V;IND;SG;3;PRS;FIN
cheveux	pèl	cheveu	pèl	N;MASC;PL	N;MASC;SG
varie	varien	varier	variar	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
traités	tractats	traiter	tractat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
traités	processat	traiter	processat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
respecter	respectant	respecter	respectar	V;NFIN	V;V.MSDR
respecter	respect	respecter	respect	V;NFIN	
respecter	respecte	respecter	respecte	V;NFIN	
bbc	bbc	bbc	bbc	N;MASC;SG	PROPN
communistes	comunista	communiste	comunista	N;MASC;PL	N;SG
lourd	heavy	lourd	heavy	ADJ;MASC;SG	N;MASC;SG
lourd	pesats	lourd	pesat	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
lourd	pesades	lourd	pesada	ADJ;MASC;SG	ADJ;FEM;PL;V.PTCP
lourd	heavyweight	lourd	heavyweight	ADJ;MASC;SG	
sérieux	serietat	sérieux	serietat	ADJ;MASC;SG	N;FEM;SG
sérieux	greus	sérieux	greu	ADJ;MASC;SG	ADJ;PL
sérieux	seriosament	sérieux	seriosament	ADJ;MASC;SG	ADV
obligatoire	requerits	obligatoire	requerit	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
dordogne	dordonya	dordogne	dordonya	N;FEM;SG	ADJ;MASC;SG
fermée	tancat	fermer	tancat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
moore	moore	moore	moore	PROPN	PROPN
reconnue	reconeguts	reconnaître	reconegut	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
reconnue	reconegut	reconnaître	reconegut	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
honoré	homenatjats	honorer	homenatjat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
honoré	honorat	honorer	honorar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
honoré	honrat	honorer	honrar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
honoré	honoré	honorer	honorir	V;MASC;SG;PST;V.PTCP	
augmente	increments	augmenter	increment	V;IND;SG;3;PRS;FIN	N;MASC;PL
augmente	augments	augmenter	augment	V;IND;SG;3;PRS;FIN	N;MASC;PL
existait	existit	exister	existir	V;IND;SG;3;IPFV;FIN	ADJ;MASC;SG;V.PTCP
existait	existien	exister	existir	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
esclaves	esclau	esclave	esclau	N;MASC;PL	N;MASC;SG
esclaves	esclava	esclave	esclau	N;MASC;PL	N;FEM;SG
nathalie	natalie	nathalie	natalie	PROPN	ADJ;SG
nathalie	nathalie	nathalie	nathalie	PROPN	
quentin	quentin	quentin	quentar	PROPN	
grégoire	gregori	grégoire	gregori	N;MASC;SG	
grégoire	gregory	grégoire	gregory	N;MASC;SG	
grégoire	grégoire	grégoire	grégoire	N;MASC;SG	
physiques	físic	physique	físic	ADJ;MASC;PL	ADJ;MASC;SG
culturels	cultural	culturel	cultural	ADJ;MASC;PL	ADJ;SG
sec	secà	sec	secà	ADJ;MASC;SG	N;MASC;SG
sec	sec	sec	sec	ADJ;MASC;SG	
divisé	dividits	diviser	dividit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
divisé	dividit	diviser	dividit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
indice	index	indice	index	N;MASC;SG	
parisienne	parisienne	parisien	parisienne	ADJ;FEM;SG	
parisienne	parisenc	parisien	parisenc	ADJ;FEM;SG	
complexes	complex	complexe	complex	ADJ;MASC;PL	ADJ;MASC;SG
noyau	core	noyau	core	N;MASC;SG	
santiago	santiago	santiago	santiago	PROPN	
flux	fluxos	flux	flux	N;MASC;SG	N;MASC;PL
flux	cabals	flux	cabal	N;MASC;SG	N;MASC;PL
sportifs	esportistes	sportif	esportista	ADJ;MASC;PL	N;PL
sportifs	atletes	sportif	atleta	ADJ;MASC;PL	N;MASC;PL
forts	forta	fort	fort	ADJ;MASC;PL	ADJ;FEM;SG
forts	fort	fort	fort	ADJ;MASC;PL	ADJ;MASC;SG
ohio	ohio	ohio	ohio	PROPN	N;MASC;SG
familiale	família	familial	família	ADJ;FEM;SG	N;FEM;SG
familiale	familia	familial	familia	ADJ;FEM;SG	
lisbonne	lisboa	lisbonne	lisboar	N;MASC;SG	
évidence	obvi	évidence	obvi	N;FEM;SG	ADJ;MASC;SG
évidence	evident	évidence	evident	N;FEM;SG	ADJ;SG
fleur	blossom	fleur	blossom	N;FEM;SG	
fleur	flor	fleur	flor	N;FEM;SG	
dizaines	dotzenes	dizaine	dotzena	N;FEM;PL	ADJ;FEM;PL
séance	session	séance	session	N;FEM;SG	
charentes	charentes	charent	charenta	N;FEM;PL	
tirer	rodatge	tirer	rodatge	V;NFIN	N;MASC;SG
tirer	tiroteig	tirer	tiroteig	V;NFIN	N;MASC;SG
navarre	navarra	navarre	navarra	PROPN	
hambourg	hamburg	hambourg	hamburg	PROPN	
morgan	morgan	morgan	morgan	PROPN	
définir	conjunt	définir	conjunt	V;NFIN	N;MASC;SG
définir	definint	définir	definir	V;NFIN	V;V.MSDR
micro	micro	micro	micro	N;MASC;SG	
micro	mic	micro	mic	N;MASC;SG	
maría	maría	maría	maría	PROPN	
maría	maria	maría	maria	PROPN	
géant	gegant	géant	gegant	N;MASC;SG	ADJ;SG
lourdes	lourdes	lourd	lourda	ADJ;FEM;PL	
logiciels	programari	logiciel	programari	N;MASC;PL	N;MASC;SG
paradis	cel	paradis	cel	N;MASC;SG	
paradis	heaven	paradis	heavar	N;MASC;SG	PROPN
paradis	paradís	paradis	paradís	N;MASC;SG	ADJ;MASC;SG
paradis	paradise	paradis	paradise	N;MASC;SG	
ian	ian	ian	ian	PROPN	PROPN
marqués	marcat	marquer	marcat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
tempête	tempête	tempête	tempête	N;FEM;SG	PROPN
constantin	constantin	constantin	constantar	PROPN	
constantin	constantí	constantin	constantí	PROPN	ADJ;MASC;SG
constantin	konstantín	constantin	konstantín	PROPN	ADJ;MASC;SG
embouchure	boca	embouchure	boca	N;FEM;SG	
embouchure	embocadura	embouchure	embocadura	N;FEM;SG	V;IND;SG;3;PRS;FIN
bonheur	bonheur	bonheur	bonheur	N;MASC;SG	
moine	moine	moine	moine	N;MASC;SG	
arm	braç	arm	braç	N;MASC;SG	
négociations	negociació	négociation	negociació	N;FEM;PL	N;FEM;SG
négociations	negociant	négociation	negociar	N;FEM;PL	V;V.MSDR
oliver	oliver	oliver	oliver	N;MASC;SG	
bâle	basilea	bâle	basilea	N;MASC;SG	
nîmes	nimes	nîme	nime	PROPN	
franck	frank	franck	frank	PROPN	
franck	franck	franck	franck	PROPN	PROPN
stockholm	estocolm	stockholm	estocolm	PROPN	
stockholm	stockholm	stockholm	stockholm	PROPN	
cuivre	coure	cuivre	coure	N;MASC;SG	
cuivre	brass	cuivre	bras	N;MASC;SG	
cuivre	llautó	cuivre	llautó	N;MASC;SG	
cents	cèntims	cents	cèntim	NUM	N;MASC;PL
ferrari	ferrari	ferrari	ferrari	PROPN	N;MASC;SG
considérés	considerades	considérer	considerat	V;MASC;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
considérés	considerat	considérer	considerat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
grosse	grosse	gros	grosse	ADJ;FEM;SG	PROPN
indiqué	indicat	indiquer	indicar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ken	ken	ken	ken	PROPN	PROPN
escalier	stair	escalier	stair	N;MASC;SG	
escalier	escales	escalier	escala	N;MASC;SG	N;FEM;PL
diable	dimoni	diable	dimoni	N;MASC;SG	ADJ;MASC;SG
diable	devil	diable	devil	N;MASC;SG	PROPN
diable	diable	diable	diable	N;MASC;SG	
herbert	herbert	herbert	herbert	N;MASC;SG	PROPN
berne	berna	berne	bern	N;MASC;SG	
roberto	roberto	roberto	robert	N;MASC;SG	
chante	sing	chanter	sing	V;IND;SG;3;PRS;FIN	
jerry	jerry	jerry	jerry	PROPN	PROPN
invités	convidats	inviter	convidat	V;MASC;PL;PST;V.PTCP	N;MASC;PL
invités	convidat	inviter	convidat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
invités	convidada	inviter	convidat	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
natation	nedar	natation	nedar	N;FEM;SG	V;NFIN
apprendre	aprenentatge	apprendre	aprenentatge	V;NFIN	N;MASC;SG
apprendre	apreneu	apprendre	aprendre	V;NFIN	
sols	sòl	sol	sòl	N;MASC;PL	N;MASC;SG
sols	tarima	sol	tarima	N;MASC;PL	
détruire	destruint	détruire	destruir	V;NFIN	V;V.MSDR
castille	castilla	castille	castilla	N;FEM;SG	
syndrome	síndrome	syndrome	síndrome	N;MASC;SG	
elena	elena	elena	elè	PROPN	
elena	ielena	elena	ielè	PROPN	ADJ;FEM;SG
centaine	centenars	centaine	centenar	N;FEM;SG	
centaine	moltíssims	centaine	moltíssim	N;FEM;SG	ADJ;MASC;PL
retiré	retirats	retirer	retirat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
retiré	eliminat	retirer	eliminat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
retiré	retirin	retirer	retirar	V;MASC;SG;PST;V.PTCP	V;SBJV;PL;3;PRS;FIN
lourds	heavy	lourd	heavy	ADJ;MASC;PL	N;MASC;SG
lourds	pesada	lourd	pesada	ADJ;MASC;PL	ADJ;FEM;SG;V.PTCP
lourds	pesant	lourd	pesar	ADJ;MASC;PL	ADJ;SG
vainqueurs	premiats	vainqueur	premiat	N;MASC;PL	ADJ;MASC;PL;V.PTCP
vainqueurs	guanyadores	vainqueur	guanyadora	N;MASC;PL	ADJ;FEM;PL
vainqueurs	vencedor	vainqueur	vencedor	N;MASC;PL	N;MASC;SG
nécessite	exigeixen	nécessiter	exigir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
nécessite	requereixen	nécessiter	requerir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
coordonnées	coordenades	coordonner	coordenat	V;FEM;PL;PST;V.PTCP	N;FEM;PL
dead	morts	dead	mort	N;MASC;SG	N;MASC;PL
dead	dead	dead	dead	N;MASC;SG	PROPN
racine	arrel	racine	arrel	N;FEM;SG	
racine	arrels	racine	arrel	N;FEM;SG	N;FEM;PL
racine	racine	racine	racine	N;FEM;SG	PROPN
fidèle	fidels	fidèle	fidel	ADJ;MASC;SG	ADJ;PL
fidèle	lleials	fidèle	lleial	ADJ;MASC;SG	ADJ;PL
fidèle	fidèle	fidèle	fidèle	ADJ;MASC;SG	
roux	roux	roux	roux	ADJ;MASC;SG	
roux	red	roux	red	ADJ;MASC;SG	
roux	gingebre	roux	gingebre	ADJ;MASC;SG	N;MASC;SG
roux	ginger	roux	ginger	ADJ;MASC;SG	N;FEM;SG
intégrer	integrant	intégrer	integrar	V;NFIN	V;V.MSDR
ajouté	afegits	ajouter	afegit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ajouté	afegit	ajouter	afegit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
pseudo	pseudo	pseudo	pseudo	N;MASC;SG	
variations	variació	variation	variació	N;FEM;PL	N;FEM;SG
remplacée	substituït	remplacer	substituir	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
landes	landes	lande	landa	N;FEM;PL	
neuve	martes	neuf	marta	ADJ;FEM;SG	
sucre	sucre	sucre	sucre	N;MASC;SG	
gold	or	gold	or		N;MASC;SG
gold	gold	gold	gold		
vêtements	indumentària	vêtement	indumentària	N;MASC;PL	ADJ;FEM;SG
vêtements	confecció	vêtement	confecció	N;MASC;PL	N;FEM;SG
vêtements	roba	vêtement	roba	N;MASC;PL	N;FEM;SG
adulte	adults	adulte	adult	ADJ;MASC;SG	N;MASC;PL
biographique	biographique	biographique	biographique	ADJ;MASC;SG	
vendus	venut	vendre	vendre	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
vendus	venuda	vendre	vendda	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
trad	trad	trad	trad		
redirection	reorientar	redirection	reorientar	N;FEM;SG	V;NFIN
tomber	falling	tomber	falling	V;NFIN	PROPN
tomber	caient	tomber	caure	V;NFIN	
tomber	caiguda	tomber	caiguda	V;NFIN	N;FEM;SG
stone	pedra	stone	pedra	PROPN	N;FEM;SG
aérien	aeris	aérien	aeri	ADJ;MASC;SG	ADJ;MASC;PL
aérien	aire	aérien	aire	ADJ;MASC;SG	N;MASC;SG
aérien	air	aérien	air	ADJ;MASC;SG	PROPN
abraham	abraham	abraham	abraham	PROPN	
couvert	cobert	couvert	cobert	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
couvert	cobertes	couvert	cobert	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
couvert	ennuvolat	couvert	ennuvolat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
délégué	delegades	déléguer	delegada	V;MASC;SG;PST;V.PTCP	N;FEM;PL
délégué	delegat	déléguer	delegat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
cahiers	cahiers	cahier	cahier	N;MASC;PL	
vraie	true	vrai	true	ADJ;FEM;SG	
contemporains	contemporani	contemporain	contemporani	ADJ;MASC;PL	ADJ;MASC;SG
contemporains	contemporània	contemporain	contemporani	ADJ;MASC;PL	ADJ;FEM;SG
régionaux	regional	régional	regional	ADJ;MASC;PL	ADJ;SG
wikimedia	wikimedia	wikimedia	wikimedia	PROPN	
battant	volant	battre	volant	V;PRS;V.PTCP	
battant	batecs	battre	batec	V;PRS;V.PTCP	N;MASC;PL
carter	carter	carter	carter	N;MASC;SG	
francfort	frankfurt	francfort	frankfurt	PROPN	
flèche	arrow	flèche	arrow	N;FEM;SG	PROPN
flèche	fletxa	flèche	fletxa	N;FEM;SG	V;IND;SG;3;PRS;FIN
arles	arle	arle	arle	PROPN	
feuille	fitxa	feuille	fitxar	N;FEM;SG	V;IND;SG;3;PRS;FIN
difficiles	hard	difficile	hard	ADJ;MASC;PL	N;SG
difficiles	dura	difficile	dur	ADJ;MASC;PL	ADJ;FEM;SG
difficiles	dur	difficile	dur	ADJ;MASC;PL	
difficiles	difícil	difficile	difícil	ADJ;MASC;PL	ADJ;SG
coupes	cups	coupe	cup	N;FEM;PL	
douce	dolços	doux	dolç	ADJ;FEM;SG	N;MASC;PL
douce	freshwater	doux	freshwater	ADJ;FEM;SG	N;SG
douce	suaus	doux	suau	ADJ;FEM;SG	ADJ;MASC;PL
douce	soft	doux	soft	ADJ;FEM;SG	N;MASC;SG
remarquables	notable	remarquable	notable	ADJ;MASC;PL	ADJ;SG
remarquables	destacable	remarquable	destacable	ADJ;MASC;PL	ADJ;SG
remarquables	remarcable	remarquable	remarcable	ADJ;MASC;PL	ADJ;SG
contraint	forçada	contraindre	forçat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
contraint	forçat	contraindre	forçat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dep	dep	dep	dep	N;MASC;SG	
michigan	michigan	michigan	michigan	PROPN	PROPN
khan	khan	khan	khan	PROPN	N;MASC;SG
indre	indre	indre	indre	PROPN	ADJ;MASC;SG
finlandais	finlandesos	finlandais	finlandès	ADJ;MASC;SG	ADJ;MASC;PL
enfer	hell	enfer	hell	N;MASC;SG	PROPN
inutile	innecessàries	inutile	innecessari	ADJ;MASC;SG	ADJ;FEM;PL
comique	comique	comique	comique	N;MASC;SG	PROPN
comique	comic	comique	comic	N;MASC;SG	PROPN
comique	comèdia	comique	comèdia	N;MASC;SG	V;IND;SG;3;PRS;FIN
bell	bell	bell	bell	PROPN	
bell	timbre	bell	timbre	PROPN	
bell	campana	bell	campana	PROPN	N;FEM;SG
doté	dotat	doter	dotat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
manuscrits	pergamins	manuscrit	pergamí	V;MASC;PL;PST;V.PTCP	N;MASC;PL
manuscrits	manuscrit	manuscrit	manuscrit	V;MASC;PL;PST;V.PTCP	N;MASC;SG
manuscrits	manuscrits	manuscrit	manuscrit	V;MASC;PL;PST;V.PTCP	N;MASC;PL
atlanta	atlanta	atlanta	atlanta	PROPN	N;FEM;SG
essence	benzina	essence	benzina	N;FEM;SG	
essence	benzina	essence	benzina	N;FEM;SG	
administratives	administratiu	administratif	administratiu	ADJ;FEM;PL	ADJ;MASC;SG
vancouver	vancouver	vancouver	vancouver	PROPN	
lucas	lucas	lucas	lucas	PROPN	
fou	boig	fou	boig	ADJ;MASC;SG	
fou	mad	fou	mad	ADJ;MASC;SG	PROPN
heinrich	heinrich	heinrich	heinrich	PROPN	PROPN
coréen	coreà	coréen	córer	N;MASC;SG	ADJ;MASC;SG
moulins	mills	moulin	mill	N;MASC;PL	PROPN
banques	banks	banque	banks	N;FEM;PL	PROPN
banques	bank	banque	bank	N;FEM;PL	ADJ;MASC;SG
banques	banc	banque	banc	N;FEM;PL	N;MASC;SG
nommés	anomenat	nommer	anomenat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
nommés	nomenats	nommer	nomenar	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
battre	beat	battre	beat	V;NFIN	
battre	batecs	battre	batec	V;NFIN	N;MASC;PL
cologne	colònia	cologne	colònia	PROPN	N;FEM;SG
positif	positius	positif	positiu	ADJ;MASC;SG	ADJ;MASC;PL
minnesota	minnesota	minnesota	minnesota	PROPN	ADJ;SG
plume	ploma	plume	ploma	N;FEM;SG	
plume	plomall	plume	plomall	N;FEM;SG	ADJ;MASC;SG
plume	ploma	plume	ploma	N;FEM;SG	
plume	pen	plume	pen	N;FEM;SG	
plume	llapis	plume	llapi	N;FEM;SG	
alimentaire	menjar	alimentaire	menjar	ADJ;MASC;SG	V;NFIN
alimentaire	alimentació	alimentaire	alimentació	ADJ;MASC;SG	N;FEM;SG
paysages	paysages	paysage	paysaja	N;MASC;PL	
paysages	paisatge	paysage	paisatge	N;MASC;PL	N;MASC;SG
barry	barry	barry	barry	PROPN	
kansas	kansas	kansas	kansas	PROPN	N;SG
marchandises	mercaderia	marchandise	mercaderia	N;FEM;PL	N;FEM;SG
patrice	patrice	patrice	patrice	N;MASC;SG	
visibles	visible	visible	visible	ADJ;MASC;PL	ADJ;SG
arménie	armènia	arménie	armènia	PROPN	ADJ;FEM;SG
norman	norman	norman	normar	PROPN	
tirant	traient	tirer	treure	V;PRS;V.PTCP	V;V.MSDR
allier	alier	allier	alier	V;NFIN	ADJ;MASC;SG
allier	allier	allier	allier	V;NFIN	
xviie	xviie	xviie	xviie	N;MASC;SG	
xviie	dissetena	xviie	dissetè	N;MASC;SG	ADJ;FEM;SG
leipzig	leipzig	leipzig	leipzig	PROPN	
dites	say	dire	say	V;FEM;PL;PST;V.PTCP	PROPN
bonaparte	bonaparte	bonaparte	bonaparte	N;MASC;SG	
rural	rurals	rural	rural	ADJ;MASC;SG	ADJ;PL
warner	warner	warner	warner	PROPN	N;SG
récente	recents	récent	recent	ADJ;FEM;SG	ADJ;PL
malade	mentals	malade	mental	ADJ;MASC;SG	ADJ;PL
malade	malalts	malade	malalt	ADJ;MASC;SG	N;MASC;PL
arena	arena	arena	arena	PROPN	
évaluer	avaluadora	évaluer	avaluador	V;NFIN	ADJ;FEM;SG
voulu	volia	vouloir	voler	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
voulu	volien	vouloir	voler	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;IPFV;FIN
réduite	reduït	réduire	reduït	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
réduite	reduïda	réduire	reduït	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
edgar	edgar	edgar	edgar	PROPN	
walt	walt	walt	walt	PROPN	
tourner	torn	tourner	torn	V;NFIN	
tourner	girar	tourner	girar	V;NFIN	
tourner	espín	tourner	espín	V;NFIN	N;MASC;SG
tourner	spin	tourner	spin	V;NFIN	
impérial	imperial	impérial	imperial	ADJ;MASC;SG	
sultan	sultan	sultan	sultar	N;MASC;SG	
liban	liban	liban	liban	N;MASC;SG	
liban	líban	liban	líban	N;MASC;SG	ADJ;MASC;SG
calédonie	caledònia	calédonie	caledònia	N;FEM;SG	ADJ;FEM;SG
routier	road	routier	road	N;MASC;SG	
hermann	hermann	hermann	hermann	PROPN	
hermann	herman	hermann	herman	PROPN	
accusé	imputats	accuser	imputat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
accusé	demandat	accuser	demandat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ernst	ernst	ernst	ernst	PROPN	PROPN
affecté	assignat	affecter	assignar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
affecté	afectats	affecter	afectat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
stuart	stuart	stuart	stuar	PROPN	
