par	glede	par	glede		ADV
ieročus	roke	ierocis	roka	N;ACC;MASC;PL	N;NOM;FEM;PL
ieročus	orožje	ierocis	orožje	N;ACC;MASC;PL	N;NOM;NEUT;SG
ieročus	roki	ierocis	roka	N;ACC;MASC;PL	N;NOM;FEM;DU
ieskauj	obkrožen	ieskaut	obkrožen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
ieskauj	obkrožena	ieskaut	obkrožen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
ieskauj	obkoljena	ieskaut	obkoljen	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
procesus	procesi	process	proces	N;ACC;MASC;PL	N;NOM;MASC;PL
procesus	postopki	process	postopek	N;ACC;MASC;PL	N;NOM;MASC;PL
procesus	procesov	process	proces	N;ACC;MASC;PL	N;GEN;MASC;PL
reljefa	teren	reljefa	teren	N;GEN;MASC;SG	N;NOM;MASC;SG
jaunākās	najnovejši	jauna	nov	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;DEF;RL;MASC;SG
jaunākās	najnovejše	jauna	nov	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;RL;FEM;SG
jaunākās	najnovejša	jauna	nov	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;RL;FEM;SG
rev	rev	revis	rev		
priede	bor	priede	bor	PROPN;NOM;FEM;SG	
priede	pine	priede	pine	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
make	naredi	make	narediti		V;PFV;IND;SG;3;PRS;FIN
niks	nick	niks	nick	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
wta	wta	wta	Wta	N	PROPN;NOM;FEM;SG
astra	astra	astra	astra		N;NOM;MASC;SG
ūdeņi	vode	ūdens	voda	N;NOM;MASC;PL	N;GEN;FEM;SG
ūdeņi	waters	ūdens	waters	N;NOM;MASC;PL	
pensiju	pokojnina	pensija	pokojnina	N;ACC;FEM;SG	N;NOM;FEM;SG
pensiju	pokojnine	pensija	pokojnina	N;ACC;FEM;SG	N;NOM;FEM;PL
tallina	talinu	tallināt	talin	N;NOM;FEM;SG	N;DAT;MASC;SG
tilpuma	prostorninskega	tilpums	prostorninski	N;GEN;MASC;SG	ADJ;GEN;NEUT;SG
pelēks	gray	pelēks	gray	ADJ;NOM;MASC;SG	
pelēks	sive	pelēks	siv	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
pelēks	grey	pelēks	grey	ADJ;NOM;MASC;SG	
dalīta	skupna	dalīt	skupen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
dalīta	deljeno	dalīt	deljen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
dalīta	deljena	dalīt	deljen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
noliktavas	skladišča	noliktava	skladišče	N;NOM;FEM;SG	N;NOM;NEUT;PL
noliktavas	trgovine	noliktava	trgovina	N;NOM;FEM;SG	N;NOM;FEM;PL
noliktavas	prodajalne	noliktava	prodajalna	N;NOM;FEM;SG	ADJ;NOM;FEM;PL
veselību	zdravje	veselība	zdravje	N;ACC;FEM;SG	N;NOM;NEUT;SG
veselību	zdravja	veselība	zdravje	N;ACC;FEM;SG	N;GEN;NEUT;SG
sudrabs	srebrn	sudrabs	srebrn	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
sudrabs	srebro	sudrabs	srebro	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
sudrabs	srebrno	sudrabs	srebrno	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
sudrabs	srebrna	sudrabs	srebrn	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
uzmanība	pozor	uzmanība	pozor	N;NOM;FEM;SG	
uzmanība	osredotočiti	uzmanība	osredotočiti	N;NOM;FEM;SG	V;PFV;NFIN
palmu	dlan	palma	dlan	N;NOM;MASC;SG	N;ACC;FEM;SG
koncertā	koncert	koncerts	koncert	N;ESS;MASC;SG	N;NOM;MASC;SG
zems	nizko	zems	nizko	ADJ;NOM;MASC;SG	ADV
zems	nizke	zems	nizek	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
posmiem	faze	posms	faza	N;DAT;MASC;PL	N;NOM;FEM;PL
posmiem	stopnje	posms	stopnja	N;DAT;MASC;PL	N;NOM;FEM;PL
posmiem	fazah	posms	faza	N;DAT;MASC;PL	N;ESS;FEM;PL
mala	robu	mala	rob	N;NOM;FEM;SG	N;DAT;MASC;SG
mala	ostrino	mala	ostrina	N;NOM;FEM;SG	N;ACC;FEM;SG
žurkas	rat	žurka	rat	N;NOM;FEM;PL	N;NOM;MASC;SG
žurkas	podgana	žurka	podgan	N;NOM;FEM;PL	ADJ;NOM;FEM;SG;V.PTCP
žurkas	podgane	žurka	podgan	N;NOM;FEM;PL	ADJ;NOM;FEM;PL;V.PTCP
mazuļu	mladoletni	mazulis	mladoleten	N;ACC;MASC;PL	ADJ;NOM;MASC;PL
plus	plus	plus	plus		N;NOM;MASC;SG
sastāvdaļu	sestavina	sastāvdaļa	sestavina	N;ACC;FEM;SG	N;NOM;FEM;SG
cctld	cctld	cctld	cctld	N;NOM;MASC;SG	
ohaio	ohio	ohais	ohio	PROPN	PROPN;NOM;MASC;SG
spārna	wing	spārns	wing	N;NOM;MASC;SG	
sociāli	socialno	sociāli	socialen	ADV	ADJ;NOM;NEUT;SG
sociāli	družbeno	sociāli	družbeno	ADV	ADJ;NOM;NEUT;SG
sociāli	družabno	sociāli	družabno	ADV	ADJ;NOM;NEUT;SG
piemēroti	ustrezno	piemērot	ustrezno	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADV
piemēroti	primerno	piemērot	primeren	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
piemēroti	ustrezna	piemērot	ustrezen	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
piemēroti	primerna	piemērot	primeren	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
piemēroti	ustrezen	piemērot	ustrezen	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
piemēroti	primerna	piemērot	primeren	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
piemēroti	primerno	piemērot	primeren	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
piemēroti	primerni	piemērot	primeren	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL
piemēroti	ustrezna	piemērot	ustrezen	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
piemēroti	primeren	piemērot	primeren	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
sahāras	sahari	sahārties	sahara	N;NOM;FEM;PL	N;NOM;FEM;SG
tonnu	tona	tonna	tona	N;ACC;FEM;SG	N;NOM;MASC;DU
havaju	havaji	hava	havaja	ADJ;ACC;MASC;SG	N;NOM;MASC;PL
dvēseles	duš	dvēsele	duš	N;NOM;FEM;PL	N;GEN;FEM;PL
zemūdens	podvodno	zemūdens	podvodno	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
zemūdens	podvodni	zemūdens	podvoden	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
zemūdens	podmornico	zemūdens	podmornica	N;NOM;MASC;SG	N;ACC;FEM;SG
lodzas	lodž	lodza	lodža	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
vadītājiem	vozniki	vadītājs	voznik	N;DAT;MASC;PL	N;NOM;MASC;PL
vadītājiem	strojevodje	vadītājs	strojevod	N;DAT;MASC;PL	N;NOM;NEUT;SG
vadītājiem	voznikov	vadītājs	voznik	N;DAT;MASC;PL	N;GEN;MASC;PL
debesu	nebeško	debess	nebeški	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG
debesu	nebeški	debess	nebeški	N;ACC;FEM;SG	ADJ;NOM;MASC;PL
stāvs	tla	stāvs	tla	N;NOM;MASC;SG	N;NOM;NEUT;PL
komponista	skladatelj	komponists	skladatelj	N;GEN;MASC;SG	N;NOM;MASC;SG
neatkarīgas	neodvisen	neatkarīga	neodvisen	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
neatkarīgas	samostojna	neatkarīga	samostojen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
neatkarīgas	samostojno	neatkarīga	samostojen	ADJ;NOM;FEM;PL	ADV
neatkarīgas	neodvisno	neatkarīga	neodvisen	ADJ;NOM;FEM;PL	ADV
neatkarīgas	neodvisna	neatkarīga	neodvisen	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
šarlote	charlotte	šarlote	charlott	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
maršruti	poti	maršruti	pot	N;NOM;MASC;PL	N;NOM;FEM;SG
maršruti	poteh	maršruti	pot	N;NOM;MASC;PL	N;ESS;FEM;PL
sestdienā	sobote	sestdiena	sobota	N;ESS;FEM;SG	N;NOM;FEM;PL
sestdienā	soboto	sestdiena	sobota	N;ESS;FEM;SG	N;ACC;FEM;SG
sestdienā	sobota	sestdiena	sobota	N;ESS;FEM;SG	N;NOM;FEM;SG
pabeigt	popolna	pabeigt	popoln	V;POS;NFIN	ADJ;NOM;FEM;SG
pabeigt	popolno	pabeigt	popoln	V;POS;NFIN	ADJ;NOM;NEUT;SG
peld	leteči	peldēt	leteč	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP
peld	letenje	peldēt	letenje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
vīrietis	samci	vīrietis	samec	N;NOM;MASC;SG	N;NOM;MASC;PL
vīrietis	moško	vīrietis	moški	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
vīrietis	moški	vīrietis	moški	N;NOM;MASC;SG	N;NOM;MASC;PL
vīrietis	moška	vīrietis	moški	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
vīrietis	moški	vīrietis	moški	N;NOM;MASC;SG	N;NOM;MASC;PL
ikdienā	vsakdanji	ikdiena	vsakdanji	N;ESS;FEM;SG	ADJ;NOM;MASC;SG
ikdienā	vsakdanja	ikdiena	vsakdanji	N;ESS;FEM;SG	ADJ;NOM;FEM;SG
ikdienā	vsakodnevno	ikdiena	vsakodneven	N;ESS;FEM;SG	ADV
personīgi	osebno	personīgi	oseben	ADV	ADJ;NOM;NEUT;SG
kārtās	nabojev	kārta	nabojev	N;ESS;FEM;PL	N;GEN;MASC;PL
heart	srčna	heart	srčen		ADJ;NOM;FEM;SG
heart	srčno	heart	srčno		ADV
heart	srce	heart	srce		N;NOM;NEUT;SG
filipīnu	filipinski	filipīns	filipinski	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
filipīnu	filipinski	filipīns	filipinski	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
samazinātu	zmanjšanje	samazināt	zmanjšanje	V;COND;POS;FIN;ACT	N;NOM;NEUT;SG
komplekti	določa	komplekts	določati	N;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
radīti	ustvarjen	radīt	ustvarjen	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
radīti	ustvarjeno	radīt	ustvarjen	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
radīti	ustvaril	radīt	ustvariti	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
radīti	ustvarjena	radīt	ustvarjen	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
radīti	ustvarjene	radīt	ustvarjen	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
organizēt	organiziranje	organizēt	organiziranje	V;POS;NFIN	N;NOM;NEUT;SG
organizēt	organiziranje	organizēt	organiziranje	V;POS;NFIN	N;NOM;NEUT;SG
būtiska	bistveno	būtiska	bistveno	ADJ;NOM;FEM;SG	ADV
būtiska	bistvene	būtiska	bistven	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
uzvedību	vedenje	uzvedība	vedenje	N;ACC;FEM;SG	N;NOM;NEUT;SG
uzvedību	obnašanje	uzvedība	obnašanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
uzvedību	vedenje	uzvedība	vedenje	N;ACC;FEM;SG	N;NOM;NEUT;SG
uzvedību	obnašanje	uzvedība	obnašanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
novērojumi	opazovanje	novērojums	opazovanje	N;NOM;MASC;PL	N;NOM;NEUT;SG
kaimiņu	sosed	kaimiņš	sosed	N;ACC;MASC;SG	N;NOM;MASC;SG
kaimiņu	soseda	kaimiņš	soseda	N;ACC;MASC;SG	N;NOM;MASC;DU
kaimiņu	sosednja	kaimiņš	sosednji	N;ACC;MASC;SG	ADJ;NOM;FEM;SG
kaimiņu	sosednje	kaimiņš	sosednji	N;ACC;MASC;SG	ADJ;NOM;FEM;PL
kaimiņu	sosednji	kaimiņš	sosednji	N;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
izstādē	razstave	izstāde	razstava	N;ESS;FEM;SG	N;NOM;FEM;PL
izstādē	razstavi	izstāde	razstava	N;ESS;FEM;SG	N;NOM;FEM;SG
izstādē	razstavo	izstāde	razstava	N;ESS;FEM;SG	N;ACC;FEM;SG
izstādē	razstava	izstāde	razstava	N;ESS;FEM;SG	N;NOM;FEM;SG
nepabeigti	nedokončane	nepabeigti	nedokončan	ADV	ADJ;NOM;FEM;PL
nepabeigti	nedokončan	nepabeigti	nedokončan	ADV	ADJ;NOM;INDF;MASC;SG
ross	rossa	ross	rossa		N;NOM;MASC;SG
ross	ross	ross	ross		PROPN;NOM;MASC;SG
rekonstrukcija	prenovo	rekonstrukcija	prenova	N;NOM;FEM;SG	N;ACC;FEM;SG
rekonstrukcija	rekonstrukcijo	rekonstrukcija	rekonstrukcija	N;NOM;FEM;SG	N;ACC;FEM;SG
jumts	strehe	jumts	streha	N;NOM;MASC;SG	N;NOM;FEM;PL
jumts	streho	jumts	streha	N;NOM;MASC;SG	N;ACC;FEM;SG
aknu	jeter	akna	jetra	N;ACC;MASC;SG	N;GEN;NEUT;PL
aknu	jetra	akna	jetra	N;ACC;MASC;SG	N;NOM;NEUT;PL
teorētiski	teoretična	teorētiski	teoretičen	ADV	ADJ;NOM;FEM;SG
teorētiski	teoretični	teorētiski	teoretičen	ADV	ADJ;NOM;MASC;PL
iedarbība	učinki	iedarbība	učinek	N;NOM;FEM;SG	N;NOM;MASC;PL
iedarbība	vplivi	iedarbība	vpliv	N;NOM;FEM;SG	N;NOM;MASC;PL
iedarbība	izpostavljenosti	iedarbība	izpostavljenost	N;NOM;FEM;SG	N;GEN;FEM;SG
viesnīca	hotel	viesnīca	hoteti	N;NOM;FEM;SG	V;IPFV;MASC;SG;V.PTCP
bibliotēkā	knjižnica	bibliotēka	knjižnica	N;ESS;FEM;SG	N;NOM;FEM;SG
bibliotēkā	knjižnici	bibliotēka	knjižnica	N;ESS;FEM;SG	N;DAT;FEM;SG
altāra	oltarju	altārs	oltar	N;NOM;MASC;SG	N;DAT;MASC;SG
aptaujā	kviz	aptauja	kviz	N;ESS;FEM;SG	N;NOM;MASC;SG
komponistu	skladateljev	komponists	skladatelj	N;ACC;MASC;SG	N;GEN;MASC;PL
peles	miši	pele	miša	N;NOM;FEM;PL	N;NOM;FEM;SG
peles	miške	pele	miški	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
peles	miš	pele	miš	N;NOM;FEM;PL	N;NOM;FEM;SG
peles	miška	pele	miški	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
peles	miško	pele	miški	N;NOM;FEM;PL	ADV
peles	mišek	pele	mišek	N;NOM;FEM;PL	N;NOM;MASC;SG
peles	miške	pele	miški	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
eesti	eesti	besti	eesta		
ēģiptiešu	egipčanski	ēģiptietis	egipčanski	N;GEN;MASC;PL	ADJ;NOM;MASC;SG
komerciāli	komercialni	komerciāli	komercialen	ADV	ADJ;NOM;MASC;SG
komerciāli	komercialna	komerciāli	komercialen	ADV	ADJ;NOM;FEM;SG
komerciāli	komercialne	komerciāli	komercialen	ADV	ADJ;NOM;FEM;PL
komerciāli	reklama	komerciāli	reklama	ADV	N;NOM;FEM;SG
opozīcijas	nasprotovanje	opozīcija	nasprotovanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
opozīcijas	nasprotovanja	opozīcija	nasprotovanje	N;NOM;FEM;PL	N;GEN;NEUT;SG
opozīcijas	opozicija	opozīcija	opozicija	N;NOM;FEM;PL	N;NOM;FEM;SG
iegūto	pridobljena	iegūt	pridobljen	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
iegūto	pridobljen	iegūt	pridobljen	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
iegūto	pridobljene	iegūt	pridobljen	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
iegūto	pridobljeno	iegūt	pridobljen	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
portugālē	portugalska	portugāle	portugalski	N;ESS;MASC;SG	ADJ;NOM;FEM;SG
portugālē	portugalsko	portugāle	portugalski	N;ESS;MASC;SG	ADJ;NOM;NEUT;SG
portugālē	portugalski	portugāle	portugalski	N;ESS;MASC;SG	ADJ;NOM;DEF;MASC;SG
portugālē	portugalske	portugāle	portugalski	N;ESS;MASC;SG	ADJ;NOM;FEM;PL
atjaunošana	obnovo	atjaunošana	obnova	N;NOM;FEM;SG	N;ACC;FEM;SG
atjaunošana	prenovo	atjaunošana	prenova	N;NOM;FEM;SG	N;ACC;FEM;SG
uztver	dojemajo	uztvert	dojemati	V;IMP;SG;2;POS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
sadalīt	narazen	sadalīt	narazen	V;POS;NFIN	ADV
sadalīt	split	sadalīt	split	V;POS;NFIN	N;NOM;MASC;SG
ieročiem	topovi	ierocis	top	N;DAT;MASC;PL	N;NOM;MASC;PL
ieročiem	puške	ierocis	puška	N;DAT;MASC;PL	N;NOM;FEM;PL
ieročiem	orožje	ierocis	orožje	N;DAT;MASC;PL	N;NOM;NEUT;SG
ieročiem	pištole	ierocis	pištola	N;DAT;MASC;PL	N;NOM;FEM;PL
pasniedzēju	trenerjev	pasniedzēja	trener	N;ACC;MASC;SG	N;GEN;MASC;PL
komunikācijas	obveščanje	komunikācija	obveščanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
komunikācijas	komunikacija	komunikācija	komunikacija	N;NOM;FEM;PL	N;NOM;FEM;SG
komunikācijas	komuniciranje	komunikācija	komuniciranje	N;NOM;FEM;PL	N;NOM;NEUT;SG
komunikācijas	sporazumevanje	komunikācija	sporazumevanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
komunikācijas	sporočanje	komunikācija	sporočanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
komunikācijas	komuniciranje	komunikācija	komuniciranje	N;NOM;FEM;PL	N;NOM;NEUT;SG
mustafa	mustafa	mustafa	mustaf	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
nometnēs	taborišča	nometne	taborišče	N;ESS;FEM;PL	N;NOM;NEUT;PL
audu	robček	auds	robček	N;ACC;MASC;SG	N;NOM;MASC;SG
audu	tkiva	auds	tkivo	N;ACC;MASC;SG	N;NOM;NEUT;PL
audu	tkivo	auds	tkivo	N;ACC;MASC;SG	N;NOM;NEUT;SG
lejupielāde	naloži	lejupielāde	nalož	N;NOM;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
atp	atp	atp	atp		PROPN;NOM;MASC;SG
target	tarča	target	tarča		N;NOM;FEM;SG
target	ciljna	target	ciljen		ADJ;NOM;FEM;SG
ainas	prizore	aina	prizor	N;NOM;FEM;PL	N;ACC;MASC;PL
sabiedrotie	zaveznika	sabiedrot	zaveznik	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	N;ACC;MASC;SG
sabiedrotie	zavezniki	sabiedrot	zaveznik	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	N;NOM;MASC;PL
austriju	avstrijo	austrija	avstrija	PROPN;ACC;FEM;SG	N;ACC;FEM;SG
austriju	avstrija	austrija	avstrija	PROPN;ACC;FEM;SG	N;NOM;FEM;SG
veidošana	formacijo	veidošana	formacija	N;NOM;FEM;SG	N;ACC;FEM;SG
arhitektu	arhitekti	arhitekts	arhitekt	N;ACC;MASC;SG	N;NOM;MASC;PL
pieaugušie	odrasle	pieaugušais	odrasel	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
pieaugušie	odrasli	pieaugušais	odrasel	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
pieaugušie	odraslih	pieaugušais	odrasel	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
pieaugušie	odrasel	pieaugušais	odrasel	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
pieaugušie	odrasli	pieaugušais	odrasel	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
viesu	gosta	viesis	gost	N;GEN;MASC;PL	N;NOM;MASC;SG
viesu	gostja	viesis	gostja	N;GEN;MASC;PL	N;NOM;FEM;SG
viesu	gost	viesis	gost	N;GEN;MASC;PL	
korpusu	trup	korpuss	trup	N;ACC;FEM;SG	N;NOM;MASC;SG
ozola	oak	ozols	oak	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
next	naslednji	next	naslednji		ADJ;NOM;DEF;MASC;SG
next	naslednja	next	naslednji		ADJ;NOM;FEM;SG
vostok	vostok	vostok	vostok		N;NOM;MASC;SG
meta	meta	mest	met	V;FH;IND;3;POS;PST;FIN;ACT	N;NOM;FEM;SG
pieņemšanas	sprejemanje	pieņemšana	sprejemanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
pieņemšanas	sprejetje	pieņemšana	sprejetje	N;NOM;FEM;PL	N;NOM;NEUT;SG
pieņemšanas	sprejem	pieņemšana	sprejem	N;NOM;FEM;PL	N;NOM;MASC;SG
arhipelāga	otočje	arhipelāga	otočje	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
welcome	vabljeni	welcome	vabljen		ADJ;NOM;MASC;PL;V.PTCP
welcome	dobrodošel	welcome	dobrodošel		ADJ;NOM;INDF;MASC;SG
welcome	dobrodošli	welcome	dobrodošel		ADJ;NOM;MASC;PL
lībijas	libijski	lībija	libijski	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
lībijas	libijo	lībija	libeti	N;NOM;FEM;PL	N;ACC;FEM;SG
lībijas	libija	lībija	libija	N;NOM;FEM;PL	N;NOM;FEM;SG
getargs	getargs	getargs	getargs	N;NOM;MASC;SG	
tramvaji	tramvaje	tramvajs	tramvaj	N;NOM;MASC;PL	N;ACC;MASC;PL
vienkāršs	enostavno	vienkāršs	enostavno	ADJ;NOM;MASC;SG	ADV
vienkāršs	preprosto	vienkāršs	preprosto	ADJ;NOM;MASC;SG	ADV
asfalta	asfalt	asfalts	asfalt	N;GEN;MASC;SG	N;NOM;MASC;SG
pireneju	pirenejih	pireneja	piren	N;ACC;MASC;SG	ADJ;ESS;CMPR;NEUT;PL
ķēdes	verigo	ķēde	veriga	N;NOM;FEM;PL	N;ACC;FEM;SG
ķēdes	veriga	ķēde	veriga	N;NOM;FEM;PL	N;NOM;FEM;SG
teilors	taylorja	teilors	taylor	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
nīls	neil	nīls	neiti	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
nīls	neal	nīls	nealo	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
nīls	neill	nīls	neiti	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
būvēts	zgrajeno	būvēt	zgrajen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
būvēts	zgrajen	būvēt	zgrajen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
būvēts	zgrajeni	būvēt	zgrajen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
būvēts	zgrajena	būvēt	zgrajen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
pilij	palačo	pilija	palača	N;DAT;FEM;SG	N;ACC;FEM;SG
pilij	palača	pilija	palača	N;DAT;FEM;SG	N;NOM;FEM;SG
lok	lok	lok	lok	PROPN	N;NOM;MASC;SG
lok	loka	lok	lok	PROPN	N;NOM;MASC;SG
prakse	vaje	prakse	vaja	N;NOM;FEM;SG	N;NOM;FEM;PL
prakse	prakse	prakse	praksa	N;NOM;FEM;SG	N;NOM;FEM;PL
prakse	prakse	prakse	praksa	N;NOM;FEM;SG	N;NOM;FEM;PL
gribu	želiš	gribēt	želeti	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN
nepieciešamība	potrebo	nepieciešamība	potreba	N;NOM;FEM;SG	N;ACC;FEM;SG
nepieciešamība	nuja	nepieciešamība	nuj	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
konstatēts	odkrite	konstatēt	odkriti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
konstatēts	ugotovljena	konstatēt	ugotovljen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
konstatēts	odkrita	konstatēt	odkriti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
infrastruktūras	infrastruktura	infrastruktūra	infrastruktura	N;NOM;FEM;PL	N;NOM;FEM;SG
infrastruktūras	infrastrukturo	infrastruktūra	infrastruktura	N;NOM;FEM;PL	N;ACC;FEM;SG
infrastruktūras	infrastruktura	infrastruktūra	infrastruktura	N;NOM;FEM;PL	N;NOM;FEM;SG
kaļiņingradas	kaliningrad	kaļiņingrada	kaliningrad	N;NOM;FEM;PL	N;NOM;MASC;SG
aitas	ovca	aita	ovca	N;NOM;FEM;PL	N;NOM;MASC;SG
aitas	ovco	aita	ovca	N;NOM;FEM;PL	N;ACC;FEM;SG
sindroms	sindroma	sindroms	sindrom	N;NOM;MASC;SG	N;GEN;MASC;SG
haiti	haiti	haiti	haiti	PROPN	N;NOM;MASC;SG
haiti	haitiju	haiti	haiti	PROPN	N;DAT;MASC;SG
haiti	haitijski	haiti	haitijski	PROPN	ADJ;NOM;MASC;PL
rozā	rožnata	rozā	rožnat	N	ADJ;NOM;FEM;SG
rozā	rožnate	rozā	rožnat	N	ADJ;NOM;FEM;PL
rozā	rožnati	rozā	rožnat	N	ADJ;NOM;MASC;PL
