から	din	から	din	CONJ	ADP;ACC
ミシェル	michelle	ミシェル	michellă	PROPN	PROPN
ミシェル	michel	ミシェル	michel	PROPN	PROPN
裁判官	judeca	裁判官	judeca	N	V;IND;SG;3;IPFV;FIN
裁判官	judecatoare	裁判官	judecator	N	ADJ;INDF;FEM
藤岡	fujioka	藤岡	fujiokă	PROPN	
アドルフ	adolph	アドルフ	adolph	PROPN	PROPN
アドルフ	adolf	アドルフ	adolf	PROPN	PROPN
磐田	iwata	磐田	iwata	PROPN	
モーツァルト	mozart	モーツァルト	mozart	PROPN	N;INDF;MASC;SG
本堂	hondo	本堂	hondo	N	
円形	circular	円形	circular	N	ADJ;INDF;MASC;SG
ロッキー	rocky	ロッキー	rocky	PROPN	PROPN
ヴィクトリア	victoriei	ヴィクトリア	victorie	PROPN	PROPN;DEF;FEM;SG
ヴィクトリア	victoria	ヴィクトリア	victorie	PROPN	N;DEF;FEM;SG
参考	referinte	参考	referint	N	
参考	referinte	参考	referint	N	
古賀	koga	古賀	koga	PROPN	N;DEF;FEM;SG
忠実	credincios	忠実	credincios	ADJ	N;INDF;MASC;SG
制約	constrangeri	制約	constranger	V	N;INDF;FEM;PL
制約	constrangere	制約	constrangere	V	N;INDF;FEM;SG
公布	promulgat	公布	promulgat	V	ADJ;INDF;MASC;SG
クルーズ	croaziere	クルーズ	croazieră	PROPN	N;INDF;FEM;PL
クルーズ	cruise	クルーズ	crui	PROPN	V;IND;SG;3;PST+PRF;FIN
クルーズ	croaziera	クルーズ	croazieră	PROPN	N;DEF;FEM;SG
クルーズ	croaziera	クルーズ	croazieră	PROPN	N;DEF;FEM;SG
宇治	uji	宇治	ujă	PROPN	
最適	optime	最適	optim	ADJ	N;INDF;FEM;PL
マック	mac	マック	mac	PROPN	
マック	mack	マック	mack	PROPN	PROPN
透明	transparente	透明	transparent		ADJ;INDF;FEM;PL
透明	transparent	透明	transparent		ADJ;INDF;MASC;SG
透明	transparenta	透明	transparent		ADJ;DEF;FEM;SG
透明	transparenta	透明	transparent		ADJ;DEF;FEM;SG
透明	transparenta	透明	transparent		ADJ;DEF;FEM;SG
アンダーソン	anderson	アンダーソン	anderson	PROPN	PROPN
助言	sfatui	助言	sfatui	V	
助言	sfaturi	助言	sfat	V	N;INDF;FEM;PL
助言	sfat	助言	sfat	V	N;INDF;MASC;SG
助言	sfatul	助言	sfat	V	N;DEF;MASC;SG
索引	index	索引	index	N	
索引	indice	索引	indica	N	
アップデート	actualizarea	アップデート	actualizare	PROPN	N;DEF;FEM;SG
アップデート	actualizeaza	アップデート	actualizează	PROPN	V;IND;SG;3;IPFV;FIN
アップデート	actualizare	アップデート	actualizare	PROPN	N;INDF;FEM;SG
アップデート	update	アップデート	upda	PROPN	N;INDF;FEM;PL
アップデート	actualizari	アップデート	actualizare	PROPN	N;INDF;MASC;PL
アップデート	actualizarile	アップデート	actualizare	PROPN	N;DEF;FEM;PL
速報	rupere	速報	rupere	V	N;INDF;FEM;SG
決断	decizia	決断	decizie	V	N;DEF;FEM;SG
決断	decizie	決断	decizie	V	N;INDF;FEM;SG
ヒップ	hip	ヒップ	hip	N	
ホームズ	holmes	ホームズ	holmes	PROPN	PROPN
ローレンス	lawrence	ローレンス	lawrenc	PROPN	PROPN
満足	satisfactie	満足	satisfactie		N;INDF;FEM;SG
満足	satisfacator	満足	satisfacator		ADJ;INDF;MASC;SG
満足	satisfacatoare	満足	satisfacator		ADJ;INDF;FEM
満足	satisfacerea	満足	satisfacere		N;DEF;FEM;SG
満足	multumit	満足	multumi		ADJ;INDF;MASC;SG
満足	satisfacut	満足	satisface		ADJ;INDF;MASC;SG
満足	satisfacuta	満足	satisfacută		N;DEF;FEM;SG
スティーヴン	stephen	スティーヴン	stephen	PROPN	PROPN
スティーヴン	stefan	スティーヴン	stefan	PROPN	PROPN
スティーヴン	stefan	スティーヴン	stefan	PROPN	PROPN
スティーヴン	steven	スティーヴン	steven	PROPN	PROPN
筋肉	musculare	筋肉	muscular	N	ADJ;INDF;FEM;PL
楽園	paradise	楽園	paradis	N	PROPN
支給	furnizarea	支給	furnizare	V	N;DEF;FEM;SG
支給	dispozitie	支給	dispozitie	V	N;INDF;FEM;SG
対称	simetrice	対称	simetric	N	ADJ;INDF;FEM;PL
パイプ	pipe	パイプ	pipă	N	
能登	noto	能登	noto	PROPN	PROPN
クラッシュ	zdrobi	クラッシュ	zdrobi	N	V;IND;SG;3;PST;FIN
クラッシュ	crash	クラッシュ	crash	N	
ルノー	renault	ルノー	renault	PROPN	PROPN
討伐	subjugare	討伐	subjugare	V	N;INDF;FEM;SG
ユリ	lilium	ユリ	lilium	PROPN	N;INDF;MASC;SG
ユリ	crini	ユリ	crine	PROPN	N;INDF;MASC;PL
ユリ	crin	ユリ	crin	PROPN	N;INDF;MASC;SG
ユリ	lily	ユリ	lily	PROPN	PROPN
停車	opreste	停車	opri	N	V;IND;SG;3;PRS;FIN
引き分け	cravata	引き分け	cravat	V	N;DEF;FEM;SG
引き分け	cravata	引き分け	cravat	V	N;DEF;FEM;SG
引き分け	remiza	引き分け	remiza	V	N;DEF;FEM;SG
祈り	rugaciuni	祈り	rugaciune	V	N;INDF;FEM;PL
祈り	rugaciunile	祈り	rugaciune	V	N;DEF;FEM;PL
祈り	rugaciune	祈り	rugaciune	V	N;INDF;FEM;SG
祈り	rugaciunea	祈り	rugaciune	V	N;DEF;FEM;SG
祈り	rugaciunea	祈り	rugaciune	V	N;DEF;FEM;SG
祈り	rugaciune	祈り	rugaciune	V	N;INDF;FEM;SG
直人	naoto	直人	naoto	PROPN	
好み	preferinte	好む	preferinte	V	
好み	preferinta	好む	preferintă	V	N;DEF;FEM;SG
好み	favorite	好む	favori	V	ADJ;INDF;FEM;PL
好み	favoritele	好む	favorit	V	N;DEF;FEM;PL
マルコ	marko	マルコ	marko	PROPN	PROPN
マルコ	marco	マルコ	marco	PROPN	PROPN
ジーン	jean	ジーン	jean	PROPN	PROPN
ジーン	gene	ジーン	geană	PROPN	N;INDF;FEM;PL
ジーン	gena	ジーン	genă	PROPN	N;DEF;FEM;SG
ジーン	gena	ジーン	genă	PROPN	N;DEF;FEM;SG
アコースティック	acustice	アコースティック	acustic	N	ADJ;INDF;FEM;PL
アコースティック	acustic	アコースティック	acustic	N	ADJ;INDF;MASC;SG
アンドリュー	andrew	アンドリュー	andrew	PROPN	PROPN
潜入	infiltrare	潜入	infiltrare	V	N;INDF;FEM;SG
十五	fifteen	十五	fifteen	NUM	
和子	kazuko	和子	kazuko	PROPN	N;INDF;MASC;SG
みき	miki	みく	miki	N	PROPN
マスターズ	stapani	マスターズ	stapan	N	
勧告	consultativ	勧告	consultativ	V	ADJ;INDF;MASC;SG
アルメニア	armean	アルメニア	armean	PROPN	N;INDF;MASC;SG
アルメニア	armeni	アルメニア	armen	PROPN	N;INDF;MASC;PL
アルメニア	armenia	アルメニア	armenia	PROPN	PROPN
読書	citirea	読書	citire	V	N;DEF;FEM;SG
読書	citire	読書	citire	V	N;INDF;FEM;SG
読書	lectura	読書	lectură	V	N;DEF;FEM;SG
クリスト	cristofor	クリスト	cristofor	PROPN	PROPN
クリスト	christopher	クリスト	christopher	PROPN	PROPN
いじめ	intimidarea	いじめ	intimidare	V	N;DEF;FEM;SG
いじめ	intimidare	いじめ	intimidare	V	N;INDF;FEM;SG
いじめ	agresori	いじめ	agreso	V	ADJ;INDF;MASC;PL
いじめ	agresat	いじめ	agresa	V	ADJ;INDF;MASC;SG
いじめ	bruscat	いじめ	brusca	V	ADJ;INDF;MASC;SG
延期	amanata	延期	amanat	V	N;DEF;FEM;SG
延期	amanat	延期	amana	V	ADJ;INDF;MASC;SG
延期	amanate	延期	amana	V	ADJ;INDF;FEM;PL
延期	amanarea	延期	amanare	V	N;DEF;FEM;SG
金剛	kongō	金剛	kongō	N	
推移	tranzitive	推移	tranzitiv	V	N;INDF;FEM;PL
長門	nagato	長門	nagato	PROPN	N;INDF;MASC;SG
ハドソン	hudson	ハドソン	hudson	PROPN	PROPN
樺太	sahalin	樺太	sahalin	PROPN	
ミシシッピ	mississippi	ミシシッピ	mississipp	PROPN	PROPN
ソフィア	sofia	ソフィア	sofie	PROPN	N;DEF;FEM;SG
ソフィア	sophia	ソフィア	sophie	PROPN	N;DEF;FEM;SG
医者	doctore	医者	doctore	N	
サテライト	satelitul	サテライト	satelit	PROPN	N;DEF;MASC;SG
サテライト	satelit	サテライト	satelit	PROPN	N;INDF;MASC;SG
木材	wood	木材	wood	N	PROPN
ブレイク	blake	ブレイク	blakă	V	PROPN
ガールズ	fetele	ガールズ	fată	PROPN	N;DEF;FEM;PL
ガールズ	fete	ガールズ	fată	PROPN	N;INDF;FEM;PL
ガールズ	girls	ガールズ	girls	PROPN	N;INDF;MASC;SG
ガールズ	fetelor	ガールズ	fată	PROPN	N;DEF;FEM;PL
谷川	tanikawa	谷川	tanikawa	PROPN	PROPN
フォーム	formulare	フォーム	formular		N;INDF;FEM;SG
フォーム	forme	フォーム	formă		N;INDF;FEM;PL
フォーム	formularele	フォーム	formular		N;DEF;FEM;PL
フォーム	formular	フォーム	formular		N;INDF;MASC;SG
フォーム	forma	フォーム	formă		N;DEF;FEM;SG
フォーム	forma	フォーム	formă		N;DEF;FEM;SG
フォーム	formularul	フォーム	formular		N;DEF;MASC;SG
モントリオール	montréal	モントリオール	montréal	PROPN	N;INDF;MASC;SG
モントリオール	montreal	モントリオール	montreal	PROPN	PROPN
アプローチ	abordarile	アプローチ	abordare	V	N;DEF;FEM;PL
アプローチ	abordari	アプローチ	abordar	V	
アプローチ	abordarea	アプローチ	abordare	V	N;DEF;FEM;SG
アプローチ	abordare	アプローチ	abordare	V	N;INDF;FEM;SG
寄与	contributie	寄与	contributie	V	N;INDF;FEM;SG
寄与	contributia	寄与	contributie	V	N;DEF;FEM;SG
寄与	contributie	寄与	contributie	V	N;INDF;FEM;SG
繁栄	prosperitatea	繁栄	prosperitate	V	N;DEF;FEM;SG
繁栄	prosperitate	繁栄	prosperitate	V	N;INDF;FEM;SG
本物	real	本物	real	N	ADJ;INDF;MASC;SG
本物	reale	本物	real	N	ADJ;INDF;FEM;PL
本物	reala	本物	reală	N	ADJ;DEF;FEM;SG
本物	autentic	本物	autentic	N	ADV
本物	veritabil	本物	veritabil	N	ADJ;INDF;MASC;SG
本物	autentica	本物	autentic	N	ADJ;DEF;FEM;SG
加算	adaugarea	加算	adaugare	V	N;DEF;FEM;SG
加算	adaugare	加算	adaugare	V	N;INDF;FEM;SG
加算	add	加算	add	V	
通知	notificare	通知	notificare	V	N;INDF;FEM;SG
通知	notificare	通知	notificare	V	N;INDF;FEM;SG
通知	notificari	通知	notificare	V	N;INDF;FEM;PL
通知	notificarea	通知	notificare	V	N;DEF;FEM;SG
通知	notificarile	通知	notificare	V	N;DEF;FEM;PL
通知	notificari	通知	notificare	V	N;INDF;FEM;PL
ウォーズ	razboaiele	ウォーズ	razboi	PROPN	N;DEF;FEM;PL
ウォーズ	razboaie	ウォーズ	razboi	PROPN	ADJ;INDF;FEM
ウォーズ	razboaie	ウォーズ	razboi	PROPN	ADJ;INDF;FEM
名目	nominal	名目	nominal	N	ADJ;INDF;MASC;SG
ジュン	joon	ジュン	joon	PROPN	PROPN
神道	shinto	神道	shinto	N	
フアン	juan	フアン	juan	PROPN	PROPN
吾妻	azuma	吾妻	azuma	PROPN	
スパルタ	sparta	スパルタ	spart	PROPN	
サムネイル	miniatura	サムネイル	miniatură	PROPN	N;DEF;FEM;SG
サムネイル	miniatura	サムネイル	miniatură	PROPN	N;DEF;FEM;SG
プライベート	privata	プライベート	privat	N	ADJ;DEF;FEM;SG
プライベート	privat	プライベート	privat	N	ADJ;INDF;MASC;SG
プライベート	private	プライベート	privat	N	ADJ;INDF;FEM;PL
マツダ	mazda	マツダ	mazdă	PROPN	N
エニックス	enix	エニックス	enix	PROPN	N;INDF;MASC;SG
収益	profit	収益	profit	V	N;INDF;MASC;SG
収益	profitul	収益	profit	V	N;DEF;MASC;SG
収益	veniturile	収益	venit	V	N;DEF;FEM;PL
収益	venituri	収益	venit	V	N;INDF;FEM;PL
阿蘇	aso	阿蘇	aso	PROPN	
ロッド	rod	ロッド	rod	N	
ロッド	dic	ロッド	dic	N	
白川	shirakawa	白川	shirakadă	PROPN	PROPN
ブラザーズ	frati	ブラザーズ	frate	PROPN	
ブラザーズ	fratii	ブラザーズ	frate	PROPN	N;DEF;MASC;PL
ブラザーズ	fratii	ブラザーズ	frate	PROPN	N;DEF;MASC;PL
ブラザーズ	fratilor	ブラザーズ	frate	PROPN	N;DEF;MASC;PL
水力	hidroelectrice	水力	hidroelectric	N	ADJ;INDF;FEM;PL
富士	fujitsu	富士	fujitsu	PROPN	N;INDF;MASC;SG
歩く	mersul	歩く	mers	V	N;DEF;MASC;SG
歩く	mergand	歩く	mergand	V	
歩く	plimbare	歩く	plimbare	V	N;INDF;FEM;SG
歩く	walk	歩く	walk	V	N;INDF;MASC;SG
由美	yumi	由美	yum	PROPN	N;INDF;MASC;SG
ダッシュ	dash	ダッシュ	dash	N	
最上	mogami	最上	mogam	N	
絶望	disperare	絶望	disperare	V	N;INDF;FEM;SG
絶望	disperarea	絶望	disperare	V	N;DEF;FEM;SG
サミュエル	samuel	サミュエル	samuel	PROPN	PROPN
ひょう	grindina	ひょう	grindină	PROPN	N;DEF;FEM;SG
ヘッセン	hessa	ヘッセン	hessa	PROPN	N;INDF;MASC;SG
ヘッセン	hesse	ヘッセン	hesse	PROPN	N;INDF;MASC;SG
ユニフォーム	uniform	ユニフォーム	uniform	N	ADV
短歌	tanka	短歌	tankă	N	
先住	indigene	先住	indigen	N	ADJ;INDF;FEM;PL
石垣	ishigaki	石垣	ishigaki	PROPN	
沿革	istoric	沿革	istoric	N	ADJ;INDF;MASC;SG
カンボジア	cambodgia	カンボジア	cambodgie	PROPN	PROPN
カンボジア	cambodgian	カンボジア	cambodgian	PROPN	ADJ;INDF;MASC;SG
カンボジア	cambodgia	カンボジア	cambodgie	PROPN	PROPN
呪い	blestem	呪う	blea	V	N;INDF;MASC;SG
呪い	blestemul	呪う	blestem	V	N;DEF;MASC;SG
聖人	sfant	聖人	sfant	N	
ルドルフ	rudolph	ルドルフ	rudolph	PROPN	PROPN
ルドルフ	rudolf	ルドルフ	rudolf	PROPN	PROPN
ルドルフ	rudolf	ルドルフ	rudolf	PROPN	PROPN
モル	mor	モル	muri	PROPN	V;IND;PL;3;PRS;FIN
モル	mol	モル	mol	PROPN	N;INDF;MASC;SG
東海道	tōkaidō	東海道	tōkaidō	PROPN	
美穂	miho	美穂	miho	PROPN	
アンディ	andy	アンディ	andy	PROPN	PROPN
クリーブランド	cleveland	クリーブランド	cleveland	PROPN	PROPN
ブロー	sufla	ブロー	sufla	PROPN	V;IND;SG;3;IPFV;FIN
ブロー	sufla	ブロー	sufla	PROPN	V;IND;SG;3;IPFV;FIN
注文	comanda	注文	comandă	V	N;DEF;FEM;SG
注文	ordinea	注文	ordine	V	N;DEF;FEM;SG
注文	comanda	注文	comandă	V	N;DEF;FEM;SG
注文	ordine	注文	ordine	V	N;INDF;FEM;SG
注文	ordin	注文	ordin	V	N;INDF;MASC;SG
注文	ordine	注文	ordine	V	N;INDF;FEM;SG
注文	ordinele	注文	ordin	V	N;DEF;FEM;PL
注文	comenzi	注文	comandă	V	N;INDF;FEM;PL
デート	data	デート	dată		N;DEF;FEM;SG
デート	data	デート	dată		N;DEF;FEM;SG
デート	dating	デート	datinge		N;INDF;MASC;SG
デート	intalniri	デート	intalnire		N;INDF;FEM;PL
気分	simt	気分	simți	N	V;IND;PL;3;PRS;FIN
オークランド	oakland	オークランド	oakland	PROPN	PROPN
オークランド	auckland	オークランド	auckla	PROPN	PROPN
シンガー	cantareata	シンガー	cantareat	N	ADJ;DEF;FEM;SG
モニター	monitoriza	モニター	monitoriza	N	V;IND;SG;3;IPFV;FIN
モニター	monitorizeaza	モニター	monitorizează	N	V;IND;SG;3;IPFV;FIN
ソロモン	solomon	ソロモン	solomon	PROPN	PROPN
適応	adaptat	適応	adaptat	V	ADJ;INDF;MASC;SG
適応	adaptate	適応	adaptat	V	ADJ;INDF;FEM;PL
適応	adaptata	適応	adaptat	V	ADJ;DEF;FEM;SG
適応	adaptarea	適応	adaptare	V	N;DEF;FEM;SG
適応	adaptare	適応	adaptare	V	N;INDF;FEM;SG
ビクター	victor	ビクター	victor	PROPN	PROPN
長崎市	nagasaki	長崎市	nagasaki	PROPN	PROPN
リッチ	bogata	リッチ	bogat	N	ADJ;DEF;FEM;SG
リッチ	bogata	リッチ	bogat	N	ADJ;DEF;FEM;SG
リッチ	rich	リッチ	rich	N	PROPN
リッチ	bogat	リッチ	bogat	N	ADJ;INDF;MASC;SG
愛する	iubitoare	愛する	iubitor	V	ADJ;INDF;FEM
愛する	iubitor	愛する	iubitor	V	ADJ;INDF;MASC;SG
グルジア	georgia	グルジア	georgie	PROPN	PROPN
難民	refugiat	難民	refugiat	N	ADJ;INDF;MASC;SG
難民	refugiati	難民	refugia	N	ADJ;INDF;MASC;PL
難民	refugiati	難民	refugia	N	ADJ;INDF;MASC;PL
予言	previziuni	予言	previziune	V	N;INDF;FEM;PL
シロ	shiro	シロ	shiro	PROPN	
パッ	puf	パッ	pufe	ADV	N;INDF;MASC;SG
武藤	muto	武藤	muto	PROPN	
ドライ	usca	ドライ	usca	N	V;IND;SG;3;IPFV;FIN
ドライ	uscate	ドライ	uscat	N	ADJ;INDF;FEM;PL
ドライ	uscat	ドライ	uscat	N	ADJ;INDF;MASC;SG
オックス	oxford	オックス	oxford	PROPN	N;INDF;MASC;SG
健太	kenta	健太	kenta	PROPN	
チカ	chica	チカ	chică	PROPN	N;DEF;FEM;SG
桃山	momoyama	桃山	momoyamă	PROPN	
オト	oto	オト	oto	PROPN	
えり	eri	えり	eri	PROPN	
括弧	paranteze	括弧	paranteză	V	N;INDF;FEM;PL
括弧	brat	括弧	brat	V	N;INDF;MASC;SG
括弧	paranteze	括弧	paranteză	V	N;INDF;FEM;PL
歩き	plimbare	歩く	plimbare	V	N;INDF;FEM;SG
歩き	walk	歩く	walk	V	N;INDF;MASC;SG
浪人	ronin	浪人	ronin	N	
メンタル	mentale	メンタル	mental	N	ADJ;INDF;FEM;PL
メンタル	mental	メンタル	mental	N	ADJ;INDF;MASC;SG
メンタル	mentala	メンタル	mentală	N	ADJ;DEF;FEM;SG
花園	hanazono	花園	hanazono	PROPN	
イスラム	musulmani	イスラム	musulman	N	ADJ;INDF;MASC;PL
イスラム	musulmane	イスラム	musulman	N	ADJ;INDF;FEM;PL
イスラム	musulman	イスラム	musulman	N	ADJ;INDF;MASC;SG
イスラム	musulmani	イスラム	musulman	N	ADJ;INDF;MASC;PL
みず	mizuho	みず	mizuho	PROPN	
迷惑	enervant	迷惑	enervant	N	ADV
迷惑	enervante	迷惑	enervant	N	ADJ;INDF;FEM;PL
迷惑	enervanta	迷惑	enervant	N	ADJ;DEF;FEM;SG
迷惑	enervat	迷惑	enervat	N	ADJ;INDF;MASC;SG
リンゴ	mar	リンゴ	mar	N	
リンゴ	mar	リンゴ	mar	N	
計測	masura	計測	masură	V	N;DEF;FEM;SG
計測	masura	計測	masură	V	N;DEF;FEM;SG
計測	masoara	計測	masoară	V	N;DEF;FEM;SG
計測	masura	計測	masură	V	N;DEF;FEM;SG
クレア	claire	クレア	clair	PROPN	PROPN
関節	comune	関節	comun	N	ADJ;INDF;FEM;PL
免疫	imuni	免疫	imun	N	ADJ;INDF;MASC;PL
免疫	imunitar	免疫	imunitar	N	ADJ;INDF;MASC;SG
免疫	imun	免疫	imun	N	ADJ;INDF;MASC;SG
混同	confuzia	混同	confuzie	V	N;DEF;FEM;SG
混同	confuzie	混同	confuzie	V	N;INDF;FEM;SG
混同	confuzii	混同	confuz	V	N;INDF;FEM;PL
桃太郎	momotaro	桃太郎	momotaro	PROPN	N;INDF;MASC;SG
離陸	decolare	離陸	decolare	V	N;INDF;FEM;SG
離陸	decolarea	離陸	decolare	V	N;DEF;FEM;SG
有形	corporale	有形	corporal	N	ADJ;INDF;FEM;PL
有形	tangibile	有形	tangibil	N	ADJ;INDF;FEM;PL
カタルーニャ	catalunya	カタルーニャ	catalunya	PROPN	PROPN
天津	tianjin	天津	tianjin	PROPN	PROPN
ジャングル	jungla	ジャングル	junglă	PROPN	N;DEF;FEM;SG
ジャングル	jungla	ジャングル	junglă	PROPN	N;DEF;FEM;SG
ジャングル	jungle	ジャングル	junglă	PROPN	
堀川	horikawa	堀川	horikadă	PROPN	N;DEF;FEM;SG
ナウ	acum	ナウ	acum	PROPN	ADV
坂口	sakaguchi	坂口	sakaguch	PROPN	
レフ	lev	レフ	lev	PROPN	PROPN
稲荷	inari	稲荷	inari	N	
天狗	tengu	天狗	tengu	N	
ロビン	robin	ロビン	robin	PROPN	PROPN
グラント	subventie	グラント	subventie	PROPN	N;INDF;FEM;SG
グラント	grant	グラント	grant	PROPN	N;INDF;MASC;SG
ブレーブス	braves	ブレーブス	braves	PROPN	
ドナルド	donald	ドナルド	donald	PROPN	PROPN
鉱業	miniere	鉱業	minier	N	ADJ;INDF;FEM;PL
アルベルト	albert	アルベルト	albert	PROPN	PROPN
アルベルト	alberto	アルベルト	alberto	PROPN	PROPN
氏族	clan	氏族	clan		N;INDF;MASC;SG
氏族	clanul	氏族	clan		N;DEF;MASC;SG
氏族	clanurile	氏族	clan		N;DEF;FEM;PL
氏族	clanuri	氏族	clan		N;INDF;FEM;PL
パブリック	publice	パブリック	public	N	ADJ;INDF;FEM;PL
パブリック	public	パブリック	public	N	ADJ;INDF;MASC;SG
パブリック	publica	パブリック	publica	N	V;IND;SG;3;IPFV;FIN
手順	pasi	手順	pas	N	
手順	pasi	手順	pas	N	
ケンブリッジ	cambridge	ケンブリッジ	cambridge	PROPN	N;INDF;MASC;SG
すき	suki	すく	suki	V	N;INDF;MASC;SG
イーグル	eagle	イーグル	eaglă	PROPN	
イーグル	vultur	イーグル	vultur	PROPN	N;INDF;MASC;SG
イーグル	vulturul	イーグル	vultur	PROPN	N;DEF;MASC;SG
キミ	kimi	キミ	kimi	N	
マルク	marc	マルク	marc	PROPN	PROPN
マルク	marcu	マルク	marcu	PROPN	
マルク	marcheaza	マルク	marcheaza	PROPN	V;IND;SG;3;IPFV;FIN
マルク	marca	マルク	marcă	PROPN	N;DEF;FEM;SG
マルク	mark	マルク	mark	PROPN	PROPN
高麗	goryeo	高麗	goryeo	PROPN	N;INDF;MASC;SG
処女	maiden	処女	maiden	N	PROPN
栄光	glorioasa	栄光	glorios	N	ADJ;DEF;FEM;SG
栄光	glorios	栄光	glorios	N	ADJ;INDF;MASC;SG
晴れ	soare	晴れる	soare	V	N;INDF;MASC;SG
晴れ	insorita	晴れる	insorit	V	ADJ;DEF;FEM;SG
晴れ	insorit	晴れる	insori	V	ADJ;INDF;MASC;SG
晴れ	sunny	晴れる	sunny	V	N;INDF;MASC;SG
司祭	popa	司祭	popă	N	PROPN
ディック	scula	ディック	scula	PROPN	N;DEF;FEM;SG
ディック	dick	ディック	dick	PROPN	PROPN
ディック	pula	ディック	pula	PROPN	N;DEF;FEM;SG
ディック	pula	ディック	pula	PROPN	N;DEF;FEM;SG
信夫	nobuo	信夫	nobuo	PROPN	
微分	derivate	微分	derivat	N	ADJ;INDF;FEM;PL
微分	derivat	微分	derivat	N	ADJ;INDF;MASC;SG
ボスニア	bosnia	ボスニア	bosnie	PROPN	PROPN
失踪	disparut	失踪	dispărea	V	ADJ;INDF;MASC;SG
失踪	disparitia	失踪	disparitie	V	N;DEF;FEM;SG
失踪	disparitia	失踪	disparitie	V	N;DEF;FEM;SG
失踪	disparitie	失踪	disparitie	V	N;INDF;FEM;SG
宮田	miyata	宮田	miyată	PROPN	
革新	inovator	革新	inovator	V	ADJ;INDF;MASC;SG
革新	inovatoare	革新	inovator	V	N;INDF;FEM;PL
革新	reformei	革新	reformă	V	N;DEF;FEM;SG
革新	reforma	革新	reformă	V	N;DEF;FEM;SG
革新	reforma	革新	reformă	V	N;DEF;FEM;SG
革新	inovare	革新	inovare	V	N;INDF;FEM;SG
革新	inovarea	革新	inovare	V	N;DEF;FEM;SG
菊地	kikuchi	菊地	kikuchi	PROPN	
可変	variabil	可変	variabil	N	ADJ;INDF;MASC;SG
担保	garantie	担保	garantie	V	N;INDF;FEM;SG
担保	garantii	担保	garantii	V	N;INDF;FEM;PL
担保	colaterale	担保	colateral	V	ADJ;INDF;FEM;PL
逃走	evadare	逃走	evadare	V	N;INDF;FEM;SG
横田	yokota	横田	yokota	PROPN	
インストール	instaleaza	インストール	instaleaza	N	V;IND;SG;3;IPFV;FIN
中国人	chinezesc	中国人	chinezesc	N	ADJ;INDF;MASC;SG
中国人	chinez	中国人	chinez	N	ADJ;INDF;MASC;SG
中国人	chinezi	中国人	chinez	N	ADJ;INDF;MASC;PL
デビッド	david	デビッド	david	PROPN	PROPN
サックス	saci	サックス	sac	PROPN	N;INDF;MASC;PL
サックス	saxofon	サックス	saxofon	PROPN	N;INDF;MASC;SG
サックス	saxofon	サックス	saxofon	PROPN	N;INDF;MASC;SG
聖子	seiko	聖子	seiko	PROPN	N;INDF;MASC;SG
流入	aflux	流入	aflux	V	N;INDF;MASC;SG
灰色	gray	灰色	gray	N	PROPN
灰色	gri	灰色	gri	N	
灰色	grey	灰色	grey	N	PROPN
灰色	gri	灰色	gri	N	
神谷	kamiya	神谷	kamiya	PROPN	
オールスターズ	allstars	オールスターズ	allstars	PROPN	N;INDF;MASC;SG
ウォルター	walter	ウォルター	walter	PROPN	PROPN
オレゴン	oregon	オレゴン	oregon	PROPN	PROPN
侯爵	marchiz	侯爵	marchiz		N;INDF;MASC;SG
侯爵	marchiz	侯爵	marchiz		N;INDF;MASC;SG
侯爵	marchizul	侯爵	marchiz		N;DEF;MASC;SG
森山	moriyama	森山	moriyamă	PROPN	N;INDF;MASC;SG
ネルソン	nelson	ネルソン	nelson	PROPN	PROPN
コンゴ	congo	コンゴ	congo	PROPN	PROPN
除外	excluderea	除外	excludere	V	N;DEF;FEM;SG
除外	excludere	除外	excludere	V	N;INDF;FEM;SG
除外	excluzand	除外	excluza	V	N;INDF;MASC;SG
除外	exclus	除外	exclude	V	ADJ;INDF;MASC;SG
除外	exclusa	除外	exclus	V	ADJ;DEF;FEM;SG
アンソニー	anthony	アンソニー	anthony	PROPN	PROPN
ハッチ	hatch	ハッチ	hatch	PROPN	N;INDF;MASC;SG
ハッチ	trapa	ハッチ	trapă	PROPN	N;DEF;FEM;SG
孤立	izolare	孤立	izolare	V	N;INDF;FEM;SG
孤立	izolarea	孤立	izolare	V	N;DEF;FEM;SG
コーラ	cola	コーラ	cola	N	
コーラ	cola	コーラ	cola	N	
キャロル	carol	キャロル	carol	PROPN	N;INDF;MASC;SG
岩井	iwai	岩井	iwai	PROPN	
ネズミ	rat	ネズミ	rat	N	
青色	albastru	青色	albastru	N	ADJ;INDF;MASC;SG
想像	imaginatie	想像	imaginatie	V	N;INDF;FEM;SG
想像	imaginat	想像	imagina	V	ADJ;INDF;MASC;SG
暴行	atac	暴行	atac	V	N;INDF;MASC;SG
暴行	asalt	暴行	asalt	V	N;INDF;MASC;SG
ゴードン	gordon	ゴードン	gordon	PROPN	PROPN
シチリア	sicilia	シチリア	sicilie	PROPN	PROPN
オーク	stejarul	オーク	stejar	PROPN	N;DEF;MASC;SG
オーク	stejar	オーク	stejar	PROPN	N;INDF;MASC;SG
オーク	oak	オーク	oak	PROPN	N;INDF;MASC;SG
尊敬	respectul	尊敬	respect	V	N;DEF;MASC;SG
尊敬	respect	尊敬	respect	V	N;INDF;MASC;SG
ブロードウェイ	broadway	ブロードウェイ	broadway	PROPN	PROPN
