van	from	van	from	ADP	
keten	łańcuszek	keten	łańcuszek	N;PL	N;ACC;MASC;SG
grijs	siwy	grijs	siwa	ADJ	N;NOM;MASC;SG
grijs	gray	grijs	grać	ADJ	
grijs	szary	grijs	szary	ADJ	
grijs	siwy	grijs	siwa	ADJ	N;NOM;MASC;SG
grijs	szary	grijs	szary	ADJ	
grijs	grey	grijs	grać	ADJ	
ontdekken	odkrywanie	ontdekken	odkrywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ontdekken	odkrywanie	ontdekken	odkrywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
fall	jesień	fall	jesień	N;MASC+FEM;SG	
julie	julie	julie	julio	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
besproken	omówione	bespreken	omówić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
josef	josef	josef	joskof	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
josef	józef	josef	józef	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
hoeveelheden	ilości	hoeveelheid	ilość	N;PL	N;GEN;FEM;SG
alain	alain	alain	alain	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
terry	terry	terry	terry	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
skelet	szkieletowych	skelet	szkieletowy	N;NEUT;SG	ADJ;GEN;MASC;PL
overtuigen	przekonujący	overtuigen	przekonujący	V;NFIN	ADJ;NOM;MASC;SG
overtuigen	przekonujące	overtuigen	przekonuwać	V;NFIN	ADJ;NOM;NEUT;SG
léon	léon	léon	léon	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
voltooide	zrealizowane	voltooien	zrealizować	V;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
voltooide	zakończone	voltooien	zakończyć	V;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
voltooide	zakończona	voltooien	zakończyć	V;SG;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
voltooide	zaliczone	voltooien	zaliczyć	V;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
voltooide	ukończone	voltooien	ukończyć	V;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
christina	krystyna	christina	krystyna	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
kate	kate	kate	kat	N;MASC+FEM;SG	
gebroeders	braci	gebroeder	brat	N;PL	
taiwan	tajwan	taiwan	tajwan	PROPN;NEUT;SG	PROPN;NOM;MASC;SG
taiwan	tajwanu	taiwan	tajwan	PROPN;NEUT;SG	PROPN;GEN;MASC;SG
verticale	pionowo	verticaal	pionowo	ADJ	ADV
dresden	dresden	drezden	dresden	PROPN;NEUT;SG	
peters	peters	peter	peters	N;SG	PROPN;NOM;MASC;SG
droog	pralnia	droog	pralniać	ADJ	V;IPFV;IMP;SG;2;FIN;ACT
droog	sucha	droog	suchy	ADJ	
droog	suche	droog	suchy	ADJ	
droog	sucho	droog	sucho	ADJ	
dinsdag	wtorek	dinsdag	wtorek	PROPN;MASC+FEM;SG	N;NOM;MASC;SG
amateurs	amator	amateur	amator	N;PL	N;NOM;MASC;SG
vereist	wymagana	vereisen	wymagać	V;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
vereist	wymagane	vereisen	wymagać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vereist	wymagany	vereisen	wymagać	V;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
helena	helena	helena	helen	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
helena	helena	helena	helen	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
helena	helen	helena	helen	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
soortgelijke	podobni	soortgelijk	podobnie	ADJ	V;IPFV;MASC;IND;PL;PST;FIN;ACT
ellen	ellen	el	ellen	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
vertalingen	tłumaczenie	vertaling	tłumaczenie	N;PL	N;NOM;NEUT;SG
vertalingen	tłumacz	vertaling	tłumacz	N;PL	V;IPFV;IND;SG;PST;FIN;ACT
geregistreerd	zarejestrowany	registreren	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
geregistreerd	zarejestrowana	registreren	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
geregistreerd	zarejestrowane	registreren	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
geregistreerd	zarejestrowanych	registreren	zarejestrować	V;V.PTCP	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
geregistreerd	zarejestrowany	registreren	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
geregistreerd	rejestrowane	registreren	rejestrować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
geregistreerd	zapisane	registreren	zapisać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
geregistreerd	zarejestrowane	registreren	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
geregistreerd	nagrane	registreren	nagrać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verdiepingen	podłóg	verdieping	podłóg	N;PL	
verdiepingen	piętra	verdieping	piętro	N;PL	N;NOM;NEUT;SG
verdiepingen	podłogi	verdieping	podłoga	N;PL	N;ACC;FEM;SG
vullen	wypełnianie	vullen	wypełniać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vullen	napełniania	vullen	napełniać	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
vullen	wypełnienie	vullen	wypełnić	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
draak	dragon	draak	dragon	N;MASC+FEM;SG	
jon	jon	jon	jon	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;SG
libellen	ważki	libel	ważka	N;PL	
ontbonden	rozpuszczonego	ontbinden	rozpuszczyć	V;V.PTCP	ADJ;ACC;MASC;SG
ontbonden	rozłożona	ontbinden	rozłożyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ontbonden	rozwiązany	ontbinden	rozwiązać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
martínez	martinez	martínez	martinez	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
martínez	martínez	martínez	martrnez	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
exclusief	wyłączność	exclusief	wyłączność	ADJ	N;ACC;FEM;SG
hersenen	mózg	hersene	mózg	N;PL	N;NOM;MASC;SG
hersenen	rozum	hersene	rozum	N;PL	V;IPFV;IND;PRS;FIN;ACT
hersenen	umysł	hersene	umysł	N;PL	N;NOM;MASC;SG
hersenen	mózgu	hersene	mózg	N;PL	N;GEN;MASC;SG
hersenen	mózg	hersene	mózg	N;PL	N;NOM;MASC;SG
pijn	bóle	pijn	ból	N;MASC+FEM;SG	N;NOM;MASC;PL
gecomponeerd	złożona	componeren	złożyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gecomponeerd	złożony	componeren	złożyć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gered	uratowany	redden	uratować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gered	uratowani	redden	uratować	V;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
gered	zapisane	redden	zapisać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gered	zapisany	redden	zapisać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gered	zapisana	redden	zapisać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gered	zapisanych	redden	zapisać	V;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
lincoln	lincoln	lincoln	lincoln	N;NEUT;SG	
lincoln	lincolna	lincoln	lincolny	N;NEUT;SG	ADJ;NOM;FEM;SG
macedonië	macedonii	macedonië	macedonia	N;NEUT;SG	
turijn	torino	turijn	torino	N;NEUT;SG	PROPN;NOM;MASC;SG
turijn	turynie	turijn	turyn	N;NEUT;SG	PROPN;NOM;MASC;SG
dean	dean	dean	dean	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
opgelegd	nałożone	opleggen	nałożyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
som	sum	som	suma	N;MASC+FEM;SG	
som	sumy	som	suma	N;MASC+FEM;SG	
som	som	som	som	N;MASC+FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
opgepakt	przyłapany	oppakken	przyłapać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
opgepakt	aresztowany	oppakken	aresztować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
opgepakt	aresztowana	oppakken	aresztować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
opgepakt	aresztowani	oppakken	aresztować	V;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
bezette	zajęte	bezetten	zajęty	V;SG;PST;FIN	
bezette	zajęty	bezetten	zająć	V;SG;PST;FIN	
austin	austin	austin	austin	N;NEUT;SG	PROPN;NOM;MASC;SG
oplage	krążenie	oplage	krążyć	N;MASC+FEM;SG	
galerie	galeria	galerie	galeria	N;MASC+FEM;SG	
inschrijvingen	rejestracji	inschrijving	rejestracja	N;PL	N;GEN;FEM;SG
bartsch	bartsch	bartsch	bartsch	N;MASC+FEM;SG	
paolo	paolo	paolo	paolo	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
joods	żyd	joods	żyd	ADJ	N;NOM;MASC;SG
joods	żydem	joods	żyd	ADJ	N;INS;MASC;SG
joods	żydzi	joods	żydzić	ADJ	N;NOM;MASC;PL
frederick	frederick	frederick	frederick	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
poes	kitty	poes	kitt	N;MASC+FEM;SG	
poes	kocie	poes	kociać	N;MASC+FEM;SG	
poes	cat	poes	cat	N;MASC+FEM;SG	
medium	średnio	medium	średnio	N;NEUT;SG	
medium	średnie	medium	średnie	N;NEUT;SG	
medium	średni	medium	średnia	N;NEUT;SG	ADJ;NOM;MASC;SG
wal	wal	wal	wy	N;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
frits	frits	frits	frits	N;MASC+FEM;SG	
architecten	architektem	architect	architekt	N;PL	N;INS;MASC;SG
architecten	architekta	architect	architekta	N;PL	N;ACC;MASC;SG
architecten	architekt	architect	architekt	N;PL	N;NOM;MASC;SG
fantasy	fantasy	fantasy	fantas	N;MASC+FEM;SG	
fantasy	fantazje	fantasy	fantazja	N;MASC+FEM;SG	N;NOM;FEM;PL
stage	praktyki	stage	praktyka	N;MASC+FEM;SG	N;ACC;FEM;PL
silver	srebro	silver	srebro	N;MASC+FEM;SG	
silver	srebrny	silver	srebrny	N;MASC+FEM;SG	
silver	srebra	silver	srebro	N;MASC+FEM;SG	
silver	srebrna	silver	srebrny	N;MASC+FEM;SG	
silver	silver	silver	silver	N;MASC+FEM;SG	
beschermde	chroniony	beschermen	chronić	V;SG;PST;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
beschermde	chroniona	beschermen	chronić	V;SG;PST;FIN	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
beschermde	chronione	beschermen	chronić	V;SG;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
beschermde	zabezpieczone	beschermen	zabezpieczyć	V;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
stalen	stal	stalen	stal	V;V.PTCP	
stalen	stalowe	stalen	stalowy	V;V.PTCP	ADJ;NOM;NEUT;SG
stalen	próbek	stalen	próbek	V;V.PTCP	N;GEN;FEM;PL
stalen	próbki	stalen	próbki	V;V.PTCP	N;ACC;FEM;SG
gemeld	zgłaszane	melden	zgłaszać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gemeld	zgłoszone	melden	zgłosić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gemeld	zgłoszony	melden	zgłosić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gemeld	zgłoszona	melden	zgłosić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
extreme	ekstremalnie	extreem	ekstremalnie	ADJ	ADV
scherpe	ostre	scherp	ostry	ADJ	
scherpe	sharp	scherp	sharp	ADJ	
scherpe	ostry	scherp	ostry	ADJ	
scherpe	ostra	scherp	ostry	ADJ	
kansas	kansas	kansas	kansas	N;NEUT;SG	PROPN;NOM;MASC;SG
gooien	rzucanie	gooien	rzucać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
gooien	rzut	gooien	rzut	V;NFIN	N;NOM;MASC;SG
genk	genk	genk	genk	PROPN;NEUT;SG	PROPN;NOM;MASC;SG
ingeschreven	zarejestrowany	inschrijven	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ingeschreven	zarejestrowana	inschrijven	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ingeschreven	zarejestrowane	inschrijven	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ingeschreven	zarejestrowanych	inschrijven	zarejestrować	V;V.PTCP	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
dikwijls	czesto	dikwijls	czesto	ADV	
napels	neapol	napel	neapol	N;PL	PROPN;NOM;MASC;SG
napels	neapolu	napel	neapol	N;PL	PROPN;GEN;MASC;SG
napels	neapol	napel	neapol	N;PL	PROPN;NOM;MASC;SG
napels	napoli	napel	napolić	N;PL	PROPN;NOM;MASC;SG
vergroot	rozszerzonej	vergroten	rozszerzyć	V;V.PTCP	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
vergroot	powiększone	vergroten	powiększyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vergroot	rozszerzona	vergroten	rozszerzyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
vergroot	powiększenie	vergroten	powiększyć	V;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
casey	casey	casey	cas	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
bush	bush	bush	bush	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
bush	krzaki	bush	krzak	N;MASC+FEM;SG	N;NOM;MASC;PL
lessen	lekcji	les	lekcja	N;PL	N;GEN;FEM;SG
lessen	klas	les	klasa	N;PL	
lessen	klasy	les	klasa	N;PL	N;GEN;FEM;SG
expliciet	wyraźnie	expliciet	wyraźnie	ADJ	ADV
orden	orden	orden	orden	N;PL	
ein	en	ein	en	N;MASC+FEM;SG	
ein	ein	ein	ein	N;MASC+FEM;SG	
helen	helena	helen	helen	V;NFIN	PROPN;NOM;FEM;SG
helen	helen	helen	helen	V;NFIN	PROPN;NOM;FEM;SG
sant	sant	sant	sant	N;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
garde	garde	gard	gardy	N;MASC+FEM;SG	
franciscus	franciszka	franciscus	franciszka	N;MASC+FEM;SG	
franciscus	francis	franciscus	francis	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
strips	komiks	strip	komiks	N;PL	N;NOM;MASC;SG
bloem	mąka	bloem	mąkać	N;MASC+FEM;SG	
bloem	mąki	bloem	mąk	N;MASC+FEM;SG	
bloem	kwiaty	bloem	kwiat	N;MASC+FEM;SG	N;NOM;MASC;PL
bloem	kwiecie	bloem	kwiecie	N;MASC+FEM;SG	
libanon	libanu	libanon	liban	N;NEUT;SG	PROPN;GEN;MASC;SG
samenvoegen	łączenie	samenvoegen	łączenie	V;NFIN	N;NOM;NEUT;SG
samenvoegen	łączenie	samenvoegen	łączenie	V;NFIN	N;NOM;NEUT;SG
engelsen	angielski	engelsen	angielski	N;PL	ADJ;NOM;MASC;SG
engelsen	anglik	engelsen	anglik	N;PL	N;NOM;MASC;SG
uitzicht	zobacz	uitzicht	zobaczyć	N;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
tirol	tirol	tirol	tirol	N;NEUT;SG	PROPN;NOM;MASC;SG
secundaire	wtórne	secundair	wtórny	ADJ	
consul	konsul	consul	konsul	N;MASC+FEM;SG	
meten	pomiar	meten	pomiar	V;NFIN	N;NOM;MASC;SG
meten	pomiary	meten	pomiar	V;NFIN	N;NOM;MASC;PL
meten	pomiaru	meten	pomiar	V;NFIN	N;GEN;MASC;SG
meten	środek	meten	środek	V;NFIN	N;NOM;MASC;SG
meten	środka	meten	środek	V;NFIN	N;GEN;MASC;SG
meten	miara	meten	miara	V;NFIN	N;NOM;FEM;SG
meten	miary	meten	miara	V;NFIN	
meten	pomiar	meten	pomiar	V;NFIN	N;NOM;MASC;SG
meten	wycena	meten	wycenać	V;NFIN	N;NOM;FEM;SG
meten	pomiaru	meten	pomiar	V;NFIN	N;GEN;MASC;SG
meten	pomiary	meten	pomiar	V;NFIN	N;NOM;MASC;PL
leonard	leonarda	leonard	leonard	N;MASC+FEM;SG	
toelichting	nuty	toelichting	nuta	N;MASC+FEM;SG	
toelichting	noty	toelichting	not	N;MASC+FEM;SG	N;NOM;MASC;PL
toelichting	notatek	toelichting	notatka	N;MASC+FEM;SG	N;GEN;FEM;PL
toelichting	notatki	toelichting	notatek	N;MASC+FEM;SG	N;NOM;MASC;PL
toelichting	zauważa	toelichting	zauważać	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
professional	zawodowe	professional	zawodowy	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
professional	zawodowych	professional	zawodowy	N;MASC+FEM;SG	ADJ;GEN;MASC;PL
professional	profesjonalne	professional	profesjonalny	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
professional	profesjonalna	professional	profesjonalny	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
professional	profesjonalny	professional	profesjonalny	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
professional	profesjonalnie	professional	profesjonalnie	N;MASC+FEM;SG	ADV
opeenvolgende	kolejnych	opeenvolgend	kolejny	V;V.PTCP	ADJ;GEN;MASC;PL
formele	formalnie	formeel	formalnie	ADJ	ADV
verbod	ban	verbod	ban	N;NEUT;SG	
verbod	zablokuj	verbod	zablokować	N;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
verbod	zakazy	verbod	zakaz	N;NEUT;SG	N;NOM;MASC;PL
avenue	aleja	avenue	aleja	N;MASC+FEM;SG	
avenue	avenue	avenue	avenu	N;MASC+FEM;SG	
tsaar	car	tsaar	car	N;MASC+FEM;SG	
tsaar	cara	tsaar	carać	N;MASC+FEM;SG	
mont	mont	mont	mont	N;MASC+FEM;SG	
beëindigd	zakończony	beëindigen	zakończyć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
joop	joop	joop	joop	PROPN;MASC+FEM;SG	
fenomeen	zjawiska	fenomeen	zjawisko	N;NEUT;SG	N;NOM;NEUT;PL
fenomeen	zjawisk	fenomeen	zjawisko	N;NEUT;SG	N;GEN;NEUT;PL
fenomeen	zjawiska	fenomeen	zjawisko	N;NEUT;SG	N;NOM;NEUT;PL
class	zajęcia	class	zajęcia	N;MASC+FEM;SG	N;NOM;NEUT;PL
class	klasa	class	klasa	N;MASC+FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
blake	blake	blaak	blaka	N;MASC+FEM;SG	
erwin	erwin	erwin	erwin	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
geschilderd	malowane	schilderen	malować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
leefden	mieszkał	leven	mieszkać	V;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
leefden	żyła	leven	żyć	V;PL;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
leefden	żył	leven	żyć	V;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
leefden	żył	leven	żyć	V;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
roos	rose	roos	rós	N;MASC+FEM;SG	
roos	róża	roos	róża	N;MASC+FEM;SG	
roos	roos	roos	roos	N;MASC+FEM;SG	
kenmerkend	cecha	kenmerken	cechać	V;V.PTCP	N;NOM;FEM;SG
kenmerkend	charakterystyczne	kenmerken	charakterystyczny	V;V.PTCP	ADJ;NOM;NEUT;SG
wetenschapper	uczony	wetenschapper	uczony	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
auguste	auguste	august	augusty	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
prout	prout	prout	prout	N;MASC+FEM;SG	
behandelen	traktowanie	behandelen	traktować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
behandelen	traktowanie	behandelen	traktować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
snelweg	autostrady	snelweg	autostrada	N;MASC+FEM;SG	
snelweg	autostrady	snelweg	autostrada	N;MASC+FEM;SG	
snelweg	autostrad	snelweg	autostrada	N;MASC+FEM;SG	
snelweg	autostrady	snelweg	autostrada	N;MASC+FEM;SG	
snelweg	highway	snelweg	highwać	N;MASC+FEM;SG	
snelweg	autostradzie	snelweg	autostrada	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
magic	magiczne	magic	magiczny	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
magic	czary	magic	czar	N;MASC+FEM;SG	N;NOM;MASC;PL
magic	magic	magic	magica	N;MASC+FEM;SG	
apple	apple	apple	appo	N;MASC+FEM;SG	
apple	jabłka	apple	jabłka	N;MASC+FEM;SG	N;NOM;NEUT;PL
maleisië	malezja	maleisië	malezja	N;MASC+FEM;SG	
maleisië	malezji	maleisië	malezja	N;MASC+FEM;SG	
uruguay	urugwaju	uruguay	urugwaj	PROPN;NEUT;SG	PROPN;GEN;MASC;SG
franklin	franklin	franklin	franklin	N;MASC+FEM;SG	
ronden	okrążenia	ronden	okrążyć	V;NFIN	N;NOM;NEUT;PL
ronden	okrążeń	ronden	okrążenie	V;NFIN	N;GEN;NEUT;PL
ronden	rundy	ronden	rund	V;NFIN	N;ACC;FEM;PL
ronden	rund	ronden	rund	V;NFIN	
ronden	obchód	ronden	obchód	V;NFIN	N;NOM;MASC;SG
minst	najmniej	weinig	mało	PRO	ADV;RL
broadway	broadwayu	broadway	broadway	N;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
fabrikant	producent	fabrikant	producent	N;MASC+FEM;SG	
fabrikant	producenta	fabrikant	producent	N;MASC+FEM;SG	
edgar	edgar	edgar	edgar	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
bevorderen	promowanie	bevorderen	promować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bevorderen	promowanie	bevorderen	promować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
girls	girls	girls	girls	N;PL	
empire	imperium	empire	imperium	N;MASC+FEM;SG	
empire	empire	empire	empir	N;MASC+FEM;SG	
susan	susan	susan	susan	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
susan	zuzia	susan	zuzia	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
susan	zosia	susan	zosia	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
rafael	rafael	rafael	rafael	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
rafael	rafał	rafael	rafać	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
blind	ślepe	blind	ślepy	ADJ	
blind	niewidomy	blind	niewidomy	ADJ	N;NOM;MASC;SG
powell	powell	powell	powell	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
protest	protesty	protest	protest	N;NEUT;SG	N;NOM;MASC;PL
protest	protesty	protest	protest	N;NEUT;SG	N;NOM;MASC;PL
khm	khm	khm	khić	N;MASC+FEM;SG	
opdrachten	zadania	opdracht	zadanie	N;PL	N;NOM;NEUT;SG
opdrachten	poleceń	opdracht	polecenie	N;PL	
opdrachten	komendy	opdracht	komenda	N;PL	
opdrachten	polecenia	opdracht	polecenie	N;PL	N;NOM;NEUT;SG
broek	spodnie	broek	spodnie	N;MASC+FEM;SG	N;NOM;NEUT;PL
broek	majtki	broek	majtka	N;MASC+FEM;SG	
broek	spodnie	broek	spodnie	N;MASC+FEM;SG	N;NOM;NEUT;PL
attractie	atrakcje	attractie	atrakcja	N;MASC+FEM;SG	N;ACC;FEM;PL
greg	greg	greg	greg	N;MASC+FEM;SG	
haas	haas	haas	haas	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
vak	box	vak	box	N;NEUT;SG	
hagen	hagen	haag	hagen	V;NFIN	PROPN;NOM;MASC;SG
overleven	przeżycie	overleven	przeżycie	V;NFIN	N;NOM;NEUT;SG
overleven	przetrwania	overleven	przetrwanie	V;NFIN	
overleven	przeżycia	overleven	przeżycie	V;NFIN	N;NOM;NEUT;SG
overleven	przetrwanie	overleven	przetrwanie	V;NFIN	N;NOM;NEUT;SG
overleven	przeżycie	overleven	przeżycie	V;NFIN	N;NOM;NEUT;SG
nad	nad	nad	nad	N;MASC+FEM;SG	ADP
edities	wydania	editie	wydać	N;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
maten	wielkości	maten	wielkość	N;PL	N;GEN;FEM;SG
gustav	gustav	gustav	gustav	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
stevens	stevensa	stevens	stevens	N;PL	
stevens	stevens	stevens	stevens	N;PL	PROPN;NOM;MASC;SG
afdelingen	przegrody	afdeling	przegroda	N;PL	N;ACC;FEM;SG
afdelingen	działy	afdeling	dziać	N;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
afdelingen	działy	afdeling	dziać	N;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
constantijn	constantine	constantijn	constantiny	N;MASC+FEM;SG	
frame	rama	frame	rama	N;MASC+FEM;SG	
frame	ramy	frame	ramy	N;MASC+FEM;SG	N;ACC;NEUT;PL
vriendschap	przyjaźni	vriendschap	przyjaźń	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
halle	halle	halle	hall	N;MASC+FEM;SG	
drinken	picie	drinken	pić	V;NFIN	N;NOM;NEUT;SG
drinken	piła	drinken	pić	V;NFIN	
drinken	napój	drinken	napój	V;NFIN	N;NOM;MASC;SG
metaal	metale	metaal	metal	N;NEUT;SG	N;NOM;MASC;PL
metaal	metalowe	metaal	metalowy	N;NEUT;SG	ADJ;NOM;NEUT;SG
metaal	metalowy	metaal	metalowy	N;NEUT;SG	ADJ;NOM;MASC;SG
telefoon	telefony	telefoon	telefon	N;MASC+FEM;SG	N;NOM;MASC;PL
telefoon	telefonicznie	telefoon	telefonicznie	N;MASC+FEM;SG	ADV
voice	glos	voic	glos	N;MASC+FEM;SG	V;IPFV;IND;SG;PST;FIN;ACT
