enkel	простые	enkel	простой	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
tilfældigt	случайная	tilfældigt	случайный	ADV	ADJ;NOM;FEM;SG
tilfældigt	случайных	tilfældigt	случайный	ADV	ADJ;GEN;PL
tilfældigt	случайное	tilfældigt	случайный	ADV	ADJ;NOM;NEUT;SG
tilfældigt	случайные	tilfældigt	случайный	ADV	ADJ;NOM;PL
tilfældigt	совпадение	tilfældigt	совпадение	ADV	N;INAN;NOM;NEUT;SG
smart	умно	smart	умно	ADJ;INDF;SG	ADV
smart	модные	smart	модный	ADJ;INDF;SG	ADJ;NOM;PL
smart	смарт	smart	смарт	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
smart	smart	smart	smart	ADJ;INDF;SG	PROPN
smart	умные	smart	умный	ADJ;INDF;SG	ADJ;NOM;PL
holding	держится	holding	держаться	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;MID
oder	одер	oder	одер		N;INAN;NOM;MASC;SG
wing	крыло	wing	крыло		N;INAN;NOM;NEUT;SG
wing	крыла	wing	крыло		N;INAN;NOM;NEUT;PL
udnævnelse	номинации	udnævnelse	номинация	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
nytte	полезность	nytte	полезность	V;NFIN;ACT	N;INAN;NOM;FEM;SG
nytte	полезность	nytte	полезность	V;NFIN;ACT	N;INAN;NOM;FEM;SG
nytte	полезности	nytte	полезность	V;NFIN;ACT	N;INAN;NOM;FEM;PL
joan	джоан	joan	джоан		N;ANIM;NOM;FEM;SG
afhængige	зависимость	afhængig	зависимость	ADJ;PL	N;INAN;NOM;FEM;SG
afhængige	наркоманов	afhængig	наркоман	ADJ;PL	N;ANIM;GEN;MASC;PL
afhængige	наркоманы	afhængig	наркоман	ADJ;PL	N;ANIM;NOM;MASC;PL
dirty	грязно	dirty	грязный		ADJ;NEUT;SG
dirty	грязный	dirty	грязный		ADJ;NOM;MASC;SG
dirty	грязная	dirty	грязный		ADJ;NOM;FEM;SG
dirty	грязные	dirty	грязный		ADJ;NOM;PL
cirkus	зрелищ	cirkus	зрелище	N;INDF;NEUT;SG	N;INAN;GEN;NEUT;PL
landing	посадки	landing	посадка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
skyder	стреляй	skyde	стреля	V;IND;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
skyder	стреляйте	skyde	стрелять	V;IND;PRS;FIN;ACT	V;IPFV;IMP;PL;2;FIN;ACT
skyder	съёмки	skyde	съемка	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
skyder	съемка	skyde	съемка	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
skyder	стрельба	skyde	стрельба	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
skyder	увольнение	skyde	увольнение	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
præsenterede	представил	præsentere	представить	V;PL;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
dekoreret	украсили	dekorere	украсить	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
orientering	ориентации	orientering	ориентация	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
bin	бин	bin	бин		PART
floyd	флойд	floyd	флойд		N;ANIM;NOM;MASC;SG
hegn	заборы	hegn	забор	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
liège	льеж	liège	льеж		N;INAN;NOM;MASC;SG
lilla	фиолетовый	lilla	фиолетовый		ADJ;NOM;MASC;SG
massiv	массовые	massiv	массовый	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
bros	bros	bros	bros		PROPN
meninger	мнение	mening	мнение	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
groft	жесть	groft	жесть	ADV	N;INAN;NOM;FEM;SG
groft	грубый	groft	грубый	ADV	ADJ;NOM;MASC;SG
krydset	пересечения	kryds	пересечение	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;PL
krydset	пересек	kryds	пересек	N;DEF;NEUT;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
krydset	пересекли	kryds	пересечь	N;DEF;NEUT;SG	V;PFV;IND;PL;PST;FIN;ACT
overdrev	преувеличены	overdrev	преувеличить	N;INDF;NEUT;SG	V;PFV;PL;PST;V.PTCP;PASS
ledsaget	сопровождали	ledsag	сопровождать	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN;ACT
iowa	айова	iowa	айова		N;INAN;NOM;MASC;SG
gennemgang	пересмотреть	gennemgang	пересмотреть	N;INDF;MASC+FEM;SG	V;PFV;NFIN;ACT
drager	змеев	drage	змей	V;IND;PRS;FIN;ACT	N;ANIM;GEN;MASC;PL
drager	драконов	drage	дракон	V;IND;PRS;FIN;ACT	N;ANIM;GEN;MASC;PL
drager	драконы	drage	дракон	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;PL
butler	дворецкий	butle	дворецкий	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
marina	marina	marina	marina	N;INDF;MASC+FEM;SG	PROPN
cfg	cfg	cfg	cfg		N;INAN;NOM;MASC;SG
pablo	пабло	pablo	пабнуть		N;INAN;NOM;MASC;SG
split	сплит	split	сплить		N;INAN;NOM;MASC;SG
split	раскол	split	раскол		N;INAN;NOM;MASC;SG
split	разделить	split	разделить		V;PFV;NFIN;ACT
geologi	геологии	geologi	геология	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
begrænsninger	ограниченность	begrænsning	ограниченность	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
begrænsninger	ограничение	begrænsning	ограничение	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
soldaterne	солдат	soldat	солдат	N;DEF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
mystiske	загадочная	mystisk	загадочный	ADJ;PL	ADJ;NOM;FEM;SG
mystiske	загадочный	mystisk	загадочный	ADJ;PL	ADJ;NOM;MASC;SG
mystiske	таинственный	mystisk	таинственный	ADJ;PL	ADJ;NOM;MASC;SG
mystiske	мистический	mystisk	мистический	ADJ;PL	ADJ;NOM;MASC;SG
mystiske	мистик	mystisk	мистик	ADJ;PL	N;ANIM;NOM;MASC;SG
sri	шри	sri	шри	PROPN	
sri	исп	sri	испа	PROPN	N;INAN;NOM;FEM;SG
filosofisk	философские	filosofisk	философский	ADV	ADJ;NOM;PL
glade	счастливый	glad	счастливый	ADJ;PL	ADJ;NOM;MASC;SG
glade	счастливая	glad	счастливый	ADJ;PL	ADJ;NOM;FEM;SG
glade	счастлива	glad	счастливый	ADJ;PL	ADJ;FEM;SG
glade	счастлив	glad	счастливый	ADJ;PL	ADJ;MASC;SG
bestilt	заказу	bestille	заказ	V;INDF;SG;PST;V.PTCP	N;INAN;DAT;MASC;SG
bestilt	заказали	bestille	заказать	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
cola	кокс	cola	кокс		N;INAN;NOM;MASC;SG
cola	кокаин	cola	кокаин		N;INAN;NOM;MASC;SG
cola	кола	cola	кола		N;INAN;NOM;FEM;SG
cola	кола	cola	кола		N;INAN;NOM;FEM;SG
cola	колы	cola	кола		N;INAN;NOM;FEM;PL
overlay	наложение	overlay	наложение		N;INAN;NOM;NEUT;SG
queens	королевы	que	королева	N;GEN;DEF;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
moser	мозер	mose	мозера	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
astronomi	астрономии	astronomi	астрономия	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
afsluttende	отделка	afslutte	отделка	V;PRS;V.PTCP	N;INAN;NOM;FEM;SG
afsluttende	окончание	afslutte	окончание	V;PRS;V.PTCP	N;INAN;NOM;NEUT;SG
afsluttende	завершение	afslutte	завершение	V;PRS;V.PTCP	N;INAN;NOM;NEUT;SG
afsluttende	закрытие	afslutte	закрытие	V;PRS;V.PTCP	N;INAN;NOM;NEUT;SG
afsluttende	закрытия	afslutte	закрытие	V;PRS;V.PTCP	N;INAN;NOM;NEUT;PL
afsluttende	окончательный	afslutte	окончательный	V;PRS;V.PTCP	ADJ;NOM;MASC;SG
afsluttende	окончательного	afslutte	окончательный	V;PRS;V.PTCP	ADJ;GEN;MASC;SG
afsluttende	заключительный	afslutte	заключительный	V;PRS;V.PTCP	ADJ;NOM;MASC;SG
afsluttende	заключительные	afslutte	заключительный	V;PRS;V.PTCP	ADJ;NOM;PL
utah	юта	utah	юто		N;INAN;NOM;MASC;SG
joint	совместных	joint	совместный		ADJ;GEN;PL
joint	совместное	joint	совместный		ADJ;NOM;NEUT;SG
joint	совместная	joint	совместный		ADJ;NOM;FEM;SG
joint	совместный	joint	совместный		ADJ;NOM;MASC;SG
ondt	злой	ondt	злой	ADV	ADJ;NOM;MASC;SG
ondt	зла	ondt	зло	ADV	N;INAN;GEN;NEUT;SG
ondt	злая	ondt	злой	ADV	ADJ;NOM;FEM;SG
ondt	зло	ondt	зло	ADV	N;INAN;NOM;NEUT;SG
ondt	жестокие	ondt	жестокий	ADV	ADJ;NOM;PL
ondt	жестокий	ondt	жестокий	ADV	ADJ;NOM;MASC;SG
ondt	жестокого	ondt	жестокий	ADV	ADJ;GEN;MASC;SG
ondt	жестокое	ondt	жестокий	ADV	ADJ;NOM;NEUT;SG
fattig	бедные	fattig	бедный	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
fattig	бедных	fattig	бедный	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;PL
funktionen	функции	funktion	функция	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
mainsnak	mainsnak	mainsnak	mainsnak		PROPN
dagmar	дагмар	dagmar	дагмар	N;INDF;MASC+FEM;SG	
avanceret	передовые	avanceret	передовой	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL
avanceret	передовых	avanceret	передовой	V;INDF;SG;PST;V.PTCP	ADJ;GEN;PL
fauna	фауны	fauna	фауна	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
udsatte	отсрочка	udsat	отсрочка	ADJ;PL	N;INAN;NOM;FEM;SG
udsatte	отложить	udsat	отложить	ADJ;PL	V;PFV;NFIN;ACT
udsatte	отложено	udsat	отложить	ADJ;PL	V;PFV;NEUT;SG;PST;V.PTCP;PASS
craig	крейг	craig	крейг		N;ANIM;NOM;MASC;SG
stjernen	star	stjerne	star	N;DEF;MASC+FEM;SG	PROPN
stjernen	стар	stjerne	стар	N;DEF;MASC+FEM;SG	
distribution	распределения	distribution	распределение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
bonn	бонн	bonn	бонна	PROPN	N;INAN;NOM;MASC;SG
smal	узких	smal	узкий	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;PL
smal	узкие	smal	узкий	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
smal	сузить	smal	сужать	ADJ;INDF;MASC+FEM;SG	V;PFV;NFIN;ACT
litterær	литературных	litterær	литературный	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;PL
fylde	пополнение	fylde	пополнение	V;NFIN;ACT	N;INAN;NOM;NEUT;SG
fylde	заполнения	fylde	заполнение	V;NFIN;ACT	N;INAN;NOM;NEUT;PL
dokumentar	документальных	dokumentar	документальный	N;INDF;NEUT;SG	ADJ;GEN;PL
understøtter	поддерживаются	understøtte	поддерживать	V;IND;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;PASS
understøtter	поддерживается	understøtte	поддерживать	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
flytning	двигаться	flytning	двигаться	N;INDF;MASC+FEM;SG	V;IPFV;NFIN;MID
flytning	переселения	flytning	переселение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
mexicansk	мексики	mexicansk	мексика	ADJ;INDF;SG	N;INAN;NOM;FEM;PL
gottlieb	готтлиб	gottlie	готтлиб	N;INDF;MASC+FEM;SG	V;IPFV;IND;PL;PST;FIN;ACT
jung	чжон	jung	чжон		PART
jung	чон	jung	чон		PART
sheffield	шеффилд	sheffield	шеффилд		N;INAN;NOM;MASC;SG
offensiven	оскорбительно	offensiv	оскорбительно	N;DEF;MASC+FEM;SG	ADJ;NEUT;SG
offensiven	наступательных	offensiv	наступательный	N;DEF;MASC+FEM;SG	ADJ;GEN;PL
truman	трумэн	truman	трумэн		N;ANIM;NOM;MASC;SG
harbor	харбор	harbor	харбор		N;INAN;NOM;MASC;SG
harbor	гавань	harbor	гавань		N;INAN;NOM;FEM;SG
riges	рейха	rig	рейх	ADJ;GEN	N;INAN;GEN;MASC;SG
riges	рейх	rig	рейх	ADJ;GEN	N;INAN;NOM;MASC;SG
deutschen	deutschen	deutschen	deutschen	N;INDF;MASC+FEM;SG	PROPN
crystal	кристал	crystal	кристал		N;INAN;NOM;MASC;SG
crystal	кристаллы	crystal	кристалл		N;INAN;NOM;MASC;PL
crystal	кристалл	crystal	кристалл		N;INAN;NOM;MASC;SG
sid	sid	sid	sid	N;INDF;MASC+FEM;SG	PROPN
homo	homo	homo	хомо		PROPN
malcolm	малкольм	malcolm	малкольм		N;ANIM;NOM;MASC;SG
malcolm	малькольм	malcolm	малькольм		N;ANIM;NOM;MASC;SG
perfekt	идеально	perfekt	идеально	ADJ;INDF;SG	ADV
cat	кэт	cat	кэт		N;ANIM;NOM;FEM;SG
cat	кот	cat	кот		N;ANIM;NOM;MASC;SG
cat	кпп	cat	кппа		N;INAN;NOM;MASC;SG
cat	кошка	cat	кошка		N;ANIM;NOM;FEM;SG
cat	cat	cat	cat		PROPN
sild	сельдь	sild	сельдь	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
udfald	итоги	udfald	итог	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
udfald	итоги	udfald	итог	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
commonwealth	содружества	commonwealth	содружество		N;INAN;NOM;NEUT;PL
commonwealth	содружество	commonwealth	содружество		N;INAN;NOM;NEUT;SG
kunstig	искусственные	kunstig	искусственный	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
kunstig	искусственных	kunstig	искусственный	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;PL
dos	dos	dos	dos		PROPN
fods	фут	fod	фут	N;INDF	
oregon	орегон	oregon	орегон		N;INAN;NOM;MASC;SG
bordeaux	бордо	bordeaux	бордо		N;INAN;NOM;MASC;SG
earl	эрл	earl	эрл		N;ANIM;NOM;MASC;SG
bæres	носить	bære	носить	V;IND;PRS;FIN;PASS	V;IPFV;NFIN;ACT
bæres	носили	bære	носить	V;IND;PRS;FIN;PASS	V;IPFV;IND;PL;PST;FIN;ACT
fotos	фото	fotos	фото	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
mistanke	подозрения	mistanke	подозрение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
mistanke	подозреваемый	mistanke	подозреваемый	N;INDF;MASC+FEM;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
mistanke	подозревается	mistanke	подозревать	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
mistanke	подозревали	mistanke	подозревать	N;INDF;MASC+FEM;SG	V;IPFV;IND;PL;PST;FIN;ACT
mistanke	подозрения	mistanke	подозрение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
digitalt	цифровые	digitalt	цифровой	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
digitalt	digital	digitalt	digital	ADJ;INDF;NEUT;SG	PROPN
svømmer	плавание	svømme	плавание	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
svømmer	пловец	svømme	пловец	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
afgrænset	определены	afgrænse	определить	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
moderat	умеренных	moderat	умеренный	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;PL
moderat	умеренные	moderat	умеренный	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
moderat	умеренно	moderat	умеренно	ADJ;INDF;MASC+FEM;SG	ADV
brændende	сжигание	brænde	сжигание	V;PRS;V.PTCP	N;INAN;NOM;NEUT;SG
friends	друзей	friends	друг	V;PRS;V.PTCP	N;ANIM;GEN;MASC;PL
friends	друзья	friends	друг	V;PRS;V.PTCP	N;ANIM;NOM;MASC;PL
gemt	скрыты	gemme	скрыть	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
gemt	скрытые	gemme	скрыть	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
gemt	сохранены	gemme	сохранить	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
tang	тан	tang	тан	N;INDF;MASC+FEM;SG	PART
tang	водоросли	tang	водоросль	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
tang	щипцы	tang	щипец	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
opretter	создается	oprette	создаваться	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
opretter	создайте	oprette	создать	V;IND;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
opretter	создание	oprette	создание	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
opretter	создание	oprette	создание	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
opretter	творец	oprette	творец	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
opretter	создатель	oprette	создатель	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
midterste	средняя	midter	средний	ADJ;DEF;RL	ADJ;NOM;FEM;SG
midterste	ближнем	midter	ближний	ADJ;DEF;RL	ADJ;ESS;MASC;SG
midterste	средний	midter	средний	ADJ;DEF;RL	ADJ;NOM;MASC;SG
midterste	среднее	midter	средний	ADJ;DEF;RL	ADJ;NOM;NEUT;SG
forkerte	неправильный	forkert	неправильный	ADJ;PL	ADJ;NOM;MASC;SG
forkerte	неправильно	forkert	неправильный	ADJ;PL	ADJ;NEUT;SG
forkerte	неверно	forkert	неверный	ADJ;PL	ADJ;NEUT;SG
affald	отходы	affald	отходы	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
affald	отходов	affald	отходы	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
affald	отходы	affald	отходы	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
suzuki	suzuki	suzuki	suzuki		PROPN
jelena	елена	jelena	елена		N;ANIM;NOM;FEM;SG
medina	медина	medina	медин		N;INAN;NOM;FEM;SG
medina	медины	medina	медина		N;INAN;NOM;FEM;PL
medina	медину	medina	медин		N;INAN;ACC;FEM;SG
medina	медине	medina	медин		N;INAN;DAT;MASC;SG
konrad	конрад	konrad	конрад		N;ANIM;NOM;MASC;SG
kæmpet	сражались	kæmpe	сражаться	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN;MID
filmet	снимали	film	снимать	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN;ACT
arkiveret	архив	arkivere	архив	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
larsson	ларссон	larsson	ларссон		N;ANIM;NOM;MASC;SG
footballdatabase	footballdatabase	footballdatabase	footballdatabase	N;INDF;MASC+FEM;SG	PROPN
sorg	печали	sorg	печаль	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
sorg	грусти	sorg	грусть	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
sorg	печали	sorg	печаль	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
olof	олаф	olof	олаф	PROPN	N;ANIM;NOM;MASC;SG
anseelse	репутации	anseelse	репутация	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
smed	кузнец	smide	кузнец	V;IND;PST;FIN;ACT	N;ANIM;NOM;MASC;SG
absolutte	абсолютной	absolutte	абсолютный	ADJ;PL	ADJ;INS;FEM;SG
absolutte	абсолютный	absolutte	абсолютный	ADJ;PL	ADJ;NOM;MASC;SG
absolutte	абсолютная	absolutte	абсолютный	ADJ;PL	ADJ;NOM;FEM;SG
absolutte	абсолютное	absolutte	абсолютный	ADJ;PL	ADJ;NOM;NEUT;SG
aske	аш	aske	аш	N;INDF;NEUT;SG	
davies	дэвис	davie	дэвис		N;ANIM;NOM;MASC;SG
sår	раны	sår	рана	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
trine	кейт	trine	кейт		N;ANIM;NOM;FEM;SG
identificeret	выявленные	identificere	выявить	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
afskediget	выписали	afskedige	выписать	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
money	money	money	money		PROPN
money	деньги	money	деньги		N;INAN;NOM;FEM;PL
knut	кнут	knut	кнут		N;ANIM;NOM;MASC;SG
leeds	лидс	leeds	лидс		N;INAN;NOM;MASC;SG
protein	белки	protein	белок	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
protein	белков	protein	белок	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL
protein	белки	protein	белок	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
netværket	сети	netværk	сеть	N;DEF;NEUT;SG	N;INAN;NOM;FEM;PL
netværket	network	netværk	network	N;DEF;NEUT;SG	PROPN
roberto	роберто	roberto	роберто		N;INAN;NOM;MASC;SG
genetisk	генетически	genetisk	генетически	ADJ;INDF;SG	ADV
genetisk	генетических	genetisk	генетический	ADJ;INDF;SG	ADJ;GEN;PL
genetisk	генетические	genetisk	генетический	ADJ;INDF;SG	ADJ;NOM;PL
tømmer	древесина	tømme	древесина	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
intellektuelle	интеллектуалов	intellektuel	интеллектуал	ADJ;PL	N;ANIM;GEN;MASC;PL
intellektuelle	интеллектуальной	intellektuel	интеллектуальный	ADJ;PL	ADJ;INS;FEM;SG
intellektuelle	интеллектуальная	intellektuel	интеллектуальный	ADJ;PL	ADJ;NOM;FEM;SG
rangering	маневровой	rangering	маневровый	N;INDF;MASC+FEM;SG	ADJ;INS;FEM;SG
tempo	темпы	tempo	темп	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
ibm	ibm	ibm	ibm	N;INDF;MASC+FEM;SG	PROPN
udtrykt	выраженные	udtrykke	выразить	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
berkeley	беркли	berkeley	беркль		N;INAN;NOM;MASC;SG
indkomst	доходы	indkomst	доход	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
indkomst	поступления	indkomst	поступление	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
indkomst	доходы	indkomst	доход	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
faldne	упал	falden	падать	ADJ;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
faldne	пал	falden	пасть	ADJ;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
tegneserie	comic	tegneserie	comic	N;INDF;MASC+FEM;SG	PROPN
koalition	коалиции	koalition	коалиция	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
indstillede	настроен	indstille	настроить	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
forever	навеки	foreve	навеки	N;INDF;MASC+FEM;SG	ADV
forever	forever	foreve	forever	N;INDF;MASC+FEM;SG	PROPN
forever	навсегда	foreve	навсегда	N;INDF;MASC+FEM;SG	ADV
forever	вечно	foreve	вечно	N;INDF;MASC+FEM;SG	ADV
perron	платформы	perron	платформа	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
omar	омар	omar	омар	PROPN	N;ANIM;NOM;MASC;SG
blok	заблокировать	blok	блокировать	N;INDF;MASC+FEM;SG	V;PFV;NFIN;ACT
blok	блокировать	blok	блокировать	N;INDF;MASC+FEM;SG	V;IPFV;NFIN;ACT
spænder	пряжки	spænde	пряжка	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
klinisk	клинических	klinisk	клинический	ADV	ADJ;GEN;PL
word	word	word	word	N;INDF;MASC+FEM;SG	PROPN
allmusic	allmusic	allmusic	allmusic	N;INDF;NEUT;SG	PROPN
gult	желтые	gult	желтый	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
palme	ладони	palme	ладонь	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
palme	palm	palme	palm	N;INDF;MASC+FEM;SG	PROPN
opad	восходящей	opad	восходить	ADV	V;IPFV;INS;FEM;SG;PRS;V.PTCP;ACT
airways	airways	airway	airways		PROPN
maksimalt	максимальный	maksimalt	максимальный	ADV	ADJ;NOM;MASC;SG
maksimalt	максимальное	maksimalt	максимальный	ADV	ADJ;NOM;NEUT;SG
maksimalt	максимальная	maksimalt	максимальный	ADV	ADJ;NOM;FEM;SG
maksimalt	максимум	maksimalt	максимум	ADV	N;INAN;NOM;MASC;SG
hør	льна	høre	лен	V;IMP	N;INAN;GEN;MASC;SG
defensiv	оборонительные	defensiv	оборонительный	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
købes	купить	købe	купить	V;IND;PRS;NFIN;PASS	V;PFV;NFIN;ACT
købes	покупать	købe	покупать	V;IND;PRS;NFIN;PASS	V;IPFV;NFIN;ACT
købes	приобретенные	købe	приобрести	V;IND;PRS;NFIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
købes	купил	købe	купить	V;IND;PRS;NFIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
købes	купили	købe	купить	V;IND;PRS;NFIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
købes	купил	købe	купить	V;IND;PRS;NFIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
købes	купила	købe	купить	V;IND;PRS;NFIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
janeiro	жанейро	janeiro	жанейро		N;INAN;NOM;MASC;SG
gotha	гота	gotha	гот		N;INAN;NOM;FEM;SG
forbeholdt	защищены	forbeholde	защитить	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
indvandring	миграции	indvandring	миграция	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
salvador	сальвадор	salvador	сальвадор		N;INAN;NOM;MASC;SG
duke	герцог	duke	герцог		N;ANIM;NOM;MASC;SG
duke	дюк	duke	дюк		N;ANIM;NOM;MASC;SG
mønt	монеты	mønt	монета	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
isaac	айзек	isaac	айзек		N;ANIM;NOM;MASC;SG
isaac	исаак	isaac	исаак		N;ANIM;NOM;MASC;SG
myspace	myspace	myspace	myspace	N;INDF;NEUT;SG	PROPN
forhandle	переговоры	forhandle	переговоры	V;NFIN;ACT	N;INAN;NOM;MASC;PL
lis	лиз	lis	лиз		N;ANIM;NOM;FEM;SG
lis	лис	lis	лис		N;INAN;NOM;MASC;SG
pour	залить	pour	залить		V;PFV;NFIN;ACT
tyk	толщиной	tyk	толщина	ADJ;INDF;MASC+FEM;SG	N;INAN;INS;FEM;SG
tyk	толстые	tyk	толстый	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
påvirkede	повлияла	påvirke	влиять	V;PL;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
