और	og	और	og		CONJ
मोम	voksing	मोम	voksing		N;INDF;FEM;SG
मोम	wax	मोम	wax		N;INDF;MASC;SG
सूअर	griser	सूअर	grise	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सौदे	tilbud	सौदा	tilbud	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
सौदे	deal	सौदा	deal	N;NOM;MASC;PL;3	N;INDF;MASC;SG
सौदे	avtale	सौदा	avtale	N;NOM;MASC;PL;3	N;INDF;MASC;SG
वर्जीनिया	virginia	वर्जीनिया	virgini	PROPN;NOM;MASC;SG;3	PROPN
संतों	saints	संत	sain	N;ACC;MASC;PL;3	N;INDF;MASC;SG
घूम	spinner	घूम	spinner	V;ACT	N;INDF;FEM;PL
घूम	spinning	घूम	spinning	V;ACT	N;INDF;FEM;SG
केंद्रों	sentre	केंद्र	senter	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
कार्यात्मक	funksjonell	कार्यात्मक	funksjonell	N;NOM;MASC;SG;3	ADJ;INDF;SG
रचनाएं	kreasjoner	रचना	kreasjon	N;NOM;FEM;PL;3	N;INDF;MASC;SG
रचनाएं	komposisjoner	रचना	komposisjon	N;NOM;FEM;PL;3	N;INDF;MASC;SG
बुश	busk	बुश	busk	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बुश	bush	बुश	bush	PROPN;NOM;MASC;SG;3	N;INDF;SG
बुश	busken	बुश	busk	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
सपने	drømmen	सपना	drømme	N;NOM;MASC;PL;3	N;DEF;MASC;SG
सपने	drømme	सपना	drømme	N;NOM;MASC;PL;3	V;IMP;NFIN
सपने	dream	सपना	dreame	N;NOM;MASC;PL;3	N;INDF;MASC;SG
सपने	drøm	सपना	drøm	N;NOM;MASC;PL;3	N;INDF;MASC;SG
सपने	dreams	सपना	dreams	N;NOM;MASC;PL;3	N;INDF;SG
सपने	drømmer	सपना	drømme	N;NOM;MASC;PL;3	V;IND;PRS;FIN
आश्चर्यजनक	forbausende	आश्चर्यजनक	forbausende	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
आश्चर्यजनक	overraskende	आश्चर्यजनक	overraskende	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
छाती	brystkasse	छाती	brystkasse	V;IPFV;FEM;SG;V.PTCP;ACT	N;INDF;FEM;SG
छाती	brystet	छाती	bryst	V;IPFV;FEM;SG;V.PTCP;ACT	N;DEF;NEUT;SG
यम	yam	यम	yam		N;INDF;MASC;SG
यम	yum	यम	yum		N;INDF;MASC;SG
यम	pluto	यम	pluto		N;INDF;NEUT;SG
हड्डियों	bones	हड्डी	bones	N;ACC;FEM;PL;3	N;INDF;NEUT;SG
फ्रांसिस	francis	फ्रांसिस	francis	PROPN;NOM;MASC;SG;3	N
खिलाडी	spillere	खिलाडी	spillere	N;NOM;MASC;SG;3	V;NFIN
पाइप	rørene	पाइप	røre	N;NOM;MASC;SG;3	N;DEF;FEM;PL
खलनायक	skurker	खलनायक	skurke	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ईस्टवुड	eastwood	ईस्टवुड	eastwood	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मैक्सिको	mexico	मैक्सिको	mexico	PROPN;NOM;MASC;SG;3	PROPN
जज	dommer	जज	dommer	N;NOM;MASC;SG;3	N;INDF;FEM;PL
नरसिंह	narasimha	नरसिंह	narasimhe	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
पुरातन	antikk	पुरातन	antikk		N;INDF;MASC;SG
अल्फा	alpha	अल्फा	alpha		N
अल्फा	alfa	अल्फा	alfe		N;INDF;MASC;SG
डालर	dollar	डालर	dollar	N;NOM;MASC;SG;3	N;INDF;MASC;PL
छद्म	pseudo	छद्म	pseudo		N;INDF;MASC;SG
ऑटोमोबाइल	biler	ऑटोमोबाइल	bile	N;NOM;MASC;SG;3	N;INDF;MASC;PL
राउंड	rundt	राउंड	rundt	N;NOM;MASC;SG;3	ADP
राउंड	rund	राउंड	rund	N;NOM;MASC;SG;3	ADJ;INDF;SG
बेरी	beri	बेरी	beri	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
बेरी	berry	बेरी	berry	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
नरम	myke	नरम	myke		N;INDF;NEUT;SG
नरम	mykt	नरम	mykt		N;INDF;MASC;SG
नरम	soft	नरम	soft		N;INDF;NEUT;SG
नरम	myk	नरम	mykje		N;INDF;MASC;SG
रोमांटिक	romantiske	रोमांटिक	romantisk	N;NOM;MASC;SG;3	ADJ;PL
रोमांटिक	romantisk	रोमांटिक	romantisk	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
गेंदबाज	bowler	गेँदबाज	bowle	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जन्मदिन	fødselsdager	जन्मदिन	fødselsdag	N;NOM;MASC;SG;3	N;INDF;MASC;PL
काँच	glass	काँच	glass		N;INDF;NEUT;SG
नेट	net	नेट	net		N;INDF;MASC;SG
नेट	nett	नेट	nett		ADV
नेट	netto	नेट	netto		N;INDF;FEM;SG
जेरिको	jericho	जेरिको	jericho	PROPN;NOM;MASC;SG;3	N
टैगोर	tagore	टैगोर	tagor	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
हॉप	hopp	हॉप	hopp	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
हॉप	hop	हॉप	hop	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
उत्परिवर्तन	mutasjon	उत्परिवर्तन	mutasjon	N;NOM;MASC;PL;3	N;INDF;MASC;SG
ओपेरा	opera	ओपेरा	opera	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ओपेरा	operaen	ओपेरा	opera	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
जार्ज	george	जार्ज	george	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जार्ज	georg	जार्ज	georg	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कौर	kaur	कौर	kaur	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
बिल्ली	tamkatt	बिल्ली	tamkatt	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
बिल्ली	katt	बिल्ली	katt	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
बिल्ली	cat	बिल्ली	cat	PROPN;NOM;FEM;SG;3	N;INDF;SG
क्रियाएँ	verb	क्रिया	verb	N;NOM;FEM;PL;3	N;INDF;NEUT;SG
क्रियाएँ	aktivitet	क्रिया	aktivitet	N;NOM;FEM;PL;3	N;INDF;MASC;SG
वैली	wally	वैला	wally		N;INDF;MASC;SG
याचिका	underskriftskampanje	याचिका	underskriftskampanje	N;NOM;FEM;SG;3	N;DEF;MASC;PL
स्नेह	omtanke	स्नेह	omtanke		N;INDF;MASC;SG
स्नेह	hengivenhet	स्नेह	hengivenh		N;DEF;MASC;SG
जैक्सन	jackson	जैक्सन	jackson	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कॉपी	kopierte	कॉपी	kopiere		ADJ;PL;V.PTCP
कॉपी	kopiert	कॉपी	kopiere		ADJ;INDF;NEUT;SG;V.PTCP
कॉपी	kopi	कॉपी	kopi		N;INDF;MASC;SG
कॉपी	kopier	कॉपी	kopier		N;INDF;MASC;SG
कॉपी	eksemplarer	कॉपी	eksemplare		N;INDF;FEM;PL
केप	cape	केप	cape	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
केप	kapp	केप	kapp	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
भेजी	sendt	भेज	sende	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
मौजूदगी	tilstedeværelse	मौजूदगी	tilstedeværelse	N;NOM;FEM;SG;3	ADJ;PL
बम्बई	bombay	बम्बई	bombay	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
प्रेरक	motiverende	प्रेरक	motiverende	PROPN;NOM;MASC;SG;3	ADJ;PL
पंप	pumpa	पंप	pumpe	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
सील	segl	सील	segl		N;INDF;NEUT;SG
सील	sel	सील	selje		V;IND;PRS;FIN
सील	seglet	सील	segl		N;DEF;NEUT;SG
सील	seal	सील	seil		N;INDF;MASC;SG
आभासी	virtuelt	आभासी	virtuell	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
आभासी	virtuell	आभासी	virtuell	N;NOM;MASC;SG;3	ADJ;INDF;SG
सलीम	salim	सलीम	salim	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डेविस	davis	डेविस	davis	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
होस्ट	vert	होस्ट	verte	N;NOM;MASC;SG;3	V;IND;PRS;FIN
होस्ट	arrangører	होस्ट	arrangøre	N;NOM;MASC;SG;3	N;INDF;FEM;PL
होस्ट	verter	होस्ट	verte	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ऋणात्मक	negativt	ऋणात्मक	negativ	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
ऋणात्मक	negative	ऋणात्मक	negativ	N;NOM;MASC;SG;3	ADJ;PL
ऋणात्मक	negativ	ऋणात्मक	negativ	N;NOM;MASC;SG;3	ADJ;INDF;SG
जवान	ungt	जवान	ung	N;NOM;MASC;PL;3	ADJ;INDF;NEUT;SG
जवान	young	जवान	young	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
जवान	ung	जवान	ung	N;NOM;MASC;PL;3	ADJ;INDF;SG
जवान	unge	जवान	ung	N;NOM;MASC;PL;3	ADJ;PL
सूफी	sufi	सूफी	sufi	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डॉग	bikkje	डॉग	bikkje	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
डॉग	hund	डॉग	hund	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डॉग	bikkja	डॉग	bikkje	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
टैक्सी	drosjer	टैक्सी	drosje	N;NOM;FEM;SG;3	N;INDF;MASC;PL
अचल	ubevegelig	अचल	ubevegelig		ADJ;INDF;NEUT;SG
पेरू	peru	पेरू	peru	PROPN;NOM;MASC;SG;3	N;INDF;SG
परिणत	forvandles	परिणत	forvandles	ADJ	N;INDF;MASC;SG
परिणत	forvandler	परिणत	forvandle	ADJ	N;INDF;FEM;PL
भूरा	brown	भूरा	brown	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
भूरा	brune	भूरा	brune	PROPN;NOM;MASC;SG;3	ADJ;PL
भूरा	brunt	भूरा	brun	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
भूरा	brun	भूरा	brun	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
भूरा	browns	भूरा	bropn	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
यूनिक्स	unix	यूनिक्स	unix	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
गार्ड	vakter	गार्ड	vakt	N;NOM;MASC;SG;3	N;INDF;FEM;PL
गिना	telte	गिना	telje	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PL;V.PTCP
गिना	talte	गिना	telje	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PL;V.PTCP
गिना	telles	गिना	telles	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
पाण्डेय	pandey	पांडेय	pandey	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ब्राह्मी	brahmi	ब्राह्मी	brahmi	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बेसिक	grunnleggende	बेसिक	grunnleggende	PROPN;NOM;SG;3	N;INDF;MASC;SG
बेसिक	basic	बेसिक	basic	PROPN;NOM;SG;3	N;INDF;NEUT;SG
अलास्का	alaska	अलास्का	alaske	PROPN;NOM;FEM;SG;3	N;DEF;FEM;SG
रुद्र	rudra	रुद्र	rudre	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अंगूर	druer	अंगूर	dru	N;NOM;MASC;SG;3	N;INDF;FEM;PL
विश्वव्यापी	globalt	विश्वव्यापी	global	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
लेनी	leni	ले	leni	V;FEM;NFIN;ACT	N;INDF;MASC;SG
देह	body	देह	body		N
देह	legeme	देह	legeme		N;INDF;NEUT;SG
देह	kropp	देह	kropp		N;INDF;MASC;SG
देह	kroppen	देह	kropp		N;DEF;MASC;SG
देह	lik	देह	lik		ADJ;INDF;SG
देह	deh	देह	deh		N;INDF;MASC;SG
जौ	barley	जौ	barley		N;INDF;MASC;SG
खाई	grøft	खा	grøft	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;FEM;SG
खाई	grøfta	खा	grøft	V;PFV;FEM;SG;V.PTCP;ACT	N;DEF;FEM;SG
रेड्डी	reddy	रेड्डी	reddy	PROPN;NOM;SG;3	N;INDF;MASC;SG
लौटे	returnert	लौट	returnere	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
ढांचा	rammer	ढांचा	ramme	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चैन	chan	चैन	chan		PROPN
चैन	kjede	चैन	kjede		N;INDF;MASC;SG
चैन	kjetting	चैन	kjetting		N;INDF;FEM;SG
भ्रष्ट	korrupt	भ्रष्ट	korrupt	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
भ्रष्ट	korrupte	भ्रष्ट	korrupt	PROPN;NOM;MASC;SG;3	ADJ;PL
भ्रष्ट	korrupt	भ्रष्ट	korrupt	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
भ्रष्ट	fordervet	भ्रष्ट	forderv	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;SG
बंगला	bangla	बंगला	bangle	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
पैक	pakk	पैक	pakk	N;NOM;MASC;SG;3	V;IMP;FIN
इराक़	irak	इराका	irak	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
वाइन	vin	वाइन	vin		N;INDF;MASC;SG
फारस	persia	फारस	persiu	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
शतरंज	chess	शतरंज	chess	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
शतरंज	sjakk	शतरंज	sjakk	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ग्रीष्म	summers	ग्रीष्म	summers		N;INDF;MASC;SG
ग्रीष्म	somre	ग्रीष्म	somre		N;INDF;MASC;SG
ग्रीष्म	sommeren	ग्रीष्म	sommer		ADJ;INDF;SG
ग्रीष्म	summer	ग्रीष्म	summer		N;INDF;NEUT;SG
ग्रीष्म	sommer	ग्रीष्म	sommer		N;INDF;MASC;SG
बेल्ट	belter	बेल्ट	belte		N;INDF;NEUT;PL
बेल्ट	belte	बेल्ट	belte		N;INDF;NEUT;SG
प्लेस	sted	प्लेस	stå	N;NOM;FEM;SG;3	
खां	khan	खाँ	khan	PROPN;NOM;MASC;SG;3	N
खां	khanen	खाँ	khan	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
मीना	mina	मीना	mine	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
नॉन	non	नॉन	non		N;INDF;SG
एलिजाबेथ	elizabeth	एलिजाबेथ	elizabeth	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
एलिजाबेथ	elisabeth	एलिजाबेथ	elisabeth	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
डिएगो	diego	डिएगो	diego	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
रांची	ranchi	रांची	ranchi	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
पैट्रिक	patrick	पैट्रिक	patrick	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
विक्टर	viktor	विक्टर	viktor	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
विक्टर	victor	विक्टर	victor	PROPN;NOM;MASC;SG;3	N
यूरेनियम	uran	यूरेनियम	uran	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
भुवनेश्वर	bhubaneswar	भुवनेश्वर	bhubaneswe	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ड्रीम	drømmen	ड्रीम	drømme	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
ड्रीम	drømme	ड्रीम	drømme	PROPN;NOM;MASC;SG;3	V;IMP;NFIN
ड्रीम	dream	ड्रीम	dreame	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ड्रीम	drøm	ड्रीम	drøm	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
तुरन्त	omgående	तुरन्त	omgående		N;INDF;NEUT;SG
तुरन्त	øyeblikkelig	तुरन्त	øyeblikkelig		N;INDF;MASC;SG
तुरन्त	straks	तुरन्त	straks		ADV
तुरन्त	umiddelbart	तुरन्त	umiddelbar		ADJ;INDF;NEUT;SG
तुरन्त	øyeblikkelig	तुरन्त	øyeblikkelig		N;INDF;MASC;SG
तुरन्त	umiddelbart	तुरन्त	umiddelbar		ADJ;INDF;NEUT;SG
तुरन्त	momentant	तुरन्त	momentant		N;INDF;MASC;SG
क्लबों	club	क्लब	club	N;ACC;MASC;PL;3	N;INDF;MASC;SG
क्लबों	klubb	क्लब	klubb	N;ACC;MASC;PL;3	N;INDF;MASC;SG
छीन	snappet	छीन	snapp	V;ACT	N;DEF;NEUT;SG
जड़ें	roots	जड़	roots	N;NOM;FEM;PL;3	N;INDF;NEUT;SG
सरसों	sennep	सरस	sennep	N;ACC;MASC;PL;3	N;INDF;MASC;SG
इमाम	imam	इमाम	imam	N;NOM;MASC;SG;3	PROPN
वार्नर	advarer	वार्नर	advare	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN
वार्नर	warner	वार्नर	warner	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सिस्टम्स	systems	सिस्टम	systems	N;NOM;MASC;PL;3	N;INDF;SG
सिस्टम्स	system	सिस्टम	system	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
चलना	walking	चल	walking	V;MASC;NFIN;ACT	N;INDF;FEM;SG
चलना	vandrende	चल	vandrende	V;MASC;NFIN;ACT	N;INDF;FEM;SG
चलना	vandring	चल	vandring	V;MASC;NFIN;ACT	N;INDF;FEM;SG
चलना	gange	चल	gange	V;MASC;NFIN;ACT	N;INDF;MASC;SG
चलना	spasertur	चल	spasertur	V;MASC;NFIN;ACT	N;INDF;MASC;SG
चलना	walk	चल	walk	V;MASC;NFIN;ACT	N;INDF;MASC;SG
समितियों	komité	समिति	komité	N;ACC;FEM;PL;3	N;INDF;MASC;SG
मसाले	krydder	मसाला	krydder	N;NOM;MASC;SG;3	N;INDF;FEM;PL
लेबनान	libanon	लेबनान	libanon	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
स्वीडिश	svenske	स्वीडिश	svensk	PROPN;NOM;MASC;SG;3	ADJ;PL
स्वीडिश	svensk	स्वीडिश	svensk	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
स्वीडिश	sweden	स्वीडिश	swede	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
स्वीडिश	sverige	स्वीडिश	sverige	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
एडम्स	adams	एडम्स	adams	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मंत्रिमंडल	departementene	मंत्रिमंडल	departement	N;NOM;MASC;SG;3	N;DEF;FEM;PL
सिखों	sikh	सिख	sikh	N;ACC;MASC;PL;3	N;INDF;MASC;SG
सिखों	sikher	सिख	sikher	N;ACC;MASC;PL;3	N;INDF;MASC;SG
लेट	seint	लेट	sein	N;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG
जेरी	jere	जेरी	jere	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जेरी	jerry	जेरी	jerry	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
पतला	mager	पतला	mager	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
पतला	skinny	पतला	skinny	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
पतला	slank	पतला	slank	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
पतला	slim	पतला	slim	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
पतला	tynne	पतला	tynn	ADJ;NOM;MASC;SG	ADJ;PL
न्यूज	nyheter	न्यूज	nyhet	N;NOM;FEM;SG;3	N;INDF;FEM;PL
आइलैंड	øya	आइलैंड	øy	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
आइलैंड	island	आइलैंड	island	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
आइलैंड	øy	आइलैंड	øy	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
कमर	qamar	कमर	qame	N;NOM;FEM;SG;3	N;INDF;MASC;PL
कैमरे	kameraer	कैमरा	kamera	N;NOM;MASC;SG;3	N;INDF;MASC;PL
कमाल	kjempebra	कमाल	kjempebr		N;INDF;MASC;SG
कमाल	heftig	कमाल	heftig		ADJ;INDF;NEUT;SG
कमाल	rått	कमाल	rå		ADJ;INDF;NEUT;SG
उठाना	oppdrar	उठा	oppdrar	V;MASC;NFIN;ACT	N;INDF;MASC;SG
उठाना	oppdra	उठा	oppdra	V;MASC;NFIN;ACT	N;INDF;MASC;SG
कॉमिक	comic	कॉमिक	comic		N
क्वार्टर	kvart	क्वार्टर	kvar	N;NOM;MASC;SG;3	DET;NEUT;SG
मॉनमाउथ	monmouth	मॉनमाउथ	monmouth	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
लाइनों	lines	लाइन	line	N;ACC;FEM;PL;3	N;INDF;NEUT;SG
लाइनों	replikker	लाइन	replikker	N;ACC;FEM;PL;3	N;INDF;MASC;SG
सूखा	dry	सूखा	dry	PROPN;NOM;MASC;SG;3	N;INDF;SG
सूखा	tørt	सूखा	tørr	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
सूखा	tørr	सूखा	tørr	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
सूखा	tørk	सूखा	tørk	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सूखा	tørke	सूखा	tørke	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
रहस्यमय	mystisk	रहस्यमय	mystisk	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
इस्लामिक	islamsk	इस्लामिक	islamsk	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
रजिस्टर	registrerer	रजिस्टर	registrere	N;NOM;MASC;SG;3	V;IND;PRS;FIN
रजिस्टर	registrer	रजिस्टर	registre	N;NOM;MASC;SG;3	N;INDF;MASC;PL
रजिस्टर	registrere	रजिस्टर	registrere	N;NOM;MASC;SG;3	V;NFIN
सिंगल	single	सिंगल	single	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सिंगल	singel	सिंगल	singel	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सिंगल	enslig	सिंगल	enslig	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
अनूदित	oversatt	अनूदित	oversatt	PROPN;NOM;MASC;SG;3	
अनूदित	oversettes	अनूदित	oversetje	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अनूदित	oversatte	अनूदित	oversatte	PROPN;NOM;MASC;SG;3	ADJ;SG;V.PTCP
चमत्कार	mirakler	चमत्कार	mirakle	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चमत्कार	underverker	चमत्कार	underverke	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अमृता	amrita	अमृता	amrita	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
गेट्स	gates	गेट्स	gate	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
गेट्स	porter	गेट्स	porter	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डैनियल	daniel	डैनियल	daniel	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
फिलाडेल्फिया	philadelphia	फिलाडेल्फिया	philadelphia	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
स्पैनिश	spansk	स्पैनिश	spansk	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
गोरखा	gurkha	गोरखा	gurkha	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
एफबीआई	fbi	एफबीआई	fbi	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
कैमरून	kamerun	कैमरून	kamerun	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
संतोष	tilfredshet	संतोष	tilfredshet	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
संतोष	tilfredsstillelse	संतोष	tilfredsstillelse	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
संतोष	oppreisning	संतोष	oppreisning	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
संतोष	tilfredshet	संतोष	tilfredshet	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कथाएं	tales	कथाएं	tales	N;NOM;FEM;PL;3	N;INDF;NEUT;SG
रोलिंग	ruller	रोलिंग	ruller	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
रोलिंग	rullende	रोलिंग	rullende	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
रोलिंग	rolling	रोलिंग	rolling	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
रोलिंग	rowling	रोलिंग	rowling	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
सजावट	dekorasjonene	सजावट	dekorasjon	N;NOM;FEM;SG;3	N;DEF;FEM;PL
टेरी	terry	टेरी	terry	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अस्थिर	lunefull	अस्थिर	lunefull		ADJ;INDF;NEUT;SG
अस्थिर	ustabilt	अस्थिर	ustabil		ADJ;INDF;NEUT;SG
अस्थिर	ustabile	अस्थिर	ustabil		ADJ;PL
अस्थिर	ustabil	अस्थिर	ustabil		ADJ;INDF;SG
राख	aske	राख	aske		N;INDF;MASC;SG
राख	asken	राख	ask		N;DEF;MASC;SG
राख	aske	राख	aske		N;INDF;MASC;SG
राख	ash	राख	ash		PROPN
पार्टियों	partier	पार्टी	parti	N;ACC;FEM;PL;3	N;INDF;NEUT;SG
इन्टरनेट	avbryter	इन्टरनेट	avbryte	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जीवंत	livlig	जीवंत	livlig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
अनुवादक	oversetter	अनुवादक	oversetter	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अनुवादक	oversettere	अनुवादक	oversettere	N;NOM;MASC;SG;3	V;NFIN
शोक	sørger	शोक	sørge	N;NOM;MASC;SG;3	V;IND;PRS;FIN
दिलचस्प	interresant	दिलचस्प	interresant	ADJ	N;INDF;MASC;SG
संयम	selvbeherskelse	संयम	selvbeherskelse		N;INDF;MASC;SG
संयम	tilbakeholdenhet	संयम	tilbakeholdenhet		N;DEF;MASC;SG
संयम	edru	संयम	edru		N;INDF;MASC;SG
आँखें	øyne	आँख	øyne	N;NOM;FEM;PL;3	N;INDF;NEUT;SG
कच्चा	raw	कच्चा	raw	ADJ;NOM;MASC;SG	N
कच्चा	rå	कच्चा	rå	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
शाप	forbannelse	शाप	forbannelse		N;INDF;MASC;SG
कैपिटल	capitals	कैपिटल	capitals	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कैपिटल	capitol	कैपिटल	capitol	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
