den	de	den	de	PRO;DEF;MASC+FEM;SG	PRO;NOM;PL;3
airlines	flyselskaber	airlines	flyselskab	PROPN;NOM	N;INDF;NEUT;PL
airlines	airlines	airlines	airline	PROPN;NOM	N;INDF;MASC+FEM;SG
airlines	luftfartsselskaber	airlines	luftfartsselskab	PROPN;NOM	N;INDF;NEUT;PL
ole	ole	ole	ole	PROPN;NOM	PROPN
ritade	drew	rita	drew	V;IND;PST;FIN;ACT	
påverkan	virkninger	påverkan	virkning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
påverkan	impact	påverkan	impact	N;NOM;INDF;MASC+FEM;SG	
påverkan	indflydelsen	påverkan	indflydelse	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
påverkan	påvirkninger	påverkan	påvirkning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
påverkan	indvirkninger	påverkan	indvirkning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
skulptur	skulpturer	skulptur	skulptur	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
herat	herat	hera	herat	N;NOM;DEF;NEUT;SG	PROPN
kvartsfinal	kvartfinalen	kvartsfinal	kvartfinale	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
uteslutande	udelukkelse	uteslutande	udelukkelse	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC+FEM;SG
uteslutande	udstødelse	uteslutande	udstødelse	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC+FEM;SG
uteslutande	udelukkende	uteslutande	udelukkende	ADJ;NOM;PRS;V.PTCP	ADV
utgivare	forlægger	utgivare	forlægge	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
utgivare	udgiver	utgivare	udgive	N;NOM;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
utgivare	forlag	utgivare	forlag	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
utgivare	forlag	utgivare	forlag	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
yunnan	yunnan	yunna	yunnan	PROPN;NOM	
kol	carbon	kol	carbon	N;NOM;INDF;NEUT;SG	
chiapas	chiapas	chiapa	chiapas	PROPN;GEN	
cundinamarca	cundinamarca	cundinam	cundinamarca	ADJ;NOM;DEF;SG	N;INDF;MASC+FEM;SG
offer	ofre	offer	offer	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
offer	ofre	offer	offer	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
offer	ofrene	offer	offer	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;PL
offer	offeret	offer	offer	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
offer	ofret	offer	ofre	N;NOM;INDF;NEUT;SG	V;INDF;SG;PST;V.PTCP
wells	boringer	wells	boring	PROPN;NOM	N;INDF;MASC+FEM;PL
wells	brønde	wells	brønd	PROPN;NOM	N;INDF;MASC+FEM;PL
wells	wells	wells	wells	PROPN;NOM	
rika	rig	rik	rig	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
rika	rich	rik	rich	ADJ;NOM;PL	
rika	rigt	rik	rigt	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
avslutas	slutter	avsluta	slutte	V;IND;PRS;FIN;PASS	V;IND;PRS;FIN;ACT
avslutas	ender	avsluta	ende	V;IND;PRS;FIN;PASS	V;IND;PRS;FIN;ACT
kapacitet	kapaciteter	kapacitet	kapacitet	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
kapacitet	kapaciteten	kapacitet	kapacitet	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
kapacitet	kapaciteter	kapacitet	kapacitet	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
kapacitet	evner	kapacitet	evne	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
australiska	australsk	australisk	australsk	ADJ;NOM;PL	ADJ;INDF;SG
personlig	personlige	personlig	personlig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
personlig	personligt	personlig	personligt	ADJ;NOM;INDF;MASC+FEM;SG	ADV
insats	operationen	insats	operation	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
gran	gran	gran	gran	N;NOM;INDF;MASC+FEM;SG	
gran	gran	gran	gran	N;NOM;INDF;MASC+FEM;SG	
paulus	poul	paulus	poul	PROPN;NOM	PROPN
paulus	paulus	paulus	paulus	PROPN;NOM	N;DEF;MASC+FEM;SG
paulus	paul	paulus	paul	PROPN;NOM	
skicka	sender	skicka	sende	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
skicka	afsendelse	skicka	afsendelse	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
skicka	indsender	skicka	indsende	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
skicka	sender	skicka	sende	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
bella	bella	bella	bella	PROPN;NOM	N;INDF;MASC+FEM;SG
utställningen	udstille	utställning	udstille	N;NOM;DEF;MASC+FEM;SG	V;NFIN;ACT
utställningen	udstilling	utställning	udstilling	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utställningen	fremvisning	utställning	fremvisning	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utställningen	udstilling	utställning	udstilling	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utställningen	udstillinger	utställning	udstilling	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
utställningen	opvisning	utställning	opvisning	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
länken	link	länk	link	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
orsak	årsagen	orsak	årsag	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
ankara	ankara	ankara	ankara	PROPN;NOM	PROPN
bert	bert	berta	bert	PROPN;NOM	
kyrkogård	kirkegårde	kyrkogård	kirkegårde	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
kyrkogård	kirkegården	kyrkogård	kirkegård	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
trafiken	trafik	trafik	trafik	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
konkurs	insolvens	konkurs	insolvens	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
läser	læses	läsa	læse	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
läser	læs	läsa	læs	V;IND;PRS;FIN;ACT	V;IMP
läser	læst	läsa	læse	V;IND;PRS;FIN;ACT	V;INDF;SG;PST;V.PTCP
läser	læsning	läsa	læsning	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
läser	aflæsning	läsa	aflæsning	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
buffalo	bøfler	buffalo	bøffel	PROPN;NOM	N;INDF;MASC+FEM;PL
buffalo	buffalo	buffalo	buffalo	PROPN;NOM	
buffalo	bøffel	buffalo	bøffel	PROPN;NOM	N;INDF;MASC+FEM;SG
utförd	henrettet	utföra	henrette	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
utförd	henrettede	utföra	henrettet	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
utförd	udførte	utföra	udføre	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
utförd	udført	utföra	udføre	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
tempel	templet	tempel	temple	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
tempel	temple	tempel	templ	N;NOM;INDF;NEUT;SG	
tempel	templer	tempel	tempel	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
mötet	møde	möte	møde	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
mötet	mødes	möte	mødes	N;NOM;DEF;NEUT;SG	V;NFIN;ACT
mötet	møder	möte	møde	N;NOM;DEF;NEUT;SG	V;IND;PRS;FIN;ACT
litteraturen	litteratur	litteratur	litteratur	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
åsa	asa	åsa	asa	PROPN;NOM	
åsa	åsa	åsa	åsa	PROPN;NOM	
erfarenhet	erfaringer	erfarenhet	erfaring	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
erfarenhet	oplev	erfarenhet	opleve	N;NOM;INDF;MASC+FEM;SG	V;IMP
euro	eur	euro	eur	N;NOM;INDF;NEUT;SG	ADV
euro	euroen	euro	euro	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
trinidad	trinidad	trinidad	trinidad	N;NOM;INDF;MASC+FEM;SG	
know	ved	know	vide	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
know	vide	know	vide	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
know	kender	know	kende	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
know	kend	know	kend	N;NOM;INDF;MASC+FEM;SG	V;IMP
china	china	chin	china	N;NOM;INDF;NEUT;SG	
china	kina	chin	kina	N;NOM;INDF;NEUT;SG	PROPN
matthew	matthew	matthew	matthew	PROPN;NOM	
flytande	flyder	flyta	flyde	ADJ;NOM;PRS;V.PTCP	V;IND;PRS;FIN;ACT
flytande	svæver	flyta	svæve	ADJ;NOM;PRS;V.PTCP	V;IND;PRS;FIN;ACT
flytande	væske	flyta	væske	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC+FEM;SG
skandinavien	skandinavien	skandinavien	skandinavien	PROPN;NOM	
skandinavien	norden	skandinavien	norden	PROPN;NOM	
skandinavien	skandinavisk	skandinavien	skandinavisk	PROPN;NOM	ADJ;INDF;SG
skandinavien	skandinavien	skandinavien	skandinavien	PROPN;NOM	
skandinavien	skandinaviske	skandinavien	skandinavisk	PROPN;NOM	ADJ;PL
institutioner	institutionerne	institution	institution	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
hell	hil	hell	hil	N;NOM;INDF;MASC+FEM;SG	
wallace	wallace	wallace	wallace	PROPN;NOM	N;INDF;MASC+FEM;SG
utsedd	udpegede	utse	udpege	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
utsedd	udpeget	utse	udpege	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
utsedd	udnævnt	utse	udnævne	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
utsedd	udnævnte	utse	udnævne	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
utsedd	udpeget	utse	udpege	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
utsedd	udnævnes	utse	udnævne	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
slovakien	slovakiet	slovakien	slovakium	PROPN;NOM	N;DEF;NEUT;SG
after	efter	after	efter	N;NOM;INDF;MASC+FEM;SG	ADV
tres	tres	tres	tres	N;NOM;INDF;NEUT;SG	
katherine	kathrine	katherine	kathrine	PROPN;NOM	N;INDF;MASC+FEM;SG
katherine	katherine	katherine	katherin	PROPN;NOM	N;INDF;MASC+FEM;SG
abra	abra	abra	abra	N;NOM;INDF;NEUT;SG	
tänkte	tænker	tänka	tænke	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;ACT
tänkte	tænkning	tänka	tænkning	V;IND;PST;FIN;ACT	N;INDF;MASC+FEM;SG
tänkte	overvejer	tänka	overveje	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;ACT
revolution	revolutionen	revolution	revolution	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
playa	playa	playa	playa	N;NOM;INDF;NEUT;SG	
båtar	bådene	båta	båd	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
båtar	både	båta	både	N;NOM;INDF;MASC+FEM;PL	ADV
lettland	letland	lettland	letland	PROPN;NOM	
lettland	letlands	lettland	letlands	PROPN;NOM	N;GEN;INDF;NEUT;SG
she	hun	she	hun	V;IMP;FIN;ACT	PRO;NOM;MASC+FEM;SG;3
australisk	australske	australisk	australsk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
byggnaderna	bygningers	byggnad	bygning	N;NOM;DEF;MASC+FEM;PL	N;GEN;INDF;MASC+FEM;PL
byggnaderna	bygninger	byggnad	bygning	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
byggnaderna	ejendomme	byggnad	ejendom	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC+FEM;PL
hav	haves	hav	have	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;PASS
hav	havene	hav	have	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;PL
hav	oceaner	hav	ocean	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
hav	sea	hav	sea	N;NOM;INDF;NEUT;SG	
hav	havet	hav	hav	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
hav	havet	hav	hav	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
hav	ocean	hav	ocean	N;NOM;INDF;NEUT;SG	
string	streng	string	streng	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
string	strengen	string	streng	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
andersen	andersen	anders	andersen	N;NOM;DEF;MASC+FEM;SG	PROPN
six	seks	six	seks	PROPN;NOM	NUM
six	six	six	six	PROPN;NOM	
svenskar	svenskerne	svensk	svensker	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
warszawa	warszawa	warszawa	warszawa	PROPN;NOM	
utgåvan	udgave	utgåva	udgave	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
utgåvan	edition	utgåva	edition	N;NOM;DEF;MASC+FEM;SG	
della	della	della	della	PROPN;NOM	
peterson	peterson	peterson	peterson	PROPN;NOM	N;INDF;MASC+FEM;SG
percy	percy	percy	percy	PROPN;NOM	N;INDF;MASC+FEM;SG
varor	gods	vara	gods	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
alfa	alpha	alfa	alpha	PROPN;NOM	
alfa	alfa	alfa	alfa	PROPN;NOM	
alfa	alfa	alfa	alfa	PROPN;NOM	
kyrkogården	kirkegårde	kyrkogård	kirkegårde	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;PL
kyrkogården	kirkegård	kyrkogård	kirkegård	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
extremt	ekstremt	extrem	ekstremt	ADV	ADJ;INDF;SG
extremt	ekstrem	extrem	ekstrem	ADV	ADJ;INDF;MASC+FEM;SG
extremt	ekstremt	extrem	ekstremt	ADV	ADJ;INDF;SG
extremt	ekstreme	extrem	ekstrem	ADV	ADJ;PL
lundgren	lundgren	lundgr	lundgren	PROPN;NOM	N;INDF;MASC+FEM;SG
muslimska	muslim	muslimsk	muslim	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
muslimska	muslimer	muslimsk	muslim	ADJ;NOM;PL	N;INDF;MASC+FEM;PL
muslimska	muslimsk	muslimsk	muslimsk	ADJ;NOM;PL	ADJ;INDF;SG
personligen	personlig	personligen	personlig	ADV	ADJ;INDF;MASC+FEM;SG
tillägg	supplerer	tillägg	supplere	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
tillägg	supplementer	tillägg	supplement	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
sjunga	sing	sjung	sing	V;IMP;FIN;ACT	
sjunga	sang	sjung	sang	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
sjunga	synger	sjung	synge	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
emanuel	emanuel	emanuel	emanuel	PROPN;NOM	N;INDF;MASC+FEM;SG
luer	luer	luer	lue	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
set	sæt	se	sætte	N;NOM;INDF;NEUT;SG	V;IMP
set	indstillet	se	indstille	N;NOM;INDF;NEUT;SG	V;INDF;SG;PST;V.PTCP
set	sat	se	sætte	N;NOM;INDF;NEUT;SG	V;INDF;SG;PST;V.PTCP
set	indstiller	se	indstille	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
set	sæt	se	sætte	N;NOM;INDF;NEUT;SG	V;IMP
set	sætter	se	sætte	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
hej	goddag	hej	goddag	N;NOM;INDF;MASC+FEM;SG	V;IMP
hej	hey	hej	hey	N;NOM;INDF;MASC+FEM;SG	
hittat	fundne	hitta	fundne	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;NFIN;ACT
hittat	fandt	hitta	finde	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
hittat	fundet	hitta	finde	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
föreståndare	driftsleder	föreståndare	driftsleder	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
föreståndare	manager	föreståndare	manager	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
föreståndare	leder	föreståndare	leder	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
experiment	eksperimenterne	experiment	eksperiment	N;NOM;INDF;NEUT;PL	N;DEF;MASC+FEM;PL
experiment	forsøg	experiment	forsøg	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
experiment	eksperiment	experiment	eksperiment	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
experiment	eksperimentere	experiment	eksperimentere	N;NOM;INDF;NEUT;PL	V;NFIN;ACT
experiment	forsøg	experiment	forsøg	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
experiment	eksperimentet	experiment	eksperiment	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;SG
ungersk	ungarske	ungersk	ungarsk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
självständiga	selvstændig	självständig	selvstændig	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
självständiga	selvstændigt	självständig	selvstændigt	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
självständiga	uafhængig	självständig	uafhængig	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
självständiga	uafhængigt	självständig	uafhængig	ADJ;NOM;PL	ADV
instämmer	enige	instämma	enig	V;IND;PRS;FIN;ACT	ADJ;PL
instämmer	enig	instämma	enig	V;IND;PRS;FIN;ACT	ADJ;INDF;MASC+FEM;SG
winter	vinteren	winter	vinter	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
winter	winter	winter	winter	N;NOM;INDF;NEUT;SG	
minuta	minuta	minuta	minuta	N;NOM;INDF;MASC+FEM;SG	
montreal	montreal	montreal	montreal	PROPN;NOM	
spridning	spreder	spridning	spred	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
spridning	spred	spridning	spred	N;NOM;INDF;MASC+FEM;SG	V;IMP
mendoza	mendoza	mendoza	mendoza	PROPN;NOM	
melodin	melodi	melodin	melodi	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
husen	huse	hus	hus	N;NOM;DEF;NEUT;PL	N;INDF;NEUT;PL
grandis	grandis	grandis	grandis	N;NOM;INDF;MASC+FEM;SG	
placerad	anbragt	placera	anbragt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
placerad	placerede	placera	placere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
placerad	placeret	placera	placere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
placerad	placeret	placera	placere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
phillips	phillips	phillips	phillips	PROPN;NOM	N;INDF;MASC+FEM;SG
kreta	kreta	kreta	kreta	PROPN;NOM	
agnes	agnes	agnes	agne	PROPN;NOM	N;INDF;MASC+FEM;SG
bart	bart	bart	bart	PROPN;NOM	N;INDF;MASC+FEM;SG
drogs	hev	dra	hev	V;IND;PST;FIN;PASS	V;IND;PST;FIN;ACT
drogs	trak	dra	trække	V;IND;PST;FIN;PASS	V;IND;PST;FIN;ACT
nivåer	niveauerne	nivå	niveauer	N;NOM;INDF;MASC+FEM;PL	N;DEF;NEUT;PL
britt	britt	bri	britt	PROPN;NOM	
mod	forsvarsministeriet	mod	forsvarsministerium	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
motorväg	motorveje	motorväg	motorvej	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
motorväg	motorvejen	motorväg	motorvej	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
motorväg	motorvejen	motorväg	motorvej	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
motorväg	motorvejen	motorväg	motorvej	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
vackra	smukt	vacker	smuk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
vackra	smuk	vacker	smuk	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
vackra	smukkeste	vacker	smuk	ADJ;NOM;PL	ADJ;DEF;RL
tillverkare	fabrikanterne	tillverkare	fabrikant	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
tillverkare	fabrikanten	tillverkare	fabrikant	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;SG
tillverkare	producent	tillverkare	producent	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
tillverkare	fremstiller	tillverkare	fremstille	N;NOM;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
tillverkare	fabrikant	tillverkare	fabrikant	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
madison	madison	madison	madison	PROPN;NOM	
khan	khan	khan	khan	PROPN;NOM	PROPN
elongata	elongata	elongat	elongata	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
inc	inc	inc	inc	PROPN;NOM	
jämförelse	diff	jämförelse	diff	N;NOM;INDF;MASC+FEM;SG	
närke	närke	närke	närke	PROPN;NOM	N;INDF;MASC+FEM;SG
riau	riau	riau	riau	ADJ;NOM;DEF;SG	
richardson	richardson	richardson	richardson	PROPN;NOM	
verkstad	værkstedet	verkstad	værksted	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
organiserade	tilrettelagt	organiserad	tilrettelægge	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
organiserade	organiseret	organiserad	organisere	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
organiserade	organiserede	organiserad	organisere	ADJ;NOM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
organiserade	arrangeret	organiserad	arrangere	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
organiserade	organiseret	organiserad	organisere	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
organiserade	organiserede	organiserad	organisere	ADJ;NOM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
nahr	nahr	nahr	nahr	N;NOM;INDF;MASC+FEM;SG	
sharp	skarp	sharp	skarp	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
sharp	sharp	sharp	sharp	N;NOM;INDF;MASC+FEM;SG	
sharp	skarpe	sharp	skarp	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
sharp	skarpt	sharp	skarpt	N;NOM;INDF;MASC+FEM;SG	ADV
läs	læses	läsa	læse	V;IMP;FIN;ACT	V;IND;PRS;FIN;PASS
läs	lære	läsa	lære	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
salto	salto	salto	salto	N;NOM;INDF;NEUT;SG	
kai	kai	kai	kai	PROPN;NOM	
flitigt	flittig	flitig	flittig	ADV	ADJ;INDF;MASC+FEM;SG
flitigt	flittige	flitig	flittig	ADV	ADJ;PL
flitigt	flittig	flitig	flittig	ADV	ADJ;INDF;MASC+FEM;SG
flitigt	flittige	flitig	flittig	ADV	ADJ;PL
flitigt	påpasselig	flitig	påpasselig	ADV	ADJ;INDF;MASC+FEM;SG
flitigt	omhyggelig	flitig	omhyggelig	ADV	ADJ;INDF;MASC+FEM;SG
presenterade	præsenterede	presentera	præsentere	ADJ;NOM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
presenterade	fremlagt	presentera	fremlægge	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
presenterade	præsenteret	presentera	præsentere	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
presenterade	præsenteres	presentera	præsentere	ADJ;NOM;PL;PST;V.PTCP	V;NFIN;PASS
presenterade	afsløret	presentera	afsløre	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
presenterade	introduceret	presentera	introducere	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
presenterade	introducerede	presentera	introducere	ADJ;NOM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
presenterade	indført	presentera	indføre	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
presenterade	indførte	presentera	indføre	ADJ;NOM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
sammanslagning	fusioner	sammanslagning	fusion	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
liberal	liberale	liberal	liberal	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
liberal	liberalt	liberal	liberal	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
guam	guam	guam	guam	PROPN;NOM	N;INDF;NEUT;SG
producera	fremstiller	producera	fremstille	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
producera	producerer	producera	producere	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
palatset	slot	palats	slå	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
palatset	palads	palats	palads	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
palatset	palace	palats	palace	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
ball	ball	ball	ball	N;NOM;INDF;MASC+FEM;SG	
dallas	dallas	dalla	dallas	PROPN;NOM	
panicum	panicum	panicum	panicum	N;NOM;INDF;MASC+FEM;SG	
juridiska	lovligt	juridisk	lovlig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
juridiska	juridisk	juridisk	juridisk	ADJ;NOM;PL	ADJ;INDF;SG
skillnader	forskellene	skillnad	forskel	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
klotter	graffiti	klott	graffiti	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
base	basen	base	base	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
base	basis	base	basis	N;NOM;INDF;MASC+FEM;SG	
