conferit	svěřených	conferi	svěřený	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL;POS
capabila	schopného	capabilă	schopný	ADJ;DEF;FEM;SG	ADJ;ANIM;GEN;MASC;SG;POS
capabila	schopné	capabilă	schopný	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
masiva	masivní	masivă	masivní	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
masiva	mohutný	masivă	mohutný	ADJ;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
saga	saga	sagă	sago	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
natalia	natálie	natalie	natálie	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
natalia	natalja	natalie	natalja	N;DEF;FEM;SG	PROPN;NOM;FEM;SG;POS
natalia	natálie	natalie	natálie	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
natalia	natalie	natalie	natalie	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
celtic	keltské	celtic	keltský	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;PL;POS
arestarea	zatýkání	arestare	zatýkání	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
arestarea	zatknout	arestare	zatknout	N;DEF;FEM;SG	V;PFV;POS;NFIN
arestarea	zatčení	arestare	zatčení	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
hart	hart	hart	hart	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
hart	hartová	hart	hartová	PROPN	ADJ;NOM;FEM;SG;POS
vanzarea	prodej	vanzare	prodej	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
bella	bello	bella	bello	N;DEF;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
bella	bella	bella	bello	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
daily	denní	daily	denní	N;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
daily	denně	daily	denně	N;INDF;MASC;SG	ADV;POS
daily	každodenní	daily	každodenní	N;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
sectie	okrsek	sectie	okrsek	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG;POS
sectie	okrsku	sectie	okrsk	N;INDF;FEM;SG	N;INAN;GEN;MASC;SG;POS
memoriam	memoriam	memoria	memoriam	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
sociologie	sociologie	sociologie	sociologie	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
variabila	proměnnou	variabilă	proměnnout	N;DEF;FEM;SG	ADJ;ACC;FEM;SG;POS
variabila	proměnná	variabilă	proměnný	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
variabila	proměnné	variabilă	proměnný	N;DEF;FEM;SG	ADJ;NOM;MASC;PL;POS
variabila	proměnnou	variabilă	proměnnout	N;DEF;FEM;SG	ADJ;ACC;FEM;SG;POS
variabila	proměnná	variabilă	proměnný	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
variabila	proměnné	variabilă	proměnný	N;DEF;FEM;SG	ADJ;NOM;MASC;PL;POS
antrenat	trénoval	antrenat	trénovat	ADJ;INDF;MASC;SG	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
divine	božské	diven	božský	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;POS
divine	božská	diven	božský	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;POS
divine	božský	diven	božský	ADJ;INDF;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
sabia	meč	sabia	meč	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
proiectarea	návrh	proiectare	návrh	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
proiectarea	design	proiectare	design	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
proiectarea	projektování	proiectare	projektování	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
proiectarea	konstrukce	proiectare	konstrukce	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
instalarea	instalace	instalare	instalace	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
instalarea	montáž	instalare	montáž	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
instalarea	instalace	instalare	instalace	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
afectata	ovlivněn	afectată	ovlivněný	N;DEF;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
afectata	postižené	afectată	postižený	N;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;PL;POS
afectata	zasažené	afectată	zasažený	N;DEF;FEM;SG	ADJ;NOM;NEUT;PL;POS
afectata	ovlivněn	afectată	ovlivněný	N;DEF;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
afectata	postižené	afectată	postižený	N;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;PL;POS
afectata	zasažené	afectată	zasažený	N;DEF;FEM;SG	ADJ;NOM;NEUT;PL;POS
drobeta	drobeta	drobeta	drobeta	PROPN	N;NOM;FEM;SG;POS
franci	franks	franc	franks	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG;POS
kane	kane	kane	kana	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
puerto	puerto	puerto	puerto	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;POS
cheltuielile	výdaj	cheltuială	výdaj	N;DEF;FEM;PL	N;INAN;NOM;MASC;SG;POS
cheltuielile	výdaje	cheltuială	výdaj	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL;POS
cheltuielile	náklady	cheltuială	náklad	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL;POS
cheltuielile	výdaje	cheltuială	výdaj	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL;POS
costurile	nákladů	cost	náklad	N;DEF;FEM;PL	N;INAN;GEN;MASC;PL;POS
costurile	náklady	cost	náklad	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL;POS
tehnologic	technologický	tehnologic	technologický	ADV	ADJ;INAN;NOM;MASC;SG;POS
tehnologic	technologická	tehnologic	technologický	ADV	ADJ;NOM;FEM;SG;POS
tehnologic	technologické	tehnologic	technologický	ADV	ADJ;NOM;MASC;PL;POS
semnate	podepsána	semnat	podepsaný	ADJ;INDF;FEM;PL	ADJ;POS;V.PTCP;PASS
semnate	podepsáno	semnat	podepsaný	ADJ;INDF;FEM;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
semnate	podepsaná	semnat	podepsaný	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;POS
semnate	podepsán	semnat	podepsaný	ADJ;INDF;FEM;PL	ADJ;MASC;SG;POS;V.PTCP;PASS
semnate	podepsané	semnat	podepsaný	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;POS
opereaza	provozuje	operează	provozovat	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
dallas	dallasu	dallas	dallas	PROPN	PROPN;INAN;GEN;MASC;SG;POS
dallas	dallas	dallas	dallas	PROPN	PROPN;INAN;NOM;MASC;SG;POS
geometrie	geometrie	geometrie	geometrie	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
notele	známky	notă	známka	N;DEF;FEM;PL	N;NOM;FEM;PL;POS
calde	teplé	cald	teplý	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;POS
calde	teplo	cald	teplo	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG;POS
calde	teplá	cald	teplý	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;POS
calde	teplý	cald	teplý	ADJ;INDF;FEM;PL	ADJ;ANIM;NOM;MASC;SG;POS
calul	kůň	cal	kůň	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG;POS
calul	koně	cal	kůň	N;DEF;MASC;SG	N;ANIM;ACC;MASC;PL;POS
calul	koni	cal	kůň	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG;POS
piacenza	piacenza	piacenză	piacenza	PROPN	PROPN;NOM;FEM;SG;POS
relativa	příbuzná	relativa	příbuzná	ADJ;DEF;FEM;SG	N;NOM;FEM;SG;POS
relativa	relativně	relativa	relativně	ADJ;DEF;FEM;SG	ADV;POS
relativa	relativní	relativa	relativní	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
relativa	příbuzný	relativa	příbuzný	ADJ;DEF;FEM;SG	N;ANIM;NOM;MASC;SG;POS
interventii	intervence	intervent	intervence	N;INDF;FEM;PL	N;NOM;FEM;SG;POS
interventii	intervence	intervent	intervence	N;INDF;FEM;PL	N;NOM;FEM;SG;POS
permitand	umožňující	permita	umožňující	N;INDF;MASC;SG	ADJ;IPFV;NOM;FEM;SG;POS;PRS;V.PTCP;ACT
operatie	provoz	operatie	provoz	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG;POS
operatie	operace	operatie	operace	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
operatie	chirurgie	operatie	chirurgie	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
operatie	operace	operatie	operace	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
voivodina	vojvodině	voivodină	vojvodina	N;DEF;FEM;SG	N;DAT;FEM;SG;POS
peisajul	krajiny	peisaj	krajina	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
peisajul	krajinu	peisaj	krajina	N;DEF;MASC;SG	N;ACC;FEM;SG;POS
peisajul	krajina	peisaj	krajina	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
urs	medvědí	urs	medvědí	N;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
urs	bear	urs	bear	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
nina	nina	nină	nina	N;DEF;FEM;SG	PROPN;NOM;FEM;SG;POS
nina	nino	nină	nino	N;DEF;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
stratul	vrstvu	strat	vrstva	N;DEF;MASC;SG	N;ACC;FEM;SG;POS
stratul	vrstvy	strat	vrstva	N;DEF;MASC;SG	N;NOM;FEM;PL;POS
stratul	vrstva	strat	vrstva	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
plantele	rostliny	plantă	rostlina	N;DEF;FEM;PL	N;NOM;FEM;PL;POS
orientala	orientální	orientală	orientální	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
rick	rick	rick	rick	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
rick	ricka	rick	ricko	PROPN	N;ANIM;ACC;MASC;SG;POS
jeremy	jeremy	jeremy	jerem	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
jeremy	jeremyho	jeremy	jeremy	PROPN	N;ANIM;ACC;MASC;SG;POS
ueda	ueda	ueda	ueda		N;NOM;FEM;SG;POS
cafea	kávy	cafea	káva	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
cafea	kávu	cafea	káva	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
cafea	kafe	cafea	kafe	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
cafea	káva	cafea	káva	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
profesional	profesionál	profesional	profesionál	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG;POS
profesional	profesionálně	profesional	profesionálně	ADJ;INDF;MASC;SG	ADV;POS
aziz	aziz	aziz	aziz	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
weber	weber	weber	weber	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
guvernarea	vládnutí	guvernare	vládnutí	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
guvernarea	správa	guvernare	správa	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
ascensiunea	vzestup	ascensiune	vzestup	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
ascensiunea	povznesení	ascensiune	povznesení	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
ofiterii	důstojníky	ofiteriu	důstojník	N;DEF;MASC;PL	N;ANIM;ACC;MASC;PL;POS
ofiterii	důstojníci	ofiteriu	důstojník	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL;POS
ofiterii	policisté	ofiteriu	policista	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL;POS
ofiterii	strážníci	ofiteriu	strážník	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL;POS
ferma	farma	fermă	farma	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
ferma	statek	fermă	statek	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
ferma	farmě	fermă	farma	N;DEF;FEM;SG	N;DAT;FEM;SG;POS
ferma	farma	fermă	farma	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
ferma	statek	fermă	statek	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
ferma	farmě	fermă	farma	N;DEF;FEM;SG	N;DAT;FEM;SG;POS
urmate	následovalo	urma	následovat	ADJ;INDF;FEM;PL	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
urmate	následovala	urma	následovat	ADJ;INDF;FEM;PL	V;IPFV;POS;PST;V.PTCP;ACT
urmate	sledoval	urma	sledovat	ADJ;INDF;FEM;PL	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
urmate	následoval	urma	následovat	ADJ;INDF;FEM;PL	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
nacional	nacional	nacional	nacional	PROPN	PROPN;NOM;NEUT;SG;POS
munchen	mnichov	munchen	mnichov	PROPN	PROPN;INAN;NOM;MASC;SG;POS
ivanovici	ivanovič	ivanovic	ivanovič	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
urmarirea	sledování	urmarire	sledování	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
groza	groza	groză	groza	N;DEF;FEM;SG	N;NOM;MASC;SG;POS
echipaj	posádky	echipaj	posádka	N;INDF;MASC;SG	N;NOM;FEM;PL;POS
echipaj	crew	echipaj	crew	N;INDF;MASC;SG	PROPN;MASC;SG;POS
rachel	rachel	rachel	rachel	PROPN	N;NOM;FEM;SG;POS
dosarul	složku	dosar	složka	N;DEF;MASC;SG	N;ACC;FEM;SG;POS
dosarul	složky	dosar	složka	N;DEF;MASC;SG	N;NOM;FEM;PL;POS
dosarul	složka	dosar	složka	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
click	klikněte	click	kliknout	N;INDF;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
iris	iris	iris	iris		PROPN;NOM;FEM;SG;POS
rama	rámec	ramă	rámec	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
rama	rám	ramă	rám	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
rama	rámeček	ramă	rámeček	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
rama	rama	ramă	rama	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;POS
rama	rámec	ramă	rámec	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
rama	rám	ramă	rám	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
rama	rámeček	ramă	rámeček	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
afganistan	afghánistán	afganistan	afghánistán	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
afganistan	afghánistánu	afganistan	afghánistán	N;INDF;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
interzise	zakázané	interzice	zakázaný	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;PL;POS
interzise	zakázaná	interzice	zakázaný	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS
interzise	zakázáno	interzice	zakázaný	V;IND;SG;3;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
interzise	zakázaný	interzice	zakázaný	V;IND;SG;3;PST;FIN	ADJ;INAN;NOM;MASC;SG;POS
interzise	zakázané	interzice	zakázaný	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;PL;POS
interzise	zakázaná	interzice	zakázaný	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS
interzise	zakázáno	interzice	zakázaný	V;IND;SG;3;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
interzise	zakázaný	interzice	zakázaný	V;IND;SG;3;PST;FIN	ADJ;INAN;NOM;MASC;SG;POS
miles	miles	miles	miles	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
miles	kilometry	miles	kilometr	PROPN	N;INAN;NOM;MASC;PL;POS
miles	mil	miles	milión	PROPN	N;INAN;MASC;POS
miles	míle	miles	míla	PROPN	N;NOM;FEM;PL;POS
sfinte	svatý	sfânt	svatý		ADJ;ANIM;NOM;MASC;SG;POS
sfinte	svaté	sfânt	svatý		ADJ;NOM;NEUT;SG;POS
sfinte	svatá	sfânt	svatý		ADJ;NOM;FEM;SG;POS
tolstoi	tolstoj	tolstoi	tolstoj	PROPN	N;ANIM;NOM;MASC;SG;POS
impactul	vliv	impact	vliv	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
impactul	náraz	impact	náraz	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
impactul	nárazu	impact	náraz	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG;POS
impactul	dopad	impact	dopad	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
impactul	dosah	impact	dosah	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
trentino	trentino	trentino	trentino	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG;POS
abilitatea	schopnosti	abilitate	schopnost	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
abilitatea	schopnost	abilitate	schopnost	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
southern	jižní	southern	jižní	PROPN	ADJ;NOM;FEM;SG;POS
cultivarea	pečující	cultivare	pečující	N;DEF;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
cultivarea	pěstování	cultivare	pěstování	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
blagoevgrad	blagoevgrad	blagoevgrad	blagoevgrad	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
demografice	obyvatelstvo	demografic	obyvatelstvo	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG;POS
demografice	demografie	demografic	demografie	ADJ;INDF;FEM;PL	N;NOM;FEM;SG;POS
teoriile	teorie	teorie	teorie	N;DEF;FEM;PL	N;NOM;FEM;SG;POS
living	žijící	living	žijící	N;INDF;MASC;SG	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
orientarea	orientace	orientare	orientace	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
orientarea	zaměření	orientare	zaměření	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
metz	metz	metz	metz	PROPN	PROPN;INAN;NOM;MASC;SG;POS
stefano	stefano	stefano	stefano	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
modificate	upravený	modificat	upravený	ADJ;INDF;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
modificate	změněno	modificat	změněný	ADJ;INDF;FEM;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
modificate	modifikované	modificat	modifikovaný	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;POS
modificate	upraveno	modificat	upravený	ADJ;INDF;FEM;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
modificate	upravená	modificat	upravený	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;POS
candidati	zájemce	candidat	zájemce	N;INDF;MASC;PL	N;ANIM;NOM;MASC;SG;POS
candidati	zájemce	candidat	zájemce	N;INDF;MASC;PL	N;ANIM;NOM;MASC;SG;POS
remarcabila	nevšední	remarcabil	všední	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG;NEG
remarcabila	pozoruhodný	remarcabil	pozoruhodný	ADJ;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
remarcabila	pozoruhodná	remarcabil	pozoruhodný	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
remarcabila	pozoruhodné	remarcabil	pozoruhodný	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
remarcabila	nevšední	remarcabil	všední	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG;NEG
remarcabila	pozoruhodný	remarcabil	pozoruhodný	ADJ;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
remarcabila	pozoruhodná	remarcabil	pozoruhodný	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
remarcabila	pozoruhodné	remarcabil	pozoruhodný	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
incetarea	ukončení	incetare	ukončení	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
variantele	varianty	variantă	varianta	N;DEF;FEM;PL	N;NOM;FEM;PL;POS
variantele	variant	variantă	varianta	N;DEF;FEM;PL	N;GEN;FEM;PL;POS
vorbim	mluv	vorbi	mluv	V;IND;PL;1;PRS;FIN	V;IMP;SG;2;POS;FIN
intarit	posílena	intarit	posílený	ADJ;INDF;MASC;SG	ADJ;POS;V.PTCP;PASS
intarit	posílena	intarit	posílený	ADJ;INDF;MASC;SG	ADJ;POS;V.PTCP;PASS
intarit	posílené	intarit	posílený	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;PL;POS
divizata	rozdělený	divizat	rozdělený	ADJ;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
divizata	rozdělené	divizat	rozdělený	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
divizata	rozdělená	divizat	rozdělený	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
divizata	rozdělena	divizat	rozdělený	ADJ;DEF;FEM;SG	ADJ;POS;V.PTCP;PASS
princeton	princetonu	princeton	princeton	PROPN	N;INAN;GEN;MASC;SG;POS
princeton	princeton	princeton	princeton	PROPN	N;INAN;NOM;MASC;SG;POS
presedintia	předsednictví	presedintie	předsednictví	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
presedintia	předsednictvo	presedintie	předsednictvo	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
presedintia	předsednictví	presedintie	předsednictví	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
navigatie	navigaci	navigatie	navigace	N;INDF;FEM;SG	N;ACC;FEM;SG;POS
navigatie	navigačních	navigatie	navigační	N;INDF;FEM;SG	ADJ;GEN;MASC;PL;POS
navigatie	navigace	navigatie	navigace	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
navigatie	navigaci	navigatie	navigace	N;INDF;FEM;SG	N;ACC;FEM;SG;POS
navigatie	navigačních	navigatie	navigační	N;INDF;FEM;SG	ADJ;GEN;MASC;PL;POS
navigatie	navigace	navigatie	navigace	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
navigatie	plachtění	navigatie	plachtění	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
navigatie	plavba	navigatie	plavba	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
bratul	ruka	brat	ruka	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
bratul	paži	brat	paži	N;DEF;MASC;SG	N;ACC;FEM;SG;POS
bratul	paže	brat	paže	N;DEF;MASC;SG	N;NOM;FEM;PL;POS
bratul	ruku	brat	ruka	N;DEF;MASC;SG	N;ACC;FEM;SG;POS
aurul	zlato	aur	zlato	N;DEF;MASC;SG	N;NOM;NEUT;SG;POS
aurul	zlatá	aur	zlatý	N;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
aurul	zlatý	aur	zlatý	N;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
aurul	gold	aur	gold	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;POS
aurul	zlaté	aur	zlatý	N;DEF;MASC;SG	ADJ;NOM;NEUT;PL;POS
litera	dopis	literă	dopis	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
litera	písmeno	literă	písmeno	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
australiei	austrálie	australie	austrálie	PROPN;DEF;FEM;SG	PROPN;NOM;FEM;SG;POS
violent	násilník	violent	násilník	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG;POS
joyce	joyce	joycă	joyce	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
regiunilor	regiony	regiune	region	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL;POS
regiunilor	oblasti	regiune	oblast	N;DEF;FEM;PL	N;NOM;FEM;PL;POS
acceptate	přijato	accepta	přijatý	ADJ;INDF;FEM;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
acceptate	přijatá	accepta	přijatý	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;POS
acceptate	přijat	accepta	přijatý	ADJ;INDF;FEM;PL	ADJ;MASC;SG;POS;V.PTCP;PASS
acceptate	přijata	accepta	přijatý	ADJ;INDF;FEM;PL	ADJ;POS;V.PTCP;PASS
genetica	genetický	genetică	genetický	N;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
genetica	genetické	genetică	genetický	N;DEF;FEM;SG	ADJ;NOM;MASC;PL;POS
genetica	genetická	genetică	genetický	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
genetica	genetika	genetică	genetika	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
genetica	genetika	genetică	genetika	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
colegiu	vysoká	colegiu	vysoký	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
nucleu	core	nucleu	core	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
nopti	noci	nopt	noc		N;NOM;FEM;SG;POS
nopti	večery	nopt	večer		N;INAN;NOM;MASC;PL;POS
nopti	nocí	nopt	noc		N;INS;FEM;SG;POS
nopti	noci	nopt	noc		N;NOM;FEM;SG;POS
nopti	večery	nopt	večer		N;INAN;NOM;MASC;PL;POS
nopti	nocí	nopt	noc		N;INS;FEM;SG;POS
amiralul	admirál	amiral	admirál	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG;POS
konrad	konrad	konrad	konrad	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
increderea	důvěru	incredere	důvěra	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
increderea	sebevědomí	incredere	sebevědomí	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
increderea	důvěra	incredere	důvěra	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
niger	niger	niger	nigr	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
tiparite	tištěné	tiparit	tištěný	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG;POS
villeneuve	villeneuve	villeneuv	villeneuve	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
tommy	tommyho	tommy	tenmý	PROPN	N;ANIM;ACC;MASC;SG;POS
tommy	tommy	tommy	tomem	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
proiectata	navrženo	proiectat	navržený	N;DEF;FEM;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
proiectata	navržený	proiectat	navržený	N;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
proiectata	konstruované	proiectat	konstruovaný	N;DEF;FEM;SG	ADJ;NOM;NEUT;PL;POS
proiectata	navrhl	proiectat	navrhnout	N;DEF;FEM;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
proiectata	navržené	proiectat	navržený	N;DEF;FEM;SG	ADJ;NOM;NEUT;PL;POS
proiectata	předpokládané	proiectat	předpokládaný	N;DEF;FEM;SG	ADJ;NOM;MASC;PL;POS
