през	דרך	през	דרך	ADP	
лоренцо	לורנצו	лоренцо	לורנץ	N;INDF;MASC;SG	PROPN
изкуствени	מלאכותית	изкуствен	מלאכותי	ADJ;INDF;PL	ADV
регионална	אזורי	регионален	אזור	ADJ;INDF;FEM;SG	N;MASC;PL
регионална	איזורי	регионален	איזורין	ADJ;INDF;FEM;SG	PROPN
рамка	המסגרת	рамка	המסגרת	N;INDF;FEM;SG	PROPN
лимбург	לימבורג	лимбург	לימבורג	N;INDF;MASC;SG	PROPN
котел	קלחת	котел	קלחת	N;INDF;MASC;SG	PROPN
волга	וולגה	волга	וולגה	N;DEF;MASC;SG	PROPN
дизайнер	מעצבים	дизайнер	מעצב	N;INDF;MASC;SG	V;MASC;PL;V.PTCP;ACT
дизайнер	מעצבת	дизайнер	עיצב	N;INDF;MASC;SG	V;FEM;SG;V.PTCP;ACT
дизайнер	מעצב	дизайнер	מעצב	N;INDF;MASC;SG	
услуга	השירות	услуга	השירות	N;INDF;FEM;SG	
жълти	צהוב	жълт	צהוב	ADJ;INDF;PL	
жълти	צהובה	жълт	צהובה	ADJ;INDF;PL	PROPN
преследва	רודף	преследвам	רודף	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
преследва	רדיפה	преследвам	רדיפה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
преследва	רודפת	преследвам	רדף	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
севиля	סביליה	севиля	סביליה	PROPN;INDF;FEM;SG	PROPN
севиля	סוויל	севиля	סוויל	PROPN;INDF;FEM;SG	
боеприпаси	תחמושת	боеприпаси	תחמושת	N;INDF	N;FEM;SG
боеприпаси	תחמושת	боеприпаси	תחמושת	N;INDF	N;FEM;SG
боеприпаси	תחמושת	боеприпаси	תחמושת	N;INDF	N;FEM;SG
правна	חוקי	правен	חוקי	ADJ;INDF;FEM;SG	ADJ;MASC;PL
правна	חוקית	правен	חוקי	ADJ;INDF;FEM;SG	ADV
правна	חוקיים	правен	חוקי	ADJ;INDF;FEM;SG	ADJ;MASC;PL
правна	חוקיות	правен	חוקיות	ADJ;INDF;FEM;SG	N;FEM;SG
вълната	גל	вълна	גל	N;DEF;FEM;SG	PROPN
религиозно	דתיות	религиозен	דתי	ADV	ADJ;FEM;PL
религиозно	דת	религиозен	דת	ADV	N;FEM;SG
религиозно	דתי	религиозен	דתי	ADV	N;MASC;SG
религиозно	דתית	религиозен	דתי	ADV	N;FEM;SG
религиозно	דתיים	религиозен	דתי	ADV	N;MASC;PL
сиена	סיינה	сиена	סיין	N;INDF;FEM;SG	PROPN
сиена	סיינה	сиена	סיין	N;INDF;FEM;SG	PROPN
сорт	מגוון	сорт	מגוון	N;INDF;MASC;SG	
щети	נזק	щета	נזק	N;INDF;FEM;PL	N;MASC;SG
уисконсин	ויסקונסין	уисконсин	ויסקונסין	N;INDF;MASC;SG	PROPN
равно	שוות	равен	שווה	ADV	ADJ
равно	שווים	равен	שווה	ADV	ADJ;MASC;PL
равно	שווה	равен	שווה	ADV	PROPN
равно	שווים	равен	שווה	ADV	ADJ;MASC;PL
равно	שווה	равен	שווה	ADV	PROPN
кастилия	קסטיליה	кастилия	קסטיליה	N;INDF;FEM;SG	PROPN
олег	אולג	олег	אולג	PROPN;INDF;MASC;SG	PROPN
точност	הדיוק	точност	הדיוק	N;INDF;FEM;SG	
мюлер	מיולר	мюлер	מיולר	PROPN;INDF;MASC;SG	PROPN
мюлер	מיולר	мюлер	מיולר	PROPN;INDF;MASC;SG	PROPN
мюлер	מולר	мюлер	מולר	PROPN;INDF;MASC;SG	PROPN
умерен	ממוזג	умерен	ממוזג	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP;PASS
умерен	למתן	умерен	מיתן	ADJ;INDF;MASC;SG	ADV
предотврати	מנעה	предотвратя	מנע	V;PFV;IMP;SG;2;FIN	V;FEM;SG;3;PST;ACT
предотврати	מנע	предотвратя	מנע	V;PFV;IMP;SG;2;FIN	PROPN
предотврати	תמנע	предотвратя	מנע	V;PFV;IMP;SG;2;FIN	PROPN
предотврати	מנע	предотвратя	מנע	V;PFV;IMP;SG;2;FIN	PROPN
ограничено	מוגבלות	огранича	מוגבל	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;FEM;SG
ограничено	מוגבלות	огранича	מוגבל	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;FEM;SG
атомна	גרעין	атомен	גרעין	ADJ;INDF;FEM;SG	N;MASC;SG
атомна	גרעינית	атомен	גרעיני	ADJ;INDF;FEM;SG	ADV
атомна	אטומי	атомен	אטומי	ADJ;INDF;FEM;SG	ADJ;MASC;PL
внезапно	פתאום	внезапно	פתאום	ADV	
внезапно	פתאומי	внезапно	פתאומי	ADV	PROPN
внезапно	פתאומיות	внезапно	פתאומי	ADV	ADJ;FEM;PL
включи	התקע	включа-(се)	התקע	V;PFV;IND;SG;3;PST;FIN;ACT	
включи	תקע	включа-(се)	תקע	V;PFV;IND;SG;3;PST;FIN;ACT	
елен	צבי	елен	צבי	N;INDF;MASC;SG	PROPN
елен	אייל	елен	אייל	N;INDF;MASC;SG	PROPN
елен	אלן	елен	אלן	N;INDF;MASC;SG	PROPN
разделение	הדיוויזיה	разделение	הדיוויזיה	N;INDF;NEUT;SG	PROPN
разделение	לחלק	разделение	חילק	N;INDF;NEUT;SG	V;NFIN;ACT
разделение	הפרד	разделение	הפרד	N;INDF;NEUT;SG	PROPN
разделение	מחלקות	разделение	מחלקה	N;INDF;NEUT;SG	N;FEM;PL
обясни	תסביר	обясня-(се)	הסביר	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;SG;2;FUT;ACT
обясни	הסבר	обясня-(се)	הסבר	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
олимпик	אולימפי	олимпик	אולימפי	N;INDF;MASC;SG	PROPN
олимпик	האולימפי	олимпик	האולימפי	N;INDF;MASC;SG	PROPN
изтича	לפוג	изтичам	לפוג	V;IPFV;IND;SG;3;PRS;FIN;ACT	
изтича	יפוג	изтичам	פג	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
четвърт	רבעון	четвърт	רבעון	ADJ;INDF;FEM;SG	N;MASC;SG
четвърт	רבע	четвърт	None	ADJ;INDF;FEM;SG	N
влизане	התחברות	влизане	התחברות	N;INDF;NEUT;SG	ADJ;FEM;SG
влизане	התחבר	влизане	התחבר	N;INDF;NEUT;SG	V;MASC;SG;3;PST
кен	קן	кен	קן	PROPN;INDF;MASC;SG	PROPN
заявка	בקשי	заявка	בקש	N;INDF;FEM;SG	PROPN
заявка	בקש	заявка	בקש	N;INDF;FEM;SG	PROPN
ванка	איוואן	ванка	איוואן	N;INDF;FEM;SG	PROPN
ванка	איוון	ванка	איוון	N;INDF;FEM;SG	PROPN
моите	מוקש	мой	מוקש	DET;DEF;PL;1	V;MASC;SG;V.PTCP;PASS
моите	שלי	мой	שלי	DET;DEF;PL;1	
публикация	פוסט	публикация	פוסט	N;INDF;FEM;SG	PROPN
публикация	פרסם	публикация	פרסם	N;INDF;FEM;SG	V;MASC;SG;3;PST;ACT
освободени	שוחרר	освободя-(се)	שוחרר	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
освободени	משוחרר	освободя-(се)	משוחרר	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
освободени	שוחררה	освободя-(се)	שוחרר	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;3;PST;PASS
предишни	קודמת	предишен	קודם	ADJ;INDF;PL	ADJ;FEM;SG
предишни	הקודמת	предишен	הקודם	ADJ;INDF;PL	N;FEM;SG
предишни	הקודם	предишен	הקודם	ADJ;INDF;PL	PROPN
предишни	קודמים	предишен	קדם	ADJ;INDF;PL	V;MASC;PL;V.PTCP;ACT
твърда	תקיף	твърд	תקיף	ADJ;INDF;FEM;SG	
твърда	מוצק	твърд	הוצק	ADJ;INDF;FEM;SG	V;MASC;SG;V.PTCP;PASS
твърда	מוצקה	твърд	הוצק	ADJ;INDF;FEM;SG	V;FEM;SG;V.PTCP;PASS
твърда	קשיח	твърд	קשיח	ADJ;INDF;FEM;SG	
кентъки	קנטקי	кентък	קנטקי	N;INDF;MASC;SG	PROPN
кентъки	קנטאקי	кентък	קנטאק	N;INDF;MASC;SG	PROPN
батенберг	באטנברג	батенберг	באטנברג	N;INDF;MASC;SG	PROPN
вернер	ורנר	вернер	ורנר	PROPN;INDF;MASC;SG	PROPN
вернер	וורנר	вернер	וורנר	PROPN;INDF;MASC;SG	PROPN
кънектикът	קונטיקט	кънектик	קונטיקט	N;DEF;MASC;SG	PROPN
пророк	נביא	пророк	נביא	N;INDF;MASC;SG	
пророк	הנביא	пророк	הנביא	N;INDF;MASC;SG	PROPN
предаден	בגד	предам-(се)	בגד	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
предаден	נבגד	предам-(се)	נבגד	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
предаден	נבגדת	предам-(се)	נבגד	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP;MID
съдба	גורל	съдба	גורל	N;INDF;FEM;SG	
съдба	דסטיני	съдба	דסטיני	N;INDF;FEM;SG	PROPN
съдба	ייעוד	съдба	ייעוד	N;INDF;FEM;SG	
съдба	הגורל	съдба	הגורל	N;INDF;FEM;SG	PROPN
съдба	גורל	съдба	גורל	N;INDF;FEM;SG	
съдба	הגורל	съдба	הגורל	N;INDF;FEM;SG	PROPN
жива	פרנסה	жив	פרנסה	ADJ;INDF;FEM;SG	N;FEM;SG
жива	חי	жив	חי	ADJ;INDF;FEM;SG	
жива	לחיות	жив	None	ADJ;INDF;FEM;SG	V;NFIN
жива	live	жив	live	ADJ;INDF;FEM;SG	
жива	חי	жив	חי	ADJ;INDF;FEM;SG	
жива	בחיים	жив	בחיים	ADJ;INDF;FEM;SG	
жива	חי	жив	חי	ADJ;INDF;FEM;SG	
въоръжен	חמוש	въоръжа	חמוש	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
въоръжен	חמושה	въоръжа	חמושה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
въоръжен	חמושים	въоръжа	חמוש	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL
гамбия	גמביה	гамбия	גמביה	N;INDF;FEM;SG	PROPN
мобилни	נייד	мобилен	נייד	ADJ;INDF;PL	N;MASC;SG
мобилни	לנייד	мобилен	לנייד	ADJ;INDF;PL	PROPN
украса	קישוטים	украса	קישוט	N;INDF;FEM;SG	N;MASC;PL
украса	קישוטים	украса	קישוט	N;INDF;FEM;SG	N;MASC;PL
издаване	גיליון	издаване	גיליון	N;INDF;NEUT;SG	PROPN
издаване	מסגיר	издаване	הסגיר	N;INDF;NEUT;SG	V;MASC;SG;V.PTCP;ACT
издаване	הסגיר	издаване	הסגיר	N;INDF;NEUT;SG	V;MASC;SG;3;PST;ACT
увеличи	יגבר	увелича-(се)	גבר	V;PFV;IMP;SG;2;FIN	PROPN
увеличи	עלייה	увелича-(се)	עלייה	V;PFV;IMP;SG;2;FIN	N;FEM;SG
увеличи	הגדל	увелича-(се)	הגדל	V;PFV;IMP;SG;2;FIN	
увеличи	הגדל	увелича-(се)	הגדל	V;PFV;IMP;SG;2;FIN	
увеличи	הגדלה	увелича-(се)	הגדלה	V;PFV;IMP;SG;2;FIN	N;FEM;SG
съществуващи	קיימת	съществувам	קיים	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	ADJ;FEM;SG
съществуващи	קיים	съществувам	קיים	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	ADJ;MASC;SG
оцелелите	שורדים	оцелея	שרד	ADJ;PFV;DEF;PL;PST;V.PTCP;ACT	V;MASC;PL;V.PTCP;ACT
оцелелите	ניצולי	оцелея	ניצול	ADJ;PFV;DEF;PL;PST;V.PTCP;ACT	PROPN
оцелелите	ניצולים	оцелея	ניצול	ADJ;PFV;DEF;PL;PST;V.PTCP;ACT	N;MASC;PL
глен	גלן	глен	גלן	PROPN;INDF;MASC;SG	PROPN
глен	גלן	глен	גלן	PROPN;INDF;MASC;SG	PROPN
четиридесет	ארבעים	четиридесет	ארבעים	NUM;INDF;PL	NUM;SG
четиридесет	forty	четиридесет	גגם	NUM;INDF;PL	
романя	רומאניה	роман	רומאניה	N;INDF;FEM;SG	PROPN
тъкани	רקמה	тъкан	רקמה	N;INDF;MASC;PL	N;FEM;SG
тъкани	ארוג	тъкан	ארוג	N;INDF;MASC;PL	N;MASC;SG
решаване	לפתור	решаване	פתר	N;INDF;NEUT;SG	V;NFIN;ACT
решаване	לפתור	решаване	פתר	N;INDF;NEUT;SG	V;NFIN;ACT
суха	יבשים	сух	יבש	ADJ;INDF;FEM;SG	N;MASC;PL
суха	יבש	сух	יבש	ADJ;INDF;FEM;SG	
суха	יבשה	сух	יבשה	ADJ;INDF;FEM;SG	N;FEM;SG
враня	וראניה	враня	וראניה	N;INDF;FEM;SG	PROPN
обратна	הפוך	обратен	הפוך	ADJ;INDF;FEM;SG	
обратна	רוורס	обратен	רוורס	ADJ;INDF;FEM;SG	PROPN
оод	אוד	оод	אוד	N;INDF;FEM;SG	
оод	ltd	оод	ltd	N;INDF;FEM;SG	PROPN
цветен	צבע	цветен	צבע	ADJ;INDF;MASC;SG	N;MASC;SG
цветен	הצבע	цветен	הצבע	ADJ;INDF;MASC;SG	
цветен	צבע	цветен	צבע	ADJ;INDF;MASC;SG	N;MASC;SG
символизира	מסמלת	символизирам	סימל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
символизира	מסמל	символизирам	מסמל	V;IPFV;IND;SG;3;PRS;FIN;ACT	
кафява	בראון	кафявам	בראון	ADJ;INDF;FEM;SG	PROPN
кафява	חומה	кафявам	חומה	ADJ;INDF;FEM;SG	PROPN
кафява	חומות	кафявам	חומה	ADJ;INDF;FEM;SG	N;FEM;PL
кафява	חום	кафявам	חום	ADJ;INDF;FEM;SG	
приключенски	הרפתקה	приключенски	הרפתק	ADJ;INDF;MASC;SG	N;FEM;SG
приключенски	הרפתקאה	приключенски	הרפתק	ADJ;INDF;MASC;SG	N
приключенски	הרפתקאות	приключенски	הרפתקאות	ADJ;INDF;MASC;SG	N;FEM;SG
приключенски	הרפתקנית	приключенски	הרפתקני	ADJ;INDF;MASC;SG	ADV
приключенски	הרפתקן	приключенски	הרפתקן	ADJ;INDF;MASC;SG	PROPN
опашка	תור	опашка	תור	N;INDF;FEM;SG	
опашка	זנב	опашка	None	N;INDF;FEM;SG	PROPN
опашка	הזנב	опашка	הזנב	N;INDF;FEM;SG	PROPN
бронзова	ארד	бронзова	ארד	ADJ;INDF;FEM;SG	PROPN
бронзова	הארד	бронзова	ה"הארד	ADJ;INDF;FEM;SG	PROPN
бронзова	ברונזה	бронзова	ברונזה	ADJ;INDF;FEM;SG	N;MASC;SG
лейк	אגם	лейк	אגם	PROPN;INDF;MASC;SG	PROPN
лейк	לייק	лейк	לייק	PROPN;INDF;MASC;SG	PROPN
моника	מוניקה	моника	מוניקה	N;INDF;FEM;SG	PROPN
никозия	ניקוסיה	никозия	ניקוסיה	PROPN;INDF;FEM;SG	PROPN
прованс	פרובנס	прованс	פרובנס	N;INDF;MASC;SG	PROPN
хюстън	יוסטון	хюстън	יוסטון	PROPN;INDF;MASC;SG	PROPN
робин	רובין	робин	רובין	N;INDF;MASC;SG	PROPN
йоахим	יואכים	йоахим	יצכי	PROPN;INDF;MASC;SG	PROPN
булевард	שדרות	булевард	שדרה	N;INDF;MASC;SG	N;FEM;PL
учения	תורתו	учение	תורתו	N;INDF;NEUT;PL	
електронен	אלקטרונית	електронен	אלקטרוני	ADJ;INDF;MASC;SG	ADV
лотус	לוטוס	лотус	טסס	N;INDF;MASC;SG	PROPN
лотус	הלוטוס	лотус	הלוטוס	N;INDF;MASC;SG	
командири	המפקדים	командир	המפקד	N;INDF;MASC;PL	PROPN
правопис	כתיב	правопис	כתיב	N;INDF;MASC;SG	
чай	תה	чай	תה	N;INDF;MASC;SG	
завършили	בוגרים	завърша	בוגר	V;PFV;INDF;PL;PST;V.PTCP;ACT	N;MASC;PL
завършили	בוגרי	завърша	בוגר	V;PFV;INDF;PL;PST;V.PTCP;ACT	PROPN
британско	בריטים	британски	בריטי	ADV	N;MASC;PL
британско	בריטי	британски	בריטי	ADV	N;MASC;SG
британско	בריטית	британски	בריטי	ADV	PROPN
бактерии	חיידק	бактерия	חיידק	N;INDF;FEM;PL	N;MASC;SG
гледка	צפי	гледка	None	N;INDF;FEM;SG	
гледка	צפה	гледка	צפה	N;INDF;FEM;SG	PROPN
гледка	הצג	гледка	הצג	N;INDF;FEM;SG	
царевица	תירס	царевица	תירס	N;INDF;FEM;SG	
царевица	תירס	царевица	תירס	N;INDF;FEM;SG	
купола	כיפת	купол	כיפה	N;DEF;MASC;SG	PROPN
инвестиции	השקעה	инвестиция	השקעה	N;INDF;FEM;PL	N;FEM;SG
гърди	תיבה	гръд	תיבה	N;INDF;FEM;PL	N;FEM;SG
гърди	חזה	гръд	חזה	N;INDF;FEM;PL	PROPN
гърди	ציצי	гръд	ציצי	N;INDF;FEM;PL	PROPN
гърди	שד	гръд	שד	N;INDF;FEM;PL	
гърди	חזה	гръд	חזה	N;INDF;FEM;PL	PROPN
гърди	חזה	гръд	חזה	N;INDF;FEM;PL	PROPN
органични	אורגני	органичен	אורגן	ADJ;INDF;PL	N;MASC;SG
органични	אורגניות	органичен	אורגני	ADJ;INDF;PL	N;FEM;PL
органични	אורגנית	органичен	אורגני	ADJ;INDF;PL	N;FEM;SG
райън	ריאן	райън	ריאן	PROPN;INDF;MASC;SG	PROPN
райън	ראיין	райън	ראיין	PROPN;INDF;MASC;SG	PROPN
гордън	גורדון	гордън	גורדון	PROPN;INDF;MASC;SG	PROPN
монтирани	רכוב	монтирам	רכוב	V;PFV;INDF;PL;V.PTCP;PASS	PROPN
монтирани	מצויד	монтирам	צוייד	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
раса	הגזע	раса	הגזע	N;INDF;FEM;SG	PROPN
сараево	סרייבו	сараево	סרייב	ADV	PROPN
уелски	וולשי	уелски	וולשי	PROPN;INDF;MASC;SG	PROPN
уелски	ולש	уелски	ולש	PROPN;INDF;MASC;SG	PROPN
уелски	וולש	уелски	וולש	PROPN;INDF;MASC;SG	PROPN
майер	מאייר	майер	מאייר	PROPN;INDF;MASC;SG	PROPN
майер	מאייר	майер	מאייר	PROPN;INDF;MASC;SG	PROPN
майер	מאייר	майер	מאייר	PROPN;INDF;MASC;SG	PROPN
франко	פרנקו	франко	פרנקו	N;INDF;MASC;SG	PROPN
мощ	כח	мощ	כוח	N;INDF;FEM;SG	
мощ	כח	мощ	כוח	N;INDF;FEM;SG	
мощ	power	мощ	power	N;INDF;FEM;SG	
отвън	בחוץ	отвън	בחוץ	ADV	
отвън	מחוץ	отвън	מחוץ	ADV	
мериленд	מרילנד	мериленд	מרילנד	N;INDF;MASC;SG	PROPN
болни	חולה	болен	חלה	ADJ;INDF;PL	PROPN
крайната	האולטימטיבי	краен	האולטימטיבי	ADJ;DEF;FEM;SG	N;MASC;SG
крайната	האולטימטיבית	краен	האולטימטיבית	ADJ;DEF;FEM;SG	PROPN
редовна	סדיר	редовен	סדיר	ADJ;INDF;FEM;SG	
палермо	פלרמו	палермо	פלרם	N;INDF;MASC;SG	PROPN
грузински	גאורגיה	грузински	גאורגיה	ADJ;INDF;MASC;SG	PROPN
кастро	קסטרו	кастро	קסטרו	PROPN;INDF;MASC;SG	PROPN
обещава	הבטחות	обещавам	הבטחה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
сюжет	העלילה	сюжет	העליל	N;INDF;MASC;SG	V;FEM;SG;3;PST;ACT
майчина	אימהית	майчина	אימהי	N;INDF;FEM;SG	ADJ;FEM;SG
барон	הברון	барон	הברון	N;INDF;MASC;SG	PROPN
барон	ברון	барон	ברון	N;INDF;MASC;SG	PROPN
отстранен	מושהה	отстраня-(се)	הושהה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
подпомагане	תומך	подпомагане	תמך	N;INDF;NEUT;SG	V;MASC;SG;V.PTCP;ACT
подпомагане	התמיכה	подпомагане	התמיך	N;INDF;NEUT;SG	V;FEM;SG;3;PST;ACT
наркотици	תרופה	наркотик	תרופה	N;INDF;MASC;PL	N;FEM;SG
душа	הנשמה	душа	הנשמה	N;INDF;FEM;SG	
пелин	לענה	пелин	לענה	N;INDF;MASC;SG	PROPN
израелски	ישראלית	израелски	ישראלי	ADJ;INDF;MASC;SG	PROPN
израелски	ישראלי	израелски	ישראלי	ADJ;INDF;MASC;SG	N;MASC;SG
израелски	israeli	израелски	israeli	ADJ;INDF;MASC;SG	
израелски	ישראליות	израелски	ישראלי	ADJ;INDF;MASC;SG	N;FEM;PL
израелски	ישראלים	израелски	ישראלי	ADJ;INDF;MASC;SG	N;MASC;PL
популярно	פופולרי	популярен	פופולרי	ADV	ADJ;MASC;SG
популярно	אהוד	популярен	אהוד	ADV	PROPN
популярно	פופולרית	популярен	פופולרית	ADV	ADJ;FEM;SG
популярно	פופולריים	популярен	פופולרי	ADV	ADJ;MASC;PL
популярно	פופולריות	популярен	פופולריות	ADV	N;FEM;SG
уникален	ייחודיים	уникален	ייחודי	ADJ;INDF;MASC;SG	ADJ;MASC;PL
уникален	ייחודיות	уникален	ייחודי	ADJ;INDF;MASC;SG	ADJ;FEM;PL
уникален	ייחודית	уникален	ייחודי	ADJ;INDF;MASC;SG	ADV
работник	העובד	работник	העובד	N;INDF;MASC;SG	PROPN
работник	עובד	работник	עובד	N;INDF;MASC;SG	PROPN
работник	עובד	работник	עובד	N;INDF;MASC;SG	PROPN
обширни	נרחב	обширен	נרחב	ADJ;INDF;PL	ADJ;MASC;SG
обширни	נרחבת	обширен	נרחב	ADJ;INDF;PL	V;FEM;SG;V.PTCP;MID
критики	ביקורת	критика	ביקורת	N;INDF;FEM;PL	N;FEM;SG
издържа	סבל	издържа	סבל	V;PFV;IND;SG;3;PST;FIN;ACT	
издържа	סבלה	издържа	סבלה	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
бягство	לברוח	бягство	ברח	N;INDF;NEUT;SG	V;NFIN;ACT
селска	כפרי	селски	כפר	ADJ;INDF;FEM;SG	PROPN
селска	כפרי	селски	כפר	ADJ;INDF;FEM;SG	PROPN
селска	כפרית	селски	כפרי	ADJ;INDF;FEM;SG	ADV
селска	הכפרית	селски	הכפרית	ADJ;INDF;FEM;SG	ADV
селска	איכר	селски	איכר	ADJ;INDF;FEM;SG	
слънчева	שמש	слънчев	שמש	ADJ;INDF;FEM;SG	
слънчева	סאני	слънчев	סאני	ADJ;INDF;FEM;SG	PROPN
слънчева	שמש	слънчев	שמש	ADJ;INDF;FEM;SG	
колектив	הקולקטיבי	колектив	הקולקטיבי	N;INDF;MASC;SG	PROPN
видеоклип	וידאו	видеоклип	וידאו	N;INDF;MASC;SG	PROPN
линкълн	לינקולן	линкълн	לינקולן	N;INDF;MASC;SG	PROPN
добавени	הוסיף	добавя	הוסיף	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
добавени	נוספו	добавя	נוסף	V;PFV;INDF;PL;V.PTCP;PASS	V;PL;3;PST;MID
добавени	נוספה	добавя	נוסף	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;3;PST;MID
добавени	הוסיפה	добавя	הוסיף	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;3;PST;ACT
добавени	נוסף	добавя	None	V;PFV;INDF;PL;V.PTCP;PASS	ADP
дисни	דיסני	дисня	דיסני	N;INDF;FEM;PL	PROPN
извършен	ביצעו	извърша	ביצע	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PL;3;PST;ACT
извършен	ביצעתי	извърша	ביצע	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;SG;1;PST;ACT
извършен	בוצעו	извърша	בוצע	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PL;3;PST;PASS
извършен	ביצע	извърша	ביצע	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
рисуване	מציירת	рисуване	צייר	N;INDF;NEUT;SG	V;FEM;SG;V.PTCP;ACT
рисуване	מצייר	рисуване	צייר	N;INDF;NEUT;SG	V;MASC;SG;V.PTCP;ACT
специфичен	ספציפית	специфичен	ספציפית	ADJ;INDF;MASC;SG	ADV
специфичен	ספציפיות	специфичен	ספציפי	ADJ;INDF;MASC;SG	ADJ;FEM;PL
специфичен	ספציפיים	специфичен	ספציפיים	ADJ;INDF;MASC;SG	ADJ;MASC;PL
костадинов	קוסטדינוב	костадинов	קוסטדינוב	PROPN;INDF;MASC;SG	PROPN
клип	קליפ	клип	קליפ	N;INDF;MASC;SG	PROPN
изрично	מפורשות	изрично	מפורשות	ADV	
изрично	מפורשות	изрично	מפורשות	ADV	
изрично	מפורש	изрично	מפורש	ADV	ADJ;MASC;SG
дионисий	דיוניסוס	дионисий	דיוניסוס	N;INDF;MASC;SG	PROPN
ефективност	ביצועי	ефективност	ביצוע	N;INDF;FEM;SG	N;MASC;PL
ефективност	ביצועים	ефективност	ביצוע	N;INDF;FEM;SG	N;MASC;PL
ефективност	הביצועים	ефективност	הביצוע	N;INDF;FEM;SG	N;MASC;PL
мишки	עכבר	мишка	עכבר	N;INDF;FEM;PL	N;MASC;SG
мишки	העכבר	мишка	העכבר	N;INDF;FEM;PL	PROPN
мишки	עכבר	мишка	עכבר	N;INDF;FEM;PL	N;MASC;SG
агрипа	אגריפה	агрипа	אגריפה	N;INDF;MASC;SG	PROPN
тесни	צר	тесен	צר	ADJ;INDF;PL	
тесни	צרה	тесен	צר	ADJ;INDF;PL	
тесни	צמצם	тесен	צמצם	ADJ;INDF;PL	N;MASC;SG
тесни	צמצום	тесен	צמצום	ADJ;INDF;PL	N;MASC;SG
убиец	רוצח	убиец	רצח	N;INDF;MASC;SG	PROPN
убиец	רוצחת	убиец	רצח	N;INDF;MASC;SG	V;FEM;SG;V.PTCP;ACT
убиец	רוצח	убиец	רצח	N;INDF;MASC;SG	PROPN
убиец	רוצחת	убиец	רצח	N;INDF;MASC;SG	V;FEM;SG;V.PTCP;ACT
убиец	מתנקש	убиец	מתנקש	N;INDF;MASC;SG	V;MASC;SG;V.PTCP
монреал	מונטריאול	монреал	מונטריאול	PROPN;INDF;MASC;SG	PROPN
доверие	לבטוח	доверие	בטח	N;INDF;NEUT;SG	V;NFIN;ACT
шеф	שף	шеф	שף	N;INDF;MASC;SG	
шеф	השף	шеф	השף	N;INDF;MASC;SG	
традициите	מסורת	традиция	מסורת	N;DEF;FEM;PL	N;FEM;SG
изпълнителни	מנהל	изпълнителен	מנהל	ADJ;INDF;PL	N;MASC;SG
тонга	טונגה	тонга	טונגה	N;INDF;MASC;SG	PROPN
затворена	סגורות	затворя-(се)	סגור	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;PL
затворена	סגורים	затворя-(се)	סגור	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;PL
затворена	סגור	затворя-(се)	סגור	V;PFV;INDF;FEM;SG;V.PTCP;PASS	
затворена	סגורה	затворя-(се)	סגור	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG
трек	טרק	трек	טרק	N;INDF;MASC;SG	PROPN
триъгълник	המשולש	триъгълник	המשולש	N;INDF;MASC;SG	PROPN
