から	no	から	no	CONJ	
プライベート	privātie	プライベート	privāts	N	ADJ;NOM;MASC;PL
プライベート	private	プライベート	private	N	
プライベート	privātais	プライベート	privāts	N	ADJ;NOM;MASC;SG
プライベート	privāts	プライベート	privāts	N	ADJ;NOM;MASC;SG
マツダ	mazda	マツダ	mazds	PROPN	N;NOM;MASC;SG
収益	peļņa	収益	peļņa	V	N;NOM;FEM;SG
収益	ieņēmumi	収益	ieņēmums	V	N;NOM;MASC;PL
収益	peļņa	収益	peļņa	V	N;NOM;FEM;SG
収益	ienākumi	収益	ienākums	V	N;NOM;MASC;PL
収益	ieņēmumi	収益	ieņēmums	V	N;NOM;MASC;PL
阿蘇	aso	阿蘇	ass	PROPN	N;ACC;MASC;SG
ロッド	air	ロッド	air	N	
ブラザーズ	brāļi	ブラザーズ	brālis	PROPN	N;NOM;MASC;PL
焦点	koncentrēties	焦点	koncentrēties	N	V;POS;REFL;NFIN
富士	fujitsu	富士	fujits	PROPN	N;ACC;MASC;SG
ようこそ	welcome	ようこそ	welcome	CONJ	
歩く	ejot	歩く	iet	V	
歩く	pastaiga	歩く	pastaiga	V	N;NOM;FEM;SG
絶望	izmisuma	絶望	izmisums	V	N;GEN;MASC;SG
サミュエル	semjuels	サミュエル	semjuels	PROPN	N;NOM;MASC;SG
ひょう	krusa	ひょう	krusa	PROPN	N;NOM;FEM;SG
ヘッセン	hesenes	ヘッセン	hesene	PROPN	PROPN;NOM;FEM;SG
ユニフォーム	vienādu	ユニフォーム	vienāda	N	ADJ;ACC;MASC;SG
ユニフォーム	vienoti	ユニフォーム	vienots	N	ADV
ユニフォーム	vienāda	ユニフォーム	vienāda	N	ADJ;NOM;FEM;SG
カンボジア	kambodžas	カンボジア	kambodža	PROPN	PROPN;NOM;FEM;PL
カンボジア	kambodžas	カンボジア	kambodža	PROPN	PROPN;NOM;FEM;PL
カンボジア	kambodža	カンボジア	kambodžs	PROPN	N;NOM;FEM;SG
呪い	lāsts	呪う	lāsts	V	N;NOM;MASC;SG
聖人	svētais	聖人	svēts	N	ADJ;NOM;MASC;SG
聖人	saint	聖人	saint	N	
ルドルフ	rūdolfa	ルドルフ	rūdolfs	PROPN	N;NOM;MASC;SG
ルドルフ	rūdolfs	ルドルフ	rūdolfs	PROPN	PROPN;NOM;MASC;SG
モル	mor	モル	mor	PROPN	
モル	mol	モル	mol	PROPN	
合う	der	合う	derēt	V	INTJ
アンディ	endijs	アンディ	endijs	PROPN	PROPN;NOM;MASC;SG
クリーブランド	klīvlendā	クリーブランド	klīvlendā	PROPN	N;ESS;FEM;SG
ブロー	trieciens	ブロー	trieciens	PROPN	N;NOM;MASC;SG
注文	pasūtījums	注文	pasūtījums	V	N;NOM;MASC;SG
注文	kārtība	注文	kārtība	V	N;NOM;FEM;SG
注文	rīkojums	注文	rīkojums	V	N;NOM;MASC;SG
注文	secība	注文	secība	V	N;NOM;FEM;SG
注文	rīkojumi	注文	rīkojums	V	N;NOM;MASC;PL
注文	pasūtījumu	注文	pasūtījums	V	N;ACC;MASC;SG
注文	pavēle	注文	pavēle	V	N;NOM;FEM;SG
注文	pasūtījumi	注文	pasūtījums	V	N;NOM;MASC;PL
注文	pasūtījumus	注文	pasūtījums	V	N;ACC;MASC;PL
デート	datums	デート	datums		N;NOM;MASC;SG
デート	iepazīšanās	デート	iepazīšanās		N;NOM;FEM;SG
オークランド	oakland	オークランド	oaklandēt	PROPN	
オークランド	oklendas	オークランド	oklenda	PROPN	PROPN;NOM;FEM;PL
水着	peldkostīms	水着	peldkostīms	N	ADJ;NOM;MASC;SG
モニター	uzrauga	モニター	uzraugt	N	V;FH;IND;3;POS;PRS;FIN;ACT
モニター	uzraudzītu	モニター	uzraudzīt	N	V;COND;POS;FIN;ACT
モニター	pārraudzīt	モニター	pārraudzīt	N	V;POS;NFIN
モニター	uzraudzīt	モニター	uzraudzīt	N	V;POS;NFIN
ソロモン	zālamana	ソロモン	zālamana	PROPN	N;NOM;MASC;SG
適応	pielāgošanās	適応	pielāgošanās	V	N;NOM;FEM;SG
適応	pielāgošana	適応	pielāgošana	V	N;NOM;FEM;SG
ビクター	viktors	ビクター	viktors	PROPN	N;NOM;MASC;SG
長崎市	nagasaki	長崎市	nagasaks	PROPN	N;NOM;MASC;PL
干渉	iejaukšanās	干渉	iejaukšanās	V	N;NOM;FEM;SG
エディション	edition	エディション	edition	N	
リッチ	bagāta	リッチ	bagāta	N	ADJ;NOM;FEM;SG
リッチ	bagātas	リッチ	bagāta	N	ADJ;NOM;FEM;PL
リッチ	bagāti	リッチ	bagāts	N	ADJ;NOM;MASC;PL
リッチ	bagātīgs	リッチ	bagātīgs	N	ADJ;NOM;MASC;SG
リッチ	bagāts	リッチ	bagāts	N	ADJ;NOM;MASC;SG
アベニュー	avenue	アベニュー	avenue	N	
グルジア	gruzija	グルジア	gruzija	PROPN	PROPN;NOM;FEM;SG
予言	pareģojumu	予言	pareģojums	V	N;ACC;MASC;SG
予言	prognozes	予言	prognoze	V	N;NOM;FEM;PL
予言	prognoze	予言	prognoze	V	N;NOM;FEM;SG
予言	prognozes	予言	prognoze	V	N;NOM;FEM;PL
ドライ	sausa	ドライ	sausa	N	ADJ;NOM;FEM;SG
ドライ	sausā	ドライ	sausa	N	ADJ;NOM;FEM;SG
ドライ	sauss	ドライ	sauss	N	ADJ;NOM;MASC;SG
ドライ	sausi	ドライ	sausi	N	ADV
ドライ	sausais	ドライ	sauss	N	ADJ;NOM;MASC;SG
オックス	oksfordas	オックス	oksforda	PROPN	PROPN;NOM;FEM;PL
進撃	uzbrukt	進撃	uzbrukt	N	V;POS;NFIN
えり	eri	えり	eri	PROPN	
歩き	pastaiga	歩く	pastaiga	V	N;NOM;FEM;SG
メンタル	garīgi	メンタル	garīgi	N	ADV
メンタル	garīgā	メンタル	garīga	N	ADJ;NOM;FEM;SG
メンタル	garīgās	メンタル	garīga	N	ADJ;NOM;FEM;PL
みず	midzuho	みず	midzuhot	PROPN	N
迷惑	kaitina	迷惑	kaitināt	N	V;FH;IND;3;POS;PRS;FIN;ACT
迷惑	kaitina	迷惑	kaitināt	N	V;FH;IND;3;POS;PRS;FIN;ACT
リンゴ	apple	リンゴ	apple	N	
計測	pasākuma	計測	pasākums	V	N;GEN;MASC;SG
計測	pasākums	計測	pasākums	V	N;NOM;MASC;SG
クレア	klēra	クレア	klēra	PROPN	N;NOM;MASC;SG
関節	kopīga	関節	kopīga	N	ADJ;NOM;FEM;SG
関節	kopīgais	関節	kopīgs	N	ADJ;NOM;MASC;SG
混同	apjukums	混同	apjukums	V	N;NOM;MASC;SG
望ましい	vēlama	望ましい	vēlēt	ADJ	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
望ましい	vēlams	望ましい	vēlams	ADJ	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
カタルーニャ	catalunya	カタルーニャ	catalunla	PROPN	N;NOM;MASC;SG
ジャングル	džungļos	ジャングル	džunglis	PROPN	N;ESS;MASC;PL
ジャングル	džungļu	ジャングル	džunglis	PROPN	N;GEN;MASC;PL
ナウ	tagad	ナウ	tagad	PROPN	ADV
プレステージ	prestige	プレステージ	prestige	N	
リーチ	reach	リーチ	reach	N	
リーチ	aizsniegt	リーチ	aizsniegt	N	V;POS;NFIN
レーサー	racer	レーサー	racer	N	
レフ	ļevs	レフ	ļevs	PROPN	PROPN;NOM;MASC;SG
稲荷	inari	稲荷	inars	N	
ロビン	robins	ロビン	robins	PROPN	N;NOM;MASC;SG
セールス	noiets	セールス	noiet	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
グラント	piešķirt	グラント	piešķirt	PROPN	V;POS;NFIN
ブレーブス	braves	ブレーブス	brave	PROPN	N;NOM;FEM;PL
ドナルド	donalds	ドナルド	donalds	PROPN	N;NOM;MASC;SG
アルベルト	alberts	アルベルト	alberts	PROPN	PROPN;NOM;MASC;SG
アルベルト	albert	アルベルト	albert	PROPN	
アルベルト	alberto	アルベルト	albertot	PROPN	PROPN
氏族	klans	氏族	klans		N;NOM;MASC;SG
氏族	clans	氏族	clans		
パブリック	publiski	パブリック	publiski	N	ADV
パブリック	publiskais	パブリック	publisks	N	ADJ;NOM;MASC;SG
パブリック	publiska	パブリック	publiska	N	ADJ;NOM;FEM;SG
ケンブリッジ	kembridžas	ケンブリッジ	kembridža	PROPN	N;NOM;FEM;PL
最速	ātrākais	最速	ātrs	N	ADJ;NOM;CMPR;MASC;SG
最短	īsāko	最短	īss	N	ADJ;ACC;CMPR;MASC;SG
イーグル	ērglis	イーグル	ērglis	PROPN	N;NOM;MASC;SG
キミ	kimi	キミ	kimēt	N	
マルク	marks	マルク	marks	PROPN	PROPN;NOM;MASC;SG
マルク	atzīmēt	マルク	atzīmēt	PROPN	V;POS;NFIN
マルク	zīme	マルク	zīme	PROPN	N;NOM;FEM;SG
マルク	marks	マルク	marks	PROPN	PROPN;NOM;MASC;SG
晴れ	saulainas	晴れる	saulaina	V	ADJ;NOM;FEM;PL
晴れ	saulains	晴れる	saulains	V	ADJ;NOM;MASC;SG
晴れ	saulainā	晴れる	saulains	V	ADJ;NOM;FEM;SG
晴れ	saulaina	晴れる	saulaina	V	ADJ;NOM;FEM;SG
ボスニア	bosnija	ボスニア	bosnija	PROPN	PROPN;NOM;FEM;SG
失踪	izzušana	失踪	izzušana	V	N;NOM;FEM;SG
失踪	pazušanu	失踪	pazušana	V	N;ACC;FEM;SG
失踪	pazušanas	失踪	pazušana	V	N;NOM;FEM;PL
革新	inovatīvu	革新	inovatīva	V	ADJ;ACC;MASC;SG
革新	inovatīva	革新	inovatīva	V	ADJ;NOM;FEM;SG
革新	inovatīvi	革新	inovatīvi	V	ADV
革新	novatoriska	革新	novatoriska	V	ADJ;NOM;FEM;SG
革新	reformu	革新	reforma	V	N;ACC;FEM;SG
革新	reforma	革新	reforma	V	N;NOM;FEM;SG
革新	inovāciju	革新	inovācija	V	N;ACC;FEM;SG
革新	jauninājumi	革新	jauninājums	V	N;NOM;MASC;PL
革新	inovācija	革新	inovācija	V	N;NOM;FEM;SG
革新	inovācijas	革新	inovācija	V	N;NOM;FEM;PL
宇野	uno	宇野	uno	PROPN	
可変	mainīgā	可変	mainīgs	N	ADJ;NOM;FEM;SG
可変	mainīgais	可変	mainīgs	N	ADJ;NOM;MASC;SG
可変	mainīgs	可変	mainīgs	N	ADJ;NOM;MASC;SG
可変	mainīgo	可変	mainīga	N	ADJ;ACC;MASC;SG
可変	mainīga	可変	mainīga	N	ADJ;NOM;FEM;SG
担保	garantija	担保	garantija	V	N;NOM;FEM;SG
担保	garantijas	担保	garantija	V	N;NOM;FEM;PL
担保	nodrošinājums	担保	nodrošinājums	V	N;NOM;MASC;SG
担保	ķīla	担保	ķīls	V	N;NOM;FEM;SG
インストール	instalēt	インストール	instalēt	N	V;POS;NFIN
インストール	uzstādīt	インストール	uzstādīt	N	V;POS;NFIN
中国人	ķīnas	中国人	ķīna	N	PROPN;NOM;FEM;SG
デビッド	deivids	デビッド	deivids	PROPN	PROPN;NOM;MASC;SG
デビッド	dāvids	デビッド	dāvids	PROPN	N;NOM;MASC;SG
デビッド	david	デビッド	david	PROPN	
サックス	maisi	サックス	maisi	PROPN	N;NOM;MASC;PL
サックス	maisos	サックス	maiss	PROPN	N;ESS;MASC;PL
サックス	maisiņi	サックス	maisiņš	PROPN	N;NOM;MASC;PL
サックス	saksofons	サックス	saksofons	PROPN	N;NOM;MASC;SG
パイオニア	pioneer	パイオニア	pioneer	N	
流入	pieplūdums	流入	pieplūdums	V	N;NOM;MASC;SG
流入	pieplūdumu	流入	pieplūdums	V	N;ACC;MASC;SG
金星	venus	金星	vens	N	
灰色	pelēks	灰色	pelēks	N	ADJ;NOM;MASC;SG
灰色	pelēkā	灰色	pelēks	N	ADJ;NOM;FEM;SG
灰色	pelēks	灰色	pelēks	N	ADJ;NOM;MASC;SG
灰色	pelēkas	灰色	pelēka	N	ADJ;NOM;FEM;PL
灰色	pelēkais	灰色	pelēks	N	ADJ;NOM;MASC;SG
灰色	pelēkās	灰色	pelēka	N	ADJ;NOM;FEM;PL
有田	arita	有田	arita	PROPN	PROPN;NOM;FEM;SG
オールスターズ	allstars	オールスターズ	allstars	PROPN	N;NOM;MASC;SG
ウォルター	valters	ウォルター	valters	PROPN	PROPN;NOM;MASC;SG
オレゴン	oregona	オレゴン	oregons	PROPN	PROPN;NOM;FEM;SG
侯爵	marquess	侯爵	marquess		N;NOM;MASC;SG
侯爵	marquis	侯爵	marquis		
ネルソン	nelsons	ネルソン	nelsons	PROPN	PROPN;NOM;MASC;SG
コンゴ	congo	コンゴ	congo	PROPN	
コンゴ	kongo	コンゴ	kongo	PROPN	
除外	izslēgšana	除外	izslēgšana	V	N;NOM;FEM;SG
除外	izņēmumi	除外	izņēmums	V	N;NOM;MASC;PL
アンソニー	anthony	アンソニー	anthony	PROPN	
黒木	kuroki	黒木	kuroks	PROPN	
ハッチ	lūku	ハッチ	lūka	PROPN	N;ACC;MASC;SG
ハッチ	lūkas	ハッチ	lūka	PROPN	N;NOM;FEM;PL
孤立	izolācija	孤立	izolācija	V	N;NOM;FEM;SG
孤立	izolācijas	孤立	izolācija	V	N;NOM;FEM;PL
孤立	izolēšana	孤立	izolēšana	V	N;NOM;FEM;SG
キャロル	kerolu	キャロル	kerols	PROPN	N;ACC;MASC;SG
青色	zilais	青色	zils	N	ADJ;NOM;MASC;SG
青色	zils	青色	zils	N	ADJ;NOM;MASC;SG
青色	zila	青色	zils	N	ADJ;NOM;FEM;SG
青色	zilā	青色	zils	N	ADJ;NOM;FEM;SG
想像	iztēle	想像	iztēle	V	N;NOM;FEM;SG
暴行	uzbrukums	暴行	uzbrukums	V	N;NOM;MASC;SG
ゴードン	gordon	ゴードン	gordon	PROPN	
シチリア	sicīlijas	シチリア	sicīlija	PROPN	PROPN;NOM;FEM;SG
オーク	ozolkoka	オーク	ozolkoks	PROPN	N;GEN;MASC;SG
オーク	ozola	オーク	ozols	PROPN	N;NOM;FEM;SG
尊敬	sakarā	尊敬	sakars	V	N;ESS;MASC;SG
尊敬	cieņā	尊敬	cieņa	V	ADJ;NOM;FEM;SG
尊敬	cieņa	尊敬	cieņa	V	N;NOM;FEM;SG
ブロードウェイ	brodvejas	ブロードウェイ	brodveja	PROPN	N;NOM;FEM;PL
拉致	nolaupīti	拉致	nolaupīt	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
拉致	nolaupīt	拉致	nolaupīt	N	V;POS;NFIN
ゲオルク	georgs	ゲオルク	georgs	PROPN	PROPN;NOM;MASC;SG
スティーブ	stīvs	スティーブ	stīvs	PROPN	PROPN;NOM;MASC;SG
ルネサンス	renesanses	ルネサンス	renesanses	PROPN	N;NOM;FEM;PL
クラリネット	klarnete	クラリネット	klarnete	PROPN	N;NOM;FEM;SG
ジェームス	džeimss	ジェームス	džeimss	PROPN	N;NOM;MASC;SG
ジェームス	džeims	ジェームス	džeims	PROPN	N;NOM;MASC;SG
エチオピア	etiopija	エチオピア	etiopija	PROPN	N;NOM;FEM;SG
エチオピア	etiopijas	エチオピア	etiopija	PROPN	PROPN;NOM;FEM;PL
デリー	deli	デリー	delis	PROPN	
自信	pārliecināti	自信	pārliecināt	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
自信	pārliecināta	自信	pārliecināt	N	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
ラッキー	laimīgā	ラッキー	laimīgs	PROPN	ADJ;NOM;FEM;SG
ラッキー	laimīgais	ラッキー	laimīgs	PROPN	ADJ;NOM;MASC;SG
ユキ	juki	ユキ	jukis	PROPN	
グスタフ	gustavs	グスタフ	gustavs	PROPN	PROPN;NOM;MASC;SG
歓迎	welcome	歓迎	welcome	V	
屋外	sportot	屋外	sportot	N	V;POS;NFIN
孤独	vientuļš	孤独	vientuļš	N	ADJ;NOM;MASC;SG
孤独	vientuļa	孤独	vientuļa	N	ADJ;NOM;FEM;SG
孤独	vientuļi	孤独	vientuļš	N	ADV
押す	push	押す	push	V	
等しい	vienlīdzīgi	等しい	vienlīdzīgi	ADJ	ADV
パーフェクト	perfekta	パーフェクト	perfekts	N	ADJ;NOM;FEM;SG
パーフェクト	ideāli	パーフェクト	ideāli	N	ADV
パーフェクト	perfekti	パーフェクト	perfekts	N	ADV
パーフェクト	ideāla	パーフェクト	ideāla	N	ADJ;NOM;FEM;SG
パーフェクト	perfekts	パーフェクト	perfekts	N	ADJ;NOM;MASC;SG
アイスランド	islandē	アイスランド	islandēt	PROPN	N;ESS;FEM;SG
アイスランド	īslande	アイスランド	īslande	PROPN	N;NOM;FEM;SG
アイスランド	islande	アイスランド	islande	PROPN	N;NOM;FEM;SG
クン	kung	クン	kung	PROPN	
カスタム	pielāgota	カスタム	pielāgot	N	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
カスタム	pielāgots	カスタム	pielāgot	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
土井	doi	土井	dot	PROPN	N
アルバート	alberts	アルバート	alberts	PROPN	PROPN;NOM;MASC;SG
アルバート	albert	アルバート	albert	PROPN	
アンソロジー	anthology	アンソロジー	anthology	N	
ケルン	ķelnē	ケルン	ķelne	PROPN	PROPN;ESS;FEM;SG
ケルン	ķelni	ケルン	ķelns	PROPN	N;ACC;FEM;SG
ケルン	ķelnes	ケルン	ķelne	PROPN	PROPN;NOM;FEM;SG
ケルン	köln	ケルン	köln	PROPN	
青島	cjindao	青島	cjinda	PROPN	
コリン	colin	コリン	colin	PROPN	
告発	apsūdzību	告発	apsūdzība	V	N;ACC;FEM;SG
告発	apsūdzība	告発	apsūdzība	V	N;NOM;FEM;SG
告発	apvainojumi	告発	apvainojums	V	N;NOM;MASC;PL
告発	apsūdzības	告発	apsūdzība	V	N;NOM;FEM;PL
バックス	zaļos	バックス	zaļš	PROPN	ADJ;ACC;MASC;PL
カウ	govs	カウ	govs	PROPN	N;NOM;FEM;SG
キングス	karaļi	キングス	karalis	PROPN	N;NOM;MASC;PL
ラボ	lab	ラボ	lab	N	PROPN
今夜	šonakt	今夜	šonakt	PROPN	ADV
今夜	šovakar	今夜	šovakar	PROPN	ADV
ミラクル	brīnums	ミラクル	brīnums	PROPN	N;NOM;MASC;SG
バク	tapirs	バク	tapirs	PROPN	N;NOM;MASC;SG
ウォーク	staigāt	ウォーク	staigāt	N	V;POS;NFIN
ウォーク	iet	ウォーク	iet	N	V;POS;FIN
ウォーク	staigā	ウォーク	staiga	N	V;IMP;2;POS;PRS;FIN;ACT
アピール	apelāciju	アピール	apelācija	V	N;ACC;FEM;SG
悲しみ	bēdas	悲しむ	bēda	V	N;NOM;FEM
悲しみ	skumjas	悲しむ	skumjas	V	N;NOM;FEM
悲しみ	skumjas	悲しむ	skumjas	V	N;NOM;FEM
悲しみ	bēdas	悲しむ	bēda	V	N;NOM;FEM
ポプラ	papeles	ポプラ	papele	PROPN	N;NOM;FEM;PL
スターリン	staļins	スターリン	staļins	PROPN	N;NOM;MASC;SG
武道	budo	武道	budo	N	
コカ	coca	コカ	coca	PROPN	N;NOM;MASC;SG
遠い	tālu	遠い	tālu	ADJ	ADV
パレスチナ	palestīnas	パレスチナ	palestīna	PROPN	PROPN;NOM;FEM;PL
パレスチナ	palestīnā	パレスチナ	palestīna	PROPN	PROPN;ESS;FEM;SG
パレスチナ	palestīniešu	パレスチナ	palestīnietis	PROPN	N;GEN;MASC;PL
パレスチナ	palestīnas	パレスチナ	palestīna	PROPN	PROPN;NOM;FEM;PL
パレスチナ	palestīnieši	パレスチナ	palestīnietis	PROPN	N;NOM;MASC;PL
正直	godīgi	正直	godīgi	CONJ	ADV
正直	godīgumu	正直	godīgums	CONJ	N;ACC;MASC;SG
正直	godīgums	正直	godīgums	CONJ	N;NOM;MASC;SG
正直	godīgs	正直	godīgs	CONJ	ADJ;NOM;MASC;SG
正直	godīgi	正直	godīgi	CONJ	ADV
ゴシック	gotiskais	ゴシック	gotisks	PROPN	ADJ;NOM;MASC;SG
サイレント	kluss	サイレント	kluss	N	ADJ;NOM;MASC;SG
サイレント	klusē	サイレント	klusēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
調節	pielāgojums	調節	pielāgojums	V	N;NOM;MASC;SG
調節	regulēšana	調節	regulēšana	V	N;NOM;FEM;SG
調節	korekcija	調節	korekcija	V	N;NOM;FEM;SG
調節	koriģēšana	調節	koriģēšana	V	N;NOM;FEM;SG
調節	pielāgošana	調節	pielāgošana	V	N;NOM;FEM;SG
コロン	resnās	コロン	resna	PROPN	ADJ;NOM;FEM;PL
内装	iekšējais	内装	iekšējs	N	ADJ;NOM;MASC;SG
内装	iekšējie	内装	iekšējs	N	ADJ;NOM;MASC;PL
サイモン	simons	サイモン	simons	PROPN	PROPN;NOM;MASC;SG
コパ	copa	コパ	copa	PROPN	
ベートーヴェン	bēthovens	ベートーヴェン	bēthovens	PROPN	N;NOM;MASC;SG
ウラ	ulla	ウラ	ulla	PROPN	PROPN;NOM;FEM;SG
間接	netiešs	間接	netiešs	N	ADJ;NOM;MASC;SG
間接	netiešas	間接	netieša	N	ADJ;NOM;FEM;PL
間接	netiešā	間接	netieša	N	ADJ;NOM;FEM;SG
間接	netieša	間接	netiest	N	ADJ;NOM;FEM;SG
間接	netieši	間接	netieši	N	ADV
間接	netiešie	間接	netiešs	N	ADJ;NOM;MASC;PL
感動	sajūsmā	感動	sajūsma	V	N;ESS;FEM;SG
折り返し	wrap	折り返し	wrap	ADV	
ピッツバーグ	pitsburgā	ピッツバーグ	pitsburga	PROPN	N;ESS;MASC;SG
ピッツバーグ	pitsburgas	ピッツバーグ	pitsburga	PROPN	N;NOM;FEM;PL
ウェイン	veins	ウェイン	veins	PROPN	PROPN;NOM;MASC;SG
ウェイン	veina	ウェイン	veins	PROPN	N;NOM;MASC;SG
賠償	kontribūciju	賠償	kontribūcija	V	N;ACC;FEM;SG
賠償	kompensācijas	賠償	kompensācija	V	N;NOM;FEM;PL
賠償	kompensācija	賠償	kompensācija	V	N;NOM;FEM;SG
テラ	tera	テラ	tera	N	
テラ	terra	テラ	terra	N	
補償	kompensācijas	補償	kompensācija	V	N;NOM;FEM;PL
補償	kompensācija	補償	kompensācija	V	N;NOM;FEM;SG
ティム	tims	ティム	tims	PROPN	PROPN;NOM;MASC;SG
パナマ	panamas	パナマ	panama	PROPN	PROPN;NOM;FEM;PL
パナマ	panama	パナマ	panams	PROPN	PROPN;NOM;FEM;SG
ウラン	urāna	ウラン	urāns	PROPN	N;NOM;MASC;SG
ウラン	urāns	ウラン	urāns	PROPN	N;NOM;MASC;SG
摂取	uzņemšana	摂取	uzņemšana	V	N;NOM;FEM;SG
摂取	ieplūdes	摂取	ieplūde	V	N;NOM;FEM;PL
先駆	pioniera	先駆	pionieris	V	N;NOM;MASC;SG
タラ	tara	タラ	tars	PROPN	
タラ	mencu	タラ	menca	PROPN	N;ACC;FEM;SG
タラ	menca	タラ	menca	PROPN	N;NOM;FEM;SG
タラ	mencas	タラ	menca	PROPN	N;NOM;FEM;PL
タラ	cod	タラ	cod	PROPN	
ねこ	kaķi	ねこ	kaķis	PROPN	N;NOM;MASC;PL
ねこ	kaķis	ねこ	kaķis	PROPN	N;NOM;MASC;SG
だっ	jo	だ	jo	CONJ	CONJ
マドンナ	madonna	マドンナ	madonna	N	PROPN;NOM;FEM;SG
モーリス	morris	モーリス	morris	PROPN	PROPN;NOM;MASC;SG
モーリス	moriss	モーリス	moriss	PROPN	PROPN;NOM;MASC;SG
重い	smagi	重い	smags	ADJ	ADV
鳥栖	tosu	鳥栖	toss	PROPN	
ミリオン	miljons	ミリオン	miljons	PROPN	N;NOM;MASC;SG
ミリオン	miljoni	ミリオン	miljons	PROPN	N;NOM;MASC;PL
愛子	aiko	愛子	aiko	PROPN	
ネパール	nepālas	ネパール	nepāla	PROPN	PROPN;NOM;MASC;SG
ネパール	nepālā	ネパール	nepāls	PROPN	
川端	kavabata	川端	kavabata	PROPN	N;GEN;MASC;SG
主権	suverēna	主権	suverēns	N	ADJ;NOM;FEM;SG
主権	suverēnas	主権	suverēna	N	ADJ;NOM;FEM;PL
寿司	sushi	寿司	sushi	N	
みか	cekulainais	みく	cekulains	PROPN	ADJ;NOM;MASC;SG
直ち	tūlīt	直ち	tūlīt	ADJ	ADV
直ち	nekavējoties	直ち	nekavēties	ADJ	V;REFL;V.CVB
直ち	uzreiz	直ち	uzreiz	ADJ	ADV
通話	zvaniem	通話	zvans	V	N;DAT;MASC;PL
ベネズエラ	venecuēlas	ベネズエラ	venecuēla	PROPN	PROPN;NOM;FEM;PL
ベネズエラ	venecuēlas	ベネズエラ	venecuēla	PROPN	PROPN;NOM;FEM;PL
ベネズエラ	venecuēla	ベネズエラ	venecuēla	PROPN	N;NOM;FEM;SG
ダラス	dalasas	ダラス	dalasa	PROPN	N;NOM;FEM;PL
差異	atšķirības	差異	atšķirība	V	N;NOM;FEM;PL
差異	starpība	差異	starpība	V	N;NOM;FEM;SG
差異	atšķirība	差異	atšķirība	V	N;NOM;FEM;SG
ヒント	tip	ヒント	tipēt	N	
ニコラ	nicola	ニコラ	nicols	PROPN	PROPN;NOM;FEM;SG
アラスカ	aļaskas	アラスカ	aļaska	PROPN	N;NOM;FEM;PL
デニス	deniss	デニス	deniss	PROPN	N;NOM;MASC;SG
モノレール	viensliežu	モノレール	viensliede	PROPN	N;ACC;MASC;SG
入り	ieeja	入る	ieeja	V	N;NOM;FEM;SG
時々	reizēm	時々	reize	ADV	N;DAT;FEM;PL
ワルシャワ	varšavas	ワルシャワ	varšava	PROPN	PROPN;NOM;FEM;SG
ワルシャワ	varšavā	ワルシャワ	varšava	PROPN	PROPN;ESS;FEM;SG
静か	klusi	静か	klusi	ADJ	ADV
マイナス	negatīvā	マイナス	negatīva		ADJ;NOM;FEM;SG
マイナス	negatīvs	マイナス	negatīvs		N;NOM;MASC;SG
マイナス	negatīvi	マイナス	negatīvi		ADV
マイナス	negatīvas	マイナス	negatīva		N;NOM;FEM;PL
マイナス	negatīva	マイナス	negatīva		ADJ;NOM;FEM;SG
マイナス	atskaitot	マイナス	atskaitīt		V;V.CVB
マイナス	mīnuss	マイナス	mīnuss		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
マイナス	mīnus	マイナス	mīns		N;NOM;MASC;PL
ジェーン	džeina	ジェーン	džeins	PROPN	N;NOM;FEM;SG
バンクーバー	vankūveras	バンクーバー	vankūvera	PROPN	PROPN;NOM;FEM;PL
新羅	silla	新羅	silla	PROPN	PROPN;NOM;FEM;SG
カレン	kārena	カレン	kārens	PROPN	N;NOM;FEM;SG
乗り換え	pārvietošana	乗り換える	pārvietošana	V	N;NOM;FEM;SG
乗り換え	nodošana	乗り換える	nodošana	V	N;NOM;FEM;SG
乗り換え	nodošanas	乗り換える	nodošana	V	N;NOM;FEM;PL
乗り換え	pārsūtīšana	乗り換える	pārsūtīšana	V	N;NOM;FEM;SG
コンプレックス	sarežģīts	コンプレックス	sarežģīts	N	ADJ;NOM;MASC;SG
コンプレックス	sarežģīti	コンプレックス	sarežģīti	N	ADV
コンプレックス	sarežģīta	コンプレックス	sarežģīta	N	ADJ;NOM;FEM;SG
ホルン	rags	ホルン	rags	PROPN	N;NOM;MASC;SG
ホルン	ragu	ホルン	rags	PROPN	N;ACC;MASC;SG
フェルナンド	fernando	フェルナンド	fernando	PROPN	PROPN
シンプル	vienkārši	シンプル	vienkārši	ADJ	ADV
シンプル	vienkāršības	シンプル	vienkāršība	ADJ	N;NOM;FEM;PL
アイオワ	aiovas	アイオワ	aiova	PROPN	PROPN;NOM;FEM;SG
クマ	lācis	クマ	lākt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
