של	shel	של	shel	PART;GEN	N;MASC;SG
עמיר	emir	עמיר	emir	PROPN	N;MASC;SG
עמיר	amir	עמיר	amir	PROPN	N;MASC;SG
קרדיט	crédito	קרדיט	crédito	PROPN	N;MASC;SG
קרדיט	credit	קרדיט	credit	PROPN	N;MASC;SG
קרדיט	credito	קרדיט	credito	PROPN	N;MASC;SG
הזנב	tail	הזנב	tail	PROPN	N;MASC;SG
הזנב	cauda	הזנב	cauda	PROPN	N;FEM;SG
הזנב	rabo	הזנב	rabo	PROPN	N;MASC;SG
הקונפדרציה	confederação	הקונפדרציה	confederação	PROPN	N;FEM;SG
הקונפדרציה	confederados	הקונפדרציה	confederar	PROPN	N;MASC;PL
הקונפדרציה	confederação	הקונפדרציה	confederação	PROPN	N;FEM;SG
הקונפדרציה	confederado	הקונפדרציה	confederar	PROPN	V;MASC;SG;V.PTCP
הקונפדרציה	confederados	הקונפדרציה	confederar	PROPN	N;MASC;PL
האריס	harris	האריס	harri	PROPN	N;MASC;SG
פילוסוף	filósofo	פילוסוף	filósofo	PROPN	N;MASC;SG
מולדובה	moldávia	מולדובה	moldávia	PROPN	N;FEM;SG
לקוח	clientes	לקוח	cliente	N;MASC;SG	N;MASC;PL
בורג	borg	בורג	borg	PROPN	N;MASC;SG
בורג	borgs	בורג	borg	PROPN	N;MASC;SG
נייט	nate	נייט	nate	PROPN	N;MASC;SG
סיביות	bit	סיביות	bit	N;FEM;PL	N;MASC;SG
זורם	fluxos	זרם	fluxo	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
עז	cabra	עז	cabra		N;MASC;SG
עז	bode	עז	bode		N;MASC;SG
מחיקת	excluindo	חיקה	excluir	N;PSSD;FEM;SG	V;V.MSDR
מחיקת	apagar	חיקה	apagar	N;PSSD;FEM;SG	V;NFIN
מחיקת	apagando	חיקה	apagar	N;PSSD;FEM;SG	V;V.MSDR
דמשק	damasco	דמשק	damasco	PROPN	N;MASC;SG
טיעון	argumentar	טיעון	argumentar	N;MASC;SG	V;NFIN
טיעון	argumentos	טיעון	argumento	N;MASC;SG	N;MASC;PL
אביגדור	avigdor	אביגדור	avigdor	PROPN	N;MASC;SG
מנהלים	gerentes	ניהל	gerente	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
מנהלים	gestores	ניהל	gestor	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
מנהלים	administradores	ניהל	administrador	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
מנהלים	administradores	ניהל	administrador	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
מנהלים	executivos	ניהל	executivo	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
הושלם	concluídas	הושלם	concluir	V;MASC;SG;3;PST;PASS	V;FEM;PL;V.PTCP
הושלם	concluídos	הושלם	concluir	V;MASC;SG;3;PST;PASS	V;MASC;PL;V.PTCP
הושלם	completa	הושלם	completo	V;MASC;SG;3;PST;PASS	ADJ;FEM;SG
הושלם	completos	הושלם	completo	V;MASC;SG;3;PST;PASS	ADJ;MASC;PL
הושלם	complete	הושלם	completer	V;MASC;SG;3;PST;PASS	V;SBJV;SG;3;PRS;FIN
הושלם	completo	הושלם	completo	V;MASC;SG;3;PST;PASS	N;MASC;SG
טמפרטורה	temperaturas	טמפרטורה	temperatura	N;FEM;SG	N;FEM;PL
טמפרטורה	temporário	טמפרטורה	temporário	N;FEM;SG	ADJ;MASC;SG
קארי	kerry	קארי	kerry	PROPN	N;MASC;SG
קארי	curry	קארי	curry	PROPN	N;MASC;SG
קארי	caril	קארי	caril	PROPN	N;MASC;SG
קארי	carrie	קארי	carrie	PROPN	N;FEM;SG
עכבר	ratos	עכבר	rato	N;MASC;SG	N;MASC;PL
עכבר	ratinhos	עכבר	ratinho	N;MASC;SG	N;MASC;PL
חזיר	porco	חזיר	porco		N;MASC;SG
חזיר	suína	חזיר	suína		N;FEM;SG
חזיר	suínos	חזיר	suíno		N;MASC;PL
חזיר	suíno	חזיר	suíno		N;MASC;SG
חזיר	pernil	חזיר	pernil		N;MASC;SG
חזיר	presunto	חזיר	presunto		N;MASC;SG
חזיר	ham	חזיר	ham		N;MASC;SG
חזיר	fiambre	חזיר	fiambre		N;MASC;SG
חזיר	porco	חזיר	porco		N;MASC;SG
חזיר	porca	חזיר	porca		N;FEM;SG
הראשונית	inicial	הראשונית	inicial	ADV	ADJ;MASC;SG
הראשונית	iniciais	הראשונית	inicial	ADV	N;MASC;PL
זית	olive	זית	olive		N;MASC;SG
זית	oliveira	זית	oliveira		N;MASC;SG
זית	azeitona	זית	azeitonar		N;FEM;SG
הדמוקרטיה	democracia	הדמוקרטיה	democracia	PROPN	N;FEM;SG
יוסטון	houston	יוסטון	houston	PROPN	N;MASC;SG
פיו	ufa	פיו	ufa		INTJ
קרוס	cruz	קרוס	cruz	PROPN	N;FEM;SG
קרוס	cross	קרוס	cross	PROPN	N;MASC;SG
מעשית	prática	מעשי	prática	ADJ;FEM;SG	N;FEM;SG
מעשית	práticos	מעשי	prático	ADJ;FEM;SG	ADJ;MASC;PL
נישואין	casamento	נישואין	casamento	N;MASC;PL	N;MASC;SG
נישואין	matrimônio	נישואין	matrimônio	N;MASC;PL	N;MASC;SG
מציעה	oferenda	הציע	oferenda	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
אשור	ashur	אשור	ashur	PROPN	N;MASC;SG
דיג	pescar	דיג	pescar	N;MASC;SG	V;NFIN
חופשיים	livre	חופשי	livre	ADJ;MASC;PL	ADJ;MASC;SG
חופשיים	grátis	חופשי	grátis	ADJ;MASC;PL	N;MASC;SG
חופשיים	free	חופשי	free	ADJ;MASC;PL	N;MASC;SG
חופשיים	gratuito	חופשי	gratuito	ADJ;MASC;PL	ADJ;MASC;SG
הליכה	passear	הליכה	passear	N;FEM;SG	V;NFIN
הליכה	andar	הליכה	andar	N;FEM;SG	V;NFIN
הליכה	caminhar	הליכה	caminhar	N;FEM;SG	V;NFIN
הליכה	caminhadas	הליכה	caminhada	N;FEM;SG	N;FEM;PL
הליכה	passear	הליכה	passear	N;FEM;SG	V;NFIN
הליכה	andar	הליכה	andar	N;FEM;SG	V;NFIN
הליכה	caminhar	הליכה	caminhar	N;FEM;SG	V;NFIN
בוסניה	bósnia	בוסניה	bósnia	PROPN	N;FEM;SG
בצל	cebolas	בצל	cebola		N;FEM;PL
בצל	cebola	בצל	cebola		N;FEM;SG
בצל	cebolas	בצל	cebola		N;FEM;PL
בצל	cebola	בצל	cebola		N;FEM;SG
כתובה	escrito	כתוב	escrever	N;FEM;SG	V;MASC;SG;V.PTCP
כתובה	escritas	כתוב	escrever	N;FEM;SG	V;FEM;PL;V.PTCP
כתובה	escritos	כתוב	escrever	N;FEM;SG	V;MASC;PL;V.PTCP
חימוש	armamentos	חימוש	armamento	N;MASC;SG	N;MASC;PL
חימוש	armar	חימוש	armar	N;MASC;SG	V;NFIN
מסתבר	aparentemente	הסתבר	aparentemente	V;MASC;SG;V.PTCP	ADV
אנדי	andy	אנדי	andy	PROPN	N;MASC;SG
דניס	denise	דניס	denise	PROPN	N;FEM;SG
דניס	dennis	דניס	dennis	PROPN	N;MASC;SG
דניס	denis	דניס	denis	PROPN	N;MASC;SG
זוכים	vencedores	זכה	vencedor	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
זוכים	ganhadores	זכה	ganhador	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
זוכים	vencedoras	זכה	vencedora	V;MASC;PL;V.PTCP;ACT	N;FEM;PL
איטי	slow	איטי	slow	ADJ;MASC;SG	N;MASC;SG
איטי	devagar	איטי	devagar	ADJ;MASC;SG	ADV
שנקבע	determinado	שנקבע	determinar		V;MASC;SG;V.PTCP
שנקבע	determinada	שנקבע	determinar		V;FEM;SG;V.PTCP
שנקבע	determinados	שנקבע	determinar		V;MASC;PL;V.PTCP
מתמטיקאי	matemáticos	מתמטיקני	matemático	N;MASC;SG	N;MASC;PL
ברנרד	bernard	ברנרד	bernard	PROPN	N;MASC;SG
ברנרד	bernardo	ברנרד	bernardo	PROPN	N;MASC;SG
לוטננט	tenente	לוטננט	tenente	PROPN	N;MASC;SG
ענן	nuvens	ענן	nuvem		N;FEM;PL
ענן	nuvem	ענן	nuvem		N;FEM;SG
ענן	cloud	ענן	cloud		N;MASC;SG
מאדים	marte	מאדים	marte	PROPN	N;MASC;SG
מאדים	mars	מאדים	mar	PROPN	N;MASC;SG
סידור	arranjos	סידור	arranjo	N;MASC;SG	N;MASC;PL
מוגבלות	limitado	מוגבל	limitar	N;FEM;SG	V;MASC;SG;V.PTCP
מוגבלות	limitados	מוגבל	limitar	N;FEM;SG	V;MASC;PL;V.PTCP
מוגבלות	limitadas	מוגבל	limitar	N;FEM;SG	V;FEM;PL;V.PTCP
מוגבלות	limitada	מוגבל	limitar	N;FEM;SG	V;FEM;SG;V.PTCP
מוגבלות	restrita	מוגבל	restritar	N;FEM;SG	ADJ;FEM;SG
מוגבלות	restritos	מוגבל	restrito	N;FEM;SG	V;MASC;PL;V.PTCP
מוגבלות	restrito	מוגבל	restringir	N;FEM;SG	V;MASC;SG;V.PTCP
תיירים	turista	תייר	turista	N;MASC;PL	N;MASC;SG
מחליף	comutação	החליף	comutação	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מחליף	substituto	החליף	substituto	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מחליף	substituição	החליף	substituição	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
לילי	lili	לילי	lili	PROPN	N;FEM;SG
לילי	lilly	לילי	lilly	PROPN	N;MASC;SG
לילי	lily	לילי	lily	PROPN	N;FEM;SG
לילי	lilly	לילי	lilly	PROPN	N;MASC;SG
לילי	lírio	לילי	lírio	PROPN	N;MASC;SG
לילי	lili	לילי	lili	PROPN	N;FEM;SG
תקדים	precedentes	תקדים	precedente	N;MASC;SG	N;MASC;PL
אדומה	vermelhas	אדום	vermelho	N;FEM;SG	N;FEM;PL
אדומה	vermelhos	אדום	vermelho	N;FEM;SG	N;MASC;PL
זיו	ziv	זיו	ziv	PROPN	N;MASC;SG
גליל	cilindros	גליל	cilindro	N;MASC;SG	N;MASC;PL
גליל	rolar	גליל	rolar	N;MASC;SG	V;NFIN
בדיונית	ficção	בדיוני	ficção	PROPN	N;FEM;SG
בדיונית	fictício	בדיוני	fictício	PROPN	N;MASC;SG
בדיונית	ficcional	בדיוני	ficcional	PROPN	ADJ;MASC;SG
בדיונית	fictícia	בדיוני	fictícia	PROPN	ADJ;FEM;SG
דאג	doug	דאג	doug	PROPN	N;MASC;SG
יקר	querido	יקר	querer	ADJ;MASC;SG	V;MASC;SG;V.PTCP
יקר	queridos	יקר	querer	ADJ;MASC;SG	V;MASC;PL;V.PTCP
יקר	querida	יקר	querer	ADJ;MASC;SG	V;FEM;SG;V.PTCP
יקר	precious	יקר	precious	ADJ;MASC;SG	N;MASC;SG
יקר	preciosidade	יקר	preciosidade	ADJ;MASC;SG	N;FEM;SG
יקר	preciosos	יקר	precioso	ADJ;MASC;SG	ADJ;MASC;PL
יקר	cara	יקר	cara	ADJ;MASC;SG	N;FEM;SG
יקר	caros	יקר	caro	ADJ;MASC;SG	ADJ;MASC;PL
רותם	rotem	רותם	rotem	PROPN	N;MASC;SG
שומרון	samaria	שומרון	samaria	PROPN	N;FEM;SG
מתמטית	matematicamente	מתמטי	matematicamente	N;FEM;SG	ADV
בלארוס	bielorússia	בלארוס	bielorússia	PROPN	N;FEM;SG
בלארוס	bielorrusso	בלארוס	bielorrusso	PROPN	N;MASC;SG
בלארוס	bielorrússia	בלארוס	bielorrússia	PROPN	N;FEM;SG
בלארוס	bielorrussa	בלארוס	bielorrussa	PROPN	N;FEM;SG
בלארוס	bielorrusso	בלארוס	bielorrusso	PROPN	N;MASC;SG
תאגיד	corporativo	תאגיד	corporativo	N;MASC;SG	ADJ;MASC;SG
תאגיד	empresarial	תאגיד	empresarial	N;MASC;SG	ADJ;MASC;SG
ליידי	moça	ליידי	moça	PROPN	N;FEM;SG
ליידי	senhora	ליידי	senhora	PROPN	N;FEM;SG
ליידי	dama	ליידי	dama	PROPN	N;FEM;SG
פנסילבניה	pennsylvania	פנסילבניה	pennsylvania	PROPN	N;MASC;SG
פנסילבניה	pensilvânia	פנסילבניה	pensilvânia	PROPN	N;FEM;SG
איוואן	ivan	איוואן	ivan	PROPN	N;MASC;SG
באג	bicho	באג	bicho	PROPN	N;MASC;SG
באג	bug	באג	bug	PROPN	N;MASC;SG
באג	insecto	באג	insecto	PROPN	N;MASC;SG
באג	inseto	באג	inseto	PROPN	N;MASC;SG
משפיע	afeta	השפיע	afetar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
משפיע	afecta	השפיע	afectar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
אירי	irlandeses	אירי	irlandês	PROPN	N;MASC;PL
אירי	irish	אירי	irish	PROPN	N;MASC;SG
אירי	irlandesa	אירי	irlandesa	PROPN	N;FEM;SG
אירי	irlandês	אירי	irlandês	PROPN	N;MASC;SG
אירי	erie	אירי	eriar	PROPN	N;MASC;SG
קתרין	kathryn	קתרין	kathryn	PROPN	N;MASC;SG
קתרין	katherine	קתרין	katherine	PROPN	N;FEM;SG
קתרין	catarina	קתרין	catarina	PROPN	N;FEM;SG
קתרין	catherine	קתרין	catherine	PROPN	N;FEM;SG
קתרין	catarina	קתרין	catarina	PROPN	N;FEM;SG
מצר	estreito	מצר	estreito	PROPN	N;MASC;SG
מיתר	string	מיתר	string		N;FEM;SG
רפי	rafi	רפי	rafi	PROPN	N;MASC;SG
לחן	melodia	לחן	melodia	PROPN	N;FEM;SG
לחן	melodias	לחן	melodia	PROPN	N;FEM;PL
לחן	melody	לחן	melody	PROPN	N;MASC;SG
לחן	melodia	לחן	melodia	PROPN	N;FEM;SG
לחן	sintonizar	לחן	sintonizar	PROPN	V;NFIN
קלוד	cláudia	קלוד	cláudia		N;FEM;SG
קלוד	claude	קלוד	claude		N;MASC;SG
בניה	construções	בניה	construção	N;FEM;SG	N;FEM;PL
מריו	mário	מריו	mário	PROPN	N;MASC;SG
מריו	mario	מריו	mario	PROPN	N;MASC;SG
השייך	pertencendo	השייך	pertencer	PROPN	V;V.MSDR
השייך	pertença	השייך	pertencer	PROPN	V;IND;SG;3;PRS;FIN
השייך	pertencentes	השייך	pertencente	PROPN	N;MASC;PL
בגדים	roupa	בגד	roupa	N;MASC;PL	N;FEM;SG
בגדים	vestuário	בגד	vestuário	N;MASC;PL	N;MASC;SG
בגדים	roupa	בגד	roupa	N;MASC;PL	N;FEM;SG
בואינג	boeing	בואינג	boeing	PROPN	N;MASC;SG
חובבי	entusiastas	חובבי	entusiasta	PROPN	N;MASC;PL
שייח	sheikh	שייח	sheikh	PROPN	N;MASC;SG
שייח	xeque	שייח	xeque	PROPN	N;FEM;SG
שייח	sheik	שייח	sheik	PROPN	N;MASC;SG
מנהטן	manhattan	מנהטן	manhattan	PROPN	N;MASC;SG
ויק	vic	ויק	vic		N;MASC;SG
משולב	integrados	משולב	integrar	PROPN	V;MASC;PL;V.PTCP
משולב	integrado	משולב	integrar	PROPN	V;MASC;SG;V.PTCP
משולב	integrada	משולב	integrar	PROPN	V;FEM;SG;V.PTCP
משולב	integradas	משולב	integrar	PROPN	V;FEM;PL;V.PTCP
משולב	combinada	משולב	combinar	PROPN	V;FEM;SG;V.PTCP
משולב	combinadas	משולב	combinar	PROPN	V;FEM;PL;V.PTCP
משולב	combinado	משולב	combinar	PROPN	V;MASC;SG;V.PTCP
משולב	combinados	משולב	combinado	PROPN	V;MASC;PL;V.PTCP
זמין	disponíveis	זמין	disponível	ADJ;MASC;SG	N;MASC;PL
סול	sol	סול	sol		N;MASC;SG
סול	saul	סול	saul		PROPN;MASC;SG
חלבון	proteínas	חלבון	proteína	N;MASC;SG	N;FEM;PL
דקל	palm	דקל	palm	PROPN	N;MASC;SG
דקל	palma	דקל	palma	PROPN	N;FEM;SG
דקל	palmeira	דקל	palmeira	PROPN	N;FEM;SG
בונד	vínculo	בונד	vínculo	PROPN	N;MASC;SG
בונד	laço	בונד	laço	PROPN	N;MASC;SG
בונד	bond	בונד	bond	PROPN	N;MASC;SG
סבלה	suportou	סבלה	suportar	N;FEM;SG	V;IND;SG;3;PST;FIN
סבלה	sofreram	סבלה	sofrer	N;FEM;SG	V;IND;PL;3;FIN
סבלה	sofrida	סבלה	sofrer	N;FEM;SG	V;FEM;SG;V.PTCP
סבלה	sofria	סבלה	sofrer	N;FEM;SG	V;IND;SG;3;IPFV;FIN
סבלה	sofreu	סבלה	sofrer	N;FEM;SG	V;IND;SG;3;PST;FIN
סבלה	sofrido	סבלה	sofrer	N;FEM;SG	V;MASC;SG;V.PTCP
פנטזיה	fantasias	פנטזיה	fantasia	N;FEM;SG	N;FEM;PL
המזכיר	secretária	המזכיר	secretária	PROPN	N;FEM;SG
המזכיר	secretário	המזכיר	secretário	PROPN	N;MASC;SG
הקושי	dificuldade	הקושי	dificuldade	ADJ;MASC;SG	N;FEM;SG
הקושי	dificuldades	הקושי	dificuldade	ADJ;MASC;SG	N;FEM;PL
מאיה	mya	מאיה	mya	PROPN	N;MASC;SG
מאיה	maia	מאיה	maia	PROPN	N;MASC;SG
מאיה	maya	מאיה	maya	PROPN	N;FEM;SG
מאיה	maia	מאיה	maia	PROPN	N;MASC;SG
תלויים	dependentes	תלוי	dependente	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
תלויים	dependente	תלוי	dependente	V;MASC;PL;V.PTCP;ACT	ADJ;MASC;SG
תלויים	dependem	תלוי	depender	V;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
ניקולס	nicolas	ניקולס	nicola	PROPN	N;MASC;SG
ניקולס	nicolás	ניקולס	nicolás	PROPN	N;MASC;SG
ניקולס	nicolás	ניקולס	nicolás	PROPN	N;MASC;SG
ניקולס	nicholas	ניקולס	nichola	PROPN	N;FEM;PL
ניקולס	nicolau	ניקולס	nicolar	PROPN	N;MASC;SG
ניקולס	nichols	ניקולס	nichol	PROPN	N;MASC;SG
חזקות	forte	חזק	forte	ADJ;FEM;PL	ADJ;MASC;SG
חזקות	strong	חזק	strong	ADJ;FEM;PL	N;MASC;SG
בשורות	evangelhos	בשורה	evangelho		N;MASC;PL
בשורות	novidades	בשורה	novidade		N;FEM;PL
בשורות	noticias	בשורה	noticia		N;FEM;PL
בשורות	notícia	בשורה	notícia		N;FEM;SG
בשורות	notícias	בשורה	notícia		N;FEM;PL
השערה	conjecturas	השערה	conjectura	N;FEM;SG	N;FEM;PL
איתמר	itamar	איתמר	itamar	PROPN	N;MASC;SG
הירושה	sucessão	הירושה	sucessão		N;FEM;SG
הירושה	herança	הירושה	herança		N;FEM;SG
היציאה	sair	היציא	sair	N;FEM;SG	V;NFIN
יהודיה	judaica	None	judaica	PROPN	N;FEM;SG
יהודיה	judeus	None	judeu	PROPN	N;MASC;PL
יהודיה	judia	None	judia	PROPN	N;FEM;SG
יהודיה	judeu	None	judeu	PROPN	N;MASC;SG
יהודיה	judaico	None	judaico	PROPN	N;MASC;SG
הובס	hobbs	הובס	hobbs	V;MASC;SG;3;PST;PASS	N;MASC;SG
הובס	hobbes	הובס	hobbe	V;MASC;SG;3;PST;PASS	N;MASC;SG
הובס	derrotados	הובס	derrotar	V;MASC;SG;3;PST;PASS	V;MASC;PL;V.PTCP
פרנקל	frankel	פרנקל	frankel	PROPN	N;MASC;SG
ספג	absorvidos	ספג	absorver	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
ספג	absorvidas	ספג	absorver	V;MASC;SG;3;PST;ACT	V;FEM;PL;V.PTCP
חלש	desmaio	חלש	desmaio	ADJ;MASC;SG	N;MASC;SG
חלש	desmaiar	חלש	desmaiar	ADJ;MASC;SG	V;NFIN
חלש	fracos	חלש	fraco	ADJ;MASC;SG	ADJ;MASC;PL
חלש	fracas	חלש	fraco	ADJ;MASC;SG	ADJ;FEM;PL
קולי	sonic	קולי	sonic	PROPN	N;MASC;SG
קולי	voice	קולי	voice	PROPN	N;MASC;SG
קולי	voz	קולי	voz	PROPN	N;FEM;SG
קולי	vocal	קולי	vocal	PROPN	N;MASC;SG
קולי	vocais	קולי	vocal	PROPN	N;MASC;PL
כספית	mercury	כספי	mercury	ADV	N;MASC;SG
כספית	mercúrio	כספי	mercúrio	ADV	N;MASC;SG
מיכה	micah	מיכה	micah	PROPN	N;MASC;SG
מיכה	mika	מיכה	mika	PROPN	N;MASC;SG
מיכה	micha	מיכה	micha	PROPN	N;FEM;SG
ריד	reid	ריד	reid	PROPN	N;MASC;SG
ריד	palheta	ריד	palheta	PROPN	N;FEM;SG
ריד	reed	ריד	reed	PROPN	N;MASC;SG
ריד	cana	ריד	cana	PROPN	N;FEM;SG
סופה	tempestade	ספה	tempestade		N;FEM;SG
סופה	storm	ספה	storm		N;MASC;SG
בכיכובו	estrelando	בכיכובו	estrelar		V;V.MSDR
התובע	promotor	התובע	promotor		N;MASC;SG
התובע	procurador	התובע	procurador		N;MASC;SG
השפיע	influenciados	השפיע	influenciar	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
השפיע	afetadas	השפיע	afetar	V;MASC;SG;3;PST;ACT	V;FEM;PL;V.PTCP
השפיע	afectados	השפיע	afectar	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
השפיע	afetados	השפיע	afetar	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
חסימה	bloqueando	חסימה	bloquear	N;FEM;SG	V;V.MSDR
חסימה	bloquear	חסימה	bloquear	N;FEM;SG	V;NFIN
חסימה	bloquear	חסימה	bloquear	N;FEM;SG	V;NFIN
חסימה	bloqueada	חסימה	bloquear	N;FEM;SG	V;FEM;SG;V.PTCP
חסימה	bloqueados	חסימה	bloqueado	N;FEM;SG	V;MASC;PL;V.PTCP
חסימה	bloqueou	חסימה	bloquear	N;FEM;SG	V;IND;SG;3;PST;FIN
חסימה	bloqueado	חסימה	bloqueado	N;FEM;SG	V;MASC;SG;V.PTCP
שתיהן	ambos	שתיים	ambos	PRO;FEM;PL;3	PRO;MASC;PL
שתיהן	ambas	שתיים	ambos	PRO;FEM;PL;3	DET;FEM;PL
רו	roe	None	roe		N;MASC;SG
רו	ovas	None	ova		N;FEM;PL
רו	rho	None	rho		N;MASC;SG
רו	roo	None	roo		N;MASC;SG
טבריה	tiberíades	טבריה	tiberíade	PROPN	N;FEM;PL
טבריה	tibério	טבריה	tibério	PROPN	N;MASC;SG
רעש	ruídos	רעש	ruído	N;MASC;SG	N;MASC;PL
מוסלמי	muçulmano	מוסלמי	muçulmano	PROPN	N;MASC;SG
מוסלמי	muçulmanos	מוסלמי	muçulmano	PROPN	N;MASC;PL
מוסלמי	muçulmanas	מוסלמי	muçulmano	PROPN	N;FEM;PL
מוסלמי	muçulmana	מוסלמי	muçulmano	PROPN	N;FEM;SG
מעיין	spring	מעיין	spring	PROPN	N;MASC;SG
מעיין	primavera	מעיין	primavera	PROPN	N;FEM;SG
מעיין	mola	מעיין	mola	PROPN	N;FEM;SG
מעיין	fonte	מעיין	fonte	PROPN	N;FEM;SG
הנציב	comissária	הנציב	comissário	PROPN	N;FEM;SG
הנציב	comissário	הנציב	comissário	PROPN	N;MASC;SG
נלקחו	tirada	נלקח	tirar	V;PL;3;PST;MID	V;FEM;SG;V.PTCP
נלקחו	tomado	נלקח	tomar	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
נלקחו	levado	נלקח	levar	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
הונגרי	húngaros	הונגרי	húngaro	PROPN	N;MASC;PL
הונגרי	húngaro	הונגרי	húngaro	PROPN	N;MASC;SG
הונגרי	húngara	הונגרי	húngaro	PROPN	N;FEM;SG
הובא	trouxeram	הובא	trouxer	V;MASC;SG;3;PST;PASS	V;IND;PL;3;FIN
אווירי	aéreas	אווירי	aéreo	N;MASC;SG	N;FEM;PL
ותיק	veterano	ותיק	veterano	ADJ;MASC;SG	N;MASC;SG
ותיק	veteranos	ותיק	veterano	ADJ;MASC;SG	N;MASC;PL
סגירת	fechando	סגירה	fechar	N;PSSD;FEM;SG	V;V.MSDR
סגירת	fechar	סגירה	fechar	N;PSSD;FEM;SG	V;NFIN
אדמונד	edmundo	אדמונד	edmundo	PROPN	N;MASC;SG
אדמונד	edmund	אדמונד	edmund	PROPN	N;MASC;SG
אדמונד	edmond	אדמונד	edmond	PROPN	N;MASC;SG
חמישים	fifty	חמישים	fifty	NUM;SG	N;MASC;SG
כיפת	dome	כיפה	domer	PROPN	N;MASC;SG
כיפת	cúpula	כיפה	cúpula	PROPN	N;FEM;SG
כיפת	domo	כיפה	domo	PROPN	N;MASC;SG
ישי	jesse	ישי	jesser	PROPN	N;MASC;SG
שגריר	embaixadora	שגריר	embaixadora	PROPN	N;FEM;SG
שגריר	embaixador	שגריר	embaixador	PROPN	N;MASC;SG
דפנה	daphne	דפנה	daphne	PROPN	N;FEM;SG
דפנה	laurel	דפנה	laurel	PROPN	N;MASC;SG
ביבשת	continente	ביבש	continente	PROPN	N;MASC;SG
עמוקה	profunda	עמוק	profundo	ADV	ADJ;FEM;SG
עמוקה	profundo	עמוק	profundo	ADV	ADJ;MASC;SG
עמוקה	deep	עמוק	deep	ADV	N;MASC;SG
עמוקה	profundo	עמוק	profundo	ADV	ADJ;MASC;SG
עמוקה	profunda	עמוק	profundo	ADV	ADJ;FEM;SG
בור	ignorante	בור	ignorante		ADJ;MASC;SG
בור	ignorantes	בור	ignorante		N;MASC;PL
ריח	cheirar	ריח	cheirar	N;MASC;SG	V;NFIN
ריח	cheira	ריח	cheira	N;MASC;SG	V;IND;SG;3;PRS;FIN
חשב	pensei	חשב	pensar	N;MASC;SG	V;IND;SG;1;PST;FIN
חשב	pensado	חשב	pensar	N;MASC;SG	V;MASC;SG;V.PTCP
חשב	pensou	חשב	pensar	N;MASC;SG	V;IND;SG;3;PST;FIN
מאט	matt	האט	matt		N;MASC;SG
לח	úmida	לח	úmida		ADJ;FEM;SG
לח	húmida	לח	húmido		ADJ;FEM;SG
לח	húmido	לח	húmido		ADJ;MASC;SG
לח	úmido	לח	úmido		ADJ;MASC;SG
לח	húmido	לח	húmido		ADJ;MASC;SG
לח	húmido	לח	húmido		ADJ;MASC;SG
לח	úmido	לח	úmido		ADJ;MASC;SG
סוזן	suzanne	סוזן	suzanne	PROPN	N;FEM;SG
סוזן	susana	סוזן	susano	PROPN	N;FEM;SG
סוזן	susan	סוזן	susan	PROPN	N;FEM;SG
סולן	solista	סולן	solista	PROPN	N;MASC;SG
סולן	solen	סולן	solen	PROPN	N;MASC;SG
אקו	eko	אקו	eko		N;MASC;SG
אקו	eco	אקו	eco		N;MASC;SG
אקו	echo	אקו	echo		N;MASC;SG
קין	keen	קין	keen	PROPN	N;MASC;SG
קין	keane	קין	keane	PROPN	N;MASC;SG
קין	cain	קין	cain	PROPN	N;MASC;SG
קין	caim	קין	cair	PROPN	N;MASC;SG
ברוק	brooke	ברוק	brooke	PROPN	N;FEM;SG
ברוק	brock	ברוק	brock	PROPN	N;MASC;SG
ברוק	ribeiro	ברוק	ribeiro	PROPN	N;MASC;SG
ברוק	brook	ברוק	brook	PROPN	N;MASC;SG
ברוק	riacho	ברוק	riacho	PROPN	N;MASC;SG
בטהובן	beethoven	בטהובן	beethoven	PROPN	N;MASC;SG
גינאה	guiné	גינאה	guiné	PROPN	N;FEM;SG
תאילנד	tailândia	תאילנד	tailândia	PROPN	N;FEM;SG
מכוונת	intencionais	מכוון	intencional	ADJ;FEM;SG	ADJ;MASC;PL
מכוונת	deliberada	מכוון	deliberar	ADJ;FEM;SG	V;FEM;SG;V.PTCP
