del	del	del	del	ADP;MASC;SG	
studios	스튜디오스	studio	스튜디오스	N;MASC;PL	
studios	스튜디오	studio	스튜디오	N;MASC;PL	
apodo	닉네임	apodo	닉네임	N;MASC;SG	
apodo	별명	apodo	별명	N;MASC;SG	
intérprete	인터프리터	intérprete	인터+프리터	N;SG	
intérprete	공연자	intérprete	공연자	N;SG	
canta	sing	cantar	sing	V;IND;SG;3;PRS;FIN	
canta	노래	cantar	노래	V;IND;SG;3;PRS;FIN	N
limitado	한정	limitado	한정	ADJ;MASC;SG;V.PTCP	
limitado	제한된	limitado	제한+되+ㄴ	ADJ;MASC;SG;V.PTCP	V
enviar	송금	enviar	송금	V;NFIN	N
enviar	보냅니다	enviar	보내+ㅂ니다	V;NFIN	
enviar	전송	enviar	전송	V;NFIN	N
enviar	제출	enviar	제출	V;NFIN	N
soul	소울	soul	소울	N;SG	
preguntas	faq	pregunta	faq	N;FEM;PL	
oscura	다크	oscuro	다크	ADJ;FEM;SG	
oscura	어둠	oscuro	어둠	ADJ;FEM;SG	N
wwe	wwe	wwe	wwe	N	PROPN
memorial	메모리얼	memorial	메모리얼	N;MASC;SG	
humanas	인간	humano	인간	ADJ;FEM;PL	N
humanas	인체	humano	인체	ADJ;FEM;PL	N
humanas	인간인	humano	인간인	ADJ;FEM;PL	V
vigilancia	모니터링	vigilancia	모니터링	N;FEM;SG	
montreal	몬트리올	montreal	몬트리올	V;NFIN	PROPN
barrera	장벽	barrera	장벽	N;FEM;SG	
aprender	학습	aprender	학습	V;NFIN	N
aprender	배운다	aprender	배우+ㄴ다	V;NFIN	
aprender	배워	aprender	배우+어	V;NFIN	
actualización	업그레이드	actualización	업그레이드	N;FEM;SG	
actualización	갱신	actualización	갱신	N;FEM;SG	
estatura	높이	estatura	높이	N;FEM;SG	
pakistán	파키스탄	pakistán	파키스탄	N;MASC;SG	PROPN
pakistán	파키스탄	pakistán	파키스탄	N;MASC;SG	PROPN
catalunya	카탈루냐	catalunya	카탈루+아	N;FEM;SG	
catalunya	카탈루냐	catalunya	카탈루+아	N;FEM;SG	
baby	베이비	baby	베이비	N	
baby	아기	baby	아기	N	
imprenta	프린팅	imprenta	프린팅	N;FEM;SG	
macedonia	마케도니아	macedonio	마케도니아	ADJ;FEM;SG	PROPN
macedonia	마케도니아	macedonio	마케도니아	ADJ;FEM;SG	PROPN
macedonia	마케도니아인	macedonio	마케도니아인	ADJ;FEM;SG	V
ali	알리	ali	알리	N	
ali	ali	ali	ali	N	
pianista	피아니스트	pianista	피아니스트	N;SG	
bits	비트	bit	비트	N;MASC;PL	
bits	비트	bit	비트	N;MASC;PL	
patrona	집주인	patrona	집주+이+ㄴ	N;FEM;SG	V
maestra	선생님	maestro	선생님	N;FEM;SG	
continuo	연속체	continuo	연속체	ADJ;MASC;SG	N
continuo	지속	continuo	지속	ADJ;MASC;SG	N
continuo	연속	continuo	연속	ADJ;MASC;SG	N
exploración	스카우트	exploración	스카우트	N;FEM;SG	
consejos	충고	consejo	충+고	N;MASC;PL	
parámetros	파라미터	parámetro	파라미터	N;MASC;PL	
legado	레거시	legado	레거시	N;MASC;SG	
chicos	boys	chico	boys	N;MASC;PL	
chicos	보이스	chico	보이스	N;MASC;PL	
externa	외부	externo	외부	ADJ;FEM;SG	
lawrence	로런스	lawrence	로런스	N;SG	PROPN
lawrence	로렌스	lawrence	로렌스	N;SG	PROPN
dragon	드래곤볼	dragon	드래+어+보+ㄹ	N;MASC;SG	V
dragon	드래곤	dragon	드래+곤	N;MASC;SG	
séptima	일곱번째	séptimo	일곱번+째	ADJ;FEM;SG	N
signo	사인	signo	사인	N;MASC;SG	
espejo	거울	espejo	거울	N;MASC;SG	
espejo	미러	espejo	미+러	N;MASC;SG	
iso	iso	iso	iso	N;MASC;SG	
matemático	수학	matemático	수학	ADJ;MASC;SG	N
matemático	수학	matemático	수학	ADJ;MASC;SG	N
matemático	수학자	matemático	수학자	ADJ;MASC;SG	N
feliz	해피	feliz	해피	ADJ;SG	
feliz	행복	feliz	행복	ADJ;SG	N
feliz	행복해	feliz	행복+하+어	ADJ;SG	CONJ
feliz	행복하다	feliz	행복+하+다	ADJ;SG	
feliz	행복한	feliz	행복+하+ㄴ	ADJ;SG	V
mapas	지도	mapa	지+도	N;MASC;PL	
mapas	지도	mapa	지+도	N;MASC;PL	
molecular	분자	molecular	분자	ADJ;SG	N
ciudadano	시티즌	ciudadano	시티즌	N;MASC;SG	
existir	존재	existir	존재	V;NFIN	N
malvinas	포클랜드	malvina	포클랜드	N;FEM;PL	PROPN
dallas	댈러스	dalla	댈러스	N;FEM;PL	PROPN
dallas	달라스	dalla	달라스	N;FEM;PL	
capturado	캡처	capturado	캡처	ADJ;MASC;SG;V.PTCP	N
capturado	캡쳐	capturado	요치+어	ADJ;MASC;SG;V.PTCP	
cerrada	잠겨	cerrado	잠기+어	ADJ;FEM;SG;V.PTCP	V
cerrada	locked	cerrado	locked	ADJ;FEM;SG;V.PTCP	
cerrada	비공개	cerrado	비공개	ADJ;FEM;SG;V.PTCP	N
cerrada	닫힌	cerrado	닫히+ㄴ	ADJ;FEM;SG;V.PTCP	
asesor	충고	asesor	충+고	N;MASC;SG	
tanques	tanks	tanque	tanks	N;MASC;PL	
informes	신고	informe	신+고	N;MASC;PL	
informes	보고서	informe	보고서	N;MASC;PL	
informes	보고	informe	보+고	N;MASC;PL	
informes	보고서	informe	보고서	N;MASC;PL	
misterio	미스테리	misterio	미스테리	N;MASC;SG	
misterio	미스터리	misterio	미스터리	N;MASC;SG	
harris	해리스	harris	해리스	PROPN	
expresa	익스프레스	expresar	익스프레스	V;IND;SG;3;PRS;FIN	
sexuales	성교	sexual	성교	ADJ;PL	N
sexuales	섹스	sexual	섹스	ADJ;PL	N
sexuales	성관계	sexual	성관계	ADJ;PL	N
sexuales	성별	sexual	성별	ADJ;PL	N
espalda	다시	espalda	다시	N;FEM;SG	ADV
espalda	뒤로	espalda	뒤+로	N;FEM;SG	ADV
administrador	운영자	administrador	운영자	N;MASC;SG	
administrador	운영자	administrador	운영자	N;MASC;SG	
administrador	매니저	administrador	매니저	N;MASC;SG	
noches	밤에	noche	밤+에	N;FEM;PL	ADV
noches	나이트	noche	나이트	N;FEM;PL	
estrecha	좁아	estrecho	좁+아	ADJ;FEM;SG	
extraño	odd	extraño	odd	ADJ;MASC;SG	
extraño	이상한	extraño	이상+하+ㄴ	ADJ;MASC;SG	V
extraño	이상한	extraño	이상+하+ㄴ	ADJ;MASC;SG	V
extraño	이상하다	extraño	이상+하+다	ADJ;MASC;SG	V
extraño	그리워	extraño	그립+어	ADJ;MASC;SG	
extraño	미스	extraño	미스	ADJ;MASC;SG	
extraño	이방인	extraño	이방+이+ㄴ	ADJ;MASC;SG	
venus	금성	venus	금성	N	PROPN
venus	비너스	venus	비너스	N	
hamilton	해밀턴	hamilto	해밀턴	N;MASC;SG	
escaños	자리	escaño	자리	N;MASC;PL	
cirugía	수술과	cirugía	수술+과	N;FEM;SG	CONJ
chinos	중국인	chino	중국인	N;MASC;PL	
chinos	중국어	chino	중국어	N;MASC;PL	
segmento	세그먼트	segmento	세그먼트	N;MASC;SG	
destruido	파괴됨	destruido	파괴+되+ㄴ	ADJ;MASC;SG;V.PTCP	V
ayudante	조수	ayudante	조수	N;SG	
ayudante	구원자	ayudante	구원자	N;SG	
portero	골키퍼	portero	골키퍼	N;MASC;SG	
portero	골키퍼	portero	골키퍼	N;MASC;SG	
característico	특성	característico	특성	ADJ;MASC;SG	N
característico	특징	característico	특징	ADJ;MASC;SG	N
latin	라틴	latin	라틴	N	
latin	라틴어	latin	라틴어	N	PROPN
aplicar	적용	aplicar	적용	V;NFIN	N
aplicar	신청	aplicar	신청	V;NFIN	
perfectamente	완벽하게	perfectamente	완벽+하+게	ADV	CONJ
diablo	디아블로	diablo	디아블+로	N;MASC;SG	ADV
viviendo	생활	vivir	생활	V;V.MSDR	N
java	자바	java	자바	N;MASC;SG	
reconocer	인식	reconocer	인식	V;NFIN	N
more	기타	more	기타		N
intérpretes	공연자	intérprete	공연자	N;PL	
intérpretes	인터프리터	intérprete	인터+프리터	N;PL	
intérpretes	인터프리터	intérprete	인터+프리터	N;PL	
internos	인턴	interno	인턴	ADJ;MASC;PL	N
internos	인턴	interno	인턴	ADJ;MASC;PL	N
llena	가득	lleno	가득	ADJ;FEM;SG	ADV
llena	채워	lleno	채우+어	ADJ;FEM;SG	
llena	fill	lleno	fill	ADJ;FEM;SG	
llena	채우기	lleno	채우+기	ADJ;FEM;SG	V
alcohol	알코올	alcohol	알코올	N;MASC;SG	
alcohol	알코올	alcohol	알코올	N;MASC;SG	
cubano	쿠바	cubano	쿠바	N;MASC;SG	PROPN
beatriz	베아트리스	beatriz	베아트리스	N;FEM;SG	PROPN
beatriz	베아트릭스	beatriz	베아트릭스	N;FEM;SG	PROPN
destacadas	하이라이트	destacado	하이라이트	ADJ;FEM;PL;V.PTCP	
destacadas	추천	destacado	추천	ADJ;FEM;PL;V.PTCP	
destacadas	대표	destacado	대표	ADJ;FEM;PL;V.PTCP	
estable	안정화	estable	안정화	ADJ;SG	N
estable	안정환	estable	안정환	ADJ;SG	N
estable	안정적	estable	안정+적	ADJ;SG	N
estable	안정	estable	안정	ADJ;SG	
inspirado	영감	inspirado	영감	ADJ;MASC;SG;V.PTCP	N
entera	정수형	entero	정수형	ADJ;FEM;SG	N
entera	정수	entero	정수	ADJ;FEM;SG	
subir	업로드	subir	업로드	V;NFIN	N
urbanos	도시	urbano	도시	ADJ;MASC;PL	N
uci	uci	uci	uci	N;SG	
uci	icu	uci	icu	N;SG	
concesión	양보	concesión	양보	N;FEM;SG	
iniciales	초기	inicial	초기	ADJ;PL	N
iniciales	이니셜	inicial	이니+처	ADJ;PL	
iniciales	이니셜	inicial	이니+처	ADJ;PL	
alimento	푸드	alimento	푸드	N;MASC;SG	
corre	달리기	correr	달리+기	V;IND;SG;3;PRS;FIN	
corre	러닝	correr	러닝	V;IND;SG;3;PRS;FIN	
corre	달려	correr	달리+어	V;IND;SG;3;PRS;FIN	
corre	실행	correr	실행	V;IND;SG;3;PRS;FIN	N
corre	달리기	correr	달리+기	V;IND;SG;3;PRS;FIN	
corre	런닝	correr	런닝	V;IND;SG;3;PRS;FIN	
praga	프라하	praga	프라하	N;MASC;SG	PROPN
tigre	호랑이	tigre	호랑이	N;MASC;SG	
tigre	타이거	tigre	타이거	N;MASC;SG	
linux	linux	linux	linux	N;MASC;SG	
light	가볍게	light	가볍+게	N	CONJ
light	가벼운	light	가볍+ㄴ	N	ADJ
light	라이트	light	라이트	N	
light	가벼움	light	가벼움	N	
protesta	항의	protesta	항의	N;FEM;SG	
educativo	교육	educativo	교육	ADJ;MASC;SG	N
detener	중지	detener	중지	V;NFIN	N
detener	중단	detener	중단	V;NFIN	N
detener	정지	detener	정지	V;NFIN	N
detener	중지	detener	중지	V;NFIN	N
detener	정지	detener	정지	V;NFIN	N
genética	유전자	genético	유전자	ADJ;FEM;SG	N
responde	응답	responder	응답	V;IND;SG;3;PRS;FIN	N
lyon	lyon	lyon	lyon	N;MASC;SG	
lyon	리옹	lyon	리옹	N;MASC;SG	PROPN
palo	막대기	palo	막대기	N;MASC;SG	
palo	스틱	palo	스틱	N;MASC;SG	
cat	고양이	cat	고양+이	N	
ondas	파도	onda	파+도	N;FEM;PL	
protestas	항의	protesta	항의	N;FEM;PL	
protestas	항의	protesta	항의	N;FEM;PL	
contratado	고용	contratado	고용	ADJ;MASC;SG;V.PTCP	N
abundante	풍부한	abundante	풍부+하+ㄴ	ADJ;SG	V
digitales	디지털	digital	디지털	ADJ;PL	N
correcta	정답	correcto	정답	ADJ;FEM;SG	N
patricio	파트리크	patricio	파트리크	PROPN	PROPN
patricio	패트릭	patricio	패트릭	PROPN	
islandia	아이슬란드	islandia	아이슬란드	ADJ;FEM;SG	PROPN
islandia	아이슬란드어	islandia	아이슬란드어	ADJ;FEM;SG	
islandia	아이슬란드	islandia	아이슬란드	ADJ;FEM;SG	PROPN
diseñador	디자이너	diseñador	디자이너	N;MASC;SG	
diseñador	디자이너가	diseñador	디자+이너+가	N;MASC;SG	
oklahoma	오클라호마	oklahoma	오클라호마	N;MASC;SG	PROPN
orlando	올랜도	orlar	오랜+도	V;V.MSDR	
anillos	고리	anillo	고리	N;MASC;PL	
leyendas	레전드	leyenda	레전드	N;FEM;PL	
arenas	샌드	arena	샌드	N;FEM;PL	
arenas	샌즈	arena	샌즈	N;FEM;PL	
morgan	모건	morgar	모건	N;MASC;SG	
acb	acb	acb	ac+하+게	N;FEM;SG	
germán	제르맹	germán	제르맹	N;MASC;SG	PROPN
germán	생제르맹	germán	생제르맹	N;MASC;SG	PROPN
vegetal	채소	vegetal	채소	ADJ;SG	N
vegetal	야채	vegetal	야채	ADJ;SG	N
vegetal	공장	vegetal	공장	ADJ;SG	
vegetal	식물	vegetal	식물	ADJ;SG	N
vegetal	식물학	vegetal	식물학	ADJ;SG	N
indicar	나타냅니다	indicar	나타내+ㅂ니다	V;NFIN	
compró	샀다	comprar	사+ㅆ+다	V;IND;SG;3;PST;FIN	
horacio	호러스	horacio	호러스	PROPN	
gráfica	그래픽	gráfico	그래픽	ADJ;FEM;SG	
gráfica	그래프	gráfico	그래프	ADJ;FEM;SG	
gráfica	차트	gráfico	차트	ADJ;FEM;SG	N
gráfica	그래픽	gráfico	그래픽	ADJ;FEM;SG	
gráfica	그래픽스	gráfico	그래픽스	ADJ;FEM;SG	
emisiones	배기가스	emisión	배기가스	N;FEM;PL	
western	웨스턴	western	웨스턴	N;MASC;SG	
western	서부	western	서부	N;MASC;SG	
isaac	이삭	isaac	이삭	PROPN	
bosnia	보스니아	bosnia	보스니아	ADJ;FEM;SG	PROPN
bosnia	보스니아인	bosnia	보스니아인	ADJ;FEM;SG	N
bosnia	보스니아어	bosnia	보스니아어	ADJ;FEM;SG	
bosnia	보스니아	bosnia	보스니아	ADJ;FEM;SG	PROPN
químico	화학물질	químico	화학+물질	ADJ;MASC;SG	N
químico	화학	químico	화학	ADJ;MASC;SG	N
químico	화학자	químico	화학자	ADJ;MASC;SG	N
partidarios	지지자	partidario	지지자	N;MASC;PL	
challenger	챌린저	challenger	챌린저	N;MASC;SG	PROPN
leopoldo	레오폴드	leopoldo	레오폴드	N;MASC;SG	
leopoldo	레오폴트	leopoldo	레오폴트	N;MASC;SG	PROPN
externo	외부	externo	외부	ADJ;MASC;SG	
silvestre	와일드	silvestre	와일드	ADJ;SG	
silvestre	야생	silvestre	야생	ADJ;SG	N
inca	잉카	inca	잉카	N;MASC;SG	
identificar	식별	identificar	식별	V;NFIN	N
identificar	식별	identificar	식별	V;NFIN	N
hip	엉덩이	hip	엉덩이	N;MASC;SG	
smiths	스미스	smith	스미스	N	
escuchar	청취	escuchar	청취	V;NFIN	N
legales	법률	legal	법률	ADJ;PL	N
legales	합법적인	legal	합법+적+이+ㄴ	ADJ;PL	V
gráficos	그래프	gráfico	그래프	N;MASC;PL	
gráficos	그래픽	gráfico	그래픽	N;MASC;PL	
gráficos	그래픽	gráfico	그래픽	N;MASC;PL	
gráficos	그래픽스	gráfico	그래픽스	N;MASC;PL	
taiwán	타이완	taiwán	타이완	N;MASC;SG	PROPN
taiwán	대만	taiwán	대만	N;MASC;SG	
taiwán	타이완어	taiwán	타이완어	N;MASC;SG	
taiwán	타이완	taiwán	타이완	N;MASC;SG	PROPN
taiwán	대만	taiwán	대만	N;MASC;SG	
frases	어구	frase	어구	N;FEM;PL	
frases	따옴표	frase	따옴표	N;FEM;PL	V
azules	파란색	azul	파란색	ADJ;PL	
azules	청색	azul	청색	ADJ;PL	N
azules	블루	azul	블루	ADJ;PL	
azules	파랑	azul	파랑	ADJ;PL	
azules	푸른색	azul	푸른색	ADJ;PL	
azules	블루스	azul	블루스	ADJ;PL	
tubo	파이프	tubo	파이프	N;MASC;SG	
flamenco	플라멩코	flamenco	플라멩코	N;MASC;SG	
flamenco	플랑드르	flamenco	플랑드르	N;MASC;SG	PROPN
cifras	피규어	cifra	피규+어	N;FEM;PL	
carter	카터	carter	카터	N;MASC;SG	
orange	오렌지	orange	오렌지	N;SG	
orange	오렌지색	orange	오렌지색	N;SG	
quebec	퀘벡	quebec	퀘벡	PROPN	PROPN
kentucky	켄터키	kentucky	켄터키	N;MASC;SG	PROPN
lorena	로렌	lorena	로렌	N;FEM;SG	
lorena	로레인	lorena	로레인	N;FEM;SG	
futura	미래	futuro	미래	ADJ;FEM;SG	
futura	퓨처	futuro	퓨처	ADJ;FEM;SG	
conduce	드라이브	conducir	드라이브	V;IND;SG;3;PRS;FIN	
conduce	드라이브	conducir	드라이브	V;IND;SG;3;PRS;FIN	
bibliotecas	라이브러리	biblioteca	라이브러리	N;FEM;PL	
bibliotecas	라이브러리	biblioteca	라이브러리	N;FEM;PL	
propietarios	주인	propietario	주인	N;MASC;PL	
hierba	허브	hierba	허브	N;FEM;SG	
detroit	디트로이트	detroit	디트로이트	N;MASC	PROPN
convenciones	컨벤션	convención	컨벤션	N;FEM;PL	
convenciones	컨벤션	convención	컨벤션	N;FEM;PL	
toca	누르세요	tocar	누르+세요	V;IND;SG;3;PRS;FIN	
toca	누르면	tocar	누르+면	V;IND;SG;3;PRS;FIN	
cubana	쿠바	cubano	쿠바	ADJ;FEM;SG	PROPN
amarilla	황색	amarillo	황색	ADJ;FEM;SG	N
amarilla	노랑색	amarillo	노랑색	ADJ;FEM;SG	N
amarilla	노란색	amarillo	노란색	ADJ;FEM;SG	
amarilla	노랑	amarillo	노랑	ADJ;FEM;SG	
químicos	화학품	químico	화학품	N;MASC;PL	
publicadas	게시	publicado	게시	ADJ;FEM;PL;V.PTCP	N
publicadas	출판	publicado	출판	ADJ;FEM;PL;V.PTCP	N
publicadas	출판됨	publicado	출판+되+ㄴ	ADJ;FEM;PL;V.PTCP	V
iniciado	시작되었습니다	iniciado	시작+되+었+습니다	ADJ;MASC;SG;V.PTCP	V
iniciado	시작했습니다	iniciado	시작+하+었+습니다	ADJ;MASC;SG;V.PTCP	V
iniciado	시작됨	iniciado	시작+되+ㄴ	ADJ;MASC;SG;V.PTCP	V
manifiesto	매니페스토	manifiesto	매니페스토	N;MASC;SG	
fantasma	귀신	fantasma	귀신	N;SG	
fantasma	고스트	fantasma	고스트	N;SG	
centímetros	센티미터	centímetro	센티미터	N;MASC;PL	
centímetros	인치	centímetro	인치	N;MASC;PL	
commons	커먼즈	commons	커먼즈	N;FEM;SG	
regulares	정규	regular	정규	ADJ;PL	
regulares	보통	regular	보통	ADJ;PL	N
contraste	콘트라스트	contraste	콘트라스트	N;MASC;SG	
carlo	카를로	carlo	카를+로	PROPN	ADV
generaciones	세대	generación	세대	N;FEM;PL	
esencial	필수	esencial	필수	ADJ;SG	
nombramiento	약속	nombramiento	약속	N;MASC;SG	
jerez	셰리	jerez	셰리	N;MASC;SG	
porto	포르토	porto	포르토	N;MASC;SG	
porto	포르투	porto	포르투	N;MASC;SG	PROPN
esquema	스킴	esquema	스킴	N;MASC;SG	
recibiendo	수신	recibir	수신	V;V.MSDR	N
jon	jon	jon	jon	PROPN	
almacenamiento	저장	almacenamiento	저장	N;MASC;SG	
especializado	전문가	especializado	전문가	ADJ;MASC;SG;V.PTCP	
especializado	전문	especializado	전문	ADJ;MASC;SG;V.PTCP	N
asignado	할당된	asignar	할당+되+ㄴ	ADJ;MASC;SG;V.PTCP	V
producidos	제작	producido	제작	ADJ;MASC;PL;V.PTCP	N
neutral	중성	neutral	중성	ADJ;SG	N
neutral	중립성	neutral	중립성	ADJ;SG	N
neutral	중립	neutral	중립	ADJ;SG	
walker	워커	walker	워크+ㄴ	N	
eurocopa	유로로	eurocopa	유로+로	N;FEM;SG	ADV
eurocopa	유로	eurocopa	유+로	N;FEM;SG	
separados	분리됨	separado	분리+되+ㄴ	ADJ;MASC;PL;V.PTCP	V
separados	별거	separado	별거	ADJ;MASC;PL;V.PTCP	
separados	분리	separado	분리	ADJ;MASC;PL;V.PTCP	
separados	따로따로	separado	따로따로	ADJ;MASC;PL;V.PTCP	
separados	따로	separado	따로	ADJ;MASC;PL;V.PTCP	ADV
omar	오마르	omar	오마르	PROPN	PROPN
descanso	브레이크	descanso	브레이크	N;MASC;SG	
descanso	break	descanso	break	N;MASC;SG	
descanso	쉬어	descanso	쉬+어	N;MASC;SG	
desempeño	성과	desempeño	성과	N;MASC;SG	
clemente	클레멘트	clemente	클레멘트	PROPN	
clemente	클레멘스	clemente	클레멘스	PROPN	PROPN
presentador	발표자	presentador	발표자	N;MASC;SG	
débil	약한	débil	약하+ㄴ	ADJ;SG	
débil	약해	débil	약하+어	ADJ;SG	
vidrio	잔다	vidrio	잔+ㄴ다	N;MASC;SG	
vidrio	유리	vidrio	유리	N;MASC;SG	
vidrio	글래스	vidrio	글래스	N;MASC;SG	
casarse	결혼	casarse	결혼		N
broadway	브로드웨이	broadway	브로드웨+이	N;FEM;SG	PROPN
reseña	리뷰	reseñar	리뷰	N;FEM;SG	
reseña	검토하기	reseñar	검토+하+기	N;FEM;SG	V
reseña	리뷰	reseñar	리뷰	N;FEM;SG	
desarrollada	선진	desarrollado	선진	ADJ;FEM;SG;V.PTCP	
free	free	freer	free	N	
free	무료	freer	무료	N	
free	자유	freer	자유	N	
derivados	파생상품	derivado	파생+상품	ADJ;MASC;PL;V.PTCP	N
derivados	파생상품	derivado	파생+상품	ADJ;MASC;PL;V.PTCP	N
derivados	미분	derivado	미분	ADJ;MASC;PL;V.PTCP	N
chihuahua	치와와	chihuahua	치오+와	N;FEM;SG	CONJ
vasca	바스크어	vasco	바스크어	ADJ;FEM;SG	
vasca	바스크	vasco	바스크	ADJ;FEM;SG	PROPN
vivos	alive	vivo	alive	ADJ;MASC;PL	
gerardo	제라드	gerardo	제라드	PROPN	
australiano	오스트레일리아	australiano	오스트레일리아	N;MASC;SG	PROPN
australiano	오스트레일리아의	australiano	오스트레일리아+의	N;MASC;SG	PROPN
afganistán	아프가니스탄	afganistán	아프가니스탄	N;MASC;SG	PROPN
afganistán	아프가니스탄	afganistán	아프가니스탄	N;MASC;SG	PROPN
perry	페리	perry	페리	PROPN	
comer	먹어	comer	먹+어	V;NFIN	
heridas	상처	herida	상처	N;FEM;PL	
montana	몬태나	montana	몬태+나	ADJ;FEM;SG	PROPN
privados	비공개	privado	비공개	ADJ;MASC;PL;V.PTCP	N
francesco	프란체스코	francesco	프란체스코	N;MASC;SG	PROPN
modernas	모던	moderno	모던	ADJ;FEM;PL	
modernas	현대	moderno	현대	ADJ;FEM;PL	N
modernas	근대	moderno	근대	ADJ;FEM;PL	N
modernas	근황	moderno	근황	ADJ;FEM;PL	
simultáneamente	동시	simultáneamente	동시	ADV	
macho	수컷	macho	수컷	N;MASC;SG	
alumno	눈동자	alumno	눈동자	N;MASC;SG	
alumno	동공	alumno	동공	N;MASC;SG	
steven	스티븐스	steven	스티븐스	PROPN	PROPN
steven	스티븐	steven	스티븐	PROPN	
reemplazo	대체	reemplazo	대체	N;MASC;SG	ADV
reemplazo	바꾸기	reemplazo	바꾸+기	N;MASC;SG	V
clasificaciones	평점	clasificación	평점	N;FEM;PL	
clasificaciones	랭킹	clasificación	랭킹	N;FEM;PL	
bach	바흐	bach	바흐	N;FEM;SG	PROPN
viña	포도밭	viña	포도밭		N
capas	레이어	capa	레이어	N;FEM;PL	
capas	레이어	capa	레이어	N;FEM;PL	
murray	머리	murray	머리	PROPN	N
perfecto	완벽	perfecto	완벽	ADJ;MASC;SG	
perfecto	완벽한	perfecto	완벽+하+ㄴ	ADJ;MASC;SG	V
mhz	mhz	mhz	mhz	N;FEM;SG	
permitido	허용	permitido	허용	ADJ;MASC;SG;V.PTCP	
jordi	조지	jordi	조지	PROPN	
jordi	죠지	jordi	죠지	PROPN	
persa	페르시아	persa	페르시아	N;MASC;SG	PROPN
persa	페르시아인	persa	페르시아인	N;MASC;SG	
persa	페르시안	persa	페르시안	N;MASC;SG	
persa	페르시아어	persa	페르시아어	N;MASC;SG	PROPN
tennessee	테네시	tennesse	테네시	N;MASC;SG	PROPN
complejos	콤플렉스	complejo	콤플렉스	N;MASC;PL	
turco	투르크인	turco	투르크인	N;MASC;SG	
turco	투르크	turco	투르크	N;MASC;SG	PROPN
turco	터키식	turco	터키식	N;MASC;SG	
turco	터키어	turco	터키+어	N;MASC;SG	
turco	터키	turco	터키	N;MASC;SG	
convocado	소환	convocado	소환	ADJ;MASC;SG;V.PTCP	N
apartado	문단	apartado	문단	ADJ;MASC;SG;V.PTCP	N
apartado	단락	apartado	단락	ADJ;MASC;SG;V.PTCP	N
mineral	광석	mineral	광석	ADJ;SG	N
mineral	미네랄	mineral	미네랄	ADJ;SG	
mineral	광물	mineral	광물	ADJ;SG	N
entero	정수형	entero	정수형	ADJ;MASC;SG	N
entero	정수	entero	정수	ADJ;MASC;SG	
impulso	충동	impulso	충동	N;MASC;SG	
impulso	임펄스	impulso	임펄스	N;MASC;SG	
impulso	홍보하기	impulso	홍보+하+기	N;MASC;SG	V
lectores	리더	lector	리더	N;MASC;PL	
lectores	리더	lector	리더	N;MASC;PL	
lectores	독자	lector	독자	N;MASC;PL	
elevación	고도	elevación	고도	N;FEM;SG	
móviles	모바일	móvil	모바+이+ㄹ	N;MASC;PL	
estabilidad	안정	estabilidad	안정	N;FEM;SG	
dependiente	종속	dependiente	종속	ADJ;SG	
dependiente	자회사	dependiente	자회사	ADJ;SG	N
curva	곡선	curva	곡선	N;FEM;SG	
alabama	앨라배마	alabama	앨라배마	N;FEM;SG	PROPN
centra	센터	centrar	센터	V;IND;SG;3;PRS;FIN	
criminal	범죄자	criminal	범죄자	ADJ;SG	N
tejidos	조직	tejido	조직	ADJ;MASC;PL;V.PTCP	N
tejidos	직물	tejido	직물	ADJ;MASC;PL;V.PTCP	N
tejidos	직물	tejido	직물	ADJ;MASC;PL;V.PTCP	N
adquisición	구매하기	adquisición	구매+하+기	N;FEM;SG	V
adquisición	인수	adquisición	인수	N;FEM;SG	
cuadrado	제곱	cuadrado	제곱	N;MASC;SG	
cuadrado	스퀘어	cuadrado	스퀘어	N;MASC;SG	
cuadrado	사각형	cuadrado	사각형	N;MASC;SG	
cuadrado	정사각형	cuadrado	정사각형	N;MASC;SG	
israelí	이스라엘인	israelí	이스라엘인	ADJ;SG	
israelí	이스라엘	israelí	이스라엘	ADJ;SG	PROPN
guerreros	워리어스	guerrero	워리어스	N;MASC;PL	PROPN
positivo	긍정	positivo	긍정	ADJ;MASC;SG	N
positivo	양수	positivo	양수	ADJ;MASC;SG	
positivo	긍정적	positivo	긍정+적	ADJ;MASC;SG	N
positivo	긍정적인	positivo	긍정+적+이+ㄴ	ADJ;MASC;SG	V
combatir	전투	combatir	전투	V;NFIN	N
combatir	컴뱃	combatir	컴뱃	V;NFIN	N
iguales	평등	igual	평등	ADJ;PL	N
iguales	같음	igual	같+ㅁ	ADJ;PL	
impuesto	납세	impuesto	납세	ADJ;MASC;SG;V.PTCP	
impuesto	세금	impuesto	세금	ADJ;MASC;SG;V.PTCP	N
impuesto	세금	impuesto	세금	ADJ;MASC;SG;V.PTCP	N
ginebra	제네바	ginebra	제네바	N;FEM;SG	PROPN
luces	불빛	luz	불빛	N;FEM;PL	
interiores	인테리어	interior	인테리어	ADJ;PL	
interiores	인테리어	interior	인테리어	ADJ;PL	
interiores	내부	interior	내부	ADJ;PL	N
juveniles	청소년	juvenil	청소년	ADJ;PL	N
historieta	코믹	historieta	코믹	N;FEM;SG	
sindicato	유니언	sindicato	유니언	N;MASC;SG	
períodos	월경	período	월경	N;MASC;PL	
períodos	마침표	período	마침표	N;MASC;PL	
suspensión	현수	suspensión	현수	N;FEM;SG	
