ogas	bär	oga	bära	N;NOM;FEM;PL	V;IMP;FIN;ACT
runu	tal	runa	tal	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
runu	anförande	runa	anförande	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
runu	talet	runa	tal	N;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
militāri	militära	militāre	militär	ADV	ADJ;NOM;PL
militāri	militären	militāre	militär	ADV	N;NOM;DEF;MASC+FEM;SG
militāri	militär	militāre	militär	ADV	N;NOM;INDF;MASC+FEM;SG
militāri	militärt	militāre	militär	ADV	ADJ;NOM;INDF;NEUT;SG
militāri	militärer	militāre	militär	ADV	N;NOM;INDF;MASC+FEM;PL
militāri	militärt	militāre	militär	ADV	ADJ;NOM;INDF;NEUT;SG
somālijas	somalia	somālija	somali	N;NOM;FEM;PL	PROPN;NOM
somālijas	somaliska	somālija	somalisk	N;NOM;FEM;PL	ADJ;NOM;PL
sadaļas	avsnitt	sadaļa	avsnitt	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
sadaļas	kapitel	sadaļa	kapitel	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
advokātu	jurist	advokāts	jurist	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
advokātu	advokat	advokāts	advoka	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rīku	växel	rīks	växel	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rīku	redskap	rīks	redskap	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
rīku	gear	rīks	ge	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
ženēvas	genève	ženēva	gen	PROPN;NOM;FEM;SG	PROPN;NOM
zemesraga	canaveral	zemesrags	canaveral	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
meksika	mexiko	meksika	mexiko	N;NOM;FEM;SG	PROPN;NOM
pusvadītāju	halvledare	pusvadītājs	halvledare	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
skudru	myror	skudra	myro	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
skudru	myrorna	skudra	myro	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;PL
zirgam	hästen	zirgs	häst	N;DAT;MASC;SG	N;NOM;DEF;MASC+FEM;SG
zirgam	häst	zirgs	häst	N;DAT;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pozitīvi	positivt	pozitīvi	positiv	ADV	ADJ;NOM;INDF;NEUT;SG
pozitīvi	positiv	pozitīvi	positiv	ADV	ADJ;NOM;INDF;MASC+FEM;SG
pozitīvi	positiva	pozitīvi	positiv	ADV	ADJ;NOM;PL
atzīmēta	märkta	atzīmēt	märka	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
čeļabinskas	tjeljabinsk	čeļabinska	tjeljabinsk	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
vērsts	riktat	vērst	riktad	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vērsts	regi	vērst	regi	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
vērsts	riktad	vērst	riktad	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vilces	dragkraft	vilce	dragkraft	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
vilces	dragkraft	vilce	dragkraft	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
izteiktas	uttalade	izteikt	uttala	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
izteiktas	uttalat	izteikt	uttala	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
izteiktas	uttalad	izteikt	uttala	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pierādījumu	bevis	pierādījums	bevis	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
dzēšanu	borttagning	dzēšana	borttagning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dzēšanu	radering	dzēšana	radering	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dzēšanu	strykning	dzēšana	strykning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
izvairās	undviker	izvairīties	undvika	V;FH;IND;3;POS;REFL;FUT;FIN;ACT	V;IND;PRS;FIN;ACT
stiprs	starkt	stiprs	stark	ADJ;NOM;MASC;SG	ADV
stiprs	strong	stiprs	strong	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
stiprs	starka	stiprs	stark	ADJ;NOM;MASC;SG	ADJ;NOM;PL
zoo	djurparken	zoo	djurpark		N;NOM;DEF;MASC+FEM;SG
zoo	djurpark	zoo	djurpark		N;NOM;INDF;MASC+FEM;SG
zoo	djurparker	zoo	djurpark		N;NOM;INDF;MASC+FEM;PL
zoo	zoo	zoo	zoo		N;NOM;INDF;NEUT;SG
aprīkots	monterat	aprīkot	montera	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
aprīkots	monterade	aprīkot	montera	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
aprīkots	monterad	aprīkot	montera	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
aprīkots	utrustad	aprīkot	utrusta	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
aprīkots	utrustat	aprīkot	utrusta	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
aprīkots	utrustade	aprīkot	utrusta	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
aprīkots	rustad	aprīkot	rustad	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
disney	disney	disney	disney		N;NOM;INDF;MASC+FEM;SG
zaļas	grön	zaļa	grön	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
zaļas	grönt	zaļa	grön	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;NEUT;SG
zaļas	green	zaļa	gre	ADJ;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
lists	liszt	list	lisa	N;NOM;MASC;SG	PROPN;NOM
elza	elsa	elza	elsa	N;NOM;FEM;SG	PROPN;NOM
zum	zum	zus	zum		V;IMP;FIN;ACT
ņem	take	ņemt	take	V;IMP;SG;2;POS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
ņem	tagning	ņemt	tagning	V;IMP;SG;2;POS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
pievienošanas	införlivande	pievienošana	införlivande	N;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
tava	dina	tava	du	PRO;NOM;FEM;SG;3	PRO;DEF;PL
etc	etc	etc	etc		ADV
etc	osv	etc	osv		ADV
raktuves	gruva	raktuve	gruva	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
raktuves	minor	raktuve	mina	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
raktuves	mina	raktuve	jag	N;NOM;FEM;PL	PRO;DEF;PL
raktuves	mitt	raktuve	jag	N;NOM;FEM;PL	PRO;DEF;NEUT;SG
raktuves	mine	raktuve	man	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
raktuves	gruva	raktuve	gruva	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
raktuves	min	raktuve	jag	N;NOM;FEM;PL	PRO;DEF;MASC+FEM;SG
kāpnes	trappor	kāpnes	trappa	N;NOM;FEM	N;NOM;INDF;MASC+FEM;PL
kāpnes	stege	kāpnes	stege	N;NOM;FEM	N;NOM;INDF;MASC+FEM;SG
kāpnes	stegar	kāpnes	steg	N;NOM;FEM	N;NOM;INDF;MASC+FEM;PL
kāpnes	trappan	kāpnes	trappa	N;NOM;FEM	N;NOM;DEF;MASC+FEM;SG
kāpnes	trappsteg	kāpnes	trappsteg	N;NOM;FEM	N;NOM;INDF;NEUT;PL
kāpnes	trappa	kāpnes	trappa	N;NOM;FEM	N;NOM;INDF;MASC+FEM;SG
kāpnes	trappor	kāpnes	trappa	N;NOM;FEM	N;NOM;INDF;MASC+FEM;PL
gana	ghana	gana	ghan	ADV	PROPN;NOM
virsbūves	karosseri	virsbūve	karosseri	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
virsbūves	organ	virsbūve	organ	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
militārie	militären	militārs	militär	ADJ;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;SG
militārie	militär	militārs	militär	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
militārie	militärt	militārs	militär	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
militārie	militärer	militārs	militär	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
dzīvoklī	lägenhet	dzīvoklis	lägenhet	N;ESS;MASC;SG	N;NOM;INDF;MASC+FEM;SG
leļļu	marionett	lelle	marionett	N;GEN;FEM;PL	N;NOM;INDF;NEUT;SG
vistas	höna	vista	hön	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
vistas	kyckling	vista	kyckling	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
īpatņu	exemplar	īpatne	exempel	N;GEN;MASC;PL	N;NOM;INDF;NEUT;SG
īpatņu	exemplaren	īpatne	exemplare	N;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;SG
islandē	island	islandēt	island	N;ESS;FEM;SG	PROPN;NOM
pjedestāla	podium	pjedestāla	podium	N;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
pjedestāla	piedestal	pjedestāla	piedestal	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
autonomijas	självständighet	autonomija	självständighet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
autonomijas	självbestämmande	autonomija	självbestämmande	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
autonomijas	autonomi	autonomija	autonomi	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
autonomijas	självstyre	autonomija	självstyre	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
paradīzes	paradiset	paradīze	paradis	N;NOM;FEM;PL	N;NOM;DEF;NEUT;SG
paradīzes	paradis	paradīze	paradis	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
paradīzes	paradise	paradīze	paradise	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
vēsturisks	historiska	vēsturisks	historisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
vēsturisks	historiska	vēsturisks	historisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
eva	eva	eva	eva	PROPN;NOM;FEM;SG	PROPN;NOM
eva	ees	eva	nes	PROPN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
astoņiem	åtta	astoņi	åtta	NUM;DAT;MASC;PL	NUM;NOM
astoņiem	eight	astoņi	eight	NUM;DAT;MASC;PL	N;NOM;INDF;MASC+FEM;SG
mobilais	mobil	mobils	mobil	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
mobilais	mobila	mobils	mobil	ADJ;NOM;MASC;SG	ADJ;NOM;PL
inovācijas	nyskapande	inovācija	nyskapande	N;NOM;FEM;PL	ADJ;NOM;PRS;V.PTCP
inovācijas	innovation	inovācija	innovation	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
dītrihs	dietrich	dītrihs	dietrich	PROPN;NOM;MASC;SG	PROPN;NOM
bolīvijas	bolivianska	bolīvija	boliviansk	PROPN;NOM;FEM;SG	ADJ;NOM;PL
seju	ansikte	seja	ansikte	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
seju	ansiktet	seja	ansikt	N;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
seju	face	seja	face	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
salo	salo	salo	salo		PROPN;NOM
pārvaldnieks	föreståndare	pārvaldnieks	föreståndare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
primārais	primärt	primārs	primär	ADJ;NOM;MASC;SG	ADV
primārais	primära	primārs	primär	ADJ;NOM;MASC;SG	ADJ;NOM;PL
darījumu	transaktioner	darījums	transaktion	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
darījumu	transaktion	darījums	transaktion	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
darījumu	transaktionen	darījums	transaktion	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
diplomu	diplom	diploms	diplom	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
krastus	stränder	krasts	strand	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
krastus	kuster	krasts	kust	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
bono	bono	bons	bono	PROPN	N;NOM;INDF;MASC+FEM;SG
abovestyle	abovestyle	abovestyle	abovestyle	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
brūss	bruce	brūss	bruce	PROPN;NOM;MASC;SG	PROPN;NOM
peldētājs	simmare	peldētājs	simmare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
čigānu	gipsy	čigāns	gipsy	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
čigānu	zigenare	čigāns	zigen	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
izpildi	uppfyllelse	izpilde	uppfyllelse	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
izpildi	uppfyllande	izpilde	uppfyllande	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
pastāvīgā	permanenta	pastāvīgs	permanent	ADJ;NOM;FEM;SG	ADJ;NOM;PL
beidzies	utgångna	beigties	utgången	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
fiat	fiat	fiat	fia		N;NOM;INDF;MASC+FEM;SG
ceturtdaļfinālā	kvartsfinal	ceturtdaļfināls	kvartsfinal	N;ESS;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gregorijs	gregory	gregorijs	gregory	N;NOM;MASC;SG	PROPN;NOM
trans	trans	trans	trans		N;NOM;INDF;MASC+FEM;SG
atdalīta	separerad	atdalīt	separerad	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atdalīta	åtskilda	atdalīt	åtskilja	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
atdalīta	separerat	atdalīt	separerad	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atdalīta	separerade	atdalīt	separera	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
atdalīta	avskilda	atdalīt	avskild	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
bundeslīgas	bundesliga	bundeslīga	bundeslig	ADJ;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
atzītas	erkänd	atzīt	erkänd	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atzītas	erkänt	atzīt	erkända	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atzītas	erkända	atzīt	erkända	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
atzītas	igenkänd	atzīt	igenkänd	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atzītas	erkänd	atzīt	erkänd	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atzītas	erkänt	atzīt	erkända	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atzītas	erkända	atzīt	erkända	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
skolēniem	pupiller	skolēns	pupiller	N;DAT;MASC;PL	N;NOM;INDF;MASC+FEM;PL
skolēniem	elever	skolēns	elev	N;DAT;MASC;PL	N;NOM;INDF;MASC+FEM;PL
žils	jules	žils	jules	PROPN;NOM;MASC;SG	PROPN;NOM
džims	jim	džims	jim	PROPN;NOM;MASC;SG	PROPN;NOM
kāzas	bröllop	kāza	bröllop	N;NOM;FEM	N;NOM;INDF;NEUT;SG
kāzas	bröllop	kāza	bröllop	N;NOM;FEM	N;NOM;INDF;NEUT;SG
zane	zane	zane	zane	PROPN;NOM;FEM;SG	PROPN;NOM
vidējs	medium	vidējs	medium	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
mēģinājumu	repetition	mēģinājums	repetition	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
britannica	britannica	britannica	britannic		N;NOM;INDF;MASC+FEM;SG
salavat	salavat	salava	salavat	PROPN;NOM;FEM;SG	PROPN;NOM
flāmu	flamländska	flāma	flamländsk	N;GEN;MASC;PL	ADJ;NOM;PL
gazprom	gazprom	gazprom	gazprom	PROPN	PROPN;NOM
silts	varma	silts	varma	ADJ;NOM;MASC;SG	ADJ;NOM;PL
silts	värma	silts	värma	ADJ;NOM;MASC;SG	V;IMP;FIN;ACT
rita	rita	rita	rita	PROPN;NOM;FEM;SG	V;IMP;FIN;ACT
četrdesmit	forty	četrdesmit	forty	NUM;PL	N;NOM;INDF;NEUT;SG
delfi	delphi	delfi	delphi		PROPN;NOM
linu	lin	lināt	lin	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
akmeņi	stones	akmens	ston	N;NOM;MASC;PL	PROPN;NOM
honda	honda	honds	hond		N;NOM;INDF;MASC+FEM;SG
abba	abba	abba	abba		PROPN;NOM
aes	aes	aes	aes		N;NOM;INDF;MASC+FEM;SG
signālus	signaler	signāls	signal	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
signālus	signalerna	signāls	signal	N;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
signālus	signalerar	signāls	signalera	N;ACC;MASC;PL	V;IND;PRS;FIN;ACT
galatasaray	galatasaray	galatasaray	galatasaray	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sodīts	straffad	sodīt	straffa	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
sodīts	straffade	sodīt	straffa	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL
mati	hair	mats	hai	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
mati	hår	mats	hår	N;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
mati	håret	mats	hår	N;NOM;MASC;PL	N;NOM;DEF;NEUT;SG
senas	uråldrig	sena	uråldrig	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
senas	antikens	sena	antik	ADJ;NOM;FEM;PL	N;GEN;DEF;MASC+FEM;SG
eric	eric	ericēt	eric		PROPN;NOM
eric	erik	ericēt	erik		PROPN;NOM
džeralds	gerald	džeralds	gerald	N;NOM;MASC;SG	PROPN;NOM
parakstīt	skylt	parakstīt	skylt	V;POS;NFIN	N;NOM;INDF;MASC+FEM;SG
parakstīt	tecken	parakstīt	tecken	V;POS;NFIN	N;NOM;INDF;NEUT;SG
donalds	kalle	donalds	kalle	N;NOM;MASC;SG	PROPN;NOM
donalds	donald	donalds	donal	N;NOM;MASC;SG	PROPN;NOM
irāka	irak	irāka	irak	N;NOM;FEM;SG	PROPN;NOM
anita	anita	anita	anit	PROPN;NOM;FEM;SG	PROPN;NOM
jeruzalemes	jerusalem	jeruzaleme	jerusalem	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
jeruzalemes	jerusalems	jeruzaleme	jerusalem	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
dens	dan	dens	dan	PROPN	PROPN;NOM
neparasti	ovanlig	neparasti	ovanlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
neparasti	ovanliga	neparasti	ovanlig	ADV	ADJ;NOM;PL
neparasti	ovanligt	neparasti	ovanlig	ADV	ADJ;NOM;INDF;NEUT;SG
bioloģiskā	biologiska	bioloģiska	biologisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
vienalga	iallafall	vienalga	iallafall		N;NOM;INDF;MASC+FEM;SG
vienalga	hursomhelst	vienalga	hursomhelst		ADV;RL
vienalga	oavsett	vienalga	oavsett		N;NOM;INDF;MASC+FEM;SG
piektajā	femtedel	piektā	femtedel	ADJ;ESS;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
piektajā	femma	piektā	femma	ADJ;ESS;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
piektajā	femte	piektā	fem	ADJ;ESS;DEF;FEM;SG	ADJ;NOM
piektajā	fifth	piektā	fifth	ADJ;ESS;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
tipisks	typiska	tipisks	typisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
niedru	reed	niedrs	reed	N;ACC;MASC;SG	PROPN;NOM
vēlu	sena	vēlu	sen	ADV	ADJ;NOM;PL
vēlu	försenat	vēlu	försena	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vēlu	försenade	vēlu	försena	ADV	ADJ;NOM;PL;PST;V.PTCP
vēlu	försenad	vēlu	försenad	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
piesaistīja	lockat	piesaistīt	locka	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
piesaistīja	attraherad	piesaistīt	attrahera	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
piesaistīja	lockas	piesaistīt	locka	V;FH;IND;3;POS;PST;FIN;ACT	V;IND;FIN;PASS
hipotēze	hypoteser	hipotēze	hypotes	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
platumā	bredd	platums	bredd	N;ESS;MASC;SG	N;NOM;INDF;MASC+FEM;SG
manuels	manuel	manuels	manuel	PROPN;NOM;MASC;SG	PROPN;NOM
dienvidi	syd	dienvidi	syd	N;NOM;MASC;SG	PROPN;NOM
dienvidi	söderut	dienvidi	söderut	N;NOM;MASC;SG	ADV
dienvidi	södra	dienvidi	södra	N;NOM;MASC;SG	ADJ;NOM;DEF;SG
ražoti	producerad	ražot	producerad	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ražoti	framställt	ražot	framställa	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ražoti	producerat	ražot	producerad	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ražoti	tillverkas	ražot	tillverka	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;IND;PRS;FIN;PASS
ražoti	tillverkade	ražot	tillverkad	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ražoti	tillverkat	ražot	tillverkad	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ražoti	tillverkad	ražot	tillverkad	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ražoti	framställt	ražot	framställa	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
medībās	jagar	medības	jaga	N;ESS;FEM	V;IND;PRS;FIN;ACT
medībās	jakt	medības	jakt	N;ESS;FEM	N;NOM;INDF;MASC+FEM;SG
medībās	jaga	medības	jaga	N;ESS;FEM	V;IMP;FIN;ACT
medībās	jagar	medības	jaga	N;ESS;FEM	V;IND;PRS;FIN;ACT
abinieku	amfibie	abinieks	amfibie	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
lūiss	lewis	lūiss	lewis	N;NOM;MASC;SG	PROPN;NOM
paaugstināta	ökade	paaugstināt	öka	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
paaugstināta	ökad	paaugstināt	öka	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
paaugstināta	ökat	paaugstināt	öka	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
paaugstināta	förhöjt	paaugstināt	förhöja	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
zviedriem	svenskar	zviedrs	svensk	N;DAT;MASC;PL	N;NOM;INDF;MASC+FEM;PL
pieraksts	tecknande	pieraksts	tecknande	N;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
locītavas	fogar	locītava	fog	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
locītavas	lederna	locītava	leda	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;PL
locītavas	leder	locītava	leda	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
mao	mao	maos	mao		N;NOM;INDF;MASC+FEM;SG
trīspadsmit	thirteen	trīspadsmit	thirt	NUM;PL	N;NOM;INDF;NEUT;SG
drošu	säkert	droša	säker	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADV
drošu	kassaskåp	droša	kassaskåp	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	N;NOM;INDF;NEUT;SG
drošu	säker	droša	säker	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
drošu	säkra	droša	säker	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;PL
sēru	sorg	sēra	sorg	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sēru	sörjer	sēra	sörja	N;ACC;FEM;SG	V;IND;PRS;FIN;ACT
sēru	sörjande	sēra	sörja	N;ACC;FEM;SG	ADJ;NOM;PRS;V.PTCP
fantāzijas	fantasi	fantāzija	fantasi	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
fantāzijas	fantasy	fantāzija	fantasy	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
apzināti	medvetet	apzināt	medvetet	ADV	N;NOM;DEF;NEUT;SG
apzināti	uppsåtligen	apzināt	uppsåtligen	ADV	N;NOM;DEF;MASC+FEM;SG
