que	che	que	che	PRO	DET
dirixe	esercizi	dirixe	esercizio	V	N;MASC;PL
públicos	public	público	public	ADJ	N
xigantes	gigante	xigante	gigante	ADJ	N;MASC;SG
xigantes	giant	xigante	giant	ADJ	N
xigantes	giganti	xigante	gigante	ADJ	N;MASC;PL
xigantes	giants	xigante	giants	ADJ	N;MASC;PL
xigantes	giganti	xigante	gigante	ADJ	N;MASC;PL
xigantes	sono	xigante	essere	ADJ	V;IND;PL;3;PRS;FIN
eres	te	er	te	N	PRO;SG;2
eres	tu	er	tu	N	PRO;SG;2
eres	voi	er	voi	N	PRO;PL;2
eres	sono	er	essere	N	V;IND;PL;3;PRS;FIN
rematado	over	rematar	over	V	N
rematado	oltre	rematar	oltre	V	ADV
orixinais	original	orixinal	original	ADJ	N;SG
orixinais	originali	orixinal	originale	ADJ	N;MASC;PL
orixinais	originali	orixinal	originale	ADJ	N;MASC;PL
test	prova	test	provare	N	V;IND;SG;3;PRS;FIN
test	inverso	test	inverso	N	ADJ;MASC;SG
test	invertire	test	invertire	N	V;NFIN
disque	loro	disque	loro	ADV	PRO;PL;3
disque	dite	disque	dire	ADV	V;IND;PL;2;PRS;FIN
disque	dire	disque	dire	ADV	V;NFIN
disque	sentito	disque	sentire	ADV	V;MASC;SG;PST;V.PTCP
respirar	respiro	respirar	respiro	V	N;MASC;SG
respirar	respirazione	respirar	respirazione	V	N;FEM;SG
respirar	respiri	respirar	respiro	V	N;MASC;PL
respirar	respiro	respirar	respiro	V	N;MASC;SG
respirar	alito	respirar	alito	V	N;MASC;SG
respirar	fiato	respirar	fiato	V	N;MASC;SG
afortunado	fortunati	afortunar	fortunato	V	ADJ;MASC;PL
afortunado	fortunato	afortunar	fortunato	V	ADJ;MASC;SG
afortunado	lucky	afortunar	lucky	V	N
afortunado	fortunati	afortunar	fortunato	V	ADJ;MASC;PL
afortunado	beata	afortunar	beato	V	ADJ;FEM;SG
afortunado	beati	afortunar	beato	V	ADJ;MASC;PL
afortunado	beato	afortunar	beato	V	N;MASC;SG
afortunado	benedetta	afortunar	benedetto	V	ADJ;FEM;SG
afortunado	benedetti	afortunar	benedetto	V	N;MASC;PL
afortunado	benedetto	afortunar	benedetto	V	N;MASC;SG
glicosa	glucosio	glicosa	glucosio	ADJ	N;MASC;SG
glicosa	cambiare	glicosa	cambiare	ADJ	V;NFIN
glicosa	cambiamento	glicosa	cambiamento	ADJ	N;MASC;SG
glicosa	variazione	glicosa	variazione	ADJ	N;FEM;SG
glicosa	cambia	glicosa	cambiare	ADJ	V;IND;SG;3;PRS;FIN
traballou	lavoro	traballar	lavoro	V	N;MASC;SG
traballou	lavori	traballar	lavoro	V	N;MASC;PL
obras	funziona	obra	funzionare	N	V;IND;SG;3;PRS;FIN
obras	raccolte	obra	raccogliere	N	V;FEM;PL;PST;V.PTCP
obras	raccolto	obra	raccogliere	N	V;MASC;SG;PST;V.PTCP
obras	raccolti	obra	raccogliere	N	V;MASC;PL;PST;V.PTCP
obras	lì	obra	lì	N	ADV
obras	là	obra	là	N	ADV
dás	te	das	te	V	PRO;SG;2
dás	tu	das	tu	V	PRO;SG;2
dás	voi	das	voi	V	PRO;PL;2
dás	possono	das	potere	V	V;IND;PL;3;PRS;FIN
dás	can	das	can	V	
dás	può	das	potere	V	V;IND;SG;3;PRS;FIN
st	street	st	street	PROPN	N;MASC
st	strada	st	strada	PROPN	N;FEM;SG
afastado	lontano	afastar	lontano	V	ADV
afastado	lontano	afastar	lontano	V	ADV
afastado	distanti	afastar	distante	V	ADJ;PL
afastado	distante	afastar	distante	V	ADJ;SG
afastado	lontani	afastar	lontano	V	ADJ;MASC;PL
afastado	lontana	afastar	lontano	V	ADJ;FEM;SG
afastado	away	afastar	away	V	N
afastado	via	afastar	via	V	ADV
afastado	dal	afastar	dal	V	ADJ;SG
afastado	dalla	afastar	dalla	V	ADJ;SG
afastado	from	afastar	from	V	
afastado	da	afastar	da	V	ADP
afastado	molto	afastar	molto	V	ADV
afastado	orientale	afastar	orientale	V	ADJ;SG
afastado	east	afastar	east	V	N;MASC
afastado	est	afastar	est	V	N;MASC;SG
afastado	oriente	afastar	oriente	V	ADJ;SG
abriu	aperto	abriu	aperto	V	ADJ;MASC;SG
carácter	altro	carácter	altro	N	PRO;MASC;SG
carácter	più	carácter	più	N	ADV
famosa	che	famor	che	ADJ	DET
condenado	attualmente	condenar	attualmente	V	ADV
condenado	fila	condenar	fila	V	N;FEM;SG
condenado	riga	condenar	riga	V	N;FEM;SG
gana	vuoi	gano	volere	PROPN	V;IMP;SG;2;PRS;FIN
gana	volere	gano	volere	PROPN	V;NFIN
gana	sentire	gano	sentire	PROPN	V;NFIN
gana	come	gano	come	PROPN	ADV
gana	like	gano	like	PROPN	
gana	con	gano	con	PROPN	ADP
gana	te	gano	te	PROPN	PRO;SG;2
gana	tu	gano	tu	PROPN	PRO;SG;2
gana	voi	gano	voi	PROPN	PRO;PL;2
reciclaxe	riciclare	reciclaxe	riciclare	N	V;NFIN
deille	lui	deillar	lui	V	PRO;MASC;SG;3
deille	her	deillar	her	V	ADJ;SG
arde	brucia	arde	bruciare	N	V;IND;SG;3;PRS;FIN
arde	bruciare	arde	bruciare	N	V;NFIN
arde	brucia	arde	bruciare	N	V;IND;SG;3;PRS;FIN
arde	te	arde	te	N	PRO;SG;2
arde	tu	arde	tu	N	PRO;SG;2
arde	voi	arde	voi	N	PRO;PL;2
domingos	altro	domingo	altro	N	PRO;MASC;SG
domingos	altre	domingo	altro	N	DET;FEM;PL
domingos	altri	domingo	altro	N	PRO;MASC;PL
medias	this	media	this	N	
medias	questo	media	questo	N	DET;MASC;SG
medias	questa	media	questo	N	DET;FEM;SG
medias	mezza	media	mezzo	N	ADJ;FEM;SG
ii	seconda	ii	secondo	PROPN	ADJ;FEM;SG
ii	secondo	ii	secondo	PROPN	ADJ;MASC;SG
ii	secondi	ii	secondo	PROPN	N;MASC;PL
ii	atto	ii	atto	PROPN	N;MASC;SG
ii	act	ii	act	PROPN	N;MASC
roubou	chi	roubar	chi	V	PRO
roubou	who	roubar	who	V	
aninovo	nuovi	aninovo	nuovo	N	ADJ;MASC;PL
aninovo	nuovo	aninovo	nuovo	N	ADJ;MASC;SG
aninovo	nuove	aninovo	nuovo	N	ADJ;FEM;PL
aninovo	nuova	aninovo	nuovo	N	ADJ;FEM;SG
cóntame	cosa	cóntame	cosa	V	PRO;SG
cóntame	te	cóntame	te	V	PRO;SG;2
cóntame	tu	cóntame	tu	V	PRO;SG;2
cóntame	voi	cóntame	voi	V	PRO;PL;2
cheque	controlla	cheque	controllare	N	V;IND;SG;3;PRS;FIN
cheque	controllare	cheque	controllare	N	V;NFIN
cheque	verifica	cheque	verificare	N	V;IND;SG;3;PRS;FIN
cheque	te	cheque	te	N	PRO;SG;2
cheque	tu	cheque	tu	N	PRO;SG;2
cheque	voi	cheque	voi	N	PRO;PL;2
soubese	lei	souber	lei	V	PRO;SG;3
soubese	she	souber	she	V	
soubese	know	souber	know	V	N
baixe	down	baixe	down	V	N
baixe	giù	baixe	giù	V	ADJ;MASC;SG
baixe	te	baixe	te	V	PRO;SG;2
baixe	tu	baixe	tu	V	PRO;SG;2
baixe	voi	baixe	voi	V	PRO;PL;2
cociñeira	cucinare	cociñeiro	cucinare	N	V;NFIN
penses	think	pense	think	V	N
penses	don	pense	don	V	N;MASC;SG
penses	circa	pense	circa	V	ADV
dóeme	contenuti	dóeme	contenuto	V	N;MASC;PL
dóeme	contenuto	dóeme	contenuto	V	N;MASC;SG
bien	bien	bien	bieno	PROPN	
bien	bene	bien	bene	PROPN	ADV
bien	pozzo	bien	pozzo	PROPN	N;MASC;SG
bien	bene	bien	bene	PROPN	ADV
bien	destro	bien	destro	PROPN	N;MASC;SG
bien	right	bien	right	PROPN	
bien	giusto	bien	giusto	PROPN	ADJ;MASC;SG
bien	destra	bien	destra	PROPN	N;FEM;SG
deberas	te	deber	te	ADJ	PRO;SG;2
deberas	tu	deber	tu	ADJ	PRO;SG;2
deberas	voi	deber	voi	ADJ	PRO;PL;2
deberas	dovrebbe	deber	dovere	ADJ	V;COND;SG;3;PRS;FIN
deberas	dovrebbero	deber	dovere	ADJ	V;COND;PL;3;PRS;FIN
deberas	devono	deber	dovere	ADJ	V;IND;PL;3;PRS;FIN
deberas	mosto	deber	mosto	ADJ	N;MASC;SG
deberas	deve	deber	dovere	ADJ	V;IND;SG;3;PRS;FIN
deberas	must	deber	must	ADJ	N
direillo	racconta	direillo	raccontare	N	V;IND;SG;3;PRS;FIN
direillo	te	direillo	te	N	PRO;SG;2
direillo	tu	direillo	tu	N	PRO;SG;2
direillo	voi	direillo	voi	N	PRO;PL;2
gastos	per	gasto	per	N	ADP
rata	te	rata	te	N	PRO;SG;2
rata	tu	rata	tu	N	PRO;SG;2
rata	voi	rata	voi	N	PRO;PL;2
lago	il	lago	il	N	DET;DEF;MASC;SG
lago	la	lago	il	N	DET;DEF;FEM;SG
limpeza	pulire	limpeza	pulire	N	V;NFIN
fusís	loro	fuso	loro	N	PRO;PL;3
salario	pagare	salario	pagare	N	V;NFIN
salario	paghi	salario	pagare	N	V;IMP;SG;2;PRS;FIN
salario	paga	salario	pagare	N	V;IND;SG;3;PRS;FIN
salario	pagato	salario	pagare	N	V;MASC;SG;PST;V.PTCP
salario	pagati	salario	pagare	N	V;MASC;PL;PST;V.PTCP
salario	retribuito	salario	retribuire	N	ADJ;MASC;SG
salario	pagata	salario	pagato	N	V;FEM;SG;PST;V.PTCP
roubaron	loro	roubar	loro	V	PRO;PL;3
perdiches	te	perdiches	te	V	PRO;SG;2
perdiches	tu	perdiches	tu	V	PRO;SG;2
perdiches	voi	perdiches	voi	V	PRO;PL;2
perdiches	fuori	perdiches	fuori	V	ADV
perdiches	out	perdiches	out	V	N;MASC
perdiches	lost	perdiches	lost	V	N
perdiches	perduti	perdiches	perduto	V	ADJ;MASC;PL
perdiches	persi	perdiches	perso	V	ADJ;MASC;PL
perdiches	miss	perdiches	miss	V	N;FEM
perdiches	signorina	perdiches	signorino	V	N;FEM;SG
henri	henri	henri	henre	PROPN	N;MASC;SG
henri	thierry	henri	thierry	PROPN	N;MASC;SG
saias	te	saio	te	N	PRO;SG;2
saias	tu	saio	tu	N	PRO;SG;2
saias	voi	saio	voi	N	PRO;PL;2
saias	ottenere	saio	ottenere	N	V;NFIN
saias	ottieni	saio	ottenere	N	V;IMP;SG;2;PRS;FIN
saias	ricevi	saio	ricevere	N	V;IMP;SG;2;PRS;FIN
saias	fuori	saio	fuori	N	ADV
boto	miss	boto	miss	V	N;FEM
boto	signorina	boto	signorino	V	N;FEM;SG
boto	lui	boto	lui	V	PRO;MASC;SG;3
lava	lavare	lavar	lavare	N	V;NFIN
lava	lava	lavar	lavare	N	V;IND;SG;3;PRS;FIN
arresto	arrestare	arresto	arrestare	N	V;NFIN
arresto	regio	arresto	regio	N	ADJ;MASC;SG
arresto	reale	arresto	reale	N	ADJ;SG
bendito	benedici	bendito	benedici	N	V;IND;SG;2;PRS;FIN
bendito	benedica	bendito	benedire	N	V;IND;SG;3;PRS;FIN
bendito	god	bendito	god	N	
bendito	beata	bendito	beato	N	ADJ;FEM;SG
bendito	beati	bendito	beato	N	ADJ;MASC;PL
bendito	benedetta	bendito	benedetto	N	ADJ;FEM;SG
hemingway	hemingway	hemingway	hemingway	PROPN	N;MASC
fódete	te	fódete	te	PROPN	PRO;SG;2
fódete	tu	fódete	tu	PROPN	PRO;SG;2
fódete	voi	fódete	voi	PROPN	PRO;PL;2
fódete	fanculo	fódete	fanculo	PROPN	V;IND;SG;1;PRS;FIN
fódete	cazzo	fódete	cazzo	PROPN	N;MASC;SG
fódete	cazzo	fódete	cazzo	PROPN	N;MASC;SG
fódete	spento	fódete	spento	PROPN	ADJ;MASC;SG
fódete	off	fódete	off	PROPN	ADJ;SG
fódete	spenta	fódete	spengere	PROPN	V;FEM;SG;PST;V.PTCP
árabe	araba	árabar	arabo	N	ADJ;FEM;SG
árabe	arabo	árabar	arabo	N	ADJ;MASC;SG
árabe	araba	árabar	arabo	N	ADJ;FEM;SG
árabe	arabo	árabar	arabo	N	ADJ;MASC;SG
séntese	sit	séntese	sit	V	N
séntese	down	séntese	down	V	N
séntese	giù	séntese	giù	V	ADJ;MASC;SG
séntese	sedile	séntese	sedile	V	N;MASC;SG
séntese	seat	séntese	seat	V	N
séntese	te	séntese	te	V	PRO;SG;2
séntese	tu	séntese	tu	V	PRO;SG;2
séntese	voi	séntese	voi	V	PRO;PL;2
séntese	solo	séntese	solo	V	ADV
séntese	just	séntese	just	V	
fixérono	loro	fixérono	loro	V	PRO;PL;3
fixérono	got	fixérono	got	V	
profunda	deep	profundo	deep	ADJ	N
levaban	loro	levar	loro	V	PRO;PL;3
levaban	erano	levar	essere	V	V;IND;PL;3;IPFV;FIN
provoca	cause	provocar	causa	V	N;FEM;PL
provoca	che	provocar	che	V	DET
xace	bugie	xacir	bugia	V	N;FEM;PL
xace	menzogne	xacir	menzogna	V	N;FEM;PL
xace	lie	xacir	lio	V	N
xace	bugia	xacir	bugia	V	N;FEM;SG
xace	menzogna	xacir	menzogna	V	N;FEM;SG
perdida	mancato	perdida	mancato	V	ADJ;MASC;SG
perdida	mancata	perdida	mancato	V	ADJ;FEM;SG
perdida	lost	perdida	lost	V	N
perdida	perduti	perdida	perduto	V	ADJ;MASC;PL
perdida	persi	perdida	perso	V	ADJ;MASC;PL
gargalladas	risata	gargallar	risata	V	N;FEM;SG
gargalladas	risate	gargallar	risata	V	N;FEM;PL
gargalladas	comunque	gargallar	comunque	V	ADV
dicirvos	te	dicirvo	te	V	PRO;SG;2
dicirvos	tu	dicirvo	tu	V	PRO;SG;2
dicirvos	voi	dicirvo	voi	V	PRO;PL;2
contestar	risposta	contestar	risposta	V	N;FEM;SG
contestar	risposta	contestar	risposta	V	N;FEM;SG
dixital	digitali	dixital	digitale	ADJ	N;MASC;PL
dixital	digital	dixital	digital	ADJ	N
bicicleta	her	bicicleta	her	N	ADJ;SG
endexamais	never	endexamais	never	ADV	
endexamais	visto	endexamais	vedere	ADV	V;MASC;SG;PST;V.PTCP
endexamais	ever	endexamais	evere	ADV	
comezando	inizio	comezar	inizio	V	N;MASC;SG
comezando	il	comezar	il	V	DET;DEF;MASC;SG
comezando	la	comezar	il	V	DET;DEF;FEM;SG
forman	forma	formar	forma	V	N;FEM;SG
forman	modulo	formar	modulo	V	N;MASC;SG
forman	form	formar	form	V	N
forman	make	formar	make	V	N
forman	queste	formar	questo	V	DET;FEM;PL
forman	questi	formar	questo	V	PRO;MASC;PL
forman	sono	formar	essere	V	V;IND;PL;3;PRS;FIN
forman	che	formar	che	V	DET
fanse	loro	fanse	loro	PROPN	PRO;PL;3
fanse	allora	fanse	allora	PROPN	ADV
fanse	poi	fanse	poi	PROPN	ADV
fanse	fatto	fanse	fare	PROPN	V;MASC;SG;PST;V.PTCP
fanse	fatta	fanse	fare	PROPN	V;FEM;SG;PST;V.PTCP
fanse	made	fanse	made	PROPN	N
oración	pregare	oración	pregare	N	V;NFIN
oración	pregate	oración	pregare	N	V;IND;PL;2;PRS;FIN
oración	prega	oración	pregare	N	V;IND;SG;3;PRS;FIN
negativo	era	negativo	essere	ADJ	V;IND;SG;3;IPFV;FIN
negativo	fu	negativo	essere	ADJ	V;IND;SG;3;PST;FIN
negativo	negativamente	negativo	negativamente	ADJ	ADV
moverse	intorno	moverse	intorno	PROPN	ADV
moverse	attorno	moverse	attorno	PROPN	ADV
moverse	around	moverse	around	PROPN	N
moverse	sposta	moverse	spostare	PROPN	V;IND;SG;3;PRS;FIN
moverse	muovi	moverse	muovere	PROPN	V;IND;SG;2;PRS;FIN
moverse	muoversi	moverse	muoverso	PROPN	
moverse	spostati	moverse	spostato	PROPN	V;MASC;PL;PST;V.PTCP
moverse	trasloco	moverse	trasloco	PROPN	N;MASC;SG
moverse	vieni	moverse	venire	PROPN	V;IND;SG;2;PRS;FIN
moverse	venite	moverse	venita	PROPN	V;IND;PL;2;PRS;FIN
nuns	pochi	nun	poco	ADV	DET;MASC;PL
nuns	poche	nun	poco	ADV	DET;FEM;PL
falarlle	te	falarlar	te	ADJ	PRO;SG;2
falarlle	tu	falarlar	tu	ADJ	PRO;SG;2
falarlle	voi	falarlar	voi	ADJ	PRO;PL;2
falarlle	parlare	falarlar	parlare	ADJ	V;NFIN
falarlle	circa	falarlar	circa	ADJ	ADV
falarlle	parla	falarlar	parlare	ADJ	V;IND;SG;3;PRS;FIN
falarlle	parlate	falarlar	parlato	ADJ	V;IND;PL;PRS;FIN
falarlle	word	falarlar	word	ADJ	N
falarlle	parola	falarlar	parola	ADJ	N;FEM;SG
falarlle	con	falarlar	con	ADJ	ADP
falarlle	parlare	falarlar	parlare	ADJ	V;NFIN
falarlle	parla	falarlar	parlare	ADJ	V;IND;SG;3;PRS;FIN
falarlle	talk	falarlar	talk	ADJ	N;MASC
falarlle	chiacchiere	falarlar	chiacchiere	ADJ	N;FEM;PL
listas	pronto	lista	pronto	N	ADJ;MASC;SG
listas	pronte	lista	pronto	N	ADJ;FEM;PL
listas	pronta	lista	pronto	N	ADJ;FEM;SG
listas	pronti	lista	pronto	N	ADJ;MASC;PL
cativa	ragazzo	cativa	ragazzo	ADJ	N;MASC;SG
cativa	kid	cativa	kid	ADJ	N;MASC
cativa	girl	cativa	girl	ADJ	N
cativa	ragazza	cativa	ragazza	ADJ	N;FEM;SG
cativa	little	cativa	littla	ADJ	N
únicos	solo	único	solo	ADJ	ADV
únicos	only	único	only	ADJ	
únicos	soltanto	único	soltanto	ADJ	ADV
lanza	lance	lanzo	lance	V	N;FEM;PL
lanza	attraverso	lanzo	attraverso	V	ADP
lanza	through	lanzo	through	V	
lanza	cast	lanzo	cast	V	N;MASC
abertos	aperto	aberto	aperto	V	ADJ;MASC;SG
abertos	open	aberto	open	V	N;MASC
abertos	aperti	aberto	aprire	V	ADJ;MASC;PL
comúns	tombe	común	tomba	ADJ	N;FEM;PL
comúns	graves	común	graves	ADJ	N;MASC;SG
comúns	comuni	común	comune	ADJ	N;MASC;PL
comúns	common	común	common	ADJ	N
comúns	commons	común	commons	ADJ	N;FEM;SG
comúns	gente	común	gente	ADJ	N;FEM;SG
comúns	persone	común	persona	ADJ	N;FEM;PL
bolsas	loro	bolsa	loro	N	PRO;PL;3
compras	acquistare	compra	acquistare	N	V;NFIN
compras	comprare	compra	comprare	N	V;NFIN
compras	compra	compra	comprare	N	V;IND;SG;2;PRS;FIN
compras	acquista	compra	acquistare	N	V;IND;SG;2;PRS;FIN
escolle	te	escoller	te	V	PRO;SG;2
escolle	tu	escoller	tu	V	PRO;SG;2
escolle	voi	escoller	voi	V	PRO;PL;2
embaixo	giù	embaixo	giù	N	ADJ;MASC;SG
embaixo	sotto	embaixo	sotto	N	ADP
embaixo	lì	embaixo	lì	N	ADV
embaixo	là	embaixo	là	N	ADV
cega	lei	cega	lei	N	PRO;SG;3
cega	she	cega	she	N	
cega	cieca	cega	cieco	N	ADJ;FEM;SG
cega	ciechi	cega	cieco	N	ADJ;MASC;PL
cega	cieco	cega	cieco	N	ADJ;MASC;SG
cheas	piena	chea	pieno	N	ADJ;FEM;SG
cheas	pieno	chea	pieno	N	ADJ;MASC;SG
cheas	con	chea	con	N	ADP
ardendo	fire	arder	fire	V	N
ardendo	fuoco	arder	fuoco	V	N;MASC;SG
ardendo	incendio	arder	incendio	V	N;MASC;SG
ardendo	burning	arder	burning	V	N
ardendo	masterizzazione	arder	masterizzazione	V	N;FEM;SG
ardendo	burn	arder	burno	V	N
ardendo	masterizzazione	arder	masterizzazione	V	N;FEM;SG
ardendo	ustione	arder	ustione	V	N;FEM;SG
ardendo	down	arder	down	V	N
ardendo	giù	arder	giù	V	ADJ;MASC;SG
selva	il	selvar	il	N	DET;DEF;MASC;SG
selva	la	selvar	il	N	DET;DEF;FEM;SG
fármaco	che	fármaco	che	N	DET
porqué	why	porqué	why	ADV	ADJ;SG
porqué	know	porqué	know	ADV	N
intentalo	provando	intentalo	provare	PROPN	V;V.MSDR
intentalo	provate	intentalo	provare	PROPN	V;IND;PL;2;PRS;FIN
intentalo	provare	intentalo	provare	PROPN	V;NFIN
intentalo	prova	intentalo	provare	PROPN	V;IND;SG;3;PRS;FIN
intentalo	hanno	intentalo	avere	PROPN	V;IND;PL;3;PRS;FIN
intentalo	avere	intentalo	avere	PROPN	V;NFIN
simpático	nizza	simpático	nizza	ADJ	N;FEM;SG
raio	il	raio	il	N	DET;DEF;MASC;SG
raio	la	raio	il	N	DET;DEF;FEM;SG
raio	fanculo	raio	fanculo	N	V;IND;SG;1;PRS;FIN
semellantes	che	semellante	che	ADJ	DET
leu	leggi	leu	legge	V	N;FEM;PL
leu	lei	leu	lei	V	PRO;SG;3
leu	she	leu	she	V	
tristes	tristi	triste	triste	N	ADJ;PL
tristes	triste	triste	triste	N	ADJ;SG
augas	il	auga	il	N	DET;DEF;MASC;SG
augas	la	auga	il	N	DET;DEF;FEM;SG
escribín	scritti	escribir	scritto	V	ADJ;MASC;PL
escribín	scritte	escribir	scritta	V	N;FEM;PL
constitución	quadrato	constitución	quadrato	N	ADJ;MASC;SG
voto	vota	voto	votare	N	V;IND;SG;2;PRS;FIN
voto	votate	voto	votare	N	V;IND;PL;2;PST;FIN
voto	dite	voto	dire	N	V;IND;PL;2;PRS;FIN
voto	dire	voto	dire	N	V;NFIN
tristeza	solo	tristeza	solo	N	ADV
tristeza	only	tristeza	only	N	
tristeza	soltanto	tristeza	soltanto	N	ADV
dixera	said	dicir	said	V	
dixera	lui	dicir	lui	V	PRO;MASC;SG;3
ilegal	illegalità	ilegal	illegalità	ADJ	N;FEM
ilegal	ingresso	ilegal	ingresso	ADJ	N;MASC;SG
ilegal	entrata	ilegal	entrata	ADJ	N;FEM;SG
pagamos	retribuito	pagar	retribuire	V	ADJ;MASC;SG
pagamos	pay	pagar	pay	V	N
depósito	depositare	depósito	depositare	N	V;NFIN
mellora	miglioramento	mellorar	miglioramento	V	N;MASC;SG
mellora	miglioramenti	mellorar	miglioramento	V	N;MASC;PL
mellora	impact	mellorar	impact	V	N;MASC
mellora	impatto	mellorar	impatto	V	N;MASC;SG
mellora	per	mellorar	per	V	ADP
regular	regolamentare	regular	regolamentare	V	ADJ;SG
regular	regolare	regular	regolare	V	ADJ;SG
regular	regolari	regular	regolare	V	ADJ;PL
escrita	scritti	escribir	scritto	V	ADJ;MASC;PL
escrita	scritte	escribir	scritta	V	N;FEM;PL
escrita	scrittura	escribir	scrittura	V	N;FEM;SG
escrita	manoscritta	escribir	manoscritta	V	ADJ;FEM;SG
repetir	ripetizione	repetir	ripetizione	V	N;FEM;SG
repetir	solo	repetir	solo	V	ADV
repetir	just	repetir	just	V	
repetir	che	repetir	che	V	DET
repetir	again	repetir	again	V	
repetir	ancora	repetir	ancora	V	ADV
repetir	ripetizione	repetir	ripetizione	V	N;FEM;SG
repetir	qualsiasi	repetir	qualsiasi	V	DET;SG
repetir	qualunque	repetir	qualunque	V	DET;SG
repetir	altro	repetir	altro	V	PRO;MASC;SG
repetir	more	repetir	more	V	N;SG
repetir	più	repetir	più	V	ADV
importan	care	importar	caro	V	ADJ;FEM;PL
importan	cura	importar	cura	V	N;FEM;SG
importan	circa	importar	circa	V	ADV
importan	don	importar	don	V	N;MASC;SG
importan	mind	importar	mind	V	N;MASC
importan	mente	importar	mente	V	N;FEM;SG
tratan	sono	tratar	essere	V	V;IND;PL;3;PRS;FIN
tratan	circa	tratar	circa	V	ADV
israel	israele	israel	israele	PROPN	N;MASC;SG
sobe	goes	sober	goes	V	N
sobe	fretta	sober	fretta	V	N;FEM;SG
sobe	rush	sober	rush	V	N
decide	lei	decidir	lei	V	PRO;SG;3
decide	she	decidir	she	V	
decide	con	decidir	con	V	ADP
decide	il	decidir	il	V	DET;DEF;MASC;SG
decide	la	decidir	il	V	DET;DEF;FEM;SG
decide	decisi	decidir	decidere	V	ADJ;MASC;PL
merquei	per	merquei	per	V	ADP
of	voice	of	voice	PROPN	N
of	voce	of	voce	PROPN	N;FEM;SG
of	isle	of	isla	PROPN	N;MASC
responde	risposta	responder	risposta	V	N;FEM;SG
responde	te	responder	te	V	PRO;SG;2
responde	tu	responder	tu	V	PRO;SG;2
responde	voi	responder	voi	V	PRO;PL;2
descoñecido	straniero	descoñecido	straniero	N	ADJ;MASC;SG
descoñecido	estraneo	descoñecido	estraneo	N	ADJ;MASC;SG
descoñecido	sconosciuto	descoñecido	sconosciuto	N	ADJ;MASC;SG
descoñecido	sconosciuti	descoñecido	sconosciuto	N	ADJ;MASC;PL
descoñecido	sconosciuta	descoñecido	sconosciuto	N	V;FEM;SG;PST;V.PTCP
pareceu	che	parecer	che	V	DET
pareceu	era	parecer	essere	V	V;IND;SG;3;IPFV;FIN
pareceu	fu	parecer	essere	V	V;IND;SG;3;PST;FIN
pareceu	pensiero	parecer	pensiero	V	N;MASC;SG
miraba	era	mirabar	essere	V	V;IND;SG;3;IPFV;FIN
miraba	fu	mirabar	essere	V	V;IND;SG;3;PST;FIN
miraba	lei	mirabar	lei	V	PRO;SG;3
miraba	she	mirabar	she	V	
miraba	orologio	mirabar	orologio	V	N;MASC;SG
fixéchelo	fatto	fixéchelo	fare	N	V;MASC;SG;PST;V.PTCP
fixéchelo	te	fixéchelo	te	N	PRO;SG;2
fixéchelo	tu	fixéchelo	tu	N	PRO;SG;2
fixéchelo	voi	fixéchelo	voi	N	PRO;PL;2
empezo	start	empezo	start	V	N;MASC
empezo	inizio	empezo	inizio	V	N;MASC;SG
empezo	primi	empezo	primo	V	ADJ;MASC;PL
empezo	primo	empezo	primo	V	ADJ;MASC;SG
empezo	prima	empezo	prima	V	ADV
empezo	inizio	empezo	inizio	V	N;MASC;SG
comprobar	test	comprobar	test	V	N;MASC
comprobar	fuori	comprobar	fuori	V	ADV
comprobar	out	comprobar	out	V	N;MASC
eliminar	rimozione	eliminar	rimozione	V	N;FEM;SG
baixou	down	baixar	down	V	N
baixou	giù	baixar	giù	V	ADJ;MASC;SG
baixou	spento	baixar	spento	V	ADJ;MASC;SG
baixou	off	baixar	off	V	ADJ;SG
baixou	lì	baixar	lì	V	ADV
baixou	là	baixar	là	V	ADV
gravar	record	gravar	record	V	N;MASC
gravar	destro	gravar	destro	V	N;MASC;SG
gravar	right	gravar	right	V	
gravar	giusto	gravar	giusto	V	ADJ;MASC;SG
gravar	destra	gravar	destra	V	N;FEM;SG
gravar	registrazione	gravar	registrazione	V	N;FEM;SG
gravar	pellicola	gravar	pellicolo	V	N;FEM;SG
gravar	pellicole	gravar	pellicolo	V	N;FEM;PL
gravar	film	gravar	film	V	N;MASC
aplicación	scriva	aplicación	scrivere	N	V;SBJV;SG;3;PRS;FIN
aplicación	scrivi	aplicación	scrivere	N	V;IMP;SG;2;PRS;FIN
aplicación	scrivere	aplicación	scrivere	N	V;NFIN
aplicación	scrivete	aplicación	scrivere	N	V;IMP;PL;2;PRS;FIN
aplicación	sono	aplicación	essere	N	V;IND;PL;3;PRS;FIN
aplicación	implementata	aplicación	implementare	N	V;FEM;SG;PST;V.PTCP
aplicación	attuato	aplicación	attuato	N	V;MASC;SG;PST;V.PTCP
aplicación	attuate	aplicación	attuare	N	V;FEM;PL;PST;V.PTCP
aplicación	implementato	aplicación	implementare	N	V;MASC;SG;PST;V.PTCP
colección	impostare	colección	impostare	N	V;NFIN
longos	long	longo	long	ADJ	N
produtor	esecutivi	produtor	esecutivo	N	ADJ;MASC;PL
produtor	esecutivo	produtor	esecutivo	N	ADJ;MASC;SG
apostas	molto	aposta	molto	N	ADV
apostas	much	aposta	much	N	
apostas	te	aposta	te	N	PRO;SG;2
apostas	tu	aposta	tu	N	PRO;SG;2
