destinatari	آخذ.	destinatari	آخذ.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
qüestionari	سوالنامہ.	qüestionari	سوالنامہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
qüestionari	خبطی	qüestionari	خبطی	N;MASC;SG	PROPN;NOM;MASC;SG;3
qüestionari	ڈھونگ	qüestionari	ڈھونگ	N;MASC;SG	V;SG;ACT
qüestionari	پرکھنا.	qüestionari	پرکھنا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
fissura	رخنہ.	fissura	رخنہ.	N;FEM;SG	
fissura	توڑنا	fissura	توڑ	N;FEM;SG	V;MASC;SG;NFIN;ACT
fissura	دراڑ.	fissura	دراڑ.	N;FEM;SG	
fissura	تڑقن	fissura	تڑقن	N;FEM;SG	
mezzo	نیم	mezzo	نیم	PROPN	
sincera	سچّا	sincer	سچّا	ADJ;FEM;SG	
estacionària	یکساں.	estacionària	یکساں.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
cognició	جاننا	cognició	جان	N;FEM;SG	V;MASC;SG;NFIN;ACT
cognició	وجدان.	cognició	وجدان.	N;FEM;SG	PROPN;NOM;MASC;SG;3
cognició	سمجھنا	cognició	سمجھ	N;FEM;SG	V;MASC;SG;NFIN;ACT
dire	فوری	dire	فوری		ADJ
dire	اندوہناک	dire	اندوہناک		CONJ
apostasia	ارتداد.	apostasia	ارتداد.	N;FEM;SG	PROPN;NOM;MASC;SG;3
retro	لباس	retro	لباس		N;NOM;MASC;SG;3
retro	مذاق	retro	مذاق		N;NOM;MASC;SG;3
aval	توثیق	aval	توثیق		N;NOM;MASC;SG;3
aval	تصدیق	aval	تصدیق		N;NOM;MASC;SG;3
privació	چھیننے	privació	چھین	N;FEM;SG	V;ACC;NFIN
pollard	چونی.	pollard	چونی.		PROPN;NOM;MASC;SG;3
groove	کھانچا	groove	کھانچا	N;MASC;SG	
petrell	بطریل.	petrell	بطریل.	N;MASC;SG	ADP
bordell	چکلہ.	bordell	چکلہ.	N;MASC;SG	
receptacle	ظرف	receptacle	ظرف	N;MASC;SG	PROPN;NOM;MASC;SG;3
ese	east-	ese	east-		PROPN;NOM;MASC;SG;3
helix	مرغولہ	helix	مرغولہ		ADJ
envàs	بھرتی	envàs	بھر	N;MASC;SG	V;IPFV;FEM;SG;V.PTCP;ACT
envàs	خصوصاً	envàs	خصوصاً	N;MASC;SG	ADV
envàs	(	envàs	(	N;MASC;SG	
envàs	گلّہ	envàs	گلّہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
envàs	لپیٹنا.	envàs	لپیٹنا.	N;MASC;SG	V;SG;NFIN;ACT
envàs	بنڈل	envàs	بنڈل	N;MASC;SG	
envàs	مٹّھا	envàs	مٹّھ	N;MASC;SG	PROPN;NOM;MASC;SG;3
envàs	ٹکڑی	envàs	ٹکڑی	N;MASC;SG	PROPN;NOM;MASC;SG;3
envàs	غول	envàs	غول	N;MASC;SG	
envàs	ٹولا	envàs	ٹولا	N;MASC;SG	PROPN;NOM;MASC;SG;3
envàs	گروہ.	envàs	گروہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
envàs	پیکٹ	envàs	پیکٹ	N;MASC;SG	
intensificació	افزونی	intensificació	افزونی	N;FEM;SG	PROPN;NOM;MASC;SG;3
cúbiques	کعبی.	cúbic	کعبی.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
cúbiques	مکعبی	cúbic	مکعبی	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
concloents	حتمی.	concloent	حتمی.	ADJ;PL	PROPN;NOM;MASC;SG;3
braman	برہما	braman	برہما	N;MASC;SG	PROPN;NOM;MASC;SG;3
engranatge	موزوں	engranatge	موزوں	N;MASC;SG	ADJ
engranatge	گراریوں	engranatge	گراری	N;MASC;SG	N;ACC;MASC;PL;3
teller	متصّدی	teller	متصّدی	PROPN	PROPN;NOM;MASC;SG;3
ware	ہوشیار	ware	ہوشیار		PROPN;NOM;MASC;SG;3
munch	چبانا	munch	چبانا	PROPN	V;MASC;SG;NFIN;ACT
oceanografia	بحریات	oceanografia	بحریات	N;FEM;SG	N;NOM;MASC;PL;3
ogre	مہیب	ogre	مہیب		PROPN;NOM;MASC;SG;3
whig	وگ	whig	وگ	ADJ;MASC;SG	
fullet	کتابچہ	fullet	کتابچہ		N;NOM;MASC;SG;3
tremolor	لرزنا	tremolor	لرزنا	N;MASC;SG	V;SG;NFIN;ACT
tremolor	اہتزاز	tremolor	اہتزاز	N;MASC;SG	PROPN;NOM;MASC;SG;3
tremolor	لرزش.	tremolor	لرزش.	N;MASC;SG	PROPN;NOM;MASC;SG;3
tremolor	کپکپانا.	tremolor	کپکپانا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
tremolor	تھرتھرانا	tremolor	تھرتھرانا	N;MASC;SG	PROPN;NOM;MASC;SG;3
tremolor	جذبہ.	tremolor	جذبہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
resplendor	روشن	resplendor	روشن		ADJ
resplendor	تمتماہٹ.	resplendor	تمتماہٹ.		PROPN;NOM;MASC;SG;3
resplendor	جذبہ	resplendor	جذبہ		N;NOM;MASC;SG;3
resplendor	گرمانے	resplendor	گرما		V;NFIN
resplendor	جوش.	resplendor	جوش.		PROPN;NOM;MASC;SG;3
resplendor	روشن	resplendor	روشن		ADJ
resplendor	تمتماہٹ.	resplendor	تمتماہٹ.		PROPN;NOM;MASC;SG;3
resplendor	تمتمانا	resplendor	تمتمانا		PROPN;NOM;MASC;SG;3
resplendor	جذبہ	resplendor	جذبہ		N;NOM;MASC;SG;3
resplendor	گرمانے	resplendor	گرما		V;NFIN
resplendor	جوش.	resplendor	جوش.		PROPN;NOM;MASC;SG;3
iens	اشتیاق.	iens	اشتیاق.	N;MASC;SG	ADJ
iens	ہڑک	iens	ہڑک	N;MASC;SG	
grada	صف	grada	صف	N;FEM;SG	V;SG;ACT
afinar	مارلینا.	afinar	مارلینان	V;NFIN	PROPN;NOM;MASC;SG;3
sire	گھوڑا.	sire	گھوڑا.		PROPN;NOM;MASC;SG;3
mamma	امی.	mamma	امی.		PROPN;NOM;MASC;SG;3
mamma	چھاتی	mamma	چھا		N;NOM;FEM;SG;3
mamma	پستان	mamma	پستان		N;NOM;MASC;SG;3
follia	سوانگ	follia	سوانگ	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
follia	حماقت	follia	حماقت	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
follia	سوانگ	follia	سوانگ	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
dentista	جبڑوں	dentista	جبڑ	N;SG	N;ACC;MASC;PL;3
dentista	دانتوں	dentista	دانت	N;SG	N;NOM;MASC;PL;3
subsisteixen	(	subsistir	(	V;IND;PL;3;PRS;FIN	
aclaparador	غالب.	aclaparador	غالب.	ADJ;MASC;SG	
restrictiva	تحدیدی	restrictiu	تحدیدی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
restrictiva	بندشی.	restrictiu	بندشی.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
gadget	چٹکلا	gadget	چٹکلا	N;MASC;SG	PROPN;NOM;MASC;SG;3
gadget	ڈھب	gadget	ڈھب	N;MASC;SG	;MASC
gadget	جنتر	gadget	جنتر	N;MASC;SG	PROPN;NOM;MASC;SG;3
cot	جھونپڑی.	cot	جھونپڑی.		PROPN;NOM;MASC;SG;3
pregunto	کرامات.	preguntar	کرام	V;IND;SG;1;PRS;FIN	V;IPFV;MASC;PL;V.PTCP;ACT
pregunto	اچرج.	preguntar	اچرج.	V;IND;SG;1;PRS;FIN	PROPN;NOM;MASC;SG;3
pregunto	اچنبھا	preguntar	اچنبھا	V;IND;SG;1;PRS;FIN	PROPN;NOM;MASC;SG;3
pregunto	حیرت	preguntar	حیرت	V;IND;SG;1;PRS;FIN	N;NOM;MASC;SG;3
pregunto	عجائباتی.	preguntar	عجائبہ	V;IND;SG;1;PRS;FIN	N;NOM;MASC;PL;3
pregunto	حیرانی	preguntar	حیرانی	V;IND;SG;1;PRS;FIN	N;NOM;MASC;SG;3
pregunto	استعجاب	preguntar	استعجاب	V;IND;SG;1;PRS;FIN	PROPN;NOM;MASC;SG;3
ànsies	ہُڑک	ànsia	ہُڑک	N;FEM;PL	
ànsies	طلب.	ànsia	طلب.	N;FEM;PL	PROPN;NOM;MASC;SG;3
crac	جھری	crac	جھری	N;MASC;SG	PROPN;NOM;MASC;SG;3
crac	دائو	crac	دائو	N;MASC;SG	
crac	بھرّانا	crac	بھرّانا	N;MASC;SG	V;MASC;SG;NFIN;ACT
crac	بالکل	crac	بالکل	N;MASC;SG	CONJ
crac	چوٹ	crac	چوٹ	N;MASC;SG	V;ACT
crac	ٹکرانا	crac	ٹکرانا	N;MASC;SG	V;MASC;SG;NFIN;ACT
crac	تڑاقے	crac	تڑاقہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
crac	پھبتی	crac	پھب	N;MASC;SG	PROPN;NOM;MASC;SG;3
crac	ٹھیک	crac	ٹھیک	N;MASC;SG	ADJ
crac	مقامی	crac	مقامی	N;MASC;SG	ADJ
crac	پٹاخے	crac	پٹا	N;MASC;SG	PROPN;NOM;MASC;SG;3
crac	فقرہ	crac	فقرہ	N;MASC;SG	
crac	جھری-	crac	جھری-	N;MASC;SG	PROPN;NOM;MASC;SG;3
crac	تند	crac	تند	N;MASC;SG	V;MASC;SG;ACT
crac	جھری	crac	جھری	N;MASC;SG	PROPN;NOM;MASC;SG;3
crac	چٹاخا	crac	چٹاخا	N;MASC;SG	PROPN;NOM;MASC;SG;3
crac	دائو	crac	دائو	N;MASC;SG	
crac	بھرّانا	crac	بھرّانا	N;MASC;SG	V;MASC;SG;NFIN;ACT
crac	بالکل	crac	بالکل	N;MASC;SG	CONJ
crac	چوٹ	crac	چوٹ	N;MASC;SG	V;ACT
crac	ٹکرانا	crac	ٹکرانا	N;MASC;SG	V;MASC;SG;NFIN;ACT
crac	تڑاقے	crac	تڑاقہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
crac	پھبتی	crac	پھب	N;MASC;SG	PROPN;NOM;MASC;SG;3
crac	ٹھیک	crac	ٹھیک	N;MASC;SG	ADJ
crac	مقامی	crac	مقامی	N;MASC;SG	ADJ
crac	پٹاخے	crac	پٹا	N;MASC;SG	PROPN;NOM;MASC;SG;3
crac	فقرہ	crac	فقرہ	N;MASC;SG	
crac	جھری-	crac	جھری-	N;MASC;SG	PROPN;NOM;MASC;SG;3
crac	تند	crac	تند	N;MASC;SG	V;MASC;SG;ACT
grotesc	بدہیئت	grotesc	بدہیئت	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
grotesc	بدوضع	grotesc	بدوضع	ADJ;MASC;SG	
grotesc	مکروہ	grotesc	مکروہ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
grotesc	بھونڈا	grotesc	بھونڈا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
croquis	مسودہ.	croqui	مسودہ.		PROPN;NOM;MASC;SG;3
croquis	خاکہ	croqui	خاکہ		N;NOM;MASC;SG;3
croquis	مسودہ.	croqui	مسودہ.		PROPN;NOM;MASC;SG;3
xaria	شریعت.	xaria	شریعت.	N;FEM;SG	PROPN;NOM;MASC;SG;3
virtuosa	پارسا.	virtuós	پارسا.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
virtuosa	عفیفہ.	virtuós	عفیفہ.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
virtuosa	پارسا.	virtuós	پارسا.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
virtuosa	عفیفہ.	virtuós	عفیفہ.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
còdol	چکنی	còdol	چکنی		ADJ;FEM
colchicum	سورنجان	colchicum	سورنجان		PROPN;NOM;MASC;SG;3
regni	فرنگی	regnar	فرنگی	INTJ	PROPN;NOM;MASC;SG;3
regni	فرنگستانی	regnar	فرنگستانی	INTJ	ADJ;NOM
desacreditar	شہرت	desacreditar	شہرت	V;NFIN	N;NOM;FEM;SG;3
seixantena	ساٹھواں	seixantena	ساٹھواں	N;FEM;SG	PROPN;NOM;MASC;SG;3
craven	بزدل	cravar	بزدل	ADJ;SG	
craven	ڈرپوک	cravar	ڈرپوک	ADJ;SG	
demora	تاخیرکرنا	demora	تاخیرکرنا	V;IND;SG;3;PRS;FIN	ADJ
demora	التوا.	demora	التوا.	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
demora	رکاوٹ.	demora	رکاوٹ	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
demora	تاخیرکرنا	demora	تاخیرکرنا	V;IND;SG;3;PRS;FIN	ADJ
demora	دیر	demora	دیر	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG;3
demora	التوا.	demora	التوا.	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
demora	رکاوٹ.	demora	رکاوٹ	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
demora	تعویق	demora	تعویق	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
demora	تاخیر	demora	تاخیر	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
dip	اترنا	dip	اتر		V;MASC;SG;NFIN;ACT
dip	غوطہ	dip	غوطہ		N;NOM;MASC;SG;3
dip	بھگونا	dip	بھگونا		PROPN;NOM;MASC;SG;3
dip	دریا	dip	دریا		N;NOM;MASC;SG;3
dip	جھکانا	dip	جھکا		V;MASC;SG;NFIN;ACT
columnata	دالان	columnata	دالان	N;FEM;SG	PROPN;NOM;MASC;SG;3
acorden	متفق	acordar	متفق	V;IND;PL;3;PRS;FIN	ADJ
acorden	مطابق	acordar	مطابق	V;IND;PL;3;PRS;FIN	ADP
lavabo	گڑونا.	lavabo	گڑونا.		PROPN;NOM;MASC;SG;3
lavabo	دھنسنا.	lavabo	دھنسنا.		PROPN;NOM;MASC;SG;3
lavabo	چھانا	lavabo	چھانا		V;SG;NFIN;ACT
lavabo	گندی	lavabo	گندی		ADJ
lavabo	ڈبونا	lavabo	ڈبونا		PROPN;NOM;MASC;SG;3
lavabo	شر	lavabo	شر		N;NOM;MASC;SG;3
lavabo	ناپاک	lavabo	ناپاک		PROPN;NOM;MASC;SG;3
insurgent	انقلابی	insurgent	انقلابی	N;SG	ADJ
insurgent	باغی.	insurgent	باغی.	N;SG	PROPN;NOM;MASC;SG;3
insurgent	خروج	insurgent	خروج	N;SG	PROPN;NOM;MASC;SG;3
insurgent	انقلابی	insurgent	انقلابی	N;SG	ADJ
insurgent	باغی.	insurgent	باغی.	N;SG	PROPN;NOM;MASC;SG;3
insurgent	خروج	insurgent	خروج	N;SG	PROPN;NOM;MASC;SG;3
insurgent	باغی	insurgent	باغی	N;SG	ADJ
pony	ٹٹّو	pony	ٹٹّو	PROPN	PROPN;NOM;MASC;SG;3
mam	اماں.	mam	اماں.	PROPN	PROPN;NOM;MASC;SG;3
mam	امی	mam	امی	PROPN	PRO;NOM;2
mam	ماں	mam	ماں	PROPN	N;NOM;MASC;SG;3
visera	مغفر	visera	مغفر	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
intencionalitat	مدّعا	intencionalitat	مدّعا	N;FEM;SG	
intencionalitat	مشغول	intencionalitat	مشغول	N;FEM;SG	ADJ
intencionalitat	بامقصد	intencionalitat	بامقصد	N;FEM;SG	ADJ
intencionalitat	بامعنی.	intencionalitat	بامعنی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
rebaixa	منہائی	rebaixar	منہائی	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
rebaixa	بٹا	rebaixar	بٹا	V;IND;SG;3;PRS;FIN	
majestuós	شاہانہ	majestuós	شاہانہ	ADJ;MASC;SG	N;NOM;MASC;SG;3
portet	نقلچی	portet	نقلچی		N;NOM;MASC;SG;3
portet	گھونٹنا	portet	گھونٹنا		V;NFIN;ACT
portet	نقال	portet	نقال		PROPN;NOM;MASC;SG;3
portet	بھانڈ.	portet	بھانڈ.		PROPN;NOM;MASC;SG;3
portet	رٹنا	portet	رٹنا		PROPN;NOM;MASC;SG;3
jar	نامربوطی.	jar	نامربوطی.		PROPN;NOM;MASC;SG;3
jar	کرخت	jar	کرخت		PROPN;NOM;MASC;SG;3
opten	چننا	optar	چننا	V;IND;PL;3;PRS;FIN	V;MASC;SG;NFIN;ACT
còctel	ملغوبہ	còctel	ملغوبہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
còctel	مخلوطہ.	còctel	مخلوطہ.	N;MASC;SG	ADJ
hidratació	آبیدگی	hidratació	آبیدگی	N;FEM;SG	PROPN;NOM;MASC;SG;3
abocament	نکاسی	abocament	نکاسی	N;MASC;SG	ADJ
abocament	اُچھالنا	abocament	اُچھال	N;MASC;SG	V;SG;NFIN;ACT
abocament	چھوڑنے	abocament	چھوڑ	N;MASC;SG	V;ACC;NFIN
abocament	(	abocament	(	N;MASC;SG	
abocament	چکانا	abocament	چکا	N;MASC;SG	V;MASC;SG;NFIN;ACT
abocament	نکاسی	abocament	نکاسی	N;MASC;SG	ADJ
abocament	اُچھالنا	abocament	اُچھال	N;MASC;SG	V;SG;NFIN;ACT
abocament	چھوڑنا	abocament	چھوڑ	N;MASC;SG	V;NFIN
abocament	چھوڑنے	abocament	چھوڑ	N;MASC;SG	V;ACC;NFIN
abocament	(	abocament	(	N;MASC;SG	
abocament	چکانا	abocament	چکا	N;MASC;SG	V;MASC;SG;NFIN;ACT
relacional	نسبت	relacional	نسبت	ADJ;SG	N;NOM;MASC;SG;3
relacional	نسبتی.	relacional	نسبتی.	ADJ;SG	PROPN;NOM;MASC;SG;3
autoritarisme	جابریت	autoritarisme	جابریت	N;MASC;SG	PROPN;NOM;MASC;SG;3
intencionada	عمداً.	intencionat	عمداً.	ADJ;FEM;SG	N
intencionada	بالارادہ	intencionat	بالارادہ	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
personalitzada	گاہک	personalitzat	گاہک	ADJ;FEM;SG;V.PTCP	
personalitzada	رسوم	personalitzat	رسم	ADJ;FEM;SG;V.PTCP	N;NOM;MASC;SG;3
personalitzada	رواج	personalitzat	رواج	ADJ;FEM;SG;V.PTCP	N;NOM;MASC;SG;3
personalitzada	گاہک	personalitzat	گاہک	ADJ;FEM;SG;V.PTCP	
personalitzada	رسوم	personalitzat	رسم	ADJ;FEM;SG;V.PTCP	N;NOM;MASC;SG;3
personalitzada	چلن	personalitzat	چلن	ADJ;FEM;SG;V.PTCP	V;ACT
personalitzada	رواج	personalitzat	رواج	ADJ;FEM;SG;V.PTCP	N;NOM;MASC;SG;3
personalitzada	رسم	personalitzat	رسم	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;SG;3
pagan	گمراہ	pagar	گمراہ		ADJ
skate	نکھتر	skate	نکھتر		PROPN;NOM;MASC;SG;3
batudes	خونخوار	batuda	خونخوار	N;FEM;PL	
batudes	درندہ	batuda	درندہ	N;FEM;PL	
umbra	ظلّ	umbra	ظلّ	V;IND;SG;3;PRS;FIN	
innat	قدرتی.	innar	قدرتی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
innat	پیدائشی	innar	پیدائشی	ADJ;MASC;SG	N;NOM;MASC;SG;3
xiulet	زفیل.	xiulet	زفیل.	N;MASC;SG	PROPN;NOM;MASC;SG;3
xiulet	زفیلنا	xiulet	زفیلنا	N;MASC;SG	PROPN;NOM;MASC;SG;3
xiulet	پنپنانا.	xiulet	پنپنانا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
xiulet	سیٹی	xiulet	سیٹی	N;MASC;SG	PROPN;NOM;MASC;SG;3
sheen	روشنی	sher	روشنی	PROPN	N;NOM;MASC;SG;3
sheen	چمک	sher	چمک	PROPN	N;NOM;MASC;SG;3
sheen	روشنی	sher	روشنی	PROPN	N;NOM;MASC;SG;3
feedback	ردّعمل-	feedback	ردّعمل-		N;NOM;MASC;SG;3
enclusa	اہرن	enclusar	اہرن	N;FEM;SG	
fisioteràpia	امراض	fisioteràpia	مرض	N;FEM;SG	N;NOM;MASC;PL;3
escorbut	حقیر.	escorbut	حقیر.	N;MASC;SG	PROPN;NOM;MASC;SG;3
escorbut	کمینہ	escorbut	کمینہ	N;MASC;SG	
gendarme	سپاہی	gendarme	سپاہی		N;NOM;MASC;SG;3
gendarme	جوان	gendarme	جوان		N;NOM;MASC;SG;3
astut	گھنّا	astut	گھنّا	ADJ;MASC;SG	
astut	شوخ	astut	شوخ	ADJ;MASC;SG	N;NOM;MASC;SG;3
astut	سازشی.	astut	سازشی.	ADJ;MASC;SG	N;NOM;MASC;SG;3
astut	شریر	astut	شریر	ADJ;MASC;SG	N;NOM;MASC;SG;3
astut	طنّاز.	astut	طنّاز.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
astut	گھنّا	astut	گھنّا	ADJ;MASC;SG	
astut	مکّار	astut	مکّار	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
astut	شوخ	astut	شوخ	ADJ;MASC;SG	N;NOM;MASC;SG;3
astut	سازشی.	astut	سازشی.	ADJ;MASC;SG	N;NOM;MASC;SG;3
astut	شریر	astut	شریر	ADJ;MASC;SG	N;NOM;MASC;SG;3
astut	عیّار	astut	عیّار	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
astut	طنّاز.	astut	طنّاز.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
prevaler	رائج	prevaler	رائج		ADJ
prevaler	ورغلانا.	prevaler	ورغلانا.		PROPN;NOM;MASC;SG;3
prevaler	رواں	prevaler	رواں		ADJ
paraigües	تحفظ.	paraigua	تحفظ.		PROPN;NOM;MASC;SG;3
paraigües	چھتری	paraigua	چھتری		PROPN;NOM;MASC;SG;3
paraigües	تحفظ.	paraigua	تحفظ.		PROPN;NOM;MASC;SG;3
paraigües	چھاتا	paraigua	چھا		V;IPFV;MASC;SG;V.PTCP;ACT
harrow	ہینگا	harrow	ہینگا		PROPN;NOM;MASC;SG;3
harrow	بھاری	harrow	بھاری		ADJ
binomi	مساوات	binomi	مساوات	N;MASC;SG	N;NOM;MASC;PL;3
binomi	ثنائیہ.	binomi	ثنائیہ.	N;MASC;SG	
falsificacions	مکّار	falsificació	مکّار	N;FEM;PL	PROPN;NOM;MASC;SG;3
falsificacions	تقلیب.	falsificació	تقلیب.	N;FEM;PL	PROPN;NOM;MASC;SG;3
falsificacions	مشابہ	falsificació	مشابہ	N;FEM;PL	ADJ
falsificacions	جھوٹا	falsificació	جھوٹا	N;FEM;PL	PROPN;NOM;MASC;SG;3
falsificacions	التباس	falsificació	التباس	N;FEM;PL	PROPN;NOM;MASC;SG;3
falsificacions	کاسد	falsificació	کاسد	N;FEM;PL	PROPN;NOM;MASC;SG;3
racer	دوندہ.	racer	دوندہ.		PROPN;NOM;MASC;SG;3
dutxa	قذیفے	dutxa	قذیفہ		V;PFV;MASC;PL;V.PTCP;ACT
dutxa	تیروں	dutxa	تیر		N;ACC;MASC;PL;3
dutxa	اولے	dutxa	اولا		PROPN;NOM;MASC;SG;3
dutxa	بوچھاڑ.	dutxa	بوچھاڑ.		PROPN;NOM;MASC;SG;3
dutxa	خطوط	dutxa	خط		N;NOM;MASC;PL;3
dutxa	گولیوں	dutxa	گولی		N;NOM;MASC;PL;3
dutxa	بارش	dutxa	بارش		N;NOM;FEM;SG;3
dutxa	اعزازات	dutxa	اعزاز		N;NOM;MASC;PL;3
ramadà	رمضان	ramadà	رمضان	N;MASC;SG	PROPN;NOM;MASC;SG;3
resisteixen	بھگتنا.	resistir	بھگتنا.	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
resisteixen	سہنا	resistir	سہنا	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
resisteixen	بسنا.	resistir	بسنا.	V;IND;PL;3;PRS;FIN	
pee	بول	pee	بول		V;ACT
pee	پیشاب.	pee	پیشاب.		PROPN;NOM;MASC;SG;3
olivina	زبرجد.	oliví	زبرجد.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
olivina	یشب	oliví	یشب	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
húmer	عضدہ.	húmer	عضدہ.	N;MASC;SG	
covardia	بزدلی	covardia	بزدلی	N;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
entrants	ورود.	entrant	ورود.		PROPN;NOM;MASC;SG;3
entrants	مہاجر.	entrant	مہاجر		PROPN;NOM;MASC;SG;3
entrants	جانشین	entrant	جانشین		N;NOM;MASC;SG;3
entrants	آمدنی.	entrant	آمدنی.		PROPN;NOM;MASC;SG;3
entrants	ورود.	entrant	ورود.		PROPN;NOM;MASC;SG;3
entrants	مہاجر.	entrant	مہاجر		PROPN;NOM;MASC;SG;3
entrants	آمد	entrant	آمد		N;NOM;MASC;SG;3
entrants	جانشین	entrant	جانشین		N;NOM;MASC;SG;3
entrants	آمدنی.	entrant	آمدنی.		PROPN;NOM;MASC;SG;3
rematar	معانقہ	rematar	معانقہ	V;NFIN	N;NOM;MASC;SG;3
clam	شرمیلا	clam	شرمیلا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
multiplicador	ضارب	multiplicador	ضارب	ADJ;MASC;SG	
suspèn	منصب	suspendre	منصب	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
suspèn	خارج	suspendre	خارج	V;IND;SG;3;PRS;FIN	ADJ
rampant	گھنا	rampar	گھنا	ADJ;SG	
rampant	فراواں.	rampar	فراواں.	ADJ;SG	
rampant	روزافزوں	rampar	روزافزہ	ADJ;SG	N;ACC;MASC;PL;3
rampant	کٹّر	rampar	کٹّر	ADJ;SG	
capgròs	غوکچہ.	capgròs	غوکچہ.	ADJ;MASC;SG	
excedència	بچنا.	excedència	بچنا.	N;FEM;SG	V;MASC;SG;ACT
excedència	سدھارنا	excedència	سدھار	N;FEM;SG	V;MASC;SG;NFIN;ACT
excedència	رخصت.	excedència	رخصت.	N;FEM;SG	V;SG;V.PTCP;ACT
excedència	چھوڑنا	excedència	چھوڑ	N;FEM;SG	V;NFIN
excedència	بچنا.	excedència	بچنا.	N;FEM;SG	V;MASC;SG;ACT
excedència	سدھارنا	excedència	سدھار	N;FEM;SG	V;MASC;SG;NFIN;ACT
excedència	رخصت.	excedència	رخصت.	N;FEM;SG	V;SG;V.PTCP;ACT
garlanda	انعام.	garlanda	انعام.	N;FEM;SG	PROPN;NOM;MASC;SG;3
organic	منظم	organic	منظم		ADJ
organic	بنیادی.	organic	بنیادی.		PROPN;NOM;MASC;SG;3
organic	موروثی	organic	موروثی		ADJ
organic	آئینی	organic	آئینی		ADJ
organic	مربوط	organic	مربوط		ADJ
genèriques	جینس	genèric	جینس	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
genèriques	جینی.	genèric	جینی.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
fragància	خوشبو.	fragància	خوشبو.	N;FEM;SG	PROPN;NOM;MASC;SG;3
fragància	مہک	fragància	مہک	N;FEM;SG	V;SG;ACT
fragància	خوشبو.	fragància	خوشبو.	N;FEM;SG	PROPN;NOM;MASC;SG;3
modèstia	فروتنی	modèstia	فروتنی	N;FEM;SG	ADJ
interposar	بسانا	interposar	بسا	V;NFIN	PROPN;NOM;MASC;SG;3
interposar	سمانا	interposar	سمانا	V;NFIN	
interposar	اعتراض	interposar	اعتراض	V;NFIN	N;NOM;MASC;SG;3
plor	فریادکناں	plor	فریادکناں	N;MASC;SG	PROPN;NOM;MASC;SG;3
butch	طاقتور	butch	طاقتور	N;MASC;SG	ADJ
butch	مضبوط	butch	مضبوط	N;MASC;SG	ADJ
