que	dat	que	dat	CONJ	PRO;3
kelly	kelly	kelly	kelly	PROPN	N;MASC+FEM;SG
aumenta	verhoging	aumentar	verhoging	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
aumenta	stijging	aumentar	stijging	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
aumenta	verhogingen	aumentar	verhoging	V;IND;SG;3;PRS;FIN	N;PL
negativa	weigeren	negativo	weigeren	ADJ;FEM;SG	V;NFIN
negativa	afwijzing	negativo	afwijzing	ADJ;FEM;SG	N;MASC+FEM;SG
negativa	weigering	negativo	weigering	ADJ;FEM;SG	N;MASC+FEM;SG
impresión	afdrukken	impresión	afdrukken	N;FEM;SG	V;NFIN
impresión	drukken	impresión	drukken	N;FEM;SG	V;NFIN
impresión	printen	impresión	print	N;FEM;SG	V;NFIN
impresión	afdrukken	impresión	afdrukken	N;FEM;SG	V;NFIN
impresión	drukken	impresión	drukken	N;FEM;SG	V;NFIN
impresión	bedrukken	impresión	bedrukken	N;FEM;SG	V;NFIN
impresión	printen	impresión	print	N;FEM;SG	V;NFIN
fría	koude	fría	koud	N	ADJ
fría	koud	fría	koud	N	ADJ
diseños	ontwerpen	diseño	ontwerpen	N;MASC;PL	V;NFIN
pío	tweet	pío	tweet	PROPN	N;MASC+FEM;SG
pío	pius	pío	pius	PROPN	N;MASC+FEM;SG
ideología	ideologische	ideología	ideologisch	N;FEM;SG	ADJ
ideología	ideologisch	ideología	ideologisch	N;FEM;SG	ADJ
costumbre	aangepaste	costumbre	aanpassen	N;FEM;SG	V;V.PTCP
costumbre	maatwerk	costumbre	maatwerk	N;FEM;SG	ADJ
costumbre	aangepast	costumbre	aanpassen	N;FEM;SG	V;V.PTCP
básicos	basiskennis	básico	basiskennis	ADJ;MASC;PL	N;MASC+FEM;SG
básicos	basis	básico	basis	ADJ;MASC;PL	N;MASC+FEM;SG
básicos	basisinformatie	básico	basisinformatie	ADJ;MASC;PL	N;MASC+FEM;SG
cómic	strips	cómic	strip	N;MASC;SG	N;PL
cómic	stripverhalen	cómic	stripverhaal	N;MASC;SG	N;PL
cómic	stripboeken	cómic	stripboek	N;MASC;SG	N;PL
logros	prestatie	logro	prestatie	N;MASC;PL	N;MASC+FEM;SG
comprar	aanschaf	comprar	aanschaf	V;NFIN	N;MASC+FEM;SG
comprar	aankoop	comprar	aankoop	V;NFIN	N;MASC+FEM;SG
comprar	inkoop	comprar	inkoop	V;NFIN	N;MASC+FEM;SG
comprar	koop	comprar	koop	V;NFIN	N;MASC+FEM;SG
enterrado	begraven	enterrado	begraven	ADJ;MASC;SG;V.PTCP	V;V.PTCP
enterrado	bedolven	enterrado	bedelven	ADJ;MASC;SG;V.PTCP	V;V.PTCP
herido	geblesseerd	herido	blesseren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
herido	gekwetst	herido	kwetsen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
formados	gevormde	formado	vormen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
formados	gevormd	formado	vormen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
cubierto	bestreken	cubierto	bestreken	ADJ;MASC;SG;V.PTCP	V;V.PTCP
cubierto	gedekt	cubierto	dekken	ADJ;MASC;SG;V.PTCP	V;V.PTCP
cubierto	bedekt	cubierto	bedekken	ADJ;MASC;SG;V.PTCP	V;V.PTCP
cubierto	overdekt	cubierto	overdekken	ADJ;MASC;SG;V.PTCP	V;V.PTCP
franz	franz	franz	franz	PROPN	N;MASC+FEM;SG
polémica	controverses	polémica	controverse	N;FEM;SG	N;PL
polémica	controversieel	polémica	controversieel	N;FEM;SG	ADJ
polémica	controversiële	polémica	controversiel	N;FEM;SG	ADJ
polémica	omstreden	polémica	omstreden	N;FEM;SG	V;V.PTCP
polémica	controverse	polémica	controvers	N;FEM;SG	ADJ
crónicas	chronisch	crónica	chronisch	N;FEM;PL	ADJ
principado	vorstendom	principado	vorstendom	ADJ;MASC;SG;V.PTCP	N;NEUT;SG
alegre	opgewekt	alegre	opgewekt	ADJ;SG	V;V.PTCP
alegre	merry	alegre	merry	ADJ;SG	N;MASC+FEM;SG
suelos	vloer	suelo	vloer	N;MASC;PL	N;MASC+FEM;SG
suelos	bodem	suelo	bodem	N;MASC;PL	N;MASC+FEM;SG
suelos	grond	suelo	grond	N;MASC;PL	N;MASC+FEM;SG
parecía	leken	parecer	leek	V;IND;SG;3;IPFV;FIN	V;PL;PST;FIN
parecía	leek	parecer	lijken	V;IND;SG;3;IPFV;FIN	V;SG;PST;FIN
unida	united	unido	united	ADJ;FEM;SG;V.PTCP	N;NEUT;SG
unida	verenigde	unido	verenigen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
unida	verenigd	unido	verenigen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
rubio	blonde	rubio	blond	N;MASC;SG	ADJ
rubio	blond	rubio	blond	N;MASC;SG	ADJ
rubio	blonde	rubio	blond	N;MASC;SG	ADJ
rubio	blond	rubio	blond	N;MASC;SG	ADJ
vela	varen	vela	varen	N;FEM;SG	V;NFIN
vela	varen	vela	varen	N;FEM;SG	V;NFIN
rolling	walsen	rolling	wals	N	V;NFIN
rolling	rollende	rolling	rollen	N	V;V.PTCP
rolling	rollend	rolling	rollen	N	V;V.PTCP
competencias	competentie	competencia	competentie	N;FEM;PL	N;MASC+FEM;SG
competencias	bekwaamheid	competencia	bekwaamheid	N;FEM;PL	N;NEUT;SG
competencias	bevoegdheid	competencia	bevoegdheid	N;FEM;PL	N;MASC+FEM;SG
vistas	weergave	visto	weergave	ADJ;FEM;PL;V.PTCP	N;MASC+FEM;SG
vistas	uitzicht	visto	uitzicht	ADJ;FEM;PL;V.PTCP	N;NEUT;SG
vistas	bekijk	visto	bekijk	ADJ;FEM;PL;V.PTCP	V;SG;PRS;FIN
vistas	bekijken	visto	bekijken	ADJ;FEM;PL;V.PTCP	V;NFIN
vistas	weergaven	visto	weergaven	ADJ;FEM;PL;V.PTCP	N;PL
experiencias	ervaring	experiencia	ervaring	N;FEM;PL	N;MASC+FEM;SG
experiencias	ervaar	experiencia	ervaar	N;FEM;PL	V;SG;PRS;FIN
experiencias	ervaren	experiencia	ervaren	N;FEM;PL	V;V.PTCP
experiencias	ervaring	experiencia	ervaring	N;FEM;PL	N;MASC+FEM;SG
austin	austin	austin	austin	PROPN	N;NEUT;SG
giras	excursie	gira	excursie	N;FEM;PL	N;MASC+FEM;SG
giras	touring	gira	touring	N;FEM;PL	N;MASC+FEM;SG
sesenta	sixty	sesenta	sixty	NUM;PL	
sesenta	sixties	sesenta	sixtie	NUM;PL	N;PL
franja	strippen	franja	strip	N;FEM;SG	V;NFIN
franja	uitkleden	franja	uitkleden	N;FEM;SG	V;NFIN
fundamentales	fundamentals	fundamental	fundamental	ADJ;PL	N;PL
fundamentales	grondbeginselen	fundamental	grondbeginsel	ADJ;PL	N;PL
carbón	kolen	carbón	kolen	N;MASC;SG	N;PL
set	instellen	set	instellen	N;MASC;SG	V;NFIN
set	ingesteld	set	instellen	N;MASC;SG	V;V.PTCP
vocales	zang	vocal	zang	N;PL	N;MASC+FEM;SG
vocales	vocal	vocal	vocal	N;PL	N;MASC+FEM;SG
perdidos	verloren	perdido	verliezen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
perdidos	lost	perdido	lost	ADJ;MASC;PL;V.PTCP	V;SG;PRS;FIN
perdidos	verdwaald	perdido	verdwalen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
pesado	heavy	pesado	heavy	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
cruce	oversteken	cruce	oversteken	N;MASC;SG	V;NFIN
cruce	overschrijden	cruce	overschrijden	N;MASC;SG	V;NFIN
cruce	oversteken	cruce	oversteken	N;MASC;SG	V;NFIN
descendencia	afdalen	descendencia	afdaal	N;FEM;SG	V;NFIN
descendencia	dalen	descendencia	dalen	N;FEM;SG	V;NFIN
descendencia	nakomelingen	descendencia	nakomeling	N;FEM;SG	N;PL
descendencia	afstammelingen	descendencia	afstammeling	N;FEM;SG	N;PL
descendencia	nakomelingen	descendencia	nakomeling	N;FEM;SG	N;PL
descendencia	nakomelingen	descendencia	nakomeling	N;FEM;SG	N;PL
distinto	anders	distinto	anders	ADJ;MASC;SG	ADV
jueves	donderdag	jueves	donderdag	N	PROPN;MASC+FEM;SG
abandonado	achtergelaten	abandonado	achterlaten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
abandonado	verlaten	abandonado	verlaten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
nominación	nomineren	nominación	nomineren	N;FEM;SG	V;NFIN
reuniones	ontmoeting	reunión	ontmoeting	N;FEM;PL	N;MASC+FEM;SG
reuniones	vergadering	reunión	vergadering	N;FEM;PL	N;MASC+FEM;SG
reuniones	meeting	reunión	meeting	N;FEM;PL	N;MASC+FEM;SG
reuniones	bijeenkomst	reunión	bijeenkomst	N;FEM;PL	N;MASC+FEM;SG
reuniones	vergaderen	reunión	vergaderen	N;FEM;PL	V;NFIN
mármol	marmeren	mármol	marmeren	N;MASC;SG	V;NFIN
instrucciones	routebeschrijving	instrucción	routebeschrijving	N;FEM;PL	N;MASC+FEM;SG
instrucciones	instructie	instrucción	instructie	N;FEM;PL	N;MASC+FEM;SG
tengan	heb	tener	hebben	V;IMP;PL;3;PRS;FIN	V;SG;PRS;FIN
pascual	pascual	pascual	pascual	PROPN	N;MASC+FEM;SG
matemática	wiskunde	matemático	wiskunde	ADJ;FEM;SG	N;MASC+FEM;SG
matemática	wiskunde	matemático	wiskunde	ADJ;FEM;SG	N;MASC+FEM;SG
cura	genezen	cura	genezen	N;MASC;SG	V;V.PTCP
cura	geneest	cura	eesen	N;MASC;SG	V;SG;PRS;FIN
disolución	ontbinden	disolución	ontbinden	N;FEM;SG	V;NFIN
vivía	woonde	vivir	wonen	V;IND;SG;3;IPFV;FIN	V;SG;PST;FIN
vivía	leefde	vivir	leven	V;IND;SG;3;IPFV;FIN	V;SG;PST;FIN
vivía	leefden	vivir	leven	V;IND;SG;3;IPFV;FIN	V;PL;PST;FIN
interpretando	tolken	interpretar	tolk	V;V.MSDR	N;PL
interpretando	vertolking	interpretar	vertolking	V;V.MSDR	N;MASC+FEM;SG
ligero	light	ligero	light	ADJ;MASC;SG	N;MASC+FEM;SG
ligero	licht	ligero	licht	ADJ;MASC;SG	N;NEUT;SG
sagrado	geheiligd	sagrado	heiligen	ADJ;MASC;SG	V;V.PTCP
empresarios	werkgever	empresario	werkgever	N;MASC;PL	N;MASC+FEM;SG
húngaro	hongaarse	húngaro	hongaars	N;MASC;SG	ADJ
húngaro	hongaars	húngaro	hongaars	N;MASC;SG	ADJ
sebastian	sebastian	sebastiar	sebastian	PROPN	N;MASC+FEM;SG
sebastian	sebastiaan	sebastiar	sebastiaan	PROPN	N;MASC+FEM;SG
pase	pass	pasar	pass	V;SBJV;SG;3;PRS;FIN	N;MASC+FEM;SG
coordinación	coördineren	coordinación	coördineren	N;FEM;SG	V;NFIN
coordinación	coördinerend	coordinación	coprdineren	N;FEM;SG	V;V.PTCP
condenado	veroordeelde	condenado	veroordelen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
condenado	veroordeeld	condenado	veroordelen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
condenado	veroordeeld	condenado	veroordelen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
condenado	veroordeelde	condenado	veroordelen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
condenado	veroordeeld	condenado	veroordelen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
condenado	gedoemd	condenado	doemen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
condenado	verdoemd	condenado	verdoemen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
caliente	heet	caliente	heten	ADJ;SG	V;SG;PRS;FIN
deciden	beslis	decidir	beslis	V;IND;PL;3;PRS;FIN	V;SG;PRS;FIN
hembras	vrouwelijke	hembra	vrouwelijk	N;FEM;PL	ADJ
hembras	vrouw	hembra	vrouw	N;FEM;PL	N;MASC+FEM;SG
hembras	vrouwtje	hembra	vrouwtje	N;FEM;PL	N;NEUT;SG
hembras	vrouwelijk	hembra	vrouwelijk	N;FEM;PL	ADJ
baker	baker	baker	baker	PROPN	N;MASC+FEM;SG
baker	bakker	baker	bakker	PROPN	N;MASC+FEM;SG
bad	slechte	bad	slecht	N;MASC;SG	ADJ
bad	slecht	bad	slecht	N;MASC;SG	ADJ
mexico	mexicaanse	mexico	mexicaans		ADJ
mexico	mexico	mexico	mexico		PROPN;NEUT;SG
tito	tito	tito	tito	PROPN	N;MASC+FEM;SG
tito	titus	tito	titus	PROPN	N;MASC+FEM;SG
estética	cosmetische	estética	cosmetisch	N;FEM;SG	ADJ
estética	cosmetisch	estética	cosmetisch	N;FEM;SG	ADJ
estética	esthetische	estética	esthetisch	N;FEM;SG	ADJ
estética	esthetisch	estética	esthetisch	N;FEM;SG	ADJ
visitas	bezoeken	visita	bezoeken	N;FEM;PL	V;NFIN
condes	telt	conde	tellen	N;FEM;PL	V;SG;PRS;FIN
configuración	instellingen	configuración	instelling	N;FEM;SG	N;PL
configuración	instellen	configuración	instellen	N;FEM;SG	V;NFIN
ganados	verdiend	ganado	verdienen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
ganados	verdiende	ganado	verdienen	ADJ;MASC;PL;V.PTCP	V;SG;PST;FIN
ganados	gewonnen	ganado	winnen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
ganados	won	ganado	winnen	ADJ;MASC;PL;V.PTCP	V;SG;PST;FIN
entrantes	inkomend	entrante	inkomen	N;PL	V;V.PTCP
entrantes	inkomende	entrante	inkomen	N;PL	V;V.PTCP
entrantes	binnenkomende	entrante	binnenkomen	N;PL	V;V.PTCP
entrantes	inkomend	entrante	inkomen	N;PL	V;V.PTCP
entrantes	inkomende	entrante	inkomen	N;PL	V;V.PTCP
renunció	ontslag	renunciar	ontslag	V;IND;SG;3;PST;FIN	N;NEUT;SG
trasladado	bewoog	trasladar	bewegen	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
trasladado	verplaatst	trasladar	verplaatsen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
trasladado	bewogen	trasladar	bewegen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
trasladado	verhuisd	trasladar	verhuizen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
trasladado	overgeschreven	trasladar	overschrijven	ADJ;MASC;SG;V.PTCP	V;V.PTCP
trasladado	overgebracht	trasladar	overbrengen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
trasladado	overgeplaatst	trasladar	overplaatsen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
trasladado	overgedragen	trasladar	overdragen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
construidos	gebouwde	construido	bouwen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
construidos	gebouwd	construido	bouwen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
construidos	gebouwd	construido	bouwen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
construidos	geconstrueerd	construido	construeren	ADJ;MASC;PL;V.PTCP	V;V.PTCP
lleno	full	lleno	full	ADJ;MASC;SG	N;MASC+FEM;SG
lleno	verpakt	lleno	verpakken	ADJ;MASC;SG	V;V.PTCP
lleno	ingepakt	lleno	inpakken	ADJ;MASC;SG	V;V.PTCP
lleno	verpakte	lleno	verpakken	ADJ;MASC;SG	V;V.PTCP
lleno	gevuld	lleno	vullen	ADJ;MASC;SG	V;V.PTCP
lleno	opgevuld	lleno	opvullen	ADJ;MASC;SG	V;V.PTCP
lleno	ingevuld	lleno	invullen	ADJ;MASC;SG	V;V.PTCP
colaborador	samenwerkende	colaborador	samenwerken	N;MASC;SG	V;V.PTCP
abandono	verwaarlozen	abandono	verwaarlozen	N;MASC;SG	V;NFIN
clasificados	ingedeeld	clasificado	indelen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
clasificados	geklasseerd	clasificado	klasseren	ADJ;MASC;PL;V.PTCP	V;V.PTCP
clasificados	geclassificeerd	clasificado	classificeren	ADJ;MASC;PL;V.PTCP	V;V.PTCP
clasificados	advertenties	clasificado	advertentie	ADJ;MASC;PL;V.PTCP	N;PL
trazado	indeling	trazado	indeling	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
trazado	opmaak	trazado	opmaak	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
trazado	layout	trazado	layout	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
subsp	subsp	subsp	subsp	N	
financiero	financier	financiero	financier	ADJ;MASC;SG	N;MASC+FEM;SG
check	controleren	check	controleren	N;MASC;SG	V;NFIN
check	check	check	check	N;MASC;SG	V;SG;PRS;FIN
check	controleer	check	controleer	N;MASC;SG	V;SG;PRS;FIN
sueños	dromen	sueño	dromen	N;MASC;PL	V;NFIN
sueños	dreams	sueño	dream	N;MASC;PL	N;MASC+FEM;SG
anualmente	jaarlijks	anualmente	jaarlijks	ADV	ADJ
anualmente	jaarlijks	anualmente	jaarlijks	ADV	ADJ
puntuación	scoren	puntuación	scoren	N;FEM;SG	V;NFIN
puntuación	scoren	puntuación	scoren	N;FEM;SG	V;NFIN
puntuación	scoort	puntuación	scoort	N;FEM;SG	V;SG;PRS;FIN
puntuación	scores	puntuación	scores	N;FEM;SG	N;PL
conducta	gedragingen	conducta	gedraging	N;FEM;SG	N;PL
oral	mondelinge	oral	mondeling		ADJ
oral	mondeling	oral	mondeling		ADJ
oral	oraal	oral	oraal		ADJ
básico	basiskennis	básico	basiskennis	ADJ;MASC;SG	N;MASC+FEM;SG
básico	basis	básico	basis	ADJ;MASC;SG	N;MASC+FEM;SG
básico	basisinformatie	básico	basisinformatie	ADJ;MASC;SG	N;MASC+FEM;SG
protegido	beschermde	protegido	beschermen	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
protegido	beschermd	protegido	beschermen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
recomienda	aanrader	recomendar	aanrader	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
socialistas	socialist	socialista	socialist	N;PL	N;MASC+FEM;SG
socialistas	socialistisch	socialista	socialistisch	N;PL	ADJ
socialistas	socialistische	socialista	socialistisch	N;PL	ADJ
oración	gebeden	oración	gebeden	N;FEM;SG	N;PL
oración	bidden	oración	bidden	N;FEM;SG	V;NFIN
protegidas	beschermde	protegido	beschermen	ADJ;FEM;PL;V.PTCP	V;SG;PST;FIN
protegidas	beschermd	protegido	beschermen	ADJ;FEM;PL;V.PTCP	V;V.PTCP
amazonas	amazonegebied	amazona	amazonegebied	N;FEM;PL	N;NEUT;SG
amazonas	amazon	amazona	amazon	N;FEM;PL	N;MASC+FEM;SG
amazonas	amazone	amazona	amazone	N;FEM;PL	N;MASC+FEM;SG
amazonas	amazonas	amazona	amazonas	N;FEM;PL	N;MASC+FEM;SG
grant	subsidie	grant	subsidie	PROPN	N;MASC+FEM;SG
grant	grant	grant	grant	PROPN	N;MASC+FEM;SG
templos	tempel	templo	tempel	N;MASC;PL	N;MASC+FEM;SG
anfibios	amfibische	anfibio	amfibisch	N;MASC;PL	ADJ
anfibios	amfibie	anfibio	amfibie	N;MASC;PL	N;MASC+FEM;SG
misiles	raket	misil	raket	N;MASC;PL	N;MASC+FEM;SG
tejido	breien	tejido	breien	ADJ;MASC;SG;V.PTCP	V;NFIN
tejido	breiwerk	tejido	breiwerk	ADJ;MASC;SG;V.PTCP	N;NEUT;SG
tejido	brei	tejido	breien	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
tejido	stof	tejido	stof	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
tejido	weefsel	tejido	weefsel	ADJ;MASC;SG;V.PTCP	N;NEUT;SG
tejido	tissue	tejido	tissue	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
tejido	weefsel	tejido	weefsel	ADJ;MASC;SG;V.PTCP	N;NEUT;SG
tejido	weven	tejido	weven	ADJ;MASC;SG;V.PTCP	V;NFIN
tejido	geweven	tejido	weven	ADJ;MASC;SG;V.PTCP	V;V.PTCP
aprobado	goedgekeurde	aprobado	goedkeuren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
aprobado	goedgekeurd	aprobado	goedkeuren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
establecida	opgericht	establecido	oprichten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
establecida	gevestigde	establecido	vestigen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
establecida	gevestigd	establecido	vestigen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
emergencia	noodgevallen	emergencia	noodvallen	N;FEM;SG	V;V.PTCP
emergencia	noodgevallen	emergencia	noodvallen	N;FEM;SG	V;V.PTCP
constantemente	voortdurend	constantemente	voortdurend	ADV	ADJ
constantemente	constant	constantemente	constant	ADV	ADJ
constantemente	continu	constantemente	continu	ADV	ADJ
constantemente	gestaag	constantemente	gestaag	ADV	ADJ
limitado	limited	limitado	limited	ADJ;MASC;SG;V.PTCP	
limitado	beperkt	limitado	beperken	ADJ;MASC;SG;V.PTCP	V;V.PTCP
limitado	gelimiteerd	limitado	limiteren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
limitado	beperkte	limitado	beperken	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
nombrada	genoemd	nombrado	noemen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
nombrada	genaamd	nombrado	genaamd	ADJ;FEM;SG;V.PTCP	V;V.PTCP
nombrada	benoemde	nombrado	benoemen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
preguntas	faq	pregunta	faq	N;FEM;PL	N;MASC+FEM;SG
preguntas	vragen	pregunta	vraag	N;FEM;PL	V;NFIN
humanas	mens	humano	mens	ADJ;FEM;PL	N;MASC+FEM;SG
estadios	arenas	estadio	arenas	N;MASC;PL	N;MASC+FEM;SG
vigilancia	surveillance	vigilancia	surveillance	N;FEM;SG	ADJ
planificación	plannen	planificación	plan	N;FEM;SG	N;PL
bibliotecarios	bibliothecaresse	bibliotecario	bibliothecaresse	N;MASC;PL	N;MASC+FEM;SG
bibliotecarios	bibliothecaris	bibliotecario	bibliothecaris	N;MASC;PL	N;MASC+FEM;SG
montreal	montreal	montreal	montreal	V;NFIN	N;NEUT;SG
aprender	learning	aprender	learning	V;NFIN	N;MASC+FEM;SG
aprender	leer	aprender	leer	V;NFIN	N;MASC+FEM;SG
actualización	geactualiseerd	actualización	actualiseren	N;FEM;SG	V;V.PTCP
actualización	bijgewerkt	actualización	bijwerken	N;FEM;SG	V;V.PTCP
actualización	upgraden	actualización	upgraad	N;FEM;SG	V;NFIN
actualización	opwaarderen	actualización	opwaarderen	N;FEM;SG	V;NFIN
actualización	updaten	actualización	updaat	N;FEM;SG	V;NFIN
actualización	bijwerken	actualización	bijwerken	N;FEM;SG	V;NFIN
actualización	updaten	actualización	updaat	N;FEM;SG	V;NFIN
actualización	bijwerken	actualización	bijwerken	N;FEM;SG	V;NFIN
pakistán	pakistan	pakistán	pakistan	N;MASC;SG	PROPN;NEUT;SG
pakistán	pakistaanse	pakistán	pakistaans	N;MASC;SG	ADJ
imprenta	afdrukken	imprenta	afdrukken	N;FEM;SG	V;NFIN
imprenta	drukken	imprenta	drukken	N;FEM;SG	V;NFIN
imprenta	bedrukken	imprenta	bedrukken	N;FEM;SG	V;NFIN
imprenta	printen	imprenta	print	N;FEM;SG	V;NFIN
tesoro	schatten	tesoro	schatten	N;MASC;SG	V;NFIN
olímpica	olympic	olímpico	olympic	ADJ;FEM;SG	N;MASC+FEM;SG
macedonia	macedonië	macedonio	macedonië	ADJ;FEM;SG	N;NEUT;SG
macedonia	macedonië	macedonio	macedonië	ADJ;FEM;SG	N;NEUT;SG
bits	bit	bit	bit	N;MASC;PL	N;MASC+FEM;SG
bits	beetje	bit	beetje	N;MASC;PL	N;NEUT;SG
aparecieron	verscheen	aparecer	verschijnen	V;IND;PL;3;PST;FIN	V;SG;PST;FIN
continuo	continuüm	continuo	continuüm	ADJ;MASC;SG	N;NEUT;SG
continuo	doorlopend	continuo	doorlopen	ADJ;MASC;SG	V;V.PTCP
continuo	doorlopende	continuo	doorlopen	ADJ;MASC;SG	V;V.PTCP
continuo	ononderbroken	continuo	ononderbreken	ADJ;MASC;SG	V;V.PTCP
continuo	voortgezet	continuo	voortzetten	ADJ;MASC;SG	V;V.PTCP
continuo	vervolg	continuo	vervolg	ADJ;MASC;SG	N;NEUT;SG
exploración	verkennen	exploración	verkennen	N;FEM;SG	V;NFIN
consejos	raden	consejo	raden	N;MASC;PL	V;NFIN
consejos	fooi	consejo	fooi	N;MASC;PL	N;MASC+FEM;SG
consejos	advies	consejo	advies	N;MASC;PL	N;NEUT;SG
parámetros	parameter	parámetro	parameter	N;MASC;PL	N;MASC+FEM;SG
corrupción	corrupt	corrupción	corrupt	N;FEM;SG	ADJ
corrupción	corrupte	corrupción	corrupt	N;FEM;SG	ADJ
vegetales	groente	vegetal	groente	N;MASC;PL	N;MASC+FEM;SG
vegetales	plantaardig	vegetal	plantaardig	N;MASC;PL	ADJ
vegetales	groente	vegetal	groente	N;MASC;PL	N;MASC+FEM;SG
dragon	draken	dragon	draken	N;MASC;SG	N;PL
séptima	seventh	séptimo	seventh	ADJ;FEM;SG	
signo	onderteken	signo	onderteken	N;MASC;SG	V;SG;PRS;FIN
signo	ondertekenen	signo	ondertekenen	N;MASC;SG	V;NFIN
signo	tekenen	signo	tekenen	N;MASC;SG	V;NFIN
espejo	spiegelen	espejo	spiegelen	N;MASC;SG	V;NFIN
virtud	deugd	virtud	deugd		N;MASC+FEM;SG
teclado	toetsenborden	teclado	toetsenbord	N;MASC;SG	N;PL
matemático	wiskunde	matemático	wiskunde	ADJ;MASC;SG	N;MASC+FEM;SG
feliz	happy	feliz	happy	ADJ;SG	N;MASC+FEM;SG
mapas	kaart	mapa	kaart	N;MASC;PL	N;MASC+FEM;SG
mapas	plattegrond	mapa	plattegrond	N;MASC;PL	N;MASC+FEM;SG
mapas	kaart	mapa	kaart	N;MASC;PL	N;MASC+FEM;SG
concretamente	specifiek	concretamente	specifiek	ADV	ADJ
malvinas	falkland	malvina	falkland	N;FEM;PL	N;MASC+FEM;SG
malvinas	malvinas	malvina	malvinas	N;FEM;PL	N;MASC+FEM;SG
dallas	dallas	dalla	dallas	N;FEM;PL	N;NEUT;SG
capturado	gevangengenomen	capturado	gevangennemen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
capturado	gevangen	capturado	vangen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
cerrada	opgesloten	cerrado	opsluiten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
cerrada	gesloten	cerrado	sluiten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
cerrada	gesloten	cerrado	sluiten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
cerrada	afgesloten	cerrado	afsluiten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
célebre	gevierd	célebre	vieren	ADJ;SG	V;V.PTCP
célebre	vierden	célebre	vier	ADJ;SG	V;PL;PST;FIN
tanques	tank	tanque	tank	N;MASC;PL	N;MASC+FEM;SG
informes	rapportage	informe	rapportage	N;MASC;PL	N;MASC+FEM;SG
informes	verslaglegging	informe	verslaglegging	N;MASC;PL	N;MASC+FEM;SG
informes	rapporteren	informe	rapporteren	N;MASC;PL	V;NFIN
harris	harris	harris	harris	PROPN	N;MASC+FEM;SG
expresa	express	expresar	express	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
proteína	eiwitten	proteína	eiwit	N;FEM;SG	N;PL
proteína	proteïnen	proteína	proteïn	N;FEM;SG	N;PL
