что	hva	что	hva	PRO;NOM	N;INDF;NEUT;SG
выводы	konklusjoner	вывод	konklusjon	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
хельсинки	helsingfors	хельсинка	helsingfors	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
хельсинки	helsinki	хельсинка	helsinki	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
латинской	latin	латинский	latin	ADJ;INS;FEM;SG	N;INDF;MASC;SG
латинской	latinske	латинский	latinsk	ADJ;INS;FEM;SG	ADJ;PL
сложные	kompleks	сложный	kompleks	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
сложные	komplisert	сложный	komplisere	ADJ;NOM;PL	ADJ;INDF;NEUT;SG;V.PTCP
сложные	innviklet	сложный	innvikle	ADJ;NOM;PL	N;DEF;NEUT;SG
плоскости	fly	плоскость	fly	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
почетный	æres	почетный	æres	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
деревья	trær	дерево	træ	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
деревья	trærne	дерево	træ	N;INAN;NOM;NEUT;PL	ADJ;PL
классы	klasserom	класс	klasserom	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
использован	brukt	использовать	bruke	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
использован	brukes	использовать	brukes	V;PFV;MASC;SG;PST;V.PTCP;PASS	
использован	brukte	использовать	bruke	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
улан	ulan	улан	ulan	N;INAN;NOM;MASC;SG	PROPN
короче	kortere	короткий	kortere	ADJ;CMPR	N;INDF;MASC;SG
десятилетия	tiår	десятилетие	tiår	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
десятилетия	årtier	десятилетие	årti	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
десятилетия	tiår	десятилетие	tiår	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
протеста	protesterer	протест	protestere	N;INAN;GEN;MASC;SG	V;IND;PRS;FIN
протеста	protestere	протест	protestere	N;INAN;GEN;MASC;SG	V;NFIN
достижение	bragd	достижение	bragd	N;INAN;NOM;NEUT;SG	ADJ;INDF;SG;V.PTCP
италию	italia	италия	italie	N;INAN;ACC;FEM;SG	PROPN
сбора	samler	сбор	samle	N;INAN;GEN;MASC;SG	V;IND;PRS;FIN
сбора	samler	сбор	samle	N;INAN;GEN;MASC;SG	V;IND;PRS;FIN
юнайтед	united	юнайтед	unite	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
гильдии	guild	гильдия	guild	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
атака	angrip	атака	angrip	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN
атака	angriper	атака	angripe	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN
атака	angriper	атака	angripe	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN
софии	sofia	софия	sofia	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
географические	geographic	географический	geographic	ADJ;NOM;PL	N
географические	geografisk	географический	geografisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
венеции	venedig	венеция	venedig	N;INAN;NOM;FEM;PL	ADJ;INDF;SG
венеции	venezia	венеция	venezie	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
последовательности	sekvensering	последовательность	sekvensering	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
последовательности	helhet	последовательность	helh	N;INAN;NOM;FEM;PL	N;INDF;SG
последовательности	konsekvens	последовательность	konsekvens	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
последовательности	konsistens	последовательность	konsistens	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
последовательности	sekvens	последовательность	sekvens	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
корпорации	corporation	корпорация	corporation	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
зелёные	grønn	зеленый	grønn	ADJ;NOM;PL	N;INDF;MASC;SG
зелёные	green	зеленый	grenne	ADJ;NOM;PL	N;DEF;MASC;SG
зелёные	grønt	зеленый	grøn	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
зелёные	greens	зеленый	grens	ADJ;NOM;PL	N;DEF;MASC;SG
учебник	skolebøker	учебник	skolebok	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
нобелевской	nobel	нобелевский	nobel	ADJ;INS;FEM;SG	N;INDF;MASC;SG
хилл	hill	хилл	hill		PROPN
хилл	ås	хилл	ås		N;INDF;MASC;SG
провинций	provinser	провинция	provinser	N;INAN;GEN;FEM;PL	N;INDF;MASC;SG
порой	iblant	пора	iblant	N;INAN;INS;FEM;SG	ADV
посадки	planting	посадка	planting	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
посадки	landingen	посадка	landing	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
посадки	landing	посадка	landing	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
печать	sel	печать	selje	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN
отражение	speilbilde	отражение	speilbild	N;INAN;NOM;NEUT;SG	ADJ;PL
разделить	delingen	разделить	deling	V;PFV;NFIN;ACT	N;DEF;MASC;SG
разделить	andel	разделить	andel	V;PFV;NFIN;ACT	N;INDF;MASC;SG
разделить	deler	разделить	del	V;PFV;NFIN;ACT	N;INDF;MASC;PL
разделить	split	разделить	split	V;PFV;NFIN;ACT	N
разделить	delt	разделить	dele	V;PFV;NFIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
разделить	splitt	разделить	splitt	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
поездки	reise	поездка	reise	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
поездки	besøk	поездка	besøk	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
падение	faller	падение	falle	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN
падение	fall	падение	falle	N;INAN;NOM;NEUT;SG	V;IND;PST;FIN
падение	falle	падение	falle	N;INAN;NOM;NEUT;SG	ADJ;INDF;NEUT;SG;V.PTCP
автомобильной	automotive	автомобильный	automotiv	ADJ;INS;FEM;SG	ADJ;PL
двери	dørs	дверь	dørs	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
двери	dør	дверь	dør	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
двери	døra	дверь	dør	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
железнодорожных	railway	железнодорожный	railway	ADJ;GEN;PL	N;INDF;MASC;SG
железнодорожных	rail	железнодорожный	rail	ADJ;GEN;PL	N;INDF;MASC;SG
космической	rom	космический	rom	ADJ;INS;FEM;SG	N;INDF;NEUT;SG
космической	space	космический	space	ADJ;INS;FEM;SG	N
космической	verdensrommet	космический	verdensrom	ADJ;INS;FEM;SG	N;DEF;NEUT;SG
космической	plass	космический	plass	ADJ;INS;FEM;SG	N;INDF;MASC;SG
заявления	deklarasjoner	заявление	deklarasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
заявления	utsagn	заявление	utsagn	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
заявления	uttalelser	заявление	uttalelser	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
включить	insert	включить	insere	V;PFV;NFIN;ACT	N
включить	aktiver	включить	aktiver	V;PFV;NFIN;ACT	ADJ;PL
включить	inkluder	включить	inklude	V;PFV;NFIN;ACT	N;INDF;MASC;PL
федеральная	føderale	федеральный	føderal	ADJ;NOM;FEM;SG	ADJ;PL
федеральная	federal	федеральный	federal	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
цепи	kjetting	цепь	kjetting	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
управляющий	manager	управлять	manager	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	N;INDF;MASC;SG
управляющий	bestyrer	управлять	bestyre	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	N;INDF;MASC;SG
угрозы	trussel	угроза	trussel	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
праздники	helligdager	праздник	helligdag	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
праздники	skolefri	праздник	skolefri	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
решила	besluttet	решить	beslutt	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
девы	virgo	дева	virgo	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
девы	jomfruen	дева	jomfru	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
потомки	avkom	потомок	avkom	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;SG
потомки	etterkommere	потомок	etterkommere	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;SG
чувство	føler	чувство	føle	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN
представил	presentert	представить	presentere	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
представил	presenteres	представить	presentere	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
пермь	perm	пермь	perm	N;INAN;NOM;MASC;SG	PROPN
галереи	gallerier	галерея	gallerium	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
галереи	galleriet	галерея	galleri	N;INAN;NOM;FEM;PL	N;DEF;NEUT;SG
галереи	galleri	галерея	galleri	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
галереи	gallery	галерея	gallery	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
максимум	maksimalt	максимум	maksimal	N;INAN;NOM;MASC;SG	ADJ;INDF;NEUT;SG
максимум	maksimal	максимум	maksimal	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
волосы	hår	волос	hår	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
волосы	håret	волос	hår	N;INAN;NOM;MASC;PL	N;DEF;NEUT;SG
финансовых	økonomisk	финансовый	økonomisk	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
сравнение	sammenligner	сравнение	sammenligne	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
лента	mate	лента	mate	N;INAN;NOM;FEM;SG	V;IMP;NFIN
муз	musene	муза	muse		N;DEF;FEM;PL
останки	gjenstår	останки	gjenstå	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN
останки	forblir	останки	forblir	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN
прошел	besto	пройти	besto	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
прошел	bestått	пройти	bestå	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
зелёная	grønn	зеленый	grønn	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
зелёная	green	зеленый	grenne	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
зелёная	grønne	зеленый	grønne	ADJ;NOM;FEM;SG	ADJ;PL
носили	slitt	носить	slitt	V;IPFV;IND;PL;PST;FIN;ACT	ADJ;INDF;NEUT;SG
донецк	donetsk	донецк	donetsk	N;INAN;NOM;MASC;SG	N;GEN;DEF;NEUT;SG
любая	noen	любой	noen	DET;NOM;FEM;SG	
любая	any	любой	any	DET;NOM;FEM;SG	N;SG
аварии	uhell	авария	uhell	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
аварии	krasje	авария	krasje	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
аварии	krasj	авария	krasj	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
аварии	ulykke	авария	ulykke	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
аварии	uhell	авария	uhell	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
медиа	media	медиа	medium	N;INAN;NOM;NEUT;SG	N;DEF;NEUT;PL
медиа	mediefiler	медиа	mediefile	N;INAN;NOM;NEUT;SG	N;INDF;MASC;PL
танец	danse	танец	danse	N;INAN;NOM;MASC;SG	V;IMP;NFIN
спас	redda	спасти	redde	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
спас	reddet	спасти	redd	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
спас	lagret	спасти	lagr	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
спас	spart	спасти	spare	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
спас	lagrede	спасти	lagrede	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
спас	lagra	спасти	lagre	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
спас	frelst	спасти	frelse	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
спас	redda	спасти	redde	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
груди	bryster	грудь	bryste	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
груди	brystene	грудь	bryst	N;INAN;NOM;FEM;SG	N;DEF;FEM;PL
длинный	lange	длинный	lang	ADJ;NOM;MASC;SG	ADJ;PL
длинный	lengter	длинный	lengt	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
длинный	long	длинный	long	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
любую	noen	любой	noen	DET;ACC;FEM;SG	
любую	any	любой	any	DET;ACC;FEM;SG	N;SG
казалось	virket	казаться	virk	V;IPFV;NEUT;IND;SG;PST;FIN;MID	N;DEF;NEUT;SG
вина	skyldfølelse	вино	skyldfølelse	N;INAN;NOM;NEUT;SG	ADJ;PL
пересечения	krysser	пересечение	krysse	N;INAN;NOM;NEUT;PL	V;IND;PRS;FIN
пересечения	snitt	пересечение	snitt	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
пересечения	krysset	пересечение	kryss	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
пересечения	veikryss	пересечение	veikryss	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
пересечения	kryss	пересечение	kryss	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
жидкости	flytende	жидкость	flytende	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
жидкости	væske	жидкость	væske	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
горно	gorno	горный	gorno	ADV	N;INDF;MASC;SG
закончился	sluttet	закончиться	slutt	V;PFV;MASC;IND;SG;PST;FIN;MID	N;DEF;NEUT;SG
закончился	avsluttet	закончиться	avslutt	V;PFV;MASC;IND;SG;PST;FIN;MID	N;DEF;NEUT;SG
закончился	endt	закончиться	ende	V;PFV;MASC;IND;SG;PST;FIN;MID	ADJ;INDF;NEUT;SG;V.PTCP
перенос	overføre	перенос	overføre	N;INAN;NOM;MASC;SG	V;NFIN
защищать	beskytt	защищать	beskytt	V;IPFV;NFIN;ACT	N;INDF;MASC;SG
монастыри	klostre	монастырь	klostre	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
массового	masse	массовый	masse	ADJ;GEN;NEUT;SG	N;INDF;MASC;SG
массового	messe	массовый	messe	ADJ;GEN;NEUT;SG	N;INDF;FEM;SG
ежедневно	daglige	ежедневно	daglig	ADV	ADJ;PL
ежедневно	daily	ежедневно	daily	ADV	N;INDF;MASC;SG
ежедневно	daglig	ежедневно	daglig	ADV	ADJ;INDF;NEUT;SG
видимости	sikt	видимость	sikt	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
видимости	synligheten	видимость	synlighet	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
видимости	synlighet	видимость	synlighet	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
вручную	manuell	вручную	manuell	ADV	ADJ;INDF;SG
вручную	manual	вручную	manual	ADV	N;INDF;NEUT;SG
вручную	manuelt	вручную	manuell	ADV	ADJ;INDF;NEUT;SG
постоянный	permanente	постоянный	permanent	ADJ;NOM;MASC;SG	ADJ;PL
постоянный	constant	постоянный	constant	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
аренды	lease	аренда	lease	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
зрители	publikum	зритель	publikum	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;SG
зрители	publikummet	зритель	publikum	N;ANIM;NOM;MASC;PL	N;DEF;NEUT;SG
зрители	tilskuere	зритель	tilskuere	N;ANIM;NOM;MASC;PL	N;INDF;FEM;SG
зрители	seere	зритель	seere	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
зрители	seerne	зритель	seerne	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
старт	begynne	старт	begynne	N;INAN;NOM;MASC;SG	V;NFIN
старт	starte	старт	starte	N;INAN;NOM;MASC;SG	V;NFIN
ребёнок	barn	ребёнок	barn	N;ANIM;NOM;MASC;SG	N;INDF;NEUT;PL
опытный	erfarne	опытный	erfarne	ADJ;NOM;MASC;SG	ADJ;PL
опытный	opplevde	опытный	oppleve	ADJ;NOM;MASC;SG	V;IND;PST;FIN
вторжения	invasjon	вторжение	invasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
смоленск	smolensk	смоленск	smolensk	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
исключение	ekskluderende	исключение	ekskluderende	N;INAN;NOM;NEUT;SG	ADJ;PL
хор	kor	хор	kor	N;INAN;NOM;MASC;SG	ADV
осетии	ossetia	осетия	ossetie	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
пациентов	pasienter	пациент	pasienter	N;ANIM;GEN;MASC;PL	N;INDF;MASC;SG
избирателей	kurfyrstedømmet	избиратель	kurfyrstedøm	N;ANIM;GEN;MASC;PL	N;DEF;NEUT;SG
избирателей	velger	избиратель	velge	N;ANIM;GEN;MASC;PL	V;IND;PRS;FIN
избирателей	velgere	избиратель	velgere	N;ANIM;GEN;MASC;PL	N;INDF;MASC;SG
избирателей	velgerne	избиратель	velgern	N;ANIM;GEN;MASC;PL	N;INDF;MASC;SG
внешняя	ytre	внешний	ytre	ADJ;NOM;FEM;SG	ADJ;CMPR
внешняя	eksterne	внешний	ekstern	ADJ;NOM;FEM;SG	ADJ;PL
внешняя	utvendige	внешний	utvendig	ADJ;NOM;FEM;SG	ADJ;PL
внешняя	eksteriør	внешний	eksteriør	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
римская	roman	римский	roman	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
корма	mate	корм	mate	N;INAN;GEN;MASC;SG	V;IMP;NFIN
преобразования	forvandle	преобразование	forvandle	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
преобразования	forvandles	преобразование	forvandles	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
преобразования	forvandling	преобразование	forvandling	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
преобразования	transformasjon	преобразование	transformasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
календарь	kalender	календарь	kalende	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
освещения	belysning	освещение	belysning	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
сформирован	formet	сформировать	form	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;DEF;NEUT;SG
сформирован	dannet	сформировать	dann	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;DEF;NEUT;SG
удалены	fjernet	удалить	fjern	V;PFV;PL;PST;V.PTCP;PASS	N;DEF;NEUT;SG
удалены	fjerna	удалить	fjerne	V;PFV;PL;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
графики	grafikk	график	grafikk	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
содержать	inneholde	содержать	inneholde	V;IPFV;NFIN;ACT	N;INDF;MASC;SG
листьев	løv	лист	løv	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
замена	erstatter	замена	erstatter	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
замена	erstatter	замена	erstatter	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
шлезвиг	slesvig	шлезвига	slesvig	N;INAN;NOM;MASC;SG	ADJ;INDF;SG
возможна	mulige	возможный	mulige	ADJ;FEM;SG	ADJ;PL
уроки	leksjoner	урок	leksjon	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
ответить	svar	ответить	svar	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
ответить	svar	ответить	svar	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
казаки	kosakker	казак	kosakker	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
хранится	lagret	хранить	lagr	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;DEF;NEUT;SG
редактирования	redigerer	редактирование	redigere	N;INAN;NOM;NEUT;PL	V;IND;PRS;FIN
редактирования	redigere	редактирование	redigere	N;INAN;NOM;NEUT;PL	V;NFIN
редактирования	redigering	редактирование	redigering	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
растёт	vokser	расти	vokse	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
разрушения	ødeleggelse	разрушение	ødeleggelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
разрушения	ødeleggelser	разрушение	ødeleggelse	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
разрушения	ødeleggelse	разрушение	ødeleggelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
разрушения	tilintetgjørelse	разрушение	tilintetgjørelse	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
автоматический	automatgir	автоматический	automatgir	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
образцы	prøver	образец	prøve	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN
перспективы	perspektivet	перспектива	perspektiv	N;INAN;NOM;FEM;PL	N;DEF;NEUT;SG
перспективы	perspektiv	перспектива	perspektiv	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
перспективы	outlook	перспектива	outlook	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
завтра	imorgen	завтра	imorg	ADV	N;INDF;MASC;SG
завтра	morgendagen	завтра	morgendag	ADV	N;DEF;MASC;SG
завтра	tomorrow	завтра	tomorrow	ADV	N;INDF;MASC;SG
поддержал	støttede	поддержать	støttede	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;NEUT;SG
поддержал	forsørget	поддержать	forsørg	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
поддержал	støttet	поддержать	støtt	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
поддержал	støttes	поддержать	støttes	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
годовой	årlige	годовой	årlig	ADJ;NOM;MASC;SG	ADJ;PL
чешский	tsjekkisk	чешский	tsjekkisk	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
чешский	tsjekkiske	чешский	tsjekkisk	ADJ;NOM;MASC;SG	ADJ;PL
закрыть	nære	закрыть	nær	V;PFV;NFIN;ACT	ADJ;PL
закрыть	lukk	закрыть	lukk	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
закрыть	lukke	закрыть	lukke	V;PFV;NFIN;ACT	N;INDF;FEM;SG
закрыть	nær	закрыть	nær	V;PFV;NFIN;ACT	ADJ;INDF;SG
закрыть	close	закрыть	close	V;PFV;NFIN;ACT	N
культурные	kulturell	культурный	kulturell	ADJ;NOM;PL	ADJ;INDF;SG
встретил	møtt	встретить	møte	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
встретил	met	встретить	met	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
доклад	rapportere	доклад	rapportere	N;INAN;NOM;MASC;SG	V;NFIN
доклад	rapporterer	доклад	rapportere	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN
пилоты	piloter	пилот	piloter	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
католическая	katolikk	католический	katolikk	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
католическая	catholic	католический	catholic	ADJ;NOM;FEM;SG	N
представляла	forestilt	представлять	forestille	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
корни	roots	корень	roots	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
выиграть	vinner	выиграть	vinne	V;PFV;NFIN;ACT	N;INDF;MASC;SG
выиграть	win	выиграть	win	V;PFV;NFIN;ACT	N
восточные	østlig	восточный	østlig	ADJ;NOM;PL	N;INDF;MASC;SG
восточные	øst	восточный	øs	ADJ;NOM;PL	N;INDF;NEUT;SG
двойной	dobbeltgjenger	двойной	dobbeltgjenge	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
двойной	dobbel	двойной	dobbel	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
сетей	nettverksbygging	сеть	nettverksbygging	N;INAN;GEN;FEM;PL	N;INDF;FEM;SG
сетей	nettverk	сеть	nettverk	N;INAN;GEN;FEM;PL	N;INDF;NEUT;SG
объявлен	erklært	объявить	erklære	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
объявлен	erklæres	объявить	erklæres	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;INDF;MASC;SG
расследование	etterforsker	расследование	etterforske	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
расследование	undersøker	расследование	undersøke	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN
мечети	moskeer	мечеть	moské	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
мечети	moské	мечеть	moské	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
мечети	moskeen	мечеть	moské	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
плавание	svømmer	плавание	svømme	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN
маленькая	small	маленький	small	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
маленькая	små	маленький	liten	ADJ;NOM;FEM;SG	ADJ;PL
маленькая	lille	маленький	lilje	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
независимый	independent	независимый	independent	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
независимый	uavhengige	независимый	uavhengig	ADJ;NOM;MASC;SG	ADJ;PL
византии	bysants	византия	bysants	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
стихотворение	dikt	стихотворение	dikt	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;PL
тщательно	grundig	тщательно	grundig	ADV	ADJ;INDF;NEUT;SG
тщательно	omhyggelig	тщательно	omhyggelig	ADV	N;INDF;MASC;SG
тщательно	nøye	тщательно	nøye	ADV	ADJ;INDF;NEUT;SG
тщательно	omhyggelig	тщательно	omhyggelig	ADV	N;INDF;MASC;SG
нападение	angrip	нападение	angrip	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN
нападение	angriper	нападение	angripe	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN
внутренняя	indre	внутренний	indre	ADJ;NOM;FEM;SG	ADJ;CMPR
разработчиков	utviklere	разработчик	utviklere	N;ANIM;GEN;MASC;PL	V;NFIN
разработчиков	utviklerne	разработчик	utviklerne	N;ANIM;GEN;MASC;PL	N;INDF;NEUT;SG
цена	kostnader	цена	kostnad	N;INAN;NOM;FEM;SG	N;INDF;MASC;PL
цена	kosta	цена	koste	N;INAN;NOM;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
широкого	wide	широкий	wide	ADJ;GEN;MASC;SG	N
широкого	bred	широкий	bred	ADJ;GEN;MASC;SG	N;INDF;MASC;SG
