ausscheiden	звільнення	ausscheiden	звільнення	V;NFIN	N;INAN;NOM;NEUT;SG
case	випадку	case	випадок		ADV
spanier	іспанця	spanier	іспанець		N;ANIM;NOM;MASC;SG
spanier	іспанці	spanier	іспанець		N;ANIM;NOM;MASC;PL
upper	вгорі	upper	вгорі		
upper	верхня	upper	верхній		N;INAN;NOM;FEM;SG
upper	верхні	upper	верхня		ADJ;NOM;PL
upper	верхній	upper	верхній		ADJ;NOM;MASC;SG
filter	фільтрувати	filter	фільтрувати	ADJ	V;IPFV;NFIN
filter	фільтр	filter	фільтр	ADJ	N;INAN;NOM;MASC;SG
filter	фільтри	filter	фільтр	ADJ	N;INAN;NOM;MASC;PL
hölle	hell	höllen	hell		
hölle	пекло	höllen	пекло		N;INAN;NOM;NEUT;SG
hölle	чорти	höllen	чорт		N;ANIM;NOM;MASC;PL
hölle	hellfire	höllen	hellfire		
beat	били	beaten	бити	PROPN;SG	V;IPFV;IND;PL;PST;FIN
beat	біт	beaten	біт	PROPN;SG	
beat	побили	beaten	побити	PROPN;SG	V;PFV;IND;PL;PST;FIN
meta	мета	meta	мета	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
charakteristisch	характеристика	charakteristisch	характеристика	ADJ	N;INAN;NOM;FEM;SG
grade	класі	grad	клас		N;INAN;DAT;MASC;SG
grade	градуси	grad	градус		N;INAN;NOM;MASC;PL
grade	градусів	grad	градус		N;INAN;GEN;MASC;PL
mönch	монах	mönch	мона	PROPN;SG	N;ANIM;NOM;MASC;SG
plateau	плато	plateau	плато	ADJ	N;INAN;NOM;NEUT;SG
befreien	мушкет	befreien	мушкет	V;NFIN	N;INAN;NOM;MASC;SG
mathematischen	математична	mathematisch	математичний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
mathematischen	математичних	mathematisch	математичний	ADJ;NOM;PL	ADJ;GEN;PL
mathematischen	математичний	mathematisch	математичний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
amateur	аматорського	amateur	аматорський	PROPN	ADJ;GEN;MASC;SG
amateur	аматорський	amateur	аматорський	PROPN	ADJ;NOM;MASC;SG
amateur	аматор	amateur	аматор	PROPN	N;ANIM;NOM;MASC;SG
nachbarschaft	сусіди	nachbarschaft	сусід	ADJ	N;ANIM;NOM;MASC;PL
nachbarschaft	сусіди	nachbarschaft	сусід	ADJ	N;ANIM;NOM;MASC;PL
nachbarschaft	сусідство	nachbarschaft	сусідство	ADJ	N;INAN;NOM;NEUT;SG
nachbarschaft	оточення	nachbarschaft	оточення	ADJ	N;INAN;NOM;NEUT;SG
nachbarschaft	сусідство	nachbarschaft	сусідство	ADJ	N;INAN;NOM;NEUT;SG
nachbarschaft	сусідства	nachbarschaft	сусідство	ADJ	N;INAN;NOM;NEUT;SG
staatsanwaltschaft	звинувачення	staatsanwaltschaft	звинувачення	ADJ	N;INAN;NOM;NEUT;SG
staatsanwaltschaft	обвинувачення	staatsanwaltschaft	обвинувачення	ADJ	N;INAN;NOM;NEUT;SG
staatsanwaltschaft	прокурор	staatsanwaltschaft	прокурор	ADJ	N;ANIM;NOM;MASC;SG
staatsanwaltschaft	прокурора	staatsanwaltschaft	прокурор	ADJ	N;ANIM;ACC;MASC;SG
popularität	популярність	popularität	популярність	ADJ	N;INAN;NOM;FEM;SG
laurent	лоран	laurent	лоран	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
konsequenzen	євросоюзу	konsequenz	євросіюз	V;NFIN	PROPN;INAN;GEN;MASC;SG
konsequenzen	наслідки	konsequenz	наслідок	V;NFIN	N;INAN;NOM;MASC;PL
belgische	бельгійський	belgisch	бельгійський	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
rechtsprechung	компетенції	rechtsprechung	компетенція	ADJ	N;INAN;NOM;FEM;PL
bakterien	бактеріальне	bakterien	бактеріальний	N;NOM;PL	ADJ;NOM;NEUT;SG
bakterien	бактерій	bakterien	бактерія	N;NOM;PL	N;ANIM;ACC;FEM;PL
martha	марто	martha	марто	PROPN;NOM;SG	
martha	марта	martha	март	PROPN;NOM;SG	PROPN;ANIM;NOM;FEM;SG
pan	пан	pan	пан	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
pan	випічки	pan	випічка	PROPN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
channel	канал	channel	канал	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
channel	каналом	channel	канал	PROPN;NOM;SG	N;INAN;INS;MASC;SG
channel	channel	channel	channel	PROPN;NOM;SG	
channel	каналу	channel	канал	PROPN;NOM;SG	N;INAN;GEN;MASC;SG
übersetzen	переклад	übersetzen	переклад	V;NFIN	N;INAN;NOM;MASC;SG
übersetzen	переклад	übersetzen	переклад	V;NFIN	N;INAN;NOM;MASC;SG
übersetzen	переклад	übersetzen	переклад	V;NFIN	N;INAN;NOM;MASC;SG
erhard	ергард	erherden	ергард	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
hunderte	сотні	hundern	сотня	NUM	N;INAN;NOM;FEM;PL
börse	обмін	börsen	обмін		N;INAN;NOM;MASC;SG
kings	королі	kings	король	PROPN;NOM;SG	N;ANIM;NOM;MASC;PL
taunus	таунус	taunus	таунус	PROPN;NOM;SG	ADV
angefangen	початок	anfangen	початок	V;V.PTCP	N;INAN;NOM;MASC;SG
angefangen	запуск	anfangen	запуск	V;V.PTCP	N;INAN;NOM;MASC;SG
damm	гребля	damm	гребль		N;INAN;NOM;FEM;SG
genua	генуя	genua	генуй	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
cook	готувати	cook	готувати	PROPN;NOM;SG	V;IPFV;NFIN
cook	кухаря	cook	кухар	PROPN;NOM;SG	N;ANIM;ACC;MASC;SG
cook	кук	cook	кук	PROPN;NOM;SG	
cook	повар	cook	повар	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
cook	кухар	cook	кухар	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
exzellent	відмінно	exzellent	відмінно	ADJ	ADV
juristen	адвокатів	juristen	адвокат	N;NOM;PL	N;ANIM;ACC;MASC;PL
juristen	адвокат	juristen	адвокат	N;NOM;PL	N;ANIM;NOM;MASC;SG
juristen	юрист	juristen	юрист	N;NOM;PL	N;ANIM;NOM;MASC;SG
rum	ром	rum	ром		N;INAN;NOM;MASC;SG
rum	рому	rum	рім		N;INAN;GEN;MASC;SG
preisgeld	премія	preisgeld	премія		N;INAN;NOM;FEM;SG
sekunde	сек	sekunde	сек		
sekunde	секундах	sekunde	секунда		N;INAN;ESS;MASC;PL
sekunde	секунд	sekunde	секунда		N;INAN;GEN;FEM;PL
sekunde	секунди	sekunde	секунда		N;INAN;NOM;FEM;PL
sekunde	другий	sekunde	другий		ADJ;NOM;MASC;SG
sekunde	друге	sekunde	другий		ADJ;NOM;NEUT;SG
sekunde	друга	sekunde	друг		N;INAN;NOM;FEM;SG
sekunde	секунда	sekunde	секунда		N;INAN;NOM;FEM;SG
sekunde	сек	sekunde	сек		
warren	воррен	warr	воррен		PROPN;ANIM;NOM;MASC;SG
nigeria	квартету	nigeria	квартет	PROPN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
nigeria	нігерія	nigeria	нігерія	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;FEM;SG
nigeria	нігерії	nigeria	нігерія	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;FEM;SG
benötigen	need	benötigen	need	V;NFIN	
benötigen	треба	benötigen	треба	V;NFIN	ADV
benötigen	потрібно	benötigen	потрібно	V;NFIN	ADV
benötigen	потреби	benötigen	потреба	V;NFIN	N;INAN;NOM;FEM;PL
benötigen	потреба	benötigen	потреба	V;NFIN	N;INAN;NOM;FEM;SG
schwäbischen	швабський	schwäbisch	швабський	ADJ;PL	ADJ;NOM;MASC;SG
gespeichert	збережені	speichern	збережений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
gespeichert	збережених	speichern	збережений	V;V.PTCP	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
gespeichert	збережений	speichern	збережений	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gespeichert	врятований	speichern	врятований	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gültige	чинного	gültig	чинний	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;SG
gültige	дійсний	gültig	дійсний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
gültige	чинний	gültig	чинний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
gültige	чинну	gültig	чинний	ADJ;NOM;FEM;PL	ADJ;ACC;FEM;SG
bezirke	райони	bezirken	район		N;INAN;NOM;MASC;PL
paare	пари	paaren	пара		N;INAN;NOM;FEM;PL
paare	звернення	paaren	звернення		N;INAN;NOM;NEUT;SG
paare	пара	paaren	пара		N;INAN;NOM;FEM;SG
paare	пари	paaren	пара		N;INAN;NOM;FEM;PL
paare	пари	paaren	пара		N;INAN;NOM;FEM;PL
paare	пар	paaren	пар		
blood	кров	blood	кров	PROPN	N;INAN;NOM;FEM;SG
blood	blood	blood	blood	PROPN	
mathematische	математична	mathematisch	математичний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
mathematische	математичних	mathematisch	математичний	ADJ;NOM;FEM;PL	ADJ;GEN;PL
mathematische	математичний	mathematisch	математичний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
mathematische	математична	mathematisch	математичний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
mathematische	математичної	mathematisch	математичний	ADJ;NOM;FEM;PL	ADJ;GEN;FEM;SG
mathematische	математика	mathematisch	математик	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;SG
mathematische	математичний	mathematisch	математичний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
mathematische	математика	mathematisch	математик	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;SG
mathematische	математичний	mathematisch	математичний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
mathematische	математики	mathematisch	математика	ADJ;NOM;FEM;PL	N;INAN;NOM;FEM;PL
set	комплект	set	комплект		N;INAN;NOM;MASC;SG
set	встановити	set	встановити		V;PFV;NFIN
set	набір	set	набір		N;INAN;NOM;MASC;SG
set	встановлено	set	встановити		V;PFV;IND;0;FIN
set	множина	set	множина		N;INAN;NOM;FEM;SG
störung	функціонує	störung	функціонувати	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
störung	завада	störung	завада	N;FEM;SG	
störung	травми	störung	травма	N;FEM;SG	N;INAN;NOM;FEM;PL
rekonstruktion	реконструкції	rekonstruktion	реконструкція	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
administratoren	адміністраторів	administratoren	адміністратор	N;NOM;PL	N;ANIM;ACC;MASC;PL
administratoren	адміністрування	administratoren	адміністрування	N;NOM;PL	N;INAN;NOM;NEUT;SG
administratoren	адмін	administratoren	адмін	N;NOM;PL	N;INAN;NOM;MASC;SG
administratoren	адміністратор	administratoren	адміністратор	N;NOM;PL	N;ANIM;NOM;MASC;SG
administratoren	адміністратор	administratoren	адміністратор	N;NOM;PL	N;ANIM;NOM;MASC;SG
administratoren	адміністратора	administratoren	адміністратор	N;NOM;PL	N;ANIM;ACC;MASC;SG
administratoren	адміністратором	administratoren	адміністратор	N;NOM;PL	N;ANIM;INS;MASC;SG
gefüllt	заповнений	füllen	заповнений	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
auslegung	інтерпретації	auslegung	інтерпретація	ADV	N;INAN;NOM;FEM;PL
auslegung	інтерпретація	auslegung	інтерпретація	ADV	N;INAN;NOM;FEM;SG
auslegung	тлумачення	auslegung	тлумачення	ADV	N;INAN;NOM;NEUT;SG
haushalt	родин	haushalt	родина		N;INAN;ACC;FEM;PL
haushalt	двір	haushalt	двір		N;INAN;NOM;MASC;SG
haushalt	бюджет	haushalt	бюджет		N;INAN;NOM;MASC;SG
haushalt	прибирання	haushalt	прибирання		N;INAN;NOM;NEUT;SG
marschall	маршалл	marschall	маршалл	ADJ	PROPN;ANIM;NOM;MASC;SG
marschall	маршал	marschall	маршал	ADJ	N;ANIM;NOM;MASC;SG
marschall	маршал	marschall	маршал	ADJ	N;ANIM;NOM;MASC;SG
prediger	проповідник	prediger	проповідник	ADJ	N;ANIM;NOM;MASC;SG
installation	установити	installation	установити	N;SG	V;PFV;NFIN
installation	встановити	installation	встановити	N;SG	V;PFV;NFIN
schöner	гарно	schön	гарно	ADJ	ADV
kaspar	каспар	kaspar	каспар	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
kaspar	каспар	kaspar	каспар	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ecken	кути	ecken	кути		N;INAN;NOM;MASC;PL
ecken	краї	ecken	край		N;INAN;NOM;MASC;PL
ecken	вершини	ecken	вершина		N;INAN;NOM;FEM;PL
ecken	кутку	ecken	куток		N;INAN;DAT;MASC;SG
ecken	куточок	ecken	куточок		N;INAN;NOM;MASC;SG
ecken	куті	ecken	кут		N;INAN;DAT;MASC;SG
speichern	заощадження	speichern	заощадження	V;NFIN	N;INAN;NOM;NEUT;PL
speichern	збереження	speichern	збереження	V;NFIN	N;INAN;NOM;NEUT;SG
speichern	магазин	speichern	магазин	V;NFIN	N;INAN;NOM;MASC;SG
schuss	постріл	schassen	постріл	ADJ	N;INAN;NOM;MASC;SG
schuss	постріл	schassen	постріл	ADJ	N;INAN;NOM;MASC;SG
schuss	застрелив	schassen	застрелити	ADJ	V;PFV;MASC;IND;SG;PST;FIN
freundlich	вид	freundlich	вид	ADJ	N;INAN;NOM;MASC;SG
freundlich	різновид	freundlich	різновид	ADJ	N;INAN;NOM;MASC;SG
freundlich	friendly	freundlich	friendly	ADJ	
gehäuse	житло	gehäus	житло		N;INAN;NOM;NEUT;SG
gehäuse	житла	gehäus	житти		N;INAN;NOM;NEUT;SG
gehäuse	вкладення	gehäus	вкладення		N;INAN;NOM;NEUT;SG
zylinder	циліндр	zylinder	циліндр		N;INAN;NOM;FEM;SG
zylinder	циліндри	zylinder	циліндр		N;INAN;NOM;FEM;PL
zylinder	бочку	zylinder	бочка		N;INAN;ACC;FEM;SG
zylinder	бочка	zylinder	бочка		N;INAN;NOM;FEM;SG
wähler	виборець	wählern	виборець		N;ANIM;NOM;MASC;SG
wähler	виборців	wählern	виборець		N;ANIM;ACC;MASC;PL
reduzieren	зменшення	reduzieren	зменшення	V;NFIN	N;INAN;NOM;NEUT;SG
populär	популярність	populär	популярність	ADJ	N;INAN;NOM;FEM;SG
gewinnung	видобування	gewinnung	видобування	ADJ	N;INAN;NOM;NEUT;SG
fotografien	photos	fotografien	photos		
fotografien	фотографій	fotografien	фотографія		N;INAN;GEN;FEM;PL
fotografien	фотографії	fotografien	фотографія		N;INAN;NOM;FEM;PL
fotografien	світлини	fotografien	світлина		N;INAN;NOM;FEM;PL
fotografien	світлин	fotografien	світлина		N;INAN;GEN;FEM;PL
fotografien	фото	fotografien	фото		
fotografien	фотографія	fotografien	фотографія		N;INAN;NOM;FEM;SG
fotografien	фотографії	fotografien	фотографія		N;INAN;NOM;FEM;PL
fotografien	фотографія	fotografien	фотографія		N;INAN;NOM;FEM;SG
fotografien	фотографію	fotografien	фотографія		N;INAN;ACC;FEM;SG
kommunen	муніципалітетів	kommun	муніципалітет	V;NFIN	N;ANIM;ACC;MASC;PL
zuständige	компетентний	zuständig	компетентний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
nachteil	фізичну	nachteil	фізичний		ADJ;ACC;FEM;SG
nachteil	вада	nachteil	вада		N;INAN;NOM;FEM;SG
nachteil	перешкода	nachteil	перешкода		N;INAN;NOM;FEM;SG
nachteil	недоліки	nachteil	недолік		N;INAN;NOM;MASC;PL
nachteil	недоліком	nachteil	недолік		N;INAN;INS;MASC;SG
nachteil	недоліком	nachteil	недолік		N;INAN;INS;MASC;SG
gramm	грам	gramm	гра		
gramm	грамів	gramm	грам		N;INAN;GEN;MASC;PL
gramm	грамів	gramm	грам		N;INAN;GEN;MASC;PL
abgekürzt	скорочена	abkürzen	скорочений	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
begleitung	супроводу	begleitung	супровід	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
abwehr	оборони	abwehr	оборона	N;SG	N;INAN;NOM;FEM;PL
abwehr	захисний	abwehr	захисний	N;SG	ADJ;NOM;MASC;SG
genres	жанр	gen	жанр	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
genres	жанрів	gen	жанр	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
konkurrenten	суперників	konkurrent	суперник	ADJ	N;ANIM;ACC;MASC;PL
konkurrenten	суперниками	konkurrent	суперник	ADJ	N;ANIM;INS;MASC;PL
konkurrenten	виборола	konkurrent	вибороти	ADJ	V;PFV;FEM;IND;SG;PST;FIN
konkurrenten	конкуренти	konkurrent	конкурент	ADJ	N;ANIM;NOM;MASC;PL
konkurrenten	конкурентів	konkurrent	конкурент	ADJ	N;ANIM;ACC;MASC;PL
konkurrenten	конкурентів	konkurrent	конкурент	ADJ	N;ANIM;ACC;MASC;PL
wiederholte	повторюється	wiederholt	повторюватися	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN
wiederholte	постійної	wiederholt	постійний	V;IND;SG;3;PST;FIN	ADJ;GEN;FEM;SG
wiederholte	повторюється	wiederholt	повторюватися	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN
landstraße	шосе	landstraße	шосе	N;NOM;FEM;SG	
chancen	шансів	chancen	шанс	V;NFIN	N;INAN;GEN;MASC;PL
chancen	шанси	chancen	шанс	V;NFIN	N;INAN;NOM;MASC;PL
chancen	нагода	chancen	нагода	V;NFIN	N;INAN;NOM;FEM;SG
chancen	можливість	chancen	можливість	V;NFIN	N;INAN;NOM;FEM;SG
chancen	можливості	chancen	можливість	V;NFIN	N;INAN;NOM;FEM;PL
gastgeber	вузол	gastgeber	вузол	ADJ	N;INAN;NOM;MASC;SG
gastgeber	вузли	gastgeber	вузти	ADJ	N;INAN;NOM;MASC;PL
gastgeber	сервери	gastgeber	сервер	ADJ	N;INAN;NOM;MASC;PL
gastgeber	приймати	gastgeber	приймати	ADJ	V;IPFV;NFIN
gastgeber	пройшла	gastgeber	пройти	ADJ	V;PFV;FEM;IND;SG;PST;FIN
kämpfer	воїни	kämpfer	воїн	ADJ	N;ANIM;NOM;MASC;PL
kämpfer	бійців	kämpfer	бійц	ADJ	N;ANIM;ACC;MASC;PL
kämpfer	бійці	kämpfer	бійка	ADJ	N;ANIM;NOM;MASC;PL
kämpfer	боєць	kämpfer	боєць	ADJ	N;ANIM;NOM;MASC;SG
kämpfer	винищувач	kämpfer	винищувач	ADJ	N;INAN;NOM;MASC;SG
kämpfer	воїн	kämpfer	воїн	ADJ	N;ANIM;NOM;MASC;SG
blumen	квіти	blum	квіта	V;NFIN	N;INAN;NOM;MASC;PL
blumen	квітки	blum	квітка	V;NFIN	N;INAN;NOM;FEM;PL
blumen	квітка	blum	квітка	V;NFIN	N;INAN;NOM;FEM;SG
wünschen	бажання	wünschen	бажання	V;NFIN	N;INAN;NOM;NEUT;SG
wünschen	побажання	wünschen	побажання	V;NFIN	N;INAN;NOM;NEUT;SG
venus	венера	venus	венеро	PROPN;NOM;SG	N;ANIM;NOM;FEM;SG
schema	схематичне	schema	схематичний		ADJ;NOM;NEUT;SG
schema	схема	schema	схема		N;INAN;NOM;FEM;SG
schema	схема	schema	схема		N;INAN;NOM;FEM;SG
schema	схеми	schema	схем		N;INAN;NOM;FEM;PL
schema	схему	schema	схем		N;INAN;ACC;FEM;SG
schema	схеми	schema	схем		N;INAN;NOM;FEM;PL
schema	схема	schema	схема		N;INAN;NOM;FEM;SG
alexandra	олександра	alexandra	олександр	PROPN;NOM;SG	PROPN;ANIM;NOM;FEM;SG
alexandra	александра	alexandra	александр	PROPN;NOM;SG	PROPN;ANIM;NOM;FEM;SG
split	дроблення	split	дроблення	PROPN	N;INAN;NOM;NEUT;SG
split	розділення	split	розділення	PROPN	N;INAN;NOM;NEUT;SG
split	розділити	split	розділити	PROPN	V;PFV;NFIN
split	розділена	split	розділений	PROPN	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
unruhen	бунт	unruh	бунт	V;NFIN	N;INAN;NOM;MASC;SG
unruhen	повстання	unruh	повстання	V;NFIN	N;INAN;NOM;NEUT;SG
rosen	рози	rosen	роза	N;NOM;PL	
rosen	розен	rosen	розний	N;NOM;PL	
rosen	роуз	rosen	роуз	N;NOM;PL	PROPN;ANIM;NOM;FEM;SG
rosen	роза	rosen	роза	N;NOM;PL	PROPN;ANIM;NOM;FEM;SG
rosen	розі	rosen	роз	N;NOM;PL	
rosen	троянда	rosen	троянда	N;NOM;PL	N;INAN;NOM;FEM;SG
fis	чемпіонат	fis	чемпіонат		N;INAN;NOM;MASC;SG
statistische	статистичних	statistisch	статистичний	ADJ;NOM;FEM;PL	ADJ;ACC;PL
fassen	лап	fassen	лапа	V;NFIN	
renommierten	всесвітньо	renommiert	всесвітньо	V;IND;PL;3;PST;FIN	ADV
tante	тітка	tanen	тітка		N;ANIM;NOM;FEM;SG
tante	тьотя	tanen	тьотій		N;ANIM;NOM;FEM;SG
einstellungen	уподобання	einstellingen	уподобання	V;NFIN	N;INAN;NOM;NEUT;PL
einstellungen	налаштування	einstellingen	налаштування	V;NFIN	N;INAN;NOM;NEUT;SG
einstellungen	вподобання	einstellingen	вподобання	V;NFIN	N;INAN;NOM;NEUT;SG
einstellungen	налаштуваннях	einstellingen	налаштування	V;NFIN	N;INAN;ESS;NEUT;PL
einstellungen	налаштування	einstellingen	налаштування	V;NFIN	N;INAN;NOM;NEUT;SG
einstellungen	параметри	einstellingen	параметр	V;NFIN	N;INAN;NOM;MASC;PL
erwiesen	довів	erweisen	довести		V;PFV;MASC;IND;SG;PST;FIN
erwiesen	доводять	erweisen	доводити		V;IPFV;IND;PL;3;PRS;FIN
erwiesen	довели	erweisen	довести		V;PFV;IND;PL;PST;FIN
erwiesen	доведено	erweisen	довести		V;PFV;IND;0;FIN
selbständig	окремо	selbständig	окремо	ADJ	ADV
wohn	житловий	wohn	житловий	;SG	ADJ;NOM;MASC;SG
wohn	житлових	wohn	житловий	;SG	ADJ;GEN;PL
nazi	нацистів	nazi	нацист	PROPN	N;ANIM;ACC;MASC;PL
hudson	хадсон	hudson	хадсон	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sorte	різноманітність	sorten	різноманітність		N;INAN;NOM;FEM;SG
sorte	сорти	sorten	сорт		N;INAN;NOM;MASC;PL
sorte	різноманітності	sorten	різноманітність		N;INAN;DAT;FEM;SG
jüngsten	наймолодший	jung	наймолодший	ADJ;PL	ADJ;NOM;CMPR;MASC;SG
fdl	fd	fdl	fd		
diktatur	диктатура	diktatur	диктатура		N;INAN;NOM;FEM;SG
lehrerin	жестів	lehrerin	жести	ADJ	N;INAN;GEN;MASC;PL
lehrerin	інструктором	lehrerin	інструктор	ADJ	N;ANIM;INS;MASC;SG
lehrerin	інструктор	lehrerin	інструктор	ADJ	N;ANIM;NOM;MASC;SG
lehrerin	вчителькою	lehrerin	вчителька	ADJ	N;ANIM;INS;FEM;SG
lehrerin	викладач	lehrerin	викладач	ADJ	N;ANIM;NOM;MASC;SG
lehrerin	вчителю	lehrerin	вчитель	ADJ	N;ANIM;DAT;FEM;SG
lehrerin	вчитель	lehrerin	вчитель	ADJ	N;ANIM;NOM;MASC;SG
lehrerin	учитель	lehrerin	учитель	ADJ	N;ANIM;NOM;MASC;SG
lehrerin	вчителька	lehrerin	вчителька	ADJ	N;ANIM;NOM;FEM;SG
ebert	еберт	ebert	еберт	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
finanzen	фінанси	finanzen	фінанса		N;INAN;NOM;MASC;PL
finanzen	фінансові	finanzen	фінансовий		ADJ;NOM;PL
finanzen	фінансова	finanzen	фінансовий		ADJ;NOM;FEM;SG
finanzen	фінанси	finanzen	фінанса		N;INAN;NOM;MASC;PL
finanzen	фінанси	finanzen	фінанса		N;INAN;NOM;MASC;PL
vorgänge	процеси	vorgängen	процес		N;INAN;NOM;MASC;PL
vorgänge	процесів	vorgängen	процес		N;INAN;GEN;MASC;PL
jungfrau	діва	jungfrau	діва	PROPN;SG	N;ANIM;NOM;FEM;SG
jungfrau	діва	jungfrau	діва	PROPN;SG	N;ANIM;NOM;FEM;SG
jungfrau	богородиці	jungfrau	богородика	PROPN;SG	N;INAN;NOM;FEM;PL
jungfrau	юнгфрау	jungfrau	юнгфрай	PROPN;SG	PROPN;INAN;NOM;FEM;SG
jungfrau	дівоче	jungfrau	дівотий	PROPN;SG	N;ANIM;NOM;FEM;SG
jungfrau	дівоча	jungfrau	дівочий	PROPN;SG	N;INAN;NOM;FEM;SG
marsch	марш	marsch	марш	ADJ	N;INAN;NOM;MASC;SG
marsch	марші	marsch	марший	ADJ	N;INAN;NOM;MASC;PL
marsch	березні	marsch	березень	ADJ	ADV
marsch	березень	marsch	березень	ADJ	N;INAN;NOM;MASC;SG
marsch	березня	marsch	березень	ADJ	N;INAN;GEN;MASC;SG
fresken	фреско	fresken	фреско	N;NOM;PL	
brooklyn	бруклін	brooklyn	бруклін	PROPN	PROPN;INAN;NOM;MASC;SG
tel	тел	tel	тел		
tel	тель	tel	тель		N;INAN;NOM;MASC;SG
herder	гердер	herder	гердер		N;ANIM;NOM;MASC;SG
doppelte	дабл	doppelt	дабл	ADJ;NOM;FEM;PL	
doppelte	двічі	doppelt	двічі	ADJ;NOM;FEM;PL	ADV
doppelte	дубль	doppelt	дубль	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;SG
doppelte	подвійна	doppelt	подвійний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
doppelte	подвійний	doppelt	подвійний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
doppelte	подвійне	doppelt	подвійний	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
doppelte	дублікат	doppelt	дублікат	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;SG
doppelte	дублювати	doppelt	дублювати	ADJ;NOM;FEM;PL	V;IPFV;NFIN
doppelte	повторне	doppelt	повторний	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
doppelte	оснащений	doppelt	оснащений	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
doppelte	подвійний	doppelt	подвійний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
heine	гейне	hein	гейний		
teilchen	частки	teilch	частка		N;INAN;NOM;FEM;PL
teilchen	частинок	teilch	частинка		N;INAN;GEN;FEM;PL
teilchen	частинки	teilch	частинка		N;INAN;NOM;FEM;PL
teilchen	частка	teilch	частка		N;INAN;NOM;FEM;SG
teilchen	частинки	teilch	частинка		N;INAN;NOM;FEM;PL
teilchen	частинка	teilch	частинка		N;INAN;NOM;FEM;SG
inmitten	серед	inmitten	серед	ADV	ADP;GEN
kong	конг	kong	конг	PROPN;NOM;MASC;SG	
gedeckt	покрита	decken	покритий	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
achtung	respect	achtung	respect		
achtung	повага	achtung	повага		N;INAN;NOM;FEM;SG
achtung	увага	achtung	увага		N;INAN;NOM;FEM;SG
achtung	попередження	achtung	попередження		N;INAN;NOM;NEUT;SG
achtung	увага	achtung	увага		N;INAN;NOM;FEM;SG
achtung	обережно	achtung	обережно		ADV
