تلاقی	reunion	تلاقی	reunion	ADJ	N
جھنکارنا	klang	جھنکارنا	klang	V;SG;NFIN;ACT	
جھنکاڑ	bush	جھنکاڑ	bush	PROPN;NOM;MASC;SG;3	N
جھنکاڑ	bramble	جھنکاڑ	bramble	PROPN;NOM;MASC;SG;3	
جھوپڑا	hut	جھوپڑا	hut	PROPN;NOM;MASC;SG;3	N
جھوپڑا	lều	جھوپڑا	lều	PROPN;NOM;MASC;SG;3	N
جُھوٹ	fabrication	جُھوٹ	fabrication		N
جُھوٹا	sai	جُھوٹا	sai	PROPN;NOM;MASC;SG;3	ADJ
جُھوٹا	giả	جُھوٹا	giả	PROPN;NOM;MASC;SG;3	
جُھوٹا	base	جُھوٹا	base	PROPN;NOM;MASC;SG;3	
جُھوٹا	thêu	جُھوٹا	thêu	PROPN;NOM;MASC;SG;3	N
جھوجرا	cracked	جھوجرا	cracked	PROPN;NOM;MASC;SG;3	
جھوجرا	gãy	جھوجرا	gãy	PROPN;NOM;MASC;SG;3	V
جھوجرا	vỡ	جھوجرا	vỡ	PROPN;NOM;MASC;SG;3	V
جھوجرا	hỏng	جھوجرا	hỏng	PROPN;NOM;MASC;SG;3	V
جھوجرا	hư	جھوجرا	hư	PROPN;NOM;MASC;SG;3	ADJ
جھوجرا	useless	جھوجرا	useless	PROPN;NOM;MASC;SG;3	
جھوجھ	tổ	جھوجھ	tổ		N
جھورنا	thrash	جھور	thrash	V;MASC;SG;NFIN;ACT	N
جھورنا	phật	جھور	phật	V;MASC;SG;NFIN;ACT	N
جَھوڑ	hàng	جَھوڑ	hàng		N
جَھوڑ	cãi	جَھوڑ	cãi		V
جَھوڑ	xáo	جَھوڑ	xáo		V
جھوک	leaning	جھوک	leaning	PROPN;NOM;MASC;SG;3	
جھوک	lướt	جھوک	lướt	PROPN;NOM;MASC;SG;3	V
جھوک	inclination	جھوک	inclination	PROPN;NOM;MASC;SG;3	N
جھوک	gust	جھوک	gust	PROPN;NOM;MASC;SG;3	
جھول	kiệu	جھول	kiệu	PROPN;NOM;MASC;SG;3	N
جھول	hatch	جھول	hatch	PROPN;NOM;MASC;SG;3	V
جھول	lineage	جھول	lineage	PROPN;NOM;MASC;SG;3	N
جھول	soup	جھول	soup	PROPN;NOM;MASC;SG;3	N
جھول	súp	جھول	súp	PROPN;NOM;MASC;SG;3	N
جھول	cháo	جھول	cháo	PROPN;NOM;MASC;SG;3	V
جھول	defect	جھول	defect	PROPN;NOM;MASC;SG;3	N
جھول	curry	جھول	curry	PROPN;NOM;MASC;SG;3	
جھول	canh	جھول	canh	PROPN;NOM;MASC;SG;3	N
جُھولا	vung	جُھولا	vung	PROPN;NOM;MASC;SG;3	
جُھولا	đu	جُھولا	đu	PROPN;NOM;MASC;SG;3	N
جُھولا	swing	جُھولا	swing	PROPN;NOM;MASC;SG;3	
جُھولا	nôi	جُھولا	nôi	PROPN;NOM;MASC;SG;3	N
جھولا	túi	جھول	túi	V;PFV;MASC;SG;V.PTCP;ACT	N
جھولا	bag	جھول	bag	V;PFV;MASC;SG;V.PTCP;ACT	
جُھولنا	vung	جُھولنا	vung	V;SG;NFIN;ACT	
جُھولنا	đu	جُھولنا	đu	V;SG;NFIN;ACT	N
جُھولنا	swing	جُھولنا	swing	V;SG;NFIN;ACT	
جھولی	bao	جھولی	bao	PROPN;NOM;MASC;SG;3	
جھولی	túi	جھولی	túi	PROPN;NOM;MASC;SG;3	N
جھولی	bag	جھولی	bag	PROPN;NOM;MASC;SG;3	
جھولی	pose	جھولی	pose	PROPN;NOM;MASC;SG;3	V
جُھوم	vẫy	جُھوم	vẫy	PROPN;NOM;MASC;SG;3	V
جُھومر	ty	جُھومر	ty	PROPN;NOM;MASC;SG;3	
جُھومر	ban	جُھومر	ban	PROPN;NOM;MASC;SG;3	
جُھومر	band	جُھومر	band	PROPN;NOM;MASC;SG;3	
جُھومنا	cuộn	جُھومنا	cuộn	PROPN;NOM;MASC;SG;3	N
جُھومنا	roll	جُھومنا	roll	PROPN;NOM;MASC;SG;3	
جُھومنا	strut	جُھومنا	strut	PROPN;NOM;MASC;SG;3	
جُھومنا	sóng	جُھومنا	sóng	PROPN;NOM;MASC;SG;3	N
جُھومنا	wave	جُھومنا	wave	PROPN;NOM;MASC;SG;3	N
جُھونا	yếu	جُھونا	yếu	V;SG;NFIN;ACT	N
جُھونا	nhược	جُھونا	nhược	V;SG;NFIN;ACT	N
جھونپا	spike	جھونپا	spike	PROPN;NOM;MASC;SG;3	N
جھونپڑا	hut	جھونپڑا	hut	PROPN;NOM;MASC;SG;3	N
جھونپڑا	lều	جھونپڑا	lều	PROPN;NOM;MASC;SG;3	N
جَھونج	ngứa	جَھونج	ngứa	PROPN;NOM;MASC;SG;3	V
جَھونسنا	scorch	جَھونسنا	scorch	PROPN;NOM;MASC;SG;3	
جھونکنا	toss	جھونک	toss	PROPN;NOM;MASC;SG;3	
جھونکنا	thảy	جھونک	thảy	PROPN;NOM;MASC;SG;3	
جھونکنا	chọi	جھونک	chọi	PROPN;NOM;MASC;SG;3	V
جھونکنا	quăng	جھونک	quăng	PROPN;NOM;MASC;SG;3	V
جھونکنا	vứt	جھونک	vứt	PROPN;NOM;MASC;SG;3	V
جھونکنا	ném	جھونک	ném	PROPN;NOM;MASC;SG;3	V
جُھونگا	bramble	جُھونگا	bramble	PROPN;NOM;MASC;SG;3	
جِھیر	rag	جِھیر	rag	PROPN;NOM;MASC;SG;3	
جھیرا	spring	جھیرا	spring	PROPN;NOM;MASC;SG;3	
جھیرا	xuân	جھیرا	xuân	PROPN;NOM;MASC;SG;3	N
جھیرا	luồng	جھیرا	luồng	PROPN;NOM;MASC;SG;3	
جھیرا	suối	جھیرا	suối	PROPN;NOM;MASC;SG;3	N
جھیرا	stream	جھیرا	stream	PROPN;NOM;MASC;SG;3	
جھیرا	vạn	جھیرا	vạn	PROPN;NOM;MASC;SG;3	ADJ
جھیرا	nguồn	جھیرا	nguồn	PROPN;NOM;MASC;SG;3	N
جھیرا	chà	جھیرا	chà	PROPN;NOM;MASC;SG;3	N
جھیرا	ừm	جھیرا	ừm	PROPN;NOM;MASC;SG;3	PART
جھیری	slit	جھیری	slit	PROPN;NOM;MASC;SG;3	
جِھیل	piano	جِھیل	piano	PROPN;NOM;MASC;SG;3	N
جِھیل	hồ	جِھیل	hồ	PROPN;NOM;MASC;SG;3	N
جِھیل	bass	جِھیل	bass	PROPN;NOM;MASC;SG;3	N
جھیلنا	gấu	جھیل	gấu	V;SG;NFIN;ACT	N
جھیلنا	gấu	جھیل	gấu	V;SG;NFIN;ACT	N
جِھینا	mỏng	جِھینا	mỏng	PROPN;NOM;MASC;SG;3	ADJ
جِھینا	gầy	جِھینا	gầy	PROPN;NOM;MASC;SG;3	ADJ
جِھینا	thin	جِھینا	thin	PROPN;NOM;MASC;SG;3	
جِھینا	chậm	جِھینا	chậm	PROPN;NOM;MASC;SG;3	ADJ
جِھینا	phím	جِھینا	phím	PROPN;NOM;MASC;SG;3	N
جِھینا	ổn	جِھینا	ổn	PROPN;NOM;MASC;SG;3	ADJ
جِھینا	khỏe	جِھینا	khỏe	PROPN;NOM;MASC;SG;3	ADJ
جھینپنا	blush	جھینپ	blush	V;MASC;SG;NFIN;ACT	
جِھینکنا	khốc	جِھینکنا	khốc	V;SG;NFIN;ACT	
جِھینکنا	cry	جِھینکنا	cry	V;SG;NFIN;ACT	
جِھینکنا	rue	جِھینکنا	rue	V;SG;NFIN;ACT	N
جِھینکنا	whine	جِھینکنا	whine	V;SG;NFIN;ACT	
جِھینگا	tôm	جِھینگا	tôm	PROPN;NOM;MASC;SG;3	N
جِھینگا	tôm	جِھینگا	tôm	PROPN;NOM;MASC;SG;3	N
جِھینگر	dế	جِھینگر	dế	PROPN;NOM;MASC;SG;3	N
جِھینگر	cricket	جِھینگر	cricket	PROPN;NOM;MASC;SG;3	N
چا	trà	چا	trà	V;ACT	N
چا	tea	چا	tea	V;ACT	N
چابک	roi	چابک	roi	PROPN;NOM;MASC;SG;3	
چابک	whip	چابک	whip	PROPN;NOM;MASC;SG;3	
چابک	mau	چابک	mau	PROPN;NOM;MASC;SG;3	ADJ
چابک	nhanh	چابک	nhanh	PROPN;NOM;MASC;SG;3	ADJ
چابکی	dispatch	چابکی	dispatch	PROPN;NOM;MASC;SG;3	N
چابنا	nhai	چابنا	nhai	PROPN;NOM;MASC;SG;3	V
چابنا	ngẫm	چابنا	ngẫm	PROPN;NOM;MASC;SG;3	V
چابی	key	چابی	key	PROPN;NOM;MASC;SG;3	
چابی	khóa	چابی	khóa	PROPN;NOM;MASC;SG;3	N
چابی	phím	چابی	phím	PROPN;NOM;MASC;SG;3	N
چاپ	cung	چاپ	cung		V
چاپٹ	bran	چاپٹ	bran	PROPN;NOM;MASC;SG;3	NUM
چاپل	mobility	چاپل	mobility	PROPN;NOM;MASC;SG;3	
چاپلُوسی	nịnh	چاپلُوسی	nịnh	PROPN;NOM;MASC;SG;3	V
چاپی	archer	چاپی	archer	PROPN;NOM;MASC;SG;3	N
چاتُر	phone	چاتُر	phone	PROPN;NOM;MASC;SG;3	N
چاتُر	cãi	چاتُر	cãi	PROPN;NOM;MASC;SG;3	V
چاٹ	lick	چاٹ	lick	V;ACT	
چاٹ	trù	چاٹ	trù	V;ACT	N
چاٹ	hương	چاٹ	hương	V;ACT	N
چاٹ	addiction	چاٹ	addiction	V;ACT	N
چاٹنا	lick	چاٹ	lick	V;MASC;SG;NFIN;ACT	
چاٹو	nịnh	چاٹو	nịnh	PROPN;NOM;MASC;SG;3	V
چاٹیا	nghiện	چاٹیا	nghiện	PROPN;NOM;MASC;SG;3	V
چادر	tờ	چادر	tờ	N;NOM;MASC;SG;3	
چادر	tờ	چادر	tờ	N;NOM;MASC;SG;3	
چار	scout	چار	scout	NUM	
چار	chữa	چار	chữa	NUM	V
چار	cure	چار	cure	NUM	
چار	điệp	چار	điệp	NUM	N
چاراُنگل	nhỏ	چاراُنگل	nhỏ	PROPN;NOM;MASC;SG;3	ADJ
چارآدمی	công	چارآدمی	công	PROPN;NOM;MASC;SG;3	N
چارپیسے	tiền	چارپیسے	tiền	PROPN;NOM;MASC;SG;3	N
چارپیسے	tien	چارپیسے	tien	PROPN;NOM;MASC;SG;3	
چارچشم	treacherous	چارچشم	treacherous	PROPN;NOM;MASC;SG;3	V
چاردانگ	nam	چاردانگ	nam	PROPN;NOM;MASC;SG;3	N
چارا	forage	چارا	forage	PROPN;NOM;MASC;SG;3	
چارُق	giày	چارُق	giày	PROPN;NOM;MASC;SG;3	N
چارک	điệp	چارک	điệp		N
چارن	bard	چارن	bard	PROPN;NOM;MASC;SG;3	
چارن	pilgrim	چارن	pilgrim	PROPN;NOM;MASC;SG;3	
چارُو	đẹp	چارُو	đẹp	PROPN;NOM;MASC;SG;3	ADJ
چارُو	xinh	چارُو	xinh	PROPN;NOM;MASC;SG;3	N
چاروا	pony	چاروا	pony	PROPN;NOM;MASC;SG;3	
چاروا	ngựa	چاروا	ngựa	PROPN;NOM;MASC;SG;3	N
چاروی	pet	چاروی	pet	PROPN;NOM;MASC;SG;3	N
چاروی	splendour	چاروی	splendour	PROPN;NOM;MASC;SG;3	V
چاروی	moonlight	چاروی	moonlight	PROPN;NOM;MASC;SG;3	
چارہ	cứu	چارہ	cứu	N;NOM;MASC;SG;3	V
چارہ	giúp	چارہ	giúp	N;NOM;MASC;SG;3	V
چارہ	chữa	چارہ	chữa	N;NOM;MASC;SG;3	V
چارہ	cure	چارہ	cure	N;NOM;MASC;SG;3	
چاشت	sáng	چاشت	sáng		N
چاشنی	nếm	چاشنی	nếm	N;NOM;MASC;SG;3	V
چاشنی	ngọt	چاشنی	ngọt	N;NOM;MASC;SG;3	ADJ
چاق	lively	چاق	lively	N;NOM;MASC;SG;3	
چاقُو	đao	چاقُو	đao	PROPN;NOM;MASC;SG;3	N
چاقُو	dao	چاقُو	dao	PROPN;NOM;MASC;SG;3	N
چاک	slit	چاک	slit	PROPN;NOM;MASC;SG;3	
چاک	thuê	چاک	thuê	PROPN;NOM;MASC;SG;3	V
چاک	cut	چاک	cut	PROPN;NOM;MASC;SG;3	N
چاک	cắt	چاک	cắt	PROPN;NOM;MASC;SG;3	V
چاک	méo	چاک	méo	PROPN;NOM;MASC;SG;3	V
چاک	chém	چاک	chém	PROPN;NOM;MASC;SG;3	V
چاک	chalk	چاک	chalk	PROPN;NOM;MASC;SG;3	
چاک	phấn	چاک	phấn	PROPN;NOM;MASC;SG;3	N
چاک	slit	چاک	slit	PROPN;NOM;MASC;SG;3	
چاک	thuê	چاک	thuê	PROPN;NOM;MASC;SG;3	V
چاک	cut	چاک	cut	PROPN;NOM;MASC;SG;3	N
چاک	cắt	چاک	cắt	PROPN;NOM;MASC;SG;3	V
چاک	méo	چاک	méo	PROPN;NOM;MASC;SG;3	V
چاک	chém	چاک	chém	PROPN;NOM;MASC;SG;3	V
چاکڑ	rộng	چاکڑ	rộng		ADJ
چاکڑ	rộng	چاکڑ	rộng		ADJ
چاکڑ	vid	چاکڑ	vid		
چاکشُش	visual	چاکشُش	visual	PROPN;NOM;MASC;SG;3	N
چاکشُش	eye	چاکشُش	eye	PROPN;NOM;MASC;SG;3	
چاکشُش	mắt	چاکشُش	mắt	PROPN;NOM;MASC;SG;3	N
چاکشُش	bien	چاکشُش	bien	PROPN;NOM;MASC;SG;3	N
چاکل	rộng	چاکل	rộng		ADJ
چاکل	vid	چاکل	vid		
چاکی	mill	چاکی	mill	PROPN;NOM;MASC;SG;3	
چال	scheme	چال	scheme	;MASC;SG;3	V
چال	hải	چال	hải	;MASC;SG;3	N
چال	motion	چال	motion	;MASC;SG;3	N
چال	mét	چال	mét	;MASC;SG;3	N
چال	rim	چال	rim	;MASC;SG;3	
چال	rhyme	چال	rhyme	;MASC;SG;3	N
چال	trick	چال	trick	;MASC;SG;3	
چال	bịp	چال	bịp	;MASC;SG;3	N
چال	lừa	چال	lừa	;MASC;SG;3	V
چال	scheme	چال	scheme	;MASC;SG;3	V
چال	hải	چال	hải	;MASC;SG;3	N
چال	motion	چال	motion	;MASC;SG;3	N
چال	mét	چال	mét	;MASC;SG;3	N
چال	rim	چال	rim	;MASC;SG;3	
چال	rhyme	چال	rhyme	;MASC;SG;3	N
چال	trick	چال	trick	;MASC;SG;3	
چال	bịp	چال	bịp	;MASC;SG;3	N
چال	lừa	چال	lừa	;MASC;SG;3	V
چالا	motion	چالا	motion	PROPN;NOM;MASC;SG;3	N
چالاک	minh	چالاک	minh	ADJ;NOM;MASC;SG	N
چالاک	foxy	چالاک	foxy	ADJ;NOM;MASC;SG	
چالاک	sly	چالاک	sly	ADJ;NOM;MASC;SG	
چالاک	minh	چالاک	minh	ADJ;NOM;MASC;SG	N
چالاکی	trick	چالاکی	trick	V;PFV;FEM;SG;V.PTCP;ACT	
چالاکی	bịp	چالاکی	bịp	V;PFV;FEM;SG;V.PTCP;ACT	N
چالاکی	trick	چالاکی	trick	V;PFV;FEM;SG;V.PTCP;ACT	
چالاکی	bịp	چالاکی	bịp	V;PFV;FEM;SG;V.PTCP;ACT	N
چالان	qua	چالان	qua	N;NOM;MASC;SG;3	V
چالش	battle	چالش	battle	PROPN;NOM;MASC;SG;3	
چالش	trận	چالش	trận	PROPN;NOM;MASC;SG;3	N
چالن	motion	چالن	motion	PROPN;NOM;MASC;SG;3	N
چالن	lắc	چالن	lắc	PROPN;NOM;MASC;SG;3	V
چالن	run	چالن	run	PROPN;NOM;MASC;SG;3	
چالن	sil	چالن	sil	PROPN;NOM;MASC;SG;3	
چالُو	sly	چالُو	sly	PROPN;NOM;MASC;SG;3	
چالُو	chạy	چالُو	chạy	PROPN;NOM;MASC;SG;3	V
چالیا	treacherous	چال	treacherous	PROPN;NOM;MASC;SG;3	V
چام	giấu	چام	giấu		V
چام	trốn	چام	trốn		V
چام	ẩn	چام	ẩn		N
چامہ	ghazal	چامہ	ghazal	PROPN;NOM;MASC;SG;3	
چامہ	ca	چامہ	ca	PROPN;NOM;MASC;SG;3	N
چامہ	song	چامہ	song	PROPN;NOM;MASC;SG;3	CONJ
چامیکر	vầng	چامیکر	vầng	PROPN;NOM;MASC;SG;3	N
چامیکر	golden	چامیکر	golden	PROPN;NOM;MASC;SG;3	N
چامیکر	đỏi	چامیکر	đỏi	PROPN;NOM;MASC;SG;3	V
چامیکر	vàng	چامیکر	vàng	PROPN;NOM;MASC;SG;3	N
چامیکر	gold	چامیکر	gold	PROPN;NOM;MASC;SG;3	
چانپ	chop	چانپ	chop	V;ACT	
چانپ	bửa	چانپ	bửa	V;ACT	
چانپ	bow	چانپ	bow	V;ACT	
چانپا	bột	چانپا	bột	PROPN;NOM;MASC;SG;3	N
چانپنا	đồ	چانپنا	đồ	V;MASC;SG;NFIN;ACT	N
چانپنا	stuff	چانپنا	stuff	V;MASC;SG;NFIN;ACT	
چانپنا	cram	چانپنا	cram	V;MASC;SG;NFIN;ACT	
چانپنا	bào	چانپنا	bào	V;MASC;SG;NFIN;ACT	N
چانپنا	ấn	چانپنا	ấn	V;MASC;SG;NFIN;ACT	N
چانپنا	squeeze	چانپنا	squeeze	V;MASC;SG;NFIN;ACT	
چانپنا	kẹp	چانپنا	kẹp	V;MASC;SG;NFIN;ACT	N
چانٹا	còng	چانٹا	còng	PROPN;NOM;MASC;SG;3	V
چانٹا	tát	چانٹا	tát	PROPN;NOM;MASC;SG;3	V
چانٹا	smack	چانٹا	smack	PROPN;NOM;MASC;SG;3	
چانٹا	tát	چانٹا	tát	PROPN;NOM;MASC;SG;3	V
چانٹا	slap	چانٹا	slap	PROPN;NOM;MASC;SG;3	
چانچی	clay	چانچی	clay	PROPN;NOM;MASC;SG;3	
چاند	nen	چاند	nen	N;NOM;MASC;SG;3	
چاندا	protractor	چاندا	protractor	PROPN;NOM;MASC;SG;3	
چاندا	bìa	چاندا	bìa	PROPN;NOM;MASC;SG;3	
چاندا	cover	چاندا	cover	PROPN;NOM;MASC;SG;3	
چاندا	che	چاندا	che	PROPN;NOM;MASC;SG;3	N
چاندرَ	lunar	چاندرَ	lunar	PROPN;NOM;MASC;SG;3	
چاندن	moonlight	چاندن	moonlight	PROPN;NOM;MASC;SG;3	
چاندنا	châm	چاندنا	châm	PROPN;NOM;MASC;SG;3	N
چاندنا	đèn	چاندنا	đèn	PROPN;NOM;MASC;SG;3	N
چاندنا	nhạt	چاندنا	nhạt	PROPN;NOM;MASC;SG;3	ADJ
چاندنا	trưng	چاندنا	trưng	PROPN;NOM;MASC;SG;3	N
چاندنا	chói	چاندنا	chói	PROPN;NOM;MASC;SG;3	N
چاندنا	splendour	چاندنا	splendour	PROPN;NOM;MASC;SG;3	V
چاندنا	moonlight	چاندنا	moonlight	PROPN;NOM;MASC;SG;3	
چاندنی	moonlight	چاندنی	moonlight	ADJ;FEM	
چانڈ	khe	چانڈ	khe		N
چانڈ	cột	چانڈ	cột		N
چانڈ	pole	چانڈ	pole		N
چانڈ	cột	چانڈ	cột		N
چانگلا	stout	چانگلا	stout	PROPN;NOM;MASC;SG;3	
چانگلا	healthy	چانگلا	healthy	PROPN;NOM;MASC;SG;3	N
چانگلا	minh	چانگلا	minh	PROPN;NOM;MASC;SG;3	N
چانگلا	khôn	چانگلا	khôn	PROPN;NOM;MASC;SG;3	ADJ
چانگلا	mạnh	چانگلا	mạnh	PROPN;NOM;MASC;SG;3	ADJ
چانگلا	strong	چانگلا	strong	PROPN;NOM;MASC;SG;3	
چانہ	chin	چانہ	chin		N
چانہ	cằm	چانہ	cằm		N
چانہ	nói	چانہ	nói		V
چانہ	jabber	چانہ	jabber		N
چاوڑی	triều	چاوڑی	triều	PROPN;NOM;MASC;SG;3	N
چاہ	hố	چاہ	hố	PROPN;NOM;MASC;SG;3	N
چاہ	pit	چاہ	pit	PROPN;NOM;MASC;SG;3	
چاہ	love	چاہ	love	PROPN;NOM;MASC;SG;3	
چاہ	yêu	چاہ	yêu	PROPN;NOM;MASC;SG;3	V
چاہ	chà	چاہ	chà	PROPN;NOM;MASC;SG;3	N
چاہ	ừm	چاہ	ừm	PROPN;NOM;MASC;SG;3	PART
چاہ	cần	چاہ	cần	PROPN;NOM;MASC;SG;3	V
چاہ	muon	چاہ	muon	PROPN;NOM;MASC;SG;3	
چاہ	muốn	چاہ	muốn	PROPN;NOM;MASC;SG;3	V
چاہ	lúm	چاہ	lúm	PROPN;NOM;MASC;SG;3	N
چاہ	ước	چاہ	ước	PROPN;NOM;MASC;SG;3	
چاہ	ấm	چاہ	ấm	PROPN;NOM;MASC;SG;3	N
چاہ	zest	چاہ	zest	PROPN;NOM;MASC;SG;3	
چاہا	gallinago	چاہ	gallinago	V;PFV;MASC;SG;V.PTCP;ACT	
چاہا	love	چاہ	love	V;PFV;MASC;SG;V.PTCP;ACT	
چاہا	calidris	چاہ	calidris	V;PFV;MASC;SG;V.PTCP;ACT	
چاہت	love	چاہت	love	N;NOM;FEM;SG;3	
چاہت	yêu	چاہت	yêu	N;NOM;FEM;SG;3	V
چاہک	bạn	چاہک	bạn		N
چاہک	hiền	چاہک	hiền		N
چاہنا	muon	چاہ	muon	V;MASC;SG;NFIN;ACT	
چاہنا	ước	چاہ	ước	V;MASC;SG;NFIN;ACT	
چاہنا	như	چاہ	như	V;MASC;SG;NFIN;ACT	CONJ
چاہنا	love	چاہ	love	V;MASC;SG;NFIN;ACT	
چاہنا	muon	چاہ	muon	V;MASC;SG;NFIN;ACT	
چاہنا	ước	چاہ	ước	V;MASC;SG;NFIN;ACT	
چاہنا	như	چاہ	như	V;MASC;SG;NFIN;ACT	CONJ
چاہو	thà	چاہ	thà		PART
چاہو	chùm	چاہ	chùm		N
چاہے	thà	چاہ	thà		PART
چاہے	chùm	چاہ	chùm		N
چاہیے	nên	چاہیے	nên	V;SBJV;FIN	CONJ
چاہیے	phải	چاہیے	phải	V;SBJV;FIN	V
چاؤُش	concierge	چاؤُش	concierge	PROPN;NOM;MASC;SG;3	
چاؤُش	herald	چاؤُش	herald	PROPN;NOM;MASC;SG;3	
چاؤُش	beadle	چاؤُش	beadle	PROPN;NOM;MASC;SG;3	
چباکی	cú	چباکی	cú	PROPN;NOM;MASC;SG;3	N
چباکی	owl	چباکی	owl	PROPN;NOM;MASC;SG;3	N
چبانا	crunch	چبانا	crunch	V;MASC;SG;NFIN;ACT	
چبانا	bit	چبانا	bit	V;MASC;SG;NFIN;ACT	N
چبانا	champ	چبانا	champ	V;MASC;SG;NFIN;ACT	
چبانا	crunch	چبانا	crunch	V;MASC;SG;NFIN;ACT	
چبانا	bit	چبانا	bit	V;MASC;SG;NFIN;ACT	N
چبانا	champ	چبانا	champ	V;MASC;SG;NFIN;ACT	
چِبُک	chin	چِبُک	chin	PROPN;NOM;MASC;SG;3	N
چِبُک	cằm	چِبُک	cằm	PROPN;NOM;MASC;SG;3	N
چُبکنی	spur	چُبکنی	spur	PROPN;NOM;MASC;SG;3	
چُبکنی	quậy	چُبکنی	quậy	PROPN;NOM;MASC;SG;3	N
چُبکنی	sting	چُبکنی	sting	PROPN;NOM;MASC;SG;3	
چُبکنی	đâm	چُبکنی	đâm	PROPN;NOM;MASC;SG;3	V
چِبِلاّ	silly	چِبِلاّ	silly	PROPN;NOM;MASC;SG;3	
چِبِلاّ	coarse	چِبِلاّ	coarse	PROPN;NOM;MASC;SG;3	N
چِبِلاّ	callow	چِبِلاّ	callow	PROPN;NOM;MASC;SG;3	
چِبِلاّ	rude	چِبِلاّ	rude	PROPN;NOM;MASC;SG;3	NUM
چبلانا	mumble	چبلانا	mumble	V;MASC;SG;NFIN;ACT	N
چبوڑ	bầm	چبوڑ	bầm		V
چبوڑ	vỡ	چبوڑ	vỡ		V
چبوڑ	rụi	چبوڑ	rụi		V
چبوڑ	đùa	چبوڑ	đùa		V
چبوکر	jester	چبوکر	jester	PROPN;NOM;MASC;SG;3	
چبوکر	joker	چبوکر	joker	PROPN;NOM;MASC;SG;3	
چُبھانا	đâm	چُبھانا	đâm	PROPN;NOM;MASC;SG;3	V
چُبھانا	pierce	چُبھانا	pierce	PROPN;NOM;MASC;SG;3	
چُبھانا	sting	چُبھانا	sting	PROPN;NOM;MASC;SG;3	
چُبھن	đau	چُبھن	đau	PROPN;NOM;MASC;SG;3	ADJ
چُبھنا	pierce	چُبھنا	pierce	V;MASC;SG;NFIN;ACT	
چُپّا	silent	چُپّا	silent	PROPN;NOM;MASC;SG;3	
چُپّا	thoả	چُپّا	thoả	PROPN;NOM;MASC;SG;3	V
چپات	tát	چپات	tát	PROPN;NOM;MASC;SG;3	V
چپات	slap	چپات	slap	PROPN;NOM;MASC;SG;3	
چپاتی	mì	چپا	mì	PROPN;NOM;MASC;SG;3	N
چپٹا	phẳng	چپٹا	phẳng	PROPN;NOM;MASC;SG;3	N
چپٹا	mức	چپٹا	mức	PROPN;NOM;MASC;SG;3	N
چپٹا	tầng	چپٹا	tầng	PROPN;NOM;MASC;SG;3	N
چپٹا	cấp	چپٹا	cấp	PROPN;NOM;MASC;SG;3	N
چپٹا	nhật	چپٹا	nhật	PROPN;NOM;MASC;SG;3	
چپٹا	chính	چپٹا	chính	PROPN;NOM;MASC;SG;3	PART
چِپٹا	dính	چِپٹا	dính	PROPN;NOM;MASC;SG;3	V
چِپٹا	sticky	چِپٹا	sticky	PROPN;NOM;MASC;SG;3	N
چِپٹانا	keo	چِپٹا	keo	V;MASC;SG;NFIN;ACT	N
چِپٹانا	nhẩn	چِپٹا	nhẩn	V;MASC;SG;NFIN;ACT	ADJ
چِپٹانا	hug	چِپٹا	hug	V;MASC;SG;NFIN;ACT	
چِپٹانا	kẹp	چِپٹا	kẹp	V;MASC;SG;NFIN;ACT	N
چِپٹانا	kiem	چِپٹا	kiem	V;MASC;SG;NFIN;ACT	
چِپٹانا	patch	چِپٹا	patch	V;MASC;SG;NFIN;ACT	
چِپٹنا	lòi	چِپٹ	lòi	V;SG;NFIN;ACT	ADJ
چِپٹنا	stick	چِپٹ	stick	V;SG;NFIN;ACT	N
چِپٹنا	hug	چِپٹ	hug	V;SG;NFIN;ACT	
چِپٹنا	kẹp	چِپٹ	kẹp	V;SG;NFIN;ACT	N
چِپٹنا	kiem	چِپٹ	kiem	V;SG;NFIN;ACT	
چِپٹنا	nhẩn	چِپٹ	nhẩn	V;SG;NFIN;ACT	ADJ
چِپِچپا	dính	چِپِچپا	dính	PROPN;NOM;MASC;SG;3	V
چِپِچپا	sticky	چِپِچپا	sticky	PROPN;NOM;MASC;SG;3	N
چِپِچپا	gummy	چِپِچپا	gummy	PROPN;NOM;MASC;SG;3	N
چپّخ	núm	چپّخ	núm	PROPN;NOM;MASC;SG;3	N
چپّخ	gầy	چپّخ	gầy	PROPN;NOM;MASC;SG;3	ADJ
چپّخ	nghiêng	چپّخ	nghiêng	PROPN;NOM;MASC;SG;3	ADJ
چپّخ	mỏng	چپّخ	mỏng	PROPN;NOM;MASC;SG;3	ADJ
چپّخ	gầy	چپّخ	gầy	PROPN;NOM;MASC;SG;3	ADJ
چپّخ	thin	چپّخ	thin	PROPN;NOM;MASC;SG;3	
چپراسی	messenger	چپراسی	messenger	PROPN;NOM;MASC;SG;3	N
چپڑ	low	چپڑ	low		
چپڑ	thấp	چپڑ	thấp		ADJ
چپڑ	base	چپڑ	base		
چپڑا	lac	چپڑ	lac	PROPN;NOM;MASC;SG;3	N
چپڑا	phẳng	چپڑ	phẳng	PROPN;NOM;MASC;SG;3	N
چُپڑا	nhờn	چُپڑا	nhờn	PROPN;NOM;MASC;SG;3	N
چُپڑا	nhờn	چُپڑا	nhờn	PROPN;NOM;MASC;SG;3	N
چُپڑا	mịn	چُپڑا	mịn	PROPN;NOM;MASC;SG;3	N
