विपक्षी	антагонисти	विपक्षी	антагонист	N;NOM;MASC;SG;3	N;INDF;MASC;PL
ओक	дъб	ओक	дъб		N;INDF;MASC;SG
ओक	оук	ओक	оук		PROPN;INDF;MASC;SG
उड़ा	удар	उड़ा	удар	V;SG;FIN;ACT	N;INDF;MASC;SG
किनारा	граници	किनारा	граница	N;NOM;MASC;SG;3	N;INDF;FEM;PL
किनारा	гранична	किनारा	граничен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
किनारा	страни	किनारा	страна	N;NOM;MASC;SG;3	N;INDF;FEM;PL
फ्रेड	фред	फ्रेड	фред		PROPN;INDF;MASC;SG
पियरे	пиер	पियरे	пиер	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
वुड	дървен	वुड	дървен	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
वुड	дърва	वुड	дърво	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;PL
वुड	дървесина	वुड	дървесина	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
वुड	дървени	वुड	дървен	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
वुड	дърво	वुड	дърво	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
बंदरगाहों	пристанище	बंदरगाह	пристанище	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
बंदरगाहों	пристанището	बंदरगाह	пристанище	N;ACC;MASC;PL;3	N;DEF;NEUT;SG
बंदरगाहों	порт	बंदरगाह	порт	N;ACC;MASC;PL;3	N;INDF;MASC;SG
अलेक्जेंडर	александър	अलेक्जेंडर	александър	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
वर्षगांठ	годишнини	वर्षगांठ	годишнина	N;NOM;FEM;SG;3	N;INDF;FEM;PL
क्योटो	киото	क्योटो	киото	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
अनुबंधित	заделени	अनुबंधित	заделя-(се)	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
मटर	грах	मटर	грах	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मटर	грах	मटर	грах	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सुधा	суда	सुधा	суда	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
वॉर्स	войните	वॉर्स	войн	N;NOM;MASC;SG;3	N;DEF;MASC;PL
वॉर्स	войни	वॉर्स	война	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ओंटारियो	онтарио	ओंटारियो	онтарио	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
वायरल	вирусни	वायरल	вирусен	N;NOM;MASC;SG;3	ADJ;INDF;PL
वायरल	вирусна	वायरल	вирусна	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
एडवेंचर	приключенски	एडवेंचर	приключенски	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
एडवेंचर	приключения	एडवेंचर	приключение	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
अनुग्रह	грейс	अनुग्रह	грейс		PROPN;INDF;FEM;SG
स्टीवर्ट	стюърт	स्टीवर्ट	стюърт	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
स्टीवर्ट	стюарт	स्टीवर्ट	стюарт	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
स्टीवर्ट	стюард	स्टीवर्ट	стюард	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डेविडसन	дейвидсън	डेविडसन	дейвидсън	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
घंटी	бел	घंटी	бел	N;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
कूपर	купър	कूपर	купър	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
कैरोलिना	каролина	कैरोलिना	каролина	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
विदा	вида	विदा	вид	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
मिर्जा	мирза	मिर्जा	мирза	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
अबुल	абул	अबुल	абул	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
व्लादिमीर	владимир	व्लादिमीर	владимир	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
दौलत	благосъстояние	दौलत	благосъстояние		N;INDF;NEUT;SG
दौलत	богатството	दौलत	богатство		N;DEF;NEUT;SG
दौलत	богатство	दौलत	богатство		N;INDF;NEUT;SG
बर्गर	бургер	बर्गर	бургер	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बर्गर	хамбургер	बर्गर	хамбургер	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बर्गर	бъргър	बर्गर	бъргър	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बेहोश	безсъзнание	बेहोश	безсъзнание	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
म्यांमार	мианмар	म्यांमार	мианмар	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मार्गरेट	маргарет	मार्गरेट	маргарет	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
शिथिल	хладка	शिथिल	хладка	ADJ	N;INDF;FEM;SG
बांसुरी	флейтата	बांसुरी	флейта	PROPN;NOM;FEM;SG;3	N;DEF;FEM;SG
बांसुरी	флейта	बांसुरी	флей	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
दिशानिर्देश	посоки	दिशानिर्देश	посока	N;NOM;MASC;SG;3	N;INDF;FEM;PL
दिशानिर्देश	насоки	दिशानिर्देश	насока	N;NOM;MASC;SG;3	N;INDF;FEM;PL
माननीय	почтен	माननीय	почтен	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
बधाई	честито	बधाई	чести	N;NOM;FEM;SG;3	N;DEF;NEUT;PL
बधाई	поздравления	बधाई	поздравлен	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
बधाई	поздрави	बधाई	поздравя	N;NOM;FEM;SG;3	V;PFV;IMP;SG;2;FIN
बधाई	честито	बधाई	чести	N;NOM;FEM;SG;3	N;DEF;NEUT;PL
सत्तर	седемдесет	सत्तर	седемдесет		NUM;INDF;PL
प्रांगण	помещения	प्रांगण	помещение	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
फास्फेट	фосфат	फास्फेट	фосфат	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
नीलम	сапфир	नीलम	сапфир	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
उठी	отгледани	उठ	отгледам	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
उठी	отгледана	उठ	отгледам	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
उठी	повдигнат	उठ	повдигна-(се)	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
उठी	отгледан	उठ	отгледам	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
उठी	повдигнати	उठ	повдигна-(се)	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
पोर्टेबल	преносими	पोर्टेबल	преносим	N;NOM;MASC;SG;3	ADJ;INDF;PL
मर्फी	мърфи	मर्फी	мърфя-(се)	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
जेड	джейд	जेड	джейд		PROPN;INDF;FEM;SG
जेड	нефрит	जेड	нефрит		N;INDF;MASC;SG
हार्बर	харбър	हार्बर	харбър	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सत्कार	приветства	सत्कार	приветствам	PROPN;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
टिप्पणियाँ	мнение	टिप्पणी	мнение	N;NOM;FEM;PL;3	N;INDF;NEUT;SG
प्रिंटर	принтери	प्रिंटर	принтер	N;NOM;MASC;SG;3	N;INDF;MASC;PL
सिनसिनाटी	синсинати	सिनसिनाटी	синсинат	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
फुल	пълна	फुल	пълен		ADJ;INDF;FEM;SG
फुल	пълни	फुल	пълен		ADJ;INDF;PL
फुल	пълен	फुल	пълен		ADJ;INDF;MASC;SG
फुल	пълно	फुल	пълен		ADV
अस्सी	аси	अस्सी	аси	NUM	N;INDF;FEM;PL
आंद्रे	андре	आंद्रा	андре	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
पापुआ	папуа	पापुआ	папуа	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
विषयवस्तु	теми	विषयवस्तु	тема	N;NOM;FEM;SG;3	N;INDF;FEM;PL
विषयवस्तु	темите	विषयवस्तु	тема	N;NOM;FEM;SG;3	N;DEF;FEM;PL
सूरीनाम	суринам	सूरीनाम	суринам	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
फोर्ब्स	форбс	फोर्ब्स	форбс	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
प्रेमियों	влюбени	प्रेमी	влюбен	N;ACC;MASC;PL;3	ADJ;INDF;PL
प्रेमियों	влюбените	प्रेमी	влюбен	N;ACC;MASC;PL;3	ADJ;DEF;PL
आनुवंशिकी	генетиката	आनुवंशिकी	генетика	ADJ	N;DEF;FEM;SG
आनुवंशिकी	генетика	आनुवंशिकी	генетика	ADJ	N;INDF;FEM;SG
विलीन	разтваряне	विलीन	разтваряне	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
हथेली	палм	हथेला	палм	N;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
दाग	петна	दाग	петна	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;PL
दाग	петно	दाग	петно	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
दाग	петна	दाग	петна	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;PL
प्रियंका	приянка	प्रियंका	приянка	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
रिक	рик	रिक	рик	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बर्मिंघम	бирмингам	बर्मिंघम	бирмингам	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
गुस्से	яд	गुस्सा	яд	V;SG;FIN;ACT	INTJ
गुस्से	гняв	गुस्सा	гняв	V;SG;FIN;ACT	N;INDF;MASC;SG
लगन	отдаденост	लगन	отдаденост		N;INDF;FEM;SG
लगन	посвещение	लगन	посвещение		N;INDF;NEUT;SG
लगन	лаган	लगन	лаган		N;INDF;MASC;SG
चाकू	ножът	चाकू	нож	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
चाकू	нож	चाकू	нож	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
परिवर्तनीय	променлива	परिवर्तनीय	променлив	N;NOM	ADJ;INDF;FEM;SG
परिवर्तनीय	променливи	परिवर्तनीय	променлив	N;NOM	ADJ;INDF;PL
परिवर्तनीय	променливо	परिवर्तनीय	променлив	N;NOM	ADV
परिवर्तनीय	променлив	परिवर्तनीय	променлив	N;NOM	ADJ;INDF;MASC;SG
परिवर्तनीय	променливи	परिवर्तनीय	променлив	N;NOM	ADJ;INDF;PL
परिवर्तनीय	променливите	परिवर्तनीय	променлив	N;NOM	ADJ;DEF;PL
परिवर्तनीय	променливо	परिवर्तनीय	променлив	N;NOM	ADV
परिवर्तनीय	променлив	परिवर्तनीय	променлив	N;NOM	ADJ;INDF;MASC;SG
निर्दोष	безупречно	निर्दोष	безупречно	PROPN;NOM;MASC;SG;3	ADV
निर्दोष	невинен	निर्दोष	невинен	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
निर्दोष	невинно	निर्दोष	невинно	PROPN;NOM;MASC;SG;3	ADV
निर्दोष	невинна	निर्दोष	невинен	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
निर्दोष	невинни	निर्दोष	невинен	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
लीबिया	либия	लीबिया	либия	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
उज़बेक	узбекски	उज़बेक	узбекски	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
पिछला	прев	पिछला	прев	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
पिछला	последно	पिछला	последно	ADJ;NOM;MASC;SG	ADV
पिछला	последни	पिछला	последен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
पिछला	предишни	पिछला	предишен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
पिछला	предишно	पिछला	предишно	ADJ;NOM;MASC;SG	ADV
झुंड	стадо	झुंड	стадо	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
झुंड	стадото	झुंड	стад	N;NOM;MASC;PL;3	N;DEF;NEUT;SG
प्रसाधन	тоалетни	प्रसाधन	тоалетен	N;NOM;MASC;SG;3	N;INDF;MASC;PL
प्रसाधन	ресурси	प्रसाधन	ресурс	N;NOM;MASC;SG;3	N;INDF;MASC;PL
ईमानदार	искрена	ईमानदार	искрен	ADJ	N;INDF;FEM;SG
ईमानदार	искрено	ईमानदार	искрено	ADJ	ADV
ईमानदार	искрен	ईमानदार	искрен	ADJ	N;INDF;MASC;SG
जोस	жозе	जोस	жозе	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
जोस	хосе	जोस	хосе	PROPN;NOM;MASC;SG;3	PROPN;MASC
जोस	жозе	जोस	жозе	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
जोस	хосе	जोस	хосе	PROPN;NOM;MASC;SG;3	PROPN;MASC
मल्टी	мулти	मल्टी	мулта	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चंदन	сандал	चंदन	сандал	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
चंदन	сандали	चंदन	сандал	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
अंकीय	цифрова	अंकीय	цифров	N;NOM	ADJ;INDF;FEM;SG
लड़ी	нишки	लड़ी	нишка	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;INDF;PL
लड़ी	нишка	लड़ी	нишка	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;FEM;SG
लड़ी	конец	लड़ी	конец	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
लड़ी	конци	लड़ी	конеца	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;MASC;PL
किपलिंग	киплинг	किपलिंग	киплинг	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
अस्थाई	временна	अस्थायी	временен		ADJ;INDF;FEM;SG
अस्थाई	временни	अस्थायी	временен		ADJ;INDF;PL
अस्थाई	временен	अस्थायी	временя-(се)		ADJ;INDF;MASC;SG
अस्थाई	временно	अस्थायी	временно		ADV
तैमूर	тимур	तैमूर	тимур	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
तबाह	съкрушен	तबाह	съкруша-(се)	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
तबाह	опустошена	तबाह	опустоша	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
तबाह	съкрушена	तबाह	съкруша-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
तबाह	развалини	तबाह	разваля-(се)	ADJ	N;INDF;FEM;PL
तबाह	руините	तबाह	руина	ADJ	N;DEF;FEM;PL
तबाह	руини	तबाह	руина	ADJ	N;INDF;FEM;PL
कलाकृति	картини	कलाकृति	картина	N;NOM;FEM;SG;3	N;INDF;FEM;PL
नाइजीरिया	нигерия	नाइजीरिया	нигерия	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
मिसिसिपी	мисисипи	मिसिसिपी	мисисипя	PROPN;NOM;FEM;SG;3	N;INDF;MASC;PL
बेलनाकार	цилиндрични	बेलनाकार	цилиндричен	N;NOM;MASC;SG;3	ADJ;INDF;PL
रहो	остани	रह	остана	PRO;NOM;SG;3	V;PFV;IMP;SG;2;FIN
अब्बास	абас	अब्बास	абас	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
पोस्टर	плакати	पोस्टर	плакат	N;NOM;MASC;SG;3	N;INDF;MASC;PL
वंशजों	потомство	वंशज	потомство	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
चॉकलेट	шоколади	चॉकलेट	шоколад	N;NOM;MASC;SG;3	N;INDF;MASC;PL
चॉकलेट	шоколадово	चॉकलेट	шоколадово	N;NOM;MASC;SG;3	ADV
मेक	направи	मेक	направя-(се)	N;NOM;MASC;SG;3	V;PFV;IMP;SG;2;FIN
अंतरिम	междинно	अंतरिम	междинно	ADJ;NOM	ADV
नंदा	нанда	नंदा	нанда	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
शेल	черупка	शेल	черупка		N;INDF;FEM;SG
शेल	обвивка	शेल	обвивка		N;INDF;FEM;SG
शेल	черупки	शेल	черупки		N;INDF;FEM;PL
शेल	шел	शेल	шел		N;INDF;MASC;SG
शेल	снаряди	शेल	снаряда		N;INDF;MASC;PL
शेल	черупки	शेल	черупки		N;INDF;FEM;PL
सू	сю	सू	сю	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सू	сиуксите	सू	сиукса	PROPN;NOM;MASC;SG;3	N;DEF;MASC;PL
सू	су	सू	се	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
वाक	реч	वाक	реч		N;INDF;FEM;SG
वाक	говор	वाक	говор		N;INDF;MASC;SG
चतुर	умна	चतुर	умна		ADJ;INDF;FEM;SG
चतुर	умно	चतुर	умно		ADV
चतुर	умен	चतुर	умен		ADJ;INDF;MASC;SG
चतुर	проницателен	चतुर	проницателен		ADJ;INDF;MASC;SG
खानपान	кетъринг	खानपान	кетъринг	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
अस्वीकृत	отхвърлена	अस्वीकृत	отхвърля	PROPN;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;V.PTCP;PASS
अस्वीकृत	отказан	अस्वीकृत	откажа-(се)	PROPN;NOM;MASC;SG;3	V;PFV;INDF;MASC;SG;V.PTCP;PASS
अस्वीकृत	отрече	अस्वीकृत	отрека-(се)	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;PST;FIN;ACT
अस्वीकृत	отказано	अस्वीकृत	откажа-(се)	PROPN;NOM;MASC;SG;3	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
अस्वीकृत	отказана	अस्वीकृत	откажа-(се)	PROPN;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;V.PTCP;PASS
अस्वीकृत	отхвърлена	अस्वीकृत	отхвърля	PROPN;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;V.PTCP;PASS
अस्वीकृत	отказана	अस्वीकृत	откажа-(се)	PROPN;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;V.PTCP;PASS
अस्वीकृत	отхвърлен	अस्वीकृत	отхвърля	PROPN;NOM;MASC;SG;3	V;PFV;INDF;MASC;SG;V.PTCP;PASS
अस्वीकृत	отхвърлени	अस्वीकृत	отхвърля	PROPN;NOM;MASC;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
अस्वीकृत	отхвърлено	अस्वीकृत	отхвърля	PROPN;NOM;MASC;SG;3	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
अस्वीकृत	отхвърлена	अस्वीकृत	отхвърля	PROPN;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;V.PTCP;PASS
अस्वीकृत	отхвърляне	अस्वीकृत	отхвърляне	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
किराया	наеми	किराया	наемя-(се)	N;NOM;MASC;SG;3	N;INDF;FEM;PL
खिलौने	играчките	खिलौना	играчка	N;NOM;MASC;SG;3	N;DEF;FEM;PL
खिलौने	играчки	खिलौना	играчка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
नैनो	нано	नैनो	нано		N;INDF;NEUT;SG
नमकीन	солена	नमकीन	солен		ADJ;INDF;FEM;SG
नमकीन	солено	नमकीन	солено		ADV
नमकीन	солен	नमकीन	солен		ADJ;INDF;MASC;SG
नमकीन	солени	नमकीन	солен		ADJ;INDF;PL
महेंद्र	махендра	महेंद्र	махендра	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
पंद्रहवीं	fifteenth	पंद्रहवाँ	fifteenth	PROPN;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
अज्ञान	невежество	अज्ञान	невежество	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
अज्ञान	невежеството	अज्ञान	невежество	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;SG
आर्द्र	влажно	आर्द्र	влажен	N;NOM;MASC;SG;3	ADV
नबी	пророк	नबी	пророк	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
नबी	пророка	नबी	пророка	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
नबी	пророкът	नबी	пророк	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
हेल	хел	हेल	хел		PROPN;INDF;MASC;SG
परी	феята	परी	фея	PROPN;NOM;FEM;SG;3	N;DEF;FEM;SG
परी	фея	परी	фея	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
परी	pari	परी	pari	PROPN;NOM;FEM;SG;3	N
परी	ейнджъл	परी	ейнджъл	PROPN;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
परी	ангел	परी	ангел	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
परी	angel	परी	angel	PROPN;NOM;FEM;SG;3	INTJ
परी	анхел	परी	анхел	PROPN;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
कीचड़	кални	कीचड	кален	N;NOM;MASC;SG;3	N;INDF;MASC;PL
न्यूर्क	нюарк	न्यूर्क	нюарк	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
स्नायु	сухожилие	स्नायु	сухожилие		N;INDF;NEUT;SG
ममता	мамата	ममता	мама	PROPN;NOM;FEM;SG;3	N;DEF;FEM;SG
छुपा	скрито	छुपा	скрия-(се)		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
छुपा	скрит	छुपा	скрит		N;INDF;MASC;SG
छुपा	скрита	छुपा	скрия-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
छुपा	скрити	छुपा	скрия-(се)		V;PFV;INDF;PL;V.PTCP;PASS
छुपा	скриване	छुपा	скриване		N;INDF;NEUT;SG
राइस	ориз	राइस	ориз	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
साहसी	приключенски	साहसी	приключенски	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
साहसी	смел	साहसी	смел	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
साहसी	смела	साहसी	смела	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
ताज़ा	пресни	ताज़ा	пресен		ADJ;INDF;PL
ताज़ा	прясно	ताज़ा	прясно		ADV
ताज़ा	свежо	ताज़ा	свеж		ADV
ताज़ा	свежа	ताज़ा	свеж		ADJ;INDF;FEM;SG
ताज़ा	пресен	ताज़ा	пресен		N;INDF;MASC;SG
ताज़ा	фреш	ताज़ा	фреш		N;INDF;MASC;SG
उपेक्षित	игнорира	उपेक्षित	игнорирам	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
ज़िंदगी	life	ज़िंदगी	life	N;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
अवशिष्ट	остатъчна	अवशिष्ट	остатъчен		ADJ;INDF;FEM;SG
अवशिष्ट	остатъчни	अवशिष्ट	остатъчен		ADJ;INDF;PL
अवशिष्ट	остатъчен	अवशिष्ट	остатъча		ADJ;INDF;MASC;SG
श्वार्ज़नेगर	шварценегер	श्वार्ज़नेगर	шварценегер	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
धूमकेतु	кометата	धूमकेतु	комета	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
धूमकेतु	комета	धूमकेतु	комета	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
आइटम	позиции	आइटम	позиция	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आइटम	артикули	आइटम	артикул	N;NOM;MASC;SG;3	N;INDF;MASC;PL
आइटम	предмети	आइटम	предмет	N;NOM;MASC;SG;3	N;INDF;MASC;PL
आइटम	елементи	आइटम	елемент	N;NOM;MASC;SG;3	N;INDF;MASC;PL
क्षणिक	преходни	क्षणिक	преходен		ADJ;INDF;PL
क्षणिक	преходно	क्षणिक	преходно		ADV
क्षणिक	преходна	क्षणिक	преходна		ADJ;INDF;FEM;SG
क्षणिक	моментна	क्षणिक	моментен		ADJ;INDF;FEM;SG
वेदना	меланхолия	वेदना	меланхолия	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
दुर्गम	циреи	दुर्गम	цирея	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जीमेल	gmail	जीमेल	gmail	PROPN;NOM;FEM;SG;3	ADJ
विचलित	разсеян	विचलित	разсея-(се)	ADJ	N;INDF;MASC;SG
फेस	фейс	फेस	фейс		N;INDF;MASC;SG
फेस	лицето	फेस	лице		N;DEF;NEUT;SG
फेस	лице	फेस	лице		N;INDF;NEUT;SG
कस्तूरी	мускус	कस्तूरी	мускус	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
पांव	крака	पाँव	крак	N;NOM;MASC;SG;3	N;INDF;MASC;PL
पांव	краката	पाँव	крак	N;NOM;MASC;SG;3	N;DEF;MASC;PL
पांव	крачета	पाँव	краче	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
छड़	пръчки	छड़	пръчка	N;NOM;FEM;SG;3	N;INDF;FEM;PL
छड़	пръти	छड़	прът	N;NOM;FEM;SG;3	N;INDF;MASC;PL
मीट्रिक	метрични	मीट्रिक	метричен	N;NOM;MASC;SG;3	ADJ;INDF;PL
डिज़ाइनर	дизайнерски	डिज़ाइनर	дизайнерски	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
क्रीड़ा	спортни	क्रीड़ा	спортен	N;NOM;MASC;SG;3	ADJ;INDF;PL
क्रीड़ा	спортен	क्रीड़ा	спортен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
क्रीड़ा	спортно	क्रीड़ा	спортен	N;NOM;MASC;SG;3	ADV
क्रीड़ा	спортове	क्रीड़ा	спорт	N;NOM;MASC;SG;3	N;INDF;MASC;PL
एकाग्रता	концентрациите	एकाग्रता	концентрация	N;NOM;FEM;SG;3	N;DEF;FEM;PL
एकाग्रता	концентрации	एकाग्रता	концентрация	N;NOM;FEM;SG;3	N;INDF;FEM;PL
भतीजे	племенниците	भतीजा	племенник	N;NOM;MASC;SG;3	N;DEF;MASC;PL
दंगे	бунтове	दंगा	бунт	N;NOM;MASC;SG;3	N;INDF;MASC;PL
दंगे	размирици	दंगा	размирик	N;NOM;MASC;SG;3	N;INDF;MASC;PL
प्रमोद	прамод	प्रमोद	прамод	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अपर	горни	अपर	горен		ADJ;INDF;PL
अपर	горна	अपर	горен		ADJ;INDF;FEM;SG
अपर	горен	अपर	горен		ADJ;INDF;MASC;SG
मेरिल	мерил	मेरिल	меря-(се)	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ठाकरे	такъри	ठाकरे	такър	PROPN;NOM;SG;3	N;INDF;MASC;SG
बेंज	бенц	बेंज	бенц	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
तंजानिया	танзания	तंजानिया	танзания	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
गोल्डबर्ग	голдбърг	गोल्डबर्ग	голдбърг	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
