par	za	par	za		ADP;ACC
starpība	diferencijalna	starpība	diferencijalan	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
gājiens	moždani	gājiens	moždan	N;NOM;MASC;SG	ADV
gājiens	premjesti	gājiens	premjesti	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
tradīcija	tradicije	tradīcija	tradicija	N;NOM;FEM;SG	N;NOM;FEM;PL
edmunds	edmunds	edmunds	edmunds	PROPN;NOM;MASC;SG	
šķiedras	vlakna	šķiedra	vlakan	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
šķiedras	vlakna	šķiedra	vlakan	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
šķiedras	vlakno	šķiedra	vlakno	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
šķiedras	vlakana	šķiedra	vlakno	N;NOM;FEM;PL	N;NOM;FEM;SG
kolekcijas	sakupljač	kolekcija	sakupljač	N;NOM;FEM;PL	N;NOM;MASC;SG
kolekcijas	kolekcionar	kolekcija	kolekcionar	N;NOM;FEM;PL	N;NOM;MASC;SG
kolekcijas	prikupljanje	kolekcija	prikupljanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
kolekcijas	zbirka	kolekcija	zbirka	N;NOM;FEM;PL	N;NOM;FEM;SG
kolekcijas	kolekcija	kolekcija	kolekcija	N;NOM;FEM;PL	N;NOM;FEM;SG
senāts	senatu	senāts	senat	N;NOM;MASC;SG	N;DAT;MASC;SG
iekšpusē	iznutra	iekšpuse	iznutra	N;ESS;FEM;SG	ADV
iekšpusē	unutra	iekšpuse	unutra	N;ESS;FEM;SG	ADV
volgas	volgi	volga	volga	N;NOM;FEM;PL	N;DAT;FEM;SG
žanru	žanrova	žanra	žanrov	N;ACC;FEM;SG	N;GEN;MASC;PL
ieročus	oružje	ierocis	oružje	N;ACC;MASC;PL	N;NOM;NEUT;SG
ieročus	oružja	ierocis	oružje	N;ACC;MASC;PL	N;NOM;NEUT;PL
ieročus	ruke	ierocis	ruka	N;ACC;MASC;PL	N;NOM;FEM;PL
kāpas	dine	kāpa	dina	N;NOM;FEM;PL	N;NOM;FEM;SG
kāpas	dinama	kāpa	dina	N;NOM;FEM;PL	N;ACC;MASC;SG
ieskauj	okružen	ieskaut	okružiti	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
procesus	procesi	process	proces	N;ACC;MASC;PL	N;NOM;MASC;PL
reljefa	teren	reljefa	teren	N;GEN;MASC;SG	N;NOM;MASC;SG
jaunākās	najnoviji	jauna	nov	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;DEF;RL;MASC;SG
jaunākās	najnovija	jauna	nov	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;DEF;RL;FEM;SG
jaunākās	najnovije	jauna	nov	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;DEF;RL;FEM;SG
lokomotiv	lokomotiv	lokomoties	lokomotiv	N;NOM;MASC;PL	N;NOM;MASC;SG
rev	rev	revis	rev		ADP
priede	bor	priede	bor	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
priede	pine	priede	pina	PROPN;NOM;FEM;SG	
make	make	make	maka		ADP
make	napraviti	make	napraviti		V;NFIN
make	napravi	make	napraviti		V;IND;SG;3;PRS;FIN
niks	nick	niks	nick	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
astra	astra	astra	astra		N;NOM;MASC;SG
ūdeņi	waters	ūdens	waters	N;NOM;MASC;PL	N;NOM;MASC;SG
pensiju	mirovina	pensija	mirovina	N;ACC;FEM;SG	N;NOM;FEM;SG
pensiju	mirovine	pensija	mirovina	N;ACC;FEM;SG	N;NOM;FEM;PL
pelēks	siva	pelēks	siv	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
pelēks	gray	pelēks	gray	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG
pelēks	siva	pelēks	siv	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
pelēks	grey	pelēks	grey	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG
dalīta	dijeli	dalīt	dijeliti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
dalīta	zajednička	dalīt	zajednički	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
dalīta	podijelili	dalīt	podijeliti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
dalīta	zajedničko	dalīt	zajednički	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG
dalīta	dijelili	dalīt	dijeliti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
noliktavas	skladišta	noliktava	skladište	N;NOM;FEM;SG	N;NOM;NEUT;PL
noliktavas	trgovine	noliktava	trgovina	N;NOM;FEM;SG	N;NOM;FEM;PL
noliktavas	prodavaonice	noliktava	prodavaonica	N;NOM;FEM;SG	N;NOM;FEM;PL
veselību	zdravlje	veselība	zdravlje	N;ACC;FEM;SG	N;NOM;NEUT;SG
veselību	zdravlja	veselība	zdravlje	N;ACC;FEM;SG	N;NOM;NEUT;SG
veselību	zdravstveni	veselība	zdravstven	N;ACC;FEM;SG	ADJ;NOM;DEF;MASC;SG
sudrabs	srebrni	sudrabs	srebrn	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
sudrabs	silver	sudrabs	silver	N;NOM;MASC;SG	ADP
palmu	palm	palma	palm	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
koncertā	koncert	koncerts	koncert	N;ESS;MASC;SG	N;NOM;MASC;SG
koncertā	koncerta	koncerts	koncert	N;ESS;MASC;SG	N;GEN;MASC;SG
zems	nisko	zems	nisko	ADJ;NOM;MASC;SG	ADV
zems	nizak	zems	niz	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
posmiem	faze	posms	faza	N;DAT;MASC;PL	N;NOM;FEM;PL
mala	rubu	mala	rub	N;NOM;FEM;SG	N;DAT;MASC;SG
žurkas	štakor	žurka	štakor	N;NOM;FEM;PL	N;NOM;MASC;SG
mazuļu	maloljetnik	mazulis	maloljetnik	N;ACC;MASC;PL	N;NOM;MASC;SG
plus	plus	plus	plus		N;NOM;MASC;SG
sastāvdaļu	sastojak	sastāvdaļa	sastojak	N;ACC;FEM;SG	N;NOM;MASC;SG
ohaio	ohio	ohais	ohio	PROPN	PROPN;NOM;MASC;SG
pos	pos	pos	pos	N	PROPN;NOM;MASC;SG
spārna	wing	spārns	wing	N;NOM;MASC;SG	ADP
piemēroti	primjereno	piemērot	primjereno	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADV
piemēroti	prikladno	piemērot	prikladno	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG
piemēroti	prigodno	piemērot	prigodno	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG
piemēroti	pogodno	piemērot	pogodno	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG
piemēroti	pogodan	piemērot	pogodan	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
piemēroti	prikladno	piemērot	prikladno	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG
sahāras	sahara	sahārties	sahar	N;NOM;FEM;PL	N;NOM;FEM;SG
sahāras	saharski	sahārties	saharski	N;NOM;FEM;PL	ADV
tonnu	tona	tonna	tona	N;ACC;FEM;SG	N;NOM;FEM;PL
tonnu	ton	tonna	ton	N;ACC;FEM;SG	N;NOM;MASC;SG
havaju	havaje	hava	havati	ADJ;ACC;MASC;SG	N;ACC;FEM;SG
havaju	havajima	hava	havaj	ADJ;ACC;MASC;SG	N;DAT;MASC;PL
havaju	havaja	hava	havaj	ADJ;ACC;MASC;SG	N;GEN;MASC;SG
dvēseles	duse	dvēsele	dus	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;PL
zemūdens	podvodni	zemūdens	podvodan	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
zemūdens	podmornice	zemūdens	podmornica	N;NOM;MASC;SG	N;NOM;FEM;PL
lodzas	łódź	lodza	łódź	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
vadītājiem	vozači	vadītājs	vozač	N;DAT;MASC;PL	N;NOM;MASC;PL
debesu	nebeski	debess	nebeski	N;ACC;FEM;SG	ADJ;NOM;DEF;MASC;SG
debesu	nebeska	debess	nebeski	N;ACC;FEM;SG	ADJ;NOM;DEF;FEM;SG
debesu	rajski	debess	rajski	N;ACC;FEM;SG	ADV
debesu	nebesko	debess	nebeski	N;ACC;FEM;SG	ADJ;NOM;DEF;NEUT;SG
komponista	skladatelj	komponists	skladatelj	N;GEN;MASC;SG	N;NOM;MASC;SG
neatkarīgas	nezavisno	neatkarīga	nezavisno	ADJ;NOM;FEM;PL	ADV
neatkarīgas	neovisna	neatkarīga	neovisan	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
neatkarīgas	neovisno	neatkarīga	neovisno	ADJ;NOM;FEM;PL	ADV
neatkarīgas	samostalna	neatkarīga	samostalan	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
maršruti	ruta	maršruti	ruta	N;NOM;MASC;PL	N;NOM;FEM;SG
sestdienā	subotu	sestdiena	subota	N;ESS;FEM;SG	N;ACC;FEM;SG
sestdienā	subota	sestdiena	subota	N;ESS;FEM;SG	N;NOM;FEM;SG
pabeigt	potpuna	pabeigt	potpun	V;POS;NFIN	ADJ;NOM;DEF;FEM;SG
pabeigt	kompletan	pabeigt	kompletan	V;POS;NFIN	ADJ;NOM;INDF;MASC;SG
pabeigt	kompletna	pabeigt	kompletan	V;POS;NFIN	ADJ;NOM;DEF;FEM;SG
peld	letenje	peldēt	letenje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
peld	leteći	peldēt	leteći	V;FH;IND;3;POS;PRS;FIN;ACT	ADV
vīrietis	muško	vīrietis	muški	N;NOM;MASC;SG	ADJ;NOM;DEF;NEUT;SG
vīrietis	muški	vīrietis	muški	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
ikdienā	svakodnevno	ikdiena	svakodnevno	N;ESS;FEM;SG	ADV
kārtās	rundi	kārta	rundi	N;ESS;FEM;PL	N;DAT;FEM;SG
heart	srce	heart	srce		N;NOM;NEUT;SG
filipīnu	filipinski	filipīns	filipinski	N;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
filipīnu	filipinski	filipīns	filipinski	N;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
samazinātu	smanji	samazināt	smanjiti	V;COND;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
pārstāvot	predstavljajući	pārstāvēt	predstavljati	V;V.CVB	ADV;RL
rumānija	rumunjska	rumānija	rumunjski	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
rumānija	rumunjskoj	rumānija	rumunjski	N;NOM;FEM;SG	ADJ;DAT;FEM;SG
komplekti	ansambala	komplekts	ansambal	N;NOM;MASC;PL	N;GEN;MASC;PL
komplekti	setove	komplekts	set	N;NOM;MASC;PL	N;ACC;MASC;PL
komplekti	postavlja	komplekts	postavljati	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
komplekti	seta	komplekts	set	N;NOM;MASC;PL	N;GEN;MASC;SG
radīti	stvoreni	radīt	stvoriti	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
radīti	stvoreno	radīt	stvoriti	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
radīti	stvorena	radīt	stvoriti	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
radīti	stvoren	radīt	stvoriti	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
radīti	stvorio	radīt	stvoriti	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
organizēt	organiziranje	organizēt	organiziranje	V;POS;NFIN	N;NOM;NEUT;SG
uzvedību	ponašanje	uzvedība	ponašanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
uzvedību	ponašanje	uzvedība	ponašanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
novērojumi	promatranje	novērojums	promatranje	N;NOM;MASC;PL	N;NOM;NEUT;SG
kaimiņu	susjed	kaimiņš	susjed	N;ACC;MASC;SG	N;NOM;MASC;SG
kaimiņu	susjednoj	kaimiņš	susjedan	N;ACC;MASC;SG	ADJ;DAT;DEF;FEM;SG
izstādē	izložba	izstāde	izložba	N;ESS;FEM;SG	N;NOM;FEM;SG
nepabeigti	nedovršen	nepabeigti	nedovršen	ADV	ADJ;NOM;INDF;MASC;SG
ross	ros	ross	ros		PROPN;NOM;MASC;SG
ross	ross	ross	ross		PROPN;NOM;MASC;SG
sakot	rekavši	sacīt	reći	V;V.CVB	ADV;V.CVB
issn	issn	issn	issn	N	PROPN;NOM;MASC;SG
rekonstrukcija	rekonstrukciju	rekonstrukcija	rekonstrukcija	N;NOM;FEM;SG	N;ACC;FEM;SG
aknu	jetra	akna	jetar	N;ACC;MASC;SG	N;NOM;FEM;SG
aknu	jetre	akna	jetra	N;ACC;MASC;SG	N;NOM;FEM;PL
iedarbība	učinci	iedarbība	učinak	N;NOM;FEM;SG	N;NOM;MASC;PL
iedarbība	efekti	iedarbība	efekt	N;NOM;FEM;SG	N;NOM;MASC;PL
iedarbība	izlaganja	iedarbība	izlaganje	N;NOM;FEM;SG	N;NOM;NEUT;PL
iedarbība	izloženosti	iedarbība	izloženost	N;NOM;FEM;SG	N;NOM;FEM;PL
viesnīca	hotela	viesnīca	hotel	N;NOM;FEM;SG	N;ACC;MASC;SG
bibliotēkā	knjižnica	bibliotēka	knjižnica	N;ESS;FEM;SG	N;NOM;FEM;SG
bibliotēkā	biblioteka	bibliotēka	biblioteka	N;ESS;FEM;SG	N;NOM;FEM;SG
altāra	oltaru	altārs	oltar	N;NOM;MASC;SG	N;DAT;MASC;SG
aptaujā	kviz	aptauja	kviz	N;ESS;FEM;SG	N;NOM;MASC;SG
pasākums	mjeri	pasākums	mjera	N;NOM;MASC;SG	N;DAT;FEM;SG
pasākums	mjere	pasākums	mjera	N;NOM;MASC;SG	N;NOM;FEM;PL
peles	miš	pele	miš	N;NOM;FEM;PL	N;NOM;MASC;SG
peles	mišu	pele	miš	N;NOM;FEM;PL	N;DAT;MASC;SG
peles	miša	pele	miš	N;NOM;FEM;PL	N;ACC;MASC;SG
eesti	eesti	besti	eesti		ADP
ēģiptiešu	egipatski	ēģiptietis	egipatski	N;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
konstrukcija	radovi	konstrukcija	rad	N;NOM;FEM;SG	N;NOM;MASC;PL
konstrukcija	izgradnju	konstrukcija	izgradnja	N;NOM;FEM;SG	N;ACC;FEM;SG
komerciāli	komercijalne	komerciāli	komercijalan	ADV	ADJ;NOM;DEF;FEM;PL
komerciāli	komercijalni	komerciāli	komercijalan	ADV	ADJ;NOM;DEF;MASC;SG
komerciāli	reklama	komerciāli	reklama	ADV	N;NOM;FEM;SG
balles	prom	balles	prom	N;NOM;FEM;PL	N;NOM;FEM;SG
balles	matura	balles	matura	N;NOM;FEM;PL	N;NOM;FEM;SG
opozīcijas	opozicija	opozīcija	opozicija	N;NOM;FEM;PL	N;NOM;FEM;SG
opozīcijas	oporbene	opozīcija	oporben	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
opozīcijas	oporba	opozīcija	oporba	N;NOM;FEM;PL	N;NOM;FEM;SG
opozīcijas	protivljenje	opozīcija	protivljenje	N;NOM;FEM;PL	N;NOM;NEUT;SG
vēstule	poruku	vēstule	poruka	N;NOM;FEM;SG	N;ACC;FEM;SG
portugālē	portugala	portugāle	portugati	N;ESS;MASC;SG	N;GEN;MASC;SG
portugālē	portugal	portugāle	portugal	N;ESS;MASC;SG	PROPN;NOM;FEM;SG
atjaunošana	obnovu	atjaunošana	obnova	N;NOM;FEM;SG	N;ACC;FEM;SG
atjaunošana	obnovu	atjaunošana	obnova	N;NOM;FEM;SG	N;ACC;FEM;SG
sadalīt	split	sadalīt	split	V;POS;NFIN	PROPN;NOM;MASC;SG
ieročiem	oružje	ierocis	oružje	N;DAT;MASC;PL	N;NOM;NEUT;SG
ieročiem	pištolji	ierocis	pištolja	N;DAT;MASC;PL	N;NOM;MASC;PL
ieročiem	puške	ierocis	puška	N;DAT;MASC;PL	N;NOM;FEM;PL
pasniedzēju	tenisice	pasniedzēja	tenisica	N;ACC;MASC;SG	N;NOM;FEM;PL
pasniedzēju	treneri	pasniedzēja	treneri	N;ACC;MASC;SG	N;NOM;MASC;PL
grafikas	grafika	grafika	grafik	N;NOM;FEM;PL	N;NOM;FEM;SG
komunikācijas	komunikacija	komunikācija	komunikacija	N;NOM;FEM;PL	N;NOM;FEM;SG
komunikācijas	komunikacija	komunikācija	komunikacija	N;NOM;FEM;PL	N;NOM;FEM;SG
mustafa	mustafa	mustafa	mustaf	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
iemesli	razloge	iemesls	razlog	N;NOM;MASC;PL	N;ACC;MASC;PL
iemesli	izaziva	iemesls	izazivati	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
iemesli	uzrokuje	iemesls	uzrokovati	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
nometnēs	kampove	nometne	kampov	N;ESS;FEM;PL	N;ACC;MASC;PL
nometnēs	logore	nometne	logor	N;ESS;FEM;PL	N;ACC;MASC;PL
audu	tkiva	auds	tkiv	N;ACC;MASC;SG	N;GEN;MASC;SG
audu	tkivo	auds	tkivo	N;ACC;MASC;SG	N;NOM;NEUT;SG
atp	atp	atp	atp		N;NOM;MASC;SG
target	cilj	target	cilj		N;NOM;MASC;SG
target	meta	target	meto		N;NOM;FEM;SG
stāv	stojimo	stāvēt	stajati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IND;PL;1;PRS;FIN
stāv	stojeći	stāvēt	stajać	V;FH;IND;3;POS;PRS;FIN;ACT	ADV;PRS;V.CVB
stāv	stajanje	stāvēt	stajanje	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
stāv	stojim	stāvēt	stajati	V;FH;IND;3;POS;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
sabiedrotie	saveznici	sabiedrot	saveznik	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	N;NOM;MASC;PL
sabiedrotie	saveznike	sabiedrot	saveznik	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	N;ACC;MASC;PL
austriju	austrija	austrija	austrija	PROPN;ACC;FEM;SG	PROPN;NOM;FEM;SG
austriju	austriju	austrija	austrija	PROPN;ACC;FEM;SG	N;ACC;FEM;SG
austriju	austrije	austrija	austrija	PROPN;ACC;FEM;SG	N;NOM;FEM;PL
arkive	arkive	arkive	arkiv		N;NOM;MASC;PL
arhitektu	arhitekti	arhitekts	arhitekt	N;ACC;MASC;SG	N;NOM;MASC;PL
pieaugušie	odraslima	pieaugušais	odrastao	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	ADJ;INS;DEF;MASC;PL
pieaugušie	odrasli	pieaugušais	odrastao	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL
pieaugušie	odraslo	pieaugušais	odrasti	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	V;NEUT;SG;PST;V.PTCP;ACT
pieaugušie	odrasli	pieaugušais	odrastao	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL
viesu	gost	viesis	gost	N;GEN;MASC;PL	N;NOM;MASC;SG
korpusu	trup	korpuss	trup	N;ACC;FEM;SG	N;NOM;MASC;SG
korpusu	trupa	korpuss	trup	N;ACC;FEM;SG	N;NOM;MASC;SG
ozola	oak	ozols	oak	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
ozola	hrasta	ozols	hrast	N;NOM;FEM;SG	N;GEN;MASC;SG
next	sljedeća	next	sljedeći		ADJ;NOM;DEF;FEM;SG
vostok	vostok	vostok	vostok		N;NOM;MASC;SG
meta	meta	mest	meto	V;FH;IND;3;POS;PST;FIN;ACT	N;NOM;FEM;SG
pieņemšanas	prihvaćanje	pieņemšana	prihvaćanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
arhipelāga	arhipelag	arhipelāga	arhipelag	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
lībijas	libijski	lībija	libijski	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
lībijas	libiji	lībija	libija	N;NOM;FEM;PL	N;DAT;FEM;SG
krustojas	isprepletenih	krustoties	isprepleten	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	ADJ;GEN;DEF;MASC;PL
atvasināts	izvedena	atvasināt	izvesti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
vienkāršs	jednostavno	vienkāršs	jednostavno	ADJ;NOM;MASC;SG	ADV
vienkāršs	ravnica	vienkāršs	ravnica	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
aina	aina	aina	aina	N;NOM;FEM;SG	
asfalta	asfalt	asfalts	asfalt	N;GEN;MASC;SG	N;NOM;MASC;SG
saimnieks	učitelju	saimnieks	učitelj	N;NOM;MASC;SG	N;DAT;MASC;SG
pireneju	pirineja	pireneja	pirinej	N;ACC;MASC;SG	N;GEN;MASC;SG
ķēdes	lanaca	ķēde	lanac	N;NOM;FEM;PL	N;GEN;MASC;PL
ķēdes	lanac	ķēde	lanac	N;NOM;FEM;PL	N;NOM;MASC;SG
teilors	taylor	teilors	taylor	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
nīls	neil	nīls	neil	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
nīls	nil	nīls	nil	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
nīls	neal	nīls	neal	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
nīls	neill	nīls	neill	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
būvēts	izgrađen	būvēt	izgraditi	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
būvēts	izgrađena	būvēt	izgraditi	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
būvēts	izgrađeno	būvēt	izgraditi	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
pilij	palača	pilija	palač	N;DAT;FEM;SG	N;NOM;FEM;SG
pilij	palace	pilija	palaca	N;DAT;FEM;SG	N;NOM;MASC;SG
lok	lok	lok	lok	PROPN	N;NOM;MASC;SG
gribu	želite	gribēt	željeti	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;IND;PL;2;PRS;FIN
nepieciešamība	treba	nepieciešamība	trebati	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
nepieciešamība	potreban	nepieciešamība	potreban	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
nepieciešamība	potrebna	nepieciešamība	potreban	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
nepieciešamība	potrebno	nepieciešamība	potreban	N;NOM;FEM;SG	ADJ;NOM;DEF;NEUT;SG
nepieciešamība	trebam	nepieciešamība	trebati	N;NOM;FEM;SG	V;IND;SG;1;PRS;FIN
konstatēts	otkriven	konstatēt	otkriti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
konstatēts	otkrivena	konstatēt	otkriti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
infrastruktūras	infrastrukturu	infrastruktūra	infrastruktura	N;NOM;FEM;PL	N;ACC;FEM;SG
infrastruktūras	infrastruktura	infrastruktūra	infrastruktura	N;NOM;FEM;PL	N;NOM;FEM;SG
kaļiņingradas	kaliningrad	kaļiņingrada	kaliningrad	N;NOM;FEM;PL	N;NOM;MASC;SG
aitas	ovca	aita	ovac	N;NOM;FEM;PL	N;NOM;FEM;SG
aitas	ovci	aita	ovaj	N;NOM;FEM;PL	N;DAT;MASC;SG
aitas	ovaca	aita	ovac	N;NOM;FEM;PL	N;GEN;MASC;SG
aitas	ewe	aita	ewa	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
haiti	haiti	haiti	hait	PROPN	PROPN;NOM;MASC;SG
haiti	haićanski	haiti	haićanski	PROPN	ADJ;NOM;DEF;MASC;SG
rozā	pink	rozā	pink	N	ADP
rozā	ružičasta	rozā	ružičast	N	ADJ;NOM;DEF;FEM;SG
#ffd	#ffd	#ffd	#ffd		
bumba	loptu	bumba	lopta	N;NOM;FEM;SG	N;ACC;FEM;SG
bumba	ball	bumba	ball	N;NOM;FEM;SG	ADP
ref	sudija	ref	sudijati		N;NOM;MASC;SG
cūku	prase	cūka	prasa	N;ACC;FEM;SG	N;NOM;MASC;SG
cūku	svinja	cūka	svinjati	N;ACC;FEM;SG	N;NOM;FEM;SG
zaķis	bunny	zaķis	bunny	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
bizness	poslovno	bizness	poslovan	N;NOM;MASC;SG	ADV
bizness	poslovna	bizness	poslovan	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
bizness	poslovni	bizness	poslovan	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
ieteica	predloženi	ieteikt	predložiti	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;MASC;PL;V.PTCP
ieteica	preporučuje	ieteikt	preporučivati	V;FH;IND;3;POS;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
fosilijas	fosila	fosilija	fositi	N;NOM;FEM;PL	N;GEN;MASC;SG
klaipēdas	klaipėda	klaipēda	klaipada	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
basketball	košarku	basketball	košarka	N;NOM;FEM;SG	N;ACC;FEM;SG
lampas	lampu	lampa	lampa	N;NOM;FEM;PL	N;ACC;FEM;SG
lampas	svjetiljka	lampa	svjetiljka	N;NOM;FEM;PL	N;NOM;FEM;SG
lampas	lampa	lampa	lampa	N;NOM;FEM;PL	N;NOM;FEM;SG
xviii	xviii	kviis	xviii		ADJ
džou	zhou	džoa	zho	PROPN	PROPN;NOM;MASC;SG
maksimāli	maksimum	maksimāli	maksimum	ADV	N;NOM;MASC;SG
mācās	učim	mācīties	učiti	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
mācās	studiranje	mācīties	studiranje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;SG
mācās	učenje	mācīties	učenje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;SG
bosnijas	bosanska	bosnija	bosanski	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
bosnijas	bosanski	bosnija	bosanski	PROPN;NOM;FEM;SG	ADJ;NOM;MASC;SG
bosnijas	bosanskih	bosnija	bosanski	PROPN;NOM;FEM;SG	ADJ;GEN;DEF;MASC;PL
