और	og	और	og		CONJ
विक्रेता	forhandler	विक्रेता	forhandle	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
विक्रेता	sælgers	विक्रेता	sælgers	N;NOM;MASC;SG;3	N;GEN;INDF;MASC+FEM;SG
विक्रेता	sælger	विक्रेता	sælge	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
विक्रेता	sælgere	विक्रेता	sælger	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
विक्रेता	sælgers	विक्रेता	sælgers	N;NOM;MASC;SG;3	N;GEN;INDF;MASC+FEM;SG
विक्रेता	sælger	विक्रेता	sælge	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
विक्रेता	sælgere	विक्रेता	sælger	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
मैनचेस्टर	manchester	मैनचेस्टर	manchester	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
टाइगर	tiger	टाइगर	tige	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
टाइगर	tigeren	टाइगर	tiger	PROPN;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
विंडोज़	vinduer	विंडोज़	vindue	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
विंडोज़	vinduerne	विंडोज़	vindue	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
विंडोज़	ruder	विंडोज़	ruder	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
गैलरी	gallerier	गैलरी	galleri	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
सती	sati	सती	sati	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
चर्चित	trend	चर्चित	trend	ADJ	N;INDF;MASC+FEM;SG
चर्चित	tendens	चर्चित	tendens	ADJ	N;INDF;MASC+FEM;SG
भोजपुरी	bhojpuri	भोजपुरी	bhojpuri	PROPN;NOM;FEM;SG;3	
ट्रिपल	tredobbelte	ट्रिपल	tredobbelt	PROPN;NOM;MASC;SG;3	ADJ;PL
ट्रिपल	triple	ट्रिपल	triple	PROPN;NOM;MASC;SG;3	
ट्रिपल	tredobbelt	ट्रिपल	tredobbelt	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
बीमार	ill	बीमार	ill	ADJ	N;INDF;MASC+FEM;SG
यूईएफए	uefa	यूईएफए	uefa	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गिनी	guinea	गिनी	guinea		N;INDF;MASC+FEM;SG
गिनी	guineas	गिनी	guineas		N;INDF;MASC+FEM;SG
लक्ष्यों	mål	लक्ष्य	mål	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
लक्ष्यों	goals	लक्ष्य	goals	N;ACC;MASC;PL;3	
चिह्नित	markeret	चिह्नित	markere	ADJ	V;INDF;SG;PST;V.PTCP
चिह्नित	afmærket	चिह्नित	afmærke	ADJ	N;DEF;NEUT;SG
चिह्नित	mærket	चिह्नित	mærke	ADJ	N;DEF;NEUT;SG
चिह्नित	markerede	चिह्नित	markere	ADJ	V;IND;PST;FIN;ACT
चिह्नित	mærke	चिह्नित	mærke	ADJ	V;NFIN;ACT
चिह्नित	marker	चिह्नित	mark	ADJ	N;INDF;MASC+FEM;PL
चिह्नित	markér	चिह्नित	mark	ADJ	V;IND;PRS;FIN;ACT
चिह्नित	mark	चिह्नित	mark	ADJ	N;INDF;MASC+FEM;SG
संरक्षक	vogtere	संरक्षक	vogter	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
संरक्षक	vogterne	संरक्षक	vogte	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
संरक्षक	vogter	संरक्षक	vogte	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
अध्यापक	lærer	अध्यापक	lære	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
पर्ल	perle	पर्ल	perle	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पर्ल	perlen	पर्ल	perlen	PROPN;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
पर्ल	pearl	पर्ल	pearl	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पर्ल	perl	पर्ल	perl	PROPN;NOM;MASC;SG;3	
लुई	louis	लु	louis	PROPN;NOM;MASC;SG;3	
लुई	ludvig	लु	ludvig	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
त्वरित	hurtig	त्वरित	hurtig	PROPN;NOM;SG;3	ADJ;INDF;MASC+FEM;SG
त्वरित	hurtigt	त्वरित	hurtigt	PROPN;NOM;SG;3	ADV
त्वरित	hurtige	त्वरित	hurtig	PROPN;NOM;SG;3	ADJ;PL
त्वरित	livligt	त्वरित	livligt	PROPN;NOM;SG;3	ADV
त्वरित	accelereret	त्वरित	accelerere	PROPN;NOM;SG;3	V;INDF;SG;PST;V.PTCP
त्वरित	fremskyndet	त्वरित	fremskynde	PROPN;NOM;SG;3	V;INDF;SG;PST;V.PTCP
डाली	dali	डाल	dali	V;PFV;FEM;SG;V.PTCP;ACT	
परिष्कृत	raffineret	परिष्कृत	raffinere		V;INDF;SG;PST;V.PTCP
परिष्कृत	raffinerede	परिष्कृत	raffineret		ADJ;PL
माउंट	mount	माउंट	mount	PROPN;NOM;MASC;SG;3	
माउंट	montere	माउंट	mont	PROPN;NOM;MASC;SG;3	V;NFIN;ACT
युद्धों	wars	युद्ध	wars	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
शर्तों	udtryk	शर्त	udtryk	N;ACC;FEM;PL;3	N;INDF;NEUT;SG
रियल	ægte	रियल	ægte	N;NOM;MASC;SG;3	ADJ
रियल	real	रियल	real	N;NOM;MASC;SG;3	
रियल	virkeligt	रियल	virkeligt	N;NOM;MASC;SG;3	ADV
रियल	rigtig	रियल	rigtig	N;NOM;MASC;SG;3	ADV
रियल	virkelig	रियल	virkelig	N;NOM;MASC;SG;3	ADV
गेम्स	kampe	गेम्स	kamp	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
वादी	sagsøger	वादी	sagsøger		N;INDF;MASC+FEM;SG
मैकमोहन	mcmahon	मैकमोहन	mcmahon	PROPN;NOM;MASC;SG;3	PROPN
जवाहरलाल	jawaharlal	जवाहरलाल	jawaharlal	PROPN;NOM;MASC;SG;3	
सम	selv	सम	selv		PRO
धारक	containere	धारक	containere	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
धारक	beholder	धारक	beholde	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
धारक	container	धारक	contain	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
माइक	mike	माइक	mike	PROPN;NOM;MASC;SG;3	
घूर्णन	roterer	घूर्णन	rotere	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
घूर्णन	roterende	घूर्णन	rotere	N;NOM;MASC;SG;3	V;PRS;V.PTCP
घूर्णन	roterer	घूर्णन	rotere	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
घूर्णन	rotere	घूर्णन	roter	N;NOM;MASC;SG;3	V;NFIN;ACT
होम्स	homs	होम्स	homs	N;NOM;MASC;SG;3	PROPN
बाण	pil	बाण	pil	N;NOM;MASC;SG;3	V;IMP
अनुकूलन	tilpasning	अनुकूलन	tilpasning		N;INDF;MASC+FEM;SG
निकोबार	nicobar	निकोबार	nicobar	PROPN;NOM;MASC;SG;3	
चक्रवात	cyklonen	चक्रवात	cyklon	PROPN;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
भूख	sulten	भूख	sulten	N;NOM;FEM;SG;3	ADJ;INDF;MASC+FEM;SG
भूख	sultne	भूख	sulten	N;NOM;FEM;SG;3	ADJ;PL
भूख	sulten	भूख	sulten	N;NOM;FEM;SG;3	ADJ;INDF;MASC+FEM;SG
रिश्ता	relationer	रिश्ता	relation	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
टेक्सास	texas	टेक्सास	texas	PROPN;NOM;MASC;SG;3	PROPN
आधी	halvt	आधा	halv	N;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG
आधी	halv	आधा	halv	N;NOM;FEM;SG;3	ADJ;INDF;MASC+FEM;SG
छाप	øremærke	छाप	øremærke	N;NOM;FEM;SG;3	V;NFIN;ACT
बंध	obligation	बंध	obligation	V;ACT	N;INDF;MASC+FEM;SG
बंध	bond	बंध	bond	V;ACT	
कुत्तों	hunde	कुत्त	hund	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
औरंगजेब	aurangzeb	औरंगजेब	aurangzeb	PROPN;NOM;MASC;SG;3	
बॉल	bal	बॉल	bal	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बॉल	bold	बॉल	bold	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बॉल	ball	बॉल	ball	PROPN;NOM;MASC;SG;3	
बॉल	kugle	बॉल	kugle	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बॉल	kugler	बॉल	kugle	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
बॉल	bolde	बॉल	bold	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
बॉल	nosser	बॉल	nosse	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
बॉल	boller	बॉल	bolle	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
बे	bugt	बे	bugt	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बे	bugten	बे	bugt	PROPN;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
बे	bay	बे	bay	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
डॉन	don	डॉन	don	N;NOM;MASC;SG;3	
आरक्षण	reservationer	आरक्षण	reservation	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
आरक्षण	betænkeligheder	आरक्षण	betænkelighed	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
आरक्षण	reservationer	आरक्षण	reservation	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
चाचा	uncle	चाचा	uncle	N;NOM;MASC;SG;3	
विश्राम	fritidsaktiviteter	विश्राम	fritidsaktivitet	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
चर	variable	चर	variable	N;NOM;MASC;SG;3	ADJ;PL
चर	variable	चर	variable	N;NOM;MASC;SG;3	ADJ;PL
चर	variabler	चर	variabler	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
चर	varianter	चर	variant	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
नागर	nagar	नागर	nagar	PROPN;NOM;MASC;SG;3	
नागर	nagara	नागर	nagara	PROPN;NOM;MASC;SG;3	
प्रतिपादित	formulerede	प्रतिपादित	formulere	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
प्रतिपादित	formuleret	प्रतिपादित	formulere	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
आगामी	kommende	आगामी	komme	ADJ	V;PRS;V.PTCP
यूरोपियन	euroen	यूरोपियन	euro	PROPN;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
यूरोपियन	euro	यूरोपियन	euro	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
आजीवन	livstid	आजीवन	livstid		N;INDF;MASC+FEM;SG
आजीवन	levetid	आजीवन	levetid		N;INDF;MASC+FEM;SG
मेरठ	marathi	मेरठ	marathi	PROPN;NOM;MASC;SG;3	
शिविर	camp	शिविर	camp	N;NOM;MASC;SG;3	
दांत	tænderne	दांत	tand	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
दांत	tænder	दांत	tand	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
पुनर्निर्माण	genopbygger	पुनर्निर्माण	genopbygger	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
जेट	jet	जेट	jet	N;NOM;MASC;SG;3	
राष्ट्रीयता	nationaliteter	राष्ट्रीयता	nationalitet	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
ब्रदर्स	brothers	ब्रदर्स	brothe	N;NOM;MASC;PL;3	
ब्रदर्स	bros	ब्रदर्स	bros	N;NOM;MASC;PL;3	
तीस	thirty	तीस	thirty	NUM	
फ्रांसिस्को	francisco	फ्रांसिस्को	francisco	PROPN;NOM;MASC;SG;3	
पारसी	persisk	पारसी	persisk	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
पारसी	persiske	पारसी	persisk	PROPN;NOM;MASC;SG;3	ADJ;PL
प्रयोक्ता	bruger	प्रयोक्ता	bruge	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
स्टोर	forretninger	स्टोर	forretning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
स्टोर	butikkerne	स्टोर	butik	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
स्टोर	stores	स्टोर	stores	N;NOM;MASC;SG;3	V;NFIN;PASS
स्टोर	butikker	स्टोर	butik	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
स्टोर	opbevares	स्टोर	opbevare	N;NOM;MASC;SG;3	V;IND;PRS;FIN;PASS
हसन	hassan	हसन	hassan	PROPN;NOM;MASC;SG;3	
हसन	hasan	हसन	hasan	PROPN;NOM;MASC;SG;3	
रक्षक	frelser	रक्षक	frelse		N;INDF;MASC+FEM;SG
रक्षक	frelser	रक्षक	frelse		N;INDF;MASC+FEM;SG
रक्षक	redningsmand	रक्षक	redningsmand		N;INDF;MASC+FEM;SG
टेलर	taylor	टेलर	taylor	PROPN;NOM;MASC;SG;3	
जूते	fodtøj	जूता	fodtøj	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
चांदी	sølvfarvet	चांदी	sølvfarvet	N;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
चांदी	silver	चांदी	silve	N;NOM;FEM;SG;3	
पेन	pen	पेन	pen	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पेन	kuglepen	पेन	kuglep	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
पेन	pennen	पेन	pen	PROPN;NOM;MASC;SG;3	N;DEF;MASC+FEM;SG
पेन	kuglepenne	पेन	kuglep	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
पेन	penne	पेन	penne	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
दरवाजे	dør	दरवाजा	dø	N;NOM;MASC;PL;3	V;IND;PRS;FIN;ACT
दरवाजे	døren	दरवाजा	dør	N;NOM;MASC;PL;3	N;DEF;MASC+FEM;SG
दरवाजे	dørs	दरवाजा	dør	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
दरवाजे	dørtrin	दरवाजा	dørtrin	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
डांस	danse	डांस	danse	N;NOM;MASC;SG;3	V;NFIN;ACT
डांस	dance	डांस	dance	N;NOM;MASC;SG;3	
ग्यारह	eleven	ग्यारह	eleven	NUM	N;INDF;MASC+FEM;SG
जलीय	akvatiske	जलीय	akvatisk		ADJ;PL
जलीय	vandmiljø	जलीय	vandmiljø		N;INDF;NEUT;SG
हरि	hari	हरि	hari	PROPN;NOM;MASC;SG;3	
पण्डित	pandit	पण्डित	pandit	PROPN;NOM;MASC;SG;3	
मधुर	sød	मधुर	sød		ADJ;INDF;MASC+FEM;SG
मधुर	søde	मधुर	sød		ADJ;PL
मधुर	sødt	मधुर	sød		ADJ;INDF;NEUT;SG
मधुर	sweet	मधुर	swe		
मधुर	dejligste	मधुर	dejlig		ADJ;DEF;RL
मधुर	sødeste	मधुर	sød		ADJ;DEF;RL
कैम्ब्रिज	cambridge	कैम्ब्रिज	cambridge	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सूचक	fingerpeg	सूचक	fingerpeg		N;INDF;MASC+FEM;PL
सूचक	pointer	सूचक	pointer		N;INDF;MASC+FEM;PL
दलित	dalit	दलित	dalit	N;NOM;MASC;SG;3	
दलित	undertrykt	दलित	undertrykt	N;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
दलित	undertrykte	दलित	undertrykte	N;NOM;MASC;SG;3	ADJ;PL
सुई	nålen	सुई	nål		N;DEF;MASC+FEM;SG
सुई	nål	सुई	nål		N;INDF;MASC+FEM;SG
सुई	kanyle	सुई	kanyle		N;INDF;MASC+FEM;SG
सुई	nåle	सुई	nål		N;INDF;MASC+FEM;PL
सुई	sui	सुई	sui		
बैक	retur	बैक	retur		N;INDF;MASC+FEM;SG
बैक	ryg	बैक	ryg		N;INDF;MASC+FEM;SG
बैक	tilbage	बैक	tilbage		ADV
होगन	hogan	होगन	hogan	PROPN;NOM;MASC;SG;3	
संकाय	fakulteter	संकाय	fakulteter	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
प्रोजेक्ट	projekter	प्रोजेक्ट	projekt	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
प्रोजेक्ट	projekterne	प्रोजेक्ट	projekt	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
संज्ञानात्मक	kognitive	संज्ञानात्मक	kognitiv	N;NOM;MASC;SG;3	ADJ;PL
फिलिप	phillip	फिलिप	phillip	PROPN;NOM;MASC;SG;3	
फिलिप	phillip	फिलिप	phillip	PROPN;NOM;MASC;SG;3	
फिलिप	philip	फिलिप	philip	PROPN;NOM;MASC;SG;3	
फिलिप	filip	फिलिप	filip	PROPN;NOM;MASC;SG;3	
स्कॉटिश	skotte	स्कॉटिश	skotte	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
स्कॉटिश	skotske	स्कॉटिश	skotsk	PROPN;NOM;MASC;SG;3	ADJ;PL
स्कॉटिश	scottish	स्कॉटिश	scottish	PROPN;NOM;MASC;SG;3	
स्कॉटिश	skotsk	स्कॉटिश	skotsk	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
बैडमिंटन	badminton	बैडमिंटन	badminton	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
फ्री	fri	फ्री	fri		ADJ;INDF;MASC+FEM;SG
फ्री	frit	फ्री	frit		ADV
फ्री	free	फ्री	free		
फ्री	gratis	फ्री	gratis		ADV
वास्तु	arkitekter	वास्तु	arkitekt	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
मिर्च	peberfrugter	मिर्च	peberfrugte	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
मणिपुर	manipur	मणिपुर	manipur	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
सिन्धु	sindhu	सिन्धु	sindhu	PROPN;NOM;FEM;SG;3	
फ्रैंक	frank	फ्रैंक	frank	PROPN;NOM;MASC;SG;3	
निषेध	forbud	निषेध	forbud		N;INDF;NEUT;SG
चिली	chile	चिली	chile	PROPN;NOM;MASC;SG;3	PROPN
देरी	forsinkelser	देरी	forsinkelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
देरी	sen	देरी	sen	N;NOM;FEM;SG;3	ADJ;INDF;MASC+FEM;SG
देरी	forsinket	देरी	forsinke	N;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
देरी	sent	देरी	sent	N;NOM;FEM;SG;3	ADV
देरी	forsinkelser	देरी	forsinkelse	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
देरी	forsinket	देरी	forsinke	N;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
देरी	forsinkede	देरी	forsinke	N;NOM;FEM;SG;3	V;PL;PST;V.PTCP
नारंगी	orange	नारंगा	orange	PROPN;NOM;MASC;SG;3	ADJ
नारंगी	appelsin	नारंगा	appelsin	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
नारियल	kokosnødder	नारियल	kokosnødde	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
सुविधाएँ	karakteristika	सुविधा	karakteristika	N;NOM;FEM;PL;3	N;INDF;MASC+FEM;SG
बॉन्ड	obligation	बॉन्ड	obligation	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बॉन्ड	bond	बॉन्ड	bond	PROPN;NOM;MASC;SG;3	
चयनित	valgt	चयनित	vælge	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
चयनित	valgte	चयनित	vælge	PROPN;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
चयनित	udvalgte	चयनित	udvælge	PROPN;NOM;MASC;SG;3	V;PL;PST;V.PTCP
चयनित	udvalgt	चयनित	udvælge	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
चयनित	markeret	चयनित	markere	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
आदर	respekt	आदर	respekt		N;INDF;MASC+FEM;SG
आदर	respektere	आदर	respektere		V;NFIN;ACT
आदर	respekter	आदर	respekt		V;IMP
आदर	revere	आदर	revere		N;INDF;MASC+FEM;PL
घट	gryde	घट	gryde	V;SG;ACT	N;INDF;MASC+FEM;SG
घट	krukke	घट	krukke	V;SG;ACT	N;INDF;MASC+FEM;SG
घट	pot	घट	pot	V;SG;ACT	
घट	potte	घट	potte	V;SG;ACT	N;INDF;MASC+FEM;SG
जोसेफ	joseph	जोसेफ	joseph	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
जोसेफ	josef	जोसेफ	josef	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
घंटा	åbningstider	घंटा	åbningstid	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
घंटा	arbejdstimer	घंटा	arbejdstime	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
घंटा	timer	घंटा	time	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
मानवता	humanistiske	मानवता	humanistisk	N;NOM;FEM;SG;3	ADJ;PL
मानवता	humanistisk	मानवता	humanistisk	N;NOM;FEM;SG;3	ADV
सहकारी	samarbejdsvillige	सहकारी	samarbejdsvillig	N;NOM	ADJ;PL
सहकारी	kooperative	सहकारी	kooperativ	N;NOM	ADJ;PL
दुश्मन	fjendtlig	दुश्मन	fjendtlig	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
दुश्मन	fjender	दुश्मन	fjende	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
गुर्दे	nyrer	गुर्दा	nyre	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
गुर्दे	nyrerne	गुर्दा	nyre	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
मीनार	minar	मीनार	minar	N;NOM;FEM;SG;3	
मीनार	tower	मीनार	towe	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
मीनार	minaret	मीनार	minare	N;NOM;FEM;SG;3	ADJ;INDF;SG
द्वितीयक	sekundære	द्वितीयक	sekundær	N;NOM;MASC;SG;3	ADJ;PL
द्वितीयक	sekundær	द्वितीयक	sekundær	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
द्वितीयक	sekundært	द्वितीयक	sekundært	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
आस्ट्रेलिया	australiens	आस्ट्रेलिया	australie	PROPN;NOM;MASC;SG;3	N;GEN;DEF;MASC+FEM;SG
आस्ट्रेलिया	australien	आस्ट्रेलिया	australie	PROPN;NOM;MASC;SG;3	PROPN
कॉफी	kaffen	कॉफी	kaffe		N;DEF;MASC+FEM;SG
कॉफी	kaffe	कॉफी	kaffe		N;INDF;MASC+FEM;SG
परेशानी	vanskeligheder	परेशानी	vanskelighed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
परेशानी	problemer	परेशानी	problem	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
परेशानी	bøvl	परेशानी	bøvl	N;NOM;FEM;SG;3	ADJ;INDF;SG
बडे	støre	बडा	støre	V;MASC;SG;3;V.PTCP;ACT	ADJ;CMPR
बडे	større	बडा	stor	V;MASC;SG;3;V.PTCP;ACT	ADJ;CMPR
संतुलित	afbalanceret	संतुलित	afbalanceret	ADJ	V;INDF;SG;PST;V.PTCP
संतुलित	balanceret	संतुलित	balanceret	ADJ	V;INDF;SG;PST;V.PTCP
जंग	jung	जंग	jung	N;NOM;FEM;SG;3	
संक्रामक	infektiøse	संक्रामक	infektiøs	N;NOM;MASC;SG;3	ADJ;PL
संक्रामक	smitter	संक्रामक	smitte	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
दिमाग	brain	दिमाग	brain	N;NOM;MASC;SG;3	
दिमाग	mind	दिमाग	mind	N;NOM;MASC;SG;3	
दिमाग	hjerner	दिमाग	hjerne	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
इंटर	inter	इंटर	inter		
वयस्कों	voksne	वयस्क	voksen	N;ACC;MASC;PL;3	ADJ;PL
हवेली	haveli	हवेली	haveli	N;NOM;FEM;SG;3	
सहन	udholde	सहन	udholde		V;NFIN;ACT
बरकरार	intakt	बरकरार	intakt	ADV	ADJ;INDF;SG
बरकरार	intakte	बरकरार	intakt	ADV	ADJ;PL
टेबल	bordet	टेबल	bord		N;DEF;NEUT;SG
टेबल	bord	टेबल	bord		N;INDF;NEUT;SG
टेबल	tabel	टेबल	tabel		N;INDF;MASC+FEM;SG
टेबल	tabellerne	टेबल	tabel		N;DEF;MASC+FEM;PL
टेबल	tabeller	टेबल	tabel		N;INDF;NEUT;PL
टेबल	borde	टेबल	bord		N;INDF;NEUT;PL
स्कॉट	scott	स्कॉट	scott	PROPN;NOM;MASC;SG;3	
मैड्रिड	madrid	मैड्रिड	madrid	PROPN;NOM;MASC;SG;3	PROPN
अस्थि	bone	अस्थि	bone	N;NOM;MASC;SG;3	
अस्थि	knogler	अस्थि	knogle	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
सीबीएस	cbs	सीबीएस	cbs	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
सीबीएस	centralbanker	सीबीएस	centralbank	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
कुंजी	taster	कुंजी	taste	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
कुंजी	nøgler	कुंजी	nøgle	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
कुंजी	nøglerne	कुंजी	nøgle	N;NOM;FEM;SG;3	N;DEF;MASC+FEM;PL
कुंजी	tast	कुंजी	taste	N;NOM;FEM;SG;3	V;IMP
रोटी	brod	रोटी	brod	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
रोटी	brød	रोटी	brød	PROPN;NOM;FEM;SG;3	N;INDF;NEUT;SG
रोटी	brødet	रोटी	bryde	PROPN;NOM;FEM;SG;3	N;DEF;NEUT;SG
स्क्वायर	firkantet	स्क्वायर	firkantet	N;NOM;MASC;SG;3	ADJ;INDF;SG
स्क्वायर	square	स्क्वायर	square	N;NOM;MASC;SG;3	
निर्देशांक	koordinerer	निर्देशांक	koordinere	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
निर्देशांक	koordinere	निर्देशांक	koordinere	N;NOM;MASC;SG;3	V;NFIN;ACT
निर्देशांक	koordinaterne	निर्देशांक	koordinat	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
निर्देशांक	koordinater	निर्देशांक	koordinat	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
मिमी	mimi	मिमी	mimi	N;NOM;MASC;SG;3	
इराक	irak	इराक	irak	PROPN;NOM;MASC;SG;3	PROPN
प्रशंसक	vifter	प्रशंसक	vifter	N;NOM;MASC;PL;3	V;IND;PRS;FIN;ACT
प्रशंसक	ventilator	प्रशंसक	ventilator	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
