som	kot	som	kot	ADP	CONJ
panama	panami	panama	pana	N;INDF;MASC;SG	N;DAT;FEM;PL
express	izraziti	express	izraziti	N	V;PFV;NFIN
kontrollert	nadzorovanih	kontrollere	nadzorovan	ADJ;INDF;SG;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
kontrollert	nadzorovani	kontrollere	nadzorovan	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
trussel	grožnje	trussel	grožnja	N;INDF;MASC;SG	N;NOM;FEM;PL
nationale	nationale	national	nationala	ADJ;PL	PROPN;NOM;MASC;SG
diplomatiske	diplomatsko	diplomatisk	diplomatski	ADJ;PL	ADJ;NOM;NEUT;SG
diplomatiske	diplomatski	diplomatisk	diplomatski	ADJ;PL	ADJ;NOM;MASC;SG
diplomatiske	diplomatska	diplomatisk	diplomatski	ADJ;PL	ADJ;NOM;FEM;SG
arkitekter	arhitekti	arkitekter	arhitekt	N;INDF;MASC;SG	N;NOM;MASC;PL
psykisk	psihično	psykisk	psihičen	ADJ;INDF;NEUT;SG	ADV
psykisk	umsko	psykisk	umski	ADJ;INDF;NEUT;SG	ADV
illustrasjoner	ilustracije	illustrasjon	ilustracija	N;INDF;MASC;SG	N;NOM;FEM;PL
spør	vprašajte	spørje	vprašati	V;IND;PRS;FIN	V;PFV;IMP;PL;2;FIN
spør	vprašaj	spørje	vprašaj	V;IND;PRS;FIN	N;NOM;MASC;SG
leeds	leeds	leeds	leeds	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
grete	metka	grete	metek	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
drap	umorov	drap	umor	N;INDF;NEUT;SG	N;GEN;MASC;PL
enke	vdove	enke	vdova	N;INDF;FEM;SG	N;NOM;FEM;PL
radikalt	radikalne	radikal	radikalen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
radikalt	radikalno	radikal	radikalen	ADJ;INDF;NEUT;SG	ADV
talte	šteti	telje	šteti	ADJ;PL;V.PTCP	V;IPFV;NFIN
talte	štel	telje	šteti	ADJ;PL;V.PTCP	V;IPFV;MASC;SG;V.PTCP
talte	štelo	telje	šteti	ADJ;PL;V.PTCP	V;IPFV;NEUT;SG;V.PTCP
talte	govoril	telje	govoriti	ADJ;PL;V.PTCP	V;IPFV;MASC;SG;V.PTCP
tynt	tanke	tyne	tanek	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
tynt	tanko	tyne	tanko	ADJ;INDF;NEUT;SG	ADV
nivåer	ravni	nivåe	raven	N;INDF;FEM;PL	N;NOM;FEM;SG
pause	zlomil	pause	zlomiti	N;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
fetter	sestrična	fetter	sestričen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
kunstneriske	umetniška	kunstnerisk	umetniški	ADJ;PL	ADJ;NOM;FEM;SG
kunstneriske	umetniško	kunstnerisk	umetniški	ADJ;PL	ADJ;NOM;NEUT;SG
kunstneriske	umetniški	kunstnerisk	umetniški	ADJ;PL	ADJ;NOM;MASC;SG
operaen	opere	opera	oprati	N;DEF;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
forvandling	transformacije	forvandling	transformacija	N;INDF;FEM;SG	N;NOM;FEM;PL
hesten	konjsko	hest	konjski	N;DEF;MASC;SG	ADV
mini	mini	minie	mini	N	
susan	suzana	susan	suzan	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
susan	susan	susan	susan	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
avskaffet	odpravljena	avskaff	odpravljen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
avskaffet	ukinjena	avskaff	ukinjen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
avskaffet	odpravljene	avskaff	odpravljen	N;DEF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
too	preveč	too	preveč	N	DET
anslått	ocenjeni	anslå	ocenjen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
fremmede	tujca	fremme	tujec	N;INDF;MASC;SG	N;NOM;MASC;DU
fremmede	neznanci	fremme	neznanec	N;INDF;MASC;SG	N;NOM;MASC;PL
fremmede	tujci	fremme	tujec	N;INDF;MASC;SG	N;NOM;MASC;PL
fremmede	neznanka	fremme	neznanka	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
biologisk	biološke	biologisk	biološki	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
biologisk	biološki	biologisk	biološki	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
natural	naravne	natural	naraven	ADJ;INDF;SG	ADJ;NOM;FEM;PL
jay	jay	jay	jay	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
katolikker	katoliki	katolikke	katolika	N;INDF;MASC;SG	N;NOM;MASC;PL
retninger	smeri	retning	smer	N;INDF;FEM;PL	N;NOM;FEM;SG
pacific	pacific	pacific	pacifica	N;INDF;NEUT;SG	
koreansk	korejsko	koreansk	korejski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
koreansk	korejski	koreansk	korejski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
grave	kopati	grave	kopat	N;INDF;NEUT;SG	V;IPFV;NFIN
grave	kopati	grave	kopat	N;INDF;NEUT;SG	V;IPFV;NFIN
grave	kopanja	grave	kopanje	N;INDF;NEUT;SG	N;NOM;NEUT;PL
bokser	škatle	bokse	škatla	N;INDF;NEUT;SG	N;NOM;FEM;PL
iucn	iucn	iucn	iucn	N;INDF;SG	PROPN;NOM;MASC;SG
moderat	zmerne	moderat	zmeren	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
moderat	zmerni	moderat	zmeren	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
moderat	zmerno	moderat	zmerno	ADJ;INDF;NEUT;SG	ADV
guatemala	gvatemali	guatemal	gvatemati	N;DEF;NEUT;PL	V;IPFV;MASC;PL;V.PTCP
guatemala	gvatemalski	guatemal	gvatemalski	N;DEF;NEUT;PL	ADJ;NOM;MASC;PL
valuta	valute	valuta	valuta	N;INDF;MASC;SG	N;NOM;FEM;PL
valuta	valute	valuta	valuta	N;INDF;MASC;SG	N;NOM;FEM;PL
skriftlige	pisno	skriftlig	pisno	ADJ;PL	ADV
skriftlige	napisano	skriftlig	napisan	ADJ;PL	ADJ;NOM;NEUT;SG;V.PTCP
skriftlige	napisana	skriftlig	napisan	ADJ;PL	ADJ;NOM;FEM;SG;V.PTCP
skriftlige	pisna	skriftlig	pisen	ADJ;PL	ADJ;NOM;FEM;SG
skriftlige	zapisano	skriftlig	zapisan	ADJ;PL	ADJ;NOM;NEUT;SG;V.PTCP
tilnærmet	približno	tilnærm	približno	N;DEF;NEUT;SG	ADV
lane	lane	lane	lan	N;INDF;MASC;SG	
defineres	opredeljen	defineres	opredeljen	V;IND;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
defineres	opredeljeni	defineres	opredeljen	V;IND;FIN	ADJ;NOM;MASC;PL;V.PTCP
defineres	opredeljeno	defineres	opredeljen	V;IND;FIN	ADJ;NOM;NEUT;SG;V.PTCP
defineres	opredeljena	defineres	opredeljen	V;IND;FIN	ADJ;NOM;FEM;SG;V.PTCP
peer	strokovnem	peer	strokoven	N;INDF;MASC;SG	ADJ;DAT;MASC;SG
dårligere	slabše	dårligere	slab	V;NFIN	ADJ;NOM;CMPR;NEUT;SG
dårligere	hujše	dårligere	hud	V;NFIN	ADJ;NOM;CMPR;NEUT;SG
dårligere	huje	dårligere	hudo	V;NFIN	ADV;CMPR
libya	libijo	liby	libeti	PROPN	N;ACC;FEM;SG
libya	libija	liby	libija	PROPN	N;NOM;FEM;SG
miss	gospodična	miss	gospodičen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
sjø	lake	sjø	lak	N;INDF;MASC;SG	
sjø	jezera	sjø	jezero	N;INDF;MASC;SG	N;NOM;NEUT;PL
lenket	povezana	lank	povezan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
lenket	povezano	lank	povezan	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
lenket	povezani	lank	povezan	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
lenket	priklenjen	lank	priklenjen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
lagd	narejeni	leggje	narejen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
spesifikke	specifično	spesifikk	specifično	ADJ;PL	ADV
hercegovina	hercegovine	hercegovin	hercegovina	N;INDF;FEM;SG	N;NOM;FEM;PL
vokse	rastejo	vokse	rasti	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
vokse	rasti	vokse	rasti	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;NFIN
vokse	gojil	vokse	gojiti	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
vokse	zrasti	vokse	zrasti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NFIN
rené	rené	rené	rené	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
rené	rene	rené	rena	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
rené	rené	rené	rené	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
rené	rene	rené	rena	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
jahn	jahn	jahn	jahn	N;INDF;MASC;SG	
treet	jelka	tre	jelka	N;DEF;NEUT;SG	PROPN;NOM;FEM;SG
joan	joan	joan	joan	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
innsatt	zapornik	innsatt	zapornik	ADJ;INDF;SG;V.PTCP	N;NOM;MASC;SG
innsatt	jetnik	innsatt	jetnik	ADJ;INDF;SG;V.PTCP	N;NOM;MASC;SG
kilo	kilogram	kilo	kilogram	N;INDF;MASC;PL	N;NOM;MASC;SG
kilo	kilo	kilo	kilo	N;INDF;MASC;PL	N;ACC;FEM;SG
etterfølgende	zaporedna	etterfølgende	zaporeden	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
etterfølgende	zaporedoma	etterfølgende	zaporedoma	N;INDF;MASC;SG	ADV
etterfølgende	zaporedno	etterfølgende	zaporeden	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
etterfølgende	zaporedni	etterfølgende	zaporeden	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
suksessen	uspehov	suksess	uspeh	N;DEF;MASC;SG	N;GEN;MASC;PL
hage	garden	hage	garden	N;INDF;MASC;SG	
koder	kode	kode	koda	N;INDF;MASC;SG	N;NOM;FEM;PL
koder	šifre	kode	šifra	N;INDF;MASC;SG	N;NOM;FEM;PL
utnytte	izkoriščanje	utnytte	izkoriščanje	V;NFIN	N;NOM;NEUT;SG
ask	vprašajte	ask	vprašati	N;INDF;MASC;SG	V;PFV;IMP;PL;2;FIN
slesvig	schleswig	slesvig	schleswig	ADJ;INDF;SG	PROPN;NOM;MASC;SG
regn	rain	regn	rain	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
reduserte	zmanjšan	redusere	zmanjšan	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
reduserte	zmanjšana	redusere	zmanjšan	ADJ;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reduserte	znižana	redusere	znižan	ADJ;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
reduserte	zmanjšano	redusere	zmanjšan	ADJ;PL;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
its	its	its	its		
forlater	odhaja	forlate	odhajati	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
forlater	odhod	forlate	odhod	N;INDF;FEM;PL	N;NOM;MASC;SG
trent	trent	trenfe	trent	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
trent	treniral	trenfe	trenirati	N;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP
trent	izurjena	trenfe	izurjen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
trent	izurjen	trenfe	izurjen	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
trent	usposobljeno	trenfe	usposobljen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
trent	izurjeni	trenfe	izurjen	N;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
trent	usposobljeni	trenfe	usposobljen	N;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
pete	pete	pete	peti	N;INDF;MASC;SG	N;NOM;FEM;PL
sande	sande	sand	sanda	N;INDF;MASC;SG	
finansiert	financirane	finansiere	financiran	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
finansiert	financiranih	finansiere	financiran	ADJ;INDF;SG;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
revisjon	revizije	revisjon	revizija	N;INDF;MASC;SG	N;NOM;FEM;PL
lagret	shranjeno	lagr	shranjen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
lagret	shranjena	lagr	shranjen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
lagret	shranjeni	lagr	shranjen	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
lagret	rešen	lagr	rešen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
lagret	rešeno	lagr	rešen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
lagret	shranjeno	lagr	shranjen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
lagret	rešena	lagr	rešen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
lagret	shranjena	lagr	shranjen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
paulus	paulus	paulus	paulus	N;MASC	
paulus	paul	paulus	pauti	N;MASC	PROPN;NOM;MASC;SG
bandy	bandy	bandy	bandy	N;INDF;MASC;SG	
short	kratki	shor	kratek	N;INDF;SG	ADJ;NOM;DEF;MASC;SG
short	kratko	shor	kratko	N;INDF;SG	ADV
short	kratek	shor	kratek	N;INDF;SG	ADJ;NOM;INDF;MASC;SG
short	kratka	shor	kratek	N;INDF;SG	ADJ;NOM;FEM;SG
short	kratke	shor	kratek	N;INDF;SG	ADJ;NOM;FEM;PL
bud	ponudbe	bud	ponudba	N;INDF;NEUT;SG	N;NOM;FEM;PL
syke	bolan	syke	bolan	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
mikael	michael	mikael	michael	N;INDF;MASC;SG	
koblet	povezana	kobl	povezan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
koblet	povezani	kobl	povezan	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
koblet	povezano	kobl	povezan	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
koblet	povezana	kobl	povezan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
koblet	povezano	kobl	povezan	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
koblet	povezani	kobl	povezan	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
raske	hitri	rask	hiter	ADJ;PL	ADJ;NOM;DEF;MASC;SG
raske	hiter	rask	hiter	ADJ;PL	ADJ;NOM;INDF;MASC;SG
raske	hitra	rask	hiter	ADJ;PL	ADJ;NOM;FEM;SG
raske	hitro	rask	hitro	ADJ;PL	ADV
østersjøen	baltskem	østersjø	baltski	N;DEF;MASC;SG	ADJ;DAT;MASC;SG
miles	kilometre	miles	kilometer	N;INDF;MASC;SG	N;ACC;MASC;PL
miles	kilometri	miles	kilometer	N;INDF;MASC;SG	N;NOM;MASC;PL
miles	miles	miles	miles	N;INDF;MASC;SG	
miles	kilometrov	miles	kilometer	N;INDF;MASC;SG	N;GEN;MASC;PL
miles	milj	miles	milja	N;INDF;MASC;SG	N;NOM;FEM;PL
isolert	izoliranih	isolere	izoliran	ADJ;INDF;SG;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
isolert	izolirane	isolere	izoliran	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
toten	toten	tot	toten	N;INDF;MASC;SG	
sovjet	sovjeti	sovjet	sovjeti	N;DEF;NEUT;SG	N;NOM;MASC;PL
svarer	odzivanje	svare	odzivanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
svarer	odziv	svare	odziv	V;IND;PRS;FIN	N;NOM;MASC;SG
jevnt	enakomerno	jevne	enakomerno	ADJ;INDF;NEUT;SG	ADV
cruz	cruz	cruz	cruz	N	PROPN;NOM;MASC;SG
effekter	učinki	effekt	učinek	N;INDF;NEUT;SG	N;NOM;MASC;PL
effekter	vplivi	effekt	vpliv	N;INDF;NEUT;SG	N;NOM;MASC;PL
mix	premeša	mix	premešati	N;INDF;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
mix	mix	mix	mix	N;INDF;MASC;SG	
prinsipper	načela	prinsippe	načelo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
prinsipper	načeli	prinsippe	načelo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
fortid	pretekli	fortid	pretekel	N;INDF;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
urban	mestna	urban	mesten	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
urban	urbana	urban	urban	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
urban	mestne	urban	mesten	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
bremen	bremen	brem	bremen	N;DEF;MASC;SG	N;GEN;NEUT;PL
allan	allan	allan	allan	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
ron	ron	ron	ron	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
brystet	prsi	bryst	prsi	N;DEF;NEUT;SG	N;NOM;FEM;PL
gren	vejo	gren	vedeti	N;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN
monaco	monako	monaco	monako	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
måler	merjenje	måle	merjenje	V;IND;PRS;FIN	N;NOM;NEUT;SG
søren	soren	søren	soren	N;INDF;MASC;SG	
søren	soren	søren	soren	N;INDF;MASC;SG	
tilstede	prisotna	tilsted	prisoten	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
tilstede	prisotni	tilsted	prisoten	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
tilstede	prisotno	tilsted	prisotno	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
tilstede	prisoten	tilsted	prisoten	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
koch	koch	koch	koch	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
spurt	vprašal	spørje	vprašati	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
spurt	vprašali	spørje	vprašati	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;PL;V.PTCP
sesongene	letne	sesong	leten	N;DEF;MASC;PL	ADJ;NOM;FEM;PL
reserve	rezerve	reserve	rezerva	N;INDF;MASC;SG	N;NOM;FEM;PL
holst	holst	holst	holst	N;INDF;MASC;SG	
unike	edinstveno	unik	edinstven	ADJ;PL	ADJ;NOM;NEUT;SG
unike	edinstven	unik	edinstven	ADJ;PL	ADJ;NOM;INDF;MASC;SG
unike	edinstvena	unik	edinstven	ADJ;PL	ADJ;NOM;FEM;SG
unike	enkratna	unik	enkraten	ADJ;PL	ADJ;NOM;FEM;SG
påvist	dokazane	påvise	dokazan	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
organismer	organizmi	organisme	organizem	N;INDF;MASC;SG	N;NOM;MASC;PL
organismer	povzročitelji	organisme	povzročitelj	N;INDF;MASC;SG	N;NOM;MASC;PL
organismer	organizme	organisme	organizem	N;INDF;MASC;SG	N;ACC;MASC;PL
atle	atle	atle	atle	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
catherine	catherine	catherin	catherin	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
produsenter	pridelovalci	produsenter	pridelovalec	N;INDF;NEUT;SG	N;NOM;MASC;PL
produsenter	proizvajalci	produsenter	proizvajalec	N;INDF;NEUT;SG	N;NOM;MASC;PL
produsenter	izdelovalci	produsenter	izdelovalec	N;INDF;NEUT;SG	N;NOM;MASC;PL
produsenter	proizvajalci	produsenter	proizvajalec	N;INDF;NEUT;SG	N;NOM;MASC;PL
mørkt	temni	mørk	temen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
mørkt	temno	mørk	temno	ADJ;INDF;NEUT;SG	ADV
lysere	svetlejše	lysere	svetel	N;INDF;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
lysere	lažji	lysere	lahek	N;INDF;FEM;SG	ADJ;NOM;DEF;CMPR;MASC;SG
lysere	lažja	lysere	lahek	N;INDF;FEM;SG	ADJ;NOM;CMPR;FEM;SG
israelsk	izraelske	israelsk	izraelski	ADJ;INDF;SG	ADJ;NOM;FEM;PL
nøytral	nevtralni	nøytral	nevtralen	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
kritiske	kritična	kritisk	kritičen	ADJ;PL	ADJ;NOM;FEM;SG
kritiske	kritičen	kritisk	kritičen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
kritiske	kritično	kritisk	kritično	ADJ;PL	ADV
trafikken	prometni	trafikk	prometen	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
dramatiske	dramatična	dramatisk	dramatičen	ADJ;PL	ADJ;NOM;FEM;SG
dramatiske	dramatičen	dramatisk	dramatičen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
dramatiske	dramatično	dramatisk	dramatičen	ADJ;PL	ADV
tyngre	težje	tung	težko	ADJ;CMPR	ADV;CMPR
cook	cook	cook	cook	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
skikkelig	pravilno	skikkelig	pravilno	ADJ;INDF;NEUT;SG	ADV
biskoper	škofje	biskoper	škofja	N;INDF;MASC;SG	N;NOM;MASC;PL
fokuserer	osredotočanje	fokusere	osredotočanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
falle	padlo	falle	pasti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;NEUT;SG;V.PTCP
falle	jesen	falle	jesen	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;FEM;SG
falle	padec	falle	padec	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;MASC;SG
falle	padel	falle	pasti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
alger	alg	alger	alg	N;INDF;NEUT;SG	N;GEN;FEM;PL
alger	alge	alger	alga	N;INDF;NEUT;SG	N;NOM;FEM;PL
filmet	snemal	film	snemati	N;DEF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
filmet	posneli	film	posneti	N;DEF;NEUT;SG	V;PFV;MASC;PL;V.PTCP
filmet	posneti	film	posnet	N;DEF;NEUT;SG	V;PFV;NFIN
filmet	posnel	film	posneti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
dallas	dallas	dallas	dallas	PROPN	PROPN;NOM;MASC;SG
aus	aus	aus	aus	N;INDF;SG	
want	želiš	want	želeti	N	V;IPFV;IND;SG;2;PRS;FIN
hellig	sveti	hellig	svet	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
hellig	sveto	hellig	svet	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
hellig	svete	hellig	svet	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
hellig	sveto	hellig	svet	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
næss	næss	næss	nass	PROPN	
utfører	opravljanje	utføre	opravljanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
kjennetegn	lastnosti	kjennetegn	lastnost	N;INDF;NEUT;SG	N;NOM;FEM;PL
kjennetegn	značilnosti	kjennetegn	značilnost	N;INDF;NEUT;SG	N;NOM;FEM;PL
oskar	oskar	oske	oskar	N;INDF;MASC;PL	N;NOM;MASC;SG
iowa	iowa	iowe	iow	PROPN	PROPN;NOM;MASC;SG
jordskjelv	potresi	jordskjelv	potres	N;INDF;NEUT;SG	N;NOM;MASC;PL
hunner	samice	hunner	samica	N;INDF;MASC;SG	N;NOM;FEM;PL
behandles	ozdravljiva	behandles	ozdravljiv	N;INDF;SG	ADJ;NOM;FEM;SG
engasjerte	zaročen	engasjere	zaročen	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
engasjerte	zaročena	engasjere	zaročen	ADJ;PL;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
calgary	calgary	calgary	calgary	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
misjonærer	misijonarji	misjonær	misijonar	N;INDF;MASC;SG	N;NOM;MASC;PL
oversette	prevajanje	oversetje	prevajanje	ADJ;PL;V.PTCP	N;NOM;NEUT;SG
sitte	sedi	sitte	sedeti	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
militæret	vojaška	militær	vojaški	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
militæret	vojaški	militær	vojaški	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG
militæret	vojaško	militær	vojaški	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
reisende	popotniki	reisende	popotnik	N;INDF;NEUT;SG	N;NOM;MASC;PL
reisende	popotniki	reisende	popotnik	N;INDF;NEUT;SG	N;NOM;MASC;PL
arvid	arvid	arvid	arvid	N;INDF;MASC;SG	
dean	dekan	dean	dekan	PROPN	N;NOM;MASC;SG
dean	dean	dean	dean	PROPN	PROPN;NOM;MASC;SG
knop	vozlov	knop	vozel	N;INDF;MASC;SG	N;GEN;MASC;PL
knop	vozli	knop	vozel	N;INDF;MASC;SG	N;NOM;MASC;PL
stråling	sevanja	stråling	sevanji	N;INDF;FEM;SG	N;NOM;NEUT;PL
fremstilt	izdelane	fremstille	izdelan	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
erich	erich	erich	erich	N	
identisk	enake	identisk	enak	ADJ;INDF;NEUT;SG	DET;NOM;FEM;PL
teoretisk	teoretično	teoretisk	teoretično	ADJ;INDF;NEUT;SG	ADV
teoretisk	teoretični	teoretisk	teoretičen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
teoretisk	teoretično	teoretisk	teoretično	ADJ;INDF;NEUT;SG	ADV
essay	eseje	essay	eseja	N;INDF;NEUT;SG	N;ACC;MASC;PL
hudson	hudson	hudson	hudson	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
belønnet	nagrajena	belønn	nagrajen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
belønnet	nagrajeni	belønn	nagrajen	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
belønnet	nagrajen	belønn	nagrajen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
trondhjem	trondheim	trondhjem	trondhei	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
sammenligning	primerjaj	sammenligning	primerjaj	N;INDF;FEM;SG	V;IPFV;IMP;SG;2;FIN
sammenligning	primerjati	sammenligning	primerjati	N;INDF;FEM;SG	V;IPFV;NFIN
komponister	skladateljev	komponister	skladatelj	N;INDF;MASC;SG	N;GEN;MASC;PL
spennende	zanimivo	spennende	zanimiv	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
