категория	kategorien	категория	kategorien	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
логика	logik	логика	logik	N;INAN;NOM;FEM;SG	
думал	gedanke	думать	gedank	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ
добычи	extraktion	добыча	extraktion	N;INAN;NOM;FEM;PL	PROPN
добычи	extrahieren	добыча	extrahieren	N;INAN;NOM;FEM;PL	V;NFIN
добычи	gewinnung	добыча	gewinnung	N;INAN;NOM;FEM;PL	ADJ
добычи	bergbau	добыча	bergbau	N;INAN;NOM;FEM;PL	
варшава	warszawa	варшав	warszawa	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
варшава	warschau	варшав	warschau	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
варшава	warschau	варшав	warschau	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
смену	schicht	смена	schechen	N;INAN;ACC;FEM;SG	ADJ
смену	verschieben	смена	verscheiben	N;INAN;ACC;FEM;SG	V;NFIN
смену	shift	смена	shefen	N;INAN;ACC;FEM;SG	PROPN
приборов	elektrogeräte	прибор	elektrogerät	N;INAN;GEN;MASC;PL	ADJ;NOM;FEM;SG
приборов	geräte	прибор	geräten	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
приборов	haushaltsgeräte	прибор	haushaltsgerät	N;INAN;GEN;MASC;PL	ADJ;NOM;SG
изобретатель	erfinder	изобретатель	erfinder	N;ANIM;NOM;MASC;SG	ADJ
колонны	spalten	колонна	spalten	N;INAN;NOM;FEM;PL	V;NFIN
колонны	säulen	колонна	säulen	N;INAN;NOM;FEM;PL	V;NFIN
колонны	spalte	колонна	spalten	N;INAN;NOM;FEM;PL	ADJ;NOM;SG
колонны	stützen	колонна	stützen	N;INAN;NOM;FEM;PL	V;NFIN
недостаток	nachteil	недостаток	nachteil	N;INAN;NOM;MASC;SG	
недостаток	fehlen	недостаток	fehlen	N;INAN;NOM;MASC;SG	V;NFIN
недостаток	mangelnde	недостаток	mangelnd	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
недостаток	mangel	недостаток	mangeln	N;INAN;NOM;MASC;SG	
недостаток	nachteil	недостаток	nachteil	N;INAN;NOM;MASC;SG	
недостаток	benachteiligt	недостаток	benachteiligen	N;INAN;NOM;MASC;SG	ADJ;V.PTCP
недостаток	benachteiligen	недостаток	benachteiligen	N;INAN;NOM;MASC;SG	V;NFIN
недостаток	nachteile	недостаток	nachteil	N;INAN;NOM;MASC;SG	ADJ;NOM
теорема	theorem	теорема	theor	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
написала	schrieben	писать	schreiben	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PL;FIN
соли	salzen	соль	salzen	N;INAN;NOM;FEM;PL	V;NFIN
соли	salz	соль	salz	N;INAN;NOM;FEM;PL	
соли	salt	соль	salt	N;INAN;NOM;FEM;PL	PROPN
соли	salze	соль	salz	N;INAN;NOM;FEM;PL	
соли	salzwasser	соль	salzwasser	N;INAN;NOM;FEM;PL	
соли	salze	соль	salz	N;INAN;NOM;FEM;PL	
соли	salzen	соль	salzen	N;INAN;NOM;FEM;PL	V;NFIN
переведены	übertragene	перевести	übertragen	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
колорадо	colorado	колорадо	colorado	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
носить	verschleiß	носить	verschleiß	V;IPFV;NFIN;ACT	N
носить	erschöpft	носить	erschöpfen	V;IPFV;NFIN;ACT	ADJ;V.PTCP
носить	getragene	носить	getragen	V;IPFV;NFIN;ACT	ADJ;NOM
паша	pascha	паша	pascha	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
астероид	asteroiden	астероид	asteroiden	N;INAN;NOM;MASC;SG	
вещество	stoff	вещество	stoff	N;INAN;NOM;NEUT;SG	
вещество	substanz	вещество	substanz	N;INAN;NOM;NEUT;SG	
вещество	wirkstoff	вещество	wirkstoff	N;INAN;NOM;NEUT;SG	
графика	grafik	график	grafik	N;INAN;NOM;FEM;SG	
графика	graphik	график	graphik	N;INAN;NOM;FEM;SG	
графика	grafiken	график	grafik	N;INAN;NOM;FEM;SG	V;NFIN
графика	graphiken	график	graphiken	N;INAN;NOM;FEM;SG	
андреа	andrea	андрей	andrea	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
лишения	benachteiligung	лишение	benachteiligung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
отличался	uneins	отличаться	uneins	V;IPFV;MASC;IND;SG;PST;FIN;MID	ADJ
смесь	mischungen	смесь	mischingen	N;INAN;NOM;FEM;SG	V;NFIN
смесь	mischung	смесь	mischung	N;INAN;NOM;FEM;SG	ADJ
смесь	gemisch	смесь	gemisch	N;INAN;NOM;FEM;SG	ADJ
смесь	mischung	смесь	mischung	N;INAN;NOM;FEM;SG	ADJ
смесь	mischen	смесь	mischen	N;INAN;NOM;FEM;SG	V;NFIN
смесь	gemisch	смесь	gemisch	N;INAN;NOM;FEM;SG	ADJ
иваново	iwanowo	ивановый	iwanowo	ADV	PROPN;NOM;MASC;SG
явлений	phänomenen	явление	phänomen	N;INAN;GEN;NEUT;PL	V;FIN
явлений	erscheinungen	явление	erscheinung	N;INAN;GEN;NEUT;PL	V;NFIN
явлений	phänomen	явление	phänom	N;INAN;GEN;NEUT;PL	V;NFIN
явлений	phänomene	явление	phänomen	N;INAN;GEN;NEUT;PL	ADJ;PL
отмечены	markiert	отметить	markieren	V;PFV;PL;PST;V.PTCP;PASS	ADJ;V.PTCP
отмечены	markierte	отметить	markiert	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;SG
лариса	larissa	лариса	larissa	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
блог	blog	блог	blog	N;INAN;NOM;MASC;SG	
блог	blogs	блог	blogs	N;INAN;NOM;MASC;SG	ADV
ташкент	taschkent	ташкент	taschkent	N;INAN;NOM;MASC;SG	PROPN
ташкент	usbekistan	ташкент	usbekistan	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
полученные	erhaltene	получить	erhalten	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
полученные	erhalten	получить	erhalten	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;V.PTCP
полученные	erhielt	получить	erhalten	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
подробности	einzelheiten	подробность	einzelheiten	N;INAN;NOM;FEM;PL	V;NFIN
куба	zentralamerika	куб	zentralamerika	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
куба	kuba	куб	kuba	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
преподавателей	lehrer	преподаватель	lehr	N;ANIM;GEN;MASC;PL	ADJ
преподавателей	lehrerinnen	преподаватель	lehrerinnen	N;ANIM;GEN;MASC;PL	N;NOM;PL
преподавателей	lehrkräfte	преподаватель	lehrkraft	N;ANIM;GEN;MASC;PL	;NOM
преподавателей	dozenten	преподаватель	dozent	N;ANIM;GEN;MASC;PL	N;NOM;PL
дополнения	nachtrag	дополнение	nachtrag	N;INAN;NOM;NEUT;PL	PROPN
дополнения	ergänzen	дополнение	ergänzen	N;INAN;NOM;NEUT;PL	V;NFIN
дополнения	zuschlag	дополнение	zuschlagen	N;INAN;NOM;NEUT;PL	
дополнения	ergänzung	дополнение	Ergänzung	N;INAN;NOM;NEUT;PL	ADJ
дополнения	beilage	дополнение	beilage	N;INAN;NOM;NEUT;PL	
дополнения	aufpreis	дополнение	aufpreis	N;INAN;NOM;NEUT;PL	
дополнения	ergänzungen	дополнение	ergänzung	N;INAN;NOM;NEUT;PL	V;NFIN
дополнения	zugänge	дополнение	zugänge	N;INAN;NOM;NEUT;PL	
дополнения	zusätze	дополнение	zusätzen	N;INAN;NOM;NEUT;PL	
дополнения	zusatzleistungen	дополнение	zusatzleistungen	N;INAN;NOM;NEUT;PL	V;NFIN
дополнения	nahrungsergänzungsmittel	дополнение	nahrungsergänzungsmittel	N;INAN;NOM;NEUT;PL	ADJ
дополнения	beilagen	дополнение	beiliegen	N;INAN;NOM;NEUT;PL	V;NFIN
дополнения	zuschläge	дополнение	zuschläge	N;INAN;NOM;NEUT;PL	
дополнения	ergänzt	дополнение	ergänzen	N;INAN;NOM;NEUT;PL	V;V.PTCP
дополнения	ergänzungen	дополнение	ergänzung	N;INAN;NOM;NEUT;PL	V;NFIN
собаки	hunden	собака	hunden	N;ANIM;NOM;FEM;PL	
собаки	hund	собака	hund	N;ANIM;NOM;FEM;PL	N;NOM;MASC;SG
собаки	hunde	собака	hund	N;ANIM;NOM;FEM;PL	
охота	jagen	охота	jagen	N;INAN;NOM;FEM;SG	V;NFIN
охота	hunt	охота	hunt	N;INAN;NOM;FEM;SG	PROPN
охота	jagd	охота	jagd	N;INAN;NOM;FEM;SG	
охота	jagen	охота	jagen	N;INAN;NOM;FEM;SG	V;NFIN
охота	jagd	охота	jagd	N;INAN;NOM;FEM;SG	
укрепление	verstärkung	укрепление	verstärkung	N;INAN;NOM;NEUT;SG	ADJ
укрепление	verstärkung	укрепление	verstärkung	N;INAN;NOM;NEUT;SG	ADJ
величина	wert	величина	wert	N;INAN;NOM;FEM;SG	ADJ
величина	helligkeit	величина	helligkeit	N;INAN;NOM;FEM;SG	ADJ
величина	größenordnung	величина	größenordnung	N;INAN;NOM;FEM;SG	ADJ
беженцев	flüchtlinge	беженец	flüchtlinge	N;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;PL
беженцев	flüchtling	беженец	flüchtlingen	N;ANIM;GEN;MASC;PL	ADJ
торговой	trading	торговый	trading	ADJ;INS;FEM;SG	PROPN
торговой	handel	торговый	handel	ADJ;INS;FEM;SG	ADV
гимн	hymne	гимн	hymnen	N;INAN;NOM;MASC;SG	
гимн	hymne	гимн	hymnen	N;INAN;NOM;MASC;SG	
гимн	nationalhymne	гимн	nationalhymne	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
шанс	gelegenheit	шанс	gelegenheit	N;INAN;NOM;MASC;SG	ADJ
шанс	zufall	шанс	zufall	N;INAN;NOM;MASC;SG	
маргарет	margaret	маргарет	margaret	N;ANIM;NOM;FEM;SG	PROPN;SG
маргарет	margarethe	маргарет	margarethe	N;ANIM;NOM;FEM;SG	ADJ
гордон	gordon	гордон	gordon	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ареста	krampfanfälle	арест	krampfanfäll	N;INAN;GEN;MASC;SG	ADJ;NOM;FEM;PL
ареста	beschlagnahme	арест	beschlagnahm	N;INAN;GEN;MASC;SG	ADJ;NOM
ареста	anfälle	арест	anfallen	N;INAN;GEN;MASC;SG	
внешне	äußerlich	внешне	äußerlich	ADV	ADJ
норм	normen	норма	normen	N;INAN;GEN;FEM;PL	V;NFIN
норм	regel	норма	regel	N;INAN;GEN;FEM;PL	ADV
норм	norm	норма	norm	N;INAN;GEN;FEM;PL	
норм	normalfall	норма	normalfall	N;INAN;GEN;FEM;PL	ADJ
переходы	übergänge	переход	übergängen	N;INAN;NOM;MASC;PL	ADJ
переходы	empfehlungen	переход	empfehlingen	N;INAN;NOM;MASC;PL	V;NFIN
переходы	verweise	переход	verweisen	N;INAN;NOM;MASC;PL	
переходы	kreuzungen	переход	kreuzung	N;INAN;NOM;MASC;PL	V;NFIN
переходы	übergänge	переход	übergängen	N;INAN;NOM;MASC;PL	ADJ
принцессы	princess	принцесса	princess	N;ANIM;NOM;FEM;PL	PROPN;NOM;NEUT;SG
принцессы	fürstin	принцесса	fürstin	N;ANIM;NOM;FEM;PL	PROPN;NOM;SG
принцессы	prinzessin	принцесса	prinzessin	N;ANIM;NOM;FEM;PL	N;NOM;FEM;SG
специальное	spezielle	специальный	speziell	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
специальное	spezial	специальный	spezial	ADJ;NOM;NEUT;SG	
специальное	besondere	специальный	besonder	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
найден	fanden	найти	finden	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IND;PL;3;PST;FIN
гарсия	garcia	гарсия	garcia	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
гарсия	garcía	гарсия	garcía	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
гарсия	garcia	гарсия	garcia	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
гарсия	garcía	гарсия	garcía	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
авиакомпания	fluggesellschaften	авиакомпания	fluggesellschaft	N;INAN;NOM;FEM;SG	ADJ
авиакомпания	fluglinien	авиакомпания	fluglini	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
авиакомпания	fluggesellschaft	авиакомпания	fluggesellschaft	N;INAN;NOM;FEM;SG	ADJ
авиакомпания	fluglinie	авиакомпания	fluglinie	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
авиакомпания	airline	авиакомпания	airline	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
профессиональная	fachmann	профессиональный	fachmann	ADJ;NOM;FEM;SG	
профессиональная	profi	профессиональный	profi	ADJ;NOM;FEM;SG	
профессиональная	professionelle	профессиональный	professionell	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
примечания	notizen	примечание	notiz	N;INAN;NOM;NEUT;PL	V;NFIN
примечания	anmerkungen	примечание	anmerkingen	N;INAN;NOM;NEUT;PL	V;NFIN
примечания	bemerkungen	примечание	bemerkungen	N;INAN;NOM;NEUT;PL	V;NFIN
лит	litas	лито	litas	N;INAN;NOM;MASC;SG	
синонимы	synonyme	синоним	synonym	N;INAN;NOM;MASC;PL	ADJ
задание	abtretung	задание	abtretung	N;INAN;NOM;NEUT;SG	ADJ
задание	zuordnung	задание	zuordnung	N;INAN;NOM;NEUT;SG	ADJ
воздействие	impact	воздействие	impact	N;INAN;NOM;NEUT;SG	PROPN
воздействие	auswirkungen	воздействие	auswirkingen	N;INAN;NOM;NEUT;SG	V;NFIN
воздействие	einfluss	воздействие	einfluß	N;INAN;NOM;NEUT;SG	ADJ
воздействие	wirkungen	воздействие	wirkingen	N;INAN;NOM;NEUT;SG	V;NFIN
воздействие	auswirkungen	воздействие	auswirkingen	N;INAN;NOM;NEUT;SG	V;NFIN
заявка	bewerbung	заявка	bewerbung	N;INAN;NOM;FEM;SG	
уэльс	wales	уэльс	wales	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
уэльс	schottland	уэльс	schottland	N;INAN;NOM;MASC;SG	ADJ
бумаги	papierindustrie	бумага	papierindustrie	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
бумаги	papier	бумага	papier	N;INAN;NOM;FEM;PL	
бумаги	zeitung	бумага	zeitung	N;INAN;NOM;FEM;PL	
бумаги	zeitungen	бумага	zeitungen	N;INAN;NOM;FEM;PL	V;NFIN
ударов	weht	удар	weht	N;INAN;GEN;MASC;PL	V;IND;SG;3;PRS;FIN
ударов	schläge	удар	schläg	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
ударов	bläst	удар	blasen	N;INAN;GEN;MASC;PL	V;IND;SG;3;PRS;FIN
положительные	positives	положительный	positiv	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
никола	nicola	никол	nicola	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
никола	nikola	никол	nikola	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
положительно	positiver	положительно	positiv	ADV	ADJ
положительно	positive	положительно	positiv	ADV	ADJ;NOM;FEM;PL
положительно	positiv	положительно	positiv	ADV	ADJ
положительно	positiven	положительно	positiv	ADV	ADJ
положительно	positives	положительно	positiv	ADV	ADJ;NOM;NEUT;SG
положительно	positiv	положительно	positiv	ADV	ADJ
исландии	island	исландия	island	N;INAN;NOM;FEM;PL	PROPN;NOM;NEUT;SG
исландии	isländischen	исландия	isländisch	N;INAN;NOM;FEM;PL	ADJ;PL
исландии	isländische	исландия	isländisch	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;PL
плавания	segeln	плавание	segeln	N;INAN;NOM;NEUT;PL	
плавания	segelboot	плавание	segelboot	N;INAN;NOM;NEUT;PL	
рассмотрение	erwägung	рассмотрение	Erwägung	N;INAN;NOM;NEUT;SG	V
рассмотрение	überlegung	рассмотрение	überlegung	N;INAN;NOM;NEUT;SG	ADV
рассмотрение	berücksichtigung	рассмотрение	berücksichtigung	N;INAN;NOM;NEUT;SG	ADJ
рассмотрение	rezension	рассмотрение	rezension	N;INAN;NOM;NEUT;SG	ADJ
рассмотрение	überprüfen	рассмотрение	überprüfen	N;INAN;NOM;NEUT;SG	V;NFIN
рассмотрение	bewertung	рассмотрение	bewertung	N;INAN;NOM;NEUT;SG	ADJ
рассмотрение	rückblick	рассмотрение	rückblick	N;INAN;NOM;NEUT;SG	PROPN
даниил	daniil	даниил	daniil	N;ANIM;NOM;NEUT;SG	PROPN;NOM;MASC;SG
короткое	kurze	короткий	kurz	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
короткое	short	короткий	short	ADJ;NOM;NEUT;SG	PROPN
короткое	kurzen	короткий	kurz	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
козлов	kozlov	козел	kozlov	N;ANIM;NOM;MASC;PL	
читатель	leser	читатель	leser	N;ANIM;NOM;MASC;SG	
читатель	reader	читатель	reader	N;ANIM;NOM;MASC;SG	ADJ
снято	schnitt	снять	schneiden	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ
снято	cut	снять	cut	V;PFV;NEUT;SG;PST;V.PTCP;PASS	PROPN
мое	meiner	мой	mein	DET;NOM;NEUT;SG	PRO;NOM;MASC;SG
мое	meine	мой	mein	DET;NOM;NEUT;SG	PRO;NOM;FEM;SG
мое	bergwerk	мой	bergwerk	DET;NOM;NEUT;SG	N;NOM;NEUT;SG
мое	mine	мой	mine	DET;NOM;NEUT;SG	
мое	meins	мой	meins	DET;NOM;NEUT;SG	ADJ
распределения	vertrieb	распределение	vertreiben	N;INAN;NOM;NEUT;PL	
распределения	aufteilung	распределение	aufteilung	N;INAN;NOM;NEUT;PL	ADJ;SG
распределения	verteilung	распределение	Verteilung	N;INAN;NOM;NEUT;PL	N;NOM;SG
вандализма	vandalismus	вандализм	vandalismus	N;INAN;GEN;MASC;SG	ADV
пушка	cannon	пушка	cannon	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
пушка	kanonen	пушка	kanon	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
пушка	waffe	пушка	waffen	N;INAN;NOM;FEM;SG	
пушка	schusswaffen	пушка	schußwaffen	N;INAN;NOM;FEM;SG	V;NFIN
пушка	gewehr	пушка	gewehr	N;INAN;NOM;FEM;SG	
пушка	pistole	пушка	pistol	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
уэльса	welsh	уэльс	welsh	N;INAN;GEN;MASC;SG	PROPN
уэльса	walisische	уэльс	walisisch	N;INAN;GEN;MASC;SG	ADJ;NOM;FEM;PL
уэльса	wales	уэльс	wales	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG
уэльса	schottland	уэльс	schottland	N;INAN;GEN;MASC;SG	ADJ
производитель	produzent	производитель	produzent	N;ANIM;NOM;MASC;SG	ADJ
производитель	produzenten	производитель	produzent	N;ANIM;NOM;MASC;SG	V;IND;PL;3;PST;FIN
производитель	hersteller	производитель	hersteller	N;ANIM;NOM;MASC;SG	ADJ
производитель	erzeuger	производитель	erzeuger	N;ANIM;NOM;MASC;SG	ADJ
производитель	hersteller	производитель	hersteller	N;ANIM;NOM;MASC;SG	ADJ
преамбуле	präambel	преамбула	präambel	N;INAN;DAT;MASC;SG	
преамбуле	vorwort	преамбула	vorworen	N;INAN;DAT;MASC;SG	
гвардия	guard	гвардия	guard	N;INAN;NOM;FEM;SG	PROPN
гвардия	bewachung	гвардия	bewachung	N;INAN;NOM;FEM;SG	
гвардия	wachen	гвардия	wachen	N;INAN;NOM;FEM;SG	V;NFIN
гвардия	wächter	гвардия	wacht	N;INAN;NOM;FEM;SG	ADJ
гвардия	wache	гвардия	wach	N;INAN;NOM;FEM;SG	
греков	griechen	грек	griechen	N;ANIM;GEN;MASC;PL	
греков	grieche	грек	griech	N;ANIM;GEN;MASC;PL	
греков	griechischen	грек	griechisch	N;ANIM;GEN;MASC;PL	ADJ;NOM;PL
греков	griechen	грек	griechen	N;ANIM;GEN;MASC;PL	
греков	grieche	грек	griech	N;ANIM;GEN;MASC;PL	
греков	griechisch	грек	griechisch	N;ANIM;GEN;MASC;PL	ADJ
греков	griechische	грек	griechisch	N;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;PL
джаз	jazz	джаз	jazz	N;INAN;NOM;MASC;SG	
механика	maschinenbau	механика	maschinenbau	N;INAN;NOM;FEM;SG	ADJ
механика	mechaniker	механика	mechaniker	N;INAN;NOM;FEM;SG	ADJ
механика	mechanik	механика	mechanik	N;INAN;NOM;FEM;SG	
механика	mechaniker	механика	mechaniker	N;INAN;NOM;FEM;SG	ADJ
ветер	windenergie	ветер	windenergie	N;INAN;NOM;MASC;SG	PROPN
ветер	windkraft	ветер	windkrafen	N;INAN;NOM;MASC;SG	PROPN
ветер	wind	ветер	wind	N;INAN;NOM;MASC;SG	ADV
популяции	bevölkerung	популяция	bevölkerung	N;INAN;NOM;FEM;SG	ADJ
популяции	populationen	популяция	populationen	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
популяции	bevölkerungen	популяция	bevölkerung	N;INAN;NOM;FEM;SG	V;NFIN
упал	fell	падать	fell	V;PFV;MASC;IND;SG;PST;FIN;ACT	
упал	fielen	падать	fallen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN
упал	gefallenen	падать	gefallen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PL
артура	arthur	артур	arthur	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
артура	artus	артур	artus	N;ANIM;ACC;MASC;SG	PROPN;NOM;SG
артура	artur	артур	artur	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
люксембург	luxemburg	люксембург	luxemburg	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
люксембург	luxemburg	люксембург	luxemburg	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
сорта	sorten	сорт	sorten	N;INAN;NOM;MASC;PL	V;IND;PL;3;FIN
маленькие	kleines	маленький	klein	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
маленькие	wenig	маленький	wenig	ADJ;NOM;PL	ADV
маленькие	little	маленький	little	ADJ;NOM;PL	PROPN
петрова	petrova	петров	petrova	N;ANIM;NOM;FEM;SG	
завоевания	eroberung	завоевание	Eroberung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
завоевания	eroberungen	завоевание	eroberingen	N;INAN;NOM;NEUT;PL	V;NFIN
завоевания	erobern	завоевание	erobern	N;INAN;NOM;NEUT;PL	V;NFIN
завоевания	eroberung	завоевание	Eroberung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
переписать	neufassung	переписать	neufassung	V;PFV;NFIN;ACT	ADJ
лёгкая	leichte	люгкий	leicht	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
защитника	verteidiger	защитник	verteidiger	N;ANIM;ACC;MASC;SG	ADJ
рейсы	flug	рейс	flagen	N;INAN;NOM;MASC;PL	
рейсы	flüge	рейс	flüg	N;INAN;NOM;MASC;PL	
тканей	geweben	ткань	seben	N;INAN;GEN;FEM;PL	V;NFIN
тканей	gewebe	ткань	geweben	N;INAN;GEN;FEM;PL	
тканей	taschentücher	ткань	taschentüch	N;INAN;GEN;FEM;PL	ADJ
гонка	wettrennen	гонка	wettrennen	N;INAN;NOM;FEM;SG	V;NFIN
гонка	rasse	гонка	rassen	N;INAN;NOM;FEM;SG	
гонка	rennen	гонка	rennen	N;INAN;NOM;FEM;SG	V;NFIN
гонка	race	гонка	race	N;INAN;NOM;FEM;SG	
конрад	conrad	конрад	conrad	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
конрад	konrad	конрад	konrad	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
конрад	konrad	конрад	konrad	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
обработка	weiterverarbeitung	обработка	weiterverarbeitung	N;INAN;NOM;FEM;SG	ADJ
обработка	veredelung	обработка	veredelung	N;INAN;NOM;FEM;SG	
обработка	handling	обработка	handling	N;INAN;NOM;FEM;SG	ADJ
обработка	handhaben	обработка	handhaben	N;INAN;NOM;FEM;SG	V;NFIN
туризм	fremdenverkehr	туризм	fremdenverkehr	N;INAN;NOM;MASC;SG	ADJ
туризм	tourismus	туризм	tourismus	N;INAN;NOM;MASC;SG	ADV
туризм	touristik	туризм	touristik	N;INAN;NOM;MASC;SG	ADJ
сочетании	kombiniert	сочетание	kombinieren	N;INAN;ESS;NEUT;SG	V;V.PTCP
сочетании	kombinierte	сочетание	kombiniert	N;INAN;ESS;NEUT;SG	V;IND;SG;3;PST;FIN
сочетании	kombinierten	сочетание	kombiniert	N;INAN;ESS;NEUT;SG	V;IND;PL;3;PST;FIN
сочетании	kombi	сочетание	kombi	N;INAN;ESS;NEUT;SG	
сочетании	kombinationen	сочетание	kombination	N;INAN;ESS;NEUT;SG	N;NOM;FEM;PL
родственников	verwandten	родственник	verwandt	N;ANIM;GEN;MASC;PL	V;PL;FIN
родственников	angehörige	родственник	angehörig	N;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;PL
родственников	verwandtschaft	родственник	verwandtschaft	N;ANIM;GEN;MASC;PL	ADJ
родственников	verwandte	родственник	verwenden	N;ANIM;GEN;MASC;PL	
родственников	angehörigen	родственник	angehörig	N;ANIM;GEN;MASC;PL	V;IND;PL;3;FIN
толстой	tolstoi	толстый	tolstoi	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG
итого	gesamtbetrag	итого	gesamtbetrag	ADV	ADJ;V.PTCP
итого	gesamtzahl	итого	gesamtzahl	ADV	PROPN
итого	gesamt	итого	gesamt	ADV	
итого	gesamtsumme	итого	gesamtsumme	ADV	ADJ
кухня	kochen	кухня	kochen	N;INAN;NOM;FEM;SG	V;NFIN
кухня	küchen	кухня	küchen	N;INAN;NOM;FEM;SG	V;NFIN
ограничение	begrenzung	ограничение	begrenzung	N;INAN;NOM;NEUT;SG	
ограничение	einschränkungen	ограничение	einschränkungen	N;INAN;NOM;NEUT;SG	V
ограничение	beschränkungen	ограничение	beschränken	N;INAN;NOM;NEUT;SG	V;NFIN
ограничение	begrenzung	ограничение	begrenzung	N;INAN;NOM;NEUT;SG	
ограничение	begrenzung	ограничение	begrenzung	N;INAN;NOM;NEUT;SG	
ограничение	grenze	ограничение	grenze	N;INAN;NOM;NEUT;SG	ADJ
ограничение	limit	ограничение	limit	N;INAN;NOM;NEUT;SG	
ограничение	begrenzen	ограничение	begrenzen	N;INAN;NOM;NEUT;SG	V;NFIN
ограничение	grenzwert	ограничение	grenzwern	N;INAN;NOM;NEUT;SG	ADJ
ограничение	begrenzung	ограничение	begrenzung	N;INAN;NOM;NEUT;SG	
ограничение	begrenzen	ограничение	begrenzen	N;INAN;NOM;NEUT;SG	V;NFIN
натрия	sodium	натрий	sodium	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
натрия	natrium	натрий	natrium	N;INAN;NOM;MASC;SG	PROPN
средневековой	mittelalter	средневековый	mittelalt	ADJ;INS;FEM;SG	ADV
средневековой	mittelalterliche	средневековый	mittelalterlich	ADJ;INS;FEM;SG	ADJ;NOM;FEM;PL
