slovacchia	slovaquie	slovacchio	slovaquie	N;FEM;SG	PROPN
diffusi	diffuse	diffondere	diffuser	V;MASC;PL;PST;V.PTCP	V;IND;SG;3;PRS;FIN
diffusi	diffus	diffondere	diffus	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG
diffusi	diffuse	diffondere	diffuser	V;MASC;PL;PST;V.PTCP	V;IND;SG;3;PRS;FIN
diffusi	diffuses	diffondere	diffuse	V;MASC;PL;PST;V.PTCP	ADJ;FEM;PL
magnus	magnus	magnus	magnu	N;MASC;SG	PROPN
quattordici	fourteen	quattordici	fourteen	NUM	
straordinario	extraordinaires	straordinario	extraordinaire	ADJ;MASC;SG	ADJ;MASC;PL
straordinario	prolongations	straordinario	prolongation	ADJ;MASC;SG	N;FEM;PL
straordinario	prolongation	straordinario	prolongation	ADJ;MASC;SG	N;FEM;SG
alimentari	épicerie	alimentare	épicerie	N;MASC;PL	N;FEM;SG
qualifiche	qualifiée	qualifica	qualifier	N;FEM;PL	V;FEM;SG;PST;V.PTCP
qualifiche	qualification	qualifica	qualification	N;FEM;PL	N;FEM;SG
qualifiche	qualifier	qualifica	qualifier	N;FEM;PL	V;NFIN
consecutivi	consécutif	consecutivo	consécutif	ADJ;MASC;PL	ADJ;MASC;SG
consecutivi	consécutive	consecutivo	consécutif	ADJ;MASC;PL	ADJ;FEM;SG
cresta	dorsale	crestare	dorsal	N;FEM;SG	ADJ;FEM;SG
cresta	ridge	crestare	ridge	N;FEM;SG	PROPN
apprezzato	appréciés	apprezzare	apprécier	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
apprezzato	appréciées	apprezzare	apprécier	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
solido	solides	solido	solide	ADJ;MASC;SG	ADJ;MASC;PL
solido	massif	solido	massif	ADJ;MASC;SG	N;MASC;SG
straniera	étrangère	straniero	étranger	N;FEM;SG	ADJ;FEM;SG
straniera	étrangères	straniero	étranger	N;FEM;SG	ADJ;FEM;PL
catanzaro	catanzaro	catanzaro	catanzaro	N;MASC;SG	PROPN
servito	servis	servire	servir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
servito	servies	servire	servir	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
servito	desservis	servire	desservir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
owen	owen	owen	owen	PROPN	PROPN
owen	fabien	owen	fabien	PROPN	PROPN
kenneth	kenneth	kenneth	kenneth	N;MASC;SG	PROPN
randy	randy	randy	randy	N	PROPN
controllato	contrôlées	controllare	contrôler	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
controllato	contrôlés	controllare	contrôler	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
controllato	vérifiés	controllare	vérifier	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
controllato	vérifiées	controllare	vérifier	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
marta	marta	marta	marta	N;FEM;SG	PROPN
marta	martha	marta	martha	N;FEM;SG	PROPN
architettonico	architecturaux	architettonico	architectural	ADJ;MASC;SG	ADJ;MASC;PL
short	courte	short	court	N	ADJ;FEM;SG
short	court	short	court	N	ADJ;MASC;SG
short	courts	short	court	N	ADJ;MASC;PL
short	courtes	short	court	N	ADJ;FEM;PL
oslo	oslo	oslo	oslo	N;MASC	PROPN
abbigliamento	vêtements	abbigliamento	vêtement	N;MASC;SG	N;MASC;PL
abbigliamento	vêtements	abbigliamento	vêtement	N;MASC;SG	N;MASC;PL
abbigliamento	vêtements	abbigliamento	vêtement	N;MASC;SG	N;MASC;PL
where	oú	where	oú		CONJ
where	où	where	où		PRO
serpente	serpents	serpente	serpent	N;MASC;SG	N;MASC;PL
illustrato	illustrées	illustrare	illustrer	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
illustrato	illustrés	illustrare	illustrer	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
most	most	most	most		PROPN
straordinaria	extraordinaires	straordinario	extraordinaire	ADJ;FEM;SG	ADJ;MASC;PL
interessati	préoccupé	interessato	préoccuper	ADJ;MASC;PL	V;MASC;SG;PST;V.PTCP
interessati	préoccupée	interessato	préoccuper	ADJ;MASC;PL	V;FEM;SG;PST;V.PTCP
interessati	concerné	interessato	concerner	ADJ;MASC;PL	V;MASC;SG;PST;V.PTCP
interessati	concernés	interessato	concerner	ADJ;MASC;PL	V;MASC;PL;PST;V.PTCP
interessati	intéressée	interessato	intéresser	ADJ;MASC;PL	V;FEM;SG;PST;V.PTCP
interessati	intéressés	interessato	intéresser	ADJ;MASC;PL	V;MASC;PL;PST;V.PTCP
interessati	intéressées	interessato	intéresser	ADJ;MASC;PL	V;FEM;PL;PST;V.PTCP
interessati	intéressé	interessato	intéresser	ADJ;MASC;PL	V;MASC;SG;PST;V.PTCP
vincente	vainqueur	vincente	vainqueur	ADJ;SG	N;MASC;SG
vincente	gagnants	vincente	gagnant	ADJ;SG	ADJ;MASC;PL
vincente	gagnant	vincente	gagner	ADJ;SG	V;PRS;V.PTCP
vincente	lauréat	vincente	lauréat	ADJ;SG	N;MASC;SG
peggio	pire	peggio	pire	ADV	INTJ
peggio	pires	peggio	pire	ADV	ADJ;MASC;PL
peggio	pire	peggio	pire	ADV	INTJ
doria	doria	doria	dorier	N;FEM;SG	PROPN
rare	rareté	raro	rareté	ADJ;FEM;PL	N;FEM;SG
rare	rare	raro	rare	ADJ;FEM;PL	ADJ;MASC;SG
rare	saignant	raro	saigner	ADJ;FEM;PL	V;PRS;V.PTCP
trasmessi	transmise	trasmettere	transmettre	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
trasmessi	transmis	trasmettere	transmettre	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
bosnia	bosnie	bosnia	bosnie	N;FEM;SG	PROPN
artistiche	artistique	artistico	artistique	ADJ;FEM;PL	ADJ;MASC;SG
rivolte	émeutes	rivolgere	émeute	V;FEM;PL;PST;V.PTCP	N;FEM;PL
rivolte	riot	rivolgere	riot	V;FEM;PL;PST;V.PTCP	
rivolte	émeute	rivolgere	émeute	V;FEM;PL;PST;V.PTCP	N;FEM;SG
rivolte	émeute	rivolgere	émeute	V;FEM;PL;PST;V.PTCP	N;FEM;SG
rivolte	émeutes	rivolgere	émeute	V;FEM;PL;PST;V.PTCP	N;FEM;PL
rivolte	émeutes	rivolgere	émeute	V;FEM;PL;PST;V.PTCP	N;FEM;PL
rivolte	soulèvements	rivolgere	soulèvement	V;FEM;PL;PST;V.PTCP	N;MASC;PL
rivolte	révoltes	rivolgere	révolte	V;FEM;PL;PST;V.PTCP	N;FEM;PL
vivente	vivants	vivente	vivant	ADJ;SG	ADJ;MASC;PL
vivente	vivant	vivente	vivre	ADJ;SG	V;PRS;V.PTCP
vivente	vivre	vivente	vivre	ADJ;SG	V;NFIN
capitan	captain	capitano	captain	N;SG	PROPN
nona	nona	nono	noner	ADJ;FEM;SG	PROPN
nona	ninth	nono	ninth	ADJ;FEM;SG	PROPN
urss	urss	urss	urss	N;FEM	PROPN
territoriali	territoriale	territoriale	territorial	ADJ;PL	ADJ;FEM;SG
territoriali	territorial	territoriale	territorial	ADJ;PL	ADJ;MASC;SG
hits	frappe	hits	frapper	N;MASC	V;IND;SG;3;PRS;FIN
sapienza	sapienza	sapienza	sapienza	N;FEM;SG	PROPN
offerto	offerts	offrire	offrir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
offerto	offertes	offrire	offrir	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
vampiro	vampires	vampiro	vampire	N;MASC;SG	N;MASC;PL
strisce	rayé	striscia	rayer	N;FEM;PL	V;MASC;SG;PST;V.PTCP
recitazione	agissant	recitazione	agir	N;FEM;SG	V;PRS;V.PTCP
recitazione	agir	recitazione	agir	N;FEM;SG	V;NFIN
drive	conduire	drive	conduire	N	V;NFIN
dottorato	doctorats	dottorare	doctorat	N;MASC;SG	N;MASC;PL
dottorato	doctorants	dottorare	doctorant	N;MASC;SG	N;MASC;PL
miracolo	miracles	miracolo	miracle	N;MASC;SG	N;MASC;PL
miracolo	miraculeux	miracolo	miraculeux	N;MASC;SG	ADJ;MASC;SG
miracolo	miraculeuse	miracolo	miraculeux	N;MASC;SG	ADJ;FEM;SG
triangolo	triangulaire	triangolo	triangulaire	N;MASC;SG	ADJ;MASC;SG
triangolo	triangles	triangolo	triangle	N;MASC;SG	N;MASC;PL
incinta	enceintes	incinto	enceinte	N;FEM;SG	N;FEM;PL
datata	datés	datare	dater	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
feltrinelli	feltrinelli	feltrinello	feltrinelli	N;FEM;PL	PROPN
confermata	confirmées	confermare	confirmé	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
confermata	confirmés	confermare	confirmer	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
fortunato	lucky	fortunato	lucky	ADJ;MASC;SG	PROPN
fortunato	veinard	fortunato	veinard	ADJ;MASC;SG	N;MASC;SG
fortunato	fortunato	fortunato	fortunato	ADJ;MASC;SG	PROPN
human	humaine	human	humain	N	ADJ;FEM;SG
human	humains	human	humain	N	ADJ;MASC;PL
human	humain	human	humain	N	ADJ;MASC;SG
vestiti	vêtement	vestito	vêtement	N;MASC;PL	N;MASC;SG
corsica	corse	corsica	corse	N;FEM;SG	PROPN
inviati	envoyée	inviare	envoyer	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
inviati	envoyé	inviare	envoyer	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
impulso	impulsions	impulso	impulsion	N;MASC;SG	N;FEM;PL
impulso	pulsations	impulso	pulsation	N;MASC;SG	N;FEM;PL
impulso	impulsif	impulso	impulsif	N;MASC;SG	ADJ;MASC;SG
impulso	impulsions	impulso	impulsion	N;MASC;SG	N;FEM;PL
lucy	lucie	lucy	lucie	N;FEM;SG	PROPN
lucy	lucy	lucy	lucy	N;FEM;SG	PROPN
asiatico	asiatiques	asiatico	asiatique	ADJ;MASC;SG	ADJ;MASC;PL
eco	eco	eco	eco	N;FEM;SG	
eco	écolo	eco	écolo	N;FEM;SG	ADJ;MASC;SG
eco	éco	eco	éco	N;FEM;SG	
eco	échos	eco	écho	N;FEM;SG	N;MASC;PL
lars	lars	lars	lars	N;MASC;SG	PROPN
latini	latine	latino	latin	N;MASC;PL	ADJ;FEM;SG
latini	latin	latino	latin	N;MASC;PL	N;MASC;SG
latini	latines	latino	latin	N;MASC;PL	ADJ;FEM;PL
urbino	urbino	urbino	urbino	N;MASC;SG	PROPN
powell	powell	powell	powell	N;MASC;SG	PROPN
ricognizione	reconnaissances	ricognizione	reconnaissance	N;FEM;SG	N;FEM;PL
ricognizione	reconnaissances	ricognizione	reconnaissance	N;FEM;SG	N;FEM;PL
lento	ralentir	lento	ralentir	ADJ;MASC;SG	V;NFIN
lento	lentement	lento	lentement	ADJ;MASC;SG	ADV
lento	lenteur	lento	lenteur	ADJ;MASC;SG	N;FEM;SG
pacific	pacifique	pacifico	pacifique	N;MASC	ADJ;MASC;SG
venduta	vendues	vendere	vendre	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
venduta	vendus	vendere	vendre	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
jonas	jonas	jonas	jonas	N;MASC;SG	PROPN
public	publics	public	public	N	ADJ;MASC;PL
public	publiques	public	public	N	ADJ;FEM;PL
public	public	public	public	N	ADJ;MASC;SG
public	publique	public	public	N	ADJ;FEM;SG
fortificazioni	fortification	fortificazione	fortification	N;FEM;PL	N;FEM;SG
rit	rit	rit	rire	N;MASC;SG	V;IND;SG;3;PRS;FIN
radiazione	radiations	radiazione	radiation	N;FEM;SG	N;FEM;PL
radiazione	rayonnements	radiazione	rayonnement	N;FEM;SG	N;MASC;PL
veda	veda	vedere	veda	V;SBJV;SG;3;PRS;FIN	PROPN
vario	varié	vario	varié	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
vario	variées	vario	varié	ADJ;MASC;SG	ADJ;FEM;PL
vario	variés	vario	varié	ADJ;MASC;SG	ADJ;MASC;PL
vario	diverses	vario	divers	ADJ;MASC;SG	ADJ;FEM;PL
vario	divers	vario	divers	ADJ;MASC;SG	ADJ;MASC;PL
sopravvivenza	survivre	sopravvivenza	survivre	N;FEM;SG	V;NFIN
accompagnata	accompagnées	accompagnare	accompagner	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
accompagnata	accompagnés	accompagnare	accompagner	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
xavier	xavier	xavier	xavier	N;MASC;SG	PROPN
visitatori	visiteur	visitatore	visiteur	N;MASC;PL	N;MASC;SG
visitatori	visiteur	visitatore	visiteur	N;MASC;PL	N;MASC;SG
saltare	jump	saltare	jump	V;NFIN	N;MASC;SG
saltare	saut	saltare	saut	V;NFIN	N;MASC;SG
saltare	saut	saltare	saut	V;NFIN	N;MASC;SG
saltare	skip	saltare	skip	V;NFIN	
saltare	sauts	saltare	saut	V;NFIN	N;MASC;PL
saltare	saut	saltare	saut	V;NFIN	N;MASC;SG
alpha	alpha	alpha	alpha	N	PROPN
rappresentati	représenté	rappresentare	représenter	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
rappresentati	représentée	rappresentare	représenter	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
derek	derek	derek	derek	N;MASC;SG	PROPN
nestor	nestor	nestor	nestor	N;MASC;SG	PROPN
stoccarda	stuttgart	stoccardare	stuttgart	N;FEM;SG	PROPN
castiglione	castiglione	castiglione	castiglione	N;FEM;SG	PROPN
tullio	tullius	tullio	tullius	N;MASC;SG	PROPN
tullio	tullio	tullio	tullio	N;MASC;SG	PROPN
galli	galli	galle	galli	N;MASC;PL	PROPN
galli	gaulois	galle	gaulois	N;MASC;PL	ADJ;MASC;SG
atlantic	atlantique	atlantic	atlantique	N;MASC	ADJ;MASC;SG
seguaci	abonnés	seguace	abonné	N;MASC;PL	V;MASC;PL;PST;V.PTCP
ricostruito	reconstruits	ricostruire	reconstruire	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
ricostruito	reconstruits	ricostruire	reconstruire	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
secondari	secondaire	secondario	secondaire	ADJ;MASC;PL	ADJ;MASC;SG
nominata	désignés	nominare	désigner	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
butler	butler	butlere	butler	N;MASC;SG	PROPN
sospeso	suspendues	sospendere	suspendu	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
sospeso	suspendus	sospendere	suspendu	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
walt	walt	walt	walt	N;MASC;SG	PROPN
vendute	vendue	vendere	vendre	V;FEM;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
vendute	vendu	vendere	vendre	V;FEM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cooperazione	coopérations	cooperazione	coopération	N;FEM;SG	N;FEM;PL
verlag	verlag	verlag	verlag	N;MASC	PROPN
egiziano	égyptiens	egiziare	égyptien	ADJ;MASC;SG	ADJ;MASC;PL
armeno	arméniens	armeno	arménien	ADJ;MASC;SG	ADJ;MASC;PL
miniere	minier	miniera	minier	N;FEM;PL	N;MASC;SG
miniere	minière	miniera	minier	N;FEM;PL	ADJ;FEM;SG
rilascio	libèrent	rilascio	liber	N;MASC;SG	V;IND;PL;3;PRS;FIN
uniche	unique	unico	unique	ADJ;FEM;PL	ADJ;MASC;SG
ashley	ashley	ashley	ashley	N;FEM	PROPN
miranda	miranda	miranda	miranda	N;FEM;SG	PROPN
attilio	attilio	attilio	attilio	N;MASC;SG	PROPN
missile	roquettes	missile	roquette	N;MASC;SG	N;FEM;PL
missile	fusées	missile	fusée	N;MASC;SG	N;FEM;PL
missile	missiles	missile	missile	N;MASC;SG	N;MASC;PL
pugno	poings	pugno	poing	N;MASC;SG	N;MASC;PL
liegi	liège	liegio	liège	N;MASC;PL	PROPN
pensione	pensions	pensione	penser	N;FEM;SG	N;MASC;PL
ezio	ezio	ezio	ezio	N;MASC;SG	PROPN
mila	mila	mila	mila	NUM	N;FEM;SG
avviato	initiées	avviare	initier	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
avviato	initiés	avviare	initié	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
spettro	fantômes	spettro	fantôme	N;MASC;SG	N;MASC;PL
garcia	garcia	garcia	garcia	N;FEM;SG	PROPN
garcia	garcía	garcia	garcía	N;FEM;SG	PROPN
illuminazione	luminaires	illuminazione	luminaire	N;FEM;SG	N;MASC;PL
singapore	singapour	singapore	singapour	N;MASC;SG	PROPN
fisher	fisher	fisher	fisher	N;MASC	PROPN
minacce	menace	minaccia	menace	N;FEM;PL	N;FEM;SG
minacce	menace	minaccia	menace	N;FEM;PL	N;FEM;SG
dovere	devoir	dovere	devoir	N;MASC;SG	V;NFIN
armstrong	armstrong	armstrong	armstrong	N;MASC;SG	PROPN
aurora	aurora	aurora	avoir	N;FEM;SG	PROPN
aurora	aurores	aurora	aurore	N;FEM;SG	N;FEM;PL
albano	albano	albano	albano	N;MASC;SG	PROPN
bucarest	bucarest	bucarest	bucarest	N;MASC;SG	PROPN
karen	karen	karen	karen	N;FEM;SG	PROPN
esposta	exposées	esporre	exposer	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
esposta	exposés	esporre	exposer	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
fattoria	ferme	fattoria	ferme	N;FEM;SG	ADJ;FEM;SG
fattoria	fermes	fattoria	ferme	N;FEM;SG	ADJ;FEM;PL
petrolio	huiles	petrolio	huile	N;MASC;SG	N;FEM;PL
protestante	protestants	protestante	protestant	ADJ;SG	ADJ;MASC;PL
protestante	protestant	protestante	protestant	ADJ;SG	N;MASC;SG
manifesta	manifestes	manifestare	manifeste	V;IND;SG;3;PRS;FIN	ADJ;MASC;PL
manifesta	manifeste	manifestare	manifeste	V;IND;SG;3;PRS;FIN	N;MASC;SG
manifesta	manifestes	manifestare	manifeste	V;IND;SG;3;PRS;FIN	ADJ;MASC;PL
jaime	jamie	jaima	jamie	N;SG	PROPN
avanguardia	vanguard	avanguardia	vanguard	N;FEM;SG	PROPN
primario	primaires	primario	primaire	ADJ;MASC;SG	ADJ;MASC;PL
bin	bin	bine	bin	N	
duncan	duncan	duncan	duncan	N;FEM;SG	PROPN
amata	aimées	amato	aimer	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
amata	aimés	amato	aimer	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
arancione	orangé	arancione	orangé	N;MASC;SG	ADJ;MASC;SG
arancione	oranges	arancione	orange	N;MASC;SG	N;FEM;PL
legnano	legnano	legnare	legnano	N;MASC;SG	PROPN
lipsia	leipzig	lipsia	leipzig	N;FEM;SG	PROPN
orazio	orazio	orazio	orazio	N;MASC;SG	PROPN
tyler	tyler	tyler	tyler	N;SG	PROPN
elite	élitiste	elite	élitiste	N	ADJ;MASC;SG
joel	joël	joel	joël	N	PROPN
joel	joel	joel	joel	N	PROPN
combinata	combiné	combinata	combiner	N;FEM;SG	V;MASC;SG;PST;V.PTCP
combinata	combinée	combinata	combiner	N;FEM;SG	V;FEM;SG;PST;V.PTCP
combinata	combinées	combinata	combiner	N;FEM;SG	V;FEM;PL;PST;V.PTCP
combinata	combinés	combinata	combiné	N;FEM;SG	V;MASC;PL;PST;V.PTCP
alpini	alpin	alpino	alpin	N;MASC;PL	N;MASC;SG
alpini	alpins	alpino	alpin	N;MASC;PL	ADJ;MASC;PL
alpini	alpine	alpino	alpin	N;MASC;PL	ADJ;FEM;SG
incisione	gravures	incisione	gravure	N;FEM;SG	N;FEM;PL
incisione	gravée	incisione	gravée	N;FEM;SG	V;FEM;SG;PST;V.PTCP
incisione	gravés	incisione	graver	N;FEM;SG	V;MASC;PL;PST;V.PTCP
incisione	gravé	incisione	gravé	N;FEM;SG	V;MASC;SG;PST;V.PTCP
incisione	gravées	incisione	gravée	N;FEM;SG	V;FEM;PL;PST;V.PTCP
wendy	wendy	wendy	wendy	N;FEM;SG	PROPN
stand	booth	stand	booth	N;MASC	PROPN
assassinato	assassinés	assassinare	assassiner	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
assassinato	assassinés	assassinare	assassiner	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
rom	romani	rom	romanus	N	PROPN
rom	tzigane	rom	tzigane	N	ADJ;MASC;SG
rom	tzigane	rom	tzigane	N	ADJ;MASC;SG
rom	roma	rom	roma	N	PROPN
quattrocento	quattrocento	quattrocento	quattrocento	NUM	N;MASC;SG
sacramento	sacramento	sacramento	sacramento	N;MASC;SG	PROPN
complete	complète	completo	complet	ADJ;FEM;PL	ADJ;FEM;SG
complete	complet	completo	complet	ADJ;FEM;PL	ADJ;MASC;SG
protetto	protégées	protetto	protéger	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
protetto	protégés	protetto	protéger	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
carburante	combustible	carburante	combustible	N;MASC;SG	ADJ;MASC;SG
julien	julien	julien	julien	N;MASC;SG	PROPN
edwin	edwin	edwin	edwin	N;MASC	PROPN
kenny	kenny	kenny	kenny	N;MASC	PROPN
spinto	poussés	spingere	pousser	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
uscite	quitter	uscire	quitter	N;FEM;PL	V;NFIN
uscite	sortir	uscire	sortir	N;FEM;PL	V;NFIN
uscite	sortie	uscire	sortir	N;FEM;PL	V;FEM;SG;PST;V.PTCP
uscite	sorties	uscire	sortir	N;FEM;PL	V;FEM;PL;PST;V.PTCP
seven	sept	seven	sept	N	NUM
manhattan	manhattan	manhattan	manhattan	N;FEM;SG	PROPN
protette	protégées	protetto	protéger	N;FEM;PL	V;FEM;PL;PST;V.PTCP
protette	protégés	protetto	protéger	N;FEM;PL	V;MASC;PL;PST;V.PTCP
protette	protégée	protetto	protéger	N;FEM;PL	V;FEM;SG;PST;V.PTCP
protette	protégé	protetto	protéger	N;FEM;PL	V;MASC;SG;PST;V.PTCP
colpita	impressionnés	colpire	impressionner	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
imparare	apprentissage	imparare	apprentissage	V;NFIN	N;MASC;SG
ridotte	réduit	ridurre	réduire	V;FEM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ridotte	réduite	ridurre	réduire	V;FEM;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
rari	rareté	raro	rareté	ADJ;MASC;PL	N;FEM;SG
rari	rare	raro	rare	ADJ;MASC;PL	ADJ;MASC;SG
rari	saignant	raro	saigner	ADJ;MASC;PL	V;PRS;V.PTCP
violenta	violentes	violento	violent	ADJ;FEM;SG	ADJ;FEM;PL
violenta	violents	violento	violent	ADJ;FEM;SG	ADJ;MASC;PL
debito	dettes	debito	dette	N;MASC;SG	N;FEM;PL
debito	débits	debito	débit	N;MASC;SG	N;MASC;PL
hank	hank	hank	hank	N	PROPN
decimale	décimale	decimale	décimal	N;MASC;SG	ADJ;FEM;SG
falco	hawk	falco	hawk	N;MASC;SG	PROPN
falco	falco	falco	falco	N;MASC;SG	PROPN
torinese	torinese	torinese	torinese	ADJ;SG	N;FEM;PL
foster	foster	foster	foster	N;MASC;SG	PROPN
continue	continue	continuo	continu	ADJ;FEM;PL	ADJ;FEM;SG
continue	ininterrompu	continuo	ininterrompre	ADJ;FEM;PL	V;MASC;SG;PST;V.PTCP
continue	continu	continuo	continu	ADJ;FEM;PL	ADJ;MASC;SG
lirica	lyrique	lirica	lyrique	N;FEM;SG	ADJ;MASC;SG
lirica	lyrique	lirica	lyrique	N;FEM;SG	ADJ;MASC;SG
iscrizioni	inscription	iscrizione	inscription	N;FEM;PL	N;FEM;SG
iscrizioni	scolarisation	iscrizione	scolarisation	N;FEM;PL	N;FEM;SG
iscrizioni	inscription	iscrizione	inscription	N;FEM;PL	N;FEM;SG
iscrizioni	enregistrement	iscrizione	enregistrement	N;FEM;PL	N;MASC;SG
iscrizioni	immatriculation	iscrizione	immatriculation	N;FEM;PL	N;FEM;SG
marx	marx	marx	marx	N;MASC;SG	PROPN
daniela	daniela	daniela	daniela	N;FEM;SG	PROPN
storm	storm	storm	storm	N	
portaerei	porteur	portare	porteur	N;FEM;SG	ADJ;MASC;SG
polemica	polémique	polemica	polémique	N;FEM;SG	ADJ;FEM;SG
polemica	controverses	polemica	controverse	N;FEM;SG	N;FEM;PL
elsa	elsa	elso	elsa	N;FEM;SG	PROPN
battesimo	baptiser	battesimo	baptiser	N;MASC;SG	V;NFIN
laurent	laurent	laurent	laurer	N;MASC;SG	PROPN
interazione	interactions	interazione	interaction	N;FEM;SG	N;FEM;PL
diagnosi	diagnostiquer	diagnosi	diagnostiquer	N;FEM	V;NFIN
diagnosi	diagnostique	diagnosi	diagnostique	N;FEM	ADJ;MASC;SG
diagnosi	diagnostiques	diagnosi	diagnostique	N;FEM	ADJ;MASC;PL
diagnosi	diagnostique	diagnosi	diagnostique	N;FEM	ADJ;MASC;SG
africana	africains	africano	africain	ADJ;FEM;SG	ADJ;MASC;PL
africana	africaines	africano	africain	ADJ;FEM;SG	ADJ;FEM;PL
prestazione	performances	prestazione	performance	N;FEM;SG	N;FEM;PL
adulto	adultes	adulto	adulte	ADJ;MASC;SG	N;MASC;PL
medioevale	médiévales	medioevale	médiéval	ADJ;SG	ADJ;FEM;PL
medioevale	médiévaux	medioevale	médiéval	ADJ;SG	ADJ;MASC;PL
digitali	numérique	digitale	numérique	N;MASC;PL	ADJ;MASC;SG
digitali	numériques	digitale	numérique	N;MASC;PL	ADJ;MASC;PL
digitali	digital	digitale	digital	N;MASC;PL	ADJ;MASC;SG
conservate	préservée	conservare	préserver	V;FEM;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
conservate	préservé	conservare	préserver	V;FEM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
glasgow	glasgow	glasgow	glasgow	N;MASC;SG	PROPN
controlla	chèque	controllare	chèque	V;IND;SG;3;PRS;FIN	N;MASC;SG
controlla	vérifiez	controllare	vérifier	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
installato	installées	installare	installer	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
installato	installés	installare	installer	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
hawaii	hawaï	hawaio	hawaï	N;FEM;PL	PROPN
hawaii	hawaii	hawaio	hawaii	N;FEM;PL	PROPN
reliquie	relique	reliquia	relique	N;FEM;PL	N;FEM;SG
dolci	doux	dolce	doux	N;PL	ADJ;MASC;SG
dolci	sucré	dolce	sucrer	N;PL	V;MASC;SG;PST;V.PTCP
dolci	douce	dolce	doux	N;PL	ADJ;FEM;SG
dolci	sweet	dolce	sweet	N;PL	PROPN
dolci	dessert	dolce	dessert	N;PL	N;MASC;SG
shanghai	shanghai	shanghaio	shanghai	N;MASC	PROPN
malcolm	malcolm	malcolm	malcolm	N;MASC;SG	PROPN
