nie	не	nie	не	PART;NEG	INTJ;NEG
przyjęto	приета	przyjąć	приема	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
przyjęto	приет	przyjąć	приема	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
przyjęto	осиновен	przyjąć	осиновя-(се)	V;PFV;IND;0;PST;FIN;ACT	ADJ;INDF;MASC;SG
przyjęto	осиновена	przyjąć	осиновя-(се)	V;PFV;IND;0;PST;FIN;ACT	ADJ;INDF;FEM;SG
steven	стивън	steven	стивън	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
radom	радом	rada	радом		N;INDF;MASC;SG
piramida	пирамиди	piramida	пирамида	N;NOM;FEM;SG	N;INDF;MASC;PL
campbell	кембъл	campbell	кембъл	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
toyota	тойота	toyota	тойита		N;INDF;FEM;SG
obsługa	услуги	obsługa	услуга	N;NOM;FEM;SG	N;INDF;FEM;PL
carla	карла	carlać	карла		PROPN;INDF;FEM;SG
carla	карл	carlać	карл		PROPN;INDF;MASC;SG
stopy	крака	stopa	крак		N;INDF;MASC;PL
stopy	краката	stopa	крак		N;DEF;MASC;PL
stopy	крачета	stopa	краче		N;INDF;NEUT;PL
stopy	крак	stopa	крак		N;INDF;MASC;SG
stopy	фут	stopa	фут		PROPN;INDF;MASC;SG
stopy	сплави	stopa	сплавя-се		N;INDF;FEM;PL
getta	гета	getto	гета	N;GEN;NEUT;SG	N;INDF;NEUT;PL
młoda	младо	młody	млад	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
młoda	млади	młody	млад	ADJ;NOM;FEM;SG	ADJ;INDF;PL
młoda	йънг	młody	йънг	ADJ;NOM;FEM;SG	PROPN;INDF;MASC;SG
wykonywane	екзекутиран	wykonywać	екзекутирам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
wykonywane	изпълнено	wykonywać	изпълня-(се)	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
wykonywane	екзекутирани	wykonywać	екзекутирам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
wykonywane	извършен	wykonywać	извърша	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
wykonywane	проведено	wykonywać	проведа	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
wykonywane	извършено	wykonywać	извърша	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
wykonywane	извърши	wykonywać	извърша	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IMP;SG;2;PST;FIN
wykonywane	извършена	wykonywać	извърша	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
a	посланник	a	посланник	CONJ	N;INDF;MASC;SG
a	посланик	a	посланик	CONJ	N;INDF;MASC;SG
ceremonii	церемонии	ceremonia	церемония	N;GEN;FEM;SG	N;INDF;FEM;PL
dmitrij	дмитрий	dmitrować	дмитрий	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
dmitrij	димитри	dmitrować	димитър	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
dmitrij	димитрий	dmitrować	димитрий	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
dmitrij	дмитрий	dmitrować	дмитрий	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
dmitrij	димитри	dmitrować	димитър	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
dmitrij	дмитрий	dmitrować	дмитрий	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
dmitrij	димитри	dmitrować	димитър	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
dmitrij	димитрий	dmitrować	димитрий	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
audio	звук	audio	звук		N;INDF;MASC;SG
audio	аудио	audio	аудио		N;INDF;NEUT;SG
bull	бик	bull	бика		N;INDF;MASC;SG
bull	бул	bull	бул		N;INDF;MASC;SG
île	île	île	île		N;INDF;MASC;SG
zgłosił	докладвани	zgłosić	докладвам	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
zgłosił	съобщено	zgłosić	съобщено	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zgłosił	докладвано	zgłosić	докладвам	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
wwe	wwe	wwać	wwe		PROPN;INDF;MASC;SG
statistisches	statistisches	statistisches	statistisches		PROPN;INDF;MASC;SG
gaz	газове	gaz	газ	N;NOM;MASC;SG	N;INDF;MASC;PL
służący	прислужник	służąc	прислужник	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
służący	раб	służąc	раб	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
służący	слуга	służąc	слуга	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
służący	слугиня	służąc	слугиня	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;FEM;SG
służący	прислуга	służąc	прислуга	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;FEM;SG
służący	слугите	służąc	слуга	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;DEF;MASC;PL
służący	слуги	służąc	слуга	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;PL
służący	прислужници	służąc	прислужник	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;PL
służący	служители	służąc	служител	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;PL
służący	камериер	służąc	камериер	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
służący	вале	służąc	вале	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;NEUT;SG
przeprowadzone	проведен	przeprowadzić	проведа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
przeprowadzone	проведени	przeprowadzić	проведа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
przeprowadzone	проведена	przeprowadzić	проведа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
przeprowadzone	проведено	przeprowadzić	проведа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
przeprowadzone	извършен	przeprowadzić	извърша	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
przeprowadzone	проведено	przeprowadzić	проведа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
przeprowadzone	извършено	przeprowadzić	извърша	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
przeprowadzone	извърши	przeprowadzić	извърша	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IMP;SG;2;PST;FIN
przeprowadzone	извършена	przeprowadzić	извърша	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
białka	протеини	białko	протея	N;ACC;NEUT;SG	N;INDF;MASC;PL
białka	протеини	białko	протея	N;ACC;NEUT;SG	N;INDF;MASC;PL
białka	протеините	białko	протеин	N;ACC;NEUT;SG	N;DEF;MASC;PL
mclaren	макларън	mclaren	макларън	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
śmiertelna	смъртоносно	śmiertelny	смъртоносно	ADJ;NOM;FEM;SG	ADV
śmiertelna	смъртоносни	śmiertelny	смъртоносен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
śmiertelna	смъртоносно	śmiertelny	смъртоносно	ADJ;NOM;FEM;SG	ADV
śmiertelna	фатално	śmiertelny	фатален	ADJ;NOM;FEM;SG	ADV
śmiertelna	смъртни	śmiertelny	смъртен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
śmiertelna	смъртен	śmiertelny	смъртя-(се)	ADJ;NOM;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
lorenzo	лоренцо	lorenzo	лоренцо	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
cywilnej	цивилни	cywilny	цивилен	ADJ;GEN;FEM;SG	ADJ;INDF;PL
grant	субсидия	grant	субсидия		N;INDF;FEM;SG
grant	грант	grant	грант		PROPN;INDF;MASC;SG
wystąpienia	изказвания	wystąpienie	изказване	N;GEN;NEUT;SG	N;INDF;NEUT;PL
wystąpienia	речи	wystąpienie	реч	N;GEN;NEUT;SG	N;INDF;FEM;PL
wystąpienia	речите	wystąpienie	реч	N;GEN;NEUT;SG	N;DEF;FEM;PL
dowód	улики	dowód	улика	N;ACC;MASC;SG	N;INDF;FEM;PL
dowód	доказателства	dowód	доказателство	N;ACC;MASC;SG	N;INDF;NEUT;PL
dowód	доказателства	dowód	доказателство	N;ACC;MASC;SG	N;INDF;NEUT;PL
norman	норман	norman	норман	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
zatoce	залив	zatoc	залив		N;INDF;MASC;SG
zatoce	залива	zatoc	заливам		V;IPFV;IND;SG;3;PRS;FIN;ACT
people	народ	peopło	народ		N;INDF;MASC;SG
people	хора	peopło	хора		N;INDF
people	хората	peopło	хора		N;DEF
zamknięte	заключени	zamknąć	заключа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zamknięte	заключено	zamknąć	заключа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zamknięte	заключена	zamknąć	заключа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zamknięte	заключен	zamknąć	заключа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zamknięte	затворена	zamknąć	затворя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zamknięte	затворено	zamknąć	затворя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zamknięte	затворени	zamknąć	затворя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
marino	марино	marino	марино		N;INDF;NEUT;SG
uciekł	избягали	uciec	избягам	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;PST;V.PTCP;ACT
islandii	исландия	islandia	исландия		PROPN;INDF;FEM;SG
elektrycznej	електроенергия	elektryczny	електроенергия	ADJ;GEN;FEM;SG	N;INDF;FEM;SG
elektrycznej	електричество	elektryczny	електричество	ADJ;GEN;FEM;SG	N;INDF;NEUT;SG
elektrycznej	ток	elektryczny	ток	ADJ;GEN;FEM;SG	N;INDF;MASC;SG
fizyczne	физическо	fizyczny	физически	ADJ;NOM;NEUT;SG	ADV
kara	наказателни	kara	наказателен	N;NOM;FEM;SG	ADJ;INDF;PL
kara	наказателен	kara	наказателен	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
kara	кара	kara	карам-се	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
kara	наказания	kara	накажа	N;NOM;FEM;SG	N;INDF;NEUT;PL
montevideo	монтевидео	montevideo	монтевидео	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
bomby	бомбите	bomba	бомба	N;ACC;FEM;SG	N;DEF;FEM;PL
bomby	бомби	bomba	бомба	N;ACC;FEM;SG	N;INDF;FEM;PL
konwencji	конвенции	konwencja	конвенция	N;GEN;FEM;SG	N;INDF;FEM;PL
ontario	онтарио	ontario	онтарио	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
golden	златен	golden	златен		ADJ;INDF;MASC;SG
golden	златни	golden	златен		ADJ;INDF;PL
golden	златно	golden	златен		ADV
golden	златна	golden	златен		ADJ;INDF;FEM;SG
wydawane	издадена	wydawać	издам-(се)	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
wydawane	издаден	wydawać	издам-(се)	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
wydawane	емитирани	wydawać	емитирам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
wydawane	издадени	wydawać	издам-(се)	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
wydawane	издадено	wydawać	издам-(се)	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
wykorzystywana	малтретирани	wykorzystywać	малтретирам	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
bobby	боби	bobby	боба		N;INDF;MASC;SG
normy	норми	norma	норма		N;INDF;FEM;PL
normy	нормите	norma	норма		N;DEF;FEM;PL
normy	норма	norma	норма		N;INDF;FEM;SG
normy	стандартите	norma	стандарт		N;DEF;MASC;PL
normy	стандарти	norma	стандарт		N;INDF;MASC;PL
channel	канал	channel	канал		N;INDF;MASC;SG
channel	каналът	channel	канал		N;DEF;MASC;SG
lek	наркотици	lek	наркотик	N;NOM;MASC;SG	N;INDF;MASC;PL
ogólna	общи	ogólny	общ	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ogólna	общи	ogólny	общ	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ogólna	генерал	ogólny	генерал	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
romeo	ромео	romeo	ромео		N;INDF;MASC;SG
interpretacji	тълкувания	interpretacja	тълкуване	N;GEN;FEM;SG	N;INDF;NEUT;PL
gitary	китарата	gitar	китар		N;DEF;FEM;SG
gitary	китара	gitar	китар		N;INDF;FEM;SG
gitary	китари	gitar	китар		N;INDF;MASC;PL
dziennie	дневна	dziennie	дневен	ADV	ADJ;INDF;FEM;SG
dziennie	дневен	dziennie	дневен	ADV	ADJ;INDF;MASC;SG
dziewczyny	момиченце	dziewczyna	момиченце	N;NOM;FEM;PL	N;INDF;NEUT;SG
dziewczyny	момиче	dziewczyna	момиче	N;NOM;FEM;PL	N;INDF;NEUT;SG
wewnętrznego	вътрешно	wewnętrzny	вътрешен	ADJ;ACC;MASC;SG	ADV
wewnętrznego	вътрешни	wewnętrzny	вътрешен	ADJ;ACC;MASC;SG	ADJ;INDF;PL
zapłonu	запалване	zapłon	запалване		N;INDF;NEUT;SG
wrzenia	кипене	wrzenie	кипене		N;INDF;FEM;SG
wrzenia	вряща	wrzenie	врящам-се		N;INDF;FEM;SG
saksofon	саксофон	saksofon	саксофон	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
brukseli	брюксел	bruksel	брюксел		PROPN;INDF;MASC;SG
przyjaźni	приятелството	przyjaźń	приятелство	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;NEUT;SG
przyjaźni	дружба	przyjaźń	дружба	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
przyjaźni	приятелство	przyjaźń	приятелство	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
działo	оръдия	dziać	оръди	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	N;INDF;NEUT;PL
działo	кенън	dziać	кенън	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	PROPN;INDF;MASC;SG
działo	оръдие	dziać	оръдие	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	N;INDF;NEUT;SG
działo	оръдието	dziać	оръдие	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
jaskinia	пещера	jaskiniać	пещера		N;INDF;FEM;SG
jaskinia	пещерата	jaskiniać	пещера		N;DEF;FEM;SG
katastrofa	бедствия	katastrofa	бедствие	N;NOM;FEM;SG	N;INDF;NEUT;PL
suma	sum	suma	sum	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
suma	сум	suma	сум	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
suma	общо	suma	общо	N;NOM;FEM;SG	ADV
suma	общ	suma	общ	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
suma	обща	suma	общ	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
ann	анн	ann	анн	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
ann	ан	ann	ан	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
zły	лоша	zły	лош		ADJ;INDF;FEM;SG
zły	зле	zły	зле		ADV
zły	лошо	zły	лошо		ADV
zły	лош	zły	лош		ADJ;INDF;MASC;SG
zły	кофти	zły	кофта		ADV
zły	гневен	zły	гневен		ADJ;INDF;MASC;SG
zły	бесен	zły	бесен		N;INDF;MASC;SG
zły	ядосан	zły	ядосам-(се)		N;INDF;MASC;SG
zły	ядосана	zły	ядосам-(се)		N;INDF;FEM;SG
zły	злото	zły	зло		N;DEF;NEUT;SG
zły	зла	zły	зъл		ADJ;INDF;FEM;SG
zły	зъл	zły	зъл		ADJ;INDF;MASC;SG
zły	зли	zły	зли		N;INDF;MASC;PL
zły	зло	zły	зло		N;INDF;NEUT;SG
wyjścia	изходящи	wyjście	изходящ	N;NOM;NEUT;SG	V;IPFV;INDF;PL;PST;V.PTCP;ACT
wyjścia	изходи	wyjście	изход	N;NOM;NEUT;SG	N;INDF;MASC;PL
wyjścia	изходи	wyjście	изход	N;NOM;NEUT;SG	N;INDF;MASC;PL
sierpień	август	sierpienie	август		N;INDF;MASC;SG
sierpień	аугуст	sierpienie	аугуст		PROPN;INDF;MASC;SG
sierpień	август	sierpienie	август		N;INDF;MASC;SG
przekazany	предадена	przekazać	предам-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
przekazany	предадени	przekazać	предам-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
przekazany	предадено	przekazać	предам-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
przekazany	предавана	przekazać	предавам-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
stanley	станли	stanle	стана		N;INDF;MASC;SG
stanley	стенли	stanle	стенл		N;INDF;MASC;SG
biegi	фи	bieg	фи	N;NOM;MASC;PL	N;INDF;MASC;SG
alfreda	алфред	alfreda	алфред		PROPN;INDF;MASC;SG
artyści	изпълнител	artysta	изпълнител	N;NOM;MASC;PL	N;INDF;MASC;SG
artyści	художничка	artysta	художничка	N;NOM;MASC;PL	N;INDF;FEM;SG
artyści	художник	artysta	художник	N;NOM;MASC;PL	N;INDF;MASC;SG
artyści	артист	artysta	артист	N;NOM;MASC;PL	N;INDF;MASC;SG
artyści	творец	artysta	творец	N;NOM;MASC;PL	N;INDF;MASC;SG
oznaczało	означаваше	oznaczać	означавам	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
zapewnić	предоставят	zapewnić	предоставя	V;PFV;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
podzielony	разделена	podzielić	разделя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
podzielony	разделено	podzielić	разделя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
podzielony	разделени	podzielić	разделя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
podzielony	разделен	podzielić	разделя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
opracowany	разработена	opracować	разработя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
opracowany	разработени	opracować	разработя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
opracowany	разработен	opracować	разработя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
opracowany	развитите	opracować	развия-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;PFV;DEF;PL;V.PTCP;PASS
opracowany	развита	opracować	развитам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
prasie	натиснете	prasa	натисна	N;DAT;FEM;SG	V;PFV;IMP;PL;2;FIN
prasie	натисни	prasa	натисен	N;DAT;FEM;SG	V;PFV;IMP;SG;2;FIN
caroline	каролин	caroliny	каролин	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;FEM;SG
caroline	каролайн	caroliny	каролайн	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;MASC;SG
caroline	керълайн	caroliny	керълайн	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;MASC;SG
caroline	карълайн	caroliny	карълайн	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;MASC;SG
susan	сюзън	susan	сюзън	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
dotyczą	загриженост	dotyczyć	загриженост	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;INDF;FEM;SG
dotyczą	безпокойство	dotyczyć	безпокойство	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;INDF;NEUT;SG
płuc	белодробен	płuc	белодробен		ADJ;INDF;MASC;SG
płuc	белодробна	płuc	белодробен		ADJ;INDF;FEM;SG
płuc	дроб	płuc	дроб		N;INDF;MASC;SG
płuc	лунг	płuc	лунг		N;INDF;MASC;SG
płuc	дробове	płuc	дроб		N;INDF;MASC;PL
bułgarski	българка	bułgarski	българка	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
bułgarski	българско	bułgarski	български	ADJ;NOM;MASC;SG	ADV
bułgarski	българин	bułgarski	българин	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
blood	кръвта	blood	кръв		N;DEF;FEM;SG
blood	кръв	blood	кръв		N;INDF;FEM;SG
silva	силва	silvać	силва	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
jennifer	дженифър	jennifer	дженифър		N;INDF;FEM;PL
pietro	пиетро	pietro	пиетро	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
müller	мюлер	müller	мюлер	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
belgia	белгия	belgia	белгия		PROPN;INDF;FEM;SG
oscar	оскар	oscar	оскар	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
facto	facto	facto	facto		N;INDF;FEM;SG
neapolu	неапол	neapol	неапол	PROPN;GEN;MASC;SG	PROPN;INDF;MASC;SG
baterii	батерии	bateria	батерия	N;GEN;FEM;SG	N;INDF;FEM;PL
ewangelii	евангелията	ewangelia	евангелия	N;GEN;FEM;SG	N;DEF;NEUT;PL
wang	уанг	wang	уанг	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
wang	уан	wang	уан	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
bartosz	бартош	bartosz	барташ	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
komory	чеймбърс	komora	чеймбърс	N;ACC;FEM;PL	N;INDF;MASC;SG
komory	коморските	komora	коморски	N;ACC;FEM;PL	ADJ;DEF;PL
komory	камара	komora	камара	N;ACC;FEM;PL	N;INDF;FEM;SG
angel	ейнджъл	angel	ейнджъл		PROPN;INDF;MASC;SG
angel	ангел	angel	ангел		N;INDF;MASC;SG
angel	angel	angel	angel		INTJ
angel	анхел	angel	анхел		PROPN;INDF;MASC;SG
określić	определят	określić	определям-(се)	V;PFV;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
samobójstwo	самоубийства	samobójstwo	самоубийство	N;NOM;NEUT;SG	N;INDF;NEUT;PL
spowodowała	причинено	spowodować	причиня	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
spowodowała	причинени	spowodować	причиня	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
spowodowała	причинена	spowodować	причиня	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
natura	натура	natura	натурам-(се)		N;INDF;FEM;SG
natura	естество	natura	естество		N;INDF;NEUT;SG
natura	природа	natura	природа		N;INDF;FEM;SG
natura	природата	natura	природа		N;DEF;FEM;SG
graham	греъм	grahać	греъм		PROPN;INDF;MASC;SG
stu	стю	sto	съю		PROPN;INDF;MASC;SG
skrzyżowania	пунктове	skrzyżowanie	пункт	N;NOM;NEUT;SG	N;INDF;MASC;PL
wolf	улф	wolf	улф		PROPN;INDF;MASC;SG
wolf	уолф	wolf	уолф		PROPN;INDF;MASC;SG
wolf	вълк	wolf	вълк		N;INDF;MASC;SG
wolf	вълчо	wolf	вълчо		N;INDF;MASC;SG
wolf	волф	wolf	волф		PROPN;INDF;MASC;SG
willa	уила	willa	ухо	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
willa	уил	willa	ухл	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
uczestniczyła	участвали	uczestniczyć	участвам	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;INDF;PL;PST;V.PTCP;ACT
uczestniczyła	участваха	uczestniczyć	участвам	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IPFV;IND;PL;3;PST;FIN;ACT
honorowym	почетен	honorowy	почетен	ADJ;INS;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
honorowym	почетни	honorowy	почетен	ADJ;INS;MASC;SG	ADJ;INDF;PL
honorowym	почетна	honorowy	почетен	ADJ;INS;MASC;SG	N;INDF;FEM;SG
tymczasowe	междинно	tymczasowy	междинно	ADJ;NOM;NEUT;SG	ADV
tymczasowe	временни	tymczasowy	временен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
tymczasowe	временно	tymczasowy	временно	ADJ;NOM;NEUT;SG	ADV
tymczasowe	временни	tymczasowy	временен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
