aturar	stand	aturar	stand	V	N;MASC+FEM;SG
véxote	zie	véxote	zien	PROPN	V;SG;PRS;FIN
véxote	jij	véxote	jij	PROPN	PRO;NOM;2
véxote	jou	véxote	jou	PROPN	PRO;ACC;2
chamarme	oproep	chamarme	oproep	V	N;MASC+FEM;SG
coñeciches	deed	coñeciche	doen	N	V;SG;PST;FIN
coñeciches	jij	coñeciche	jij	N	PRO;NOM;2
coñeciches	jou	coñeciche	jou	N	PRO;ACC;2
coñeciches	ontmoet	coñeciche	ontmoeten	N	V;V.PTCP
coñeciches	ontmoeten	coñeciche	ontmoeten	N	V;NFIN
coñeciches	hem	coñeciche	hem	N	PRO;ACC;3
marion	marion	marion	marion	PROPN	N;MASC+FEM;SG
pénsao	ongeveer	pénsao	ongeveer	PROPN	ADV
pénsao	over	pénsao	over	PROPN	ADP
pénsao	denk	pénsao	denken	PROPN	V;SG;PRS;FIN
pénsao	denken	pénsao	denken	PROPN	V;NFIN
blue	blue	blue	blue	PROPN	N;MASC+FEM;SG
blue	blauw	blue	blauw	PROPN	ADJ
blue	blauwe	blue	blauw	PROPN	ADJ
andrews	andrews	andrews	andrews	PROPN	N;MASC+FEM;SG
andrews	van	andrews	van	PROPN	ADP
andrews	uit	andrews	uit	PROPN	ADP
andrews	vanaf	andrews	vanaf	PROPN	ADP
perdóeme	vergeef	perdóeme	vergeven	N	V;SG;PRS;FIN
perdóeme	vergeven	perdóeme	vergeven	N	V;V.PTCP
chalana	boot	chalanar	boot	ADJ	N;MASC+FEM;SG
filliña	lieve	filliña	lief	N	ADJ
filliña	liefste	filliña	liefst	N	ADJ;RL
filliña	girl	filliña	girl	N	
sagrada	heilig	sagrar	heilig	V	ADJ
sagrada	heilige	sagrar	heilige	V	ADJ
sagrada	heilige	sagrar	heilige	V	ADJ
sagrada	heilig	sagrar	heilig	V	ADJ
sagrada	holy	sagrar	holy	V	
mineral	minerale	mineral	mineraal	N	ADJ
andabas	jij	andaba	jij	N	PRO;NOM;2
andabas	jou	andaba	jou	N	PRO;ACC;2
andabas	waren	andaba	zijn	N	V;PL;PST;FIN
andabas	heb	andaba	hebben	N	V;SG;PRS;FIN
andabas	hebben	andaba	hebben	N	V;PL;PRS;FIN
geoffrey	geoffrey	geoffrey	geoffrey	PROPN	N;MASC+FEM;SG
cantaba	sang	cantar	sang	V	N;MASC+FEM;SG
tróuxenche	gebracht	tróuxenche	brengen	PROPN	V;V.PTCP
tróuxenche	meegebracht	tróuxenche	meebrengen	PROPN	V;V.PTCP
tróuxenche	bracht	tróuxenche	brengen	PROPN	V;SG;PST;FIN
tróuxenche	jij	tróuxenche	jij	PROPN	PRO;NOM;2
tróuxenche	jou	tróuxenche	jou	PROPN	PRO;ACC;2
armadas	bewapend	armado	bewapenen	N	V;V.PTCP
armadas	gewapend	armado	wapenen	N	V;V.PTCP
armadas	gewapende	armado	gewapend	N	V;V.PTCP
foches	deed	foche	doen	N	V;SG;PST;FIN
foches	jij	foche	jij	N	PRO;NOM;2
foches	jou	foche	jou	N	PRO;ACC;2
irlandeses	ierse	irlander	iers	N	ADJ
irlandeses	iers	irlander	iers	N	ADJ
fodidos	zijn	foder	zijn	N	V;PL;PRS;FIN
dámo	geef	dámo	geven		V;SG;PRS;FIN
dámo	geven	dámo	geven		V;NFIN
willett	willett	willett	willetten	PROPN	N;MASC+FEM;SG
mátao	kill	mátao	kill	PROPN	N;MASC+FEM;SG
mátao	doden	mátao	dood	PROPN	ADJ
mátao	hem	mátao	hem	PROPN	PRO;ACC;3
ianqui	amerikaan	ianqui	amerikaan	PROPN	N;MASC+FEM;SG
ianqui	amerikaans	ianqui	amerikaans	PROPN	ADJ
ianqui	amerikaanse	ianqui	amerikaans	PROPN	ADJ
shirley	shirley	shirley	shirley	PROPN	N;MASC+FEM;SG
claude	claude	claude	claud	PROPN	N;MASC+FEM;SG
ping	ping	ping	ping	PROPN	
fodendo	met	foder	met	V	ADP
barricada	barricade	barricar	barricade	V	N;MASC+FEM;SG
barricada	versperring	barricar	versperring	V	N;MASC+FEM;SG
jerry	jerry	jerry	jerry	PROPN	N;MASC+FEM;SG
jerry	mof	jerry	mof	PROPN	N;MASC+FEM;SG
cui	cui	cui	cui	PROPN	N;MASC+FEM;SG
téñote	got	téñote	got	PROPN	N;MASC+FEM;SG
téñote	heb	téñote	hebben	PROPN	V;SG;PRS;FIN
téñote	kreeg	téñote	krijgen	PROPN	V;SG;PST;FIN
private	prive	private	prive	PROPN	N;MASC+FEM;SG
private	privé	private	privé	PROPN	ADJ
private	particulier	private	particulier	PROPN	ADJ
cbi	iwc	cbi	iwc	PROPN	N;MASC+FEM;SG
mormont	mormont	mormont	mormont	PROPN	N;MASC+FEM;SG
pender	pender	pender	pender	V	N;MASC+FEM;SG
ángeles	los	ángele	los	N	ADJ
ángeles	angeles	ángele	angel	N	PROPN;NEUT;SG
jazz	jazz	jazz	jazz	PROPN	N;MASC+FEM;SG
bendición	zegenen	bendición	zegenen	N	V;NFIN
finanzas	financien	finanzas	financien	PROPN	N;PL
finanzas	financiën	finanzas	financiën	PROPN	N;PL
finanzas	financieren	finanzas	financieren	PROPN	V;NFIN
incribles	amazing	incrible	amazing	ADJ	
má	slechte	má	slecht	N	ADJ
má	slecht	má	slecht	N	ADJ
hans	hans	haber	hans	PROPN	PROPN;MASC+FEM;SG
gráfica	grafiek	gráfico	grafiek	ADJ	N;MASC+FEM;SG
gráfica	grafiek	gráfico	grafiek	ADJ	N;MASC+FEM;SG
estudamos	studie	estudar	studie	V	N;MASC+FEM;SG
sabia	wijze	sabia	wijze	V	N;MASC+FEM;SG
sabia	verstandig	sabia	verstandig	V	ADJ
sabia	wise	sabia	wise	V	N;MASC+FEM;SG
sabia	wijs	sabia	wijs	V	ADJ
noventa	ninety	noventa	ninety	NUM	N;MASC+FEM;SG
ollade	kijk	ollade	kijken	ADV	V;SG;PRS;FIN
existía	was	existir	zijn	V	V;SG;PST;FIN
existía	daar	existir	daar	V	ADV
existía	er	existir	er	V	ADV
seguise	nog	seguir	nog	V	ADV
seguise	was	seguir	zijn	V	V;SG;PST;FIN
sos	alone	se	alone	PROPN	
sos	alleen	se	alleen	PROPN	ADV
sos	eigen	se	eigen	PROPN	ADJ
collelo	neem	collelo	nemen	N	V;SG;PRS;FIN
collelo	nemen	collelo	nemen	N	V;NFIN
collede	neem	colleder	nemen	PROPN	V;SG;PRS;FIN
collede	nemen	colleder	nemen	PROPN	V;NFIN
coñecedes	don	coñecede	don	V	N;MASC+FEM;SG
adoitan	ze	adoitar	ze	V	PRO;3
adoitan	zij	adoitar	zij	V	PRO;NOM;3
adoitan	meestal	adoitar	meestal	V	ADV
adoitan	gewoonlijk	adoitar	gewoonlijk	V	ADJ
ensaios	proeven	ensalo	proeven	N	V;NFIN
supremo	opperste	supremo	opperst	N	ADJ;RL
táboa	brak	táboa	breken	N	V;SG;PST;FIN
táboa	gebroken	táboa	breken	N	V;V.PTCP
myriad	talloze	myriad	talloos	PROPN	ADJ
errada	fout	errada	fout	ADJ	N;MASC+FEM;SG
inesperado	onverwachts	inesperar	onverwachts	V	ADV
inesperado	onverwacht	inesperar	onverwacht	V	ADJ
inesperado	onverwachte	inesperar	onverwacht	V	ADJ
deunos	gaf	deuno	geven	N	V;SG;PST;FIN
madrugada	morgen	madrugar	morgen	V	ADV
madrugada	goeiemorgen	madrugar	goeiemorgen	V	N;PL
madrugada	goedemorgen	madrugar	goedemorgen	V	N;PL
madrugada	ochtend	madrugar	ochtend	V	N;MASC+FEM;SG
corporal	lichaam	corporal	lichaam	ADJ	N;NEUT;SG
corporal	body	corporal	body	ADJ	N;MASC+FEM;SG
negociacións	onderhandelen	negociación	onderhandelen	N	V;NFIN
fainos	maken	faino	maken	N	V;NFIN
fainos	maak	faino	maken	N	V;SG;PRS;FIN
harvard	harvard	harvard	harvard	V	N;MASC+FEM;SG
seriamente	serieus	seriamente	serieus	ADV	ADJ
pides	jij	peder	jij	V	PRO;NOM;2
pides	jou	peder	jou	V	PRO;ACC;2
axudas	helpen	axuda	helpen	N	V;NFIN
deixara	linkse	deixar	links	V	ADJ
deixara	linker	deixar	linker	V	ADJ
deixara	links	deixar	links	V	ADJ
rematan	einde	rematar	einde	V	N;NEUT;SG
rematan	eind	rematar	eind	V	N;NEUT;SG
amarelos	gele	amarelo	geel	N	ADJ
amarelos	geel	amarelo	geel	N	ADJ
racial	race	racial	race	ADJ	N;MASC+FEM;SG
racial	ras	racial	ras	ADJ	N;NEUT;SG
sinxelos	eenvoudige	sinxelo	eenvoudig	N	ADJ
sinxelos	simpel	sinxelo	simpel	N	ADJ
sinxelos	eenvoudig	sinxelo	eenvoudig	N	ADJ
nixeria	nigeria	nixeria	nigeria	N	PROPN;NEUT;SG
deberan	moet	deber	moeten	V	V;SG;PRS;FIN
refiro	wat	referir	wat	V	PRO;3
refiro	gemiddelde	referir	gemiddeld	V	ADJ
refiro	gemeen	referir	gemeen	V	ADJ
refiro	mean	referir	mean	V	
sábese	elke	sábese	elk	V	DET
atrapar	catch	atrapar	catch	V	N;MASC+FEM;SG
atrapar	vangst	atrapar	vangst	V	N;MASC+FEM;SG
morrían	ze	morrer	ze	V	PRO;3
morrían	zij	morrer	zij	V	PRO;NOM;3
existente	bestaand	existente	bestaan	ADJ	V;V.PTCP
existente	bestaande	existente	bestaan	ADJ	V;V.PTCP
debuxar	tekening	debuxar	tekening	V	N;MASC+FEM;SG
desesperada	wanhopig	desesperar	wanhopig	V	ADJ
desesperada	wanhopige	desesperar	wanhopig	V	ADJ
desesperada	radeloos	desesperar	radeloos	V	ADJ
desesperada	zoon	desesperar	zoon	V	N;MASC+FEM;SG
desesperada	son	desesperar	son	V	N;MASC+FEM;SG
nathaniel	nathaniel	nathaniel	nathaniel	PROPN	N;MASC+FEM;SG
abren	open	abren	open	V	ADJ
caribe	caribische	caribe	caribisch	N	ADJ
caio	caius	caio	caius	V	N;MASC+FEM;SG
texas	texaanse	texa	texaans	PROPN	ADJ
texas	texas	texa	texas	PROPN	N;NEUT;SG
bici	fiets	bici	fiets	PROPN	N;MASC+FEM;SG
admito	toegeven	admito	toegeven	ADV	V;NFIN
foxe	weg	foxe	weg	V	ADV
minte	lie	minte	lien	V	N;MASC+FEM;SG
minte	leugen	minte	leugen	V	N;MASC+FEM;SG
hail	hagel	hail	hagel	PROPN	N;MASC+FEM;SG
hail	heil	hail	heil	PROPN	N;MASC+FEM;SG
lixeiramente	lichtjes	lixeiramente	licht	ADV	N;PL
lixeiramente	lichtelijk	lixeiramente	lichtelijk	ADV	ADJ
dixéronlle	verteld	dixéronlle	vertellen	PROPN	V;V.PTCP
dixéronlle	vertelde	dixéronlle	vertellen	PROPN	V;SG;PST;FIN
dixéronlle	ze	dixéronlle	ze	PROPN	PRO;3
dixéronlle	zij	dixéronlle	zij	PROPN	PRO;NOM;3
atopen	zoek	atopar	zoek	V	ADJ
atopen	ze	atopar	ze	V	PRO;3
atopen	zij	atopar	zij	V	PRO;NOM;3
cambialo	veranderen	cambialo	veranderen	PROPN	V;NFIN
cambialo	wijziging	cambialo	wijziging	PROPN	N;MASC+FEM;SG
cambialo	wijzigen	cambialo	wijzigen	PROPN	V;NFIN
cambialo	verandering	cambialo	verandering	PROPN	N;MASC+FEM;SG
cambialo	veranderingen	cambialo	verandering	PROPN	N;PL
tiveran	heb	ter	hebben	V	V;SG;PRS;FIN
tiveran	ze	ter	ze	V	PRO;3
tiveran	zij	ter	zij	V	PRO;NOM;3
usala	gebruik	usalar	gebruik	V	N;NEUT;SG
normalidade	normaliter	normalidade	normaliter	N	ADV
normalidade	gewoonlijk	normalidade	gewoonlijk	N	ADJ
normalidade	normaal	normalidade	normaal	N	ADJ
encantaríame	love	encantaríame	love	V	
encantaríame	liefs	encantaríame	lief	V	N;PL
encantaríame	liefde	encantaríame	liefde	V	N;MASC+FEM;SG
lembrades	onthoud	lembrade	onthoud	N	V;SG;PRS;FIN
lembrades	jij	lembrade	jij	N	PRO;NOM;2
lembrades	jou	lembrade	jou	N	PRO;ACC;2
willie	willy	willie	willy	PROPN	N;MASC+FEM;SG
willie	willie	willie	willie	PROPN	N;MASC+FEM;SG
dick	dick	dick	dick	PROPN	N;MASC+FEM;SG
dick	lul	dick	lul	PROPN	N;MASC+FEM;SG
howard	howard	howard	howard	PROPN	N;MASC+FEM;SG
golpear	strike	golpear	strik	V	
golpear	staking	golpear	staking	V	N;MASC+FEM;SG
contactar	contact	contactar	contact	V	N;NEUT;SG
contactar	contactpersoon	contactar	contactpersoon	V	N;MASC+FEM;SG
manexar	handvat	manexar	handvat	V	N;NEUT;SG
élle	zorg	élle	zorg	V	N;MASC+FEM;SG
élle	care	élle	care	V	N;MASC+FEM;SG
élle	verzorging	élle	verzorging	V	N;MASC+FEM;SG
élle	ze	élle	ze	V	PRO;3
élle	zij	élle	zij	V	PRO;NOM;3
élle	don	élle	don	V	N;MASC+FEM;SG
entren	get	entren	get	V	
bailes	danst	baile	dansen	N	V;SG;PRS;FIN
empezaron	ze	empezar	ze	V	PRO;3
empezaron	zij	empezar	zij	V	PRO;NOM;3
ocuparme	neem	ocuparme	nemen	PROPN	V;SG;PRS;FIN
ocuparme	nemen	ocuparme	nemen	PROPN	V;NFIN
ocuparme	zorg	ocuparme	zorg	PROPN	N;MASC+FEM;SG
ocuparme	care	ocuparme	care	PROPN	N;MASC+FEM;SG
ocuparme	verzorging	ocuparme	verzorging	PROPN	N;MASC+FEM;SG
atópanse	zijn	atópanse	zijn	PROPN	V;PL;PRS;FIN
fósemos	waren	fósemo	zijn	V	V;PL;PST;FIN
sinxelamente	gewoon	sinxelamente	gewoon	ADV	ADJ
estupidez	stomheid	estupidez	stomheid	N	ADJ
sabiades	deed	sabiar	doen	N	V;SG;PST;FIN
sabiades	weten	sabiar	weten	N	V;NFIN
sabiades	weet	sabiar	weten	N	V;SG;PRS;FIN
sabiades	jij	sabiar	jij	N	PRO;NOM;2
sabiades	jou	sabiar	jou	N	PRO;ACC;2
deitados	liggend	deitado	liggen	N	V;V.PTCP
deitados	liegen	deitado	liegen	N	V;NFIN
deitados	liegende	deitado	liegen	N	V;V.PTCP
cambiará	will	cambiar	will	V	
cambiará	zal	cambiar	zullen	V	V;SG;PRS;FIN
cambiará	zullen	cambiar	zullen	V	V;PL;PRS;FIN
cambiará	wijziging	cambiar	wijziging	V	N;MASC+FEM;SG
cambiará	verandering	cambiar	verandering	V	N;MASC+FEM;SG
cambiará	veranderingen	cambiar	verandering	V	N;PL
descuberta	ontdekking	descuberta	ontdekking	V	N;MASC+FEM;SG
descuberta	ontdekkingen	descuberta	ontdekking	V	N;PL
descuberta	discovery	descuberta	discovery	V	N;MASC+FEM;SG
voluntario	vrijwillig	voluntario	vrijwillig	N	ADJ
ímoslle	laat	ímoslle	laten	PROPN	V;SG;PRS;FIN
ímoslle	laten	ímoslle	laten	PROPN	V;PL;PRS;FIN
ímoslle	hier	ímoslle	hier	PROPN	ADV
pódesme	kan	pódesme	kunnen	ADV	V;SG;PRS;FIN
pódesme	kunt	pódesme	kunnen	ADV	V;SG;PRS;FIN
pódesme	kunnen	pódesme	kunnen	ADV	V;PL;PRS;FIN
pódesme	jij	pódesme	jij	ADV	PRO;NOM;2
pódesme	jou	pódesme	jou	ADV	PRO;ACC;2
estarías	jij	estar	jij	V	PRO;NOM;2
estarías	jou	estar	jou	V	PRO;ACC;2
desesperado	wanhopig	desesperar	wanhopig	V	ADJ
desesperado	wanhopige	desesperar	wanhopig	V	ADJ
desesperado	radeloos	desesperar	radeloos	V	ADJ
superar	over	superar	over	V	ADP
convén	voor	convir	voor	V	ADP
moralmente	moreel	moral	moreel	ADV	ADJ
cambiamos	wijziging	cambiar	wijziging	V	N;MASC+FEM;SG
cambiamos	verandering	cambiar	verandering	V	N;MASC+FEM;SG
cambiamos	veranderingen	cambiar	verandering	V	N;PL
entendedes	jij	entendede	jij	V	PRO;NOM;2
entendedes	jou	entendede	jou	V	PRO;ACC;2
terminou	over	terminar	over	V	ADP
alimenta	zaden	alimentar	zaad	V	N;PL
alimenta	zaaigoed	alimentar	zaaigoed	V	N;NEUT;SG
alimenta	zaad	alimentar	zaad	V	N;NEUT;SG
alimenta	zaaizaad	alimentar	zaaizaad	V	N;NEUT;SG
hoxendía	vandaag	hoxender	vandaag	N	ADV
concordo	akkoord	concordo	akkoord	V	ADJ
nenez	kinderjaren	nenez	kinderjaar	N	ADJ
vales	dalen	val	dalen	N	V;NFIN
caendo	down	caendo	down	V	N;MASC+FEM;SG
caendo	omlaag	caendo	omlaag	V	ADV
lavadora	wassen	lavador	wassen	N	V;NFIN
deixará	jij	deixar	jij	V	PRO;NOM;2
deixará	jou	deixar	jou	V	PRO;ACC;2
deixará	verlof	deixar	verlof	V	N;NEUT;SG
comezos	early	comezo	early	N	
comezos	vroeg	comezo	vroeg	N	ADJ
comezos	vroege	comezo	vroeg	N	ADJ
fadas	tale	facer	taal	N	
crearon	ze	crear	ze	V	PRO;3
crearon	zij	crear	zij	V	PRO;NOM;3
crearon	heb	crear	hebben	V	V;SG;PRS;FIN
matemática	wiskunde	matemático	wiskunde	ADJ	N;MASC+FEM;SG
rematara	was	rematar	zijn	V	V;SG;PST;FIN
rematara	over	rematar	over	V	ADP
saíches	eruit	saíches	eruit	N	ADV
saíches	uit	saíches	uit	N	ADP
saíches	out	saíches	out	N	
saíches	jij	saíches	jij	N	PRO;NOM;2
saíches	jou	saíches	jou	N	PRO;ACC;2
saíches	deed	saíches	doen	N	V;SG;PST;FIN
sudáfrica	zuiden	sudáfricar	zuiden	ADJ	N;NEUT;SG
sudáfrica	afrika	sudáfricar	afrika	ADJ	PROPN;NEUT;SG
inmensa	immens	inmenso	immens	ADJ	ADV
quererías	zoals	querería	zoals	N	CONJ
quererías	like	querería	lik	N	
quererías	zou	querería	zullen	N	V;SG;PST;FIN
quererías	jij	querería	jij	N	PRO;NOM;2
quererías	jou	querería	jou	N	PRO;ACC;2
quererías	wilt	querería	willen	N	V;SG;PRS;FIN
quererías	wil	querería	willen	N	V;SG;PRS;FIN
quererías	willen	querería	willen	N	V;NFIN
teñades	jij	terade	jij	V	PRO;NOM;2
teñades	jou	terade	jou	V	PRO;ACC;2
teñades	heb	terade	hebben	V	V;SG;PRS;FIN
vistas	weergave	vista	weergave	V	N;MASC+FEM;SG
vistas	uitzicht	vista	uitzicht	V	N;NEUT;SG
unir	join	unir	join	V	
gravación	opnemen	gravación	opnemen	N	V;NFIN
giovanni	giovanni	giovannivi	giovanni	PROPN	N;MASC+FEM;SG
intentas	probeer	intentar	proberen	PROPN	V;SG;PRS;FIN
intentas	proberen	intentar	proberen	PROPN	V;NFIN
intentas	jij	intentar	jij	PROPN	PRO;NOM;2
intentas	jou	intentar	jou	PROPN	PRO;ACC;2
intentas	proberen	intentar	proberen	PROPN	V;NFIN
dáche	jij	dáche	jij	V	PRO;NOM;2
dáche	jou	dáche	jou	V	PRO;ACC;2
gordos	dikke	gordo	dik	N	ADJ
gordos	dik	gordo	dik	N	ADJ
