nasr	nasr	nasr	nasr	PROPN	
afc	afc	afc	afc	N	
utilizări	wykorzystuje	utilizare	wykorzystywać	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
utilizări	używa	utilizare	używać	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
utilizări	zastosowania	utilizare	zastosowanie	N;INDF;FEM;PL	N;GEN;NEUT;SG
greaca	grecki	greacă	grecki	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
greaca	grecka	greacă	grecki	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
greaca	grecja	greacă	grecja	N;DEF;FEM;SG	N;NOM;FEM;SG
greaca	greckie	greacă	grecki	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
nancy	nancy	nancy	nanca	PROPN	
comisie	komisja	comisie	komisja	N;INDF;FEM;SG	N;NOM;FEM;SG
comisie	prowizji	comisie	prowizja	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
comisie	komisji	comisie	komisja	N;INDF;FEM;SG	N;GEN;FEM;SG
westfalia	westfalia	westfalia	westfalium	PROPN	
arkansas	arkansas	arkansas	arkansas	N;INDF;MASC;SG	
sinteza	syntezy	sinteză	syntez	N;DEF;FEM;SG	
aripa	skrzydło	aripă	skrzydło	N;DEF;FEM;SG	N;NOM;NEUT;SG
aripa	wing	aripă	wing	N;DEF;FEM;SG	
cauzele	powoduje	cauză	powodować	N;DEF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
cauzele	przyczyny	cauză	przyczyna	N;DEF;FEM;PL	N;ACC;FEM;PL
cauzele	przyczyn	cauză	przyczyna	N;DEF;FEM;PL	N;GEN;FEM;PL
graz	graz	graz	graz	PROPN	PROPN;NOM;MASC;SG
veniturile	dochód	venit	dochód	N;DEF;FEM;PL	N;NOM;MASC;SG
veniturile	przychód	venit	przychód	N;DEF;FEM;PL	N;NOM;MASC;SG
veniturile	przychody	venit	przychody	N;DEF;FEM;PL	N;NOM;MASC;PL
veniturile	dochody	venit	dochód	N;DEF;FEM;PL	N;NOM;MASC;PL
veniturile	dochód	venit	dochód	N;DEF;FEM;PL	N;NOM;MASC;SG
veniturile	przychód	venit	przychód	N;DEF;FEM;PL	N;NOM;MASC;SG
veniturile	przychody	venit	przychody	N;DEF;FEM;PL	N;NOM;MASC;PL
veniturile	dochodów	venit	dochód	N;DEF;FEM;PL	N;GEN;MASC;PL
veniturile	dochody	venit	dochód	N;DEF;FEM;PL	N;NOM;MASC;PL
atomic	atomowa	atomic	atomowy	ADJ;INDF;MASC;SG	
clinton	clintona	clinton	clintona	PROPN	
clinton	clinton	clinton	clinton	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
continuând	kontynuacja	continua	kontynuacja	V;V.MSDR	N;NOM;FEM;SG
continuând	kontynuowanie	continua	kontynuować	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
împărăteasă	cesarzowa	împărăti	cesarz	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
integrare	integracja	integrare	integracja	N;INDF;FEM;SG	N;NOM;FEM;SG
integrare	integracji	integrare	integracja	N;INDF;FEM;SG	N;GEN;FEM;SG
integrare	integrację	integrare	integracja	N;INDF;FEM;SG	N;ACC;FEM;SG
districtele	dzielnice	district	dzielnica	N;DEF;FEM;PL	N;NOM;FEM;PL
districtele	okręgi	district	okręga	N;DEF;FEM;PL	N;NOM;MASC;PL
districtele	okręgów	district	okręg	N;DEF;FEM;PL	N;GEN;MASC;PL
miercurea	środy	miercure	środa	N;DEF;FEM;SG	
miercurea	środę	miercure	środa	N;DEF;FEM;SG	N;ACC;FEM;SG
miercurea	środa	miercure	środa	N;DEF;FEM;SG	
miercurea	środy	miercure	środa	N;DEF;FEM;SG	
scenele	sceny	scenă	scena	N;DEF;FEM;PL	N;ACC;FEM;PL
scenele	scen	scenă	scena	N;DEF;FEM;PL	N;GEN;FEM;PL
dramatice	dramatyczne	dramatic	dramatyczny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
dramatice	dramatycznie	dramatic	dramatycznie	ADJ;INDF;FEM;PL	ADV
dramatice	dramatyczny	dramatic	dramatyczny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
aurelian	aurelian	aurelian	aurelian	N;INDF;MASC;SG	
transmiterea	transmisji	transmitere	transmisja	N;DEF;FEM;SG	N;GEN;FEM;SG
transmiterea	przesyłanie	transmitere	przesyłać	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
transmiterea	transmisja	transmitere	transmisja	N;DEF;FEM;SG	N;NOM;FEM;SG
transmiterea	przekazanie	transmitere	przekazać	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ralph	ralph	ralph	ralph	PROPN	PROPN;NOM;MASC;SG
hunter	hunter	hunter	hunter	N;INDF;MASC;SG	
armeni	ormian	armen	ormiana	N;INDF;MASC;PL	
armeni	armenii	armen	armenia	N;INDF;MASC;PL	PROPN;GEN;FEM;SG
vera	vera	vera	vera	N;DEF;FEM;SG	
sferturi	kwatera	sfert	kwater	N;INDF;FEM;PL	N;NOM;FEM;SG
demo	demo	demo	demo	N;INDF;MASC;SG	
standarde	normy	standard	norma	N;INDF;FEM;PL	
standarde	norm	standard	norma	N;INDF;FEM;PL	
minimă	minimalna	minim	minimalny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
minimă	minimum	minim	minimum	ADJ;INDF;FEM;SG	
minimă	minimalny	minim	minimalny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
minimă	minimalna	minim	minimalny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
minimă	minimalne	minim	minimalny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
minimă	minimum	minim	minimum	ADJ;INDF;FEM;SG	
minimă	minimalny	minim	minimalny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
simț	sens	simț	sens	N;INDF;MASC;SG	V;IND;PRS;FIN
desemna	wyznaczają	desemna	wyznaczać	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
câteodată	czasami	câteodată	czas	ADV	N;INS;MASC;PL
câteodată	czasem	câteodată	czas	ADV	N;INS;MASC;SG
utilă	użyteczny	util	użyteczny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG;POS;V.PTCP;PASS
utilă	przydatne	util	przydatny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
utilă	użyteczne	util	użyteczny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
utilă	przydatny	util	przydatny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
utilă	przydatna	util	przydatny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
utilă	przydatna	util	przydatny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
utilă	pomocny	util	pomocny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
utilă	pomocna	util	pomocny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
utilă	pomocne	util	pomocny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
păstrată	zakonserwowane	păstrat	zakonserwować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
păstrată	zachowana	păstrat	zachować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
păstrată	zachowany	păstrat	zachować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
păstrată	zachowane	păstrat	zachować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
isabella	izabela	isabella	izabel	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
isabella	isabella	isabella	isabell	N;DEF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
predare	nauczanie	predare	nauczanie	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
predare	uczenie	predare	uczenie	N;INDF;FEM;SG	
predare	nauczania	predare	nauczanie	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
predare	przekazania	predare	przekazanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
airlines	airlines	airlines	airlines	PROPN	
sănătatea	zdrowie	sănătate	zdrowie	N;DEF;FEM;SG	N;NOM;NEUT;SG
sănătatea	zdrowia	sănătate	zdrowie	N;DEF;FEM;SG	N;GEN;NEUT;SG
transfermarkt	transfermarkt	transfermarkt	transfermarkt	N;INDF;MASC;SG	V;PFV;IND;SG;FIN;ACT
zimbru	zimbru	zimbru	zimbr	N;INDF;MASC;SG	
climă	klimat	climă	klimat	N;INDF;FEM;SG	N;NOM;MASC;SG
pătrat	kwadratowy	pătrat	kwadratowy	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
pătrat	square	pătrat	squary	N;INDF;MASC;SG	
pătrat	kwadratowe	pătrat	kwadratowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
epic	epic	epic	epic	N;INDF;MASC;SG	
grație	łaska	grație	łaska	N;INDF;FEM;SG	N;NOM;FEM;SG
grație	grace	grație	graka	N;INDF;FEM;SG	
grație	łaski	grație	łaska	N;INDF;FEM;SG	N;ACC;FEM;SG
avere	fortuna	avere	fortuny	N;INDF;FEM;SG	
avere	fortunę	avere	fortuna	N;INDF;FEM;SG	N;ACC;FEM;SG
avere	fortuny	avere	fortuna	N;INDF;FEM;SG	
avere	majątek	avere	majątek	N;INDF;FEM;SG	N;ACC;MASC;SG
avere	bogactwo	avere	bogactwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
avere	bogactwa	avere	bogactwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
windsor	windsor	windsor	windsor	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
fin	fin	fin	fina	ADV	
birou	biuro	birou	biuro	N;INDF;MASC;SG	
birou	biurowe	birou	biurowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
birou	desktop	birou	desktop	N;INDF;MASC;SG	
secretul	sekret	secret	sekret	N;DEF;MASC;SG	N;NOM;MASC;SG
secretul	secret	secret	secret	N;DEF;MASC;SG	
secretul	tajne	secret	tajny	N;DEF;MASC;SG	
secretul	tajemnica	secret	tajemnica	N;DEF;MASC;SG	N;NOM;FEM;SG
trilogia	trylogii	trilogie	trylogia	N;DEF;FEM;SG	N;GEN;FEM;SG
aniversare	urodzinowy	aniversare	urodzinowy	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
aniversare	urodzinowe	aniversare	urodzinowy	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
aniversare	urodziny	aniversare	urodziny	N;INDF;FEM;SG	N;NOM;NEUT;PL
aniversare	rocznica	aniversare	rocznica	N;INDF;FEM;SG	N;NOM;FEM;SG
gonzaga	gonzaga	gonzaga	gonzag	N;DEF;FEM;SG	N;NOM;MASC;SG
pib	pkb	pib	pkb	N	
frumusețea	uroda	frumusețe	uroda	N;DEF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
frumusețea	piękność	frumusețe	piękność	N;DEF;FEM;SG	N;NOM;FEM;SG
frumusețea	cudo	frumusețe	cudo	N;DEF;FEM;SG	
frumusețea	piękno	frumusețe	piękno	N;DEF;FEM;SG	
executată	zrealizowane	executa	zrealizować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
executată	wykonany	executa	wykonać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
executată	wykonane	executa	wykonać	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
executată	wykonywane	executa	wykonywać	ADJ;INDF;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
executată	stracony	executa	stracić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
musulmană	muzułmańskich	musulmană	muzułmański	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
musulmană	muzułmanie	musulmană	muzułmanin	ADJ;INDF;FEM;SG	N;NOM;MASC;PL
rob	rob	rob	rob	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
rob	roba	rob	roba	N;INDF;MASC;SG	
concret	betonu	concret	beton	ADJ;INDF;MASC;SG	N;GEN;MASC;SG
concret	beton	concret	beton	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
frumusețe	uroda	frumusețe	uroda	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
frumusețe	piękność	frumusețe	piękność	N;INDF;FEM;SG	N;NOM;FEM;SG
frumusețe	cudo	frumusețe	cudo	N;INDF;FEM;SG	
frumusețe	piękno	frumusețe	piękno	N;INDF;FEM;SG	
laboratorul	laboratorium	laborator	laboratorium	N;DEF;MASC;SG	N;NOM;NEUT;SG
laboratorul	laboratoryjne	laborator	laboratoryjny	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
laboratorul	laboratorium	laborator	laboratorium	N;DEF;MASC;SG	N;NOM;NEUT;SG
batalionul	batalion	batalion	batalion	N;DEF;MASC;SG	N;NOM;MASC;SG
batalionul	batalionu	batalion	batalion	N;DEF;MASC;SG	N;GEN;MASC;SG
decorative	dekoracyjne	decorativ	dekoracyjny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
decorative	dekoracja	decorativ	dekoracja	ADJ;INDF;FEM;PL	N;NOM;FEM;SG
conștient	świadome	conștient	świadomy	ADJ;INDF;MASC;SG	
conștient	świadomi	conștient	świad	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
conștient	świadome	conștient	świadomy	ADJ;INDF;MASC;SG	
raluca	raluca	raluca	raluca	N;DEF;FEM;SG	
șansă	szansę	șansă	szansa	N;INDF;FEM;SG	N;ACC;FEM;SG
șansă	szanse	șansă	szansa	N;INDF;FEM;SG	N;NOM;FEM;PL
șansă	chance	șansă	chanka	N;INDF;FEM;SG	
șansă	szansa	șansă	szansa	N;INDF;FEM;SG	N;NOM;FEM;SG
autostrada	autostrada	autostradă	autostrada	N;DEF;FEM;SG	N;NOM;FEM;SG
autostrada	autostrady	autostradă	autostrada	N;DEF;FEM;SG	
autostrada	autostrady	autostradă	autostrada	N;DEF;FEM;SG	
autostrada	autostrada	autostradă	autostrada	N;DEF;FEM;SG	N;NOM;FEM;SG
autostrada	highway	autostradă	highwać	N;DEF;FEM;SG	
autostrada	autostradzie	autostradă	autostrada	N;DEF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
fabricație	wytwarzanie	fabricație	wytwarzać	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
fabricație	produkcja	fabricație	produkcja	N;INDF;FEM;SG	N;NOM;FEM;SG
fabricație	wytwarzanie	fabricație	wytwarzać	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
fabricație	produkcja	fabricație	produkcja	N;INDF;FEM;SG	N;NOM;FEM;SG
alegere	wyboru	alegere	wybór	N;INDF;FEM;SG	
alegere	wybór	alegere	wybór	N;INDF;FEM;SG	N;NOM;MASC;SG
notre	notre	motru	notry	N;INDF;MASC;SG	
moștenire	dziedzictwo	moștenire	dziedzictwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
moștenire	dziedzictwo	moștenire	dziedzictwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
moștenire	spadek	moștenire	spadka	N;INDF;FEM;SG	N;NOM;MASC;SG
negocierile	negocjacji	negociere	negocjacja	N;DEF;FEM;PL	N;GEN;FEM;SG
negocierile	negocjacje	negociere	negocjacja	N;DEF;FEM;PL	N;NOM;FEM;PL
linda	linda	lindă	linda	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
linda	lindo	lindă	lindo	N;DEF;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
split	podział	split	podziać	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
split	podziel	split	podziel	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
split	split	split	split	N;INDF;MASC;SG	
cascada	wodospadu	cascada	wodospad	N;DEF;FEM;SG	N;GEN;MASC;SG
cascada	wodospad	cascada	wodospad	N;DEF;FEM;SG	N;NOM;MASC;SG
lev	lew	lev	lew	PROPN	N;NOM;MASC;SG
colin	colina	colin	colina	PROPN	N;ACC;MASC;SG
colin	colin	colin	colina	PROPN	N;NOM;MASC;SG
legendele	legend	legendă	legend	N;DEF;FEM;PL	
legendele	legendy	legendă	legenda	N;DEF;FEM;PL	
măsurile	środki	măsură	środek	N;DEF;FEM;PL	N;NOM;MASC;PL
măsurile	miary	măsură	miara	N;DEF;FEM;PL	
germana	niemiecka	germană	niemiecki	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
germana	niemcy	germană	niemiec	N;DEF;FEM;SG	PROPN;NOM;MASC;PL
germana	niemieckim	germană	niemiecki	N;DEF;FEM;SG	ADJ;INS;MASC;SG
germana	niemieckie	germană	niemiecki	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
germana	niemiecki	germană	niemiecki	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
gruparea	ugrupowania	grupare	ugrupowanie	N;DEF;FEM;SG	N;NOM;NEUT;SG
intenționat	celowo	intenționat	celowo	ADJ;INDF;MASC;SG	ADV
intenționat	umyślnie	intenționat	umyślnie	ADJ;INDF;MASC;SG	ADV
intenționat	celowo	intenționat	celowo	ADJ;INDF;MASC;SG	ADV
iulius	julius	iulius	julius	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
iulius	juliusz	iulius	juliusz	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
virusul	wirusów	virus	wirus	N;DEF;MASC;SG	N;GEN;MASC;PL
virusul	wirus	virus	wirus	N;DEF;MASC;SG	N;NOM;MASC;SG
virusul	wirusy	virus	wirus	N;DEF;MASC;SG	
virusul	wirusa	virus	wirus	N;DEF;MASC;SG	
tribul	plemienia	trib	plemię	N;DEF;MASC;SG	N;GEN;NEUT;SG
tribul	plemię	trib	plemia	N;DEF;MASC;SG	
tribul	szczep	trib	szczep	N;DEF;MASC;SG	N;NOM;MASC;SG
petrolul	oleje	petrol	olej	N;DEF;MASC;SG	N;NOM;MASC;PL
petrolul	oleju	petrol	olej	N;DEF;MASC;SG	N;GEN;MASC;SG
petrolul	olej	petrol	olej	N;DEF;MASC;SG	N;NOM;MASC;SG
petrolul	oliwa	petrol	oliwa	N;DEF;MASC;SG	
unghiul	kąt	unghi	kąt	N;DEF;MASC;SG	N;NOM;MASC;SG
unghiul	kąta	unghi	kąta	N;DEF;MASC;SG	N;GEN;MASC;SG
egipteană	egipski	egiptean	egipski	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
egipteană	egipcjanie	egiptean	egipcjanin	ADJ;INDF;FEM;SG	N;NOM;MASC;PL
implementarea	realizacji	implementare	realizacja	N;DEF;FEM;SG	N;GEN;FEM;SG
implementarea	realizacja	implementare	realizacja	N;DEF;FEM;SG	N;NOM;FEM;SG
implementarea	wdrożenie	implementare	wdrożyć	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
implementarea	wykonanie	implementare	wykonać	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
implementarea	wdrażanie	implementare	wdrażać	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
implementarea	wykonawczych	implementare	wykonawczy	N;DEF;FEM;SG	ADJ;GEN;MASC;PL
cuneo	cuneo	cunoo	cuneo	N;INDF;SG	V;IPFV;IND;SG;PRS;FIN;ACT
jakob	jakob	jakob	jakob	PROPN	PROPN;NOM;MASC;SG
organizațiile	organizacje	organizație	organizacja	N;DEF;FEM;PL	N;NOM;FEM;PL
msg	msg	msg	msg	N;INDF;MASC;SG	
masacrul	masakra	masacru	masakier	N;DEF;MASC;SG	
masacrul	zbrodnia	masacru	zbrodnia	N;DEF;MASC;SG	N;NOM;FEM;SG
patria	ojczyzny	patrie	ojczyzna	N;DEF;FEM;SG	N;GEN;FEM;SG
patria	ojczyzna	patrie	ojczyzna	N;DEF;FEM;SG	N;NOM;FEM;SG
patria	ojczyznę	patrie	ojczyzna	N;DEF;FEM;SG	N;ACC;FEM;SG
patria	ojczyzna	patrie	ojczyzna	N;DEF;FEM;SG	N;NOM;FEM;SG
patria	ojczyzny	patrie	ojczyzna	N;DEF;FEM;SG	N;GEN;FEM;SG
patria	ojczyzny	patrie	ojczyzna	N;DEF;FEM;SG	N;GEN;FEM;SG
patria	ojczyzna	patrie	ojczyzna	N;DEF;FEM;SG	N;NOM;FEM;SG
hessa	hesji	hessa	hesja	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
hessa	hesse	hessa	hess	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
transferată	przeniesiony	transfera	przenieść	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
transferată	przeniesiona	transfera	przenieść	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
transferată	przeniesione	transfera	przenieść	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
transferată	przeniesiono	transfera	przenieść	ADJ;INDF;FEM;SG	V;PFV;IND;0;PST;FIN;ACT
musulman	muzułmańskich	musulman	muzułmański	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
musulman	muzułmanie	musulman	muzułmanin	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
runda	okrągła	runda	okrągnąć	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
runda	okrągły	runda	okrągnąć	N;DEF;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
runda	okrągł	runda	okrągnąć	N;DEF;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
runda	runda	runda	runda	N;DEF;FEM;SG	N;NOM;FEM;SG
negativă	negatywne	negativ	negatywny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
negativă	negatywny	negativ	negatywny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
estimează	oszacowania	estima	oszacowanie	V;IND;3;PRS;FIN	N;GEN;NEUT;SG
estimează	oszacowanie	estima	oszacować	V;IND;3;PRS;FIN	N;NOM;NEUT;SG
dezvăluit	ujawniono	dezvăluit	ujawnić	ADJ;INDF;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
dezvăluit	wykazało	dezvăluit	wykazać	ADJ;INDF;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN;ACT
dezvăluit	ujawnił	dezvăluit	ujawnić	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
dezvăluit	ujawniła	dezvăluit	ujawnić	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
dezvăluit	ujawniło	dezvăluit	ujawnić	ADJ;INDF;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN;ACT
nixon	nixona	nixon	ninony	PROPN	
nixon	nixon	nixon	nixon	PROPN	PROPN;NOM;MASC;SG
zborul	lotu	zbor	lot	N;DEF;MASC;SG	N;GEN;MASC;SG
zborul	lot	zbor	lot	N;DEF;MASC;SG	N;NOM;MASC;SG
arcade	arcade	arcade	arcad	N;INDF;FEM;PL	
voluntar	wolontariat	voluntar	wolontariat	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
voluntar	dobrowolnie	voluntar	dobrowolnie	ADJ;INDF;MASC;SG	ADV
voluntar	ochotnika	voluntar	ochotnik	ADJ;INDF;MASC;SG	N;ACC;MASC;SG
voluntar	wolontariat	voluntar	wolontariat	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
tramvai	tramwaje	tramvai	tramwaj	N;INDF;MASC;SG	N;NOM;MASC;PL
responsabilitatea	odpowiedzialności	responsabilitate	odpowiedzialność	N;DEF;FEM;SG	N;GEN;FEM;SG
responsabilitatea	odpowiedzialność	responsabilitate	odpowiedzialność	N;DEF;FEM;SG	N;NOM;FEM;SG
ceh	czech	ceh	czech	ADJ;INDF;MASC;SG	
elias	elias	elias	elias	PROPN	PROPN;NOM;MASC;SG
stâncă	skała	stâncă	skała	N;INDF;FEM;SG	N;NOM;FEM;SG
stâncă	kamień	stâncă	kamień	N;INDF;FEM;SG	N;NOM;MASC;SG
stâncă	skały	stâncă	skała	N;INDF;FEM;SG	N;ACC;FEM;PL
stâncă	rock	stâncă	rock	N;INDF;FEM;SG	
violente	gwałtowne	violent	gwałtowny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
violente	przemoc	violent	przemoc	ADJ;INDF;FEM;PL	
violente	przemocy	violent	przemoc	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
violente	brutalny	violent	brutalny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
violente	gwałtowny	violent	gwałtowny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
aducând	sprowadzenie	aduce	sprowadzenie	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
eșec	nieudane	eșec	nieudany	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
eșec	porażki	eșec	porażka	N;INDF;MASC;SG	N;ACC;FEM;PL
cannes	cannes	cannes	cannes	N;INDF;MASC;SG	
trib	plemię	trib	plemia	N;INDF;MASC;SG	
anatomie	anatomii	anatomie	anatomia	N;INDF;FEM;SG	
varna	varna	varnă	varna	PROPN	
confirmă	potwierdzam	confirma	potwierdzać	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
houston	houston	houston	houston	PROPN	PROPN;NOM;MASC;SG
eficientă	efektywne	eficient	efektywny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
eficientă	skuteczne	eficient	skuteczny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
eficientă	efektywny	eficient	efektywny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
eficientă	sprawny	eficient	sprawny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
eficientă	efektywne	eficient	efektywny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
eficientă	skuteczny	eficient	skuteczny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
eficientă	efektywna	eficient	efektywny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
eficientă	efektywny	eficient	efektywny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
eficientă	skuteczne	eficient	skuteczny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
împărăteasa	cesarzowa	împărăteasă	cesarz	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
proiectare	projekt	proiectare	projekt	N;INDF;FEM;SG	N;NOM;MASC;SG
proiectare	konstrukcja	proiectare	konstrukcja	N;INDF;FEM;SG	N;NOM;FEM;SG
proiectare	projektowanie	proiectare	projektować	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
proiectare	design	proiectare	design	N;INDF;FEM;SG	
proiectare	projektowanie	proiectare	projektować	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
marche	marche	marche	march	N;INDF;FEM;PL	
sancho	sancho	sancho	sancho	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
violență	przemoc	violență	przemoc	N;INDF;FEM;SG	
