что	какво	что	какъв	PRO;NOM	DET;NEUT;SG
завоевания	завоевание	завоевание	завоевание	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
завоевания	завладяването	завоевание	завладяване	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
лёгкая	леки	люгкий	лек	ADJ;NOM;FEM;SG	ADJ;INDF;PL
сочетании	комбинирана	сочетание	комбинирам	N;INAN;ESS;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
сочетании	комбинирано	сочетание	комбинирам	N;INAN;ESS;NEUT;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
сочетании	комбинирани	сочетание	комбинирам	N;INAN;ESS;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
сочетании	комбиниран	сочетание	комбинирам	N;INAN;ESS;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
толстой	толстой	толстый	толстой	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
итого	общ	итого	общ	ADV	ADJ;INDF;MASC;SG
итого	обща	итого	общ	ADV	ADJ;INDF;FEM;SG
найдено	намерени	найти	намеря-(се)	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
афинах	атина	афиный	атина	N;INAN;ESS;FEM;PL	PROPN;INDF;FEM;SG
плоды	плод	плод	плод	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
хип	хип	хип	хип	INTJ	N;INDF;MASC;SG
хип	бедро	хип	бедро	INTJ	N;INDF;NEUT;SG
хип	бедрото	хип	бедро	INTJ	N;DEF;NEUT;SG
хип	ханша	хип	ханша	INTJ	N;DEF;MASC;SG
хип	хийп	хип	хийп	INTJ	PROPN;INDF;MASC;SG
популярный	популярно	популярный	популярен	ADJ;NOM;MASC;SG	ADV
популярный	популярни	популярный	популярен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
подтвердить	потвърждение	подтвердить	потвърждение	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
подтвердить	потвърждавам	подтвердить	потвърждавам	V;PFV;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
подтвердить	потвърждаване	подтвердить	потвърждаване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
пользователь	потребителски	пользователь	потребителски	N;ANIM;NOM;MASC;SG	ADJ;INDF;MASC;SG
частицы	частица	частица	частица	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
механизма	машини	механизм	машина	N;INAN;GEN;MASC;SG	N;INDF;FEM;PL
всеволод	всеволод	всеволод	всеволод	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
электронный	електронно	электронный	електронен	ADJ;NOM;MASC;SG	ADV
электронный	електронни	электронный	електронен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
контакт	контакти	контакт	контакт	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
астрономии	астрономия	астрономия	астрономия	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
астрономии	астрономията	астрономия	астрономия	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
вещания	излъчване	вещание	излъчване	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
вещания	излъчването	вещание	излъчване	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
кэтрин	катрин	кэтрин	катрин	N;ANIM;NOM;FEM;SG	PROPN;INDF;FEM;SG
кэтрин	катрин	кэтрин	катрин	N;ANIM;NOM;FEM;SG	PROPN;INDF;FEM;SG
отмечен	маркирани	отметить	маркирам	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
отмечен	отбелязани	отметить	отбележа	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
концентрации	концентрация	концентрация	концентрация	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
крымских	кримския	крымский	кримски	ADJ;GEN;PL	ADJ;DEF;MASC;SG
крымских	крим	крымский	крим	ADJ;GEN;PL	PROPN;INDF;MASC;SG
ирака	иракски	ирак	иракски	N;INAN;GEN;MASC;SG	ADJ;INDF;MASC;SG
аудитории	аудитория	аудитория	аудитория	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
аудитории	публика	аудитория	публика	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
изменил	променена	изменить	променя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
изменил	променени	изменить	променя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
изменил	променен	изменить	променя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
изменил	променено	изменить	променя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ключевых	ключ	ключевой	ключ	ADJ;GEN;PL	N;INDF;MASC;SG
ключевых	ключа	ключевой	ключа	ADJ;GEN;PL	N;DEF;MASC;SG
ключевых	ключът	ключевой	ключ	ADJ;GEN;PL	N;DEF;MASC;SG
теодор	теодор	теодор	теодор	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
теодор	теодор	теодор	теодор	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
умирает	умиране	умирать	умиране	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
демократии	демокрация	демократия	демокрация	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
демократии	демокрацията	демократия	демокрация	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
точности	прецизност	точность	прецизност	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
точности	точност	точность	точност	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
точности	прецизно	точность	прецизно	N;INAN;NOM;FEM;PL	ADV
точности	точност	точность	точност	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
хорошее	добро	хороший	добър	ADJ;NOM;NEUT;SG	ADV
хорошее	добре	хороший	добре	ADJ;NOM;NEUT;SG	ADV
конструкций	дизайни	конструкция	дизаен	N;INAN;GEN;FEM;PL	ADJ;INDF;PL
показаны	показано	показать	покажа-(се)	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
показаны	показан	показать	покажа-(се)	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
бек	бек	бек	бек	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
бек	бек	бек	бек	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
трубы	лула	труба	лула	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
трубы	тръбата	труба	тръба	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
трубы	тръба	труба	тръба	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
показ	покажи	показ	покажа-(се)	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN
ривер	ривър	ривер	ривър		N;INDF;MASC;SG
ривер	река	ривер	река		N;INDF;FEM;SG
ривер	реката	ривер	река		N;DEF;FEM;SG
ереван	ереван	ереван	ереван	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
андреев	андреев	андрей	андреев	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
согласны	съгласна	согласный	съгласен	ADJ;PL	ADJ;INDF;FEM;SG
согласны	съгласен	согласный	съгласен	ADJ;PL	ADJ;INDF;MASC;SG
каналы	канал	канал	канал	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
каналы	каналът	канал	канал	N;INAN;NOM;MASC;PL	N;DEF;MASC;SG
обстоятельства	обстоятелство	обстоятельство	обстоятелство	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
зависимость	пристрастен	зависимость	пристрастен	N;INAN;NOM;FEM;SG	ADJ;INDF;MASC;SG
зависимость	пристрастена	зависимость	пристрастя	N;INAN;NOM;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
наса	наса	нас	наса	N;INAN;NOM;FEM;SG	PROPN;INDF;MASC;SG
танцы	танцувай	танец	танцувам	N;INAN;NOM;MASC;PL	V;IPFV;IMP;SG;2;FIN
танцы	танц	танец	танц	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
танцы	танцуващи	танец	танцувам	N;INAN;NOM;MASC;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
танцы	танцуване	танец	танцуване	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
трагедии	трагедия	трагедия	трагедия	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
трагедии	трагедията	трагедия	трагедия	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
ярославль	ярославъл	ярославль	ярославъл	N;INAN;NOM;FEM;SG	PROPN;INDF;MASC;SG
звуки	звук	звук	звук	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
звуки	звука	звук	звук	N;INAN;NOM;MASC;PL	N;DEF;MASC;SG
звуки	звучи	звук	звуча	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
хватит	достатъчно	хватить	достатъчно	V;PFV;IND;SG;3;FUT;FIN;ACT	ADV
руины	съсипе	руина	със	N;INAN;NOM;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
руины	разруха	руина	разруха	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
завершить	пълна	завершить	пълен	V;PFV;NFIN;ACT	ADJ;INDF;FEM;SG
завершить	пълно	завершить	пълен	V;PFV;NFIN;ACT	ADV
завершить	завършен	завершить	завърша	V;PFV;NFIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
завершить	пълен	завершить	пълен	V;PFV;NFIN;ACT	ADJ;INDF;MASC;SG
завершить	завършено	завершить	завърша	V;PFV;NFIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
лиза	лайза	лиз	лайза	N;ANIM;NOM;FEM;SG	PROPN;INDF;FEM;SG
обнаруживает	засича	обнаруживать	засичам-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
контакты	контакт	контакт	контакт	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
служили	служил	служить	служа	V;IPFV;IND;PL;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
эмиль	емил	эмиль	емил	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
эмиль	емил	эмиль	емил	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
здравствуйте	здравей	здравствовать	здравей	V;IPFV;IMP;PL;2;FIN;ACT	INTJ
здравствуйте	ало	здравствовать	ало	V;IPFV;IMP;PL;2;FIN;ACT	N;INDF;MASC;SG
здравствуйте	здравейте	здравствовать	здравейте	V;IPFV;IMP;PL;2;FIN;ACT	N;INDF;MASC;SG
зная	знаейки	знать	знаемка	V;IPFV;PRS;V.CVB;ACT	N;INDF;MASC;PL
вальтер	валтер	вальтер	валтер	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
вальтер	валтер	вальтер	валтер	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
хроники	дневника	хроник	дневник	N;ANIM;NOM;MASC;PL	N;DEF;MASC;SG
технологический	технологично	технологический	технологичен	ADJ;NOM;MASC;SG	ADV
боевая	битка	боевой	битка	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
омск	омск	омск	омск	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
пишите	пиши	писать	пиша	V;IPFV;IMP;PL;2;FIN;ACT	V;IPFV;IMP;SG;2;FIN
пишите	напишете	писать	напиша	V;IPFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;PL;2;FIN
пишите	пишете	писать	пиша	V;IPFV;IMP;PL;2;FIN;ACT	V;IPFV;IND;PL;2;PRS;FIN;ACT
преследование	дебне	преследование	дебна	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
преследование	преследвания	преследование	преследване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;PL
лейк	лейк	лейк	лейк	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
таджикистана	таджикски	таджикистан	таджикски	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC;SG
выступающий	оратор	выступать	оратор	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	N;INDF;MASC;SG
выступающий	високоговорител	выступать	високоговорител	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	N;INDF;MASC;SG
выступающий	говорител	выступать	говорител	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	N;INDF;MASC;SG
временное	временни	временный	временен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
временное	временно	временный	временно	ADJ;NOM;NEUT;SG	ADV
преимущества	предимство	преимущество	предимство	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
преимущества	преимущество	преимущество	преимущество	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
следствием	последици	следствие	последица	N;INAN;INS;NEUT;SG	N;INDF;FEM;PL
следствием	последствия	следствие	последствие	N;INAN;INS;NEUT;SG	N;INDF;NEUT;PL
следствием	последствие	следствие	последствие	N;INAN;INS;NEUT;SG	ADV
активные	активна	активный	активна	ADJ;NOM;PL	ADJ;INDF;FEM;SG
активные	активно	активный	активно	ADJ;NOM;PL	ADV
активные	активен	активный	активен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
лопес	лопес	лопес	лопес	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
лопес	лопез	лопес	лопез	N;ANIM;NOM;MASC;SG	PROPN;INDF;FEM;SG
лопес	лопес	лопес	лопес	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
гессен	хес	гессен	хес	N;INAN;NOM;FEM;SG	PROPN;INDF;MASC;SG
известное	известни	известный	известен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
известное	познат	известный	познат	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
пакистана	пакистански	пакистан	пакистански	N;INAN;GEN;MASC;SG	ADJ;INDF;MASC;SG
морозов	морозов	мороз	морозов	N;INAN;GEN;MASC;PL	PROPN;INDF;MASC;SG
метрах	метра	метр	метър	N;INAN;ESS;MASC;PL	N;DEF;MASC;SG
авеню	авеню	авень	авеню	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
добавлена	добавени	добавить	добавя	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
индийский	индианец	индийский	индианец	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
индийский	индиец	индийский	индиец	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
индийский	индийско	индийский	индийски	ADJ;NOM;MASC;SG	ADV
путина	путин	путин	путин	N;ANIM;ACC;MASC;SG	PROPN;INDF;MASC;SG
подводная	подводни	подводный	подводен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
подводная	подводен	подводный	подводя-(се)	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
валенсия	валенсия	валенсия	валенсия	N;INAN;NOM;FEM;SG	PROPN;INDF;FEM;SG
штук	бона	штука	бона	N;INAN;GEN;FEM;PL	N;INDF;MASC;SG
штук	гранд	штука	гранд	N;INAN;GEN;FEM;PL	N;INDF;MASC;SG
ориентации	насоченост	ориентация	насоченост	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
ориентации	ориентация	ориентация	ориентация	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
ориентации	ориентиране	ориентация	ориентиране	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
ориентации	ориентацията	ориентация	ориентация	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
предыдущие	предишна	предыдущий	предишен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
предыдущие	предишен	предыдущий	предишен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
предыдущие	предишно	предыдущий	предишно	ADJ;NOM;PL	ADV
классический	класика	классический	класика	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
классический	класическо	классический	класически	ADJ;NOM;MASC;SG	ADV
классический	класически	классический	класически	ADJ;NOM;MASC;SG	ADV
классический	класик	классический	класик	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
классический	класическо	классический	класически	ADJ;NOM;MASC;SG	ADV
классический	класика	классический	класика	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
классический	класически	классический	класически	ADJ;NOM;MASC;SG	ADV
вред	наранявания	вред	нараняване	N;INAN;NOM;MASC;SG	N;INDF;NEUT;PL
вред	щети	вред	щета	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
вред	вреди	вред	вреда	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
вред	повреди	вред	повредя	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
голосовать	вот	голосовать	вот	V;IPFV;NFIN;ACT	N;INDF;MASC;SG
голосовать	гласуване	голосовать	гласуване	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
деревянный	дървено	деревянный	дървен	ADJ;NOM;MASC;SG	ADV
деревянный	дървени	деревянный	дървен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
терри	тери	террь	тера	PART	PROPN;INDF;MASC;SG
мотивы	мотивация	мотив	мотивация	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
дно	отдолу	дно	отдолу	N;INAN;NOM;NEUT;SG	ADV
захоронения	погребение	захоронение	погребение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
водах	води	вода	водя	N;INAN;ESS;FEM;PL	V;IPFV;IMP;SG;2;FIN
водах	уотърс	вода	уотърс	N;INAN;ESS;FEM;PL	PROPN;INDF;MASC;SG
альфонсо	алфонсо	альфонсо	алфонсо	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
альфонсо	алфонс	альфонсо	алфонс	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
турецкая	турчин	турецкий	турчин	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
турецкая	турско	турецкий	турски	ADJ;NOM;FEM;SG	ADV
коммерческий	търговско	коммерческий	търговски	ADJ;NOM;MASC;SG	ADV
коммерческий	реклама	коммерческий	реклама	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
железы	жлеза	железа	жлез	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
квартал	четвърт	квартал	четвърт	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;SG
подводные	подводен	подводный	подводя-(се)	ADJ;NOM;PL	N;INDF;MASC;SG
семена	семе	семя	семе	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
семена	семе	семя	семе	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
демонстрации	демонстрация	демонстрация	демонстрация	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
демонстрации	доказване	демонстрация	доказване	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
гранд	бона	гранд	бона		N;INDF;MASC;SG
гранд	гранд	гранд	гранд		N;INDF;MASC;SG
ливии	либия	ливия	либия	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
дисциплины	дисциплина	дисциплина	дисциплина	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
товары	блага	товар	благам-(се)	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
товары	стока	товар	стока	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
воскресенье	неделно	воскресенье	неделно	N;INAN;NOM;NEUT;SG	ADV
приглашение	покани	приглашение	покана	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
приглашение	покани	приглашение	покана	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
тайны	мистерия	тайна	мистерия	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
тайны	мистерията	тайна	мистерия	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
тайны	загадка	тайна	загадка	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
посмотрел	наблюдаван	смотреть	наблюдавам	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
посмотрел	наблюдавани	смотреть	наблюдавам	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
посмотрел	гледах	смотреть	гледам	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;IND;SG;1;IPFV;FIN;ACT
медицина	лекарства	медицина	лекарство	N;INAN;NOM;FEM;SG	N;INDF;NEUT;PL
экспресс	експресна	экспресс	експресен	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;SG
жорж	жорж	жоржа	жорж	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
предложено	предложени	предложить	предложа	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
продукта	продукти	продукт	продукт	N;INAN;GEN;MASC;SG	N;INDF;MASC;PL
европейская	европейско	европейский	европейски	ADJ;NOM;FEM;SG	ADV
европейская	европеец	европейский	европеец	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
финансовые	финансов	финансовый	финансов	ADJ;NOM;PL	ADJ;INDF;MASC;SG
финансовые	финансова	финансовый	финансов	ADJ;NOM;PL	ADJ;INDF;FEM;SG
финансовые	финансово	финансовый	финансово	ADJ;NOM;PL	ADV
ангел	ейнджъл	ангел	ейнджъл	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
ангел	angel	ангел	angel	N;ANIM;NOM;MASC;SG	INTJ
ангел	анхел	ангел	анхел	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
рос	роз	расти	роз	V;IPFV;MASC;IND;SG;PST;FIN;ACT	PROPN;INDF;FEM;SG
атомной	атомни	атомный	атомен	ADJ;INS;FEM;SG	ADJ;INDF;PL
жанна	жан	жанный	жан	N;ANIM;NOM;FEM;SG	PROPN;INDF;MASC;SG
направил	изпратени	направить	изпратя	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
парки	паркс	парк	паркс	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
курская	курск	курский	курск	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
скончалась	починали	скончаться	почина-(си)	V;PFV;FEM;IND;SG;PST;FIN;MID	V;PFV;INDF;PL;PST;V.PTCP;ACT
скончалась	починала	скончаться	почина-(си)	V;PFV;FEM;IND;SG;PST;FIN;MID	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
скончалась	покойник	скончаться	покойник	V;PFV;FEM;IND;SG;PST;FIN;MID	N;INDF;MASC;SG
скончалась	починал	скончаться	почина-(си)	V;PFV;FEM;IND;SG;PST;FIN;MID	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
смены	смените	смена	смяна	N;INAN;NOM;FEM;SG	N;DEF;FEM;PL
сов	сови	сов	сови	N;ANIM;GEN;FEM;PL	ADJ;INDF;PL
унаследовал	наследствено	унаследовать	наследствен	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADV
унаследовал	наследил	унаследовать	наследя	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
сходство	прилики	сходство	прилик	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
дипломатические	дипломатически	дипломатический	дипломатически	ADJ;NOM;PL	ADJ;INDF;MASC;SG
нигерии	нигерийски	нигерия	нигерийски	N;INAN;NOM;FEM;PL	PROPN;INDF;MASC;SG
нигерии	нигерия	нигерия	нигерия	N;INAN;NOM;FEM;PL	PROPN;INDF;FEM;SG
регулярные	редовно	регулярный	редовно	ADJ;NOM;PL	ADV
регулярные	редовен	регулярный	редовен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
регулярные	редовна	регулярный	редовен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
шон	шон	шон	шон	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
шон	шон	шон	шон	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
разделены	разделен	разделить	разделя-(се)	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
республиканской	републиканец	республиканский	републиканец	ADJ;INS;FEM;SG	N;INDF;MASC;SG
республиканской	републиканци	республиканский	републиканец	ADJ;INS;FEM;SG	N;INDF;MASC;PL
боеприпасов	боеприпаси	боеприпас	боеприпаси	N;INAN;GEN;MASC;PL	N;INDF
боеприпасов	боеприпаси	боеприпас	боеприпаси	N;INAN;GEN;MASC;PL	N;INDF
литва	литва	литва	литва	N;INAN;NOM;FEM;SG	PROPN;INDF;FEM;SG
пусто	празно	пустой	празен	ADJ;NEUT;SG	ADV
пусто	празни	пустой	празен	ADJ;NEUT;SG	ADJ;INDF;PL
пусто	празно	пустой	празен	ADJ;NEUT;SG	ADV
ханс	ханс	ханс	ханс	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
ага	да	ага	да		INTJ
статистически	статистически	статистически	статистически	ADV	ADJ;INDF;MASC;SG
гипотеза	догадки	гипотеза	догадка	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
гипотеза	хипотези	гипотеза	хипотеза	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
крик	крещи	крик	креща	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
крик	писъци	крик	писък	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
крик	крясъци	крик	крясък	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
крик	крещи	крик	креща	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
крик	крийк	крик	крийк	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
белка	протеини	белок	протея	N;INAN;GEN;MASC;SG	N;INDF;MASC;PL
смотрите	гледай	смотреть	гледам	V;IPFV;IMP;PL;2;FIN;ACT	V;IPFV;IMP;SG;2;FIN
смотрите	виж	смотреть	видя-(се)	V;IPFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;SG;2;FIN
постоянные	постоянен	постоянный	постоянен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
постоянные	постоянна	постоянный	постоянен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
постоянные	постоянна	постоянный	постоянен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
постоянные	постоянен	постоянный	постоянен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
постоянные	константа	постоянный	констант	ADJ;NOM;PL	N;INDF;FEM;SG
монета	монети	монета	монета	N;INAN;NOM;FEM;SG	N;INDF;MASC;PL
монета	монетата	монета	монета	N;INAN;NOM;FEM;SG	N;DEF;NEUT;PL
святая	свято	святой	свят	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
святая	свети	святой	свет	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
святая	свята	святой	свят	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
святая	сейнт	святой	сейнт	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
святая	свети	святой	свет	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
святая	светица	святой	светица	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
святая	светец	святой	светец	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
набрав	пишеш	набрать	пиша	V;PFV;PST;V.CVB;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
