категория	kategorii	категория	kategoria	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
самара	samara	самара	samar	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
забив	punktacji	забить	punktacja	V;PFV;PST;V.CVB;ACT	N;GEN;FEM;SG
среда	środy	среда	środa	N;INAN;NOM;FEM;SG	
среда	środę	среда	środa	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
среда	środa	среда	środa	N;INAN;NOM;FEM;SG	
скончалась	zmarłego	скончаться	zmarły	V;PFV;FEM;IND;SG;PST;FIN;MID	N;ACC;MASC;SG
скончалась	zmarły	скончаться	zemrzeć	V;PFV;FEM;IND;SG;PST;FIN;MID	V;PFV;MASC;IND;SG;PST;FIN;ACT
скончалась	zmarli	скончаться	zemrzeć	V;PFV;FEM;IND;SG;PST;FIN;MID	V;PFV;MASC;IND;PL;PST;FIN;ACT
скончалась	zmarła	скончаться	zemrzeć	V;PFV;FEM;IND;SG;PST;FIN;MID	V;PFV;FEM;IND;SG;PST;FIN;ACT
посадку	lądowania	посадка	lądowanie	N;INAN;ACC;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
посадку	wyładunku	посадка	wyładunek	N;INAN;ACC;FEM;SG	N;GEN;MASC;SG
посадку	lądowanie	посадка	lądować	N;INAN;ACC;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
доли	udostępnienia	доля	udostępnienie	N;INAN;NOM;FEM;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
километр	kilometra	километр	kilometra	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
километр	kilometr	километр	kilometr	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
километр	kilometr	километр	kilometr	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
регби	rugby	регби	rugba	N;INAN;NOM;MASC;SG	
сов	sowy	сов	sowa	N;ANIM;GEN;FEM;PL	
унаследовал	odziedziczył	унаследовать	odziedziczyć	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
металлург	mietałłurg	металлург	mietałłurg	N;ANIM;NOM;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
смеси	mieszanek	смесь	mieszanek	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
смеси	mieszanki	смесь	mieszanka	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
смеси	mieszanin	смесь	mieszanin	N;INAN;NOM;FEM;PL	
смеси	mieszaniny	смесь	mieszanina	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
манга	manga	манг	manga	N;INAN;NOM;FEM;SG	
сходство	podobieństwa	сходство	podobieństwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
сходство	podobieństwa	сходство	podobieństwo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
дипломатические	dyplomatycznych	дипломатический	dyplomatyczny	ADJ;NOM;PL	ADJ;GEN;MASC;PL
дипломатические	dyplomatyczne	дипломатический	dyplomatyczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
дипломатические	dyplomatyczny	дипломатический	dyplomatyczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
дипломатические	dyplomatycznej	дипломатический	dyplomatyczny	ADJ;NOM;PL	ADJ;GEN;FEM;SG
нигерии	nigerii	нигерия	nigeria	N;INAN;NOM;FEM;PL	
нигерии	nigerii	нигерия	nigeria	N;INAN;NOM;FEM;PL	
регулярные	zwykły	регулярный	zwykły	ADJ;NOM;PL	ADJ;NOM;MASC;SG
регулярные	regularne	регулярный	regularny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
регулярные	regularnie	регулярный	regularnie	ADJ;NOM;PL	ADV
регулярные	regularny	регулярный	regularny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
шон	shawn	шон	shawny	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
шон	shauna	шон	shauna	N;ANIM;NOM;MASC;SG	
шон	shaun	шон	shauna	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
шон	sean	шон	sean	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
шон	seana	шон	seana	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
разделены	rozdzielone	разделить	rozdzielić	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
разделены	oddzielone	разделить	oddzielić	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
республиканской	republikanów	республиканский	republikanin	ADJ;INS;FEM;SG	N;GEN;MASC;PL
республиканской	republikanie	республиканский	republikanie	ADJ;INS;FEM;SG	N;NOM;MASC;SG
боеприпасов	amunicja	боеприпас	amunicja	N;INAN;GEN;MASC;PL	N;NOM;FEM;SG
боеприпасов	amunicję	боеприпас	amunicja	N;INAN;GEN;MASC;PL	N;ACC;FEM;SG
боеприпасов	amunicji	боеприпас	amunicja	N;INAN;GEN;MASC;PL	N;GEN;FEM;SG
боевиков	bojowników	боевик	bojownik	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
фасад	fasadą	фасад	fasada	N;INAN;NOM;MASC;SG	N;INS;FEM;SG
фасад	fasadą	фасад	fasada	N;INAN;NOM;MASC;SG	N;INS;FEM;SG
литва	litwy	литва	litwa	N;INAN;NOM;FEM;SG	PROPN;GEN;FEM;SG
литва	litwa	литва	litwa	N;INAN;NOM;FEM;SG	
пусто	puste	пустой	pusty	ADJ;NEUT;SG	
пусто	pusto	пустой	pusto	ADJ;NEUT;SG	
пусто	puste	пустой	pusty	ADJ;NEUT;SG	
ханс	hans	ханс	hans	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ханс	hansa	ханс	hansa	N;ANIM;NOM;MASC;SG	
товарищ	towarzyszem	товарищ	towarzysz	N;ANIM;NOM;MASC;SG	N;INS;MASC;SG
знали	wiedział	знать	wiedzieć	V;IPFV;IND;PL;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
кофе	kawa	кофе	kawa	N;INAN;NOM;MASC;SG	
кофе	kawy	кофе	kawa	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
кофе	kawie	кофе	kawa	N;INAN;NOM;MASC;SG	N;DAT;FEM;SG
гипотеза	domysły	гипотеза	domysł	N;INAN;NOM;FEM;SG	V;PFV;MASC;IND;PL;PST;FIN;ACT
крик	krzycząc	крик	krzyczeć	N;INAN;NOM;MASC;SG	V;IPFV;PRS;V.CVB;ACT
крик	krzyczeć	крик	krzyczeć	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;ACT
крик	krzyki	крик	krzyk	N;INAN;NOM;MASC;SG	N;ACC;MASC;PL
крик	krzyczy	крик	krzyczeć	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
крик	krzyczeć	крик	krzyczeć	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;ACT
крик	wrzeszcz	крик	wrzeszcz	N;INAN;NOM;MASC;SG	
крик	krzycz	крик	krzycz	N;INAN;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
белка	białko	белок	białko	N;INAN;GEN;MASC;SG	
белка	białka	белок	białko	N;INAN;GEN;MASC;SG	N;ACC;NEUT;SG
белка	wiewiórka	белок	wiewiórka	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
белка	wiewiórki	белок	wiewiórka	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
смотрите	zegarek	смотреть	zegarek	V;IPFV;IMP;PL;2;FIN;ACT	N;ACC;MASC;SG
смотрите	obserwuj	смотреть	obserwować	V;IPFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
постоянные	stał	постоянный	stać	ADJ;NOM;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
постоянные	stała	постоянный	stać	ADJ;NOM;PL	V;IPFV;FEM;IND;SG;PST;FIN;ACT
постоянные	trwał	постоянный	trwać	ADJ;NOM;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
постоянные	stały	постоянный	stać	ADJ;NOM;PL	V;IPFV;MASC;IND;PL;PST;FIN;ACT
постоянные	stał	постоянный	stać	ADJ;NOM;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
постоянные	stały	постоянный	stać	ADJ;NOM;PL	V;IPFV;MASC;IND;PL;PST;FIN;ACT
постоянные	stałej	постоянный	stały	ADJ;NOM;PL	ADJ;GEN;FEM;SG
постоянные	stała	постоянный	stać	ADJ;NOM;PL	V;IPFV;FEM;IND;SG;PST;FIN;ACT
монета	monety	монета	monet	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
святая	święty	святой	święty	ADJ;NOM;FEM;SG	
святая	święte	святой	święty	ADJ;NOM;FEM;SG	
святая	święty	святой	święty	ADJ;NOM;FEM;SG	
святая	święta	святой	święto	ADJ;NOM;FEM;SG	
святая	saint	святой	saint	ADJ;NOM;FEM;SG	
набрав	pisanie	набрать	pisać	V;PFV;PST;V.CVB;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
набрав	pisać	набрать	pisać	V;PFV;PST;V.CVB;ACT	V;IPFV;NFIN;ACT
набрав	wpisanie	набрать	wpisać	V;PFV;PST;V.CVB;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
руслан	rusłan	руслан	rusłan	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
пен	pen	пен	pen	N;INAN;NOM;MASC;SG	
пен	długopis	пен	długopis	N;INAN;NOM;MASC;SG	
пен	pióro	пен	pióro	N;INAN;NOM;MASC;SG	
германских	germańskie	германский	germański	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
четверти	kwatery	четверть	kwatera	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
алиса	alisa	алиса	alisa	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
алиса	alicja	алиса	alicja	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
алиса	alice	алиса	alica	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
алиса	alyssa	алиса	alyssa	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
автобусов	autobusy	автобус	autobusa	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
оставляет	li	оставлять	lić	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN;NOM;MASC;SG
оставляет	liście	оставлять	liść	V;IPFV;IND;SG;3;PRS;FIN;ACT	
неверно	źle	неверный	źle	ADJ;NEUT;SG	ADV
обычные	zwykły	обычный	zwykły	ADJ;NOM;PL	ADJ;NOM;MASC;SG
обычные	zwyczajne	обычный	zwyczajny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
обычные	zwykłych	обычный	zwykły	ADJ;NOM;PL	ADJ;GEN;MASC;PL
обычные	zwykła	обычный	zwykły	ADJ;NOM;PL	ADJ;NOM;FEM;SG
обычные	zwyczajny	обычный	zwyczajny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
обычные	zwykłe	обычный	zwykły	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
прочитать	czytaj	прочесть	czytać	V;PFV;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
прочитать	czytać	прочесть	czytać	V;PFV;NFIN;ACT	V;IPFV;NFIN;ACT
заблокировать	zamek	блокировать	zamek	V;PFV;NFIN;ACT	
заблокировать	bloku	блокировать	blok	V;PFV;NFIN;ACT	N;GEN;MASC;SG
заблокировать	blok	блокировать	blok	V;PFV;NFIN;ACT	N;NOM;MASC;SG
вторжение	inwazji	вторжение	inwazja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
рэй	rae	рэй	rae	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
рэй	ray	рэй	ray	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
изданы	wyemitowane	издать	wyemitować	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
изданы	wydany	издать	wydać	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
изданы	wydane	издать	wydać	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
изданы	wydawane	издать	wydawać	V;PFV;PL;PST;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
изданы	wydano	издать	wydać	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
тайна	tajemnice	тайна	tajemnica	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
тайна	tajemniczy	тайна	tajemniczy	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
тайна	tajemnicza	тайна	tajemniczy	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
тайна	secret	тайна	secret	N;INAN;NOM;FEM;SG	
тайна	tajne	тайна	tajny	N;INAN;NOM;FEM;SG	
бомбы	bomb	бомба	bomba	N;INAN;NOM;FEM;PL	V;IPFV;IMP;SG;2;FIN;ACT
бомбы	bomby	бомба	bomba	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
говорите	mów	говорить	mówić	V;IPFV;IND;PL;2;PRS;FIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
иркутск	irkucka	иркутск	irkucki	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
торгового	merchant	торговый	merchant	ADJ;GEN;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
торгового	kupiec	торговый	kupiec	ADJ;GEN;MASC;SG	N;NOM;MASC;SG
торгового	handlarz	торговый	handlarz	ADJ;GEN;MASC;SG	N;NOM;MASC;SG
сьерра	sierra	сиерр	sierry	N;INAN;NOM;MASC;SG	
авторитет	wiarygodności	авторитет	wiarygodność	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
медведев	miedwiediew	медведь	miedwiediew	N;ANIM;NOM;MASC;SG	
продан	sprzedane	продать	sprzedać	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
продан	sprzedano	продать	sprzedać	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
продан	sprzedany	продать	sprzedać	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
продан	sprzedana	продать	sprzedać	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
алла	alla	алла	alla	N;ANIM;NOM;FEM;SG	
железный	żelazo	железный	żelazo	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
железный	żelaza	железный	żelazo	ADJ;NOM;MASC;SG	
железный	iron	железный	iron	ADJ;NOM;MASC;SG	
железный	żelazko	железный	żelazko	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
штурм	napaści	штурм	napaść	N;INAN;NOM;MASC;SG	
штурм	napaść	штурм	napaść	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
старшая	starsza	старший	stary	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;FEM;SG
старшая	starszy	старший	stary	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
старшая	najstarszych	старший	stary	ADJ;NOM;FEM;SG	ADJ;ACC;CMPR;MASC;PL
старшая	najstarsze	старший	stary	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
старшая	najstarszy	старший	stary	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
старшая	najstarsza	старший	stary	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;FEM;SG
старшая	starsza	старший	stary	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;FEM;SG
старшая	starsze	старший	stary	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
старшая	starsi	старший	stary	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;PL
старшая	starszy	старший	stary	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
вьетнам	wietnam	вьетный	wietny	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
пакет	torbę	пакет	torba	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
пакет	torby	пакет	torba	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
пакет	pakiety	пакет	pakieta	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
доказательство	dowód	доказательство	dowód	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
доказательство	dowody	доказательство	dowód	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
доказательство	dowód	доказательство	dowód	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
доказательство	dowody	доказательство	dowód	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
мясо	mięsa	мясо	mięso	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
победила	wygrane	победить	wygrany	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;NOM;NEUT;SG
победила	won	победить	won	V;PFV;FEM;IND;SG;PST;FIN;ACT	
супруг	małżonkowie	супруг	małżonek	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
супруг	małżonków	супруг	małżonek	N;ANIM;NOM;MASC;SG	N;ACC;MASC;PL
запорожье	zaporoże	запорожье	zaporoże	N;INAN;NOM;NEUT;SG	
кхл	khl	кхла	khl	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
посты	postów	пост	post	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
мекленбург	mecklenburg	мекленбург	mecklenburg	N;INAN;NOM;MASC;SG	
челябинск	czelabińsk	челябинск	czelabiński	N;INAN;NOM;MASC;SG	
видны	widoczna	видный	widoczny	ADJ;PL	ADJ;NOM;FEM;SG
видны	widoczny	видный	widoczny	ADJ;PL	ADJ;NOM;MASC;SG
видны	widoczne	видный	widoczny	ADJ;PL	ADJ;NOM;NEUT;SG
рейха	rzesza	рейх	rzeszać	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
рейха	rzeszy	рейх	rzeszyć	N;INAN;GEN;MASC;SG	
марсель	marsylii	марсель	marsylia	N;INAN;NOM;MASC;SG	PROPN;GEN;FEM;SG
марсель	marcel	марсель	marcel	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
благодарность	wdzięczności	благодарность	wdzięczność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
продвижение	promocja	продвижение	promocja	N;INAN;NOM;NEUT;SG	
продвижение	promocji	продвижение	promocja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
продвижение	promocje	продвижение	promocja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
мануэль	manuel	мануэль	manuel	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
блоков	klocki	блок	klocka	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
блоков	bloki	блок	blok	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
дневник	journal	дневник	journal	N;INAN;NOM;MASC;SG	
дневник	pamiętnik	дневник	pamiętnik	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
дневник	pamiętniku	дневник	pamiętnik	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
дневник	pamiętnik	дневник	pamiętnik	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
рафаэль	raphael	рафаэль	raphael	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рафаэль	rafał	рафаэль	rafać	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рафаэль	rafael	рафаэль	rafael	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рафаэль	rafał	рафаэль	rafać	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
опытных	doświadczony	опытный	doświadczyć	ADJ;GEN;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
опытных	doświadczonych	опытный	doświadczyć	ADJ;GEN;PL	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
трасса	drodze	трасса	droga	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
трасса	trasy	трасса	trasa	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
длительного	przedłużone	длительный	przedłużyć	ADJ;GEN;NEUT;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
длительного	przedłużona	длительный	przedłużyć	ADJ;GEN;NEUT;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
кандидатуру	kandydatury	кандидатура	kandydatura	N;INAN;ACC;FEM;SG	N;GEN;FEM;SG
коммунисты	komunistów	коммунист	komunista	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
бостон	bostonu	бостон	boston	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
эстония	estonii	эстония	estonia	N;INAN;NOM;FEM;SG	
эстония	estonia	эстония	estonia	N;INAN;NOM;FEM;SG	
пещеры	jaskiń	пещера	jaskin	N;INAN;NOM;FEM;PL	
пещеры	jaskini	пещера	jaskinia	N;INAN;NOM;FEM;PL	
пещеры	jaskinie	пещера	jaskin	N;INAN;NOM;FEM;PL	
посредника	pośrednik	посредник	pośrednik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
посредника	koordynator	посредник	koordynator	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
расходы	wydatek	расход	wydatek	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
бобби	bobby	бобби	bobby	N;ANIM;NOM;MASC;SG	
родина	ojczyzny	родина	ojczyzna	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
родина	ojczyznę	родина	ojczyzna	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
родина	ojczyzny	родина	ojczyzna	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
основа	fundacji	основа	fundacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
основа	foundation	основа	foundation	N;INAN;NOM;FEM;SG	
основа	podstawie	основа	podstawa	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
основа	podstawy	основа	podstawa	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
французы	francuski	француз	francuski	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
французы	francuska	француз	francuski	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;SG
французы	french	француз	fren	N;ANIM;NOM;MASC;PL	
французы	francuskie	француз	francuski	N;ANIM;NOM;MASC;PL	ADJ;NOM;NEUT;SG
разработчики	deweloperów	разработчик	deweloper	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
жене	żona	жена	żona	N;ANIM;DAT;FEM;SG	N;NOM;FEM;SG
бит	pokonać	бит	pokonać		V;PFV;NFIN;ACT
бит	kawałki	бит	kawałek		N;NOM;MASC;PL
прямая	prosto	прямой	prosto	ADJ;NOM;FEM;SG	
прямая	bezpośredni	прямой	bezpośredni	ADJ;NOM;FEM;SG	
прямая	direct	прямой	direct	ADJ;NOM;FEM;SG	
эксперимент	eksperyment	эксперимент	eksperyment	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
преломления	refrakcji	преломление	refrakcja	N;INAN;NOM;NEUT;PL	N;GEN;FEM;SG
преломления	załamanie	преломление	załamanie	N;INAN;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
деревянные	drewniany	деревянный	drewniany	ADJ;NOM;PL	ADJ;NOM;MASC;SG
деревянные	drewniana	деревянный	drewniany	ADJ;NOM;PL	ADJ;NOM;FEM;SG
деревянные	drewniane	деревянный	drewniany	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
двенадцать	twelve	двенадцать	twelv	NUM;NOM	
двенадцать	dwanaście	двенадцать	dwanaście	NUM;NOM	
саксен	saksonia	саксен	saksonia		N;NOM;FEM;SG
урала	uralu	урал	ural	N;INAN;GEN;MASC;SG	PROPN;NOM;MASC;SG
люк	łukasz	люк	łukasz	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
люк	luc	люк	luc	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
единства	jedność	единство	jedność	N;INAN;GEN;NEUT;SG	N;NOM;FEM;SG
единства	zjednoczenie	единство	zjednoczenie	N;INAN;GEN;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
цифр	cyfr	цифра	cyfra	N;INAN;GEN;FEM;PL	
цифр	cyfry	цифра	cyfra	N;INAN;GEN;FEM;PL	
наполеон	napoleon	наполеон	napoleon	N;ANIM;NOM;MASC;SG	
кале	kale	кала	kał	N;INAN;NOM;MASC;SG	
кале	calais	кала	calais	N;INAN;NOM;MASC;SG	
договоры	umowy	договор	umowa	N;INAN;NOM;MASC;PL	
договоры	umów	договор	umowa	N;INAN;NOM;MASC;PL	
договоры	traktatów	договор	traktat	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
нашла	znaleziona	найти	znaleźć	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
нашла	znaleziony	найти	znaleźć	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
нашла	znalezione	найти	znaleźć	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
дальний	odległy	дальний	odlec	ADJ;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
дальний	odległ	дальний	odlec	ADJ;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
прикладной	zastosowano	прикладной	zastosować	ADJ;INS;FEM;SG	V;PFV;IND;0;PST;FIN;ACT
прикладной	stosowane	прикладной	stosować	ADJ;INS;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
прикладной	zastosowane	прикладной	zastosować	ADJ;INS;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
прикладной	stosowana	прикладной	stosować	ADJ;INS;FEM;SG	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
прикладной	zastosowana	прикладной	zastosować	ADJ;INS;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
прикладной	zastosowany	прикладной	zastosować	ADJ;INS;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
лео	leo	лео	leo	N;ANIM;NOM;MASC;SG	
томск	tomsk	томск	tomsk	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
тридцать	trzydzieści	тридцать	trzydzieści	NUM;NOM	
тридцать	thirty	тридцать	thirta	NUM;NOM	
посещения	zwiedzanie	посещение	zwiedzać	N;INAN;NOM;NEUT;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
посещения	odwiedziny	посещение	odwiedzina	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
посещения	odwiedza	посещение	odwiedzać	N;INAN;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
посещения	odwiedziny	посещение	odwiedzina	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
посещения	wizyty	посещение	wizyta	N;INAN;NOM;NEUT;PL	N;ACC;FEM;PL
посещения	odwiedzin	посещение	odwiedziny	N;INAN;NOM;NEUT;PL	
посещения	wizyt	посещение	wizyta	N;INAN;NOM;NEUT;PL	N;GEN;FEM;PL
