que	det	que	det	CONJ	PRO;NEUT;SG;3
decoración	dekorasjonene	decoración	dekorasjon	N;FEM;SG	N;DEF;FEM;PL
hijas	døtre	hija	døtter	N;FEM;PL	N;INDF;NEUT;SG
julián	julian	julián	julian	PROPN	N;INDF;MASC;SG
julián	julián	julián	julián	PROPN	N;INDF;MASC;SG
copia	eksemplarer	copia	eksemplare	N;FEM;SG	N;INDF;FEM;PL
copia	kopierer	copia	kopiere	N;FEM;SG	V;IND;PRS;FIN
retorno	returnere	retorno	returnere	N;MASC;SG	V;NFIN
europeas	europeisk	europeo	europeisk	ADJ;FEM;PL	ADJ;INDF;SG
europeas	european	europeo	european	ADJ;FEM;PL	N;INDF;MASC;SG
lógica	logikk	lógico	logikk	ADJ;FEM;SG	N;INDF;MASC;SG
segura	safe	seguro	safe	ADJ;FEM;SG	N;INDF;NEUT;SG
segura	trygge	seguro	trygg	ADJ;FEM;SG	ADJ;PL
segura	sikre	seguro	sikre	ADJ;FEM;SG	N;INDF;FEM;SG
segura	sikret	seguro	sikre	ADJ;FEM;SG	N;DEF;NEUT;SG
segura	segura	seguro	segur	ADJ;FEM;SG	N;DEF;FEM;SG
cuarenta	førti	cuarenta	førti	N;FEM;PL	NUM;PL
cuarenta	forty	cuarenta	forty	N;FEM;PL	N;INDF;SG
costo	kostnader	costo	kostnad	N;MASC;SG	N;INDF;MASC;PL
costo	kosta	costo	koste	N;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
costo	kostnader	costo	kostnad	N;MASC;SG	N;INDF;MASC;PL
típico	typiske	típico	typisk	ADJ;MASC;SG	ADJ;PL
nativos	innfødt	nativo	innføde	N;MASC;PL	ADJ;INDF;NEUT;SG;V.PTCP
nativos	innfødte	nativo	innføde	N;MASC;PL	ADJ;PL;V.PTCP
conferencias	foredrag	conferencia	foredrag	N;FEM;PL	N;INDF;NEUT;SG
conferencias	forelesning	conferencia	forelesning	N;FEM;PL	N;INDF;FEM;SG
señales	signaler	señal	signale	N;FEM;PL	N;INDF;FEM;SG
señales	jærtegn	señal	jærtegn	N;FEM;PL	N;INDF;FEM;SG
trabajado	jobbet	trabajar	jobb	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
trabajado	funket	trabajar	funke	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
trabajado	virka	trabajar	virke	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN
trabajado	fungerte	trabajar	fungere	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN
tensión	spenninger	tensión	spenninger	N;FEM;SG	N;INDF;FEM;PL
cesar	cesar	cesar	cesar	V;NFIN	N;INDF;MASC;SG
cesar	caesar	cesar	caese	V;NFIN	N;INDF;MASC;SG
cesar	césar	cesar	cés	V;NFIN	N;INDF;MASC;SG
cesar	caesar	cesar	caese	V;NFIN	N;INDF;MASC;SG
cesar	cæsar	cesar	cæse	V;NFIN	N;INDF;MASC;PL
conciencia	bevissthet	conciencia	bevissthet	N;FEM;SG	ADJ;INDF;NEUT;SG
conciencia	bevissthet	conciencia	bevissthet	N;FEM;SG	ADJ;INDF;NEUT;SG
juárez	juárez	juárez	juárez	PROPN	N;DEF;MASC;SG
juárez	juarez	juárez	juarez	PROPN	N;DEF;MASC;SG
juárez	juárez	juárez	juárez	PROPN	N;DEF;MASC;SG
técnicos	teknikere	técnico	teknikere	N;MASC;PL	N;INDF;FEM;SG
técnicos	teknisk	técnico	teknisk	N;MASC;PL	ADJ;INDF;NEUT;SG
técnicos	tekniske	técnico	teknisk	N;MASC;PL	ADJ;PL
técnicos	teknikere	técnico	teknikere	N;MASC;PL	N;INDF;FEM;SG
palmas	palmas	palma	palmas	N;FEM;PL	N;INDF;MASC;SG
vidas	lives	vida	lives	N;FEM;PL	N;INDF;MASC;SG
órganos	organer	órgano	organer	N;MASC;PL	N;INDF;NEUT;SG
órganos	orgel	órgano	orgel	N;MASC;PL	N;INDF;NEUT;SG
órganos	organ	órgano	organ	N;MASC;PL	N;INDF;NEUT;SG
jefes	sjefer	jefe	sjefer	N;MASC;PL	N;INDF;MASC;SG
gusta	likes	gustar	like	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
entradas	billetter	entrada	billetter	N;FEM;PL	N;INDF;MASC;SG
miller	miller	miller	mille	PROPN	N;INDF;MASC;SG
turístico	turist	turístico	turist	ADJ;MASC;SG	N;INDF;MASC;SG
seco	dry	seco	dry	ADJ;MASC;SG	N;INDF;SG
seco	tørk	seco	tørk	ADJ;MASC;SG	N;INDF;MASC;SG
seco	tørket	seco	tørke	ADJ;MASC;SG	N;DEF;NEUT;SG
howard	howard	howard	howard	PROPN	N;INDF;MASC;SG
mexicanos	meksikanerne	mexicano	meksikanern	N;MASC;PL	ADJ;PL
mexicanos	meksikanere	mexicano	meksikanere	N;MASC;PL	N;INDF;MASC;SG
mexicanos	meksikansk	mexicano	meksikansk	N;MASC;PL	ADJ;INDF;SG
residentes	beboer	residente	beboer	N;PL	N;INDF;MASC;SG
residentes	beboerne	residente	beboerne	N;PL	ADJ;PL
residentes	beboere	residente	beboere	N;PL	N;INDF;MASC;SG
ofreció	tilbød	ofrecer	tilbøde	V;IND;SG;3;PST;FIN	N;INDF;MASC;SG
ofreció	tilbudt	ofrecer	tilbyde	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
ofreció	tilbys	ofrecer	tilbyse	V;IND;SG;3;PST;FIN	N;INDF;NEUT;SG
conservador	tory	conservador	tory	ADJ;MASC;SG	N;INDF;MASC;SG
conservador	kurator	conservador	kurator	ADJ;MASC;SG	N;INDF;MASC;SG
conservador	konservative	conservador	konservativ	ADJ;MASC;SG	ADJ;PL
completar	komplett	completar	komplett	V;NFIN	ADJ;INDF;NEUT;SG
completar	fullført	completar	fullføre	V;NFIN	ADJ;INDF;NEUT;SG;V.PTCP
pacto	kompakt	pacto	kompakt	N;MASC;SG	ADJ;INDF;SG
llamar	anrop	llamar	anrop	V;NFIN	N;INDF;MASC;SG
llamar	call	llamar	call	V;NFIN	N;INDF;MASC;SG
llamar	ring	llamar	ring	V;NFIN	N;INDF;MASC;SG
llamar	calling	llamar	calling	V;NFIN	N;INDF;FEM;SG
contribuciones	bidrag	contribución	bidrag	N;FEM;PL	N;INDF;NEUT;SG
opiniones	omtaler	opinión	omtale	N;FEM;PL	V;IND;PRS;FIN
opiniones	anmeldelser	opinión	anmeldelse	N;FEM;PL	N;INDF;NEUT;SG
brazos	favn	brazo	favn	N;MASC;PL	N;INDF;MASC;SG
brazos	armer	brazo	arm	N;MASC;PL	N;INDF;MASC;SG
moore	moore	moore	moore	PROPN	N;INDF;MASC;SG
cámaras	kamera	cámara	kamera	N;FEM;PL	N;INDF;NEUT;SG
cámaras	chambers	cámara	chambers	N;FEM;PL	N;INDF;NEUT;SG
interpretar	tolker	interpretar	tolke	V;NFIN	N;INDF;FEM;PL
off	av	off	av	N	ADP
documentación	dokumenter	documentación	dokumenter	N;FEM;SG	N;INDF;FEM;PL
circunstancias	omstendighet	circunstancia	omstendighet	N;FEM;PL	N;INDF;FEM;SG
parcial	forutinntatt	parcial	forutinntatt	ADJ;SG	N;INDF;FEM;SG
incluidos	inkluderes	incluido	inkluderes	ADJ;MASC;PL;V.PTCP	V;FIN
incluidos	inkluderte	incluido	inkludere	ADJ;MASC;PL;V.PTCP	V;IND;PST;FIN
incluidos	inkludert	incluido	inkludere	ADJ;MASC;PL;V.PTCP	ADJ;INDF;SG;V.PTCP
incluidos	inklusiv	incluido	inklusiv	ADJ;MASC;PL;V.PTCP	N;INDF;MASC;SG
incluidos	deriblant	incluido	deriblant	ADJ;MASC;PL;V.PTCP	N;INDF;NEUT;SG
incluidos	inkludert	incluido	inkludere	ADJ;MASC;PL;V.PTCP	ADJ;INDF;SG;V.PTCP
séptimo	sjuende	séptimo	sjuende	ADJ;MASC;SG	N;INDF;MASC;SG
séptimo	seventh	séptimo	seventh	ADJ;MASC;SG	N;INDF;MASC;SG
séptimo	syvende	séptimo	syvende	ADJ;MASC;SG	N;INDF;MASC;SG
juniors	juniorene	juniors	junior	ADJ;SG	N;DEF;FEM;PL
impuestos	moms	impuesto	moms	N;MASC;PL	N;INDF;MASC;SG
impuestos	skatt	impuesto	skatt	N;MASC;PL	N;INDF;MASC;SG
impuestos	skatt	impuesto	skatt	N;MASC;PL	N;INDF;MASC;SG
impuestos	selvangivelsen	impuesto	selvangivelse	N;MASC;PL	N;DEF;MASC;SG
delta	delta	delta	delta	N;MASC;SG	V;NFIN
singles	single	single	single	N;MASC;PL	N;INDF;MASC;SG
extremadura	extremadura	extremadura	extremadur	N;FEM;SG	N;DEF;NEUT;PL
definir	defining	definir	defining	V;NFIN	N;INDF;FEM;SG
definir	definer	definir	define	V;NFIN	N;INDF;FEM;PL
liberales	liberale	liberal	liberal	N;PL	ADJ;PL
liberales	liberale	liberal	liberal	N;PL	ADJ;PL
liberales	liberal	liberal	liberal	N;PL	ADJ;INDF;SG
fray	fray	fray	fray	PROPN	N;INDF;MASC;SG
allen	allen	allar	allen	PROPN	N;INDF;MASC;SG
recuerdo	suvenir	recordar	suvenir	V;IND;SG;1;PRS;FIN	N;INDF;MASC;SG
recuerdo	minnet	recordar	minne	V;IND;SG;1;PRS;FIN	N;DEF;NEUT;SG
recuerdo	hukommelse	recordar	hukommelse	V;IND;SG;1;PRS;FIN	N;INDF;MASC;SG
recuerdo	minne	recordar	minne	V;IND;SG;1;PRS;FIN	N;INDF;NEUT;SG
recuerdo	memory	recordar	memory	V;IND;SG;1;PRS;FIN	N
japoneses	japansk	japonés	japansk	N;MASC;PL	ADJ;INDF;SG
sucedido	lyktes	sucedido	lykte	ADJ;MASC;SG;V.PTCP	N;INDF;MASC;SG
inmigrantes	innvandrerne	inmigrante	innvandrern	N;PL	N;INDF;FEM;SG
inmigrantes	innvandrere	inmigrante	innvandrere	N;PL	N;INDF;FEM;SG
inmigrantes	immigrant	inmigrante	immigrant	N;PL	N;INDF;MASC;SG
henri	henri	henri	henri	PROPN	N;INDF;MASC;SG
aceptado	godtas	aceptado	godta	ADJ;MASC;SG;V.PTCP	N;INDF;MASC;SG
aceptado	aksepterte	aceptado	akseptere	ADJ;MASC;SG;V.PTCP	ADJ;PL;V.PTCP
tropicales	tropisk	tropical	tropisk	ADJ;PL	ADJ;INDF;NEUT;SG
designados	utpekt	designado	utpekt	ADJ;MASC;PL;V.PTCP	N;INDF;MASC;SG
designados	oppnevnt	designado	oppnevne	ADJ;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
designados	utnevnt	designado	utnevne	ADJ;MASC;PL;V.PTCP	ADJ;INDF;SG;V.PTCP
gótico	goth	gótico	goth	ADJ;MASC;SG	N;INDF;MASC;SG
gótico	gotiske	gótico	gotisk	ADJ;MASC;SG	ADJ;PL
asistió	deltatt	asistir	delta	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
elevado	forhøyet	elevado	forhøy	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
airlines	flyselskaper	airlín	flyselskap	N;MASC;PL	N;INDF;NEUT;SG
airlines	airlines	airlín	airlines	N;MASC;PL	N;INDF;NEUT;SG
della	della	della	delle	N	PROPN
perdiendo	tape	perder	tape	V;V.MSDR	N;INDF;MASC;SG
soviético	sovjetiske	soviético	sovjetisk	ADJ;MASC;SG	ADJ;PL
rubén	rubén	rubén	rubén	PROPN	N;INDF;MASC;SG
rubén	reuben	rubén	reub	PROPN	N;INDF;MASC;SG
rubén	ruben	rubén	rub	PROPN	N;INDF;MASC;SG
anthony	anthony	anthony	anthony	PROPN	N;INDF;MASC;SG
goleador	toppscorer	goleador	toppscore	N;MASC;SG	N;INDF;FEM;PL
atletismo	spor	atletismo	spor	N;MASC;SG	N;INDF;NEUT;PL
heavy	tungt	heavy	tung	N;MASC;SG	ADJ;INDF;NEUT;SG
heavy	kraftig	heavy	kraftig	N;MASC;SG	ADJ;INDF;NEUT;SG
heavy	tung	heavy	tung	N;MASC;SG	ADJ;INDF;SG
silencio	stille	silencio	stille	N;MASC;SG	ADJ;INDF;NEUT;SG
silencio	taus	silencio	taus	N;MASC;SG	ADJ;INDF;SG
silencio	stille	silencio	stille	N;MASC;SG	ADJ;INDF;NEUT;SG
ocupado	travle	ocupado	travl	ADJ;MASC;SG;V.PTCP	ADJ;PL
ocupado	travel	ocupado	travel	ADJ;MASC;SG;V.PTCP	N;INDF;MASC;SG
ocupado	busy	ocupado	busy	ADJ;MASC;SG;V.PTCP	N;INDF;SG
pobres	stakkars	pobre	stakkars	N;PL	ADJ;INDF;SG
pobres	fattig	pobre	fattig	N;PL	ADJ;INDF;NEUT;SG
pobres	fattige	pobre	fattig	N;PL	ADJ;PL
tratados	traktater	tratado	traktat	ADJ;MASC;PL;V.PTCP	N;INDF;NEUT;SG
particulares	enkeltindivider	particular	enkeltindivid	ADJ;PL	N;INDF;MASC;SG
particulares	enkeltpersoner	particular	enkeltperson	ADJ;PL	N;INDF;MASC;PL
particulares	individer	particular	individ	ADJ;PL	N;INDF;NEUT;SG
presa	bytte	presa	byte	N;FEM;SG	ADJ;PL;V.PTCP
oportunidades	mulighet	oportunidad	mulighet	N;FEM;PL	N;INDF;FEM;SG
usados	brukt	usado	bruke	ADJ;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
usados	brukes	usado	brukes	ADJ;MASC;PL;V.PTCP	
circular	sirkulær	circular	sirkulær	V;NFIN	ADJ;INDF;SG
móvil	mobilt	móvil	mobil	N;SG	ADJ;INDF;NEUT;SG
dividida	splittet	dividido	splitt	ADJ;FEM;SG;V.PTCP	N;DEF;NEUT;SG
dividida	split	dividido	split	ADJ;FEM;SG;V.PTCP	N
víctima	offer	víctima	offer	N;FEM;SG	N;INDF;NEUT;PL
incremento	øke	incremento	øken	N;MASC;SG	V;IMP;FIN
teología	teologisk	teología	teologisk	N;FEM;SG	ADJ;INDF;NEUT;SG
cultivos	avling	cultivo	avling	N;MASC;PL	N;INDF;FEM;SG
cultivos	beskjæring	cultivo	beskjæring	N;MASC;PL	N;INDF;FEM;SG
cultivos	beskjære	cultivo	beskjære	N;MASC;PL	N;INDF;FEM;SG
considerados	vurdert	considerado	vurdere	ADJ;MASC;PL;V.PTCP	ADJ;INDF;SG;V.PTCP
gusto	smake	gusto	smake	N;MASC;SG	V;IMP;NFIN
refugio	tilflukt	refugio	tilflukt	N;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
jugado	spilte	jugado	spilte	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN
jugado	spilt	jugado	spile	ADJ;MASC;SG;V.PTCP	N;INDF;NEUT;SG
rasgos	funksjoner	rasgo	funksjon	N;MASC;PL	N;INDF;MASC;SG
cantar	sing	cantar	sing	V;NFIN	N;INDF;MASC;SG
cantar	synge	cantar	syngje	V;NFIN	N;INDF;NEUT;SG
cantar	syngende	cantar	syngende	V;NFIN	N;INDF;MASC;SG
cantar	synger	cantar	synger	V;NFIN	N;INDF;MASC;SG
cantar	synging	cantar	synging	V;NFIN	N;INDF;FEM;SG
cantar	sang	cantar	sang	V;NFIN	N;INDF;MASC;SG
usualmente	pleier	usualmente	pleie	ADV	V;IND;PRS;FIN
incorporó	inc	incorporar	inc	V;IND;SG;3;PST;FIN	N
lucía	lucía	lucir	lucse	V;IND;SG;3;IPFV;FIN	N
lucía	lucy	lucir	lucy	V;IND;SG;3;IPFV;FIN	N;INDF;SG
lucía	lucia	lucir	lucium	V;IND;SG;3;IPFV;FIN	N;INDF;FEM;SG
ortega	ortega	ortegar	orteg	PROPN	N;INDF;MASC;SG
absoluto	absolutte	absoluto	absolutt	ADJ;MASC;SG	ADJ;PL
camiseta	skjorte	camiseta	skjort	N;FEM;SG	ADJ;PL;V.PTCP
registrado	innspilt	registrado	innspilt	ADJ;MASC;SG;V.PTCP	N;INDF;MASC;SG
registrado	registrerte	registrado	registrere	ADJ;MASC;SG;V.PTCP	ADJ;PL;V.PTCP
registrado	logget	registrado	logg	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
permiso	tillate	permiso	tillate	N;MASC;SG	ADJ;INDF;NEUT;SG;V.PTCP
musulmanes	muslimske	musulmán	muslimsk	N;MASC;PL	ADJ;PL
musulmanes	muslim	musulmán	muslim	N;MASC;PL	N;INDF;MASC;SG
musulmanes	muslimsk	musulmán	muslimsk	N;MASC;PL	ADJ;INDF;NEUT;SG
two	to	two	to	PROPN	NUM;PL
two	two	two	Two	PROPN	
andy	andy	andy	andy	PROPN	N;INDF;MASC;SG
alfred	alfred	alfred	alfred	PROPN	N;INDF;MASC;SG
cortos	kort	corto	kort	ADJ;MASC;PL	N;INDF;NEUT;SG
cortos	short	corto	shor	ADJ;MASC;PL	N;INDF;SG
cortos	shorts	corto	short	ADJ;MASC;PL	N;INDF;MASC;SG
vélez	vélez	vélez	vélez	PROPN	N;INDF;MASC;SG
vélez	velez	vélez	velez	PROPN	N;INDF;MASC;SG
masculinos	maskulin	masculino	maskulin	ADJ;MASC;PL	N;INDF;MASC;SG
superar	overgå	superar	overgå	V;NFIN	N;INDF;NEUT;SG
superar	overvinner	superar	overvinner	V;NFIN	N;INDF;FEM;PL
superar	overvunnet	superar	overvunn	V;NFIN	N;DEF;NEUT;SG
drogas	stoff	droga	stoff	N;FEM;PL	N;INDF;NEUT;SG
drogas	dop	droga	dop	N;FEM;PL	N;INDF;MASC;SG
drogas	narkotika	droga	narkotika	N;FEM;PL	N;INDF;MASC;SG
drogas	narko	droga	narko	N;FEM;PL	N;INDF;MASC;SG
fans	fans	fan	fan	N;PL	N;INDF;NEUT;SG
fans	tilhengere	fan	tilhengere	N;PL	N;INDF;NEUT;SG
cuerdas	tau	cuerda	tau	N;FEM;PL	N;INDF;NEUT;SG
selecciones	utvalg	selección	utvalg	N;FEM;PL	N;INDF;NEUT;SG
anti	anti	anti	anti		N
nominaciones	nominasjoner	nominación	nominasjon	N;FEM;PL	N;INDF;MASC;SG
nominaciones	nominasjon	nominación	nominasjon	N;FEM;PL	N;INDF;MASC;SG
bay	bukt	bay	bukt	PROPN	N;INDF;FEM;SG
bay	bay	bay	bay	PROPN	N;INDF;FEM;SG
muestras	utvalg	muestra	utvalg	N;FEM;PL	N;INDF;NEUT;SG
muestras	prøve	muestra	prøve	N;FEM;PL	V;NFIN
muestras	eksempel	muestra	eksempel	N;FEM;PL	N;INDF;NEUT;SG
muestras	prøver	muestra	prøve	N;FEM;PL	V;IND;PRS;FIN
tomaron	avla	tomar	avle	V;IND;PL;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
like	som	like	som	N	ADP
like	liker	like	like	N	V;IND;PRS;FIN
like	like	like	lik	N	ADJ;SG
pertenecía	tilhørte	pertenecer	tilhøre	V;IND;SG;3;IPFV;FIN	ADJ;PL;V.PTCP
pertenecía	tilhørt	pertenecer	tilhøre	V;IND;SG;3;IPFV;FIN	ADJ;INDF;NEUT;SG;V.PTCP
obrero	arbeider	obrero	arbeide	N;MASC;SG	V;IND;PRS;FIN
issn	issn	issn	issn	N	NUM
demócrata	demokrat	demócrata	demokrat	ADJ;SG	N;INDF;NEUT;SG
demócrata	demokrater	demócrata	demokrat	ADJ;SG	N;INDF;NEUT;SG
demócrata	demokratene	demócrata	demokrat	ADJ;SG	N;DEF;FEM;PL
traducido	oversatt	traducido	oversatt	ADJ;MASC;SG;V.PTCP	
traducido	oversettes	traducido	oversetje	ADJ;MASC;SG;V.PTCP	N;INDF;MASC;SG
sombra	skyggene	sombra	skygge	N;FEM;SG	N;DEF;MASC;PL
sombra	skygger	sombra	skygge	N;FEM;SG	N;INDF;MASC;PL
mercados	markeder	mercado	marked	N;MASC;PL	N;INDF;MASC;SG
iniciar	påbegynt	iniciar	påbegynt	V;NFIN	ADJ;INDF;NEUT;SG;V.PTCP
toneladas	tons	tonelada	tons	N;FEM;PL	N;INDF;SG
toneladas	tonnevis	tonelada	tonnevis	N;FEM;PL	ADV
toneladas	tonn	tonelada	tonn	N;FEM;PL	N;INDF;NEUT;SG
toneladas	ton	tonelada	ton	N;FEM;PL	N;INDF;MASC;SG
senadores	senatorer	senador	senator	N;MASC;PL	N;INDF;FEM;SG
cambiado	endret	cambiar	endre	ADJ;MASC;SG;V.PTCP	N;INDF;NEUT;SG
cambiado	forandret	cambiar	forandr	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
cambiado	skiftet	cambiar	skift	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
deuda	gjeld	deuda	gjelde	N;FEM;SG	V;IND;PRS;FIN
dark	mørk	dark	mørk	N	ADJ;INDF;SG
dark	mørkt	dark	mørk	N	ADJ;INDF;NEUT;SG
dark	mørke	dark	mørk	N	ADJ;PL
chilenos	chilensk	chileno	chilensk	N;MASC;PL	ADJ;INDF;SG
fuertemente	sterkt	fuertemente	sterk	ADV	ADJ;INDF;NEUT;SG
fuertemente	tungt	fuertemente	tung	ADV	ADJ;INDF;NEUT;SG
secundarios	sekundær	secundario	sekundær	N;MASC;PL	ADJ;INDF;SG
vientos	vind	viento	vind	N;MASC;PL	N;INDF;MASC;SG
vientos	vinder	viento	vind	N;MASC;PL	N;INDF;MASC;SG
bancos	banks	banco	banks	N;MASC;PL	N;INDF;MASC;SG
seleccionado	utvalgte	seleccionado	utvalg	ADJ;MASC;SG;V.PTCP	ADJ;PL
seleccionado	valgte	seleccionado	velge	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN
dudas	tvile	duda	tvile	N;FEM;PL	N;INDF;FEM;SG
dudas	tvil	duda	tvil	N;FEM;PL	N;INDF;MASC;SG
dudas	tvile	duda	tvile	N;FEM;PL	N;INDF;FEM;SG
dudas	tvil	duda	tvil	N;FEM;PL	N;INDF;MASC;SG
vieron	sag	ver	sag	V;IND;PL;3;PST;FIN	N;INDF;FEM;SG
vieron	saw	ver	saw	V;IND;PL;3;PST;FIN	N
partículas	partikkel	partícula	partikkel	N;FEM;PL	N;INDF;MASC;SG
partículas	svevestøv	partícula	svevestøv	N;FEM;PL	N;INDF;NEUT;SG
cali	cali	cali	cali	PROPN	N;INDF;MASC;SG
parcialmente	delvis	parcialmente	delvis	ADV	ADJ;INDF;NEUT;SG
parcialmente	delvis	parcialmente	delvis	ADV	ADJ;INDF;NEUT;SG
específico	spesifikk	específico	spesifikk	ADJ;MASC;SG	N;INDF;MASC;SG
específico	spesifikke	específico	spesifikk	ADJ;MASC;SG	ADJ;PL
murieron	dødd	morir	dødd	V;IND;PL;3;PST;FIN	ADJ;INDF;NEUT;SG
murieron	døde	morir	død	V;IND;PL;3;PST;FIN	ADJ;PL
profesora	lærer	profesora	lære	N;FEM;SG	V;IND;PRS;FIN
profesora	læremester	profesora	læremeste	N;FEM;SG	N;INDF;FEM;PL
formal	formelle	formal	formell	ADJ;SG	ADJ;PL
cerrado	låste	cerrado	låse	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN
cerrado	lukket	cerrado	lukk	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
detalle	opplysninger	detalle	opplysninger	N;MASC;SG	N;INDF;FEM;PL
tim	tim	tim	tim	PROPN	N
desaparecido	forsvunnet	desaparecido	forsvinne	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
desaparecido	manglende	desaparecido	manglende	ADJ;MASC;SG;V.PTCP	N;INDF;NEUT;SG
desaparecido	savnet	desaparecido	savn	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
desaparecido	forsvunnet	desaparecido	forsvinne	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
desaparecido	mangler	desaparecido	mangle	ADJ;MASC;SG;V.PTCP	V;IND;PRS;FIN
citado	siterte	citado	sitere	ADJ;MASC;SG;V.PTCP	ADJ;PL;V.PTCP
jamás	never	jamás	never	ADV	N;INDF;SG
jamás	aldrig	jamás	aldrig	ADV	ADJ;INDF;SG
ibn	ibn	ir	ibn	N;MASC;SG	PROPN
localiza	finne	localizar	finne	V;IND;SG;3;PRS;FIN	V;IMP;NFIN
dead	dødt	dead	død	N	ADJ;INDF;NEUT;SG
dead	døde	dead	død	N	ADJ;PL
iban	iban	ir	iban	V;IND;PL;3;IPFV;FIN	N;INDF;MASC;SG
separado	atskilt	separar	atskilje	ADJ;MASC;SG;V.PTCP	N;INDF;NEUT;SG
separado	skill	separar	skill	ADJ;MASC;SG;V.PTCP	N;INDF;MASC;SG
separado	atskilt	separar	atskilje	ADJ;MASC;SG;V.PTCP	N;INDF;NEUT;SG
separado	skille	separar	skille	ADJ;MASC;SG;V.PTCP	N;INDF;MASC;SG
habitualmente	pleier	habitualmente	pleie	ADV	V;IND;PRS;FIN
créditos	kreditt	crédito	kreditt	N;MASC;PL	N;INDF;MASC;SG
créditos	kreditter	crédito	kreditter	N;MASC;PL	N;INDF;MASC;SG
creados	opprettes	creado	opprettes	ADJ;MASC;PL;V.PTCP	N;INDF;MASC;SG
creados	opprettet	creado	opprett	ADJ;MASC;PL;V.PTCP	N;INDF;NEUT;SG
creados	skapt	creado	skape	ADJ;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
creados	laga	creado	lage	ADJ;MASC;PL;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
line	strek	line	strek		N;INDF;MASC;SG
line	linje	line	linje		N;INDF;FEM;SG
line	line	line	line		N;INDF;FEM;SG
paciente	tålmodig	paciente	tålmodig	N;SG	ADJ;INDF;NEUT;SG
arias	arias	arias	arias	PROPN	N;INDF;MASC;SG
memorias	minner	memoria	minne	N;FEM;PL	V;IND;PRS;FIN
memorias	memoarer	memoria	memoar	N;FEM;PL	N;INDF;MASC;SG
pobre	fattige	pobre	fattig	ADJ;SG	ADJ;PL
telenovelas	telenovelas	telenovela	telenovel	N;FEM;PL	N;INDF;MASC;SG
velasco	velasco	velasco	velasco	PROPN	N
precios	pris	precio	pris	N;MASC;PL	N;INDF;MASC;SG
precios	prissetting	precio	prissetting	N;MASC;PL	N;INDF;FEM;SG
talento	talentfulle	talento	talentfull	N;MASC;SG	ADJ;PL
talento	talentfull	talento	talentfull	N;MASC;SG	ADJ;INDF;SG
frecuentes	common	frecuente	common	ADJ;PL	N
frecuentes	felles	frecuente	felles	ADJ;PL	ADJ;INDF;NEUT;SG
frecuentes	vanlig	frecuente	vanlig	ADJ;PL	ADJ;INDF;NEUT;SG
frecuentes	hyppig	frecuente	hyppig	ADJ;PL	ADJ;INDF;NEUT;SG
cervantes	cervantes	cervante	cervantes	N;PL	N;INDF;MASC;SG
próxima	nestemann	próximo	nestemann	ADJ;FEM;SG	N;INDF;MASC;SG
próxima	neste	próximo	neste	ADJ;FEM;SG	DET;DEF
próxima	next	próximo	next	ADJ;FEM;SG	N
dientes	tanna	diente	tanne	N;MASC;PL	N;DEF;FEM;SG
dientes	tann	diente	tann	N;MASC;PL	N;INDF;MASC;SG
básica	grunnleggende	básico	grunnleggende	ADJ;FEM;SG	N;INDF;MASC;SG
básica	basic	básico	basic	ADJ;FEM;SG	N;INDF;NEUT;SG
reemplazado	erstattet	reemplazar	erstatt	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
temática	tematisk	temática	tematisk	N;FEM;SG	ADJ;INDF;NEUT;SG
republicana	republikanske	republicano	republikansk	ADJ;FEM;SG	ADJ;PL
republicana	republikaner	republicano	republikan	ADJ;FEM;SG	N;INDF;MASC;PL
marcado	markerer	marcado	markere	ADJ;MASC;SG;V.PTCP	V;IND;PRS;FIN
marcado	merking	marcado	merking	ADJ;MASC;SG;V.PTCP	N;INDF;FEM;SG
marcado	merket	marcado	merke	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
