kategória	kategorijo	kategória	kategorija	N;NOM;FEM;SG	N;ACC;FEM;SG
deviatich	nine	devať	nini	NUM;GEN;MASC;PL	
deviatich	devet	devať	devet	NUM;GEN;MASC;PL	NUM;NOM;PL
horské	gora	horský	gora	ADJ;NOM;NEUT;PL	N;NOM;FEM;SG
horské	gorsko	horský	gorski	ADJ;NOM;NEUT;PL	ADJ;NOM;NEUT;SG
horské	gorski	horský	gorski	ADJ;NOM;NEUT;PL	ADJ;NOM;MASC;SG
horské	planina	horský	planina	ADJ;NOM;NEUT;PL	N;NOM;FEM;SG
horské	goro	horský	gora	ADJ;NOM;NEUT;PL	N;ACC;FEM;SG
klasický	klasične	klasický	klasičen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
klasický	klasično	klasický	klasičen	ADJ;ANIM;NOM;MASC;SG	ADV
klasický	klasika	klasický	klasika	ADJ;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
klasický	klasično	klasický	klasičen	ADJ;ANIM;NOM;MASC;SG	ADV
spoločenstiev	skupnostim	spoločenstvo	skupnost	N;GEN;NEUT;PL	N;DAT;FEM;PL
prudko	naraščajoče	prudko	naraščajoč	ADV	ADJ;NOM;NEUT;PL;V.PTCP
paula	paulo	paul	paula	PROPN;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
paula	paula	paul	pauti	PROPN;ANIM;ACC;MASC;SG	N;ACC;MASC;SG
ano	ja	ano	ja	INTJ	PART
ano	da	ano	da	INTJ	
ano	ja	ano	ja	INTJ	PART
ano	jaa	ano	jaa	INTJ	
vojnové	vojno	vojnový	vojna	ADJ;NOM;NEUT;SG	N;ACC;FEM;SG
vojnové	vojne	vojnový	vojna	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL
vojnové	vojna	vojnový	vojna	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
preklady	prevajanje	preklad	prevajanje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
preklady	prevod	preklad	prevod	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
hádzanárske	rokomet	hádzanársky	rokomet	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;MASC;SG
pôdu	prsti	pôda	prst	N;ACC;FEM;SG	N;NOM;MASC;PL
pôdu	zemlja	pôda	zemlja	N;ACC;FEM;SG	N;NOM;FEM;SG
pôdu	umazanija	pôda	umazanija	N;ACC;FEM;SG	N;NOM;FEM;SG
kiss	poljubček	kiss	poljubček	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kiss	kiss	kiss	kiss	PROPN;ANIM;NOM;MASC;SG	
kiss	poljub	kiss	poljub	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
neapol	neapelj	neapol	neapelj	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
neapol	neaplju	neapol	neapelj	PROPN;INAN;NOM;MASC;SG	PROPN;DAT;MASC;SG
neapol	napoli	neapol	napoli	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
mníchove	münchen	mníchov	münchen	N;ANIM;NOM;MASC;PL	PROPN;NOM;MASC;SG
mníchove	münchnu	mníchov	münchen	N;ANIM;NOM;MASC;PL	PROPN;DAT;MASC;SG
potrebný	potrebovali	potrebný	potrebovati	ADJ;INAN;NOM;MASC;SG	V;IPFV;MASC;PL;V.PTCP
vystúpenie	uspešnosti	vystúpenie	uspešnost	N;NOM;NEUT;SG	N;GEN;FEM;SG
vládne	vladne	vládnuť	vladen	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;PL
vládne	vladni	vládnuť	vladen	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;MASC;SG
vládne	vladna	vládnuť	vladen	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;FEM;SG
vládne	vlado	vládnuť	vlada	V;IPFV;IND;SG;3;POS;PRS;FIN	N;ACC;FEM;SG
vládne	vladno	vládnuť	vladen	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;NEUT;SG
vládne	vlada	vládnuť	vlada	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;FEM;SG
vládne	vladni	vládnuť	vladen	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;MASC;SG
vládne	vlade	vládnuť	vlada	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;FEM;PL
severovýchod	severovzhodno	severovýchod	severovzhoden	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
vetra	vetru	vetra	veter	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
vetra	vetra	vetra	veter	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
povýšený	spodbujati	povýšený	spodbujati	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;NFIN
negatívne	negativen	negatívne	negativen	ADV	ADJ;NOM;INDF;MASC;SG
negatívne	negativna	negatívne	negativen	ADV	ADJ;NOM;FEM;SG
negatívne	negativni	negatívne	negativen	ADV	ADJ;NOM;MASC;SG
médií	mediji	médieť	medij	N;GEN;FEM;PL	N;NOM;MASC;PL
médií	media	médieť	media	N;GEN;FEM;PL	N;NOM;MASC;SG
dôchodku	upokojitev	dôchodok	upokojitev	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
dôchodku	upokojeni	dôchodok	upokojen	N;INAN;GEN;MASC;SG	ADJ;NOM;DEF;MASC;SG
dôchodku	upokojen	dôchodok	upokojen	N;INAN;GEN;MASC;SG	ADJ;NOM;INDF;MASC;SG
akcia	dejanja	akcia	dejanje	N;NOM;FEM;SG	N;NOM;NEUT;PL
zimný	zimo	zimný	zima	ADJ;INAN;NOM;MASC;SG	N;ACC;FEM;SG
zimný	zima	zimný	zima	ADJ;INAN;NOM;MASC;SG	N;NOM;FEM;SG
zimný	winter	zimný	winter	ADJ;INAN;NOM;MASC;SG	N;NOM;MASC;SG
nasledovalo	sledili	nasledovať	slediti	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
menovanie	imenovanja	menovanie	imenovanje	N;NOM;NEUT;SG	N;NOM;NEUT;PL
menovanie	sestanke	menovanie	sestanek	N;NOM;NEUT;SG	N;ACC;MASC;PL
stefan	stefan	stefan	stefan	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
michigan	michigan	michigan	michigan	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
antoine	antoine	antoine	antoin	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
študovala	raziskano	študovať	raziskan	V;IPFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
soli	soli	soli	sol	N;NOM;FEM;PL	N;NOM;FEM;SG
križovatka	križišču	križovatko	križišče	N;NOM;FEM;SG	N;DAT;NEUT;SG
križovatka	križišču	križovatko	križišče	N;NOM;FEM;SG	N;DAT;NEUT;SG
križovatka	križišča	križovatko	križišče	N;NOM;FEM;SG	N;NOM;NEUT;PL
spôsobiť	vzrok	spôsobiť	vzrok	V;PFV;POS;NFIN	N;NOM;MASC;SG
grant	grant	grant	grant	N;ANIM;NOM;MASC;SG	
výmena	izmenjavo	výmena	izmenjava	N;NOM;FEM;SG	N;ACC;FEM;SG
výmena	izmenjave	výmena	izmenjava	N;NOM;FEM;SG	N;NOM;FEM;PL
výmena	zamenjaj	výmena	zamenjaj	N;NOM;FEM;SG	V;PFV;IMP;SG;2;FIN
hudobníkov	glasbenikov	hudobník	glasbenik	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
hudobníkov	glasbeniki	hudobník	glasbenik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
hudobníkov	glasbenika	hudobník	glasbenik	N;ANIM;ACC;MASC;PL	N;ANIM;ACC;MASC;SG
domáca	gospodinja	domáci	gospodinja	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
domáca	domačih	domáci	domač	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
domáca	domače	domáci	domače	ADJ;NOM;FEM;SG	ADV
domáca	doma	domáci	doma	ADJ;NOM;FEM;SG	ADV
domáca	domov	domáci	domov	ADJ;NOM;FEM;SG	ADV
domáca	dom	domáci	dom	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
oka	oka	oko	ok	N;GEN;NEUT;SG	N;NOM;FEM;SG
oka	očesu	oko	oko	N;GEN;NEUT;SG	N;DAT;NEUT;SG
oka	eye	oko	eye	N;GEN;NEUT;SG	N;NOM;MASC;SG
oka	oko	oko	oko	N;GEN;NEUT;SG	N;NOM;NEUT;SG
zrušený	odpovedal	zrušený	odpovedati	ADJ;INAN;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP
zrušený	razveljavi	zrušený	razveljava	ADJ;INAN;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
dominik	dominic	dominik	dominica	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
horváth	horváth	horvath	horvec	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pľúc	pljučna	pľúca	pljučen	N;GEN;NEUT;PL	ADJ;NOM;FEM;SG
pľúc	pljuč	pľúca	pljuč	N;GEN;NEUT;PL	N;NOM;MASC;SG
pľúc	pljuča	pľúca	pljuč	N;GEN;NEUT;PL	N;NOM;MASC;SG
pľúc	pljuč	pľúca	pljuč	N;GEN;NEUT;PL	N;NOM;MASC;SG
pľúc	pljuča	pľúca	pljuč	N;GEN;NEUT;PL	N;NOM;MASC;SG
ulicu	street	ulica	street	N;ACC;FEM;SG	
ulicu	ulica	ulica	ulica	N;ACC;FEM;SG	N;NOM;FEM;SG
stupne	ocen	stupeň	ocena	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
stupne	stopinj	stupeň	stopinja	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG
prepravu	prevoz	preprav	prevoz	N;ACC;FEM;SG	N;NOM;MASC;SG
prepravu	kočija	preprav	kočija	N;ACC;FEM;SG	N;NOM;FEM;SG
lokálne	lokalno	lokálny	lokalen	ADJ;NOM;NEUT;SG	ADV
lokálne	lokalno	lokálny	lokalen	ADJ;NOM;NEUT;SG	ADV
miller	miller	miller	miller	PROPN;ANIM;NOM;MASC;SG	
hit	udaril	hit	udariti	N;INAN;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP
zobraziť	ogled	zobraziť	ogled	V;PFV;POS;NFIN	N;NOM;MASC;SG
zobraziť	razgled	zobraziť	razgled	V;PFV;POS;NFIN	N;NOM;MASC;SG
zobraziť	pogled	zobraziť	pogled	V;PFV;POS;NFIN	N;NOM;MASC;SG
zobraziť	prikaz	zobraziť	prikaz	V;PFV;POS;NFIN	N;NOM;MASC;SG
zobraziť	prikaži	zobraziť	prikažati	V;PFV;POS;NFIN	
zobraziť	oddaja	zobraziť	oddajati	V;PFV;POS;NFIN	V;IPFV;IND;SG;3;PRS;FIN
zadná	zadaj	zadný	zadaj	ADJ;NOM;FEM;SG	
zapísaný	vpisali	zapísaný	vpisati	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;PL;V.PTCP
zapísaný	vpisal	zapísaný	vpisati	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP
zapísaný	vključenih	zapísaný	vključen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
belgický	belgijske	belgický	belgijski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
moderná	moderno	moderný	moderno	ADJ;NOM;FEM;SG	ADV
wayne	wayne	wayne	wayen	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
vietor	vetrovi	vietor	veter	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
vietor	vetru	vietor	veter	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
vietor	vetra	vietor	veter	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
obyčajná	navadni	obyčajný	navaden	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
dosiahlo	dosežene	dosiahnuť	dosežen	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
dosiahlo	dosežen	dosiahnuť	dosežen	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
dosiahlo	dosežena	dosiahnuť	dosežen	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
dosiahlo	doseženo	dosiahnuť	dosežen	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
dosiahlo	doseženi	dosiahnuť	dosežen	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
ekonomický	ekonomski	ekonomický	ekonomski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
ekonomický	ekonomske	ekonomický	ekonomski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
land	zemljišča	land	zemljišče		N;NOM;NEUT;PL
land	dežela	land	dežela		N;NOM;FEM;SG
land	kopno	land	kopno		N;NOM;NEUT;SG
land	zemljišče	land	zemljišče		N;NOM;NEUT;SG
land	zemljo	land	zemlja		N;ACC;FEM;SG
stephan	stephan	stephan	stephan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
zlom	break	zlom	break	N;INS;NEUT;SG	N;NOM;MASC;SG
zlom	zlomil	zlom	zlomiti	N;INS;NEUT;SG	V;PFV;MASC;SG;V.PTCP
zlom	zlomi	zlom	zlom	N;INS;NEUT;SG	N;NOM;MASC;SG
zlom	preboj	zlom	preboj	N;INS;NEUT;SG	N;NOM;MASC;SG
zlom	zlobna	zlom	zloben	N;INS;NEUT;SG	ADJ;NOM;FEM;SG
zlom	zlo	zlom	zlo	N;INS;NEUT;SG	
zlom	hudoben	zlom	hudoben	N;INS;NEUT;SG	ADJ;NOM;INDF;MASC;SG
zlom	zloben	zlom	zloben	N;INS;NEUT;SG	ADJ;NOM;INDF;MASC;SG
zlom	zlobno	zlom	zlobno	N;INS;NEUT;SG	ADJ;NOM;NEUT;SG
goya	goya	goya	goga	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
takých	takšne	taký	takšen	DET;ANIM;GEN;MASC;PL	DET;NOM;FEM;PL
takých	takšna	taký	takšen	DET;ANIM;GEN;MASC;PL	DET;NOM;FEM;SG
takých	take	taký	tak	DET;ANIM;GEN;MASC;PL	DET;NOM;FEM;PL
odstránenie	odstrani	odstránenie	odstran	N;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
spôsobila	povzročena	spôsobiť	povzročen	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
spôsobila	povzročeno	spôsobiť	povzročen	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
nórsky	norveške	nórsk	norveški	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
relácie	sej	relácia	seja	N;NOM;FEM;PL	
relácie	pokaže	relácia	pokazati	N;NOM;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
relácie	prikaže	relácia	prikazati	N;NOM;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
relácie	oddaj	relácia	oddaj	N;NOM;FEM;PL	N;GEN;FEM;PL
mont	mont	mont	mont	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
sezón	letne	sezón	leten	N;GEN;FEM;PL	ADJ;NOM;FEM;PL
sekundy	sekund	sekunda	sekunda	N;NOM;FEM;PL	N;GEN;FEM;PL
sekundy	sekundah	sekunda	sekunda	N;NOM;FEM;PL	N;ESS;FEM;PL
janka	janka	janka	janka	N;NOM;FEM;SG	N;ANIM;ACC;MASC;SG
pedro	pedro	pedro	pedro	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
duchovný	duhovnega	duchovný	duhoven	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;NEUT;SG
duchovný	duhovne	duchovný	duhoven	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
výhra	zmagala	výhra	zmagati	N;NOM;FEM;SG	V;PFV;FEM;SG;V.PTCP
výhra	zmagal	výhra	zmagati	N;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP
výhra	zmago	výhra	zmaga	N;NOM;FEM;SG	N;ACC;FEM;SG
výhra	zmagovalna	výhra	zmagovalen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
odchádza	listje	odchádzať	listje	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
odchádza	listi	odchádzať	list	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;MASC;PL
odchádza	listov	odchádzať	list	V;IPFV;IND;SG;3;POS;PRS;FIN	N;GEN;MASC;PL
odchádza	odhod	odchádzať	odhod	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;MASC;SG
skutočný	dejanske	skutočný	dejanski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
iron	železo	iron	želez	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
iron	železov	iron	želez	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
iron	železna	iron	železen	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
iron	železa	iron	železo	PROPN;ANIM;NOM;MASC;SG	N;GEN;NEUT;SG
esa	esr	esa	esra	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
esa	esa	esa	esa	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
esa	eps	esa	eps	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
nasledovala	sledili	nasledovať	slediti	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
ndr	ndr	ndr	ndr		PROPN;NOM;MASC;SG
plánov	načrte	plán	načrt	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
plánov	načrti	plán	načrt	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
okom	očesu	oko	oko	ADV	N;DAT;NEUT;SG
okom	eye	oko	eye	ADV	N;NOM;MASC;SG
okom	oko	oko	oko	ADV	N;NOM;NEUT;SG
pripojené	priloženi	pripojený	priložen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
pripojené	povezani	pripojený	povezan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
funkčné	funkcionalne	funkčný	funkcionalen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
funkčné	funkcionalno	funkčný	funkcionalen	ADJ;NOM;NEUT;SG	ADV
bruno	bruno	bruno	bruno	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
stavovce	vretenčarje	stavovec	vretenčar	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
sns	sns	sen	sns		PROPN;NOM;FEM;SG
právomoci	pristojnost	právomoc	pristojnost	N;NOM;FEM;PL	N;NOM;FEM;SG
právomoci	powers	právomoc	powers	N;NOM;FEM;PL	
rakúske	avstrijski	rakúska	avstrijski	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
rakúske	avstrijska	rakúska	avstrijski	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
rakúske	avstrijsko	rakúska	avstrijski	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
papier	papirja	papier	papir	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
otakar	otakar	otakar	otakar	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
pôda	prsti	pôda	prst	N;NOM;FEM;SG	N;NOM;MASC;PL
pôda	zemljišča	pôda	zemljišče	N;NOM;FEM;SG	N;NOM;NEUT;PL
pôda	zemljo	pôda	zemlja	N;NOM;FEM;SG	N;ACC;FEM;SG
pôda	tla	pôda	tla	N;NOM;FEM;SG	N;NOM;NEUT;PL
bot	robotov	bot	robotov	PROPN;ANIM;VOC;MASC;SG	N;GEN;MASC;PL
bot	bota	bot	biti	PROPN;ANIM;VOC;MASC;SG	N;NOM;MASC;SG
bot	bot	bot	bot	PROPN;ANIM;VOC;MASC;SG	N;NOM;MASC;SG
zuby	zobe	zub	zob	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
nebo	sky	nebo	sky	N;NOM;NEUT;SG	
spoločenstvá	skupnostim	spoločenstvo	skupnost	N;NOM;NEUT;PL	N;DAT;FEM;PL
spoločenstvá	skupnosti	spoločenstvo	skupnost	N;NOM;NEUT;PL	N;GEN;FEM;PL
učiteľa	učiteljica	učiteľ	učiteljica	N;ANIM;ACC;MASC;SG	N;NOM;FEM;SG
učiteľa	učitelj	učiteľ	učitelj	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
šancu	chance	šanca	chanec	N;ACC;FEM;SG	
šancu	priložnost	šanca	priložnost	N;ACC;FEM;SG	N;NOM;FEM;SG
šancu	možnost	šanca	možnost	N;ACC;FEM;SG	N;NOM;FEM;SG
kamene	kamne	kameň	kamen	N;INAN;NOM;MASC;PL	ADJ;ACC;FEM;PL
kamene	kamenje	kameň	kamenje	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
kamene	kamenje	kameň	kamenje	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
kontrola	preveri	kontrola	preveriti	N;NOM;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
kontrola	preveriti	kontrola	preveriti	N;NOM;FEM;SG	V;PFV;NFIN
kontrola	preverite	kontrola	prevrit	N;NOM;FEM;SG	V;PFV;IMP;PL;2;FIN
men	moške	men	moški		ADJ;NOM;FEM;PL
men	možje	men	mož		N;NOM;MASC;PL
men	men	men	mena		N;NOM;MASC;SG
men	moški	men	moški		N;NOM;MASC;PL
men	moška	men	moški		ADJ;NOM;FEM;SG
tradíciu	tradicije	tradícia	tradicija	N;ACC;FEM;SG	N;NOM;FEM;PL
tradíciu	tradicija	tradícia	tradicija	N;ACC;FEM;SG	N;NOM;FEM;SG
testy	preizkusi	test	preizkus	N;INAN;NOM;MASC;PL	V;PFV;IND;SG;3;PRS;FIN
materská	materinstvo	materský	materinstvo	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
materská	porodniški	materský	porodniški	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
materská	starši	materský	starš	ADJ;NOM;FEM;SG	N;NOM;MASC;PL
materská	starša	materský	starš	ADJ;NOM;FEM;SG	N;NOM;MASC;DU
materská	staršev	materský	starš	ADJ;NOM;FEM;SG	N;GEN;MASC;PL
materská	starš	materský	starš	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
šťastie	srečo	šťastie	sreča	N;NOM;NEUT;SG	N;ACC;FEM;SG
šťastie	sreče	šťastie	sreča	N;NOM;NEUT;SG	N;GEN;FEM;SG
šťastie	srečo	šťastie	sreča	N;NOM;NEUT;SG	N;ACC;FEM;SG
šťastie	sreče	šťastie	sreča	N;NOM;NEUT;SG	N;GEN;FEM;SG
indonézia	indonezijski	indonézia	indonezijski	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
indonézia	indonezije	indonézia	indonezija	N;NOM;FEM;SG	N;NOM;FEM;PL
továreň	tovarno	továreň	tovarna	N;NOM;FEM;SG	N;ACC;FEM;SG
oznámila	napovedano	oznámiť	napovedan	V;PFV;FEM;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
caesar	cezarja	caesar	cezar	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
quebec	quebec	quebec	quebec	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
biskupov	škofje	biskup	škofja	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
třebíč	třebíč	třebíč	třebíč	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ruku	roka	ruka	roka	N;ACC;FEM;SG	N;NOM;MASC;SG
ruku	roki	ruka	roka	N;ACC;FEM;SG	N;NOM;FEM;DU
ruku	roka	ruka	roka	N;ACC;FEM;SG	N;NOM;MASC;SG
emi	emi	em	emi	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
had	kačo	had	kača	N;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
had	kače	had	kača	N;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
nice	lep	nica	lep	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
nice	prijetno	nica	prijeten	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
nice	lepo	nica	lep	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
mechanika	mehaniki	mechanika	mehanika	N;NOM;FEM;SG	N;NOM;MASC;PL
rozpadu	razpad	rozpad	razpad	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
prachu	prah	prach	prah	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
hell	pekel	hell	pečel	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
krištof	christopher	krištof	christopher	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
sofia	sofija	sofia	sofija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
sofia	sofia	sofia	sofia	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
ľuboš	ľuboš	ľuboš	Bubaš	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
branislav	branislav	branislav	branislav	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
tvorca	stvarnika	tvorca	stvarnik	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
vlákna	vlakno	vlákno	vlakno	N;NOM;NEUT;PL	N;NOM;NEUT;SG
vlákna	niti	vlákno	niti	N;NOM;NEUT;PL	PART
predchádzajúce	predhodno	predchádzajúci	predhodno	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT	ADV
umožnilo	omogočen	umožniť	omogočen	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
umožnilo	omogočeno	umožniť	omogočen	V;PFV;NEUT;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
znalosti	poznavanje	znalosť	poznavanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
znalosti	znanje	znalosť	znanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
pozadia	ozadje	pozadie	ozadje	N;NOM;NEUT;PL	N;NOM;NEUT;SG
tel	tel	tel	tel		N;NOM;MASC;SG
alexej	aleksej	alexej	aleksej	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
alexej	aleksej	alexej	aleksej	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
plánované	načrtovane	plánovaný	načrtovan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
vína	vino	víno	vino	N;NOM;NEUT;PL	N;NOM;NEUT;SG
židovské	žid	židovský	žid	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
židovské	judje	židovský	judja	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
zápal	vnetja	zápal	vnetje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
nedostatku	pomanjkanje	nedostatok	pomanjkanje	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
