magnolia	magnolia	magnolie	magnolia	N;DEF;FEM;SG	PROPN;NOM;SG
poze	bildergalerie	poză	bildergalerie	N;INDF;FEM;PL	ADJ
poze	fotografien	poză	fotografien	N;INDF;FEM;PL	
poze	fotos	poză	fotos	N;INDF;FEM;PL	
poze	bildern	poză	bildern	N;INDF;FEM;PL	V;NFIN
poze	abbildungen	poză	abbildung	N;INDF;FEM;PL	V;NFIN
poze	bildmaterial	poză	bildmaterial	N;INDF;FEM;PL	ADJ
poze	bildern	poză	bildern	N;INDF;FEM;PL	V;NFIN
procent	prozent	procent	prozent	N;INDF;MASC;SG	ADV
procent	prozentuale	procent	prozentuale	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
procent	prozentsatz	procent	prozentsatz	N;INDF;MASC;SG	ADJ
procent	anteil	procent	anteil	N;INDF;MASC;SG	ADV
procent	prozentuale	procent	prozentuale	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
procent	%	procent	%	N;INDF;MASC;SG	N;NOM;NEUT;PL
procent	prozentsatz	procent	prozentsatz	N;INDF;MASC;SG	ADJ
procent	prozent	procent	prozent	N;INDF;MASC;SG	ADV
armat	bewaffneten	armat	bewaffnet	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
armat	verstärkte	armat	verstärken	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
armat	gestärkt	armat	stärken	ADJ;INDF;MASC;SG	V;V.PTCP
mongolii	mongolen	mongol	mongol	N;DEF;MASC;PL	ADJ
sodiu	sodium	sodiu	sodium	N;INDF;MASC;SG	PROPN;NOM;SG
sodiu	natrium	sodiu	natrium	N;INDF;MASC;SG	PROPN
prenume	familienname	prenume	familiennam		ADJ
prenume	nachnamen	prenume	nachnamen		V;NFIN
tentativa	versuchte	tentativa	versuchen	N;DEF;FEM;SG	V;IND;SG;3;PST;FIN
tentativa	versucht	tentativa	versuchen	N;DEF;FEM;SG	V;V.PTCP
tentativa	versuchten	tentativa	versuchen	N;DEF;FEM;SG	V;IND;PL;3;PST;FIN
tentativa	vorläufige	tentativa	vorläufig	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
tentativa	zaghaft	tentativa	zaghaft	N;DEF;FEM;SG	ADJ
tentativa	zögerlich	tentativa	zögerlich	N;DEF;FEM;SG	ADJ
tentativa	versuchte	tentativa	versuchen	N;DEF;FEM;SG	V;IND;SG;3;PST;FIN
tentativa	versucht	tentativa	versuchen	N;DEF;FEM;SG	V;V.PTCP
tentativa	versuchten	tentativa	versuchen	N;DEF;FEM;SG	V;IND;PL;3;PST;FIN
prinde	catch	prinde	catch	V;IND;SG;3;PRS;FIN	PROPN;NOM;SG
prinde	fang	prinde	fang	V;IND;SG;3;PRS;FIN	
prinde	fänge	prinde	fängen	V;IND;SG;3;PRS;FIN	
valdemar	waldemar	valdemar	waldemar	PROPN	PROPN;NOM;MASC;SG
valdemar	valdemar	valdemar	valdemar	PROPN	PROPN;NOM;MASC;SG
lut	lehm	lut	lehm	N;INDF;MASC;SG	
lut	ton	lut	ton	N;INDF;MASC;SG	
lut	clay	lut	clay	N;INDF;MASC;SG	PROPN;NOM;SG
istria	istrien	istrie	istrien	PROPN	
filolog	philologe	filolog	philologe	N;INDF;MASC;SG	ADJ
judecat	gerichtet	judeca	richten	ADJ;INDF;MASC;SG	V;V.PTCP
judecat	beurteilt	judeca	beurteilen	ADJ;INDF;MASC;SG	V;V.PTCP
dieter	dieter	dieter	diet	PROPN	
raspandire	verbreiten	raspandire	verbreiten	N;INDF;FEM;SG	V;NFIN
raspandire	ausbreiten	raspandire	ausbreiten	N;INDF;FEM;SG	V;NFIN
raspandire	ausbreitung	raspandire	ausbreitung	N;INDF;FEM;SG	N;NOM;FEM;SG
raspandire	verteilen	raspandire	verteilen	N;INDF;FEM;SG	V;NFIN
raspandire	spread	raspandire	spread	N;INDF;FEM;SG	PROPN;SG
raspandire	ausbreitung	raspandire	ausbreitung	N;INDF;FEM;SG	N;NOM;FEM;SG
raspandire	verbreitung	raspandire	verbreitung	N;INDF;FEM;SG	N;NOM;FEM;SG
patricia	patricia	patricie	patricia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
liberty	freiheit	liberty	freiheit	N;INDF;MASC;SG	
liberty	liberty	liberty	liberty	N;INDF;MASC;SG	PROPN
esenta	essenz	esent	essenz	N;DEF;FEM;SG	
esenta	wesentliche	esent	wesentlich	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
esenta	essenzen	esent	essenzen	N;DEF;FEM;SG	V;NFIN
esenta	wesentlichen	esent	wesentlich	N;DEF;FEM;SG	ADJ
esenta	wesen	esent	wesen	N;DEF;FEM;SG	N;NOM;NEUT;SG
esenta	essenz	esent	essenz	N;DEF;FEM;SG	
esenta	wesentliche	esent	wesentlich	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
esenta	essenzen	esent	essenzen	N;DEF;FEM;SG	V;NFIN
esenta	wesentlichen	esent	wesentlich	N;DEF;FEM;SG	ADJ
esenta	wesen	esent	wesen	N;DEF;FEM;SG	N;NOM;NEUT;SG
cetatenia	staatsbürgerschaft	cetatenie	staatsbürgerschaft	N;DEF;FEM;SG	ADJ
cetatenia	nationalität	cetatenie	nationalität	N;DEF;FEM;SG	ADJ
cetatenia	staatsangehörigkeit	cetatenie	staatsangsangehöeit	N;DEF;FEM;SG	ADJ
cetatenia	bürgerrechte	cetatenie	bürgerrecht	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
cetatenia	bürgerschaft	cetatenie	bürgerschaft	N;DEF;FEM;SG	ADJ
cetatenia	staatsbürgerschaft	cetatenie	staatsbürgerschaft	N;DEF;FEM;SG	ADJ
cetatenia	staatsangehörigkeit	cetatenie	staatsangsangehöeit	N;DEF;FEM;SG	ADJ
usd	usd	usd	usd	N	
nice	hübsche	nice	hübsch		ADJ;NOM;FEM;PL
nice	nizza	nice	nizza		PROPN;NOM;SG
nice	schöner	nice	schön		ADJ
nice	schöne	nice	schön		ADJ;NOM;FEM;PL
nice	schön	nice	schön		ADJ
beatrice	beatrice	beatric	beatrice	N;INDF;FEM;PL	PROPN;NOM;SG
beatrice	beate	beatric	beaten	N;INDF;FEM;PL	PROPN;NOM;SG
beatrice	beatrix	beatric	beatrix	N;INDF;FEM;PL	PROPN;NOM;SG
atasat	beigefügten	atasa	beigefügt	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
atasat	beigefügt	atasa	beifügen	ADJ;INDF;MASC;SG	V;V.PTCP
atasat	angehängt	atasa	anhängen	ADJ;INDF;MASC;SG	V;V.PTCP
atasat	befestigt	atasa	befestigen	ADJ;INDF;MASC;SG	V;V.PTCP
atasat	beigefügten	atasa	beigefügt	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
atasat	beigefügt	atasa	beifügen	ADJ;INDF;MASC;SG	V;V.PTCP
atasat	angehängt	atasa	anhängen	ADJ;INDF;MASC;SG	V;V.PTCP
atasat	befestigt	atasa	befestigen	ADJ;INDF;MASC;SG	V;V.PTCP
spada	degen	spadă	degen	N;DEF;FEM;SG	
spada	schwert	spadă	schwern	N;DEF;FEM;SG	
bolivia	bolivien	bolivie	bolivien	PROPN	PROPN;NOM;NEUT;SG
ciuperci	pilzen	ciupercă	pilzen	N;INDF;FEM;PL	V;NFIN
ciuperci	champignons	ciupercă	champignons	N;INDF;FEM;PL	PROPN
ciuperci	pilze	ciupercă	pilz	N;INDF;FEM;PL	
ciuperci	pilzen	ciupercă	pilzen	N;INDF;FEM;PL	V;NFIN
ciuperci	pilze	ciupercă	pilz	N;INDF;FEM;PL	
ciuperci	pilzen	ciupercă	pilzen	N;INDF;FEM;PL	V;NFIN
ciuperci	pilz	ciupercă	pilz	N;INDF;FEM;PL	
ciuperci	pilze	ciupercă	pilz	N;INDF;FEM;PL	
maryland	maryland	maryland	maryland	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
criteriul	kriterium	criteriu	kriterium	N;DEF;MASC;SG	ADJ
performante	leistung	performant	leistung	N;INDF;FEM;PL	N;NOM;FEM;SG
performante	performance	performant	performance	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
pakistan	pakistan	pakistan	pakistan	PROPN	PROPN;NOM;MASC;SG
optica	optisch	optic	optisch	N;DEF;FEM;SG	ADJ
optica	optischen	optic	optisch	N;DEF;FEM;SG	ADJ;ACC;SG
optica	optisches	optic	optisch	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
optica	optischer	optic	optisch	N;DEF;FEM;SG	ADJ
optica	optische	optic	optisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
optica	optisch	optic	optisch	N;DEF;FEM;SG	ADJ
optica	optischen	optic	optisch	N;DEF;FEM;SG	ADJ;ACC;SG
optica	optische	optic	optisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
optica	optisch	optic	optisch	N;DEF;FEM;SG	ADJ
optica	optischen	optic	optisch	N;DEF;FEM;SG	ADJ;ACC;SG
optica	optische	optic	optisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
profesoara	lehrer	profesoară	lehr	N;DEF;FEM;SG	ADJ
profesoara	dozent	profesoară	dozent	N;DEF;FEM;SG	ADJ
profesoara	lehrerin	profesoară	lehrerin	N;DEF;FEM;SG	ADJ
nad	nad	nade	nad	PROPN	PROPN
éditions	éditions	éditions	éditions	PROPN	PROPN;SG
anolis	anolis	anolis	anolis	PROPN	
solide	fest	solid	fest	ADJ;INDF;FEM;PL	ADV
solide	feststoffe	solid	feststoff	ADJ;INDF;FEM;PL	
artificiala	künstliches	artificială	künstlich	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
artificiala	künstliche	artificială	künstlich	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
artificiala	künstliches	artificială	künstlich	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
artificiala	künstliche	artificială	künstlich	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
banks	banks	banks	banks	PROPN	PROPN;NOM;SG
banks	banken	banks	banken	PROPN	N;PL
banks	kreditinstitute	banks	kreditinstitut	PROPN	ADJ;SG
instructiuni	anleitung	instructiune	anleitung	N;INDF;FEM;PL	N;NOM;FEM;SG
instructiuni	anweisungen	instructiune	anweisungen	N;INDF;FEM;PL	V;NFIN
instructiuni	instruktionen	instructiune	instruktion	N;INDF;FEM;PL	V;NFIN
instructiuni	anleitungen	instructiune	anleitungen	N;INDF;FEM;PL	V;NFIN
instructiuni	anleitung	instructiune	anleitung	N;INDF;FEM;PL	N;NOM;FEM;SG
instructiuni	anweisungen	instructiune	anweisungen	N;INDF;FEM;PL	V;NFIN
instructiuni	instruktionen	instructiune	instruktion	N;INDF;FEM;PL	V;NFIN
instructiuni	anleitungen	instructiune	anleitungen	N;INDF;FEM;PL	V;NFIN
aluminiu	alu	aluminiu	alu	N;INDF;MASC;SG	
aluminiu	aluminium	aluminiu	aluminium	N;INDF;MASC;SG	ADJ
aluminiu	aluminium	aluminiu	aluminium	N;INDF;MASC;SG	ADJ
aluminiu	alu	aluminiu	alu	N;INDF;MASC;SG	
generali	generals	general	generals	N;INDF;MASC;PL	
adige	adige	adige	adig	N;INDF;FEM;SG	PROPN;NOM;NEUT;SG
ziarist	journalist	ziarist	journalist	N;INDF;MASC;SG	ADJ
ziarist	journalistin	ziarist	journalistin	N;INDF;MASC;SG	ADJ
generic	generische	generic	generisch	ADV	ADJ;NOM;FEM;PL
generic	allgemein	generic	allgemein	ADV	ADJ
generic	generika	generic	generika	ADV	
amonte	vorgelagerten	amonte	vorgelagert		V;IND;PL;3;PST;FIN
amonte	flussaufwärts	amonte	flussaufwärts		ADV
turismul	fremdenverkehr	turism	fremdenverkehr	N;DEF;MASC;SG	ADJ
turismul	tourismus	turism	tourismus	N;DEF;MASC;SG	ADV
turismul	touristik	turism	touristik	N;DEF;MASC;SG	ADJ
ajax	ajax	ajax	ajax	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
flacara	flamme	flacară	flamm	N;DEF;FEM;SG	
flacara	feuer	flacară	feuer	N;DEF;FEM;SG	
flacara	flammen	flacară	flammen	N;DEF;FEM;SG	V;NFIN
flacara	flamme	flacară	flamm	N;DEF;FEM;SG	
flacara	feuer	flacară	feuer	N;DEF;FEM;SG	
flacara	flammen	flacară	flammen	N;DEF;FEM;SG	V;NFIN
flacara	flamme	flacară	flamm	N;DEF;FEM;SG	
flacara	feuer	flacară	feuer	N;DEF;FEM;SG	
flacara	flammen	flacară	flammen	N;DEF;FEM;SG	V;NFIN
grupari	arbeitsgruppen	grupar	arbeitsgruppen	N;INDF;FEM;PL	V;NFIN
grupari	fraktionen	grupar	fraktion	N;INDF;FEM;PL	V;NFIN
grupari	hauptgruppen	grupar	hauptgruppen	N;INDF;FEM;PL	V;NFIN
marion	marion	marion	marion	PROPN	PROPN;NOM;SG
dinti	zähnen	dinti	zähnen	N;INDF;MASC;PL	V;NFIN
dinti	zähne	dinti	zähnen	N;INDF;MASC;PL	N;NOM;SG
dinti	zahn	dinti	zahn	N;INDF;MASC;PL	
liège	lüttich	liège	lüttich	PROPN	PROPN
evidenta	offensichtlichen	evident	offensichtlich	N;DEF;FEM;SG	ADJ
evidenta	offensichtlicher	evident	offensichtlich	N;DEF;FEM;SG	ADJ
evidenta	offensichtlich	evident	offensichtlich	N;DEF;FEM;SG	ADJ
evidenta	offensichtliche	evident	offensichtlich	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
evidenta	offensichtlichen	evident	offensichtlich	N;DEF;FEM;SG	ADJ
evidenta	offensichtlicher	evident	offensichtlich	N;DEF;FEM;SG	ADJ
evidenta	offensichtlich	evident	offensichtlich	N;DEF;FEM;SG	ADJ
evidenta	offensichtliche	evident	offensichtlich	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
distinctia	auszeichnung	distinctie	auszeichnung	N;DEF;FEM;SG	N;NOM;FEM;SG
distinctia	unterscheidung	distinctie	unterscheidung	N;DEF;FEM;SG	ADJ
distinctia	unterschied	distinctie	unterscheiden	N;DEF;FEM;SG	V;IND;SG;3;PST;FIN
nod	knoten	nod	knot	N;INDF;MASC;SG	V;NFIN
nod	knotenpunkt	nod	knotenpunkt	N;INDF;MASC;SG	ADJ
nod	knoten	nod	knot	N;INDF;MASC;SG	V;NFIN
selo	selo	selo	selo	N;INDF;MASC;SG	PROPN;NOM;SG
glasgow	schottland	glasgow	schottland	PROPN	ADJ
glasgow	glasgow	glasgow	glasgow	PROPN	PROPN;NOM;SG
geniu	genie	geniu	genie	N;INDF;MASC;SG	
geniu	genial	geniu	genial	N;INDF;MASC;SG	ADJ
geniu	geniale	geniu	genial	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
geniu	genies	geniu	geneisen	N;INDF;MASC;SG	
broadway	broadway	broadway	broadway	PROPN	PROPN
intreprinderea	enterprise	intreprindere	enterprise	N;DEF;FEM;SG	PROPN;NOM;SG
toledo	toledo	toledo	toledo	PROPN	PROPN;NOM;SG
autorilor	schriftsteller	autor	schriftsteller	N;DEF;MASC;PL	ADJ
autorilor	verfasser	autor	verfasser	N;DEF;MASC;PL	
autorilor	urheber	autor	urheber	N;DEF;MASC;PL	
autorilor	autoren	autor	autor	N;DEF;MASC;PL	
abdul	abdul	abdu	abdul	PROPN	PROPN;NOM;SG
abdul	abd	abdu	abd	PROPN	PROPN;NOM;MASC;SG
cavaleria	kavallerie	cavalerie	kavallerie	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
brand	brand	brand	brend	N;INDF;MASC;SG	
brand	marken	brand	marken	N;INDF;MASC;SG	V;NFIN
brand	markenname	brand	markennam	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
burgas	burgas	burgas	burgas	PROPN	PROPN;NOM;SG
ciuc	ciuc	ciuc	ciuc	PROPN	PROPN
coltul	eck	colt	eck	N;DEF;MASC;SG	
coltul	corner	colt	corner	N;DEF;MASC;SG	
coltul	ecken	colt	ecken	N;DEF;MASC;SG	
coltul	ecke	colt	eck	N;DEF;MASC;SG	ADV
cuplu	paar	cuplu	paar	N;INDF;MASC;SG	ADV
cuplu	ehepaar	cuplu	ehepaar	N;INDF;MASC;SG	ADJ
cuplu	pärchen	cuplu	pärchen	N;INDF;MASC;SG	
cuplu	drehmoment	cuplu	drehmoment	N;INDF;MASC;SG	ADJ
evanghelia	evangelium	evanghelie	evangelium	N;DEF;FEM;SG	
evanghelia	gospel	evanghelie	gospel	N;DEF;FEM;SG	PROPN
informativ	informative	informativ	informativ	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
marturie	zeugnis	marturie	zeugnis	N;INDF;FEM;SG	N;NOM;NEUT;SG
marturie	zeugenaussagen	marturie	zeugenaussagen	N;INDF;FEM;SG	V;NFIN
marturie	aussagen	marturie	aussagen	N;INDF;FEM;SG	V;NFIN
marturie	aussage	marturie	aussagen	N;INDF;FEM;SG	
marturie	zeugenaussage	marturie	zeugenaussag	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
marturie	zeugnis	marturie	zeugnis	N;INDF;FEM;SG	N;NOM;NEUT;SG
marturie	zeugenaussagen	marturie	zeugenaussagen	N;INDF;FEM;SG	V;NFIN
marturie	aussagen	marturie	aussagen	N;INDF;FEM;SG	V;NFIN
marturie	aussage	marturie	aussagen	N;INDF;FEM;SG	
marturie	zeugenaussage	marturie	zeugenaussag	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
emmanuel	emmanuel	emmanuel	emmanuel	PROPN	PROPN;NOM;MASC;SG
emmanuel	emanuel	emmanuel	emanuel	PROPN	PROPN;NOM;MASC;SG
alpii	alpen	alpiu	alpe	N;DEF;MASC;PL	PROPN
caracteristic	merkmal	caracteristic	merkmal	ADV	ADJ
caracteristic	charakteristisch	caracteristic	charakteristisch	ADV	ADJ
caracteristic	charakteristischen	caracteristic	charakteristisch	ADV	ADJ;PL
caracteristic	charakteristik	caracteristic	charakteristik	ADV	ADJ;SG
caracteristic	charakteristische	caracteristic	charakteristisch	ADV	ADJ;NOM;FEM;PL
concursuri	wettbewerben	concurs	wettbewerben	N;INDF;FEM;PL	V;NFIN
concursuri	wettbewerb	concurs	wettbewerb	N;INDF;FEM;PL	ADV
conditie	bedingung	conditie	bedingung	N;INDF;FEM;SG	
conditie	voraussetzung	conditie	voraussetzung	N;INDF;FEM;SG	
conditie	zustand	conditie	zustand	N;INDF;FEM;SG	
conditie	kondition	conditie	kondition	N;INDF;FEM;SG	ADJ
dobandit	gekauft	dobandi	kaufen	ADJ;INDF;MASC;SG	V;V.PTCP
dobandit	erworbene	dobandi	erworben	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
dobandit	erworben	dobandi	erwerben	ADJ;INDF;MASC;SG	V;V.PTCP
onorific	ehrenmitglied	onorific	ehrenmitglied	N;INDF;MASC;SG	ADJ
onorific	ehren	onorific	ehr	N;INDF;MASC;SG	
onorific	ehrenamtliche	onorific	ehrenamtlich	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
onorific	ehrenamtlich	onorific	ehrenamtlich	N;INDF;MASC;SG	ADJ
combinat	kombiniert	combina	kombinieren	ADJ;INDF;MASC;SG	V;V.PTCP
combinat	kombinierte	combina	kombiniert	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
combinat	kombinierten	combina	kombiniert	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
combinat	kombination	combina	kombination	ADJ;INDF;MASC;SG	N;SG
grey	grauen	grey	grau	PROPN	
grey	graue	grey	grau	PROPN	ADJ;NOM;PL
grey	grey	grey	grey	PROPN	PROPN;NOM;SG
grey	grau	grey	grau	PROPN	ADJ
como	como	como	como	N;INDF;MASC;SG	PROPN;NOM;SG
como	comer	como	comer	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
cartiere	nachbarschaften	cartier	nachbarschaft	N;INDF;FEM;PL	ADJ
cartiere	viertel	cartier	viertel	N;INDF;FEM;PL	
cartiere	stadtteile	cartier	stadtteil	N;INDF;FEM;PL	
cartiere	stadtviertel	cartier	stadtviertel	N;INDF;FEM;PL	ADJ
cartiere	stadtviertel	cartier	stadtviertel	N;INDF;FEM;PL	ADJ
cartiere	landkreise	cartier	landkreise	N;INDF;FEM;PL	PROPN
cartiere	bezirke	cartier	bezirken	N;INDF;FEM;PL	
cartiere	stadtviertel	cartier	stadtviertel	N;INDF;FEM;PL	ADJ
stand	messestand	sta	messestehen		ADV
stand	stehen	sta	stehen		V;NFIN
stand	stand	sta	stehen		V;IND;SG;3;PST;FIN
stand	sitzt	sta	sitzen		V;IND;SG;3;PRS;FIN
stand	sitzung	sta	sitzung		N;SG
stand	sitzend	sta	sitzend		ADJ
stand	sitzen	sta	sitzen		V;NFIN
sanse	chancen	sansă	chancen		V;NFIN
sanse	chance	sansă	chance		N;NOM;FEM;SG
sanse	gelegenheit	sansă	gelegenheit		ADJ
sanse	zufall	sansă	zufall		
sanse	chancen	sansă	chancen		V;NFIN
sanse	chance	sansă	chance		N;NOM;FEM;SG
sanse	gelegenheit	sansă	gelegenheit		ADJ
sanse	zufall	sansă	zufall		
sanse	quoten	sansă	quoten		N;PL
sanse	chancen	sansă	chancen		V;NFIN
sanse	wahrscheinlichkeiten	sansă	wahrscheinlichkeiten		N;NOM;FEM;PL
guvernele	regierungen	guvern	regierung	N;DEF;FEM;PL	V;NFIN
confederatia	eidgenossenschaft	confederatie	eidgenossenschaft	N;DEF;FEM;SG	ADJ
confederatia	konföderation	confederatie	konföderation	N;DEF;FEM;SG	ADJ
confederatia	bund	confederatie	bund	N;DEF;FEM;SG	
confederatia	eidgenossenschaft	confederatie	eidgenossenschaft	N;DEF;FEM;SG	ADJ
confederatia	dachverband	confederatie	dachverband	N;DEF;FEM;SG	ADJ
confederatia	konföderation	confederatie	konföderation	N;DEF;FEM;SG	ADJ
ward	ward	ward	werden	PROPN	
localnicilor	anwohner	localnic	anwohner	N;DEF;MASC;PL	
localnicilor	einheimische	localnic	einheimisch	N;DEF;MASC;PL	ADJ;NOM;FEM;PL
localnicilor	einheimischen	localnic	einheimisch	N;DEF;MASC;PL	ADJ
organisme	lebewesen	organism	lebewesen	N;INDF;FEM;PL	
organisme	organismus	organism	organismus	N;INDF;FEM;PL	N;NOM;MASC;SG
organisme	erreger	organism	erreger	N;INDF;FEM;PL	
organisme	gremien	organism	gremien	N;INDF;FEM;PL	ADJ
organisme	körper	organism	körp	N;INDF;FEM;PL	
organisme	körperschaften	organism	körperschaft	N;INDF;FEM;PL	ADJ
consul	konsul	cons	konsul	N;INDF;MASC;SG	
deciziile	entscheidungen	decizie	entscheidung	N;DEF;FEM;PL	V;NFIN
deciziile	beschlüsse	decizie	beschlüssen	N;DEF;FEM;PL	N;NOM;SG
nevada	nevada	nevada	nevada	PROPN	PROPN;NOM;SG
iarba	gras	iarbă	gras	N;DEF;FEM;SG	
iarba	grass	iarbă	graß	N;DEF;FEM;SG	
iarba	rasen	iarbă	rasen	N;DEF;FEM;SG	
iarba	unkraut	iarbă	unkraut	N;DEF;FEM;SG	ADJ
iarba	gras	iarbă	gras	N;DEF;FEM;SG	
iarba	gras	iarbă	gras	N;DEF;FEM;SG	
iarba	grass	iarbă	graß	N;DEF;FEM;SG	
iarba	rasen	iarbă	rasen	N;DEF;FEM;SG	
iarba	unkraut	iarbă	unkraut	N;DEF;FEM;SG	ADJ
iarba	gras	iarbă	gras	N;DEF;FEM;SG	
completat	abgeschlossen	completa	abschließen	ADJ;INDF;MASC;SG	V;V.PTCP
completat	fertiggestellt	completa	fertigstellen	ADJ;INDF;MASC;SG	V;V.PTCP
completat	beendet	completa	beenden	ADJ;INDF;MASC;SG	V;V.PTCP
comitet	ausschüsse	comitet	ausschüssen	N;INDF;MASC;SG	
comitet	komitee	comitet	komit	N;INDF;MASC;SG	
capabila	fähige	capabilă	fähige	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
capabila	fähige	capabilă	fähige	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
masiva	massiven	masivă	massiv	ADJ;DEF;FEM;SG	ADJ;PL
masiva	massive	masivă	massiv	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
saga	saga	sagă	saga	N;DEF;FEM;SG	PROPN;NOM;SG
saga	sage	sagă	sagen	N;DEF;FEM;SG	
natalia	natalja	natalie	natalja	N;DEF;FEM;SG	PROPN;NOM;SG
natalia	natalja	natalie	natalja	N;DEF;FEM;SG	PROPN;NOM;SG
natalia	natalia	natalie	natalia	N;DEF;FEM;SG	PROPN;NOM;SG
anexate	beigefügten	anexat	beigefügt	ADJ;INDF;FEM;PL	V;IND;PL;3;PST;FIN
anexate	beigefügt	anexat	beifügen	ADJ;INDF;FEM;PL	V;V.PTCP
celtic	celtic	celtic	celtic	ADJ;INDF;MASC;SG	PROPN
celtic	keltische	celtic	keltisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
arestarea	verhaften	arestare	verhaften	N;DEF;FEM;SG	V;NFIN
arestarea	festnehmen	arestare	festnehmen	N;DEF;FEM;SG	V;NFIN
arestarea	verhaften	arestare	verhaften	N;DEF;FEM;SG	V;NFIN
arestarea	festnahme	arestare	festnahm	N;DEF;FEM;SG	N;NOM;FEM;SG
arestarea	verhaftung	arestare	verhaftung	N;DEF;FEM;SG	N;NOM;FEM;SG
arestarea	festnehmen	arestare	festnehmen	N;DEF;FEM;SG	V;NFIN
hart	hart	hart	hart	PROPN	ADJ
vanzarea	sale	vanzare	salen	N;DEF;FEM;SG	
bella	bella	bella	bella	N;DEF;FEM;SG	PROPN;NOM;SG
daily	täglich	daily	täglich	N;INDF;MASC;SG	ADJ
daily	tägliche	daily	täglich	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
daily	tägliches	daily	täglich	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
daily	daily	daily	daily	N;INDF;MASC;SG	PROPN
rit	ritus	rit	ritus	N;INDF;MASC;SG	
sectie	revier	sectie	revieren	N;INDF;FEM;SG	
chitarist	gitarrist	chitarist	gitarrist	N;INDF;MASC;SG	ADJ
chitarist	gitarristen	chitarist	gitarrist	N;INDF;MASC;SG	
memoriam	memoriam	memoria	memoriam	N;INDF;MASC;SG	PROPN;NOM;SG
sociologie	soziologie	sociologie	soziologie	N;INDF;FEM;SG	PROPN
sociologie	sozialwissenschaften	sociologie	sozialwissenschaft	N;INDF;FEM;SG	ADJ
variabila	variable	variabilă	variabel	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
variabila	variabler	variabilă	variabel	N;DEF;FEM;SG	ADJ
variabila	unterschiedlich	variabilă	unterschiedlich	N;DEF;FEM;SG	ADJ
variabila	variabel	variabilă	variabel	N;DEF;FEM;SG	ADJ
variabila	variablen	variabilă	variablen	N;DEF;FEM;SG	
variabila	variable	variabilă	variabel	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
variabila	variabler	variabilă	variabel	N;DEF;FEM;SG	ADJ
variabila	unterschiedlich	variabilă	unterschiedlich	N;DEF;FEM;SG	ADJ
variabila	variabel	variabilă	variabel	N;DEF;FEM;SG	ADJ
variabila	variablen	variabilă	variablen	N;DEF;FEM;SG	
antrenat	trainiert	antrenat	trainieren	ADJ;INDF;MASC;SG	V;V.PTCP
antrenat	ausgebildet	antrenat	ausbilden	ADJ;INDF;MASC;SG	V;V.PTCP
antrenat	geschult	antrenat	schulen	ADJ;INDF;MASC;SG	V;V.PTCP
grecesc	griechischen	grecesc	griechisch	ADJ;INDF;MASC;SG	ADJ;NOM;PL
grecesc	griechen	grecesc	griechen	ADJ;INDF;MASC;SG	
grecesc	grieche	grecesc	griech	ADJ;INDF;MASC;SG	
grecesc	griechische	grecesc	griechisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
